qid	label	geni_ids	in_corpus	shape	detail
Q45389278	Xia Yu	6000000074725354935;6000000074725871043;6000000074735642832;6000000074749188933	0	neither profile is in our corpus	
Q45390303	Xue Jing	6000000074725588262;6000000074749185174	0	neither profile is in our corpus	
Q45390687	Hu Min	6000000074717329310;6000000074725914030;6000000074735788822;6000000074749873893	0	neither profile is in our corpus	
Q45390834	Zhao Shilong	6000000074749773097;6000000075058404918	0	neither profile is in our corpus	
Q45394183	Liang Chuhou	6000000074725889368;6000000074744813054	0	neither profile is in our corpus	
Q45394196	Liang Weizhong	6000000074712830875;6000000074717726003;6000000074748575237	0	neither profile is in our corpus	
Q45396756	Shen Fu	6000000074755889943;6000000075428694831	0	neither profile is in our corpus	
Q45397815	Pan B	6000000074758049007;6000000075324885166	0	neither profile is in our corpus	
Q45401628	Wang Zhaoyuan	6000000074704747153;6000000074704847006	0	neither profile is in our corpus	
Q45402494	Han Qi	6000000074759842866;6000000074759873830	0	neither profile is in our corpus	
Q45404753	Ren Yuan	6000000074769733977;6000000075423733852	0	neither profile is in our corpus	
Q45407014	Yu Rong	6000000074771246015;6000000074771601837	0	neither profile is in our corpus	
Q45408632	Cheng Mou	6000000074784234877;6000000075488365843	0	neither profile is in our corpus	
Q45409249	Zhao Shidi	6000000074687201125;6000000075496909854	0	neither profile is in our corpus	
Q45410022	Song Qiu	6000000074784692071;6000000074784749066	0	neither profile is in our corpus	
Q45411241	Xu Fuyan	6000000074785874996;6000000075483061892	0	neither profile is in our corpus	
Q45411450	Chen Xuan	6000000074785954065;6000000075485128829	0	neither profile is in our corpus	
Q45411741	Ji Gai	6000000074786103010;6000000075427212951	0	neither profile is in our corpus	
Q45412372	Cheng Xie	6000000074786967283;6000000075488250939	0	neither profile is in our corpus	
Q45412719	Shu Yuexiang	6000000074787635883;6000000074787660852	0	neither profile is in our corpus	
Q45413422	Zheng Zhao	6000000074788194260;6000000074788679021	0	neither profile is in our corpus	
Q45413444	Zheng Wenrong	6000000074788462133;6000000074788854882	0	neither profile is in our corpus	
Q45413811	Yang Bocheng	6000000074789000054;6000000074789175829	0	neither profile is in our corpus	
Q45413818	Yang Gong	6000000074788872092;6000000074789115878	0	neither profile is in our corpus	
Q45414525	Li Chun	6000000074789659281;6000000074790073986	0	neither profile is in our corpus	
Q45415626	Duozhenpu	6000000074791499121;6000000074791853884	0	neither profile is in our corpus	
Q45415629	Dojinbu	6000000074791413116;6000000074791976825	0	neither profile is in our corpus	
Q45416348	Pei Zhang	6000000074792688896;6000000074792784862	0	neither profile is in our corpus	
Q45416567	Qian Yu	6000000045295760035;6000000074793063821	0	neither profile is in our corpus	
Q45416573	Qian Ruizheng	6000000050048862002;6000000074793018838	0	neither profile is in our corpus	
Q45416574	Qian Lunguang	6000000045295003125;6000000074792974915	0	neither profile is in our corpus	
Q45421898	Cui Yin	6000000074716494051;6000000074716803970;6000000074717115832	0	neither profile is in our corpus	
Q45422669	Jing Song	6000000074732392188;6000000074732901843	0	neither profile is in our corpus	
Q45424916	Qian Shi	6000000074784520027;6000000074784524012	0	neither profile is in our corpus	
Q45425048	Lu Ao	6000000074753508930;6000000074753647898	0	neither profile is in our corpus	
Q45425059	Tang Jue	6000000075407366056;6000000075428305241	0	neither profile is in our corpus	
Q45425394	Cheng Shi	6000000074784280821;6000000075489992030	0	neither profile is in our corpus	
Q45426473	Sun Shi	6000000074703802995;6000000075489962067	0	neither profile is in our corpus	
Q45427519	Cai Gui	6000000074728251832;6000000075499702884	0	neither profile is in our corpus	
Q45427526	He Shi	6000000075413623018;6000000075413886832	0	neither profile is in our corpus	
Q45427942	Wenren Shi	6000000074784985176;6000000075496969884	0	neither profile is in our corpus	
Q45428102	Sun Shi	6000000074770843907;6000000075481806166	0	neither profile is in our corpus	
Q45428395	Xue Shi	6000000039151915972;6000000075419482856	0	neither profile is in our corpus	
Q45428983	Wang Shi	6000000075424581887;6000000075427166890	0	neither profile is in our corpus	
Q45429175	Wu Yuanmei	6000000075425811922;6000000075482318116	0	neither profile is in our corpus	
Q45429547	Xiahou Shi	6000000075425755923;6000000075482303064	0	neither profile is in our corpus	
Q45429573	Liu Shi	6000000075419165075;6000000075481833143	0	neither profile is in our corpus	
Q45429965	Xu Shi	6000000075426440036;6000000075482451976	0	neither profile is in our corpus	
Q45430025	Fu Shi	6000000075426915843;6000000075482451981	0	neither profile is in our corpus	
Q45430087	Yu Shi	6000000075426890869;6000000075482668823	0	neither profile is in our corpus	
Q45430560	Zhuo Shi	6000000075418539470;6000000075481925120	0	neither profile is in our corpus	
Q45430590	Wang Hui	6000000075419503277;6000000075420097905	0	neither profile is in our corpus	
Q45431802	Li Yunlong	6000000075425904858;6000000075425950835	0	neither profile is in our corpus	
Q45431911	Wang Wan	6000000075421510246;6000000075482168935	0	neither profile is in our corpus	
Q45432217	Duan Shi	6000000075429046896;6000000075482688880	0	neither profile is in our corpus	
Q45432683	Zhang Suo	6000000075423532862;6000000075483564840	0	neither profile is in our corpus	
Q45434870	Yu Shi	6000000075419020466;6000000075501148200	0	neither profile is in our corpus	
Q45438897	Zha Yiyi	6000000050052022939;6000000075610356143	0	neither profile is in our corpus	
Q45454150	Tao Dan	6000000055530559939;6000000074758704883	0	neither profile is in our corpus	
Q45456931	Kong Lizhen	6000000075504506133;6000000162915939864	0	neither profile is in our corpus	
Q45456995	Kong Yuyan	6000000012977160281;6000000075504807963	0	neither profile is in our corpus	
Q45474056	Liu Zhongzhi	6000000075431299912;6000000075431485893	0	neither profile is in our corpus	
Q45474116	Liu Xian	6000000075430888986;6000000075431485888	0	neither profile is in our corpus	
Q45474297	Mao Shichu	6000000075421369857;6000000075431562830	0	neither profile is in our corpus	
Q45474356	Mao  Shangshang	6000000075419900596;6000000075431566822	0	neither profile is in our corpus	
Q45475948	Yuan Xuechang	6000000054751696828;6000000075611358165	0	neither profile is in our corpus	
Q45485232	Qian Yuying	6000000045295400915;6000000074792862886	0	neither profile is in our corpus	
Q45499289	Ju Ning	6000000075481213178;6000000075502568913	0	neither profile is in our corpus	
Q45513519	Xiang Xiangceng	6000000075505474480;6000000171524146133	0	neither profile is in our corpus	
Q455397	Ulla Procopé	6000000013479017230;6000000206896499827	0	neither profile is in our corpus	
Q45553977	Tatala Yutai	6000000011333370266;6000000075507676850	0	neither profile is in our corpus	
Q45564049	Liu Mou	6000000074701468857;6000000074748015847	0	neither profile is in our corpus	
Q45685515	Song Rong	6000000075603739828;6000000215945443825	0	neither profile is in our corpus	
Q45704573	Zhang Wenlai	6000000045959372146;6000000075504056997	0	neither profile is in our corpus	
Q4578795	Ragnar Vogt	6000000016923009476;6000000022629361078	0	neither profile is in our corpus	
Q461409	Maria Naryshkina	6000000012955559101;6000000157693383843	0	neither profile is in our corpus	
Q4662192	Aaron Leland	6000000074175572259;6000000109535715822	0	neither profile is in our corpus	
Q4722255	Alfred Atmore Pope	6000000029658690168;6000000195386603132	0	neither profile is in our corpus	
Q47299736	Karl Friedrich Leopold von Stuckrad	6000000095441537825;6000000184730734910	0	neither profile is in our corpus	
Q47306289	Nastassya Harnastay	6000000003523546025;6000000042870420466	0	neither profile is in our corpus	
Q4731729	Allen Jones	6000000003277800558;6000000017866491189	0	neither profile is in our corpus	
Q4751837	Princess Anastasia, Margravine of Meissen	6000000061204042831;6000000073586874856	0	neither profile is in our corpus	
Q4773149	Anthony Morse	6000000000556929113;6000000010329058169	0	neither profile is in our corpus	
Q4802416	Arvid G. Hansen	6000000031660910197;6000000069461605962	0	neither profile is in our corpus	
Q48257893	Samuel Blachley Webb	6000000012937019946;6000000193248804827	0	neither profile is in our corpus	
Q484280	Bayan of the Merkid	6000000074788693021;6000000074788900889	0	neither profile is in our corpus	
Q48780590	William Poyntz	6000000009467930327;6000000088410483850	0	neither profile is in our corpus	
Q4939437	Augusta Blad	6000000096334208945;6000000169756909345	0	neither profile is in our corpus	
Q5041017	Carl Årmann	6000000040374726108;6000000131049762832	0	neither profile is in our corpus	
Q5076496	Charles Coster	6000000013239099227;6000000042863079658	0	neither profile is in our corpus	
Q5082311	Charles Sackville, 2nd Duke of Dorset	6000000006602669060;6000000015602177117	0	neither profile is in our corpus	
Q5093769	Chester Williams Rice	6000000008501594435;6000000091608885048	0	neither profile is in our corpus	
Q511155	William Milligan Sloane	6000000042307719634;6000000205281145903	0	neither profile is in our corpus	
Q511400	László Almásy	317192327220002157;6000000017668153262	0	neither profile is in our corpus	
Q517036	Wang Chao	6000000074716915137;6000000074728420078	0	neither profile is in our corpus	
Q52214045	Maryna Olizarowicz	6000000006603806117;6000000184833448874	0	neither profile is in our corpus	
Q52214799	Szymon Olizarowicz	6000000006603725372;6000000184834121835	0	neither profile is in our corpus	
Q52242600	Jonathan Edwards Woodbridge	6000000008353706087;6000000025083616213	0	neither profile is in our corpus	
Q5234782	David Hartley	6000000056224113223;6000000174816543060	0	neither profile is in our corpus	
Q52442462	Gustav Brock	6000000024985431032;6000000179025058847	0	neither profile is in our corpus	
Q52821957	Bohdana Mścisławska	6000000014057490985;6000000039916267934	0	neither profile is in our corpus	
Q5288036	Doe Avedon	6000000013901474025;6000000038124363278	0	neither profile is in our corpus	
Q5331643	Ebenezer Allen	6000000018465338460;6000000180755772837	0	neither profile is in our corpus	
Q5342915	Edward FitzGerald-Villiers	6000000006999740002;6000000107621722887	0	neither profile is in our corpus	
Q5345083	Edward Roberts	6000000000691099025;6000000005763028048	0	neither profile is in our corpus	
Q53533801	Maciej Ogiński	6000000003711920802;6000000036956054022;6000000040178648528	0	neither profile is in our corpus	
Q5361781	Elisha Lawrence	6000000006440544929;6000000035872226143	0	neither profile is in our corpus	
Q5361821	Elisha W. McKinstry	6000000013135814966;6000000187523632957	0	neither profile is in our corpus	
Q536215	Hilda van Stockum	6000000028712555069;6000000217822181823	0	neither profile is in our corpus	
Q5384947	Erasmus D. Peck	6000000070164886100;6000000083397268390	0	neither profile is in our corpus	
Q545924	Dana Carvey	6000000015633136703;6000000205269304983	0	neither profile is in our corpus	
Q5460622	Florence Gilbert	6000000050198308821;6000000195673877829	0	neither profile is in our corpus	
Q5478594	Frances Dade	6000000012483317444;6000000041492533790	0	neither profile is in our corpus	
Q5481591	Francis K. Shattuck	6000000003941417500;6000000111799309932	0	neither profile is in our corpus	
Q5482243	Francis R. Delano	6000000007419378446;6000000016937900027	0	neither profile is in our corpus	
Q5491382	Franklin Corwin	6000000025083545700;6000000045026394003	0	neither profile is in our corpus	
Q5498016	Frederick Hervey, 1st Marquess of Bristol	6000000009969952267;6000000081777594003	0	neither profile is in our corpus	
Q55194709	Carl Rath	6000000006837031541;6000000021198646136	0	neither profile is in our corpus	
Q5539092	George F. Emmons	6000000004593857538;6000000016126968003	0	neither profile is in our corpus	
Q5571370	Ruben G:son Berg	6000000063159771860;6000000085504704934	0	neither profile is in our corpus	
Q55720114	Thomas Wren Ward	6000000018650445836;6000000179754075834	0	neither profile is in our corpus	
Q55720308	Sol Smith	6000000131171288825;6000000176564014824	0	neither profile is in our corpus	
Q55853584	Ottomar Freiherr Klinger von Klingerstorff	6000000065883521903;6000000083080178994	0	neither profile is in our corpus	
Q55855349	Konstantin Graf von Ludolf	6000000039732341977;6000000070151335068	0	neither profile is in our corpus	
Q55891846	Wilhelm Stämpfli	353222940070011005;6000000103767173367	0	neither profile is in our corpus	
Q5591114	Sverre By	5716004802430109749;6000000019840755248	0	neither profile is in our corpus	
Q55948420	Barbara Szembeck	6000000004180260601;6000000005996673001	0	neither profile is in our corpus	
Q561662	Janusz Radziwiłł	6000000001380253350;6000000209567756836	0	neither profile is in our corpus	
Q56176246	William Dillwyn	6000000024507049693;6000000074561656909	0	neither profile is in our corpus	
Q56218448	Vano Zazovich Dzhugashvili	6000000005806768001;6000000052997639039	0	neither profile is in our corpus	
Q56219116	Glakha Geladze	6000000045075564023;6000000052996940954	0	neither profile is in our corpus	
Q56231163	Melania Khomezurashvili	6000000005807266007;6000000052997021973	0	neither profile is in our corpus	
Q562339	Gary Merrill	6000000010475760969;6000000038176898879	0	neither profile is in our corpus	
Q56255150	Wacław Raczkowicz	6000000022665159861;6000000022670959103;6000000053781199125	0	neither profile is in our corpus	
Q56640092	Andrzej Montowt	6000000014878005678;6000000020690678855	0	neither profile is in our corpus	
Q5703478	Helen von Kolnitz Hyer	6000000038094232005;6000000144823914851	0	neither profile is in our corpus	
Q5725559	Henry Martyn Scudder	6000000018555455178;6000000022030274095	0	neither profile is in our corpus	
Q5753257	Hieronim Jarosz Sieniawski	6000000020793719581;6000000044303882306	0	neither profile is in our corpus	
Q57582765	Gulbrand Øvergaard	6000000143971448890;6000000143976347838	0	neither profile is in our corpus	
Q5903868	Johan von Kaulbars	6000000006595600508;6000000010480350391	0	neither profile is in our corpus	
