qid	label	geni_ids	in_corpus	shape	detail
Q8289912	Yang Du	6000000024821896458;6000000075508557006	0	neither profile is in our corpus	
Q839975	Thaddeus William Harris	6000000018812626698;6000000085039981908	0	neither profile is in our corpus	
Q85236069	Zuzanna Gosiewska	6000000016750626395;6000000215796402839	0	neither profile is in our corpus	
Q85236664	Halszka Wołłowicz	6000000038239590696;6000000212898891828	0	neither profile is in our corpus	
Q85859197	Ambroży Koziełł Poklewski	6000000125155759922;6000000217692077866	0	neither profile is in our corpus	
Q86431	Gedeon Rajecki	6000000025308595038;6000000186191783872	0	neither profile is in our corpus	
Q86592	Mikołaj Walerian Ciechanowiecki	6000000015151104912;6000000082671658341	0	neither profile is in our corpus	
Q86746671	Edward Winslow	6000000000688782912;6000000136542968821	0	neither profile is in our corpus	
Q87930255	Henry Adams	6000000017344200558;6000000122355830821	0	neither profile is in our corpus	
Q88305422	Jonathan Russell	6000000020792215618;6000000069051354838	0	neither profile is in our corpus	
Q885168	Clark Bissell	6000000077312359862;6000000194255810821	0	neither profile is in our corpus	
Q88545957	Gawin Corbin	6000000006100968493;6000000035289771878	0	neither profile is in our corpus	
Q886202	James Benton Grant	6000000021000478913;6000000030984621038	0	neither profile is in our corpus	
Q88665527	Aleksander Sołtanowicz	6000000011713477397;6000000024824523294	0	neither profile is in our corpus	
Q88801373	Dominik Alfons Lacki	6000000038170636613;6000000133419482899	0	neither profile is in our corpus	
Q88802220	Гілярый Хамінскі	6000000038926161064;6000000084985385841	0	neither profile is in our corpus	
Q88899907	James Lawrence Breese	6000000041889797995;6000000183991356825	0	neither profile is in our corpus	
Q889583	Hjalmar Petersen	6000000019507044067;6000000025453805632	0	neither profile is in our corpus	
Q89353119	Elizabeth Galloway Sprigg	6000000001180364582;6000000031477545169	0	neither profile is in our corpus	
Q90156091	Violet Cruger	6000000022514352729;6000000047497930099	0	neither profile is in our corpus	
Q90885186	Barbara Kozińska	6000000014724066518;6000000046125434334	0	neither profile is in our corpus	
Q91249304	Joachim Rdułtowski	6000000011425987029;6000000026178675482	0	neither profile is in our corpus	
Q91374767	Regina Mirska	6000000085377188051;6000000085377790911	0	neither profile is in our corpus	
Q9141138	Adolph Sonnenfeld	6000000013269568423;6000000102337113974	0	neither profile is in our corpus	
Q9145568	Aleksander Kazimierz Ślizień	6000000038134691829;6000000114212566823	0	neither profile is in our corpus	
Q9152416	Andrzej Kazimierz Giełgud	6000000017757015634;6000000212895883839	0	neither profile is in our corpus	
Q9152882	Andrzej Matuszewicz	6000000018272452204;6000000165972340821	0	neither profile is in our corpus	
Q9155131	Anna Elżbieta Radziwiłł	6000000014071697528;6000000209563842838	0	neither profile is in our corpus	
Q9155442	Anna Maria Radziwiłł	6000000002631705262;6000000209567886824	0	neither profile is in our corpus	
Q9155610	Anna Radziwiłł	6000000003827674010;6000000209563876821	0	neither profile is in our corpus	
Q9155857	Anna Sapieha	6000000038240235821;6000000212948342829	0	neither profile is in our corpus	
Q9156474	Antoni Bal	6000000018381395702;6000000145952679966	0	neither profile is in our corpus	
Q9176179	Bohdan Massalski	6000000040079944829;6000000053604850841	0	neither profile is in our corpus	
Q9176317	Bohusz Massalski	6000000019886316274;6000000053604594855	0	neither profile is in our corpus	
Q91945086	Lewis Hamilton Redfield	6000000006439920415;6000000042311902235	0	neither profile is in our corpus	
Q91979051	Ефрасіння Білевіч	6000000015153241217;6000000025430227506	0	neither profile is in our corpus	
Q92115151	Joseph Denison	6000000006440911453;6000000201759869825	0	neither profile is in our corpus	
Q92292053	Алена Гасеўская	6000000016334602392;6000000190456601931	0	neither profile is in our corpus	
Q92311851	Kazimierz Ignacy Römer	6000000014089565994;6000000216790748822	0	neither profile is in our corpus	
Q92311951	Казіміра Браніслава Скірмунт	6000000034844366218;6000000216776196846	0	neither profile is in our corpus	
Q92312878	Stanisław Jeleński	6000000002659223564;6000000015582336022	0	neither profile is in our corpus	
Q92400373	Russell Sturgis	6000000012244437564;6000000046080870280	0	neither profile is in our corpus	
Q9262738	Franciszek Mickiewicz	6000000003824748966;6000000189297998824	0	neither profile is in our corpus	
Q9294450	Hrehory Kazimierz Podbereski	6000000038212504187;6000000179339497860	0	neither profile is in our corpus	
Q9303161	Rafał Ślizeń	6000000009403606842;6000000038134947852	0	neither profile is in our corpus	
Q9332954	Salomea Karsznicka	6000000018381213798;6000000145953280879	0	neither profile is in our corpus	
Q9342674	Stanisław Niezabitowski	6000000027119126006;6000000124121038882	0	neither profile is in our corpus	
Q9343102	Stanisław Stadnicki	6000000014191874163;6000000023449852976	0	neither profile is in our corpus	
Q9343415	Stanisław Władysław Potocki	6000000045907668398;6000000190449470577	0	neither profile is in our corpus	
Q9354593	Tadeusz Matuszewicz	6000000165970533873;6000000194173639837	0	neither profile is in our corpus	
Q93578562	Jared Tracy	6000000016013252600;6000000027326402960	0	neither profile is in our corpus	
Q9371602	Wawrzyniec Drewiński	6000000046284119821;6000000090933228891	0	neither profile is in our corpus	
Q9371605	Lavrentij Druckyj Sokolynskyj	6000000018647960487;6000000018648281356	0	neither profile is in our corpus	
Q9376644	Wojciech Janowicz Kłoczko	6000000015152118500;6000000016749640718;6000000039437486534	0	neither profile is in our corpus	
Q93861374	Louisa Zecha	6000000080136306972;6000000197956237899	0	neither profile is in our corpus	
Q9391910	Zofia z Radziwiłłów Dorohostajska	6000000041248127480;6000000209567496821	0	neither profile is in our corpus	
Q9393114	Zygmunt Skórzewski	6000000011546250099;6000000190455728825	0	neither profile is in our corpus	
Q94138406	George Morrison Coates	6000000140851934864;6000000140851934898	0	neither profile is in our corpus	
Q941494	Janusz Radziwiłł	6000000001380231489;6000000209567168848	0	neither profile is in our corpus	
Q941585	"Mikołaj ""the Red"" Radziwiłł"	6000000001380032072;6000000209563945822	0	neither profile is in our corpus	
Q94486505	William Augustus Bringhurst	6000000049885357094;6000000073392809821	0	neither profile is in our corpus	
Q94537322	Goold Hoyt	6000000007946219119;6000000021566150476	0	neither profile is in our corpus	
Q94656325	Paul C. Nicholson	6000000078806797761;6000000177336110824	0	neither profile is in our corpus	
Q94660227	Florence Lathrop Page	6000000053908729834;6000000201037845824	0	neither profile is in our corpus	
Q94685054	Pál Oszkár Esterházy	6000000002485814144;6000000078736668314	0	neither profile is in our corpus	
Q94750399	Nadine Helbig	6000000018236801422;6000000157675464821	0	neither profile is in our corpus	
Q94754712	Henrietta Todesco	6000000002764365751;6000000038576111681	0	neither profile is in our corpus	
Q94779107	Wilhelm Graf von Ludolf	6000000028110441838;6000000205347856943	0	neither profile is in our corpus	
Q94967834	George Peabody	6000000021000265722;6000000046664362191	0	neither profile is in our corpus	
Q95691992	Józef Obuchowicz	6000000016729746929;6000000053243852421	0	neither profile is in our corpus	
Q95854988	Alexander Hans Puluj	6000000014327639726;6000000075952042901	0	neither profile is in our corpus	
Q96077082	Benjamin Sheldon	6000000001563219960;6000000006733313162	0	neither profile is in our corpus	
Q96077083	Mary Strong	6000000001563219967;6000000003615466762	0	neither profile is in our corpus	
Q96083198	Jan Leśniowolski	6000000019923928100;6000000041111690114	0	neither profile is in our corpus	
Q96102077	Frances Ogden Edwards	6000000001362928616;6000000010160604179	0	neither profile is in our corpus	
Q96126305	Janusz Drucki-Sokoliński	6000000014877232525;6000000018648211006	0	neither profile is in our corpus	
Q96198603	Lydia Harwood	6000000007451785225;6000000010065503291	0	neither profile is in our corpus	
Q96198711	Levi Howard (Hayward)	6000000000081225371;6000000003939174389	0	neither profile is in our corpus	
Q96200701	Mehitable Cadwell	6000000000769976277;6000000103556168827	0	neither profile is in our corpus	
Q96200750	Mary Cornelia Sheldon	6000000001959732993;6000000103123841821	0	neither profile is in our corpus	
Q96201653	Margaret Grant	6000000000696729817;6000000027326371124	0	neither profile is in our corpus	
Q96217081	Hannah Parsons	6000000002081036043;6000000046580932009	0	neither profile is in our corpus	
Q96235850	Thomas Turner	6000000004593106973;6000000010150349309	0	neither profile is in our corpus	
Q96241366	Stanisław Wincenty Orda	6000000014713826631;6000000143933403044	0	neither profile is in our corpus	
Q96241768	Marie-Anne Godard	4250662493930019867;6000000050311065906	0	neither profile is in our corpus	
Q96289050	Samuel Clayton Jr.	6000000004592908783;6000000084167261821	0	neither profile is in our corpus	
Q96289051	Elizabeth Pendleton	6000000001867699222;6000000066114840040	0	neither profile is in our corpus	
Q96335517	Sarah Fishbourne Mifflin Bordley	6000000026163992703;6000000063345612953	0	neither profile is in our corpus	
Q96339946	Jason Hazard Carson	6000000000515837700;6000000052442265821	0	neither profile is in our corpus	
Q96371304	Lorenzo Ackley	6000000040979189906;6000000097613279844	0	neither profile is in our corpus	
Q96778892	Benjamin Eager	4846999126040121278;6000000032489103046	0	neither profile is in our corpus	
Q96811744	Sarah Reed	6000000007400083745;6000000103936145900	0	neither profile is in our corpus	
Q96811948	Samuel Lord	6000000011403858385;6000000110567854139	0	neither profile is in our corpus	
Q97042812	Malcher Siesicki	6000000037323871807;6000000037347695386;6000000160267868824	0	neither profile is in our corpus	
Q97094787	Samuel Bigelow	6000000003150255967;6000000195067319823	0	neither profile is in our corpus	
Q9749	Emperor Suzong of Tang	6000000074750441989;6000000074767579859	0	neither profile is in our corpus	
Q9761	Emperor Xianzong of Tang	6000000074750425046;6000000074750591904	0	neither profile is in our corpus	
Q98016982	Benjamin Welles	6000000000889196025;6000000057905562837	0	neither profile is in our corpus	
Q98018722	Robert Welles III	6000000006518778244;6000000080608275898	0	neither profile is in our corpus	
Q98018744	Abigail Hurlbut	6000000080607171513;6000000193279161821	0	neither profile is in our corpus	
Q98119808	Władysław Sokołowski	6000000030548556809;6000000149925828821	0	neither profile is in our corpus	
Q98373506	Elizabeth Perry	6000000008300642860;6000000106891375849	0	neither profile is in our corpus	
Q983777	Krzysztof Mikołaj Radziwiłł	6000000001380087170;6000000209567244826	0	neither profile is in our corpus	
Q98389789	James St. Clair	6000000021339849167;6000000208313119785	0	neither profile is in our corpus	
Q984826	Wacław Kostewicz	6000000014059881901;6000000031920892511	0	neither profile is in our corpus	
Q98667592	Moody Russell	6000000035732241782;6000000124262627866	0	neither profile is in our corpus	
Q98686	Eugen Geinitz	6000000180952541937;6000000193371621830	0	neither profile is in our corpus	
Q98969950	Robert Marsh Westmacott	6000000022825204308;6000000084411983118	0	neither profile is in our corpus	
Q99199969	Captain Samuel Magruder	5358724398280112491;6000000045280581868	0	neither profile is in our corpus	
Q99260183	Mary Cornelia Briscoe Cabell	6000000015626108324;6000000083859820841	0	neither profile is in our corpus	
Q9965	Yongle Emperor	6000000006860022716;6000000075422881267	0	neither profile is in our corpus	
Q99659209	Demudis Kämmerer of Worms	6000000001504702009;6000000003827922635	0	neither profile is in our corpus	
Q99673768	César Pombo Villameriel	6000000027873838691;6000000103181835960	0	neither profile is in our corpus	
Q99744178	Margaretta Roelofs van Couwenhoven	6000000005609805414;6000000206830224065	0	neither profile is in our corpus	
Q99753581	Judge Joseph Sprigg	6000000017885614256;6000000103455797919	0	neither profile is in our corpus	
Q99756625	Lois Davis	6000000016607732125;6000000086632328831	0	neither profile is in our corpus	
Q99758446	Mehitable Davis	6000000003263681155;6000000121852851846	0	neither profile is in our corpus	
Q1121345	Vyachko of Koknese	6000000007376934082;6000000080876897426	2	no relationship recorded between them	Vyachko of Koknese Principality of Koknese / : unrelated in our tree
Q11978726	Johan Georg Müller	6000000020050914098;6000000105491391008	2	no relationship recorded between them	Johan Georg Müller / Johan Georg Møller: unrelated in our tree
Q12085112	Брячислав Давидович	6000000019589207004;6000000080892097734	2	no relationship recorded between them	Bryachislav Davydovich of Izyaslavl / : unrelated in our tree
Q130391088	Dymitr Hlebowicz	4913726906610024668;6000000017971574617	2	no relationship recorded between them	Dymitry Glebovich Rurikov / Dmitriy Glebovich Rurikid: unrelated in our tree
Q13478492	Валодша	6000000009179187283;6000000080795374822;6000000081027536928	3	no relationship recorded between them	Wołodar Wołodsza / : unrelated in our tree | Wołodar Wołodsza / Volodsha ??? Davydovich of Polotsk: unrelated in our tree |  / Volodsha ??? Davydovich of Polotsk: unrelated in our tree
Q13478526	Vasilko Bryachislavich	6000000013766131859;6000000080810418078	2	no relationship recorded between them	Vasilko II Bryachislavich of Vitebsk / : unrelated in our tree
Q13478538	Lyubava Vasilkavna	6000000008785883861;6000000080817176840	2	no relationship recorded between them	Lyubava Vasilkovna of Vitebsk / : unrelated in our tree
Q13478569	Alexandra Brachyslavna	6000000002240822537;6000000080810860893	2	no relationship recorded between them	Princess Alexandra (Paraskeva) Bryachislavna of Polotsk / : unrelated in our tree
Q15615597	Svyatopolk Mstislavich	6000000006727876082;6000000020992263311	2	no relationship recorded between them	Svyatopolk Duke Of Novgorod Volynia Duke Of Polotsk & Minsk / : unrelated in our tree
Q17095892	Anna Korybut	6000000014058991722;6000000014878152198	2	no relationship recorded between them	Anna Worotyńska / Anna Fedkaitė Korybut: unrelated in our tree
Q1893528	Marcia	6000000003645697517;6000000009458314295	2	no relationship recorded between them	Marcia Regia / Pompeia: unrelated in our tree
Q2026887	Sofia of Minsk	6000000002512346178;6000000071619545883	2	no relationship recorded between them	Sofia Volodarsdatter von Polotzk Queen of Denmark / Sofija Volodaraitė: unrelated in our tree
Q2241510	Richeza of Poland, Queen of Sweden	5235605714220070458;6000000033201846251;6000000071619140369	2	no relationship recorded between them	Rikissa of Sweden of Poland / Ryksa of Poland: unrelated in our tree
Q22774427	Wei Tian	6000000074758467512;6000000074759288919	2	no relationship recorded between them	 / : unrelated in our tree
Q233444	Scribonia	6000000000700912476;6000000008218463991	2	no relationship recorded between them	Scribonia / Clodia Pulchra: unrelated in our tree
Q237156	Laodice I	6000000002187617608;6000000003513191421	2	no relationship recorded between them	Laodice I / Laodice: unrelated in our tree
Q244852	Gediminas	6000000000671822547;6000000179389495866	2	no relationship recorded between them	Gediminas, Grand Duke of Lithuania / Gediminas: unrelated in our tree
Q2501720	Vladimir of Polotsk	6000000009179165501;6000000011770046741;6000000019588659894;6000000038487178037;6000000080878401040;6000000080886152187	4	no relationship recorded between them	 / Vladimir Volodarovich: unrelated in our tree |  / : unrelated in our tree |  / : unrelated in our tree
Q25483915	Gebhard IV von Querfurt	6000000003828254510;6000000014961432483	2	no relationship recorded between them	Gebhard von Querfurt-Magdeburg / Gerhard lV von Querfurt-Magdeburg Burgraf, Erzbischof: unrelated in our tree
Q2587652	Konstanty Koriatowicz	6000000033241523682;6000000053647071861;6000000184583916097	2	no relationship recorded between them	prince Constantine Koriat / Constantine Olgerdovich of Chartoryisk: unrelated in our tree
Q2621664	Narimantas	4363152365890123437;6000000090936564822	2	no relationship recorded between them	Narymunt Gleb Gleb Giedymidis Gedimind / Narimantas Gediminaitis: unrelated in our tree
Q2994313	Vitas	6000000003858589110;6000000008312444741;6000000035814862089;6000000194252699821	2	no relationship recorded between them	Romund „Wolf“ Giligino sūnus of Lithuania / Vitenas Volk Davilovich iš Riurikų: unrelated in our tree
Q3918735	Konstantin Bezruky	6000000012580992305;6000000175526147872	2	no relationship recorded between them	"Constantine ""Armless"" son of Tautvilas / Constantine ""Armless"" ???: unrelated in our tree"
Q3920891	Vasiļko Glebovich	6000000011770233298;6000000080886919102	2	no relationship recorded between them	Wasilko Wołodarowicz Prince of Black Ruthenia 1185 – before 1192 / : unrelated in our tree
Q4097582	Bryachislav Vasilkovich	6000000008537579083;6000000080795286877	2	no relationship recorded between them	Bracheslav Vasylkovich Polozki II / : unrelated in our tree
Q4113037	Vladimir Glebovich	6000000034638041217;6000000073473851821	2	no relationship recorded between them	Vladimir Glebovich / Vladimir Rostislavich: unrelated in our tree
Q4139580	Gleb Svyatoslavich	4913735229900074272;6000000018197588373	2	no relationship recorded between them	Gleb, Grand Prince of Smolensk / Gleb Svyatoslavich of Smolensk: unrelated in our tree
Q4273436	Pakubuwono V	6000000002003837593;6000000017687692040	2	no relationship recorded between them	Pakubuwono V / Pakubuwana V Sunan Sugih Raden Mas Sugandi (1820-1823): unrelated in our tree
Q47306394	Zofia Sapieha	6000000003523237946;6000000022874673786;6000000064526129883	2	no relationship recorded between them	Sofija Sapiegaitė / Sofija Sapiegaitė: unrelated in our tree
Q557859	Vytenis	6000000009134071127;6000000177205638847	2	no relationship recorded between them	Witenes / : unrelated in our tree
Q61139374	Joanna of Baden	6000000013879333457;6000000025875082214;6000000078171890833	2	no relationship recorded between them	Johanna von Baden-Durlach / Johanna Margareta von Baden-Hochberg: unrelated in our tree
Q638599	Daumantas	6000000009129141310;6000000080834032500	2	no relationship recorded between them	Daumantas Romantaitis of Utena / Daumantas Mindaugaitis Mindaugaitis: unrelated in our tree
Q638646	Butvydas	6000000020985906917;6000000179697104858	2	no relationship recorded between them	Pucuwerus Butvydas of Lithuania / Butvydas Pukuveras: unrelated in our tree
Q66438379	Vasily Mikhaylovich	6000000024778341822;6000000184795855851	2	no relationship recorded between them	Vasily Mikhailovich Drutsky / Vasil Mikhailovich Drutski: unrelated in our tree
Q66534565	Mikhail Drutsky	6000000018171165192;6000000024777532686	2	no relationship recorded between them	Michailas / Mikhail Romanovich of Slonim: unrelated in our tree
Q66555044	Vasili Narimuntovich	6000000011456805386;6000000041749925420	2	no relationship recorded between them	Vasili Michailovich of Pinsk / Bazyli ??? Narimontovich: unrelated in our tree
Q69756781	Jeanna de Joinville	6000000000436954608;6000000119100397957	2	no relationship recorded between them	Jeanne de Joinville / NN de Joinville: unrelated in our tree
Q703346	Marcus Livius Drusus	6000000002205507182;6000000003827963052	2	no relationship recorded between them	Marcus Livius Drusus Consul (112 BC) / Marcus Livius Salinator Drusus Drusus Salinator: unrelated in our tree
Q76154269	Rhys ap Bledri	6000000039488647235;6000000039488819945	2	no relationship recorded between them	Rhys ab Bledri ap Bledri Baron of Cil y Saint / Rhys ap Bledri: unrelated in our tree
Q778550	Tezozomoc	6000000007456333287;6000000038650093974	2	no relationship recorded between them	Tezozomoc of Tenochitlan / Tezozomoc of Ecatepec of Azcapotzalco (Tepanec): unrelated in our tree
Q97929236	Anne Jeanne Rouyer	6000000022542965983;6000000028015703141	2	no relationship recorded between them	Anne Jeanne Malcy / Anne Jeanne Rouyer: unrelated in our tree
Q104755784	Ruben Wulff	5477503367560083505;6000000035017580401	2	one is the other's PARENT	Wolf Rubensson / Ruben Wulff: parent-child
Q96985053	John Loomis	6000000003617703553;6000000006376446567	2	one is the other's PARENT	John Loomis / John Loomis: parent-child
Q100447816	Thomas Barber	6000000002252416403;6000000201640205821	1	only one of the profiles is in our corpus	
Q101242405	Yelena Shuvalova	6000000004139464394;6000000190046840277	1	only one of the profiles is in our corpus	
Q101247040	Magnus Strale af Sjöared	4050982006040121406;6000000001163650247	1	only one of the profiles is in our corpus	
Q103899525	Barbara Sapieha	6000000014947264951;6000000028265875155	1	only one of the profiles is in our corpus	
Q104538482	Wassilij Alexandrovitch Korecki	6000000011242827610;6000000090936577822	1	only one of the profiles is in our corpus	
Q104722956	Maryna Sapieha	6000000016366364225;6000000222424689872	1	only one of the profiles is in our corpus	
Q105020	Hermann III, Count of Weimar-Orlamünde	6000000003827795658;6000000005588568158	1	only one of the profiles is in our corpus	
Q1050358	Lengvenis	6000000008875946755;6000000053647216963	1	only one of the profiles is in our corpus	
Q108908984	Юрий Тимофеевич Мосальский	6000000016471681243;6000000184824222857	1	only one of the profiles is in our corpus	
Q108925552	Anna Maria, Gräfin Erdödy de Monyorókerék et Monoszló	6000000010591706407;6000000029324031091	1	only one of the profiles is in our corpus	
Q109220824	Бенедыкта Канстанцыя Матушэвіч	6000000075992605855;6000000194173606836	1	only one of the profiles is in our corpus	
Q109301810	Otto II. von Brakel	6000000004225301299;6000000205847906889	1	only one of the profiles is in our corpus	
Q109454174	Harald Keilhau	6000000037156790154;6000000086792868843	1	only one of the profiles is in our corpus	
Q11102246	Yang Shixiong	6000000017553753538;6000000075337981914	1	only one of the profiles is in our corpus	
Q111219213	Анна Николаевна Остик	6000000006706967154;6000000009204846287	1	only one of the profiles is in our corpus	
Q111221183	Аляксандра Магдалена Друцкая-Любецкая	6000000016457876080;6000000090932295822	1	only one of the profiles is in our corpus	
Q111487400	Flavio Buonaccorsi	6000000079291856159;6000000178378839863	1	only one of the profiles is in our corpus	
Q111495270	Angela Chigi Albani della Rovere	6000000079292182875;6000000178379645821	1	only one of the profiles is in our corpus	
Q113705456	Войцех Гаштольд	6000000012322319107;6000000203783144836	1	only one of the profiles is in our corpus	
Q114772720	Матыс Кунцэвіч	6000000022671208621;6000000022671713866;6000000094084038821	1	only one of the profiles is in our corpus	
Q114797133	Thankful Chapin (Dickinson)	6000000002545922999;6000000002800809969	1	only one of the profiles is in our corpus	
Q11581525	Lu Rou	6000000055770575329;6000000075401792822	1	only one of the profiles is in our corpus	
Q116211734	Андрей Петрович Мосальский	6000000206290406909;6000000224722661855	1	only one of the profiles is in our corpus	
Q118426688	Gustaf Kinnander	6000000038356682533;6000000073342383890	1	only one of the profiles is in our corpus	
Q11966564	Edvard Storm Munch	6000000008895431579;6000000014274802234	1	only one of the profiles is in our corpus	
Q120964737	Соф’я Юдзіцкая	6000000040569704048;6000000173863953070	1	only one of the profiles is in our corpus	
Q121029105	Соф’я Валовіч	6000000015186303074;6000000215412228824	1	only one of the profiles is in our corpus	
Q121029260	Ганна Валовіч	6000000014980818308;6000000048751436841	1	only one of the profiles is in our corpus	
Q121483733	Барбара Васілеўна Саламярэцкая	6000000041172700574;6000000052345069886	1	only one of the profiles is in our corpus	
Q122387364	Ганна Сапега	6000000064527275833;6000000215173242821	1	only one of the profiles is in our corpus	
Q123004618	Мікалай Анджэй Фірлей	6000000014072521777;6000000045908183880	1	only one of the profiles is in our corpus	
Q123004619	Юзаф Станіслаў Фірлей	6000000014072750245;6000000045907984996	1	only one of the profiles is in our corpus	
Q123190661	José Pedro de Basto Feyo Folque, Duke of Loulé	6000000021077686135;6000000186395139519	1	only one of the profiles is in our corpus	
Q123190807	Alberto Nuno de Mendoça Rolim de Moura Barreto, 5th Duke of Loulé	6000000021077686147;6000000186397187835	1	only one of the profiles is in our corpus	
Q124020476	Шыман Харленскі	6000000016457588753;6000000046285017467	1	only one of the profiles is in our corpus	
Q124204681	Erik Bredberg	6000000050720215936;6000000149590721824	1	only one of the profiles is in our corpus	
Q124219208	Michał Czetwertyński	6000000014067919666;6000000018442300439	1	only one of the profiles is in our corpus	
Q125178777	Иван Болх	6000000017988112225;6000000033278645652	1	only one of the profiles is in our corpus	
Q125223889	Samuel Barber, I	6000000000618765348;6000000201640026848	1	only one of the profiles is in our corpus	
Q126101184	Charles Phelps	6000000022848929766;6000000064611635026	1	only one of the profiles is in our corpus	
Q127325158	Аляксандр Чацвярцінскі	6000000014067654981;6000000044791383834	1	only one of the profiles is in our corpus	
Q127789194	François Alexandre d'Albret	6000000018301019272;6000000022552621976	1	only one of the profiles is in our corpus	
Q128071185	Heinrich von Rummel	6000000019770560491;6000000179562775845	1	only one of the profiles is in our corpus	
Q128197278	Anna Elisabeth von Rummel	6000000019770583155;6000000179563101825	1	only one of the profiles is in our corpus	
Q129419810	Amaziah Wright	6000000005929135693;6000000060236704845	1	only one of the profiles is in our corpus	
Q130213625	Mirjam Elkisch	6000000002765047648;6000000008266872409	1	only one of the profiles is in our corpus	
Q130317627	Claes Levin Julius Kylberg	6000000009365599571;6000000019934091079	1	only one of the profiles is in our corpus	
Q13033591	Jan Szymon Olelkowicz	6000000041772392972;6000000084883039421	1	only one of the profiles is in our corpus	
Q130732627	Аксіння Андрэеўна	6000000044786151131;6000000050135873890	1	only one of the profiles is in our corpus	
Q131369508	Elizabeth Frances Hammill	6000000006801717634;6000000176979373849	1	only one of the profiles is in our corpus	
Q131399345	Zipporah Ingersoll	6000000007454312176;6000000018399489873	1	only one of the profiles is in our corpus	
Q131432596	Мікалай Корф	6000000221910326878;6000000225836040822	1	only one of the profiles is in our corpus	
Q131441536	Hannah Kendall	323089148770004264;6000000033078190537	1	only one of the profiles is in our corpus	
Q132731552	Марыя Іванаўна Шамячыч	6000000018171726233;6000000044548666878	1	only one of the profiles is in our corpus	
Q13478512	Izyaslav Vasilkovich	6000000009179092613;6000000080797215850	1	only one of the profiles is in our corpus	
Q135659804	N. C. Ramm	6000000019310723930;6000000041056438614	1	only one of the profiles is in our corpus	
Q1358975	Alexander Stewart, Earl of Buchan	6000000004242180091;6000000067023911127	1	only one of the profiles is in our corpus	
Q1371805	Gilbert, Count of the Maasgau	6000000002043195487;6000000007324188923	1	only one of the profiles is in our corpus	
Q137613679	? Brakel	6000000057295750840;6000000205847919834	1	only one of the profiles is in our corpus	
Q138646543	Альжбета Ганна Тызенгаўз	6000000015043050047;6000000086402445827	1	only one of the profiles is in our corpus	
Q140309245	Эрнэст Ян Корф	6000000045947178061;6000000225836577821	1	only one of the profiles is in our corpus	
Q15065416	Ivan Golitsyn	6000000010762730942;6000000190043279058	1	only one of the profiles is in our corpus	
Q15082337	Hrehory Sanguszko	6000000006706773498;6000000009204756434	1	only one of the profiles is in our corpus	
Q152463	Louis the German	6000000002614380860;6000000008630635932	1	only one of the profiles is in our corpus	
Q15892829	Yan Qinli	6000000020601867750;6000000075058778822	1	only one of the profiles is in our corpus	
Q15908012	Yang Jun	6000000074717421141;6000000074718851880;6000000074727663914;6000000074735511922;6000000074745715143	1	only one of the profiles is in our corpus	
Q15952839	Zhang Zhao	6000000075423971873;6000000075482345641	1	only one of the profiles is in our corpus	
Q15966933	Briant Ier de Châteaubriant	6000000003827611157;6000000078767396258	1	only one of the profiles is in our corpus	
Q15975197	Elisabeth von Orlamünde	6000000004533196497;6000000005588605468	1	only one of the profiles is in our corpus	
Q15975199	Elisabeth of Lobdeburg-Arnshaugk	5432713922350048692;6000000005588646117	1	only one of the profiles is in our corpus	
Q16454952	Kalienik Tyszkiewicz	6000000015186157763;6000000041172842179	1	only one of the profiles is in our corpus	
Q17565243	Fedir Nesvitsky	6000000003524588434;6000000074715302833	1	only one of the profiles is in our corpus	
Q1787842	Johan Christian Heuch	5619009783650076444;6000000016204481861	1	only one of the profiles is in our corpus	
Q1847459	Sancha of León	5508684470320086533;6000000003772418479	1	only one of the profiles is in our corpus	
Q18671371	Harold of Sudeley	6000000000628755682;6000000006404633968	1	only one of the profiles is in our corpus	
Q18810781	Hugh MacDonell	6000000019664772624;6000000064504307857	1	only one of the profiles is in our corpus	
Q19683587	Halszka Radziwiłł	6000000003516249831;6000000209567148839	1	only one of the profiles is in our corpus	
Q197172	Zhang Daoling	6000000075406768904;6000000143879433834	1	only one of the profiles is in our corpus	
Q2041044	Patrikas	4363165195640021509;6000000090936577831	1	only one of the profiles is in our corpus	
Q206774	Reginar I Longneck	6000000005705768014;6000000007324231598	1	only one of the profiles is in our corpus	
Q2075300	Mikołaj Kiszka III	6000000014191698337;6000000147136947924	1	only one of the profiles is in our corpus	
Q211396	Magnus Maximus	5365308074870051638;6000000042028541045	1	only one of the profiles is in our corpus	
Q2137291	Regelinda	6000000000701225534;6000000196144661849	1	only one of the profiles is in our corpus	
Q21587480	Еўпраксія	6000000021328209087;6000000035749539933;6000000080830319881	1	only one of the profiles is in our corpus	
Q224728	Marie of Hohenstaufen	6000000000533539177;6000000005964036527	1	only one of the profiles is in our corpus	
Q2280915	Vsevolod of Pskov	4915319255330024622;6000000010907252365	1	only one of the profiles is in our corpus	
Q228642	Isabella of France	6000000000620057923;6000000054964207011	1	only one of the profiles is in our corpus	
Q231794	Joanna of Bourbon	6000000000769996633;6000000042349928886	1	only one of the profiles is in our corpus	
Q23823631	Maria Gasztold	6000000014926709328;6000000203782593882	1	only one of the profiles is in our corpus	
Q241923	Joan Beaufort	6000000000743955206;6000000093373693012	1	only one of the profiles is in our corpus	
Q24197912	Dmitry of Druck	6000000018170777802;6000000187313261831	1	only one of the profiles is in our corpus	
