fs_id	qid	geni_id
G9DW-61L		
G919-X5P		
GP7B-H78		
G5KN-MPH		
GRNK-2VY		
G5KJ-691		
GX26-VXR		
GQPY-CJP		
LBPS-MCJ		
G4YN-6FY		
LBHH-4MZ	Q2594715	
G17J-PDK		
GBC9-XRZ		
P6R4-FQ1		
LBV3-PXG		
GWMF-GL3		
GBC9-L8J		
G5GC-DT2		
LBL6-LW3		
PSRB-1QW		
PW1D-X7P		
PW1D-46Q		
PW1D-BBC		
P9DC-P98		
KNS7-LD3		
PWSR-LY3		
GVKM-W9Y		
PS4Q-YXJ		
GJY7-X43		
PC8F-759		
PCR9-WZP		
PQ9X-THJ		
GBWS-CRW		
K1T8-5D3		
9MN9-YL4		
LVD6-PLK		
GX34-LHY		
L28C-QYX		
GKWV-BYH		
GXQT-G1Y		
LZBY-5LP		
MF97-FLS		
L7J7-9QM		
GPQL-NYY		
P627-XRC		
GHRY-QC9		
GSW1-4MT		
GVS8-57S		
93QC-WRW		
KJP2-YQW		
PD5J-M2M		
9QRH-4D1		
LDSM-QN8	Q242601	
GRZW-T2Z		
LTTW-22W		
GX26-QGD		
GX26-9XQ		
GSZP-ZY6		
KC34-SDG		
PXCP-XRH		
GR89-7LV		
GR1W-THK		
GWBY-V8M		
G9WZ-RCK		
9C9B-835		
LKV1-VX1		
GWBY-JB1		
GX7W-MV5		
L8WB-MRH	Q58907	6000000000157358561
GXQT-KTZ		
PXCP-6W4		
GX26-LWV		
GX26-332		
LZFC-JPG		
PHDH-1F3		
G8WY-K15		
LCD3-8R8		
PFTC-NTN		
LY2K-Q4Y		
PS8J-57Q		
949V-32S		
P7CT-HVK		
PWWD-S7D		
GR2J-4Q4		
GN45-Q64		
GXHL-ST6		
949X-4G5		
GRW7-WJJ		
G5WD-TG2		
P7CT-7TT		
P7CT-M19		
LDMJ-KCB		
GXH2-JQQ		
PZ28-T7D		
GD13-1FF		
G9Y4-D25		
GYP2-5P8		
9C91-94S		
GSYX-6CX		
KZ4W-MNG		
G67K-K55		
LDMV-7GY		
949X-BXP		
LKKD-3HC		
949X-B6Y		
KZ5B-66Q		
G4W8-JG7		
GKM7-LXB		
PQZS-BVN		
GJRL-ZM2		
LRGR-WQD		
GWH8-RHX		
GRQL-JHG		
LRWC-KPG		
GG91-1Q4		
G8MP-W64		
LTDN-HR3		
GSSC-K6Q		
LYK6-52W		
LDW5-N39		
LY62-B1T		
PX3F-55L		
GQDT-CFC		
LYNC-LH1		
GMNF-3HR		
GS94-6WP		
PMRK-798		
LDW5-FB6		
P625-7BM		
9SPT-8V5		
P71J-JHH		
G9CY-F6P		
GX98-XJB		
GNBF-5DH		
G14Y-YXD		
L6W5-HXD		
GX26-GL3		
PX98-7X7		
GHGP-1TR		
G64W-963		
PWWQ-1MZ		
LH73-LZM		
PX98-FTJ		
GS94-KW5		
PSF9-V6X		
GMND-F9Z		
GX4W-NBB		
GMND-KS6		
G99N-MF2		
G99N-9BF		
L1LB-DT3		
GMVS-S2H		
G465-JR9		
G99N-914		
GX26-8G2		
M1P4-BYM		
PSWF-9LJ		
G6R9-7GH		
LTJR-GZZ		
GBK7-7D3		
PSWF-33S		
PSWX-213		
GFKZ-7X4		
LKF5-3N5	Q2066259	6000000001501057010
L8YM-JSK	Q59154776	
LBYY-GYZ	Q467014	6000000001500928754
PSWX-QT6		
PSW6-11D		
P373-DSN		
P3QJ-81S		
LBQ2-DSW		
GMVM-GDN		
GN96-DRT		
GN26-XYS		
LKFL-49R		
GSM1-G6W		
9HPX-CFH		
GMVM-R3V		
GMS4-2NJ		
GYV3-4ZG		
G6DB-YWX		
G6D1-3D2		
G9S3-WCX		
G1P9-2R9		
G1P9-F1F		
GCQN-QBN		
GMND-494		
PS9P-JTC		
GBB9-PW2		
GL4X-3FF		
GL46-Y12		
GL46-TD9		
GL4X-S6V		
GBB9-JK1		
G2LZ-6XX		
GT8D-CF8		
GL46-T4S		
LR24-8P3		
GQ6Z-TFP		
GRBC-RJP		
P7V7-QQ8		
L7B4-X2T		
LK6Y-PL2		
G7NW-4PH		
G9PT-R31		
G6RF-5NP		
P9X6-VKJ		
LR6S-N5S		
9HF4-HS6		
LZ85-BPW		
G9H4-C18		
L7B4-XGY		
G1HX-LKZ		
PWLF-DJD		
G1ST-4QK		
G1SY-DX8		
G3YM-S9W		
G15L-D93		
PWVP-JW8	Q141540049	6000000003051169829
G4Q5-W2Q		
2738-31X		
L5P2-Q46		
G1SY-CMY		
PCK3-5WS		
LRT6-3P7		
P6MW-S3D		
GD1R-ZRD		
PSSS-RSS		
GQ9D-HJX		
LR2M-QZW		
G1VG-18Q		
G15Q-77J		
LTG9-RWK		
9WQY-T9M		
GT94-QXD		
MTND-WRP		
GDGK-S1C		
G13G-N25		
GX5X-YBR		
LKK4-Q4P		
GNLG-3PW		
G699-KKP		
L2Y1-T5F		
GNLG-Z9H		
L2Y1-TLB		
P4GP-BM4		
P72Q-7DP		
KZZJ-P8G		
G4QL-FHC		
GTDT-DPS		
G68L-PXZ		
GLCM-413		
G799-GJF		
LC5F-DM2		
GT6Z-T1F		
G68L-TQ4		
G68L-5NC		
KLF9-NMM		
K8RH-G36		
PW6W-NGY		
GPVB-5MH		
L6LQ-5WK		
GTSG-H24		
GQQX-J37		
PMB2-CWK		
9CHW-CCL		
GRTX-C2G		
PCWD-PC2		
GGS1-7W9		
LVB9-KYZ		
P63F-K4B		
LC3V-THQ		
GPZ1-HFP		
G6HD-KNB		
LVDZ-HKJ		
GVM1-JYY		
P3L7-JNM		
P456-T64		
LYNW-BDR		
LYNW-BDT		
G1M7-2MF		
GMV9-C71		
GSM1-7M5		
GV2F-FBB		
PHFP-GJM		
LHW6-33S		
PHR3-52W		
L6JX-SL5		
9CD3-VYR		
GT3T-LV1		
GY31-6WB		
G24Q-1H5		
G24Q-MX5		
G24Q-C3H		
G243-5Y5		
LYJ8-QVC		
PHMG-HMW		
PHML-FHM		
PHPW-V8F		
GTNB-3VT		
9HF3-QQ8		
LDSY-TX7		
L4H4-VDV		
LHH4-XV9		
LHV5-H72		
LH56-F38		
LCZT-81Q		
MP27-B9L		
LZDG-QZ1		
LH56-FQ9		
LHC3-9FJ		
LH84-C6Z		
LCZT-869		
LXS6-BWB		
LH84-C65		
LHXB-ZVN		
LXS6-V5W		
LKPH-YK2		
LXS6-YSH		
LKPH-YF5		
PW83-92K		
LHBP-MZJ		
P7TH-J8J		
P7SZ-P7C		
MQRJ-3RX		
G681-M43		
M7KK-BSJ		
LH56-3QY		
4G1Q-XV2		
MGVJ-3H7		
GDNS-P59		
G6Y7-D7L		
GT4F-2NK		
LZNH-ZNG		
LBXV-JK2		
GTGL-R2P		
L6WB-Q2B		
GHM7-CQC		
G7ZF-5ZT		
GHM7-HM6		
MR8J-PHX		
GKZC-8MV		
L1TC-CG3		
LVQ2-PXR		
MR8J-JD2		
MZXM-8T3		
GYQ3-2N1		
KCRB-HY3		
KGCG-TMB		
GPR5-PTH		
KZJZ-5DT		
GYCM-Q11		
LH1G-YMJ		
GY31-FFJ		
GYQG-D9G		
GPY5-WS6		
GC2M-4W1		
9QQF-Y5J		
GR91-9CB		
MC57-CWC		
GMND-3V3		
GM7Z-VX3		
LK5R-R36		
GLJ3-YD1		
LD33-SRT		
GRNR-NLW		
LYDQ-TL3		
P8QT-45L		
LB3M-Q7K		
GM7Z-XS5		
MD4T-QTJ		
L4BB-MT7		
GWQ4-53X		
M93V-7VL		
L89Z-L7B		
L1Q8-V23		
G6C7-17F		
LD33-S1Z		
GMFT-7T2		
LD33-S1W		
G81S-Q6T		
GSNG-Z6F		
9ZZC-84V		
MC5P-9WS		
L4SN-NLW		
G2HV-16Q		
GDC3-MCR		
GDZM-5MY		
G6HN-5ZZ		
P619-RQN		
KCKW-LGD		
GLNH-HP8		
GLNH-L97		
L5LC-SHC		
GNVM-37B		
PQZP-BFV		
9QQH-L23		
GVHR-CKT		
GPY5-1NX		
L19P-XK1		
GMF1-J32		
GY3G-2ZP		
GY3G-XZT		
97H8-T1C		
GTHG-TST		
G1MS-8FW		
GGW7-47P		
KZM4-6Q4		
GTCZ-LC2		
KNZ3-MWG		
9HFS-MPX		
GTCW-7BH		
GBC6-YXD		
GY3G-4PH		
MR8J-BR7		
MR8J-B5P		
GTCW-6DG		
9HFS-MP5		
G1MS-NJG		
GTC6-FSF		
949K-165		
GY3G-XZB		
LCJ7-LHX		
GK69-GGV		
9H86-9PC		
GTJH-53J		
GTCZ-TWJ		
GTCZ-XK3		
GTH8-M3B		
GTHY-KJS		
GTHZ-6H7		
GG9L-6KP		
L5GS-PD1		
K2XP-XR4		
PS46-182		
GTJC-M3N		
LRSM-BSR		
GRCS-P7L		
GL3Y-YSJ		
P3KS-KRJ		
L4BT-HJF		
LZCT-3WF		
GZ55-14R		
GD88-RVW		
LCXF-J88		
LCXZ-8MN		
9CDZ-QYR		
LCXF-JDS		
LCXF-J6K		
LCT3-V8L		
9QQF-HRT		
GDX7-2C1		
LZ58-2DK		
KCYZ-PSV		
GYQM-95Y		
G82L-CF5		
KDQZ-T22		
G8SK-C2S		
G69C-LP6		
9496-LZX		
L8BY-9XF		
LT5N-277		
9Q3T-ZKY		
GRYB-Q35		
9CFX-SL9		
LBTS-MV9		
LRM1-QF5		
K8Z8-M82		
933H-W94	Q250731	6000000001821187530
H4LC-D7Z		
P3SN-3WY		
97J2-V4G		
9CDD-DZQ		
GX2Q-C7Z		
KC89-FTY		
G1DC-VHF		
9HDH-YYK		
GLZT-JKH		
PFLD-5G5		
PFL7-7SL		
GVNF-HSZ		
G8JB-SJJ		
P7JY-FYF		
GLZT-RZW		
9HKX-QZW		
9ZZH-C8K		
GR7J-XFL		
L19P-VX2		
KH7C-8SB		
MR8J-GRQ		
MR8J-JTS		
MR8J-G5Z		
GG9K-G96		
LBNJ-Z5Z		
GG5K-Y11		
P8LT-SPP		
PQ6F-WN9		
GT4N-MGN		
GDZ5-Y72		
PH2V-CY9		
GR84-F7H		
GR84-7DW		
GR84-3P1		
P64F-GXB		
PQ6X-TMX		
PQ6X-G7W		
GL7R-HN4		
L8YM-H4T		
9CXC-H45		
K4KW-KXV		
K8S3-BHP		
L1Z8-M2Y		
L1ZZ-B2N		
K8TM-WX8		
G8P1-22D		
GKYS-84W		
GKYS-6BV		
GDZH-FB5		
GTCZ-JBS		
GTWZ-674		
G6DK-27W		
GSYZ-4JZ		
P458-WWR		
9HF9-YB3		
L89K-SSB		
9HFS-MP4		
9HF9-YGJ		
PQBV-VXG		
PHDL-DBF		
PCB4-M81		
P6QH-XQ5		
GDC1-JBJ		
GKSB-1WQ		
G3BS-7QL		
GM68-JR5		
L2YQ-9CS		
G3QH-YP6		
GH6V-533		
GH6V-281		
GTCR-QTM		
LTGC-BN5		
LZQT-Q8R		
G2SJ-ZZV		
GQ57-11K		
9ZH1-HHJ		
G7MJ-L7M		
KD37-ZB2		
K4NK-2Z7		
LT1C-PC1		
LZPW-95S		
GXFH-J1J		
GLHX-JK2		
GL2Z-Q47		
9QHQ-V8K		
G2CP-2S3		
GLW9-4GB		
G5KB-SP7		
LRXC-NNL		
GJQG-XJT		
G2CP-V6F		
GG3S-C15		
GL2C-WRT		
G2CP-FG4		
99PT-281		
GZR9-SMF		
PSKY-MJN		
GKZC-1R5		
GT4Q-ZWF		
PQK9-L47		
9QQS-PK6		
PSV8-DBM		
LR93-M9B		
L764-HNQ		
9Q9Q-1Z3		
GL28-L6H		
PXSX-XFN		
PXS6-NSG		
GRW7-4K1		
9CXC-64W		
LYZZ-CLP		
PWSC-K1Y		
GX7F-71R		
L2Z8-HWH		
MYBX-C2G		
G5JC-YCS		
PX6B-YX7		
9ZZS-VVC		
G8YZ-QDQ		
GX75-Z7L		
L812-GLB		
PSMR-CD9		
99K2-81M	Q664561	6000000005931229140
GZPQ-SBZ		
PHYB-55Z		
GQL2-CJ4		
LC37-ZD2		
GKN4-1XP		
LYZ9-HQJ		
KN8W-XVZ		
K8LH-9LJ		
LZS3-9ZK		
935X-1CT		
GDC1-6RH		
GT8F-Z23		
LKSS-29T		
K8WH-GGB		
9HFS-5K8		
PZ3Y-N1Q		
GGZW-KJ3		
GGZW-KFH		
LR5R-KXV		
GC7Q-3TK		
GW4Z-PJY		
L1HG-56P		
KC57-53D		
GL7P-HFR		
GQZD-25V		
LH25-1FH		
27SC-JBD		
LCC4-WSK		
L4FV-FD5		
LHNV-F14		
GXVF-MFD		
LZ18-2RK		
LYNK-M69		
GVFD-1XK		
LZYJ-HBB		
G2S2-CC2		
PMTB-Z5Y		
9HFS-N2P		
PS4N-38T		
G5FF-265		
GDS7-WCN		
PF1D-MTZ		
PFXV-1QH		
LBWR-LCB		
G5HN-FB5		
KF51-BG4		
LZY1-N7R		
94ZL-GGG		
KZVZ-8GY		
L6KK-FW3		
GRMV-C4Z		
GHQH-4FJ		
MZDD-Y45		
LCXJ-FD5		
LZ63-LZ8		
2ZS4-25T		
LHJQ-TXR		
LHC8-JRD		
L7NY-N46		
LHV1-YQB		
LCXJ-FWK		
LB82-27S		
L7NY-XTT		
LCP6-9PB		
2737-5S3		
M252-VGC		
K4YR-P5Z		
LHC6-94V		
LHV1-B4H		
LHKM-X1F		
936H-B6J		
M181-XQW		
LHKM-XBF		
LCXJ-N8Q		
KCSG-SW7		
LHXQ-CMR		
PMSW-XKB		
LHXB-NLW		
LH84-2G1		
GK2K-SCQ		
27C4-G42		
KNF9-331		
27C4-G7T		
LCDQ-DWM		
LHX1-G24		
KNFX-6Q9		
2RGW-2WG		
LHXB-NHV		
KNXG-2XC		
LKPH-KNR		
LKPH-K22		
LH6C-P56		
MHC7-TGR		
MRDD-GMN		
KZFQ-FJL		
MH9P-WNW		
MQFP-RL7		
MYVP-DV1		
L7NY-6QM		
LH6C-PD9		
LCCS-PC4		
MQ54-GBW		
LZPR-Z62		
9STX-WXX		
94ZL-PK5		
94ZL-PKF		
GS1F-JLR		
LKR2-YTM		
LQRP-JPF		
LCXJ-NCS		
LHWP-23H		
LHTL-PJM		
LHH2-Y9F		
LKGR-1W9		
94ZL-JBH		
GDC9-7W1		
LCXN-RT3		
GGYN-R7X		
LZBC-Q7R		
KZW5-Z98		
G9MM-3RQ		
K8MS-25H		
GDZM-T65		
PS16-J9K		
G2M8-VR8		
G5ZJ-6KN		
GXFX-GS1		
GX2Q-P2G		
GRFM-6QV		
GV2Y-874		
GZ7W-8MX		
27SZ-Z6R		
GNWC-T4B		
MR83-C99		
LY78-DMR		
GL7N-W47		
LHHM-PZ1		
LZ6V-N4T		
LZJ7-GBS		
9K9L-LHW		
GYQM-MRX		
GY3P-9HN		
G31P-NYW		
P9JR-8CV		
L614-SMP		
G1MS-N9P		
K1T6-MYF		
L6V6-6FJ		
LCCR-2JX		
9SKK-SZ3		
G31P-R2B		
G1M3-6Z9		
GNCQ-XJG		
G1M3-9GP		
G1MS-763		
G2DV-W2D		
G1MS-B6K		
GFHN-QFS		
GGW7-FCM		
LDMS-GK1		
GFHF-G17		
L2NY-ZGC		
LD7H-357		
LDMS-G2H		
GTWB-MML		
LVMH-1XQ		
GZG9-5WJ		
G1M3-4R5		
G8ZS-FNR		
GGRP-H15		
GY3G-G9D		
M8H1-K5L		
9CCY-2J4		
PML6-N46		
GK65-3F3		
GQD2-13W		
GY3P-SZM		
P7X3-RKR		
LFTZ-KSX		
99HN-W8M		
GVSP-B14		
GVBB-K1J		
GVBB-VT7		
LHQW-87C		
2RYF-BMB		
G9JM-FD8		
GTCD-XGX		
L5JM-54G		
LHVB-W7K		
L4NY-WX6		
GTHZ-VK5		
GB64-LDS		
PC1J-5N7		
LDSS-LB3		
GRJ5-Q1H		
G1K6-CTG		
PM71-CCJ		
PZ5Y-XCX		
L1TC-V1Z		
P6X3-XF7		
G177-KBG		
949X-7G7		
9HVG-F7X		
93XX-V7M		
KH7R-3NW		
GKY6-5BT		
9CNQ-BYP		
PWLT-YJT		
GPJZ-38S		
2743-44R		
L5NB-KLV		
9CX4-ZHV		
L8W6-496		
MSHW-NJQ		
PHG3-3R7		
LV7Y-KR4	Q141442399	
P6KZ-F7J		
999Y-LF2	Q159597	6000000001156149953
GYQW-3D1		
LH1Y-JKG		
MJ37-R9G		
GX43-P8P		
L8YY-PT1		
GYPV-PM5		
GRQF-V6J		
GKZC-C4R		
PW73-MWC		
PZG6-H7N		
G4XC-92Y		
LB23-C6T	Q382156	
MBK2-GP9		
PH8W-68P		
PW91-ZX1		
PFRX-NGN		
KDQW-JTJ		
MW9F-FGX		
GTZX-YK7		
PFRX-XKC		
LTY9-1SH		
KN8P-Q1K		
GWJH-PXJ		
LDS9-GGV	Q2733546	6000000000424572235
G5F1-1ZR		
LD91-ST3	Q2332287	6000000005416616842
G2CJ-GJF		
9H2F-HV5		
PZ3V-1H6		
LDMT-HMZ	Q188943	4573114
GRW7-HGM		
PZ3V-LSF		
99SD-Z4Q		
LD95-VVH		
PHYP-Y4D		
G2F6-8DV		
G14M-WMG		
GTCR-4X8		
PWSH-647		
LDW2-4JB		
GPYF-SVH		
GVNP-HFF		
GDT2-TZ7		
L1P1-GLB		
GYLY-NT5		
PHL6-QQ5		
LBX8-DDN		
GL8G-R44		
LD91-95N		
G17X-GT3		
MQ8T-2G1		
GQB7-B71		
LD91-95X	Q4171758	
G5PG-VJL		
G17F-WHL		
L8TY-52X		
MQ1V-6FB		
LH73-3BC		
GP3R-9H6		
94BP-X4Z		
P65Y-1J6		
PZ8V-9MT		
G65L-22B		
GTJ8-WPJ		
L8BY-3VJ	Q14974	6000000001172352035
PHSG-F7D		
G9YH-ZN7		
PN3S-28C		
PN3S-JMN		
GYCM-87X		
PHG3-X7Y		
PHG3-BXP		
P62C-6F6		
PHG3-KQG		
GTZV-C8F		
GT4F-TXW		
LZF1-7ZS		
PM76-1PT		
GW9B-4GP		
GH3V-FSH		
KFKC-MW3		
KHXP-WGZ		
GTH4-HLD		
GJD4-XCF		
G9SG-S7M		
GP87-S52		
G8WB-87Q		
PNSM-1TY		
GV6V-FQW		
LZVR-6J9		
GGX4-SHJ		
9J6L-GQ6		
GR7N-SDD		
P62C-T2K		
LB23-LJ1		
LH73-YX9		
GRTY-LD6		
MRNT-X8W		
G8WY-6L8		
P7Y6-WQC		
KH4Q-2SB		
L7DH-8LR		
LD97-CH9		
LKPF-K3S		
GXQJ-T8C		
LY57-55F	Q391944	6000000009432318518
LM1H-8JF	Q266523	6000000003645915181
9ZZL-PZY		
LDSS-6H5		
GLB4-1X6		
GLGF-WNH		
MQ4B-TK1		
93LH-W7F		
GDFJ-PVF		
GY3G-5KC		
GT6D-6Z5		
GNCQ-3W8		
GSWL-ZL3		
LYX1-BZB		
LWFZ-JYJ		
KZ1D-YFC		
K8N7-6GN		
GQFM-LYB		
PQZZ-DXW		
PWGZ-P25		
L5YS-CND		
KZTC-QSL		
P4R5-16V		
P4R5-MYW		
K874-7FF		
K4BK-4MK		
P4R5-NRY		
KC48-BWB		
G4DS-JT5		
GBVR-V64		
PHXB-YRF		
K4J2-D2X		
LHCX-1FZ		
G4CM-XXF		
GDP2-SPJ		
LRHD-7YB		
MHYK-VM6		
G9Y1-4GB		
GXQV-3JT		
GXQV-H66		
GXQV-QCW		
LZ8C-XCB		
KC18-G7C		
PW72-36B		
G5FF-7RV		
M6KN-G8C		
GX92-XMK		
G8HY-7MY		
LYCC-ZZW		
G5KJ-TJZ		
K8DS-SZB		
GRN2-Z4V		
9C7F-JJY		
LBF2-276		
P41G-9BQ		
9ZC6-X6W		
G5KJ-21V		
G9Y1-KXW		
GQ4Z-ZF8		
9C7F-JJB		
G5KY-T92		
G5KT-KGP		
LYWS-RJG		
9C91-3M2		
P4VS-4JV		
MMT1-QVT		
KHXF-QNH		
9CXC-YMX		
PQGF-TVF		
PHDC-YGR		
PFX9-5T6		
PFX9-PGD		
27S1-9VM		
LZN7-WFW		
PQ83-SGZ		
PMMZ-CRD		
PFZJ-2G3		
P9GJ-9LV		
LX59-T4Q		
LHC4-3QK		
PQNB-VH3		
PWNY-5ZL		
PWNY-FFR		
G618-Q9F		
G3J4-6JL		
GDX7-FNQ		
GLQ3-DMV		
G618-3FZ		
27SB-TZC		
GSSG-YMR		
GFM8-LRY		
GB3L-THX		
GB3L-HR3		
GPQC-NH3		
LR1Q-X8Y		
GPQC-XDN		
KC5G-MRC		
KHN3-JB3		
L2CN-V5N		
9CXC-8S3		
LRFR-BNK		
2S35-DRY		
K81K-7P2		
LDZJ-MBG		
K8ZG-4WM		
9CXC-YMY		
LDZJ-MRH		
GKB1-2BL		
P925-C34		
G2YK-TTK		
GL2D-GJZ		
GW5G-GHH		
GF8L-JNJ		
GF8L-GC8		
HSM4-Y6N		
P7T2-SRQ		
GDRD-SHL		
GV47-ZCS		
G63Y-6LY		
PMGH-Z51		
G1XR-SHN		
G1DL-TR5		
G1X5-BXZ		
GZ2B-XV3		
PWV2-YJL		
L2JR-C5F		
PWVL-D88		
P98Q-B4H		
K8C8-VLG		
GK1K-WLX		
G1HX-RKT		
PQLC-9ZW		
L852-7SW		
LT6B-9J2		
GKXR-5QJ		
GX26-H2Z		
GGWD-9WQ		
GTFB-XRC		
PQXN-BSP		
LR5V-BDY		
GQH2-53P		
GLLD-KYY		
K4LL-HLS		
LVSD-NQM		
LB9Z-QYK		
GR2L-PMN		
G9VW-CWP		
G9VW-H7T		
GG51-LG5		
P8QR-RPD		
GGCX-723		
GR2S-T4Z		
GJF4-C6L		
P7NW-HLN		
P83W-K4J		
GR2L-K2V		
G1RN-DX7		
GVBT-264		
K8FJ-T2L		
KNXX-ZSZ		
LHTP-V6D		
MWYR-SJM		
GVYW-KLD		
G2QS-3V4		
GNJY-F6S		
LKGZ-2SP		
G1W3-33L		
G2QS-MZP		
LVWL-N4X		
GKBG-Q4Q		
G23H-NGS		
GQQ4-SJC		
LNMG-B6C		
GN2M-FV4		
PSJG-2KM		
94T6-2VC		
G9WV-LPZ		
G9WV-GRZ		
LKJ3-MP1		
GDVG-HRQ		
GVMN-JFQ		
PQKX-X9M		
G6MC-H16		
P9GZ-N3H		
GX3V-VL9		
LHNY-8B2		
GV4R-32N		
9ZH3-DC2		
PF6F-XB3		
GWZD-DR9		
93TM-34M		
PFKS-LDW		
LKPK-BRX		
GJDC-MX2		
GR2B-TC5		
27FM-SW2		
29WF-L51		
GRL8-YLJ		
GZYG-WQV		
PWVM-CWJ		
G7VX-979		
PMTJ-2PT		
LBRP-DQB		
GR21-6YS		
GL2Z-NFT		
L28K-MS3		
GGZN-VT4		
GPQV-G56		
P6F3-JQB		
GJGD-CJ7		
GJ14-MDP		
G9N1-KP8		
L12G-Q5S		
GX5D-LG4		
G8CR-YRH		
GQQ3-MS4		
KHZ7-SCL		
LHJS-823		
LYK2-1GT		
G8YV-Q13		
G9LR-Q1G		
PHRL-Z3Y		
L2KF-W2D		
PWJ5-LYG		
P98Q-T9K		
LYJJ-VQK		
L5PW-59B		
GQWM-8MC		
GSNF-Z52		
M6FY-8TF		
GKRY-Y18		
L8WW-FVP		
GMS2-16P		
M7DV-T65		
G9LJ-1G9		
K2FY-LYP		
G2YK-YJD		
GR3H-S83		
GX3Y-66L		
GDS7-X7C		
LZXH-LJD		
GR3H-QJ7		
G4DS-DVG		
LHZP-R2F		
G2N3-K1W		
GLK2-JH2		
K8WX-26X		
G9BN-3HY		
GNL5-JFB		
GSSG-FZL		
LZ48-V5L		
GJYH-6YF		
GHXC-B1B		
L2CN-J91		
LDJJ-H3B		
GLJB-7MY		
P4R5-49G		
GB6M-JJR		
GT58-RH4		
GBTT-QN3		
L1HT-CHC		
GL1S-3YR		
GLG7-N3F		
L2ZX-GMQ		
GLG7-N22		
PWJ1-KDG		
GLG7-SS5		
K8DJ-YBB		
KD9H-52G		
K4KC-3FP		
L759-1JN		
GK65-WPF		
K8JJ-P88		
KH29-4MB		
K8WX-WTQ		
K4BN-22G		
GRSW-3X9		
GHF7-RGT		
P4MX-XLC		
KCLV-NXX		
G6W6-1YB		
L2Z8-SR3		
PMT1-BPJ		
LC23-YVP		
GY1M-C8J		
GG9J-MC2		
LT6M-XVZ		
LZYR-DY5		
PMY3-3ZN		
G8SK-NLF		
GXSN-TQM		
LYH9-26F		
MK4D-FP1		
LZFX-V9B		
LCTD-JVV		
LHZP-9X8		
GJTQ-ZMX		
LZX2-X7W		
GQLC-XQP		
GPB5-4CW		
LCCV-HBL		
G4G5-M93		
PQDP-TGT		
GXL5-958		
GR7V-9PC		
PSP2-BVX		
K88N-R6K		
L5X8-V57		
K8L2-Q94		
L5BG-KDT		
GZHD-SJH		
PWJ8-FX3		
KZ53-C7S		
GCZQ-LX8		
LYSQ-9GX		
PWVC-4RV		
KHDH-CDG		
GS3C-3WT		
G5F2-D18		
K8P7-YYV		
LHCV-C3T		
G6Z7-8V3		
G6Z7-8VQ		
GXJM-79J		
GY3G-N97		
GY3P-SY8		
GYQF-M2G		
GYQM-Z28		
LZ8W-LQB		
9Z8D-PM9		
GY31-N96		
MYBL-1G1		
K633-VKP		
GHKH-NZN		
K8SY-CK9		
G1MY-N5Q		
GPC3-V2W		
PMKM-DMT		
PDTX-6ZV		
2TRV-TBQ		
GYQF-W2B		
GDV7-FWN		
LC75-LW5		
G7LK-VGP		
G7LK-V4Q		
GCMN-CK5		
G68B-LS9		
P3RK-8H8		
PQGG-YK1		
G6TC-79W		
PSJ1-CPC		
LVDZ-CCV		
9HVP-ZB7		
PZBF-VTQ		
GRC9-RM9		
GJ9L-3L1		
GDJR-791		
GRHB-N55		
GRC9-1X9		
GRCM-NJQ		
PSDV-8ND		
G57D-P2M		
GB97-C8X		
GDLX-C4X		
GHQY-SJ7		
GVQ2-SS1		
G48G-J8D		
LD7M-NF5		
GZBM-B4R		
M8X3-52W		
LY3P-BPB		
PF2N-3WN		
LBS8-7SB		
GMXQ-PTC		
GS68-4YZ		
GCZ3-KPP		
9C9B-2RJ		
PF8B-9H3		
PF8Y-4KJ		
P4SF-RG4		
PF8Y-GFD		
GDZG-HVT		
L6JX-4K1		
949J-59B		
G65J-JKJ		
K23R-YZ3		
9CNV-MHJ		
LRCX-TVP		
GX3V-PL3		
MJB1-X23		
GMX7-7MR		
G8QR-29X		
GJYF-TQW		
L1MT-PCL		
GBFM-G94		
P3KC-R39		
GH7M-8QX		
PHL6-5CD		
PHLF-CX9		
GRY7-43N		
GVV6-83K		
LDMD-8L3		
P3TR-YGG		
GJY6-MX9		
PM98-4ND		
GVHN-KZ8		
G166-TVF		
2CNB-WKW	Q237886	6000000003051107855
G1RV-W81		
P6RM-11S		
G1RR-RBL		
L2Y2-X3W		
G1RX-QYQ		
GNPW-52B		
P6NV-ZRQ		
GJYL-97B		
GJBQ-L24		
GTS6-VJX		
LY6M-DJJ		
LJTR-L71		
LB29-Z1M		
GDG2-RVB		
GT4M-GRK		
LCP1-19Y		
GXQT-13F		
GGDN-8RQ		
GGDF-PR2		
PFCG-771		
GBM2-2DP		
GC4H-TH4		
GBMK-G3G		
GC43-QQ9		
PX47-DJQ		
GNRP-HCS		
LZ1V-VQ4		
GBDZ-FD9		
PXCP-DJN		
GVV6-Z3T		
GJY9-FRK		
GSYT-YLD		
G1MG-9DX		
G1ML-TB1		
G1MG-FPR		
G1MG-7HM		
G1MG-PDX		
G1MP-3XG		
GJWP-SNL		
GHLG-RRM		
K8K2-683		
GP16-K4J		
GKL4-D74		
GFG3-5WX		
GWNZ-Y5H		
M338-NXP		
GH7M-SN1		
LY1D-R4J		
GFTG-J49		
MD74-CND		
GQ63-4YT		
KJ3S-Y2F		
PZT3-V6W		
G5KY-BZR		
M1TK-CR7		
GFTG-9MQ		
9CSQ-RVL		
GHP1-LDX		
G8XJ-6ZJ		
GX26-DFH		
LJTX-KW7		
GDT8-4ZT		
