qid	kind	case	leading_title	live_mul	live_en	proposed_label	proposed_aliases	hold	langs_carrying_live	geni_ids
Q7527645	title	upper	Sir		Sir John Campbell, of Airds			no-change	en	6000000050553072213
Q7527647	title	upper	Sir		Sir John Carew, 3rd Baronet			no-change	en	6000000019833512015
Q7527648	title	upper	Sir		Sir John Carew Pole, 12th Baronet			no-change	en	6000000026452899267
Q7527652	title	upper	Sir		Sir John Carleton, 1st Baronet			no-change	en es	
Q7527655	title	upper	Sir		Sir John Carmichael-Anstruther, 5th Baronet			no-change	en de nl sv es hu	6000000019216365374
Q7527661	title	upper	Sir		Sir John Chichester, 1st Baronet, of Arlington Court			no-change	en nl sv da es hu	
Q7527663	title	upper	Sir		Sir John Chichester, 1st Baronet, of Raleigh			no-change	en	6000000003249602213
Q7527665	title	upper	Sir		Sir John Chichester, 4th Baronet			no-change	en	
Q7527668	title	upper	Sir		Sir John Clerk, 1st Baronet			no-change	en nl	
Q7527670	title	upper	Sir		Sir John Clerk, 2nd Baronet			no-change	en nl es hu	6000000004172539543
Q7527672	title	upper	Sir		Sir John Clerk, 5th Baronet			no-change	en	6000000004172606518
Q7527678	title	upper	Sir		Sir John Corbet, 1st Baronet, of Stoke upon Tern			no-change	en	
Q7527679	title	upper	Sir		Sir John Cordell, 2nd Baronet			no-change	en	
Q7527681	title	upper	Sir		Sir John Cordell, 3rd Baronet			no-change	en	
Q7527683	title	upper	Sir		Sir John Coryton, 1st Baronet			no-change	en	
Q7527684	title	upper	Sir		Sir John Cotton, 3rd Baronet			no-change	en hu	6000000017257968362
Q7527686	title	upper	Sir		Sir John Covert, 1st Baronet			no-change	en	
Q7527688	title	upper	Sir		Sir John Crampton, 2nd Baronet			no-change	en nl es hu	6000000042555039173
Q7527689	title	upper	Sir		Sir John Croft, 1st Baronet			no-change	en	
Q7527691	title	upper	Sir		Sir John Croft, 4th Baronet			no-change	en	
Q7527695	title	upper	Sir		Sir John Cullum, 6th Baronet			no-change	en	
Q7527696	title	upper	Sir		Sir John Curzon, 1st Baronet			no-change	en hu	6000000008915939607
Q7527698	title	upper	Sir		Sir John Curzon, 3rd Baronet			no-change	en	6000000018161334121
Q7527700	title	upper	Sir		Sir John Cust, 3rd Baronet			no-change	en	6000000012477944101
Q7527703	title	upper	Sir		Sir John D'Oyly, 1st Baronet, of Kandy			no-change	en it	
Q7527707	title	upper	Sir		Sir John Dalrymple-Hay, 3rd Baronet			no-change	en de nl sv da es hu	6000000017809666824
Q7527709	title	upper	Sir		Sir John Dashwood-King, 3rd Baronet			no-change	en	6000000009729109109
Q7527710	title	upper	Sir		Sir John Dashwood-King, 4th Baronet			no-change	en de nl sv da es hu	6000000009729109155
Q7527712	title	upper	Sir		Sir John Davie, 1st Baronet			no-change	en es	
Q7527715	title	upper	Sir		Sir John Davie, 2nd Baronet			no-change	en	
Q7527719	title	upper	Sir		Sir John Delaval, 3rd Baronet			no-change	en nl	
Q7527720	title	upper	Sir		Sir John Dick-Lauder, 11th Baronet			no-change	en es	6000000019167346606
Q7527722	title	upper	Sir		Sir John Dick-Lauder, 8th Baronet			no-change	en	6000000019167115489
Q7527724	title	upper	Sir		Sir John Dillwyn-Llewelyn, 1st Baronet			no-change	en	6000000024508481534
Q7527725	title	upper	Sir		Sir John Dineley-Goodere, 5th Baronet			no-change	en	
Q7527727	title	upper	Sir		Sir John Donne			no-change	en de es	
Q7527729	title	upper	Sir		Sir John Dineley Goodere, 2nd Baronet			no-change	en	
Q7527730	title	upper	Sir		Sir John Doyle, 1st Baronet			no-change	en de nl sv es hu	6000000025926192578
Q7527732	title	upper	Sir		Sir John Drake, 1st Baronet			no-change	en	6000000022628833047
Q7527740	title	upper	Sir		Sir John Dryden, 2nd Baronet			no-change	en	6000000001512473033
Q7527742	title	upper	Sir		Sir John Dugdale Astley, 3rd Baronet			no-change	en de nl sv es hu	6000000009894441684
Q7527745	title	upper	Sir		Sir John Dyke Acland, 16th Baronet			no-change	en es	
Q7527746	title	upper	Sir		Sir John Eardley-Wilmot, 2nd Baronet			no-change	en de nl sv es hu	6000000026157531464
Q7527751	title	upper	Sir		Sir John Edwards, 1st Baronet, of Garth			no-change	en de nl sv es hu	
Q7527756	title	upper	Sir		Sir John Elwill, 1st Baronet			no-change	en es	
Q7527758	title	upper	Sir		Sir John Elwill, 4th Baronet			no-change	en nl es hu	
Q7527760	title	upper	Sir		Sir John Ennis, 2nd Baronet			no-change	en de nl sv da es hu	
Q7527761	title	upper	Sir		Sir John Ennis, 1st Baronet			no-change	en	
Q7527762	title	upper	Sir		Sir John Esmonde, 16th Baronet			no-change	en nl es hu	
Q7527764	title	upper	Sir		Sir John Esmonde, 14th Baronet			no-change	en de nl sv es hu	
Q7527766	title	upper	Sir		Sir John Evelyn, 1st Baronet of Wotton			no-change	en es hu	6000000008773262369
Q7527768	title	upper	Sir		Sir John Evelyn, 4th Baronet			no-change	en	
Q7527769	title	upper	Sir		Sir John Eyles, 2nd Baronet			no-change	en	
Q7527771	title	upper	Sir		Sir John Fagg, 1st Baronet			no-change	en en-ca es	
Q7527773	title	upper	Sir		Sir John Fleming, 1st Baronet			no-change	en	6000000023165761198
Q7527779	title	upper	Sir		Sir John Fowell, 2nd Baronet			no-change	en	
Q7527780	title	upper	Sir		Sir John Fowell, 3rd Baronet			no-change	en	
Q7527785	title	upper	Sir		Sir John Fuller, 1st Baronet			no-change	en de nl sv da es hu	
Q7527787	title	upper	Sir		Sir John Germain, 1st Baronet			no-change	en nl es hu	
Q7527789	title	upper	Sir		Sir John Gell, 2nd Baronet			no-change	en	
Q7527791	title	upper	Sir		Sir John Gilmour, 1st Baronet			no-change	en es	6000000027146095918
Q7527793	title	upper	Sir		Sir John Gilmour, 4th Baronet			no-change	en fr	
Q7527795	title	upper	Sir		Sir John Gladstone, 1st Baronet			no-change	en de nl sv es it hu	6000000009206150707
Q7527797	title	upper	Sir		Sir John Gladstone, 3rd Baronet			no-change	en es	6000000040991038194
Q7527798	title	upper	Sir		Sir John Gladstone, 4th Baronet			no-change	en es	6000000020382128023
Q7527802	title	upper	Sir		Sir John Glynne, 6th Baronet			no-change	en	
Q7527803	title	upper	Sir		Sir John Goodricke, 1st Baronet			no-change	en	6000000005598958227
Q7527805	title	upper	Sir		Sir John Gordon, 2nd Baronet, of Haddo			no-change	en	
Q7527807	title	upper	Sir		Sir John Graham, 4th Baronet			no-change	en nl es hu	
Q7527809	title	upper	Sir		Sir John Gunston, 3rd Baronet			no-change	en de nl es it hu	
Q7527812	title	upper	Sir		Sir John Hall, 3rd Baronet			no-change	en	
Q7527814	title	upper	Sir		Sir John Hamilton, 1st Baronet, of Woodbrook			no-change	en hu	6000000016453010209
Q7527815	title	upper	Sir		Sir John Hamilton-Dalrymple, 5th Baronet			no-change	en de nl sv es hu	6000000018429706477
Q7527817	title	upper	Sir		Sir John Hanmer, 1st Baronet			no-change	en	6000000029401753751
Q7527819	title	upper	Sir		Sir John Hardy, 1st Baronet			no-change	en de nl sv es hu	
Q7527822	title	upper	Sir		Sir John Hay, 6th Baronet			no-change	en de nl sv es hu	6000000000352545036
Q7527823	title	upper	Sir		Sir John Hay-Williams, 2nd Baronet			no-change	en	6000000036311817564
Q7527825	title	upper	Sir		Sir John Hay, 1st Baronet			no-change	en	
Q7527827	title	upper	Sir		Sir John Henniker Heaton, 1st Baronet			no-change	en de sv es hu	6000000026200154925
Q7527829	title	upper	Sir		Sir John Hippisley, 1st Baronet			no-change	en de nl sv hu	6000000013604010334
Q7527833	title	upper	Sir		Sir John Holland, 1st Baronet			no-change	en	
Q7527836	title	upper	Sir		Sir John Holman, 1st Baronet			no-change	en	
Q7527838	title	upper	Sir		Sir John Hope, 16th Baronet			no-change	en de nl sv es hu	
Q7527840	title	upper	Sir		Sir John Hoskyns, 2nd Baronet			no-change	en es hu	6000000024106107326
Q7527841	title	upper	Sir		Sir John Hotham, 2nd Baronet			no-change	en en-ca es	6000000025821727363
Q7527843	title	upper	Sir		Sir John Hotham, 3rd Baronet			no-change	en	
Q7527845	title	upper	Sir		Sir John Hotham, 9th Baronet			no-change	en	
Q7527846	title	upper	Sir		Sir John Houstoun, 2nd Baronet			no-change	en	
Q7527848	title	upper	Sir		Sir John Howe, 1st Baronet			no-change	en	
Q7527851	title	upper	Sir		Sir John Hynde Cotton, 3rd Baronet			no-change	en	
Q7527853	title	upper	Sir		Sir John Inglis, 2nd Baronet			no-change	en	6000000017248233988
Q7527856	title	upper	Sir		Sir John Jardine, 1st Baronet			no-change	en de nl sv es hu	
Q7527858	title	upper	Sir		Sir John Johnson, 2nd Baronet			no-change	en es	6000000004027385379
Q7527860	title	upper	Sir		Sir John Jarvis, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7527861	title	upper	Sir		Sir John Keane, 1st Baronet			no-change	en de nl sv da es	6000000025453596962
Q7527863	title	upper	Sir		Sir John Keane, 5th Baronet			no-change	en nl es hu	
Q7527865	title	upper	Sir		Sir John Kennaway, 3rd Baronet			no-change	en de nl sv da es hu	6000000026177778436
Q7527868	title	upper	Sir		Sir John Kinloch, 2nd Baronet			no-change	en de sv es hu	
Q7527871	title	upper	Sir		Sir John Knatchbull, 2nd Baronet			no-change	en	
Q7527875	title	upper	Sir		Sir John Lambert, 1st Baronet			no-change	en	
Q7527876	title	upper	Sir		Sir John Langham, 1st Baronet			no-change	en	6000000002116172967
Q7527880	title	upper	Sir		Sir John Lauder, 3rd Baronet			no-change	en	6000000017872078689
Q7527884	title	upper	Sir		Sir John Leigh, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7527886	title	upper	Sir		Sir John Legard, 1st Baronet			no-change	en	6000000020458369823
Q7527887	title	upper	Sir		Sir John Lenthall			no-change	en nl	6000000052153379859
Q7527888	title	upper	Sir		Sir John Leslie, 1st Baronet			no-change	en sv es	6000000011260584785
Q7527892	title	upper	Sir		Sir John Leslie, 4th Baronet			no-change	en es	6000000041713087139
Q7527894	title	upper	Sir		Sir John Lloyd, 1st Baronet			no-change	en	6000000044457370006
Q7527895	title	upper	Sir		Sir John Louis, 2nd Baronet			no-change	en	6000000018157859573
Q7527897	title	upper	Sir		Sir John Lowther, 1st Baronet, of Lowther			no-change	en fr	6000000020575411951
Q7527899	title	upper	Sir		Sir John Lowther, 1st Baronet, of Swillington			no-change	en en-ca de nl sv es hu	6000000008630250099
Q7527900	title	upper	Sir		Sir John Lowther, 2nd Baronet, of Swillington			no-change	en en-ca de nl sv es hu	6000000033853181878
Q7527902	title	upper	Sir		Sir John Lowther, 2nd Baronet, of Whitehaven			no-change	en es hu	6000000022101627150
Q7527904	title	upper	Sir		Sir John Lubbock, 2nd Baronet			no-change	en de nl sv es hu	6000000028468528244
Q7527905	title	upper	Sir		Sir John Lubbock, 1st Baronet			no-change	en de nl sv es hu	
Q7527907	title	upper	Sir		Sir John Lyttelton			no-change	en de nl es	6000000002503389149
Q7527910	title	upper	Sir		Sir John MacLeod, 1st Baronet			no-change	en nl sv da nb fi es it pt pl cs hu	6000000028762013002
Q7527914	title	upper	Sir		Sir John Maclean, 4th Baronet			no-change	en es	
Q7527915	title	upper	Sir		Sir John Maclure, 1st Baronet			no-change	en de nl sv da es hu	6000000026373783138
Q7527917	title	upper	Sir		Sir John Mainwaring, 2nd Baronet			no-change	en	
Q7527919	title	upper	Sir		Sir John Marsham, 1st Baronet			no-change	en es cs hu	6000000012386105656
Q7527920	title	upper	Sir		Sir John Major, 1st Baronet			no-change	en	6000000012722686966
Q7527921	title	upper	Sir		Sir John Maxwell, 7th Baronet			no-change	en de nl sv es hu	6000000019072994267
Q7527924	title	upper	Sir		Sir John McEwen, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7527926	title	upper	Sir		Sir John McMahon, 1st Baronet			no-change	en de nl sv da es hu	
Q7527931	title	upper	Sir		Sir John Mellor, 2nd Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7527936	title	upper	Sir		Sir John Mill, 1st Baronet			no-change	en	
Q7527941	title	upper	Sir		Sir John Monson, 2nd Baronet			no-change	en	6000000007775730395
Q7527943	title	upper	Sir		Sir John Mordaunt, 5th Baronet			no-change	en	
Q7527945	title	upper	Sir		Sir John Mordaunt, 7th Baronet			no-change	en de nl sv es hu	6000000011148573777
Q7527950	title	upper	Sir		Sir John Morris, 1st Baronet			no-change	en hu	
Q7527953	title	upper	Sir		Sir John Mowbray, 1st Baronet			no-change	en de nl sv da es hu	6000000083823343659
Q7527955	title	upper	Sir		Sir John Munro, 4th Baronet			no-change	en fr	
Q7527956	title	upper	Sir		Sir John Murray, 8th Baronet			no-change	en de nl sv es hu	
Q7527964	title	upper	Sir		Sir John Neeld, 1st Baronet			no-change	en de sv es hu	6000000023796541991
Q7527967	title	upper	Sir		Sir John Newton, 2nd Baronet			no-change	en	6000000024696023768
Q7527970	title	upper	Sir		Sir John Northcote, 1st Baronet			no-change	en es	
Q7527976	title	upper	Sir		Sir John Ogilvy, 9th Baronet			no-change	en de nl sv es hu	6000000018576399771
Q7527977	title	upper	Sir		Sir John Norton-Griffiths, 1st Baronet			no-change	en de sv es it hu	6000000014818945891
Q7527980	title	upper	Sir		Sir John Osborn, 5th Baronet			no-change	en de nl sv es hu	
Q7527982	title	upper	Sir		Sir John Osborne, 7th Baronet			no-change	en	
Q7527984	title	upper	Sir		Sir John Owen, 1st Baronet			no-change	en de nl sv da es hu	
Q7527985	title	upper	Sir		Sir John Pakington, 1st Baronet			no-change	en fr	6000000021437814852
Q7527987	title	upper	Sir		Sir John Pakington, 2nd Baronet			no-change	en	
Q7527991	title	upper	Sir		Sir John Pakington			no-change	en de es	6000000002115996468
Q7527992	title	upper	Sir		Sir John Palgrave, 1st Baronet			no-change	en	6000000013776909545
Q7527994	title	upper	Sir		Sir John Parnell, 2nd Baronet			no-change	en nl sv es	
Q7527996	title	upper	Sir		Sir John Parnell, 1st Baronet			no-change	en	
Q7527998	title	upper	Sir		Sir John Pelly, 1st Baronet			no-change	en	6000000014478618495
Q7528001	title	upper	Sir		Sir John Pennefather, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7528002	title	upper	Sir		Sir John Philipps, 1st Baronet			no-change	en	
Q7528004	title	upper	Sir		Sir John Peyton, 1st Baronet			no-change	en	
Q7528005	title	upper	Sir		Sir John Philipps, 6th Baronet			no-change	en de	
Q7528007	title	upper	Sir		Sir John Pollock, 4th Baronet			no-change	en	
Q7528011	title	upper	Sir		Sir John Pretyman, 1st Baronet			no-change	en	
Q7528012	title	upper	Sir		Sir John Power, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7528019	title	upper	Sir		Sir John Riddell, 13th Baronet			no-change	en en-ca fr es	6000000018623185016
Q7528021	title	upper	Sir		Sir John Ritchie Findlay, 1st Baronet			no-change	en es	6000000009729120764
Q7528022	title	upper	Sir		Sir John Robinson			no-change	en	6000000022217799263
Q7528023	title	upper	Sir		Sir John Robinson, 1st Baronet, of Toronto			no-change	en en-ca nl es	6000000019992423696
Q7528027	title	upper	Sir		Sir John Rogers, 1st Baronet			no-change	en fr es	6000000012208753232
Q7528028	title	upper	Sir		Sir John Rogers, 2nd Baronet			no-change	en	6000000012208428201
Q7528030	title	upper	Sir		Sir John Rogers, 6th Baronet			no-change	en de nl sv es hu	6000000012261837978
Q7528032	title	upper	Sir		Sir John Rogers, 3rd Baronet			no-change	en	6000000006582685977
Q7528035	title	upper	Sir		Sir John Rogerson			no-change	en de es	6000000024323842005
Q7528040	title	upper	Sir		Sir John Rous, 1st Baronet			no-change	en	
Q7528042	title	upper	Sir		Sir John Russell			no-change	en de es hu	
Q7528044	title	upper	Sir		Sir John Russell, 3rd Baronet			no-change	en	6000000000076308351
Q7528047	title	upper	Sir		Sir John Salusbury, 4th Baronet			no-change	en	
Q7528049	title	upper	Sir		Sir John Scott, 5th Baronet			no-change	en it	
Q7528052	title	upper	Sir		Sir John Sebright, 6th Baronet			no-change	en es	
Q7528054	title	upper	Sir		Sir John Sebright, 7th Baronet			no-change	en de nl sv da es hu	6000000015438761748
Q7528055	title	upper	Sir		Sir John Segrave			no-change	en es	6000000003051199465
Q7528056	title	upper	Sir		Sir John Seton, 1st Baronet			no-change	en	
Q7528058	title	upper	Sir		Sir John Shelley, 5th Baronet			no-change	en	6000000019766132056
Q7528059	title	upper	Sir		Sir John Shaw, 1st Baronet			no-change	en	
Q7528061	title	upper	Sir		Sir John Shelley, 6th Baronet			no-change	en de nl sv es hu	
Q7528063	title	upper	Sir		Sir John Shelley, 7th Baronet			no-change	en de nl sv es hu	6000000019619806132
Q7528070	title	upper	Sir		Sir John Simeon, 1st Baronet			no-change	en de nl sv es hu	
Q7528071	title	upper	Sir		Sir John Simeon, 3rd Baronet			no-change	en de nl sv da es hu	6000000021946852860
Q7528073	title	upper	Sir		Sir John Simeon, 4th Baronet			no-change	en de nl sv es hu	6000000028070123747
Q7528074	title	upper	Sir		Sir John Sinclair, 3rd Baronet			no-change	en de nl sv da es hu	
Q7528075	title	upper	Sir		Sir John Skeffington, 2nd Baronet			no-change	en	
Q7528077	title	upper	Sir		Sir John Slade, 1st Baronet			no-change	en hu	
Q7528080	title	upper	Sir		Sir John St Aubyn, 5th Baronet			no-change	en de nl sv es hu	
Q7528081	title	upper	Sir		Sir John St John, 1st Baronet			no-change	en	5284922071670027200
Q7528082	title	upper	Sir		Sir John Stanhope			no-change	en de es	6000000006444092162
Q7528083	title	upper	Sir		Sir John Stanley, 1st Baronet			no-change	en	6000000023369346899
Q7528085	title	upper	Sir		Sir John Starkey, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7528086	title	upper	Sir		Sir John Stapylton, 3rd Baronet			no-change	en	
Q7528088	title	upper	Sir		Sir John Stepney, 3rd Baronet			no-change	en	
Q7528091	title	upper	Sir		Sir John Stewart, 1st Baronet, of Fingask			no-change	en es hu	6000000025018451961
Q7528092	title	upper	Sir		Sir John Stewart, 1st Baronet, of Athenree			no-change	en de nl sv da es	
Q7528094	title	upper	Sir		Sir John Stirling-Maxwell, 10th Baronet			no-change	en en-ca nl sv nb fi es pl cs hu	6000000026174050001
Q7528097	title	upper	Sir		Sir John Stonhouse, 2nd Baronet of Radley			no-change	en	
Q7528098	title	upper	Sir		Sir John Stuart, 4th Baronet			no-change	en de nl sv es hu	
Q7528101	title	upper	Sir		Sir John Stradling, 1st Baronet			no-change	en es	6000000004235362196
Q7528104	title	upper	Sir		Sir John Swinburne, 6th Baronet			no-change	en	6000000025703679025
Q7528106	title	upper	Sir		Sir John Swinburne, 7th Baronet			no-change	en de nl sv da es hu	
Q7528111	title	upper	Sir		Sir John Sydenham, 2nd Baronet			no-change	en	
Q7528113	title	upper	Sir		Sir John Thorold, 4th Baronet			no-change	en	
Q7528115	title	upper	Sir		Sir John Trelawny, 1st Baronet			no-change	en	6000000009677800168
Q7528117	title	upper	Sir		Sir John Trelawny, 4th Baronet			no-change	en	
Q7528119	title	upper	Sir		Sir John Trevelyan, 2nd Baronet			no-change	en	6000000002499727862
Q7528120	title	upper	Sir		Sir John Trott, 1st Baronet			no-change	en nl es	
Q7528122	title	upper	Sir		Sir John Trevelyan, 4th Baronet			no-change	en	6000000017769758248
Q7528126	title	upper	Sir		Sir John Tyrell, 2nd Baronet			no-change	en de nl sv da es hu	
Q7528127	title	upper	Sir		Sir John Vanden-Bempde-Johnstone, 2nd Baronet			no-change	en de nl sv da es hu	6000000011118187813
Q7528129	title	upper	Sir		Sir John Waller, 7th Baronet			no-change	en es	
Q7528131	title	upper	Sir		Sir John Benn Walsh, 1st Baronet			no-change	en	
Q7528136	title	upper	Sir		Sir John Wedderburn, 5th Baronet of Blackness			no-change	en es	6000000018432109035
Q7528137	title	upper	Sir		Sir John Wedgwood, 2nd Baronet			no-change	en	6000000018637457702
Q7528144	title	upper	Sir		Sir John Williams, 2nd Baronet, of Elham			no-change	en	
Q7528146	title	upper	Sir		Sir John Williams, 2nd Baronet, of Llangibby			no-change	en	
Q7528148	title	upper	Sir		Sir John Wilson, 1st Baronet			no-change	en de nl sv es hu	6000000056519353945
Q7528149	title	upper	Sir		Sir John Wittewrong, 1st Baronet			no-change	en es	
Q7528151	title	upper	Sir		Sir John Wodehouse, 4th Baronet			no-change	en	
Q7528153	title	upper	Sir		Sir John Wolstenholme, 1st Baronet			no-change	en	
Q7528154	title	upper	Sir		Sir John Wray, 2nd Baronet			no-change	en	6000000020624753862
Q7528156	title	upper	Sir		Sir John Wray, 3rd Baronet			no-change	en	6000000029492154878
Q7528158	title	upper	Sir		Sir John Wrottesley, 8th Baronet			no-change	en es hu	6000000013428018733
Q7528160	title	upper	Sir		Sir John Wynn, 1st Baronet			no-change	en es	6000000002183054316
Q7528162	title	upper	Sir		Sir John Wynn, 2nd Baronet			no-change	en	6000000029880038125
Q7528163	title	upper	Sir		Sir John Wynn, 5th Baronet			no-change	en es	
Q7528165	title	upper	Sir		Sir John Yonge, 1st Baronet			no-change	en	6000000022628831475
Q7528167	title	upper	Sir		Sir John de Grey			no-change	en de	
Q7528169	title	upper	Sir		Sir John de la Pole, 6th Baronet			no-change	en	
Q7528172	title	upper	Sir		Sir Jonathan Cope, 1st Baronet			no-change	en es hu	6000000019303696168
Q7528175	title	upper	Sir		Sir Jonathan Cope, 4th Baronet			no-change	en	
Q7528178	title	upper	Sir		Sir Jonathan Trelawny, 2nd Baronet			no-change	en	
Q7528180	title	upper	Sir		Sir Joseph Ashe, 1st Baronet			no-change	en	6000000004571326421
Q7528183	title	upper	Sir		Sir Joseph Beecham, 1st Baronet			no-change	en es	6000000185022107832
Q7528186	title	upper	Sir		Sir Joseph Henry Hawley, 3rd Baronet			no-change	en	6000000017875620066
Q7528188	title	upper	Sir		Sir Joseph Hood, 1st Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7528190	title	upper	Sir		Sir Joseph McConnell, 2nd Baronet			no-change	en de nl sv da nb fi es it pt pl cs hu	
Q7528194	title	upper	Sir		Sir Joseph Napier, 1st Baronet			no-change	en de nl sv da es	6000000001755280237
Q7528195	title	upper	Sir		Sir Joseph Napier, 2nd Baronet			no-change	en	6000000001755259182
Q7528197	title	upper	Sir		Sir Joseph Napier, 4th Baronet			no-change	en nl sv da nb fi es it hu	
Q7528199	title	upper	Sir		Sir Joseph Pease, 1st Baronet			no-change	en de nl sv da es hu	
Q7528200	title	upper	Sir		Sir Joseph Savory, 1st Baronet			no-change	en de nl sv da es	
Q7528202	title	upper	Sir		Sir Joseph Scott, 1st Baronet			no-change	en de nl sv es hu	6000000023746501934
Q7528207	title	upper	Sir		Sir Joshua Vanneck, 1st Baronet			no-change	en	
Q7528217	title	upper	Sir		Sir Kenneth Douglas, 1st Baronet			no-change	en hu	6000000064693445336
Q7528219	title	upper	Sir		Sir Kenneth Mackenzie, 3rd Baronet			no-change	en nl es hu	
Q7528222	title	upper	Sir		Sir Kildare Borrowes, 3rd Baronet			no-change	en	
Q7528223	title	upper	Sir		Sir Kenneth Pickthorn, 1st Baronet			no-change	en de nl sv da es it hu	
Q7528225	title	upper	Sir		Sir Kildare Borrowes, 5th Baronet			no-change	en	
Q7528228	title	upper	Sir		Sir Lachlan Maclean, 1st Baronet			no-change	en nl es	6000000012390206540
Q7528229	title	upper	Sir		Sir Lachlan Maclean, 12th Baronet			no-change	en es	
Q7528231	title	upper	Sir		Sir Lachlan Mor Maclean, 14th Chief, 10th of Duart			no-change	en	6000000003479511414
Q7528232	title	upper	Sir		Sir Lambert Blackwell, 1st Baronet			no-change	en	
Q7528233	title	upper	Sir		Sir Lambert Ward, 1st Baronet			no-change	en de nl sv da es it hu	
Q7528238	title	upper	Sir		Sir Lancelot			no-change	en fr de nl sv da nb fi et es it pt pl cs hu	6000000040510529424
Q7528241	title	upper	Sir		Sir Laming Worthington-Evans, 1st Baronet			no-change	en de nl da es it hu	
Q7528246	title	upper	Sir		Sir Lees Knowles, 1st Baronet			no-change	en de sv es it hu	
Q7528248	title	upper	Sir		Sir Leolin Forestier-Walker, 1st Baronet			no-change	en de nl sv da es it hu	
Q7528250	title	upper	Sir		Sir Leonard Ropner, 1st Baronet			no-change	en de nl sv da es it hu	
Q7528253	title	upper	Sir		Sir Levinus Bennet, 2nd Baronet			no-change	en fr	
Q7528257	title	upper	Sir		Sir Lewis Molesworth, 11th Baronet			no-change	en de nl sv da es hu	
Q7528258	title	upper	Sir		Sir Lindsay Lindsay-Hogg, 1st Baronet			no-change	en de nl sv da es hu	6000000017665508690
Q7528262	title	upper	Sir		Sir Lionel Smith, 1st Baronet			no-change	en nl es	
Q7528264	title	upper	Sir		Sir Lionel Tollemache, 3rd Baronet			no-change	en es	
Q7528269	title	upper	Sir		Sir Louis Baron, 1st Baronet			no-change	en es	
Q7528273	title	upper	Sir		Sir Lovelace Stamer, 3rd Baronet			no-change	en	6000000016491272464
Q7528276	title	upper	Sir		Sir Lucius O'Brien, 3rd Baronet			no-change	en	6000000013329117713
Q7528282	title	upper	Sir		Sir Malcolm Bullock, 1st Baronet			no-change	en de nl sv da es it hu	6000000005750431027
Q7528284	title	upper	Sir		Sir Malcolm Colquhoun, 9th Baronet			no-change	en en-ca de nl es	
Q7528286	title	upper	Sir		Sir Manasseh Masseh Lopes, 1st Baronet			no-change	en de nl sv da es hu	
Q7528287	title	upper	Sir		Sir Malcolm Stewart, 1st Baronet			no-change	en es hu	
Q7528293	title	upper	Sir		Sir Marmaduke Wyvill, 1st Baronet			no-change	en fr	
Q7528294	title	upper	Sir	Sir Mark Sykes, 1st Baronet	Sir Mark Sykes, 1st Baronet			no-change	mul en	6000000019177438423
Q7528302	title	upper	Sir		Sir Martin Lumley, 1st Bt.			no-change	en nl	6000000024318335468
Q7528304	title	upper	Sir		Sir Martin Wedgwood, 3rd Baronet			no-change	en fr	6000000001814842444
Q7528309	title	upper	Sir		Sir Matthew Deane, 3rd Baronet			no-change	en	
Q7528311	title	upper	Sir		Sir Matthew Deane, 4th Baronet			no-change	en	
Q7528313	title	upper	Sir		Sir Matthew Fetherstonhaugh, 1st Baronet			no-change	en de	6000000039440639942
Q7528314	title	upper	Sir		Sir Matthew Lamb, 1st Baronet			no-change	en	6000000009466264872
Q7528316	title	upper	Sir		Sir Matthew White Ridley, 2nd Baronet			no-change	en de nl sv da es hu	6000000019736587344
Q7528317	title	upper	Sir		Sir Matthew White Ridley, 3rd Baronet			no-change	en de nl sv es	6000000014893344814
Q7528319	title	upper	Sir		Sir Matthew Wood, 1st Baronet			no-change	en de nl es hu	6000000017427694573
Q7528323	title	upper	Sir		Sir Max Aitken, 2nd Baronet			no-change	en fr nl sv da fi es it pt cs hu	6000000001456540999
Q7528324	title	upper	Sir		Sir Merrik Burrell, 1st Baronet			no-change	en	6000000010868245001
Q7528329	title	upper	Sir		Sir Michael Bunbury, 13th Baronet			no-change	en nl es hu	
Q7528332	title	upper	Sir		Sir Michael Culme-Seymour, 4th Baronet			no-change	en es hu	
Q7528334	title	upper	Sir		Sir Michael Culme-Seymour, 3rd Baronet			no-change	en es	6000000007467695252
Q7528336	title	upper	Sir		Sir Michael Hicks Beach, 8th Baronet			no-change	en de nl sv es hu	6000000028139541296
Q7528337	title	upper	Sir		Sir Michael Duff, 3rd Baronet			no-change	en es	
Q7528341	title	upper	Sir		Sir Michael Stanhope			no-change	en de nl es	6000000001608770569
Q7528345	title	upper	Sir Miles		Sir Miles Sandys, 1st Baronet			no-change	en fr	
Q7528351	title	upper	Sir		Sir Montagu Chapman, 3rd Baronet			no-change	en de nl sv da es	6000000041047696226
Q7528354	title	upper	Sir		Sir Montague Cholmeley, 1st Baronet			no-change	en de nl sv es hu	6000000030394649600
