qid	kind	case	leading_title	live_mul	live_en	proposed_label	proposed_aliases	hold	langs_carrying_live	geni_ids
Q88594	title	upper	Countess		Countess Palatine Magdalena Claudia of Zweibrücken-Birkenfeld-Bischweiler			no-change	en es	6000000005598791817
Q88596	title	upper	Princess		Princess Sophia Wilhelmina of Saxe-Coburg-Saalfeld			no-change	en en-ca es	
Q88851	title	upper	Prince		Prince Henri, Count of Chambord			no-change	en	
Q89102	title	upper	Baron		Baron Karl von Macchio			no-change	en nl	6000000059326166857
Q89301	title	upper	Princess		Princess Marie Auguste of Hanau und Horowitz, Gräfin von Schaumburg			no-change	en	6000000000051920253
Q90178	title	upper	Prince		Prince Louis of Anhalt-Köthen			no-change	en en-ca nl es	6000000014338114381
Q91226	title	upper	Baroness		Baroness Wilhelmine of Dörnberg			no-change	en nl es	
Q91546	title	upper	Countess		Countess Johanna Sophia of Hohenlohe-Langenburg			no-change	en es	
Q91755	title	upper	Countess		Countess Katharina Dorothea Finck of Finckenstein			no-change	en es	6000000000818453626
Q91821	title	upper	Princess		Princess Christa of Thurn and Taxis			no-change	en fr nl es hu	
Q92153	title	upper	Duke		Duke Siegfried August in Bavaria			no-change	en en-ca nl hu	6000000002188412979
Q92267	title	upper	Princess		Princess Casimire of Anhalt-Dessau			no-change	en es	
Q92270	title	upper	Princess		Princess Charlotte Wilhelmine of Saxe-Coburg-Saalfeld			no-change	en en-ca es	
Q92360	title	upper	Duke		Duke Carl Alexander of Württemberg			no-change	en en-ca nl pl	
Q93341	title	upper	Miles	Miles Davis	Miles Davis			no-change	mul en en-ca en-us fr de nl sv da nb fi et es it pt la pl cs hu	6000000042514521966
Q94334	title	upper	Queen		Queen Mathilde of Belgium			no-change	en	6000000002986377544
Q95379	title	upper	Princess		Princess Margareta, Princess of Sayn-Wittgenstein-Berleburg			no-change	en	6000000004237105455
Q95587	title	upper	Prince		Prince Franz Adolph of Anhalt-Bernburg-Schaumburg-Hoym			no-change	en nl es	6000000013539254198
Q95596	title	upper	Duke		Duke Frederick of Saxe-Weimar			no-change	en es	6000000001504709356
Q95807	title	upper	Princess		Princess Anne, Princess Ludwig of Löwenstein-Wertheim-Freudenberg			no-change	en	
Q96045	title	upper	Prince		Prince Gustav of Thurn and Taxis			no-change	en nl es hu	
Q96046	title	upper	Princess		Princess Hildegard Marie of Bavaria			no-change	en	6000000002188374188
Q96058	title	upper	Duke		Duke Karl Borwin of Mecklenburg-Strelitz			no-change	en	6000000007329600409
Q96537	title	upper	Princess		Princess Maria Leopoldine of Anhalt-Dessau			no-change	en es	
Q96547	title	upper	Prince		Prince Max Emanuel of Thurn and Taxis			no-change	en es	6000000002188412287
Q96731	title	upper	Prince		Prince Bernhard, Margrave of Baden			no-change	en	
Q96733	title	upper	Duchess		Duchess Woizlawa Feodora of Mecklenburg-Schwerin			no-change	en	6000000002188601796
Q96849	title	upper	Princess		Princess Louise of Saxe-Meiningen			no-change	en es	
Q96907	title	upper	Prince		Prince Luitpold of Bavaria			no-change	en en-ca nl	
Q97033	title	upper	Countess		Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler			no-change	en en-ca es	6000000003827467170
Q97063	title	upper	Prince		Prince Friedrich Wilhelm, Landgrave of Hesse-Kassel			no-change	en	
Q98022	title	upper	Countess		Countess Palatine Elisabeth of Simmern-Sponheim			no-change	en nl es	6000000006727778081
Q98321	title	upper	Countess		Countess Palatine Helena of Simmern			no-change	en en-ca nl es	
Q98517	title	upper	Count		Count Ferdinand Edzard of East Frisia			no-change	en es	
Q98599	title	upper	Princess		Princess Therese of Saxe-Altenburg			no-change	en	6000000002606796117
Q98661	title	upper	Prince		Prince Friedrich Wilhelm, 7th Prince of Wied			no-change	en	
Q98835	title	upper	Prince		Prince Eduard, Prince of Anhalt			no-change	en	
Q100637	title	upper	Duke		Duke Christoph in Bavaria			no-change	en	6000000002188412987
Q100754	title	upper	Princess		Princess Maria Theresia of Thurn and Taxis			no-change	en nl es	
Q100832	title	upper	Baroness		Baroness Elisabeth of Wangenheim-Winterstein			no-change	en nl es	
Q101172	title	upper	Countess		Countess Palatine Barbara of Zweibrücken-Neuburg			no-change	en en-ca nl es	6000000006727781831
Q101354	title	upper	Prince		Prince Franz Albrecht of Saxe-Lauenburg			no-change	en	
Q101731	title	upper	Prince		Prince Ferfried of Hohenzollern			no-change	en en-ca nl	6000000008116003013
Q102166	title	upper	Duke		Duke Ferdinand Frederick Augustus of Württemberg			no-change	en	6000000002605405839
Q103628	title	upper	Princess		Princess Elisabeth of Thurn and Taxis			no-change	en	
Q104380	title	upper	Prince		Prince Otto of Hesse and by Rhine			no-change	en	6000000001986397071
Q104469	title	upper	Duke		Duke Karl of Mecklenburg-Schwerin			no-change	en	
Q104785	title	upper	Countess		Countess Palatine Dorothea of Simmern			no-change	en es	
Q105946	title	upper	Prince		Prince George of Prussia			no-change	en en-ca nl es it	6000000002188453092
Q105950	title	upper	Prince		Prince Alexander of Prussia			no-change	en en-ca nl es	
Q105976	title	upper	Princess		Princess Cecilie Viktoria of Prussia			no-change	en	6000000003232528950
Q105980	title	upper	Prince		Prince Friedrich Wilhelm of Prussia			no-change	en	323461052710007623
Q106077	title	upper	Lady		Lady Godiva			no-change	en de nl da es it pt hu	6000000000392429148
Q106453	title	upper	Princess		Princess Frederica Caroline of Saxe-Coburg-Saalfeld			no-change	en	6000000002188399641
Q106780	title	upper	Prince		Prince Ferdinand of Bavaria			no-change	en pt	6000000000402282136
Q107789	title	upper	Prince		Prince Friedrich Ferdinand of Schleswig-Holstein-Sonderburg-Glücksburg			no-change	en en-ca es	
Q108883	title	upper	Prince		Prince August of Saxony			no-change	en	6000000006727757696
Q108971	title	upper	Prince		Prince Friedrich Christian of Schaumburg-Lippe			no-change	en nl es	
Q109241	title	upper	Prince		Prince Johann Adolph of Nassau-Usingen			no-change	en	
Q110290	title	upper	Prince		Prince Johann Ernst of Löwenstein-Wertheim-Rochefort			no-change	en	
Q110573	title	upper	Countess		Countess Palatine Margaret of Mosbach			no-change	en en-ca es	
Q111309	title	upper	Countess		Countess Palatine Ernestine of Sulzbach			no-change	en en-ca nl	6000000012579855869
Q112102	title	upper	Princess		Princess Sophie of Hohenberg			no-change	en en-ca	6000000008429558508
Q112857	title	upper	Count		Count Palatine William of Gelnhausen			no-change	en en-ca nl es	
Q112936	title	upper	Countess		Countess Palatine Irmengard of the Rhine			no-change	en	
Q113496	title	upper	Duke		Duke Nalon			no-change	en fr de nl sv da nb fi es it pt pl hu	6000000131237029899
Q113653	title	upper	Princess		Princess Sophie of Liechtenstein			no-change	en en-ca	6000000016255654791
Q115132	title	upper	Duchess		Duchess Marie Antoinette of Mecklenburg-Schwerin			no-change	en	
Q115282	title	upper	Prince		Prince Henry of Prussia			no-change	en en-ca	
Q115377	title	upper	Sir		Sir Joshua Rowley, 1st Baronet			no-change	en nl es hu	6000000016674139612
Q116062	title	upper	Princess		Princess Alice of Battenberg			no-change	en	6000000003075330310
Q116325	title	upper	Prince		Prince Michel, 14th Prince of Ligne			no-change	en	
Q117081	title	upper	King		King Levinsky			no-change	en en-ca fr de nl sv da nb es hu	6000000018328682738
Q117174	title	upper	Prince		Prince Henry, Duke of Gloucester			no-change	en	4177431868920073938
Q117329	title	upper	Prince		Prince Egon von Fürstenberg			no-change	en	6000000000891782127
Q118087	title	upper	Saint		Saint Ludmila of Bohemia			no-change	en	6000000001120089414
Q118475	title	upper	Duke		Duke Otto Henry of Brunswick-Harburg			no-change	en es	6000000000609971523
Q119461	title	upper	Princess		Princess Nukata			no-change	en nl	
Q123688	title	upper	Duke	Duke Kahanamoku	Duke Kahanamoku			no-change	mul en en-ca fr de nl sv da nb fi es it pt pl cs hu	6000000068477608822
Q123867	title	upper	Marquis	Marquis de Sade	Marquis de Sade			no-change	mul en en-ca fr nl nb	6000000000129400130
Q123987	title	upper	Prince		Prince Sadruddin Aga Khan			no-change	en it	6000000011088220350
Q125361	title	upper	Prince		Prince Michael of Prussia			no-change	en en-ca	323461420160004237
Q125721	title	upper	Prince		Prince Emanuele Filiberto of Savoy			no-change	en	
Q127010	title	upper	Sir		Sir Thomas Metcalfe, 4th Baronet			no-change	en es hu	6000000017122020005
Q128343	title	upper	Lord	Lord Charles Bentinck	Lord Charles Bentinck			no-change	mul en	6000000001356253464
Q129546	title	upper	Saint		Saint Gunther of Bohemia			no-change	en	
Q131045	title	upper	Queen		Queen Sonja of Norway			no-change	en	299644224350007981
Q133752	title	upper	Princess		Princess Louise of Prussia			no-change	en en-ca es	6000000002188456951
Q133896	title	upper	Prince		Prince Dimitrie Ghica			no-change	en	
Q135071	title	upper	Lord		Lord Sidney Beauclerk			no-change	en de sv da nb es hu	6000000002188470846
Q137752	title	upper	Prince		Prince Mohammad Hashim Khan			no-change	en fr	
Q138465	title	upper	Saint		Saint Sava			no-change	en	
Q138559	title	upper	Lord	Lord William Bentinck	Lord William Bentinck			no-change	mul en fr de nl sv da	6000000000921429440
Q138786	title	upper	Prince		Prince Ferdinand, Duke of Alençon			no-change	en en-ca	
Q145200	title	upper	Prince		Prince Karl Wilhelm of Hesse-Darmstadt			no-change	en es	4329460963020033431
Q145654	title	upper	Prince		Prince Frederick of Great Britain			no-change	en hu	
Q147924	title	upper	Count		Count You of Cao			no-change	en nl	
Q151930	title	upper	Princess		Princess Masako Takeda			no-change	en es	
Q152239	title	upper	Queen		Queen Camilla			no-change	en	6000000003081589893
Q152245	title	upper	Prince		Prince Albert of Saxe-Coburg and Gotha			no-change	en	6000000000697518124
Q152308	title	upper	Queen		Queen Silvia of Sweden			no-change	en	4112056
Q152316	title	upper	Prince		Prince Harry, Duke of Sussex			no-change	en	6000000003075017807
Q153815	title	upper	Princess	Princess Margaret, Countess of Snowdon	Princess Margaret, Countess of Snowdon			no-change	mul en	4033364832200075513
Q154388	title	upper	Princess		Princess Marie of Schwarzburg-Rudolstadt			no-change	en es	4695063
Q154920	title	upper	Prince		Prince Edward, Duke of Edinburgh			no-change	en	
Q155566	title	upper	Princess		Princess Alice of the United Kingdom			no-change	en	6000000000703284437
Q156531	title	upper	Prince		Prince Andrew of Greece and Denmark			no-change	en	5495575341940116659
Q156548	title	upper	Queen		Queen Sofía of Spain			no-change	en	
Q157009	title	upper	Prince		Prince Edward, Duke of Kent and Strathearn			no-change	en	4087038607800049893
Q158140	title	upper	Princess	Princess Beatrice of the United Kingdom	Princess Beatrice of the United Kingdom			no-change	mul en en-us	6000000000693790112
Q158173	title	upper	Princess		Princess Margaret of Connaught			no-change	en	4108298
Q158208	title	upper	Count		Count of St. Germain			no-change	en	
Q158232	title	upper	Prince		Prince Charles Alexander of Lorraine			no-change	en	6000000006101312836
Q158258	title	upper	Prince		Prince Edward, Duke of Kent			no-change	en	6000000003219470601
Q159101	title	upper	Prince		Prince Joachim of Denmark			no-change	en en-ca	
Q159609	title	upper	Prince		Prince Claus of the Netherlands			no-change	en	4695377
Q159670	title	upper	Prince		Prince Albert Victor, Duke of Clarence and Avondale			no-change	en en-ca	6000000003071101333
Q160539	title	upper	Princess		Princess Helena of the United Kingdom			no-change	en	6000000003622814126
Q160541	title	upper	Prince		Prince Leopold, Duke of Albany			no-change	en	6000000000900601757
Q160558	title	upper	Prince		Prince Arthur, Duke of Connaught and Strathearn			no-change	en	6000000000693498797
Q160770	title	upper	Prince		Prince George, Duke of Kent			no-change	en fi	6000000008480806912
Q160984	title	upper	Princess		Princess Joséphine-Charlotte of Belgium			no-change	en	304356297110003841
Q161167	title	upper	Princess		Princess Louise, Duchess of Argyll			no-change	en	6000000001503528485
Q162356	title	upper	Lady		Lady Jane Grey			no-change	en en-ca da nb fi	368988617700011508
Q164294	title	upper	Saint		Saint Anne			no-change	en en-ca	5416397034490026906
Q164500	title	upper	Princess		Princess Victoria Melita of Saxe-Coburg and Gotha			no-change	en	6000000000307239990
Q165096	title	upper	Princess		Princess Märtha Louise of Norway			no-change	en en-ca	6000000002936013635
Q165249	title	upper	Princess		Princess Ingrid Alexandra of Norway			no-change	en en-ca	304336581520006452
Q165479	title	upper	Saint		Saint Patrick			no-change	en	6000000008173864486
Q165657	title	upper	Princess		Princess Beatrice of York			no-change	en en-ca	
Q165709	title	upper	Princess		Princess Eugenie of York			no-change	en en-ca	6000000003095841577
Q166056	title	upper	Cardinal		Cardinal Mazarin			no-change	en	6000000004309347122
Q167384	title	upper	Infanta		Infanta Isabel Fernandina of Spain			no-change	en	6000000008378850008
Q167564	title	upper	Princess		Princess Friederike Charlotte of Hesse-Darmstadt			no-change	en	6000000005598992314
Q168355	title	upper	Don		Don Beddoe			no-change	en en-ca fr de nl sv da nb fi et es it pt pl cs hu	6000000078022725043
Q169448	title	upper	Princess		Princess Isabella of Parma			no-change	en	6000000001470050527
Q169902	title	upper	Prince		Prince Aimone, 4th Duke of Aosta			no-change	en	6000000003202364857
Q170160	title	upper	Prince		Prince Nicholas of Greece and Denmark			no-change	en en-ca	
Q170184	title	upper	Princess		Princess Marina of Greece and Denmark			no-change	en	6000000003148280269
Q170191	title	upper	Princess		Princess Alexandra, Lady Ogilvy			no-change	en	6000000003152099422
Q170194	title	upper	Princess		Princess Astrid, Archduchess of Austria-Este			no-change	en	
Q170197	title	upper	Princess		Princess Stéphanie of Belgium			no-change	en	6000000000632030828
Q170294	title	upper	Prince		Prince Richard, Duke of Gloucester			no-change	en en-ca fi	
Q170396	title	upper	Prince		Prince George of Greece and Denmark			no-change	en	6000000003171751091
Q175176	title	upper	Prince		Prince Moulay Rachid of Morocco			no-change	en	
Q176550	title	upper	Saint	Saint Simon	Saint Simon de Valois			no-change	mul	
Q177715	title	upper	Princess		Princess Rym, Princess Ali bin Al-Hussein of Jordan			no-change	en	
Q177769	title	upper	Princess		Princess Feodora of Saxe-Meiningen			no-change	en es	6000000002342855455
Q179728	title	upper	Prince		Prince Xavier, Hereditary Duke of Parma			no-change	en	6000000003477948715
Q181415	title	upper	Infanta		Infanta Adelgundes, Duchess of Guimarães			no-change	en	
Q181553	title	upper	Prince		Prince Karl Wilhelm I, Prince of Nassau-Usingen			no-change	en	6000000005599082506
Q182897	title	upper	Prince		Prince Henry the Navigator			no-change	en en-us	6000000000389797167
Q183074	title	upper	Sor	Sor Juana Inés de la Cruz	Sor Juana Inés de la Cruz			no-change	mul en hu	6000000030605071308
Q185481	title	upper	Prince		Prince Friedrich Wilhelm of Prussia			no-change	en en-ca hu	6000000004393581062
Q186549	title	upper	Princess		Princess Alexandrine of Prussia			no-change	en	6000000002907724104
Q196301	title	upper	Countess		Countess Louise Henriette of Nassau			no-change	en en-ca	6000000001554051035
Q196527	title	upper	Saint		Saint Wenceslaus I, Duke of Bohemia			no-change	en	6000000007416227921
Q197585	title	upper	Lady	Lady Zhen	Lady Zhen			no-change	mul en nl es it	
Q198009	title	upper	King		King Tai of Zhou			no-change	en nl	
Q198154	title	upper	King		King Zhuang of Chu			no-change	en nl es	
Q198895	title	upper	Prince		Prince Teimuraz of Georgia			no-change	en	
Q200678	title	upper	Queen		Queen Rania of Jordan			no-change	en	4587196820630031103
Q201153	title	upper	Lord		Lord Thomas Howard			no-change	en sv da nb es hu	
Q201589	title	upper	Queen		Queen Letizia of Spain			no-change	en en-ca	6000000013239023072
Q202025	title	upper	Duke		Duke Paul Wilhelm of Württemberg			no-change	en en-ca nl	6000000002188416225
Q203579	title	upper	Countess		Countess Caroline of Erbach-Fürstenau			no-change	en es	
Q204864	title	upper	Princess		Princess Helena Victoria of Schleswig-Holstein			no-change	en sv fi pl hu	6000000003219721204
Q208615	title	upper	Queen		Queen Mary of Denmark			no-change	en	6000000002878651859
Q209449	title	upper	Prince		Prince Daniel, Duke of Västergötland			no-change	en en-ca	6000000004106409671
Q210806	title	upper	Prince		Prince Naquiyuddin of Negeri Sembilan			no-change	en	
Q211673	title	upper	Princess		Princess Maria Annunziata of Bourbon-Two Sicilies			no-change	en	6000000003867000432
