wikidata_qid,property,label,value,geni_id,orderlife_qid,verdict
Q430916,P8172,Sejm-Wielki.pl profile ID,dw.323,,Q121895,already stated
Q430916,P2949,WikiTree person ID,Weimar-32,,Q121895,already stated
Q430916,P7929,Roglo person ID,p=ulrich;n=von weimar;oc=1,,Q121895,already stated
Q430916,P1819,genealogics.org person ID,I00079976,,Q121895,already stated
Q469619,P1185,Rodovid ID,391519,,Q121897,already stated
Q469619,P4638,The Peerage person ID,p1.htm#i7,,Q121897,already stated
Q469619,P4159,WeRelate person ID,Eilika_of_Saxony_(1),,Q121897,already stated
Q469619,P8172,Sejm-Wielki.pl profile ID,dw.326,,Q121897,already stated
Q469619,P2949,WikiTree person ID,Billung-116,,Q121897,already stated
Q469619,P7929,Roglo person ID,p=eilika;n=von sachsen,,Q121897,already stated
Q469619,P1819,genealogics.org person ID,I00020373,,Q121897,already stated
Q475962,P1819,genealogics.org person ID,I00330338,,Q121899,already stated
Q475962,P4159,WeRelate person ID,"Ulric_II,_Margrave_of_Carniola_(1)",,Q121899,already stated
Q475962,P7929,Roglo person ID,p=ulrich;n=von weimar,,Q121899,already stated
Q1303429,P1185,Rodovid ID,770192,,Q121901,already stated
Q1303429,P4638,The Peerage person ID,p64710.htm#i647093,,Q121901,already stated
Q1303429,P4159,WeRelate person ID,"Poppo_II,_Margrave_of_Carniola_(1)",,Q121901,already stated
Q1303429,P8172,Sejm-Wielki.pl profile ID,sw.212467,,Q121901,already stated
Q1303429,P2949,WikiTree person ID,Istria-6,,Q121901,already stated
Q1303429,P7929,Roglo person ID,p=poppo;n=von weimar,,Q121901,already stated
Q1303429,P1819,genealogics.org person ID,I00079974,,Q121901,already stated
Q80963466,P1185,Rodovid ID,126067,,Q121903,already stated
Q80963466,P4159,WeRelate person ID,Richarde_De_Carinthe_(1)|Richgard_von_Krain-Orlamünde_(1),,Q121903,item states a DIFFERENT value for this property
Q80963466,P8172,Sejm-Wielki.pl profile ID,sw.212458,,Q121903,already stated
Q80963466,P2949,WikiTree person ID,Istria-9,,Q121903,already stated
Q80963466,P7929,Roglo person ID,p=richgard;n=von weimar,,Q121903,already stated
Q80963466,P1819,genealogics.org person ID,I00080014,,Q121903,already stated
Q62588465,P2949,WikiTree person ID,Sinadenos-2,,Q121905,already stated
Q62588465,P4638,The Peerage person ID,p11409.htm#i114088,,Q121905,already stated
Q62588465,P1819,genealogics.org person ID,I00020700,,Q121905,already stated
Q62588465,P8172,Sejm-Wielki.pl profile ID,dw.6009,,Q121905,already stated
Q3107797,P1185,Rodovid ID,90486,,Q121911,already stated
Q3107797,P4159,WeRelate person ID,Giselbert_I_van_Loon_(1)|Unknown_Giselbert_(1),,Q121911,item states a DIFFERENT value for this property
Q3107797,P2949,WikiTree person ID,Loon-12,,Q121911,already stated
Q3107797,P7929,Roglo person ID,p=gislebert;n=de looz,,Q121911,already stated
Q3107797,P1819,genealogics.org person ID,I00106439,,Q121911,already stated
Q2141596,P1185,Rodovid ID,90462,,Q121913,already stated
Q2141596,P4638,The Peerage person ID,p51930.htm#i519293,,Q121913,already stated
Q2141596,P4159,WeRelate person ID,Emmon_von_Loon_(1)|Emmo_Von_Looz_(1),,Q121913,item states a DIFFERENT value for this property
Q2141596,P2949,WikiTree person ID,Loon-14,,Q121913,already stated
Q2141596,P7929,Roglo person ID,p=emmon;n=de looz,,Q121913,already stated
Q2141596,P1819,genealogics.org person ID,I00106441,,Q121913,already stated
Q134739773,P2949,WikiTree person ID,Árpád-11,,Q121915,already stated
Q134739773,P1819,genealogics.org person ID,I00139743,,Q121915,already stated
Q134739773,P4159,WeRelate person ID,Unknown_daughter_of_Coloman_of_Hungary_(1),,Q121915,already stated
Q134739773,P7929,Roglo person ID,p=ne;n=arpad;oc=1,,Q121915,already stated
Q19663453,P1185,Rodovid ID,710927,,Q121917,already stated
Q19663453,P4638,The Peerage person ID,p11409.htm#i114083,,Q121917,already stated
Q19663453,P4159,WeRelate person ID,Premislava_Svyatopolkovna_(1),,Q121917,already stated
Q19663453,P8172,Sejm-Wielki.pl profile ID,dw.352,,Q121917,already stated
Q19663453,P2949,WikiTree person ID,Kiev-36,,Q121917,already stated
Q19663453,P7929,Roglo person ID,p=predslava;n=rurikides;oc=2,,Q121917,already stated
Q19663453,P1819,genealogics.org person ID,I00020702,,Q121917,already stated
Q2334263,P1185,Rodovid ID,580,,Q121923,already stated
Q2334263,P4638,The Peerage person ID,p39265.htm#i392646,,Q121923,already stated
Q2334263,P4159,WeRelate person ID,Malusha_(1),,Q121923,already stated
Q2334263,P8172,Sejm-Wielki.pl profile ID,dw.222,,Q121923,already stated
Q2334263,P2949,WikiTree person ID,Lubech-1,,Q121923,already stated
Q2334263,P7929,Roglo person ID,p=maloucha;n=lioubetchanine,,Q121923,already stated
Q311291,P1185,Rodovid ID,563,,Q121927,already stated
Q311291,P4638,The Peerage person ID,p22071.htm#i220708,,Q121927,already stated
Q311291,P4159,WeRelate person ID,Yaropolk_I_of_Kiev_(1),,Q121927,already stated
Q311291,P8172,Sejm-Wielki.pl profile ID,dw.202,,Q121927,already stated
Q311291,P535,Find a Grave memorial ID,123378873,,Q121927,already stated
Q311291,P2949,WikiTree person ID,Рюрикович-49,,Q121927,item states a DIFFERENT value for this property
Q311291,P7929,Roglo person ID,p=iaropolk;n=rurikides,,Q121927,already stated
Q311291,P1819,genealogics.org person ID,I00422394,,Q121927,already stated
Q311291,P9495,National Historical Museums of Sweden ID,person/954BACF8-0C08-4D3D-86AD-6846E6D32E79,,Q121927,already stated
Q18691680,P1185,Rodovid ID,882,,Q121929,already stated
Q18691680,P4159,WeRelate person ID,Grand_Olava_(1),,Q121929,already stated
Q3493060,P1185,Rodovid ID,1307,,Q121931,already stated
Q3493060,P4159,WeRelate person ID,Malfrida_(1),,Q121931,already stated
Q3493060,P7929,Roglo person ID,p=ne;n=n;oc=10174,,Q121931,already stated
Q48617883,P1185,Rodovid ID,880,,Q121933,already stated
Q48617883,P1819,genealogics.org person ID,I00422395,,Q121933,already stated
Q48617883,P7929,Roglo person ID,p=ne;n=n;oc=6127,,Q121933,already stated
Q48617883,P2949,WikiTree person ID,Van_Griekenland-1,,Q121933,already stated
Q311575,P1185,Rodovid ID,566|381892,,Q121935,item states a DIFFERENT value for this property
Q311575,P4638,The Peerage person ID,p22072.htm#i220712,,Q121935,already stated
Q311575,P4159,WeRelate person ID,Sviatopolk_I_of_Kiev_(1),,Q121935,already stated
Q311575,P2949,WikiTree person ID,Grand_Duke_of_Kiev-9,,Q121935,item states a DIFFERENT value for this property
Q311575,P7929,Roglo person ID,p=sviatopolk vladimirovich;n=rurikides,,Q121935,already stated
Q311575,P1819,genealogics.org person ID,I00422396,,Q121935,already stated
Q311575,P9495,National Historical Museums of Sweden ID,person/8F542A54-5C7C-444F-97C2-7C64FC21D5F5,,Q121935,already stated
Q4411634,P1185,Rodovid ID,572,,Q121937,already stated
Q4411634,P1819,genealogics.org person ID,I00300218,,Q121937,already stated
Q4411634,P7929,Roglo person ID,p=swiatoslaw;n=rurikides,,Q121937,already stated
Q4368769,P1185,Rodovid ID,576,,Q121939,already stated
Q4368769,P7929,Roglo person ID,p=pozwizd;n=rurikides,,Q121939,already stated
Q22045850,P1185,Rodovid ID,708484,,Q121941,already stated
Q22045850,P2949,WikiTree person ID,Рюриковичa-2,,Q121941,already stated
Q232137,P1185,Rodovid ID,148877,,Q121945,already stated
Q232137,P4638,The Peerage person ID,p52941.htm#i529410,,Q121945,already stated
Q232137,P2949,WikiTree person ID,Karbonopsina-3,,Q121945,already stated
Q232137,P4159,WeRelate person ID,Theophano_(1),,Q121945,already stated
Q4173408,P1185,Rodovid ID,578,,Q121953,already stated
Q4173408,P2949,WikiTree person ID,Kiev-129,,Q121953,already stated
Q4173408,P7929,Roglo person ID,p=eustache;n=rurikides,,Q121953,already stated
Q2625711,P1185,Rodovid ID,595,,Q121957,already stated
Q2625711,P2949,WikiTree person ID,Duke_of_Polotsk-2,,Q121957,item states a DIFFERENT value for this property
Q2625711,P8172,Sejm-Wielki.pl profile ID,dw.239,,Q121957,already stated
Q2625711,P7929,Roglo person ID,p=vseslav;n=rurikides;oc=1,,Q121957,already stated
Q167719,P1185,Rodovid ID,1370365,,Q121963,already stated
Q167719,P4159,WeRelate person ID,Henry_of_Groitzsch_(1),,Q121963,already stated
Q167719,P8172,Sejm-Wielki.pl profile ID,dw.343,,Q121963,already stated
Q167719,P2949,WikiTree person ID,Groitzsch-5,,Q121963,already stated
Q167719,P1819,genealogics.org person ID,I00444558,,Q121963,already stated
Q827763,P1185,Rodovid ID,911385,,Q121965,already stated
Q827763,P4638,The Peerage person ID,p893.htm#i8930,,Q121965,already stated
Q827763,P8172,Sejm-Wielki.pl profile ID,dw.344,,Q121965,already stated
Q827763,P2949,WikiTree person ID,Groitzsch-2,,Q121965,already stated
Q827763,P7929,Roglo person ID,p=berta;n=von groitzsch,,Q121965,already stated
Q827763,P1819,genealogics.org person ID,I00330309,,Q121965,already stated
Q2585356,P1819,genealogics.org person ID,I00029969,,Q121967,already stated
Q2585356,P8172,Sejm-Wielki.pl profile ID,dw.342,,Q121967,already stated
Q2585356,P7929,Roglo person ID,p=wiprecht;n=von groitzsch;oc=2,,Q121967,already stated
Q768913,P1819,genealogics.org person ID,I00330349,,Q121973,already stated
Q768913,P4159,WeRelate person ID,Sophia_of_Berg_(1),,Q121973,already stated
Q768913,P7929,Roglo person ID,p=sophie;n=von berg,,Q121973,already stated
Q768913,P8172,Sejm-Wielki.pl profile ID,dw.506,,Q121973,already stated
Q381080,P1185,Rodovid ID,346871,,Q121981,already stated
Q381080,P4638,The Peerage person ID,p10546.htm#i105453,,Q121981,already stated
Q381080,P4159,WeRelate person ID,Canute_V_of_Denmark_(1),,Q121981,already stated
Q381080,P8172,Sejm-Wielki.pl profile ID,dw.508,,Q121981,already stated
Q381080,P2949,WikiTree person ID,Magnussen-11,,Q121981,already stated
Q381080,P7929,Roglo person ID,p=knud;n=de danemark;oc=5,,Q121981,already stated
Q381080,P1819,genealogics.org person ID,I00029927,,Q121981,already stated
Q381080,P9495,National Historical Museums of Sweden ID,person/bbe9fc0d-ade2-415e-b7aa-d755e8ca144b,,Q121981,already stated
Q3920891,P1819,genealogics.org person ID,I00029929,,Q121987,already stated
Q3920891,P4159,WeRelate person ID,Vasiļko_of_Minsk_(1),,Q121987,already stated
Q3920891,P7929,Roglo person ID,p=vassilko;n=rurikides;oc=6,,Q121987,already stated
Q4965708,P8172,Sejm-Wielki.pl profile ID,dw.530,,Q121989,already stated
Q4965708,P7929,Roglo person ID,p=maria;n=.,,Q121989,already stated
Q2465089,P1185,Rodovid ID,170186,,Q121991,already stated
Q2465089,P4638,The Peerage person ID,p11460.htm#i114591,,Q121991,already stated
Q2465089,P4159,WeRelate person ID,Wierzchosława_(1),,Q121991,already stated
Q2465089,P8172,Sejm-Wielki.pl profile ID,dw.527,,Q121991,already stated
Q2465089,P2949,WikiTree person ID,Рюрикович-17,,Q121991,already stated
Q2465089,P7929,Roglo person ID,p=viatcheslava;n=rurikides;oc=1,,Q121991,already stated
Q3228728,P1185,Rodovid ID,173964,363886034950010574,Q121993,already stated
Q3228728,P4159,WeRelate person ID,"Leszek,_Duke_of_Masovia_(1)",363886034950010574,Q121993,already stated
Q3228728,P8172,Sejm-Wielki.pl profile ID,dw.531,363886034950010574,Q121993,already stated
Q3228728,P7929,Roglo person ID,p=leszek;n=piast;oc=4,363886034950010574,Q121993,already stated
Q126118056,P1185,Rodovid ID,707829,,Q121995,already stated
Q126118056,P8172,Sejm-Wielki.pl profile ID,dw.528,,Q121995,already stated
Q126118056,P7929,Roglo person ID,p=boleslaw;n=piast;oc=5,,Q121995,already stated
Q775563,P1185,Rodovid ID,161373,,Q121999,already stated
Q775563,P4638,The Peerage person ID,p11461.htm#i114602,,Q121999,already stated
Q775563,P4159,WeRelate person ID,Odon_of_Poznań_(1)|Odon_Piast_(1),,Q121999,item states a DIFFERENT value for this property
Q775563,P8172,Sejm-Wielki.pl profile ID,dw.533,,Q121999,already stated
Q775563,P2949,WikiTree person ID,Piast-9,,Q121999,already stated
Q775563,P7929,Roglo person ID,p=odon;n=piast,,Q121999,already stated
Q775563,P1819,genealogics.org person ID,I00165071,,Q121999,already stated
Q5544629,P1185,Rodovid ID,708333,,Q122001,already stated
Q5544629,P4159,WeRelate person ID,Stephen_of_Greater_Poland_(1),,Q122001,already stated
Q5544629,P8172,Sejm-Wielki.pl profile ID,dw.537,,Q122001,already stated
Q5544629,P2949,WikiTree person ID,Great_Poland-1,,Q122001,already stated
Q5544629,P7929,Roglo person ID,p=stefan;n=piast,,Q122001,already stated
Q5464191,P1185,Rodovid ID,12209,,Q122005,already stated
Q5464191,P4638,The Peerage person ID,p11461.htm#i114605,,Q122005,already stated
Q5464191,P4159,WeRelate person ID,Wierzchoslawa_Ludmilla_of_Greater_Poland_(1),,Q122005,already stated
Q5464191,P8172,Sejm-Wielki.pl profile ID,dw.535,,Q122005,already stated
Q5464191,P2949,WikiTree person ID,Piast-23,,Q122005,already stated
Q5464191,P7929,Roglo person ID,p=wierzchoslawa ludmila;n=piast,,Q122005,already stated
Q5464191,P1819,genealogics.org person ID,I00026289,,Q122005,already stated
Q640707,P1185,Rodovid ID,174487,,Q122007,already stated
Q640707,P4638,The Peerage person ID,p11462.htm#i114613,,Q122007,already stated
Q640707,P4159,WeRelate person ID,Bolesław_of_Kuyavia_(1),,Q122007,already stated
Q640707,P8172,Sejm-Wielki.pl profile ID,dw.539,,Q122007,already stated
Q640707,P2949,WikiTree person ID,Piast-34,,Q122007,already stated
Q640707,P7929,Roglo person ID,p=boleslaw;n=piast;oc=6,,Q122007,already stated
Q640707,P1819,genealogics.org person ID,I00551407,,Q122007,already stated
Q3312808,P1185,Rodovid ID,174978,,Q122009,already stated
Q3312808,P4638,The Peerage person ID,p11462.htm#i114612,,Q122009,already stated
Q3312808,P4159,WeRelate person ID,Mieszko_the_Younger_(1),,Q122009,already stated
Q3312808,P8172,Sejm-Wielki.pl profile ID,dw.540,,Q122009,already stated
Q3312808,P2949,WikiTree person ID,Poland-51,,Q122009,already stated
Q3312808,P7929,Roglo person ID,p=mieszko;n=piast;oc=4,,Q122009,already stated
Q54052,P1185,Rodovid ID,175479,,Q122011,already stated
Q54052,P4638,The Peerage person ID,p11461.htm#i114609,,Q122011,already stated
Q54052,P4159,WeRelate person ID,Władysław_III_Spindleshanks_(1),,Q122011,already stated
Q54052,P8172,Sejm-Wielki.pl profile ID,dw.541,,Q122011,already stated
Q54052,P2949,WikiTree person ID,Piast-36,,Q122011,already stated
Q54052,P7929,Roglo person ID,p=wladyslaw;n=piast;oc=3,,Q122011,already stated
Q54052,P1819,genealogics.org person ID,I00790433,,Q122011,already stated
Q54052,P9495,National Historical Museums of Sweden ID,person/703EAEF9-BD0C-4676-84CD-E45335E3D824,,Q122011,already stated
Q4751904,P1185,Rodovid ID,174988,,Q122013,already stated
Q4751904,P4638,The Peerage person ID,p11461.htm#i114607,,Q122013,already stated
Q4751904,P4159,WeRelate person ID,Anastasia_of_Greater_Poland_(1),,Q122013,already stated
Q4751904,P8172,Sejm-Wielki.pl profile ID,dw.542,,Q122013,already stated
Q4751904,P2949,WikiTree person ID,Poland-52,,Q122013,already stated
Q4751904,P7929,Roglo person ID,p=anastazja;n=piast,,Q122013,already stated
Q4751904,P1819,genealogics.org person ID,I00079763,,Q122013,already stated
Q63389795,P1185,Rodovid ID,174477,,Q122015,already stated
Q63389795,P4638,The Peerage person ID,p900.htm#i9000,,Q122015,already stated
Q63389795,P4159,WeRelate person ID,Judita_Piast_(1),,Q122015,already stated
Q63389795,P8172,Sejm-Wielki.pl profile ID,dw.536,,Q122015,already stated
Q63389795,P2949,WikiTree person ID,Piast-284,,Q122015,already stated
Q63389795,P7929,Roglo person ID,p=judyta;n=piast;oc=1,,Q122015,already stated
Q63389795,P1819,genealogics.org person ID,I00030039,,Q122015,already stated
Q96240836,P4159,WeRelate person ID,Swinislawa_Piast_(1),,Q122017,already stated
Q96240836,P8172,Sejm-Wielki.pl profile ID,dw.1091,,Q122017,already stated
Q96240836,P2949,WikiTree person ID,Unknown-284536,,Q122017,already stated
Q96240836,P7929,Roglo person ID,p=zwinislawa;n=n,,Q122017,already stated
Q96240836,P1819,genealogics.org person ID,I00164519|I00702121,,Q122017,item states a DIFFERENT value for this property
Q122770647,P1185,Rodovid ID,174986,,Q122019,already stated
Q122770647,P1819,genealogics.org person ID,I00551406,,Q122019,already stated
Q122770647,P7929,Roglo person ID,p=salomea;n=piast,,Q122019,already stated
Q122770647,P2949,WikiTree person ID,Great_Poland-2,,Q122019,already stated
Q704950,P1185,Rodovid ID,170713|590890,,Q122021,item states a DIFFERENT value for this property
Q704950,P4638,The Peerage person ID,p170.htm#i1699,,Q122021,already stated
Q704950,P4159,WeRelate person ID,"Otto_I,_Margrave_of_Brandenburg_(1)",,Q122021,already stated
Q704950,P8172,Sejm-Wielki.pl profile ID,dw.550,,Q122021,already stated
Q704950,P2949,WikiTree person ID,Askanier-6,,Q122021,already stated
Q704950,P7929,Roglo person ID,p=otto;n=askanier;oc=1,,Q122021,already stated
Q704950,P1819,genealogics.org person ID,I00030627,,Q122021,already stated
Q706797,P1185,Rodovid ID,712978,,Q122025,already stated
Q706797,P4638,The Peerage person ID,p4034.htm#i40336,,Q122025,already stated
Q706797,P4159,WeRelate person ID,"Otto_II,_Margrave_of_Brandenburg_(1)",,Q122025,already stated
Q706797,P8172,Sejm-Wielki.pl profile ID,dw.552,,Q122025,already stated
Q706797,P2949,WikiTree person ID,Brandenburg-209,,Q122025,already stated
Q706797,P7929,Roglo person ID,p=otto;n=von brandenburg,,Q122025,already stated
Q706797,P1819,genealogics.org person ID,I00030629,,Q122025,already stated
Q819252,P1185,Rodovid ID,590889,,Q122027,already stated
Q819252,P4638,The Peerage person ID,p781.htm#i7804,,Q122027,already stated
Q819252,P4159,WeRelate person ID,Albrecht_II_Markgraf_von_Brandenburg_(1),,Q122027,already stated
Q819252,P8172,Sejm-Wielki.pl profile ID,dw.551,,Q122027,already stated
Q819252,P2949,WikiTree person ID,Askanier-20,,Q122027,already stated
Q819252,P7929,Roglo person ID,p=albrecht;n=von brandenburg,,Q122027,already stated
Q819252,P1819,genealogics.org person ID,I00030631,,Q122027,already stated
Q54821891,P1185,Rodovid ID,712981,,Q122029,already stated
Q54821891,P4638,The Peerage person ID,p4034.htm#i40337,,Q122029,already stated
Q54821891,P2949,WikiTree person ID,Brandenburg-208,,Q122029,already stated
Q54821891,P7929,Roglo person ID,p=heinrich;n=von brandenburg,,Q122029,already stated
Q54821891,P1819,genealogics.org person ID,I00030630,,Q122029,already stated
Q497773,P1185,Rodovid ID,30224,,Q122031,already stated
Q497773,P4159,WeRelate person ID,Roman_the_Great_(1),,Q122031,already stated
Q497773,P8172,Sejm-Wielki.pl profile ID,dw.558,,Q122031,already stated
Q497773,P2949,WikiTree person ID,Рюрикович-22,,Q122031,already stated
Q497773,P7929,Roglo person ID,p=roman mstislavitch;n=rurikides;oc=1,,Q122031,already stated
Q497773,P1819,genealogics.org person ID,I00079968,,Q122031,already stated
Q4127286,P1185,Rodovid ID,30229,,Q122033,already stated
Q4127286,P4159,WeRelate person ID,Vsevolod_Mstislavich_of_Volhynia_(1),,Q122033,already stated
Q4127286,P8172,Sejm-Wielki.pl profile ID,dw.559,,Q122033,already stated
Q4127286,P7929,Roglo person ID,p=vsevolod;n=rurikides;oc=13,,Q122033,already stated
Q24808037,P8172,Sejm-Wielki.pl profile ID,dw.560,,Q122035,already stated
Q24808037,P7929,Roglo person ID,p=vladimir;n=rurikides;oc=14,,Q122035,already stated
Q12151167,P1185,Rodovid ID,30226,,Q122037,already stated
Q12151167,P7929,Roglo person ID,p=sviatoslav;n=rurikides;oc=15,,Q122037,already stated
Q2128810,P1185,Rodovid ID,629770|45890,,Q122039,item states a DIFFERENT value for this property
Q2128810,P4638,The Peerage person ID,p11460.htm#i114595,,Q122039,already stated
Q2128810,P4159,WeRelate person ID,Helen_of_Znojmo_(1),,Q122039,already stated
Q2128810,P8172,Sejm-Wielki.pl profile ID,dw.565,,Q122039,already stated
Q2128810,P2949,WikiTree person ID,Přemyslovci-22,,Q122039,already stated
Q2128810,P7929,Roglo person ID,p=elena;n=rurikides|p=helena;n=premyslide,,Q122039,item states a DIFFERENT value for this property
Q2128810,P1819,genealogics.org person ID,I00020807|I00496976,,Q122039,item states a DIFFERENT value for this property
Q61728279,P1185,Rodovid ID,46477,,Q122041,already stated
Q61728279,P4159,WeRelate person ID,Princess_Anastazja_(1),,Q122041,already stated
Q61728279,P8172,Sejm-Wielki.pl profile ID,dw.562,,Q122041,already stated
Q61728279,P2949,WikiTree person ID,Poland-124,,Q122041,item states a DIFFERENT value for this property
Q61728279,P7929,Roglo person ID,p=ne;n=piast;oc=1,,Q122041,already stated
Q61728279,P1819,genealogics.org person ID,I00020808,,Q122041,already stated
Q4681828,P2949,WikiTree person ID,Poland-80,,Q122043,already stated
Q4681828,P4159,WeRelate person ID,Adelaide_of_Poland_(1),,Q122043,already stated
Q4681828,P8172,Sejm-Wielki.pl profile ID,sw.981141,,Q122043,already stated
Q59416842,P2949,WikiTree person ID,Ampar-2,,Q122049,already stated
Q59416842,P4159,WeRelate person ID,Ernst_von_Grögling_(1),,Q122049,already stated
Q113397,P1185,Rodovid ID,1002457,,Q122051,already stated
Q113397,P1819,genealogics.org person ID,I00441495,,Q122051,already stated
Q113397,P4159,WeRelate person ID,"Ottokar_III,_Margrave_of_Styria_(1)",,Q122051,already stated
Q701617,P1185,Rodovid ID,1002471,,Q122053,already stated
Q701617,P4159,WeRelate person ID,"Ottokar_IV,_Duke_of_Styria_(1)",,Q122053,already stated
Q75292074,P1185,Rodovid ID,89933,,Q122055,already stated
Q75292074,P4638,The Peerage person ID,p4291.htm#i42906,,Q122055,already stated
Q75292074,P4159,WeRelate person ID,Adelheid_von_Sulzbach_(1),,Q122055,already stated
Q75292074,P2949,WikiTree person ID,Sulzbach-52,,Q122055,already stated
Q75292074,P7929,Roglo person ID,p=adelheid;n=von sulzbach,,Q122055,already stated
Q75292074,P1819,genealogics.org person ID,I00104774,,Q122055,already stated
Q76174915,P1185,Rodovid ID,900422,,Q122057,already stated
Q76174915,P4638,The Peerage person ID,p58218.htm#i582178,,Q122057,already stated
Q76174915,P2949,WikiTree person ID,Sulzbach-49,,Q122057,already stated
Q76174915,P7929,Roglo person ID,p=elisabeth;n=von sulzbach,,Q122057,already stated
Q76174915,P1819,genealogics.org person ID,I00080235,,Q122057,already stated
Q25487293,P2949,WikiTree person ID,Leuchtenberg-18,,Q122059,already stated
Q25487293,P1819,genealogics.org person ID,I00033367,,Q122059,already stated
Q25487293,P7929,Roglo person ID,p=diepold;n=von leuchtenberg,,Q122059,already stated
Q95204761,P1185,Rodovid ID,769934,,Q122061,already stated
Q95204761,P1819,genealogics.org person ID,I00201839,,Q122061,already stated
Q95204761,P7929,Roglo person ID,p=hedwig;n=von weimar,,Q122061,already stated
Q95204761,P2949,WikiTree person ID,Istria-8,,Q122061,already stated
Q2111846,P2949,WikiTree person ID,Von_Heinsberg-5,,Q122063,already stated
Q2111846,P1819,genealogics.org person ID,I00422418,,Q122063,already stated
Q75288771,P1185,Rodovid ID,328385,,Q122065,already stated
Q75288771,P4638,The Peerage person ID,p4073.htm#i40721,,Q122065,already stated
Q75288771,P1819,genealogics.org person ID,I00422419,,Q122065,already stated
Q48782487,P1185,Rodovid ID,47257,,Q122067,already stated
Q48782487,P4159,WeRelate person ID,Elena_Kumans_(1),,Q122067,already stated
Q48782487,P8172,Sejm-Wielki.pl profile ID,dw.353,,Q122067,already stated
Q48782487,P2949,WikiTree person ID,Princess_of_the_Kumans-2,,Q122067,already stated
Q48782487,P7929,Roglo person ID,p=ne;n=de coumanie,,Q122067,already stated
Q48782487,P1819,genealogics.org person ID,I00027057,,Q122067,already stated
Q4103592,P1185,Rodovid ID,47256,,Q122069,already stated
Q4103592,P4159,WeRelate person ID,Princess_Barbara_(1),,Q122069,already stated
Q4103592,P2949,WikiTree person ID,Princess_of_the_Byzantine_Empire-1,,Q122069,already stated
Q4103592,P7929,Roglo person ID,p=barbe;n=komnena,,Q122069,already stated
Q4103592,P1819,genealogics.org person ID,I00330317,,Q122069,already stated
Q4198929,P4159,WeRelate person ID,Iziaslav_Unknown_(2),,Q122071,already stated
Q4198929,P8172,Sejm-Wielki.pl profile ID,dw.356,,Q122071,already stated
Q4198929,P2949,WikiTree person ID,Рюрикович-37,,Q122071,already stated
Q4198929,P7929,Roglo person ID,p=isiaslav;n=rurikides;oc=16,,Q122071,already stated
Q4198929,P1819,genealogics.org person ID,I00330323,,Q122071,already stated
Q4305603,P1185,Rodovid ID,177,,Q122073,already stated
Q4305603,P1819,genealogics.org person ID,I00330319,,Q122073,already stated
Q4305603,P7929,Roglo person ID,p=mstislav;n=rurikides;oc=6,,Q122073,already stated
Q4305603,P2949,WikiTree person ID,Рюрикович-34,,Q122073,already stated
Q20096905,P2949,WikiTree person ID,Рюрикович-36,,Q122075,item states a DIFFERENT value for this property
Q20096905,P1819,genealogics.org person ID,I00330324,,Q122075,already stated
Q20096905,P4159,WeRelate person ID,Bryacheslav_Unknown_(1),,Q122075,already stated
Q20096905,P7929,Roglo person ID,p=briatcheslav;n=rurikides,,Q122075,already stated
Q468800,P1185,Rodovid ID,346912,,Q122077,already stated
Q468800,P4159,WeRelate person ID,Ratibor_of_Pomerania_(1),,Q122077,already stated
Q468800,P8172,Sejm-Wielki.pl profile ID,dw.606,,Q122077,already stated
Q468800,P7929,Roglo person ID,p=ratibor;n=von pommern,,Q122077,already stated
Q468800,P1819,genealogics.org person ID,I00790427,,Q122077,already stated
Q4065834,P7929,Roglo person ID,p=andrei;n=rurikides;oc=11,,Q122079,already stated
Q24807666,P7929,Roglo person ID,p=vsevolod;n=rurikides;oc=7,,Q122081,already stated
Q717911,P1185,Rodovid ID,862,,Q122083,already stated
Q717911,P4159,WeRelate person ID,Rurik_Rostislavich_(1),,Q122083,already stated
Q717911,P8172,Sejm-Wielki.pl profile ID,dw.949,,Q122083,already stated
Q717911,P2949,WikiTree person ID,Kiev-109,,Q122083,already stated
Q717911,P7929,Roglo person ID,p=rurik rostislavitch;n=rurikides;oc=2,,Q122083,already stated
Q717911,P1819,genealogics.org person ID,I00304885,,Q122083,already stated
Q12143810,P1185,Rodovid ID,302704,,Q122085,already stated
Q12143810,P4159,WeRelate person ID,Princess_Ryurikovna_(1),,Q122085,already stated
Q12143810,P8172,Sejm-Wielki.pl profile ID,dw.930,,Q122085,already stated
Q12143810,P2949,WikiTree person ID,Kiev-110,,Q122085,already stated
Q12143810,P7929,Roglo person ID,p=predslava;n=rurikides;oc=1,,Q122085,already stated
Q12143810,P1819,genealogics.org person ID,I00079969,,Q122085,already stated
Q496295,P1185,Rodovid ID,869,,Q122087,already stated
Q496295,P4159,WeRelate person ID,Rostislav_II_of_Kiev_(1),,Q122087,already stated
Q496295,P8172,Sejm-Wielki.pl profile ID,dw.985,,Q122087,already stated
Q496295,P7929,Roglo person ID,p=rostislav;n=rurikides;oc=21,,Q122087,already stated
Q23009975,P1185,Rodovid ID,302706,,Q122089,already stated
Q23009975,P4159,WeRelate person ID,Yaroslava_Rurikovna_(1),,Q122089,already stated
Q23009975,P8172,Sejm-Wielki.pl profile ID,dw.982,,Q122089,already stated
Q23009975,P2949,WikiTree person ID,Рюриковичa-1,,Q122089,already stated
Q23009975,P7929,Roglo person ID,p=iaroslava;n=rurikides,,Q122089,already stated
Q23009975,P1819,genealogics.org person ID,I00304888,,Q122089,already stated
Q496721,P1185,Rodovid ID,870,,Q122091,already stated
