wikidata_qid,property,label,value,geni_id,orderlife_qid,verdict
Q171977,P9495,National Historical Museums of Sweden ID,person/F220903D-8B4D-41A4-9D6A-1769CD311EF8,6000000001751290215,Q15010,already stated
Q171977,P535,Find a Grave memorial ID,6826472,6000000001751290215,Q15010,already stated
Q11408608,P1185,Rodovid ID,1377659,,Q15050,already stated
Q3198713,P1185,Rodovid ID,805046,,Q15084,already stated
Q3342237,P1185,Rodovid ID,814590,,Q15142,already stated
Q3342234,P1185,Rodovid ID,814591,,Q15143,already stated
Q3342232,P1185,Rodovid ID,814588,,Q15144,already stated
Q11564312,P1819,genealogics.org person ID,I00523684,,Q15188,already stated
Q239170,P1185,Rodovid ID,994331,,Q15217,already stated
Q239170,P2949,WikiTree person ID,Ashikaga-2,,Q15217,already stated
Q466287,P1185,Rodovid ID,994329,,Q15218,already stated
Q3135338,P1185,Rodovid ID,805050,,Q15370,already stated
Q662482,P535,Find a Grave memorial ID,8207641,,Q15399,already stated
Q11644669,P2949,WikiTree person ID,里見-4,,Q15406,already stated
Q11518035,P2949,WikiTree person ID,木下-4,,Q15421,already stated
Q5353767,P2949,WikiTree person ID,木下-2,,Q15425,already stated
Q1146603,P2949,WikiTree person ID,杉原-6,,Q15426,already stated
Q247408,P2949,WikiTree person ID,浅井-5,,Q15427,already stated
Q6347693,P2949,WikiTree person ID,成田-2,,Q15429,already stated
Q313641,P2949,WikiTree person ID,豊臣-2,,Q15438,already stated
Q1064935,P2949,WikiTree person ID,松平-12,,Q15441,already stated
Q5366163,P2949,WikiTree person ID,水野-5,,Q15442,already stated
Q11430628,P2949,WikiTree person ID,久松-9,,Q15443,already stated
Q10729352,P2949,WikiTree person ID,久松-5,,Q15446,already stated
Q3136471,P2949,WikiTree person ID,久松-7,,Q15447,already stated
Q4415657,P2949,WikiTree person ID,関口-1,,Q15448,already stated
Q11360827,P2949,WikiTree person ID,秋山-1,,Q15449,already stated
Q6470026,P2949,WikiTree person ID,Unknown-405026,,Q15453,already stated
Q10564976,P2949,WikiTree person ID,飯田-16,,Q15455,already stated
Q10436552,P2949,WikiTree person ID,志水-1,,Q15456,already stated
Q10436552,P1819,genealogics.org person ID,I00523404,,Q15456,already stated
Q1188704,P2949,WikiTree person ID,松平-77,,Q15468,already stated
Q837867,P2949,WikiTree person ID,松平-10,,Q15472,already stated
Q4489936,P2949,WikiTree person ID,松平-120,,Q15473,already stated
Q1136186,P2949,WikiTree person ID,徳川-12,,Q15475,already stated
Q1136186,P1819,genealogics.org person ID,I00523402,,Q15475,already stated
Q1045763,P2949,WikiTree person ID,徳川-7,6000000032170778221,Q15476,already stated
Q1133680,P2949,WikiTree person ID,徳川-3,,Q15477,already stated
Q4489959,P2949,WikiTree person ID,松平-118,,Q15478,already stated
Q3276029,P2949,WikiTree person ID,松平-119,,Q15479,already stated
Q4489975,P2949,WikiTree person ID,徳川-93,,Q15480,already stated
Q3198726,P1185,Rodovid ID,805047,,Q15566,already stated
Q11510634,P1819,genealogics.org person ID,I00719904,,Q15663,already stated
Q455351,P1185,Rodovid ID,994332,,Q15680,already stated
Q455351,P2949,WikiTree person ID,Ashikaga-1,,Q15680,already stated
Q447034,P1185,Rodovid ID,994333,,Q15681,already stated
Q848826,P1185,Rodovid ID,994335,,Q15682,already stated
Q11636787,P1185,Rodovid ID,994334,,Q15683,already stated
Q465901,P1185,Rodovid ID,994330,,Q15686,already stated
Q3073096,P1185,Rodovid ID,805052,,Q15894,already stated
Q3073096,P2949,WikiTree person ID,近衛-21,,Q15894,already stated
Q11545523,P2949,WikiTree person ID,正木-2,,Q15902,already stated
Q276404,P2949,WikiTree person ID,武田-6,6000000042094730937,Q15908,already stated
Q276404,P535,Find a Grave memorial ID,8207618,6000000042094730937,Q15908,already stated
Q5366204,P2949,WikiTree person ID,里見-1,,Q15951,already stated
Q936567,P2949,WikiTree person ID,里見-2,,Q15952,already stated
Q11644664,P2949,WikiTree person ID,里見-7,,Q15953,already stated
Q11545507,P2949,WikiTree person ID,里見-6,,Q15955,already stated
Q11675728,P2949,WikiTree person ID,鵜殿-2,,Q15963,already stated
Q11354865,P2949,WikiTree person ID,木下-1,,Q15988,already stated
Q5354432,P2949,WikiTree person ID,木下-3,,Q15989,already stated
Q11253422,P2949,WikiTree person ID,杉原-5,,Q15992,already stated
Q11517552,P2949,WikiTree person ID,杉原-4,,Q15993,already stated
Q5990105,P2949,WikiTree person ID,杉原-7,,Q15995,already stated
Q1142446,P2949,WikiTree person ID,浅井-3,,Q15997,already stated
Q635214,P2949,WikiTree person ID,織田-53,,Q15998,already stated
Q1050395,P2949,WikiTree person ID,淺井-3,,Q16003,already stated
Q11495692,P2949,WikiTree person ID,成田-1,,Q16009,already stated
Q1196817,P1185,Rodovid ID,560007,,Q16014,already stated
Q1196817,P2949,WikiTree person ID,前田-3,,Q16014,already stated
Q10898949,P2949,WikiTree person ID,前田-2,,Q16017,already stated
Q17228448,P2949,WikiTree person ID,前田-59,,Q16019,already stated
Q1186742,P1185,Rodovid ID,560013,,Q16023,already stated
Q587204,P1185,Rodovid ID,560001,,Q16024,already stated
Q587204,P2949,WikiTree person ID,前田-24,,Q16024,already stated
Q6729117,P1185,Rodovid ID,560019,,Q16025,already stated
Q1079925,P1185,Rodovid ID,560575,,Q16027,already stated
Q1329792,P2949,WikiTree person ID,Ukita-1,,Q16032,already stated
Q909985,P2949,WikiTree person ID,豊臣-1,,Q16037,already stated
Q1041434,P2949,WikiTree person ID,松平-11,,Q16039,already stated
Q5369142,P2949,WikiTree person ID,松平-13,,Q16046,already stated
Q10565616,P2949,WikiTree person ID,水野-24,,Q16051,already stated
Q871566,P2949,WikiTree person ID,水野-7,,Q16054,already stated
Q11369424,P2949,WikiTree person ID,久松-6,,Q16055,already stated
Q2405649,P2949,WikiTree person ID,保科-20,,Q16060,already stated
Q767309,P2949,WikiTree person ID,保科-19,,Q16064,already stated
Q11530490,P2949,WikiTree person ID,大河内-26,,Q16101,already stated
Q11459592,P2949,WikiTree person ID,織田-41,,Q16116,already stated
Q108799123,P2949,WikiTree person ID,中川-3,,Q16127,already stated
Q839124,P2949,WikiTree person ID,松平-90,,Q16132,already stated
Q5324802,P2949,WikiTree person ID,松平-194,,Q16134,already stated
Q5369543,P2949,WikiTree person ID,伊達-11,,Q16140,already stated
Q843245,P2949,WikiTree person ID,徳川-11,,Q16143,already stated
Q843245,P1819,genealogics.org person ID,I00523401,,Q16143,already stated
Q3299364,P2949,WikiTree person ID,松平-4,,Q16157,already stated
Q1194944,P2949,WikiTree person ID,德川-31,6000000012619900888,Q16158,already stated
Q6638460,P2949,WikiTree person ID,松平-56,,Q16159,already stated
Q6638076,P2949,WikiTree person ID,松平-211,,Q16160,already stated
Q6997589,P2949,WikiTree person ID,徳川-41,,Q16163,already stated
Q1385927,P2949,WikiTree person ID,池田-9,,Q16179,already stated
Q11551880,P2949,WikiTree person ID,池田-8,,Q16180,already stated
Q761596,P2949,WikiTree person ID,浅野-9,,Q16188,already stated
Q11557318,P2949,WikiTree person ID,浅野-11,,Q16192,already stated
Q10791105,P2949,WikiTree person ID,松井-3,,Q16197,already stated
Q10791131,P2949,WikiTree person ID,松平-55,,Q16198,already stated
Q3514227,P1185,Rodovid ID,804562,,Q16219,already stated
Q3514224,P1185,Rodovid ID,804408,,Q16220,already stated
Q313320,P2949,WikiTree person ID,明智-3,,Q16233,already stated
Q313320,P535,Find a Grave memorial ID,8082893,,Q16233,already stated
Q3198709,P1185,Rodovid ID,805048,,Q16270,already stated
Q11486211,P1819,genealogics.org person ID,I00523422,,Q16274,already stated
Q451926,P1185,Rodovid ID,485524,6000000011626994461,Q16275,already stated
Q451926,P1819,genealogics.org person ID,I00523423,6000000011626994461,Q16275,already stated
Q451926,P2949,WikiTree person ID,Go-Hanazono-tennō_後花園天皇-1,6000000011626994461,Q16275,already stated
Q11395360,P2949,WikiTree person ID,冷泉-5,,Q16342,already stated
Q447639,P1185,Rodovid ID,994336,,Q16389,already stated
Q708527,P1185,Rodovid ID,994338,,Q16391,already stated
Q11104481,P1185,Rodovid ID,485488,,Q46636,already stated
Q11104481,P1819,genealogics.org person ID,I00523235,,Q46636,already stated
Q9700,P1185,Rodovid ID,1420120,6000000075059949348,Q16459,already stated
Q9700,P6821,Alvin ID,alvin-person:60823,6000000075059949348,Q16459,already stated
Q9700,P1819,genealogics.org person ID,I00428297,6000000075059949348,Q16459,already stated
Q9701,P1819,genealogics.org person ID,I00428299,6000000075061209887,Q16460,already stated
Q3073084,P1185,Rodovid ID,805083,,Q26515,already stated
Q131731029,P1819,genealogics.org person ID,I00523414,,Q16605,already stated
Q1185323,P1185,Rodovid ID,485500,,Q16681,already stated
Q1185323,P2949,WikiTree person ID,近衛-22,,Q16681,already stated
Q536313,P1185,Rodovid ID,994339,,Q16687,already stated
Q447066,P1185,Rodovid ID,994342,,Q16688,already stated
Q11545505,P2949,WikiTree person ID,正木-3,,Q16696,already stated
Q2446917,P2949,WikiTree person ID,織田-61,,Q16711,already stated
Q1187442,P2949,WikiTree person ID,織田-60,,Q16712,already stated
Q11644670,P2949,WikiTree person ID,里見-3,,Q16749,already stated
Q3473967,P2949,WikiTree person ID,里見-8,,Q16750,already stated
Q171411,P1185,Rodovid ID,560567,6000000008261026303,Q16794,already stated
Q171411,P2949,WikiTree person ID,織田-89,6000000008261026303,Q16794,already stated
Q171411,P535,Find a Grave memorial ID,19744,6000000008261026303,Q16794,already stated
Q1553140,P2949,WikiTree person ID,木下-5,,Q16813,already stated
Q1143577,P2949,WikiTree person ID,浅野-8,,Q16818,already stated
Q1075049,P2949,WikiTree person ID,浅井-1,,Q16822,already stated
Q11464139,P2949,WikiTree person ID,井口-1,,Q16823,already stated
Q1153962,P1185,Rodovid ID,560569,,Q16829,already stated
Q1153962,P2949,WikiTree person ID,織田-90,,Q16829,already stated
Q4207778,P1185,Rodovid ID,560571,,Q16830,already stated
Q4207778,P2949,WikiTree person ID,土田-1,,Q16830,already stated
Q10470303,P2949,WikiTree person ID,織田-1,,Q16831,already stated
Q1188472,P1185,Rodovid ID,560579,,Q16832,already stated
Q1186776,P1185,Rodovid ID,560573,,Q16833,already stated
Q1186776,P2949,WikiTree person ID,織田-75,,Q16833,already stated
Q837903,P1185,Rodovid ID,560585,,Q16834,already stated
Q851010,P1185,Rodovid ID,560581,,Q16835,already stated
Q4208111,P1185,Rodovid ID,560577,,Q16840,already stated
Q2625556,P2949,WikiTree person ID,伊達-7,,Q16858,already stated
Q5361697,P2949,WikiTree person ID,田村-7,,Q16861,already stated
Q8190896,P2949,WikiTree person ID,伊達-12,,Q16869,already stated
Q115852,P2949,WikiTree person ID,伊達-15,,Q16878,already stated
Q11605888,P2949,WikiTree person ID,細川-2,,Q26983,already stated
Q6729103,P2949,WikiTree person ID,前田-60,,Q16905,already stated
Q11397671,P2949,WikiTree person ID,前田-66,,Q16906,already stated
Q11397439,P1185,Rodovid ID,560095,,Q16912,already stated
Q11397439,P2949,WikiTree person ID,前田-41,,Q16912,already stated
Q6729106,P1185,Rodovid ID,559995,,Q16913,already stated
Q6729106,P2949,WikiTree person ID,前田-23,,Q16913,already stated
Q11397442,P1185,Rodovid ID,560159,,Q16915,already stated
Q11612770,P2949,WikiTree person ID,前田-63,,Q16916,already stated
Q11397436,P1185,Rodovid ID,560157,,Q16918,already stated
Q11397432,P1185,Rodovid ID,560023,,Q16920,already stated
Q11400602,P2949,WikiTree person ID,勸修寺-9,,Q27007,already stated
Q10862141,P2949,WikiTree person ID,戸田-22,,Q16986,already stated
Q5369127,P2949,WikiTree person ID,松平-284,,Q16989,already stated
Q2040645,P2949,WikiTree person ID,保科-10,,Q16991,already stated
Q2478488,P2949,WikiTree person ID,保科-21,,Q16993,already stated
Q2113607,P2949,WikiTree person ID,保科-18,,Q17003,already stated
Q10729353,P2949,WikiTree person ID,松平-107,,Q17015,already stated
Q11644170,P2949,WikiTree person ID,酒井-31,,Q17040,already stated
Q11437052,P2949,WikiTree person ID,大河内-28,,Q27213,already stated
Q11437025,P2949,WikiTree person ID,大河内-27,,Q27216,already stated
Q11530477,P2949,WikiTree person ID,松平-314,,Q17061,already stated
Q4327464,P2949,WikiTree person ID,生駒-2,,Q17087,already stated
Q3044815,P2949,WikiTree person ID,織田-73,,Q17090,already stated
Q2614349,P2949,WikiTree person ID,織田-76,,Q17091,already stated
Q8192119,P2949,WikiTree person ID,小笠原-2,,Q17095,already stated
Q10856544,P2949,WikiTree person ID,小笠原-3,,Q17097,already stated
Q7079842,P2949,WikiTree person ID,小笠原-28,,Q17098,already stated
Q10517436,P2949,WikiTree person ID,本多-1,,Q27281,already stated
Q11608327,P2949,WikiTree person ID,織田-64,,Q17104,already stated
Q11608471,P2949,WikiTree person ID,織田-72,,Q17105,already stated
Q7005290,P2949,WikiTree person ID,徳川-83,,Q17123,already stated
Q323422,P2949,WikiTree person ID,徳川-89,,Q17124,already stated
Q7004484,P2949,WikiTree person ID,徳川-13,,Q17125,already stated
Q313745,P2949,WikiTree person ID,徳川-70,,Q17126,already stated
Q11286854,P2949,WikiTree person ID,保科-22,,Q17133,already stated
Q11239143,P2949,WikiTree person ID,保科-23,,Q17137,already stated
Q7140443,P2949,WikiTree person ID,松平-117,,Q17140,already stated
Q11556255,P2949,WikiTree person ID,織田-52,,Q17143,already stated
Q3334056,P1185,Rodovid ID,808187,,Q27362,already stated
Q3334056,P535,Find a Grave memorial ID,9709478,,Q27362,already stated
Q982743,P2949,WikiTree person ID,徳川-84,,Q17168,already stated
Q982743,P1819,genealogics.org person ID,I00523400,,Q17168,already stated
Q1069843,P2949,WikiTree person ID,加藤-29,,Q27374,already stated
Q1069843,P535,Find a Grave memorial ID,211823011,,Q27374,already stated
Q11530664,P2949,WikiTree person ID,松平-210,,Q17181,already stated
Q11551720,P2949,WikiTree person ID,池田-7,,Q17186,already stated
Q6997950,P2949,WikiTree person ID,松平-115,,Q17192,already stated
Q6997897,P2949,WikiTree person ID,松平-114,,Q17193,already stated
Q11530629,P2949,WikiTree person ID,松平-3,,Q17194,already stated
Q6638114,P2949,WikiTree person ID,松平-57,,Q17200,already stated
Q841837,P1185,Rodovid ID,559989,,Q17207,already stated
Q841837,P2949,WikiTree person ID,前田-22,,Q17207,already stated
Q11605971,P2949,WikiTree person ID,細川-36,,Q17212,already stated
Q1036482,P2949,WikiTree person ID,池田-13,,Q17226,already stated
Q60452149,P2949,WikiTree person ID,荒尾-1,,Q27443,already stated
Q16846524,P2949,WikiTree person ID,池田-28,,Q17228,already stated
Q837166,P2949,WikiTree person ID,池田-29,,Q17229,already stated
Q11552181,P2949,WikiTree person ID,池田-30,,Q17230,already stated
Q11552186,P2949,WikiTree person ID,池田-31,,Q17231,already stated
Q11551736,P2949,WikiTree person ID,池田-24,,Q17233,already stated
Q2866311,P2949,WikiTree person ID,浅野-12,,Q17253,already stated
Q3341472,P1185,Rodovid ID,974033,,Q27564,already stated
Q3341472,P1819,genealogics.org person ID,I00523623,,Q27564,already stated
Q3341472,P2949,WikiTree person ID,Nijō_晴良-3,,Q27564,already stated
Q11447199,P2949,WikiTree person ID,妻木-1,,Q17328,already stated
Q4700562,P2949,WikiTree person ID,明智-2,,Q17329,already stated
Q256864,P2949,WikiTree person ID,明智-1,,Q17330,already stated
Q11437702,P1819,genealogics.org person ID,I00523424,,Q27718,already stated
Q380623,P1185,Rodovid ID,485519,6000000011627118319,Q17387,already stated
Q380623,P1819,genealogics.org person ID,I00523425,6000000011627118319,Q17387,already stated
Q380623,P2949,WikiTree person ID,Go-tsuchimikado-tennō_後土御門天皇-1,6000000011627118319,Q17387,already stated
Q11381099,P1819,genealogics.org person ID,I00523428,,Q27724,already stated
Q7223250,P1185,Rodovid ID,808520,,Q17413,already stated
Q2877648,P1185,Rodovid ID,804805,,Q27842,already stated
Q370505,P1185,Rodovid ID,804834,,Q27860,already stated
Q11395359,P1185,Rodovid ID,806459,,Q17450,already stated
Q11395359,P2949,WikiTree person ID,冷泉-4,,Q17450,already stated
Q349467,P1185,Rodovid ID,485507,6000000011626574081,Q17473,already stated
Q349467,P1819,genealogics.org person ID,I00523384,6000000011626574081,Q17473,already stated
Q349467,P2949,WikiTree person ID,Go-Nara-tennō_後奈良天皇-1,6000000011626574081,Q17473,already stated
Q4805077,P1185,Rodovid ID,994340,,Q17488,already stated
Q4308625,P1819,genealogics.org person ID,I00428295,6000000074766890200,Q17644,already stated
Q4308657,P1819,genealogics.org person ID,I00428296,,Q17645,already stated
Q4308218,P1819,genealogics.org person ID,I00428298,,Q17650,already stated
Q1152149,P1819,genealogics.org person ID,I00428300,6000000002188099945,Q17660,already stated
Q9703,P1819,genealogics.org person ID,I00428301,6000000074767088371,Q17677,already stated
Q3341474,P1185,Rodovid ID,805061|974031,,Q28695,item states a DIFFERENT value for this property
Q3341474,P1819,genealogics.org person ID,I00523411,,Q28695,already stated
Q3341474,P2949,WikiTree person ID,二條-6,,Q28695,already stated
Q386144,P535,Find a Grave memorial ID,11638462,,Q28852,already stated
Q7223393,P1185,Rodovid ID,808192,,Q17976,already stated
Q11606030,P2949,WikiTree person ID,細川-107,,Q17982,already stated
Q368605,P1185,Rodovid ID,805185,,Q17984,already stated
Q368605,P2949,WikiTree person ID,近衛-20,,Q17984,already stated
Q6139376,P1185,Rodovid ID,485497,6000000001760353856,Q17985,already stated
Q6139376,P1819,genealogics.org person ID,I00523239,6000000001760353856,Q17985,already stated
Q6139376,P2949,WikiTree person ID,近衛-23,6000000001760353856,Q17985,already stated
Q109116873,P2949,WikiTree person ID,塩川-1,,Q18018,already stated
Q11608403,P2949,WikiTree person ID,織田-59,,Q18020,already stated
Q311080,P2949,WikiTree person ID,Uesugi-1,,Q18047,already stated
Q11545672,P2949,WikiTree person ID,正親町三条-5,,Q29137,already stated
Q10856574,P2949,WikiTree person ID,松平-285,,Q18080,already stated
Q11376761,P2949,WikiTree person ID,今出川-2,,Q18098,already stated
Q9379175,P2949,WikiTree person ID,織田-51,,Q18117,already stated
Q11117105,P2949,WikiTree person ID,森-14,,Q18129,already stated
Q3139674,P2949,WikiTree person ID,九条-8,,Q29298,already stated
