geni_id,cjk,culture,evidence
6000000002402172325,重矩養女 小笠原,ja,"graph traversal, 3 hop(s)"
6000000002402202385,政信 小笠原,ja,"graph traversal, 2 hop(s)"
6000000002413910772,貞辰室 高木,ja,"graph traversal, 5 hop(s)"
6000000002413920596,正房 高木,ja,"graph traversal, 5 hop(s)"
6000000002413986448,正次 高木,ja,"graph traversal, 4 hop(s)"
6000000002413992289,重政養女 山口,ja,"graph traversal, 4 hop(s)"
6000000002413992886,家信正室 松平,ja,"graph traversal, 3 hop(s)"
6000000002414110559,正好 高木,ja,"graph traversal, 5 hop(s)"
6000000002414112576,直清 永井,ja,"graph traversal, 3 hop(s)"
6000000002414119758,直清正室 高木,ja,"graph traversal, 4 hop(s)"
6000000002414139760,近綱 渡辺,ja,"graph traversal, 5 hop(s)"
6000000002414187829,氏信 松平,ja,"graph traversal, 1 hop(s)"
6000000002414201129,清秀 高木,ja,"graph traversal, 5 hop(s)"
6000000002414206562,信昌 松平,ja,"graph traversal, 3 hop(s)"
6000000002414213504,方綱 渡辺,ja,"graph traversal, 3 hop(s)"
6000000002414214037,吉綱 渡辺,ja,"graph traversal, 7 hop(s)"
6000000002414223041,吉綱正室 高木,ja,"graph traversal, 4 hop(s)"
6000000002414226336,長綱 渡辺,ja,"graph traversal, 7 hop(s)"
6000000002414235244,宣光 高木,ja,"graph traversal, 6 hop(s)"
6000000002414306735,隆朝室 松平,ja,"graph traversal, 3 hop(s)"
6000000002414308286,基綱正室 渡辺,ja,"graph traversal, 3 hop(s)"
6000000002414322416,方綱正室 松平,ja,"graph traversal, 2 hop(s)"
6000000002414330146,利綱 渡辺,ja,"graph traversal, 5 hop(s)"
6000000002414330160,則綱 渡辺,ja,"graph traversal, 5 hop(s)"
6000000002414354300,豊綱 渡辺,ja,"graph traversal, 3 hop(s)"
6000000002414382193,正長室 松平,ja,"graph traversal, 3 hop(s)"
6000000002414388624,康比 松平,ja,"graph traversal, 4 hop(s)"
6000000002414394490,信忠 松平,ja,"graph traversal, 3 hop(s)"
6000000002414431443,重富 和田,ja,"graph traversal, 4 hop(s)"
6000000002414460094,重信 松平,ja,"graph traversal, 3 hop(s)"
6000000002414460188,広永室 松平,ja,"graph traversal, 3 hop(s)"
6000000002414460228,広永 松平,ja,"graph traversal, 4 hop(s)"
6000000002414490005,正長 石川,ja,"graph traversal, 3 hop(s)"
6000000002414508252,重富室 松平,ja,"graph traversal, 3 hop(s)"
6000000002414515051,康比室 松平,ja,"graph traversal, 3 hop(s)"
6000000002414537075,隆朝 櫛笥,ja,"graph traversal, 2 hop(s)"
6000000002414599850,幸成正室 小笠原,ja,"graph traversal, 2 hop(s)"
6000000002414631641,忠貞正室 小笠原,ja,"graph traversal, 1 hop(s)"
6000000002414705137,幸成 青山,ja,"graph traversal, 3 hop(s)"
6000000002414732208,忠成 青山,ja,"graph traversal, 3 hop(s)"
6000000002414754013,貞勝室 小笠原,ja,"graph traversal, 2 hop(s)"
6000000002414758193,忠俊 青山,ja,"graph traversal, 2 hop(s)"
6000000002414763162,幸正 青山,ja,"graph traversal, 3 hop(s)"
6000000002414891682,兼雅 藤原,ja,"graph traversal, 3 hop(s)"
6000000002414952643,忠経 花山院,ja,"graph traversal, 3 hop(s)"
6000000002415026874,忠雅室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415075217,師継 花山院,ja,"graph traversal, 2 hop(s)"
6000000002415081732,経通 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415085351,西園寺実兼妻 花山院,ja,"graph traversal, 1 hop(s)"
6000000002415087796,家成 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415105655,忠雅 花山院,ja,"graph traversal, 3 hop(s)"
6000000002415127989,懐平 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415140200,定雅 花山院,ja,"graph traversal, 3 hop(s)"
6000000002415144630,忠宗室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415144974,通俊 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415177442,経平 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415200713,雅円 源,ja,"graph traversal, 2 hop(s)"
6000000002415209791,守清 源,ja,"graph traversal, 2 hop(s)"
6000000002415210630,家保 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415223128,顕季室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415235824,高雅 源,ja,"graph traversal, 1 hop(s)"
6000000002415243594,親国 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415243761,経通室 源,ja,"graph traversal, 2 hop(s)"
6000000002415275264,覚行,ja,"graph traversal, 1 hop(s)"
6000000002415281255,親子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002415292369,経子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002415299269,隆経 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415299558,睦子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002415314098,通宗 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415337238,顕家 藤原,ja,"graph traversal, 3 hop(s)"
6000000002415337314,源守清室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415351228,清正 藤原,ja,"graph traversal, 3 hop(s)"
6000000002415402139,院の上 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415408015,章任 源,ja,"graph traversal, 2 hop(s)"
6000000002415418202,基貞 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415420031,基任 源,ja,"graph traversal, 2 hop(s)"
6000000002415453038,公子 源,ja,"name ends in 子, a Japanese given-name ending"
6000000002415458212,兼頼 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415493066,能長 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415664562,昭子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002415727840,定佐 藤原,ja,"graph traversal, 3 hop(s)"
6000000002415810357,保実 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415869052,公成室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415873277,仲実 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415927396,公子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002415951496,実子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002415960060,基貞女 藤原,ja,"graph traversal, 2 hop(s)"
6000000002415964471,経実 藤原,ja,"graph traversal, 1 hop(s)"
6000000002415994961,覚顕 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416020672,経実室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416030104,経宗 藤原,ja,"graph traversal, 1 hop(s)"
6000000002416033374,顕輔 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416037608,成通 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416067384,璋子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002416099481,宗通室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416105763,顕盛 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416128495,宗通 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416143186,実行室(顕季三女) 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416143365,雅定 源,ja,"graph traversal, 3 hop(s)"
6000000002416148765,時通 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416174208,顕宗 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416194520,敦兼室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416215479,源雅定室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416217634,顕季女 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416221491,僧文賛女,ja,"graph traversal, 2 hop(s)"
6000000002416224839,俊房 源,ja,"graph traversal, 1 hop(s)"
6000000002416227162,季通 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416231190,長輔 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416239180,公教 三条,ja,"graph traversal, 2 hop(s)"
6000000002416247373,顕経 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416251148,敦兼 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416274210,長親 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416276234,宗能 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416330829,宗輔室(宗忠娘) 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416344212,長盛 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416350296,長子 讃岐典侍 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002416358404,宗輔 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416362313,宗家 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416362744,宗能室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416373711,季行室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416377200,宗能室(長実女) 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416379610,宗命 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416425485,宗能室(為隆女) 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416431387,能忠 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416431524,宗成 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416431635,徳大寺実能室 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416434382,頼衡 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416434399,宗親 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416448145,成能 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416448803,玄修 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416461164,玄壽 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416461241,頼輔 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416461671,宗延 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416461898,宗信 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416467063,宗忠室(行房女) 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416479066,宗忠 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416482159,宗縁 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416488577,宗隆 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416500073,宗覚 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416500120,宗俊 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416524102,尊誉 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416528464,宗俊室 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416532761,若御前 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416533126,光能 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416534163,宗重 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416536141,寛宗 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416537219,源憲俊室 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416539083,覚晴 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416568045,源顕国室 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416596285,藤原宗輔室 橘,ja,"graph traversal, 4 hop(s)"
6000000002416607024,俊家室 源,ja,"graph traversal, 2 hop(s)"
6000000002416619310,師兼 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416643453,俊通 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416653004,宗俊室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002416687620,相命 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416695353,俊成 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416695600,宗実 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416702056,宗恵 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416703483,覚珠 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416709209,忠良 藤原,ja,"graph traversal, 3 hop(s)"
6000000002416710248,俊基 藤原,ja,"graph traversal, 4 hop(s)"
6000000002416741297,公親 徳大寺,ja,"graph traversal, 5 hop(s)"
6000000002417016265,頼成 藤原,ja,"graph traversal, 1 hop(s)"
6000000002417035923,寛雲 源,ja,"graph traversal, 2 hop(s)"
6000000002417051799,師頼 源,ja,"graph traversal, 2 hop(s)"
6000000002417066958,俊顕 源,ja,"graph traversal, 2 hop(s)"
6000000002417095332,正子,ja,"name ends in 子, a Japanese given-name ending"
6000000002417102258,延子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002417105819,娟子,ja,"name ends in 子, a Japanese given-name ending"
6000000002417118384,俊円 源,ja,"graph traversal, 2 hop(s)"
6000000002417146960,証観 源,ja,"graph traversal, 2 hop(s)"
6000000002417198463,良子,ja,"name ends in 子, a Japanese given-name ending"
6000000002417207266,実縁 源,ja,"graph traversal, 2 hop(s)"
6000000002417207621,仁寛 源,ja,"graph traversal, 2 hop(s)"
6000000002417207983,俊智 源,ja,"graph traversal, 2 hop(s)"
6000000002417281109,師重 源,ja,"graph traversal, 2 hop(s)"
6000000002417281817,俊房室 源,ja,"graph traversal, 2 hop(s)"
6000000002417286251,重房 藤原,ja,"graph traversal, 3 hop(s)"
6000000002417332468,俊房室(基平女) 源,ja,"graph traversal, 2 hop(s)"
6000000002417338488,朝元室 源,ja,"graph traversal, 4 hop(s)"
6000000002417394228,宗光 源,ja,"graph traversal, 2 hop(s)"
6000000002417445200,寛壱 源,ja,"graph traversal, 2 hop(s)"
6000000002417483273,俊房室 平,ja,"graph traversal, 2 hop(s)"
6000000002417484861,忠実 藤原,ja,"graph traversal, 1 hop(s)"
6000000002417495208,師能室(俊房娘) 源,ja,"graph traversal, 2 hop(s)"
6000000002417499741,定時 藤原,ja,"graph traversal, 2 hop(s)"
6000000002417539001,寛真 源,ja,"graph traversal, 2 hop(s)"
6000000002417539520,俊房室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002417549521,朝方 藤原,ja,"graph traversal, 4 hop(s)"
6000000002417575019,任子 源,ja,"name ends in 子, a Japanese given-name ending"
6000000002417575437,師能 源,ja,"graph traversal, 3 hop(s)"
6000000002417598092,国挙 源,ja,"graph traversal, 5 hop(s)"
6000000002417631426,師時 源,ja,"graph traversal, 2 hop(s)"
6000000002417641187,重経 平,ja,"graph traversal, 3 hop(s)"
6000000002417645337,勝覚 源,ja,"graph traversal, 2 hop(s)"
6000000002417651251,源覚 源,ja,"graph traversal, 2 hop(s)"
6000000002417655069,朝元 藤原,ja,"graph traversal, 3 hop(s)"
6000000002417672877,基平 源,ja,"graph traversal, 3 hop(s)"
6000000002417717766,定成 藤原,ja,"graph traversal, 3 hop(s)"
6000000002417724861,俊房室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002417735610,師任 藤原,ja,"graph traversal, 4 hop(s)"
6000000002417747168,実運 源,ja,"graph traversal, 2 hop(s)"
6000000002417778895,通経 藤原,ja,"graph traversal, 5 hop(s)"
6000000002417823136,定時室 源,ja,"graph traversal, 2 hop(s)"
6000000002417834107,実基 源,ja,"graph traversal, 3 hop(s)"
6000000002417834787,忠時 源,ja,"graph traversal, 2 hop(s)"
6000000002417835278,実方 藤原,ja,"graph traversal, 2 hop(s)"
6000000002417858174,師経 藤原,ja,"graph traversal, 4 hop(s)"
6000000002417881285,師尹室 藤原,ja,"graph traversal, 1 hop(s)"
6000000002417882263,朝元室 藤原,ja,"graph traversal, 4 hop(s)"
6000000002417897005,明海 源,ja,"graph traversal, 2 hop(s)"
6000000002418096774,済時 藤原,ja,"graph traversal, 1 hop(s)"
6000000002418116028,定方室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002418161302,芳子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002418311245,永平,ja,"graph traversal, 1 hop(s)"
6000000002418368815,高扶 陸奥守 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418376193,雅正 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418390022,昌平,ja,"graph traversal, 1 hop(s)"
6000000002418409466,為長 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418413934,真都我 橘,ja,"graph traversal, 2 hop(s)"
6000000002418420611,正茂女 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418470710,吉子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002418520079,雅正室 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418543372,康延 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418553074,為頼 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418555167,為時 藤原,ja,"graph traversal, 2 hop(s)"
6000000002418555751,為信 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418560586,為雅 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418612114,理明 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418647325,文範 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418728032,正茂 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418733087,弟河 伊賀守 藤原,ja,"graph traversal, 4 hop(s)"
6000000002418742651,麻呂娘 紀,ja,"graph traversal, 2 hop(s)"
6000000002418754432,藤原有年室 建部,ja,"graph traversal, 2 hop(s)"
6000000002418754654,秋常 藤原,ja,"graph traversal, 6 hop(s)"
6000000002418756050,正樹 藤原,ja,"graph traversal, 3 hop(s)"
6000000002418810398,弟友 藤原,ja,"graph traversal, 2 hop(s)"
6000000002418848242,真友 藤原,ja,"graph traversal, 2 hop(s)"
6000000002418873245,友人 藤原,ja,"graph traversal, 2 hop(s)"
6000000002419815206,旅子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002419907442,酒人,ja,"graph traversal, 2 hop(s)"
6000000002420151037,朝原,ja,"graph traversal, 2 hop(s)"
6000000002420197205,県犬養 広刀自,ja,"graph traversal, 2 hop(s)"
6000000002421303820,正輔 藤原,ja,"graph traversal, 3 hop(s)"
6000000002421391715,中輔 藤原,ja,"graph traversal, 3 hop(s)"
6000000002421415704,信輔 藤原,ja,"graph traversal, 3 hop(s)"
6000000002421521831,廉子,ja,"name ends in 子, a Japanese given-name ending"
6000000002421525629,本康,ja,"graph traversal, 1 hop(s)"
6000000002421535299,行明妃 藤原,ja,"graph traversal, 2 hop(s)"
6000000002421550147,重輔 藤原,ja,"graph traversal, 3 hop(s)"
6000000002421614699,縄子 滋野,ja,"name ends in 子, a Japanese given-name ending"
6000000002421701002,行明,ja,"graph traversal, 1 hop(s)"
6000000002421729001,褒子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002431546793,大伴 県犬養,ja,"graph traversal, 5 hop(s)"
6000000002431591195,阿祢姫 小治田,ja,"graph traversal, 2 hop(s)"
6000000002431714671,真虎 阿倍,ja,"graph traversal, 5 hop(s)"
6000000002431763470,御主人 阿倍,ja,"graph traversal, 4 hop(s)"
6000000002431816272,多比 県犬養,ja,"graph traversal, 6 hop(s)"
6000000002431821665,唐 県犬養,ja,"graph traversal, 3 hop(s)"
6000000002431926223,貞媛 阿倍,ja,"graph traversal, 2 hop(s)"
6000000002431955123,功麻呂 小治田,ja,"graph traversal, 1 hop(s)"
6000000002432079001,貞吉 阿倍,ja,"graph traversal, 3 hop(s)"
6000000002432275023,禰麻呂 県犬養,ja,"graph traversal, 4 hop(s)"
6000000002433004653,石次 県犬養,ja,"graph traversal, 5 hop(s)"
6000000002433019687,内麻呂 内舎人 県犬養,ja,"graph traversal, 6 hop(s)"
6000000002433456308,八重 県犬養,ja,"graph traversal, 5 hop(s)"
6000000002433462603,広成 葛井,ja,"graph traversal, 6 hop(s)"
6000000002433468454,黒比古 県犬養,ja,"graph traversal, 5 hop(s)"
6000000002433532054,古麻呂 中務大輔 県犬養,ja,"graph traversal, 5 hop(s)"
6000000002440251920,通基室 源,ja,"graph traversal, 2 hop(s)"
6000000002440474568,師隆 源,ja,"graph traversal, 1 hop(s)"
6000000002440487375,実雅 一条,ja,"graph traversal, 4 hop(s)"
6000000002440498867,俊長 源,ja,"graph traversal, 3 hop(s)"
6000000002440561454,通重 藤原,ja,"graph traversal, 3 hop(s)"
6000000002440584471,師忠室 源,ja,"graph traversal, 2 hop(s)"
6000000002440591934,為平,ja,"graph traversal, 1 hop(s)"
6000000002440605566,師忠 源,ja,"graph traversal, 2 hop(s)"
6000000002440605943,師経 源,ja,"graph traversal, 2 hop(s)"
6000000002440620395,公能 藤原,ja,"graph traversal, 1 hop(s)"
6000000002440667615,源師隆室(為房の娘) 藤原,ja,"graph traversal, 4 hop(s)"
6000000002440709717,師房室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002440758984,隆,ja,"graph traversal, 2 hop(s)"
6000000002440762195,俊隆 源,ja,"graph traversal, 2 hop(s)"
6000000002440783432,具平妻,ja,"graph traversal, 1 hop(s)"
6000000002440811939,師房室(憲清女) 源,ja,"graph traversal, 2 hop(s)"
6000000002440818651,仁覚 源,ja,"graph traversal, 1 hop(s)"
6000000002440828435,通房 藤原,ja,"graph traversal, 1 hop(s)"
6000000002440875509,実覚 源,ja,"graph traversal, 2 hop(s)"
6000000002440887230,妧子 源,ja,"name ends in 子, a Japanese given-name ending"
6000000002440889805,嫥子,ja,"name ends in 子, a Japanese given-name ending"
6000000002440965036,対の君 源,ja,"graph traversal, 2 hop(s)"
6000000002440965465,澄子 源,ja,"name ends in 子, a Japanese given-name ending"
6000000002441035713,具平次女,ja,"graph traversal, 1 hop(s)"
6000000002441038840,生子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002441041881,教通室 藤原,ja,"graph traversal, 1 hop(s)"
6000000002441078451,禔子,ja,"name ends in 子, a Japanese given-name ending"
6000000002441103217,憲清 源,ja,"graph traversal, 3 hop(s)"
6000000002441160019,定子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002441163802,公定 藤原,ja,"graph traversal, 3 hop(s)"
6000000002441164008,敦康,ja,"graph traversal, 1 hop(s)"
6000000002441225480,歓子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002441259329,通基 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441268458,静覚 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441360624,小式部内侍 橘,ja,"graph traversal, 2 hop(s)"
6000000002441363417,真子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002441366823,信長 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441367694,公任 藤原,ja,"graph traversal, 1 hop(s)"
6000000002441377017,信家 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441391639,昭平室 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441399238,道貞 橘,ja,"graph traversal, 3 hop(s)"
6000000002441399342,経家 藤原,ja,"graph traversal, 3 hop(s)"
6000000002441400178,光円 藤原,ja,"graph traversal, 3 hop(s)"
6000000002441425438,公任室,ja,"graph traversal, 2 hop(s)"
6000000002441436113,定頼 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441439194,定頼室 源,ja,"graph traversal, 3 hop(s)"
6000000002441454311,静円 藤原,ja,"graph traversal, 2 hop(s)"
6000000002441484021,光円母,ja,"graph traversal, 2 hop(s)"
6000000002441484473,昭平,ja,"graph traversal, 2 hop(s)"
6000000002441575236,厳子,ja,"name ends in 子, a Japanese given-name ending"
6000000002441722028,鮮子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002441754127,連永 藤原,ja,"graph traversal, 1 hop(s)"
6000000002442091583,選子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442104643,昇 源,ja,"graph traversal, 1 hop(s)"
6000000002442130654,資子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442173325,承子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442214190,輔子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442267152,昇女 源,ja,"graph traversal, 2 hop(s)"
6000000002442322201,楽子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442322770,広平,ja,"graph traversal, 2 hop(s)"
6000000002442324085,徽子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442343329,述子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002442352042,重明,ja,"graph traversal, 1 hop(s)"
6000000002442356112,規子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442394187,順子 源,ja,"name ends in 子, a Japanese given-name ending"
6000000002442407405,庶明 源,ja,"graph traversal, 1 hop(s)"
6000000002442442080,計子 源,ja,"name ends in 子, a Japanese given-name ending"
6000000002442447917,理子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442464283,遠長 藤原,ja,"graph traversal, 3 hop(s)"
6000000002442509795,盛子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442554571,祐 藤原,ja,"graph traversal, 1 hop(s)"
6000000002442558626,有相 藤原,ja,"graph traversal, 3 hop(s)"
6000000002442564070,顕光 藤原,ja,"graph traversal, 1 hop(s)"
6000000002442573342,元平親王女,ja,"graph traversal, 2 hop(s)"
6000000002442573770,脩子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002442618802,致平,ja,"graph traversal, 2 hop(s)"
6000000002442686023,緝子,ja,"name ends in 子, a Japanese given-name ending"
6000000002442739004,朝成 藤原,ja,"graph traversal, 1 hop(s)"
6000000002442754030,弁 藤原,ja,"graph traversal, 2 hop(s)"
6000000002442759086,寛子 藤原,ja,"name ends in 子, a Japanese given-name ending"
6000000002442835026,国咸大刀自 石川,ja,"graph traversal, 2 hop(s)"
6000000002445466486,光高 明智,ja,"graph traversal, 3 hop(s)"
6000000002445567760,頼秀 明智,ja,"graph traversal, 1 hop(s)"
6000000002445675707,頼高 明智,ja,"graph traversal, 2 hop(s)"
6000000002445898811,頼基 長山,ja,"graph traversal, 1 hop(s)"
6000000002446032061,光重 明智,ja,"graph traversal, 2 hop(s)"
6000000002446334716,光行 土岐,ja,"graph traversal, 4 hop(s)"
6000000002446471431,国房 源,ja,"graph traversal, 3 hop(s)"
6000000002446472236,頼貞 土岐,ja,"graph traversal, 2 hop(s)"
6000000002446578798,光基 源,ja,"graph traversal, 4 hop(s)"
6000000002446619751,持益 守護 池田(土岐),ja,"graph traversal, 2 hop(s)"
6000000002446676131,頼忠 池田,ja,"graph traversal, 4 hop(s)"
6000000002446688316,光国 源,ja,"graph traversal, 2 hop(s)"
6000000002446693053,頼清 土岐,ja,"graph traversal, 3 hop(s)"
6000000002446702404,光衡 土岐,ja,"graph traversal, 5 hop(s)"
6000000002446705044,光定 土岐,ja,"graph traversal, 3 hop(s)"
6000000002446729259,光信 源,ja,"graph traversal, 3 hop(s)"
6000000002448608753,正景 東郷,ja,"graph traversal, 4 hop(s)"
6000000002448662939,小太郎 中野,ja,"name ends in 郎, a Japanese given-name ending"
6000000002448696534,弼景 三段崎,ja,"graph traversal, 3 hop(s)"
6000000002448740936,景康 中島,ja,"graph traversal, 4 hop(s)"
6000000002448830240,宗景 孫太郎 松尾,ja,"graph traversal, 2 hop(s)"
6000000002448835801,茂景 阿波賀,ja,"graph traversal, 3 hop(s)"
6000000002448865003,久景 向,ja,"graph traversal, 3 hop(s)"
6000000002456276473,氏綱 佐々木,ja,"graph traversal, 8 hop(s)"
6000000002456318352,長綱 佐々木,ja,"graph traversal, 6 hop(s)"
6000000002456324537,長信 松下,ja,"graph traversal, 10 hop(s)"
6000000002456339328,貞長 佐々木,ja,"graph traversal, 7 hop(s)"
6000000002456346342,国長 松下,ja,"graph traversal, 11 hop(s)"
6000000002456381399,高長 松下,ja,"graph traversal, 9 hop(s)"
6000000002456947762,定秀 和田,ja,"graph traversal, 6 hop(s)"
6000000002457007750,宗滴室 朝倉,ja,"graph traversal, 3 hop(s)"
6000000002457042267,高成 和田,ja,"graph traversal, 5 hop(s)"
6000000002457091875,九郎兵衛 朝倉,ja,"name ends in 衛, a Japanese given-name ending"
6000000002457265590,景豊室 朝倉,ja,"graph traversal, 1 hop(s)"
6000000002457531047,地蔵院 朝倉,ja,"graph traversal, 3 hop(s)"
6000000002457559094,祖心紹越 朝倉,ja,"graph traversal, 3 hop(s)"
6000000002457572474,景豊 朝倉,ja,"graph traversal, 1 hop(s)"
6000000002457682292,余六 朝倉,ja,"graph traversal, 3 hop(s)"
