qid	relative	kinship	qualifiers
Q186652	Q964210	Q84158642	P1039
Q18671396	Q5224177	Q15224724	P1039
Q18671753	Q18671752	Q9238344	P1039
Q1868549	Q14519610	Q15224724	P1039
Q18688452	Q3200657	Q12160962	P1039
Q18694650	Q1437544	Q76557	P1039
Q187038	Q130011085	Q19756330	P1039
Q1871547	Q129590467	Q19822354	P1039
Q1871628	Q2458115	Q2914212	P1039
Q1871628	Q24278767	Q2914212	P1039
Q1871628	Q10914484	Q2914212	P1039
Q1871826	Q19335564	Q19680017	P1039
Q1871826	Q349715	Q19680017	P1039
Q1871826	Q5734960	Q11921506	P1039
Q187224	Q109810770	Q12158205	P1039
Q187241	Q3271730	Q15224724	P1039
Q187241	Q55964990	Q76507	P1039
Q187241	Q160333	Q31819505	P1039
Q1873783	Q77402	Q2914212	P1039
Q1874031	Q25207911	Q15224724	P1039
Q1874031	Q1083468	Q4113832	P1039
Q1874031	Q743106	Q69359841	P1039
Q1874069	Q89492335	Q3813877	P1039
Q1874085	Q93166	Q31819505	P1039
Q1874511	Q2172887		
Q18747376	Q43922	Q12158205	P1039
Q18747376	Q1332564	Q12158205	P1039
Q1875043	Q94883350	Q15224724	P1039
Q1875078	Q94873447		
Q1875172	Q1818563	Q12158205	P1039
Q1875172	Q55897110	Q12158205	P1039
Q1875172	Q712254	Q31819505	P1039
Q1875172	Q1041465	Q31819505	P1039
Q1875172	Q85261677	Q31819505	P1039
Q1875172	Q105657	Q69614718	P1039
Q1875172	Q75326996	Q15224724	P1039
Q1875172	Q1805326	Q3403377	P1039
Q1875172	Q75327036	Q3403377	P1039
Q1875172	Q1819602	Q26181623	P1039
Q1875172	Q98140100	Q3403377	P1039
Q18752942	Q12376033	Q9238344	P1039
Q1875380	Q24699211		
Q1875380	Q90715		
Q1875380	Q92157		
Q1875380	Q95811		
Q18756715	Q7328204	Q76557	P1039
Q1875906	Q96002194	Q15224724	P1039
Q18762124	Q110314614	Q9238344	P1039
Q18762124	Q110314625	Q9235758	P1039
Q18762124	Q118247238	Q2914212	P1039
Q18762124	Q127295744	Q3238556	P1039
Q18762412	Q535	Q19682162	P1039
Q1876689	Q57635		
Q1876689	Q481469		
Q1876689	Q1712126		
Q18785024	Q132742975	Q3752578	P1039
Q18785217	Q135087	Q2914212	P1039
Q187912	Q94166642	Q3403377	P1039
Q187912	Q6707501	Q3403377	P1039
Q187912	Q5944436	Q15224724	P1039
Q187912	Q6509204	Q3403377	P1039
Q187912	Q7816272	Q23009870	P1039
Q18808760	Q18609039	Q19682162	P1039
Q18808763	Q1466753	Q15224724	P1039
Q188093	Q5078949	Q9238344	P1039
Q188093	Q96311869	Q9235758	P1039
Q1881019	Q2960005	Q11921506	P1039
Q18810539	Q8012000	Q13204680	P1039
Q18810539	Q130242943	Q2914212	P1039
Q18810539	Q8011998	Q2914212	P1039
Q18810539	Q6172292	Q3238556	P1039
Q18810539	Q78145858	Q2914212	P1039
Q18810539	Q6281456	Q2914212	P1039
Q18810539	Q75867299	Q13184281	P1039
Q18810539	Q104552212	Q18489480	P1039
Q18810539	Q1680337	Q12158205	P1039
Q188128	Q4055061	Q2500621	P1039
Q18813143	Q97588327		
Q18813209	Q274627	Q41805477	P1039
Q18818690	Q16576765	Q12443619	P1039
Q18819046	Q3946612	Q11921506	P1039
Q188342	Q138003	Q15224724	P1039
Q1883839	Q28123020		
Q1883839	Q394750		
Q1883839	Q5629876		
Q1883839	Q108328268		
Q1883839	Q2302904		
Q1883839	Q551726		
Q1883839	Q20938717		
Q1883839	Q70941		
Q1884596	Q273950	Q57832811	P1039
Q188482	Q208882	Q15224724	P1039
Q188492	Q4800217	Q9238344	P1039
Q188634	Q384428	Q76557	P1039
Q188697	Q24625745	Q2914212	P1039
Q1887774	Q3263000	Q19682162	P1039
Q188783	Q2909767	Q15224724	P1039
Q1889237	Q1563142	Q3403377	P1039
Q1889237	Q21716721	Q3403377	P1039
Q1889237	Q21716339	Q3403377	P1039
Q1889237	Q1700662	Q15224724	P1039
Q188926	Q80823	Q25536898	P1039
Q188926	Q82674	Q19822354	P1039
Q188926	Q7207	Q19822354;Q104626971	P1039
Q188926	Q83229	Q4346792	P1039
Q188926	Q553362	Q23009870	P1039
Q188955	Q5215744		
Q18911757	Q5542881	Q9238344	P1039
Q18912480	Q6258426	Q11921506	P1039
Q18912649	Q75543906	Q19822354	P1039
Q18912649	Q18526315	Q30254751	P1039
Q18913622	Q41537423	Q23009870	P1039
Q18913622	Q41639136	Q23009870	P1039
Q189139	Q12878279	Q19756330	P1039
Q18916800	Q68117	Q9235758	P1039
Q18916855	Q1293478	Q23009870	P1039
Q18916855	Q967353	Q3238556	P1039
Q18916871	Q878197	Q12158205	P1039
Q18916880	Q84769	Q9238344	P1039
Q18917153	Q18761960	Q9238344	P1039
Q18917662	Q216688	Q23045211	P1039
Q18918593	Q88559597	Q76557	P1039
Q18918593	Q717372	Q76557	P1039
Q18926769	Q231249	Q19756330	P1039
Q18926769	Q228766	Q19756330	P1039
Q18926769	Q104451217	Q18489480	P1039
Q189351	Q458464	Q61740757	P1039
Q189400	Q873	Q84158643	P1039
Q189400	Q5665920	Q84158642	P1039
Q189400	Q4716439	Q3813877	P1039
Q189400	Q372311	Q69611015	P1039
Q189400	Q1444208	Q9238344	P1039
Q189408	Q2344257	Q3238556	P1039;P580;P582
Q189408	Q537253	Q3238556	P1039;P580;P582
Q1895317	Q3178934	Q23009870	P1039
Q189564	Q15407211	Q23009870	P1039
Q189599	Q110605022	Q4994791	P1039
Q18964134	Q13475514	Q4994791	P1039
Q1896790	Q1238063	Q76557	P1039
Q189689	Q20003048	Q3752578	P1039
Q1897401	Q78688		
Q1897401	Q2505048		
Q18977489	Q1095971	Q11921506	P1039
Q18977506	Q18764224	Q19756330	P1039
Q18977651	Q1160770	Q15224724	P1039
Q18977694	Q127607523	Q13204680	P1039
Q18982030	Q19587235	Q18489480	P1039
Q1898633	Q914802	Q15224724	P1039
Q1898633	Q3741639	Q15224724	P1039
Q1898633	Q1038705	Q4113832	P1039
Q1898633	Q3610433	Q72733707	P1039
Q1899855	Q136407813	Q76557	P1039
Q190051	Q76306742	Q41798832	P1039
Q19008	Q83297	Q2914212	P1039
Q1901584	Q55852616		
Q1901584	Q324185		
Q1901584	Q72060034		
Q1901584	Q137911381	Q12158205	P1039
Q1902714	Q61473291	Q4346792	P1039
Q1902742	Q7182594	Q13204680	P1039
Q190302	Q2589707	Q9238344	P1039
Q1903961	Q78500	Q12160962	P1039
Q1903961	Q13637691	Q723868	P1039
Q1903961	Q352	Q2914212	P1039
Q1903961	Q84328	Q3238556	P1039
Q1903961	Q22084764	Q3238556	P1039
Q1903961	Q66225	Q2914212	P1039
Q1903961	Q22084744	Q2914212	P1039
Q1903961	Q22084775	Q2914212	P1039
Q1903961	Q22084776	Q2914212	P1039
Q1904022	Q9097151	Q11921506	P1039
Q19046	Q94933283	Q15224724	P1039
Q1904667	Q2571901	Q10861465	P1039
Q1905056	Q1524633	Q12183411	P1039
Q190523	Q128696		
Q1906150	Q1291679	Q23009870	P1039
Q19063	Q56391758	Q19756330	P1039
Q1906593	Q55237656	Q3752578	P1039
Q190723	Q16602114	Q23009870	P1039
Q190994	Q313522	Q23009870	P1039
Q191023	Q2293838	Q31819505	P1039
Q191026	Q1035	Q23009870	P1039
Q191029	Q2311008	Q13204680	P1039
Q191045	Q313857	Q19682162	P1039
Q191045	Q18363	Q2500621	P1039
Q191045	Q32347	Q58837291	P1039
Q191045	Q235128	Q12433519	P1039
Q191045	Q155394	Q4994791	P1039
Q191045	Q61351	Q4994787	P1039
Q191084	Q99054961	Q12433519	P1039
Q191084	Q99054810	Q19682162	P1039
Q191123	Q7493196	Q11921506	P1039
Q191123	Q791348	Q3752578	P1039
Q191123	Q12403968	Q3752578	P1039
Q1911436	Q55946077	Q15224724	P1039
Q1912161	Q118013	Q31819505	P1039
Q1912435	Q78223	Q9238344	P1039
Q1912435	Q28708071	Q13183045	P1039
Q1913309	Q1309598	Q31819505	P1039
Q1913696	Q449185	Q19595228	P1039
Q1913696	Q24013931	Q19595226	P1039
Q1913696	Q1360663	Q19595226	P1039
Q19159969	Q515903	Q13184281	P1039
Q1916833	Q2652320		
Q191748	Q1079085	Q3752578	P1039
Q191748	Q95281	Q1498282	P1039
Q191748	Q767689	Q11921506	P1039
Q191748	Q1514870	Q11921506	P1039
Q191748	Q1504012	Q3752578	P1039
Q191748	Q1048002	Q3752578	P1039
Q191748	Q380643	Q21480539	P1039
Q191748	Q5879	Q239526	P1039
Q191798	Q3102735	Q4994791	P1039
Q191798	Q3340396	Q19682162	P1039
Q191798	Q119931509	Q15224724	P1039
Q1918932	Q6811209	Q11921506	P1039
Q19195654	Q64869422	Q9238344	P1039
Q191963	Q56473914	Q19822354	P1039
Q191963	Q56473999	Q19822354	P1039
Q191974	Q81082	Q25536898	P1039
Q192133	Q133473382	Q19595229	P1039
Q192217	Q43009011		
Q192279	Q16631635	Q20746725	P1039
Q192359	Q115840085	Q19756330	P1039
Q19243075	Q17320100	Q23009870	P1039
Q1925023	Q13850708	Q11921506	P1039
Q1925023	Q132797555	Q13183045	P1039
Q192506	Q13003	Q13204680	P1039
Q19250889	Q15698809	Q3813877	P1039
Q19259368	Q89912087		
Q19259368	Q1462493		
Q1926717	Q6665017	Q11921506	P1039
Q192682	Q30460493	Q19682162	P1039
Q192720	Q5517292	Q15224724	P1039
Q192780	Q146906	Q11921506	P1039
Q192780	Q2817261	Q11921506	P1039
Q192780	Q689964	Q11921506	P1039
Q192780	Q4867793	Q19756330	P1039
Q192818	Q2427172	Q13184390	P1039
Q1928275	Q55221	Q12158205	P1039
Q1928275	Q218845	Q12158205	P1039
Q192894	Q2943327	Q2500621	P1039
Q192894	Q124691330	Q12438956	P1039
Q192927	Q510424	Q84158642	P1039
Q192927	Q670050	Q69610263	P1039
Q19295151	Q150552	Q2914212	P1039
Q192958	Q216946	Q4120409	P1039
Q192958	Q1373399	Q76557	P1039
Q192958	Q161983	Q3813877	P1039
Q192958	Q16185933	Q12051531	P1039
Q19298287	Q1733415	Q9238344	P1039
Q19298287	Q2059868	Q76557	P1039
Q19299440	Q17335154	Q76557	P1039
Q1931828	Q130407907	Q4994791	P1039
Q1931828	Q1871578	Q2500621	P1039
Q19325209	Q3430869	Q9238344	P1039
Q19325948	Q3159841		
Q193283	Q21174815	Q41810796	P1039
Q193283	Q134731936	Q4113830	P1039
Q193283	Q3753117	Q2914212	P1039
Q1933740	Q713731	Q13204680	P1039
Q193426	Q59533014	Q61740757	P1039
Q1934261	Q468271	Q3238556	P1039
Q1934261	Q13223984	Q2914212	P1039
Q193459	Q131469201	Q23045278	P1039
Q193517	Q264305	Q76557	P1039
Q193517	Q223117	Q2914212	P1039
Q193628	Q42869	Q23009870	P1039
Q193628	Q313705	Q23009870	P1039
Q19362870	Q1462983	Q9238344	P1039
Q193637	Q55431064	Q15224724	P1039
Q19364024	Q558722	Q15224724	P1039
Q19365521	Q4983599	Q4994787	P1039
Q1936614	Q131581566	Q11921506	P1039
Q193672	Q929237		
Q193672	Q383015		
Q193673	Q113290910	Q53277248	P1039
Q193676	Q294912	Q69611015	P1039
Q193676	Q13218387	Q10436574	P1039
Q193676	Q231487	Q23009870	P1039
Q19369329	Q3265760	Q3403377	P1039
Q19373243	Q22915182	Q42302432	P1039
Q1937440	Q1239291	Q19680017	P1039
Q1937440	Q5539832	Q11921506	P1039
Q1937440	Q4719102	Q13204680	P1039
Q1937666	Q3750972		
Q193803	Q982677	Q76557	P1039
Q193874	Q57553	Q11921506	P1039
Q193874	Q401422	Q3752578	P1039
Q193874	Q3106919	Q11921506	P1039
Q193874	Q7244167	Q11921506	P1039
Q193874	Q2164270	Q18489480	P1039
Q193874	Q1537667	Q3752578	P1039
Q193874	Q7244665	Q19756330	P1039
Q193874	Q17152956	Q11921506	P1039
Q193874	Q17152955	Q11921506	P1039
Q193874	Q175176	Q11921506	P1039
Q193874	Q1996204	Q19756330	P1039
Q193874	Q2517919	Q19756330	P1039
Q193874	Q276850	Q19756330	P1039
Q19398707	Q1350895		
Q19399803	Q113687014	Q4113832	P1039
Q19423873	Q6761633	Q19756330	P1039
Q194402	Q20087098	Q76557	P1039
Q1948047	Q1673748	Q15224724	P1039
Q1948047	Q126280	Q11921506	P1039
Q1948138	Q563843	Q3403377	P1039
Q1948138	Q52160116	Q3752578	P1039
Q1948980	Q2190493	Q12160962	P1039
Q1948980	Q116688185	Q723868	P1039
Q1948980	Q107639018	Q2914212	P1039
Q1948980	Q126414829	Q3238556	P1039
Q1949147	Q1263308	Q11921506	P1039
Q194996	Q3767405	Q3752578	P1039
Q19502331	Q658162	Q15224724	P1039
Q19513557	Q379863	Q13204680	P1039
Q19518082	Q22279585	Q23045211	P1039
Q19518876	Q11973135	Q2914212	P1039
Q19518876	Q2476272	Q3752578	P1039
Q195217	Q66973350	Q76557	P1039
Q195390	Q22341334	Q31819505	P1039
Q19546082	Q19546094	Q76507	P1039
Q19546094	Q19546082	Q3403377	P1039
Q195520	Q1765690	Q2500621	P1039
Q1956613	Q274423	Q23009870	P1039
Q1957978	Q4423933	Q15224724	P1039
Q195825	Q511928	Q15224724	P1039
Q1958260	Q4494015		
Q1959556	Q21165450	Q76557	P1039
Q19602700	Q105882963	Q19822354	P1039
Q1960331	Q72143	Q13183045	P1039
Q1960331	Q15433241	Q18489480	P1039
Q1960450	Q203808	Q2914212	P1039
Q196263	Q971194	Q23009870	P1039
Q19627733	Q125978239	Q4994791	P1039
Q19628668	Q266561	Q76557	P1039
Q196287	Q131100989	Q13183045	P1039
Q196301	Q61819	Q723868;Q12051531	P1039
Q196301	Q321492	Q84158642	P1039
Q196301	Q63246	Q2914212	P1039
Q196301	Q3840454	Q12051531	P1039
Q196301	Q57195	Q31819505	P1039
Q196301	Q152727	Q15224724	P1039
Q196301	Q57224	Q3403377	P1039
Q196301	Q265243	Q76507	P1039
Q196301	Q448124	Q84158643	P1039
Q19630162	Q2475967	Q76557	P1039
Q1963302	Q105062154	Q76557	P1039
Q1963546	Q4452609	Q31819505	P1039
Q196401	Q6557023	Q4994791	P1039
Q196401	Q266798	Q4120409	P1039
Q19648958	Q366724	Q9238344	P1039
Q19658	Q72219322	Q15224724	P1039
Q19662310	Q5343273	Q23045425	P1039;P580
Q19662310	Q29145383	Q3238556	P1039;P580
Q19662310	Q335063	Q12158205	P1039
Q19662310	Q6218898	Q12158205	P1039
Q19662310	Q14945396	Q23045211	P1039
Q19662856	Q106529338	Q41805469	P1039
Q19665740	Q171128	Q2500621	P1039
Q19667104	Q111134696		
Q19667711	Q19975277	Q19822354	P1039
Q1968142	Q1337389	Q58837291	P1039
Q1968142	Q2066523	Q18489480	P1039
Q1970015	Q124252070	Q15224724	P1039
Q1970860	Q135639785		
Q1972477	Q93561048	Q76557	P1039
Q1972861	Q1682078	Q9238344	P1039
Q1972861	Q105592438		
Q1973605	Q93635589	Q76557	P1039
Q1973878	Q3073519	Q2500621	P1039
Q1973878	Q2478543	Q3813877	P1039
Q1974313	Q275040	Q3752578	P1039
Q1974390	Q126183329	Q31819505	P1039
Q19752868	Q130297819	Q23009870	P1039
Q19753989	Q59184001	Q31819505	P1039
Q19754058	Q42592553	Q19756330	P1039
Q197615	Q84015	Q11921506	P1039
Q197615	Q84031	Q11921506	P1039
Q1976588	Q124719123	Q9238344	P1039
Q1977037	Q86925456		
Q1977625	Q4112477	Q9238344	P1039
Q19800547	Q19866470	Q16658574	P1039
Q19801560	Q5581516	Q76557	P1039
Q1981308	Q6763589	Q3403377	P1039
Q1981562	Q8051050	Q3752578	P1039
Q19817300	Q138314352	Q19756330	P1039
Q19818107	Q15433645		
Q198188	Q198193		
Q198188	Q198211		
Q198188	Q198191		
Q19825012	Q75787	Q31819505	P1039
Q19825012	Q19824324	Q15224724	P1039
Q19826409	Q5948965	Q15657883	P1039
Q19828335	Q18528968	Q9238344	P1039
Q1983067	Q4990710	Q9235758	P1039
Q19834675	Q23434	Q11921506	P1039
Q19837	Q28941300	Q61740757	P1039
Q19837	Q28941339	Q61740758	P1039
Q19837	Q97355518	Q23009870	P1039
Q19837	Q3281834	Q23009870	P1039
Q1983725	Q135193875	Q10861465	P1039
Q1983725	Q441300	Q2914212	P1039
Q19839454	Q19839474	Q23009870	P1039
Q19839454	Q123776	Q9238344	P1039
Q19839454	Q19838821	Q2500621	P1039
Q19839454	Q115525	Q58837291	P1039
Q19839454	Q28740251	Q76557	P1039
Q19839454	Q16219395	Q76557	P1039
Q19839454	Q13230	Q76557	P1039
Q19839454	Q108663245	Q76507	P1039
Q19839454	Q2947402	Q23009870	P1039
Q19839474	Q123776	Q9238344	P1039
Q19839474	Q19838821	Q2500621	P1039
Q19839474	Q115525	Q58837291	P1039
Q19839474	Q16219395	Q76557	P1039
Q19839474	Q28740251	Q76557	P1039
Q19839474	Q13237	Q76557	P1039
Q19839474	Q19839454	Q23009870	P1039
Q19857144	Q60029185	Q3403377	P1039
Q19857444	Q34969	Q2500621	P1039
Q19857444	Q7323889	Q12158205	P1039
Q19858033	Q4559709	Q23045211	P1039
Q19863122	Q1631728	Q76557	P1039
Q19865330	Q102936549	Q4113830	P1039
Q19866470	Q19800547	Q2914212	P1039
Q19866470	Q16017912	Q2914212	P1039
Q19867097	Q1228083	Q13204680	P1039
Q19873507	Q76047380	Q20746702	P1039
Q19873507	Q7526089	Q20746702	P1039
Q19873507	Q76047381	Q20746713	P1039
Q1987420	Q2852493	Q9238344	P1039
Q19875386	Q6302103	Q2914212	P1039
Q19877770	Q3939895	Q4120409	P1039
Q19877770	Q2844566	Q76507	P1039
Q19877770	Q59524523	Q4994791	P1039
Q19882152	Q7343553		
Q1988697	Q5046252	Q3103421	P1039
Q19894358	Q318741	Q9238344	P1039
Q19894358	Q19635811	Q104626971	P1039
Q19894707	Q2579174	Q9238344	P1039
Q1990752	Q3068321	Q18489480	P1039
Q1991083	Q1997818	Q19756330	P1039
Q19912646	Q20057397	Q13204680	P1039;P580
Q19916014	Q97343693	Q15224724	P1039
Q19916014	Q96350705	Q3403377	P1039
Q19916014	Q96117912	Q10983659	P1039
Q19918284	Q88577	Q19756330	P1039
Q19932700	Q18249355	Q13204680	P1039
Q19938433	Q18627761		
Q1993987	Q3144895	Q9235758	P1039
Q199482	Q199660	Q76557	P1039
Q199482	Q172061	Q76557	P1039
Q199482	Q199825	Q15224724	P1039
Q199482	Q199481	Q15224724	P1039
Q199482	Q4019424	Q2914212	P1039
Q199482	Q1584471	Q3752578	P1039
Q199482	Q1528120	Q3752578	P1039
Q199482	Q1189261	Q3752578	P1039
Q1995049	Q2466895	Q9238344	P1039
Q19953494	Q207879	Q12183411	P1039
Q19958577	Q42308895	Q3752578	P1039
Q19958577	Q16011751	Q11921506	P1039
Q19960063	Q91343	Q3752578	P1039
Q19960064	Q97466	Q76557	P1039
Q19965638	Q106213	Q11921506	P1039
Q19965638	Q18818902	Q2500621	P1039
Q19968203	Q19971687		
Q19968203	Q19968202		
Q19969724	Q2518	Q3752578	P1039
Q1997156	Q7160016		
Q19974319	Q4483821		
Q19976178	Q6201825	Q15657883	P1039
Q19976361	Q99485243	Q12160962	P1039
Q19976653	Q5931225	Q23045211	P1039
Q19976839	Q127946714	Q3752578	P1039
Q19977165	Q18183610		
Q19977204	Q16063793	Q12158205	P1039
Q19977237	Q5949070	Q19682162	P1039
Q20005283	Q379560	Q12160962	P1039
Q20005283	Q1337261	Q3238556	P1039
Q2000532	Q136356892	Q11921506	P1039
Q200085	Q7192923	Q11921506	P1039
Q2001	Q60525	Q30868674	P1039
Q2001	Q1479844	Q30868674	P1039
Q2001	Q109074	Q110292096	P1039
Q2001	Q124493	Q110292096	P1039
Q2001	Q94881401	Q110292096	P1039
Q2001	Q95280242	Q110292096	P1039
Q2001	Q2544646	Q28324774	P1039
Q2001	Q28109949	Q110292096	P1039
Q2001	Q69234	Q2914212	P1039
Q2001173	Q274870	Q76507	P1039
Q20017566	Q2698892	Q12051531	P1039
Q20018	Q63155969	Q23009870	P1039
Q20018	Q726864	Q3752578	P1039
Q20020731	Q112042938	Q4994791	P1039
Q20020731	Q112056723	Q19682162	P1039
Q20027497	Q562908	Q9238344	P1039
Q200355	Q3657052		
Q200355	Q2641925		
Q200355	Q5610253		
Q200355	Q3459129		
Q200401	Q2401991	Q15224724	P1039
Q2004105	Q138569241	Q23009870	P1039
Q200470	Q1074727	Q402152	P1039
Q200470	Q8422398	Q4120409	P1039
Q200470	Q944168	Q4120409	P1039
Q200470	Q333500	Q76557	P1039
Q2004801	Q7972968	Q3752578	P1039
Q2004865	Q139764001	Q2914212	P1039
Q200534	Q76186506	Q2500620	P1039
Q20055561	Q1398708	Q12160962	P1039
Q20055561	Q3520225	Q20094017	P1039
Q20055561	Q23091953	Q2914212	P1039
Q200564	Q456083	Q76557	P1039
Q20056903	Q55843260	Q13204680	P1039
Q20057397	Q1657234	Q3752578	P1039
Q20057397	Q3261400	Q3752578	P1039
Q20057397	Q19912646	Q3752578	P1039;P580
Q20057750	Q1437544	Q12160962	P1039
Q20057750	Q39155221	Q23045211	P1039
Q20057751	Q1290692	Q12160962	P1039;P580;P582
Q20057751	Q114655	Q723868	P1039;P580;P582
Q20057924	Q7938383	Q15224724	P1039
Q2005977	Q20273391	Q3238556	P1039
Q20063703	Q65224568		
Q20063703	Q1723412		
Q200678	Q146906	Q23868497	P1039
Q200692	Q55752685		
Q200692	Q38002073	Q76557	P1039
Q20071732	Q12407456	Q12160962	P1039
Q200776	Q16331287	Q4346792	P1039
Q200812	Q312874	Q15224724	P1039
Q20087098	Q194402	Q15224724	P1039
Q200883	Q22234338	Q84158642	P1039
Q200883	Q64683572	Q76507	P1039
Q20095471	Q3431365	Q4346792	P1039
Q20095471	Q61857747	Q4346792	P1039
Q20095471	Q133079881	Q19822354	P1039
Q20100559	Q2929500	Q3403377	P1039
Q20100559	Q5920905	Q3403377	P1039
Q2010206	Q76117248	Q4346792	P1039
Q2010206	Q233913	Q12150903	P1039
Q20107972	Q71172	Q19595227	P1039
Q20107972	Q2640044	Q19595227	P1039
Q20107972	Q321492	Q19595226	P1039
Q20107972	Q875817	Q19595226	P1039
Q20107972	Q94895732	Q19595226	P1039
Q20107972	Q107592437	Q19595228	P1039
Q20107972	Q107608167	Q19595228	P1039
Q20107972	Q224548	Q19595226	P1039
Q20107972	Q21292928	Q19595228	P1039
Q20107972	Q11905407	Q19595228	P1039
Q20107972	Q107615739	Q19595226	P1039
Q20107972	Q107615805	Q19595226	P1039
Q20107972	Q107615985	Q19595228	P1039
Q20107972	Q107637377	Q19595226	P1039
Q20107972	Q107637554	Q19595228	P1039
Q201143	Q231126	Q12051531	P1039
Q201143	Q236902	Q12051531	P1039
Q201143	Q236896	Q12051531	P1039
Q201143	Q236889	Q4994787	P1039
Q201221	Q24642720	Q12051531	P1039
Q2012308	Q3230924	Q15224724	P1039
Q201303	Q6881693	Q3752578	P1039
Q2014678	Q88962909	Q20746702	P1039
Q201477	Q2865279	Q3752578	P1039
Q201538	Q6399693	Q12315099	P1039
Q2015825	Q92922665	Q9238344	P1039
Q201589	Q6010169	Q12433519	P1039
Q201589	Q2723716	Q84158642	P1039
Q201589	Q96316520	Q19682162	P1039
Q201589	Q76290510	Q4994791	P1039
Q201589	Q76290511	Q4994787	P1039
Q201589	Q76290517	Q23045293	P1039
Q201589	Q3239518	Q110291310	P1039
Q201589	Q3232562	Q110291311	P1039
Q201589	Q3232533	Q110291310	P1039
Q201589	Q3232550	Q110291310	P1039
Q201589	Q3320925	Q110291310	P1039
Q201589	Q3232528	Q110291311	P1039
Q201589	Q19943	Q13204680	P1039
Q201589	Q156548	Q723868	P1039
Q201589	Q54386	Q3238556	P1039
Q201589	Q230580	Q3238556	P1039
Q201589	Q453722	Q23045293	P1039;P1477
Q201589	Q770100	Q23045293	P1039;P1477
Q20160811	Q5438851	Q10861465	P1039
Q2017259	Q72292		
Q2018174	Q5905325	Q25536898	P1039
Q2019875	Q16003836	Q3752578	P1039
Q2019875	Q16012439	Q19756330	P1039
Q2019875	Q106197282	Q19756330	P1039
Q20202451	Q12306181	Q23045211	P1039
Q20202451	Q12325058	Q23045211	P1039
Q2020382	Q84454090	Q13204680	P1039
Q202475	Q5703964	Q9235758	P1039
Q202550	Q2141779		
Q202663	Q7298912	Q23009870	P1039
Q202663	Q6183524	Q23009870	P1039
Q202725	Q233937	Q19822354	P1039
Q202725	Q1349639	Q4346792	P1039
Q202725	Q545438	Q19822354	P1039
Q202729	Q1378213	Q31819505	P1039
Q202729	Q324757	Q31819505	P1039
Q20273391	Q2005977	Q2914212	P1039
Q20273391	Q3765467	Q15224724	P1039
Q20273391	Q115641422	Q15224724	P1039
Q20273847	Q95327	Q2500621	P1039
Q20273847	Q72538150	Q13204680	P1039
Q20273847	Q2899671	Q2914212	P1039
Q20273847	Q3014665	Q2914212	P1039
Q2031143	Q5980332	Q2914212	P1039
Q2031553	Q5078884	Q4120409	P1039
Q2032777	Q94845097		
Q2032793	Q97155556	Q19756330	P1039
Q2032860	Q1556728	Q2914212	P1039
Q2034621	Q15990054	Q12160962	P1039
Q2034816	Q1367581	Q3752578	P1039
Q2034816	Q1045511	Q31819505	P1039
Q2034816	Q959756	Q31819505	P1039
Q203501	Q6131983	Q4120409	P1039
Q2035132	Q5172058	Q3403377	P1039
Q203636	Q237907	Q20746728	P1039
Q203643	Q62999810		
Q203708	Q5121315	Q23045444	P1039
Q203708	Q5833971	Q2914212	P1039
Q2038086	Q462666	Q13204680	P1039
Q2038086	Q42529864	Q3238556	P1039
Q2038298	Q76117248	Q20746702	P1039;P580
Q2038298	Q16199603	Q20746702	P1039;P580
Q2038812	Q77280	Q76557	P1039
Q2039409	Q2108282		
Q20399086	Q8056	Q3752578	P1039
Q20399086	Q512044	Q3752578	P1039
Q2039989	Q94785528	Q11921506	P1039
Q2039989	Q1667141	Q19680017	P1039
Q2040310	Q66524		
Q204077	Q1156713	Q4346792	P1039
Q204077	Q378510	Q31819505	P1039
Q204077	Q559711	Q20746725	P1039;P1480
Q204077	Q108061622	Q3403377	P1039
Q204077	Q108130003		
Q204077	Q858941	Q20746725	P1039
Q2040912	Q78000	Q76557	P1039
Q2041204	Q1294237	Q76557	P1039
Q2041256	Q46096	Q9238344	P1039
Q2042	Q136827929	Q31819505	P1039
Q204205	Q6765719	Q12051531	P1039
Q20430	Q552691	Q4994791	P1039
Q20432175	Q1044174	Q9238344	P1039
Q20437320	Q65217216	Q2914212	P1039
Q20438359	Q20817313	Q13204680	P1039
Q20438383	Q6474476	Q3752578	P1039
Q20438383	Q88878099	Q3752578	P1039
Q204397	Q4777627	Q31819505	P1039
Q204600	Q6136924	Q13204680	P1039
Q204630	Q16738430	Q2096646	P1039
Q2047554	Q6749022	Q19682162	P1039
Q20478069	Q26270086	Q13204680	P1039
Q20479469	Q64241530	Q13204680	P1039
Q20480432	Q324159	Q11921506	P1039
Q20480577	Q384123	Q23009870	P1039
Q20481176	Q180520	Q13204680	P1039
Q20482158	Q989299	Q9238344	P1039
Q204859	Q133279129		
Q20492502	Q15635123	Q15224724	P1039
Q204975	Q136202642		
Q20498980	Q469397		
Q20502012	Q2833461		
Q20528261	Q12366421	Q15224724	P1039
Q20528261	Q12367594	Q4113832	P1039
Q2053177	Q2613638		
Q2053242	Q102047887	Q15224724	P1039
Q20536001	Q12398525	Q15224724	P1039
Q205456	Q2659670	Q12158205	P1039
Q205456	Q470866	Q76557	P1039
Q2054753	Q8025385	Q723868	P1039
Q205545	Q12881714	Q11921506	P1039
Q205545	Q84951242	Q11921506	P1039
Q205561	Q10281228	Q15224724	P1039
Q205561	Q28028876	Q3403377	P1039
Q2059870	Q76395		
