person,geni_id,name,status,geni_url
Randolph Paulus Borsheim,6000000003396994659,CHeydlC,absent,https://www.geni.com/people/x/6000000003396994659
Randolph Paulus Borsheim,6000000003645683201,Arngrim the Berserker,absent,https://www.geni.com/people/x/6000000003645683201
Randolph Paulus Borsheim,6000000003645683213,Grim Hergrimsson,absent,https://www.geni.com/people/x/6000000003645683213
Randolph Paulus Borsheim,6000000003645683220,Baugheid Starkadsdatter,absent,https://www.geni.com/people/x/6000000003645683220
Randolph Paulus Borsheim,6000000003827018968,"Cynric, king of Wessex",held,https://www.geni.com/people/x/6000000003827018968
Randolph Paulus Borsheim,6000000003827138372,Findchaem ingen Cerb,absent,https://www.geni.com/people/x/6000000003827138372
Randolph Paulus Borsheim,6000000003828107379,"Uncilien, duke of the Alemannians",held,https://www.geni.com/people/x/6000000003828107379
Randolph Paulus Borsheim,6000000003828107386,"Leutfried I, duke of the Alemannians",held,https://www.geni.com/people/x/6000000003828107386
Randolph Paulus Borsheim,6000000003828110552,"Cian mac Mug Nuadat, King of Munster",absent,https://www.geni.com/people/x/6000000003828110552
Randolph Paulus Borsheim,6000000003828110559,Tadg mac Cein Ciannachta,absent,https://www.geni.com/people/x/6000000003828110559
Randolph Paulus Borsheim,6000000003828190498,Ogn Alvasprengi,absent,https://www.geni.com/people/x/6000000003828190498
Randolph Paulus Borsheim,6000000003828250899,"Lugaid Lorc mac Óengusa Finn, Dál Fiatach",absent,https://www.geni.com/people/x/6000000003828250899
Randolph Paulus Borsheim,6000000003828250921,"Oengus (Aenghus) Finn, King of Ulster",absent,https://www.geni.com/people/x/6000000003828250921
Randolph Paulus Borsheim,6000000003828254153,"Sciath Luigheach Meann, Dál Fiatach",absent,https://www.geni.com/people/x/6000000003828254153
Randolph Paulus Borsheim,6000000003828254160,Condla mac Taidhg Ciannachta,absent,https://www.geni.com/people/x/6000000003828254160
Randolph Paulus Borsheim,6000000003828261350,King of Ulster Luigheach Meann,absent,https://www.geni.com/people/x/6000000003828261350
Randolph Paulus Borsheim,6000000003828361450,"Leutharis I, duke of the Alemannians",held,https://www.geni.com/people/x/6000000003828361450
Randolph Paulus Borsheim,6000000003828367427,Sieghelm im Speyergau,held,https://www.geni.com/people/x/6000000003828367427
Randolph Paulus Borsheim,6000000003998829486,Esla,held,https://www.geni.com/people/x/6000000003998829486
Randolph Paulus Borsheim,6000000003998829500,Gewis,held,https://www.geni.com/people/x/6000000003998829500
Randolph Paulus Borsheim,6000000004111598767,Frithogar,held,https://www.geni.com/people/x/6000000004111598767
Randolph Paulus Borsheim,6000000004112468363,Brand,held,https://www.geni.com/people/x/6000000004112468363
Randolph Paulus Borsheim,6000000004869064462,Wilibalda of the Alemannians,held,https://www.geni.com/people/x/6000000004869064462
Randolph Paulus Borsheim,6000000004990919055,Arngrim,absent,https://www.geni.com/people/x/6000000004990919055
Randolph Paulus Borsheim,6000000005922890529,Tova Bjartmarsdatter,absent,https://www.geni.com/people/x/6000000005922890529
Randolph Paulus Borsheim,6000000005999822001,"Dyggvi Domarsson, King of Uppsala, Sweden",absent,https://www.geni.com/people/x/6000000005999822001
Randolph Paulus Borsheim,6000000006000292008,"Visbur Vanlandesson, King of Uppsala",absent,https://www.geni.com/people/x/6000000006000292008
Randolph Paulus Borsheim,6000000006103971265,Cundwalh of Mercia,held,https://www.geni.com/people/x/6000000006103971265
Randolph Paulus Borsheim,6000000006146952792,"Heimgest Godgestsson, King of Hålogaland, Norway",absent,https://www.geni.com/people/x/6000000006146952792
Randolph Paulus Borsheim,6000000006209646776,"King Starkad - 'Eel Boy' Åludreng, King of Norway",absent,https://www.geni.com/people/x/6000000006209646776
Randolph Paulus Borsheim,6000000006209726376,Alfhild Finnalfsdatter,absent,https://www.geni.com/people/x/6000000006209726376
Randolph Paulus Borsheim,6000000006209953129,"Hergrim Halv-Troll Arngrímsson, {Hervarar saga}",absent,https://www.geni.com/people/x/6000000006209953129
Randolph Paulus Borsheim,6000000006271194025,"Saemingr, King in Hålogaland",absent,https://www.geni.com/people/x/6000000006271194025
Randolph Paulus Borsheim,6000000006290731061,"Bledrig ap Custennin, King of Dumnonia, Duke of Cornwall",held,https://www.geni.com/people/x/6000000006290731061
Randolph Paulus Borsheim,6000000006323365059,Cutha Cathwulf,held,https://www.geni.com/people/x/6000000006323365059
Randolph Paulus Borsheim,6000000006727895068,Gwynhafar verch Clemen,held,https://www.geni.com/people/x/6000000006727895068
Randolph Paulus Borsheim,6000000006906038788,Tora Drengjamor,absent,https://www.geni.com/people/x/6000000006906038788
Randolph Paulus Borsheim,6000000006906122964,"Svanhild ""Gold-feather"" Dagsdóttir, {Hversum Noreg byggdist}",absent,https://www.geni.com/people/x/6000000006906122964
Randolph Paulus Borsheim,6000000006906341870,Godhjalt Sæmingsson av Hålogaland,absent,https://www.geni.com/people/x/6000000006906341870
Randolph Paulus Borsheim,6000000006906341951,"Sverdhjalt Godhjaltsson, of Hålogaland",absent,https://www.geni.com/people/x/6000000006906341951
Randolph Paulus Borsheim,6000000006906358038,"Hodbrod Sverdhjaltsson, av Hålogaland",absent,https://www.geni.com/people/x/6000000006906358038
Randolph Paulus Borsheim,6000000006906358050,nn wife of Hodbrod,absent,https://www.geni.com/people/x/6000000006906358050
Randolph Paulus Borsheim,6000000006906358126,Himileig Hodbrodsson,absent,https://www.geni.com/people/x/6000000006906358126
Randolph Paulus Borsheim,6000000006906358150,n n wife of Himileig,absent,https://www.geni.com/people/x/6000000006906358150
Randolph Paulus Borsheim,6000000006906358240,"Vedrhall Himileigsson, av Hålogaland",absent,https://www.geni.com/people/x/6000000006906358240
Randolph Paulus Borsheim,6000000006906358364,"Haavard - 'the Strong' / den handsterke Vedrhallsson, of Hålogaland, Norway",absent,https://www.geni.com/people/x/6000000006906358364
Randolph Paulus Borsheim,6000000006906358387,NN wife of Haavard ukjent,absent,https://www.geni.com/people/x/6000000006906358387
Randolph Paulus Borsheim,6000000006906358393,"King Alf ""Finnalf"" Raumsson",absent,https://www.geni.com/people/x/6000000006906358393
Randolph Paulus Borsheim,6000000006906358557,"Godgest Haavardsson, King of Hålogaland, Norway",absent,https://www.geni.com/people/x/6000000006906358557
Randolph Paulus Borsheim,6000000006906358676,NN vife of Heimgest Godgestsson,absent,https://www.geni.com/people/x/6000000006906358676
Randolph Paulus Borsheim,6000000006906358909,Princess Eyfuru Svafrlamisdatter,absent,https://www.geni.com/people/x/6000000006906358909
Randolph Paulus Borsheim,6000000006906358945,"Gudlaug Hemgestsson, King of Hålogaland, Norway",held,https://www.geni.com/people/x/6000000006906358945
Randolph Paulus Borsheim,6000000006906358969,NN vife of Gudlaug Hemgestsson,held,https://www.geni.com/people/x/6000000006906358969
Randolph Paulus Borsheim,6000000006906376127,"Gyllaug Gudlaugsson, King of Hålogaland",held,https://www.geni.com/people/x/6000000006906376127
Randolph Paulus Borsheim,6000000006971626120,Storvirk,absent,https://www.geni.com/people/x/6000000006971626120
Randolph Paulus Borsheim,6000000006971674088,N N mother of Starkad,absent,https://www.geni.com/people/x/6000000006971674088
Randolph Paulus Borsheim,6000000006990590476,"Bældæg, king in Westphalia",held,https://www.geni.com/people/x/6000000006990590476
Randolph Paulus Borsheim,6000000007329369151,"Oli Dagsson, King of Ringerike",held,https://www.geni.com/people/x/6000000007329369151
Randolph Paulus Borsheim,6000000007329383086,Dana Danpsdatter,absent,https://www.geni.com/people/x/6000000007329383086
Randolph Paulus Borsheim,6000000007347974421,"Sigrlami, King of Gardariki",absent,https://www.geni.com/people/x/6000000007347974421
Randolph Paulus Borsheim,6000000008123783874,Elesa,held,https://www.geni.com/people/x/6000000008123783874
Randolph Paulus Borsheim,6000000008177323005,"Bergdis Trymsdatter, til Alfheim",absent,https://www.geni.com/people/x/6000000008177323005
Randolph Paulus Borsheim,6000000008248123866,"King Dag ""the Great"" Halvdansson",absent,https://www.geni.com/people/x/6000000008248123866
Randolph Paulus Borsheim,6000000008248183477,Ama Ymirsdatter,absent,https://www.geni.com/people/x/6000000008248183477
Randolph Paulus Borsheim,6000000008248206405,Kong Trym Jotun av Vârmland,absent,https://www.geni.com/people/x/6000000008248206405
Randolph Paulus Borsheim,6000000008630666201,Niae Dunlaing mac Éndae Niae,absent,https://www.geni.com/people/x/6000000008630666201
Randolph Paulus Borsheim,6000000008630666206,Éndae Niae mac Bressail Bélach,absent,https://www.geni.com/people/x/6000000008630666206
Randolph Paulus Borsheim,6000000008643258069,"NN, Unknown",held,https://www.geni.com/people/x/6000000008643258069
Randolph Paulus Borsheim,6000000009305061117,Eusthatios Argyros,held,https://www.geni.com/people/x/6000000009305061117
Randolph Paulus Borsheim,6000000009305090835,"Leutfrid, duke of the Alemannians",held,https://www.geni.com/people/x/6000000009305090835
Randolph Paulus Borsheim,6000000009317454738,"Wihtlaeg, King of the Angles in Germany",held,https://www.geni.com/people/x/6000000009317454738
Randolph Paulus Borsheim,6000000009440111686,Fiachu MacCathaír Bélach,absent,https://www.geni.com/people/x/6000000009440111686
Randolph Paulus Borsheim,6000000011158782423,"Clemen ap Bledrig, King of Dumnonia, England",held,https://www.geni.com/people/x/6000000011158782423
Randolph Paulus Borsheim,6000000011830244763,NN Ulster,absent,https://www.geni.com/people/x/6000000011830244763
Randolph Paulus Borsheim,6000000011830284701,NN Dál Fiatach,absent,https://www.geni.com/people/x/6000000011830284701
Randolph Paulus Borsheim,6000000011830295477,NN Ulster,absent,https://www.geni.com/people/x/6000000011830295477
Randolph Paulus Borsheim,6000000013677915086,second wife of Visbur Vanlandeson,absent,https://www.geni.com/people/x/6000000013677915086
Randolph Paulus Borsheim,6000000014055774662,NN,absent,https://www.geni.com/people/x/6000000014055774662
Randolph Paulus Borsheim,6000000014056180070,N.N.,absent,https://www.geni.com/people/x/6000000014056180070
Randolph Paulus Borsheim,6000000022190831813,Dronning av Varmland,absent,https://www.geni.com/people/x/6000000022190831813
Randolph Paulus Borsheim,6000000023926421002,"Custennin ap Cadwy, High King Of Britain",held,https://www.geni.com/people/x/6000000023926421002
Randolph Paulus Borsheim,6000000025527604698,NN NN,held,https://www.geni.com/people/x/6000000025527604698
Randolph Paulus Borsheim,6000000025805309228,"Gudmund Gudmundsson Ulfhedin, af Glæsivollene",absent,https://www.geni.com/people/x/6000000025805309228
Randolph Paulus Borsheim,6000000026698760180,King Of Als Sigmundr,absent,https://www.geni.com/people/x/6000000026698760180
Randolph Paulus Borsheim,6000000026979610847,Marianos Argyros,absent,https://www.geni.com/people/x/6000000026979610847
Randolph Paulus Borsheim,6000000037624878338,wife Sieghelm von Kraichgau,held,https://www.geni.com/people/x/6000000037624878338
Randolph Paulus Borsheim,6000000042162462996,N.N. Hundingsdottir von Saksen,absent,https://www.geni.com/people/x/6000000042162462996
Randolph Paulus Borsheim,6000000042162599932,König von Sachsen Hundingr,absent,https://www.geni.com/people/x/6000000042162599932
Randolph Paulus Borsheim,6000000045210662979,Grím Jotne,absent,https://www.geni.com/people/x/6000000045210662979
Randolph Paulus Borsheim,6000000045210889832,"Alvor, of Alfheim",absent,https://www.geni.com/people/x/6000000045210889832
Randolph Paulus Borsheim,6000000049537463401,Gudmund,absent,https://www.geni.com/people/x/6000000049537463401
Randolph Paulus Borsheim,6000000054349869839,? De Varmland,absent,https://www.geni.com/people/x/6000000054349869839
Randolph Paulus Borsheim,6000000054350254834,Fordi Fridleifsdatter,absent,https://www.geni.com/people/x/6000000054350254834
Randolph Paulus Borsheim,6000000059937585923,Arsson Valesdatter,absent,https://www.geni.com/people/x/6000000059937585923
Randolph Paulus Borsheim,6000000081429991439,Mother of Agni's sons,absent,https://www.geni.com/people/x/6000000081429991439
Randolph Paulus Borsheim,6000000109024116883,Eymund Ringsson,absent,https://www.geni.com/people/x/6000000109024116883
Randolph Paulus Borsheim,6000000124612701822,NN wife of Sverdhjalt,absent,https://www.geni.com/people/x/6000000124612701822
Randolph Paulus Borsheim,6000000124614089821,n n wife of Godhjalt Sæmingsson,absent,https://www.geni.com/people/x/6000000124614089821
Randolph Paulus Borsheim,6000000196282195908,"Hailaga Halfdansson, {Legendary}",absent,https://www.geni.com/people/x/6000000196282195908
Randolph Paulus Borsheim,6000000203595483902,N.N. ferch Guitoli ab Urbgen,held,https://www.geni.com/people/x/6000000203595483902
Randolph Paulus Borsheim,6000000217288613841,"Dag Dagling, ""o Grande""",absent,https://www.geni.com/people/x/6000000217288613841
Randolph Paulus Borsheim,6000000217288758824,Þóra drengjamóður,absent,https://www.geni.com/people/x/6000000217288758824
Randolph Paulus Borsheim,6000000218047461825,Woden,held,https://www.geni.com/people/x/6000000218047461825
Randolph Paulus Borsheim,6000000227086455824,NN der Alemannen,held,https://www.geni.com/people/x/6000000227086455824
