qid,geni_id,label,side,states,occupations,cbdb
Q45463192,6000000075490669026,Zhai Wang,China,Song dynasty,,
Q45463416,6000000075485146186,Chen Yaolong,China,Yuan dynasty | Song dynasty,,
Q45463442,6000000075490646022,Zhai Jie,China,Song dynasty,teacher,
Q45463569,6000000075491093825,Zhai Kan,China,Song dynasty,,
Q45463631,6000000075490960872,Zhai Xiang,China,Song dynasty,,
Q45463694,6000000075490552124,Zhai Yuanheng,China,Song dynasty,,
Q45463756,6000000075490922867,Zhai Shouxin,China,Song dynasty,,
Q45463821,6000000075489929273,Zhai Yuanshen,China,Song dynasty,painter,
Q45463887,6000000075491100837,Zhai Guorong,China,Song dynasty,,
Q45463951,6000000075490839961,Zhai Fengheng,China,Song dynasty,,
Q45464015,6000000075490872908,Zhai Dunren,China,Song dynasty,poet | collector,
Q45464147,6000000075491134822,Zhao Jiu,China,Song dynasty,,
Q45464267,6000000075490823045,Zhao Yuan,China,Song dynasty,,
Q45464330,6000000075491050871,Zhao You,China,Song dynasty,,
Q45464392,6000000075490154317,Zhao Li,China,Song dynasty,,
Q45464456,6000000075491125833,Zhao Li,China,Song dynasty,,
Q45464518,6000000075490451175,Zhao Bing,China,Song dynasty,,
Q45464581,6000000075491069886,Zhao Shen,China,Song dynasty,,
Q45464643,6000000075491074887,Zhao Sheng,China,Song dynasty,,
Q45464705,6000000075490982926,Zhao Tong,China,Song dynasty,,
Q45464830,6000000075491132845,Zhao Ji,China,Song dynasty,,
Q45464893,6000000075490832014,Zhao Pu,China,Song dynasty,,
Q45464955,6000000075489488525,Zhao Qi,China,Song dynasty,,
Q45465085,6000000075490949941,Zhao Yi,China,Song dynasty,,
Q45465142,6000000075505621844,Zhan Wenrui,China,Qing dynasty,poet,
Q45465148,6000000075490625048,Zhao Hong,China,Song dynasty,,
Q45465275,6000000075490961951,Zhao Cai,China,Song dynasty,aristocrat,
Q45465343,6000000075490512064,Zhao Gu,China,Song dynasty,,
Q45465521,6000000075505547870,Cai Yongming,China,Qing dynasty,,
Q45465534,6000000075490192328,Zhao Yan,China,Song dynasty,,
Q45465572,6000000074716241958,Cui Zhide,China,Tang dynasty,,
Q45465585,6000000075505014132,Yuan Shuxiu,China,Qing dynasty,poet,
Q45465598,6000000075491088863,Zhao Geng,China,Song dynasty,,
Q45465649,6000000075505599884,Sun Haoyuan,China,Qing dynasty,,
Q45465662,6000000075490800041,Zhao Ding,China,Song dynasty,,
Q45465711,6000000075505654823,Quan Hongtu,China,Qing dynasty,,
Q45465788,6000000075490695096,Zhao Lin,China,Song dynasty,painter,
Q45465854,6000000075491060929,Zhao Gu,China,Song dynasty,,
Q45466030,6000000075504999125,Li Jicheng,China,Song dynasty,,
Q45466093,6000000075505555867,Deng Zili,China,Song dynasty,,
Q45466107,6000000075490576033,Zhao Bing,China,Song dynasty,,
Q45466158,6000000075505473938,Zheng Guangbi,China,Song dynasty,,
Q45466221,6000000075505223038,Zheng Zhonglv,China,Song dynasty,,
Q45466235,6000000075491169838,Zhao Quan,China,Song dynasty,,
Q45466363,6000000075490933948,Zhao Peng,China,Song dynasty,,
Q45466426,6000000075490582963,Zhao Yan,China,Song dynasty,painter,
Q45466558,6000000075491193841,Zhao Xuan,China,Song dynasty,,
Q45466683,6000000075490935958,Zhao Zhi,China,Song dynasty,aristocrat,
Q45467002,6000000075491197852,Zhao Fei,China,Song dynasty,painter,
Q45467135,6000000075490903957,Zhao Ruo,China,Yuan dynasty,,
Q45467201,6000000075491015939,Zhao Qiu,China,Song dynasty,,
Q45467331,6000000075491132906,Zhao Jun,China,Song dynasty,gentry,
Q45467397,6000000075491235834,Zhao Shou,China,Song dynasty,,
Q45467462,6000000075491249822,Zhao Yi,China,Song dynasty,,
Q45467593,6000000075490324160,Zhao Di,China,Song dynasty,aristocrat,
Q45467659,6000000075490097353,Zhao Zuo,China,Song dynasty,,
Q45467705,6000000075615322884,Xiangtai,China,Qing dynasty,,
Q45467723,6000000075490972965,Zhao Zhe,China,Song dynasty,,
Q45467925,6000000074749200183,Xue Gongda,China,Tang dynasty,,
Q45468103,6000000075491242830,Zhao Gong,China,Song dynasty,,
Q45468233,6000000075491228836,Zhao Tong,China,Song dynasty,,
Q45468296,6000000075491252838,Zhao Yue,China,Song dynasty,,
Q45468426,6000000075490350291,Zhao Shi,China,Song dynasty,,
Q45468449,6000000075505745822,Li Qing,China,Qing dynasty,,
Q45468512,6000000075505748822,Yu Yang,China,Qing dynasty,,
Q45468555,6000000075489720488,Zhao Chun,China,Song dynasty,,
Q45468576,6000000075505611893,Lu Minshu,China,Qing dynasty,,
Q45468619,6000000075491290822,Zhao Zhang,China,Song dynasty,,
Q45468682,6000000075490629119,Zhao Gun,China,Song dynasty,,
Q45468748,6000000075491302822,Zhao Yu,China,Song dynasty,,
Q45468875,6000000075491225875,Zhao Cong,China,Song dynasty,,
Q45469003,6000000075491096937,Zhao Chan,China,Song dynasty,,
Q45469067,6000000075491092883,Zhao Bin,China,Song dynasty,,
Q45469132,6000000075491089936,Zhao Chen,China,Song dynasty,,
Q45469330,6000000075491121967,Zhao Xiang,China,Song dynasty,poet,
Q45469365,6000000075611303194,Wang Dayu,China,Qing dynasty,,
Q45469398,6000000075490154368,Zhao Chao,China,Song dynasty,aristocrat,
Q45469428,6000000075505373970,Zhou Chenchu,China,Qing dynasty,,
Q45469464,6000000075491361822,Zhao Yu,China,Song dynasty,,
Q45469491,6000000075504810398,Shi Qi,China,Qing dynasty,poet,
Q45469531,6000000075430903878,Hao Rong,China,Song dynasty,,
Q45469591,6000000075491175922,Zhao Fa,China,Song dynasty,,
Q45469656,6000000075491071022,Zhao Qi,China,Song dynasty,,
Q45469659,6000000075431249846,Xia Guisun,China,Song dynasty,poet,
Q45469687,6000000075504692369,Xu Biyu,China,Qing dynasty,poet,
Q45469717,6000000075491252909,Zhao Long,China,Song dynasty,,
Q45469724,6000000075430586029,Hao Cheng,China,Song dynasty,painter,
Q45469789,6000000075431324826,Geng Shiju,China,Song dynasty,,
Q45469853,6000000075431269853,Luo  E,China,Song dynasty,,
Q45469916,6000000075430851955,Xia Shiyao,China,Yuan dynasty,,
Q45469970,6000000075491060021,Zhao Dong,China,Song dynasty,,
Q45470003,6000000075505620867,Xiong Hu,China,Qing dynasty,,
Q45470034,6000000075490653138,Zhao Tang,China,Song dynasty,,
Q45470098,6000000075491178931,Zhao Yu,China,Song dynasty,,
Q45470162,6000000075491007981,Zhao Yu,China,Song dynasty,,
Q45470169,6000000075431001936,Chao Gongbing,China,Song dynasty,,
Q45470225,6000000075431318828,Geng Daochun,China,Song dynasty,military commander,
Q45470256,6000000075505223109,Ye Hongshou,China,Qing dynasty,,
Q45470258,6000000075490754202,Zhao Jun,China,Song dynasty,,
Q45470291,6000000075430683969,Geng Duanyan,China,Song dynasty,,
Q45470384,6000000075491031960,Zhao Sheng,China,Song dynasty,,
Q45470417,6000000075431163858,Ling Dechen,China,Song dynasty,,
Q45470481,6000000075430232162,Sang Zhong,China,Song dynasty,rebel,
Q45470510,6000000075491369867,Zhao Qi,China,Song dynasty,,
Q45470575,6000000075491422823,Zhao Yi,China,Song dynasty,,
Q45470638,6000000075491283896,Zhao Lian,China,Song dynasty,painter,
Q45470679,6000000075431126887,Tu Daxiang,China,Song dynasty,,
Q45470698,6000000075505631913,Su Yan,China,Qing dynasty,,
Q45470744,6000000075430898955,Xia Weiqing,China,Song dynasty,,
Q45470766,6000000075490929107,Zhao Zai,China,Song dynasty,,
Q45470831,6000000075491436834,Zhao Yu,China,Song dynasty,,
Q45470872,6000000075431309841,Huo Ming,China,Song dynasty,military commander,
Q45470905,6000000075060901862,Li Zhiyun,China,Tang dynasty,calligrapher,
Q45470935,6000000075430757970,Tu Gongda,China,Song dynasty,,
Q45470959,6000000075491339866,Zhao Sun,China,Song dynasty,,
Q45470970,6000000075061033837,Li Yuanjing,China,Tang dynasty,,
Q45471000,6000000075430578054,Ban Hanqing,China,Song dynasty,,
Q45471024,6000000075491417843,Zhao Kai,China,Song dynasty,,
Q45471062,6000000075431365825,Sang Yan,China,Song dynasty,,
Q45471081,6000000075505027191,Jing Yue,China,Qing dynasty,poet,
Q45471087,6000000075491193928,Zhao Kai,China,Song dynasty,,
Q45471127,6000000075431356834,Sun Cai,China,Song dynasty,,
Q45471151,6000000075490931037,Zhao Ji,China,Song dynasty,aristocrat,
Q45471343,6000000075491363877,Zhao Chun,China,Song dynasty,,
Q45471387,6000000075430882966,Gao Yuan,China,Song dynasty,,
Q45471408,6000000075490512250,Zhao Wo,China,Song dynasty,,
Q45471482,6000000075060497040,Li Xun,China,Tang dynasty,,
Q45471514,6000000075431284884,Sun Chou,China,Song dynasty,gentry,
Q45471579,6000000075431386822,Sun Hui,China,Song dynasty,,
Q45471644,6000000075431216890,Xia Yingda,China,Song dynasty,,
Q45471661,6000000075491114992,Zhao Kui,China,Song dynasty,,
Q45471666,6000000075061028838,Li Chen,China,Tang dynasty,,
Q45471724,6000000075491063004,Zhao Li,China,Song dynasty,,
Q45471768,6000000075431398822,Li Ying,China,Song dynasty,,
Q45471832,6000000075430912913,Sun Li,China,Song dynasty,,
Q45471849,6000000075491114997,Zhao Yan,China,Song dynasty,,
Q45471912,6000000075491243909,Zhao Cheng,China,Song dynasty,,
Q45471959,6000000075431160942,Hao Lin,China,Song dynasty,,
Q45471975,6000000075491302882,Zhao Ti,China,Song dynasty,aristocrat,
Q45472039,6000000075491467822,Zhao Yuan,China,Song dynasty,,
Q45472102,6000000075491264947,Zhao Xi,China,Song dynasty,,
Q45472151,6000000075431313880,Jing Si,China,Song dynasty,military commander,
Q45472166,6000000075490959059,Zhao Tao,China,Song dynasty,,
Q45472215,6000000075431126907,Sang Kui,China,Song dynasty,,
Q45472280,6000000075431090879,Xiahou Gui,China,Song dynasty,,
Q45472295,6000000075491306905,Zhao Meng,China,Song dynasty,,
Q45472352,6000000075505816822,Song Zhenniang,China,Qing dynasty,poet,
Q45472358,6000000075491115963,Zhao Xian,China,Song dynasty,aristocrat,
Q45472423,6000000075491472824,Zhao Quan,China,Song dynasty,,
Q45472473,6000000075431198889,Xiahou Mao,China,Song dynasty,,
Q45472538,6000000075431263869,Hu Liang,China,Song dynasty,,
Q45472546,6000000075505611924,Jin Yue,China,Qing dynasty,,
Q45472603,6000000075431363881,Wu Su,China,Song dynasty,,
Q45472681,6000000075491210955,Zhao Guang,China,Song dynasty,,
Q45472733,6000000075431182904,Hao Sui,China,Song dynasty,eunuch,
Q45472746,6000000075491270948,Zhao Guang,China,Song dynasty,,
Q45472798,6000000075431174928,Sang Cao,China,Song dynasty,,
Q45472811,6000000075490192457,Zhao Liang,China,Song dynasty,,
Q45472861,6000000075431130923,Hao Guan,China,Song dynasty,eunuch,
Q45472873,6000000075491218964,Zhao Jin,China,Song dynasty,,
Q45472928,6000000075430720039,Hao Shi'an,China,Song dynasty,painter,
Q45472994,6000000075431168916,Chao Baigu,China,Song dynasty,,
Q45473057,6000000075430883004,Sun Yong,China,Song dynasty,,
Q45473068,6000000075491070014,Zhao Cong,China,Song dynasty,,
Q45473120,6000000075431425876,Zhang Yuan,China,Song dynasty,painter,
Q45473129,6000000075489996637,Zhao Youxu,China,Song dynasty,,
Q45473184,6000000075430532981,Xiahou Pu,China,Song dynasty,,
Q45473192,6000000075491506823,Zhao De,China,Song dynasty,,
Q45473248,6000000075431446836,Xiahou Kan,China,Song dynasty,,
Q45473257,6000000075490291220,Zhao Ze,China,Song dynasty,,
Q45473312,6000000075430899025,Hao Datong,China,Song dynasty,,
Q45473320,6000000075491433856,Zhao Xian,China,Song dynasty,aristocrat,
Q45473387,6000000075491292967,Zhao Zun,China,Song dynasty,,
Q45473441,6000000075431277901,Liu Chong,China,Song dynasty,,
Q45473503,6000000075431316913,Liu Ji,China,Song dynasty,poet,
Q45473510,6000000075060918917,Li Gui,China,Tang dynasty,,
Q45473513,6000000075491172000,Zhao Xian,China,Song dynasty,,
Q45473557,6000000075060869861,Li Yan,China,Tang dynasty,,
Q45473619,6000000075060142093,Li Qiu,China,Tang dynasty,,
Q45473623,6000000075490755217,Zhao Qiao,China,Song dynasty,,
Q45473684,6000000075060939841,Li Xuan,China,Tang dynasty,,
Q45473725,6000000075505649865,Niu Canying,China,Qing dynasty,,
Q45473753,6000000075490261425,Zhao Zun,China,Song dynasty,,
Q45473816,6000000075491401904,Zhao Hui,China,Song dynasty,,
Q45473852,6000000075505829822,Cheng Youyun,China,Qing dynasty,,
Q45473940,6000000075491457876,Zhao Rui,China,Song dynasty,,
Q45473999,6000000075060939845,Li Sui,China,Tang dynasty,,
Q45474001,6000000075491210995,Zhao Han,China,Song dynasty,,
Q45474063,6000000075491377892,Zhao Wei,China,Song dynasty,,
Q45474123,6000000075491425870,Zhao Cun,China,Song dynasty,,
Q45474158,6000000075505805852,Chen Zhongqing,China,Song dynasty,,
Q45474309,6000000075490931087,Zhao Meng,China,Song dynasty,,
Q45474416,6000000075491476856,Zhao Dian,China,Song dynasty,,
Q45474457,6000000075430455192,Xiahou Wei,China,Song dynasty,,
Q45474481,6000000075490983108,Zhao Jin,China,Song dynasty,,
Q45474521,6000000075431045016,Sang Guangfu,China,Song dynasty,,
Q45474544,6000000075490968063,Zhao Yan,China,Song dynasty,aristocrat,
Q45474651,6000000075431568834,Hao Yuangui,China,Song dynasty,,
Q45474713,6000000075431288923,Xiahou Xi,China,Song dynasty,,
Q45474740,6000000075491520841,Zhao Mo,China,Song dynasty,,
Q45474776,6000000075431411915,Hao Zhonghe,China,Song dynasty,,
Q45474839,6000000075431156896,Xiahou Yanyou,China,Song dynasty,painter,
Q45474866,6000000075505426985,Jiang Guobang,China,Qing dynasty,,
Q45474904,6000000075431470850,Hao Zhonglian,China,Song dynasty,military commander,
Q45474936,6000000075490237464,Zhao Zan,China,Song dynasty,,
Q45474970,6000000075431558825,Sun Jue,China,Song dynasty,painter,
Q45475035,6000000075431136023,Suo Ruchen,China,Song dynasty,,
Q45475098,6000000075430985029,Chao Zhonghong,China,Song dynasty,,
Q45475141,6000000075491420926,Zhao Quan,China,Song dynasty,,
Q45475161,6000000075431542850,Hao Xiaolong,China,Song dynasty,painter,
Q45475227,6000000075429924338,Hao E,China,Song dynasty,,
Q45475269,6000000075491200075,Zhao Guan,China,Song dynasty,,
Q45475290,6000000075431618827,Dang Jun,China,Song dynasty,military commander,
Q45475395,6000000075490603311,Zhao Jiuling,China,Song dynasty,,
Q45475441,6000000075505381074,Shen Lan,China,Qing dynasty,poet,
Q45475460,6000000075491578834,Zhao Zixi,China,Song dynasty,military commander | aristocrat,
Q45475487,6000000075431288928,Dang Guangsi,China,Song dynasty,military commander,
Q45475527,6000000075490968102,Zhao Zitong,China,Song dynasty,,
Q45475550,6000000075431642822,Dang Zhongsheng,China,Song dynasty,,
Q45475592,6000000075491167980,Zhao Zizhi,China,Song dynasty,,
Q45475656,6000000075491538854,Zhao Zifang,China,Song dynasty,,
Q45475678,6000000075431644822,Dang Daiwen,China,Song dynasty,,
Q45475719,6000000075490261480,Zhao Zihe,China,Song dynasty,,
Q45475782,6000000075491229989,Zhao Zijian,China,Song dynasty,aristocrat,
Q45475803,6000000075430597083,Ma Yong,China,Song dynasty,,
Q45475849,6000000075491153983,Zhao Zigong,China,Song dynasty,,
Q45475866,6000000075431367953,Ma Ji,China,Song dynasty,,
Q45475914,6000000075491318926,Zhao Zizhen,China,Song dynasty,military commander | aristocrat,
Q45475981,6000000075490515309,Zhao Zishi,China,Song dynasty,aristocrat,
Q45475993,6000000075431093999,Sun Jiuxu,China,Song dynasty,,
Q45476046,6000000075491442896,Zhao Ziyun,China,Song dynasty,painter,
Q45476056,6000000075431547850,Ma Xian,China,Song dynasty,,
Q45476113,6000000075491276045,Zhao Zifa,China,Song dynasty,,
Q45476119,6000000075431502864,Yuan Zhen,China,Song dynasty,painter,
Q45476184,6000000075430791103,Ma Xian,China,Song dynasty,,
Q45476240,6000000075491296023,Zhao Zimin,China,Song dynasty,aristocrat,
Q45476249,6000000075431354948,Sun Zixiu,China,Song dynasty,,
Q45476266,6000000075505773881,Shen Qingyou,China,Qing dynasty,poet,
Q45476313,6000000075431642829,Yuan Su,China,Song dynasty,,
Q45476378,6000000075431322949,Hu Jie,China,Song dynasty,gentry,
Q45476435,6000000075491196061,Zhao Zidong,China,Song dynasty,,
Q45476444,6000000075431073920,Hu Qi,China,Song dynasty,painter,
Q45476499,6000000075491143157,Zhao Zidi,China,Song dynasty,aristocrat,
Q45476510,6000000075431456912,Sun Shilong,China,Song dynasty,physician,
Q45476562,6000000075491226064,Zhao Zixin,China,Song dynasty,,
Q45476574,6000000075430740045,Sun Chong,China,Song dynasty,,
Q45476627,6000000075490932176,Zhao Zicheng,China,Song dynasty,calligrapher | painter | poet | aristocrat,
Q45476638,6000000075431597847,Cao Zong,China,Song dynasty,,
Q45476698,6000000075491745862,Zhao Zilin,China,Song dynasty,aristocrat,
Q45476702,6000000075431494894,Hu Ming,China,Song dynasty,military commander,
Q45476762,6000000075491334034,Zhao Ziji,China,Song dynasty,military commander | aristocrat,
Q45476768,6000000075431612838,Yuan Xingyin,China,Song dynasty,,
Q45476774,6000000074734574885,Jing Zhuo,China,Tang dynasty,,
Q45476785,6000000075505380070,Wu Xinjia,China,Qing dynasty,,
Q45476828,6000000075491697876,Zhao Zimeng,China,Song dynasty,aristocrat,
Q45476829,6000000075430899084,Sun Zhihan,China,Song dynasty,,
Q45476837,6000000074734453946,Jing Jian,China,Tang dynasty,,
Q45476893,6000000075431602851,Wang Yi,China,Song dynasty,,
Q45476896,6000000075491074202,Zhao Zidi,China,Song dynasty,,
Q45476954,6000000075430413153,Xu Li,China,Song dynasty,,
Q45476957,6000000075491493033,Zhao Shichu,China,Song dynasty,aristocrat,
Q45477018,6000000075431374923,Sun Fangwu,China,Song dynasty,,
Q45477024,6000000075491836822,Zhao Shian,China,Song dynasty,aristocrat,
Q45477083,6000000075431499897,He Qizhong,China,Song dynasty,,
Q45477089,6000000075491634882,Zhao Shixu,China,Song dynasty,aristocrat,
Q45477218,6000000075491537954,Zhao Shibiao,China,Song dynasty,painter | aristocrat,
Q45477230,6000000075505668920,Cao Jiong,China,Qing dynasty,poet,
Q45477285,6000000075491799858,Zhao Shiyan,China,Song dynasty,painter | aristocrat,
Q45477354,6000000075491824836,Zhao Shizhen,China,Song dynasty,aristocrat,
Q45477414,6000000075431444908,Fan  Tingmao,China,Song dynasty,,
Q45477480,6000000075431399925,Liu Xiangnan,China,Song dynasty,,
Q45477486,6000000075491351037,Zhao Shinie,China,Song dynasty,aristocrat,
Q45477545,6000000075481052849,Xu Yan,China,Song dynasty,,
Q45477610,6000000075481119839,Li Defu,China,Song dynasty,gentry,
Q45477683,6000000075491777862,Zhao Shiju,China,Song dynasty,aristocrat,
Q45477744,6000000075505884845,Yuan Jiade,China,Qing dynasty,,
Q45477752,6000000075491200154,Zhao Shiyan,China,Song dynasty,aristocrat,
Q45477871,6000000075481031907,Wang Yu,China,Song dynasty,calligrapher,
Q45477951,6000000075491752879,Zhao Shijian,China,Song dynasty,painter | poet | aristocrat,
Q45478022,6000000075491717873,Zhao Shifu,China,Song dynasty,poet | aristocrat,
Q45478052,6000000074734731834,Jing An,China,Tang dynasty,,
Q45478066,6000000075481077874,Shi Xuan,China,Song dynasty,,
Q45478092,6000000075491607938,Zhao Shiba,China,Song dynasty,military commander,
Q45478115,6000000074734742822,Jing Fu,China,Tang dynasty,,
Q45478131,6000000075480972914,Jiang Le,China,Song dynasty,,
Q45478159,6000000075491231143,Zhao Shigong,China,Song dynasty,military commander | aristocrat,
Q45478229,6000000075491902822,Zhao Shitian,China,Song dynasty,painter | aristocrat,
Q45478265,6000000075505254273,Zhang Yucan,China,Qing dynasty,,
Q45478386,6000000075480703195,Wang  Chaozuo,China,Song dynasty,,
Q45478393,6000000075505592033,Wang Ruyan,China,Qing dynasty,,
Q45478434,6000000075491875841,Zhao Shilei,China,Song dynasty,painter | aristocrat,
Q45478451,6000000075481065853,Lin Huang,China,Song dynasty,,
Q45478504,6000000075491684946,Zhao Shi,China,Song dynasty,aristocrat,
Q45478523,6000000075505967822,Dai Jun,China,Qing dynasty,,
Q45478570,6000000075491652962,Zhao Shiyuan,China,Song dynasty,aristocrat,
Q45478637,6000000075491741898,Zhao Shixia,China,Song dynasty,aristocrat,
Q45478702,6000000075491503991,Zhao Shiqian,China,Song dynasty,military commander,
Q45478715,6000000075480914943,Jin Geng,China,Song dynasty,,
Q45478768,6000000075491452063,Zhao Shi?,China,Song dynasty,aristocrat,
Q45478779,6000000075480713093,Zhang Junzhong,China,Song dynasty,,
Q45478837,6000000075491351043,Zhao Shipu,China,Song dynasty,aristocrat,
Q45478845,6000000075481040906,Feng Geng,China,Song dynasty,,
Q45478904,6000000075490116783,Zhao Shizhui,China,Song dynasty,military commander | aristocrat,
Q45478971,6000000075491621983,Zhao Shirui,China,Song dynasty,military commander | aristocrat,
Q45479041,6000000075491821861,Zhao Shibao,China,Song dynasty,military commander | aristocrat,
Q45479101,6000000075480630097,Huang Wu,China,Song dynasty,,
Q45479165,6000000075480043346,Yuan Mengpeng,China,Song dynasty,,
Q45479174,6000000075491406123,Zhao Shizun,China,Song dynasty,painter,
Q45479242,6000000075491493073,Zhao Shiye,China,Song dynasty,military commander | aristocrat,
Q45479295,6000000075481200822,Xu Duanfu,China,Yuan dynasty,recluse | poet,
Q45479312,6000000075491491976,Zhao Shican,China,Song dynasty,aristocrat,
Q45479355,6000000075505838892,Chen Zaiqian,China,Qing dynasty,,
Q45479364,6000000075480889064,Xi Gai,China,Song dynasty,,
Q45479493,6000000075480922911,Yuan Jie,China,Song dynasty,,
Q45479510,6000000075491385105,Zhao Shigou,China,Song dynasty,aristocrat,
Q45479577,6000000075491774920,Zhao Shijian,China,Song dynasty,military commander | aristocrat,
Q45479630,6000000075481205822,Yuan Zheng,China,Song dynasty,,
Q45479645,6000000075490966355,Zhao Shiyi,China,Song dynasty,aristocrat,
Q45479693,6000000075480793048,Yuan Nan,China,Song dynasty,,
Q45479739,6000000075505277109,Li Xiong,China,Song dynasty,,
Q45479802,6000000075505589068,Li Weishen,China,Song dynasty,,
Q45479819,6000000075481183856,Yuan Jiong,China,Song dynasty,calligrapher,
Q45479844,6000000075491437030,Zhao Shigeng,China,Song dynasty,military commander | aristocrat,
Q45479874,6000000075505776963,Li Mengxian,China,Song dynasty,,
Q45479912,6000000075491799968,Zhao Shiyue,China,Song dynasty,,
Q45479949,6000000075479989661,Yuan Yi,China,Song dynasty,,
Q45480002,6000000075505439102,Wang Zhengfu,China,Song dynasty,,
Q45480012,6000000075481163840,Xu Ji,China,Song dynasty,teacher,
Q45480041,6000000075491860873,Zhao Shizan,China,Song dynasty,,
Q45480067,6000000075505907841,Wang Jiliang,China,Song dynasty,,
Q45480081,6000000075480174471,Yuan Yi,China,Song dynasty,,
Q45480105,6000000075491782950,Zhao Dazhong,China,Song dynasty,,
Q45480130,6000000075505982824,Wang Jinglan,China,Qing dynasty,poet,
Q45480145,6000000075480399346,Chao Yuanzhong,China,Song dynasty,poet,
Q45480236,6000000075490966366,Zhao Shanfu,China,Song dynasty,painter,
Q45480258,6000000075504644524,Zhang Yigu,China,Qing dynasty,poet,
Q45480302,6000000075491893858,Zhao Jiubi,China,Song dynasty,,
Q45480338,6000000075481107908,Chen Wei,China,Song dynasty,,
Q45480365,6000000075491682924,Zhao Wenchang,China,Song dynasty,,
Q45480465,6000000075479770699,Zhang Di,China,Song dynasty,physician,
Q45480490,6000000075491997837,Zhao Wenyi,China,Song dynasty,,
Q45480531,6000000075480569172,Sun Yongyan,China,Song dynasty,,
Q45480554,6000000075491642954,Zhao Yuanheng,China,Song dynasty,painter,
Q45480595,6000000075480686283,Zhao Chongyong,China,Song dynasty,,
Q45480619,6000000075491921881,Zhao Yuanchang,China,Song dynasty,astronomer,
Q45480642,6000000075505714933,Feng  Xian,China,Ming dynasty,,
Q45480658,6000000075480049493,Zhang Xia,China,Song dynasty,,
Q45480721,6000000075480903980,Sun You,China,Song dynasty,,
Q45480746,6000000075492018826,Zhao Yuanqing,China,Song dynasty,,
Q45480784,6000000075481154858,Zhang Qing,China,Song dynasty,,
Q45480833,6000000075505835967,Zhang Siyin,China,Qing dynasty,,
Q45480847,6000000075481209842,Sun Gongliang,China,Song dynasty,,
Q45480874,6000000075491797890,Zhao Yuanru,China,Song dynasty,,
Q45480896,6000000075505190197,Du Xiaoying,China,Qing dynasty,poet,
Q45480911,6000000075480242432,Yuan Liang,China,Song dynasty,,
Q45481038,6000000075480869975,Sun Li,China,Song dynasty,,
Q45481069,6000000075491666997,Zhao Bumin,China,Song dynasty,,
Q45481088,6000000075612150822,Qiu Rujia,China,Qing dynasty,,
Q45481102,6000000075480590160,Sun Bida,China,Song dynasty,painter,
Q45481170,6000000075480317390,Yuan Gui,China,Song dynasty,,
Q45481261,6000000075491716004,Zhao Buzhen,China,Song dynasty,,
Q45481298,6000000075481168868,Xu Yue,China,Song dynasty,,
Q45481406,6000000075505360175,Yang Xue'e,China,Qing dynasty,poet,
Q45481425,6000000075481160877,Sun Keyuan,China,Song dynasty,painter,
Q45481468,6000000075505903917,Fang Ke,China,Qing dynasty,poet,
Q45481492,6000000075481164872,Yuan En,China,Song dynasty,military commander,
Q45481518,6000000075491516994,Zhao Bushi,China,Song dynasty,aristocrat,
Q45481533,6000000075505829930,Zhou Zhengsi,China,Qing dynasty,,
Q45481559,6000000075481192831,Sun Kedu,China,Song dynasty,,
Q45481584,6000000075492037826,Zhao Buqun,China,Song dynasty,aristocrat,
Q45481651,6000000075491424123,Zhao Buwei,China,Song dynasty,,
Q45481663,6000000075505531089,Zhou Ruiyu,China,Qing dynasty,,
Q45481689,6000000075480558380,Sun Zhengci,China,Song dynasty,,
Q45481751,6000000075481047956,Xu Yuan,China,Song dynasty,,
Q45481780,6000000075491923850,Zhao Busu,China,Song dynasty,aristocrat,
Q45481791,6000000075505754957,Zhang Fuxiang,China,Qing dynasty,,
Q45481815,6000000075481152843,Jin Yanbo,China,Song dynasty,,
Q45481881,6000000075480875074,Mo Guanqing,China,Song dynasty,,
Q45481913,6000000075491550983,Zhao Budun,China,Song dynasty,aristocrat,
Q45481946,6000000075481241826,Sun Shinan,China,Song dynasty,gentry,
Q45481977,6000000075491878878,Zhao Budu,China,Song dynasty,,
Q45482080,6000000075480398381,Xu Chongsi,China,Song dynasty,painter,
Q45482144,6000000018360418464,Jiang Chongzhen,China,Song dynasty,,
Q45482211,6000000075481112908,Sun Shiyi,China,Song dynasty,gentry,
Q45482235,6000000075491586127,Zhao Bujian,China,Song dynasty,aristocrat,
Q45482245,6000000075505807952,Zhao Yunqing,China,Qing dynasty,poet,
Q45482274,6000000075480695276,Zhang Yu,China,Song dynasty,,
Q45482339,6000000075481231846,Xu Chongju,China,Song dynasty,painter,
Q45482364,6000000075491477070,Zhao Taibao,China,Song dynasty,,
Q45482375,6000000075612085890,Wang Jiabi,China,Qing dynasty,,
Q45482403,6000000075480245449,Sun Shining,China,Song dynasty,gentry,
Q45482426,6000000075492005829,Zhao Youzhi,China,Song dynasty,,
Q45482469,6000000075480875081,Zhang Ji,China,Song dynasty,,
Q45482531,6000000075481240845,Zhang Can,China,Song dynasty,,
Q45482553,6000000075491800943,Zhao Riqi,China,Song dynasty,,
Q45482595,6000000075480558394,Sun Yonghe,China,Song dynasty,painter,
Q45482618,6000000075491968898,Zhao Zhongkui,China,Song dynasty,,
Q45482660,6000000075481058981,Sun Rumian,China,Song dynasty,,
Q45482681,6000000075491777939,Zhao Jieru,China,Song dynasty,,
Q45482724,6000000075481173877,Xu Shou,China,Song dynasty,,
Q45482784,6000000075480915011,Xu Gou,China,Song dynasty,poet,
