qid,geni_id,label,side,states,occupations,cbdb
Q1268388,6000000074745550892,He Zhizhang,China,Tang dynasty,poet | calligrapher | writer | politician,
Q1273590,6000000074692649941,Xu Daoning,China,Song dynasty,painter | calligrapher,
Q1278559,6000000075421275050,Fan Kuan,China,Song dynasty,painter | landscape painter,
Q1284632,6000000075337928837,Luo Binwang,China,Tang dynasty,poet,
Q13167271,6000000074705543930,Wang Yande,China,Song dynasty,politician | military commander,
Q1548242,6000000075508616854,Ye Changchi,China,Qing dynasty | Republic of China,historian | bibliophile,
Q15712352,6000000074791637387,Chen Zilong,China,Qing dynasty | Ming dynasty,politician | poet | Buddhist monk,
Q15725559,6000000075499033274,Jiang Jie,China,Yuan dynasty,writer | poet | ci lyric writer,
Q15725570,6000000074787565844,Mu Xiu,China,Song dynasty,mathematician,
Q15889444,6000000075499438944,Deng Chunqing,China,Song dynasty,,
Q15891292,6000000074705413825,Wang Bin,China,Song dynasty,politician | military commander,
Q15891296,6000000075498378227,Zheng Cai,China,Song dynasty,politician,
Q15894382,6000000074745538336,Qin Gou,China,Song dynasty,politician | poet,
Q15894428,6000000074792355061,Jia Ming,China,Ming dynasty | Yuan dynasty,physician,
Q15895033,6000000074728553978,Xue Yi,China,Song dynasty,,
Q15895402,6000000074727247944,Wang Huaiyin,China,Song dynasty,,
Q15895504,6000000075326412059,Fei Gun,China,Song dynasty,writer,
Q15895638,6000000075407677948,Guo Linsun,China,Song dynasty | Yuan dynasty,politician | poet,
Q15895756,6000000075485111830,Chen Zhu,China,Song dynasty,,
Q15896589,6000000075501511895,Xue Shanggong,China,Song dynasty,politician,
Q15896922,6000000075423429846,Wang Dong,China,Song dynasty,politician,
Q15896989,6000000075488243886,Cheng Xiang,China,Song dynasty,historian,
Q15897223,6000000075484574428,Chen Juzhong,China,Song dynasty,painter,
Q15898825,6000000074759078998,Wang Huilong,China,Song dynasty,politician,
Q15898900,6000000074737137000,Chong Shimin,China,Song dynasty,,
Q15898902,6000000075412308907,Weng Juan,China,Song dynasty,poet,
Q15898972,6000000075429553872,Lin Ruxia,China,Song dynasty,,
Q15899452,6000000075507704836,Zhaojia Mangjitu,China,Qing dynasty,politician,
Q15900599,6000000075487925014,Cheng Gai,China,Song dynasty,poet,
Q15901001,6000000075501331835,Xie Lin,China,Song dynasty,,
Q15901763,6000000075429053099,Ma Ji,China,Song dynasty,politician,
Q15902025,6000000075421346915,Niu Fu,China,Song dynasty,,
Q15905299,6000000074792144086,Jiang Pingjie,China,Ming dynasty,writer,
Q15907802,6000000075611658986,Pengnian Chen,China,Qing dynasty,politician | calligrapher,
Q15908292,6000000075483017014,Guo Jing,China,Song dynasty,,
Q15908358,6000000075508929847,Deng Bangshu,China,Qing dynasty | Republic of China,politician | calligrapher | painter,
Q15908444,6000000074725967867,Zhao Xie,China,People's Republic of China | Song dynasty,,
Q15909613,6000000075507481971,Jueluo Bahana,China,Qing dynasty,politician,
Q15910005,6000000074737531920,She Kecun,China,Song dynasty,,
Q15911406,6000000075509191827,Wang Zutong,China,Qing dynasty | Republic of China,politician,
Q15911533,6000000075486089956,Zhuang Xia,China,Song dynasty,poet,
Q15912835,6000000075508683962,Zhao Qilin,China,Qing dynasty | Republic of China,politician,
Q15912974,6000000075506863084,Wen Tiren,China,Ming dynasty,politician,
Q15913357,6000000075611475220,Hu Yuyun,China,Qing dynasty,poet,
Q15914619,6000000181222630844,Lu Hongyi,China,Qing dynasty | Republic of China,politician,
Q15915195,6000000075419570833,Wang Yansheng,China,Song dynasty,,
Q15915547,6000000020181975645,Kungpah T. King,China,Republic of China,painter | judge | politician | calligrapher | beamter,
Q15915660,6000000075509051875,Wang Naizheng,China,Qing dynasty | Republic of China,politician,
Q15916460,6000000075504498995,Gu Zhenguan,China,Qing dynasty,poet,
Q15917660,6000000075554999873,Qin Shouzhang,China,Qing dynasty | Republic of China,politician,
Q15918149,6000000074744922013,Chen Wenlong,China,Song dynasty,politician,
Q15920161,6000000075508778919,Zheng Shuchen,China,Qing dynasty | Republic of China,politician,
Q15920586,6000000075508872897,Zhao Xi,China,Qing dynasty | Republic of China,calligrapher | poet | ci lyric writer,
Q15920865,6000000075554685822,Wang Rongshang,China,Qing dynasty | Republic of China,politician,
Q15921464,6000000075508698826,Rao Zhixiang,China,Qing dynasty | Republic of China,politician,
Q15922438,6000000075399140877,Zu Yong,China,Tang dynasty,writer | poet,
Q15924689,6000000075554373843,Wang Xinzhen,China,Qing dynasty | Republic of China,politician,
Q15925238,6000000045294474078,Qian Junxiang,China,Qing dynasty | Republic of China,politician,
Q15925977,6000000075553067157,Wang Qingping,China,Qing dynasty | Republic of China,politician,
Q15926612,6000000075507909301,Zhao Yuan,China,Qing dynasty | Republic of China,politician,
Q15926684,6000000147224501978,Hu Jiayu,China,Qing dynasty,politician,
Q15927720,6000000075507266114,Aboerjijite Aleqinga,China,Qing dynasty,politician,
Q15927808,6000000075423322936,Wang Yan,China,Song dynasty,military commander,
Q15928686,6000000075508739917,Zhao Shangfu,China,Qing dynasty | Republic of China,politician,
Q15930778,6000000074737324976,Chong Shizhong,China,Song dynasty,,
Q15931099,6000000075508535976,Cai Jintai,China,Qing dynasty | Republic of China,politician,
Q15931255,6000000075509178836,Wang Qingmu,China,Qing dynasty | Republic of China,politician,
Q15931704,6000000075607235899,Wang Wen-chih,China,Qing dynasty,poet | calligrapher,
Q15932262,6000000075507580963,Jin Shenghuan,China,Qing dynasty,military personnel,
Q15933956,6000000075554450045,Qin Shusheng,China,Qing dynasty | Republic of China,politician,
Q15934172,6000000090002802856,程孝刚,China,People's Republic of China,mechanical engineer | politician,
Q15934548,6000000075507947176,Jiang Shifen,China,Qing dynasty | Republic of China,politician,
Q15934637,6000000075426615021,Liu Mengyan,China,Yuan dynasty,politician,
Q15934778,6000000074733352942,Xie Yi,China,Song dynasty,poet | ci lyric writer,
Q15936513,6000000074792608881,Chen Kan,China,Ming dynasty,politician,
Q15937652,6000000075492954979,Zhao Yanhui,China,Song dynasty,,
Q15938142,6000000075507894854,Wang Denglian,China,Qing dynasty,politician,
Q15938830,6000000074750205869,Rao Huchen,China,Song dynasty,politician,
Q15940782,6000000074783160926,Xiao Guoliang,China,Song dynasty,,
Q15941193,6000000075502599862,Dharmadeva,China,Song dynasty,Buddhist monk,
Q15941419,6000000074706342876,Yan Yi,China,Song dynasty,politician,
Q15942472,6000000075502503997,Shi Shengchang,China,Song dynasty,Buddhist monk,
Q15952765,6000000075507643868,Wang Hongzuo,China,Qing dynasty,politician,
Q15953920,6000000074788769957,Zheng Yi,China,Ming dynasty,politician,
Q15954120,6000000075617024839,Guan Tinge,China,Qing dynasty | Republic of China,politician,
Q15954569,6000000075506193539,Wang Jin,China,Ming dynasty,military personnel | military commander,
Q15956138,6000000075507703894,Wang Shiren,China,Qing dynasty,politician,
Q16075070,6000000192903759828,Joseph Pierce,China,Qing dynasty,,
Q16075465,6000000074791931190,Zhang Jie,China,Song dynasty,,
Q16075511,6000000074727388830,Chen Ye,China,Song dynasty,politician,
Q16075524,6000000075606232842,Cai Zhiding,China,Qing dynasty,calligrapher,
Q16075602,6000000074727260302,Chen Shilong,China,Yuan dynasty,,
Q16075669,6000000075553829105,Chen Bangrui,China,Qing dynasty | Republic of China,politician,
Q16075838,6000000074691564032,Fan Tong,China,Song dynasty,ci lyric writer,
Q16075840,6000000074758254166,Deng Zhongchen,China,Song dynasty,politician,
Q16075978,6000000074725837451,Fan Zhixu,China,Song dynasty,politician,
Q16076119,6000000075481502110,Xu Wenwei,China,Song dynasty,politician,
Q16076183,6000000074697951384,Huangfu Xuan,China,Song dynasty,politician,
Q16076413,6000000074770656038,Kong Yanzhou,China,Song dynasty,rebel | military officer,
Q16076618,6000000074725496645,Lu Yundi,China,Song dynasty,politician,
Q16076643,6000000075429785915,Ma Shao,China,Song dynasty,astronomer,
Q16076827,6000000075497564956,Pan You,China,Tang dynasty | Song dynasty,politician | calligrapher | poet | historian,
Q16077099,6000000075603740835,Ru Fen,China,Qing dynasty,politician,
Q16077121,6000000075421262930,Shi Xiaoyou,China,Song dynasty,poet,
Q16077138,6000000075610125045,Shi Yunyu,China,Qing dynasty,politician | calligrapher,
Q16077214,6000000074692283902,Xie Qingcai,China,Song dynasty,politician,
Q16077395,6000000074705582822,Wang Dechen,China,Song dynasty,politician,
Q16077415,6000000075611708112,Wang Degu,China,Qing dynasty,politician,
Q16077416,6000000075419674822,Wang Zhongzhi,China,Song dynasty,,
Q16077468,6000000075607022936,Wang Chongbing,China,Qing dynasty,poet,
Q16077481,6000000074759081944,Wang Juan,China,Song dynasty,politician,
Q16077497,6000000075420452906,Wang Yan,China,Song dynasty,military commander,
Q16077535,6000000075507036108,Wang Shu,China,Qing dynasty,politician,
Q16077569,6000000075507607935,Wang Shijun,China,Qing dynasty,politician,
Q16077623,6000000075507811939,Wang Yide,China,Qing dynasty,politician,
Q16077626,6000000075326978875,Wang Yehao,China,Ming dynasty,politician,
Q16078017,6000000075412850282,Chen Yigao,China,Yuan dynasty,daoshi,
Q16078526,6000000075426604832,Yu Fu,China,Song dynasty,historian,
Q16078652,6000000074747272822,Fan Chuyi,China,Song dynasty,politician | historian,
Q16078822,6000000075614303829,Gu Gao,China,Qing dynasty,painter | poet | ci lyric writer | qu writer,
Q16128506,6000000075426823914,Qi Xu,China,Song dynasty,painter,
Q16137271,6000000075424301852,Song Ruzhi,China,Song dynasty,painter,
Q16138226,6000000074787583910,Bei Qiong,China,Ming dynasty,poet | historian,
Q16152062,6000000074792946949,Qian Zai,China,Qing dynasty,painter | poet | calligrapher,
Q16259996,6000000075502157848,Su Dexiang,China,Song dynasty,gentry,
Q16260006,6000000074783378861,Xiao Dezao,China,Song dynasty,politician,
Q16260012,6000000075425701966,Ruan Dengbing,China,Song dynasty,politician | gentry,
Q16260016,6000000075507729825,Gao Douguang,China,Qing dynasty,politician,
Q16260083,6000000075483620961,Zhang Gui,China,Song dynasty,military personnel,
Q16260159,6000000074731325878,Xiong He,China,Song dynasty | Yuan dynasty,politician,
Q16260213,6000000074745405963,Zheng Huchen,China,Song dynasty,politician,
Q16260365,6000000074734111842,Zheng Kexue,China,Song dynasty,politician,
Q16260485,6000000074725889949,Zheng Mu,China,Song dynasty,politician,
Q16260525,6000000075499223935,Zheng Nansheng,China,Song dynasty,,
Q16260619,6000000074745550884,Zheng Ruxie,China,Song dynasty,politician,
Q16260697,6000000075414710822,Yuan Shiyuan,China,Yuan dynasty,poet,
Q16260699,6000000074727153023,Xu Shuwei,China,Song dynasty,physician | university teacher,
Q16260786,6000000075429908825,Huangfu Tan,China,Song dynasty,physician,
Q16260796,6000000074787293913,Ye Tinggui,China,Song dynasty,politician,
Q16538619,6000000075503061034,Dagui Muzhe,China,Song dynasty,Buddhist monk,
Q16570755,6000000075503252922,Shi Huijiao,China,Song dynasty,Buddhist monk,
Q16903773,6000000075406399924,Pan Lang,China,Song dynasty,poet,
Q16903999,6000000075406158919,Luo Bi,China,Yuan dynasty,writer,
Q16904086,6000000074768784916,Wang Zhi,China,Song dynasty,politician,
Q16904189,6000000075612151024,Xu Handu,China,Qing dynasty | Republic of China,politician,
Q16904221,6000000075607004839,Zhangting Xie,China,Qing dynasty,poet,
Q16905184,6000000075508019092,Zhi Hengrong,China,Qing dynasty | Republic of China,politician,
Q16905658,6000000075406683010,Wen Ge,China,Song dynasty,,
Q16905692,6000000074747679892,Pan Weiji,China,Song dynasty,politician,
Q16906054,6000000075420405056,Wang Rixiu,China,Song dynasty,,
Q16906366,6000000075421341867,Shi Tai,China,Song dynasty,,
Q16906811,6000000037622400420,Ye Daqiu,China,Qing dynasty,politician,
Q16907136,6000000074726545739,Xie Fangshu,China,Song dynasty,politician,
Q16907689,6000000074727075149,Qian Shouchun,China,Qing dynasty,politician,
Q16907919,6000000074728487826,Cisheng Chen,China,Song dynasty,,
Q16908274,6000000075612405827,Gao Chongji,China,Qing dynasty,politician,
Q16908331,6000000074753320961,Wei Ruxian,China,Song dynasty,,
Q16921317,6000000075508031822,Baoguoluote Taifeiyin,China,Qing dynasty,politician,
Q16921794,6000000045422790826,Lufei Quan,China,Qing dynasty,politician,
Q16921886,6000000075507082960,Jueluo Fengtai,China,Qing dynasty,politician,
Q16921891,6000000075605968312,Jin Zhaoyan,China,Qing dynasty,poet,
Q16921902,6000000047847655283,Guan Guanbao,China,Qing dynasty,politician,
Q16925322,6000000074771218843,Lin Tang,China,Ming dynasty,politician,
Q17008013,6000000074737590882,Wu Ziliang,China,Song dynasty,,
Q17008751,6000000075407655877,Wang Zhuo,China,Song dynasty,chemist,
Q17011792,6000000074787062328,Zhan Chu,China,Song dynasty,politician,
Q17025166,6000000075406351971,Peng Shuxia,China,Song dynasty,politician,
Q17026459,6000000074704978058,Wang Xiaoxian,China,Song dynasty,politician,
Q17028709,6000000074787562919,Wang Yuanliang,China,Yuan dynasty,writer | poet,
Q17030675,6000000075488277845,Cheng Zhang,China,Song dynasty,politician,
Q17031081,6000000074734372183,Fan Zhiming,China,Song dynasty,politician,
Q17033641,6000000074733917014,Ye Dayou,China,Song dynasty,politician,
Q17033925,6000000075485359935,Chen Liangbiao,China,Song dynasty,,
Q17035919,6000000074726100162,Xue Ang,China,Song dynasty,politician | historian,
Q17035986,6000000075488729832,Lei Yungong,China,Song dynasty,,
Q17059213,6000000075499892862,Teng Chuhou,China,Song dynasty,politician,
Q17062302,6000000075429985912,Chen Zhao,China,Song dynasty,ci lyric writer,
Q17066771,6000000075431443960,Yuan Fu,China,Song dynasty,politician,
Q17161824,6000000074745752341,Jiang Xian,China,Song dynasty,politician,
Q17238711,6000000074736439833,Gao Hengsun,China,Song dynasty,,
Q17285057,6000000026538887241,Philip Kwok,China,People's Republic of China,historian | writer,
Q17498678,6000000075496864068,Zhao Fenglong,China,Song dynasty,politician,
Q17500183,6000000074782982299,Wei Jiang,China,Song dynasty,politician,
Q17500217,6000000075501482985,Zhong Chuan,China,Song dynasty,politician,
Q18015067,6000000075426730836,Gao Keming,China,Song dynasty,painter,
Q18110192,6000000074751068855,Gao Wenshan,China,Song dynasty,politician,
Q18110198,6000000074705608866,Wei Qi,China,Song dynasty,politician,
Q18110319,6000000074744771449,Zhao Dunlin,China,Song dynasty,,
Q1813928,6000000046720196915,Sidney Shapiro,China,People's Republic of China,translator | poet lawyer | writer,
Q18198522,6000000075430563946,Sun Jie,China,Song dynasty,military commander,
Q18233377,6000000075425144827,Sixin Wuxin,China,Song dynasty,Buddhist monk,
Q18855960,6000000075402300905,Lu Ju,China,Tang dynasty,,
Q18905344,6000000075346138032,Xin Tipi,China,Tang dynasty,poet,
Q18905466,6000000074787259168,Ni Ruoshui,China,Tang dynasty,,
Q18905711,6000000075400970730,Shao Yue,China,Tang dynasty,,
Q18905728,6000000075499191117,Ju Kejiu,China,Song dynasty,,
Q18905775,6000000075398634954,Shi Jingben,China,Tang dynasty,,
Q18905927,6000000074704448377,Li Shangjiao,China,Song dynasty,,
Q18905971,6000000075405686895,Liu Chongyuan,China,Tang dynasty,,
Q18906089,6000000075405176034,Liu Changshi,China,Song dynasty,,
Q18906277,6000000075501609858,Nie Chongyi,China,Song dynasty,scholar,
Q18906490,6000000075346226953,Shi Ni,China,Tang dynasty,,
Q18906532,6000000074746031216,Jiang Jian,China,Tang dynasty,,
Q18906562,6000000075401442028,Xiao Xin,China,Tang dynasty,poet,
Q18906675,6000000075401670871,Wu Baoan,China,Tang dynasty,,
Q18906963,6000000075398837055,Tao Han,China,Tang dynasty,politician | poet | writer,
Q18907097,6000000075401079054,Yuan Panqian,China,Tang dynasty,poet,
Q18907129,6000000075423893916,Wang Taifu,China,Song dynasty,,
Q18908212,6000000075397039641,Yang Xiangru,China,Tang dynasty,,
Q18908396,6000000075412140970,Weng Shen,China,Yuan dynasty,teacher,
Q18909101,6000000075500558345,Yan Kan,China,Song dynasty,,
Q18909170,6000000075405885184,Ma Yongqing,China,Song dynasty,,
Q19653935,6000000074705457858,Wang Shiyong,China,Song dynasty,politician,
Q197165,6000000075484399822,Zhang Boduan,China,Song dynasty,daoshi | scholar | philosopher,
Q197818,6000000075501246019,Zhong Xiang,China,Song dynasty,revolutionary | rebel,
Q197958,6000000075405035970,Zhou Daguan,China,Yuan dynasty,diplomat | geographer | writer | envoy extraordinary and minister plenipotentiary,
Q19825348,6000000074705483853,Wang Sui,China,Song dynasty,politician,
Q19825422,6000000075480445381,Zhang Jian,China,Song dynasty,politician,
Q19825624,6000000075481785511,Xu Bingzhe,China,Song dynasty,,
Q20031486,6000000075484915997,Chen Nan,China,Song dynasty,,
Q20062469,6000000074746924106,Fan Zhong,China,Song dynasty,politician,
Q20062514,6000000074727769836,Jiang Fu,China,Song dynasty,politician,
Q20062546,6000000075419661257,Li Zongmian,China,Song dynasty,politician,
Q20062730,6000000074704653918,Zeng Huai,China,Song dynasty,politician,
Q20063869,6000000074704786311,Wang Lun,China,Song dynasty,politician,
Q2045040,6000000075501090834,Wei Pu,China,Song dynasty,astronomer | astrologer | mathematician,
