qid,en_label,geni_id,label_langs,has_parent,has_child
Q129093485,NN,,2,,yes
Q110421957,NN,,3,,yes
Q110421960,NN,,3,,yes
Q101342566,NN,,3,,yes
Q110385453,NN,,3,,yes
Q110154127,NN,,3,,yes
Q110548198,NN,,2,yes,yes
Q116469530,NN,,2,,yes
Q110715322,NN,,4,,yes
Q116007888,NN,,2,,yes
Q116474211,NN,,2,,yes
Q100439838,NN,,3,,yes
Q96242108,NN,,3,,yes
Q135682349,NN,,1,,yes
Q104038885,NN,,3,,yes
Q131731536,NN,,2,,yes
Q102376172,NN,,3,,yes
Q110737848,NN,,2,,yes
Q131730880,NN,,2,,yes
Q116054285,NN,,2,,yes
Q116027152,NN,,2,,yes
Q116032852,NN,,2,,yes
Q110438611,NN,,3,,yes
Q110438612,NN,,3,,yes
Q117243307,NN,,2,,yes
Q129168385,NN,,2,,yes
Q115633914,NN,,2,,yes
Q113295939,NN,,2,,yes
Q135681835,NN,,1,,yes
Q110379123,NN,,3,,yes
Q126938591,NN,,2,,yes
Q111998804,NN,,2,,yes
Q110715307,NN,,4,,yes
Q107276284,NN,,3,,yes
Q116105795,NN,,2,,yes
Q110578325,NN,,2,,yes
Q116149816,NN,,2,,yes
Q134268923,NN,,1,,yes
Q112974813,NN,,2,,yes
Q116179547,NN,,2,,yes
Q136358472,NN,,1,yes,
Q104055736,NN,,3,,yes
Q110616621,NN,,2,,yes
Q116007536,NN,,2,,yes
Q109533581,NN,,3,,yes
Q108433002,NN,,3,,yes
Q100438119,NN,,3,,yes
Q100438133,NN,,3,,yes
Q113504079,NN,,2,,yes
Q113503668,NN,,2,,yes
Q111442579,NN,,2,,yes
Q136011216,NN,,1,,yes
Q110548783,NN,,2,yes,yes
Q116159110,NN,,2,,yes
Q110440608,NN,,3,,yes
Q116005008,NN,,2,,yes
Q127270796,NN,,2,,yes
Q110562229,NN,,2,,yes
Q110152628,NN,,3,,yes
Q116030592,NN,,2,,yes
Q99056015,NN,,3,,yes
Q130635567,NN,,2,,yes
Q110638034,NN,,2,,yes
Q116149807,NN,,2,,yes
Q98101444,NN,,3,,yes
Q103838121,NN,,3,,yes
Q102537715,NN,,3,,yes
Q116005668,NN,,2,,yes
Q102542889,NN,,3,,yes
Q110378854,NN,,3,,yes
Q116134348,NN,,2,,yes
Q105872535,NN,,3,,yes
Q116232393,NN,,2,,yes
Q96814885,NN,,3,,yes
Q116146356,NN,,2,,yes
Q110616881,NN,,2,,yes
Q112492279,NN,,2,,yes
Q99203007,NN,,4,,yes
Q98073247,NN,,3,,yes
Q108187136,NN,,3,,yes
Q107274910,NN,,3,,yes
Q105816911,NN,,3,,yes
Q105787992,NN,,3,,yes
Q131342362,NN,,2,,yes
Q105799723,NN,,3,,yes
Q110103578,NN,,3,,yes
Q131446952,NN,,2,,yes
Q110613777,NN,,2,,yes
Q110278614,NN,,3,,yes
Q110573932,NN,,2,,yes
Q111465540,NN,,2,,yes
Q100153104,NN,,3,,yes
Q130335227,NN,,2,,yes
Q96243013,NN,,3,,yes
Q130334858,NN,,2,,yes
Q110362787,NN,,3,,yes
Q110362790,NN,,3,,yes
Q116118940,NN,,2,,yes
Q129257442,NN,,2,,yes
Q105802597,NN,,3,,yes
Q130336075,NN,,2,,yes
Q108840888,NN,,3,,yes
Q110315482,NN,,3,,yes
Q105842317,NN,,3,,yes
Q105872865,NN,,3,,yes
Q121745627,NN,,2,,yes
Q110561505,NN,,2,,yes
Q102226712,NN,,3,,yes
Q111442983,NN,,2,,yes
Q116031307,NN,,2,,yes
Q105821014,NN,,3,,yes
Q110549857,NN,,2,,yes
Q105797106,NN,,3,,yes
Q105872767,NN,,3,,yes
Q96739652,NN,,3,,yes
Q96739663,NN,,3,,yes
Q102349754,NN,,3,,yes
Q108432387,NN,,3,,yes
Q105815439,NN,,3,,yes
Q130336575,NN,,2,,yes
Q105770056,NN,,3,,yes
Q110730890,NN,,2,,yes
Q110580653,NN,,2,,yes
Q116026998,NN,,2,,yes
Q116027004,NN,,2,,yes
Q102376109,NN,,3,,yes
Q116025952,NN,,2,,yes
Q96074291,Unknown,,3,,yes
Q105770442,NN,,3,,yes
Q116006294,NN,,2,,yes
Q105801286,NN,,3,,yes
Q136326259,NN,,1,,yes
Q111768197,NN,,2,,yes
Q111998422,NN,,2,,yes
Q116163178,NN,,2,,yes
Q110398067,NN,,4,,yes
Q112611002,NN,,2,,yes
Q99198861,NN,,3,,yes
Q111465288,NN,,2,,yes
Q96244048,NN,,3,yes,yes
Q110370108,NN,,3,,yes
Q110361696,NN,,3,,yes
Q96076576,Unknown,,2,,yes
Q96076015,Unknown,,2,,yes
Q116032417,NN,,2,,yes
Q131729877,NN,,2,,yes
Q139587306,N.N.,,1,,yes
Q96213078,NN,,3,,yes
Q100446984,NN,,3,,yes
Q115860722,NN,,2,,yes
Q101247138,NN,,3,,yes
Q96243506,NN,,3,,yes
Q110623829,NN,,2,,yes
Q96292262,NN,,3,,yes
Q96322995,NN,,3,,yes
Q98072407,NN,,3,,yes
Q107296455,NN,,3,yes,yes
Q112968640,NN,,2,,yes
Q98699920,NN,,3,,yes
Q122381211,NN,,2,,yes
Q110458704,NN,,3,,yes
Q110458707,NN,,3,,yes
Q130682427,NN,,2,,yes
Q129094848,NN,,2,,yes
Q111996155,NN,,2,,yes
Q135855414,NN,,1,,yes
Q101248454,NN,,3,,yes
Q102227578,NN,,3,,yes
Q101499816,NN,,2,,yes
Q116151033,NN,,2,,yes
Q116151040,NN,,2,,yes
Q102822431,NN,,3,,yes
Q101353253,NN,,3,,yes
Q101352811,NN,,3,,yes
Q102227126,NN,,3,,yes
Q110647319,NN,,2,,yes
Q110371200,NN,,3,,yes
Q102837596,NN,,3,,yes
Q116005730,NN,,2,,yes
Q108840759,NN,,3,,yes
Q117302552,NN,,2,,yes
Q104550188,NN,,3,,yes
Q136376188,NN,,1,,yes
Q102228128,NN,,3,,yes
Q110562127,NN,,2,,yes
Q116026964,NN,,2,,yes
Q105770013,NN,,3,,yes
Q110425811,NN,,3,,yes
Q110398388,NN,,3,,yes
Q127270752,NN,,2,,yes
Q110369041,NN,,3,,yes
Q130191840,NN,,2,,yes
Q116168310,NN,,2,,yes
Q116005808,NN,,2,,yes
Q110578386,NN,,2,,yes
Q116042657,NN,,2,,yes
Q109010827,NN,,3,,yes
Q116042398,NN,,2,,yes
Q110103356,NN,,3,,yes
Q110558651,NN,,2,,yes
Q116007511,NN,,2,,yes
Q103784472,NN,,3,,yes
Q117277348,NN,,2,,yes
Q110362042,NN,,3,,yes
Q116150918,NN,,2,,yes
Q110380999,NN,,3,,yes
Q116041829,NN,,2,,yes
Q115633987,NN,,2,,yes
Q110520480,NN,,2,,yes
Q110424896,NN,,3,,yes
Q110426480,NN,,3,,yes
Q110536734,NN,,2,,yes
Q127270783,NN,,2,,yes
Q127270785,NN,,2,yes,yes
Q127270886,NN,,2,,yes
Q110574612,NN,,2,,yes
Q110589416,NN,,2,,yes
Q110614687,NN,,2,,yes
Q110619430,NN,,2,,yes
Q130334788,NN,,2,,yes
Q112973540,NN,,2,yes,yes
Q110639435,NN,,2,yes,yes
Q110639476,NN,,2,,yes
Q130016868,NN,,2,,yes
Q110705005,NN,,2,,yes
Q112968489,NN,,2,,yes
Q111465482,NN,,2,,yes
Q111488203,NN,,2,,yes
Q110352163,NN,,3,,yes
Q102538880,NN,,4,,yes
Q96244931,NN,,3,,yes
Q112611316,NN,,2,,yes
Q113500650,NN,,2,,yes
Q116004292,NN,,2,,yes
Q116033203,NN,,2,,yes
Q116040068,NN,,2,,yes
Q116046894,NN,,2,,yes
Q110939659,NN,,2,,yes
Q116102400,NN,,2,,yes
Q99302471,NN,,3,yes,yes
Q116168345,NN,,2,,yes
Q116183322,NN,,2,,yes
Q116183332,NN,,2,,yes
Q116183302,NN,,2,,yes
Q113504381,NN,,2,,yes
Q116005090,NN,,2,,yes
Q136343717,NN,,1,,yes
Q122359393,NN,,2,,yes
Q116170043,NN,,2,,yes
Q110579936,NN,,2,,yes
Q136337118,NN,,1,,yes
Q96221797,NN,,3,,yes
Q116006673,NN,,2,,yes
Q110614563,NN,,2,,yes
Q129093515,NN,,2,,yes
Q110603091,NN,,2,,yes
Q129094311,NN,,2,,yes
Q111442616,NN,,2,,yes
Q116170394,NN,,2,,yes
Q103807173,NN,,3,,yes
Q111442626,NN,,2,,yes
Q111442603,NN,,2,,yes
Q99239052,NN,,3,,yes
Q108431982,NN,,3,,yes
Q131731522,NN,,2,,yes
Q96221111,NN,,3,,yes
Q96221134,NN,,3,,yes
Q110353888,NN,,3,,yes
Q110562326,NN,,2,,yes
Q96311998,NN,,3,,yes
Q106508235,NN,,3,,yes
Q97570416,NN,,3,,yes
Q131522260,NN,,2,,yes
Q139560488,N.N.,,1,,yes
Q131725156,NN,,2,,yes
Q109807790,NN,,3,,yes
Q103783105,NN,,4,,yes
Q100437264,NN,,3,,yes
Q110386489,NN,,3,,yes
Q110578145,NN,,2,,yes
Q97929220,NN,,3,,yes
Q127424995,NN,,2,,yes
Q136289706,NN,,1,,yes
Q136335981,NN,,1,,yes
Q136335985,NN,,1,,yes
Q130359558,NN,,2,,yes
Q110540252,NN,,2,,yes
Q121745797,NN,,2,,yes
Q110386407,NN,,3,,yes
Q116005495,NN,,2,,yes
Q139560076,N.N.,,1,,yes
Q110619131,NN,,2,,yes
Q116854524,NN,,2,,yes
Q103790032,NN,,3,,yes
Q110641532,NN,,2,,yes
Q105983485,NN,,3,,yes
Q110604082,NN,,2,,yes
Q116150133,NN,,2,,yes
Q110152009,NN,,3,,yes
Q113500549,NN,,2,,yes
Q105938998,NN,,3,,yes
Q136135657,NN,,1,,yes
Q116169266,NN,,2,,yes
Q110611781,NN,,2,,yes
Q116085003,NN,,2,,yes
Q110503730,NN,,2,,yes
Q116005325,NN,,2,,yes
Q110578227,NN,,2,,yes
Q110641553,NN,,2,,yes
Q96202785,NN,,3,,yes
Q110369260,NN,,3,,yes
Q116028841,NN,,2,,yes
Q110562128,NN,,2,,yes
Q110367049,NN,,3,,yes
Q110367062,NN,,3,,yes
Q108603007,NN,,3,,yes
Q96075792,Unknown,,2,,yes
Q116170402,NN,,2,,yes
Q112642073,NN,,2,,yes
Q105820719,NN,,3,,yes
Q102813312,NN,,3,,yes
Q116168480,NN,,2,,yes
Q110939169,NN,,2,,yes
Q103779063,NN,,3,,yes
Q99153874,NN,,3,,yes
Q96091059,Unknown,,2,,yes
Q110603019,NN,,2,,yes
Q110538151,NN,,3,,yes
Q125524401,NN,,2,,yes
Q116053878,NN,,2,,yes
Q130333905,NN,,2,,yes
Q110153558,NN,,3,,yes
Q116004390,NN,,2,,yes
Q109853180,NN,,3,,yes
Q110151256,NN,,3,,yes
Q105983076,NN,,3,,yes
Q105983189,NN,,3,,yes
Q99210489,NN,,3,,yes
Q110738126,NN,,2,,yes
Q110738123,NN,,3,yes,yes
Q110715298,NN,,2,,yes
Q110506149,NN,,2,,yes
Q110506156,NN,,2,,yes
Q116134085,NN,,3,,yes
Q116118607,NN,,2,,yes
Q110603918,NN,,2,,yes
Q116030503,NN,,2,,yes
Q110369308,NN,,3,,yes
Q103945771,NN,,3,,yes
Q110603045,NN,,2,,yes
Q108838939,NN,,3,,yes
Q110539308,NN,,2,,yes
Q105768387,NN,,3,,yes
Q116041861,NN,,2,,yes
Q101248915,NN,,3,,yes
Q99023525,NN,,3,,yes
Q110104145,NN,,3,,yes
Q76019520,unknown,,2,,yes
Q136192753,NN,,1,,yes
Q116042599,NN,,2,,yes
Q101248417,NN,,3,,yes
Q110459195,NN,,3,,yes
Q110459199,NN,,3,,yes
Q127270803,NN,,2,yes,yes
Q110616351,NN,,2,,yes
Q97570427,NN,,3,,yes
Q110414293,NN,,3,,yes
Q112898955,NN,,2,,yes
Q110386343,NN,,3,,yes
Q110386377,NN,,3,,yes
Q100326502,NN,,3,,yes
Q111457097,NN,,3,,yes
Q110662800,NN,,2,,yes
Q131346762,NN,,2,,yes
Q116149960,NN,,2,,yes
Q110537501,NN,,2,,yes
Q100438045,NN,,3,yes,yes
Q116006649,NN,,2,,yes
Q110509136,NN,,3,,yes
Q116168942,NN,,2,,yes
Q113294309,NN,,3,,yes
Q104471753,NN,,4,,yes
Q110355897,NN,,4,,yes
Q139571233,N.N.,,1,,yes
Q139571235,N.N.,,1,,yes
Q110611671,NN,,2,,yes
Q116177497,NN,,2,,yes
Q116086621,NN,,3,,yes
Q110737919,NN,,2,,yes
Q131389936,NN,,2,,yes
Q131389944,NN,,2,,yes
Q116149964,NN,,2,,yes
Q116150058,NN,,2,,yes
Q131347380,NN,,2,,yes
Q110315214,NN,,3,,yes
Q99202996,NN,,3,,yes
Q130635603,NN,,2,,yes
Q101248917,NN,,3,,yes
Q117378704,NN,,2,,yes
Q110585572,NN,,2,,yes
Q105924777,NN,,3,,yes
Q99203043,NN,,3,,yes
Q112329614,NN,,2,,yes
Q116170962,NN,,2,,yes
Q104773026,NN,,3,,yes
Q103568917,NN,,3,,yes
Q135855409,NN,,1,yes,yes
Q110384443,NN,,3,,yes
Q106703591,NN,,3,,yes
Q127414193,NN,,2,,yes
Q110369117,NN,,3,,yes
Q110423496,NN,,3,,yes
Q110386463,NN,,3,,yes
Q129094658,NN,,2,,yes
Q101499971,NN,,3,,yes
Q101499923,NN,,2,,yes
Q100438109,NN,,3,,yes
Q96238328,NN,,3,,yes
Q96238335,NN,,3,,yes
Q116474210,NN,,2,,yes
Q100439834,NN,,3,,yes
Q110425538,NN,,3,,yes
Q122259851,NN,,2,,yes
Q129094778,NN,,2,,yes
Q135682338,NN,,1,yes,yes
Q109394342,NN,,3,,yes
Q102227727,NN,,3,,yes
Q130338176,NN,,2,,yes
Q97570433,NN,,3,,yes
Q116054286,NN,,2,,yes
Q116032872,NN,,3,,yes
Q110578173,NN,,2,,yes
Q116031107,NN,,2,,yes
Q116477813,NN,,2,,yes
Q110622019,NN,,2,,yes
Q101466795,NN,,3,,yes
Q116156772,NN,,2,,yes
Q110379122,NN,,3,,yes
Q110379124,NN,,3,,yes
Q130335899,NN,,2,,yes
Q101576235,NN,,3,,yes
Q110540257,NN,,2,,yes
Q101247438,NN,,3,,yes
Q110332139,NN,,3,,yes
Q105906046,NN,,3,,yes
Q105805064,NN,,3,,yes
Q110730738,NN,,2,,yes
Q110378929,NN,,3,,yes
Q105818321,NN,,3,,yes
Q112630282,NN,,2,,yes
Q113295609,NN,,2,,yes
Q116007128,NN,,3,,yes
Q100438113,NN,,3,,yes
Q110850933,NN,,2,,yes
Q104773082,NN,,3,,yes
Q110519036,NN,,2,,yes
Q110519044,NN,,2,,yes
Q116150282,NN,,2,yes,yes
Q116150284,NN,,2,,yes
Q110302168,NN,,3,,yes
Q116005009,NN,,2,,yes
Q110659102,NN,,2,,yes
Q127283321,NN,,2,,yes
Q110152631,NN,,3,,yes
Q103807383,NN,,3,,yes
Q110571208,NN,,3,,yes
Q139571195,N.N.,,1,,yes
Q116004701,NN,,2,,yes
Q110623602,NN,,2,,yes
Q112974587,NN,,2,,yes
Q112963048,NN,,2,,yes
Q99175783,NN,,3,,yes
Q125524369,NN,,2,,yes
Q139559787,N.N.,,1,,yes
Q102537696,NN,,3,,yes
Q139566474,N.N.,,1,,yes
Q139566477,N.N.,,1,,yes
Q116006974,NN,,2,,yes
Q116030817,NN,,2,,yes
Q130358408,NN,,2,,yes
Q106704803,NN,,3,,yes
Q131784477,NN,,2,,yes
Q116170702,NN,,2,,yes
Q116232392,NN,,2,,yes
Q99073335,NN,,3,,yes
Q99209578,NN,,3,,yes
Q112378700,NN,,2,,yes
Q110428784,NN,,3,,yes
Q110618774,NN,,2,,yes
Q105814553,NN,,3,,yes
Q127687130,NN,,2,,yes
Q105771231,NN,,3,,yes
Q116029966,NN,,3,,yes
Q131446951,NN,,2,,yes
Q108180115,NN,,3,,yes
Q136118344,NN,,1,,yes
Q110412755,NN,,3,,yes
Q110688706,NN,,2,,yes
Q116143299,NN,,2,,yes
Q108912704,NN,,3,,yes
Q116028766,NN,,2,,yes
Q105872741,NN,,3,,yes
Q116178118,NN,,2,,yes
Q112960027,NN,,2,,yes
Q129168217,NN,,2,,yes
Q105872866,NN,,3,,yes
Q110268832,NN,,3,,yes
Q111452997,NN,,2,,yes
Q116161968,NN,,2,,yes
Q110549859,NN,,2,,yes
Q105805056,NN,,4,,yes
Q101499786,NN,,3,,yes
Q116027003,NN,,2,,yes
Q110622703,NN,,2,,yes
Q116025937,NN,,2,,yes
Q115958887,NN,,2,,yes
Q105804879,NN,,3,,yes
Q110580838,NN,,2,,yes
Q110354032,NN,,3,,yes
Q96242198,NN,,3,,yes
Q110580271,NN,,2,,yes
Q107211732,NN,,3,,yes
Q116163177,NN,,2,,yes
Q122260873,NN,,2,,yes
Q110616530,NN,,2,,yes
Q112573708,NN,,2,,yes
Q112611300,NN,,2,,yes
Q110395289,NN,,3,,yes
Q130335047,NN,,2,,yes
Q109533374,NN,,3,,yes
Q110440665,NN,,3,,yes
Q110370082,NN,,3,,yes
Q110562388,NN,,2,,yes
Q110367031,NN,,3,,yes
Q96076013,Unknown,,2,,yes
Q139559981,N.N.,,1,,yes
Q104472334,NN,,3,,yes
Q129256991,NN,,2,,yes
Q96311106,NN,,3,,yes
Q96217680,NN,,3,,yes
Q96221303,NN,,3,,yes
Q110557911,NN,,2,,yes
Q110557914,NN,,2,,yes
Q99209584,NN,,3,,yes
Q98698887,NN,,3,,yes
Q97014142,NN,,3,,yes
Q110558675,NN,,2,,yes
Q111488238,NN,,2,,yes
Q110377796,NN,,3,yes,yes
Q110851200,NN,,2,,yes
Q101421220,NN,,3,,yes
Q101499819,NN,,2,,yes
Q126283204,NN,,2,,yes
Q110377879,NN,,3,,yes
Q101353780,NN,,3,,yes
Q110399587,NN,,3,,yes
Q110363044,NN,,3,,yes
Q116471510,NN,,2,,yes
Q136010501,NN,,1,,yes
Q100437703,NN,,3,,yes
Q110324457,NN,,3,,yes
Q105805435,NN,,3,,yes
Q101469342,NN,,2,,yes
Q106501295,NN,,3,,yes
Q115861314,NN,,2,,yes
Q107305279,NN,,3,,yes
Q108410270,NN,,3,,yes
Q121745806,NN,,2,,yes
Q108840658,NN,,3,,yes
Q110457527,NN,,3,,yes
Q110386513,NN,,3,,yes
Q116042397,NN,,2,,yes
Q110385376,NN,,3,,yes
Q109807953,NN,,3,,yes
Q105802201,NN,,3,,yes
Q110589318,NN,,2,,yes
Q116045701,NN,,2,,yes
Q110557976,NN,,2,,yes
Q116007422,NN,,2,,yes
Q110151914,NN,,3,,yes
Q110441162,NN,,3,,yes
Q110572208,NN,,2,,yes
Q116030635,NN,,2,,yes
Q98698438,NN,,3,,yes
Q110324652,NN,,3,,yes
Q110354814,NN,,3,,yes
Q100440396,NN,,3,,yes
Q116150926,NN,,2,,yes
Q116150917,NN,,2,,yes
Q110363280,NN,,3,,yes
Q110370133,NN,,3,,yes
Q116031955,NN,,2,,yes
Q110426479,NN,,3,,yes
Q110504148,NN,,2,,yes
Q136009203,NN,,1,,yes
Q110572327,NN,,2,,yes
Q110574607,NN,,2,,yes
Q102832463,NN,,3,,yes
Q110385589,NN,,3,,yes
Q110611644,NN,,2,,yes
Q112973541,NN,,2,,yes
Q113295095,NN,,2,,yes
Q116041741,NN,,2,,yes
Q111444091,NN,,2,,yes
Q111465480,NN,,2,,yes
Q111488202,NN,,2,,yes
Q115870374,NN,,2,,yes
Q130364065,NN,,2,,yes
Q113500500,NN,,2,,yes
Q113504411,NN,,2,,yes
Q136027660,NN,,1,,yes
Q101164960,NN,,3,,yes
Q116031044,NN,,2,,yes
Q116042144,NN,,2,,yes
Q110635611,NN,,3,,yes
Q116183325,NN,,2,,yes
Q116183329,NN,,2,,yes
Q102837885,NN,,3,,yes
Q117268446,NN,,2,,yes
Q116005102,NN,,2,,yes
Q122359392,NN,,2,,yes
Q96221795,NN,,3,,yes
Q110381670,NN,,3,,yes
Q111442615,NN,,2,,yes
Q116170393,NN,,2,,yes
Q111442625,NN,,2,,yes
Q111442621,NN,,2,,yes
Q139670448,N.N.,,1,,yes
Q131731621,NN,,2,,yes
Q131731622,NN,,2,,yes
Q110505683,NN,,2,,yes
Q116185068,NN,,2,,yes
Q96221196,NN,,3,,yes
Q96221230,NN,,3,,yes
Q116086516,NN,,2,,yes
Q110616411,NN,,2,,yes
Q96312007,NN,,3,,yes
Q105905430,NN,,3,,yes
Q110538537,NN,,2,,yes
Q110324291,NN,,3,,yes
Q116004142,NN,,2,,yes
Q139560487,N.N.,,1,,yes
Q110562348,NN,,2,,yes
Q110386468,NN,,3,,yes
Q110578144,NN,,2,,yes
Q110366204,NN,,3,,yes
Q116170400,NN,,2,,yes
Q130359557,NN,,2,,yes
Q116170401,NN,,2,,yes
Q110386413,NN,,3,,yes
Q110619130,NN,,2,,yes
Q116854523,NN,,2,,yes
Q116161974,NN,,2,,yes
Q139560053,N.N.,,1,,yes
Q116150132,NN,,2,,yes
Q113500556,NN,,2,,yes
Q116133769,NN,,2,,yes
Q130335303,NN,,2,,yes
Q116085032,NN,,2,,yes
Q116053460,NN,,2,,yes
Q116004098,NN,,2,,yes
Q110549929,NN,,2,,yes
Q96074375,Unknown,,2,,yes
Q96074380,Unknown,,3,,yes
Q116005320,NN,,2,yes,yes
Q110536508,NN,,2,,yes
Q108943548,NN,,3,,yes
Q107275216,NN,,3,,yes
Q104772997,NN,,4,,yes
Q102859482,NN,,3,,yes
Q130357483,NN,,2,,yes
Q110570955,NN,,2,,yes
Q130335185,NN,,2,,yes
Q105842385,NN,,3,,yes
Q116170947,NN,,2,,yes
Q116149915,NN,,2,,yes
Q139563197,N.N.,,1,,yes
Q112328523,NN,,2,,yes
Q116028840,NN,,2,,yes
Q99090886,NN,,3,,yes
Q99212044,NN,,3,,yes
Q130313146,NN,,2,,yes
Q115714769,NN,,2,,yes
Q129169093,NN,,2,,yes
Q116168870,NN,,2,,yes
Q117268773,NN,,2,,yes
Q108838829,NN,,3,,yes
Q116130585,NN,,2,,yes
Q110153557,NN,,3,,yes
Q109853181,NN,,3,,yes
Q110579908,NN,,2,,yes
Q110537122,NN,,2,,yes
Q102832451,NN,,3,,yes
Q130334152,NN,,2,,yes
Q110536848,NN,,2,,yes
Q116007590,NN,,2,,yes
Q117245747,NN,,2,,yes
Q110426140,NN,,3,,yes
Q110426152,NN,,3,,yes
Q117245444,NN,,2,,yes
Q110325029,NN,,3,,yes
Q136142277,NN,,1,,yes
Q110640750,NN,,2,,yes
Q96241689,NN,,3,,yes
Q76019521,unknown,,3,,
Q136206711,NN,,1,,yes
Q99804009,NN,,3,,yes
Q127270804,NN,,2,,yes
Q116007078,NN,,2,,yes
Q110386341,NN,,3,,yes
Q116006648,NN,,2,,yes
Q115627040,NN,,2,,yes
Q110622798,NN,,2,,yes
Q104471976,NN,,3,,yes
Q116145503,NN,,2,,yes
Q116124764,NN,,2,,yes
Q139571232,N.N.,,1,,yes
Q116045687,NN,,2,yes,yes
Q110611673,NN,,2,,yes
Q110616879,NN,,2,,yes
Q116030304,NN,,2,,yes
Q116177495,NN,,2,,yes
Q110737918,NN,,2,,yes
Q139571247,N.N.,,1,,yes
Q131347377,NN,,2,,yes
Q110315213,NN,,3,,yes
Q109334965,NN,,3,,yes
Q110935430,NN,,2,,yes
Q24836542,NN,,2,,
Q97532198,NN,,3,,yes
Q110509211,NN,,2,,yes
Q116146032,NN,,2,,yes
Q116472008,NN,,2,yes,yes
Q116812155,NN,,2,,yes
Q116812536,NN,,2,,yes
Q133461586,NN,,1,,yes
