qid	n_geni	n_in_corpus	n_absent	closest_hops	one_export_covers	missing_first_degree	first_degree_total	already_refreshed	sources	geni_in_corpus	geni_absent	names
Q61750985	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000031828865443	6000000002187580727	Jeanne de Cortenay
Q6227498	2	1	1		no	4	4	no	wikidata-p2600	6000000001507417174	6000000018767100082	John Crandall
Q6315297	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000017080224148	6000000007606890500	William Barley
Q64245045	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000016457633726	6000000193580003824	Jan Bogdanovich Drutsky-Lubetsky
Q67471709	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000017080244056	6000000008247682731	Joyce Perient
Q701326	2	1	1		no	4	4	no	structural;wikidata-p2600;zipper	6000000130310253012	6000000074733219824	?
Q701445	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000021150795232	6000000075326843342	?
Q7069369	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000009324255865	6000000074791690971	Khashi Borjigin dynasty
Q7069420	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000029263930419	6000000074791841891	Qutuqtu (Bienheureux)
Q7225915	2	1	1		no	4	4	no	wikidata-p2600	6000000007513185369	6000000074767271848	?
Q745241	2	1	1		no	4	8	no	wikidata-p2600;zipper	6000000003420164243	6000000042231824833	Marcus Annius Verus
Q75269803	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000025792735993	6000000009878419201	Peter Venables
Q75278556	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000021873850662	6000000078411794013	Francis Leveson Fowler
Q75386614	3	1	2		no	4	4	no	wikidata-p2600;zipper	6000000006093087545	6000000000628757327;6000000033220169902	Gytha
Q75393571	2	1	1		no	4	4	no	structural;wikidata-p2600;zipper	6000000001169174345	6000000011793017506	Astrid Hróadóttir
Q862955	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000010290354241	6000000003918949452	Billung
Q96097240	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000195004667835	6000000031614787700	Samuel Danielis Dalinus
Q96602549	2	1	1		no	4	4	no	structural;wikidata-p2600;zipper	6000000008630987637	6000000039889564465	Mordecai Cooke III
Q97103847	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000011592980858	6000000000426816381	Edward Tyng
Q986651	2	1	1		no	4	4	no	wikidata-p2600;zipper	6000000021138409469	6000000075327448507	?
Q99571	2	1	1		no	4	4	no	wikidata-p2600	6000000000164216042	6000000042592655509	?
Q10414698	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000021121992451	6000000075403421823	?
Q10565468	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000018222178062	6000000074734478907	?
Q1071537	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000021122944770	6000000075329034048	?
Q1071618	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000012581831243	6000000074790367344	?
Q108732932	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000207422287860	6000000006257202782	Mahmud Nasiruddin
Q108940196	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000077191694826	6000000006410804816	Gertrud Jakobsdotter Leijel
Q109037472	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000031829145923	6000000003827781275	Pierre de Sully
Q109835165	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000008223738211	6000000011182410558	Ulrikke Christiane von Haxthausen
Q110370440	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000015117045165	6000000015090733415	Jeanne de Blois
Q11095408	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000021240323533	6000000075061047827	?
Q11101041	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000021137941578	6000000075327877230	?
Q11408990	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000008269675131	6000000111820965946	?
Q1196041	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000013590457103	6000000075368760821	?
Q121096580	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000019883813264	6000000010113875397	Konrad Friedrich Meijendorff von Y
Q12305451	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000010056127480	6000000000206666661	Christiane Gregersdatter Juel
Q124365550	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000006953285299	6000000012389098778	Carl Otto Fitinghoff
Q125178777	2	1	1		no	3	3	no	wikidata-p2600	6000000017988112225	6000000033278645652	?
Q126904335	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000037938836669	6000000037945526152	Paul Eduard Julius Gahlnbäck
Q126949721	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000015545990719	5551196508310136244	Otto von Treyden a. Jöör
Q127789194	2	1	1		no	3	3	no	wikidata-p2600	6000000022552621976	6000000018301019272	François Alexandre d'Albret
Q128157828	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000004156483914	6000000009827785236	Lunetta von Rohr
Q132090	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000039839706306	6000000001088903096	Jeanne II d'Auvergne Comtese d'Auv
Q136745209	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000098925632979	6000000002078938114	Esther Post
Q136949795	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000015239175501	6000000030414019106	María de Velasco
Q137946149	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000011390504303	6000000008541231276	Vilhelmina Charlotta Fleetwood
Q138751779	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000015997737506	6000000015997788401	Margaretha Elisabeth Nolde
Q1397516	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000001744873079	6000000096674447933	Wichmann Billung I
Q140067575	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000021704289012	6000000016270451151	Anna Margaretha von Wolffeldt
Q152923	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000003219796634	6000000076696178669	Rudolf Franz Karl Joseph Habsburg-
Q1564685	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000176758153825	6000000074698878376	?
Q1648981	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000071298158898	6000000008062117963	Jean de Bourgogne dauphin de Vienn
Q16650367	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000111281903854	6000000055777234927	Torsten Vilhelm Sondén
Q1701323	2	1	1		no	3	3	no	wikidata-p2600	6000000004229255861	6000000091974480020	John Parke Custis
Q18110985	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000052126192108	6000000075345506013	?
Q18668998	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000083694355844	6000000074733467291	?
Q197172	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000143879433834	6000000075406768904	?
Q198188	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000023616059660	6000000074782994344	?
Q19825346	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000055771779086	6000000075337930172	?
Q19855072	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000057677324163	6000000075345695826	?
Q19855076	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000057677324208	6000000075345443965	?
Q20811018	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000006444180162	6000000006450618764	St. Clair Pomeroy Kt.
Q21077152	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000012453423179	6000000009304951693	Hildeberge de Cornouaille
Q21547737	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000014153703692	6000000013984334447	Pieter Hooft
Q21557729	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000002188440046	6000000004571410221	Giacinta Ruspoli
Q220711	2	1	1		no	3	3	no	wikidata-p2600;zipper	5130595775550035304	6000000116757201098	Dorothea Shishman of Bulgaria
Q26197287	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000055769547821	6000000075344574837	?
Q271719	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000194183421835	6000000011425129515	Johanna Dorothea von Biron
Q288550	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000006128310857	6000000020790774748	Göran Fredrik von Otter
Q312601	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000003380698484	6000000090671015902	Theodahad of the Ostrogoths
Q317905	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000004996654885	6000000003772418469	Sancho II 'el Fuerte' de Castilla 
Q328693	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000004004295285	6000000061837492829	Magnus III Mecklenburg Herzog von 
Q3659760	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000157668803831	6000000183567181822	Carlo Rasponi Bonanzi
Q4110531	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000006727821988	6000000053647277955	Vygantas Alexander Algirdaitis
Q434994	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000003639679519	6000000011605510898	Astrid Høst
Q45379784	2	1	1		no	3	3	no	wikidata-p2600;zipper	389862954730003319	6000000074737887998	?
Q45419879	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000057677841886	6000000075344542470	?
Q45420389	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000021122302991	6000000075368214885	?
Q45421903	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000074717087870	6000000074704632870	?
Q45426909	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000043329054312	6000000075418483845	?
Q45447377	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000021122122090	6000000074753037843	?
Q45471539	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000021163939327	6000000075060587956	?
Q45485638	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	335848880110006014	6000000074732500795	?
Q45485825	2	1	1		no	3	3	no	wikidata-p2600;zipper	335848458130005369	6000000074734221969	?
Q45485890	2	1	1		no	3	3	no	wikidata-p2600;zipper	335847828470013445	6000000074734561848	?
Q45486018	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000033220175806	6000000074734418927	?
Q45685570	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000010476147700	6000000074733666909	?
Q45690556	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000008003077411	6000000074735460856	?
Q4720058	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000012105782682	6000000099162209840	Alexander Seton Viscount Kingston
Q47236555	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000002666224179	5258978434260072422	Catherine Osborn
Q4770542	2	1	1		no	3	3	no	wikidata-p2600	6000000000310581159	6000000018705765147	Ansculf (Anscough) de Picquigny
Q495638	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000004160985539	6000000004160609962	Karl Horn af Marienborg
Q52768493	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000011242484140	6000000090936593831	Ivan Wasilewicz Koretsky
Q5374622	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000012653246282	6000000074746237856	?
Q5535000	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000029760074471	6000000014852968898	Geoffrey de Say V
Q55792313	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000089674121838	6000000016454450436	Anna Amalie zu Solms-Braunfels-Gri
Q58193469	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000001531401867	6000000000769902736	John de Peche Knight
Q5966016	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000055773106990	6000000075344644321	?
Q61245	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000002980107417	6000000025086573301	"Friedrich II ""der Weise"" von der P"
Q65799176	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000051097474855	6000000075500133824	?
Q67336185	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000001448242996	6000000006127726359	Wihelm Ludvig Ludvig Taube
Q7069358	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000031420969306	6000000074791874835	Khochu Borjigin dynasty
Q7069368	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000031420845237	6000000074791887821	Khorachar Borjigin dynasty
Q7069401	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000038678712060	6000000074791173351	Naqu Khan Borjigin dynasty
Q7147955	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000025717890604	6000000071415492032	Claude Patrik Gustaf De Laval
Q7382	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000037175293735	6000000075326965283	?
Q75500864	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000000147336022	6000000008176379052	Hannah Porter
Q75575963	2	1	1		no	3	3	no	wikidata-p2600;zipper	4163512849490039093	6000000026368066195	Louisa Caroline Eardley-Wilmot
Q76286826	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000013922785841	6000000013922041356	Henriette Maria Berg
Q920959	2	1	1		no	3	3	no	structural;wikidata-p2600;zipper	6000000008858884656	6000000051574064940	Ingeramne De Hesbaye
Q97503177	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000007416886432	6000000017595968808	Eva Matilda Carolina Tigerschiöld
Q976582	2	1	1		no	3	4	no	wikidata-p2600;zipper	6000000002278985734	6000000012637096259	?
Q99212400	2	1	1		no	3	3	no	wikidata-p2600;zipper	6000000030993612461	6000000001080327793	Phebe Sexton
Q103817563	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000039164167389	6000000007705363747	Maj Mittag-Leffler
Q1040312	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000008492638747	6000000036491110978	Karl Johan Blomgren
Q104388625	2	1	1		no	2	2	no	structural;wikidata-p2600;zipper	6000000003940567305	6000000001837338664	Abigail Marsh
Q104849222	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000172528314969	6000000006367825165	James Veitch
Q104977128	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000000117687035	6000000015343203527	Nathaniel Buell Porter
Q1074789	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000134900296829	6000000075329361830	?
Q1081457	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000196108332822	6000000109278553036	Francesco Serra di Cassano
Q108337914	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000123270868041	6000000013520190784	Per Adolf Emil Mohlin
Q108380884	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000002188640534	6000000001500854202	Yolande de Brienne
Q108925552	2	1	1		no	2	2	no	wikidata-p2600	6000000010591706407	6000000029324031091	Anna Mária Erdődy de Monyorókerék 
Q109454174	2	1	1		no	2	2	no	wikidata-p2600	6000000037156790154	6000000086792868843	Harald Keilhau
Q110324394	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000030488416531	6000000032471640135	Ernst Adolph von Heyking Baron
Q110457220	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000006127490627	6000000002939446600	Arvid Gustafsson Västgöte
Q110523302	2	1	1		no	2	2	no	structural;wikidata-p2600;zipper	6000000008799851672	6000000024865392242	Pons I de Cuiseaux seigneur de Cui
Q111219213	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000009204846287	6000000006706967154	Hanna Nikolaevna Ostyk
Q111235764	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000225282067857	6000000017539546030	Jean (Jan) van Uutkerke Knight; Co
Q113055749	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000002046087116	6000000002603460616	"Margaret ""Mary"" Whiting"
Q1141013	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000021260858667	6000000074732641072	?
Q11477187	2	1	1		no	2	2	no	structural;wikidata-p2600;zipper	6000000145851313022	6000000074716218137	?
Q11517716	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000008270030212	6000000111822778822	Tomoko
Q115695908	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000001383807859	6000000001366910985	Harriet Emmeline Barney
Q11572933	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000143834258863	6000000074747041907	?
Q116211734	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000206290406909	6000000224722661855	Andrzej Piotrowicz Massalski h. wł
Q116877688	2	1	1		no	2	2	no	structural;wikidata-p2600	6000000179491563835	6000000007601966321	Putri Aria Dikara
Q117288606	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000165959091015	6000000002649873699	Baby Conway
Q117311498	2	1	1		no	2	2	no	wikidata-p2600	6000000012889712422	6000000176104731971	Amelia Chapman
Q11772284	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000006727778891	6000000053293535900	Margarethe Hohenzollern Markgräfin
Q118426688	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000038356682533	6000000073342383890	Gustaf Kinnander
Q11966564	2	1	1		no	2	2	no	wikidata-p2600	6000000008895431579	6000000014274802234	Edvard Storm Munch
Q12005192	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000027608202368	6000000027608368800	?
Q121886926	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000164028107928	6000000006788772571	John Watkins
Q122382154	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000041187565736	6000000014926526058	Yuri Sapiega
Q12325933	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000018857767708	6000000035364756825	Marcus Gerhard Londemann af Rosenc
Q123943704	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000003206528764	6000000007221144927	Abdoel Hafil Dt. Batoeah
Q124204681	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000050720215936	6000000149590721824	Erik Bredberg
Q126920054	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000026063308184	6000000026063296467	Cäcilie* Marie Bertha von Oelsen
Q126949687	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000018553754448	341142670730011551	Johann von Treyden, a. Jöör
Q126995994	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000018039776397	6000000012200790991	Christine Elisabeth von Aderkas
Q128045916	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000011502872651	6000000011488579840	Nikolaus Jakob Otto Edler von Renn
Q128071185	2	1	1		no	2	2	no	wikidata-p2600	6000000179562775845	6000000019770560491	Heinrich von Rummel auf Pormsahten
Q128160314	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000017623469136	6000000020515613279	Mathilde Sophie Charlotte von Glas
Q128195298	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000033913433932	6000000055187896832	Monika Paula Maria Ella Erika von 
Q128197278	2	1	1		no	2	2	no	wikidata-p2600	6000000019770583155	6000000179563101825	Anna Elisabeth von Korff
Q128509075	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000218065778824	6000000002765074096	Benjamin Levi Cohn
Q129419810	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000005929135693	6000000060236704845	Amaziah Wright
Q130317627	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000019934091079	6000000009365599571	Claes Levin Julius Leon Julius Kyl
Q130650	2	1	1		no	2	19	yes	structural;wikidata-p2600;zipper	6000000008248160118	6000000041107619064	Phillip
Q130732627	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000050135873890	6000000044786151131	Oksinia Ksenja Mizecka
Q130734341	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000020920338696	6000000200321491951	Anni Sofia Lönnrot
Q131101522	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000072729634944	6000000017546339965	Ágnes Esterházy de Galántha
Q131369508	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000006801717634	6000000176979373849	Elizabeth Frances Trowbridge
Q131399345	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000007454312176	6000000018399489873	Zipporah Smith
Q131432596	2	1	1		no	2	2	no	wikidata-p2600	6000000221910326878	6000000225836040822	Nicolaus von Korff
Q131441536	2	1	1		no	2	2	no	wikidata-p2600;zipper	323089148770004264	6000000033078190537	Hannah Whittemore
Q131550649	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000003937525180	6000000003858782315	Abigail Bliss
Q13478512	2	1	1		no	2	2	no	wikidata-p2600	6000000080797215850	6000000009179092613	?
Q134882387	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000012421446695	6000000002599741041	Simeon Moore Sr.
Q135659804	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000019310723930	6000000041056438614	Niels Christian Ramm
Q1384329	2	1	1		no	2	2	no	wikidata-p2600;zipper	4827942076200082475	6000000022767849820	Hans Gabriel Wachtmeister af Johan
Q138646543	2	1	1		no	2	2	no	wikidata-p2600	6000000086402445827	6000000015043050047	Margareth Ann von Tiesenhausen
Q140006123	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000124835887863	4906842706120047767	?
Q140650119	2	1	1		no	2	13	yes	wikidata-p2600;zipper	6000000002764842010	6000000220041182841	Jacob Mozes Yaakov Moshe Saul Löwe
Q14610253	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000052126272992	6000000075345642860	?
Q1539404	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000184953253829	6000000102784014837	Gottfried Wilhelm Albrecht Rabe vo
Q1580190	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000006127719045	6000000020691928580	Hans Henrik von Liewen d.y.
Q15955265	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000075754223955	6000000012191475715	Vilhelm Alexandersen Berner-Schild
Q16650235	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000041493695881	6000000042677249535	Karl August Julian Rossander
Q170017	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000002197505728	6000000114058195316	Æthelstan Šlovingasis
Q1770846	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000075500283034	6000000029089186876	Samuel Rawson Gardiner
Q1787842	2	1	1		no	2	2	no	wikidata-p2600;zipper	6000000016204481861	5619009783650076444	Johan Christian Heuch
