card_id	slot	side	sex	options	geni_id	our_name	qid	candidate_name
sibling|6000000000090846739|M|ours	sibling	ours	M	3	6000000006101404738	Felice Napoleon Baciocchi	Q77823005	Federico Napoleone
sibling|6000000000090846739|M|ours	sibling	ours	M	3	6000000006101404743	Jerome Charles Baciocchi	Q77823005	Federico Napoleone
sibling|6000000000090846739|M|ours	sibling	ours	M	3	6000000006101404748	Frederic Napoleon Baciocchi	Q77823005	Federico Napoleone
child|6000000000093305675|F|theirs	child	theirs		3	6000000006444108847	Mary Howard	Q76357094	Frances Leigh
child|6000000000093305675|F|theirs	child	theirs		3	6000000006444108847	Mary Howard	Q75869997	Mary Howard
child|6000000000093305675|F|theirs	child	theirs		3	6000000006444108847	Mary Howard	Q76237377	Joyce Howard
sibling|6000000000101041204|F|ours	sibling	ours	F	4	6000000035097602309	Anna Augusta Björkenheim	Q16165575	Hia Björkenheim
sibling|6000000000101041204|F|ours	sibling	ours	F	4	6000000002446216657	Sophia Emilia Wilhelmina Björkenheim	Q16165575	Hia Björkenheim
sibling|6000000000101041204|F|ours	sibling	ours	F	4	6000000035098070928	Anna Augusta Björkenheim	Q16165575	Hia Björkenheim
sibling|6000000000101041204|F|ours	sibling	ours	F	4	6000000000667180207	Elsa Hedvig Augusta Estlander	Q16165575	Hia Björkenheim
sibling|6000000000101077235|F|ours	sibling	ours	F	4	6000000035097602309	Anna Augusta Björkenheim	Q16165575	Hia Björkenheim
sibling|6000000000101077235|F|ours	sibling	ours	F	4	6000000002446216657	Sophia Emilia Wilhelmina Björkenheim	Q16165575	Hia Björkenheim
sibling|6000000000101077235|F|ours	sibling	ours	F	4	6000000035098070928	Anna Augusta Björkenheim	Q16165575	Hia Björkenheim
sibling|6000000000101077235|F|ours	sibling	ours	F	4	6000000000667180207	Elsa Hedvig Augusta Estlander	Q16165575	Hia Björkenheim
child|6000000000101745463|M|ours	child	ours	M	2	6000000000182880749		Q76114580	Marcantonio Maria Francesco Montefeltro della Rovere
child|6000000000101745463|M|ours	child	ours	M	2	6000000000037785017		Q76114580	Marcantonio Maria Francesco Montefeltro della Rovere
child|6000000000107078092|M|ours	child	ours	M	2	6000000044461756422		Q23917994	Johan Alexanderson
child|6000000000107078092|M|ours	child	ours	M	2	6000000044461967114		Q23917994	Johan Alexanderson
child|6000000000109930732|F|ours	child	ours	F	2	6000000012814067540	María de la Cerda II Señora de Villafranca de Valcárcel	Q5997138	Margarita de la Cerda
child|6000000000109930732|F|ours	child	ours	F	2	6000000008764687862	Inés de la Cerda Infanta de Castilla y Señora de Bembibre	Q5997138	Margarita de la Cerda
sibling|6000000000109930732|F|ours	sibling	ours	F	2	6000000012814067540	María de la Cerda II Señora de Villafranca de Valcárcel	Q5997138	Margarita de la Cerda
sibling|6000000000109930732|F|ours	sibling	ours	F	2	6000000008764687862	Inés de la Cerda Infanta de Castilla y Señora de Bembibre	Q5997138	Margarita de la Cerda
child|6000000000109963810|F|ours	child	ours	F	2	6000000012814067540	María de la Cerda II Señora de Villafranca de Valcárcel	Q5997138	Margarita de la Cerda
child|6000000000109963810|F|ours	child	ours	F	2	6000000008764687862	Inés de la Cerda Infanta de Castilla y Señora de Bembibre	Q5997138	Margarita de la Cerda
sibling|6000000000109963810|F|ours	sibling	ours	F	2	6000000012814067540	María de la Cerda II Señora de Villafranca de Valcárcel	Q5997138	Margarita de la Cerda
sibling|6000000000109963810|F|ours	sibling	ours	F	2	6000000008764687862	Inés de la Cerda Infanta de Castilla y Señora de Bembibre	Q5997138	Margarita de la Cerda
child|6000000000112090599|M|theirs	child	theirs		2	6000000000112088890	Barthélemy de Roye Chamberlain	Q110385588	Raoul de Roye, Chevalier, Seigneur de Roye, Guerbigny, Saint-Taurin
child|6000000000112090599|M|theirs	child	theirs		2	6000000000112088890	Barthélemy de Roye Chamberlain	Q809413	Barthélemy de Roye
child|6000000000112124335|M|ours	child	ours	M	3	6000000003828330105	Gaucher de Châtillon	Q1935678	Milo of Nanteuil
child|6000000000112124335|M|ours	child	ours	M	3	6000000014694406521	Guillaume de Châtillon	Q1935678	Milo of Nanteuil
child|6000000000112124335|M|ours	child	ours	M	3	6000000026985835250	Milon de Châtillon	Q1935678	Milo of Nanteuil
child|6000000000112124373|M|theirs	child	theirs		2	6000000000112088890	Barthélemy de Roye Chamberlain	Q110385588	Raoul de Roye, Chevalier, Seigneur de Roye, Guerbigny, Saint-Taurin
child|6000000000112124373|M|theirs	child	theirs		2	6000000000112088890	Barthélemy de Roye Chamberlain	Q809413	Barthélemy de Roye
child|6000000000112134992|F|ours	child	ours	F	2	6000000045457197061	Mathilde Van Leuven	Q105983260	NN de Louvain
child|6000000000112134992|F|ours	child	ours	F	2	6000000003417416313	Oda van Leuven-Brabant	Q105983260	NN de Louvain
child|6000000000114647480|F|ours	child	ours	F	2	6000000004034836930	Leodegundis Ordoñez de Asturias reina consorte de Pamplona	Q2634014	Leodegundis Ordoñez
child|6000000000114647480|F|ours	child	ours	F	2	6000000012134995547	Froila Ordoñez de Asturias Infante de Asturias	Q2634014	Leodegundis Ordoñez
sibling|6000000000114647480|M|ours	sibling	ours	M	4	6000000012134245150	Vermudo Ordoñez de Asturias Infante de Asturias	Q12396269	Odoario
sibling|6000000000114647480|M|ours	sibling	ours	M	4	6000000012134922207	Odoario Ordoñez de Asturias Infante de Asturias	Q12396269	Odoario
sibling|6000000000114647480|M|ours	sibling	ours	M	4	6000000000424637424	Nuño Ordoñez	Q12396269	Odoario
sibling|6000000000114647480|M|ours	sibling	ours	M	4	6000000046653107084	Fruela Ordóñez	Q12396269	Odoario
sibling|6000000000114647480|F|ours	sibling	ours	F	2	6000000004034836930	Leodegundis Ordoñez de Asturias reina consorte de Pamplona	Q2634014	Leodegundis Ordoñez
sibling|6000000000114647480|F|ours	sibling	ours	F	2	6000000012134995547	Froila Ordoñez de Asturias Infante de Asturias	Q2634014	Leodegundis Ordoñez
child|6000000000114928331|M|ours	child	ours	M	2	6000000174130722262	Thomas Johnston	Q76040665	William Johnston
child|6000000000114928331|M|ours	child	ours	M	2	6000000006166571829	William Johnston	Q76040665	William Johnston
child|6000000000115658620|M|ours	child	ours	M	3	6000000001013147107	Walcheline de Ferrers	Q7962174	Walkelin de Derby
child|6000000000115658620|M|ours	child	ours	M	3	6000000006906684619	Henry de Ferrers	Q7962174	Walkelin de Derby
child|6000000000115658620|M|ours	child	ours	M	3	6000000002188334042	Thomas Henry de Ferrers	Q7962174	Walkelin de Derby
sibling|6000000000115658620|M|ours	sibling	ours	M	3	6000000001013147107	Walcheline de Ferrers	Q7962174	Walkelin de Derby
sibling|6000000000115658620|M|ours	sibling	ours	M	3	6000000006906684619	Henry de Ferrers	Q7962174	Walkelin de Derby
sibling|6000000000115658620|M|ours	sibling	ours	M	3	6000000002188334042	Thomas Henry de Ferrers	Q7962174	Walkelin de Derby
child|6000000000115658866|M|ours	child	ours	M	4	6000000078809875101	Idwal ap Gruffydd	Q26972730	Maredudd ap Gruffudd
child|6000000000115658866|M|ours	child	ours	M	4	6000000027363876653	Owain ap Gruffudd	Q26972730	Maredudd ap Gruffudd
child|6000000000115658866|M|ours	child	ours	M	4	6000000006906587319	Maredudd ap Gruffudd	Q26972730	Maredudd ap Gruffudd
child|6000000000115658866|M|ours	child	ours	M	4	6000000059942135301	Cynyn ap Gruffudd	Q26972730	Maredudd ap Gruffudd
sibling|6000000000115658866|M|ours	sibling	ours	M	4	6000000078809875101	Idwal ap Gruffydd	Q26972730	Maredudd ap Gruffudd
sibling|6000000000115658866|M|ours	sibling	ours	M	4	6000000027363876653	Owain ap Gruffudd	Q26972730	Maredudd ap Gruffudd
sibling|6000000000115658866|M|ours	sibling	ours	M	4	6000000006906587319	Maredudd ap Gruffudd	Q26972730	Maredudd ap Gruffudd
sibling|6000000000115658866|M|ours	sibling	ours	M	4	6000000059942135301	Cynyn ap Gruffudd	Q26972730	Maredudd ap Gruffudd
child|6000000000115741683|F|ours	child	ours	F	5	6000000002665625192	Alice Bond	Q105803071	Dionise Bond
child|6000000000115741683|F|ours	child	ours	F	5	6000000006733313602	Ann Martin	Q105803071	Dionise Bond
child|6000000000115741683|F|ours	child	ours	F	5	6000000002665625223	Dionese Bond	Q105803071	Dionise Bond
child|6000000000115741683|F|ours	child	ours	F	5	6000000002665625234	Jane Bond	Q105803071	Dionise Bond
child|6000000000115741683|F|ours	child	ours	F	5	6000000002665625245	Mary Hill	Q105803071	Dionise Bond
child|6000000000115741701|F|ours	child	ours	F	5	6000000002665625192	Alice Bond	Q105803071	Dionise Bond
child|6000000000115741701|F|ours	child	ours	F	5	6000000006733313602	Ann Martin	Q105803071	Dionise Bond
child|6000000000115741701|F|ours	child	ours	F	5	6000000002665625223	Dionese Bond	Q105803071	Dionise Bond
child|6000000000115741701|F|ours	child	ours	F	5	6000000002665625234	Jane Bond	Q105803071	Dionise Bond
child|6000000000115741701|F|ours	child	ours	F	5	6000000002665625245	Mary Hill	Q105803071	Dionise Bond
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000002666224013	Jane Osborn III	Q75668440	Isabel Rich
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000002666224080	Anne Osborn	Q75668440	Isabel Rich
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000002666224102	Female Osborn	Q75668440	Isabel Rich
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000002666224124	Mabel Osborn	Q75668440	Isabel Rich
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000002666224190	Susan Osborn	Q75668440	Isabel Rich
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000004641831828	Dorothy Osborn	Q75668440	Isabel Rich
sibling|6000000000115809291|F|ours	sibling	ours	F	7	6000000020278634548	Magdalen Rous	Q75668440	Isabel Rich
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q76310393	Margaret Douglas
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q76348667	Marjory Douglas
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q75390021	Elizabeth Douglas
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q75390023	Christian Douglas
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q75390026	Joane Douglas
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q75390030	Isabel Douglas
child|6000000000119700254|F|theirs	child	theirs		7	6000000037356397409	Johanna Jean Skene	Q75390033	Alice Douglas
child|6000000000123350894|F|ours	child	ours	F	3	6000000001909478583	Catharina Larsdotter Lindelöf	Q111989706	Beata Lindelöf
child|6000000000123350894|F|ours	child	ours	F	3	6000000001178253847	Beata Larsdotter Lindelöf	Q111989706	Beata Lindelöf
child|6000000000123350894|F|ours	child	ours	F	3	6000000011148137739	Märtha Larsdotter Lindelöf	Q111989706	Beata Lindelöf
child|6000000000125308523|F|ours	child	ours	F	2	6000000032834848442	Gisela	Q44624243	Agnes von Staufen
child|6000000000125308523|F|ours	child	ours	F	2	6000000018642574883	Agnes Von Hohenstaufen	Q44624243	Agnes von Staufen
child|6000000000125394145|F|ours	child	ours	F	2	6000000207109035825	Judith Landgraf von Thüringen	Q16006203	Luitgard of Swabia
child|6000000000125394145|F|ours	child	ours	F	2	6000000008031078223	Liutgard von Schwaben Staufen	Q16006203	Luitgard of Swabia
sibling|6000000000125394145|F|ours	sibling	ours	F	2	6000000207109035825	Judith Landgraf von Thüringen	Q16006203	Luitgard of Swabia
sibling|6000000000125394145|F|ours	sibling	ours	F	2	6000000008031078223	Liutgard von Schwaben Staufen	Q16006203	Luitgard of Swabia
child|6000000000125517845|F|ours	child	ours	F	2	6000000013004324736	Eudokia Komnene	Q28729593	Eudokia Komnene
child|6000000000125517845|F|ours	child	ours	F	2	6000000008104694510	Zoe Komnene	Q28729593	Eudokia Komnene
sibling|6000000000125517845|F|ours	sibling	ours	F	2	6000000013004324736	Eudokia Komnene	Q28729593	Eudokia Komnene
sibling|6000000000125517845|F|ours	sibling	ours	F	2	6000000008104694510	Zoe Komnene	Q28729593	Eudokia Komnene
sibling|6000000000125674313|F|ours	sibling	ours	F	2	6000000013004324736	Eudokia Komnene	Q28729593	Eudokia Komnene
sibling|6000000000125674313|F|ours	sibling	ours	F	2	6000000008104694510	Zoe Komnene	Q28729593	Eudokia Komnene
child|6000000000125706140|M|theirs	child	theirs		2	6000000019572491859	Alexios Komnenos Angelos	Q12900551	Isaac Angelos Doukas
child|6000000000125706140|M|theirs	child	theirs		2	6000000019572491859	Alexios Komnenos Angelos	Q110196472	Alexios Komnenos Angelos
sibling|6000000000125706140|M|theirs	sibling	theirs		2	6000000019572491859	Alexios Komnenos Angelos	Q110196472	Alexios Komnenos Angelos
sibling|6000000000125706140|M|theirs	sibling	theirs		2	6000000019572491859	Alexios Komnenos Angelos	Q12900551	Isaac Angelos Doukas
child|6000000000125864381|M|ours	child	ours	M	2	6000000000269779451	Sancho d'Aragón Infant d'Aragón	Q123252641	Ramon Berenguer of Aragon
child|6000000000125864381|M|ours	child	ours	M	2	6000000006727871611	Ramón Berenguer d'Aragón Infant d'Aragón	Q123252641	Ramon Berenguer of Aragon
sibling|6000000000127501757|M|ours	sibling	ours	M	5	6000000011859065586	Christian Mauritz Brakel	Q11860776	Gustaf Anton Brakel
sibling|6000000000127501757|M|ours	sibling	ours	M	5	6000000011859379369	Fredrik Gustaf Brakel	Q11860776	Gustaf Anton Brakel
sibling|6000000000127501757|M|ours	sibling	ours	M	5	6000000011858686629	Henrik Otto Brakel	Q11860776	Gustaf Anton Brakel
sibling|6000000000127501757|M|ours	sibling	ours	M	5	6000000011859261692	Carl Adolf Brakel	Q11860776	Gustaf Anton Brakel
sibling|6000000000127501757|M|ours	sibling	ours	M	5	6000000011628803221	Gustaf Anton Brakel	Q11860776	Gustaf Anton Brakel
child|6000000000128212565|F|ours	child	ours	F	5	6000000049933191023	Agnes Riddell	Q76316094	Margaret Ramsay
child|6000000000128212565|F|ours	child	ours	F	5	6000000017473697134	Elizabeth Ramsay	Q76316094	Margaret Ramsay
child|6000000000128212565|F|ours	child	ours	F	5	6000000049928927633	Margaret Ramsay	Q76316094	Margaret Ramsay
child|6000000000128212565|F|ours	child	ours	F	5	6000000173306117681	Elizabeth Ramsay	Q76316094	Margaret Ramsay
child|6000000000128212565|F|ours	child	ours	F	5	6000000071111321910	Marion Ramsay	Q76316094	Margaret Ramsay
sibling|6000000000128221491|M|theirs	sibling	theirs		2	6000000006727867893	Ruggero de Aragón	Q1366701	Alfonso Fadrique d'Aragona, Count of Malta
sibling|6000000000128221491|M|theirs	sibling	theirs		2	6000000006727867893	Ruggero de Aragón	Q4992288	Sanciolo d'Aragona
child|6000000000128221893|F|ours	child	ours	F	2	6000000000753161928	Elizabeth Ramsay	Q75605552	Elizabeth Ramsay
child|6000000000128221893|F|ours	child	ours	F	2	6000000060795391175	Helen Ramsay	Q75605552	Elizabeth Ramsay
child|6000000000128732566|M|ours	child	ours	M	4	6000000001285380228	Sancho Ramírez	Q8963478	García Ramírez de Aragón
child|6000000000128732566|M|ours	child	ours	M	4	4190611625600041862	Carlos de Aragón y Vera	Q8963478	García Ramírez de Aragón
child|6000000000128732566|M|ours	child	ours	M	4	6000000032319889584	Luis de Vera señor del castillo de Vera	Q8963478	García Ramírez de Aragón
child|6000000000128732566|M|ours	child	ours	M	4	6000000000436426463	Vela Sánchez I señor de Ayala	Q8963478	García Ramírez de Aragón
sibling|6000000000128732566|M|ours	sibling	ours	M	4	6000000001285380228	Sancho Ramírez	Q8963478	García Ramírez de Aragón
sibling|6000000000128732566|M|ours	sibling	ours	M	4	4190611625600041862	Carlos de Aragón y Vera	Q8963478	García Ramírez de Aragón
sibling|6000000000128732566|M|ours	sibling	ours	M	4	6000000032319889584	Luis de Vera señor del castillo de Vera	Q8963478	García Ramírez de Aragón
sibling|6000000000128732566|M|ours	sibling	ours	M	4	6000000000436426463	Vela Sánchez I señor de Ayala	Q8963478	García Ramírez de Aragón
child|6000000000128787052|M|theirs	child	theirs		2	6000000009426479803	Göran Gödekesson Fincke till Perno	Q110621367	knight Kustavi 'Fincke', Lord of Sunniemi, Castellan of Savonlinna
child|6000000000128787052|M|theirs	child	theirs		2	6000000009426479803	Göran Gödekesson Fincke till Perno	Q24668283	Jöran Fincke
child|6000000000128842251|M|ours	child	ours	M	2	6000000003737063902	Alfonso I de Aragón rey de Aragón	Q81833	Alphonse the Battler
child|6000000000128842251|M|ours	child	ours	M	2	6000000019330125186	Vela de Aragón Infante Conde	Q81833	Alphonse the Battler
sibling|6000000000128842251|M|ours	sibling	ours	M	2	6000000003737063902	Alfonso I de Aragón rey de Aragón	Q81833	Alphonse the Battler
sibling|6000000000128842251|M|ours	sibling	ours	M	2	6000000019330125186	Vela de Aragón Infante Conde	Q81833	Alphonse the Battler
sibling|6000000000129419215|F|ours	sibling	ours	F	3	6000000007606719154	Catharine de la Pole	Q6376584	Katherine de la Pole
sibling|6000000000129419215|F|ours	sibling	ours	F	3	6000000001561523172	Margaret de la Pole	Q6376584	Katherine de la Pole
sibling|6000000000129419215|F|ours	sibling	ours	F	3	6000000007606719140	Joane de Stafford	Q6376584	Katherine de la Pole
sibling|6000000000129435686|M|ours	sibling	ours	M	6	6000000002401006211	Remiro Sánchez de Navarra	Q28848906	Gonzalo Sánchez of Aragon
sibling|6000000000129435686|M|ours	sibling	ours	M	6	6000000002187750539	Gonzalo Sánchez de Navarra	Q28848906	Gonzalo Sánchez of Aragon
sibling|6000000000129435686|M|ours	sibling	ours	M	6	6000000013040160339	Fernando Sánchez de Navarra	Q28848906	Gonzalo Sánchez of Aragon
sibling|6000000000129435686|M|ours	sibling	ours	M	6	6000000030331875821	García Ordoñez	Q28848906	Gonzalo Sánchez of Aragon
sibling|6000000000129435686|M|ours	sibling	ours	M	6	6000000006323535187	Ordoño de León infante de León	Q28848906	Gonzalo Sánchez of Aragon
sibling|6000000000129435686|M|ours	sibling	ours	M	6	6000000128262330822	Gonzalo	Q28848906	Gonzalo Sánchez of Aragon
child|6000000000131404602|M|theirs	child	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q21042627	Juan Enríquez
child|6000000000131404602|M|theirs	child	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q18698419	Rodrigo Enríquez
sibling|6000000000131404602|M|theirs	sibling	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q21042627	Juan Enríquez
sibling|6000000000131404602|M|theirs	sibling	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q18698419	Rodrigo Enríquez
child|6000000000131563186|M|ours	child	ours	M	6	6000000021265852391	Pedro de Mendoza y Fernández de Ayala	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000131563186|M|ours	child	ours	M	6	6000000014690585629	Iñigo López de Mendoza I Señor De Castilnovo	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000131563186|M|ours	child	ours	M	6	5258951220740084211	Lorenzo Hurtado de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000131563186|M|ours	child	ours	M	6	6000000000868551942	Fernando de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000131563186|M|ours	child	ours	M	6	6000000021266585970	Juan de MENDOZA	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000131563186|M|ours	child	ours	M	6	6000000095357055851	Gonzalo Durán de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000131563186|M|ours	sibling	ours	M	6	6000000021265852391	Pedro de Mendoza y Fernández de Ayala	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000131563186|M|ours	sibling	ours	M	6	6000000014690585629	Iñigo López de Mendoza I Señor De Castilnovo	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000131563186|M|ours	sibling	ours	M	6	5258951220740084211	Lorenzo Hurtado de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000131563186|M|ours	sibling	ours	M	6	6000000000868551942	Fernando de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000131563186|M|ours	sibling	ours	M	6	6000000021266585970	Juan de MENDOZA	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000131563186|M|ours	sibling	ours	M	6	6000000095357055851	Gonzalo Durán de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000137148107|M|theirs	child	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q21042627	Juan Enríquez
child|6000000000137148107|M|theirs	child	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q18698419	Rodrigo Enríquez
sibling|6000000000137148107|M|theirs	sibling	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q21042627	Juan Enríquez
sibling|6000000000137148107|M|theirs	sibling	theirs		2	6000000000443660793	Pedro Enríquez de Mendoza	Q18698419	Rodrigo Enríquez
child|6000000000137960977|M|ours	child	ours	M	6	6000000021265852391	Pedro de Mendoza y Fernández de Ayala	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000137960977|M|ours	child	ours	M	6	6000000014690585629	Iñigo López de Mendoza I Señor De Castilnovo	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000137960977|M|ours	child	ours	M	6	5258951220740084211	Lorenzo Hurtado de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000137960977|M|ours	child	ours	M	6	6000000000868551942	Fernando de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000137960977|M|ours	child	ours	M	6	6000000021266585970	Juan de MENDOZA	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000137960977|M|ours	child	ours	M	6	6000000095357055851	Gonzalo Durán de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000137960977|M|ours	sibling	ours	M	6	6000000021265852391	Pedro de Mendoza y Fernández de Ayala	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000137960977|M|ours	sibling	ours	M	6	6000000014690585629	Iñigo López de Mendoza I Señor De Castilnovo	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000137960977|M|ours	sibling	ours	M	6	5258951220740084211	Lorenzo Hurtado de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000137960977|M|ours	sibling	ours	M	6	6000000000868551942	Fernando de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000137960977|M|ours	sibling	ours	M	6	6000000021266585970	Juan de MENDOZA	Q116005770	Íñigo López de Mendoza y Ayala
sibling|6000000000137960977|M|ours	sibling	ours	M	6	6000000095357055851	Gonzalo Durán de Mendoza	Q116005770	Íñigo López de Mendoza y Ayala
child|6000000000138420343|M|ours	child	ours	M	3	6000000012240010509	Pedro Garcia de Sousa	Q3773336	Gonçalo Garcia de Sousa
child|6000000000138420343|M|ours	child	ours	M	3	6000000012239859060	Sancho Garcia de Sousa	Q3773336	Gonçalo Garcia de Sousa
child|6000000000138420343|M|ours	child	ours	M	3	6000000012239456092	Gonçalo Garcia de Sousa conde de Neiva	Q3773336	Gonçalo Garcia de Sousa
sibling|6000000000138420343|M|ours	sibling	ours	M	3	6000000012240010509	Pedro Garcia de Sousa	Q3773336	Gonçalo Garcia de Sousa
sibling|6000000000138420343|M|ours	sibling	ours	M	3	6000000012239859060	Sancho Garcia de Sousa	Q3773336	Gonçalo Garcia de Sousa
sibling|6000000000138420343|M|ours	sibling	ours	M	3	6000000012239456092	Gonçalo Garcia de Sousa conde de Neiva	Q3773336	Gonçalo Garcia de Sousa
child|6000000000138705143|M|ours	child	ours	M	4	6000000058886788055	Pedro Hurtado de Mendoza	Q116458720	Pedro Laso de la Vega, 1.Marques de Santillan
child|6000000000138705143|M|ours	child	ours	M	4	6000000000641365774	Lorenzo Suárez De Figueroa I Conde de Coruña	Q116458720	Pedro Laso de la Vega, 1.Marques de Santillan
child|6000000000138705143|M|ours	child	ours	M	4	6000000014688413910	Juan Hurtado de Mendoza señor del Fresno y del Colmenar	Q116458720	Pedro Laso de la Vega, 1.Marques de Santillan
child|6000000000138705143|M|ours	child	ours	M	4	6000000000138731409	Pedro Lasso de Mendoza señor de Mondéjar	Q116458720	Pedro Laso de la Vega, 1.Marques de Santillan
child|6000000000138741416|M|ours	child	ours	M	2	6000000001500828724	Duarte Portugal e dos Algarves Principe	Q113883208	Joao Manoel bâtard de Portugal, Bishop of Couta, Primate of Africa
child|6000000000138741416|M|ours	child	ours	M	2	6000000001500828400	João Avis de Portugal e Aragão	Q113883208	Joao Manoel bâtard de Portugal, Bishop of Couta, Primate of Africa
child|6000000000147300740|M|ours	child	ours	M	2	6000000003323990481	Robert Gustaf Ehrnrooth	Q136387044	agrologist Kaarle 'Kuunianjuuri', 6.Lord of Seestaka, master of Lapinkylä & Pallala manors
child|6000000000147300740|M|ours	child	ours	M	2	5568165039770138448	Carl Vilhelm Ehrnrooth	Q136387044	agrologist Kaarle 'Kuunianjuuri', 6.Lord of Seestaka, master of Lapinkylä & Pallala manors
sibling|6000000000148727018|M|ours	sibling	ours	M	2	6000000034120009497	Joaquín Caro y Álvarez de Toledo	Q60521903	Joaquín Caro y Álvarez de Toledo
sibling|6000000000148727018|M|ours	sibling	ours	M	2	6000000016028287871	Carlos Caro y Álvarez de Toledo I conde de Caltavuturo	Q60521903	Joaquín Caro y Álvarez de Toledo
child|6000000000148727076|M|ours	child	ours	M	3	6000000015901961439	Pedro de Alcántara Álvarez de Toledo y Gonzaga	Q6070416	Pedro de Alcántara Álvarez de Toledo y Gonzaga
child|6000000000148727076|M|ours	child	ours	M	3	6000000033632061464	Ventura María de Toledo y Gonzaga	Q6070416	Pedro de Alcántara Álvarez de Toledo y Gonzaga
child|6000000000148727076|M|ours	child	ours	M	3	6000000033632322116	Cayetano de Toledo y Gonzaga	Q6070416	Pedro de Alcántara Álvarez de Toledo y Gonzaga
sibling|6000000000148727076|M|ours	sibling	ours	M	3	6000000015901961439	Pedro de Alcántara Álvarez de Toledo y Gonzaga	Q6070416	Pedro de Alcántara Álvarez de Toledo y Gonzaga
sibling|6000000000148727076|M|ours	sibling	ours	M	3	6000000033632061464	Ventura María de Toledo y Gonzaga	Q6070416	Pedro de Alcántara Álvarez de Toledo y Gonzaga
sibling|6000000000148727076|M|ours	sibling	ours	M	3	6000000033632322116	Cayetano de Toledo y Gonzaga	Q6070416	Pedro de Alcántara Álvarez de Toledo y Gonzaga
child|6000000000148727116|M|ours	child	ours	M	2	6000000000148727245	Antonio Gonzaga y Caracciolo	Q17993568	Filippo Luigi Gonzaga
child|6000000000148727116|M|ours	child	ours	M	2	6000000000148727254	Filippo Antonio Gonzaga y Caracciolo	Q17993568	Filippo Luigi Gonzaga
sibling|6000000000148727116|M|ours	sibling	ours	M	2	6000000000148727245	Antonio Gonzaga y Caracciolo	Q17993568	Filippo Luigi Gonzaga
sibling|6000000000148727116|M|ours	sibling	ours	M	2	6000000000148727254	Filippo Antonio Gonzaga y Caracciolo	Q17993568	Filippo Luigi Gonzaga
sibling|6000000000148727129|M|ours	sibling	ours	M	2	6000000000148727245	Antonio Gonzaga y Caracciolo	Q17993568	Filippo Luigi Gonzaga
sibling|6000000000148727129|M|ours	sibling	ours	M	2	6000000000148727254	Filippo Antonio Gonzaga y Caracciolo	Q17993568	Filippo Luigi Gonzaga
child|6000000000148727166|F|ours	child	ours	F	5	6000000009146042354	Giovanna Irene Caracciolo	Q109335128	Giuseppa Antonia Caracciolo, dei principi di Santabuono
child|6000000000148727166|F|ours	child	ours	F	5	6000000024777237404	Enrichetta Milano Franco d'Aragona	Q109335128	Giuseppa Antonia Caracciolo, dei principi di Santabuono
