round	slot	from_geni	from_fs_id	ours_unmatched	theirs_unmatched
5	child	6000000001210528558	LL43-FM6	6000000003494757809;6000000002187696343;6000000010706371479	GPGR-12F;LDRK-Y8G;PH8G-K9D;PWL8-55R
5	child	6000000011399221611	L15Q-8X5	6000000002322323308;6000000010107772824;367922923820005107;6000000003087188060	G6TT-1NC;GL7Z-7R1
5	child	6000000005911895391	LY5W-N6P	6000000000917379226;5347360420190069559;6000000190816411834	G2V4-H3D
5	child	6000000000437064603	L5P9-K8Y	6000000047254918911;6000000003645896423;6000000006101348048;6000000001143110607	L8YR-PKK
5	child	6000000002601866292	LRTN-SMP	5190165704780132662;6000000005436599387;6000000005436599375;6000000005436599379;6000000005436599383;6000000221530134823	G96M-P8K;GBZ3-133;GBZ3-1KD;GBZ3-4W3;LBG8-4ZH
5	spouse	6000000002941305140	GY3G-4PH	6000000001169221263;6000000008248123480	G1MS-NJG
5	child	6000000002941305140	GY3G-4PH	6000000008248123504;6000000010687132225;6000000001169229035	K2FS-XMR;PSJS-TW5
5	spouse	6000000001323506976	LBD9-NSX	6000000030350508442	GTN1-4VR;K4VQ-P1T
5	child	6000000001323506976	LBD9-NSX	6000000008630677036;6000000009305022817;6000000039356338791	G1S2-D14;G1SK-B2Z;GTJM-3TY;LRC2-T6T;PMRK-5Q6
5	child	6000000001500981366	LBND-CZ2	6000000008206890127;6000000008477999395;6000000008294901322;6000000008294696575;6000000008294675652;6000000003087154137	GDC5-Q94;GRS4-MWW;GX2Q-C7Z;GXN2-H2Y;MDDR-RGN
5	child	6000000007463715272	GXQ1-64B	6000000024472257194;6000000006346355852;6000000202968202205	KLCS-NFV;LZ6T-1LS;M9JH-4NW
5	child	6000000003827305565	G6TT-GBG	6000000015125396514;6000000015125508017	LYHS-4WJ;PM7D-9H9
5	child	6000000002433994667	9HSR-ZJB	6000000056405308867;6000000031901270133;6000000106533570827;6000000046866963908	93KV-J7M;G17X-P5Y;GG1V-3RX;GKZ8-5S8;LCX1-N5P
5	child	6000000008799872309	9Z4P-BQB	6000000013046028227;6000000012538537973;6000000011507227111;6000000006124028786;6000000222043655941	LTSP-KMH;P7CJ-M5F
5	spouse	6000000010936024516	G8JB-SJJ	6000000006727878228;6000000009954249468;6000000014170701668	KC89-FTY
5	child	6000000001183913030	99PY-ZDF	6000000000436378898;6000000002188021805	9QG9-DXL;GMJ9-5W2
5	child	6000000005795638104	GYQX-8KQ	6000000005058093602;6000000003901280351;6000000125872730821;6000000184752754821	9KDQ-JYH;MN4P-JT6;MS1R-7DX
5	spouse	6000000208722084836	GWMF-GL3	6000000003726379301;6000000003827663651;6000000010717434781;6000000208722086821	GD8S-WVD;GF1V-MQJ
5	spouse	6000000002043208938	LT83-H6M	6000000106390570821	GRHS-LN8
5	child	6000000002043208938	LT83-H6M	6000000002043201693;6000000014156012657;6000000014155864467;6000000003146957658;6000000009304893677;6000000004533255589	9WQY-17N;G3SZ-S8L;G51P-8WJ;P6B8-RVB;P6B8-Y4L;P6BD-922;P6Y8-NYV;P6Y8-PM4;P6YD-M5T;PX47-DJQ
5	child	6000000010968785560	G7PR-C7K	6000000002187801626;6000000009593783807;6000000002187801670	9QQS-PNL
5	child	6000000072179033092	GPG7-ZS6	6000000005060755108;6000000003414711727	GP1J-5Y2;GPJX-N46;GTY2-183;LB4D-P8Z;MLWN-6WC
5	child	6000000000402837616	P9HL-NFM	6000000000402921724	LH84-6ND;LHQW-FTG
5	child	6000000001441184437	LBBB-4XS	6000000002466110291;6000000005076506484;6000000002134787037;6000000006906495097;6000000002043178059	L8YY-PZ9;LYS6-FRB;LZZF-5Z1;MHMY-LKY;PW5Z-DCW
5	child	6000000004202433041	L7FS-2L9	6000000006589229421;6000000000128283637;6000000006821149298	G667-WN8;KNX6-D2B;KNXW-MMB;L4WJ-3ZQ
5	child	6000000018301786927	LTRF-DV9	6000000081159557842;6000000071147525096;6000000011087959804;6000000017079171090;6000000088952961889;6000000088952961885;6000000088952961881;6000000088952961873;6000000088952961869;6000000088952961863;6000000088952961859	GD93-4CB;K63R-YFD;K69G-Z69;K6M7-ZH9;LYKG-4Q7
5	child	6000000008640434812	LDSS-KJ6	6000000008416350166	GNHV-VP1;PFR6-NRC
5	child	6000000013460326307	L6F8-92P	6000000031948876151;6000000031948963016;6000000011047408605;6000000004670886644;6000000000337158694	G9P5-LK4;G9P5-YF9;GRLJ-RQ4;PHSH-PGS
5	child	6000000008568510486	9WDN-7LX	6000000002187834518;6000000002187834525;6000000007042421353;6000000008568503948;6000000003827470365;6000000025892277938;6000000031479590562	9WQT-Y2T;GHJH-6L9;LZGK-CW9
5	child	6000000177921459129	GWC8-DNB	6000000177921459184	G542-3YL;G54V-GGB;GWC8-G5V;L1SM-SXM;PMJC-CRL;PMJC-GXV
5	child	6000000004148982567	KJHW-3H4	6000000036344845225	GJQ7-G19;GZF6-WK5
5	child	6000000003828361794	GDX7-2C1	6000000064680981853;6000000008871165554	9C9B-YZD;LCX1-Y34
5	child	6000000072080538984	GL8L-N97	6000000084728214856;6000000084727291244;6000000084727474141;6000000190968254830;6000000016936845921	GL8G-CB6;GL8G-L29;GL8G-Y4Z;GL8L-RXR;GL8P-ZJH;GRW7-FHD
5	spouse	6000000005414590318	GMF1-J32	6000000083645052095	GLW3-QCQ;GNH7-RT4
5	child	6000000005414590318	GMF1-J32	6000000008062767934;6000000023384276039;6000000001651629109	93J3-TR6;GDC3-QQT;KZQ7-8PV;LQ55-NJ2
5	child	6000000047943564981	L6RF-Z62	6000000032815527186;5207146906010118647;340011227010011268;6000000017846503085;340011898470012468;340012249340012889;340012844280013931;340013215180012885;340013527630012420;340014270990012475	LRDK-K34;LRDK-VFX;M9JN-KFK;MV7H-LLZ
5	child	3624121	L8YY-PT1	6000000034004963030;6000000034005264027	G97S-LX1;MNRR-QYH
5	child	6000000020344842981	L6QT-4F7	6000000032068298553	K8ZG-5ZK;LVXL-4DY;PFGW-FSJ
5	child	6000000015117958521	G54K-FSJ	6000000177921459184	G542-3YL;G54V-GGB;GWC8-G5V;L1SM-SXM;PMJC-CRL;PMJC-GXV
5	child	6000000007377315413	LRHD-NPN	6000000007377273393;6000000080877594834;6000000080879890850;6000000070660080878;6000000177596210821	GLQN-2RP;GZT2-JKL;GZT2-VGN
5	child	6000000001200023579	LBLP-XKT	6000000000792349180;6000000001744915403;6000000004533735184;6000000010283577670	GJST-JVF
5	child	6000000006569555544	GZL8-6WN	6000000003827795696;6000000006906506321	LRPR-T2Y;PC1K-XHY
5	child	6000000009248316726	GH6C-VSJ	6000000008061592211;6000000006127598867	LDHZ-3SW;LYBQ-16T
5	spouse	6000000001169228232	9492-S4F	6000000081018170006	G9V3-G2F;L2HT-8YL;LKDZ-MRK
5	child	6000000001169228232	9492-S4F	296805972630007979;296806119380007972	GNCQ-8PW;GYQQ-LKR;LRG6-S8H;M4Q6-476;MGWT-3L2
5	child	356601173070003496	LYF2-L38	6000000011749043301;6000000055958323833	GB83-5BQ;GB8Q-BYQ
5	child	6000000003821039045	G81S-MYZ	6000000001096895440	LT4M-63H
5	child	6000000003827763101	K8QR-K82	6000000125872730821;6000000184752754821	MS1R-7DX
5	child	4102767	GM63-XM6	6000000002188018862;6000000003604943896	G5RQ-4F9;GBCD-49V;LT7J-QJP;LZVM-FRB;PMM1-ZS9
5	child	6000000002043263103	GKDB-2ZZ	6000000002187820010;6000000035970526564;6000000035970355767;6000000002245279564	G2H3-FS7;G2MD-Z2N;G5KJ-38N;GKK6-YJ9;P3RQ-9MT;PF6K-ZQS;PF6Q-XM5
5	child	6000000003645919544	G9RB-ZKR	6000000002187829617;6000000002187829610	G2SJ-D9Y;G5WD-H83
5	child	6000000001200028258	G5ZJ-6KN	6000000000436598255;6000000002187825245;6000000002187825259;6000000002187825266;6000000040994355883;6000000040994525132;6000000040994688886;6000000040994563123	G6ND-N6P;LZX1-HNT;MHNL-N9L;PH83-XDX;PH87-H1D;PH8Q-KFJ
5	child	6000000001200100841	GY3P-SZM	6000000001169088079;6000000003645772949;6000000010490209654;6000000038696754113;6000000008248137148;6000000000172100154;6000000009184105694;6000000003232712944;6000000002527867184;6000000003645989172;6000000003645989179;6000000003645989184;6000000003645989189;6000000195144093842	GBT8-2TS;GRHX-DLV;GXGH-SBZ;GZLH-QXW;LRFW-FFD
5	child	6000000000559573962	LDWL-NG9	6000000002240790302;6000000055769235836;6000000000905031154;6000000031949032902;6000000012737710713;6000000003827587033;6000000031948193450;6000000031948732327;6000000031950887029;6000000031948876151;6000000031948963016;6000000011047408605;6000000004670886644;6000000000337158694;6000000031950887041;6000000003828302139	G9P5-LK4;G9P5-YF9;GRLJ-RQ4;PHSH-PGS
5	child	6000000006803464787	GZZ7-GP7	6000000001454500276;6000000146768967838;6000000008248188476;6000000008248206590;6000000008177305207;6000000008248183253;6000000008248272444;6000000003214979783	GYQM-ZP5;LTLM-35S
5	child	6000000008277237018	PCKX-RCB	6000000000583441911;6000000001169179407	9H86-9PM;LYRF-2BN
5	spouse	6000000007317876402	GQXR-T7C	6000000007317618427	PDPM-Z6J;PSYY-425
5	child	6000000049933604878	PCLC-V65	6000000129563875968	GD46-WX7
5	child	6000000005911742635	LHWS-BFW	6000000000917379226;5347360420190069559;6000000190816411834	G2V4-H3D
5	child	6000000002061633624	LT36-BWL	6000000173942134103	GPF9-VKL
5	child	6000000177921459109	GWC8-8NP	6000000177921459139;6000000177921459144;6000000177921459149;6000000177921459154;6000000177921459164;6000000015117890556	GWC8-C89;GWC8-DKN;GWC8-XPD;GWC8-ZXY;GWCD-9L1
6	child	6000000002204465217	M6YB-X4X	6000000002187656168;6000000008477713438;6000000002187656162;6000000002187656156;6000000003495414717	G5P8-YXB;GRQX-DS9
6	child	6000000008191172468	L7JF-VFK	4178299214250125804;6000000039929813387;6000000005607460881;6000000004119287637;6000000007585161319	KF5B-5QQ;KZRP-RPB;LHF3-SQX;LZXF-DZ8;MFLH-5H2
6	child	6000000006727873289	GJDC-MX2	6000000004533233244;6000000002187818477;6000000019509842607	G2Y7-64H;GJBP-15F;GWFX-FG5
6	spouse	6000000002350398993	KF5G-4DN	6000000007653664210	GSWP-J37
6	child	6000000002350398993	KF5G-4DN	6000000019268266305;6000000003491986515;6000000019267947701;6000000019267798932	GSWP-SQF;K8RQ-VF3;KCKZ-Z5W;LZDJ-3SM;MCNN-HKS;MCNN-HXY
6	child	6000000011646221072	LH7K-2PS	6000000011509989092	GW1X-3FK;GW1X-ZM5;KNBZ-FPF
6	child	6000000178823544822	KHL3-57N	6000000178823285823;6000000178822611831	GLLZ-JYN;GLLZ-NC5;KHXP-PRQ
6	spouse	6000000001169154865	GK83-Z7Z	6000000012214568339;6000000035006005765	LR6W-4DD
6	child	6000000178223260828	L27S-WXX	6000000178823285823;6000000178822611831	GLLZ-JYN;GLLZ-NC5;KHXP-PRQ
6	child	6000000002043208413	GVNC-TFT	6000000014994098587;6000000012397687140;6000000014993935454;6000000014994444021	G143-75B;G1WH-7XR;LYBV-L1Y
6	child	6000000003827274768	G345-K3B	6000000002187645085	GDZP-G2T;LB19-CQL;LB19-DBV;LB1M-BP6;MS8D-KTB
6	child	6000000060260088872	LRYD-36S	6000000018289921081;6000000012983999371;6000000012396267571;6000000002388295657;6000000012396319710;6000000002173055162	G9Y4-D25;GD13-1FF;LKKD-3HC;P7CT-7TT;P7CT-M19;PZ28-T7D
6	child	370166216450011194	LT11-D99	6000000008563681850;6000000042612556966;6000000040192249953	GQ23-6Y1;GTCY-TP8;GTZL-BWT;LCFM-MSF;PCH8-5HZ
6	child	6000000003494774759	G9QV-BP7	6000000195790482821	G275-B44;L1ML-1H3;PSPG-H1G
6	child	6000000004533664122	GS8N-HT4	6000000004533765549;6000000003828105613	G1QR-G1V
6	child	6000000177921459169	GD3P-576	6000000177921459189;6000000177921459194;6000000177921459199;6000000177921459204;6000000177921459214;6000000177921459219	G2LJ-NFL;GQ63-1Z6;GT1M-2JT;GXPD-66M;K888-94Q;LDL8-MKW;LV4P-9F5;LV4T-HFZ;PNSC-CYL
6	child	6000000003827363595	GVMN-JFQ	6000000004533233244;6000000002187818477;6000000019509842607	G2Y7-64H;GJBP-15F;GWFX-FG5
6	child	6000000004533709565	G7TH-7FK	6000000011305915597	GCDV-J32;GHB3-P43;GRYT-GFJ;L2Z8-S2V;LRK4-FD7
6	child	6000000002187796666	GF2M-6PJ	6000000002187796697;6000000002187796682	GR1W-45L;GR1W-CX9
6	child	6000000000768957873	9CFG-QM8	6000000047371288842;6000000003087188011;6000000002400751999;6000000004376727612;6000000020651927076	GL8G-R44
6	child	6000000003645977045	LDSS-288	6000000017608578879;6000000015062266476	GT4M-X43;GTWP-KZB
6	child	6000000003358192683	P7YD-7BJ	6000000059458491858	GFCM-TRY
6	child	6000000002187814689	GV6V-FQW	6000000005599214239;6000000026571921126;6000000004533294217;6000000002188018199;6000000024771414027;6000000003827488509;6000000171860772173;6000000004533774293	GXH5-X1B
6	child	4355819343220054580	LCFQ-JM2	6000000000685859704;6000000031942824763	9MZF-574;GFNN-NBF;GPCM-TRC;GPNZ-2Y1;LKDZ-MRK
6	child	6000000012852760213	GKBJ-JLC	6000000083478499023;6000000054480587131;6000000003243447496;6000000002187747474;6000000014109318464;6000000001501047359;6000000107789893829	G65J-JKJ;G8QR-29X;GJBR-MLP
6	child	6000000003575836084	G1MS-9X3	6000000001052273460;6000000014621484341;6000000014621615171	G1M9-BGJ;G1MS-GCG;GG75-NZM;GHJN-Y2M;LH7K-22Q
6	child	6000000001169224783	GJVH-NLB	6000000008177323075;6000000008177458000;6000000008248147414	9492-MJH;9492-MV9;GTCW-WJ7;GWZN-7N7;L5JM-V3J;MQ6L-3MY;MTD4-QTV
6	child	6000000009304893203	P6RM-11S	6000000002187951081;6000000009304919667;6000000008698164795	GVHJ-F86;PFTS-821
6	child	6000000003827274762	GN43-646	6000000002187645085	GDZP-G2T;LB19-CQL;LB19-DBV;LB1M-BP6;MS8D-KTB
6	child	6000000081022808862	GKZC-1R5	6000000008352495890	GDC5-MY3;GDZH-N18;L61M-NGM
6	child	6000000003318525381	9SBM-4NB	6000000003318585051;6000000002187645210	GHT3-GTX;L85Y-LLN
6	child	6000000074781119821	P3GQ-MBV	6000000012403022936	GG8Y-H89;GG8Y-ZS6
6	child	6000000000944947381	PMM1-XQX	6000000001669615869	G9G7-67L;LK54-RJW
6	child	6000000003828425535	G5KK-JTS	6000000064799623994	GJ14-FH4;GNGW-QKS
6	child	6000000002214462518	GN4S-LXY	6000000011926990323;6000000189190933821;6000000189191088828	G5KJ-8LZ;LYDW-KW7
6	child	6000000010463343582	L1Y9-QXK	4323964074000129769;6000000215933478822	PCZY-576
6	child	6000000003414711727	LB4D-5FW	6000000043104165713;6000000003414518688;6000000212838009821	GP1J-5Y2;GTY2-183;LB4D-P8Z
6	child	6000000002198387189	GJVC-V84	6000000021334341404;6000000015759576906;6000000010915687999	G1X2-QPJ;G1X2-WX8;G1XK-BSV;GYYL-YDP
6	child	6000000002247834869	LDW2-TDB	6000000024730240456;6000000002188140716	LZ5L-XS4;P45L-14P;PFLF-QZB
6	child	6000000001624977289	LHRP-S41	4323964074000129769;6000000215933478822	PCZY-576
6	child	6000000001544473926	GRHX-K9S	6000000002187862023;6000000021334341404;6000000002187862009;6000000015759576906;6000000010915687999	G1X2-QPJ;G1X2-WX8;G1XK-BSV;G1XK-PSM;GMNM-TBS;GYYL-YDP
6	child	6000000004533150734	MWG5-17Y	6000000001354377386	949X-4FW
6	child	6000000003897549326	GD29-RPP	6000000002187837808;6000000035700997998;6000000002187837836;6000000000701212444	G52B-6CZ;GX2K-DZD;GX2K-N2N;GX2K-NW8
6	child	6000000004533200183	GDS7-X7C	6000000004533200136	GR3H-72J;PWBR-BLQ;PWBR-J2R;PWBT-HNC
6	spouse	6000000004533138274	GM83-MH3	3937484325120075383	9C7Y-8R3
6	child	6000000004533138274	GM83-MH3	6000000010067496688;6000000010067324620;4293339;363554498970006647;4293237;6000000003411102071;6000000017202593344;6000000093646956821;6000000093646496833	GPFP-CKL;GPFP-S9W;GTCB-WRX;GTCD-LPQ;GTCW-QR6;LT6R-TXV;LVYJ-TX4;MVQP-3K7;MZ44-J6R;PQ4K-R67
6	child	4734721640270029130	LXS5-PVX	6000000108764363821	GN75-RGT;KHX6-ZMS;L2BQ-988;MTNZ-57M;MZXT-NVF;PMLQ-MPG
6	father	6000000006935580424	G6P6-HZP	6000000006994747740	G6P6-Z7K;GS1L-JKL
6	child	6000000003901280351	MN4P-JT6	6000000018049219838;6000000005743785620;6000000011344832343	GBM1-9ZG;GK4B-WPC;MCNC-8VY
6	spouse	6000000007420343457	GFHJ-19J	6000000004381777719	GY3P-92F;MBR1-5TX
6	child	6000000032815819902	MMK1-H3B	6000000032815527186;5207146906010118647;340011227010011268;6000000017846503085;340011898470012468;340012249340012889;340012844280013931;340013215180012885;340013527630012420;340014270990012475	LRDK-K34;LRDK-VFX;M9JN-KFK;MV7H-LLZ
6	child	6000000002325859388	GPNZ-LZH	6000000010442901184;6000000000688349242	GNCY-F3N;GPN8-46Q;GPNZ-KRY
6	child	6000000227032755906	GSH5-PK1	6000000010290729870;6000000181296526866;6000000010290715816;6000000010290767436;6000000010290690454	G5VC-NGF;G5VH-QDQ;L85Y-GJL
6	child	6000000007377482324	GTCR-CMD	6000000002188166366;6000000009102691001;6000000038066373967;6000000003827599667;6000000003827826462;6000000002188166373;6000000221902615916	GL95-P9C;GL95-RG3
6	child	6000000008152322755	GJD4-LCC	6000000010667065018;6000000171871860711;6000000002187684449	KFKC-MW3;L4SL-ZMY
6	child	4614492462350078376	9H27-6Y3	6000000004085125581;6000000003828018639;6000000003495325605	9S8J-R9Z;GDCW-X2Z;GTK4-NBL
6	child	6000000002245279564	GKK6-YJ9	6000000002187825190;6000000216930551886	G1RX-SHK
6	child	6000000003645683752	L1SG-91Z	6000000008177323075;6000000008177458000;6000000008248147414	9492-MJH;9492-MV9;GTCW-WJ7;GWZN-7N7;L5JM-V3J;MQ6L-3MY;MTD4-QTV
6	child	6000000000232618899	GSLT-3MK	6000000003243318241;6000000003243318175;6000000006290710998;6000000003495325510	94RF-8W3;G9S2-FMC
6	spouse	6000000001200156499	LZ4D-R97	6000000004381777719;6000000001200204262	GTWB-MM6;LV52-L1J
6	child	6000000001200156499	LZ4D-R97	6000000001052543006;6000000004533762620;6000000000771986019;6000000008447311776	GPG7-HZY;GRNY-WQ3
6	child	6000000010216040111	GKH2-284	6000000003827320456;6000000002187801688;6000000002188166259;6000000008815752064;6000000091843260076	G2C5-9HM;G3SD-DNY
6	child	6000000174612753891	MLKN-V19	6000000161721983945;6000000161721983963;6000000161721984009	96Z8-5FB;G2TF-B8Z;G2TF-BJ5;MLKN-VBQ
6	child	6000000007980874715	P94R-PTY	6000000006300309249	P945-PRP;PQM4-H4B
6	child	6000000003358162246	GT4F-2NW	6000000004533725115;6000000172985825489	GLDW-QL4;GY3G-QBS
6	child	6000000002377977487	G52X-TW6	6000000003858731296;6000000002187834150;6000000004533196051;6000000003858523994	GL28-XT2;GXH8-22R;GXH8-F2S;L8M4-5PK;LR2M-Q3X
6	child	6000000178223815833	G4WP-7H7	6000000072309692888;6000000003827774176	GN8C-SJ5;LYKM-SM3
6	spouse	6000000003827529702	GZ3P-86L	6000000002188292170	GLND-FP5;P4S1-ZLK
6	child	6000000003219690637	GQFM-S6Z	6000000108764363821;6000000108754989821;6000000108754933838	GN75-RGT;L2BQ-988;MTNZ-57M;MZXT-NVF
6	child	6000000004533643738	P6KZ-F7J	6000000034004963030;6000000034005264027	G97S-LX1
6	child	4313940056430030044	GKZZ-MYX	6000000004533613698;6000000002187834143;6000000012869260825	GDX7-FNQ;PQG9-DQK;PQG9-XHP;PQGS-ZWS
6	child	6000000003243318197	LR72-2LH	6000000003243318241;6000000003243318175;6000000006290710998;6000000003495325510;6000000006906605566	94RF-8W3;G9S2-FMC;P7S3-Y87
6	child	6000000002043208992	LDW2-7JJ	6000000150857665833;6000000008177465443;6000000222043825880	GDN3-LQK;GKFQ-7NK;P9S6-5FK
6	child	6000000017629787311	G6YJ-1DH	6000000106399037040;6000000017945131839;6000000018476559827	G6YV-NLY;G8SD-P93;GXN7-J2K;GZT4-M55;K8RN-7YN;K8TN-VDW;KCGV-5BG
6	child	6000000215479650829	GVB1-XCC	5479437866250083432;6000000009737991841	G6MD-NRC;G9RR-FJD;GTX8-S66
6	child	6000000002947577496	L5F3-44R	6000000006727871858;6000000007887933701;6000000002187828607	G5PT-2PJ;G6BF-X57;GL8L-347;GL8L-8DD;P4SB-1GP
6	child	6000000019173627295	M9JG-VPB	6000000020457605278;6000000018924153330;6000000020180928129;6000000198862009821	GSDP-Y9X;K4FH-W6K;K8RH-8BF;LB92-72P;LH6S-ZVJ;LHFJ-26W;M9N4-FBP;M9N4-NMQ;MHS7-RWX
6	child	6000000007463721212	9HV4-3Z9	6000000024472257194;6000000006346355852	KLCS-NFV;LZ6T-1LS
6	child	6000000217928632825	GC4C-QMW	6000000010113659417;6000000002187796697;6000000002187796682	GR1W-45L;GR1W-CX9;PSJR-FYM
6	child	6000000178139063821	9V55-55J	6000000178138225847	9V55-559;GDBW-NRW
6	child	6000000003820948474	KVL6-L6J	6000000003094982301	KVL6-28P
6	child	6000000020056592341	L4TV-4G5	6000000026505981039;6000000026506068586;6000000026506478953;6000000026506025419;6000000007436091216;6000000026506393189	KCGD-QML;KCXB-7J2;KZDW-FZM;LZDJ-SGL;LZDJ-SLB;LZDJ-SRH;LZDJ-SRL;LZDJ-STX;MFF2-YPK;MFF9-YRG;MFFH-XKM;MFFL-T16;MFJR-TRJ;MFN7-8PN
6	child	6000000001317925402	LZY6-Y9L	6000000005074463850;6000000081262545861	KNJG-DCM;KNV3-Q85
6	child	6000000161721983924	GQ99-RJ8	6000000161721983945;6000000161721983963;6000000161721984009	96Z8-5FB;G2TF-B8Z;G2TF-BJ5
6	child	6000000012961002090	GBHD-2BN	6000000003169545362;6000000009792731028;6000000014267592391	GBWC-7NQ;LB8T-SHB
6	child	6000000012397516486	L85G-KKH	6000000009305044252;6000000003828061689;6000000012437524748;6000000012437643420;6000000012437486880	K4T7-7KJ;KCNL-P5J;KHHY-4F6;P7ZW-X1R;PSR3-F3S
6	child	6000000000583441911	9H86-9PM	6000000025001981169;6000000025001797135;6000000000402854030;6000000000402652312;6000000000402525706	2CYS-TVF;2CYS-TVT;LHQW-65N;LJGM-CXR;LJGM-HG8;LJGM-Q5M
6	child	6000000017762827607	GKKS-5YJ	6000000022783200962	GKKS-5YK;L87Y-7L6;LYS3-W5Y
6	child	6000000002043192326	K8LG-7VF	6000000008789624608;6000000008248294837	LBHH-4MZ;LZ82-9V3;MB6H-TBZ
6	child	6000000000141490482	GSX9-MM4	6000000009791673909;6000000002187796734;6000000002187796741	GQB5-WD5;M33D-ZRJ;PSJ5-T54
6	child	6000000004533196094	GZ3P-XWK	6000000002188307205	K8L2-Q94;PCT2-SCS;PHG3-DHL
6	child	6000000010290354241	GSXG-5MK	6000000001744873079	LR6L-VSV
6	child	6000000008755327481	GYQG-KLJ	358241599470012764;6000000002503681884	GKCP-7M9;PM9F-H72
6	child	6000000003645683308	GVX7-4WB	6000000008248188432;6000000002837365286;6000000003146148417;6000000116680152901	MMKJ-MRY
6	child	6000000009458060257	LDW2-RVK	6000000002187798302;6000000000437027360;6000000011926459144;6000000002187798055;6000000009457947730	GPMK-L95;LZ1V-KT6
6	child	6000000003645746452	GGHB-GZD	6000000004533872696	GNCQ-MDV;GWZN-DCW;L41C-F2V
6	child	6000000003827274019	L1HH-YZM	6000000003827320456;6000000002188166259;6000000091843260076	G3SD-DNY
6	child	6000000215483531867	L2J7-KLK	6000000002187696830;6000000215487564840	G2J9-STM;G772-TNC
6	child	6000000001353956908	LHG5-HRD	6000000002135188345;6000000009038394166	G4N4-WXQ;GTYV-1BX;KZ1Y-J69;PCT4-JXY;PCTX-GZK;PWSH-27C
6	child	6000000005606841858	LTSZ-QQT	6000000005606847864;6000000005606847714;6000000005606847739;6000000005606849063	2Z3D-FSD;GYW7-Q77;KL7F-NBZ;MFFB-54N;MFFQ-5T8
6	child	4102701	LD3H-RMY	6000000010442901184;6000000000688349242	GNCY-F3N;GPN8-46Q;GPNZ-KRY
6	child	6000000003827445075	GV7Y-QDZ	6000000008188786235;6000000028323698428;6000000002187829588;6000000003646057190	G2SJ-ZZV;LZPW-95S
6	child	6000000006964561032	L6RL-QBC	6000000008298848340;6000000078040476880;6000000078039573364;6000000204464996898;6000000204464996922;6000000204464996962;6000000207612091484;6000000207612091568;6000000207612091596;6000000207612091643	GG1J-7D7;L6RL-7PG;LTRF-GYD
6	child	6000000000722124788	L6V6-8TC	6000000000628841483;6000000001200204262	G681-JY2;GTWB-MM6
6	child	6000000000334484615	GNHS-LS7	6000000000334477469;6000000002187951204;6000000009304938244	99QR-8FP
6	child	6000000002903773792	L1QJ-F6D	6000000005598859063;6000000000420989018;6000000008062132572;6000000000187695664;6000000004533221691;6000000002903625978;6000000006906757047;6000000002188118590	GN2M-FV4;GZ8G-WP9;GZY4-HMM;KNC1-9VV
6	child	6000000002187723203	GHJH-6L9	6000000004533613698;6000000002187834143;6000000012869260825	GDX7-FNQ;PQG9-DQK;PQG9-XHP;PQGS-ZWS
6	child	6000000006906563934	G17X-P6Y	6000000002187651552;6000000002187651559	G3WH-XG4;P62Z-72B
6	child	6000000001669662426	LZLQ-664	6000000002043208971;6000000016213318689;6000000007849421001	G1RR-PPM;M77H-ZYJ
6	child	367972467880002240	KCYZ-PSV	6000000009450443759;5028249596360123553;6000000009579909195	K8G7-NKB;KZ6P-KDF;LHN6-L7W
6	child	6000000001669640454	GRCZ-NXM	6000000006727871858;6000000007887933701;6000000002187828607	G5PT-2PJ;G6BF-X57;GL8L-347;GL8L-8DD;P4SB-1GP
6	child	6000000003146960249	9H65-XXK	6000000002666077548;6000000019734075691;6000000002603400393	G1JZ-B24;GBZB-2MR;GJTZ-3Z4;LT83-YRW
6	child	6000000001594086076	G6JG-MNC	6000000083478499023;6000000054480587131;6000000003243447496;6000000002187747474;6000000014109318464;6000000001501047359;6000000107789893829	G65J-JKJ;G8QR-29X;GJBR-MLP
6	child	6000000007510043633	GK2Y-MJB	6000000002043208971;6000000016213318689;6000000007849421001	G1RR-PPM;M77H-ZYJ
6	child	6000000003147191246	P628-WQZ	6000000002188261229;6000000002187721855;6000000002187651552	G3WH-XG4;P62Z-72B
6	child	6000000018274297918	GMBY-G5X	6000000010290729870;6000000181296526866;6000000010290715816;6000000010290767436;6000000010290690454	G5VC-NGF;G5VH-QDQ;L85Y-GJL
6	child	6000000009304893677	PX47-DJQ	6000000003827685961	9CMJ-BY5;GBM2-H47
6	child	6000000012396594448	GSK2-NDY	6000000018289921081;6000000012983999371;6000000012396267571;6000000002388295657;6000000012396319710;6000000002173055162	G9Y4-D25;GD13-1FF;LKKD-3HC;P7CT-7TT;P7CT-M19;PZ28-T7D
6	child	6000000003827328699	GYV3-4ZG	6000000002759845182;6000000070219692933;6000000003827590488;6000000070221010840	GNV2-B37;GNVL-7NY;GZ2S-6PS;GZ2S-DQL;KC1P-GZ7;KLF9-6D3;KNH4-LZ5;KNH8-SJQ;L2TY-3V3;LZ8Y-GRF
6	child	6000000005080817262	L4P9-6FF	6000000003169545362;6000000014267592391	GBWC-7NQ
6	child	6000000002893322314	LZLK-W8Y	6000000009581521249;6000000009581440215;6000000009581443046	9SK7-RCV;GY3G-NCJ
