qid	geni_id	mul	culture	culture_evidence
Q45555955	6000000075060473108	嵎 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45486450	6000000075060534221	感 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45472620	6000000075060556028	湯 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45556017	6000000075060556045	楹 京兆萬年	zh	carries the clan seat 京兆萬年, which is Chinese
Q45472942	6000000075060567955	鉊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45472814	6000000075060573930	鏻 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45471917	6000000075060579018	絢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476263	6000000075060581092	崎 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65803747	6000000075060587925	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45473752	6000000075060599936	纘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45489705	6000000075060617130	脩頊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476073	6000000075060660966	鍊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45515017	6000000075060663103	珂 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q22813497	6000000075060679964	察言 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45523423	6000000075060680154	詧 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45483129	6000000075060682991	陣 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65803764	6000000075060683083	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45427117	6000000075060683114	昌裔 鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45478855	6000000075060690066	晫 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45568286	6000000075060724895	綽 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45473069	6000000075060725944	琨 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45485622	6000000075060739062	約 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45474993	6000000075060745991	㝢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45485750	6000000075060748041	忍 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45512793	6000000075060748100	玠 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45482937	6000000075060754990	引 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45523043	6000000075060755149	摽 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45507618	6000000075060755154	玭 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45472749	6000000075060764891	洎 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q22813498	6000000075060771886	僊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45485495	6000000075060786983	崑 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45508249	6000000075060788097	醫 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45446359	6000000075060795850	澹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45482558	6000000075060797036	詡 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45512410	6000000075060797118	𕜎 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45482748	6000000075060804983	岫 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45422049	6000000075060834899	樞 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476325	6000000075060840955	詡 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45479177	6000000075060840961	尚殷 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45485175	6000000075060840989	檢 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45422037	6000000075060845895	孟犨 公悅 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45523107	6000000075060846090	角 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q65803863	6000000075060847163	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476709	6000000075060850990	𗫚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45474929	6000000075060861914	繹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45480894	6000000075060861933	琀 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45421949	6000000075060870891	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45484787	6000000075060878964	承霄 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45602206	6000000075060884917	承晊 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45485238	6000000075060885016	𗦬 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45520248	6000000075060885917	寮 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45486897	6000000075060897984	尚鍠 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45521010	6000000075060902046	纁 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45482686	6000000075060904005	琚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45486071	6000000075060904037	演 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45578074	6000000075060905909	叔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45475756	6000000075060915889	承晧 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45473815	6000000075060917883	縝 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45488748	6000000075060921966	暹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476454	6000000075060926843	諲 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45489835	6000000075060939028	脩琨 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45478983	6000000075060939898	藂 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45482495	6000000075060943924	恡 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45486006	6000000075060943939	郃 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45489963	6000000075060943948	脩瑑 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45555829	6000000075060955842	勸 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45473258	6000000075060956823	欽說 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45421949	6000000075060956830	䎖 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45482111	6000000075060973903	闕 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476645	6000000075060983921	洞清 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45482051	6000000075060985901	玩 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45487152	6000000075060986923	尚羲 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45422558	6000000075060987839	紓 仲舒 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45480069	6000000075060989896	團 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45481342	6000000075060989901	夽 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45471729	6000000075060994854	叔璩 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45474864	6000000075061000900	絢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45488875	6000000075061001852	勗 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45512597	6000000075061001968	𙦚 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45517139	6000000075061002973	元系 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45449688	6000000075061006896	同證 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45568158	6000000075061014821	翛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45473939	6000000075061019836	約 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45489257	6000000075061023033	脩瑀 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q11111831	6000000075061024836	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q711427	6000000075061025854	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45483003	6000000075061031861	調 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45485111	6000000075061040886	律 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45520886	6000000075061041971	譯 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q22813483	6000000075061042849	璀 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45485687	6000000075061045937	略 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45490153	6000000075061050977	脩琈 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45480515	6000000075061052855	庫 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45486766	6000000075061055931	筠 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45512471	6000000075061057953	驂 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45489003	6000000075061064829	曇 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45485560	6000000075061071915	皎武 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45474610	6000000075061079838	綽 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45627709	6000000075061085833	同証 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45482431	6000000075061102876	蕤 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45479369	6000000075061121865	㻁 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65809909	6000000075061126939	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45474803	6000000075061139832	志悌 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45513811	6000000075061143920	侈 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45515079	6000000075061143936	頊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45518552	6000000075061143952	稹 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45483510	6000000075061147906	認 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45478116	6000000075061148862	藻 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45480643	6000000075061165851	元譽 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45476390	6000000075061168821	謐 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45513176	6000000075061169909	駉 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45479939	6000000075061177834	最 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45486513	6000000075061179857	護 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45479241	6000000075061180824	暖 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45511705	6000000075061183920	顥 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45480132	6000000075061186823	滈 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45478598	6000000075061188821	萃 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45478726	6000000075061190821	道邃 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45487280	6000000075061195867	思頡 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45556708	6000000075061197929	琨 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45518806	6000000075061205909	積 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45484335	6000000075061210850	𚓙唐 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45481536	6000000075061222821	𚓙嵩 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45514000	6000000075061223888	逖 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45488177	6000000075061227841	晧 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45490092	6000000075061227859	脩珵 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45482306	6000000075061229827	翊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45483319	6000000075061235842	夤 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45486703	6000000075061235882	憧 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q25926157	6000000075061244905	据 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45516286	6000000075061247913	處約 趙州	zh	graph traversal, 2 hop(s)
Q45519188	6000000075061255901	稱 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45488427	6000000075061256838	無謟 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45484915	6000000075061270830	泗 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45514127	6000000075061271872	思絢 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45511769	6000000075061272895	熲 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45518103	6000000075061272910	稜 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45511263	6000000075061277878	銑 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45485431	6000000075061284821	鄖 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45487344	6000000075061288860	𚓙嵸 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65803897	6000000075061289926	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45517975	6000000075061291947	穠 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45518934	6000000075061296950	稒 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45486258	6000000075061298821	瓀 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45517077	6000000075061302910	羨 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45512919	6000000075061308893	之萼 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45522790	6000000075061316898	仁愿 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45490218	6000000075061340834	脩琚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q4309009	6000000075061358857	惲 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45520694	6000000075061369913	揖 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45512535	6000000075061372847	𙣋 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45511959	6000000075061377846	廙 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45521329	6000000075061385928	紘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45511642	6000000075061390830	頒 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45518232	6000000075061393874	渾 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45517654	6000000075061400901	稅 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45517912	6000000075061400911	茂竟 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45519566	6000000075061403901	樅 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45556582	6000000075061403974	愜 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45519754	6000000075061405855	括 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45513874	6000000075061415837	佚 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45513047	6000000075061420832	係 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45513556	6000000075061424826	紀 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45379354	6000000075061439930	恬 叔易 鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45521715	6000000075061451874	椿 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45519440	6000000075061453835	綽 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45520947	6000000075061465840	訊 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45520060	6000000075061468855	寰 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45520566	6000000075061486841	璘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45521391	6000000075061489844	紵 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45518871	6000000075061492855	掄 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45520122	6000000075061507840	宬 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45518167	6000000075061508821	茂奭 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45520377	6000000075061509835	承敘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45508125	6000000075061532850	厥 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45521522	6000000075061573821	滔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45508062	6000000075061605838	霅 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45507681	6000000075061619843	粹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45427073	6000000075061669829	昌諤 鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45664805	6000000075325016097	誡奢 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q550290	6000000075326036386	髦 彥士 沛國譙縣	zh	carries the clan seat 沛國譙縣, which is Chinese
Q45417808	6000000075326158380	東海郯縣	zh	carries the clan seat 東海郯縣, which is Chinese
Q45417797	6000000075326411098	綜 東海郯縣	zh	carries the clan seat 東海郯縣, which is Chinese
Q45417806	6000000075326671091	嶠 東海郯縣	zh	carries the clan seat 東海郯縣, which is Chinese
Q45419631	6000000075326817068	高州良德	zh	graph traversal, 1 hop(s)
Q45417802	6000000075326830922	齊聃 將道 東海郯縣	zh	carries the clan seat 東海郯縣, which is Chinese
Q45417794	6000000075326897881	整 東海郯縣	zh	carries the clan seat 東海郯縣, which is Chinese
Q45419637	6000000075326905062	玳 高州良德	zh	graph traversal, 4 hop(s)
Q45419635	6000000075326975971	戣 高州良德	zh	graph traversal, 4 hop(s)
Q7396	6000000075327467040	耽 彭子 河內溫縣	zh	carries the clan seat 河內溫縣, which is Chinese
Q7402	6000000075327620980	曜 昌明 河內溫縣	zh	carries the clan seat 河內溫縣, which is Chinese
Q45419273	6000000075327800264	京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45620545	6000000075327872192	某 楊	zh	graph traversal, 3 hop(s)
Q45420433	6000000075328264171	銑 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45419483	6000000075328274145	兢 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45426043	6000000075328455899	棻 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q18908917	6000000075328463121	續 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q11118299	6000000075328496910	慎矜 楊	zh	graph traversal, 2 hop(s)
Q45418837	6000000075328506865	惠嘏 朔州鄯陽	zh	graph traversal, 1 hop(s)
Q15902511	6000000075328511887	寬 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45418993	6000000075328531149	陟 殷卿 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45418951	6000000075328645903	鴻冑 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45418952	6000000075328753854	邕 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q18908909	6000000075328764089	縚 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45419341	6000000075328772963	整 思齊 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q21094192	6000000075328796825	閬 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45418988	6000000075328868110	璲 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45419275	6000000075328902821	鐬 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45420430	6000000075328967821	鍵 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q18907206	6000000075328996994	叔夏 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q6645502	6000000075329016910	寬 孝寬 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45475851	6000000075329163822	渢 士溫 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45418987	6000000075329244839	琨 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45472125	6000000075329257892	諷 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q45419037	6000000075333961926	覽 休因 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45421168	6000000075333981004	意勁 拓跋	zh	graph traversal, 2 hop(s)
Q45419065	6000000075334153953	孚 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q7979770	6000000075334288823	仁約 思謙 京兆杜陵	zh	carries the clan seat 京兆杜陵, which is Chinese
Q11097450	6000000075334817090	琨 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45419285	6000000075337493358	執一 太初 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q8251541	6000000075337633126	弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45422257	6000000075337755074	思謙 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45419179	6000000075337895870	湊 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q8048535	6000000075337965969	執柔 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45419287	6000000075337990914	滔 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45419218	6000000075338049891	續 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45422258	6000000075338049956	暹 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45419217	6000000075338068888	綝 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45419220	6000000075338167882	縯 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45419279	6000000075338185821	說 華州華陰	zh	graph traversal, 1 hop(s)
Q11371938	6000000075343357695	寔 賓實 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45470539	6000000075343444674	廞 廞 清河武城	zh	carries the clan seat 清河武城, which is Chinese
Q45457891	6000000075343479339	譒 河南	zh	graph traversal, 1 hop(s)
Q45421239	6000000075343580349	倰 德長 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45446954	6000000075343584265	囗伯 敬本 河南	zh	graph traversal, 3 hop(s)
Q45421279	6000000075343644376	璵 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45421278	6000000075343672432	璪 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45420904	6000000075343720329	渾之 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45421489	6000000075343735214	遴 某 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45421269	6000000075343735244	頲 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45418905	6000000075343786136	澹 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45421276	6000000075343826276	深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45419699	6000000075343829069	譽 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q30018081	6000000075343876077	愨 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45420901	6000000075344158168	無縱 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45419523	6000000075344174220	挺 崔	zh	graph traversal, 9 hop(s)
Q26209473	6000000075344231894	湑 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45402159	6000000075344239936	不伐 次德 襄州穀城	zh	graph traversal, 4 hop(s)
Q45419247	6000000075344244898	議 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q11053886	6000000075344275016	沔 善冲 若沖 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45419343	6000000075344278912	希緘 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q11477182	6000000075344309979	說 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45421243	6000000075344328983	滂 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45419579	6000000075344334144	巘 齊州歷城	zh	graph traversal, 1 hop(s)
Q45421235	6000000075344360943	晊 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45421261	6000000075344403932	恭禮 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45484623	6000000075344428853	杲之 某 河南	zh	graph traversal, 2 hop(s)
Q45568055	6000000075344436122	璡 清河武城	zh	carries the clan seat 清河武城, which is Chinese
Q45422446	6000000075344445964	深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q26197266	6000000075344456838	琨 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q22813854	6000000075344496824	讚 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q26197263	6000000075344500848	遄 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q5192685	6000000075344513881	沆 內融 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q11477184	6000000075344530876	謙 士逊 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q65803817	6000000075344542377	河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45420178	6000000075344549896	暟 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45421322	6000000075344573854	迅 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45536810	6000000075344584117	濛 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45421319	6000000075344599837	迺 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q45484686	6000000075344611925	混之 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45460755	6000000075344644378	若虛 范陽涿縣	zh	carries the clan seat 范陽涿縣, which is Chinese
Q45421317	6000000075344644534	國倚 范陽涿縣	zh	carries the clan seat 范陽涿縣, which is Chinese
Q45421271	6000000075344654841	琯 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q712060	6000000075344656979	璟 邢州南和	zh	graph traversal, 7 hop(s)
Q45421285	6000000075344662837	球 深州安平	zh	carries the clan seat 深州安平, which is Chinese
Q28410330	6000000075344682835	綽 茂祖 博陵安平	zh	carries the clan seat 博陵安平, which is Chinese
Q45419577	6000000075344719952	陟 清河武城	zh	carries the clan seat 清河武城, which is Chinese
Q10271512	6000000075344727977	昭矩 齊州歷城	zh	graph traversal, 2 hop(s)
Q45419426	6000000075344798902	叔彥 廣平列人	zh	graph traversal, 1 hop(s)
Q45419428	6000000075344883836	紀 仲烈 廣平列人	zh	graph traversal, 2 hop(s)
Q65803946	6000000075344891378	范陽涿縣	zh	carries the clan seat 范陽涿縣, which is Chinese
Q45446777	6000000075344914867	昭願 齊州歷城	zh	graph traversal, 2 hop(s)
Q45419581	6000000075344922888	庇 清河武城	zh	carries the clan seat 清河武城, which is Chinese
Q45419843	6000000075344936942	寓 清河東武城	zh	graph traversal, 6 hop(s)
Q45419681	6000000075344968032	冑 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45640035	6000000075344974293	槃 子隱 范陽涿縣	zh	carries the clan seat 范陽涿縣, which is Chinese
Q45419630	6000000075345013910	騭 范陽方城	zh	carries the clan seat 范陽方城, which is Chinese
Q21094129	6000000075345080133	浮 子云 范陽涿縣	zh	carries the clan seat 范陽涿縣, which is Chinese
Q45419821	6000000075345105975	球 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45419625	6000000075345140905	子犯 范陽方城	zh	carries the clan seat 范陽方城, which is Chinese
