export,geni_id,name,sex,occupation,n_parent_families,n_spouse_families,birt_raw,birt_iso,birt_precision,birt_year,birt_month,birt_day,birt_year_end,birt_modifier,deat_raw,deat_iso,deat_precision,deat_year,deat_month,deat_day,deat_year_end,deat_modifier
exports\archive\export-geni\export-Forest-48.ged,6000000178918422849,daughter of the king of Assyria,F,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-48.ged,6000000178918560829,Hezekiah IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-48.ged,6000000178918443849,Daliah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-48.ged,6000000178918571830,Akkub II /Samaritan High Priest/,M,,1,0,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-48.ged,6000000178917712846,Hillel II/Hanan /Samaritan High Priest/,M,,0,1,,,,,,,,,BEF -486,-0486-00-00T00:00:00Z,9,-486,,,,before
exports\archive\export-geni\export-Forest-49.ged,6000000178916898908,Akabon VII /Samaritan High Priest/,M,,1,1,,,,,,,,,BET 687 AND 688,+0687-00-00T00:00:00Z,9,687,,,688,between
exports\archive\export-geni\export-Forest-49.ged,6000000178915186023,Akabon IX /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918192840,Netaniel III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917576851,Eleazar XI /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918246839,Tabia II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918027844,Baba Rabba /Samaritan High Priest/,M,,1,1,288,+0288-00-00T00:00:00Z,9,288,,,,,328,+0328-00-00T00:00:00Z,9,328,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178914966945,Hilkiah or Hezekiah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917661869,Akabon V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918443849,Daliah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917369858,Baba I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918375822,Eleazar IX /Samaritan High Priest/,M,,1,1,,,,,,,,,BET 658 AND 659,+0658-00-00T00:00:00Z,9,658,,,659,between
exports\archive\export-geni\export-Forest-49.ged,6000000178916715907,Akabon IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178916677903,Eleazar V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918655833,Hezekiah III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918614821,Manasseh /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918781824,Shalom I ben Shembet /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918574821,Netaniel II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918812830,Daliah I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918520823,Jonathan III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918599826,Hananiah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918015868,Amram IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178914959996,Simeon /Samaritan High Priest/,M,,1,1,,,,,,,,,ABT 796,+0796-00-00T00:00:00Z,9,796,,,,about
exports\archive\export-geni\export-Forest-49.ged,6000000178918385827,Levi I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917445863,Jair II ben Daliah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178916928879,Seriah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178914668980,Akkub /Samaritan High Priest/,M,,1,1,,,,,,,,,BEF -587,-0587-00-00T00:00:00Z,9,-587,,,,before
exports\archive\export-geni\export-Forest-49.ged,6000000178918718823,Hillel I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918374828,Eleazar IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918134827,Eleazar VII /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918714857,Jonathan II ben Jair /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918623825,Amram III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917712846,Hillel II/Hanan /Samaritan High Priest/,M,,1,1,,,,,,,,,BEF -486,-0486-00-00T00:00:00Z,9,-486,,,,before
exports\archive\export-geni\export-Forest-49.ged,6000000178913855067,Hezekiah I ben Shalom /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918116832,daughter of Sanballat the Horonite,F,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918444842,Azariah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917117901,Zadok /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918212822,Levi IV /Samaritan High Priest/,M,,1,1,,,,,,,,,ABT 826,+0826-00-00T00:00:00Z,9,826,,,,about
exports\archive\export-geni\export-Forest-49.ged,6000000178917506855,Netaniel IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918426863,Jair I ben Jonathan /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918207842,Phinehas II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917883839,Levi II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917722864,Akabon I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918631830,Zedekiah I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918692828,Shembet ben Bakhi /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918625831,Amram I. /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918428821,Eleazar VIII /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918023825,Eleazar X /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917376830,Netaniel V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918560829,Hezekiah IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917662852,Eleazar III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917300876,Jonathan I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917225876,Shemaiah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918316822,Phinehas III /Samaritan High Priest/,M,,1,0,,,,,,,,,ABT 837,+0837-00-00T00:00:00Z,9,837,,,,about
exports\archive\export-geni\export-Forest-49.ged,6000000178917879865,Netaniel I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918851821,Ishmael ben Jonathan /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918444821,Akabon VI /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918422849,daughter of the king of Assyria,F,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917172871,Eleazar VI /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917492859,Eleazar XII /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178913798001,Akabon III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918285871,Aabed-El /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917518898,Jair III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178916918921,Akkubiah I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178796053821,Shashai II ben Uzzi /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178915542947,Joachim /Samaritan High Priest/,M,,1,1,,,,,,,,,BEF 30,+0030-00-00T00:00:00Z,9,30,,,,before
exports\archive\export-geni\export-Forest-49.ged,6000000178918011846,Eleazar II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918529825,Akkubiah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917758844,Levi III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918838823,Tabia I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918544825,Amram II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917217910,Akabon VIII /Samaritan High Priest/,M,,1,1,,,,,,,,,722,+0722-00-00T00:00:00Z,9,722,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178915984982,Bakhi II ben Sashai /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918571830,Akkub II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918494826,Elishama /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178917733851,Netaniel VI /Samaritan High Priest/,M,,1,1,,,,,,,,,BET 640 AND 641,+0640-00-00T00:00:00Z,9,640,,,641,between
exports\archive\export-geni\export-Forest-49.ged,6000000178918814849,Uzzi ben Bakhi /High Priest/,M,,0,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178916547925,Akabon II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918541826,Jair IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178918366838,Ahid /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-49.ged,6000000178916666920,Jehozadak /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795360828,Tsedaka II /ben Tabia ha'Åbtå'i/,M,,1,1,,,,,,,,,1650,+1650-00-00T00:00:00Z,9,1650,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794680852,Asher /ben Matzliach ben Phinehas/,M,,1,1,,,,,,,,,1982,+1982-00-00T00:00:00Z,9,1982,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178793727891,Phinehas X /ben Matzliach ben Phinehas/,M,,1,0,,,,,,,,,1984,+1984-00-00T00:00:00Z,9,1984,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795028823,Yaacob I /ben Aaharon ben Shalma/,M,,1,1,,,,,,,,,1916,+1916-00-00T00:00:00Z,9,1916,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794921845,Yitzhaq,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794973832,Yitzhaq II /ben Amram ben Shalma ben Tabia/,M,,1,1,,,,,,,,,1932,+1932-00-00T00:00:00Z,9,1932,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795554821,Aabed-El V /ben Asher ben Matzliach/,M,,1,1,1935,+1935-00-00T00:00:00Z,9,1935,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795177844,NN /ben Aabed-El ben Asher ben Matzliach/,M,,1,0,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795086852,Yaacob II /ben Uzzi ben Yaacob ben Aaharon/,M,,1,0,,,,,,,,,1987,+1987-00-00T00:00:00Z,9,1987,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794757852,Levi VI /ben Abisha ben Phinehas ben Yitzhaq/,M,,1,0,1920,+1920-00-00T00:00:00Z,9,1920,,,,,23 MAY 2001,+2001-05-23T00:00:00Z,11,2001,5,23,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794831823,Shalma II /ben Tabia/,M,,1,1,,,,,,,,,1828,+1828-00-00T00:00:00Z,9,1828,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794353834,Yitzhaq /ben Abram/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794141887,NN /bint Aabed-El ben Asher ben Matzliach/,F,,1,0,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795717823,Levi V /ben Abram/,M,,1,0,,,,,,,,,1752,+1752-00-00T00:00:00Z,9,1752,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795709821,Abram /ben Yitzhaq/,M,,1,1,,,,,,,,,1732,+1732-00-00T00:00:00Z,9,1732,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794999821,Amram VIII /ben Shalma/,M,,1,1,,,,,,,,,BET 1859 AND 1860,+1859-00-00T00:00:00Z,9,1859,,,1860,between
exports\archive\export-geni\export-Forest-51.ged,6000000178795218822,Ab-Hisda,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178793980898,Tabia III /ben Yitzhaq ben Abram/,M,,1,1,,,,,,,,,1787,+1787-00-00T00:00:00Z,9,1787,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794687836,Uzzi,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794668840,Elazar XX /ben Tsedaka ben Yitzhaq/,M,,1,0,16 JAN 1927,+1927-01-16T00:00:00Z,11,1927,1,16,,,3 FEB 2010,+2010-02-03T00:00:00Z,11,2010,2,3,,
exports\archive\export-geni\export-Forest-51.ged,6000000178793768878,Saloum /Cohen/,M,,1,0,13 JAN 1921,+1921-01-13T00:00:00Z,11,1921,1,13,,,9 FEB 2004,+2004-02-09T00:00:00Z,11,2004,2,9,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795067857,Tsedaka /ben Yitzhaq/,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000220294810877,Tabia /ha'Åbtå'i/,M,,0,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794932825,Phinehas,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794018889,Aaharon,M,,1,1,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795253826,Aharon IV /ben Ab-Hisda ben Yaacov ben Aaharon/,M,,1,0,1 FEB 1927,+1927-02-01T00:00:00Z,11,1927,2,1,,,19 APR 2013,+2013-04-19T00:00:00Z,11,2013,4,19,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794287858,Yoseph II /ben Ab-Hisda ben Yaacov ben Aaharon/,M,,1,0,1919,+1919-00-00T00:00:00Z,9,1919,,,,,14 FEB 1998,+1998-02-14T00:00:00Z,11,1998,2,14,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795567827,NN /ben Aabed-El ben Asher ben Matzliach/,M,,1,0,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794082883,NN /bint Aabed-El ben Asher ben Matzliach/,F,,1,0,,,,,,,,,,,,,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178793554881,Amram IX /ben Yitzhaq ben Amram ben Shalma./,M,,1,0,,,,,,,,,1980,+1980-00-00T00:00:00Z,9,1980,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794440875,Abisha III /ben Phinehas ben Yitzhaq ben Shalma/,M,,1,1,,,,,,,,,1961,+1961-00-00T00:00:00Z,9,1961,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178794683854,Matzliach /ben Phinehas ben Yitzhaq ben Shalma/,M,,1,1,,,,,,,,,1943,+1943-00-00T00:00:00Z,9,1943,,,,
exports\archive\export-geni\export-Forest-51.ged,6000000178795370821,Amram /ben Yitzhaq/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918015868,Amram IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918428821,Eleazar VIII /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917376830,Netaniel V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918560829,Hezekiah IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917662852,Eleazar III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178915542947,Joachim /Samaritan High Priest/,M,,1,1,,,,,,,,,BEF 30,+0030-00-00T00:00:00Z,9,30,,,,before
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918011846,Eleazar II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918529825,Akkubiah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917758844,Levi III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918374828,Eleazar IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918192840,Netaniel III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917225876,Shemaiah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918246839,Tabia II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918134827,Eleazar VII /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918027844,Baba Rabba /Samaritan High Priest/,M,,1,1,288,+0288-00-00T00:00:00Z,9,288,,,,,328,+0328-00-00T00:00:00Z,9,328,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918571830,Akkub II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918494826,Elishama /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917506855,Netaniel IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918207842,Phinehas II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917661869,Akabon V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918444821,Akabon VI /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918422849,daughter of the king of Assyria,F,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917172871,Eleazar VI /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917883839,Levi II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918443849,Daliah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917369858,Baba I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178916715907,Akabon IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917722864,Akabon I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178917733851,Netaniel VI /Samaritan High Priest/,M,,1,1,,,,,,,,,BET 640 AND 641,+0640-00-00T00:00:00Z,9,640,,,641,between
exports\gaps\export-Bio-6000000212213649822.ged,6000000178916677903,Eleazar V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178916547925,Akabon II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178913798001,Akabon III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918614821,Manasseh /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918541826,Jair IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918574821,Netaniel II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Bio-6000000212213649822.ged,6000000178918520823,Jonathan III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918625831,Amram I. /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918599826,Hananiah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178916918921,Akkubiah I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918015868,Amram IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918428821,Eleazar VIII /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918385827,Levi I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178917376830,Netaniel V /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178796053821,Shashai II ben Uzzi /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178917662852,Eleazar III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918560829,Hezekiah IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178917445863,Jair II ben Daliah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178915542947,Joachim /Samaritan High Priest/,M,,1,1,,,,,,,,,BEF 30,+0030-00-00T00:00:00Z,9,30,,,,before
exports\gaps\export-Forest-6000000178918422849.ged,6000000178916928879,Seriah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178914668980,Akkub /Samaritan High Priest/,M,,1,1,,,,,,,,,BEF -587,-0587-00-00T00:00:00Z,9,-587,,,,before
exports\gaps\export-Forest-6000000178918422849.ged,6000000178917300876,Jonathan I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918718823,Hillel I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918011846,Eleazar II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918529825,Akkubiah II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178917758844,Levi III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918374828,Eleazar IV /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918192840,Netaniel III /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178917225876,Shemaiah /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918838823,Tabia I /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
exports\gaps\export-Forest-6000000178918422849.ged,6000000178918544825,Amram II /Samaritan High Priest/,M,,1,1,,,,,,,,,,,,,,,,
