a_qid	b_qid	a_name	b_name	hops	people_to_create	via
Q55740135	Q108817967	Ida Johanna Sofia Örvall	Joachim Wilhelm Almgren	3	2	6000000025529414480;6000000008260670782
Q55740135	Q140425936	Ida Johanna Sofia Örvall	Katarina Elisabeth Arosenius	3	2	6000000025529414480;6000000008260670782
Q55740135	Q99435706	Ida Johanna Sofia Örvall	Johan Govert Indebetou	3	2	6000000025529414480;6000000008260670782
Q55740135	Q18242858	Ida Johanna Sofia Örvall	Hedvig Sofia Amalia Indebetou	3	2	6000000025529414480;6000000008260670782
Q98689756	Q98690001	Magdalena Elisabet Tersmeden	Herman Adolf Tersmeden	3	2	6000000019550261054;6000000019550191141
Q98689756	Q109278534	Magdalena Elisabet Tersmeden	Christina Ulrika Aurivillia Rosén von Rosenstein	3	2	6000000019550261054;6000000019550191141
Q128043238	Q26405863	Gustaf Henriksson Rehbinder	Olof Engelbertsson Bure	3	2	6000000002996765275;6000000006128178312
Q128043238	Q115870622	Gustaf Henriksson Rehbinder	Elisabet Bagge af Boo	3	2	6000000002996765275;6000000006128178312
Q128043238	Q111292763	Gustaf Henriksson Rehbinder	Christina Wärnschöld	3	2	6000000002996765275;6000000006128178312
Q128043238	Q134437823	Gustaf Henriksson Rehbinder	Jakob Wärnschöld	3	2	6000000002996765275;6000000006128178312
Q6001627	Q56300061	Hans Georg von Mörner	Gustaf Robertson Douglas	3	2	6000000012754579896;6000000008601969828
Q6001627	Q5952020	Hans Georg von Mörner	Axel Lillie	3	2	6000000012922754402;6000000006423360587
Q6001627	Q42309384	Hans Georg von Mörner	Arvid Ivarsson Natt och Dag till Strömsta	3	2	6000000019765994602;6000000019765385881
Q6001627	Q110304609	Hans Georg von Mörner	Märta Kurki	3	2	6000000019765994602;6000000019765385881
Q6001627	Q6247044	Hans Georg von Mörner	Didrik Wrangel	3	2	6000000006127529490;6000000013207278560
Q6001627	Q110303113	Hans Georg von Mörner	Magdalena Hansdotter Clerck	3	2	6000000006127529490;6000000013207278560
Q6001627	Q109835413	Hans Georg von Mörner	Henrik Falkenberg	3	2	6000000006127529490;6000000013257012108
Q6001627	Q16164829	Hans Georg von Mörner	Erlandus Svenonis Broman	3	2	6000000011789400727;6000000004283947268
Q6227912	Q26240160	Axel Wachtmeister af Björkö	Eva Magdalena Oxenstierna af Korsholm och Wasa	3	2	6000000011470418514;6000000011371285425
Q6227912	Q4105463	Axel Wachtmeister af Björkö	Carl Hans Wachtmeister af Johannishus	3	2	6000000011470418514;6000000011371285425
Q16164829	Q5936860	Erlandus Svenonis Broman	Anders Larsson Höök	3	2	6000000006913159790;6000000007223878479
Q16164829	Q4964771	Erlandus Svenonis Broman	Anna Isasdotter MacKey	3	2	6000000006913159790;6000000007223878479
Q16164829	Q748553	Erlandus Svenonis Broman	Henrik Henriksson Insen	3	2	6000000006913159790;6000000007223878479
Q16164829	Q99301884	Erlandus Svenonis Broman	Beata von Schulman	3	2	6000000004283947268;6000000011789400727
Q3082830	Q79163190	Johan Adam Cronstedt	Andreas Olderman	3	2	6000000006127496267;6000000012462370624
Q3082830	Q133445424	Johan Adam Cronstedt	Anna Gerdes	3	2	6000000006127496267;6000000012462370624
Q16649271	Q5702986	Jonas Genberg	Carl Olof Delldén	3	2	6000000019585752046;6000000016754171976
Q5712222	Q1910650	Johan Jonasson Engeström	Matthias Benzelius	3	2	6000000008918863111;6000000012640936007
Q5712222	Q112414301	Johan Jonasson Engeström	Johan Jakob Benzelius	3	2	6000000008918863111;6000000012640936007
Q127270498	Q127270434	Anders Andersson Burman	Mariet (Maria) Jakobsdotter	3	2	6000000003562237688;6000000001144914191
Q42309384	Q99301955	Arvid Ivarsson Natt och Dag till Strömsta	Per Nilsson till Säby	3	2	6000000001686278344;4083563
Q42309384	Q99301884	Arvid Ivarsson Natt och Dag till Strömsta	Beata von Schulman	3	2	6000000019765385881;6000000019765994602
Q106766146	Q94724123	Thorsten Brakel		3	2	6000000000127386668;6000000000064394764
Q127270443	Q6168738	Ragnhild Håkansdotter Håkansdotter	Peter Olofsson Schnack	3	2	6000000007548200316;6000000009608168216
Q127270443	Q139996264	Ragnhild Håkansdotter Håkansdotter	Mårten Schnack	3	2	6000000007548200316;6000000009608168216
Q127270443	Q1345250	Ragnhild Håkansdotter Håkansdotter	Petrus Königsson Königsson	3	2	6000000006635436002;6000000020932497674
Q127270443	Q135479908	Ragnhild Håkansdotter Håkansdotter	Margareta Hansdotter Gammal	3	2	6000000006635436002;6000000020932497674
Q127270482	Q96743203	Hans Hansson	Daniel Caméen	3	2	6000000007755401869;6000000007755448331
Q111346615	Q6082455	Johan Zakris Josua Ture Gustaf Rudbeck	Thure Gustaf Rudbeck	3	2	6000000006127612406;6000000012641179202
Q111346615	Q103771980	Johan Zakris Josua Ture Gustaf Rudbeck	Magdalena von Mentzer	3	2	6000000006127612406;6000000012641179202
Q111346615	Q131763739	Johan Zakris Josua Ture Gustaf Rudbeck	Lovisa Eleonora Rudbeck	3	2	6000000006127612406;6000000012641179202
Q111346615	Q5562987	Johan Zakris Josua Ture Gustaf Rudbeck	Axel Axelsson till Sollentunaholm	3	2	6000000006127612406;6000000009475019449
Q66488894	Q6001555	Georg Wilhelm Vilhelm Fleetwood	Carl Claes Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q66488894	Q64578344	Georg Wilhelm Vilhelm Fleetwood	Hampus Vilhelm Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q66488894	Q5040609	Georg Wilhelm Vilhelm Fleetwood	Carl Otto Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q112153818	Q133850559	Frederic Bedoire	François Bedoire	3	2	6000000008543485738;6000000008543893787
Q112153818	Q6044572	Frederic Bedoire	Herman af Petersen	3	2	6000000008543485738;6000000010801348211
Q11865655	Q5698210	Jacob Henricsson Flachsenius	Samuel Chydenius	3	2	6000000001864870637;6000000000583643059
Q11865655	Q490870	Jacob Henricsson Flachsenius	Anders Jacobsson Chydenius	3	2	6000000001864870637;6000000000583643059
Q11865655	Q109852817	Jacob Henricsson Flachsenius	Jakob Jakobsson Chydenius	3	2	6000000001864870637;6000000000583643059
Q11865655	Q73763414	Jacob Henricsson Flachsenius	Maria Chydenius	3	2	6000000001864870637;6000000000583643059
Q139037912	Q5725186	Anton Martin	Michael Fant	3	2	4911545008010023712;6000000002734687344
Q139037912	Q5725105	Anton Martin	Eric Michael Fant	3	2	4911545008010023712;6000000002734687344
Q133733417	Q122964928	Brita Eleonora Lagerfelt	Israel Carl Adam Lagerfelt	3	2	6000000006127836644;6000000006127836651
Q17383901	Q5698210	Jakob Jakobsson Simelius	Samuel Chydenius	3	2	1618652;6000000000583643059
Q17383901	Q490870	Jakob Jakobsson Simelius	Anders Jacobsson Chydenius	3	2	1618652;6000000000583643059
Q17383901	Q109852817	Jakob Jakobsson Simelius	Jakob Jakobsson Chydenius	3	2	1618652;6000000000583643059
Q17383901	Q73763414	Jakob Jakobsson Simelius	Maria Chydenius	3	2	1618652;6000000000583643059
Q5813639	Q140373642	Claes Fredrik Claesson Horn	Johan Gustaf Uggla till Averstad	3	2	6000000006128061904;6000000012712049963
Q5813639	Q5813731	Claes Fredrik Claesson Horn	Gustaf Adolf Horn till Ekebyholm	3	2	6000000006128061904;6000000012712297347
Q111199963	Q111424502	Carl Emanuel Geijer	Per Andersson	3	2	6000000013401377353;6000000006890127631
Q111199963	Q111424504	Carl Emanuel Geijer	Magdalena Robsahm	3	2	6000000013401377353;6000000006890127631
Q67336185	Q126919934	Wihelm Ludvig Ludvig Taube	Juliana Christina Bonde af Björnö	3	2	6000000001448467246;6000000001448439174
Q67336185	Q109835419	Wihelm Ludvig Ludvig Taube	Ulrika Bonde af Björnö	3	2	6000000001448467246;6000000001448439174
Q5823030	Q5630693	Carl Gustaf Indebetou	Otto Christian Ekman	3	2	6000000008258069758;6000000005021757798
Q5823030	Q5040021	Carl Gustaf Indebetou	Carl Daniel Ekman	3	2	6000000008258069758;6000000005021757798
Q5823030	Q123668541	Carl Gustaf Indebetou	Alida Dorothea Indebetou	3	2	6000000008258069758;6000000008260659627
Q763053	Q5613467	Henning Adolf Gyllenborg	Gustaf Cronhielm af Flosta	3	2	6000000006128061749;6000000008178103926
Q763053	Q111954774	Henning Adolf Gyllenborg	Maria Wallenstedt	3	2	6000000006128061749;6000000008178103926
Q763053	Q123485792	Henning Adolf Gyllenborg	Albert Rudolf Fredrik von Hennigs	3	2	6000000028640469910;6000000203992042829
Q86919328	Q10608167	Esaias Elias Hackzell	Olaus Persson	3	2	315820577460001747;315821360860001721
Q86919328	Q140373616	Esaias Elias Hackzell	Magdalena Zachariasdotter Bure	3	2	315820577460001747;315821360860001721
Q86919328	Q16650155	Esaias Elias Hackzell	Zacharias Nicolai Plantin	3	2	315820577460001747;315821360860001721
Q5737734	Q105705577	Samuel Johansson Forsenius	Lars Henriksson Sacklinius	3	2	6000000010110055174;6000000010109768115
Q110505320	Q128803924	Christina Möller	Anna Christina Claesdotter Slatte	3	2	4696488346190067507;6000000013296507730
Q110505320	Q112974602	Christina Möller	Maria Magdalena Caméen	3	2	6000000006425481074;6000000006441028294
Q108920289	Q5581529	Maria Lindormsdotter Ribbing	Carl Filipsson Bonde af Laihela till Laihela	3	2	6000000007511906640;384955697100012616
Q108920289	Q125974067	Maria Lindormsdotter Ribbing	Ulf Filipsson Bonde	3	2	6000000007511906640;384955697100012616
Q6184970	Q1254296	Fredrik Ulrik Sparre till Rossvik	Gustaf Carlsson Bonde	3	2	6000000013204738044;6000000013205751589
Q6184970	Q99301951	Fredrik Ulrik Sparre till Rossvik	Anna Christina Natt och Dag	3	2	6000000013204738044;6000000013205751589
Q4954241	Q6015299	Gustafva Sofia Rosenborg	Johan Magnus af Nordin	3	2	6000000008549911673;6000000010859782841
Q4954241	Q5747237	Gustafva Sofia Rosenborg	Fredrik Adolf Ulrik Funck	3	2	6000000008549932057;6000000012501647369
Q117351263	Q26239755	Niklas Preuss von Preutz	Hans Ehrenpreus	3	2	6000000008988187223;6000000008394693975
Q140425963	Q108817967	Johanna Sophia Arosenius	Joachim Wilhelm Almgren	3	2	6000000008260643692;6000000008264274039
Q140425963	Q140425936	Johanna Sophia Arosenius	Katarina Elisabeth Arosenius	3	2	6000000008260643692;6000000008264274039
Q5580877	Q112973881	Adam Ludvig Boije af Gennäs	Bengt Axel Boije af Gennäs till Lahdentaka	3	2	6000000000044492456;6000000000044648036
Q130684265	Q128803924	Carl Philip Strömfelt	Anna Christina Claesdotter Slatte	3	2	6000000006127651572;6000000039114576994
Q136528904	Q1168365	Carl von Numers Till Uggelbohl	Samuel Olofsson Troilius	3	2	6000000008385773170;6000000008386708140
Q136528904	Q98545703	Carl von Numers Till Uggelbohl	Ulrika Rudbeck	3	2	6000000008385773170;6000000008391355101
Q136387195	Q110303478	Anders Andersson Krok till Kiusala	Carl Hansson	3	2	6000000007471780143;6000000007460869387
Q109835310	Q5724442	Beata Margareta Stenbock	Gabriel Falkenberg af Trystorp	3	2	6000000011892452220;6000000011892297618
Q6011338	Q118289733	Nils Nilsson Silenius ointrod	Per Eriksson Skute	3	2	6000000009560089497;6000000009559956808
Q104549945	Q18632469	Gustav Henriksson Horn af Kanckas	Johann Claesson Galle	3	2	6000000014064929596;6000000014064906534
Q104549945	Q1352818	Gustav Henriksson Horn af Kanckas	Erik Mattias von Nolcken	3	2	6000000009892427312;6000000007032007100
Q11858191	Q53818369	Erik Johan Abrahamsson Palén	Beata Charlotta Wennerstedt	3	2	6000000020389265249;6000000009969443102
Q109835929	Q124305632	Catharina Gerdes	Johan Didrik von Köhler	3	2	6000000009835089130;6000000018027455012
Q6082410	Q6082455	Oscar Thure Gustaf Alexander Rudbeck	Thure Gustaf Rudbeck	3	2	6000000006127612406;6000000012641179202
Q6082410	Q103771980	Oscar Thure Gustaf Alexander Rudbeck	Magdalena von Mentzer	3	2	6000000006127612406;6000000012641179202
Q6082410	Q131763739	Oscar Thure Gustaf Alexander Rudbeck	Lovisa Eleonora Rudbeck	3	2	6000000006127612406;6000000012641179202
Q6082410	Q5562987	Oscar Thure Gustaf Alexander Rudbeck	Axel Axelsson till Sollentunaholm	3	2	6000000006127612406;6000000009475019449
Q5125016	Q109835791	Claes Brorsson Rålamb	Jonas Jonsson Bure	3	2	6000000020181983483;6000000006127550579
Q5125016	Q109835793	Claes Brorsson Rålamb	Märta Bonde	3	2	6000000020181983483;6000000006127550579
Q5125016	Q124606874	Claes Brorsson Rålamb	Hans Didrik Mörner af Morlanda	3	2	6000000020181983483;6000000006127557060
Q5125016	Q6001555	Claes Brorsson Rålamb	Carl Claes Mörner af Morlanda	3	2	6000000020181983483;6000000006127557060
Q109296463	Q110950823	Ottiliana Vellingk	Otto Henrik Adam Lagerberg	3	2	6000000007574128690;6000000007574008758
Q109296463	Q118496209	Ottiliana Vellingk	Claes Sven Lagerberg	3	2	6000000007574128690;6000000007574008758
Q63386902	Q135480135	Tomas Wadenstierna	Anna Catharina Strömner	3	2	6000000012417644416;6000000007645567276
Q140373616	Q16165489	Magdalena Zachariasdotter Bure	Abraham Laurentii Burman	3	2	6000000002994839418;6000000000159955623
Q140373616	Q5720609	Magdalena Zachariasdotter Bure	Jacob Abrahamsson	3	2	6000000011104177044;6000000007923591364
Q140373616	Q135443129	Magdalena Zachariasdotter Bure	Nicolaus Jacobi Eurenius	3	2	6000000011104177044;6000000007923591364
Q140373616	Q16206630	Magdalena Zachariasdotter Bure	Anders Mårtensson Hackzell	3	2	315821360860001721;315820577460001747
Q140373616	Q122705340	Magdalena Zachariasdotter Bure	Nils Christensson Sylvan	3	2	315821360860001721;315897203540008086
Q140373616	Q122705283	Magdalena Zachariasdotter Bure	Christian Sylvan	3	2	315821360860001721;315897203540008086
Q6247044	Q99301884	Didrik Wrangel	Beata von Schulman	3	2	6000000013207278560;6000000006127529490
Q104549946	Q18632469	Anna Helena von Gertten	Johann Claesson Galle	3	2	6000000014064929596;6000000014064906534
Q104549946	Q1352818	Anna Helena von Gertten	Erik Mattias von Nolcken	3	2	6000000009892427312;6000000007032007100
Q122962109	Q4528245	Ebba Eriksdotter Fleming af Lais	Erik Carlsson Siöblad	3	2	6000000006196634116;6000000006196332765
Q122962109	Q115870810	Ebba Eriksdotter Fleming af Lais	Charlotta Regina Palbitzki	3	2	6000000006196634116;6000000006196332765
Q115870622	Q98698347	Elisabet Bagge af Boo	Claes Johan Taube	3	2	6000000006128178312;6000000009628241375
Q65006802	Q135471103	Anna Catharina Schönström	Johan Stigzelius	3	2	6000000006127612699;6000000006127612706
Q112973881	Q5580888	Bengt Axel Boije af Gennäs till Lahdentaka	Erik Gustaf Boije af Gennäs	3	2	6000000000044648036;6000000006127120919
Q112973881	Q630283	Bengt Axel Boije af Gennäs till Lahdentaka	Carl Gustaf Armfelt	3	2	6000000000044517995;6000000000036867072
Q112973881	Q112969914	Bengt Axel Boije af Gennäs till Lahdentaka	Lovisa Aminoff	3	2	6000000000044517995;6000000000036867072
Q630283	Q122926609	Carl Gustaf Armfelt	Berndt Jonas Aminoff	3	2	6000000000831207822;6000000000726051113
Q630283	Q110322649	Carl Gustaf Armfelt	Berndt Jonas Aminoff	3	2	6000000000831207822;6000000000726051113
Q630283	Q123049296	Carl Gustaf Armfelt	Johanna Fredrica Lovisa Johansdotter Taube	3	2	6000000000036867072;6000000012118844421
Q630283	Q123360655	Carl Gustaf Armfelt	Florentina Ulrika Hildebrand	3	2	6000000006127971240;6000000009966383226
Q5581532	Q6215614	Carl Bonde	Fredrik Trolle	3	2	6000000001343726648;6000000001343726658
Q5581532	Q110303168	Carl Bonde	Brita Ramel	3	2	6000000001343726648;6000000001343726658
Q18242858	Q6257444	Hedvig Sofia Amalia Indebetou	John Olof Örvall	3	2	6000000008260670782;6000000025529414480
Q6068957	Q6184934	Carl Ludvig August Axel Reuterskiöld	Erik Samuel Sparre af Söfdeborg	3	2	6000000013192929891;6000000013192986169
Q6068957	Q118727354	Carl Ludvig August Axel Reuterskiöld	Catharina Ulrika Montgomery	3	2	6000000013192929891;6000000013192986169
Q37011454	Q122964928	Fredrik Wilhelm Adam Sinclair	Israel Carl Adam Lagerfelt	3	2	6000000006127836644;6000000006127836651
Q140373631	Q83188934	Ulrika Eleonora Nohrström	Daniel Arosenius	3	2	6000000049540757866;6000000025530608385
Q5914206	Q2490612	Staffan Johansson Klingspor	Johan Gertsson till Ånsta	3	2	6000000008671594277;6000000008671450891
Q5914206	Q61748674	Staffan Johansson Klingspor	Elisabet Jonasdotter Bure	3	2	6000000008671594277;6000000008671450891
Q128803942	Q115870653	Claes Eriksson Slatte	Erik Pedersson Soop	3	2	6000000007224673556;6000000007224264042
Q128803942	Q115870655	Claes Eriksson Slatte	Anna Carlsdotter Månesköld af Seglinge	3	2	6000000007224673556;6000000007224264042
Q110313556	Q104550242	Erik Mårtensson Boije	Claes Hansson Wachtmeister	3	2	6000000005967528001;6000000007511974535
Q110313556	Q111488200	Erik Mårtensson Boije	Anders Boije af Gennäs	3	2	6000000007817289974;6000000011537400357
Q525903	Q110304609	Pontus D'Escouperie	Märta Kurki	3	2	6000000005231669244;6000000012749206747
Q525903	Q110292763	Pontus D'Escouperie	Beata Kurck till Pilois	3	2	6000000005231669244;6000000012749206747
Q525903	Q4989787	Pontus D'Escouperie	Maria Elisabet Stenbock	3	2	6000000005231669244;6000000003883148827
Q5930987	Q19977083	Carl Otto Lagercrantz	Peter Silfverskiöld	3	2	6000000007160649292;6000000012119727672
Q5930987	Q50347246	Carl Otto Lagercrantz	Carl Gustaf Silfverskiöld	3	2	6000000007160649292;6000000012119727672
Q6240337	Q98291981	Per Henrik Widmark RVO	Robert Julius Ström	3	2	6000000009494606557;6000000004073836387
Q6240343	Q98291981	Henrik Adolf Widmark	Robert Julius Ström	3	2	6000000009494606557;6000000004073836387
Q5618664	Q6001555	Ernst von Post	Carl Claes Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q5618664	Q64578344	Ernst von Post	Hampus Vilhelm Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q5618664	Q5040609	Ernst von Post	Carl Otto Mörner af Morlanda	3	2	6000000012361508122;6000000006127523757
Q98698347	Q26405863	Claes Johan Taube	Olof Engelbertsson Bure	3	2	6000000009628241375;6000000006128178312
Q98698347	Q111292763	Claes Johan Taube	Christina Wärnschöld	3	2	6000000009628241375;6000000006128178312
Q98698347	Q134437823	Claes Johan Taube	Jakob Wärnschöld	3	2	6000000009628241375;6000000006128178312
Q449530	Q109296521	Magnus Gustafsson Stenbock till Bogesund	Henrik Falkenberg af Trystorp	3	2	6000000004595255227;6000000006127496801
Q3365030	Q6184934	Carl Fredrik Bengt Lagercrantz	Erik Samuel Sparre af Söfdeborg	3	2	6000000006127401015;6000000006127355935
Q3365030	Q118727354	Carl Fredrik Bengt Lagercrantz	Catharina Ulrika Montgomery	3	2	6000000006127401015;6000000006127355935
Q1352818	Q4528245	Erik Mattias von Nolcken	Erik Carlsson Siöblad	3	2	6000000008826856543;6000000007400217828
Q1352818	Q115870810	Erik Mattias von Nolcken	Charlotta Regina Palbitzki	3	2	6000000008826856543;6000000007400217828
Q1352818	Q5813731	Erik Mattias von Nolcken	Gustaf Adolf Horn till Ekebyholm	3	2	6000000008826856543;6000000007400217828
Q48562235	Q5557702	Olaus Troilius	Johannes Olofsson	3	2	4063046;6000000000161702795
Q48562235	Q71526810	Olaus Troilius	Elisabet Gangia	3	2	6000000002810895810;6000000005436732551
Q53092262	Q5580885	Maria Christina Cronhielm af Flosta	Erik Gustaf Boije af Gennäs	3	2	6000000006127120926;6000000006127120919
Q53092262	Q4938400	Maria Christina Cronhielm af Flosta	Christina Charlotta Cronhielm af Hakunge	3	2	6000000006127120926;6000000012888307497
Q53092262	Q24879115	Maria Christina Cronhielm af Flosta	Polykarpus Erik Cronhielm af Hakunge	3	2	6000000006127120926;6000000012888307497
Q53092262	Q53093056	Maria Christina Cronhielm af Flosta	Gustaf Wilhelm von Köhler till Vilsta	3	2	6000000008506586138;6000000013081430247
Q45776409	Q5747215	Gustaf Henrik Marhein	Carl Funck	3	2	6000000000047106992;6000000008530784559
Q6184934	Q109984422	Erik Samuel Sparre af Söfdeborg	Axel Magnus Otto Reuterskiöld	3	2	6000000013192986169;6000000013192929891
Q6184934	Q76827672	Erik Samuel Sparre af Söfdeborg	Emy Reuterskiöld	3	2	6000000013192986169;6000000013192929891
Q6184934	Q16649602	Erik Samuel Sparre af Söfdeborg	Carl Adolf Lagercrantz	3	2	6000000006127355935;6000000006127401015
Q6184934	Q5949652	Erik Samuel Sparre af Söfdeborg	Claes Gustaf Lagercrantz	3	2	6000000006127355935;6000000006127401015
Q6184934	Q109647492	Erik Samuel Sparre af Söfdeborg	Carl Gustaf Georg Braunerhielm	3	2	6000000006127355935;6000000006127393870
Q6184934	Q16649064	Erik Samuel Sparre af Söfdeborg	Carl Axel Georg Braunerhielm	3	2	6000000006127355935;6000000006127393870
Q33077774	Q110505400	Wilhelm Mauritz Pauli	Arent Möller till Liljenhagen	3	2	6000000008870707039;6000000008061923746
Q5805039	Q5623133	Carl Gustaf Hierta	Fredrik Carl von Dohna-Carwinden till Karwinden	3	2	6000000006128024559;6000000001545723232
Q1389332	Q138756841	Michael Olai Angermannus Wexionius	Nils Nilsson Birgeri Crucimontanus	3	2	4263630100270128037;6000000010546205936
Q73763414	Q73762349	Maria Chydenius	Susanna Meisner	3	2	6000000000583643059;6000000001864870637
Q73763414	Q105705007	Maria Chydenius	Jakob Edgren	3	2	6000000000583643059;6000000030384260673
Q73763414	Q68430192	Maria Chydenius	Jonas Gustafsson Cajanus	3	2	6000000000583643059;6000000010760135378
Q5960165	Q1345250	Carolus Nicolai Bothniensis	Petrus Königsson Königsson	3	2	6000000008394484862;6000000008883663531
Q5960165	Q135479908	Carolus Nicolai Bothniensis	Margareta Hansdotter Gammal	3	2	6000000008394484862;6000000008883663531
Q5960165	Q96183001	Carolus Nicolai Bothniensis	Jacob Lenæus	3	2	6000000008394484862;6000000008883663531
Q5960165	Q131317316	Carolus Nicolai Bothniensis	Barbara Lenaea	3	2	6000000008394484862;6000000008883663531
Q6227936	Q120105430	Fredrik Georg Hans Carl Wachtmeister af Johannishus	Baltzar Philip Salomon Horn af Rantzien	3	2	6000000006127526153;4964163498500125996
Q993166	Q115631666	Eric Henrici Benzelius Botheniensis d.ä.	Johannes Jonæ Hallenius	3	2	6000000007247708268;6000000007920614252
Q94724123	Q107978487		Carl Gustaf Brakel	3	2	6000000000064394764;6000000000127386668
Q5562598	Q140068848	Samuel Aurivillius	Jonas Ullholm	3	2	6000000008391104730;6000000013489150099
Q5562598	Q131609302	Samuel Aurivillius	Magnus Ullholm	3	2	6000000008391104730;6000000013489150099
Q110303113	Q5924883	Magdalena Hansdotter Clerck	Hans Abraham Kruse till Varchow	3	2	6000000012118892581;6000000006127846590
Q110303113	Q99301884	Magdalena Hansdotter Clerck	Beata von Schulman	3	2	6000000013207278560;6000000006127529490
Q16649602	Q118727354	Carl Adolf Lagercrantz	Catharina Ulrika Montgomery	3	2	6000000006127401015;6000000006127355935
Q118174982	Q50347227	Catharina Johanna Gyllenborg	Vilhelm Mauritz von Post	3	2	6000000013227475864;6000000012631155796
Q109531342	Q110303481	Gertrud Margareta Rehbinder	Michael Olofsson Hising	3	2	6000000016955863133;6000000219660280862
Q109531342	Q110303482	Gertrud Margareta Rehbinder	Anna Andersdotter	3	2	6000000016955863133;6000000219660280862
Q71526810	Q1168365	Elisabet Gangia	Samuel Olofsson Troilius	3	2	6000000005436732551;6000000002810895810
Q71526810	Q18246625	Elisabet Gangia	Uno Trulsson	3	2	284133423960001043;6000000005436567477
Q71526810	Q4980659	Elisabet Gangia	Margareta Hansdotter	3	2	284133423960001043;6000000005436567477
Q71526810	Q6082487	Elisabet Gangia	Nicolaus Iohannis Johansson Jr.	3	2	284133423960001043;6000000005436567477
Q71526810	Q109381322	Elisabet Gangia	Reinhold Fredrik August von Ehrenheim	3	2	6000000019127993320;6000000008943423566
Q103771980	Q5562987	Magdalena von Mentzer	Axel Axelsson till Sollentunaholm	3	2	6000000012641179202;6000000009475019449
Q103771980	Q5869087	Magdalena von Mentzer	Carl Henrik Gyllenhaal	3	2	6000000012641179202;6000000014419275749
Q103771980	Q123053906	Magdalena von Mentzer	Carl Alexander Fredrik Gyllenhaal	3	2	6000000012641179202;6000000014419275749
Q103771980	Q108283960	Magdalena von Mentzer	Reinhold Thure Gustaf Carl Gabriel Rudbeck	3	2	6000000012641179202;6000000006127612406
Q103771980	Q64941846	Magdalena von Mentzer	Ida Reinholdina Selma Sofia Rudbeck	3	2	6000000012641179202;6000000006450473205
Q112161299	Q6229400	Andreas Haraldsson Wising	Elias Wolker	3	2	6000000007675883553;6000000006595825517
Q112161299	Q16649267	Andreas Haraldsson Wising	Elias Pedersson Pedersson Gavelius	3	2	6000000007675883553;6000000046751478093
Q1527696	Q140068848	Carl Aurivillius	Jonas Ullholm	3	2	6000000008391104730;6000000013489150099
Q1527696	Q131609302	Carl Aurivillius	Magnus Ullholm	3	2	6000000008391104730;6000000013489150099
Q105705007	Q5698210	Jakob Edgren	Samuel Chydenius	3	2	6000000030384260673;6000000000583643059
Q105705007	Q490870	Jakob Edgren	Anders Jacobsson Chydenius	3	2	6000000030384260673;6000000000583643059
Q105705007	Q109852817	Jakob Edgren	Jakob Jakobsson Chydenius	3	2	6000000030384260673;6000000000583643059
Q116141658	Q140373642	Mathilda Horn af Åminne	Johan Gustaf Uggla till Averstad	3	2	6000000006128061904;6000000012712049963
Q116141658	Q5813731	Mathilda Horn af Åminne	Gustaf Adolf Horn till Ekebyholm	3	2	6000000006128061904;6000000012712297347
Q109835791	Q119636825	Jonas Jonsson Bure	Elisabet Gyllenstierna af Ulaborg	3	2	6000000006127550579;6000000020181983483
Q109835791	Q124606874	Jonas Jonsson Bure	Hans Didrik Mörner af Morlanda	3	2	6000000006127550579;6000000006127557060
Q109835791	Q6001555	Jonas Jonsson Bure	Carl Claes Mörner af Morlanda	3	2	6000000006127550579;6000000006127557060
Q5614957	Q3428167	Erik Dahl	Olof Kolmodin Sr.	3	2	6000000030282704252;6000000000283130012
Q124305632	Q6207077	Johan Didrik von Köhler	Olof Arvidsson Thegner till Rickebasta	3	2	6000000018027455012;6000000009835089130
Q97963406	Q53818369	Anna Johanna Samuelsdotter Forsén	Beata Charlotta Wennerstedt	3	2	6000000020389265249;6000000009969443102
Q99435706	Q6257444	Johan Govert Indebetou	John Olof Örvall	3	2	6000000008260670782;6000000025529414480
Q116761073	Q127270484	Johan Nordenfelt	Robert Petrie	3	2	6000000008250776143;6000000006590181946
Q116761073	Q127270486	Johan Nordenfelt	Margareta Lorentzdotter Höijer	3	2	6000000008250776143;6000000006590181946
Q128045629	Q6170263	Per Reinhold Söderhielm	Fredrik Bogislaus von Schwerin	3	2	6000000011016991671;6000000010801428202
Q128045629	Q136375983	Per Reinhold Söderhielm	Lovisa Charlotta af Petersens	3	2	6000000011016991671;6000000010801428202
Q19822664	Q5756980	Olof Adlerberg till Säby	Albrekt Gerner	3	2	6000000013081298656;6000000013081439309
Q19822664	Q98545629	Olof Adlerberg till Säby	Anna Gyllenborg	3	2	6000000013081298656;6000000013081439309
Q22670971	Q22670913	Christina Anna Svantesdotter Banér till Gamla Karleby	Märta Gustafsdotter Banér	3	2	6000000006944792233;6000000001559006549
Q5562579	Q5629850	Magnus Petri Aurivillius	Petrus Ekerman	3	2	6000000021327773121;6000000008391184274
Q5562579	Q66086126	Magnus Petri Aurivillius	Anna Törner	3	2	6000000021327773121;6000000008391184274
Q5562579	Q5562596	Magnus Petri Aurivillius	Pehr Fabian Aurivillius	3	2	6000000021327773121;6000000008391184274
