geni_id	our_name	qid	candidate_name	via_child	shared_kid_words	shared_spouse_words
6000000060753698937		Q16205855	Tamar of Imereti	სიმონ I / Simon I I Великий Bagriatoni r. 1556 to 1569 / 1578 to 1599	kartli simon	
6000000028120772646	Dmitry Mikhailovich Pozharsky	Q15756	Dmitry Pozharsky	Анастасия Дмитриевна Пронская		
6000000028121103135		Q138546657	Прасковья Варфоломеевна Пожарская	Анастасия Дмитриевна Пронская		dmitry pozharsky
6000000000628787074	Carlo Tancredi María Francisco de Asís Pascual Fernando Antonio de Padua Francisco de Paula Alfonso Andrés Avelino Tancredo di Borbone-Due Sicilie Duque de Calabria, Conde de Caserta e Infante de Es	Q518879	Prince Carlos of the Two Sicilies	María de las Mercedes Cristina Genara Isabel Luisa Carolina Victoria de Todos los Santos of Bourbon-Two Sicilies countess of Barcelona	alfonsa alfonso barcelona bourbontwo calabria countess dolores esperanza infante isabel las los mara mercedes sicilies	las louise mercedes
6000000000307282040	Louise Françoise Marie Laure d'Orléans principessa di Borbone-Due Sicilie	Q962762	Princess Louise of Orléans	María de las Mercedes Cristina Genara Isabel Luisa Carolina Victoria de Todos los Santos of Bourbon-Two Sicilies countess of Barcelona	barcelona bourbontwo countess dolores esperanza las los mara mercedes sicilies	
5536947727080125577	Valentina Mocenigo	Q75305178	Contessa Valentina Mocenigo	Carlo Nicolis, Conte di Robilant e Cereaglio	andrea carlo cereaglio conte conti edmondo francesco gian nicolis olga robilant	
6000000021711905259	Nikolay Nikolaevich Troubetzkoy	Q116480305	Prince Nicholas Nicolaievich Trubetskoy	Igor Nikolayevich Troubetzkoy	igor troubetzkoy youcca	
385217163850004353	Gülçiçek Gazi	Q4447304	Gülçiçek Hatun	Bayezid I ottoman sultan	bayezid	
6000000007229449440	Елена Григорьевна Черткова	Q99929855	Yelena Stroganova			
6000000078355523247	Елизавета Сергеевна княгиня Шаховская	Q108870492	Elizaveta Sergeevna Golovina	Maria Mihailovna Голынская	maria	
6000000005064463845	Atato-Anastasia Кайхсоровна Орбелиани	Q109405483	Atato-Anastasia Orbeliani	Salome Иоанновна Chavchavadze	elene orbeliani salome	orbeliani
6000000003407405455	Francesco IV Joseph Karl Ambrosius Stanislaus d'Asburgo-Este Duca di Modena e Reggio	Q502919	Francis IV of Modena	Maria Beatrece Anna Franziska von Österreich-Este Gräfin zu Montizón	austriaeste chambord ferdinand karl maria modena viktor	beatrice maria modena
6000000003407360857	Maria Beatrice Vittoria Giuseppina di Savoia ducessa di Modena	Q237308	Maria Beatrice of Savoy, Duchess of Modena	Maria Beatrece Anna Franziska von Österreich-Este Gräfin zu Montizón	austriaeste chambord ferdinand karl maria modena viktor	modena
6000000002188458084	Anne Vesey	Q75333135	Anne Vesey	Jane Bermingham	bingham charles jane john	
6000000012278847388	Ilarionas Vasilčikovas	Q4104976	Illarion Vasilchikov	Maria Illarinovna Harnden	irina metternichwinneburg tatiana vasilchikova von	
6000000000847076063	Philippe Angélique de Froissy	Q2849871	Angélique de Froissy	Philippe Henri de Ségur	henri philippe segur	
6000000016007004425	Maria Sidonia Paula Ludmilla von Morsey gen. Picard	Q75378167	Sidonia Baronin von Morsey gennant Picard	Ernst Gordian Paul Franz Xaver Josef Ignaz Jakob Isidor Pelagius Leonhard Maximilian Maria Emanuel von Gudenus	ernst gudenus von	
6000000011336825756	Christian Douglas	Q75304383	Christian Douglas	Gavin Dalzell	anna dalzell gavin william	dalzell robert
6000000016191330007	Ольга Васильевна Кочубей	Q75970409	Olga Sheremeteva	Olga Pavlovna Trubetskaya	olga	
6000000032575756122	Célestine Marie Amelie de la Forest d'Armaillé	Q21663951	Marie Célestine Amélie d'Armaillé	Pauline Celestine Louise de Broglie	celestine pauline	
6000000009690753269	Mary Jane Tolkien	Q76335461	Mary Jane Stow	Marian Esther Chippendale	arthur bindley esther florence george grace henry lawrence mabel marian mary reuel tolkien	benjamin john tolkien
6000000005065579103	Levan V Dadiani	Q4154007	Levan V Dadiani	Екатерина Левановна Шервашидзе	dadiani david grigol konstantin	
6000000005065623276	Marta Zurabovna Dadiani	Q119850825	Марта Зурабовна Церетели	Екатерина Левановна Шервашидзе	dadiani david grigol konstantin	dadiani levan
6000000023977786892	James Stewart	Q75715135	James Stewart of Burray	Barbara Stewart	barbara stewart	janet
6000000024558468019	Janet McLeod	Q76151258	Janet MacLeod	Barbara Stewart	barbara stewart	james stewart
6000000083767443821	Ali-bey Бекирович Шервашидзе	Q132117776	Александр Шервашидзе		shervashidze	
6000000083778840093		Q132142817	Кесария Николаевна Дадиани		shervashidze	
5565777981410055532	Margaret Scott	Q75728529	Margaret Scott	William Thomas Haig 14th Laird	haig william	haig james
6000000010793674777	Elena Grigorievna Trubetskaya	Q104125991	Yelena Cherkasskaya	Aleksey Jurjevich Trubetskoy	aleksey ivan nikita trubetskoy	trubetskoy yury
6000000018448598796	Aleksander Trubecki h. Pogoń Litewska	Q15069708	Alexander Trubetskoy		alexandrovich trubetskoy	
6000000008449259182	Petr Andreevich Shuvalov	Q4527278	Pyotr Shuvalov	Andrey Petrovich Shuvalov	andrey ekaterina petrovna schouvaloff shuvalov	
6000000002188420327	Hélène Louise Françoise Henriette d'Orléans Duchesse d’Aoste	Q260525	Princess Hélène of Orléans	Aimone Roberto Margherita Maria Giuseppe Torino di Savoia-Aosta Duca d'Aosta	aimone amedeo aosta	emanuele filiberto
6000000001470350001	Ferdinando Maria Filippo Lodovico Sebastiano Francesco Giacomo di Borbone-Parma Duca di Parma	Q343990	Ferdinando I, Duke of Parma	Carolina Maria Teresa Giuseppa di Borbone-Parma Kronprinzessin von Sachsen	antonia carolina etruria luisa maria parma	amalia maria
5167029154860074420	Louis I de Lorraine comte d'Harcourt-Armagnac	Q1280342	Louis of Lorraine, Count of Armagnac	Marie de Lorraine Princess of Monaco	alphonse camille charles charlotte henri lorraine louis marguerite marie	
6000000016228346738	Ferdinand Joseph Johann Nepomuk Joseph Pc von Lobkowicz	Q1405992	Ferdinand Joseph, 8th Prince of Lobkowicz	Moritz Aloys Joseph Marcelinus Fürst von Lobkowicz	leopoldine lobkowicz marie moritz von	
6000000016229119169	Weriand Windisch-Graetz	Q97460482	Prince Weriand, 1st Prince of Windisch-Graetz	Hugo Alfred Adolf zu Windisch-Grätz	gabriela hugo karl windischgraetz windischgratz	eleonore marie windischgraetz
6000000016228320260	Marie Eléonore Windisch-Graetz	Q94769613	Marie Eleonore Windisch-Graetz	Hugo Alfred Adolf zu Windisch-Grätz	gabriela hugo karl windischgraetz windischgratz	weriand windischgraetz
6000000006809231282	Lev Kirillovich Naryshkin	Q3237145	Lev Naryshkin	Ivan Lvovich Narishkin	aleksandra ivan naryshkin naryshkina	anna
5061100884090039118	Alexander Stewart	Q66828272	Alexander Stewart, 3rd Earl of Galloway	Margaret Clerk	alexander henrietta james john lady margaret stewart	mary
6000000003366252430	Mary Stewart	Q75455006	Lady Mary Douglas	Margaret Clerk	alexander henrietta james john lady margaret stewart	alexander stewart
6000000025711563426	Maria Egorovna Орлова-Давыдова	Q102160659	Mariya Tolstaya	Alexei Анатольевич Orlow-Dawydow auf Marienburg		
6000000018452233210	Veronica Васильевна Esterházy de Galántha	Q111565362	Vera Vasilievna Trubetskaya	Mihály Antal Kiroly Maria Esterházy de Galántha	esterhzy	
6000000010442563083	Maria von Maydell	Q119498934	Maria von Maydell	Alexandra Андреевна Arapova		
6000000002188510428	Maria Regina Johanna de Merey	Q110504247	Marie Regina Johanna von Merey	Rudolf Joseph Freiherr von Hackleberg-Landau	freiherr rudolf von	
6000000004543709568	Michail Lvovich Tolstoy	Q65150192	Mikhail Tolstoy	Vladimir Mikhailovich Tolstoy	tolstoy vladimir	
6000000014122182516	Alexandra Vladimirovna Tolstaya	Q116733037	Aleksandra Glebova	Vladimir Mikhailovich Tolstoy	tolstoy vladimir	tolstoy
6000000010894872258	Elena Nikitichna Вяземская	Q15241170	Yelena Trubetskaya	Ekaterina Alexandrovna Countess Tolstoy	alexandrovna anna	
6000000002002940299	Carlo II Ludovico di Borbóne-Parma Re d'Etruria	Q352200	Charles II, Duke of Parma	Ferdinando Carlo Vittorio Giuseppe Maria Baldassarre di Borbone-Parma	carlo luisa	maria teresa
6000000002188434572	Maria Teresa di Savoia	Q242865	Maria Teresa of Savoy	Ferdinando Carlo Vittorio Giuseppe Maria Baldassarre di Borbone-Parma	carlo luisa	
6000000022360053390	Emilie Elisabeth Henriette Charlotte Flügge	Q96289596	Emmy Elisabeth Henriette Charlotte Fluegge	Werner Theodor August Friedrich Wilhelm von Quistorp	quistorp von	
6000000032531337922		Q75970286	Aleksandr Sheremetev		sheremetev	
6000000003366224595	James Douglas	Q18576385	James Douglas, 2nd Earl of Queensberry	William Douglas	1st catherine douglas duke henrietta isabel james margaret mary queensberry robert william	margaret stewart
6000000002459934850	Marie Gabrielle Mathilde Isabelle Therese Antoinette Sabine von Bayern Kronprinzessin	Q61450	Princess Marie Gabriele, Princess Rupprecht of Bavaria	Albrecht Luitpold Ferdinand Michael von Wittelsbach Herzog	albrecht irmingard luitpold rudolf	bavaria crown prince rupprecht
6000000007329991665	Henri de Bourbon-Condé	Q351856	Henri, Prince of Condé	Armand de Bourbon	armand bourbon louis	charlotte marguerite montmorency
6000000035627870092	Darejan Arejan Bagrationi	Q5178975	Darejan Dadiani	Анастасия Ираклиевна Эристави	anton elene georgia ketevan levan mariam parnaoz tekle	
6000000002980134289	William Drummond Knight	Q75272106	William Drummond, Master of Drummond	Walter Drummond	andrew drummond walter	forrester mariot
6000000038567229401		Q75970211	Nikolay Shcherbatov			
6000000017819374485	Анна Васильевна Щербатова	Q75970210	Anna Sheremeteva			
6000000016178305085	Alexey Petrovich Kropotkin	Q104848572	Aleksey Kropotkin	Peter Alekseevich Prince Kropotkin	kropotkin peter	
6000000049578079844	Franziska Seraphica Seraphika	Q133042262	Františka z  Herbersteinu	Maria Theresia Felicitas Gräfin Hoyos, Freiin von Stichsenstein	freiherr friedrich graf gregor heinrich hoyos joseph kolumbus ladislaus maria stichsenstein von	
6000000036385161682	Otia Dadiani	Q4154012	Otia Dadiani	Giorgi Dadiani	dadiani giorgi katsia nikolai	chkheidze gulkan
6000000103658047832	Gulkan Chkheidze	Q61867244	Gulkan Chkheidze	Giorgi Dadiani	dadiani giorgi katsia nikolai	dadiani otia
6000000173176873892		Q104377079	Sergey Urusov	Nikita Sergeevich Urusov	nikita urusov	
6000000007852318301	Fyodor Petrovich Sheremetev	Q75970214	Fyodor Sheremetev	Vladimir Feodorovich Sheremetev	sheremetev vladimir	
6000000016148338068	N Шереметева (Лобанова-Ростовская)	Q75970215	Mavra Lopukhina	Vladimir Feodorovich Sheremetev	sheremetev vladimir	fyodor sheremetev
6000000016232742121	Ernst Windisch-Graetz	Q20901759	Prince Ernest of Windisch-Grätz	Karl Windisch-Graetz	eleonore karl otto windischgraetz	
6000000176938865889	Isobel Hamilton	Q75390693	Isabel Hamilton	Alexander Seton	alexander george john margaret master robert seton william	
6000000010527079890	Pelagia Vassilievna Muravyova	Q75970418	Pelageya Sheremeteva	Nikolay Mikhailovich Muravyov	leonid muravyov nikolay	
6000000002188434902	Enrique Pío de Borbón y Catellví II Duque de Sevilla	Q3054706	Enrique de Borbón y Castellví, 2nd Duke of Seville	María Luisa de Borbón y Paradé III Duquesa de Sevilla	borbn enriqueta luisa mara marta parade	
6000000087481671945	Ioane Prince of Mukhrani	Q11926824	Ioane I, Prince of Mukhrani	Варвара Иоанновна Эристави Ксанская	constantine mukhrani	georgia ketevan
6000000035633297380	Ketevan Bagrationi of Georgia	Q10614564	Princess Ketevan of Georgia	Варвара Иоанновна Эристави Ксанская	constantine mukhrani	ioane mukhrani prince
6000000009618709506	Olga Nikolaevna von Leauchtenberg	Q75329887	Olga Repnina	Tamara Romanovsky Georgievna Karanfilova	andrei constantine dimitri elena leuchtenberg tamara von	
4985590381930054584	Marie Collalto	Q75374112	Maria Camilla Prinzessin zu Windisch-Graetz	Manfred von Collalto und San Salvatore	collalto manfred salvatore san und von	
6000000003515591034	Maria Movila	Q110399626	Princess Maria of Moldavia	Ieremia Movila	ieremia	ioan
4913397872480085538	Anastasia-Maria Nefedyevna Tatischeva	Q111021948	Анастасия Нефедьевна Кудрявцева	Anna Alexeyevna Panina	anna pyotr	
6000000008018900992	Shah-Begi Khanum Tajlu Khanum Safavi	Q21527098	Tajlu Khanum	Tahmasp I Safavi r.1524-1576	bahram khanum mirza sultan tahmasp	ismail
6000000018764960170		Q103823433	Semyon Urusov	Dmitry Semyonovich Urusov	dmitry urusov	
6000000002659822310		Q61739027	Matvey Tolstoy	Pavel Matvejewitsch Матвеевич Golenischtschew-Kutusow-Tolstoi	nikolay pavel tolstoy	
6000000006767776667	Praskovia Yurievna Saltukova	Q71354870	Praskovya Saltykova			pyotr saltykov
6000000002188466105	Ercole III Rinaldo d'Este Duca di Modena e Reggio	Q697609	Ercole III d'Este, Duke of Modena	Maria Beatrice Ricciarda Béatrice Richarde d'Este	beatrice deste francesco maria rinaldo	maria teresa
6000000083777356514		Q132142807	Григорий Александрович Шервашидзе	Sasha Григорьевна Шервашидзе		agata
6000000016003174736	Armand Charles Henri de La Croix de Castries	Q123594437	Armand de La Croix de Castries	Edmond Charles Auguste de la Croix de Castries III	castries croix edmond elisabeth jeanne	
6000000005064208780	Erekle I	Q567868	Heraclius I of Kakheti		bagrationi constantine david kakheti ketevan	
6000000008488372835	Elena Sigizmundovna Bagration-Mukhransky	Q61811108	Helena Złotnicka		leonida princess	
6000000013658816305	Kirill Aleksandrovich Prince Bagration	Q12865790	Kiril Bagration			
6000000015910482443	Julie Luciana d'Angennes Marquise de Rambouillet	Q1133818	Julie d'Angennes	Marie Julia de Sainte Maure		
6000000017602688086	Vakhtang I	Q3553354	Vakhtang I, Prince of Mukhrani	Кайхосро Вахтангович Багратион-Мухранский (Владетель Мухранский)	teimuraz	
6000000018154414887	Khvaranze მუხრანბატონი / Mukhran-Batoni	Q110737708	Khoramze	Кайхосро Вахтангович Багратион-Мухранский (Владетель Мухранский)	teimuraz	vakhtang
6000000000769939251	Charlotte Jemima Henrietta Maria FitzRoy	Q5086024	Charlotte Jemima FitzRoy	Charles Paston	charles charlotte howard paston rebecca stuarta william	
6000000010790377214	Richard Henry Roper Hon Rt Rev	Q75281635	Richard Henry Roper	Cadwallader Blayney Trevor-Roper	anna blayney cadwallader caroline henry maria roper william	
6000000002188386710	James Francis Fitzjames Stuart	Q952446	James Fitz-James Stuart, 2nd Duke of Berwick	Pedro Fitz-James Stuart y Colón de Portugal	3rd berwick catalina coln fitzjames francisco guadalupe jacobo mara pedro portugal stuart ventura	
6000000002964201124	Vladimir Fedorovich Arnold	Q4069789	Vladimir Arnold	Igor Vladimirovich Arnold	arnold igor vladimirovich	
6000000002188517400	George Lee	Q5541620	George Lee, 2nd Earl of Lichfield	Anne Clifford	anne charles charlotte george henry lee mary	
6000000014158870752	Ivan Alexandrovich Naryshkin	Q4313556	Ivan Naryshkin	Grigory Ivanovich Naryshkin	varvara	naryshkina
4789994477670075921	Praskovia Dmitrievna Romanova	Q61637775	Praskovya Sheremeteva	Nikolai Romanovich Romanov, of Russia	dimitri prince romanov	
6000000010300057482	Анна Александровна Горчакова	Q75970366	Anna Sheremeteva			
6000000013019464936	Luis María de la Soledad Fernández de Córdoba y Gonzaga XIII Duque de Medinaceli	Q28758385	Luis María Fernández de Córdoba y Gonzaga	Luis Joaquín Fernández de Córdoba y Benavides XIV Duque de Medinaceli	benavides crdoba fernndez joaqun luis	
385226417200003410	Gülbahar Hatun Mükrime	Q2690022	Gülbahar Hatun	Bayezid II sultan	gevherhan hatun	
6000000001782993071	Pavel Aleksandrovich Chavchavadze	Q16028068	Paul Chavchavadze			
6000000002667646297		Q84723519	Yury Urusov	Maria Yulievna Ignatieva		
4822291293450043021	William Cunningham	Q109900069	William Cunningham of 14th of Glengarnock	Margaret Cunningham	agnes cunningham elizabeth john margaret	elizabeth sinclair
6000000002199796599	Elizabeth Sinclair	Q76296424	Elizabeth Helen Sinclair	Margaret Cunningham	agnes cunningham elizabeth john margaret	cunningham william
6000000008857358543	Anastasia Nikitichna Lykova-Obolenskaja	Q44155208	Anastasiya Lykova-Obolenskaya	Elena Borisovna Khvorostinina	borisovna	boris
6000000006809498534	Наталья Борисовна княгиня Долгорукова	Q4164745	Natalia Sheremeteva	Mikhail Prince Dolgorukov	dolgorukov mikhail	
6000000181599919985	Екатерина Александровна Нагловская	Q116878975	Екатерина Александровна Комарова			
6000000015747610334	François Goyon de Matignon Seigneur de Matignon	Q107293858	François Goyon, Seigneur de Matignon, Comte de Thorigny	Charles Auguste Goyon de Matignon	franoise goyon henri jacques leonor marie matignon	
6000000006928467615	Eudokia Petrovna Петровна Countess Gurjewa	Q105357035	Yevdokiya Tolstaya	Aleksandra Александровна Lubomirska		
6000000025834784968	Jean-Louis Charles Guy Marie François Charles Guy de de Faucigny-Lucinge Príncipe de Faucigny-Lucinge	Q75359562	Jean-Louis de Faucigny-Lucinge	Ariel Marie Roberte Marie Roberte de de Ravenel	ariel ysabel	
6000000005065453564		Q1993853	Teimuraz II of Kakheti		anna ketevan	tamar
6000000005065914146	Tamar Bagrationi	Q1060286	Tamar II of Kartli		anna ketevan	
6000000002280165838	John Fermor Kt., MP	Q18576498	John Fermor	George Fermor of Easton Neston	fermor george katherine mary	maud
6000000004850092731	Maud Fermor	Q75911136	Maud Vaux	George Fermor of Easton Neston	fermor george mary	fermor john
6000000037571305194	Simon II Gurieli	Q12869284	Simon II Gurieli	N. Симоновна Дадиани	gurieli mamia	
6000000003142197087	Piotr Petrovich Saltykov	Q104125888	Pyotr Saltykov	Anna Petrovna Шереметева	anna	marfa
6000000003142197053	Marfa Ivanovna Салтыкова	Q104125916	Marfa Prozorovskaya	Anna Petrovna Шереметева	anna	saltykov
6000000014142009833	Francesco Maria Broglia	Q2081569	François-Marie de Broglie, 1st Count of Broglie	Victor Maurice de Broglie	broglie	
6000000002188409392	Jean Pierre Clément Marie d'Orléans	Q578791	Prince Jean d’Orléans	Isabelle Françoise Hélène Marie d'Orléans	anne dorleans franoise henri isabelle	dorleans isabelle
6000000002188420349	Isabelle Marie Laure Mercédès Ferdinande d'Orléans	Q261322	Princess Isabelle d’Orléans	Isabelle Françoise Hélène Marie d'Orléans	anne dorleans franoise henri isabelle	dorleans jean
6000000014594353069	Regina Felizitas Helene Luise Amadea Reuß zu Köstritz	Q75391885	Regina Prinzessin Reuss zu Köstritz	Eleonore Maria Theresia Sibylla Sofie zu Stolberg-Stolberg	andrea antonia arnold bonifacius christina elisabeth ernst ferdinande heinrich hermann ida josef konrad lukas maria petrus sofie stolbergstolberg theresia	
6000000007603061484	Нина Иосифовна Багратион-Мухранская	Q116689203	Nino Tarkhan-Mouravi	Konstantin Aleksandrovich Bagration-Moukhransky	bagrationmoukhransky giorgi	
6000000009945880238	Robert Dalzell	Q75552272	Robert Dalzell of that Ilk	Robert Dalzell	archibald christian dalzell elizabeth gavin janet margaret marion robert	hamilton janet
6000000009945619911	Janet Hamilton	Q75552296	Janet Hamilton	Robert Dalzell	archibald christian dalzell elizabeth gavin janet margaret marion robert	dalzell robert
4534541	Nikolai Dmitrievich Sheremetev	Q75246898	Nikolay Sheremetev	Xenia Nikolaevna Sheremeteva	nikolaevna xenia	
6000000015803248338	Praskovia Petrovna Киселёва	Q104665676	Praskovya Urusova	Елизавета Дмитриевна Милютина		
6000000016046956827	Enrique Maria de Borbón y de León	Q75369838	Enrique de Borbón y de Leon, Marques de Balboa	Jaime de Borbón y de Esteban	balboa borbn esteban isabel jaime marquesa	
6000000050391819931	"Hüma Hatun ""bird of paradise"""	Q4436946	Hüma Hatun	Mehmed II bin Murad Han Ottoman Sultan	fatma mehmed sultan	
6000000037863246392		Q123035608	Nikolay Kropotkin			
6000000002188374392	Ranieri Maria Gaetano di Borbone-Due Sicilie duca di Castro	Q1943652	Prince Ranieri, Duke of Castro	Maria Carmen Carolina Antonia di Borbone-Due Sicilie	carmen castro ferdinando maria	
6000000002188374399	Karolina Franciszka Józefa Burbon	Q3847184	Countess Maria Carolina Zamoyska	Maria Carmen Carolina Antonia di Borbone-Due Sicilie	carmen castro ferdinando maria	castro ranieri
6000000011631540516	Anastasia Kathrina Gfin. zu Pappeheim	Q108654547	Gräfin Anastasia von Schlieffen	Katharina Elisabeth Maximiliane Georgine Elisabeth M Georgine Gräfin von Haugwitz-Hardenberg-Reventlow	albrecht grafin maximilian pappenheim und von	
6000000036895167309	Henry Beauclerk	Q75252430	Henry Beauclerk	John Beauclerk	beauclerk john	charlotte drummond
6000000036896679898	Charlotte Drummond	Q75252432	Charlotte Drummond	John Beauclerk	beauclerk john	beauclerk henry
6000000001513231897		Q18235254	Aleksandr Apraksin	Maria Alexandrovna Александровна Princess Dolgorukov	alexandrovich alexandrovna anna apraksin apraksina	
6000000179473088840	Johann Nepomuk Mittrowsky von Mittrowitz	Q55856776	Maximilian Joseph Graf von Mittrowsky	Johann Nepomuk Graf Mittrowsky von Mittrowitz	nepomuk	
361302740110005394	Nikita Romanovich Zakharyin-Yuryev	Q2328037	Nikita Romanovich		romanov	
6000000013016456391	Christiana Douglas	Q75266503	Christian Douglas	Alexander Stewart	alexander barbara helen nicola stewart william	6th alexander garlies stewart
6000000021610814186	Giorgi Леонтьевич Dadiani	Q4153998	Igor Leontievitch Dadianov			
6000000021609603237	Sofia Александровна Dadiani	Q109608082	Софья Александровна Имеретинская			
6000000035634135032	Vakhtang Dmitrievich Orbeliani	Q12864412	Vakhtan Orbeliani	ვახტანგ / Vakhtang Вахтангович ორბელიანი / Orbeliani	alexander orbeliani vakhtang	tekle
6000000035633388648	Tekle Ираклиевна Orbeliani	Q10614723	Princess Tekle of Georgia	ვახტანგ / Vakhtang Вахтангович ორბელიანი / Orbeliani	alexander orbeliani vakhtang	orbeliani
6000000021596155778	Анна Михайловна Ефимовская	Q135689081	Анна Михайловна Долгорукова			
6000000026148161765	Мария Васильевна Булыгина	Q75970374	Mariya Sheremeteva			
6000000009086178645	Sophia Nikoalevna Davydova	Q105488963	Sofia Nikolaevna Davydova (nee Chirkova)	Vadim Denisovich Davydov		
6000000018757737090		Q115735086	Maria Mikitichna Dandukova-Korsakova		mikhailovna	
6000000002188517771	Lorenzo Ginori Lisci	Q3836968	Lorenzo Ginori Lisci, 4th Marquess of Riparbella and Cecina	Ippolito Venturi Ginori Lisci marchese di Riparbella	benedetto carlo ginori ippolito lisci riparbella venturi	
6000000012239656359	Прасковья Николаевна Ланская	Q106143588	Praskovya Dolgorukova	Alexander Petrovich Lachinov		
6000000055677615986	Maria Ludwika Wodzicka	Q17864529	Zygmunt Michałowski	Zygmunt Antoni Franciszek von Michalow	zygmunt	
6000000028746689862	Murza Satyevich Urusov	Q132213681	Сатый-мурза Урусов	Andrey Satyevich Urusov	andrey urusov	
6000000003407468375	Katherine Darnley Sheffield	Q64668470	Catherine Sheffield, Duchess of Buckingham and Normanby	Catherine Annesley	annesley catherine edmund john robert sheffield	
6000000007705550494	Leopold Karl Joseph Franz de Paula Adam Ignaz von Windisch-Graetz	Q61813922	Leopold Karl Joseph von Windisch-Graetz	Joseph Ludwig Nikolaus Anton de Paula Johannes Nepomuk Adam Raymund Erbfürst von Windisch Graetz Stammvater 2 ehelinien	joseph	
4249504907960125401	Marchese di Riofreddo Luigi Gonzaga Luigi of del Drago y Muñoz	Q75371129	Luigi Gonzaga dei Principi del Drago, Marchese di Riofreddo	Clemente dei principi del Drago	benedetto clemente dei del drago filippo marchese mario principi riofreddo	
6000000008450147037		Q18280384	Pyotr Shuvalov	Софья Петровна Бенкендорф	varvara	
6000000002188386530	Henriette de Clermont d'Amboise	Q75360827	Henriette FitzJames	Diane Jacqueline Louise Josèphe Henriette de Clermont d'Amboise	charles clermont damboise diane georges henriette jacqueline jacques jeanbaptiste louis louise	
6000000013269124866		Q15065420	Pavel Golitsyn		olga zinaida	varvara
6000000016504464432	Nikolai Alekseevich Dolgorukov	Q106570135	Nikolay Dolgorukov			olga
6000000010336278592	Olga Aleksandrovna Dolgorukova	Q106835429	Olga Lvova			dolgorukov
6000000070980463580	Darja Kirillovna Naryshkina	Q56281204	Darya Naryshkina	Ekaterina Ivanovna Ивановна Countess Razumovskaya	razumovskaya	ivan
6000000002667680041	Александра Федоровна Ухтомская	Q111524231	Alexandra Feodorovna Tolstaïa			
6000000017969935437		Q16688723	Vladimir Prozorovsky	Анна Владимировна Акинфова		
6000000002187962135	David Drummond 2nd Lord Drummond	Q61467026	David Drummond, 2nd Lord Drummond	Jean Drummond	anne catherine drummond james lilias mary patrick	lilias ruthven
6000000003126025114	Lilias Ruthven	Q61467028	Lilias Ruthven	Jean Drummond	anne catherine drummond james lilias mary patrick	2nd david drummond lord
6000000006772447060	Anastasia Petrovna Golitsyna	Q4141607	Anastasiya Golitsyna	Aleksei Ivanovich Golitsyn	fyodor golitsyn ivanovich	golitsyn ivan
6000000191717448865	Agnes Saunders	Q105856533	Agnes	Mary Fermor	mary	
6000000017916409377	Constantin Константинович Имеретинский	Q16062919	Constantine Imeretinsky	Мария Константиновна Шиловская		
6000000002188436774	Teresa del Drago	Q131522503	Donna Teresa Massimo, dei Principi Massimo	Filippo Massimiliano del Drago principe di Mazzano e d'Antuni	del drago filippo massimiliano mazzano teresa	
6000000016835580987	Дмитрий Вахтангович кн. Джамбакур-Орбелиани	Q607195	Aleksandr Baryatinsky	Tebro Pavlovna Павловна Orbeliani	tebro	
6000000013922224936	Elisaveta Dmitrievna Барятинская	Q28665711	Elizabeth Orbeliani-Baryatinskaya	Tebro Pavlovna Павловна Orbeliani	tebro	
6000000026437208223	Ekatrina Nikolaevna Khovanskaya	Q109860514	Ekaterina Gerken	Elizaveta Aleksandrovna Lyapunova-Khovanskaya	aleksandr elizaveta khovansky	
6000000006975491504	Grigory Nikolayevich Trubetskoy	Q4464160	Grigory Trubetskoy		mikhail trubetskoy	
6000000004543833413	Sophia Andreevna Tolstaya	Q271934	Sophia Tolstaya	Lev Lvovich Tolstoy	alexandra andrey ilya lev lvovich lvovna maria sergey tolstaya tolstoy	
6000000079036800902	Wilhelm Mittrowsky	Q101051634	Wilhelm Mittrowsky	Wladimir Mittrowsky		
6000000014706521119	Ascanio Pio di Savoia principe di San Giorgio	Q137380799	Ascanio Pio di Savoia	Carlo Pio di Savoia		
6000000011772406338	Dorothea Marie Amélie Caroline von Diebitsch	Q136109539	Dorothea, Burggräfin und Gräfin zu Dohna-Schlodien	Hans* Gotthard Alfred Friedrich Paul von Diebitsch	alfred diebitsch friedrich gotthard hans paul von	
6000000003171571454	Robert Innes 2nd Baronet Innes	Q43912871	Sir Robert Innes of that Ilk, 2nd Bt.	Grizzel Innes	elizabeth innes james jean john margaret marie sir william	jean ross
6000000003171679642	Jean Ross	Q75535205	Jean Ross	Grizzel Innes	elizabeth innes james jean john marie sir william	2nd innes robert
6000000006767946640	Sofia Alexandrovna Countess Shuvalova	Q112495031	Sofia Saltykova	Css Elena Григорьевна Skaryatina	shuvalov	
6000000019594390566		Q2618516	George VII of Imereti	Alexander V Bagration of Imereti	alexander george imereti mamuka	tamar
6000000186707781878	Rodami Георгиевна Багратион	Q16203348	Princess Rodam of Kartli	Alexander V Bagration of Imereti	alexander imereti mamuka	
5089002512160070488	Eleanora de Orléans-Bragança princesse de Ligne	Q5354440	Princess Eleonora, Princess of Ligne	Henri Antoine de Ligne prince héréditaire de Ligne	alix antoine henri ligne prince	ligne michel prince
6000000000669668085	Eudokia Lukyanovna Romanova	Q255429	Eudoxia Streshneva	Alexei Mikhailovich Romanov	alexei anna irina ivan mikhailovich mikhailovna romanov romanova tatyana	michael
