n	geni_id	qid
56039	6000000084828890998	Q99828354
56040	6000000011752158011	Q99838168
56041	6000000011133993503	Q99863888
56042	6000000083727964931	Q99938227
56043	6000000031760244872	Q999413
56044	2755138	Q99975894
56045	6000000053186603938	Q999904
56046	6000000069456439114	Q1001515
56047	5174430996890130769	Q1001705
56048	285806819080007261	Q1002295
56049	6000000175186590402	Q1002879
56050	6000000014128703274	Q100323263
56051	6000000163189412851	Q100324234
56052	6000000091826618852	Q1003437
56053	6000000042035925876	Q1003471
56054	6000000039945781236	Q100348318
56055	6000000003601134529	Q100417359
56056	6000000089530262032	Q1004178
56057	6000000015984160469	Q100440
56058	6000000003027940068	Q1004493
56059	6000000186175426155	Q100591673
56060	6000000025646057890	Q100592223
56061	6000000133475908850	Q100725181
56062	6000000181502859834	Q100742
56063	329033412250004967	Q100780163
56064	6000000140702962087	Q1008322
56065	6000000039794707860	Q1008716
56066	6000000092321732145	Q1008749
56067	6000000175192055821	Q1008988
56068	6000000115588268821	Q100901
56069	6000000009413340565	Q100936492
56070	6000000048304117887	Q1009698
56071	6000000176716049859	Q101003
56072	6000000090982786902	Q1010255
56073	6000000004227546050	Q101064591
56074	6000000023202641607	Q101114773
56075	6000000019330147585	Q101210211
56076	6000000009126978238	Q101236677
56077	6000000083020289270	Q101247073
56078	6000000052047830136	Q101335
56079	6000000024631791670	Q101384796
56080	6000000042150297961	Q101422239
56081	6000000000244739545	Q101445888
56082	6000000033042155835	Q101543845
56083	6000000037669509129	Q101579
56084	6000000023261486015	Q101596949
56085	6000000074841050124	Q1016269
56086	6000000178890185838	Q101642
56087	6000000003410258689	Q1016882
56088	6000000029643635820	Q101740
56089	6000000076830594650	Q1020106
56090	6000000002676206548	Q1020229
56091	6000000001286093598	Q102047917
56092	6000000023835427128	Q102048080
56093	6000000089854072921	Q102066840
56094	6000000012139151899	Q102085501
56095	6000000137330700861	Q102166352
56096	6000000014230076442	Q102379
56097	6000000041806384858	Q102381739
56098	6000000039998533914	Q102394277
56099	6000000091516086910	Q102419561
56100	6000000040510200767	Q102420886
56101	6000000010557981075	Q102495
56102	6000000001505007612	Q1025817
56103	6000000012378889334	Q102590302
56104	6000000010730862778	Q10263920
56105	6000000012848878498	Q102648
56106	6000000056341552010	Q1026509
56107	6000000019939522891	Q10266475
56108	6000000140749053971	Q1027028
56109	6000000039299222383	Q10271986
56110	6000000185700285920	Q10272407
56111	6000000077139720153	Q102726
56112	6000000032745775868	Q102730
56113	6000000079479632105	Q1027671
56114	6000000026106605311	Q1027747
56115	6000000006336492322	Q10278355
56116	6000000009880250601	Q10278390
56117	6000000029356818846	Q1027911
56118	6000000013078351021	Q102804
56119	6000000000653645505	Q10281026
56120	6000000013071091266	Q102822
56121	6000000080790688137	Q1028228
56122	6000000180955861847	Q1028255
56123	6000000179402750881	Q10282601
56124	6000000013222784238	Q102830
56125	6000000102377040040	Q1028369
56126	6000000007589832997	Q10284829
56127	6000000152740646006	Q10285397
56128	6000000017729139942	Q10285549
56129	6000000211224705831	Q10285577
56130	6000000102510867878	Q10285685
56131	6000000080714166912	Q10286843
56132	6000000043198205190	Q1028885
56133	6000000109365102842	Q10289082
56134	6000000017131573836	Q10289448
56135	6000000073398697527	Q10293777
56136	6000000143121920061	Q1029639
56137	6000000033335299937	Q10298703
56138	6000000060204479893	Q1030080
56139	6000000098719777851	Q10301346
56140	6000000025055769012	Q10303369
56141	6000000017567748757	Q10307159
56142	6000000174352670671	Q10307569
56143	6000000017564833139	Q10308787
56144	6000000020041929011	Q10309448
56145	4518877788440048382	Q10309982
56146	6000000020041959026	Q103111594
56147	6000000140005536959	Q10311192
56148	6000000082423290007	Q10311727
56149	6000000030125797515	Q10311918
56150	6000000087910272024	Q1031239
56151	6000000113820486821	Q10312547
56152	6000000021012287515	Q10312620
56153	6000000034891697850	Q103132
56154	6000000015896041953	Q10321235
56155	6000000033851913709	Q103216
56156	6000000015356801638	Q10321825
56157	6000000178210737875	Q103231
56158	6000000056815703872	Q10324156
56159	6000000021622416790	Q10324263
56160	6000000010179783585	Q10324398
56161	6000000016682468634	Q10324686
56162	6000000202237158861	Q10325871
56163	6000000174828725456	Q10326814
56164	6000000077199935929	Q10338324
56165	6000000138891411883	Q1033860
56166	6000000017462855364	Q10340181
56167	6000000019057521487	Q1034380
56168	6000000020626267678	Q103449635
56169	6000000015353560643	Q10346727
56170	6000000017378299777	Q10347425
56171	6000000149401900880	Q10347425
56172	6000000027823110845	Q10347861
56173	6000000019064459311	Q103492
56174	6000000002959022461	Q1035201
56175	6000000036266598790	Q1035386
56176	6000000100518273821	Q10357417
56177	6000000042236119199	Q1035751
56178	6000000120090839862	Q103587
56179	6000000028953522337	Q1036252
56180	6000000029882741794	Q10363699
56181	6000000067723167821	Q10364348
56182	6000000077953539873	Q10365334
56183	6000000047014633041	Q103667
56184	6000000036945977272	Q103673
56185	6000000085315468006	Q1036819
56186	6000000077303784796	Q10372476
56187	6000000017661380529	Q1037254
56188	6000000138995570821	Q1037404
56189	6000000161363713835	Q1037516
56190	6000000026591995742	Q103784884
56191	6000000020707152447	Q10379329
56192	6000000016519185106	Q1038009
56193	6000000051382705883	Q103813580
56194	6000000123689121057	Q1038186
56195	6000000085175310852	Q10383110
56196	6000000216641142822	Q103838937
56197	6000000015762689237	Q1038450
56198	6000000025891705854	Q103865357
56199	6000000025445392258	Q10389742
56200	6000000018479371620	Q10390233
56201	6000000133598050832	Q1039112
56202	6000000058717927886	Q1039339
56203	6000000058717911909	Q1039342
56204	6000000003848723171	Q10395755
56205	6000000076056564176	Q10396162
56206	6000000020358791295	Q1039626
56207	6000000041536938648	Q1039720
56208	6000000021000673683	Q104003
56209	6000000171752411986	Q1040075
56210	6000000013175136276	Q1040279
56211	6000000180071636823	Q104049719
56212	6000000041446736860	Q104104
56213	6000000019393573489	Q104118613
56214	6000000186385341825	Q1041211
56215	6000000090835791833	Q104144
56216	6000000075420454139	Q10416428
56217	6000000107086820832	Q104209403
56218	6000000089627863821	Q104215712
56219	6000000149228744904	Q104222185
56220	6000000029574525458	Q104248323
56221	6000000185453320531	Q104249368
56222	6000000024831453121	Q10425369
56223	6000000081569962825	Q104269
56224	6000000196256990827	Q1042721
56225	6000000084720401233	Q104273
56226	6000000022280197109	Q104286575
56227	6000000081591654139	Q104286601
56228	6000000034390751022	Q104286711
56229	6000000067666093836	Q104370493
56230	6000000156669292862	Q1043826
56231	6000000081727709226	Q104410379
56232	6000000188981729904	Q104421648
56233	6000000042049624968	Q104422473
56234	6000000008854043686	Q104434130
56235	6000000009517254459	Q104448951
56236	6000000008658273937	Q104449736
56237	6000000084497266018	Q104450053
56238	6000000025848874113	Q104518638
56239	6000000196850967821	Q104542575
56240	6000000022862748593	Q104543094
56241	287060806660008563	Q104545414
56242	6000000038816553088	Q104547324
56243	6000000013201490582	Q104582
56244	6000000071769218158	Q104591
56245	6000000079211565197	Q1046038
56246	6000000006365983652	Q1046262
56247	6000000018145295420	Q104628248
56248	6000000016268167135	Q104631409
56249	6000000009973450345	Q104650826
56250	6000000015656173547	Q104654174
56251	6000000178751159850	Q104690008
56252	6000000014790560046	Q104696212
56253	6000000087138068862	Q104703228
56254	6000000179964487850	Q104704111
56255	6000000076698775667	Q104705955
56256	6000000006575216197	Q104767146
56257	6000000024693316817	Q104771
56258	6000000050026575063	Q104773112
56259	6000000031009720360	Q104783770
56260	6000000055016675992	Q104806508
56261	6000000010628072369	Q104825859
56262	6000000038215711681	Q104832758
56263	6000000087326494959	Q104849383
56264	6000000012669475395	Q104873826
56265	6000000007037587273	Q104899495
56266	6000000077835533961	Q104918428
56267	6000000072716167812	Q105038355
56268	6000000042150527089	Q1050956
56269	6000000081963222612	Q10511067
56270	6000000029578248590	Q105118
56271	6000000094629345953	Q105134181
56272	6000000026201857306	Q105138227
56273	6000000011262498258	Q1051942
56274	6000000033864827193	Q105236
56275	6000000002802307433	Q1052407
56276	6000000012185456076	Q105288260
56277	6000000000969876621	Q105293869
56278	6000000207368280828	Q105362621
56279	6000000064865319259	Q105364110
56280	6000000018919503480	Q105367199
56281	6000000102731738835	Q105373463
56282	6000000021451190698	Q105374758
56283	6000000091176378133	Q1053876
56284	6000000054683412981	Q105388905
56285	6000000123216216860	Q105390865
56286	6000000090981460858	Q1054296
56287	462701	Q105430440
56288	6000000015119817067	Q105454317
56289	6000000178715103822	Q105454550
56290	6000000187728524826	Q105455042
56291	6000000028551496179	Q105457
56292	6000000038778310708	Q105458466
56293	6000000026561161269	Q105458470
56294	6000000021317453027	Q105460
56295	6000000023980163848	Q105466532
56296	6000000031322104934	Q105469588
56297	6000000171813186838	Q105483
56298	6000000058893864912	Q1055011
56299	6000000024462307887	Q105504873
56300	6000000151688234912	Q105504873
56301	6000000063343932978	Q105511068
56302	6000000022037398089	Q105520130
56303	6000000145348165059	Q1055202
56304	6000000083333290306	Q1055449
56305	6000000090581781493	Q1055587
56306	6000000056012781084	Q105572039
56307	6000000067742428888	Q1055736
56308	6000000023330738958	Q105573965
56309	6000000075429336937	Q10559700
56310	6000000041801398001	Q1056
56311	6000000007667182443	Q105616074
56312	6000000201367756926	Q105640388
56313	6000000182700337824	Q105643545
56314	6000000029553176067	Q105652845
56315	6000000140879877823	Q1056905
56316	6000000018079686682	Q105702013
56317	6000000055358757844	Q105704846
56318	6000000030829503332	Q105705281
56319	6000000055363758869	Q105749222
56320	6000000086422540997	Q1057936
56321	6000000006352546033	Q105816016
56322	6000000181308436837	Q105869125
56323	5553562492490026240	Q105944
56324	6000000021810483423	Q1059541
56325	6000000041742052621	Q105962
56326	6000000187682379895	Q105972746
56327	6000000038912841573	Q105986510
56328	6000000124479128821	Q105993903
56329	6000000136519608749	Q1060058
56330	6000000041801319834	Q106042015
56331	6000000180862404870	Q106066
56332	6000000007839836391	Q106072112
56333	6000000113116239838	Q106146
56334	6000000142688603822	Q1061734
56335	6000000187122990838	Q106176
56336	6000000046994812867	Q106209
56337	6000000008123012797	Q106220490
56338	6000000191482411836	Q106221618
56339	6000000019336897286	Q106231990
56340	6000000032063336892	Q106238428
56341	6000000177761502827	Q106292992
56342	6000000083254139829	Q106312018
56343	6000000174203208945	Q106315403
56344	6000000023896577692	Q1063524
56345	6000000025526242174	Q1063698
56346	6000000067592292845	Q106382128
56347	6000000040101011533	Q106393179
56348	6000000025578929711	Q106393354
56349	6000000130281952830	Q106397236
56350	6000000015672606152	Q106406607
56351	6000000088137338850	Q1064126
56352	6000000050682634829	Q106454
56353	6000000041512178429	Q106454977
56354	6000000037559571175	Q106465
56355	6000000004097564338	Q106466558
56356	6000000031011768741	Q106468997
56357	6000000214916319822	Q106475235
56358	6000000009315874890	Q106508227
56359	6000000214169893821	Q106522662
56360	6000000017378669845	Q106553067
56361	6000000001529617615	Q106561562
56362	6000000038896508257	Q106574321
56363	327905656320005474	Q106590642
56364	6000000014290567387	Q106591043
56365	6000000026078973089	Q1066341
56366	6000000032958065736	Q1066403
56367	6000000043155852471	Q106663810
56368	6000000054957519164	Q1066645
56369	6000000024415719832	Q106707208
56370	6000000014248718108	Q106733
56371	6000000014403913132	Q106751
56372	6000000092788032400	Q1067812
56373	6000000145343954135	Q1067919
56374	6000000010389124410	Q106810320
56375	6000000026012351722	Q106816624
56376	6000000019513494181	Q106821184
56377	6000000187951370835	Q106828403
56378	6000000004236379498	Q106839272
56379	6000000180727597845	Q106881818
56380	6000000075254546860	Q1068841
56381	6000000000960745261	Q106889772
56382	6000000074456106874	Q106908447
56383	6000000052098525035	Q106926598
56384	6000000068411914857	Q106927
56385	6000000142900698924	Q1069399
56386	6000000069777675998	Q106940932
56387	6000000174555042235	Q107025150
56388	6000000074333330953	Q107044210
56389	6000000012905565370	Q107104353
56390	6000000047376287821	Q10710467
56391	6000000077366831194	Q10710657
56392	6000000047778322913	Q107114042
56393	6000000176630707980	Q107185840
56394	6000000097090359891	Q107206221
56395	6000000063304933999	Q107208164
56396	6000000041802219980	Q107264
56397	6000000141101503920	Q1072865
56398	6000000038270970659	Q1072997
56399	6000000097022723136	Q107326424
56400	6000000016922334796	Q107344406
56401	6000000181062661842	Q107393512
56402	6000000029392359494	Q107402
56403	6000000014187782060	Q107405
56404	6000000030085702162	Q107419
56405	6000000182192179845	Q107449255
56406	6000000041321238111	Q107450
56407	344396666220012727	Q107464287
56408	6000000065163123933	Q107510895
56409	6000000081800645893	Q107555953
56410	6000000081000997925	Q107561058
56411	6000000054244933912	Q107571969
56412	6000000112685251944	Q107591567
56413	6000000034213193503	Q107619
56414	6000000180612657825	Q107622880
56415	330119090380005849	Q107690045
56416	6000000000507101746	Q107708218
56417	6000000014786836393	Q10770983
56418	6000000003196757881	Q107727530
56419	6000000033077940154	Q1077594
56420	6000000043791401978	Q107807926
56421	6000000034221365137	Q107808301
56422	6000000038167686945	Q10781005
56423	6000000158649944821	Q1078238
56424	6000000173635103851	Q1078285
56425	6000000033050259924	Q1078535
56426	347877828740011342	Q10787546
56427	6000000107454326857	Q107909
56428	6000000016382144454	Q107919935
56429	6000000107162219823	Q1079656
56430	6000000020815503440	Q107970
56431	6000000021515669015	Q1080057
56432	6000000027100201943	Q108028
56433	6000000003923907340	Q108028197
56434	6000000085661754833	Q108035683
56435	6000000075426623842	Q108110961
56436	6000000202628243824	Q108113
56437	6000000015259544391	Q108121542
56438	6000000007969399432	Q108178
56439	6000000015310391802	Q108196220
56440	6000000002868493397	Q108205520
56441	6000000086871212863	Q1082292
56442	6000000178877940821	Q1082558
56443	6000000040817175075	Q108314909
56444	6000000026354393897	Q108330659
56445	6000000000404619437	Q1083403
56446	6000000127979078940	Q1083403
56447	6000000057551856877	Q108372723
56448	6000000017153187368	Q108374459
56449	6000000138297342836	Q108390
56450	6000000030815352787	Q108430700
56451	6000000038677863949	Q108435717
56452	6000000002745208009	Q108440773
56453	6000000008127017934	Q1084653
56454	6000000221981187965	Q108470940
56455	6000000051419152927	Q108471069
56456	6000000001173921069	Q108476101
56457	6000000007232248146	Q108476148
56458	6000000155935103822	Q108476148
56459	6000000085181262896	Q108488
56460	6000000003398970612	Q108510
56461	6000000201305410854	Q108534152
56462	6000000137826605934	Q10854245
56463	6000000007417710513	Q108546522
56464	6000000084394911951	Q10856290
56465	6000000024851022492	Q108567855
56466	6000000100760165999	Q10857613
56467	6000000112954355830	Q1085799
56468	6000000155126403821	Q1085834
56469	6000000024878875285	Q10858357
56470	6000000035118293414	Q1086019
56471	6000000015585877335	Q1086433
56472	6000000033621717009	Q108684013
56473	6000000002721003659	Q1086861
56474	6000000109340749866	Q108696358
56475	6000000010012968671	Q108709554
56476	6000000115349757862	Q108807429
56477	6000000011473023658	Q108813350
56478	3043761	Q108814758
56479	6000000001700653612	Q108814758
56480	6000000006816105600	Q108899729
56481	6000000182538309834	Q108901610
56482	6000000078719562115	Q108912
56483	6000000177432830870	Q1089164
56484	6000000013101507185	Q108937752
56485	6000000051471977836	Q108944618
56486	6000000022922203835	Q108987562
56487	6000000016200245197	Q109032745
56488	6000000179450421850	Q109051038
56489	6000000222422158932	Q109063
56490	6000000041192059575	Q1090928
56491	6000000052070756037	Q1091432
56492	6000000180056836821	Q109174034
56493	6000000133108353104	Q1092012
56494	6000000100828656833	Q109230973
56495	6000000002908922726	Q109244390
56496	6000000023994436807	Q109250974
56497	6000000036292774149	Q10929124
56498	6000000013135625990	Q109333369
56499	6000000003345973976	Q109350531
56500	6000000119310557040	Q1093510
56501	6000000042427026022	Q109402827
56502	6000000156860917036	Q1094183
56503	6000000042816743638	Q109466080
56504	6000000178214110827	Q10950604
56505	6000000142479818316	Q109518229
56506	6000000179448970831	Q109520370
56507	6000000015663573284	Q1095411
56508	6000000006603502637	Q109564820
56509	6000000011216218047	Q109587344
56510	6000000121570123880	Q109594199
56511	6000000089860774352	Q109604285
56512	6000000184886878823	Q1096163
56513	6000000065056080906	Q10965406
56514	6000000065602305025	Q10965609
56515	6000000030083895128	Q10965661
56516	6000000074728047926	Q10966919
56517	6000000181448342860	Q109760338
56518	6000000033745430281	Q109796691
56519	6000000025096088730	Q109829509
56520	6000000038111466877	Q10985421
56521	6000000120373554987	Q109855434
56522	3662471	Q109859504
56523	6000000022545546872	Q109939792
56524	6000000112604543945	Q110038792
56525	6000000061089864850	Q1100609
56526	6000000169744299940	Q1100690
56527	6000000044189168839	Q1100710
56528	6000000083901781830	Q1100953
56529	6000000009445467636	Q110103175
56530	6000000005573376894	Q110126577
56531	6000000003912832176	Q1101272
56532	6000000005002583014	Q110144072
56533	6000000184239473830	Q110149437
56534	6000000145412598822	Q1101617
56535	6000000177336623862	Q1101622
56536	6000000029552981628	Q1101841
56537	6000000052871113842	Q1101944
56538	6000000128239172829	Q1101996
56539	6000000009771209933	Q110205423
56540	6000000154710866907	Q110206155
56541	6000000178472632889	Q11020833
56542	6000000012697971297	Q110223987
56543	6000000141009913835	Q1102561
56544	6000000094511779822	Q11026725
56545	6000000019556814667	Q11027102
56546	6000000025015849517	Q110282526
56547	6000000194814697826	Q110293321
56548	6000000001239467863	Q110322275
56549	6000000013498238587	Q11034695
56550	6000000018236033592	Q110415074
56551	6000000174189893143	Q110416330
56552	6000000051554172010	Q1104412
56553	6000000071640907924	Q1104582
56554	6000000016569791716	Q110469021
56555	6000000009180565382	Q110485596
56556	6000000022558155518	Q110487869
56557	6000000009522117757	Q11055079
56558	6000000015413118245	Q11056697
56559	6000000032392995755	Q110591695
56560	6000000075507953854	Q11060143
56561	6000000017884113907	Q110607865
56562	6000000000505622231	Q110636248
56563	6000000161810104916	Q11063709
56564	6000000100555121093	Q1106621
56565	6000000075425757964	Q11066492
56566	6000000019346190540	Q110670210
56567	6000000031369409663	Q1106834
56568	6000000075607357882	Q11068577
56569	6000000009420193935	Q110688079
56570	6000000030662818355	Q1106940
56571	6000000184578908966	Q110703
56572	6000000018301452650	Q110736566
56573	6000000020263639617	Q110755196
56574	6000000035371267851	Q110786878
56575	6000000010102192663	Q1108007
56576	6000000008227398461	Q11080310
56577	6000000051611454899	Q110843396
56578	6000000051223744956	Q110887995
56579	6000000083589339046	Q110888244
56580	6000000039288681067	Q110923315
56581	6000000024488152230	Q110942814
56582	6000000149913425986	Q110943489
56583	6000000151544989822	Q110951935
56584	6000000194809063839	Q110954602
56585	6000000093495778881	Q1109605
56586	6000000028828328302	Q110965871
56587	6000000095222044843	Q110971746
56588	6000000110425621960	Q11100
56589	6000000015065634105	Q111011743
56590	6000000032702137966	Q11101414
56591	6000000073616980082	Q111017692
56592	6000000024155610388	Q111036294
56593	6000000002656201939	Q111049907
56594	6000000179185611847	Q111091965
56595	6000000021688098516	Q111102
56596	6000000062916468147	Q1111285
56597	6000000056271137930	Q111133200
56598	6000000004059487856	Q111151930
56599	6000000041437942921	Q1111728
56600	6000000034540936376	Q1111830
56601	6000000075505058538	Q11120908
56602	6000000046128819012	Q1112656
56603	6000000010104607000	Q111280061
56604	6000000021502540848	Q111281820
56605	6000000002764565344	Q111334131
56606	6000000082579975234	Q111345048
56607	6000000079525819935	Q111349662
56608	6000000057886894277	Q111359796
56609	6000000039225043378	Q1113640
56610	6000000096297571062	Q111465508
56611	6000000154794811823	Q111468116
56612	6000000109746760962	Q1114941
56613	6000000065746054950	Q111517212
56614	6000000004191912463	Q11153
56615	6000000035175267150	Q11156
56616	6000000143833318857	Q1115926
56617	6000000001579269578	Q111603306
56618	6000000140259507352	Q1116160
56619	6000000002488726148	Q111653250
56620	6000000006743042493	Q111653466
56621	6000000019981022122	Q111653466
56622	6000000103709099935	Q111661888
56623	6000000009696477402	Q111703407
56624	6000000040899461169	Q1117118
56625	6000000137659810839	Q1117124
56626	6000000041403384277	Q111721323
56627	6000000082532800102	Q111721995
56628	6000000024647824275	Q111732105
56629	6000000000166263958	Q1117778
56630	6000000174101904891	Q111803221
56631	6000000033692834010	Q11182169
56632	6000000038146130916	Q111828410
56633	6000000018185831645	Q1118783
56634	6000000037011978298	Q111955191
56635	6000000041507106225	Q111969
56636	6000000175875707895	Q11198089
56637	6000000005962487593	Q112025739
56638	6000000006796390662	Q11202677
56639	6000000175029112895	Q112074548
56640	6000000007231766965	Q1121068
56641	6000000149982168841	Q112112034
56642	6000000119770887821	Q112118801
56643	6000000030644608099	Q112129017
56644	6000000010039968486	Q11213397
56645	6000000021514393816	Q11217267
56646	6000000180991098848	Q112173
56647	6000000082988896347	Q1122065
56648	6000000191517223821	Q11220681
56649	6000000115001868955	Q1122259
56650	6000000084646169068	Q112227050
56651	6000000012258248373	Q112256764
56652	6000000204968060889	Q112275924
56653	6000000029323963710	Q1122915
56654	6000000086983234002	Q112334
56655	6000000028957583848	Q1123482
56656	6000000068002014821	Q1124406
56657	6000000038127151743	Q1124824
56658	6000000136324601869	Q1125077
56659	6000000084318896980	Q112515773
56660	6000000103387154934	Q1125695
56661	6000000006852964951	Q11259424
56662	6000000145221438884	Q1125999
56663	6000000016822803892	Q112605102
56664	6000000041066946065	Q112641
56665	6000000084840436018	Q1127604
56666	6000000037769169417	Q112856
56667	6000000048084350863	Q11285693
56668	6000000011368809243	Q11286493
56669	3992734	Q112865378
56670	6000000203859143834	Q112865926
56671	6000000112933855822	Q11288156
56672	6000000001177326740	Q112908424
56673	6000000182256670911	Q112995243
56674	6000000032077291383	Q113076404
56675	6000000180932513825	Q113090
56676	6000000054531843938	Q113112347
56677	6000000060608632995	Q1131128
56678	6000000068376345875	Q1131281
56679	6000000053401633878	Q113193123
56680	6000000070646389335	Q113229
56681	6000000176939699822	Q1132927
56682	6000000031541817095	Q113336511
56683	6000000027756877919	Q1133494
56684	6000000018598437110	Q1133546
56685	6000000026000071952	Q113382116
56686	6000000065328277011	Q113467992
56687	6000000201885163881	Q113486718
56688	4222938730640044690	Q113569666
56689	6000000000542368872	Q113569666
56690	282997962430004837	Q113580343
56691	6000000181086010822	Q113588169
56692	6000000181564561831	Q113592
56693	6000000156957763862	Q113596
56694	6000000034249812998	Q113678911
56695	6000000037082334919	Q113682323
56696	6000000025031543528	Q113701066
56697	6000000003408675559	Q113775
56698	6000000009710458930	Q113784
56699	6000000006565276750	Q113809
56700	6000000000467202626	Q113815623
56701	6000000078029157277	Q1138255
56702	6000000117735319977	Q113839906
56703	6000000041216455552	Q1139602
56704	6000000014839408508	Q114001252
56705	2429538	Q114023962
56706	6000000001287908308	Q114052376
56707	6000000044138911729	Q114059179
56708	6000000138000395053	Q114063
56709	6000000069970321141	Q114164229
56710	6000000037714093703	Q114164757
56711	6000000019455325514	Q114166
56712	6000000026636668112	Q114291216
56713	6000000031158371972	Q114558
56714	6000000077470366587	Q1145600
56715	6000000022248971853	Q114668336
56716	6000000111812706872	Q114690233
56717	6000000019554344782	Q114708
56718	6000000007228699443	Q114708570
56719	6000000004047263958	Q114725470
56720	6000000172114393526	Q114743494
56721	6000000003682106254	Q114747037
56722	6000000070971653906	Q1147551
56723	6000000019173744384	Q114767365
56724	6000000014910636111	Q114795269
56725	6000000009849938995	Q114860768
56726	6000000002842091347	Q114866
56727	6000000075484532861	Q11487591
56728	6000000070408432134	Q1148937
56729	6000000008134939650	Q1149033
56730	6000000114072166840	Q11496032
56731	6000000055735246277	Q1150081
56732	6000000173622005939	Q115035738
56733	6000000009551705501	Q1150547
56734	6000000031001780333	Q115256151
56735	6000000068480857020	Q115267672
56736	308337552020008286	Q115272472
56737	6000000188707399843	Q115272472
56738	5346946192500106065	Q115322056
56739	6000000003232996683	Q115324933
56740	6000000004271255755	Q115328
56741	6000000003300088986	Q115333
56742	6000000024505541785	Q115367792
56743	6000000006208288146	Q115374106
56744	6000000026550759121	Q115410394
56745	6000000065445729907	Q115471
56746	6000000148473449821	Q115472762
56747	6000000029781361327	Q115478
56748	6000000028240856525	Q115478424
56749	6000000179189992865	Q1156481
56750	6000000186185652849	Q115666293
56751	6000000020067225547	Q115674818
56752	6000000205744915858	Q115758936
56753	6000000116068108053	Q115782987
56754	6000000180669594857	Q115784943
56755	6000000027915456032	Q1157865
56756	5025547549550130970	Q115806760
56757	6000000010154526574	Q115902220
56758	6000000057586674020	Q1159055
56759	6000000081114851018	Q1159065
56760	6000000010169469075	Q115922354
56761	6000000159551007866	Q115924222
56762	6000000182900070858	Q115924222
56763	6000000082481553393	Q115957291
56764	6000000003535447508	Q1159747
56765	6000000016252691618	Q1159751
56766	6000000025770833960	Q1160092
56767	6000000003096468813	Q116037557
56768	6000000008604365200	Q1160507
56769	6000000024829280836	Q1160646
56770	6000000075578368280	Q11608196
56771	6000000124936586956	Q11609
56772	6000000177987964860	Q116134
56773	6000000029956649960	Q1161404
56774	6000000104798668199	Q116144973
56775	6000000057087854405	Q1161518
56776	6000000036014190582	Q1161631
56777	6000000144746921926	Q116189
56778	6000000006955082413	Q116240331
56779	6000000016774114790	Q116257192
56780	6000000044097211689	Q11627
56781	6000000026050345090	Q1163478
56782	6000000204161130821	Q1163652
56783	6000000059891648465	Q1163785
56784	6000000021851224584	Q116378693
56785	6000000042479450877	Q1163817
56786	6000000182816322829	Q116447113
56787	6000000139299703823	Q1164814
56788	6000000043993677983	Q1165012
56789	6000000221189692879	Q116508021
56790	6000000021478571841	Q1165515
56791	6000000122725062834	Q1165891
56792	320431781420006354	Q1165946
56793	6000000030086582119	Q1166146
56794	6000000030178744046	Q1166641
56795	6000000019934087097	Q11669
56796	6000000012796128750	Q116700093
56797	6000000019933921001	Q11672
56798	6000000016500999173	Q116737785
56799	6000000124776148226	Q116764349
56800	6000000011628038067	Q116786142
56801	6000000007176106856	Q116786413
56802	6000000010750272895	Q116789643
56803	6000000019572072366	Q11681281
56804	6000000037624629373	Q11681283
56805	6000000179461853864	Q11686717
56806	6000000035868520222	Q11696223
56807	6000000081552697839	Q11696819
56808	6000000098825876467	Q11696822
56809	6000000184687500937	Q11697837
56810	6000000003997086127	Q11705076
56811	5691698143970123971	Q117085426
56812	6000000172780953951	Q11708817
56813	6000000187962099986	Q117110
56814	6000000031809034394	Q11711393
56815	6000000081106931984	Q11713893
56816	6000000188981706538	Q11714305
56817	6000000172693107451	Q11714723
56818	6000000181137496881	Q11715905
56819	6000000022817236522	Q11715970
56820	6000000039531210774	Q11716701
56821	6000000078635657784	Q11717795
56822	6000000115538036137	Q11717918
56823	6000000035885048863	Q11718442
56824	6000000064619888856	Q11719062
56825	6000000101038152821	Q11719110
56826	6000000016145108422	Q11724441
56827	6000000015887717498	Q11724936
56828	6000000008005808992	Q11725019
56829	6000000184314508851	Q11725312
56830	6000000037335184868	Q11725412
56831	6000000013150575234	Q11727305
56832	6000000026118006522	Q11729009
56833	6000000180194150842	Q11729274
56834	6000000039215051986	Q11729348
56835	6000000136805074870	Q1173021
56836	6000000084662311096	Q11730316
56837	6000000031799692970	Q11730510
56838	6000000029877058857	Q11730977
56839	6000000065089083851	Q11731364
56840	6000000014796236721	Q11731727
56841	6000000075502675210	Q11733314
56842	6000000010143158226	Q11736207
56843	6000000044516296895	Q11736276
56844	6000000002044779886	Q117371
56845	6000000174114336953	Q117374
56846	6000000218299888876	Q117377987
56847	6000000035039192372	Q11737941
56848	6000000078556297822	Q11738452
56849	6000000082910421924	Q11739986
56850	6000000018660067312	Q1174060
56851	6000000022144061029	Q11742951
56852	6000000040231243807	Q117444
56853	6000000149830330838	Q1174579
56854	6000000108739540844	Q1174598
56855	6000000090460221884	Q117470359
56856	6000000002581215878	Q117479
56857	6000000083283522290	Q11748700
56858	6000000129080047106	Q1174906
56859	6000000021899159226	Q117500
56860	6000000011571089815	Q11754388
56861	6000000105045401071	Q11754619
56862	6000000030279768970	Q1175881
56863	5366614170450125427	Q1175892
56864	6000000070771352020	Q11763621
56865	6000000101479275858	Q11763730
56866	6000000000904265089	Q11763875
56867	6000000008508126846	Q11766335
56868	6000000163747341493	Q1176727
56869	6000000012102822534	Q11767885
