geni_id	geni_name	qids	wikidata_labels	same_label	sources
6000000037344141986	Juan Cano Moctezuma de Prado	Q134986491;Q5860561	? | Fernando Álvarez de Toledo y Herrera	no	structural;wikidata-p2600
6000000038092078850	Barbara-Wasylisa Vasilisa Sapieha	Q121009276;Q122937099	 | 	yes	structural;wikidata-p2600
6000000049542888882		Q139046841;Q139047034	 | ?	no	wikidata-p2600
6000000049629524856		Q45363950;Q45363954	Han Shi | Rui Shi	no	structural;wikidata-p2600
6000000049984380848		Q64236100;Q96598227	Syamyon Yamantavich-Padbyarezski | Syamyon Yamantavich	no	wikidata-p2600
6000000051899520076	Sigrid Fritze Ræder	Q12330899;Q12330899;Q3073717;Q3073717	? | ? | ? | ?	yes	geni-about-me;geni-wikidata-pairs
6000000052128327889		Q133467857;Q76011027	 | 	yes	structural;wikidata-p2600
6000000052945111849	Martín Cortés El Viejo	Q134986281;Q50824532	Martín Cortés El Viejo | Rodrigo Fernández de Monroy y Orellana	no	structural;wikidata-p2600
6000000052945695870	Diego Cortés	Q134985471;Q134986001	Hernando Cortés de Monroy | Diego Cortés	no	structural;wikidata-p2600
6000000053251731917	Cailech Dé Ní heidin of Aidhne	Q76118739;Q76118746	Tailltin O'Melaghlin | Dervorgilla McLoughlin	no	structural;wikidata-p2600
6000000057238218914		Q75923553;Q75944406	Walter Little-Gilmour, 6th of Craigmillar and 11th of Gilberton | Walter James Little	no	wikidata-p2600
6000000057628495857		Q45422206;Q45422718	Pei Qian | Pei Qian	yes	structural;wikidata-p2600
6000000060001809033	Aztec Empire Ines Tecuipicho de Moctezuma	Q134981976;Q134986329	Acatlán | ?	no	structural;wikidata-p2600
6000000064526895824	Bohdan Teodoras Sapieha	Q2337232;Q67174943	Paweł Sapieha | Bogdan Sapieha	no	structural;wikidata-p2600
6000000064865319259		Q105364110;Q105512751	Franziska Lilienfeld | Fanny Lilienfeld	no	wikidata-p2600
6000000073472698862	Rostislav Sviatopolkovich	Q15627774;Q4398425	Vladimir Svyatopolchich | Rostislav Svyatopolchich	no	structural;wikidata-p2600
6000000074692006933		Q45377513;Q45377516	Fu Ying | Fu Ying	yes	structural;wikidata-p2600
6000000074725517947		Q45364907;Q65798801	Wang Shi | Wang Shi	yes	structural;wikidata-p2600
6000000074730443882		Q45608010;Q45683922	Su Zhen | Su Zhen	yes	structural;wikidata-p2600
6000000074733774373		Q45692318;Q45699766	Li Mou | Li Mou	yes	structural;wikidata-p2600
6000000074734329258		Q45699740;Q45699868	? | Li Mou	no	structural;wikidata-p2600
6000000074735148982		Q45692374;Q45699816	Li Mou | Li Mou	yes	structural;wikidata-p2600
6000000074735242823		Q45692909;Q45699842	Li Mou | ?	no	structural;wikidata-p2600
6000000074744697294		Q45425352;Q45429129	Song Shi | Song Shi	yes	structural;wikidata-p2600
6000000074749675364		Q45673593;Q45678086	Guo Mou | Guo Gang	no	structural;wikidata-p2600
6000000074758704275		Q45418903;Q45526606	? | ?	yes	structural;wikidata-p2600
6000000074759067177		Q45418901;Q45526670	Wei Qianxiong | Wei Qianxiong	yes	structural;wikidata-p2600
6000000074768449078		Q10514395;Q45403124	Yu Li | Yu Ji	no	structural;wikidata-p2600
6000000074788489973		Q45422574;Q45422578	? | Zheng Changyu	no	structural;wikidata-p2600
6000000074788652833		Q45499807;Q8070754	Zheng Shou | Zheng Xunyu	no	structural;wikidata-p2600
6000000074825133860		Q115574147;Q55849619	Alois Elßler | Joseph Elßler	no	wikidata-p2600
6000000075060318079		Q22813496;Q45424433	Li Jing | Li Lin	no	structural;wikidata-p2600
6000000075328100121		Q15906143;Q45418855	Doulu Renye | Doulu Chengye	no	structural;wikidata-p2600
6000000075338049891		Q45419218;Q45419220	? | Yang Yan	no	structural;wikidata-p2600
6000000075344619836		Q45420608;Q45420611	Cui Biao | Cui Yuanyou	no	structural;wikidata-p2600
6000000075344672919		Q45554691;Q45554753	Song Wuben | Song Xuanfu	no	structural;wikidata-p2600
6000000075346422846		Q45420107;Q45420123	? | Yin Yin	no	structural;wikidata-p2600
6000000075368264852		Q11534053;Q45420293	Liu Qiu | Liu Jiu	no	structural;wikidata-p2600
6000000075402644915		Q45422391;Q45422393	? | Dugu Fulun	no	structural;wikidata-p2600
6000000075706881850	Maria Ana Santos Ana Osorio de Ruiz	Q101402688;Q134986469	Juana Ramirez de Arellano y Zúñiga | Maria Ana Santos Ana Osorio de Ruiz	no	structural;wikidata-p2600
6000000080795286877		Q2502260;Q4097582	Briachislav Vasilkovich | Bryachislav Vasilkovich	no	structural;wikidata-p2600
6000000080795374822		Q13478492;Q2625725	 | David Vseslavich of Polotsk	no	structural;wikidata-p2600
6000000080799128829		Q13031603;Q73612935	 | 	yes	structural;wikidata-p2600
6000000080877835024		Q13028650;Q2632610	Boris Rogvolodovich of Drutsk | Volodar Glebovich	no	structural;wikidata-p2600
6000000086468284005		Q111906830;Q66777976	 | Fedota Kopciówna	no	wikidata-p2600
6000000105178186821	Juan Perez	Q134986474;Q141791	Juan Perez | Moctezuma II	no	structural;wikidata-p2600
6000000105706792946	Nicolaus* Andreas Graf von Maltzahn, Freiherr zu Wartenberg und Penzlin	Q110410743;Q128070478	Graf Nikolaus Andreas Maltzan, Freiherr zu Wartenberg und Penzlin | Nicolaus Andreas Gf. von Maltzahn	no	wikidata-p2600
6000000114769597853	"Bendit ""Samuel"" Gewer"	Q128605645;Q129995291	Samuel Bendix | ?	no	structural;wikidata-p2600
6000000122737965912		Q23988466;Q6170702	Gabriel Schöning | Frithiof Schöning	no	wikidata-p2600
6000000128935864261	Moquihuic ( Moquihuix) (4 Tlatoani Tlatelolco Mexico)	Q134986452;Q778550	? | Tezozomoc	no	structural;wikidata-p2600
6000000128936608973	Chalchiuhcozcatzin Chalchiuhnenetzin	Q134986092;Q2869609	Chalchiuhcozcatzin | Atotoztli II	no	structural;wikidata-p2600
6000000130737087039		Q120759118;Q131480109	 | 	yes	wikidata-p2600
6000000178715103822		Q105454550;Q105512921	Lilly Neumann | Luise Neumann	no	wikidata-p2600
6000000178795370821	Amram ben Yitzhaq	Q135489963;Q135489965	Phinehas | Amram ben Yitzhaq	no	structural;wikidata-p2600
6000000179964487850		Q104704111;Q104811700	Žofie Häutnerová | Žofie Jelinková	no	wikidata-p2600
6000000181286447901		Q15914619;Q709067	Lu Hongyi | Gu Jiegang	no	wikidata-p2600
6000000186712720840		Q135657856;Q140502546	Yusak | Siti Handasah	no	wikidata-p2600
6000000190348432821		Q3510235;Q55856631	Sebastian Mieg the elder | Sebastian Mieg the younger	no	wikidata-p2600
6000000201641958861		Q128197913;Q138297797	Luise Krause | 	no	wikidata-p2600
6000000219324635826		Q135107221;Q135107244;Q135107247;Q135107434;Q135107514	? | ? | ? | Aonani Anoa'i | ?	no	wikidata-p2600
6000000222203355825		Q2150277;Q2424758	Vincent Croiset | Tina de Bruin	no	wikidata-p2600
