geni_id,orderlife_qid,en,ja,zh,hi,ar,ru,el,mul
6000000002188035655,Q125470,Máel Mórda mac Murchada,ムラハダの子モール・モルダ,,,,Маэл Морда мак Мурхада,,
6000000002188056093,Q143600,Máel Snechtai of Moray,,莫瑞的馬爾科姆,,,Маелснехтайн,,
6000000002188068195,Q195076,Meritre,,,,,,,
6000000002188068201,Q195077,Pricness Netsemmut of Egypt,,,,,,,
6000000002188089628,Q205866,NN de Brioude,,,,,,,
6000000002188091715,Q205867,Goffredo d'Altavilla conte di Loritello,,,,,,,
6000000002188091828,Q205868,N.N.,,,,,,,
6000000002188099945,Q17660,Empress Zhangsun,長孫皇后,长孙皇后,,,Чжансунь,,
6000000002188101593,Q205869,Uknf ???,,,,,,,
6000000002188101600,Q205870,Hermengarde of Vergy,,,,,,,
6000000002188101623,Q205871,N.N.,,,,,,,
6000000002188101630,Q205872,Manasses de Chalon,,,,,,,
6000000002188108848,Q195078,Mimautiu,,,,,,,
6000000002188108865,Q195079,Nitocris,,,,,,,
6000000002188110554,Q205873,Aude Hilda,,,,,,,
6000000002188110562,Q124163,Vertha of Provence,,,,,,Βέρθα-Ευδοκία της Προβηγκίας,
6000000002188110896,Q205875,Brigitta von Bayern Abedisse,,,,,,,
6000000002188110902,Q205876,"Arnold, Erkebiskop av Ravenna Ravenna",,,,,,,
6000000002188113581,Q205877,Hildegarde,,,,,,,
6000000002188113611,Q205878,"Udalrich IV von Argengau, Graf im Argengau",,,,,,,
6000000002188118088,Q205879,Irmgard,,,,,,,
6000000002188140311,Q205880,Maud de Boulogne comtesse de Guines,,,,,,,
6000000002188140346,Q205881,Joanna Van Aerden,,,,,,,
6000000002188140469,Q205882,Otto II III Northeim Graf,,,,,,,
6000000002188140483,Q205883,Siegfried Bomeneburg graf,,,,,,,
6000000002188140552,Q114277,Ida von Elsdorf,,,,,Ида из Эльсдорфа,Ίντα του Έλσντορφ,
6000000002188140629,Q205885,Ekbert ll von Braunschweig margrave von Meissen,,,,,,,
6000000002188140695,Q121085,Otto Bolesławowic,,奧托 (波蘭),,,Отто Болеславович,Όθων Μπολεσλαβόβιτς,
6000000002188149612,Q119010,Froiloba  Vermudez,,,,,,,
6000000002188149625,Q105105,Diego Rodriguez  de Vivar,,,,,,,
6000000002188162344,Q205886,Cunegonde,,,,,,,
6000000002188162507,Q103015,Talese (d'Aure)  de Bigorre,,,,,,,
6000000002188162934,Q205887,Dietrich von Viechtenstein Graf,,,,,,,
6000000002188162942,Q205888,Benedikta von Formbach,,,,,,,
6000000002188162949,Q205889,Gottfried of Formbach,,,,,,,
6000000002188166172,Q205890,Count Otto of Wasserberg,,,,,,,
6000000002188166186,Q205891,Count Friedrich of Ammertal,,,,,,,
6000000002188166193,Q205892,Count Gerhard I of Diessen,,,,,,,
6000000002188166380,Q205893,Oda von Weimar-Orlamunde,,,,,,,
6000000002188166742,Q205894,N.N. Ottodr von Schweinfurt,,,,,,,
6000000002188166749,Q205895,"Hermann, Archbishop von Koln",,,,,,,
6000000002188170540,Q100916,Urraca  de Castilla,,,,,,,
6000000002188170726,Q100078,Galindo  Iniguez de Pamplona,モンテーゼ,蒙泰塞,,مونتيزي,,Μοντέζε,
6000000002188170931,Q104883,Teresa  de Aragon,,,,,,,
6000000002188170971,Q104873,Dama  de Barcelona,,,,,,,
6000000002188179126,Q104841,Count Armengol III of  Urgel,,,,,,,
6000000002188179164,Q104839,Aliedis of  Rouergue,,,,,,,
6000000002188179188,Q102919,Count Guillaume I of  Urgel,,,,,,,
6000000002188179196,Q104843,Richardis of  Urgel,,,,,,,
6000000002188179203,Q102917,Herlette of  Boulogne,,,,,,,
6000000002188179211,Q113349,Count Armengol II of  Urgel,,,,,,,
6000000002188179227,Q113351,Sancha of  Urgel,,,,,,,
6000000002188179493,Q205897,"Wilhelm I, comte de Provence",,,,,,,
6000000002188179590,Q102911,"Sanc, Comte d'Olerdola",,,,,,,
6000000002188179809,Q205898,Humbert III de Salins le Renforce,,,,,,,
6000000002188179833,Q205899,Beatrix ....,,,,,,,
6000000002188179904,Q205900,Humbert de Hauteville Hubert,,,,,,,
6000000002188179918,Q205901,Oddon de Savoy count,,,,,,,
6000000002188182134,Q205903,Hildiarde d'Oisy,,,,,,,
6000000002188182390,Q99785,Fruela  da Cantábria,,,,,,,
6000000002188187058,Q65784,Qusayy,,,,,,,
6000000002188187588,Q153798,Fihr born of Iamblichus,,,,فهر بن مالك,Фихр ибн Малик,,
6000000002188193445,Q94435,Da'ifa binte Imaam Hashim,,,,,,,
6000000002188193451,Q94431,Ruqayyah daughter of Hashem,,,,,,,
6000000002188193457,Q94433,Jannah daughter of Hashem,,,,,,,
6000000002188193498,Q94415,Abbas ibn Abd al-Muttalib,,,,,,,
6000000002188193510,Q94403,al-Harith son of Abdul-Muttalib,,,,,,,
6000000002188193527,Q94225,al-Zubayr son of Abdul-Muttalib,,,,,,,
6000000002188193868,Q23223,Emperor Wen of Western Wei,文帝 (西魏),元宝炬,,,Вэнь-ди,,
6000000002188195243,Q59481,Yuan Yong,元雍,元雍,,,,,
6000000002188195738,Q78756,Emperor Daowu of Northern Wei,道武帝,魏道武帝,,,Тоба Гуй,,
6000000002188195826,Q78768,Tuoba Xi,拓跋煕,拓跋熙,,,,,
6000000002188198307,Q165230,Hermaeus,,,,,,,
6000000002188198315,Q165182,Calliope,,,,,,,
6000000002188198323,Q165610,"Amyntas, king of Peshwar",,,,,,,
6000000002188198338,Q165544,Antialcidas,,,,,,,
6000000002188198353,Q165543,Lysias Anicetus,,,,,,,
6000000002188198379,Q165452,Νικομήδης,,,,,,Νικομήδης,
6000000002188198388,Q165450,Princess Nn of Bithynia,,,,,,,
6000000002188198418,Q165142,"Hippostratus, king of Bactria and Punjab",,,,,,,
6000000002188198442,Q165119,"Strato I, king of Bactria",,,,,,,
6000000002188198453,Q165141,Nn daughter of Vasumitra,,,,,,,
6000000002188198538,Q165118,Μένανδρος,,,,,,Μένανδρος,
6000000002188198549,Q165097,Agathoclea,,,,,,,
6000000002188198564,Q165134,"Demetrius II, king of India",,,,,,,
6000000002188198583,Q165086,Antimachus I,,,,,,,
6000000002188198594,Q165105,???,,,,,,,
6000000002188198612,Q165084,Εὐθύδημος,,,,,,Εὐθύδημος,
6000000002188198639,Q165079,Alexandria of Bactria,,,,,,,
6000000002188198647,Q165083,Laodice of Bactria,,,,,,,
6000000002188198668,Q165100,General Apollodotos of Syria,,,,,,,
6000000002188198685,Q165102,Διόδοτος,,,,,,Διόδοτος,
6000000002188198738,Q166087,Parysatis of Paroperisdes,,,,,,,
6000000002188198744,Q166028,Πτολεμαῖος,,,,,,Πτολεμαῖος,
6000000002188198835,Q165963,Εὐρυδίκη,,,,,,Εὐρυδίκη,
6000000002188198853,Q165904,Balakros the Perdiccid,,,,,,,
6000000002188198920,Q165111,???,,,,,,,
6000000002188261550,Q205904,Berthold Duke of Bavaria,,,,,,,
6000000002188261572,Q205905,"Heinrich ""der junge"" Duke of Carinthia, Duke of Bavaria",,,,,,,
6000000002188261579,Q205906,Kunigunde von Bayern,,,,,,,
6000000002188261656,Q205907,Count Heinrich of Kellmunz,,,,,,,
6000000002188261663,Q205908,Berthold I Swabia Herzog,,,,,,,
6000000002188271013,Q205912,"Odalric, comte de Broyes",,,,,,,
6000000002188271651,Q205914,"Rudolf, Bischof von Wurzburg",,,,,,,
6000000002188289008,Q72281,Faustus Cornelius Sulla,ファウストゥス・コルネリウス・スッラ,,,,Фавст Корнелий Сулла,Φαύστος Κορνήλιος Σύλλας (ταμίας το 54 π.Χ.),Faustus Cornelius Sulla
6000000002188289069,Q72260,Lucius Cornelius Cinna,ルキウス・コルネリウス・キンナ,秦纳,,لوكيوس كورنيليوس كينا,Луций Корнелий Цинна,Λεύκιος Κορνήλιος Κίννας,Lucius Cornelius Cinna
6000000002188289085,Q72263,Annia,,,,,Анния,,
6000000002188289106,Q72266,Mucia Tertia,,穆西娅·特尔提娅,,,Муция Терция,Μουκία Τέρτια,
6000000002188289133,Q72633,Publius Mucius Scaevola,プブリウス・ムキウス・スカエウォラ,普布利乌斯·穆修斯·斯卡沃拉,,,Публий Муций Сцевола,Πόπλιος Μούκιος Σκαιβόλα (ύπατος το 133 π.Χ.),
6000000002188289146,Q141474,Publius Licinius Crassus Dives Mucianus,プブリウス・リキニウス・クラッスス・ディウェス・ムキアヌス,克拉苏·狄维斯·穆齐阿努斯,,,Публий Лициний Красс Муциан,Πόπλιος Λικίνιος Κράσσος Δίβες Μουκιανός,
6000000002188289154,Q72807,Publius Mucius Scaevola,プブリウス・ムキウス・スカエウォラ,,,,Публий Муций Сцевола,Πόπλιος Μούκιος Σκαιβόλα (ύπατος το 175 π.Χ.),Publius Mucius Scaevola
6000000002188289159,Q72810,Licinia,,,,,,,
6000000002188289169,Q72930,Axia Tertulla  Lucullus,,,,,,,
6000000002188289187,Q72963,Quintus Mucius Scaevola,,昆塔斯·穆修斯·斯喀埃沃拉,,,Квинт Муций Сцевола,Κόιντος Μούκιος Σκαιβόλα (πραίτωρ το 215 π.Χ.),
6000000002188289192,Q72966,Lincinia  Varus,,,,,,,
6000000002188289236,Q72819,Gaius Lucilius Hirrus,,,,,,,
6000000002188289908,Q205915,Wichburg de Verdun von Bayern Pfalzgrafin von Bayern,,,,,,,
6000000002188290188,Q205916,Adalbert von Eppenstein Markgraf von Karnten,,,,,,,
6000000002188290199,Q205917,"Markwart IV von Eppenstein, Duke of Carinthia",,,,,,,
6000000002188290213,Q205918,"Luitburg von Karnten, Grafin von Eppenstein, Herzogin von Karnten",,,,,,,
6000000002188292350,Q205919,Adelaide del Vasto signora di Savona,,,,,,,
6000000002188294993,Q167031,Gourgen II the Great of Tao,,,,,,,
6000000002188303001,Q167052,Lady Calarzene Duchess of Tao,,,,,,,
6000000002188303024,Q166992, I ,,,,,,,
6000000002188303093,Q167014,Duke Gourgen I of Tao,,,,,,,
6000000002188303101,Q167015,King Soumbat I `the Great' of Calarzene,,,,,,,
6000000002188303109,Q167012,"Adarnase III, Duke of Tao",,,,,,,
6000000002188303117,Q167016,NN,,,,,,,
6000000002188303124,Q167046,Daughter of King Adarnase,,,,,,,
6000000002188303137,Q167032,Khoransch,,,,,,,
6000000002188303145,Q167033,Duke Bagrat I of Calarzene,,,,,,,
6000000002188303153,Q167054,Person Q167054,,,,,,,
6000000002188303160,Q167055,Duke Aschot II of Calarzene,,,,,,,
6000000002188303168,Q167062,Princess of Abkhazia,,,,,,,
6000000002188303602,Q114315,Rostislav Vsevolodovich,ロスチスラフ・フセヴォロドヴィチ,罗斯季斯拉夫·弗谢沃洛多维奇,,,Ростислав Всеволодович,Ροστισλάβ Βσεβολόντοβιτς,
6000000002188303680,Q205920,"Berthold II, herzog von Schwaben",,,,,,,
6000000002188303982,Q166951,? Kamsarakanina,,,,,,,
6000000002188304004,Q166883,Arschavier son of Kamsarakan,,,,,,,
6000000002188304012,Q166908,Uknf ???,,,,,,,
6000000002188304019,Q166852,Nerses of Kamsarakan,,,,,,,
6000000002188304027,Q166882,unknown Nerses' partner unknown,,,,,,,
6000000002188304034,Q166818,Arschawir I of Kamsarakan,,,,,,,
6000000002188304042,Q166851,Uknf ???,,,,,,,
6000000002188304262,Q205921,22doge di Venezia,,,,,,,
6000000002188304379,Q205922,Marozia,マロツィア,馬羅齊亞,,ماروزيا,Марозия,Μαροζία,Marozia
6000000002188304407,Q205923,"Pezola ""Venerem""",,,,,,,
6000000002188304413,Q205924,Boso episcopus Placentinus,,,,,,,
6000000002188304419,Q205925,Rotrud Roza Juno,,,,,,,
6000000002188304454,Q205926,Gotifredus abbas Nonantulanus,,,,,,,
6000000002188305292,Q112110,Childebert the Adopted,キルデベルト養子王,領養的希爾德貝特,,شيلديبيرت الثالث,Хильдеберт Приёмный,Χιλδεβέρτος ο Υιοθετημένος,
6000000002188305916,Q205927,N.N.,,,,,,,
6000000002188305948,Q205928,Otto (Udo) III von Franken Graf im Ruhrgau & an der mittleren Lahn,,,,,,,
6000000002188307367,Q205929,Count Doon of Porcieu,,,,,,,
6000000002188307415,Q101433,Sancho VI William of Gascony,サンシュ・ギヨーム (ガスコーニュ公),加斯科涅伯爵桑喬六世威廉,,,Санш VI Гильом,Σάντσο ΣΤ΄ Γουλιέλμος της Γασκώνης,
6000000002188307463,Q120406,Matilda of Tuscany,マティルデ・ディ・カノッサ,托斯卡納的馬蒂爾達,,ماتيلدي,Матильда Тосканская,Ματθίλδη της Κανόσα,
6000000002188314666,Q205931,Elisabeth de France Unknown,,,,,,,
6000000002188320782,Q205932,Arnoul le Chauve de Crequy III,,,,,,,
6000000002188320877,Q205933,Rantlina de Vitre,,,,,,,
6000000002188327626,Q166427,Flavius Dalmatius,,,,,,,
6000000002188327673,Q166517,Vulcacius Rufus,,,,,,,
6000000002188327678,Q166518,Neratius Cerealis,,,,,,,
6000000002188327703,Q166515,NN Son of Constantius,,,,,,,
6000000002188327709,Q166516,NN Daught Of Constantius,,,,,,,
6000000002188327715,Q166509,Basilina,,,,,,,
6000000002188327768,Q166519,Virius Nepotianus,,,,,,,
6000000002188334903,Q124579,William de Vere,ウィリアム・デ・ヴェレ,,,,Уильям де Вер,,
6000000002188395732,Q205934,Bonifazio I d'Este,,,,,,,
6000000002188395761,Q205935,Azzo IV d'Este,,,,,,,
6000000002188489612,Q205938,Beatrice d'Este,,,,,,,
6000000002188504593,Q205939,"Alberto, marchese d'Este",,,,,,,
6000000002188504654,Q205940,Folco II d'Este,,,,,,,
6000000002188556282,Q117299,"Henry I, Count of Wettin",,,,,Генрих I де Веттин,,
6000000002188559898,Q205941,Sophia von Karnten,,,,,,,
6000000002188559911,Q205942,Beatrix of Diessen,,,,,,,
6000000002188569332,Q205943,"Beatrix de Namur, dame de La Roche",,,,,,,
6000000002188578568,Q205944,"Gui de Joinville, eveque de Chalons",,,,,,,
6000000002188578591,Q205945,Renaud de Joinville,,,,,,,
6000000002188578599,Q205946,"Robert, comte de Joinville",,,,,,,
6000000002188578621,Q205947,N.N.,,,,,,,
6000000002188578628,Q205948,de /,,,,,,,
6000000002188578811,Q205949,"Hildouin de Joinville, comte de Nully",,,,,,,
6000000002188640658,Q54052,John Doukas Komnenos,ヨハネス・ドゥーカス・コムネノス,约翰·杜卡斯·科穆宁,,,Иоанн Дука Комнин,Ιωάννης Κομνηνός (γιος Ανδρόνικου),
6000000002188648811,Q205960,Count Diepold VII of Vohburg,,,,,,,
6000000002188662237,Q148458,"John FitzGerald, 1st Earl of Kildare",ジョン・フィッツジェラルド (初代キルデア伯爵),,,,"Джон Фицджеральд, 1-й граф Килдэр",,
6000000002188684029,Q142434,Henry de Montfort,ヘンリー・ド・モンフォール,亨利·德孟福爾,,,Генри де Монфор,Ερρίκος του Μονφόρ,Henry de Montfort
6000000002195014829,Q136548,Merfyn Frych,メルヴィン・ヴリッフ,梅尔温·弗里赫,,,Мервин ап Гуриад,,
6000000002196721057,Q205965,Of Blois Bertha,,,,,,,
6000000002197369635,Q205966,"Diederik II, hertog van Lotharingen",,,,,,,
6000000002197609159,Q205967,"Manasses II ""l'Ancien"" Comte de Chalons Comte de Dijon",,,,,,,
6000000002197782815,Q205968,comte et abbe laic de Gorze,,,,,,,
6000000002197813080,Q115650,"Richard, Duke of Burgundy",リシャール,理查 (勃艮第公爵),,,Ричард I Заступник,Ριχάρδος της Βουργουνδίας,
6000000002197928430,Q205970,Czeski,,,,,,,
6000000002198126469,Q205971,"Boso I, count of Dijon",,,,,,,
6000000002198200607,Q205972,Princess Ermengarde of Lorraine,,,,,,,
6000000002198257381,Q115518,Lothair I,ロタール1世,洛泰尔一世,,لوثر الأول,Лотарь I,Λοθάριος Α΄,
6000000002198362511,Q120169,"Welf III, Count of Altdorf",ヴェルフ2世 (アルトドルフ伯),韋爾夫二世,,,Вельф II,Γουέλφος Β΄ της Σουαβίας,
6000000002198379033,Q205974,Hildegarde,,,,,,,
6000000002198384724,Q205975,"Adelaide, comtesse de Soissons",,,,,,,
6000000002198392736,Q146944,"Guermond de Picquigny, Vidame d'Amiens, Sire de Picquigny",,,,,,,
6000000002198739378,Q128429,Hedwig of Holland,,,,,,,
6000000002198946285,Q116587,"Arnulf II, count of Flanders",アルヌルフ2世,阿努尔夫二世，弗兰德伯爵,,أرنولف الثاني، كونت فلاندرز,Арнульф II,Αρνούλφος Β΄ της Φλάνδρας,
6000000002200709001,Q88807,Sara  de Abravanel y Leon,,,,,,,
6000000002205507182,Q72798,Marcus Livius Drusus,マルクス・リヴィウス・ドルスス,马尔库斯·李维·德鲁苏斯,,,Марк Ливий Друз,Μάρκος Λίβιος Δρούσος (ύπατος),Marcus Livius Drusus
6000000002205613665,Q205978,"Louis III the Blind, Holy Roman Emperor",,,,,,,
6000000002205617469,Q73119,Marcus Livius Drusus,小リヴィウス,馬爾庫斯·利維烏斯·德魯蘇斯,,,Марк Ливий Друз,Μάρκος Λίβιος Δρούσος (αναμορφωτής),Marcus Livius Drusus
6000000002212152431,Q125865,Othelindis,,,,,Отелиндис Голландская,Οτελίνντις,
6000000002213340177,Q114101,"Arnulf I, Count of Flanders",アルヌール1世 (フランドル伯),佛兰德的阿尔努一世,,أرنولف الأول، كونت فلاندرز,Арнульф I,Αρνούλφος Α΄ της Φλάνδρας,
6000000002213938255,Q112058,Childebert III,キルデベルト3世,希尔德贝尔特三世,,شيلديبيرت الرابع,Хильдеберт III,Χιλδεβέρτος Γ΄,
6000000002214101629,Q113966,Siegfried of Luxembourg,ジークフリート,西格弗里德,,سيغفريد من لوكسمبورغ,Зигфрид,Ζίγκφριντ του Λουξεμβούργου,
6000000002214147382,Q205981,Henrique I da Baviera,,,,,,,
6000000002214283343,Q205982,Gisela  Herzogin zu Bayern,,,,,,,
6000000002214355256,Q114103,"Baldwin III, Count of Flanders",ボードゥアン3世,鮑德溫三世 (佛蘭德),,,Бодуэн III,Βαλδουίνος Γ΄ της Φλάνδρας,
6000000002214462518,Q205984,"Cunigunda, countess of Treves & Ardennes",,,,,,,
6000000002214625732,Q112466,Matilda of Ringelheim,リンゲルハイムのマティルデ,林格爾海姆的瑪蒂爾德,,ماتيلدا من رينجلهايم,Матильда Вестфальская,Ματθίλδη του Ρίνγκελχαϊμ,
6000000002215326285,Q117103,"Eustace II, Count of Boulogne",ブローニュ伯ウスタシュ2世,尤斯塔斯二世,,,Евстахий II,Ευστάθιος Β΄ της Βουλώνης,
6000000002216236972,Q171566,Istri Ke... Selir Ke...,,,,,,,
6000000002216421526,Q171569,Nyi Ageng Serang,,,,,,,
6000000002217363457,Q166718,"Saint Viventiolus, archbishop of Lyon",,,,,,,
6000000002217559631,Q149300,"Katherine Mortimer, Countess of Warwick",キャサリン・モーティマー (ウォリック伯爵夫人),,,,Кэтрин Мортимер,"Αικατερίνη Μόρτιμερ, κόμισσα του Γουόρικ",
6000000002217597857,Q145231,Thomas de Beauchamp,トマス・ド・ビーチャム (第11代ウォリック伯爵),沃里克伯爵,,,"Томас де Бошан, 11-й граф Уорик",,Thomas de Beauchamp
6000000002220601258,Q171689,KYAI NOTOWIJOYO,,,,,,,
6000000002224010720,Q120348,"Gothelo I, Duke of Lorraine",ゴツェロ1世,格克隆,,,Гозело I,Γκοθέλο Α΄ της Λωρραίνης,
6000000002224166476,Q121197,Ida of Lorraine,イド・ド・ブローニュ,洛林的伊達,,,Ида Лотарингская,Ίδα της Λωρραίνης,
6000000002224215278,Q205988,Gerberga van Bonen,,,,,,,
6000000002224457876,Q112628,Conrad II,コンラート2世,康拉德二世,,كونراد الثاني,Конрад II,Κορράδος Β΄ της Αγίας Ρωμαϊκής Αυτοκρατορίας,
6000000002225846032,Q205990,Hermann Graf von Hostaden,,,,,,,
6000000002229246664,Q205991,"Cunigunde von Luxembourg , Kaiserin des Heiligen Romischen Reiches",,,,,,,
6000000002229247837,Q113906,"Henry II, Duke of Bavaria",ハインリヒ2世 (バイエルン公),亨利二世,,هاينريش الثاني دوق بافاريا,Генрих II,Ερρίκος Β΄ ο Εριστικός,
6000000002235505434,Q205993,"Imma of Alamannia, Abbesse de Nonnberg",,,,,,,
6000000002236747331,Q139326,Crínán of Dunkeld,クリナン (ダンケルド修道院長),倫敦克爾德的克里南,,,Кринан Данкельдский,Κρίναν του Ντάνκελντ,Crínán of Dunkeld
6000000002236872569,Q138224,Bethóc,,貝索克,,,Беток Шотландская,,
6000000002238160738,Q116259,Liutgard of Saxony,リウトガルト・フォン・ザクセン (東フランク王妃),麗葛德,,,Лиутгарда Саксонская,Λιουτγκάρδη της Σαξονίας,
6000000002239150423,Q27368,,大江竹子,大江竹子,,,,,
6000000002240775853,Q118938,Carloman of Bavaria,カールマン,卡洛曼,,كارلومان من بافاريا,Карломан,Καρλομάγνος της Βαυαρίας,
6000000002240775864,Q118944,Charles the Fat,カール3世,胖子查理,,تشارلز البدين,Карл III Толстый,Κάρολος ο Παχύς,
6000000002240778059,Q205997,Litwinde,,,,,,,
6000000002240790302,Q205998,Simone d'Altavilla gran conte di Sicilia,,,,,,,
6000000002240801301,Q205999,Richenza von Northeim,,,,,,,
6000000002240801354,Q117193,"Judith of Bavaria, Duchess of Swabia",ユーディト・フォン・バイエルン (シュヴァーベン大公妃),巴伐利亞的朱迪絲,,جوديث من بافاريا، دوقة شوابيا,Юдифь Баварская,Ιουδήθ της Βαυαρίας (1100-1130),
6000000002240804240,Q46247,Nikephoros I Komnenos Doukas,ニケフォロス1世,尼基弗鲁斯一世,,,Никифор I Комнин Дука,Νικηφόρος Α΄ Κομνηνός Δούκας,
6000000002240804430,Q46227,Michael II Komnenos Doukas,ミカエル2世アンゲロス・コムネノス,米開爾二世·科穆寧·杜卡斯,,,Михаил II Комнин Дука,Μιχαήλ Β΄ Κομνηνός Δούκας,
6000000002240804831,Q49628,Zavis of Niemodlin,ザーヴィシュ・ズ・ファルケンシュテイナ,,,,Завиш из Фалькенштейна,,
6000000002240806863,Q56035,Vytautas,ヴィータウタス,维陶塔斯,,فيتاوتاس,Витовт,Βυτάουτας,
6000000002240810096,Q128115,Casimir I of Kuyavia,カジミェシュ1世,庫亞維公爵卡齊米日一世,,,Казимир I Куявский,Καζιμίρ Α΄ της Κουγιάβια,
6000000002244362505,Q118970,Of  Navarre,,,,,,,
6000000002244370573,Q104129,Afonso I of Portugal,アフォンソ1世,阿方索一世,,أفونسو الأول ملك البرتغال,Афонсу I Великий,Αλφόνσος Α΄ της Πορτογαλίας,
6000000002245256428,Q206001,Adele,,,,,,,
6000000002245279564,Q206002,"Adalbert II, graf von Ballenstedt",,,,,,,
6000000002247834869,Q114455,Giselbert of Luxembourg,ギゼルベルト (ルクセンブルク伯),吉泽尔贝特,,جيزلبرت، كونت لوكسمبورغ,Гизельберт,Γκίζελμπερτ του Λουξεμβούργου,
6000000002248126169,Q206003,"Regnier V Comte de Hainaut et de Mons, Margrave de Valenciennes *",,,,,,,
6000000002248126176,Q206004,Mathilde  Comtesse de Verdun,,,,,,,
6000000002248212482,Q206005,"Guillaume ""le Charpentier"" de Melun Vicomte de Melun",,,,,,,
6000000002253465789,Q142398,Aoife MacMurrough,,,,,Ева Мак-Мёрроу,,
6000000002254858149,Q206006,Amelie,,,,,,,
6000000002265514179,Q123355,Guaimar III of Salerno,グアイマーリオ3世,瓜伊玛三世,,غايمار الثالث أمير ساليرنو,Гвемар III,Γουαϊμάρος Γ΄ του Σαλέρνου,
6000000002265762670,Q121109,Edgar,エドガー,埃德加,,إدغار، ملك اسكتلندا,Эдгар Храбрый,Έντγκαρ της Σκωτίας,
6000000002266209421,Q114263,"Brun I, Count of Brunswick",,布倫一世,,,Бруно I,Μπρούνο Α΄ του Μπράουνσβαϊγκ,
6000000002266231326,Q112630,Gisela of Swabia,ギーゼラ,士瓦本的吉塞拉,,جيزيلا من شوابيا,Гизела Швабская,Γκίζελα της Σουαβίας,Gisela von Schwaben
6000000002266243417,Q114265,Ernest I,エルンスト1世,恩斯特一世,,,Эрнст I,Ερνέστος Α΄ της Σουαβίας,
6000000002266382242,Q206011,"Ernst II, Duke of Swabia",,,,,,,
6000000002267655245,Q122951,Eleanor of Leicester,エリナー・オブ・レスター,英格蘭的艾蕾諾爾,,,Элеонора Плантагенет,Ελεονώρα της Αγγλίας,
6000000002267701247,Q128649,"Simon de Montfort, 6th Earl of Leicester",シモン・ド・モンフォール,西蒙·德·孟福尔，第六代莱切斯特伯爵,,سيمون دي مونتفورت,"Симон де Монфор, 6-й граф Лестер",Σίμων Ε΄ του Μονφόρ,
6000000002274610910,Q113938,Emma of Normandy,エマ・オブ・ノーマンディー,諾曼第的愛瑪,,إيما نورماندي,Эмма Нормандская,Έμμα της Νορμανδίας,
6000000002275410578,Q116218,Eadwig,エドウィ,爱德威,ईडविग,ادويغ ملك انجلترا,Эдвиг,Έντουι της Αγγλίας,
6000000002277151794,Q122780,Judith of Nantes,ジュディト・ド・ナント,,,,Юдит Нантская,,
6000000002278189311,Q139410,Máel Muire ingen Cináeda,,,,,,,
6000000002278883206,Q137827,Celeinion verch Tudwal,,,,,,,Celeinion verch Tudwal
6000000002288008174,Q128852,Solomon Luria,,,,سليمان لوريا,Соломон Лурия,,
6000000002294668478,Q206012,"Willem  burggraaf van Ieper, Earl of Kent",,,,,,,
6000000002294678588,Q206014,Person Q206014,,,,,,,
6000000002294685019,Q206015,"Henri I, comte de Grandpre",,,,,,,
6000000002294685576,Q206016,Ava de Roussillon,,,,,,,
6000000002294692848,Q206017,"Dirk van Hamaland, graaf van Teisterbant",,,,,,,
6000000002294697546,Q206018,Aleida van Bierbeek,,,,,,,
6000000002294721493,Q154016,Arthemia,,,,,,,
6000000002294721931,Q87958,"Abu Zakkai ""Yehudah""  ben Ahunai",,,,,,,
6000000002294724459,Q206019,Sophia von Rheineck,,,,,,,
6000000002294735791,Q87912,"Yomtob ""Shlomo"" Ruzbihan Ahunai  ben Hisdai Shahrijar",,,,,,,
6000000002294739748,Q206020,Oda von Sachsen,,,,,,,
6000000002304345688,Q145444,Hugh X of Lusignan,ユーグ10世・ド・リュジニャン,吕西尼昂的于格十世,,,Гуго X де Лузиньян,Ούγος Ι΄ του Λουζινιάν,
6000000002304359012,Q46018,Elizabeth the Cuman,クン・エルジェーベト,庫曼的伊莉莎白,,إليزابيث الكومانية,Елизавета Куманская,Ελισάβετ η Κουμάνα,
6000000002315770064,Q206021,"Mahaut d'Albon, comtesse de Savoie",,,,,,,
6000000002318224004,Q149390,"Margaret de Bohun, Countess of Devon",,玛格丽特·德·博亨，德文伯爵夫人,,,Маргарет де Богун,,
6000000002318533609,Q144960,Maud Chaworth,モード・チャワース,莫德·查沃思,,,Мод Чауорт,Μωντ Τσάουορθ,Maud Chaworth
6000000002322291872,Q55743,Henry (VII) of Germany,ハインリヒ7世,亨利七世,,هنري السابع ملك ألمانيا,Генрих VII Гогенштауфен,Ερρίκος της Γερμανίας,
6000000002322298231,Q113802,"Roger III, Duke of Apulia",ルッジェーロ3世,阿普利亞公爵魯傑羅三世,,روجر الثالث دوق بوليا,Рожер III,Ρογήρος Γ΄ της Απουλίας,
6000000002322298266,Q119810,William III of Sicily,グリエルモ3世,古列爾莫三世 (西西里),,ويليام الثالث ملك صقلية,Вильгельм III,Γουλιέλμος Γ΄ της Σικελίας,
6000000002322298383,Q116461,William Iron Arm,グリエルモ1世・ディ・アルタヴィラ,鐵臂威廉,,وليام الذراع الحديدية,Вильгельм I,Γουλιέλμος Α΄ της Απουλίας,
6000000002322298394,Q116463,Drogo of Hauteville,ドローゴネ・ディ・アウタヴィラ,德羅戈,,دروغو هوتفيل,Дрого,Δρόγων του Ωτβίλ,
6000000002322298402,Q206025,Umfredo d'Altavilla,,,,,,,
