qid,current_en,geni_id,sex,via_relation,via_qid,proposed_en
Q116170401,NN,,F,child,Q110629436,"mother of Roman Alexandrovitch, Prince Volkonsky"
Q110386413,NN,,F,child,Q108935787,mother of Agnolette Ugolini
Q110619130,NN,,F,child,Q8012262,mother of William Herle
Q116854523,NN,,F,child,Q75249618,mother of Sir Adam Johnstone of Johnstone
Q116161974,NN,,F,child,Q75501249,"mother of William de Gordon, 1st of Lochinvar"
Q139560053,N.N.,,F,child,Q139560048,mother of Martin Saussele
Q116150132,NN,,F,child,Q116150130,mother of Drslav of Benešov
Q113500556,NN,,F,child,Q113500553,mother of Marie Ilsabe Köster
Q116133769,NN,,F,spouse,Q61139265,"wife of Friedrich IV, Graf von Beichlingen und Lohra"
Q130335303,NN,,F,child,Q130335301,mother of Susannah Cooke
Q116085032,NN,,F,child,Q116085026,mother of Maria Katharina Apfoll
Q116053460,NN,,F,child,Q116053456,mother of Noel de Housse
Q116004098,NN,,F,child,Q116004090,"mother of Baudouin Adhémar, Seigneur de St.Gervais"
Q110549929,NN,,F,child,Q110459560,"mother of Pierfrancesco Colonna, Signore di Zagarolo"
Q96074375,Unknown,,F,spouse,Q96074374,wife of George Kenning
Q96074380,Unknown,,F,spouse,Q96074378,wife of G. N. Balfour
Q116005320,NN,,F,child,Q116005318,"mother of Count Nikola Gorjanski, palatine, ban of Machva, high zhupan of Bratislava"
Q110536508,NN,,F,child,Q110536505,mother of Constanza de Avellaneda
Q108943548,NN,,F,child,Q108943546,mother of Giovangiacomo Trivulzio
Q107275216,NN,,F,child,Q75579512,"mother of Robert de Cholmondely, Lord of Cholmondeley"
Q104772997,NN,,F,spouse,Q323947,wife of Witiko of Prčice
Q102859482,NN,,F,child,Q102855080,mother of Françoise Hélène de Pierre de Bernis
Q130357483,NN,,F,child,Q110369255,mother of Antonio Grimaldi
Q110570955,NN,,F,spouse,Q110570744,"wife of Liutold III, Graf von Plain, Graf von Hardegg"
Q130335185,NN,,F,child,Q130335183,"mother of Sir Alexander Jardine, of Applegirth, 1st Baronet"
Q105842385,NN,,F,child,Q105842383,mother of Anne Smyth
Q116170947,NN,,F,child,Q105905417,mother of Alart de Roubaix
Q116149915,NN,,F,child,Q109807958,mother of Hendrik III van Naaldwijk
Q139563197,N.N.,,F,child,Q139587114,mother of Anna Götz
Q112328523,NN,,F,child,Q112328506,mother of Lorenz Brastberger
Q116028840,NN,,F,child,Q116028837,mother of John Wroth
Q99090886,NN,,F,child,Q99090808,mother of Thomas Bellingham
Q99212044,NN,,F,child,Q2638905,mother of Jan van Foreest
Q130313146,NN,,F,child,Q130313129,mother of Alberico 'il Grande' da Barbiano
Q115714769,NN,,F,child,Q115714766,"mother of Henry Gough, of Oldfallings"
Q129169093,NN,,F,child,Q129169089,mother of Marjory Crichton
Q116168870,NN,,F,child,Q116168864,"mother of Edward de la Pomeray (Pomeroy), of Berry Pomeroy"
Q117268773,NN,,F,child,Q117268771,mother of Helen Maxtone
Q108838829,NN,,F,child,Q96221427,mother of Bastian Rümelin
Q116130585,NN,,F,child,Q110731585,mother of Johanna van de Walle
Q110153557,NN,,F,child,Q110153555,"mother of Albert II van Cuyck, Heer van Herpen"
Q109853181,NN,,F,child,Q109853176,mother of Sir Walter (de Vere) de Drayton
Q110579908,NN,,F,spouse,Q110579904,wife of Hubertus van Bosinchem
Q110537122,NN,,F,spouse,Q110537119,"wife of Heinrich III von Esch, Vogt von Conflans"
Q102832451,NN,,F,child,Q102832402,"mother of Maffre II, Baron de Castelnau"
Q130334152,NN,,F,child,Q130334148,mother of Heinrich VII von Hodenberg
Q110536848,NN,,F,child,Q107211653,"mother of Louis van Oudenaarde, Heer van Maarke"
Q116007590,NN,,F,child,Q102827402,"mother of Guillaume III de Léon, Seigneur de Hacqueville"
Q117245747,NN,,F,child,Q117245745,mother of Marie Louise Baddoux
Q110426140,NN,,F,child,Q110426136,mother of Jan Jansen Nijhoff
Q110426152,NN,,F,child,Q110426150,mother of Eva Fleur
Q117245444,NN,,F,child,Q117245442,mother of Michel Bernitt
Q110325029,NN,,F,child,Q110325020,mother of Johann I 'der Ältere' von Hatzfeld
Q136142277,NN,,F,child,Q136142276,mother of Gheorghe Emanoil Gyika
Q110640750,NN,,F,child,Q110425401,mother of Hubert bastaard van Culemborg
Q96241689,NN,,F,child,Q96241684,mother of Marie de Sombreffe
Q76019521,unknown,,F,,,
Q136206711,NN,,F,child,Q136206710,mother of Marie bâtarde d'Aure
Q99804009,NN,,F,child,Q99803952,"mother of Edmund Thwaites, of Lund"
Q127270804,NN,,M,,,
Q116007078,NN,,F,child,Q116007075,mother of Hendrik van Gennep
Q110386341,NN,,F,child,Q110386339,mother of Ortensia Baglioni
Q116006648,NN,,F,child,Q116006646,"mother of Odon, Vicomte de La Barthe"
Q115627040,NN,,M,child,Q115627039,father of William Grasby
Q110622798,NN,,F,child,Q75661033,mother of Sir William Crichton
Q104471976,NN,,F,child,Q104471728,mother of Elizabeth Bakewell
Q116145503,NN,,F,child,Q116145501,mother of Anne Mitchel
Q116124764,NN,,F,child,Q116124755,mother of Margery Kay
Q139571232,N.N.,,F,child,Q139571230,mother of Sieghard Büren
Q116045687,NN,,F,child,Q116045685,mother of Herman Laurens
Q110611673,NN,,F,child,Q110611658,mother of Wouter van Egmond 'Stoutkind'
Q110616879,NN,,F,child,Q110614565,"mother of Jeanne Thérèse Goubau, Vrouwe van Bousval"
Q116030304,NN,,F,spouse,Q59425186,"wife of Conrad IV, Count of Kirchberg"
Q116177495,NN,,F,spouse,Q1613354,wife of Hermann of Lippe
Q110737918,NN,,F,child,Q321417,mother of Bagrat I of Iberia
Q139571247,N.N.,,F,child,Q139571243,mother of Liutgard Nellenburg
Q131347377,NN,,F,child,Q131347370,mother of Richard Betham
Q110315213,NN,,F,child,Q110315210,mother of Ostendus III de Taillebourg
Q109334965,NN,,F,child,Q109334963,"mother of John Stewart, 4th of Blackhall"
Q110935430,NN,,M,child,Q110935429,"father of Iese I, Duke of Ksani"
Q24836542,NN,,F,spouse,Q580333,wife of King Xuan of Qi
Q97532198,NN,,F,child,Q97532143,mother of Gwladys ferch Llywelyn ap Hywel Felyn ap Gruffudd ab Ifor Bach
Q110509211,NN,,F,spouse,Q110509209,"wife of Aysinus|Arsieu I 'le Vieux' de Montesquiou, Baron de Montesquiou"
Q116146032,NN,,F,child,Q112490301,"mother of Meurig ap Hywel ap Cynwrig ap Hywel of Radur, baron of Llanharan"
Q116472008,NN,,F,father,Q68438388,daughter of Phriapites
Q116812155,NN,,F,child,Q116052695,mother of Llian ferch Cynhaethwy ap Herbert ap Godwin
Q116812536,NN,,F,child,Q116812534,mother of Dafydd ap Gwilym ap Philip ap Llywelyn
Q133461586,NN,,F,child,Q133461423,mother of Ieuan ap Gruffudd ap Llywelyn Llwyd ap Llywelyn Gôch of Lechwedd Dyrys
