geni_id	qids	in_our_tree
332349214460010743	Q28025927	yes
332440237870010732	Q5943727	yes
332530845780011330	Q117120198	yes
3329451	Q872469	yes
3329496	Q104447095	yes
333141783560005995	Q455643	yes
333216836240004514	Q5274648	yes
333222144150003876	Q64493	yes
3332245	Q9375049	yes
333335343100003347	Q371935	yes
333389669010004471	Q12325658	yes
333390275160004494	Q24542458	yes
3334348	Q9322607	yes
333492963040014318	Q16004103	yes
333596930220012652	Q319201	yes
333727306870012646	Q544387	yes
333808114730005275	Q4222480	yes
333934594950004570	Q1360504	yes
333951055140014476	Q126949682	yes
333968108820003405	Q14436764	yes
334055048430013393	Q1446881	yes
334118661570004524	Q3036004	yes
334142234820003373	Q5723211	yes
334166497500003354	Q11123780	yes
334179886950004501	Q134959888	yes
3342041	Q32361878	yes
334228533940004524	Q105655513	yes
334233179030005470	Q105507646	yes
334276660820012781	Q136609148	yes
334311541860005476	Q708164	yes
334407081940013551	Q5129154	yes
334407500240012807	Q557049	yes
3345103	Q105525364	yes
3345106	Q105525365	yes
334519409630003362	Q20735296	yes
3345763	Q1729888	yes
334617995120013538	Q105655515	yes
334697887040004405	Q18237712	yes
334778463130005523	Q105391949	yes
334785899770005489	Q898131	yes
334787042840003474	Q121817093	yes
3347983	Q5004260	yes
334805917300004530	Q8193490	yes
334923478210014711	Q20502906	yes
334942438280004607	Q104810636	yes
334989910820004589	Q102299703	yes
335073322390005492	Q105456141	yes
335079033660003731	Q5081617	yes
335093790060014656	Q12021873	yes
335172061690013798	Q321538	yes
335186526780012108	Q21817077	yes
335552698020014166	Q28939944	yes
335712230910013422	Q16003195	yes
335726453760006055	Q7297811	yes
335831035400012574	Q15695543	yes
335909965770012747	Q6828582	yes
335969911140011698	Q16594758	yes
335988052840012631	Q17095806	yes
336014294240007051	Q4691254	yes
336017214960006089	Q16166855	yes
336029211850002442	Q6752980	yes
336039200460002542	Q934762	yes
336094004740003964	Q104700866	yes
336103342350003936	Q104700865	yes
336227702480002576	Q111532288	yes
336364613400014157	Q16027157	yes
336664981560013489	Q107055410	yes
336665345960013484	Q107055408	yes
336702184640013450	Q1922011	yes
336835722530002651	Q19247400	yes
336836600140005347	Q112258346	yes
336836753080002641	Q112258811	yes
336854892680003134	Q11867862	yes
3368896	Q5803942	yes
3369661	Q5572648	yes
3369665	Q2915554	yes
3369688	Q4938604	yes
3370871	Q105372177	yes
337160576810012816	Q16012821	yes
3372271	Q104703258	yes
337227918210011772	Q4714958	yes
337230504600013579	Q106677155	yes
3372473	Q130870	yes
337309986780006136	Q20668957	yes
337312276510012922	Q5584858	yes
337397796000012005	Q45257307	yes
337521870350003164	Q1629200	yes
3377850	Q14711874	yes
337786262250013639	Q8006641	yes
337839883030006097	Q136831417	yes
3380010	Q104654557	yes
3380016	Q104654558	yes
338355405450002323	Q6516650	yes
338401710500004312	Q2064259	yes
338442159460013045	Q1036419	yes
338442956190014986	Q107778	yes
338472633760007377	Q56351166	yes
338474026100012830	Q4747350	yes
338569089050003696	Q266568	yes
338650411360001516	Q115379428	yes
338703206860014037	Q75610099	yes
338992396870012174	Q11309746	yes
338997284370010523	Q12379642	yes
339080788990005141	Q1227662	yes
339105763610005147	Q5583445	yes
339221796790012230	Q125884608	yes
339380369790011052	Q5583447	yes
339423141980007802	Q135524649	yes
3394301	Q24287796	yes
339502177520012255	Q104449720	yes
339507551000011058	Q104449721	yes
339714118980013677	Q19974430	yes
339749258120011057	Q61465753	yes
340023399140012432	Q1708769	yes
340200764130001354	Q1611553	yes
340201172970010680	Q215364	yes
340254884620011212	Q294100	yes
340259853190012549	Q90828374	yes
340263141470012539	Q5734945	yes
340263497130013996	Q4766191	yes
340267974200012560	Q11779787	yes
340283696420007007	Q27602984	yes
340328415760012602	Q104655151	yes
340332972530004468	Q16063724	yes
340336462370013968	Q104221245	yes
340336625680011332	Q105609760	yes
340405405290013870	Q1214348	yes
340463512860011399	Q8015703	yes
340493539690005412	Q105943948	yes
340586761900011340	Q4776522	yes
340594355600002691	Q661697	yes
340594869480006580	Q2891231	yes
340887529280012760	Q104542327	yes
340915372210012732	Q7317642	yes
341023956170011537	Q3270732	yes
341060283960001325	Q2899008	yes
341135742760004464	Q4945257	yes
341166608550003380	Q5302357	yes
341203311820012890	Q13374059	yes
341256714600012811	Q117741227	yes
341264969280005417	Q12739668	yes
341280675240013182	Q4189610	yes
341335381140011571	Q9387789	yes
3413849	Q5541324	yes
341388764470005451	Q9389692	yes
341393060630012784	Q9352663	yes
341407192360013273	Q274219	yes
341438989540012813	Q6750350	yes
3416000	Q5945805	yes
341626842660010786	Q18642998	yes
341653165950012786	Q1617597	yes
3417103	Q113151188	yes
341753290370013378	Q1607180	yes
341757557130012887	Q1977942	yes
341869294050013382	Q6659782	yes
3418788	Q6978222	yes
341936939460004199	Q304517	yes
341987655240007088	Q28354739	yes
341993614170013655	Q1797253	yes
341994663060013656	Q104219709	yes
342039822170013620	Q12102769	yes
342105834810006166	Q472270	yes
342222185080001593	Q73289186	yes
342327880290012951	Q94903676	yes
342327996140012961	Q105047320	yes
342329338800013693	Q20478363	yes
3424705	Q108506	yes
3424752	Q106474916	yes
342563534270013830	Q487523	yes
342616035160012136	Q6811800	yes
342818433090013951	Q16063097	yes
342907264970011040	Q105654511	yes
342934178950012227	Q105458936	yes
343015054660013945	Q1176307	yes
343023881150012194	Q6038552	yes
3431504	Q25929988	yes
343162772130004564	Q1374710	yes
343167913930012245	Q2218827	yes
343213145190011123	Q284769	yes
343213427430011060	Q3051761	yes
343229102720013941	Q139413318	yes
343527046970003739	Q105520443	yes
343548108380013107	Q134961755	yes
343563254350004648	Q12768421	yes
343685289930012302	Q55316370	yes
343733000230002200	Q1461732	yes
343736808040013047	Q5885548	yes
343798677620011201	Q20088980	yes
3440337	Q2346874	yes
344203822290013443	Q28538385	yes
344225031600014787	Q4076629	yes
344396666220012727	Q107464287	yes
344502705880011661	Q21639739	yes
344558977520012716	Q688817	yes
344597743150014797	Q87520859	yes
344599312820013573	Q139791277	yes
344600628220012768	Q139794225	yes
344603991080012748	Q887139	yes
3447157	Q5080963	yes
345089444080005245	Q1919406	yes
345285170480002588	Q27149393	yes
3452974	Q6234867	yes
345336799380011800	Q7248931	yes
345389677260007073	Q104810637	yes
345472818380011781	Q92758438	yes
345587367400003130	Q6799354	yes
345593844140011792	Q111901071	yes
345660482580011831	Q65925019	yes
345660643080007060	Q111901362	yes
3456917	Q59631555	yes
345802654430012937	Q6257047	yes
345849140600011792	Q19663045	yes
346017105470006793	Q28000322	yes
3460581	Q59335	yes
346064264570007208	Q20254250	yes
3460664	Q908933	yes
346087075720003135	Q26213578	yes
346315799510010784	Q105617690	yes
346317209800014763	Q6224798	yes
346352929580013786	Q64223658	yes
346356	Q94542101	yes
346364649680012286	Q1584834	yes
346364989840013829	Q218920	yes
346454172020006857	Q118924395	yes
346474821970012260	Q109784769	yes
346531082170011003	Q473841	yes
346729850250012271	Q42901536	yes
3467692	Q456056	yes
3467740	Q4739774	yes
347070566050011859	Q12306067	yes
347096171930013360	Q113791	yes
347183121120004796	Q18647082	yes
347187857800012563	Q1513008	yes
347197494680011106	Q855846	yes
347208888690011140	Q19817939	yes
347209102310014777	Q2456611	yes
347213017630013373	Q788892	yes
347311794270004811	Q3018169	yes
347379410590011148	Q2760059	yes
3476220	Q510200	yes
347671853840007050	Q18237556	yes
347778535380006080	Q62007508	yes
347785813880012657	Q472866	yes
347790797110012671	Q151735	yes
347851177590012691	Q628168	yes
347877828740011342	Q10787546	yes
347893801350012670	Q94944331	yes
348113873530011399	Q313531	yes
348205065990003648	Q935201	yes
348219585330006175	Q105361324	yes
348220558550011378	Q105361329	yes
348322934460012649	Q707511	yes
348378070050006132	Q3187993	yes
348630591710011488	Q7110078	yes
348693656830003714	Q55769643	yes
3487613	Q18434480	yes
348883925430002174	Q524543	yes
3489353	Q77213300	yes
348941660280011504	Q1121120	yes
3489658	Q134006499	yes
349096430960012652	Q108321019	yes
349206019310001474	Q66687958	yes
3492534	Q3093917	yes
3492690	Q16861447	yes
349311240950013485	Q16856685	yes
349399856020005071	Q1364647	yes
349402459830011591	Q12313671	yes
349653936780011701	Q508704	yes
349751637620012658	Q5723737	yes
349792595480004252	Q12403942	yes
349798694680003885	Q55590233	yes
349872795980001017	Q118255715	yes
349887658740001961	Q5231316	yes
349901020010001993	Q2640425	yes
349912724320001007	Q10320111	yes
349929039490001998	Q56221157	yes
350376687790001205	Q289570	yes
350377219550001155	Q1321804	yes
350426173040001141	Q365844	yes
350427063270001182	Q274704	yes
350446618310001187	Q95742214	yes
350478173910001204	Q117316444	yes
350521092630001164	Q316330	yes
350592689890001148	Q269357	yes
3506209	Q5884016	yes
350682863270001161	Q31887865	yes
350715815350001165	Q134961752	yes
3507218	Q16408095	yes
350732877650012781	Q900080	yes
351131587720012713	Q959521	yes
351243566650013793	Q26265462	yes
351259	Q111019617	yes
351473059750011844	Q5655856	yes
351598933090001364	Q90568	yes
351682514840001342	Q34933	yes
351686201990001345	Q23409723	yes
351698274540011860	Q29364247	yes
351853143350001386	Q21535118	yes
351854166380002527	Q15430905	yes
351855094360012848	Q114708531	yes
352076031880006503	Q130853	yes
352076515160012956	Q16620466	yes
352174203560012900	Q6982733	yes
352182760320013901	Q571401	yes
352286956570013887	Q16017763	yes
3523076	Q117222675	yes
352347891360012899	Q19984589	yes
352353631090012994	Q4734584	yes
352390899020010786	Q2904692	yes
352402280010011915	Q47525530	yes
352442468370011939	Q345004	yes
352487989110011921	Q188985	yes
352619814200011882	Q8011824	yes
352778475480001513	Q3375213	yes
353000158110012074	Q6916182	yes
353044033350001722	Q104543557	yes
353044937100013015	Q104543558	yes
353090292620011008	Q3265333	yes
353115965490013002	Q59588672	yes
353120608130011964	Q40444	yes
353134856720001744	Q715383	yes
353140721380012009	Q15486071	yes
353279424840011069	Q113809534	yes
353293587740013083	Q458733	yes
353338491990011016	Q38804760	yes
353339611170013048	Q2895992	yes
353435184270013078	Q16006927	yes
353694119550012115	Q105458722	yes
354205095760005453	Q2874495	yes
354333706180006615	Q94253935	yes
3548601	Q107613752	yes
354870889890006653	Q451052	yes
355025769910011319	Q126133236	yes
355174684480007822	Q23015946	yes
3551846	Q104410547	yes
355207686040010967	Q110625303	yes
355388040900005529	Q16650397	yes
355388866350012243	Q50823070	yes
3554260	Q28025574	yes
355477430760013292	Q267868	yes
3555714	Q10324417	yes
355598018900011418	Q4994343	yes
355607425500004651	Q4090034	yes
355698486950012363	Q5960873	yes
355747844900013359	Q264306	yes
355749465610012345	Q105471050	yes
355797360420001096	Q3376122	yes
355935004500012362	Q322460	yes
355980202500005622	Q104684087	yes
356038192960012325	Q16012794	yes
356225877060013378	Q7599272	yes
356231567780012321	Q11715933	yes
356757937240011528	Q7383110	yes
356758055510012398	Q6271117	yes
356782341950001250	Q2576296	yes
357041460690005906	Q59926878	yes
3571012	Q136308123	yes
357131178990012518	Q105608347	yes
357169929970004794	Q8311889	yes
357285265000013709	Q11754192	yes
357341429450003701	Q12320135	yes
357369117540006979	Q4755699	yes
357413110580010470	Q18748117	yes
357521669900006978	Q141049632	yes
3575359	Q919914	yes
357703671950011809	Q105557522	yes
357705609880006960	Q4711981	yes
357706548120004975	Q21177020	yes
357809292900013702	Q5945909	yes
358142204760012761	Q47516226	yes
358197336570005221	Q105522408	yes
358209756150013850	Q2870939	yes
358245516290006097	Q5298649	yes
358295619840012742	Q3908321	yes
358322171880013867	Q5932487	yes
358398406120011938	Q111978413	yes
358400597300011918	Q49690128	yes
358411451710013914	Q105565183	yes
358467534090004064	Q5971770	yes
358558513570002298	Q101092116	yes
358567620970007192	Q20979983	yes
358698155940010709	Q1394857	yes
358741419170012878	Q16617486	yes
358775247050002254	Q330060	yes
3588186	Q98127267	yes
358891906530002259	Q2902067	yes
358895653800011988	Q12408382	yes
358901879310012992	Q1674594	yes
358904046700012987	Q4668862	yes
358916794730004139	Q116455913	yes
358916985170011863	Q56599163	yes
359015993220012029	Q446598	yes
359016806190002322	Q684900	yes
359093034540002386	Q5544420	yes
359147480560010725	Q201161	yes
359207185190006168	Q60763267	yes
359207633310004226	Q65117016	yes
359209918750013010	Q18716087	yes
359213157350004263	Q1255023	yes
359250386580010720	Q725874	yes
359254381440001896	Q62558	yes
359270793070010732	Q9074685	yes
359344990760013021	Q105557538	yes
359347231690010835	Q105643399	yes
359348380790012271	Q105643394	yes
359349290720010745	Q105354361	yes
359350123960001806	Q105643395	yes
359351044220001076	Q105608083	yes
359352092920001906	Q105607998	yes
359354282500003101	Q105607775	yes
359358875120005368	Q104544059	yes
3596028	Q48069167	yes
359671751080011165	Q7050738	yes
3596778	Q12411258	yes
359772316290006325	Q105373440	yes
359886423030012293	Q152788	yes
359987296990011316	Q2776506	yes
360027699480013218	Q19666519	yes
360074801490001048	Q5850287	yes
3601909	Q131553846	yes
360313193060011569	Q5362841	yes
360592846550011534	Q15877176	yes
360786278610004512	Q248837	yes
360915884980002733	Q664291	yes
360992688160001381	Q78858	yes
361133716160003463	Q185085	yes
361188163070007637	Q22003786	yes
361204095530004567	Q8612	yes
361263756810001342	Q10262521	yes
361412730710013591	Q124360290	yes
361544951450011670	Q123670278	yes
361597725370011711	Q3068203	yes
361691940130013822	Q104209329	yes
361692933060013832	Q104209310	yes
361737737930004738	Q5956768	yes
361749141240011779	Q58174410	yes
361768611890001732	Q105462423	yes
3618578	Q435117	yes
362062935240011942	Q5390863	yes
362064757470007963	Q5544188	yes
362129616480013864	Q12043305	yes
362281918030007990	Q364994	yes
362295551200011957	Q332111	yes
362350673290012155	Q95243260	yes
362556793680011667	Q125531993	yes
362745485960003920	Q23932730	yes
362775310350003939	Q106371787	yes
362848290280004787	Q213890	yes
362849391300004823	Q105355552	yes
362935836490013259	Q112377166	yes
363004845310011347	Q4750494	yes
363086063170012883	Q104423688	yes
363169260090007144	Q4817499	yes
363194277480003036	Q5418903	yes
363329249010011427	Q111631162	yes
363385030700007301	Q1443069	yes
363394821260011220	Q6281490	yes
363396435980004992	Q3083789	yes
363469839190002234	Q3309102	yes
363480276080003204	Q864089	yes
363611125470002332	Q85533	yes
363642775230005922	Q933755	yes
363661960420011649	Q106871677	yes
363686890290005913	Q4669384	yes
363687474730012334	Q16617517	yes
363711323970001161	Q4707409	yes
363740429780010516	Q1043809	yes
363775954370011668	Q6257282	yes
363777454290011662	Q27036975	yes
363785013750012246	Q9069955	yes
363786497250011679	Q5819608	yes
363802541050007410	Q3012489	yes
363803942300001398	Q3193442	yes
363870712100011225	Q3732048	yes
363985235670006755	Q2447709	yes
364108250050001390	Q98640575	yes
364146324880001503	Q2240208	yes
3641571	Q14608553	yes
364186421900001483	Q125930670	yes
364327531080010511	Q106469039	yes
364344889710007644	Q56257700	yes
3643581	Q2823083	yes
364374144860013672	Q17057877	yes
364421466070006895	Q78889	yes
364423690140003315	Q61954	yes
364424031480010522	Q651974	yes
364429248730010584	Q1023873	yes
364429746240001524	Q1026593	yes
364484988970007560	Q98640674	yes
364498431550002439	Q554923	yes
364545155280012456	Q1228837	yes
364583065370012450	Q104249331	yes
364600800940010535	Q5667303	yes
364657686310013854	Q706771	yes
364669558810006162	Q6263264	yes
364688498630011141	Q3185043	yes
364819186870011223	Q1364488	yes
3648611	Q1988403	yes
365036105600013017	Q7041924	yes
365037747850002524	Q110693709	yes
365065263160006216	Q138874453	yes
365087485110012806	Q55676323	yes
365150286650010549	Q12338550	yes
365178215570007824	Q1356607	yes
365181672550013967	Q5713244	yes
365271532640012887	Q17505733	yes
365276536520011535	Q50377165	yes
365383029430012021	Q12406995	yes
365416641760004575	Q51051341	yes
365474138660004552	Q91852	yes
365505128130010547	Q109241482	yes
365527077950012030	Q2588612	yes
365556062540011610	Q21520355	yes
365605498280012062	Q1346228	yes
365734360760011597	Q106769231	yes
365734529860006442	Q106769230	yes
365740745620013242	Q106769229	yes
365758177610010545	Q95097927	yes
365875255210013307	Q17382445	yes
365931419160012210	Q131554143	yes
365943982140005462	Q7376291	yes
366106533050011736	Q7831868	yes
366114237150013315	Q6121067	yes
366217043540010512	Q60635351	yes
3662367	Q5925912	yes
3662471	Q109859504	yes
366308334090013469	Q43027	yes
366337246580011841	Q1346246	yes
366486100280011847	Q105559032	yes
366486345160012294	Q105558849	yes
366491661870013544	Q105600758	yes
366492469460012297	Q105559328	yes
366647611030013470	Q144439	yes
366647861730011889	Q11754264	yes
366700778850013478	Q3734617	yes
367023633770002998	Q6776701	yes
367214315830013620	Q6061644	yes
367252150310002996	Q1790968	yes
367289831060002994	Q10284867	yes
367304581170012462	Q9672388	yes
367391423030013589	Q104676920	yes
367429559560003873	Q104676989	yes
367452707750013677	Q23925339	yes
367453512540003814	Q16404208	yes
367480532590004999	Q105364075	yes
3676118	Q16649703	yes
367633203940005134	Q790001	yes
367705130740003911	Q6291453	yes
367753901810013759	Q55843948	yes
367803207910011196	Q42516193	yes
367806423600002188	Q5092409	yes
367936806020003974	Q11685244	yes
367937292870011237	Q255842	yes
367938245840013831	Q105513494	yes
367939036400011143	Q213569	yes
367939415560003880	Q91549	yes
367967888340003961	Q105362564	yes
367973925870004142	Q104702001	yes
367987042430012817	Q58765293	yes
368004057730004125	Q15490165	yes
368076834140002331	Q111226828	yes
368089653280002376	Q310532	yes
368106753970005211	Q16073026	yes
3681239	Q18449161	yes
368130886680002363	Q175899	yes
368218784800011316	Q3241653	yes
368364199610011301	Q95213135	yes
368454502590013950	Q86372365	yes
368467422380012074	Q23943924	yes
368510249270012053	Q16655509	yes
368605771490011413	Q1791411	yes
368610324190013039	Q178279	yes
368718379910012116	Q16003084	yes
368719815910012182	Q1293703	yes
3688212	Q4013193	yes
369007223460004415	Q95912323	yes
3692716	Q30248385	yes
369383910110012574	Q23638913	yes
369450529120005664	Q44546	yes
369582077140002829	Q105595819	yes
369629771970012777	Q48199302	yes
369770295150004523	Q2157955	yes
369993036130013832	Q30716465	yes
370026347440012091	Q7183563	yes
3700677	Q215406	yes
3700744	Q118134040	yes
3700780	Q1458704	yes
3700814	Q20171688	yes
3701883	Q5799048	yes
370241752590012448	Q237782	yes
370281168370011371	Q2219859	yes
370367203470012465	Q3901562	yes
3703774	Q106821571	yes
370406143630013891	Q954950	yes
370452490560012441	Q139890640	yes
370492391680012579	Q104703072	yes
370647737370012754	Q119283	yes
370674532060005294	Q86908768	yes
3706766	Q355040	yes
370678485010011799	Q7456615	yes
