qid	label	slot	n	parents	parent_labels
Q617753	Belus	mother	2	Q1129914;Q1326748	Libya | Erimede
Q21547870	Actor	mother	2	Q390348;Q1362409	Agamede | Canace
Q1817912	Hyrieus	father	2	Q1462644;Q41127	Learchus | Poseidon
Q740468	Busiris	mother	2	Q10411954;Q1878960	Anippe | Lysianassa
Q1136130	Idas	father	2	Q578378;Q41127	Aphareus | Poseidon
Q1378556	Eurypylus	mother	2	Q371206;Q686174	Astypalaea | Celaeno
Q1606756	Ancaeus	mother	2	Q371206;Q21548371	Astypalaea | Alta
Q16331922	Erginus	father	2	Q41127;Q56125227	Poseidon | Branchus
Q1347568	Epopeus	father	2	Q41127;Q1381908	Poseidon | Aloeus
Q3060919	Eurypylus	mother	2	Q686174;Q371206	Celaeno | Astypalaea
Q1125049	Eumolpus	father	2	Q41127;Q41680	Poseidon | Dionysus
Q842435	Arion	father	2	Q41127;Q467515	Poseidon | Zephyrus
Q842435	Arion	mother	2	Q40730;Q93172	Demeter | Gaia
Q189872	Bellerophon	father	2	Q1232714;Q41127	Glaucus | Poseidon
Q18551588	Otus	father	2	Q41127;Q1471633	Poseidon | Aloeus
Q10715158	Eurytus	father	2	Q423424;Q41127	Actor | Poseidon
Q3699000	Cteatus	father	2	Q423424;Q41127	Actor | Poseidon
Q3381352	Phocus	father	2	Q2031315;Q41127	Ornytion | Poseidon
Q1066344	Cycnus	mother	2	Q2934559;Q106521685	Calyce | Harpale
Q3198070	Leucon	father	2	Q143880;Q41127	Athamas | Poseidon
Q4259170	Lepreus	father	2	Q41127;Q126945536	Poseidon | Pyrgeus
Q641065	Phineus	father	3	Q392631;Q1145956;Q41127	Agenor | Phoenix | Poseidon
Q641065	Phineus	mother	2	Q853437;Q18481886	Telephassa | Cassiopeia
Q1469237	Sciron	father	4	Q3411223;Q22965478;Q41127;Q192485	Pylas | Canethus | Poseidon | Pelops
Q843335	Sinis	father	2	Q271949;Q41127	Procrustes | Poseidon
Q1301972	Butes	father	2	Q7696424;Q41127	Teleon | Poseidon
Q12757032	Parnassus	father	2	Q41127;Q58024617	Poseidon | Cleopompus
Q5869976	Phthius	father	2	Q501667;Q41127	Lycaon | Poseidon
Q3960045	Sikanos	father	2	Q849647;Q41127	Briareus | Poseidon
Q4419033	Siculus	father	2	Q41127;Q2722978	Poseidon | Italus
Q15543116	Aspledon	father	3	Q41127;Q4337246;Q3910877	Poseidon | Orchomenus | Presbon
Q2305446	Caanthus	father	2	Q161419;Q41127	Oceanus | Poseidon
Q385397	Glaucus	father	3	Q3545323;Q3618401;Q41127	Polybus of Sicyon | Anthedon | Poseidon
Q385397	Glaucus	mother	3	Q1372117;Q763268;Q182037	Euboea | Alcyone | naiad
Q1352687	Eubuleus	father	3	Q4162118;Q7844848;Q11912529	Dysaules | Trochilus | Carmanor
Q61982472	Sança d'Urgell	mother	2	Q11914077;Q6119813	Clemence de Bigorra | Sancha of Aragon
Q119859152	Ida von Werl	father	2	Q825311;Q825325	Bernard I of Werl | Bernard II of Werl
Q3128268	Hatakeyama Shigetada	mother	2	Q106535272;Q106601136	Daughter of Miura no Yoshiaki, principal wife of Hatakeyama no Shigenō | Daughter of Edo no Shigetsugu (concubine of Hatakeyama no Shigenō)
Q881239	Eanfrith of Bernicia	mother	2	Q9138811;Q75490802	Acha of Deira | Bebba
Q108178895	Fujiwara no Arisa	father	2	Q45844;Q11623647	Go-Sanjō | Fujiwara no Akitsuna
Q110820586	Eikō-joō	mother	2	Q11353932;Q110820603	Madenokōji Fusako | 大典侍 (正親町天皇の典侍)
Q76081115	Thomas Erskine	mother	2	Q76288940;Q75944478	Lady Mary Erskine | Lady Anne Erskine
Q11569673	Kataoka Nizaemon XIII	father	2	Q15700447;Q11569671	Yasuda Zenzaburō | Kataoka Nizaemon XI
Q106687402	Nijō no tsubone	father	2	Q11433263;Q22127022	Ōtomo Chikahide | Fujiwara no Toshimori
Q3894495	Paolo Spinola, 3rd Marquis of the Balbases	father	2	Q2408326;Q110586622	Filippo Spinola, 2nd Marquis of the Balbases | Filippo Spinola
Q75397081	Giorgio di Ceva, Marquis di Ceva	father	2	Q116169038;Q124029489	Guglielmo II del Vasto, Marchese de Ceva | Guglielmo I del Vasto, Marchese di Ceva
Q888476	Carlo II Tocco	father	2	Q942585;Q878387	Leonardo II Tocco | Carlo I Tocco
Q111182245	Battistina Fregoso	father	2	Q3636784;Q3763713	Battista Fregoso | Giano Fregoso
Q110769801	聖恵	father	3	Q586532;Q708897;Q715826	Koreyasu-shinnō | Munetaka-shinnō | Hisaaki-shinnō
Q110780544	Itsutsuji-no-miya Hiroakira-shin'nō	father	2	Q715826;Q22124630	Hisaaki-shinnō | Prince Hisanaga
Q110799572	Fujiwara no Giko	father	2	Q11393729;Q106410415	Tomohira-shinnō | Fujiwara no Yorinari
Q355778	Titus Annius Milo	father	2	Q12276021;Q108330553	Gaius Papius Celsus | Titus Annius Luscus
Q75464721	Sir Thomas fitz Robert	father	2	Q75459105;Q75459731	Robert fitz Maurice | Maurice fitz Thomas
Q102656608	Vasily Mstislavich	father	2	Q2534903;Q4305585	Mstislav Mstislavich | Mstislav Andreyevich
Q7508344	Anastasiya Ivanovna Ryazanskaya	father	2	Q4195604;Q4195537	Ivan Ivanovich | Ivan Aleksandrovich
Q378683	Gnaeus Cornelius Lentulus Vatia	father	2	Q943702;Q31200869	Gnaeus Cornelius Lentulus | Gaius Servilius Vatia
Q75247023	Ermengard von Holstein	father	2	Q364418;Q822831	Adolph VI, Count of Holstein-Schauenburg | Henry I, Count of Holstein-Rendsburg
Q75247023	Ermengard von Holstein	mother	2	Q55582696;Q75290073	Helena of Saxe-Lauenburg | Heilwig von Bronckhorst
Q79052675	Gaius Sallustius Crispus	father	2	Q720516;Q7170	Lucius Passienus Rufus | Sallust
Q64782982	Saionji Eiko	mother	2	Q106634753;Q1981729	Akiko Nakanoin | Go-Fukakusa-in no Nijō
Q11623581	Fujiwara no Michitō	mother	3	Q106345791;Q106355517;Q110266423	Minamoto no Nobumitsu's daughter | Daughter of Minamoto no Kanetada, wife of Fujiwara no Sanetoki | Daughter of Minamoto no Yoshimasa, wife of Fujiwara no Sanetoki
Q101420409	Aymon	father	2	Q451893;Q2844718	Amadeus I, Count of Savoy | Amédée de Belley
Q99285964	Zhao Zisi	father	2	Q99286335;Q65857754	Zhao Lingying | Zhao Lingzhuan
Q65821892	Wang Qiaonian	father	2	Q65821889;Q65903081	Wang Shuo | Wang Yue
Q75468891	Cuthgils	father	2	Q514878;Q77482534	Ceolwulf | Ceolwulf
Q65803188	Wei Shi	father	2	Q45500665;Q45668948	Wei Gun | Wei Gun
Q45553627	Sun Xiaoying	father	2	Q45658916;Q45578418	Sun Sunqiu | Sun Qiu
Q45553627	Sun Xiaoying	mother	2	Q65803332;Q65806567	Du Shi | Du Shi
Q45543815	Li Pan	father	2	Q45565320;Q45628777	Li Bing | Li Bing
Q45527893	Li Qianguo	father	2	Q45474685;Q45590260	Li Xie | Li Li
Q65803556	Xiao Shi	father	2	Q45672263;Q45627345	Xiao Cengmou | Xiao Ceng
Q65803233	Cui Shi	father	2	Q1562436;Q45460691	Cui Qun | Cui Qun
Q45446575	Li Xian	father	2	Q45688445;Q45446513	Li Xuanying | Li Yifan
Q45512104	Yang Yu	father	2	Q45512491;Q45599325	Yang Maoqing | Yang Mao
Q45552934	Sun Sichu	father	2	Q45652164;Q45595246	Sun Shijie | Sun Shijie
Q45552934	Sun Sichu	mother	2	Q65803290;Q65806547	Zhang Shi | Zhang Shi
Q110582431	Uchdryd ab Edwin ap Gronwy, lord of Cyfeiliog	father	2	Q5346938;Q1249648	Edwin of Tegeingl | Edwin, Earl of Mercia
Q17329119	Petar II Zrinski	father	2	Q17329170;Q110880337	Petar I Zrinski | Petar I. Zrinski
Q110861854	Gyōsho-hosshinnō	mother	2	Q11485456;Q110861797	Fujiwara no Nakako | 右衛門佐局 (後光厳天皇の宮人)
Q106708896	Niwata Shigesuke	father	2	Q106708729;Q123406320	庭田経資 | Niwata Shigekata
Q1658054	Icarius of Sparta	father	2	Q1162217;Q342343	Oebalus | Perieres
Q1658054	Icarius of Sparta	mother	2	Q950523;Q810744	Gorgophone | Batea
Q48961	Calypso	father	2	Q130818;Q189527	Atlas | Nereus
Q48961	Calypso	mother	3	Q184216;Q463865;Q726279	Tethys | Pleione | Doris
Q6077883	Isabella, Countess of Atholl	father	2	Q16842474;Q76141721	Henry, Earl of Atholl | Constantine (?)
Q6077883	Isabella, Countess of Atholl	mother	2	Q76141722;Q75389400	Maria (?) | Margaret (?)
Q10566889	Gao Zhen	father	2	Q26218348;Q45666868	Go Ryeon | Gao Lian
Q108208192	Naděj Spes	father	2	Q1366001;Q720098	Ulrich I | Luitpold, Prince of Znojmo
Q54553319	Sempronia	father	2	Q54553351;Q983266	Lucius Sempronius Atratinus | Lucius Sempronius Atratinus
Q75386747	Henri d'Estouteville, Seigneur d'Estouteville et Cleuville	mother	2	Q75519886;Q75891169	Leonia of Salisbury | Leonelle de Remmes
Q2038223	Amminadab	father	2	Q1824842;Q114932684	Ram | Admin
Q96244516	Adèle de Nevers	mother	2	Q110520599;Q111017306	Mathilde | Ida of Carinthia
Q4706028	Alan, Earl of Menteith	mother	2	Q68104787;Q75243107	Matilda of Strathearn | Maud de Arnot
Q75475842	Sir Thomas Mountjoy	father	2	Q75475843;Q96075976	Sir Ralph Mountjoy | Sir Robert Mountjoy
Q110616739	Jean de Glymes	father	2	Q110616742;Q71934441	Jacques de Glymes | Jan van Cordekin
Q55443305	Sophie of Cuijck-Arnsberg	father	2	Q1539242;Q1539254	Gottfried II | Gottfried III
Q55110647	Conrad IV of Weinsberg	mother	2	Q55519508;Q116007536	Irmengard of Münzenberg | NN
Q56071613	Konrad II Schenk von Limpurg	father	2	Q56071608;Q56071604	Friedrich I Schenk von Limpurg | Friedrich II Schenk von Limpurg
Q65952600	George Johnston	father	2	Q40850070;Q76307706	Patrick Johnstone | Sir Archibald Johnston
Q82530399	Catherine Rich	father	2	Q7328665;Q99240367	Richard Rich | John/Thomas Rich
Q111448133	Sophia Barbara Thill	father	2	Q59710763;Q111447817	Christian Thill | Maria Jacobina Pepfenhauser
Q105717041	Friedrich Brüel	father	2	Q111447125;Q111448067	Johann Friedrich Brüel | Maria Christina Siemens
Q110313616	Kristofer Torstenson av Forstena	father	2	Q110313617;Q56300020	Torsten Brunsson av Todene, Lord of Heggetorp | Torsten Brunsson
Q75586366	Anne Courtenay	father	2	Q75586257;Q23461828	Sir Edward Courtenay | Peter Courtenay
Q96075843	Juana de Orozco	father	2	Q101402700;Q110302118	Iñigo Lopez de Orozco, Señor de Escamilla | Íñigo López de Orozco, 1.Señor de Escamilla
Q55238154	Johann Sekund Sprinzenstein	father	2	Q55238177;Q110367230	Johann Rudolf Sprinzenstein | Johann Rudolf, Freiherr von und zu Sprinzenstein und Neuhaus
Q7192586	Piers Butler of Cahir	father	2	Q6127964;Q76275396	James Butler | James Oge Butler
Q61577490	Heilwig of Friburg	father	2	Q61139471;Q110260541	Volmar II von Frohburg | Hermann I von Frohburg
Q16062780	Margaret Gillies	mother	2	Q19324872;Q117476784	Mary Grimstone | Charlotte Hester Bonnor
Q106543376	Mary Gillies	mother	2	Q117476784;Q19324872	Charlotte Hester Bonnor | Mary Grimstone
Q114457234	Sebald Geuder	mother	2	Q114457275;Q114456567	Catharina Rüslin | Juliana Geuder
Q2254106	Arnold IV, Count of Andechs	father	2	Q2982691;Q100760	Arnold III of Sundgau | Frederick II, Count of Diessen
Q15733162	Publius Cornelius Lentulus	father	2	Q174536;Q15733166	Lucius Cornelius Lentulus | Publius Cornelius Lentulus
Q111108950	島津儔次郎	mother	2	Q111108939;Q11162174	田宮安知の娘 (島津斉彬の側室) | Ijūin Suma
Q3434374	Chrodbert	father	2	Q24886308;Q24885119	Lambert of Hesbaye | Erlebert
Q45623492	Li Cun	father	2	Q45452286;Q45479555	Li Yu | Li Yan
Q4104410	Vasily Aleksandrovich	father	2	Q4060936;Q22045532	Aleksandr Mikhaylovich | Aleksandr Yaroslavich
Q76273220	Ednyfed ap Tudor ap Gronwy	mother	2	Q22815213;Q96244006	Marged ferch Tomos | Malt ferch Madog ap Iorwerth ap Madog
Q73669320	Ferrante di Capua	father	2	Q107157674;Q110459537	Andrea di Capua | Andrea di Capua, 1.Duca di Termoli
Q116003775	Raoul de Meulan, Seigneur de Courseulles-sur-Mer	father	2	Q1492837;Q75291048	Galeran V de Beaumont, Comte of Meulant | Pierre de Meulan
Q7449817	Sempronius Stretton	father	2	Q8018914;Q76310248	William Stretton | unknown Stretton
Q75533342	Robert de Tateshal, 1st Lord Tateshal	mother	2	Q76267326;Q100153165	Joan FitzRanulph | Nichole
Q76349694	Katherine Gordon	father	2	Q75824639;Q76348677	James Gordon of Lesmoir, younger | James Gordon
Q76349694	Katherine Gordon	mother	2	Q75824616;Q76348680	Margaret Menzies | Helen Urquhart
Q75492590	Isabel Wilington	father	2	Q75492592;Q110316042	Sir Henry Wilington | Sir John Willington (Wylington), of Umberleigh
Q59392296	Elisabeth von Honstein-Kletterberg	mother	2	Q265723;Q75246335	Anna of Brunswick-Grubenhagen-Einbeck | Anna von Osterode
Q50824552	Catherine Borthwick	father	2	Q16197519;Q8005726	William Borthwick, 3rd Lord Borthwick | William Borthwick, 2nd Lord Borthwick
Q76259147	Annabella Campbell	father	2	Q75512482;Q75764171	Sir George Campbell of Loudoun | Hugh Campbell of Loudoun
Q76259147	Annabella Campbell	mother	2	Q75917979;Q75764172	Marion Auchinleck | Isobel Wallace
Q75715609	Patrick de Courcy, 20th Baron Kingsale	mother	2	Q75715594;Q75715553	Catherine Cogan | Mary O'Crawley
Q75613246	Susan Booth	father	2	Q75613245;Q96074445	Sir Richard Booth | Sir Robert Booth
Q75417688	Margaret Dreghorn	father	2	Q75417691;Q75535780	Robert Dreghorn | Allan Dreghorn of Blockhairn
Q5026372	Cameron Shute	father	2	Q75897201;Q75275226	Deane C. Shute | Deane Shute
Q116742543	John (II.) of Maidburg	father	2	Q116690637;Q116690649	Otto of Maidburg | Burkhard of Maidburg
Q1086250	Christoph von Wolzogen	father	2	Q75304660;Q108715	Wolff Baron von Wolzogen und Neuhaus | Hans Wolf von Wolzogen
Q76282767	Sir John Howard	mother	2	Q76282769;Q76282774	Alice Fitton | Alice de Ufford
Q76294766	Helen Shaw	father	2	Q76348090;Q76297354	Sir James Schaw of Sauchy | James Shaw of Sauchie
Q75403196	Geoffrey du Lude	father	2	Q75387310;Q75273672	Jean II, Vicomte de Beaumont | Robert of Beaumont
Q75403196	Geoffrey du Lude	mother	2	Q75403192;Q75403177	Marguerite de Poitiers | Marie de Chastelais
Q75438481	Robert Biddulph	father	2	Q75438482;Q105882303	Anthony Biddulph | Michael Biddulph
Q75438481	Robert Biddulph	mother	2	Q75438487;Q105882304	Elizabeth Palmer | Frances Kingston
Q75476238	Selwyn Rowland Buffett	father	2	Q75476235;Q75461676	Alfred Spencer Pyne | Augustine Stanley McCoy
Q75836344	Margaret Brereton	father	2	Q75849683;Q75453321	Sir William Brereton | Sir William Brereton
Q7791822	Thomas Levenson	father	2	Q112345547;Q75852844	Jacob C. Levenson | Joseph Richmond Levenson
Q75897240	Sir Thomas Dabridgecourt	father	2	Q75897266;Q109335362	Sir Nicholas Dabridgecourt | Thomas Dabridgcourt, of Stratfieldsay
Q75886191	Thomas de Montmorin, Seigneur de Montmorin	father	2	Q75886212;Q108838622	Bompon de Montmorin, Seigneur de Montmorin | Bompar, Seigneur de Montmorin
Q75886191	Thomas de Montmorin, Seigneur de Montmorin	mother	2	Q75886228;Q108838625	Françoise de Flotte | Françoise Flotte
Q75533228	Edmund Butler	father	2	Q76275396;Q7788093	James Oge Butler | Thomas Butler of Cahir
Q76077834	Mary Kearney	father	2	Q75897799;Q111443968	Michael Kearney | Matthew Kearney
Q2860728	Ardgar, King of Ailech	father	2	Q75451345;Q75675847	Lochlainn | Lochlainn
Q76168091	John St. Clair of Herdmanston	father	2	Q75248575;Q107359221	Sir John St. Clair of Herdmanston | William St Clair, 6th Lord Herdmanston
Q7458020	Severus William Lynam Stretton	father	2	Q8018914;Q76310248	William Stretton | unknown Stretton
Q76238682	Maria van Vianen	mother	2	Q76235241;Q107211906	Elisabeth van Buren | Sophia van Herlaer
Q75969605	George Maxwell, 2nd of Newark	mother	2	Q106810821;Q75444442	Margaret Rutherford | Margaret Borthwick
Q75477333	Patricia Catherine Chapman	mother	2	Q75477331;Q75472169	Nina Marjorie Murphy | Edith Marian Nobbs
Q75477366	Jacqueline Maud Chapman	mother	2	Q75477331;Q75472169	Nina Marjorie Murphy | Edith Marian Nobbs
Q76355987	Thibaut III de Crépy, Seigneur de Nanteuil-le-Haudouin	father	2	Q10294773;Q76355981	Henry I of Chatillon | Thibaut II de Crépy, Seigneur de Nanteuil-le-Haudouin
Q75624080	Sir William Cornwallis	father	2	Q75624078;Q75624076	Thomas Cornwallis | Thomas Cornwallis
Q76289163	Mabel Aylmer	father	2	Q76289164;Q110354207	George Aylmer | George Aylmer, of Lyons
Q75585978	Barbara Palmer	father	2	Q75585976;Q121340224	Robert Palmer | Robert Palmer, of Hill
Q76078220	Elizabeth Reynell	father	2	Q76078221;Q7793482	Richard Reynell | Thomas Reynell
Q185747	Nemesis	father	2	Q131122;Q161419	Erebos | Oceanus
Q185747	Nemesis	mother	2	Q131203;Q184216	Nyx | Tethys
Q4057954	Adrasteia	father	2	Q1919444;Q161419	Melissus of Crete | Oceanus
Q1768771	Kydnos	mother	2	Q184216;Q10856281	Tethys | Anchiale
Q10527935	Hydaspes	father	2	Q161419;Q326767	Oceanus | Thaumas
Q10527935	Hydaspes	mother	2	Q184216;Q1438693	Tethys | Electra
Q3611634	Haliacmon	father	2	Q3891746;Q161419	Palaestinus | Oceanus
Q269243	Triptolemus	father	6	Q1328260;Q1141300;Q161419;Q1147081;Q7844848;Q4162118	Eleusis | Celeus | Oceanus | Rarus | Trochilus | Dysaules
Q269243	Triptolemus	mother	3	Q40114098;Q1469456;Q93172	Hyona | Metanira | Gaia
Q826973	Beroe	father	2	Q189527;Q161419	Nereus | Oceanus
Q826973	Beroe	mother	2	Q726279;Q184216	Doris | Tethys
Q12751671	Ephyra	father	2	Q189527;Q161419	Nereus | Oceanus
Q12751671	Ephyra	mother	2	Q726279;Q184216	Doris | Tethys
Q61670746	Ganges	father	2	Q161419;Q18340494	Oceanus | Indus
Q189527	Nereus	mother	2	Q93172;Q184216	Gaia | Tethys
Q4865522	Bartolomeo Zaccaria	mother	2	Q42675365;Q6120249	Maria Ghizi | Jacqueline de la Roche
Q109346747	Beatrice Branch	father	2	Q116728476;Q116728487	Ivo William Ulick Fennell Branch | Annie Griffiths
Q65159587	Barthélemy of Vignory	father	2	Q78440417;Q78440618	Guy IV of Vignory | Guy V of Vignory
Q65159587	Barthélemy of Vignory	mother	2	Q115598136;Q115610649	Alais | Tiphaine
Q21126905	Arsenda de Cabrera	father	2	Q1773392;Q3825303	Guerau III de Cabrera | Ponç II de Cabrera
Q21126905	Arsenda de Cabrera	mother	2	Q19289994;Q111457114	Berenguera de Queralt | Sancha
Q4969340	Beatriz de Menezes, 2nd Countess of Vila Real	father	2	Q4290455;Q136006692	Pedro de Menezes, 1st Count of Vila Real | Pedro de Menezes, Conde de Viana
Q3779835	Guoremor	father	2	Q3756847;Q116052774	Gadeon | Gadeon ab Eudaf Hên
Q1268058	Marcus Aemilius Lepidus Porcina	father	2	Q319561;Q1275675	Marcus Aemilius Lepidus | Marcus Aemilius Lepidus
Q76189621	Catharina van Voorne	father	2	Q75292124;Q76189321	Gerard van Voorne | Hendrik van Voorne
Q76189621	Catharina van Voorne	mother	2	Q76116920;Q76189324	Hedwig van Borselen | Aleida van Cuyk
Q55443298	Ida of Arnsberg-Rietberg	father	2	Q1539242;Q1539254	Gottfried II | Gottfried III
Q96245261	Agnès de Dampierre-sur-l'Aube	father	2	Q3229798;Q17122258	Guy I of Dampierre | Anseric III of Montréal
Q96245261	Agnès de Dampierre-sur-l'Aube	mother	2	Q61196688;Q116005458	Helvide of Baudémont | Adelaide de Mareuil, Dame de Bussy-Lettrée
Q130438179	Karel Rudolf z Paaru	father	2	Q130438170;Q130438190	Rudolf Jan z Paaru | Arnošt Rudolf z Paaru
Q108803170	智光院 (正木頼忠の正室)	father	3	Q11402168;Q11402157;Q108804596	Hōjō Ujitaka | Hōjō Ujitaka | 田中泰行
Q710717	Lucius Arruntius Camillus Scribonianus	father	2	Q666740;Q1076644	Marcus Furius Camillus | Lucius Arruntius
Q710717	Lucius Arruntius Camillus Scribonianus	mother	2	Q94699005;Q111288570	Livia Scriboniana | Aemilia
Q2190172	Rudolph I of Neufchâtel	father	2	Q2295227;Q2489691	Rudolph I of Neufchâtel | Mangold I of Neuchâtel
Q110602459	Alais de Villersexel, Dame de Pouilly-sur-Saône	father	2	Q15973384;Q101469312	Aymon III de Faucogney | Humbert III, Seigneur de Thoire et de Villars-en-Bresse
Q110602459	Alais de Villersexel, Dame de Pouilly-sur-Saône	mother	2	Q110602463;Q101469374	Elisabeth de Mailly | Marguerite
Q845475	Stephen I of Moldavia	father	2	Q1040381;Q2713316	Roman I of Moldavia | Costea of Moldavia
Q385008	Fujiwara no Uona	mother	2	Q110343788;Q110344547	Katano no Ason's daughter | Daughter of Fujiwara no Kiyokawa (Mother of Fujiwara no Uona)
Q75971010	Sir Henry Keighley	father	2	Q116177740;Q116177741	Richard Keighley | Richard Keighley
Q22813937	Xiao Zao	father	2	Q22813934;Q45507189	萧循 | Xiao Jie
Q718210	Emperor Shun of Liu Song	father	2	Q10621173;Q718195	Liu Xiufan | Emperor Ming of Liu Song
Q7225	Emperor Wu of Han	mother	2	Q448012;Q713112	Empress Wang Zhi | Empress Wang
Q60709007	Hartmut von Kronberg	father	2	Q60708992;Q116030631	Хартмут IV фон Кронберг | Hartmut (Hartmann) von Kronberg
Q75258188	Mark Kerr	mother	2	Q75263554;Q117277348	Agnes Crichton | NN
Q1604397	Helmuth Delbrück	father	2	Q135618707;Q2561002	Victor Delbrück | Werner Hugo Wilhelm Delbrück
Q110507281	Reinold van den Clooster tot de Havehorst	mother	2	Q110507284;Q106072259	NN van Ruinen ? | Catharina de Rechtere
Q18560109	Hawise Lestrange	father	2	Q17352852;Q76154570	John Lestrange | John (II) Lestrange
Q18560109	Hawise Lestrange	mother	2	Q76154575;Q76154572	Lucy Tregoz | Amice (?)
Q45521818	Li Qi	father	2	Q11095730;Q6139444	Li Shan | Li Yong
Q45458470	Li Shiji	father	2	Q45437473;Q45653116	Li Zhengchen | Li Jian
Q110601892	Marguerite d'Harcourt	father	2	Q1386039;Q2322407	John II, Count of Harcourt | John IV, Count of Harcourt
Q110601892	Marguerite d'Harcourt	mother	2	Q75386785;Q75903551	Jeanne de Châtellérault, Vicomtesse de Châtellérault | Isabeau de l'Archevêque dame de Semblancay, de Montfort-le-Rotrou, de Vibraye, de Bonnetable et d'Aspremont
Q11545688	Ōgimachi Sanetsura	father	3	Q11545682;Q108856762;Q108856005	Kinmichi Oogimachi | 中山兼親 | 正親町公梁
Q108842938	四辻公説	father	2	Q108842820;Q108842699	四辻公万 | 四辻公亨
Q75536125	James Campbell of Aberuchill	mother	2	Q75535676;Q129167924	unknown Colville | Jean Drummond
Q723230	Aulus Postumius Albinus	father	2	Q773031;Q443983	Aulus Postumius Albinus Magnus | Aulus Postumius Albinus
Q110174337	園基茂	father	2	Q110168552;Q109795830	Sono Motomachi | 中山忠尹
Q109287985	伊勢貞遠	father	2	Q11379129;Q108960859	Ise Sadamune | 伊勢貞房
Q55429173	Vladimir Leontyev	mother	2	Q113758549;Q112562054	Fedosia Leontyeva | Feodosija Petrovna Leonťjevová
Q106255578	Minamoto no Noboru's daughter	father	2	Q11564109;Q11564211	Minamoto no Noboru | Minamoto no Tatau
Q2598306	Fujiwara no Atsutada	mother	2	Q106256480;Q11486323	Ariwara no Muneyana's daughter | Princess Renshi
Q129366300	Ko-shōshō no Kimi	father	2	Q110472747;Q11564103	Minamoto no Tokimichi | Minamoto no Sukenori
Q538614	Minamoto no Tsunenobu	father	2	Q11564318;Q22127230	Minamoto Michikata | Minamoto no Munekata
Q106427201	Isabel de Ataíde	father	2	Q85875395;Q110572630	Martim Gonçalves de Ataíde | Martim Gonçalves de Ataïde, Alcalde-mór de Chaves
Q11458688	Jinhan	mother	3	Q11564375;Q106463560;Q106463464	Minamoto no Reishi | Daughter of Fujiwara no Tadatoshi, wife of Fujiwara no Sanesada | Fujiwara no Morozane's wife
