qid	kind	leading_title	live_mul	live_en	langs_carrying_live	geni_ids	created_by	created_at
Q76133358	title	Sir		Sir Michael Edward Norman Raeburn, 4th Bt.	en nl			
Q76133384	title	Sir		Sir Ernest Manifold Raeburn	en nl			
Q76133420	title	Sir		Sir William Norman Raeburn, 2nd Bt.	en nl			
Q76133425	title	Sir		Sir Edward Alfred Raeburn, 3rd Bt.	en nl			
Q76133459	title	Sir		Sir Gilbert Ramsay of Balmain, 1st Bt.	en nl			
Q76133463	title	Sir		Sir David Ramsay of Balmain, 2nd Bt.	en nl			
Q76133467	title	Sir		Sir Charles Ramsay of Balmain, 3rd Bt.	en nl			
Q76133473	title	Sir		Sir Alexander Ramsay of Balmain, 5th Bt.	en nl			
Q76133587	title	Sir		Sir John Reid, 1st Bt.	en nl			
Q76133887	title	Sir		Sir Alexander Entwisle Ramsay, 4th Bt.	en nl			
Q76133997	title	Professor		Professor James Carl Gilbert	en nl			
Q76134056	title	Sir		Sir Herbert Ramsay, 5th Bt.	en nl			
Q76134077	title	Sir		Sir Alexander Burnett Ramsay of Balmain, 6th Bt.	en nl			
Q76134133	title	Sir		Sir Alexander William Burnett Ramsay of Balmain, 7th Bt.	en nl			
Q76134154	title	Sir		Sir Patrick Ramsay-Fairfax-Lucy, 7th Baronet	en			
Q76134173	title	Sir		Sir William George Herbert Taylor Ramsay-Fairfax, 2nd Bt.	en nl	6000000042588394861		
Q76134222	title	Sir		Sir Henry Montgomerie Cameron-Ramsay-Fairfax-Lucy, 4th Bt.	en nl			
Q76134248	title	Professor		Professor Leslie Penrhys Pugh	en nl			
Q76134446	title	Sir		Sir John Ramsden, 1st Bt.	en nl			
Q76134448	title	Sir		Sir George Dalston	en nl			
Q76134749	title	Princess		Princess Viktória, Countess of Bardi	en			
Q76134794	title	Sir		Sir Philip Medows	en nl			
Q76134901	title	Lady		Lady Catherine Heathcote-Drummond-Willoughby	en nl	6000000010370460039		
Q76134914	title	Sir		Sir William Pennington-Ramsden, 7th Baronet	en	6000000054205510831		
Q76135106	title	Lady		Lady Harriet Frances Byng	en nl			
Q76135171	title	Sir		Sir Ian Niall Rankin, 4th Bt.	en nl			
Q76135174	title	Sir		Sir Gavin Rankin, 5th Baronet	en			
Q76135276	title	Sir		Sir Alick Michael Rankin	en nl	6000000000589030183		
Q76135286	title	Mrs.		Mrs. Suzetta Barber	en nl			
Q76135289	title	Sir		Sir John Drummond of Concraig	en nl			
Q76135391	title	Sir		Sir Colman Battie Rashleigh, 3rd Bt.	en nl			
Q76135415	title	Sir		Sir Colman Battie Walpole Rashleigh, 4th Bt.	en nl	6000000020147906037		
Q76135424	title	Sir		Sir Harry Evelyn Battie Rashleigh, 5th Bt.	en nl	6000000020147741224		
Q76135480	title	Sir		Sir Richard Harry Rashleigh, 6th Bt.	en nl			
Q76135536	title	Sir		Sir Thomas Gibbons Frost	en nl			
Q76135597	title	Sir		Sir Thomas Rattray, 2nd of Rattray	en nl			
Q76135601	title	Sir		Sir Adam Rattray, 4th of Rattray	en nl			
Q76135613	title	Sir		Sir Silvester Rattray, 10th of Rattray	en nl			
Q76135668	title	Sir		Sir George Hay of Megginch	en nl			
Q76135713	title	Sir		Sir James Clerk-Rattray of Craighall-Rattray, 26th of Rattray	en nl			
Q76135742	title	Sir		Sir George Redston Warner	en nl			
Q76135744	title	Sir		Sir Francis Arthur Aglen	en nl			
Q76135844	title	Sir		Sir Nicholas Mosley	en nl			
Q76135858	title	Sir		Sir Edward Mosley, 1st Bt.	en nl			
Q76135860	title	Sir		Sir Gervase Cutler	en nl			
Q76135879	title	Sir		Sir Edward Moseley	en nl			
Q76135896	title	Sir		Sir Oswald Mosley, 1st Bt.	en nl			
Q76135900	title	Sir		Sir Oswald Mosley, 2nd Bt.	en nl			
Q76135901	title	Sir		Sir John Mosley, 3rd Bt.	en nl			
Q76135926	title	Sir		Sir James Whalley-Smythe-Gardiner, 3rd Bt.	en nl	6000000057519460868		
Q76136089	title	Sir		Sir William Hoffmeister	en nl			
Q76136172	title	Sir		Sir Thomas Talbot	en nl			
Q76136173	title	Sir		Sir Robert Booth	en nl			
Q76136196	title	Sir		Sir William White	en nl			
Q76136369	title	Sir		Sir George Tonge	en nl			
Q76136374	title	Sir		Sir Nicholas Cole, 1st Bt.	en nl			
Q76136777	title	Sir		Sir David Graham of Kincardine and of Old Montrose	en nl			
Q76136781	title	Sir		Sir John Graham	en nl			
Q76136789	title	Sir		Sir John de Graham of Abercorn and Dalkeith	en nl			
Q76136794	title	Sir		Sir Edward Hale	en nl			
Q76136800	title	Sir		Sir Patrick de Graham	en nl			
Q76136801	title	Sir		Sir Thomas de Graham	en nl			
Q76136805	title	Sir		Sir Nicholas de Graham of Dalkeith	en nl			
Q76136878	title	Sir		Sir Thomas Coker	en nl			
Q76137048	title	Sir		Sir Jesse Herbert	en nl			
Q76137107	title	Sir		Sir Alexander Cave	en nl			
Q76137125	title	Sir		Sir John Reade, 3rd Bt.	en nl	6000000029303761885		
Q76137140	title	Sir		Sir Robert Dormer	en nl			
Q76137148	title	Sir		Sir Compton Reade, 1st Bt.	en nl			
Q76137167	title	Sir		Sir Edward Reade, 2nd Bt.	en nl	6000000024100551944		
Q76137169	title	Sir		Sir Winwood Reade, 3rd Bt.	en nl	6000000024104501627		
Q76137174	title	Sir		Sir John Reade, 5th Bt.	en nl	6000000037815745723		
Q76137176	title	Sir		Sir John Reade, 6th Bt.	en nl	6000000080569139047		
Q76137178	title	Sir		Sir John Hill	en nl			
Q76137212	title	Sir		Sir Chandos Stanhope Hoskyns Reade, 8th Bt.	en nl			
Q76137221	title	Sir		Sir George Compton Reade, 9th Bt.	en nl	6000000119967649857		
Q76137231	title	Sir		Sir George Franklin Reade, 10th Bt.	en nl			
Q76137234	title	Sir		Sir John Stanhope Reade, 11th Bt.	en nl			
Q76137239	title	Sir		Sir Clyde Nixon Reade, 12th Bt.	en nl			
Q76137280	title	Sir		Sir Kenneth Ray Reade, 13th Bt.	en nl			
Q76137298	title	Sir		Sir William Antony John Reardon-Smith, 4th Bt.	en nl			
Q76137355	title	Sir		Sir William Reardon Reardon-Smith, 3rd Bt.	en nl			
Q76137437	title	Professor		Professor R. K. Lewis	en nl			
Q76137571	title	Sir		Sir Alexander Livingstone of Glentirren	en nl			
Q76137825	title	Baron		Baron Johan Hugo Mackay	en nl			
Q76137830	title	Baron		Baron Alexander Rijnhard Mackay	en nl			
Q76137947	title	Count		Count Rutger Schimmelpenninck	en nl			
Q76137949	title	Count		Count Rutger Jan Moritz Albert Schimmelpenninck	en nl			
Q76137984	title	Baroness		Baroness Maria Johanna Bertha Christina van Dedem	en nl			
Q76138127	title	Sir		Sir Giles Martin Redmayne, 3rd Bt.	en nl			
Q76138196	title	Sir		Sir Nicholas John Redmayne, 2nd Bt.	en nl	6000000030364714884		
Q76138197	title	Sir		Sir Peter Boverton Redwood, 3rd Bt.	en nl			
Q76138284	title	Sir		Sir Thomas Boverton Redwood, 2nd Bt.	en nl			
Q76138316	title	Sir		Sir Hugh Reid of Springburn, 3rd Bt.	en nl			
Q76138335	title	Sir		Sir Hugh Reid of Springburn, 1st Bt.	en nl			
Q76138338	title	Sir		Sir John Reid	en nl			
Q76138392	title	Sir		Sir Douglas Neilson Reid of Springburn, 2nd Bt.	en nl			
Q76138699	title	Sir		Sir John David Renshaw, 4th Bt.	en nl			
Q76138792	title	Sir		Sir Charles Renshaw, 3rd Bt.	en	6000000052115618833		
Q76138884	title	Sir		Sir Harry Renwick, 1st Baronet	en fr de nl es pt			
Q76138948	title	Sir		Sir John Robert Renwick, 2nd Bt.	en nl			
Q76139037	title	Sir		Sir James Reynolds, 4th Baronet	en			
Q76139117	title	Sir		Sir David James Reynolds, 3rd Bt.	en nl	6000000031626185863		
Q76139140	title	Sir		Sir John Christopher Douglas Rhodes, 4th Bt.	en nl			
Q76139195	title	Sir		Sir Arthur Gareth Ludovic Emrys Rhys Williams, 3rd Bt.	en nl			
Q76139307	title	Sir		Sir Anthony Lewis Richardson, 3rd Bt.	en nl			
Q76139315	title	Sir		Sir Lewis Richardson, 1st Bt.	en nl			
Q76139319	title	Sir		Sir Leslie Lewis Richardson, 2nd Bt.	en nl			
Q76139356	title	Sir		Sir Richard David Michael Richardson-Bunbury, 5th Bt.	en nl			
Q76139393	title	Sir		Sir John Tydd, Bt.	en nl			
Q76139419	title	Sir		Sir James Mervyn Richardson-Bunbury, 2nd Bt.	en nl			
Q76139429	title	Sir		Sir Thomas Charles Yates	en nl			
Q76139441	title	Sir		Sir Mervyn William Richardson-Bunbury, 4th Bt.	en nl			
Q76139644	title	Miles		Miles William Eric Bunbury Malcolm	en nl			
Q76139682	title	Sir		Sir Edward O'Farrell	en nl			
Q76139773	title	Sir		Sir Arthur Caley	en nl			
Q76139800	title	Sir		Sir Robert Ricketts, 1st Baronet	en			
Q76139937	title	Sir		Sir Walter Riddell, 14th Baronet	en			
Q76139942	title	Sir		Sir James Pringle of Gallowshiels	en nl			
Q76139946	title	Sir		Sir John Riddell of that Ilk, 1st Bt.	en nl			
Q76140411	title	Sir		Sir John Riddell of that Ilk, 3rd Bt.	en nl			
Q76140425	title	Sir		Sir Walter Riddell of that Ilk, 5th Bt.	en nl	6000000018622419305		
Q76140567	title	Sir		Sir John Riddell of that Ilk, 6th Bt.	en nl	6000000018622106294		
Q76140577	title	Sir		Sir Walter Riddell of that Ilk, 7th Bt.	en nl			
Q76140578	title	Sir		Sir James Buchanan Riddell of that Ilk, 8th Bt.	en nl			
Q76140712	title	Sir		Sir Anthony John Rigby, 3rd Bt.	en nl			
Q76140731	title	Sir		Sir Hugh John Macbeth Rigby, 2nd Bt.	en fr de nl es pt			
Q76140834	title	Sir		Sir James Henry Sproule Rivett-Carnac, 3rd Bt.	en nl	6000000019904168558		
Q76140841	title	Sir		Sir Claud James Rivett-Carnac, 4th Bt.	en nl			
Q76141180	title	Sir		Sir Henry George Crabbe Rivett-Carnac, 7th Bt.	en nl			
Q76141191	title	Sir		Sir Jonathan Rivett-Carnac, 10th Baronet	en			
Q76141285	title	Sir		Sir Samuel Roberts, 4th Bt.	en nl			
Q76141419	title	Sir		Sir Walter Roberts, 2nd Baronet	en			
Q76141436	title	Sir		Sir Thomas Roberts, 3rd Baronet	en	6000000018851319758		
Q76141471	title	Sir		Sir Howland Roberts, 5th Baronet	en			
Q76141472	title	Sir		Sir Walworth Roberts	en			
Q76141490	title	Sir		Sir Thomas Roberts, 6th Baronet	en			
Q76141519	title	Sir		Sir William James Denby Roberts, 3rd Bt.	en nl	6000000018472001257		
Q76141532	title	Sir		Sir Ellis Denby	en nl			
Q76141534	title	Sir		Sir James Denby Roberts, 2nd Bt.	en nl	6000000018471680271		
Q76141565	title	Sir		Sir Charles Jackson	en nl			
Q76141622	title	Sir		Sir James Roberts-Buchanan, 4th Baronet	en			
Q76141654	title	Sir		Sir Lacey Eric Vincent, 2nd Bt.	en nl			
Q76141719	title	Miles		Miles Claring Smith	en nl			
Q76141751	title	Sir		Sir John Drummond of Cargill and Stobhall	en nl			
Q76141760	title	Sir		Sir James Ogilvie of Inchmartin	en nl			
Q76141774	title	Sir		Sir Alexander Menzies of that Ilk	en nl			
Q76141794	title	Sir		Sir John de Striveling of Glenesk	en nl			
Q76141828	title	Sir		Sir Alexander Menzies of that Ilk	en nl			
Q76141878	title	heiress		heiress of Fordill	en nl			
Q76141884	title	Lady		Lady Margaret Stewart	en nl			
Q76142106	title	Sir		Sir Thomas Skinner, 1st Bt.	en nl			
Q76142137	title	Sir		Sir Joseph Benjamin Robinson, 2nd Bt.	en nl	6000000020908480413		
Q76142151	title	Count		Count Natale Labia	en nl	6000000059652998842		
Q76142174	title	Sir		Sir William Robinson	en nl			
Q76142184	title	Sir		Sir James Robinson, 3rd Bt.	en nl			
Q76142187	title	Sir		Sir John Robinson, 4th Baronet	en	6000000014244453237		
Q76142199	title	Sir		Sir George Stamp Robinson, 7th Bt.	en nl	6000000023390393860		
Q76142221	title	Sir		Sir Frederick Laud Robinson, 9th Bt.	en nl	6000000030930837998		
Q76142249	title	Sir		Sir John James Michael Laud Robinson, 11th Bt.	en nl			
Q76142308	title	Sir		Sir William Henry Robinson	en nl			
Q76142333	title	Sir		Sir Frederick Arnold Robinson, 3rd Bt.	en nl	6000000055398240990		
Q76142359	title	Sir		Sir John Beverley Robinson, 5th Bt.	en nl	6000000061372910926		
Q76142368	title	Sir		Sir John Beverley Robinson, 6th Bt.	en nl			
Q76142373	title	Sir		Sir John Beverley Robinson, 7th Bt.	en nl	6000000061373936001		
Q76142426	title	Sir		Sir Christopher Philipse Robinson, 8th Bt.	en nl			
Q76142714	title	Sir		Sir Marcus Cheke	en			
Q76142851	title	Professor		Professor Homer Hasenfflug Dubs	en nl			
Q76142959	title	Sir		Sir Thomas Brydges	en nl			
Q76142965	title	Lady		Lady Diana Holles	en nl			
Q76143292	title	Sir		Sir John Somerville, 2nd of Cambusnethan	en nl			
Q76143315	title	Chevalier		Chevalier Robert Egide Marie Ghislain Pangaert d'Opdorp	en nl			
Q76143364	title	Sir		Sir James Bruce of Powfoulis	en nl			
Q76143368	title	Sir		Sir James Stewart, 2nd of Ballechin	en nl			
Q76143386	title	Sir		Sir William Rollo	en nl			
Q76143389	title	Sir		Sir John Drummond of Carnock	en nl			
Q76143398	title	Lady		Lady Dorothea Graham	en nl			
Q76143407	title	Sir		Sir Henry Rollo of Woodside	en nl			
Q76143797	title	Sir		Sir Robert Douglas Ropner, 4th Bt.	en nl	6000000013447785074		
Q76143800	title	Sir		Sir Robert Clinton Ropner, 5th Bt.	en nl			
Q76143816	title	Sir		Sir John Henry Ropner, 2nd Bt.	en nl	6000000013447889345		
Q76143831	title	Sir		Sir Emil Hugo Oscar Robert Ropner, 3rd Bt.	en nl	6000000013447494980		
Q76143991	title	Sir		Sir Giffard Martel	en de nl es pt			
Q76144138	title	Sir		Sir Henry Ropner, 3rd Baronet	en			
Q76144199	title	Sir		Sir Andrew de Bosco of Redcastle	en nl			
Q76144202	title	Sir		Sir William Rose of Geddes and 2nd of Kilravock	en nl			
Q76144373	title	Sir		Sir Patrick Thriepland of Fingask, 1st Bt.	en nl			
Q76144486	title	Sir		Sir James Chisholm of Cromlix	en nl			
Q76144575	title	Miles		Miles R. Hornby	en nl			
Q76144635	title	Lady		Lady Charlotte Bridgeman	en			
Q76144689	title	Sir		Sir David Lancaster Rose, 4th Bt.	en nl			
Q76144742	title	Sir		Sir Philip Humphrey Vivian Rose, 3rd Bt.	en nl			
Q76144893	title	Sir		Sir Wilfrid Malleson	en de nl es pt			
Q76144902	title	Professor		Professor John Williams Williams	en nl			
Q76145006	title	Sir		Sir James Carter	en nl			
Q76145010	title	Sir		Sir Andrew Charles Paterson Ross, 3rd Bt.	en nl			
Q76145154	title	Sir		Sir David Ross, 7th of Balnagowan	en nl	6000000002188078775		
Q76145156	title	Sir		Sir Gilbert Keith, 3rd of Inverugie, 1st of Ludquhairn	en nl			
Q76145499	title	Sir		Sir Christopher John Royden, 5th Bt.	en nl	6000000066436503825		
Q76145504	title	Sir		Sir John Royden, 6th Baronet	en			
Q76145875	title	Sir		Sir Charter Price, 2nd Bt.	en nl			
Q76146090	title	Sir		Sir Thomas Lawrence Seccombe	en nl			
Q76146341	title	Sir		Sir Robin Philip Williams, 2nd Bt.	en nl			
Q76146414	title	Sir		Sir Charles Rugge Price, 3rd Bt.	en nl	6000000025914811166		
Q76146415	title	Sir		Sir Frederick Pott Price, 4th Bt.	en nl			
Q76146416	title	Sir		Sir Arthur James Rugge-Price, 5th Bt.	en nl			
Q76146426	title	Sir		Sir Charles Rugge-Price, 6th Bt.	en nl			
Q76146450	title	Sir		Sir Charles Rugge-Price, 7th Bt.	en	6000000025914668557		
Q76146454	title	Sir		Sir Charles Rugge-Price, 8th Bt.	en			
Q76146483	title	Sir		Sir Richard Ashton Beaumont	en nl			
Q76146527	title	Sir		Sir Charles Rugge-Price, 9th Bt.	en			
Q76146547	title	Sir		Sir James Rugge-Price, 10th Bt.	en			
Q76146549	title	Sir		Sir Henry John Sebastian Rumbold, 11th Bt.	en nl			
Q76146621	title	Don		Don Jose Maria Puigcerver	en nl			
Q76146676	title	Sir		Sir William Rumbold, 3rd Bt.	en nl			
Q76146687	title	Sir		Sir Cavendish Stuart Rumbold, 4th Bt.	en nl	6000000028264423957		
Q76146695	title	Sir		Sir Arthur Victor Raoul Anduze Rumbold, 6th Bt.	en nl			
Q76146696	title	Sir		Sir Charles Hale Rumbold, 7th Bt.	en nl	6000000028272240973		
Q76146720	title	Sir		Sir Robert Michael Owen	en nl			
Q76146850	title	Sir		Sir Osborn George Holmden	en nl			
Q76146863	title	Sir		Sir Charles Dominic Russell, 4th Bt.	en nl			
Q76146893	title	Sir		Sir Alec Charles Russell, 2nd Bt.	en nl	6000000014659194073		
Q76146936	title	Sir		Sir Robert Neil Reid	en nl			
Q76147077	title	Sir		Sir Harry Francis Brand	en nl			
Q76147159	title	Sir		Sir Charles Ian Russell, 3rd Bt.	en nl			
Q76147160	title	Sir		Sir John Prestige	en			
Q76147243	title	Sir		Sir Stephen Russell, 9th Baronet	en			
Q76147270	title	Sir		Sir John Murray Naesmyth of Posso, 4th Bt.	en nl	6000000019293842057		
Q76147290	title	Sir		Sir James Naesmyth of Posso, 5th Bt.	en nl	6000000019293890215		
Q76147368	title	Lady		Lady Caroline Alicia Diana Pery	en nl			
Q76147511	title	Sir		Sir Patrick Learmonth of Dairsie	en nl			
Q76147519	title	Sir		Sir Derek Gerald Ryan, 4th Bt.	en nl			
Q76147528	title	Sir		Sir Gerald Hemmington Ryan, 1st Bt.	en nl			
Q76147532	title	Sir		Sir Gerald Ellis Ryan, 2nd Bt.	en nl	6000000054080210927		
Q76147578	title	Sir		Sir Derek Gerald Ryan, 3rd Bt.	en nl			
Q76147608	title	Sir		Sir Henry Rycroft	en nl			
Q76147639	title	Sir		Sir John Hanbury	en nl	6000000034133510108		
Q76147734	title	Miles		Miles Bertie Cunningham Carbery	en nl			
Q76147761	title	Lady		Lady Dorothea Wallop	en			
Q76147800	title	Sir		Sir Richard John Rycroft, 8th Bt.	en nl			
Q76147866	title	Sir		Sir Nelson Rycroft, 6th Bt.	en	6000000100078302999		
Q76147898	title	Sir		Sir John Chisholm, 7th of Cromlix	en nl			
Q76147921	title	Sir		Sir Francis Carew, Bt.	en nl	6000000029547217105		
Q76147979	title	Sir		Sir Gaulter de Somerville	en nl			
Q76147997	title	Sir		Sir Stephen Lockhart	en nl			
Q76148030	title	Sir		Sir William Douglas of Pumpherstoun	en nl			
Q76148044	title	Sir		Sir James Bannatyne, Lord Newhall	en nl			
Q76148146	title	Sir		Sir Henry Wyndham	en nl			
Q76148220	title	Sir		Sir Robert Andrews Douglas, 2nd Bt.	en nl	6000000019947239147		
Q76148373	title	Sir		Sir Charles Hotham, 10th Bt.	en nl			
Q76148376	title	Sir		Sir Charles Hotham, 6th Bt.	en nl			
Q76148378	title	Sir		Sir Thomas Norcliffe	en nl			
Q76148380	title	Lady		Lady Gertrude Stanhope	en nl			
Q76148539	title	Lady		Lady Emilia Plunkett	en nl	5552204083400081439		
Q76149694	title	Noble		Noble Weir of Dromore	en nl			
Q76150262	title	Sir		Sir Thomas Nevin	en nl			
Q76150350	title	Sir		Sir Alex Tours of Innerleith	en nl			
Q76150360	title	Sir		Sir David Weems	en nl			
Q76150429	title	Sir		Sir Thomas Colville	en nl			
Q76150453	title	Sir		Sir Thomas Judkin-FitzGerald, 3rd Bt.	en nl			
Q76150455	title	Sir		Sir Joseph Capel Judkin-FitzGerald, 4th Bt.	en nl			
Q76150492	title	Sir		Sir John Leslie of Balquhain	en nl			
Q76150946	title	Lady		Lady Susan Maria O'Brien	en nl	6000000016578458867		
Q76151061	title	Sir		Sir Murdoch Stewart	en nl			
Q76151270	title	Sir		Sir James Sinclair of Sanday	en nl			
Q76151399	title	Sir		Sir John Murray of Drumcairn	en nl			
Q76151405	title	Lady		Lady Mary Anne Stuart	en nl	6000000023107638154		
Q76151421	title	Professor		Professor Tadeusz Sulimirski	en nl			
Q76151422	title	Comte		Comte Hervé de Bault de la Morinière	en nl			
Q76151445	title	Lady		Lady Arabella Stuart	en nl			
Q76151489	title	Lady		Lady Sophia Anne Walpole	en nl			
Q76151551	title	Sir		Sir Hans Sloane	en nl			
Q76151632	title	Sir		Sir John Charles	en nl			
Q76151866	title	Sir		Sir Richard Hylton, 5th Bt.	en nl			
Q76152089	title	Lady		Lady Catherine Leslie	en			
Q76152098	title	Lady		Lady Emily Katherine Parker	en nl			
Q76152191	title	Sir		Sir Frederick William Mulcaster	en fr de nl es pt	6000000040561740067		
Q76152273	title	Sir		Sir Leslie Charles Glass	en nl			
Q76152524	title	Lady		Lady Caroline Dawson	en	6000000020282521886		
Q76152532	title	Sir		Sir Thomas Hammond	en de nl es pt			
Q76152535	title	Sir		Sir Richard Duckworth-King, 3rd Bt.	en nl	6000000020282468883		
Q76152680	title	Miles		Miles McNeile	en nl			
Q76153026	title	Comte		Comte François Jules Augustia de Dion	en nl			
Q76153122	title	Sir		Sir Vere Edmund de Vere, 3rd Bt.	en nl	6000000002115929355		
Q76153127	title	Lady		Lady Lucy Pery	en nl			
Q76153149	title	Sir		Sir Patrick Strachan of Glenkindle	en nl			
Q76153367	title	Sir		Sir Patrick Wood of Bonnyton	en nl			
Q76153399	title	Sir		Sir Ralph Shelton	en nl			
Q76153424	title	Sir		Sir Ralph Shelton	en nl			
Q76153425	title	Sir		Sir Ralph Shelton	en nl			
Q76153630	title	Baroness		Baroness Anna Spiering	en nl			
Q76153762	title	Sir		Sir Charles Henry Scott	en fr de nl es pt			
Q76153840	title	Lady		Lady Frances Sackville	en nl			
Q76153850	title	Lady		Lady Anne Sackville	en nl			
Q76153855	title	Sir		Sir William Sackville	en nl sv			
Q76153879	title	Sir		Sir Francis Bernard	en nl			
Q76154011	title	Sir		Sir Richard de Fourneaux	en nl			
Q76154067	title	Saint		Saint Clair St. Clair-Ford	en nl			
Q76154080	title	Sir		Sir Aubrey St. Clair-Ford, 6th Bt.	en nl			
Q76154090	title	Sir		Sir Colin Anson St. Clair-Ford, 8th Bt.	en nl			
Q76154101	title	Sir		Sir Robin Sam St. Clair-Ford, 9th Bt.	en nl			
Q76154106	title	Sir		Sir Sam St Clair-Ford, 10th Baronet	en			
Q76154249	title	Sir		Sir James Anson St. Clair-Ford, 7th Bt.	en nl			
Q76154254	title	Don		Don Estantislao Correa Ugarte	en nl			
Q76154274	title	Sir		Sir Aron ap Rhys	en nl	6000000039488248603		
Q76154306	title	Sir		Sir Thomas Philipps	en nl	6000000007399570301		
Q76154315	title	Sir		Sir Henry Willoughby	en nl			
Q76154331	title	Sir		Sir Thomas Dennis	en nl			
Q76154342	title	Lady		Lady Cicely Finch	en nl			
Q76154401	title	Sir		Sir Rowland Henry Philipps-Laugharne-Philipps, 8th Bt.	en nl			
Q76154405	title	Sir		Sir William Philipps-Laugharne-Philipps, 9th Bt.	en nl	6000000031998235905		
Q76154408	title	Sir		Sir Godwin Philipps-Laugharne-Philipps, 10th Bt.	en nl	6000000031997724629		
Q76154425	title	Sir		Sir James Evans Philipps, 11th Bt.	en nl	6000000031998727832		
Q76154442	title	Sir		Sir Peter Soame, 4th Bt.	en nl			
Q76154606	title	Lady		Lady Margaret Grey	en nl			
Q76154620	title	Sir		Sir Nicholas Hauberk	en nl			
Q76154626	title	Sir		Sir Ebal de Mont	en nl			
Q76154634	title	Sir		Sir Alan de Gloseley	en nl			
Q76154773	title	Sir		Sir Thomas Erskine of Brechin	en nl			
