qid,redirected_to,geni_id,lang,wikidata,ours,state,live_is_our_alias,wikidata_aliases
Q141178201,,6000000009126235990,zh,玛丽·佩特里内·西门斯达特·贝格尔森,玛丽·佩特里内·西门斯达特·贝格尔森,match,false,
Q141178202,,6000000003492005166,mul,Stine Persdatter Øksnevad,Stine Persdatter Øksnevad,match,false,
Q141178202,,6000000003492005166,en,Stine Persdatter Øksnevad,Stine Persdatter Øksnevad,match,false,
Q141178202,,6000000003492005166,ja,スティーネ・ペシュダッテル・エクスネヴァード,スティーネ・ペシュダッテル・エクスネヴァード,match,false,
Q141178202,,6000000003492005166,zh,斯蒂内·佩斯达特·厄克斯内瓦,斯蒂内·佩斯达特·厄克斯内瓦,match,false,
Q141178380,,6000000003491988831,mul,Samuel Jonson Raustad,Samuel Jonson Raustad,match,false,
Q141178380,,6000000003491988831,en,Samuel Jonson Raustad,Samuel Jonson Raustad,match,false,
Q141178380,,6000000003491988831,ja,サムエル・ヨンソン・ラウスタード,サムエル・ヨンソン・ラウスタード,match,false,
Q141178380,,6000000003491988831,zh,萨穆埃尔·永松·劳斯塔,萨穆埃尔·永松·劳斯塔,match,false,
Q141178381,,6000000003491988826,mul,Marta Jonsdatter Li,Marta Jonsdatter Li,match,false,
Q141178381,,6000000003491988826,en,Marta Jonsdatter Li,Marta Jonsdatter Li,match,false,
Q141178381,,6000000003491988826,ja,マルタ・ヨンスダッテル・リ,マルタ・ヨンスダッテル・リ,match,false,
Q141178381,,6000000003491988826,zh,玛尔塔·永斯达特·李,玛尔塔·永斯达特·李,match,false,
Q141180395,,6000000020221673906,mul,Maren Gulbrandsdatter Ommestad,Maren Gulbrandsdatter Ommestad,match,false,Maren Ommestad
Q141180395,,6000000020221673906,en,Maren Gulbrandsdatter Ommestad,Maren Gulbrandsdatter Ommestad,match,false,
Q141180395,,6000000020221673906,ja,マーレン・グルブランスダッテル・オンメスタード,マーレン・グルブランスダッテル・オンメスタード,match,false,
Q141180395,,6000000020221673906,zh,马伦·古尔布兰斯达特·翁梅斯塔德,马伦·古尔布兰斯达特·翁梅斯塔德,match,false,
Q141180396,,6000000037737683245,mul,Tollef Tollefson Tunheim,Tollef Tollefson Tunheim,match,false,Tollef Tunheim
Q141180396,,6000000037737683245,en,Tollef Tollefson Tunheim,Tollef Tollefson Tunheim,match,false,
Q141180396,,6000000037737683245,ja,トッレヴ・トレフソン・トゥンヘイム,トッレヴ・トレフソン・トゥンヘイム,match,false,
Q141180396,,6000000037737683245,zh,托勒夫·托勒夫松·通海姆,托勒夫·托勒夫松·通海姆,match,false,
Q141180406,,6000000027324391291,mul,Ingeborg Gyntesdotter,Ingeborg Gyntesdotter,match,false,
Q141180406,,6000000027324391291,en,Ingeborg Gyntesdotter,Ingeborg Gyntesdotter,match,false,
Q141180406,,6000000027324391291,ja,インゲボルグ・ギュンテスドッテル,インゲボルグ・ギュンテスドッテル,match,false,
Q141180406,,6000000027324391291,zh,英厄堡·金特斯多特,英厄堡·金特斯多特,match,false,
Q141180408,,6000000005609534542,mul,Jon Larsson Mæle,Jon Larsson Mæle,match,false,Jon Larsson Li | Jon Mæle
Q141180408,,6000000005609534542,en,Jon Larsson Mæle,Jon Larsson Mæle,match,false,Jon Larsson Li | Jon Mæle
Q141180408,,6000000005609534542,ja,ヨン・ラーション・リ,ヨン・ラーション・メレ,differs,false,
Q141180408,,6000000005609534542,zh,永·拉尔松·李,永·拉尔松·梅莱,differs,false,
Q141180409,,6000000006127859575,mul,Magdalena Andersdotter,Magdalena Andersdotter,match,false,Magdalena Andersdotter Bure | Magdalena
Q141180409,,6000000006127859575,en,Magdalena Andersdotter,Magdalena Andersdotter,match,false,Magdalena Andersdotter Bure | Magdalena
Q141180409,,6000000006127859575,ja,マグダレーナ・アンデシュドッテル・ブーレ,マグダレーナ・アンデシュドッテル,differs,false,
Q141180409,,6000000006127859575,zh,玛格达莱娜·安德斯多特·布雷,玛格达莱娜·安德斯多特,differs,false,
Q141180410,,6000000012566410426,mul,Margareta Mårtensdotter Bång,Margareta Mårtensdotter Bång,match,false,
Q141180410,,6000000012566410426,en,Margareta Mårtensdotter Bång,Margareta Mårtensdotter Bång,match,false,
Q141180410,,6000000012566410426,ja,マルガレータ・モーテンスドッテル・ボング,マルガレータ・モーテンスドッテル・ボング,match,false,
Q141180410,,6000000012566410426,zh,玛格丽塔·莫滕斯多特·邦格,玛格丽塔·莫滕斯多特·邦格,match,false,
Q141180412,,6000000005609534550,mul,Marta Rasmusdatter Li,Marta Rasmusdatter Li,match,false,Marta Rasmusdatter Høle | Marta Li
Q141180412,,6000000005609534550,en,Marta Rasmusdatter Li,Marta Rasmusdatter Li,match,false,Marta Rasmusdatter Høle | Marta Li
Q141180412,,6000000005609534550,ja,マルタ・ラスムスダッテル・ヘーレ,マルタ・ラスムスダッテル・リ,differs,false,
Q141180412,,6000000005609534550,zh,玛尔塔·拉斯穆斯达特·赫勒,玛尔塔·拉斯穆斯达特·李,differs,false,
Q141180413,,6000000004334768506,mul,Thomas Matthiæ,Thomas Matthiæ,match,false,Thomas Mattsson | Thomas Matthiae
Q141180413,,6000000004334768506,en,Thomas Matthiæ,Thomas Matthiæ,match,false,Thomas Mattsson | Thomas Matthiae
Q141180413,,6000000004334768506,ja,トーマス・マットソン,トーマス・マティエ,differs,false,
Q141180413,,6000000004334768506,zh,托马斯·马特松,托马斯·马蒂埃,differs,false,
Q141189049,,6000000039510214027,mul,Alfred Tunheim,Alfred Tunheim,match,false,
Q141189049,,6000000039510214027,en,Alfred Tunheim,Alfred Tunheim,match,false,
Q141189049,,6000000039510214027,ja,,アルフレド・トゥンヘイム,absent_on_wikidata,false,
Q141189049,,6000000039510214027,zh,,阿尔夫雷德·通海姆,absent_on_wikidata,false,
Q141189052,,6000000030924460935,mul,Anna Carine Gundersen,Anna Carine Gundersen,match,false,
Q141189052,,6000000030924460935,en,Anna Carine Gundersen,Anna Carine Gundersen,match,false,
Q141189052,,6000000030924460935,ja,,アンナ・カリネ・グンデルセン,absent_on_wikidata,false,
Q141189052,,6000000030924460935,zh,,安娜·卡里内·贡德尔森,absent_on_wikidata,false,
Q141189054,,6000000196542059842,mul,Anna Maria Helgesdatter Bø,Anna Maria Helgesdatter Bø,match,false,
Q141189054,,6000000196542059842,en,Anna Maria Helgesdatter Bø,Anna Maria Helgesdatter Bø,match,false,
Q141189054,,6000000196542059842,ja,,アンナ・マリア・ヘルゲスダッテル・ベー,absent_on_wikidata,false,
Q141189054,,6000000196542059842,zh,,安娜·马里阿·赫尔盖斯达特·贝,absent_on_wikidata,false,
Q141189055,,6000000003095034747,mul,Astri Torkelsdatter Gilja,Astri Torkelsdatter Gilja,match,false,Astri Gilja
Q141189055,,6000000003095034747,en,Astri Torkelsdatter Gilja,Astri Torkelsdatter Gilja,match,false,
Q141189055,,6000000003095034747,ja,アストリ・トルケルスダッテル・ギリヤ,アストリ・トルケルスダッテル・ギリヤ,match,false,
Q141189055,,6000000003095034747,zh,阿斯特丽·托克尔斯达特·吉利亚,阿斯特丽·托克尔斯达特·吉利亚,match,false,
Q141189056,,6000000039507887815,mul,Bella Jeanette Garfve,Bella Jeanette Garfve,match,false,Bella Jeanette Tunheim
Q141189056,,6000000039507887815,en,Bella Jeanette Garfve,Bella Jeanette Garfve,match,false,
Q141189056,,6000000039507887815,ja,,ベラ・イェアネテ・ガルフヴェ,absent_on_wikidata,false,
Q141189056,,6000000039507887815,zh,,贝拉·耶阿内特·加尔夫韦,absent_on_wikidata,false,
Q141189058,,6000000027488859090,mul,Brita Thomasdotter,Brita Thomasdotter,match,false,
Q141189058,,6000000027488859090,en,Brita Thomasdotter,Brita Thomasdotter,match,false,
Q141189058,,6000000027488859090,ja,,ブリタ・トーマスドッテル,absent_on_wikidata,false,
Q141189058,,6000000027488859090,zh,,布里塔·托马斯多特,absent_on_wikidata,false,
Q141189061,,6000000031155498923,mul,Carl Bergersen,Carl Bergersen,match,false,
Q141189061,,6000000031155498923,en,Carl Bergersen,Carl Bergersen,match,false,
Q141189061,,6000000031155498923,ja,,カルル・ベルゲルセン,absent_on_wikidata,false,
Q141189061,,6000000031155498923,zh,,卡尔尔·贝格尔森,absent_on_wikidata,false,
Q141189062,,6000000180296055830,mul,Cecilie Jonsdatter,Cecilie Jonsdatter,match,false,
Q141189062,,6000000180296055830,en,Cecilie Jonsdatter,Cecilie Jonsdatter,match,false,
Q141189062,,6000000180296055830,ja,セシリエ・ヨンスダッテル,セシリエ・ヨンスダッテル,match,false,
Q141189062,,6000000180296055830,zh,塞西莉厄·永斯达特,塞西莉厄·永斯达特,match,false,
Q141189063,,6000000039510338057,mul,Elsie Pauline Berggren,Elsie Pauline Berggren,match,false,Elsie Pauline Tunheim
Q141189063,,6000000039510338057,en,Elsie Pauline Berggren,Elsie Pauline Berggren,match,false,
Q141189063,,6000000039510338057,ja,,エルシエ・パウリネ・ベルグレン,absent_on_wikidata,false,
Q141189063,,6000000039510338057,zh,,埃尔西埃·帕乌利内·贝尔格雷恩,absent_on_wikidata,false,
Q141189064,,6000000020220377527,mul,Georg August Bergersen,Georg August Bergersen,match,false,Jørgen
Q141189064,,6000000020220377527,en,Georg August Bergersen,Georg August Bergersen,match,false,
Q141189064,,6000000020220377527,ja,,ゲオルグ・アウグスト・ベルゲルセン,absent_on_wikidata,false,
Q141189064,,6000000020220377527,zh,,盖奥尔格·奥古斯特·贝格尔森,absent_on_wikidata,false,
Q141189065,,6000000020220981823,mul,Gustav Adolf Gundersen,Gustav Adolf Gundersen,match,false,Gustav Adolf Bergersen Næsmoen | Bergersen
Q141189065,,6000000020220981823,en,Gustav Adolf Gundersen,Gustav Adolf Gundersen,match,false,
Q141189065,,6000000020220981823,ja,,グスタヴ・アドルフ・グンデルセン,absent_on_wikidata,false,
Q141189065,,6000000020220981823,zh,,古斯塔夫·阿多尔夫·贡德尔森,absent_on_wikidata,false,
Q141189066,,6000000003492005191,mul,Helge Rasmusson Bø,Helge Rasmusson Bø,match,false,
Q141189066,,6000000003492005191,en,Helge Rasmusson Bø,Helge Rasmusson Bø,match,false,
Q141189066,,6000000003492005191,ja,,ヘルゲ・ラスムソン・ベー,absent_on_wikidata,false,
Q141189066,,6000000003492005191,zh,,赫尔盖·拉斯穆松·贝,absent_on_wikidata,false,
Q141189067,,6000000221449620901,mul,Helmik Kristiansen Sør-Reime,Helmik Kristiansen Sør-Reime,match,false,
Q141189067,,6000000221449620901,en,Helmik Kristiansen Sør-Reime,Helmik Kristiansen Sør-Reime,match,false,
Q141189067,,6000000221449620901,ja,,ヘルミク・クリスティアンセン・セール・レイメ,absent_on_wikidata,false,
Q141189067,,6000000221449620901,zh,,赫尔米克·克里斯蒂安森·瑟尔·雷梅,absent_on_wikidata,false,
Q141189068,,6000000055822446833,mul,Hilde Constance Marie Bergersen,Hilde Constance Marie Bergersen,match,false,
Q141189068,,6000000055822446833,en,Hilde Constance Marie Bergersen,Hilde Constance Marie Bergersen,match,false,
Q141189068,,6000000055822446833,ja,,ヒルデ・コンスタンセ・マリー・ベルゲルセン,absent_on_wikidata,false,
Q141189068,,6000000055822446833,zh,,希尔德·科恩斯塔恩塞·玛丽·贝格尔森,absent_on_wikidata,false,
Q141189069,,6000000008176802346,mul,Ingeborg Ådnesdatter Grøtheim,Ingeborg Ådnesdatter Grøtheim,match,false,
Q141189069,,6000000008176802346,en,Ingeborg Ådnesdatter Grøtheim,Ingeborg Ådnesdatter Grøtheim,match,false,
Q141189069,,6000000008176802346,ja,インゲボルグ・オードネスダッテル・グレートヘイム,インゲボルグ・オードネスダッテル・グレートヘイム,match,false,
Q141189069,,6000000008176802346,zh,英厄堡·奥德内斯达特·格勒特海姆,英厄堡·奥德内斯达特·格勒特海姆,match,false,
Q141189070,,6000000003491986951,mul,John Jonassen Hegre,John Jonassen Hegre,match,false,John Jonassen Heigre | John Hegre
Q141189070,,6000000003491986951,en,John Jonassen Hegre,John Jonassen Hegre,match,false,
Q141189070,,6000000003491986951,ja,,ヨン・ヨナセン・ヘグレ,absent_on_wikidata,false,
Q141189070,,6000000003491986951,zh,,永恩·永纳森·赫格雷,absent_on_wikidata,false,
Q141189071,,6000000005609425388,mul,Joren Jonsdatter Espedal,Joren Jonsdatter Espedal,match,false,Joren J Mæle | Joren Espedal
Q141189071,,6000000005609425388,en,Joren Jonsdatter Espedal,Joren Jonsdatter Espedal,match,false,
Q141189071,,6000000005609425388,ja,ヨーレン・ヨンスダッテル・エスペダール,ヨーレン・ヨンスダッテル・エスペダール,match,false,
Q141189071,,6000000005609425388,zh,约伦·永斯达特·埃斯佩达尔,约伦·永斯达特·埃斯佩达尔,match,false,
Q141189074,,6000000039508106907,mul,Joseph Tunheim,Joseph Tunheim,match,false,
Q141189074,,6000000039508106907,en,Joseph Tunheim,Joseph Tunheim,match,false,
Q141189074,,6000000039508106907,ja,,ヨセプ・トゥンヘイム,absent_on_wikidata,false,
Q141189074,,6000000039508106907,zh,,永塞普·通海姆,absent_on_wikidata,false,
Q141189076,,6000000029302543031,mul,Kristian Larsen Sør-Reime,Kristian Larsen Sør-Reime,match,false,Kristian Larsen Nord-Varhaug | Kristian Sør-Reime
Q141189076,,6000000029302543031,en,Kristian Larsen Sør-Reime,Kristian Larsen Sør-Reime,match,false,
Q141189076,,6000000029302543031,ja,クリスティアン・ラーシェン・ノール・ヴァールハウグ,クリスティアン・ラーシェン・セール・レイメ,differs,false,
Q141189076,,6000000029302543031,zh,克里斯蒂安·拉尔森·诺尔·瓦尔豪格,克里斯蒂安·拉尔森·瑟尔·雷梅,differs,false,
Q141189077,,6000000224702710821,mul,Lars Bernhard Kristiansen Sør-Reime,Lars Bernhard Kristiansen Sør-Reime,match,false,
Q141189077,,6000000224702710821,en,Lars Bernhard Kristiansen Sør-Reime,Lars Bernhard Kristiansen Sør-Reime,match,false,
Q141189077,,6000000224702710821,ja,,ラーシュ・ベルンハルド・クリスティアンセン・セール・レイメ,absent_on_wikidata,false,
Q141189077,,6000000224702710821,zh,,拉尔斯·贝尔恩哈尔德·克里斯蒂安森·瑟尔·雷梅,absent_on_wikidata,false,
Q141189078,,6000000224702528843,mul,Lars Kristiansen Sør-Reime,Lars Kristiansen Sør-Reime,match,false,
Q141189078,,6000000224702528843,en,Lars Kristiansen Sør-Reime,Lars Kristiansen Sør-Reime,match,false,
Q141189078,,6000000224702528843,ja,ラーシュ・クリスティアンセン・セール・レイメ,ラーシュ・クリスティアンセン・セール・レイメ,match,false,
Q141189078,,6000000224702528843,zh,拉尔斯·克里斯蒂安森·瑟尔·雷梅,拉尔斯·克里斯蒂安森·瑟尔·雷梅,match,false,
Q141189079,,6000000005609425379,mul,Lars Tormodsen Mele,Lars Tormodsen Mele,match,false,Mæle | Lars Mele
Q141189079,,6000000005609425379,en,Lars Tormodsen Mele,Lars Tormodsen Mele,match,false,
Q141189079,,6000000005609425379,ja,ラーシュ・トルモドセン・メーレ,ラーシュ・トルモドセン・メーレ,match,false,
Q141189079,,6000000005609425379,zh,拉尔斯·托尔莫德森·梅勒,拉尔斯·托尔莫德森·梅勒,match,false,
Q141189080,,6000000181444356836,mul,Lave,Lave,match,false,
Q141189080,,6000000181444356836,en,Lave,Lave,match,false,
Q141189080,,6000000181444356836,ja,ラーヴェ,ラーヴェ,match,false,
Q141189080,,6000000181444356836,zh,拉弗,拉弗,match,false,
Q141189081,,6000000025793394310,mul,Lotte Birgithe Gustava Jonasdatter Lea,Lotte Birgithe Gustava Jonasdatter Lea,match,false,Lotte Birgithe Gustava Jonasdatter Heigre | Lotte Birgithe Gustava Lea
Q141189081,,6000000025793394310,en,Lotte Birgithe Gustava Jonasdatter Lea,Lotte Birgithe Gustava Jonasdatter Lea,match,false,
Q141189081,,6000000025793394310,ja,ロッテ・ビルギーテ・グスタヴァ・ヨナスダッテル・ヘイグレ,ロッテ・ビルギーテ・グスタヴァ・ヨナスダッテル・レア,differs,false,
Q141189081,,6000000025793394310,zh,洛特·比尔吉特·古斯塔娃·约纳斯达特·海格勒,洛特·比尔吉特·古斯塔娃·约纳斯达特·莱阿,differs,false,
Q141189083,,6000000014026305107,mul,Martha Elida Frenning,Martha Elida Frenning,match,false,Martha Elida Bergersen
Q141189083,,6000000014026305107,en,Martha Elida Frenning,Martha Elida Frenning,match,false,
Q141189083,,6000000014026305107,ja,マルタ・エリーダ・ベルゲルセン,マルタ・エリーダ・フレニング,differs,false,
Q141189083,,6000000014026305107,zh,玛尔塔·埃利达·贝格尔森,玛尔塔·埃利达·夫雷尼恩格,differs,false,
Q141189084,,6000000019384841547,mul,Martin Tollefson Tunheim,Martin Tollefson Tunheim,match,false,
Q141189084,,6000000019384841547,en,Martin Tollefson Tunheim,Martin Tollefson Tunheim,match,false,
Q141189084,,6000000019384841547,ja,マルティン・トレフソン・トゥンヘイム,マルティン・トレフソン・トゥンヘイム,match,false,
Q141189084,,6000000019384841547,zh,马丁·托勒夫松·通海姆,马丁·托勒夫松·通海姆,match,false,
Q141189086,,6000000011239496910,mul,Mats Törnesson (hjorthorn),Mats Törnesson (hjorthorn),match,false,
Q141189086,,6000000011239496910,en,Mats Törnesson (hjorthorn),Mats Törnesson (hjorthorn),match,false,
Q141189088,,6000000007744588495,mul,Ola Knutsen Grøtheim,Ola Knutsen Grøtheim,match,false,Ola Knutsen Garborg | Ola Grøtheim
Q141189088,,6000000007744588495,en,Ola Knutsen Grøtheim,Ola Knutsen Grøtheim,match,false,
Q141189088,,6000000007744588495,ja,,オーラ・クヌートセン・グレートヘイム,absent_on_wikidata,false,
Q141189088,,6000000007744588495,zh,,乌拉·克努特森·格勒特海姆,absent_on_wikidata,false,
Q141189090,,6000000021122102578,mul,Ole Christopher Christiansen,Ole Christopher Christiansen,match,false,Ole Christoffer Bergersen
Q141189090,,6000000021122102578,en,Ole Christopher Christiansen,Ole Christopher Christiansen,match,false,
Q141189090,,6000000021122102578,ja,,オーレ・クリストプヘル・クリスチャンセン,absent_on_wikidata,false,
Q141189090,,6000000021122102578,zh,,奥勒·克里斯托普赫尔·克里斯蒂安森,absent_on_wikidata,false,
Q141189091,,6000000055822412855,mul,Ole Nicolai Bergersen,Ole Nicolai Bergersen,match,false,
Q141189091,,6000000055822412855,en,Ole Nicolai Bergersen,Ole Nicolai Bergersen,match,false,
Q141189091,,6000000055822412855,ja,,オーレ・ニコライ・ベルゲルセン,absent_on_wikidata,false,
Q141189091,,6000000055822412855,zh,,奥勒·尼科拉伊·贝格尔森,absent_on_wikidata,false,
Q141189093,,6000000022418305015,mul,Oline Mathea Olsen,Oline Mathea Olsen,match,false,Oline Mathea Bergersen | Gundersdatter
Q141189093,,6000000022418305015,en,Oline Mathea Olsen,Oline Mathea Olsen,match,false,
Q141189093,,6000000022418305015,ja,,オリーネ・マテア・オルセン,absent_on_wikidata,false,
Q141189093,,6000000022418305015,zh,,奥利内·马特阿·奥尔森,absent_on_wikidata,false,
Q141189094,,6000000010256424421,mul,Oskar Haug,Oskar Haug,match,false,Oskar Edlund
Q141189094,,6000000010256424421,en,Oskar Haug,Oskar Haug,match,false,
Q141189094,,6000000010256424421,ja,,オスカル・ハウグ,absent_on_wikidata,false,
Q141189094,,6000000010256424421,zh,,奥斯卡尔·哈乌格,absent_on_wikidata,false,
Q141189095,,6000000039510875837,mul,Peter Tunheim,Peter Tunheim,match,false,
Q141189095,,6000000039510875837,en,Peter Tunheim,Peter Tunheim,match,false,
Q141189095,,6000000039510875837,ja,,ペテル・トゥンヘイム,absent_on_wikidata,false,
Q141189095,,6000000039510875837,zh,,佩特尔·通海姆,absent_on_wikidata,false,
Q141189097,,6000000005609425396,mul,Ragnhild Toresdatter Håland i Gjesdal,Ragnhild Toresdatter Håland i Gjesdal,match,false,
Q141189097,,6000000005609425396,en,Ragnhild Toresdatter Håland i Gjesdal,Ragnhild Toresdatter Håland i Gjesdal,match,false,
Q141189097,,6000000005609425396,ja,,ラグンヒル・トーレスダッテル・ホーランド・イ・イェスダール,absent_on_wikidata,false,
Q141189097,,6000000005609425396,zh,,拉格希尔德·托雷斯达特·霍兰·伊·耶斯达尔,absent_on_wikidata,false,
Q141189098,,6000000003491986966,mul,Rakel Jonasdatter Heigre,Rakel Jonasdatter Heigre,match,false,
Q141189098,,6000000003491986966,en,Rakel Jonasdatter Heigre,Rakel Jonasdatter Heigre,match,false,
Q141189098,,6000000003491986966,ja,,ラケル・ヨナスダッテル・ヘイグレ,absent_on_wikidata,false,
Q141189098,,6000000003491986966,zh,,拉凯尔·约纳斯达特·海格勒,absent_on_wikidata,false,
Q141189099,,6000000021133770643,mul,Rasmus Helgesen Bø,Rasmus Helgesen Bø,match,false,
Q141189099,,6000000021133770643,en,Rasmus Helgesen Bø,Rasmus Helgesen Bø,match,false,
Q141189099,,6000000021133770643,ja,,ラスムス・ヘルゲセン・ベー,absent_on_wikidata,false,
Q141189099,,6000000021133770643,zh,,拉斯穆斯·赫尔盖森·贝,absent_on_wikidata,false,
Q141189100,,6000000039510583899,mul,Rose Lindstrom,Rose Lindstrom,match,false,Rose Tunheim
Q141189100,,6000000039510583899,en,Rose Lindstrom,Rose Lindstrom,match,false,
Q141189100,,6000000039510583899,ja,,ロセ・リンドストロム,absent_on_wikidata,false,
Q141189100,,6000000039510583899,zh,,罗塞·利恩德斯特罗姆,absent_on_wikidata,false,
Q141189101,,6000000039510735157,mul,Samuel Tunheim,Samuel Tunheim,match,false,
Q141189101,,6000000039510735157,en,Samuel Tunheim,Samuel Tunheim,match,false,
Q141189101,,6000000039510735157,ja,サムエル・トゥンヘイム,サムエル・トゥンヘイム,match,false,
Q141189101,,6000000039510735157,zh,萨穆埃尔·通海姆,萨穆埃尔·通海姆,match,false,
Q141189102,,6000000039507820846,mul,Sigrid Manilva Ekman,"Sigrid ""Sally"" Manilva Ekman",differs,false,Sigrid Manilva Tunheim | Sally Ekman
Q141189102,,6000000039507820846,en,Sigrid Manilva Ekman,"Sigrid ""Sally"" Manilva Ekman",differs,false,
Q141189104,,6000000002954315535,mul,Siri Kristine Ivarsdatter Garborg,Siri Kristine Ivarsdatter Garborg,match,false,Siri Kristine Ivarsdatter Sandsmark | Siri Kristine Garborg
Q141189104,,6000000002954315535,en,Siri Kristine Ivarsdatter Garborg,Siri Kristine Ivarsdatter Garborg,match,false,
Q141189104,,6000000002954315535,ja,シーリ・クリスティーネ・イーヴァシュダッテル・サンスマルク,シーリ・クリスティーネ・イーヴァシュダッテル・ガルボルグ,differs,false,シーリ・クリスティーネ・イーヴァシュダッテル・サンスマルク
Q141189104,,6000000002954315535,zh,西丽·克丽丝汀·伊瓦斯达特·桑斯马克,西丽·克丽丝汀·伊瓦斯达特·加尔博格,differs,false,西丽·克丽丝汀·伊瓦斯达特·桑斯马克
Q141189105,,6000000030924365079,mul,Sophia Birgitta Gundersen,Sophia Birgitta Gundersen,match,false,
Q141189105,,6000000030924365079,en,Sophia Birgitta Gundersen,Sophia Birgitta Gundersen,match,false,
Q141189105,,6000000030924365079,ja,,ソプヒア・ビルギタ・グンデルセン,absent_on_wikidata,false,
Q141189105,,6000000030924365079,zh,,索普希阿·比尔吉塔·贡德尔森,absent_on_wikidata,false,
Q141189107,,6000000039507759313,mul,Theodore Roosevelt Tunheim,Theodore Roosevelt Tunheim,match,false,Ted Tunheim
Q141189107,,6000000039507759313,en,Theodore Roosevelt Tunheim,Theodore Roosevelt Tunheim,match,false,
Q141189107,,6000000039507759313,ja,,テオドレ・ロオセヴェルト・トゥンヘイム,absent_on_wikidata,false,
Q141189107,,6000000039507759313,zh,,特奥多雷·罗奥塞韦尔特·通海姆,absent_on_wikidata,false,
Q141189108,,6000000008542267056,mul,Tillie Betsy Amundson,Tillie Betsy Amundson,match,false,Tillie Betsy Tunheim
Q141189108,,6000000008542267056,en,Tillie Betsy Amundson,Tillie Betsy Amundson,match,false,
Q141189108,,6000000008542267056,ja,ティリー・ベッツィ・トゥンヘイム,ティリー・ベッツィ・アムンドソン,differs,false,
Q141189108,,6000000008542267056,zh,蒂莉·贝齐·通海姆,蒂莉·贝齐·阿穆恩德松,differs,false,
Q141189109,,6000000039510907240,mul,Tollef Bud Tunheim,"Tollef ""Bud"" Tunheim",differs,false,Bud | Tollef Tunheim
Q141189109,,6000000039510907240,en,Tollef Bud Tunheim,"Tollef ""Bud"" Tunheim",differs,false,
Q141189110,,6000000180307857930,mul,Tøre Jonsen,Tøre Jonsen,match,false,
Q141189110,,6000000180307857930,en,Tøre Jonsen,Tøre Jonsen,match,false,
Q141189110,,6000000180307857930,ja,,トレ・ヨンセン,absent_on_wikidata,false,
Q141189110,,6000000180307857930,zh,,托雷·永森,absent_on_wikidata,false,
Q141189111,,6000000025755145944,mul,Tørres Jonasson Hegre,Tørres Jonasson Hegre,match,false,
Q141189111,,6000000025755145944,en,Tørres Jonasson Hegre,Tørres Jonasson Hegre,match,false,
Q141189111,,6000000025755145944,ja,,トレス・ヨナソン・ヘグレ,absent_on_wikidata,false,
Q141189111,,6000000025755145944,zh,,托雷斯·约纳松·赫格雷,absent_on_wikidata,false,
Q141189112,,6000000014026120692,mul,Wilhelmine Sophie Christiansen,Wilhelmine Sophie Christiansen,match,false,Wilhelmine Sophie Bergersen
Q141189112,,6000000014026120692,en,Wilhelmine Sophie Christiansen,Wilhelmine Sophie Christiansen,match,false,
Q141189112,,6000000014026120692,ja,ヴィルヘルミーネ・ソフィー・ベルゲルセン,ヴィルヘルミーネ・ソフィー・クリスチャンセン,differs,false,
Q141189112,,6000000014026120692,zh,威廉明妮·索菲·贝格尔森,威廉明妮·索菲·克里斯蒂安森,differs,false,
Q141189113,,6000000196542455825,mul,Ådne Helgesen Bø,Ådne Helgesen Bø,match,false,
Q141189113,,6000000196542455825,en,Ådne Helgesen Bø,Ådne Helgesen Bø,match,false,
Q141189113,,6000000196542455825,ja,,オードネ・ヘルゲセン・ベー,absent_on_wikidata,false,
Q141189113,,6000000196542455825,zh,,奥德内·赫尔盖森·贝,absent_on_wikidata,false,
Q141198370,,6000000003686206816,mul,NN Skårland,<private> Skårland,differs,false,
Q141198370,,6000000003686206816,en,father of Inger Kristoffersdatter,<private> Skårland,differs,false,
Q141198370,,6000000003686206816,ja,インゲル・クリストッフェシュダッテルの父,,we_have_none,false,
Q141198370,,6000000003686206816,zh,英厄尔·克里斯托弗斯达特之父,,we_have_none,false,
Q141198371,,6000000005609418895,mul,Anna Belestdatter Lauvsnes,Anna Belestdatter Lauvsnes,match,false,Anna Lauvsnes
Q141198371,,6000000005609418895,en,Anna Belestdatter Lauvsnes,Anna Belestdatter Lauvsnes,match,false,
Q141198371,,6000000005609418895,ja,,アンナ・ベレストダッテル・ラウヴスネス,absent_on_wikidata,false,
Q141198371,,6000000005609418895,zh,,安娜·贝莱斯特达特·拉乌夫斯内斯,absent_on_wikidata,false,
Q141198375,,6000000003731596731,mul,Astri Torchelsdatter Øvre Time,Astri Torchelsdatter Øvre Time,match,false,Astri Øvre Time
Q141198375,,6000000003731596731,en,Astri Torchelsdatter Øvre Time,Astri Torchelsdatter Øvre Time,match,false,
Q141198375,,6000000003731596731,ja,,アストリ・トルケルスダッテル・オヴレ・ティメ,absent_on_wikidata,false,
Q141198375,,6000000003731596731,zh,,阿斯特丽·托尔凯尔斯达特·奥夫雷·蒂梅,absent_on_wikidata,false,
Q141198381,,6000000005795638104,mul,Bengt Hafridsson Lejon,Bengt Hafridsson Lejon,match,false,Hafridssons ätt Lejon
Q141198381,,6000000005795638104,en,Bengt Hafridsson Lejon,Bengt Hafridsson Lejon,match,false,
Q141198381,,6000000005795638104,ja,,ベングト・ハフリドソン・レヨン,absent_on_wikidata,false,
Q141198381,,6000000005795638104,zh,,贝恩格特·哈夫里德松·莱永恩,absent_on_wikidata,false,
