round	slot	from_geni	from_qid	ours_unmatched	theirs_unmatched
1	spouse	6000000006265866049	Q7795452	6000000002702668453	Q6759745;Q18559809
1	spouse	6000000010437152447	Q3568563	6000000006444097446	Q75389483;Q76136828
1	child	6000000021238055113	Q109010894	6000000021237998514	Q926788;Q116456037
1	spouse	6000000076885786325	Q135826340	6000000019363258623	Q111144663;Q50347216
1	spouse	6000000026188014955	Q4581317	6000000008162308283	Q6825477;Q25984055
1	child	6000000008770412191	Q805628	6000000008770581567	Q805629;Q55905684
1	spouse	6000000029131412017	Q55372104	6000000029129884676	Q2921342;Q75403195
1	child	6000000014949063254	Q108896943	6000000206290406909	Q116211734;Q130641536
1	spouse	6000000001458026093	Q6184891	352411058120003159	Q16596114;Q99302101
1	spouse	6000000020565102487	Q3077704	1793389	Q270468;Q20890684;Q18243591
1	child	6000000002649731417	Q75445648	6000000006127523485	Q107305235;Q114347144;Q16596199;Q128049233;Q12365015;Q134351801
1	child	6000000002043219403	Q2493013	6000000002043225943	Q23936707;Q44817197;Q75241912
1	spouse	6000000021500680346	Q5200933	6000000021499761989	Q96091229;Q96091228;Q96091227
1	father	6000000074380737235	Q45387425	6000000038200744990	Q45362936;Q45387422
1	spouse	6000000011626627991	Q349452	6000000001760470709	Q10901487;Q115596170;Q115596169
1	spouse	6000000045947676041	Q140309242	6000000045947178061	Q140309245;Q140309240
1	spouse	6000000006097534073	Q12332289	6000000006099211986	Q119932539;Q119941487;Q119941648
1	child	6000000017883397478	Q125207349	6000000025371462976	Q126617878;Q127973496
1	spouse	6000000001873629070	Q16505205	6000000001873687164	Q110386158;Q109295857
1	child	6000000001804969257	Q5926659	6000000007012664327	Q61959665;Q136243110
1	spouse	6000000000769891469	Q711649	6000000002041979346	Q75386719;Q75765336
1	child	5127554572940064726	Q75956112	6000000009688373889	Q110562201;Q120484582
1	child	6000000016215619175	Q315203	6000000016007445838	Q2466996;Q2854391;Q95148804
1	spouse	6000000042019733665	Q3154838	6000000001464679138	Q7832050;Q75382225;Q75388093;Q75242874;Q75242874
1	spouse	6000000002188101037	Q4309910	6000000010801685870	Q45480438;Q45447569
1	child	6000000015249040054	Q6186540	6000000015443020245	Q4889250;Q4979938
1	spouse	6000000006444063070	Q4020194	6000000006906876734	Q75386952;Q76154609
1	child	6000000075344716821	Q45422563	6000000075403264917	Q45518513;Q45613340
1	spouse	6000000015129527177	Q326605	6000000015129538243	Q76328394;Q76328394
1	father	6000000002414186138	Q1035345	6000000000475054137	Q3404131;Q116053006
1	mother	6000000002414186138	Q1035345	6000000078223835998	Q3405065;Q116052762
1	spouse	6000000002414186138	Q1035345	6000000023935324344	Q42313714;Q7402207
1	spouse	6000000003493196979	Q6468424	6000000005052397118	Q76064593;Q75261031
1	child	6000000002187750545	Q29441559	6000000022715625854	Q307447;Q2176191
1	spouse	6000000011082777074	Q77875	6000000006727863035	Q44192395;Q44191988
1	spouse	6000000003827330158	Q363843	6000000003827512460	Q6660250;Q22227462;Q57748311
1	father	6000000003645853347	Q41866	6000000006101423534	Q183445;Q139813100
1	spouse	6000000000700865415	Q315490	6000000002285551607	Q96083390;Q96083388
1	spouse	6000000000542097375	Q3292886	6000000000542006723	Q571559;Q28038871
1	spouse	6000000002802344495	Q96087227	6000000002764431505	Q94862917;Q28737613;Q96087231
1	spouse	6000000000076138011	Q23039751	6000000000075874735	Q135665404;Q133861600
1	spouse	6000000013279400970	Q682207	6000000008662170862	Q467654;Q582210
1	child	6000000020342395565	Q5737543	6000000181063083829	Q1641782;Q62607009
1	child	6000000001690603000	Q96209376	6000000028978197080	Q96209375;Q96337626;Q107296322;Q115760574
1	spouse	6000000005560170033	Q7147569	6000000005559708008	Q61466916;Q61466995
1	spouse	6000000003527015735	Q56006558	6000000003392287548	Q96076104;Q76021504
1	child	6000000015325567976	Q2978781	6000000015325691042	Q3769362;Q130313020
1	spouse	6000000008414925804	Q6793089	6000000006727947925	Q75290598;Q75459166;Q139601773
1	spouse	6000000011627278817	Q374104	6000000012634468407	Q1054835;Q5507517;Q11623548;Q11458658;Q106352039
1	spouse	6000000002631904773	Q675093	6000000007090942276	Q327869;Q3663539
1	spouse	6000000002134128288	Q324453	6000000014918182830	Q7197259;Q2004562
1	father	6000000075061437918	Q45489082	6000000075060123320	Q4307810;Q45523610
1	child	6000000073725470821	Q735117	6000000073725708850	Q312636;Q3642005;Q3766308;Q2910237;Q1392926;Q21104378;Q822817;Q21104458;Q21104585
1	spouse	6000000013926989720	Q451099	6000000142411056835	Q346584;Q96075320
1	spouse	6000000000571774690	Q370186	6000000000571826801	Q109296524;Q109830000
1	spouse	6000000054435418972	Q4767349	6000000012400353954	Q30902387;Q64006584
1	child	6000000011349920903	Q4084004	5672150110950060320	Q4083999;Q115974078;Q135188338
1	spouse	6000000000769996541	Q917090	6000000002833110277	Q43082;Q75239523
1	child	6000000003889134023	Q5618610	6000000012348999122	Q76244910;Q76250293;Q110303102;Q104884416
1	child	6000000019728428148	Q76624246	6000000019728333235	Q76623288;Q105282906;Q95222355;Q133102953
1	spouse	6000000012359979222	Q979358	6000000000162314682	Q1882371;Q111206657
1	child	6000000011630495224	Q471888	6000000011630038736	Q10885328;Q123406423
1	child	6000000035183394235	Q75658818	6000000035183609068	Q75658885;Q75658821
1	spouse	6000000003827158783	Q108838866	6000000002187567877	Q61140700;Q110602538
1	father	6000000004533774264	Q75247087	6000000019045045622	Q75247088;Q96115459
1	spouse	6000000008640480046	Q738416	6000000006602653847	Q266635;Q7330391
1	spouse	6000000011060956062	Q218679	6000000031592307254	Q3300853;Q3569141;Q3133192
1	spouse	6000000020703999201	Q313731	6000000020704065988	Q15987053;Q15987062
1	child	6000000011627264565	Q357269	6000000011627084028	Q349259;Q11458653;Q7244849;Q22123320;Q66364920
1	spouse	6000000011627264565	Q357269	6000000012632895845	Q5507536;Q11564315;Q106642832
1	spouse	6000000003682987199	Q75272068	6000000001581032234	Q75581027;Q7792008;Q4719150
1	child	6000000016157645107	Q93398274	6000000001180225952	Q93398265;Q103954112;Q117287721;Q140817776
1	spouse	6000000015645145410	Q3760441	6000000015644660772	Q16030007;Q75603648
1	child	6000000006145379191	Q75327604	6000000015549374104	Q75327608;Q75327610
1	spouse	6000000002186786812	Q6949530	6000000002754410308	Q76012117;Q75414945
1	child	6000000075344227012	Q20040177	6000000130235119827	Q20063234;Q45509812;Q45502835;Q45503603;Q45421476;Q45460718
1	spouse	6000000002140814970	Q1498182	6000000123660056862	Q131725989;Q96244605
1	spouse	6000000022878646364	Q63751115	6000000020868685473	Q140134833;Q140134841
1	child	6000000011536408881	Q45892321	6000000052806227878	Q45849927;Q116045295
1	child	6000000180690551840	Q138391712	6000000180694648824	Q19885688;Q138358467
1	spouse	6000000004974372122	Q6175684	6000000000139648597	Q98697840;Q98697745
1	father	6000000003645870459	Q1812	6000000003645859926	Q12299551;Q1803
1	spouse	6000000009796382188	Q144348	6000000008737237569	Q701641;Q132086044
1	child	6000000001412926572	Q2531480	6000000001354493652	Q63599;Q248335;Q1654195;Q44191432;Q118105386
1	spouse	6000000011626825815	Q373949	6000000012624040302	Q3049352;Q11372686;Q11555871;Q96715158;Q106685925;Q17230553;Q108779932;Q108910535
1	spouse	6000000006444128225	Q377029	6000000002188662933	Q75382803;Q75616828;Q75616830;Q138526135
1	spouse	6000000016475624548	Q76265039	6000000016475545914	Q31191814;Q31191816
2	spouse	6000000183509525955	Q75323398	6000000183512335826	Q75323396;Q75323399
2	child	6000000028587595884	Q11934722	6000000019070001646	Q125291655;Q114381339;Q61062627
2	spouse	6000000002440605566	Q11564066	6000000002440584471	Q106451988;Q106460559;Q110744465
2	spouse	6000000004190005756	Q552999	6000000006727800921	Q61723902;Q76030437
2	father	6000000030330340219	Q11917891	6000000030329950789	Q1215347;Q509399
2	father	6000000002434073593	Q232137	6000000002188303650	Q60040600;Q116921121
2	spouse	6000000015639441085	Q1872093	6000000015639452162	Q105871826;Q109010940
2	child	6000000003827359343	Q64215	6000000028474430627	Q465193;Q569335;Q64193;Q326680;Q1246330;Q825015;Q25483430;Q75245756;Q75245754;Q75245753;Q75245757
2	father	6000000004533672090	Q4827396	6000000013042053896	Q2069285;Q4333747
2	child	6000000008114580955	Q3556763	6000000006127726328	Q19822728;Q16595230;Q110558240
2	spouse	6000000002187823205	Q392653	6000000193235571835	Q12074957;Q2941574
2	spouse	6000000014200182141	Q75454533	6000000014200214030	Q80792806;Q11919314
2	father	6000000003193930114	Q98698552	6000000008690450901	Q98698556;Q12371719
2	spouse	6000000010113215792	Q116146419	6000000006906122525	Q3105902;Q116146418
2	spouse	4860673239570066980	Q122610	6000000057202105825	Q791263;Q2915643
2	child	6000000052806013958	Q45892585	6000000052806227878	Q45849927;Q116045295
2	father	6000000023969260447	Q60040644	6000000010942153687	Q2429013;Q7781537
2	mother	6000000010494666167	Q3172721	6000000008938438718	Q75887069;Q102819417
2	child	6000000003243328808	Q54854133	6000000021467453756	Q75397092;Q75435433;Q54821765
2	spouse	6000000006727820421	Q819822	6000000006127680335	Q1330467;Q76263123
2	spouse	4258867	Q233178	6000000001045079246	Q109324539;Q109324540;Q109324541
2	spouse	6000000063637300903	Q31192298	6000000013938487296	Q926050;Q27230994
2	child	6000000003827474150	Q75382949	6000000006727862810	Q75383197;Q54887549
2	child	6000000010617076313	Q94750868	6000000010616630871	Q126653112;Q127223824
2	father	6000000009437636308	Q76121913	6000000005068539735	Q1274074;Q1154349
2	father	6000000129803385821	Q45421478	6000000130235119827	Q45421476;Q45503603
2	spouse	6000000002043263697	Q529220	6000000000334080495	Q57712086;Q99304155
2	child	6000000006111356684	Q118182120	6000000001050600043	Q5980285;Q134563325
2	child	6000000006444637977	Q30281470	6000000002006036838	Q6084272;Q3617953;Q7605533;Q46595335;Q75267963;Q75271476;Q75271482
2	child	6000000018651337121	Q110381297	6000000018650726791	Q110381295;Q115634022
2	spouse	6000000006290690588	Q22968304	6000000004533803790	Q2418395;Q5576659
2	child	6000000011590912774	Q3851875	6000000000436954608	Q69754322;Q69755378;Q69755763;Q69756058;Q69756235;Q69756541;Q69757176;Q69756781;Q69755534
2	spouse	6000000041264800186	Q1762	6000000041261225338	Q256015;Q242457;Q242457
2	mother	6000000003615712536	Q4448472	6000000011342832452	Q76299131;Q23930949
2	child	6000000002217400665	Q96578825	6000000005747722679	Q3079827;Q3079716
2	spouse	6000000040002548081	Q78347703	6000000040002548031	Q114798434;Q114799311;Q4160176
2	father	6000000003827497025	Q5549396	6000000002401218202	Q572017;Q9396729
2	spouse	6000000181457016850	Q95824	6000000028257822394	Q85969;Q5498671;Q110261965
2	father	6000000000276146663	Q268004	6000000006906563934	Q10357576;Q110570732
2	mother	6000000000276146663	Q268004	6000000003147191246	Q110426592;Q101510177
2	spouse	6000000000459676609	Q5893923	6000000000465256446	Q75615644;Q112969875
2	child	6000000000769976561	Q61896406	6000000002043225943	Q44817197;Q75241912;Q23936707
2	spouse	6000000001798416508	Q1185323	6000000001949518245	Q107178420;Q108694777
2	spouse	6000000007914966947	Q10395900	6000000003493086593	Q61777433;Q101402749
2	spouse	6000000014312677662	Q816218	6000000014312671609	Q64139105;Q104653144;Q104653203
2	child	6000000004287186222	Q75386965	6000000076126097897	Q75386968;Q75386969
2	mother	6000000002775306168	Q16556142	6000000015024970110	Q9396741;Q75386627
2	spouse	6000000002632429078	Q73995	6000000007090822201	Q55909408;Q76076737
2	father	6000000001994779327	Q2487300	6000000001994565687	Q107529686;Q116052769
2	mother	6000000012581597189	Q712916	6000000002188099903	Q11125050;Q9738
2	child	5578325040820084929	Q3048015	6000000058026298909	Q136337241;Q140316721
2	spouse	6000000000474020101	Q96244819	6000000006911025151	Q3172619;Q2960555
2	child	6000000024336061514	Q139678757	6000000024336366416	Q55851128;Q139679247
2	child	6000000016301153546	Q76258707	6000000016301419239	Q2589299;Q115870310;Q14948413
2	mother	6000000003827876396	Q75587426	6000000012427552470	Q107275809;Q75775746
2	father	6000000008787043512	Q76300039	6000000008030116091	Q76300059;Q76300763
2	mother	6000000000314922113	Q61911714	6000000002938350506	Q75938512;Q61963113
2	child	6000000018238607847	Q84720837	6000000022151091766	Q15060960;Q18280384;Q136231517
2	spouse	6000000003828335657	Q316831	6000000003828335643	Q238609;Q450971
2	father	6000000002135149996	Q60311943	6000000006727915839	Q75397081;Q116169038
2	mother	6000000002135149996	Q60311943	6000000004382680602	Q97784949;Q116169039
2	spouse	6000000008640413262	Q191455	6000000072436600927	Q124606758;Q56348921;Q1721130;Q108886907;Q138790596
2	spouse	6000000009504533644	Q1616509	6000000009131855846	Q1110860;Q133307336
2	spouse	6000000003827280792	Q3142608	6000000002187888470	Q76299680;Q76300002
2	spouse	6000000002043204130	Q76207648	6000000008575245445	Q125989;Q122277863
2	child	6000000083096826467	Q47366002	6000000083426848490	Q16159439;Q21074089;Q116471263
2	father	6000000002176345049	Q1692522	5103146455040128455	Q16206412;Q1241816
2	mother	6000000002447118587	Q3122188	6000000009304984387	Q18607690;Q96245269
2	spouse	6000000013347476891	Q75264585	6000000002188056957	Q76319984;Q1801768
2	child	6000000024572065471	Q116007058	6000000002491697159	Q116007057;Q116170041
2	child	6000000047586138343	Q2194009	6000000037209885343	Q855782;Q10954876
2	child	6000000006727888669	Q1636820	6000000007159201865	Q1636823;Q110900002
2	child	6000000006127688977	Q122782274	6000000188135233843	Q6050309;Q133514673;Q133514674
2	child	6000000024304998590	Q168664	6000000038339176541	Q5594502;Q11768687
2	child	6000000016453305285	Q126269121	6000000016452889263	Q25160184;Q110549129
2	child	6000000216921655858	Q16142967	6000000216921257861	Q10273996;Q10286105;Q9089582
2	father	6000000004555549095	Q250708	6000000004555466226	Q2079488;Q927543
2	child	6000000009144964785	Q12296417	6000000009144928401	Q108476546;Q108478428
2	child	6000000015817239172	Q3174906	6000000015816635779	Q124978418;Q75808969
2	spouse	6000000015817239172	Q3174906	6000000015817298116	Q65498751;Q112124400
2	child	6000000005222808447	Q1241410	6000000013246928383	Q273723;Q2233345;Q116041413
2	spouse	6000000015131261949	Q2274478	6000000014150239298	Q22246738;Q22246781;Q520743
3	father	6000000003099062700	Q5381692	6000000004533918807	Q4275635;Q76072178
3	father	6000000075589510321	Q73669320	6000000075589374306	Q107157674;Q110459537
3	spouse	6000000003232501726	Q61963112	6000000002938350506	Q61963113;Q75938512
3	spouse	6000000016328183262	Q527455	6000000015252501215	Q571459;Q109533675
3	mother	6000000021772471682	Q5540923	6000000021772173724	Q61482702;Q116156925
3	child	6000000008380901019	Q110899635	6000000007159201865	Q1636823;Q110900002
3	mother	6000000007159456992	Q75669357	6000000020235525673	Q75669352;Q100727165
3	father	6000000002188101206	Q4308218	6000000007974321632	Q4308720;Q45420311
3	spouse	6000000006908429860	Q96244734	6000000006910253278	Q96244735;Q113686707
3	mother	6000000088813320599	Q55110647	6000000089669231968	Q55519508;Q116007536
3	father	6000000075398897867	Q22813946	6000000075397947435	Q22813944;Q45514262
3	spouse	6000000016130176241	Q30114674	6000000032248349307	Q61314079;Q118103300
3	father	6000000003152535711	Q110313616	6000000005090459332	Q110313617;Q56300020
3	spouse	6000000003827315951	Q15834727	6000000003827315945	Q76162138;Q76263847
3	spouse	6000000009304984346	Q3121856	6000000009304984387	Q18607690;Q96245269
3	father	6000000007345723540	Q96088549	6000000000424667895	Q16863932;Q6909515
3	spouse	6000000011642291896	Q12318706	6000000011642477754	Q138527476;Q138527477
3	spouse	6000000003827328078	Q450971	6000000003051169280	Q1294636;Q650014
3	mother	6000000003858762477	Q3086638	6000000013183397381	Q106942682;Q97783212
3	spouse	6000000021119471832	Q109010967	6000000014878005698	Q2241118;Q109010966
3	spouse	6000000086857332927	Q7287221	6000000003243334948	Q75397929;Q75397978
3	spouse	6000000003146960462	Q1329089	6000000011118922217	Q1893028;Q56285210
3	spouse	6000000177661486823	Q1323770	6000000177654025833	Q8944971;Q111099915;Q111100048;Q111105198;Q111105831;Q111106281;Q111106883;Q111107307;Q111107316
3	mother	6000000015610703128	Q76238682	6000000021989312895	Q76235241;Q107211906
3	father	6000000075399704829	Q45446575	6000000143945647855	Q45688445;Q45446513
3	father	6000000000518194229	Q6779822	6000000174174597293	Q16161266;Q4706028
3	father	6000000001749021258	Q11608277	6000000001749170506	Q11608420;Q11608386
3	spouse	6000000016762831894	Q110586826	6000000027394732270	Q110586825;Q136093702
3	spouse	6000000007605160867	Q574171	6000000011757476174	Q7605902;Q75387552
3	father	6000000007402977759	Q55443305	6000000003828083547	Q1539242;Q1539254
3	child	6000000003827474156	Q28058817	6000000006727862810	Q54887549;Q75383197
3	mother	6000000002680080694	Q3128268	6000000002680887054	Q106535272;Q106601136
3	spouse	6000000002680080694	Q3128268	6000000001772743293	Q106601133;Q106618519
3	spouse	6000000018239029094	Q102177202	6000000018238661540	Q61466093;Q104368599
3	father	6000000010182124649	Q4969340	6000000001864356440	Q4290455;Q136006692
3	spouse	6000000001778173667	Q48757440	6000000002188578725	Q109120748;Q110972513
3	father	6000000003051227292	Q7796194	6000000000424624017	Q3064546;Q96748311
3	child	6000000003571067844	Q116231945	6000000006127846129	Q116231812;Q6175889
3	father	6000000003495348447	Q919247	6000000001141145118	Q17153107;Q763220
3	spouse	6000000004685602529	Q75958178	6000000004533918632	Q76102512;Q76102513
3	father	6000000002667382661	Q546165	6000000012397140348	Q3107797;Q2141596
4	spouse	6000000003827451797	Q124552	6000000003827512362	Q75290135;Q55640714
4	father	6000000006101381621	Q27031128	6000000009094583788	Q472739;Q4297167
4	spouse	6000000003827315957	Q25486722	6000000171936177097	Q76105304;Q1759142
4	spouse	6000000008260535926	Q75463795	6000000006444493441	Q61971996;Q75771276
4	father	6000000008261513710	Q106708896	6000000008385446814	Q106708729;Q123406320
4	mother	6000000026111418882	Q76374062	6000000071542062007	Q76374061;Q110549859
4	mother	6000000029787344152	Q110387022	6000000001469730448	Q110387056;Q131447283
4	father	6000000075402743390	Q45496029	6000000075403011147	Q45495964;Q45544071
4	father	6000000089903273945	Q76189621	6000000036106645530	Q75292124;Q76189321
4	mother	6000000089903273945	Q76189621	6000000177955802827	Q76116920;Q76189324
4	father	6000000004533709577	Q119859152	6000000003413439886	Q825311;Q825325
4	father	6000000011285623384	Q101342226	6000000075641023950	Q110602667;Q112663501
4	mother	6000000007159434970	Q3121842	6000000078430782870	Q18607712;Q113218486
4	father	6000000000600070414	Q75945337	6000000000600005765	Q75945338;Q101403671
4	father	6000000008241737776	Q18560109	6000000000796874512	Q17352852;Q76154570
4	mother	6000000008241737776	Q18560109	6000000000796840789	Q76154575;Q76154572
4	spouse	6000000008201390067	Q11578702	6000000002680887054	Q106535272;Q106601136
4	spouse	6000000006727855230	Q829816	6000000006727781970	Q76329829;Q55340000
4	spouse	6000000007980630676	Q75422181	6000000007980630691	Q75422183;Q75422186
4	father	6000000195970300859	Q28729615	6000000007151891110	Q76300540;Q24175906
4	father	6000000021766729901	Q4154475	6000000021766597302	Q61482660;Q75637534
4	father	6000000002188089628	Q110603013	6000000003124940977	Q10263834;Q10263833
4	mother	6000000011254509451	Q768955	6000000013188194332	Q101403665;Q1468736
4	mother	6000000002986364291	Q76200396	6000000006970720754	Q76200395;Q99154272
4	spouse	6000000008488397654	Q55829986	6000000008488524530	Q29382696;Q1279119;Q29382696
5	spouse	6000000006970938896	Q76100166	6000000006970720754	Q76200395;Q76100169
5	father	6000000016524424784	Q111182245	6000000034299470186	Q3636784;Q3763713
5	father	6000000011291836035	Q2688493	6000000019510124096	Q105984158;Q76189303
5	spouse	6000000078430630954	Q3121851	6000000078430782870	Q18607712;Q113218486
5	father	6000000001299388446	Q75836270	6000000008605563288	Q75836268;Q100901862
5	father	6000000009217772911	Q11545688	6000000009217701939	Q11545682;Q108856762;Q108856005
5	spouse	6000000009217772911	Q11545688	6000000009218176211	Q110952533;Q110960740
5	spouse	6000000004533255940	Q76355997	6000000002198392157	Q4686977;Q112633913
5	spouse	6000000009302936522	Q75398045	6000000003087098675	Q75565214;Q75398044
5	spouse	6000000002188045959	Q75240491	6000000007838509784	Q76007644;Q75811639
5	mother	6000000005230268577	Q31191561	6000000010132145883	Q76174536;Q110325050
5	mother	6000000009229081003	Q5063089	6000000009235108670	Q42675365;Q6120249
5	spouse	6000000004533725383	Q76299593	6000000007151891110	Q76300540;Q24175906
5	father	6000000003827274145	Q2254106	6000000003086858851	Q2982691;Q100760
5	spouse	6000000054480587131	Q2243308	6000000003949742152	Q686746;Q444799;Q444799;Q686746
6	father	6000000012925386745	Q498007	6000000012925074182	Q498134;Q497983;Q15108500
6	spouse	6000000001977692739	Q11623184	6000000001999700234	Q81731;Q106306981;Q106307002
6	mother	6000000009305003889	Q96244516	6000000002187851230	Q110520599;Q111017306
6	father	6000000004533510128	Q100438102	6000000004533510141	Q2295712;Q2461472
6	mother	6000000007302977260	Q75519889	6000000153925658821	Q75386757;Q75835430
6	father	6000000003827488025	Q27071877	6000000003827488032	Q27030874;Q101353165
6	father	6000000006092149172	Q75558833	6000000006092090205	Q75558837;Q101402956
6	spouse	6000000062616286825	Q76299725	6000000003768386624	Q4231210;Q2831254
6	father	6000000019509871563	Q75292078	6000000003087154289	Q2200153;Q82557046
6	spouse	6000000021772173724	Q61482663	6000000021766729901	Q61482660;Q75637534
6	child	6000000009517757381	Q108838917	6000000009517718539	Q110261581;Q879610
7	spouse	6000000007878381314	Q34201	6000000002187622479	Q190565;Q159168;Q38012
7	spouse	6000000003051169265	Q10294773	6000000017697148748	Q76355989;Q76355983
7	spouse	6000000007303005239	Q75386747	6000000153925658821	Q75386757;Q75835430
7	child	6000000002188261630	Q33234804	6000000003147191246	Q16639111;Q347213
7	spouse	6000000002187622479	Q190543	6000000007878381314	Q206214;Q193609
7	spouse	6000000003827590824	Q3142613	6000000000437343166	Q76355993;Q18609061
8	spouse	6000000002177649260	Q22126851	6000000003258146740	Q106357216;Q106358090
8	father	6000000002442725568	Q11657248	6000000133683456682	Q11657242;Q11657244
8	spouse	6000000003163659989	Q10338262	6000000007078767466	Q59390905;Q123560348
8	father	6000000008133573627	Q11483150	6000000002680964089	Q11482432;Q111364855
8	father	6000000011631923265	Q11381091	6000000011631941381	Q11381089;Q11381092
8	father	6000000003828382638	Q289392	6000000003828382645	Q1952825;Q714622
8	child	6000000025943039042	Q97783405	6000000025954765156	Q101509494;Q106501373;Q3263547
