geni_id	qid	cjk_names	han_tokens	ko	ja_sourced	zh
6000000055805019865	Q133473314	廣平列人	廣平列人	광평열인		
6000000055805136913		孝暐 敬業 博陵安平 | 孝暐 敬業 博陵安平 二	孝暐 敬業 孝暐 敬業 二	효위 경업 효위 경업 이		
6000000055805321836		孝演 則伯 博陵安平	孝演 則伯	효연 칙백		
6000000055805929593		橋 法生 太原晉陽	橋 法生	교 법생		
6000000055806483223		叡 洛誠 太原晉陽	叡 洛誠	예 낙성		
6000000055807119872		太原晉陽 | 太原晉陽 二	二	이		
6000000055807375931		襲 元孫 太原晉陽	襲 元孫	습 원손		
6000000055813238637		清河東武城 | 清河東武城 三	清河東武城 清河東武城 三	청하동무성 청하동무성 삼		
6000000055814041855		劉	劉	유		
6000000055814154251		宣質 博陵安平	宣質	선질		
6000000055814222309		龍子 博陵安平	龍子	용자		
6000000055814233065		公源 趙國柏仁	公源	공원		
6000000055814283096		公緒 趙國柏仁	公緒	공서		
6000000055814326046		宣默 博陵安平	宣默	선묵		
6000000055814411346		季良 博陵安平	季良	계양		
6000000055814421937		佛相 趙國柏仁	佛相	불상		
6000000055814444073		勉 宣祖 博陵安平	勉 宣祖	면 선조		
6000000055814444128		宣度 博陵安平 | 宣度 博陵安平 三	宣度 宣度 三	선도 선도 삼		
6000000055814494899		博陵安平 | 博陵安平 一	一	일		
6000000055814514947		宣略 博陵安平	宣略	선약		
6000000055814570860		公統 趙國柏仁	公統	공통		
6000000055814580913	Q11477174	猷 宣猷 博陵安平 | 猷 宣猷 博陵安平 二	猷 宣猷 猷 宣猷 二	유 선유 유 선유 이		
6000000055814594831		玉相 趙國柏仁	玉相	옥상		
6000000055814603826		公恕 趙國柏仁	公恕	공서		
6000000055814667016		博陵安平 | 博陵安平 四	四	사		
6000000055814741193		叔彥 博陵安平	叔彥	숙언		
6000000055814762124		季通 博陵安平	季通	계통		
6000000055814778837		宣靖 博陵安平	宣靖	선정		
6000000055814781833		宣軌 博陵安平	宣軌	선궤		
6000000055815307891		敬叔 滎陽開封	敬叔	경숙		
6000000055815311859		忻 伯悅 博陵安平	忻 伯悅	흔 백열		
6000000055815453821		儼 季然 滎陽開封	儼 季然	엄 계연		
6000000055818272080		幼芷 趙國柏仁	幼芷	유지		
6000000055819436056		靈妃 廣平列人	靈妃 廣平列人	영비 광평열인		
6000000055819469978		春卿 廣平列人	春卿 廣平列人	춘경 광평열인		
6000000055819540064	Q45476371	祖牧 翁伯 趙國柏仁	祖牧 翁伯	조목 옹백		
6000000055819718181		洋 子進 渤海蓨縣 | 洋 子進 渤海蓨縣 二	洋 子進 洋 子進 二	양 자진 양 자진 이		
6000000055819860896		君明 趙國柏仁	君明	군명		
6000000055819896913	Q45588820	君榮 趙國柏仁	君榮	군영		
6000000055819905877		君穎 趙國柏仁	君穎	군영		
6000000055819988842		君弘 趙國柏仁	君弘	군홍		
6000000055819993916		斌之 子爽 河南洛陽	斌之 子爽	빈지 자상		
6000000055820090954		延宗 渤海蓨縣	延宗	연종		
6000000055820102856		伯友 博陵安平	伯友	백우		
6000000055820112821		世鐸 河南洛陽	世鐸	세탁		
6000000055820168228		湛 渤海蓨縣 | 湛 渤海蓨縣 九	湛 湛 九	담 담 구		
6000000055820243838		澄 子惠 渤海蓨縣 | 澄 子惠 渤海蓨縣 一	澄 子惠 澄 子惠 一	징 자혜 징 자혜 일		
6000000055820250133		濟 渤海蓨縣 | 濟 渤海蓨縣 十二	濟 濟 十二	제 제 십이		
6000000055820311828		歡 渤海蓨縣	歡	환		
6000000055820428827		昭君 代郡平城	昭君 代郡平城	소군 대군평성		
6000000055820432863		演 延安 渤海蓨縣 | 演 延安 渤海蓨縣 六	演 延安 演 延安 六	연 연안 연 연안 육		
6000000055820482840		淯 渤海蓨縣 | 淯 渤海蓨縣 八	淯 淯 八	육 육 팔		
6000000055821680883		琰之 李	琰之 李	염지 이		
6000000055832811392		幼緖 趙郡柏仁 | 幼緖 趙郡柏仁 四	幼緖 幼緖 四	유서 유서 사		
6000000055832890338		叔向 趙郡柏仁 | 叔向 趙郡柏仁 三	叔向 叔向 三	숙향 숙향 삼		
6000000055833092093		幼遠 趙郡柏仁	幼遠	유원		
6000000055833257090		構 趙國柏仁 | 構 趙國柏仁 一	構 構 一	구 구 일		
6000000055833257499		世儒 希業 博陵安平 | 世儒 希業 博陵安平 一	世儒 希業 世儒 希業 一	세유 희업 세유 희업 일		
6000000055833312172		世幹 趙郡柏仁	世幹	세간		
6000000055833333068		繪 敬文 趙郡柏仁	繪 敬文	회 경문		
6000000055833365020		搔 趙國柏仁	搔	소		
6000000055833496908		元忠 趙國柏仁	元忠	원충		
6000000055833502976		稚明 趙郡柏仁	稚明	치명		
6000000055833555990		渾 季初 趙郡柏仁	渾 季初	혼 계초		
6000000055833556889		敬義 趙郡柏仁 | 敬義 趙郡柏仁 二	敬義 敬義 二	경의 경의 이		
6000000055833621884		瑾 伯瓊 趙國柏仁	瑾 伯瓊	근 백경		
6000000055833679906		季脩 趙郡柏仁	季脩	계수		
6000000055833683963		遵 良軌 趙郡柏仁	遵 良軌	준 양궤		
6000000055833685950		均 趙郡柏仁	均	균		
6000000055833762822		景威 趙國柏仁	景威	경위		
6000000055833842008		道林 趙郡柏仁	道林	도임		
6000000055833847915		子雲 鳳昇 趙郡柏仁	子雲 鳳昇	자운 봉승		
6000000055833918836		系 乾經 趙郡柏仁	系 乾經	계 건경		
6000000055833929976		志 敬遠 趙郡柏仁	志 敬遠	지 경원		
6000000055833929980		長瑜 趙郡柏仁	長瑜	장유		
6000000055833936893		秀之 鳳起 趙郡柏仁	秀之 鳳起	수지 봉기		
6000000055833936899		子岳 鳳跱 趙郡柏仁	子岳 鳳跱	자악 봉치		
6000000055833942964		徹 伯倫 趙郡柏仁	徹 伯倫	철 백윤		
6000000055833944006		雍 子仁 趙郡柏仁	雍 子仁	옹 자인		
6000000055834023870		道宗 趙郡柏仁	道宗	도종		
6000000055834076885		藉之 脩遠 趙郡柏仁	藉之 脩遠	자지 수원		
6000000055834083821		子羽 鳳降 趙郡柏仁	子羽 鳳降	자우 봉강		
6000000055834231964		叔業 博陵安平	叔業	숙업		
6000000055834239901		脩義 博陵安平	脩義	수의		
6000000055834424821		叔瓚 博陵安平	叔瓚	숙찬		
6000000055863439639		昌期 范陽涿縣	昌期	창기		
6000000055863675648		敬舒 范陽涿縣	敬舒	경서		
6000000055864296056		司馬	司馬	사마		
6000000055864352102		正約 范陽涿縣	正約	정약		
6000000055864416917		景緖 范陽涿縣	景緖	경서		
6000000055864417963		元	元	원		
6000000055864446852		懷祖 范陽涿縣	懷祖	회조		
6000000055864511929		昌宇 范陽涿縣	昌宇	창우		
6000000055864521895		昌仁 范陽涿縣	昌仁	창인		
6000000055864563906		昌裕 范陽涿縣	昌裕	창유		
6000000055864577997		遜之 范陽涿縣	遜之	손지		
6000000055864590998		正思 范陽涿縣	正思	정사		
6000000055864611991		景開 子達 范陽涿縣	景開 子達	경개 자달		
6000000055864677137		士偉 范陽涿縣	士偉	사위		
6000000055864688901		世猷 范陽涿縣	世猷	세유		
6000000055864704850		正通 范陽涿縣	正通	정통		
6000000055864867861		孝章 范陽涿縣	孝章	효장		
6000000055864882016		子潛 范陽涿縣	子潛	자잠		
6000000055864921866		士晟 范陽涿縣	士晟	사성		
6000000055864954910		士深 范陽涿縣	士深	사심		
6000000056060375171	Q45361119	世基 青州益都 | 世基 青州益都 一	世基 青州益都 世基 青州益都 一	세기 청주익도 세기 청주익도 일		
6000000056060429173		太宗脈	太宗脈	태종맥		
6000000056060586967	Q45384134	綬 青州益都	綬 青州益都	수 청주익도		
6000000056060709186	Q45369816	恭 伯禮 泉州永春 | 恭 伯禮 泉州永春 一	恭 伯禮 泉州永春 恭 伯禮 泉州永春 一	공 백예 천주영춘 공 백예 천주영춘 일		
6000000056060975031	Q45369824	碩 季膺 泉州永春 | 碩 季膺 泉州永春 四	碩 季膺 泉州永春 碩 季膺 泉州永春 四	석 계응 천주영춘 석 계응 천주영춘 사		
6000000056061039912	Q45489241	丙 泉州永春 | 丙 泉州永春 二	丙 泉州永春 丙 泉州永春 二	병 천주영춘 병 천주영춘 이		
6000000056061055988	Q45369803	寔 泉州永春	寔 泉州永春	식 천주영춘		
6000000056061140855	Q45369805	鑄 泉州永春	鑄 泉州永春	주 천주영춘		
6000000056061185840	Q45369820	𥵣 端父 泉州永春 | 𥵣 端父 泉州永春 三	端父 泉州永春 端父 泉州永春 三	단부 천주영춘 단부 천주영춘 삼		
6000000056061193988	Q45369832	元英 若純 泉州永春 | 元英 若純 泉州永春 一	元英 若純 泉州永春 元英 若純 泉州永春 一	원영 약순 천주영춘 원영 약순 천주영춘 일		
6000000056061298940	Q45369835	元圭 粹中 泉州永春 | 元圭 粹中 泉州永春 二	元圭 粹中 泉州永春 元圭 粹中 泉州永春 二	원규 수중 천주영춘 원규 수중 천주영춘 이		
6000000056061411843	Q45369838	元崇 積翁 泉州永春 | 元崇 積翁 泉州永春 三	元崇 積翁 泉州永春 元崇 積翁 泉州永春 三	원숭 적옹 천주영춘 원숭 적옹 천주영춘 삼		
6000000056075005902	Q45362122	宗簡 壽州 | 宗簡 壽州 二	宗簡 壽州 宗簡 壽州 二	종간 수주 종간 수주 이		
6000000056700231824		凱 南蘭陵	凱 南蘭陵	개 남난능		
6000000056700422828		長孫	長孫	장손		
6000000056700726823		權 南蘭陵	權 南蘭陵	권 남난능		
6000000056794666895		貝娘	貝娘	패낭		
6000000056828272879		蓮娘	蓮娘	연낭		
6000000056836016849		シーリ カーリナ ピトカネン | 渡邉 シーリ	渡邉	도변		
6000000056836081893		忠雄 渡邉	忠雄 渡邉	충웅 도변		
6000000056836253905		忠恕 渡邉	忠恕 渡邉	충서 도변		
6000000056836304898	Q4700621	暁雄 渡邉	暁雄 渡邉	효웅 도변		
6000000056836578898		えいみ 渡邉	渡邉	도변		
6000000056946027845		趙	趙	조		
6000000057058246221		矔 子姓	矔 子姓	관 자성		
6000000057058597078		朱 子姓	朱 子姓	주 자성		
6000000057058659994		奏 子姓	奏 子姓	주 자성		
6000000057058672150		頎 子頎 子姓	頎 子頎 子姓	기 자기 자성		
6000000057058739079		超 子姓	超 子姓	초 자성		
6000000057058789006		宜 子祿 子姓	宜 子祿 子姓	의 자녹 자성		
6000000057058789883		庶	庶	서		
6000000057058799070		耕 子牛 子姓	耕 子牛 子姓	경 자우 자성		
6000000057058804859		文 子姓	文 子姓	문 자성		
6000000057058894966		鄭 子姓	鄭 子姓	정 자성		
6000000057058911967		寧 子姓	寧 子姓	영 자성		
6000000057058913986		戌 子姓	戌 子姓	술 자성		
6000000057058931890		澤 子姓	澤 子姓	택 자성		
6000000057058939925		訾守 子姓	訾守 子姓	자수 자성		
6000000057059020823		肹 向父 子姓 | 向父肹 | 肹 向父 子姓 七	肹 向父 子姓 向父肹 肹 向父 子姓 七	힐 향부 자성 향부힐 힐 향부 자성 칠		
6000000057059044895		巢 子姓	巢 子姓	소 자성		
6000000057059058865		羅 子姓	羅 子姓	나 자성		
6000000057059069834		鱣 子姓	鱣 子姓	전 자성		
6000000057059092880		子車 子姓	子車 子姓	자차 자성		
6000000057059158838		魋 子姓	魋 子姓	추 자성		
6000000057261147205		蘧 蘭陵	蘧 蘭陵	거 난능		
6000000057261219872	Q45424424	珪 鎮方 河東解縣	珪 鎮方	규 진방		
6000000057264627011		行儼 河東聞喜	行儼	행엄		
6000000057264717985		延休 河東聞喜 | 延休 河東聞喜 三	延休 延休 三	연휴 연휴 삼		
6000000057264742923		貞隱 河東聞喜 | 貞隱 河東聞喜 一	貞隱 貞隱 一	정은 정은 일		
6000000057264791907		趍玄 河東聞喜 | 趍玄 河東聞喜 二	趍玄 趍玄 二	추현 추현 이		
6000000057264826849	Q45420526	仁基 德本 河東聞喜 | 仁基 德本 河東聞喜 一	仁基 德本 仁基 德本 一	인기 덕본 인기 덕본 일		
6000000057264934848	Q45420524	定高 河東聞喜 | 定高 河東聞喜 一	定高 定高 一	정고 정고 일		
6000000057264976866		庫狄	庫狄	고적		
6000000057264990822	Q11626867	行儉 守約 河東聞喜	行儉 守約	행검 수약		
6000000057264993839	Q45420523	伯鳳 河東聞喜	伯鳳	백봉		
6000000057265022879		元慶 太原文水	元慶	원경		
6000000057265033880		慶遠 河東聞喜 | 慶遠 河東聞喜 四	慶遠 慶遠 四	경원 경원 사		
6000000057265068869		相里	相里	상이		
6000000057265091834	Q7160882	光庭 連城 河東聞喜 | 光庭 連城 河東聞喜 五	光庭 連城 光庭 連城 五	광정 연성 광정 연성 오		
6000000057265137860		裴氏 | 河東聞喜	裴氏	배씨		
6000000057265162898		陸氏 | 河南洛陽	陸氏	육씨		
6000000057265163927		份 趙州欒城 | 份	份 趙州欒城 份	빈 조주난성 빈		
6000000057265211867		佃 趙州欒城	佃 趙州欒城	전 조주난성		
6000000057265414826	Q133465251	爽 河南洛陽	爽	상		
6000000057281328276		讓之 士禮 河東聞喜	讓之 士禮	양지 사예		
6000000057281462138		謁之 士敬 河東聞喜	謁之 士敬	알지 사경		
6000000057281469946	Q45420442	苞 河東聞喜 | 苞 河東聞喜 二	苞 苞 二	포 포 이		
6000000057281517011	Q45420532	詵 河東聞喜 | 詵 河東聞喜 一	詵 詵 一	선 선 일		
6000000057281603966	Q45420542	會 河東聞喜	會	회		
6000000057281637018	Q45420539	景惠 河東聞喜	景惠	경혜		
6000000057281656939		訥之 士言 河東聞喜	訥之 士言	눌지 사언		
6000000057281721863	Q45420450	暅 河東聞喜 | 暅 河東聞喜 二	暅 暅 二	환 환 이		
6000000057281732868	Q45420540	鍾 河東聞喜	鍾	종		
6000000057281764892	Q45420536	和 河東聞喜	和	화		
6000000057281867844		佗 元化 河東聞喜	佗 元化	타 원화		
6000000057282356110		隴西狄道 | 隴西狄道 十六	十六	십육		
6000000057282963376	Q45421047	天壽 河東聞喜 | 天壽 河東聞喜 二	天壽 天壽 二	천수 천수 이		
6000000057282967089		文房 大心 安定朝那	文房 大心 安定朝那	문방 대심 안정조나		
6000000057283218296	Q45420495	天恩 河東聞喜 | 天恩 河東聞喜 一	天恩 天恩 一	천은 천은 일		
6000000057283425046	Q45420492	慬 河東聞喜	慬	근		
6000000057283528987		讞之 河東聞喜	讞之	언지		
6000000057283703905		謀之 河東聞喜	謀之	모지		
6000000057283759831		諏之 河東聞喜	諏之	추지		
6000000057290133234		慶升 河東聞喜	慶升	경승		
6000000057290156066	Q45420497	安祖 河東聞喜 | 安祖 河東聞喜 一	安祖 安祖 一	안조 안조 일		
6000000057290304137		談 河東聞喜	談	담		
6000000057290359069		光裔 河東聞喜	光裔	광예		
6000000057290374981		機 河東聞喜	機	기		
6000000057290389901		祖思 河東聞喜	祖思	조사		
6000000057290427934		同 河東聞喜	同	동		
6000000057290432005		恆 河東聞喜	恆	항		
6000000057290445946		元明 河東聞喜	元明	원명		
6000000057290455895		錯 河東聞喜	錯	착		
6000000057290516883		幼雋 河東聞喜	幼雋	유준		
6000000057290538832	Q45420499	祖愛 河東聞喜 | 祖愛 河東聞喜 三	祖愛 祖愛 三	조애 조애 삼		
6000000057290573846		宗賢 河東聞喜	宗賢	종현		
6000000057290654826		奉禮 河東聞喜	奉禮	봉예		
6000000057290678843		享 河東聞喜	享	향		
6000000057290758012		恰 河東聞喜	恰	흡		
6000000057290758872		旻 河東聞喜	旻	민		
6000000057290760045		仙裔 河東聞喜	仙裔	선예		
6000000057290821847		晞 河東聞喜	晞	희		
6000000057290905858		晟 河東聞喜	晟	성		
6000000057290923854		康時 河東聞喜	康時	강시		
6000000057291145921		懿 河東聞喜	懿	의		
6000000057291146894	Q712340	炎 子隆 河東聞喜	炎 子隆	염 자융		
6000000057291153896	Q45420506	大同 河東聞喜	大同	대동		
6000000057291216859	Q45420501	義同 河東聞喜	義同	의동		
6000000057291224861		翼 河東聞喜	翼	익		
6000000057291301833		仲初 河東聞喜	仲初	중초		
6000000057291379858		昶 河東聞喜	昶	창		
6000000057291591861		道玄 河東聞喜	道玄	도현		
6000000057291841844		旦 河東聞喜	旦	단		
6000000057291847847		伷先 系宗 河東聞喜	伷先 系宗	주선 계종		
6000000057291861954	Q45421050	智深 河東聞喜 | 智深 河東聞喜 一	智深 智深 一	지심 지심 일		
6000000057291873018		述 河東聞喜	述	술		
6000000057291937838		願 河東聞喜	願	원		
6000000057292039869	Q45421054	英 河東聞喜 | 英 河東聞喜 三	英 英 三	영 영 삼		
6000000057292054835		襲 河東聞喜	襲	습		
6000000057292747871		徐州彭城 | 徐州彭城 三	徐州彭城 徐州彭城 三	서주팽성 서주팽성 삼		
6000000057292810886		德敏 彭城	德敏 彭城	덕민 팽성		
6000000057293690326		彬 河東聞喜 | 彬 河東聞喜 三	彬 彬 三	빈 빈 삼		
6000000057293773662	Q45420474	鑒 河東聞喜	鑒	감		
6000000057294243191		彥先 河東聞喜 | 彥先 河東聞喜 一	彥先 彥先 一	언선 언선 일		
6000000057294313992	Q45420459	邕 河東聞喜 | 邕 河東聞喜 一	邕 邕 一	옹 옹 일		
6000000057294314037	Q10742819	叔業 河東聞喜 | 叔業 河東聞喜 二	叔業 叔業 二	숙업 숙업 이		
6000000057294355056	Q45420467	叔寶 河東聞喜 | 叔寶 河東聞喜 一	叔寶 叔寶 一	숙보 숙보 일		
6000000057294455022	Q45420461	奣 河東聞喜 | 奣 河東聞喜 二	奣 奣 二	앵 앵 이		
6000000057294482979		策 河東聞喜	策	책		
6000000057294582001	Q45420471	彥遠 河東聞喜 | 彥遠 河東聞喜 二	彥遠 彥遠 二	언원 언원 이		
6000000057294635947		三虎 河東聞喜	三虎	삼호		
6000000057294865914		裴	裴	배		
6000000057294920843	Q45420476	獻 河東聞喜	獻	헌		
6000000057294925865	Q45420518	雙虎 河東聞喜 | 雙虎 河東聞喜 二	雙虎 雙虎 二	쌍호 쌍호 이		
6000000057599294632		原 河東聞喜	原	원		
6000000057599328620		湛 河東聞喜	湛	담		
6000000057599479631		居業 河東聞喜	居業	거업		
6000000057599713351		韜 河東聞喜	韜	도		
6000000057599883214		開 景舒 河東聞喜 | 開 景舒 河東聞喜 一	開 景舒 開 景舒 一	개 경서 개 경서 일		
6000000057599883293		熙載 河東聞喜	熙載	희재		
6000000057599940245		德歡 河東聞喜	德歡	덕환		
6000000057599954236		道護 河東聞喜 | 道護 河東聞喜 二	道護 道護 二	도호 도호 이		
6000000057599959226		湛 河東聞喜	湛	담		
6000000057599991219		禮 河東聞喜	禮	예		
6000000057600049257		中庸 河東聞喜	中庸	중용		
6000000057600050001		恩立 河東聞喜	恩立	은입		
6000000057600050139		居業 河東聞喜	居業	거업		
6000000057600067009	Q45420454	潁 河東聞喜	潁	영		
6000000057600100016		武 文應 河東聞喜	武 文應	무 문응		
6000000057600116079	Q45420651	道子 復泰 河東聞喜 | 道子 復泰 河東聞喜 一	道子 復泰 道子 復泰 一	도자 복태 도자 복태 일		
6000000057600132073		輔立 河東聞喜	輔立	보입		
6000000057600186125		熙勳 河東聞喜	熙勳	희훈		
6000000057600234091		兼 河東聞喜	兼	겸		
6000000057600251937		綏 河東聞喜	綏	수		
6000000057600252882		道大 河東聞喜	道大	도대		
6000000057600262915		成 河東聞喜	成	성		
6000000057600277038	Q45662286	瞿曇 河東聞喜	瞿曇	구담		
6000000057600321882		道賜 河東聞喜	道賜	도사		
6000000057600340857		道會 河東聞喜	道會	도회		
6000000057600342864		範 仁則 河東聞喜 | 範 仁則 河東聞喜 三	範 仁則 範 仁則 三	범 인칙 범 인칙 삼		
6000000057600394865		居道 河東聞喜	居道	거도		
6000000057600396920		潤 河東聞喜	潤	윤		
6000000057600400938	Q45662345	居素 河東聞喜	居素	거소		
6000000057600458865		融 河東聞喜	融	융		
6000000057600469335		巽 令直 河東聞喜	巽 令直	손 영직		
6000000057600469875		望 河東聞喜	望	망		
6000000057600556242		稚珪 河東聞喜	稚珪	치규		
6000000057600576945		居晊 河東聞喜	居晊	거질		
6000000057600647223		齊參 河東聞喜	齊參	제참		
6000000057600647371		仁 孝材 京兆萬年 | 仁 孝材 京兆萬年 一	仁 孝材 仁 孝材 一	인 효재 인 효재 일		
6000000057600703025		之爽 河東聞喜	之爽	지상		
6000000057600763993		徽 河東聞喜 | 徽 河東聞喜 一	徽 徽 一	휘 휘 일		
6000000057600813978		巨源 河東聞喜	巨源	거원		
6000000057600904075		齊閔 河東聞喜	齊閔	제민		
6000000057600907053		齊丘 河東聞喜	齊丘	제구		
6000000057600928017		思禮 河東聞喜	思禮	사예		
6000000057600929861		液 河東聞喜	液	액		
6000000057600940941	Q45420689	希惇 處實 河東聞喜 | 希惇 處實 河東聞喜 三	希惇 處實 希惇 處實 三	희돈 처실 희돈 처실 삼		
6000000057600964027	Q45422592	鼎 河東聞喜 | 鼎 河東聞喜 五	鼎 鼎 五	정 정 오		
6000000057600998843		師民 河東聞喜	師民	사민		
6000000057601010996		潁 河東聞喜	潁	영		
6000000057601086840	Q45420687	希仁 河東聞喜 | 希仁 河東聞喜 二	希仁 希仁 二	희인 희인 이		
6000000057601097835	Q45664595	思進 河東聞喜 | 思進 河東聞喜 一	思進 思進 一	사진 사진 일		
6000000057601126008		大亮 河東聞喜	大亮	대양		
6000000057601208857		頎 河東聞喜	頎	기		
6000000057601214914		頲 河東聞喜	頲	정		
6000000057601272825		齊游 河東聞喜	齊游	제유		
6000000057601292821		齊嬰 河東聞喜	齊嬰	제영		
6000000057601307917		隴西狄道 | 隴西狄道 二	二	이		
6000000057601424032		撝 思敬 河東聞喜	撝 思敬	휘 사경		
6000000057601535994		頊 河東聞喜	頊	욱		
6000000057601546037		冀 河東聞喜	冀	기		
6000000057601574971		撙 河東聞喜	撙	준		
6000000057601579967		抗 河東聞喜	抗	항		
6000000057601605951		友悌 河東聞喜	友悌	우제		
6000000057601609320		次愛 河東聞喜	次愛	차애		
6000000057601763032		宣 河東聞喜	宣	선		
6000000057601789269		文行 河東聞喜	文行	문행		
6000000057602038140		客兒 河東聞喜	客兒	객아		
6000000057602043130		鴻琳 河東聞喜	鴻琳	홍임		
6000000057602082285		師義 河東聞喜 | 師義 河東聞喜 二	師義 師義 二	사의 사의 이		
6000000057602325881		思慎 河東聞喜	思慎	사신		
6000000057602362915		祖念 河東聞喜 | 祖念 河東聞喜 二	祖念 祖念 二	조염 조염 이		
6000000057602364948		文藝 河東聞喜	文藝	문예		
6000000057602475858		弘陁 河東聞喜	弘陁	홍타		
6000000057602531822		文政 河東聞喜	文政	문정		
6000000057602545999		師武 河東聞喜	師武	사무		
6000000057602562821		玄度 河東聞喜	玄度	현도		
6000000057602702020		陟 河東聞喜 | 陟 河東聞喜 一	陟 陟 一	척 척 일		
6000000057602760039		珍 河東聞喜	珍	진		
6000000057602760051		泰 河東聞喜	泰	태		
6000000057602803872		鴻智 河東聞喜	鴻智	홍지		
6000000057602969833		懷感 河東聞喜 | 懷感 河東聞喜 一	懷感 懷感 一	회감 회감 일		
6000000057602971864		成 河東聞喜	成	성		
6000000057625526434	Q45420521	嵩壽 河東聞喜	嵩壽	숭수		
6000000057625993196	Q45420519	惠秀 河東聞喜 | 惠秀 河東聞喜 二	惠秀 惠秀 二	혜수 혜수 이		
6000000057626512900		秀業 河東聞喜	秀業	수업		
6000000057628015909	Q45422204	稹 道安 河東聞喜	稹 道安	진 도안		
6000000057628426863		均 君齊 河東聞喜	均 君齊	균 군제		
6000000057628495857	Q45422206	倩 容卿 河東聞喜 | 倩 容卿 河東聞喜 一	倩 容卿 倩 容卿 一	천 용경 천 용경 일		
6000000057628519894	Q45422207	儆 九思 河東聞喜 | 儆 九思 河東聞喜 二	儆 九思 儆 九思 二	경 구사 경 구사 이		
6000000057628542909		侑 河東聞喜	侑	유		
6000000057628633895		倚 河東聞喜	倚	의		
6000000057628723908		埴 靖之 河東聞喜	埴 靖之	식 정지		
6000000057628880899		堅 河東聞喜	堅	견		
6000000057634147174	Q116921814	渾 拓跋	渾 拓跋	혼 척발		
6000000057634174251	Q28416250	庫汗 拓跋	庫汗 拓跋	고한 척발		
6000000057634290388		叢 茂之 京兆杜陵	叢 茂之	총 무지		
6000000057634441060	Q45421170	禎 河南洛陽	禎	정		
6000000057634441178	Q468709	稹 微之 河南洛陽 | 稹 微之 河南洛陽 四	稹 微之 稹 微之 四	진 미지 진 미지 사		
6000000057634573215	Q45420560	景 河東聞喜	景	경		
6000000057634722877	Q116921809	古辰 元	古辰 元	고진 원		
6000000057634801904	Q45421174	弘 河南洛陽 | 弘 河南洛陽 二	弘 弘 二	홍 홍 이		
6000000057634802838	Q9397985	巖 君山 河南洛陽 | 巖 君山 河南洛陽 一	巖 君山 巖 君山 一	암 군산 암 군산 일		
6000000057634818130	Q1564717	耀卿 子渙 河東聞喜 | 耀卿 子渙 河東聞喜 三	耀卿 子渙 耀卿 子渙 三	요경 자환 요경 자환 삼		
6000000057635061009	Q45420562	正 河東聞喜	正	정		
6000000057635100830	Q45645054	臯 河東聞喜	臯	고		
6000000057635108101	Q45624322	延 河東聞喜	延	연		
6000000057635130106	Q45644444	汯 河東聞喜	汯	굉		
6000000057635239934	Q45420563	昚 歸厚 河東聞喜	昚 歸厚	신 귀후		
6000000057635343830	Q45643013	九思 河東聞喜	九思	구사		
6000000057635558909		堪 河東聞喜	堪	감		
6000000057636484106		濟 滎陽開封	濟	제		
6000000057669946534		盾 河東聞喜	盾	순		
6000000057670236342		邵 河東聞喜	邵	소		
6000000057670685171		越 元超 河內溫縣	越 元超	월 원초		
6000000057670864955		河內獲嘉	河內獲嘉	하내획가		
6000000057670888976		純 河東聞喜	純	순		
6000000057670996880		廓 河東聞喜	廓	확		
6000000057671052960		模 元表 河內溫縣	模 元表	모 원표		
6000000057671055976		騰 元邁 河內溫縣	騰 元邁	등 원매		
6000000057671222853		略 河內溫縣	略	약		
6000000057676349532		彭城 | 彭城 一	彭城 彭城 一	팽성 팽성 일		
6000000057677143889		承福 子祐 范陽涿縣	承福 子祐	승복 자우		
6000000057677182833		彭城 | 彭城 二	彭城 彭城 二	팽성 팽성 이		
6000000057677229924		赤松 子房 范陽涿縣	赤松 子房	적송 자방		
6000000057677324163		承業 子繪 范陽涿縣	承業 子繪	승업 자회		
6000000057677324208		承禮 子敬 范陽涿縣 | 承禮 子敬 范陽涿縣 七	承禮 子敬 承禮 子敬 七	승예 자경 승예 자경 칠		
6000000057677612969		承恩 范陽涿縣	承恩	승은		
6000000057677622961		承思 范陽涿縣	承思	승사		
6000000057677630857		南蘭陵	南蘭陵	남난능		
6000000057677759845		承慶 子餘 范陽涿縣	承慶 子餘	승경 자여		
6000000057677779878		承基 子构 范陽涿縣	承基 子构	승기 자구		
6000000057677812848		承悌 范陽涿縣	承悌	승제		
6000000057677841886		承泰 范陽涿縣 | 承泰 范陽涿縣 六	承泰 承泰 六	승태 승태 육		
6000000057796980491		浩 圓照 河東聞喜	浩 圓照	호 원조		
6000000057797550222		思賢 河東聞喜	思賢	사현		
6000000057797571141		令慈 河東聞喜	令慈	영자		
6000000057797620150		玄珪 河東聞喜	玄珪	현규		
6000000057797681154		皎 河東聞喜	皎	교		
6000000057797844028		守一 河東聞喜	守一	수일		
6000000057797848036		遵 河東聞喜	遵	준		
6000000057797865041		獻之 河東聞喜	獻之	헌지		
6000000057797975036		思業 河東聞喜	思業	사업		
6000000057798046952		果 茂昭 河東聞喜	果 茂昭	과 무소		
6000000057798142934		礭 河東聞喜	礭	확		
6000000057798201907		昭 河東聞喜	昭	소		
6000000058104022070	Q45402912	助 蘇州長洲	助 蘇州長洲	조 소주장주		
6000000058106474225	Q45362384	朴 文季 陝州夏縣	朴 文季 陝州夏縣	박 문계 섬주하현		
6000000059160861023		衡? 邱	邱	구		
