score,side,frontier_geni,frontier_label,frontier_year,candidate_father_geni,candidate_father_label,candidate_year,candidate_place
1,mother,6000000001721459003,Ingri Eriksdotter,1674,6000000046674003906,Erik Eriksson Stenbock,1645,Estland
1,mother,6000000001721459003,Ingri Eriksdotter,1674,6000000218239229922,Erik Svante Stenbock,1642,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000172223761173,Jakob Casimir Lewenhaupt till Raseborg,1649,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000001788400599,Jakob Gut,1642,"Ottenbach, Zurich, Switzerland"
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000024485823620,Jakob Kern,1661,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000010868137265,Jakob Lenck,1658,Ramsnäs
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000010866244502,Jakob Makeléer,1632,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000016871670299,Jakob Ferdinand Franz Khuen von Belasi,1660,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000078282127432,Jakob van Brune,1660,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000006127607976,Jakob Jakobsson Duwall,1660,Peippola gård
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000049985938664,Jakob Creutz,1645,Riddarholm
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000190041921932,Jakob August De la Gardie,1650,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000020094149442,Jakob Hannibal von Hohenems,1653,
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000002946990805,Jakob Spens,1656,Orreholm
1,mother,6000000178287451832,Lars Jakobsson,1677,6000000006127223011,Jakob von Neuman,1637,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000016917230404,Christopher Hermann von Hoyningen- Huene,1669,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000023809268743,Christopher von Hahn,1644,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000013668670620,Christopher Christophersen,1666,Westud
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000021634568315,Christopher zu Dohna,1651,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000059929565844,Christopher Seton,1645,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000036693735043,Christopher III von Fircks,1668,Waldegahlen
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000134701870832,Christopher von Wigandt a. Sunzen,1659,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000003603733418,Christopher Christophersen,1642,"Vestud, Borre Sogn, Mønbo, Præstø Amt, Danmark"
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000015867712711,Christopher II von Fircks,1634,
1,mother,6000000178817011821,Malin Christophersdotter,1687,6000000013668607869,Christopher Christophersen,1671,Westud
1,mother,6000000116230340988,Lars Jönsson,1711,6000000151476557860,Jon Jonsson,1689,Tummetorp
1,father,6000000002801153737,Nils Erikson Bryne,1622,6000000001317629855,Erik Henriksson Tott,1602,
1,father,6000000043938734860,Johannes Jakobson Bolstad,1623,6000000129051643845,Jakob Fugger Gf von Kirchberg und Weissenhorn,1606,Furth
1,father,6000000043938734860,Johannes Jakobson Bolstad,1623,6000000004309688665,Jakob Buser,1581,"Basel, Basel-Town, Switzerland"
1,father,6000000006356645320,Torborg Jonsdotter Ousdal,1679,6000000105520786862,Jon Andersson,1634,Tummetorp/Tomtorp
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000008022636329,Erik Gyllengrip till Stensnäs,1667,Stensnäs
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000059620425081,Erik Mellin,1637,
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000069167746187,Erik Gabriel Gabrielsson Kurck,1661,Laukko
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000003912501060,Erik Johan Armfelt,1661,
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000005622391270,Erik Gustaf Stenbock,1662,
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000001318469066,Erik Andersson Koskull,1645,
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000218399385721,Erik Fleming,1674,
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000001920917200,Erik Sparre af Sundby till Sundby,1665,Stora Sundby slott
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000069168022859,Erik Gabrielsson Kurck,1664,
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000046674003906,Erik Eriksson Stenbock,1645,Estland
1,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000218239229922,Erik Svante Stenbock,1642,
1,father,6000000178416392865,Marjo Knutsdatter,1714,6000000009835435345,Knut Gabrielsson Kurck,1667,Laukko
0,mother,6000000013199806430,Maria Jönsdotter,1659,6000000007725406329,Jon Larsson,1637,
0,mother,6000000001721459003,Ingri Eriksdotter,1674,6000000006595705208,Erik Petré,1658,"Tönningen, Tyskland"
0,mother,6000000001721459003,Ingri Eriksdotter,1674,6000000005758367750,Erik Gustaf Göransson Soop,1654,
0,mother,6000000178287451832,Lars Jakobsson,1677,6000000011655846311,Jakob Jakobsson Sabelhierta,1625,
0,mother,6000000178287451832,Lars Jakobsson,1677,6000000175113993883,Jakob Johan Meijerfeldt,1655,
0,mother,6000000178287451832,Lars Jakobsson,1677,6000000004288910940,Jakob Fredrik Cronman,1655,
0,mother,6000000178287451832,Lars Jakobsson,1677,6000000003912513092,Jakob Volmar Volmar Armfelt,1653,
0,mother,6000000178287451832,Lars Jakobsson,1677,6000000006127705696,Jakob Duwall,1658,"Turkiet,"
0,mother,6000000178287451832,Lars Jakobsson,1677,6000000014319085344,"Jakob Johann von Meyendorff, a. Oerten",1651,
0,mother,6000000178817011821,Malin Christophersdotter,1687,6000000025212113280,Christopher von Fircks,1632,
0,mother,6000000178817011821,Malin Christophersdotter,1687,6000000221390820955,Christopher Reinhold von Leps,1656,"""Sieffoffka"""
0,father,6000000006356645320,Torborg Jonsdotter Ousdal,1679,6000000007725406329,Jon Larsson,1637,
0,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000006595705208,Erik Petré,1658,"Tönningen, Tyskland"
0,father,6000000196704954844,Lars Eriksen Norheim,1690,6000000005758367750,Erik Gustaf Göransson Soop,1654,
