shape	kind	claimed_by	qid	geni_id	sources	component_qids	component_geni_ids
1x2	one item, several Geni profiles	wikidata only	Q108414424	6000000063447563851	wikidata-p2600	Q108414424	6000000006439906408;6000000063447563851
1x2	one item, several Geni profiles	wikidata only	Q108476148	6000000007232248146	wikidata-p2600	Q108476148	6000000007232248146;6000000155935103822
1x2	one item, several Geni profiles	wikidata only	Q108476148	6000000155935103822	wikidata-p2600	Q108476148	6000000007232248146;6000000155935103822
1x2	one item, several Geni profiles	wikidata only	Q108477758	6000000012420921951	wikidata-p2600	Q108477758	6000000012420921951;6000000143781498834
1x2	one item, several Geni profiles	wikidata only	Q108477758	6000000143781498834	wikidata-p2600	Q108477758	6000000012420921951;6000000143781498834
1x2	one item, several Geni profiles	mixed	Q10855990	6000000012432029673	wikidata-p2600	Q10855990	6000000012432029673;6000000208142500821
1x2	one item, several Geni profiles	mixed	Q10855990	6000000208142500821	zipper	Q10855990	6000000012432029673;6000000208142500821
1x2	one item, several Geni profiles	wikidata only	Q108619082	6000000024436144420	wikidata-p2600	Q108619082	6000000024436144420;6000000053908585833
1x2	one item, several Geni profiles	wikidata only	Q108619082	6000000053908585833	wikidata-p2600	Q108619082	6000000024436144420;6000000053908585833
1x2	one item, several Geni profiles	wikidata only	Q108631695	6000000000875606282	wikidata-p2600	Q108631695	6000000000875606282;6000000195583791828
1x2	one item, several Geni profiles	wikidata only	Q108631695	6000000195583791828	wikidata-p2600	Q108631695	6000000000875606282;6000000195583791828
1x2	one item, several Geni profiles	wikidata only	Q108636715	6000000017265036217	wikidata-p2600	Q108636715	6000000017265036217;6000000175806068877
1x2	one item, several Geni profiles	wikidata only	Q108636715	6000000175806068877	wikidata-p2600	Q108636715	6000000017265036217;6000000175806068877
2x1	several items, one Geni profile	wikidata only	Q108654961	6000000011424147943	wikidata-p2600	Q108654961;Q126995882	6000000011424147943
2x1	several items, one Geni profile	wikidata only	Q126995882	6000000011424147943	wikidata-p2600	Q108654961;Q126995882	6000000011424147943
2x1	several items, one Geni profile	mixed	Q108654966	6000000017549225976	structural	Q108654966;Q126996424	6000000017549225976
2x1	several items, one Geni profile	mixed	Q126996424	6000000017549225976	wikidata-p2600	Q108654966;Q126996424	6000000017549225976
1x2	one item, several Geni profiles	wikidata only	Q108678418	6000000003940441908	wikidata-p2600	Q108678418	6000000003940441908;6000000006453519023
1x2	one item, several Geni profiles	wikidata only	Q108678418	6000000006453519023	wikidata-p2600	Q108678418	6000000003940441908;6000000006453519023
1x2	one item, several Geni profiles	wikidata only	Q108678434	6000000006453247409	wikidata-p2600	Q108678434	6000000006453247409;6000000137358462866
1x2	one item, several Geni profiles	wikidata only	Q108678434	6000000137358462866	wikidata-p2600	Q108678434	6000000006453247409;6000000137358462866
1x2	one item, several Geni profiles	wikidata only	Q108682572	6000000007667093371	wikidata-p2600	Q108682572	6000000007667093371;6000000031292039612
1x2	one item, several Geni profiles	wikidata only	Q108682572	6000000031292039612	wikidata-p2600	Q108682572	6000000007667093371;6000000031292039612
1x2	one item, several Geni profiles	mixed	Q108686571	6000000001921245505	zipper	Q108686571	6000000001921245505;6000000003148001859
1x2	one item, several Geni profiles	mixed	Q108686571	6000000003148001859	wikidata-p2600	Q108686571	6000000001921245505;6000000003148001859
1x2	one item, several Geni profiles	wikidata only	Q108687793	6000000006330053107	wikidata-p2600	Q108687793	6000000006330053107;6000000021517339025
1x2	one item, several Geni profiles	wikidata only	Q108687793	6000000021517339025	wikidata-p2600	Q108687793	6000000006330053107;6000000021517339025
1x2	one item, several Geni profiles	wikidata only	Q108705487	6000000182413968826	wikidata-p2600	Q108705487	6000000182413968826;6000000183587679847
1x2	one item, several Geni profiles	wikidata only	Q108705487	6000000183587679847	wikidata-p2600	Q108705487	6000000182413968826;6000000183587679847
1x2	one item, several Geni profiles	wikidata only	Q108718356	6000000017465510947	wikidata-p2600	Q108718356	6000000017465510947;6000000023729072152
1x2	one item, several Geni profiles	wikidata only	Q108718356	6000000023729072152	wikidata-p2600	Q108718356	6000000017465510947;6000000023729072152
1x2	one item, several Geni profiles	wikidata only	Q108723194	6000000005808072005	wikidata-p2600	Q108723194	6000000005808072005;6000000052997257113
1x2	one item, several Geni profiles	wikidata only	Q108723194	6000000052997257113	wikidata-p2600	Q108723194	6000000005808072005;6000000052997257113
1x2	one item, several Geni profiles	mixed	Q108732918	6000000018820108114	wikidata-p2600	Q108732918	6000000018820108114;6000000204934304871
1x2	one item, several Geni profiles	mixed	Q108732918	6000000204934304871	structural;zipper	Q108732918	6000000018820108114;6000000204934304871
1x2	one item, several Geni profiles	mixed	Q108732931	6000000000466253490	zipper	Q108732931	6000000000466253490;6000000048214481776
1x2	one item, several Geni profiles	mixed	Q108732931	6000000048214481776	wikidata-p2600	Q108732931	6000000000466253490;6000000048214481776
1x2	one item, several Geni profiles	mixed	Q108732932	6000000006257202782	wikidata-p2600	Q108732932	6000000006257202782;6000000207422287860
1x2	one item, several Geni profiles	mixed	Q108732932	6000000207422287860	zipper	Q108732932	6000000006257202782;6000000207422287860
1x2	one item, several Geni profiles	wikidata only	Q108781880	6000000006603373726	wikidata-p2600	Q108781880	6000000006603373726;6000000215431456827
1x2	one item, several Geni profiles	wikidata only	Q108781880	6000000215431456827	wikidata-p2600	Q108781880	6000000006603373726;6000000215431456827
1x2	one item, several Geni profiles	wikidata only	Q108814758	3043761	wikidata-p2600	Q108814758	3043761;6000000001700653612
1x2	one item, several Geni profiles	wikidata only	Q108814758	6000000001700653612	wikidata-p2600	Q108814758	3043761;6000000001700653612
1x2	one item, several Geni profiles	wikidata only	Q108838651	6000000012712078634	wikidata-p2600	Q108838651	6000000012712078634;6000000190048484001
1x2	one item, several Geni profiles	wikidata only	Q108838651	6000000190048484001	wikidata-p2600	Q108838651	6000000012712078634;6000000190048484001
1x2	one item, several Geni profiles	wikidata only	Q108840013	6000000001402506094	wikidata-p2600	Q108840013	6000000001402506094;6000000010364191658
1x2	one item, several Geni profiles	wikidata only	Q108840013	6000000010364191658	wikidata-p2600	Q108840013	6000000001402506094;6000000010364191658
1x2	one item, several Geni profiles	wikidata only	Q108885147	6000000009584368327	wikidata-p2600	Q108885147	6000000009584368327;6000000026175073881
1x2	one item, several Geni profiles	wikidata only	Q108885147	6000000026175073881	wikidata-p2600	Q108885147	6000000009584368327;6000000026175073881
1x2	one item, several Geni profiles	wikidata only	Q108887098	6000000014496137259	wikidata-p2600	Q108887098	6000000014496137259;6000000094068138949
1x2	one item, several Geni profiles	wikidata only	Q108887098	6000000094068138949	wikidata-p2600	Q108887098	6000000014496137259;6000000094068138949
1x2	one item, several Geni profiles	wikidata only	Q108903119	6000000000211147291	wikidata-p2600	Q108903119	6000000000211147291;6000000019567606658
1x2	one item, several Geni profiles	wikidata only	Q108903119	6000000019567606658	wikidata-p2600	Q108903119	6000000000211147291;6000000019567606658
1x2	one item, several Geni profiles	wikidata only	Q108908984	6000000016471681243	wikidata-p2600	Q108908984	6000000016471681243;6000000184824222857
1x2	one item, several Geni profiles	wikidata only	Q108908984	6000000184824222857	wikidata-p2600	Q108908984	6000000016471681243;6000000184824222857
1x2	one item, several Geni profiles	wikidata only	Q108909136	2132604	wikidata-p2600	Q108909136	2132604;6000000002896850632
1x2	one item, several Geni profiles	wikidata only	Q108909136	6000000002896850632	wikidata-p2600	Q108909136	2132604;6000000002896850632
1x2	one item, several Geni profiles	wikidata only	Q108909137	6000000002860672546	wikidata-p2600	Q108909137	6000000002860672546;6000000002896941827
1x2	one item, several Geni profiles	wikidata only	Q108909137	6000000002896941827	wikidata-p2600	Q108909137	6000000002860672546;6000000002896941827
1x2	one item, several Geni profiles	wikidata only	Q108916088	6000000000280496608	wikidata-p2600	Q108916088	6000000000280496608;6000000000371177966
1x2	one item, several Geni profiles	wikidata only	Q108916088	6000000000371177966	wikidata-p2600	Q108916088	6000000000280496608;6000000000371177966
1x2	one item, several Geni profiles	wikidata only	Q108925552	6000000010591706407	wikidata-p2600	Q108925552	6000000010591706407;6000000029324031091
1x2	one item, several Geni profiles	wikidata only	Q108925552	6000000029324031091	wikidata-p2600	Q108925552	6000000010591706407;6000000029324031091
1x2	one item, several Geni profiles	mixed	Q108940196	6000000006410804816	wikidata-p2600	Q108940196	6000000006410804816;6000000077191694826
1x2	one item, several Geni profiles	mixed	Q108940196	6000000077191694826	zipper	Q108940196	6000000006410804816;6000000077191694826
1x2	one item, several Geni profiles	mixed	Q10897596	6000000021121880773	zipper	Q10897596	6000000021121880773;6000000074752725931
1x2	one item, several Geni profiles	mixed	Q10897596	6000000074752725931	wikidata-p2600	Q10897596	6000000021121880773;6000000074752725931
1x2	one item, several Geni profiles	mixed	Q10899765	6000000021241255070	structural;zipper	Q10899765	6000000021241255070;6000000075345603283
1x2	one item, several Geni profiles	mixed	Q10899765	6000000075345603283	wikidata-p2600	Q10899765	6000000021241255070;6000000075345603283
1x2	one item, several Geni profiles	mixed	Q10900304	6000000023724635452	zipper	Q10900304	6000000023724635452;6000000074733085842
1x2	one item, several Geni profiles	mixed	Q10900304	6000000074733085842	wikidata-p2600	Q10900304	6000000023724635452;6000000074733085842
1x2	one item, several Geni profiles	wikidata only	Q109027320	6000000000774537180	wikidata-p2600	Q109027320	6000000000774537180;6000000175879617829
1x2	one item, several Geni profiles	wikidata only	Q109027320	6000000175879617829	wikidata-p2600	Q109027320	6000000000774537180;6000000175879617829
1x2	one item, several Geni profiles	mixed	Q109037472	6000000003827781275	wikidata-p2600	Q109037472	6000000003827781275;6000000031829145923
1x2	one item, several Geni profiles	mixed	Q109037472	6000000031829145923	zipper	Q109037472	6000000003827781275;6000000031829145923
1x2	one item, several Geni profiles	wikidata only	Q10919002	6000000074705547053	wikidata-p2600	Q10919002	6000000074705547053;6000000074745818169
1x2	one item, several Geni profiles	wikidata only	Q10919002	6000000074745818169	wikidata-p2600	Q10919002	6000000074705547053;6000000074745818169
1x2	one item, several Geni profiles	mixed	Q109220824	6000000075992605855	wikidata-p2600;zipper	Q109220824	6000000075992605855;6000000194173606836
1x2	one item, several Geni profiles	mixed	Q109220824	6000000194173606836	wikidata-p2600	Q109220824	6000000075992605855;6000000194173606836
1x2	one item, several Geni profiles	wikidata only	Q109221621	6000000022451058856	wikidata-p2600	Q109221621	6000000022451058856;6000000039086735125
1x2	one item, several Geni profiles	wikidata only	Q109221621	6000000039086735125	wikidata-p2600	Q109221621	6000000022451058856;6000000039086735125
2x1	several items, one Geni profile	mixed	Q109296109	6000000008636011504	structural	Q109296109;Q136142304	6000000008636011504
2x1	several items, one Geni profile	mixed	Q136142304	6000000008636011504	wikidata-p2600	Q109296109;Q136142304	6000000008636011504
1x2	one item, several Geni profiles	mixed	Q109301810	6000000004225301299	wikidata-p2600;zipper	Q109301810	6000000004225301299;6000000205847906889
1x2	one item, several Geni profiles	mixed	Q109301810	6000000205847906889	wikidata-p2600	Q109301810	6000000004225301299;6000000205847906889
1x2	one item, several Geni profiles	wikidata only	Q109319731	6000000003937961999	wikidata-p2600	Q109319731	6000000003937961999;6000000021395672115
1x2	one item, several Geni profiles	wikidata only	Q109319731	6000000021395672115	wikidata-p2600	Q109319731	6000000003937961999;6000000021395672115
1x2	one item, several Geni profiles	wikidata only	Q109335397	6000000035834196059	wikidata-p2600	Q109335397	6000000035834196059;6000000185775576830
1x2	one item, several Geni profiles	wikidata only	Q109335397	6000000185775576830	wikidata-p2600	Q109335397	6000000035834196059;6000000185775576830
1x2	one item, several Geni profiles	wikidata only	Q109341847	6000000014893194374	wikidata-p2600	Q109341847	6000000014893194374;6000000017947252205
1x2	one item, several Geni profiles	wikidata only	Q109341847	6000000017947252205	wikidata-p2600	Q109341847	6000000014893194374;6000000017947252205
1x2	one item, several Geni profiles	wikidata only	Q109350494	6000000007454446740	wikidata-p2600	Q109350494	6000000007454446740;6000000029361675303
1x2	one item, several Geni profiles	wikidata only	Q109350494	6000000029361675303	wikidata-p2600	Q109350494	6000000007454446740;6000000029361675303
1x2	one item, several Geni profiles	wikidata only	Q109352793	6000000074447188280	wikidata-p2600	Q109352793	6000000074447188280;6000000179752830941
1x2	one item, several Geni profiles	wikidata only	Q109352793	6000000179752830941	wikidata-p2600	Q109352793	6000000074447188280;6000000179752830941
1x2	one item, several Geni profiles	wikidata only	Q10944218	6000000011251031259	wikidata-p2600	Q10944218	6000000011251031259;6000000075508560021
1x2	one item, several Geni profiles	wikidata only	Q10944218	6000000075508560021	wikidata-p2600	Q10944218	6000000011251031259;6000000075508560021
1x2	one item, several Geni profiles	wikidata only	Q10944285	6000000012967288091	wikidata-p2600	Q10944285	6000000012967288091;6000000075062219821
1x2	one item, several Geni profiles	wikidata only	Q10944285	6000000075062219821	wikidata-p2600	Q10944285	6000000012967288091;6000000075062219821
1x2	one item, several Geni profiles	wikidata only	Q10944360	6000000012967408736	wikidata-p2600	Q10944360	6000000012967408736;6000000074792907833
1x2	one item, several Geni profiles	wikidata only	Q10944360	6000000074792907833	wikidata-p2600	Q10944360	6000000012967408736;6000000074792907833
1x2	one item, several Geni profiles	wikidata only	Q109454174	6000000037156790154	wikidata-p2600	Q109454174	6000000037156790154;6000000086792868843
1x2	one item, several Geni profiles	wikidata only	Q109454174	6000000086792868843	wikidata-p2600	Q109454174	6000000037156790154;6000000086792868843
1x2	one item, several Geni profiles	wikidata only	Q109554345	6000000003277890314	wikidata-p2600	Q109554345	6000000003277890314;6000000161228915073
1x2	one item, several Geni profiles	wikidata only	Q109554345	6000000161228915073	wikidata-p2600	Q109554345	6000000003277890314;6000000161228915073
1x2	one item, several Geni profiles	wikidata only	Q109569292	6000000036036904264	wikidata-p2600	Q109569292	6000000036036904264;6000000077768168004
1x2	one item, several Geni profiles	wikidata only	Q109569292	6000000077768168004	wikidata-p2600	Q109569292	6000000036036904264;6000000077768168004
1x2	one item, several Geni profiles	mixed	Q109582463	6000000018166665853	wikidata-p2600	Q109582463	6000000018166665853;6000000018190765889
1x2	one item, several Geni profiles	mixed	Q109582463	6000000018190765889	zipper	Q109582463	6000000018166665853;6000000018190765889
1x2	one item, several Geni profiles	wikidata only	Q109590674	6000000034519736278	wikidata-p2600	Q109590674	6000000034519736278;6000000169688621156
1x2	one item, several Geni profiles	wikidata only	Q109590674	6000000169688621156	wikidata-p2600	Q109590674	6000000034519736278;6000000169688621156
1x2	one item, several Geni profiles	wikidata only	Q109674806	6000000030831012053	wikidata-p2600	Q109674806	6000000030831012053;6000000040827359603
1x2	one item, several Geni profiles	wikidata only	Q109674806	6000000040827359603	wikidata-p2600	Q109674806	6000000030831012053;6000000040827359603
1x2	one item, several Geni profiles	wikidata only	Q109687993	6000000011769638909	wikidata-p2600	Q109687993	6000000011769638909;6000000201845052833
1x2	one item, several Geni profiles	wikidata only	Q109687993	6000000201845052833	wikidata-p2600	Q109687993	6000000011769638909;6000000201845052833
2x2	TANGLE - needs both merges	mixed	Q109769419	6000000001354010633	wikidata-p2600	Q109769419;Q131364553	6000000001354010633;6000000002174816685
2x2	TANGLE - needs both merges	mixed	Q131364553	6000000001354010633	structural	Q109769419;Q131364553	6000000001354010633;6000000002174816685
2x2	TANGLE - needs both merges	mixed	Q131364553	6000000002174816685	wikidata-p2600	Q109769419;Q131364553	6000000001354010633;6000000002174816685
1x2	one item, several Geni profiles	wikidata only	Q109780788	6000000030818285568	wikidata-p2600	Q109780788	6000000030818285568;6000000039319948721
1x2	one item, several Geni profiles	wikidata only	Q109780788	6000000039319948721	wikidata-p2600	Q109780788	6000000030818285568;6000000039319948721
1x2	one item, several Geni profiles	mixed	Q109830000	6000000000571826801	zipper	Q109830000	6000000000571826801;6000000009485770112
1x2	one item, several Geni profiles	mixed	Q109830000	6000000009485770112	wikidata-p2600	Q109830000	6000000000571826801;6000000009485770112
1x2	one item, several Geni profiles	mixed	Q109835165	6000000008223738211	zipper	Q109835165	6000000008223738211;6000000011182410558
1x2	one item, several Geni profiles	mixed	Q109835165	6000000011182410558	wikidata-p2600	Q109835165	6000000008223738211;6000000011182410558
2x1	several items, one Geni profile	mixed	Q109835511	6000000012617578137	structural	Q109835511;Q126996051	6000000012617578137
2x1	several items, one Geni profile	mixed	Q126996051	6000000012617578137	wikidata-p2600	Q109835511;Q126996051	6000000012617578137
2x2	TANGLE - needs both merges	mixed	Q109835871	6000000004324288947	wikidata-p2600	Q109835871;Q109835873	6000000004324288947;6000000009820059330
2x2	TANGLE - needs both merges	mixed	Q109835871	6000000009820059330	structural	Q109835871;Q109835873	6000000004324288947;6000000009820059330
2x2	TANGLE - needs both merges	mixed	Q109835873	6000000009820059330	zipper	Q109835871;Q109835873	6000000004324288947;6000000009820059330
1x2	one item, several Geni profiles	wikidata only	Q109854773	6000000000555547075	wikidata-p2600	Q109854773	6000000000555547075;6000000015115498411
1x2	one item, several Geni profiles	wikidata only	Q109854773	6000000015115498411	wikidata-p2600	Q109854773	6000000000555547075;6000000015115498411
1x2	one item, several Geni profiles	wikidata only	Q109941823	6000000014191852718	wikidata-p2600	Q109941823	6000000014191852718;6000000018647674288
1x2	one item, several Geni profiles	wikidata only	Q109941823	6000000018647674288	wikidata-p2600	Q109941823	6000000014191852718;6000000018647674288
1x2	one item, several Geni profiles	wikidata only	Q109952138	6000000039678620942	wikidata-p2600	Q109952138	6000000039678620942;6000000184911669823
1x2	one item, several Geni profiles	wikidata only	Q109952138	6000000184911669823	wikidata-p2600	Q109952138	6000000039678620942;6000000184911669823
1x2	one item, several Geni profiles	wikidata only	Q109977740	6000000022819555284	wikidata-p2600	Q109977740	6000000022819555284;6000000059092023959
1x2	one item, several Geni profiles	wikidata only	Q109977740	6000000059092023959	wikidata-p2600	Q109977740	6000000022819555284;6000000059092023959
2x1	several items, one Geni profile	wikidata only	Q110106057	6000000017255784111	wikidata-p2600	Q110106057;Q134287388	6000000017255784111
2x1	several items, one Geni profile	wikidata only	Q134287388	6000000017255784111	wikidata-p2600	Q110106057;Q134287388	6000000017255784111
1x2	one item, several Geni profiles	wikidata only	Q110140535	6000000000145675492	wikidata-p2600	Q110140535	6000000000145675492;6000000000544305161
1x2	one item, several Geni profiles	wikidata only	Q110140535	6000000000544305161	wikidata-p2600	Q110140535	6000000000145675492;6000000000544305161
2x1	several items, one Geni profile	wikidata only	Q110151011	6000000024682955809	wikidata-p2600	Q110151011;Q110504869	6000000024682955809
2x1	several items, one Geni profile	wikidata only	Q110504869	6000000024682955809	wikidata-p2600	Q110151011;Q110504869	6000000024682955809
2x1	several items, one Geni profile	wikidata only	Q110151012	6000000024775108318	wikidata-p2600	Q110151012;Q110504870	6000000024775108318
2x1	several items, one Geni profile	wikidata only	Q110504870	6000000024775108318	wikidata-p2600	Q110151012;Q110504870	6000000024775108318
1x2	one item, several Geni profiles	mixed	Q110151544	6000000008733295035	wikidata-p2600	Q110151544	6000000008733295035;6000000015160638038
1x2	one item, several Geni profiles	mixed	Q110151544	6000000015160638038	structural;zipper	Q110151544	6000000008733295035;6000000015160638038
1x2	one item, several Geni profiles	mixed	Q110153930	5127142777880035163	zipper	Q110153930	5127142777880035163;6000000003827674986
1x2	one item, several Geni profiles	mixed	Q110153930	6000000003827674986	wikidata-p2600	Q110153930	5127142777880035163;6000000003827674986
1x2	one item, several Geni profiles	wikidata only	Q110175744	6000000013385172601	wikidata-p2600	Q110175744	6000000013385172601;6000000023283868821
1x2	one item, several Geni profiles	wikidata only	Q110175744	6000000023283868821	wikidata-p2600	Q110175744	6000000013385172601;6000000023283868821
1x2	one item, several Geni profiles	wikidata only	Q110278372	6000000006846518137	wikidata-p2600	Q110278372	6000000006846518137;6000000084408589833
1x2	one item, several Geni profiles	wikidata only	Q110278372	6000000084408589833	wikidata-p2600	Q110278372	6000000006846518137;6000000084408589833
1x2	one item, several Geni profiles	wikidata only	Q110291045	6000000020458551955	wikidata-p2600	Q110291045	6000000020458551955;6000000098545758825
1x2	one item, several Geni profiles	wikidata only	Q110291045	6000000098545758825	wikidata-p2600	Q110291045	6000000020458551955;6000000098545758825
2x1	several items, one Geni profile	mixed	Q110303919	6000000001504212922	structural	Q110303919;Q4964369	6000000001504212922
2x1	several items, one Geni profile	mixed	Q4964369	6000000001504212922	wikidata-p2600	Q110303919;Q4964369	6000000001504212922
2x1	several items, one Geni profile	mixed	Q110313426	6000000009401820460	structural	Q110313426;Q6170392	6000000009401820460
2x1	several items, one Geni profile	mixed	Q6170392	6000000009401820460	wikidata-p2600	Q110313426;Q6170392	6000000009401820460
2x3	TANGLE - needs both merges	mixed	Q110320988	6000000003513256285	structural;zipper	Q110320988;Q7375935	6000000003513256285;6000000006858341479;6000000022617592291
2x3	TANGLE - needs both merges	mixed	Q110320988	6000000006858341479	structural	Q110320988;Q7375935	6000000003513256285;6000000006858341479;6000000022617592291
2x3	TANGLE - needs both merges	mixed	Q7375935	6000000006858341479	zipper	Q110320988;Q7375935	6000000003513256285;6000000006858341479;6000000022617592291
2x3	TANGLE - needs both merges	mixed	Q7375935	6000000022617592291	wikidata-p2600	Q110320988;Q7375935	6000000003513256285;6000000006858341479;6000000022617592291
1x2	one item, several Geni profiles	mixed	Q110322713	6000000003025546705	zipper	Q110322713	6000000003025546705;6000000134968461876
1x2	one item, several Geni profiles	mixed	Q110322713	6000000134968461876	wikidata-p2600	Q110322713	6000000003025546705;6000000134968461876
1x2	one item, several Geni profiles	mixed	Q110324394	6000000030488416531	zipper	Q110324394	6000000030488416531;6000000032471640135
1x2	one item, several Geni profiles	mixed	Q110324394	6000000032471640135	wikidata-p2600	Q110324394	6000000030488416531;6000000032471640135
2x1	several items, one Geni profile	ours only	Q110329188	6000000006727944590	structural	Q110329188;Q75261018	6000000006727944590
2x1	several items, one Geni profile	ours only	Q75261018	6000000006727944590	zipper	Q110329188;Q75261018	6000000006727944590
2x1	several items, one Geni profile	wikidata only	Q110363080	6000000012770852334	wikidata-p2600	Q110363080;Q130748682	6000000012770852334
2x1	several items, one Geni profile	wikidata only	Q130748682	6000000012770852334	wikidata-p2600	Q110363080;Q130748682	6000000012770852334
1x2	one item, several Geni profiles	wikidata only	Q110363982	6000000014652928558	wikidata-p2600	Q110363982	6000000014652928558;6000000014676980851
1x2	one item, several Geni profiles	wikidata only	Q110363982	6000000014676980851	wikidata-p2600	Q110363982	6000000014652928558;6000000014676980851
1x2	one item, several Geni profiles	mixed	Q110370440	6000000015090733415	wikidata-p2600	Q110370440	6000000015090733415;6000000015117045165
1x2	one item, several Geni profiles	mixed	Q110370440	6000000015117045165	zipper	Q110370440	6000000015090733415;6000000015117045165
1x2	one item, several Geni profiles	wikidata only	Q110371265	6000000066006404840	wikidata-p2600	Q110371265	6000000066006404840;6000000100420197845
1x2	one item, several Geni profiles	wikidata only	Q110371265	6000000100420197845	wikidata-p2600	Q110371265	6000000066006404840;6000000100420197845
2x1	several items, one Geni profile	mixed	Q110386161	6000000005622391270	structural	Q110386161;Q128043661	6000000005622391270
2x1	several items, one Geni profile	mixed	Q128043661	6000000005622391270	wikidata-p2600	Q110386161;Q128043661	6000000005622391270
2x1	several items, one Geni profile	mixed	Q110386433	6000000082435353967	structural	Q110386433;Q139587303	6000000082435353967
2x1	several items, one Geni profile	mixed	Q139587303	6000000082435353967	wikidata-p2600	Q110386433;Q139587303	6000000082435353967
1x2	one item, several Geni profiles	wikidata only	Q110394707	6000000014035401306	wikidata-p2600	Q110394707	6000000014035401306;6000000190447446811
1x2	one item, several Geni profiles	wikidata only	Q110394707	6000000190447446811	wikidata-p2600	Q110394707	6000000014035401306;6000000190447446811
2x1	several items, one Geni profile	mixed	Q110410743	6000000105706792946	wikidata-p2600;zipper	Q110410743;Q128070478	6000000105706792946
2x1	several items, one Geni profile	mixed	Q128070478	6000000105706792946	wikidata-p2600	Q110410743;Q128070478	6000000105706792946
2x1	several items, one Geni profile	mixed	Q110426436	6000000019057116177	structural	Q110426436;Q128048688	6000000019057116177
2x1	several items, one Geni profile	mixed	Q128048688	6000000019057116177	wikidata-p2600	Q110426436;Q128048688	6000000019057116177
1x2	one item, several Geni profiles	wikidata only	Q110428428	6000000001248046662	wikidata-p2600	Q110428428	6000000001248046662;6000000018458247665
1x2	one item, several Geni profiles	wikidata only	Q110428428	6000000018458247665	wikidata-p2600	Q110428428	6000000001248046662;6000000018458247665
1x2	one item, several Geni profiles	wikidata only	Q110447372	6000000040093507383	wikidata-p2600	Q110447372	6000000040093507383;6000000055666624966
1x2	one item, several Geni profiles	wikidata only	Q110447372	6000000055666624966	wikidata-p2600	Q110447372	6000000040093507383;6000000055666624966
1x2	one item, several Geni profiles	mixed	Q110457220	6000000002939446600	wikidata-p2600	Q110457220	6000000002939446600;6000000006127490627
1x2	one item, several Geni profiles	mixed	Q110457220	6000000006127490627	zipper	Q110457220	6000000002939446600;6000000006127490627
1x2	one item, several Geni profiles	wikidata only	Q110495241	6000000002799091360	wikidata-p2600	Q110495241	6000000002799091360;6000000083953532189
1x2	one item, several Geni profiles	wikidata only	Q110495241	6000000083953532189	wikidata-p2600	Q110495241	6000000002799091360;6000000083953532189
1x2	one item, several Geni profiles	wikidata only	Q110503856	6000000008593636281	wikidata-p2600	Q110503856	6000000008593636281;6000000035151119005
1x2	one item, several Geni profiles	wikidata only	Q110503856	6000000035151119005	wikidata-p2600	Q110503856	6000000008593636281;6000000035151119005
2x1	several items, one Geni profile	mixed	Q110505319	6000000012985339392	structural	Q110505319;Q126973533	6000000012985339392
2x1	several items, one Geni profile	mixed	Q126973533	6000000012985339392	wikidata-p2600	Q110505319;Q126973533	6000000012985339392
1x2	one item, several Geni profiles	mixed	Q110523302	6000000008799851672	structural;zipper	Q110523302	6000000008799851672;6000000024865392242
1x2	one item, several Geni profiles	mixed	Q110523302	6000000024865392242	wikidata-p2600	Q110523302	6000000008799851672;6000000024865392242
2x1	several items, one Geni profile	ours only	Q11053517	6000000037090742919	structural	Q11053517;Q5163358	6000000037090742919
2x1	several items, one Geni profile	ours only	Q5163358	6000000037090742919	zipper	Q11053517;Q5163358	6000000037090742919
1x2	one item, several Geni profiles	mixed	Q11053934	6000000055772920365	zipper	Q11053934	6000000055772920365;6000000075342367586
1x2	one item, several Geni profiles	mixed	Q11053934	6000000075342367586	wikidata-p2600	Q11053934	6000000055772920365;6000000075342367586
1x2	one item, several Geni profiles	wikidata only	Q110540093	6000000018209549184	wikidata-p2600	Q110540093	6000000018209549184;6000000177446507842
1x2	one item, several Geni profiles	wikidata only	Q110540093	6000000177446507842	wikidata-p2600	Q110540093	6000000018209549184;6000000177446507842
2x2	TANGLE - needs both merges	mixed	Q110548953	6000000002360157423	wikidata-p2600	Q110548953;Q5915810	6000000002360157423;6000000197732325826
2x2	TANGLE - needs both merges	mixed	Q5915810	6000000002360157423	structural	Q110548953;Q5915810	6000000002360157423;6000000197732325826
2x2	TANGLE - needs both merges	mixed	Q5915810	6000000197732325826	zipper	Q110548953;Q5915810	6000000002360157423;6000000197732325826
2x2	TANGLE - needs both merges	ours only	Q110548955	6000000002360107690	zipper	Q110548955;Q110561253	6000000002360107690;6000000012267285403
2x2	TANGLE - needs both merges	ours only	Q110561253	6000000002360107690	structural	Q110548955;Q110561253	6000000002360107690;6000000012267285403
2x2	TANGLE - needs both merges	ours only	Q110561253	6000000012267285403	zipper	Q110548955;Q110561253	6000000002360107690;6000000012267285403
1x2	one item, several Geni profiles	wikidata only	Q110558428	6000000083888322086	wikidata-p2600	Q110558428	6000000083888322086;6000000216729751825
1x2	one item, several Geni profiles	wikidata only	Q110558428	6000000216729751825	wikidata-p2600	Q110558428	6000000083888322086;6000000216729751825
2x2	TANGLE - needs both merges	mixed	Q110562184	6000000003827731460	zipper	Q110562184;Q354934	6000000003827731460;6000000012468581950
2x2	TANGLE - needs both merges	mixed	Q110562184	6000000012468581950	structural	Q110562184;Q354934	6000000003827731460;6000000012468581950
