shape	kind	claimed_by	qid	geni_id	sources	component_qids	component_geni_ids
2x2	TANGLE - needs both merges	mixed	Q354934	6000000012468581950	wikidata-p2600	Q110562184;Q354934	6000000003827731460;6000000012468581950
1x2	one item, several Geni profiles	wikidata only	Q110571377	6000000011643833836	wikidata-p2600	Q110571377	6000000011643833836;6000000157675674864
1x2	one item, several Geni profiles	wikidata only	Q110571377	6000000157675674864	wikidata-p2600	Q110571377	6000000011643833836;6000000157675674864
1x2	one item, several Geni profiles	wikidata only	Q110571387	6000000011643779621	wikidata-p2600	Q110571387	6000000011643779621;6000000157676379833
1x2	one item, several Geni profiles	wikidata only	Q110571387	6000000157676379833	wikidata-p2600	Q110571387	6000000011643779621;6000000157676379833
1x2	one item, several Geni profiles	ours only	Q110578320	6000000001517866371	structural	Q110578320	6000000001517866371;6000000003243318255
1x2	one item, several Geni profiles	ours only	Q110578320	6000000003243318255	structural	Q110578320	6000000001517866371;6000000003243318255
3x3	TANGLE - needs both merges	mixed	Q110586521	6000000011568052846	wikidata-p2600	Q110586521;Q134985843;Q134986476	6000000011568052846;6000000012224621046;6000000012225970508
3x3	TANGLE - needs both merges	mixed	Q110586521	6000000012224621046	structural	Q110586521;Q134985843;Q134986476	6000000011568052846;6000000012224621046;6000000012225970508
3x3	TANGLE - needs both merges	mixed	Q134985843	6000000012224621046	wikidata-p2600	Q110586521;Q134985843;Q134986476	6000000011568052846;6000000012224621046;6000000012225970508
3x3	TANGLE - needs both merges	mixed	Q134985843	6000000012225970508	structural	Q110586521;Q134985843;Q134986476	6000000011568052846;6000000012224621046;6000000012225970508
3x3	TANGLE - needs both merges	mixed	Q134986476	6000000012225970508	wikidata-p2600	Q110586521;Q134985843;Q134986476	6000000011568052846;6000000012224621046;6000000012225970508
2x2	TANGLE - needs both merges	mixed	Q110586544	6000000004173412338	wikidata-p2600	Q110586544;Q110586547	6000000004173412338;6000000012042716995
2x2	TANGLE - needs both merges	mixed	Q110586547	6000000004173412338	structural	Q110586544;Q110586547	6000000004173412338;6000000012042716995
2x2	TANGLE - needs both merges	mixed	Q110586547	6000000012042716995	wikidata-p2600	Q110586544;Q110586547	6000000004173412338;6000000012042716995
2x2	TANGLE - needs both merges	mixed	Q110586546	6000000004173298796	structural	Q110586546;Q11905099	6000000004173298796;6000000004173414047
2x2	TANGLE - needs both merges	mixed	Q110586546	6000000004173414047	wikidata-p2600	Q110586546;Q11905099	6000000004173298796;6000000004173414047
2x2	TANGLE - needs both merges	mixed	Q11905099	6000000004173298796	wikidata-p2600	Q110586546;Q11905099	6000000004173298796;6000000004173414047
1x2	one item, several Geni profiles	wikidata only	Q110587773	6000000040445618248	wikidata-p2600	Q110587773	6000000040445618248;6000000103947943822
1x2	one item, several Geni profiles	wikidata only	Q110587773	6000000103947943822	wikidata-p2600	Q110587773	6000000040445618248;6000000103947943822
1x2	one item, several Geni profiles	mixed	Q110588200	6000000015715381290	wikidata-p2600	Q110588200	6000000015715381290;6000000022485886684
1x2	one item, several Geni profiles	mixed	Q110588200	6000000022485886684	zipper	Q110588200	6000000015715381290;6000000022485886684
1x2	one item, several Geni profiles	wikidata only	Q110602797	6000000026337628596	wikidata-p2600	Q110602797	6000000026337628596;6000000154738725870
1x2	one item, several Geni profiles	wikidata only	Q110602797	6000000154738725870	wikidata-p2600	Q110602797	6000000026337628596;6000000154738725870
2x2	TANGLE - needs both merges	ours only	Q110603042	6000000002294739748	zipper	Q110603042;Q114212779	6000000002294739748;6000000173931060239
2x2	TANGLE - needs both merges	ours only	Q110603042	6000000173931060239	structural	Q110603042;Q114212779	6000000002294739748;6000000173931060239
2x2	TANGLE - needs both merges	ours only	Q114212779	6000000173931060239	zipper	Q110603042;Q114212779	6000000002294739748;6000000173931060239
1x2	one item, several Geni profiles	wikidata only	Q110603152	6000000022601455934	wikidata-p2600	Q110603152	6000000022601455934;6000000140779851828
1x2	one item, several Geni profiles	wikidata only	Q110603152	6000000140779851828	wikidata-p2600	Q110603152	6000000022601455934;6000000140779851828
1x2	one item, several Geni profiles	wikidata only	Q110603156	6000000022601123430	wikidata-p2600	Q110603156	6000000022601123430;6000000140777316135
1x2	one item, several Geni profiles	wikidata only	Q110603156	6000000140777316135	wikidata-p2600	Q110603156	6000000022601123430;6000000140777316135
2x1	several items, one Geni profile	ours only	Q110603863	6000000003827612597	structural	Q110603863;Q31191303	6000000003827612597
2x1	several items, one Geni profile	ours only	Q31191303	6000000003827612597	zipper	Q110603863;Q31191303	6000000003827612597
2x2	TANGLE - needs both merges	mixed	Q110603909	6000000007644729198	zipper	Q110603909;Q76266349	6000000003827542034;6000000007644729198
2x2	TANGLE - needs both merges	mixed	Q76266349	6000000003827542034	wikidata-p2600	Q110603909;Q76266349	6000000003827542034;6000000007644729198
2x2	TANGLE - needs both merges	mixed	Q76266349	6000000007644729198	structural	Q110603909;Q76266349	6000000003827542034;6000000007644729198
1x2	one item, several Geni profiles	wikidata only	Q110608879	6000000108629792047	wikidata-p2600	Q110608879	6000000108629792047;6000000124245680013
1x2	one item, several Geni profiles	wikidata only	Q110608879	6000000124245680013	wikidata-p2600	Q110608879	6000000108629792047;6000000124245680013
2x1	several items, one Geni profile	mixed	Q110619278	6000000008340322941	structural	Q110619278;Q126995527	6000000008340322941
2x1	several items, one Geni profile	mixed	Q126995527	6000000008340322941	wikidata-p2600	Q110619278;Q126995527	6000000008340322941
2x1	several items, one Geni profile	mixed	Q110619304	6000000009188822552	structural	Q110619304;Q128157714	6000000009188822552
2x1	several items, one Geni profile	mixed	Q128157714	6000000009188822552	wikidata-p2600	Q110619304;Q128157714	6000000009188822552
1x2	one item, several Geni profiles	mixed	Q110619336	6000000009649641350	structural	Q110619336	6000000009649641350;6000000011387025504
1x2	one item, several Geni profiles	mixed	Q110619336	6000000011387025504	wikidata-p2600	Q110619336	6000000009649641350;6000000011387025504
2x1	several items, one Geni profile	mixed	Q110621149	6000000006127170197	structural	Q110621149;Q128157167	6000000006127170197
2x1	several items, one Geni profile	mixed	Q128157167	6000000006127170197	wikidata-p2600	Q110621149;Q128157167	6000000006127170197
2x1	several items, one Geni profile	mixed	Q110621365	6000000007523204750	structural	Q110621365;Q128157361	6000000007523204750
2x1	several items, one Geni profile	mixed	Q128157361	6000000007523204750	wikidata-p2600	Q110621365;Q128157361	6000000007523204750
2x1	several items, one Geni profile	mixed	Q110621387	6000000010187777203	structural	Q110621387;Q113357275	6000000010187777203
2x1	several items, one Geni profile	mixed	Q113357275	6000000010187777203	wikidata-p2600	Q110621387;Q113357275	6000000010187777203
1x2	one item, several Geni profiles	wikidata only	Q110629539	6000000097709098897	wikidata-p2600	Q110629539	6000000097709098897;6000000203438945821
1x2	one item, several Geni profiles	wikidata only	Q110629539	6000000203438945821	wikidata-p2600	Q110629539	6000000097709098897;6000000203438945821
1x2	one item, several Geni profiles	wikidata only	Q110639478	6000000023171834866	wikidata-p2600	Q110639478	6000000023171834866;6000000039266399441
1x2	one item, several Geni profiles	wikidata only	Q110639478	6000000039266399441	wikidata-p2600	Q110639478	6000000023171834866;6000000039266399441
1x2	one item, several Geni profiles	wikidata only	Q110663778	6000000003939689408	wikidata-p2600	Q110663778	6000000003939689408;6000000020747078805
1x2	one item, several Geni profiles	wikidata only	Q110663778	6000000020747078805	wikidata-p2600	Q110663778	6000000003939689408;6000000020747078805
1x2	one item, several Geni profiles	wikidata only	Q11066492	6000000075425757964	wikidata-p2600	Q11066492	6000000075425757964;6000000075484210975
1x2	one item, several Geni profiles	wikidata only	Q11066492	6000000075484210975	wikidata-p2600	Q11066492	6000000075425757964;6000000075484210975
1x2	one item, several Geni profiles	wikidata only	Q11068362	6000000019265583922	wikidata-p2600	Q11068362	6000000019265583922;6000000075506408836
1x2	one item, several Geni profiles	wikidata only	Q11068362	6000000075506408836	wikidata-p2600	Q11068362	6000000019265583922;6000000075506408836
2x1	several items, one Geni profile	mixed	Q110703075	6000000003645683288	structural	Q110703075;Q11959446	6000000003645683288
2x1	several items, one Geni profile	mixed	Q11959446	6000000003645683288	wikidata-p2600	Q110703075;Q11959446	6000000003645683288
2x1	several items, one Geni profile	mixed	Q110703077	6000000007170562706	structural	Q110703077;Q122931448	6000000007170562706
2x1	several items, one Geni profile	mixed	Q122931448	6000000007170562706	wikidata-p2600	Q110703077;Q122931448	6000000007170562706
1x2	one item, several Geni profiles	wikidata only	Q110705011	6000000018608696246	wikidata-p2600	Q110705011	6000000018608696246;6000000019188087269
1x2	one item, several Geni profiles	wikidata only	Q110705011	6000000019188087269	wikidata-p2600	Q110705011	6000000018608696246;6000000019188087269
1x2	one item, several Geni profiles	wikidata only	Q110705103	6000000018608237465	wikidata-p2600	Q110705103	6000000018608237465;6000000019188087285
1x2	one item, several Geni profiles	wikidata only	Q110705103	6000000019188087285	wikidata-p2600	Q110705103	6000000018608237465;6000000019188087285
2x1	several items, one Geni profile	mixed	Q110729577	6000000012827643258	structural	Q110729577;Q128158624	6000000012827643258
2x1	several items, one Geni profile	mixed	Q128158624	6000000012827643258	wikidata-p2600	Q110729577;Q128158624	6000000012827643258
1x2	one item, several Geni profiles	mixed	Q110738191	6000000043340922469	structural;zipper	Q110738191	6000000043340922469;6000000123454277927
1x2	one item, several Geni profiles	mixed	Q110738191	6000000123454277927	wikidata-p2600	Q110738191	6000000043340922469;6000000123454277927
1x2	one item, several Geni profiles	mixed	Q110738203	6000000056635918826	zipper	Q110738203	6000000056635918826;6000000123454615866
1x2	one item, several Geni profiles	mixed	Q110738203	6000000123454615866	wikidata-p2600	Q110738203	6000000056635918826;6000000123454615866
1x2	one item, several Geni profiles	mixed	Q11077235	6000000004869017638	zipper	Q11077235	6000000004869017638;6000000075373093838
1x2	one item, several Geni profiles	mixed	Q11077235	6000000075373093838	wikidata-p2600	Q11077235	6000000004869017638;6000000075373093838
1x2	one item, several Geni profiles	wikidata only	Q11085005	6000000048486485853	wikidata-p2600	Q11085005	6000000048486485853;6000000075506921862
1x2	one item, several Geni profiles	wikidata only	Q11085005	6000000075506921862	wikidata-p2600	Q11085005	6000000048486485853;6000000075506921862
1x2	one item, several Geni profiles	wikidata only	Q110864855	6000000040977294965	wikidata-p2600	Q110864855	6000000040977294965;6000000043555914865
1x2	one item, several Geni profiles	wikidata only	Q110864855	6000000043555914865	wikidata-p2600	Q110864855	6000000040977294965;6000000043555914865
1x2	one item, several Geni profiles	wikidata only	Q110865012	6000000000517787202	wikidata-p2600	Q110865012	6000000000517787202;6000000069051231913
1x2	one item, several Geni profiles	wikidata only	Q110865012	6000000069051231913	wikidata-p2600	Q110865012	6000000000517787202;6000000069051231913
1x2	one item, several Geni profiles	mixed	Q11087518	6000000074750800003	wikidata-p2600	Q11087518	6000000074750800003;6000000074767273172
1x2	one item, several Geni profiles	mixed	Q11087518	6000000074767273172	wikidata-p2600;zipper	Q11087518	6000000074750800003;6000000074767273172
1x2	one item, several Geni profiles	mixed	Q11091459	6000000038071402594	structural;zipper	Q11091459	6000000038071402594;6000000074704782822
1x2	one item, several Geni profiles	mixed	Q11091459	6000000074704782822	wikidata-p2600	Q11091459	6000000038071402594;6000000074704782822
1x2	one item, several Geni profiles	wikidata only	Q110952771	6000000015184301781	wikidata-p2600	Q110952771	6000000015184301781;6000000214767655828
1x2	one item, several Geni profiles	wikidata only	Q110952771	6000000214767655828	wikidata-p2600	Q110952771	6000000015184301781;6000000214767655828
1x3	one item, several Geni profiles	wikidata only	Q110952788	6000000002659223729	wikidata-p2600	Q110952788	6000000002659223729;6000000015184329742;6000000214767583829
1x3	one item, several Geni profiles	wikidata only	Q110952788	6000000015184329742	wikidata-p2600	Q110952788	6000000002659223729;6000000015184329742;6000000214767583829
1x3	one item, several Geni profiles	wikidata only	Q110952788	6000000214767583829	wikidata-p2600	Q110952788	6000000002659223729;6000000015184329742;6000000214767583829
1x2	one item, several Geni profiles	mixed	Q11095408	6000000021240323533	structural;zipper	Q11095408	6000000021240323533;6000000075061047827
1x2	one item, several Geni profiles	mixed	Q11095408	6000000075061047827	wikidata-p2600	Q11095408	6000000021240323533;6000000075061047827
1x2	one item, several Geni profiles	wikidata only	Q11095409	6000000075061053878	wikidata-p2600	Q11095409	6000000075061053878;6000000129803912821
1x2	one item, several Geni profiles	wikidata only	Q11095409	6000000129803912821	wikidata-p2600	Q11095409	6000000075061053878;6000000129803912821
1x2	one item, several Geni profiles	mixed	Q11095411	6000000007969987331	zipper	Q11095411	6000000007969987331;6000000075061041833
1x2	one item, several Geni profiles	mixed	Q11095411	6000000075061041833	wikidata-p2600	Q11095411	6000000007969987331;6000000075061041833
1x2	one item, several Geni profiles	mixed	Q11095417	6000000021240229776	structural;zipper	Q11095417	6000000021240229776;6000000075060939894
1x2	one item, several Geni profiles	mixed	Q11095417	6000000075060939894	wikidata-p2600	Q11095417	6000000021240229776;6000000075060939894
1x2	one item, several Geni profiles	mixed	Q11095432	6000000021237743601	structural;zipper	Q11095432	6000000021237743601;6000000075060556084
1x2	one item, several Geni profiles	mixed	Q11095432	6000000075060556084	wikidata-p2600	Q11095432	6000000021237743601;6000000075060556084
