qid	geni_id
Q44191220	6000000006727827255
Q44191988	6000000003858686294
Q44192390	6000000029132179399
Q45461100	6000000057602803872
Q46700288	6000000099233533224
Q47457772	6000000003344256309
Q48547792	6000000006727940281
Q48548490	6000000000112086823
Q48562235	4377269
Q48757365	6000000015814262282
Q48876810	6000000014863681028
Q48925112	6000000003827590199
Q48940923	6000000008876771915
Q50347260	6000000077136770907
Q50347265	6000000008269934190
Q50475909	6000000008498422493
Q50512430	6000000008803837957
Q50840389	6000000001087319255
Q52046055	6000000001612457094
Q52157987	6000000002188640742
Q52674218	6000000007264182947
Q52674621	6000000007264370246
Q53307957	6000000081440607978
Q54507320	6000000006994061152
Q54810948	6000000083420332909
Q54833828	6000000006727845911
Q54887795	6000000003827521181
Q54964202	6000000051569497951
Q55068638	6000000014784646061
Q55096005	6000000006727794949
Q55178712	6000000019992135163
Q55224987	6000000002187876485
Q55532780	6000000194603982925
Q55640714	6000000003827512362
Q55832253	6000000042034208319
Q55850075	6000000025295444003
Q56403540	6000000000047442182
Q56510596	6000000011105796199
Q56735448	6000000031567827836
Q57168248	6000000012140939577
Q57173320	6000000016236339958
Q57611953	6000000099660795891
Q57677031	6000000014803664573
Q57731302	6000000002478207345
Q57983439	6000000012240151321
Q58040913	6000000013884663025
Q58072966	6000000000340523826
Q58378893	6000000001501047037
Q58484963	6000000001500964197
Q58837048	6000000019248355403
Q59394218	6000000003827928114
Q59417412	6000000003827524708
Q59652899	6000000013886634377
Q59813887	6000000003827675270
Q60467584	6000000020224220848
Q60619097	6000000008316124870
Q60675820	6000000011901553826
Q60844648	6000000021791256532
Q61014344	6000000009209489764
Q61109624	6000000011469951037
Q61139246	6000000013861546615
Q61139384	6000000004106003883
Q61140234	6000000208254846838
Q61140316	6000000174414514588
Q61140548	6000000007417361268
Q61740203	6000000014484301115
Q61948273	6000000103170699081
Q61959680	6000000001804702573
Q61963406	6000000003051267934
Q62075393	6000000016648152369
Q62075421	6000000016647986464
Q62083853	6000000092182105100
Q62287082	6000000014149964011
Q62570735	6000000012230903375
Q62650741	6000000014933676871
Q62657659	6000000013505897162
Q63049340	6000000221515617909
Q63049344	6000000013040071447
Q63092361	6000000002187837689
Q63170787	6000000015341152890
Q63972997	6000000006101348048
Q64691009	6000000007309368511
Q64691034	6000000021423870891
Q64780720	6000000013952609578
Q64828819	6000000012873801321
Q64829391	6000000013502803868
Q64867094	6000000013082348176
Q64923003	6000000027306491482
Q65129455	6000000015731027131
Q65943688	5612945113290059895
Q66058259	6000000044526831833
Q66196079	5127285429390045668
Q66316931	6000000223671930003
Q66316940	6000000024161876529
Q66711908	6000000017425559123
Q66722417	6000000185645519992
Q67925972	6000000015252227824
Q68186374	6000000007312985340
Q70840918	6000000007427632264
Q72388326	6000000000796862250
Q73762532	6000000011539022692
Q73762646	6000000000624795275
Q73763212	6000000009467585048
Q73763454	6000000008047204297
Q75237511	6000000007684682201
Q75238488	6000000002447290433
Q75239740	6000000075967263060
Q75241251	6000000003051115387
Q75242575	6000000009776748688
Q75243129	6000000006727958337
Q75243169	6000000003615401747
Q75245778	6000000015975345446
Q75247113	6000000072305120821
Q75247163	6000000002187829636
Q75247799	6000000002187651710
Q75247904	6000000008478182830
Q75250498	6000000002908588006
Q75251676	6000000003319841583
Q75255852	6000000017261004010
Q75256808	6000000011970626764
Q75257225	6000000003962613025
Q75257539	6000000002907270961
Q75263752	6000000023391248105
Q75268319	6000000018985037065
Q75268381	6000000002187899737
Q75268417	6000000002188095907
Q75268489	6000000027775427742
Q75272116	6000000008640680934
Q75272467	6000000005088879225
Q75275047	6000000000334635878
Q75283493	5061022112740080155
Q75288997	6000000006727820242
Q75289173	6000000006727858470
Q75290051	6000000037304651918
Q75290127	6000000002188166418
Q75290437	6000000000436981227
Q75290686	6000000009689030891
Q75291134	6000000000883963087
Q75291135	6000000015170951120
Q75291383	6000000002188569099
Q75291430	6000000002188569062
Q75291432	6000000008067071499
Q75291928	6000000001827562649
Q75292365	6000000043114039541
Q75293729	6000000006444391712
Q75293753	320185503190003459
Q75306218	6000000190627108828
Q75319653	6000000005598808593
Q75322562	6000000000436378898
Q75332264	6000000014334503121
Q75345478	6000000024440174833
Q75360474	6000000022150015255
Q75375669	6000000000192082154
Q75377082	6000000002188461935
Q75382324	6000000009432043639
Q75382682	6000000023118216712
Q75382729	6000000002459825098
Q75382771	6000000003243324634
Q75384344	6000000003243176060
Q75384380	6000000003087188150
Q75384438	6000000032834675069
Q75384615	6000000017107815231
Q75384748	6000000006963963978
Q75384777	6000000007179414084
Q75385069	6000000002173018447
Q75386801	6000000002850939342
Q75386879	6000000078762984957
Q75387333	6000000001065696635
Q75387447	6000000016714898895
Q75387472	6000000003098031092
Q75387531	6000000006906884912
Q75387573	6000000007604770209
Q75388055	6000000068866607902
Q75388111	6000000000517061690
Q75388134	6000000034497404848
Q75388468	6000000009570795579
Q75388539	6000000002187894278
Q75388570	6000000010262210706
Q75388632	6000000006727855355
Q75389554	6000000008248517482
Q75389563	6000000002187771587
Q75392866	6000000008501396339
Q75394062	6000000008233772338
Q75395268	6000000042079698035
Q75403025	6000000012390538505
Q75403054	6000000026000592812
Q75403220	6000000000834485259
Q75404358	6000000034822715212
Q75416181	6000000001893375118
Q75418653	6000000011198853783
Q75421259	6000000017370088965
Q75423625	6000000057344096836
Q75431910	6000000002349377317
Q75445669	6000000015555617801
Q75449793	6000000007015301723
Q75451220	6000000000437656174
Q75453871	6000000011782475105
Q75458469	6000000006567141936
Q75464065	6000000003051311476
Q75495232	6000000014387538322
Q75500962	6000000003615931244
Q75507762	6000000006444176082
Q75527928	6000000006906799871
Q75527930	6000000022513764084
Q75527986	6000000012170216271
Q75531612	6000000001462867674
Q75534229	6000000019384582884
Q75536578	6000000006444490479
Q75577007	6000000006537152001
Q75579166	6000000032224244385
Q75579169	6000000096306771017
Q75592757	6000000011122368159
Q75597371	6000000006444339410
Q75612984	6000000008300615161
Q75613012	6000000014814911165
Q75614133	6000000004148910638
Q75614136	6000000003714021181
Q75628775	6000000045409061911
Q75644694	6000000056190930903
Q75669363	6000000003827872428
Q75720528	6000000055611944857
Q75762475	6000000008630697008
Q75764198	6000000003914650776
Q75771217	6000000007606915064
Q75772676	6000000006454368499
Q75775284	6000000024636229084
Q75775634	6000000000796824466
Q75776416	6000000001563359492
Q75778473	6000000137138017871
Q75789756	6000000002188621854
Q75807267	6000000005598803099
Q75807319	6000000005598803250
Q75821671	6000000019979193427
Q75824707	6000000003665583271
Q75824781	6000000003615880852
Q75849991	6000000006444235084
Q75852137	6000000071666016821
Q75854959	6000000006727781105
Q75875088	6000000000708899195
Q75875093	6000000007606719199
Q75901720	6000000002116009180
Q75908705	6000000081496416517
Q75917080	6000000000001532008
Q75930651	6000000036467908923
Q75930662	6000000006444746176
Q75940772	6000000002043219592
Q75944779	6000000017884113210
Q75947987	6000000007606437651
Q75958830	6000000190856794839
Q75965077	6000000004180274327
Q75969330	6000000022866815164
Q75994924	6000000005412059336
Q76010813	6000000003177879463
Q76010819	6000000029265980729
Q76016591	6000000044924200969
Q76018788	6000000006906844856
Q76030378	6000000057969030915
Q76048004	6000000002188045152
Q76057226	6000000001500893379
Q76066428	6000000002244348258
Q76066822	6000000000234349077
Q76072154	6000000031140823438
Q76078348	6000000006727840441
Q76083052	6000000071649522037
Q76089553	6000000011943705618
Q76090518	6000000002115996328
Q76102567	6000000008062132572
Q76112495	6000000026907768546
Q76113251	6000000105748556834
Q76119516	6000000015409881097
Q76119530	6000000026867172821
Q76119553	6000000015406258939
Q76122651	6000000196292852828
Q76125192	6000000198108178821
Q76125201	6000000022992017974
Q76141732	6000000003827889385
Q76148009	6000000005066624523
Q76148369	6000000011264731331
Q76157404	6000000022976436300
Q76159120	6000000043869813611
Q76159168	6000000176026979952
Q76163712	6000000176025181882
Q76178084	6000000002188001383
Q76186308	6000000011749333256
Q76189596	6000000008907612075
Q76189618	6000000020835572302
Q76191851	6000000083717910851
Q76203180	6000000003086964897
Q76204607	6000000195174568940
Q76207695	6000000003827731485
Q76211437	6000000035432825157
Q76215879	6000000011412749684
Q76238135	6000000006444239943
Q76250299	6000000006127645236
Q76254086	6000000008199188444
Q76263071	6000000016265768607
Q76263144	6000000018648234439
Q76266090	6000000002188028793
Q76267330	6000000002173066125
Q76291940	6000000194621923851
Q76291981	6000000021076450687
Q76292916	6000000069981455908
Q76297286	6000000007606172658
Q76299026	6000000002187726776
Q76299609	6000000006864201713
Q76299767	6000000021948318239
Q76299803	6000000021931484984
Q76300006	6000000002188286798
Q76300385	6000000009588578092
Q76305465	6000000009689116834
Q76322951	6000000006444353390
Q76323606	6000000000438187193
