token,ancestors,descendants,ancestor_ids,example_descendant_ids
goswin,1,4,6000000002187814738,6000000020759148945 6000000030747430002 6000000178655093826 6000000222051991830
guro,4,1,6000000003875568079 6000000007635596538 6000000014593836128 6000000042593356879,6000000004227502616
halvorsen,1,4,6000000000172092392,6000000017005589655 6000000025138411324 6000000075881257388 6000000075881995897
haugland,2,2,6000000008914281965 6000000019720945615,6000000001412701374 6000000006936309098
hemming,1,4,6000000177946356821,6000000007264333959 6000000010299563125 6000000027233421675 6000000088000912049
hermansson,2,2,6000000007136563201 6000000011079437586,5543218040150042690 6000000152327251916
hermenegildo,2,2,6000000012135488333 6000000013262733149,6000000014294661530 6000000135541705888
holmfrid,4,1,6000000002893299272 6000000003513731919 6000000007223642219 6000000014549712848,6000000109050228827
hoyland,2,2,6000000014563661204 6000000177946854828,6000000001692548528 6000000001692573966
ingerid,2,2,6000000026191425197 6000000035006005765,6000000035688693937 6000000173542707040
ingolf,1,4,6000000177946854828,6000000010759952136 6000000018480569695 6000000021135701968 6000000048839138821
istria,4,1,6000000002187723026 6000000002187723102 6000000003858551414 6000000004533664733,6000000169682618866
jacobsdotter,1,4,6000000011078760054,6000000051751392907 6000000113185750075 6000000207954300842 6000000207954307852
jakobsdatter,2,2,6000000007635631030 6000000168052043837,6000000039301134710 6000000039301544876
jostein,2,2,6000000003904017710 6000000007588176685,6000000011455981637 6000000075881409871
jude,4,1,6000000043585729357 6000000043586159621 6000000050835979416 6000000227289604840,6000000188616815826
judyta,1,4,6000000001643397812,6000000009257439033 6000000014089744872 6000000038247358402 6000000048124199013
karine,2,2,6000000001814424522 6000000013618082642,6000000005232359660 6000000039301544876
lejon,4,1,6000000003414711727 6000000003827763101 6000000004870648136 6000000005795638104,6000000001026149604
lodi,1,4,6000000021135703509,6000000021502076508 6000000021502478126 6000000203137608871 6000000203137813846
lope,1,4,6000000001645583663,6000000013331514268 6000000027983424775 6000000027983900138 6000000031779193971
mahaut,2,2,6000000000596503208 6000000010467110856,6000000037401875981 6000000209094710831
markwart,4,1,6000000002188290199 6000000003684097114 6000000003827924336 6000000011275477139,377726914430005810
marle,1,4,6000000002188290310,6000000006444762285 6000000021129756445 6000000032039069098 6000000075437131844
maurienne,4,1,6000000001588558532 6000000001789016114 6000000005587789441 6000000190928558824,6000000002188424623
menendez,4,1,6000000000492186183 6000000003273849245 6000000013154787375 6000000013262976621,6000000013123168957
mogensen,2,2,6000000002042150283 6000000011845428217,6000000019198183267 6000000019198204289
mstislavich,1,4,6000000003858543513,6000000003827512238 6000000006101381169 6000000015922368721 6000000206740218866
munn,2,2,5381159762450127210 6000000003590563629,6000000020172654927 6000000041913236333
nesse,1,4,6000000005794732228,6000000030085375782 6000000046315945956 6000000046317035134 6000000226951940921
oppland,4,1,6000000000701119941 6000000001200529198 6000000004197544895 6000000026870981394,6000000007248197937
ordonez,4,1,6000000000033381061 6000000003741916756 6000000004533651416 6000000004999097855,6000000059216956167
ossorio,1,4,6000000013985070107,3971583441480045268 6000000026649337298 6000000079276958098 6000000178054784823
pere,1,4,6000000107947055882,6000000000440363134 6000000013032643620 6000000016792417330 6000000162029614907
peronne,2,2,6000000000172841572 6000000001441509684,6000000018702084769 6000000091251577864
porse,4,1,6000000003160902346 6000000004138841068 6000000011238712921 6000000013969796343,6000000025711185111
pskov,1,4,6000000005406862960,6000000015922368721 6000000040322094940 6000000120102432863 6000000175076507006
raymund,1,4,6000000000012085084,6000000008286177398 6000000015665377985 6000000016328758168 6000000044432288091
reims,1,4,6000000016465621240,6000000006444422102 6000000006727817864 6000000027510228544 6000000029445899092
reinhild,2,2,6000000022587109295 6000000197200075842,6000000032325961513 6000000061711053860
rogier,2,2,6000000000774650887 6000000000774740005,6000000020876540033 6000000035248596066
salmon,1,4,6000000002962891477,6000000041156013720 6000000090426947842 6000000188236699826 6000000193482209823
savary,2,2,6000000000424673304 6000000003949823754,6000000014617888486 6000000183768755828
sigrun,1,4,6000000017729882163,6000000000043437191 6000000002670882102 6000000020600783706 6000000027341620161
steffen,1,4,6000000012108566798,6000000001143344035 6000000014093844771 6000000180578692844 6000000212790706830
sula,1,4,6000000006741208328,6000000004954767474 6000000005560369774 6000000199548804606 6000000208723205854
sunesson,2,2,6000000004533866098 6000000008377420949,6000000040310793741 6000000040348586060
sviatoslav,1,4,6000000005407291287,361905140790011914 6000000002187826980 6000000006101381169 6000000034637101575
szamotulska,1,4,6000000013630690423,6000000021604921481 6000000021604973434 6000000083258992889 6000000085062401841
torne,1,4,6000000044577574113,5680539252870076652 6000000000941958837 6000000022812876415 6000000038147498420
ulfsdotter,1,4,6000000023827204072,6000000002774141896 6000000006127393080 6000000026976809170 6000000178149828821
ulster,4,1,6000000003828250921 6000000011830244763 6000000011830295477 6000000227715492839,6000000003146933953
upper,4,1,6000000002043263103 6000000003768386624 6000000009458060257 6000000011926990323,6000000008105723266
uros,1,4,6000000003858579100,6000000009965431596 6000000024064556841 6000000059386999161 6000000138003714833
velay,4,1,386639982440011419 6000000003828335825 6000000038609039004 6000000205328286878,6000000089164611853
vladislav,1,4,6000000000683579442,6000000001477171801 6000000015183904202 6000000015186299041 6000000125780509833
ylva,1,4,6000000010160508821,6000000001167248927 6000000007293685312 6000000011025877619 6000000138044254852
østensen,1,4,6000000008864661057,6000000005559902001 6000000030527729718 6000000030528107204 6000000030528617866
þordis,4,1,6000000000545620681 6000000004533384785 6000000006803447594 6000000006803692141,6000000002118186806
aldonza,1,5,6000000013154787375,5004464116060117006 6000000013144059431 6000000016794366650 6000000033425789040 6000000129336620899
bengtsdotter,1,5,6000000017876408490,6000000006127322513 6000000006127322537 6000000006127322544 6000000006127322568 6000000009697980503
boergondie,1,5,6000000009324110392,6000000015109788737 6000000015110070394 6000000015110129104 6000000019438423290 6000000025766839542
brigid,1,5,6000000002553705181,6000000001229509582 6000000018370460006 6000000020398076535 6000000020414797105 6000000048345045857
brittany,1,5,6000000001412911828,335920903730004742 6000000002188569415 6000000009276588549 6000000011911470941 6000000024102747511
brynjulf,5,1,6000000002512272940 6000000003086822811 6000000005607365383 6000000109043725549 6000000181845121858,6000000032336453426
carcassonne,5,1,384222670810011678 6000000004869049528 6000000028606400210 6000000185018546838 6000000185018667834,6000000015645951538
dall,5,1,309761166900008246 6000000002391730403 6000000002416554006 6000000002893316583 6000000003095255586,6000000207933530821
elia,1,5,5508648457330119210,6000000002188429277 6000000076712112186 6000000157233481944 6000000184986484846 6000000222843247728
erbin,1,5,6000000007377482324,6000000014794275848 6000000021634578244 6000000021919109876 6000000024172635023 6000000207892087821
gaeta,5,1,6000000004869003877 6000000021337508229 6000000031874333095 6000000089153852884 6000000206244899844,6000000020370063681
geldern,1,5,6000000052352020028,6000000022328872480 6000000022329882409 6000000022329892523 6000000022329899255 6000000023096397847
gyda,5,1,6000000000350890610 6000000001205206213 6000000011183696687 6000000043629002994 6000000043629025823,6000000122590747067
halvardson,5,1,6000000001169345035 6000000003023612855 6000000005606855774 6000000029726463436 6000000039557945572,6000000040267631388
halvdan,5,1,6000000001200495470 6000000001205129184 6000000001669615758 6000000010018784061 6000000222447401841,6000000023219161080
huitfeldt,1,5,6000000219759510828,6000000001044440026 6000000184427254837 6000000184427825821 6000000184442054822 6000000184442109821
isak,1,5,6000000000343817546,6000000001572191610 6000000062343417863 6000000189723243824 6000000203013610821 6000000225006488015
jansdotter,1,5,6000000013289307576,6000000002930393947 6000000011276994489 6000000011277043285 6000000018792624054 6000000197808849225
jenssen,1,5,6000000005609211417,6000000003679963691 6000000003680092103 6000000018052452075 6000000019870953462 6000000027592562972
jørgensdatter,5,1,6000000005607373046 6000000005609443289 6000000006787656102 6000000007302676831 6000000011077365624,6000000001753218163
kaare,1,5,6000000003645683308,6000000007549341171 6000000014826388132 6000000047324838023 6000000173535518923 6000000194652033851
kunigunda,1,5,6000000220206162871,5449948463590079052 6000000003216093487 6000000016700057027 6000000019090806029 6000000050261742944
lupo,1,5,6000000000437081406,6000000008112290293 6000000175350565829 6000000175350565913 6000000175548578864 6000000175548578876
mads,1,5,6000000050500669273,6000000000856626352 6000000003138029651 6000000009941305140 6000000015506093096 6000000029542450639
margarite,1,5,6000000001024948055,388604199530002998 6000000001121998544 6000000037811805994 6000000042293416268 6000000042682371044
marquart,1,5,6000000011418224721,6000000009235053404 6000000009298004922 6000000009298120928 6000000009298350817 6000000021893310013
masson,1,5,6000000011342855043,6000000004374825726 6000000004378431818 6000000004378729282 6000000018525709460 6000000048638651949
mother,1,5,6000000013614127010,6000000008782151565 6000000035869351238 6000000053827204018 6000000149615868006 6000000207947667861
named,1,5,6000000013124401188,6000000003108658562 6000000009719448176 6000000017050959006 6000000044392809099 6000000202815730877
polotsk,5,1,6000000007171629271 6000000007377315413 6000000008536657146 6000000074783609313 6000000221473491949,6000000006727821953
prinsessa,1,5,6000000018752060667,6000000001340159237 6000000001435168193 6000000005644622005 6000000006127657909 6000000006127657924
przemyslid,5,1,6000000000769174075 6000000001119785651 6000000003645765375 6000000035003976103 6000000076237655606,6000000176499511898
ribagorza,5,1,6000000004533672090 6000000008630658047 6000000012996575824 6000000013042053896 6000000210435440824,6000000015387092240
rollo,1,5,2915061,6000000002736250851 6000000008907460048 6000000012106397588 6000000029786038069 6000000114399176043
rouen,1,5,6000000004841067384,6000000007605705166 6000000013279212949 6000000029208605779 6000000075433804879 6000000194202948822
susa,1,5,6000000006131047120,6000000003681737591 6000000009503496107 6000000016686009917 6000000054982523530 6000000054983354822
svyatopolk,1,5,6000000003494757665,6000000009189346632 6000000013329162788 6000000014067202305 6000000016658777532 6000000016659117538
tarjei,5,1,6000000008784078320 6000000014233676685 6000000014302645132 6000000039973906843 6000000040701314792,6000000007442336744
thor,1,5,6000000177944554828,5295212176490049225 6000000021715901955 6000000025400534846 6000000181802054856 6000000196123018859
toke,5,1,6000000017898259106 6000000040088273375 6000000040088574298 6000000224375199866 6000000224375353851,4855046126380030009
utrecht,1,5,6000000009304955095,6000000003285553237 6000000006727820338 6000000009689622391 6000000020259022921 6000000021634578244
vsevolodich,1,5,6000000002968624707,6000000003827542426 6000000006101381319 6000000034637319319 6000000039930178506 6000000039930266473
wessex,5,1,4644828 6000000001156548028 6000000002275122205 6000000002275525871 6000000003296909013,6000000003075209631
zena,1,5,6000000216030118832,4240523440290059663 6000000014731242384 6000000052958455891 6000000067138590955 6000000226496357982
abbe,1,6,6000000007922641924,6000000007388080220 6000000011515043076 6000000016792417330 6000000021153292953 6000000029593562852 6000000203891231835
adalberto,2,3,6000000000640482990 6000000015212279774,6000000008114167577 6000000073863039029 6000000206169720830
alof,2,3,6000000001088519030 6000000003827855857,6000000020173112431 6000000081505809948 6000000113558331882
anfinn,6,1,6000000006110448877 6000000006110815389 6000000006776171944 6000000029726463436 6000000177946521827 6000000212253002822,6000000040558003964
aribert,1,6,6000000008630628557,6000000002188615007 6000000002394428241 6000000034472865643 6000000034473751940 6000000041294600143 6000000083999125654
arneson,6,1,6000000002951550914 6000000003010831423 6000000007223492316 6000000007448698789 6000000014110233636 6000000205644008843,6000000114464448831
astorga,3,2,6000000001412929513 6000000008064143164 6000000008064311792,6000000029552625190 6000000029552763179
basileios,2,3,6000000003645912098 6000000003858754204,6000000008521686371 6000000009678928856 6000000009965786615
bergljot,6,1,4957883020510080233 6000000001200187654 6000000003220313927 6000000003820929909 6000000006705663403 6000000007281071419,6000000040571007085
birgersson,3,2,6000000000688300441 6000000009646279201 6000000017990892787,6000000007060473390 6000000007060591333
bjarne,1,6,6000000001770216084,6000000001576326314 6000000004005295944 6000000006704990458 6000000018806245403 6000000025330932094 6000000040228630871
castela,3,2,6000000016170670442 6000000040589307899 6000000165352428063,6000000000830244922 6000000000835080188
castile,2,3,4876632757330125828 6000000000665380375,376298089210013354 6000000001599858347 6000000006589418285
christenson,1,6,6000000003273047444,4125777695900124235 6000000047915781689 6000000047919054024 6000000047919067061 6000000047919613878 6000000180168381018
clausen,2,3,6000000007265845639 6000000182052249851,6000000005022602877 6000000005022602894 6000000024598397269
danielsen,1,6,6000000008686047368,6000000000014468766 6000000000393476958 6000000000393595691 6000000000393775240 6000000000393864060 6000000009351312534
deux,1,6,6000000000469888989,4258993849090127673 6000000000307282040 6000000031320771462 6000000044241386095 6000000080929834834 6000000080939683890
