geni_id	qid	label	name_kept	tail_dropped
6000000002188294749		Varas-Tiridates II King of Caucasian Albania, prince of Gardman	Varas-Tiridates II	King of Caucasian Albania, prince of Gardman
6000000002188294764		Stepanos I King of Caucasian Albania	Stepanos I	King of Caucasian Albania
6000000002188294779		Gagik II King of Caucasian Albania	Gagik II	King of Caucasian Albania
6000000002188294794		Narses I King of Caucasian Albania	Narses I	King of Caucasian Albania
6000000002188294809		Vardan II King of Caucasian Albania	Vardan II	King of Caucasian Albania
6000000002188294854		Varaz Gregor I Mihranid King of Caucasian Albania	Varaz Gregor I Mihranid	King of Caucasian Albania
6000000002188303001		NN Calarzene Duchess of Tao	NN Calarzene	Duchess of Tao
6000000002188303323		Anastasia Queen of Khasan	Anastasia	Queen of Khasan
6000000002188303570		Sofja Aepovna Princess Of The Polowezki	Sofja Aepovna	Princess Of The Polowezki
6000000002188303602	Q845767	Rostislav Vsevolodovich Mikhail Rurikid Prince of Pereyaslav	Rostislav Vsevolodovich Mikhail Rurikid	Prince of Pereyaslav
6000000002188304178		Gavril Radomir, tsar of Bulgaria	Gavril Radomir,	tsar of Bulgaria
6000000002188305267		Deotarius Bishop of Arisitum	Deotarius	Bishop of Arisitum
6000000002188305292	Q304688	Childebert Pippinides King of Franks; King of Austrasia	Childebert Pippinides	King of Franks; King of Austrasia
6000000002188305555		Stéphanie Etiennette de Forcalquier dame des Baux-Rians	Stéphanie Etiennette de Forcalquier	dame des Baux-Rians
6000000002188305905		Hedwig von Büren Gräfin von Zollern	Hedwig von Büren	Gräfin von Zollern
6000000002188307136		Berthold von Beilstein-Wolfsölden Graf von Beilstein-Wolfsölden	Berthold von Beilstein-Wolfsölden	Graf von Beilstein-Wolfsölden
6000000002188307161		Gerhard von Schauenburg Graf von Schauenburg	Gerhard von Schauenburg	Graf von Schauenburg
6000000002188307184		Sigehard von Wolfsölden Graf von Wolfsölden	Sigehard von Wolfsölden	Graf von Wolfsölden
6000000002188307198		Luitgard Countess Of von Eberstein	Luitgard	Countess Of von Eberstein
6000000002188307415		Sans VI Guillem de Gascogne Comte de Gascogne	Sans VI Guillem de Gascogne	Comte de Gascogne
6000000002188307530		Berlinger von Entringen Graf von Entringen	Berlinger von Entringen	Graf von Entringen
6000000002188307669		Tuta von Ungarn von Formbach, queen of Hungary	Tuta von Ungarn von Formbach,	queen of Hungary
6000000002188307697		Alexander count of Conversano	Alexander	count of Conversano
6000000002188307874		Joanna de Navarre Princess de Navarre	Joanna de Navarre	Princess de Navarre
6000000002188309129		Jean de France comte de Ponthieu	Jean de France	comte de Ponthieu
6000000002188311451		Beornred of Mercia King of Mercia	Beornred of Mercia	King of Mercia
6000000002188314144		Frithuwald King of Bernicia	Frithuwald	King of Bernicia
6000000002188318120		Simon de Senlis III, Earl Of Northampton	Simon de Senlis III,	Earl Of Northampton
6000000002188318127		Alice de Gaunt Countess of Northampton	Alice de Gaunt	Countess of Northampton
6000000002188320215		Hersende d'Arcis sur Aube Dame de Ramerupt	Hersende d'Arcis sur Aube	Dame de Ramerupt
6000000002188327183		Fendigaid ap Gwrtheyrn High King of Britain	Fendigaid ap Gwrtheyrn High	King of Britain
6000000002188329240		Cynfawr Marcus Conomari ap Tudwal King of Dumnonia	Cynfawr Marcus Conomari ap Tudwal	King of Dumnonia
6000000002188329531		Arthfael ab Einudd King of Dumnonia	Arthfael ab Einudd	King of Dumnonia
6000000002188329687		Eridpoè ap Custantin King of Brittany	Eridpoè ap Custantin	King of Brittany
6000000002188333147		Alan de Basset Lord of Wycombe, Sheriff of Rutland	Alan de Basset	Lord of Wycombe, Sheriff of Rutland
6000000002188334903	Q2581169	William de Vere Bishop of Hereford	William de Vere	Bishop of Hereford
6000000002188364998		Jon Haraldsson Jarl of Orkney	Jon Haraldsson	Jarl of Orkney
6000000002188370329		Maria of Saxe-Coburg and Gotha de Bragança Princess of Portugal	Maria of Saxe-Coburg and Gotha de Bragança	Princess of Portugal
6000000002188370337		João Maria Fernando Pedro von Sachsen-Coburg und Gotha de Bragança Prince, Duke of Beja	João Maria Fernando Pedro von Sachsen-Coburg und Gotha de Bragança	Prince, Duke of Beja
6000000002188370522		Fernando Maria Luís of Saxe-Coburg and Gotha de Bragança Prince of Portugal	Fernando Maria Luís of Saxe-Coburg and Gotha de Bragança	Prince of Portugal
6000000002188370530		Augusto Maria Miguel Gabriel Rafael Agrícola Francisco de Assis Gonzaga Pedro de Alcântara de Loiola de Saxe-Coburgo-Gota e Bragança Prince, Duke of Coimbra	Augusto Maria Miguel Gabriel Rafael Agrícola Francisco de Assis Gonzaga Pedro de Alcântara de Loiola de Saxe-Coburgo-Gota e Bragança	Prince, Duke of Coimbra
6000000002188370538		Leopoldo de Saxe-Coburg and Gotha de Breganca Prince of Portugal	Leopoldo de Saxe-Coburg and Gotha de Breganca	Prince of Portugal
6000000002188370546		Maria da Gloria of Saxe-Coburg and Gotha de Bragança Princess of Portugal	Maria da Gloria of Saxe-Coburg and Gotha de Bragança	Princess of Portugal
6000000002188370554		Eugenio of Saxe-Coburg and Gotha de Bragança Prince of Portugal	Eugenio of Saxe-Coburg and Gotha de Bragança	Prince of Portugal
6000000002188376988		Pierre d'Évreux de Navarre comte de Mortain	Pierre d'Évreux de Navarre	comte de Mortain
6000000002188378124		Katharine von Sachsen Erzherzogin zu Österreich, Regentin von Tirol, Herzogin zu Bra	Katharine von Sachsen Erzherzogin zu Österreich, Regentin von Tirol,	Herzogin zu Bra
6000000002188378276		Friedrich IV von Habsburg Herzog von Oberösterreich/Tirol	Friedrich IV von Habsburg	Herzog von Oberösterreich/Tirol
6000000002188378404		Jaume II d'Aragó i Montferrat comte d'Urgell	Jaume II d'Aragó	i Montferrat comte d'Urgell
6000000002188378715		Sigismund von Sachsen Bishop von Würzburg	Sigismund von Sachsen	Bishop von Würzburg
6000000002188383150		Anna von Bayern Prinzessin von Bayern	Anna von Bayern	Prinzessin von Bayern
6000000002188383167		Elisabeth Krautter Herrin von Verona und Gräfin von Württemberg	Elisabeth Krautter Herrin von Verona und	Gräfin von Württemberg
6000000002188383187		Otto V von Bayern Herzog zu Bayern, Kurfürst und Markgraf zu Brandenburg	Otto V von Bayern	Herzog zu Bayern, Kurfürst und Markgraf zu Brandenburg
6000000002188383227		Ludwig VI von Wittelsbach Herzog zu Bayern, Kurfürst zu Brandenburg	Ludwig VI von Wittelsbach	Herzog zu Bayern, Kurfürst zu Brandenburg
6000000002188389387		Henri comte de Montpreis	Henri	comte de Montpreis
6000000002188389941		Nicholas Maximilianovich Prince Romanovsky, 4. Herzog von Leuchtenberg	Nicholas Maximilianovich	Prince Romanovsky, 4. Herzog von Leuchtenberg
6000000002188399314	Q451430	Anna Elisabeth Louise von Brandenburg-Schwedt Prinzessin von Preußen	Anna Elisabeth Louise von Brandenburg-Schwedt	Prinzessin von Preußen
6000000002188399864	Q272010	Maria Elisabeth Wilhelmine von Baden Herzogin zu Braunschweig-Wolfenbüttel und zu Oels.	Maria Elisabeth Wilhelmine von Baden	Herzogin zu Braunschweig-Wolfenbüttel und zu Oels.
6000000002188402317	Q75391275	Alexandrine von Urach Gräfin von Arpeau von Gallatin	Alexandrine von Urach	Gräfin von Arpeau von Gallatin
6000000002188402637		Paul Karl Alexander Constatin Herzog von Württemberg	Paul Karl Alexander Constatin	Herzog von Württemberg
6000000002188409133	Q75367362	Maria Sophia Prinzessin von Montenuovo	Maria Sophia	Prinzessin von Montenuovo
6000000002188409379	Q724084	Henri d'Orléans, Prince de France	Henri d'Orléans,	Prince de France
6000000002188409529		François Paul d'Orléans duc de Guise	François Paul d'Orléans	duc de Guise
6000000002188409591	Q170205	Maria Ludovika Beatrix d'Asburgo-Este Kaiserin von Österreich	Maria Ludovika Beatrix d'Asburgo-Este	Kaiserin von Österreich
6000000002188409864		Jean de Bourbon comte de Clermont et de Forez	Jean de Bourbon	comte de Clermont et de Forez
6000000002188412852	Q237129	Marie Clémentine Léopoldine Caroline Clotilde d'Orléans Princess of Saxe-Coburg-Gotha-Koháry, Duchess in Saxony	Marie Clémentine Léopoldine Caroline Clotilde d'Orléans	Princess of Saxe-Coburg-Gotha-Koháry, Duchess in Saxony
6000000002188412868	Q237318	Louise-Marie Amélie de Belgique von Sachsen-Cobourg-und Gotha Prinzessin von Sachsen-Coburg-Gotha-Koháry	Louise-Marie Amélie de Belgique von Sachsen-Cobourg-und Gotha	Prinzessin von Sachsen-Coburg-Gotha-Koháry
6000000002188416225	Q202025	Paul Friedrich Wilhelm Prinz von Württemberg	Paul Friedrich Wilhelm	Prinz von Württemberg
6000000002188420435	Q7244277	Wilhelm Karl Bernhard Hermann von Sachsen-Weimar-Eisenach Prinz, Graf von Ostheim	Wilhelm Karl Bernhard Hermann von Sachsen-Weimar-Eisenach	Prinz, Graf von Ostheim
6000000002188420518		Anna Amelia von Braunschweig-Wolfenbüttel Herzogin zu Sachsen-Eisenach	Anna Amelia von Braunschweig-Wolfenbüttel	Herzogin zu Sachsen-Eisenach
6000000002188424227		Luise von Stolberg-Gedern Prinzessin, Herzogin von Württemberg	Luise von Stolberg-Gedern	Prinzessin, Herzogin von Württemberg
6000000002188424395	Q270516	Maria Maximilianovna Beauharnais de Leuchtenberg Princess Romanovskaya, Princess of Baden	Maria Maximilianovna Beauharnais de Leuchtenberg	Princess Romanovskaya, Princess of Baden
6000000002188429882	Q273013	Anna Maria Josephine Pallo Gräfin von Meran	Anna Maria Josephine Pallo	Gräfin von Meran
6000000002188434148	Q2279887	Vittorio Emanuele of Savoy-Aosta Infante of Spain, Count of Turin	Vittorio Emanuele of Savoy-Aosta Infante of Spain,	Count of Turin
6000000002188434154		Luigi Amedeo Giuseppe Maria Ferdinando Francesco di Savoia-Aosta Duke of the Abruzzi	Luigi Amedeo Giuseppe Maria Ferdinando Francesco di Savoia-Aosta	Duke of the Abruzzi
6000000002188434160		Oddone Eugenio Savoy duke of Montferrat	Oddone Eugenio Savoy	duke of Montferrat
6000000002188434166		Carlo Alberto of Savoy duke of Chablais	Carlo Alberto of Savoy	duke of Chablais
6000000002188434172		Prince Vittorio Duke of Savoy-Geneva Prince	Prince Vittorio	Duke of Savoy-Geneva Prince
6000000002188436115	Q3659899	Carlo Tito Francesco Giuseppe di Borbone Duke of Calabria	Carlo Tito Francesco Giuseppe di Borbone	Duke of Calabria
6000000002188444318	Q167439	Maria Christina Johanna Josepha Antonia von Habsburg-Lorraine Herzogin zu Sachsen-Teschen	Maria Christina Johanna Josepha Antonia von Habsburg-Lorraine	Herzogin zu Sachsen-Teschen
6000000002188445589	Q62667	Wilhelm VIII August Ludwig Maximilian Friedrich von Braunschweig-Wolfenbüttel Herzog zu Braunschweig	Wilhelm VIII August Ludwig Maximilian Friedrich von Braunschweig-Wolfenbüttel	Herzog zu Braunschweig
6000000002188445600		Friedrich Wilhelm von Braunschweig-Wolfenbüttel Herzog zu Braunschweig-Wolfenbüttel und Oels	Friedrich Wilhelm von Braunschweig-Wolfenbüttel	Herzog zu Braunschweig-Wolfenbüttel und Oels
6000000002188445611		Karl III Friedrich von Braunschweig-Wolfenbüttel Herzog zu Braunschweig	Karl III Friedrich von Braunschweig-Wolfenbüttel	Herzog zu Braunschweig
6000000002188450538	Q28808118	Philippe François Franz Reinald Prince de Croÿ	Philippe François Franz Reinald	Prince de Croÿ
6000000002188450654	Q88584	Alfred François Frédéric Philippe Franz Frierich Philipp de Croÿ Graf von Dülmen	Alfred François Frédéric Philippe Franz Frierich Philipp de Croÿ	Graf von Dülmen
6000000002188453591	Q75391037	Albertine Wilhelmine von Schwarzburg-Sondershausen Prinzessin ,Herzogin von Württemberg	Albertine Wilhelmine von Schwarzburg-Sondershausen	Prinzessin ,Herzogin von Württemberg
6000000002188453700	Q2589734	George Maximilianovich Максимилианович 6th Duke of Leuchtenberg	George Maximilianovich Максимилианович 6th	Duke of Leuchtenberg
6000000002188458238		Theodelinda Louise Eugénie Auguste Napoléone de Leuchtenberg Gräfin zu Württemberg, Herzogin zu Urach	Theodelinda Louise Eugénie Auguste Napoléone de Leuchtenberg	Gräfin zu Württemberg, Herzogin zu Urach
6000000002188458435		Adolf-Heinrich Graf von der Schulenburg	Adolf-Heinrich	Graf von der Schulenburg
6000000002188461618		Wilhelm Friedrich Alexander Ferdinand von Württemberg 1st Duke of Urach	Wilhelm Friedrich Alexander Ferdinand von Württemberg 1st	Duke of Urach
6000000002188461642		August Christian Friedrich Graf von Württemberg	August Christian Friedrich	Graf von Württemberg
6000000002188461650		August Friedrich Alexander Wilhelm Graf von Württemberg	August Friedrich Alexander Wilhelm	Graf von Württemberg
6000000002188461658	Q75391080	Konstantin Friedrich Alexander Franz Graf von Württemberg	Konstantin Friedrich Alexander Franz	Graf von Württemberg
6000000002188461666	Q75391082	Friederike Marie Alexandrine Charlotte Katharina von Württemberg Gräfin zu Taubenheim	Friederike Marie Alexandrine Charlotte Katharina von Württemberg	Gräfin zu Taubenheim
6000000002188461935		Franz Stephan da Silva Graf von Silva-Tarouca	Franz Stephan da Silva	Graf von Silva-Tarouca
6000000002188464852		Sophie Karoline Marie von Braunschweig-Wolfenbüttel, Markgräfin von Brandenburg-Bayreuth	Sophie Karoline Marie von Braunschweig-Wolfenbüttel,	Markgräfin von Brandenburg-Bayreuth
6000000002188464868		Friedrich August von Braunschweig-Lüneburg Herzog von Braunschweig-Wolfenbüttel-Oels	Friedrich August von Braunschweig-Lüneburg	Herzog von Braunschweig-Wolfenbüttel-Oels
6000000002188470190	Q75391169	Marie Josephine Prinzessin von Urach	Marie Josephine	Prinzessin von Urach
6000000002188470198	Q75391171	Eugenie Marie von Württemberg Prinzessin von Urach	Eugenie Marie von Württemberg	Prinzessin von Urach
6000000002188470348		Pauline Prinzessin von Württemberg	Pauline	Prinzessin von Württemberg
6000000002188496456		Pauline Kunigunde Walburga von Metternich-Winneburg Prinzessin von Württemberg	Pauline Kunigunde Walburga von Metternich-Winneburg	Prinzessin von Württemberg
6000000002188502246	Q6781046	Mary Esther Lee Prinzessin zu Nör,Gräfin von Waldersee	Mary Esther Lee	Prinzessin zu Nör,Gräfin von Waldersee
6000000002188504750	Q430775	Louis Joseph Bourbon-Condé duc de Bourbon	Louis Joseph Bourbon-Condé	duc de Bourbon
6000000002188508805		Béatrice de Clermont Comtesse de Charolais	Béatrice de Clermont	Comtesse de Charolais
6000000002188510317		Christiane Karoline Alexei von Hochberg und Rottenburg Gräfin von Urach	Christiane Karoline Alexei von Hochberg und Rottenburg	Gräfin von Urach
6000000002188510352		Elisabeth von Urach Gräfin von Sontheim	Elisabeth von Urach	Gräfin von Sontheim
6000000002188529582	Q18534153	Frances Egerton 1st Countess of Bridgewater	Frances Egerton 1st	Countess of Bridgewater
6000000002188536371	Q4726090	Alice Spencer Countess of Derby	Alice Spencer	Countess of Derby
6000000002188542172	Q5443945	Ferdinando Hastings 6th Earl of Huntingdon	Ferdinando Hastings 6th	Earl of Huntingdon
6000000002188542178		Lucy Hastings Countess of Huntingdon	Lucy Hastings	Countess of Huntingdon
6000000002188546083		Frederick I of Babenberg duke of Austria	Frederick I of Babenberg	duke of Austria
6000000002188546218		Lukas I Graf von Hirscher-Kronstadt	Lukas I	Graf von Hirscher-Kronstadt
6000000002188546807		Gebhard III Graf von Querfurt	Gebhard III	Graf von Querfurt
6000000002188546814		Konrad Graf von Querfurt Erzbischof von Magdeburg	Konrad	Graf von Querfurt Erzbischof von Magdeburg
6000000002188546821		Siegfried Graf von Querfurt Bischof von Würzburg	Siegfried	Graf von Querfurt Bischof von Würzburg
6000000002188548775		Eike von Hillersleben Graf von Hillersleben	Eike von Hillersleben	Graf von Hillersleben
6000000002188552860		Wilhelm II Graf von Heunburg	Wilhelm II	Graf von Heunburg
6000000002188554272		Jeanne d'Harcourt comtesse de Tancarville	Jeanne d'Harcourt	comtesse de Tancarville
6000000002188556282	Q16855964	Heinrich Graf von Wettin I	Heinrich	Graf von Wettin I
6000000002188556432		Guy V de Châtillon comte de Saint-Pol	Guy V de Châtillon	comte de Saint-Pol
6000000002188556950		Count Konrad of Fürstenberg Graf von Fürstenberg	Count Konrad of Fürstenberg	Graf von Fürstenberg
6000000002188559091		Margarethe von Hohenzollern-Nürnberg Gräfin zu Nassau-Wiesbaden-Idstein	Margarethe von Hohenzollern-Nürnberg	Gräfin zu Nassau-Wiesbaden-Idstein
6000000002188559120		Katharina von Hohenzollern-Nurnberg Gräfin zu Wertheim	Katharina von Hohenzollern-Nurnberg	Gräfin zu Wertheim
6000000002188559127		Helene von Nürnberg-Zollern Countess of Weimar-Orlamünde, Countess of Schwarzburg	Helene von Nürnberg-Zollern	Countess of Weimar-Orlamünde, Countess of Schwarzburg
6000000002188559292		Agnes von der Pfalz Gräfin zu Kleve und der Mark	Agnes von der Pfalz	Gräfin zu Kleve und der Mark
6000000002188559299		Princess Elisabeth of Pfalz Princess of Palatine	Princess Elisabeth of Pfalz	Princess of Palatine
6000000002188559327		Agnes von Württemberg Gräfin von Werdenberg	Agnes von Württemberg	Gräfin von Werdenberg
6000000002188559369		Irmgard von Württemberg Gräfin von Hohenberg	Irmgard von Württemberg	Gräfin von Hohenberg
6000000002188559703		Maria d'Aragona queen of Sicily	Maria d'Aragona	queen of Sicily
6000000002188563314		Dietrich von Nassau-Weilburg Archbishop of Trier	Dietrich von Nassau-Weilburg	Archbishop of Trier
6000000002188563689		Ferry I de Lorraine comte de Vaudémont	Ferry I de Lorraine	comte de Vaudémont
6000000002188563860		Simon von Saarbrücken Graf von Saarbrücken	Simon von Saarbrücken	Graf von Saarbrücken
6000000002188563940		Mathilde von Saarbrücken, Gräfin von Saarbrücken	Mathilde von Saarbrücken,	Gräfin von Saarbrücken
6000000002188569041		Catherine de Lorraine dame de Romont	Catherine de Lorraine	dame de Romont
6000000002188569199		Louis II de Châtillon, comte de Blois	Louis II de Châtillon,	comte de Blois
6000000002188569206	Q454063	Charles de Blois Duc de Bretagne	Charles de Blois	Duc de Bretagne
6000000002188569594		Ursula de Dunstanville Baroness of Castlecomb	Ursula de Dunstanville	Baroness of Castlecomb
6000000002188569608		Joan FitzRoy, Lady of Trematon	Joan FitzRoy,	Lady of Trematon
6000000002188569856		Édouard III de Bar duc de Bar	Édouard III de Bar	duc de Bar
6000000002188578192		Henri II de Lorraine Comte de Vaudémont	Henri II de Lorraine	Comte de Vaudémont
6000000002188578334		Hugues de Reynel comte de Reynel-Pierrefitte	Hugues de Reynel	comte de Reynel-Pierrefitte
6000000002188578591		Renaud I de Joinville Comte de Joigny, Seigneur de Joinville	Renaud I de Joinville	Comte de Joigny, Seigneur de Joinville
6000000002188578947	Q1377908	Jean de Valois baron de Châteauneuf	Jean de Valois	baron de Châteauneuf
6000000002188578968		Catherine d'Alençon Duchess of Bavaria	Catherine d'Alençon	Duchess of Bavaria
6000000002188578997		Pierre d'Alencon-Aunou Lord of Aunou	Pierre d'Alencon-Aunou	Lord of Aunou
6000000002188579032		Charles d'Alençon baron de Châteauneuf	Charles d'Alençon	baron de Châteauneuf
6000000002188579292		Isabeau de Harcourt, dame de Rivière	Isabeau de Harcourt,	dame de Rivière
6000000002188579378		Jean d'Harcourt V, comte de Harcourt	Jean d'Harcourt V,	comte de Harcourt
6000000002188625450		Joanna I d'Angiò queen of Naples	Joanna I d'Angiò	queen of Naples
6000000002188640585		Jean d'Enghien comte de Castro	Jean d'Enghien	comte de Castro
6000000002188640614		Isabelle de Brienne Countess of Brienne,	Isabelle de Brienne	Countess of Brienne,
6000000002188640735		Melisende de Lusignan princess of Antioch	Melisende de Lusignan	princess of Antioch
6000000002188640756		Henry I de Lusignan king of Cyprus	Henry I de Lusignan	king of Cyprus
6000000002188644140		Anastasia de Montfort, Countess of Nola	Anastasia de Montfort,	Countess of Nola
6000000002188648151		Aymer de Valence 2nd Earl of Pembroke	Aymer de Valence 2nd	Earl of Pembroke
6000000002188648341		Bolko II. Mały Rudolph Duke of Schweidnitz-Jauer	Bolko II. Mały Rudolph	Duke of Schweidnitz-Jauer
6000000002188648434		Albrecht IV von Anhalt-Zerbst Fürst zu Anhalt-Zerbst, und Anhalt-Köthen	Albrecht IV von Anhalt-Zerbst	Fürst zu Anhalt-Zerbst, und Anhalt-Köthen
6000000002188648986	Q5296544	Donnchadh III Macduff, Mormaer of Fife 9th Earl of Fife	Donnchadh III Macduff, Mormaer of Fife 9th	Earl of Fife
6000000002188655336		Leonard Grey Lord of Dorset	Leonard Grey	Lord of Dorset
6000000002188658077		Edward le Despenser Lord of Gloucester	Edward le Despenser	Lord of Gloucester
6000000002188662654		Roger Bertram baron of Bothal	Roger Bertram	baron of Bothal
6000000002188662821		Guy de Balliol Baron of Bywell, Marwood & Gainford	Guy de Balliol	Baron of Bywell, Marwood & Gainford
6000000002188678070		Richard de Reviers 2nd Earl of Devon, Lord of The Isle of Wight	Richard de Reviers 2nd	Earl of Devon, Lord of The Isle of Wight
6000000002188678163		Gilbert de Crespin Lord of Tillieres	Gilbert de Crespin	Lord of Tillieres
6000000002188678243		Pèire I Bernat Bernard de Fois comte de Coseran	Pèire I Bernat Bernard de Fois	comte de Coseran
6000000002188684575		Urb mac Áeda King of Brycheiniog	Urb mac Áeda	King of Brycheiniog
6000000002188689364		Hamelin de Baladon 1st Baron of Abergavenny	Hamelin de Baladon 1st	Baron of Abergavenny
6000000002190234137		Marcus Nicolai Monrad til Skjærrildgaard	Marcus Nicolai Monrad	til Skjærrildgaard
6000000002197609159		Manasses II de Châlon et de Vergy Comte de Dijon	Manasses II de Châlon et de Vergy	Comte de Dijon
6000000002197813080	Q559316	Richard d'Ardennes duc de Bourgogne	Richard d'Ardennes	duc de Bourgogne
6000000002198126469		Boson I de Bourgogne comte de Dijon	Boson I de Bourgogne	comte de Dijon
6000000002198200607		Ermengarde de Bourgogne comtesse de Dijon, Duchesse de Bourgogne	Ermengarde de Bourgogne	comtesse de Dijon, Duchesse de Bourgogne
6000000002198384724		Adélaïde Busac d’Eu comtesse de Soissons	Adélaïde Busac d’Eu	comtesse de Soissons
6000000002198385087		Constance de Clermont comtesse de Clermont	Constance de Clermont	comtesse de Clermont
6000000002198387189		Ebles II de Ramerupt count of Roucy	Ebles II de Ramerupt	count of Roucy
6000000002198398249		Ourri Rable Saint-Omer Comte de Saint-Omer	Ourri Rable Saint-Omer	Comte de Saint-Omer
6000000002198790315		Adele van Holland Countess of Holland	Adele van Holland	Countess of Holland
6000000002198946285	Q18988	Arnulf II the Young, count of Flanders	Arnulf II the Young,	count of Flanders
6000000002204465217		Dietrich II von Wettin Markgraf von der Ostmark	Dietrich II von Wettin	Markgraf von der Ostmark
6000000002208640059		Ranulf III de Poitiers Count of Poitou	Ranulf III de Poitiers	Count of Poitou
6000000002209048458		Henry Boyville 4th Lord of Millom	Henry Boyville 4th	Lord of Millom
6000000002213340177	Q469638	Arnulf I the Great, count of Flanders	Arnulf I the Great,	count of Flanders
6000000002213701615		Erlenbert Von Itter Lord Of Itter	Erlenbert Von Itter	Lord Of Itter
6000000002213938255	Q109223	Childébert des Francs roi des Francs	Childébert des Francs	roi des Francs
6000000002214283343		Gisela of Burgundy Duchess of Bavaria	Gisela of Burgundy	Duchess of Bavaria
6000000002214355256	Q382138	Baldwin III, count of Flanders	Baldwin III,	count of Flanders
6000000002214462518		Cunigunda de Luxembourg comtesse de Trèves & d'Ardennes	Cunigunda de Luxembourg	comtesse de Trèves & d'Ardennes
6000000002215326285	Q451790	Eustace II de Boulogne comte de Boulogne	Eustace II de Boulogne	comte de Boulogne
6000000002216487877		Rudolf I King of the Danube Herulii	Rudolf I	King of the Danube Herulii
6000000002217559631	Q3813372	Katherine Mortimer Countess of Warwick	Katherine Mortimer	Countess of Warwick
6000000002217597857	Q923162	Thomas de Beauchamp 11th Earl of Warwick	Thomas de Beauchamp 11th	Earl of Warwick
6000000002218248575	Q4020096	William de Mauduit V, 8th Earl of Warwick	William de Mauduit V, 8th	Earl of Warwick
6000000002219459111		William Stafford 4th Earl of Stafford	William Stafford 4th	Earl of Stafford
6000000002224010720	Q714885	Gozelon the Great Duke Of Lower Lotharingia, Duke of Upper Lotharingia	Gozelon the Great	Duke Of Lower Lotharingia, Duke of Upper Lotharingia
6000000002225606559		Godefroy de Boulogne Avoué du Saint-Sépulcre, duc de Basse Lotharingie...	Godefroy de Boulogne Avoué du Saint-Sépulcre,	duc de Basse Lotharingie...
6000000002225680972		Edel Margrethe Margrethe Eriksen Krag til Kærgaard	Edel Margrethe Margrethe Eriksen Krag	til Kærgaard
6000000002229247837	Q454304	Henry ll von Bayern Duke of Bavaria	Henry ll von Bayern	Duke of Bavaria
6000000002237342794		Gertrud Mogensdatter, til Søllestedgard	Gertrud Mogensdatter,	til Søllestedgard
6000000002237358714		Jørgen Graa til Søllestedgård	Jørgen Graa	til Søllestedgård
6000000002237564033		Dirk IV van Holland Count Of Frisia	Dirk IV van Holland	Count Of Frisia
6000000002237757714	Q559253	Ulrich von Oldenburg Hertug til Slesvig-Holsten	Ulrich von Oldenburg	Hertug til Slesvig-Holsten
6000000002238942335	Q12304330	Breide Henriksen Rantzau til Brændegård og Lindholm	Breide Henriksen Rantzau	til Brændegård og Lindholm
6000000002240778896		Enzio Hohenstaufen king of Sardinia	Enzio Hohenstaufen	king of Sardinia
6000000002240792441		Dryffyn ap Hwgan King of Brycheiniog	Dryffyn ap Hwgan	King of Brycheiniog
6000000002240794985	Q269932	Yolande de Bar d'Anjou Duchess of Lorraine	Yolande de Bar d'Anjou	Duchess of Lorraine
6000000002240794994		Jean II d'Anjou duc de Lorraine et de Calabre	Jean II d'Anjou	duc de Lorraine et de Calabre
6000000002240799168	Q501504	András d'Anjou, prince of Hungary	András d'Anjou,	prince of Hungary
6000000002240799663	Q116382	Ladislas V von Österreich Habsburg Herzog von Österreich, König zu Böhmen und Ungarn	Ladislas V von Österreich Habsburg	Herzog von Österreich, König zu Böhmen und Ungarn
6000000002240813831	Q1233728	Henry St. Clair Earl of Orkney	Henry St. Clair	Earl of Orkney
6000000002240813932		Eadgyth Gōdwinesdatter Queen of England	Eadgyth Gōdwinesdatter	Queen of England
6000000002244348085	Q3441095	John de Vere Earl Of Oxford	John de Vere	Earl Of Oxford
6000000002244370573	Q587697	"Afonso I, ""the Conqueror"", king of Portugal"	"Afonso I, ""the Conqueror"","	king of Portugal
6000000002244391295		Conrad IV Hohenstaufen king of the Romans	Conrad IV Hohenstaufen	king of the Romans
6000000002244435135		Henri Eugène Philippe Louis Eugene Philippe Louis d'Orléans Prince, Duke of Aumale	Henri Eugène Philippe Louis Eugene Philippe Louis d'Orléans	Prince, Duke of Aumale
6000000002245265100	Q5586964	Frands Mikkelsen Brockenhuus Til Bramstrup og Egeskov	Frands Mikkelsen Brockenhuus	Til Bramstrup og Egeskov
6000000002245279564		Adalbert II of Ballenstedt-Orlamünde, Count of Ballenstedt	Adalbert II of Ballenstedt-Orlamünde,	Count of Ballenstedt
6000000002245794809	Q375325	Robert I d'Artois count of Artois	Robert I d'Artois	count of Artois
6000000002247834869	Q1351773	Giselbert I of Luxemburg Count of Salm and of Longwy	Giselbert I of Luxemburg	Count of Salm and of Longwy
6000000002247863421	Q977300	Archibald Campbell 1st Marquess of Argyll, 8th Earl of Argyll	Archibald Campbell 1st Marquess of Argyll, 8th	Earl of Argyll
6000000002248126169		Régnier V de Hainaut comte de Hainaut	Régnier V de Hainaut	comte de Hainaut
6000000002248342023		Otto II, duke of Swabia	Otto II,	duke of Swabia
6000000002253465789	Q640879	Aoife MacMurrough Countess of Ireland	Aoife MacMurrough	Countess of Ireland
6000000002254858143		Bernat I de la Marcha comte de la Marcha	Bernat I de la Marcha	comte de la Marcha
6000000002257463358		Margareta Eriksdotter Slang till Skäggböle	Margareta Eriksdotter Slang	till Skäggböle
