geni_id	qid	label	name_kept	tail_dropped
4134384991210125886		Peder Terkelsen Væbner til Føvling	Peder Terkelsen Væbner	til Føvling
4136631104320028008	Q103783977	Niels Iversen Rosenkrantz til Hevringholm	Niels Iversen Rosenkrantz	til Hevringholm
4136709990190033290	Q103783782	Ingeborg Saxesdatter Uldsax til Skullerupholm	Ingeborg Saxesdatter Uldsax	til Skullerupholm
4137774933090065338		Bo Høg til Ørum	Bo Høg	til Ørum
4137986493320052463	Q130586	George IV Augustus Frederick of Hanover and Great Britain King of Great Britain, Elector of Hanover	George IV Augustus Frederick of Hanover and Great Britain	King of Great Britain, Elector of Hanover
4161861319960022157		Brita på Anntun	Brita	på Anntun
4163097705750120763		Niels Bugge til Vosborg	Niels Bugge	til Vosborg
4163642708050038876		Cathrine Axelsdatter Krognos till Hjuleberg	Cathrine Axelsdatter Krognos	till Hjuleberg
4180406962580036546		Adalrico duc de Gascogne	Adalrico	duc de Gascogne
4180897270320125937		Christoffer Nielsen Lunov til Rugård & Nystrup	Christoffer Nielsen Lunov	til Rugård & Nystrup
4180959273130035412		Anne Erichsdatter Blik til Nystrup, til Rudgaard	Anne Erichsdatter Blik	til Nystrup, til Rudgaard
4181100235800074311		Henrik Nielsen Blik til Nystrup	Henrik Nielsen Blik	til Nystrup
4181149644190064196		Jens Lagesen Udsen Til Kollerup og Sostrup	Jens Lagesen Udsen	Til Kollerup og Sostrup
4191625469710042138		José María Benavides i Muxica	José María Benavides	i Muxica
4194842439740054741	Q982472	Henry Beaufort Bishop of Winchester, Chancellor of England	Henry Beaufort	Bishop of Winchester, Chancellor of England
4194863017010128979	Q5236	Edward II, king of England	Edward II,	king of England
4209710	Q361286	Gustaf Oscar Bernadotte of Sweden and Norway Prince, Duke of Uppland	Gustaf Oscar Bernadotte of Sweden and Norway	Prince, Duke of Uppland
4209739	Q526915	Eugenie Charlotta Augusta Amalia Albertina Bernadotte Prinsessa av Sverige	Eugenie Charlotta Augusta Amalia Albertina Bernadotte	Prinsessa av Sverige
4213700346270075444	Q3568561	William de Burgh 3rd Earl of Ulster	William de Burgh 3rd	Earl of Ulster
4214000416300053987	Q697249	Ferdinand Albrecht I von Braunschweig-Lüneburg, Fürst zu Braunschweig-Wolfenbüttel-Bevern	Ferdinand Albrecht I von Braunschweig-Lüneburg,	Fürst zu Braunschweig-Wolfenbüttel-Bevern
4215402871660053888	Q60211	Adolf of Denmark and Norway of Oldenburg Duke of Schleswig-Holstein-Gottorp	Adolf of Denmark and Norway of Oldenburg	Duke of Schleswig-Holstein-Gottorp
4217879750730128190		Benedetto Borri count of Invorio	Benedetto Borri	count of Invorio
4226922301370045350	Q75532187	William Sinclair of Roslin 8th Lord of Roslin	William Sinclair of Roslin 8th	Lord of Roslin
4229916861440069622	Q137906	James IV, king of Scots	James IV,	king of Scots
4235130604110046555		John Earl of Stewart Atholl	John	Earl of Stewart Atholl
4237116		Pål Pedersson i Stugun	Pål Pedersson	i Stugun
4240179727450124017	Q5805081	Per Larsson Hierta till Häggatorp	Per Larsson Hierta	till Häggatorp
4240537919610035130		Lars Bengtsson Hierta till Kålsholmen	Lars Bengtsson Hierta	till Kålsholmen
4245917618270059323		Joen Svensson till Kedom	Joen Svensson	till Kedom
4246295551780049320	Q19841277	Peder Svensson Ribbing till Ulvsnäs	Peder Svensson Ribbing	till Ulvsnäs
4256579394210070288	Q505918	Johann John Georg I Ludwig von Brandenburg prince of Hohenzollern, Kurfurst Elector von Brandenburg	Johann John Georg I Ludwig von Brandenburg	prince of Hohenzollern, Kurfurst Elector von Brandenburg
4256719696270064351		Wolfgang I Graf von Barby-Mühlingen	Wolfgang I	Graf von Barby-Mühlingen
4256846091050040376		Herman III Graf von Gleichen	Herman III	Graf von Gleichen
4259143		Juana Llançol i de Borja	Juana Llançol	i de Borja
4259374		Charlotte d'Albret Dame de Châlu, regent of the Duchy of Valentinois	Charlotte d'Albret	Dame de Châlu, regent of the Duchy of Valentinois
4265302014980128122		Hugues de Lusignan Comte de la Marche	Hugues de Lusignan	Comte de la Marche
4267594509870054083	Q12324068	Lauritz Ulrik la Cour til Skærsø	Lauritz Ulrik la Cour	til Skærsø
4270609926400054829		Christopher Rosenørn til Hersomgaard	Christopher Rosenørn	til Hersomgaard
4274386	Q247223	Filippus av Sverige Stenkilska ätten Kung av Sverige	Filippus av Sverige Stenkilska ätten	Kung av Sverige
4274938605510044387		Just Pedersen i Ferslev	Just Pedersen	i Ferslev
4276160180580044853	Q12301561	Andreas von Hauch 1751-1756 til Kongsdal Gods	Andreas von Hauch 1751-1756	til Kongsdal Gods
4283267002730060380		Léopold Ferdinand Élie Victor Albert Marie de Belgique von Sachsen-Coburg und Gotha Prince, Comte de Hainaut, Duc de Brabant	Léopold Ferdinand Élie Victor Albert Marie de Belgique von Sachsen-Coburg und Gotha	Prince, Comte de Hainaut, Duc de Brabant
4285417	Q65607	Beatrix von Bayern Drottning av Sverige	Beatrix von Bayern	Drottning av Sverige
4285434		Jean I de Flandre comte de Namur	Jean I de Flandre	comte de Namur
4294404046250042543	Q312594	William , King of Scots	William ,	King of Scots
4313940056430030044		Berthold I von Henneberg Burggraf von Würzburg Graf von Henneberg Burggraf von Würzburg	Berthold I von Henneberg Burggraf von Würzburg	Graf von Henneberg Burggraf von Würzburg
4318573480240031085		Rasmus Nilsson Rudt i Kärrtorp	Rasmus Nilsson Rudt	i Kärrtorp
4322595	Q4406288	Ivar Axelsson Thott till Lillö	Ivar Axelsson Thott	till Lillö
4322605	Q96240816	Margrethe Thott til Knabstrup	Margrethe Thott	til Knabstrup
4322668		Erik Arvidsson Trolle till Fånö, Ekholmen och Lagnö	Erik Arvidsson Trolle	till Fånö, Ekholmen och Lagnö
4325181214340055142		Eugen Максимилианович Beauharnais de Leuchtenberg Prince Romanowsky, 5 Herzog von Leuchtenberg-Eichstätt	Eugen Максимилианович Beauharnais de Leuchtenberg	Prince Romanowsky, 5 Herzog von Leuchtenberg-Eichstätt
4335497093180013396		Jens Nielsen Foss d. æ til Svanø	Jens Nielsen Foss d. æ	til Svanø
4337850700030013267	Q6753644	Malise lll of Strathearn 6th Earl of Strathearn	Malise lll of Strathearn 6th	Earl of Strathearn
4355819343220054580		Erik Ericssøn King of Denmark	Erik Ericssøn	King of Denmark
4359005376200044500	Q1509868	Gearoid Mór Fitzgerald 8th Earl of Kildare	Gearoid Mór Fitzgerald 8th	Earl of Kildare
4363165195640021509	Q2041044	Patrikas Наримунтович of Starodub & Zwenihorod Prince of Zvenigorod	Patrikas Наримунтович of Starodub & Zwenihorod	Prince of Zvenigorod
4368882		Erik XI Eriksson Kung av Sverige	Erik XI Eriksson	Kung av Sverige
4369404	Q52931	Adolf Friedrich von Holstein-Gottorp Kung av Sverige	Adolf Friedrich von Holstein-Gottorp	Kung av Sverige
4369423	Q62259	Christian August von Schleswig-Holstein-Gottorp Archbishop of Lubeck	Christian August von Schleswig-Holstein-Gottorp	Archbishop of Lubeck
4378770706120126485		Svend Olufsson Galde til Tomb	Svend Olufsson Galde	til Tomb
4388383650800077979		Jep Unkersen til Hynnerup og Kølstrup	Jep Unkersen	til Hynnerup og Kølstrup
4404276411660052885	Q75385337	Elisabeth Christiansdatter grevinde af Slesvig-Holsten	Elisabeth Christiansdatter	grevinde af Slesvig-Holsten
4409326917780037353		Einion ap Meurig Lord of Cevenyllys	Einion ap Meurig	Lord of Cevenyllys
4410047795970085113		Jakob Eriksson Bonde i Hyngelsböle	Jakob Eriksson Bonde	i Hyngelsböle
4411753852160042163	Q5414317	Eustache de Balliol Baron of Bywell	Eustache de Balliol	Baron of Bywell
4413892	Q312297	Cosimo II de'Medici grand duke of Tuscany	Cosimo II de'Medici grand	duke of Tuscany
4422402893290068129		Georg Christopher til Bjerre Krabbe	Georg Christopher	til Bjerre Krabbe
4431868235730044194	Q3990748	Thomas de Beaumont 6th Earl of Warwick	Thomas de Beaumont 6th	Earl of Warwick
4434387867690031414	Q2435462	Guillaume Talvas de Bellème seigneur d'Alençon, Comte de Bellesme et d'Alencon	Guillaume Talvas de Bellème seigneur d'Alençon,	Comte de Bellesme et d'Alencon
4475232	Q57126	Anne von Jülich-Kleve-Berg Königin von England	Anne von Jülich-Kleve-Berg	Königin von England
4476035	Q7207	Elizabeth Tudor Queen of England and Ireland	Elizabeth Tudor	Queen of England and Ireland
4486153815800026046		Gebhardt I, Graf von Diessen	Gebhardt I,	Graf von Diessen
4491062310560061403	Q132972569	Carl Otto Posse till Björnö	Carl Otto Posse	till Björnö
4492373		Rhys ap Gruffudd Prince of South Wales	Rhys ap Gruffudd	Prince of South Wales
4495796929170022859		Eckbert II von Merseburg Graf von Merseburg	Eckbert II von Merseburg	Graf von Merseburg
4498828	Q81506	Charles I King of England, Scotland, and Ireland	Charles I	King of England, Scotland, and Ireland
4501722549360025094		Caradog ap Ynyr Fychan Lord of Gwent	Caradog ap Ynyr Fychan	Lord of Gwent
4505655450160050389		Frederik Sørensen Bloch til Svenstrup og Ellidshøj	Frederik Sørensen Bloch	til Svenstrup og Ellidshøj
4516025226590077187		John de Engaine of Stow-cum-Quy, 2nd Baron of Laxton	John de Engaine of Stow-cum-Quy, 2nd	Baron of Laxton
4516625		Olof Eriksson Stake till Forsby	Olof Eriksson Stake	till Forsby
4522370		Torben Nielsen Present til Vollerup	Torben Nielsen Present	til Vollerup
4522459	Q11917704	Dorothea von Schwarzburg-Sondershausen Herzogin zu Schleswig-Holstein-Sonderburg	Dorothea von Schwarzburg-Sondershausen	Herzogin zu Schleswig-Holstein-Sonderburg
4522575		Marie Sibylla von Nassau-Saarbrücken Herzogin zu Schleswig-Holstein-Sonderburg-Beck	Marie Sibylla von Nassau-Saarbrücken	Herzogin zu Schleswig-Holstein-Sonderburg-Beck
4532743	Q57637	Juliana Maria von Braunschweig-Lüneburg-Wolfenbüttel Dronning af Danmark og Norge	Juliana Maria von Braunschweig-Lüneburg-Wolfenbüttel	Dronning af Danmark og Norge
4538880477870022264		Pedro Fernández de Monroy de Fuentencalada 1er maestre de la Orden de Santiago	Pedro Fernández de Monroy de Fuentencalada 1er	maestre de la Orden de Santiago
4543755		George von Braunschweig-Lüneburg Duke Prince of Calenberg	George von Braunschweig-Lüneburg	Duke Prince of Calenberg
4543843	Q270110	Anna Eleonore von Hessen-Darmstadt Duchess of Braunschweig-Lüneburg, Princess of Calenberg	Anna Eleonore von Hessen-Darmstadt	Duchess of Braunschweig-Lüneburg, Princess of Calenberg
4570664	Q350385	Olav Magnusson IV, King of Norway	Olav Magnusson IV,	King of Norway
4577894		Niels Jensen Present til Vollerup	Niels Jensen Present	til Vollerup
4579386		Elin Svenske till Säter	Elin Svenske	till Säter
4579516		Margareta Persdotter Pik Ramstadsslægten, till Dyngevik	Margareta Persdotter Pik Ramstadsslægten,	till Dyngevik
4579755		Carl Jönsson Svinhufvud i Westergötland	Carl Jönsson Svinhufvud	i Westergötland
4579787		Jöns Svinhufvud till Främby	Jöns Svinhufvud	till Främby
4579918		Brita Carlsdotter Svinhufvud i Västergötland	Brita Carlsdotter Svinhufvud	i Västergötland
4583174		Carin Ottesdotter Hästhufvud till Holm	Carin Ottesdotter Hästhufvud	till Holm
4583639	Q140371874	Johan Gyllensvärd till Sunnaryd	Johan Gyllensvärd	till Sunnaryd
4591334	Q2253913	Gustaf Oxenstierna till Fiholm	Gustaf Oxenstierna	till Fiholm
4591407	Q155127	Axel Oxenstierna af Södermöre till Södermöre	Axel Oxenstierna af Södermöre	till Södermöre
4606319448440034244		Roger de Venables Baron of Kinderton	Roger de Venables	Baron of Kinderton
4613543069090036243		Måns Nilsson till Säby	Måns Nilsson	till Säby
4613755681670017117		Ingrid Jönsdotter i Sandsjö	Ingrid Jönsdotter	i Sandsjö
4614492462350078376		Guy Troussel de Montlhéry Lord of Bray and Montlhéry	Guy Troussel de Montlhéry	Lord of Bray and Montlhéry
4627683525420041450		Peter de Montfort Lord of Beaudesert	Peter de Montfort	Lord of Beaudesert
4628535197690029704		Tigranes V, King of Armenia	Tigranes V,	King of Armenia
4631992		Abraham Kristiernsson Leijonhuvud till Brunsberg	Abraham Kristiernsson Leijonhuvud	till Brunsberg
4632429730710063701		Theodo II von Bavaria Herzog der Bayern	Theodo II von Bavaria	Herzog der Bayern
4639011550990020947		Asnerius III Commignes and Conserans de Comminges Comte de Comminges & de Couserans	Asnerius III Commignes and Conserans de Comminges	Comte de Comminges & de Couserans
4647274	Q208082	Robert I king of France	Robert I	king of France
4692730		Pierre de Bourbon II, dit de Beaujeu, duc de Bourbon et d'Auvergne	Pierre de Bourbon II, dit de Beaujeu,	duc de Bourbon et d'Auvergne
4694202	Q274428	Augusta af Danmark og Norge, von Oldenburg Herzogin zu Schleswig-Holstein-Gottorp	Augusta af Danmark og Norge, von Oldenburg	Herzogin zu Schleswig-Holstein-Gottorp
4695498	Q129857	François d'Angoulême King of France, Duke of Milan	François d'Angoulême	King of France, Duke of Milan
4722083133660026696	Q260170	Olimpia Maidalchini princess of San Martino al Cimino	Olimpia Maidalchini	princess of San Martino al Cimino
4729378410310079935		Erispoë I de Broërec Comte de Poher	Erispoë I de Broërec	Comte de Poher
4729997523330079607		Gondoald comte de Meaux	Gondoald	comte de Meaux
4734721640270029130		Agnès de Beaumont sur Oise dame de Conflans	Agnès de Beaumont sur Oise	dame de Conflans
4737646844610061605		Erlebaud de Chimay comte du Lommois	Erlebaud de Chimay	comte du Lommois
4738066367090028007		Matfrède de Metz comte de Metz	Matfrède de Metz	comte de Metz
4738603685830127686		Daniel Friedenrich apoteker i Viborg	Daniel Friedenrich apoteker	i Viborg
4749125083740012821		Mogens Mormand til Thorstorp	Mogens Mormand	til Thorstorp
4749159623970072108		Anne Corfitzdatter Rosengjedde til Österö	Anne Corfitzdatter Rosengjedde	til Österö
4776176		Konrad I, Duke of Carinthia	Konrad I,	Duke of Carinthia
4777190		Manuel de Abreu Albornoz Funez Maestre de Campo	Manuel de Abreu Albornoz Funez	Maestre de Campo
4779460393600080864	Q66005	Christian Ludwig von Preußen Markgraf zu Brandenburg-Schwedt	Christian Ludwig von Preußen	Markgraf zu Brandenburg-Schwedt
4781015888790051816	Q108934700	Corfitz Ludwig Ludvig Beck-Friis till Bosjökloster	Corfitz Ludwig Ludvig Beck-Friis	till Bosjökloster
4781121412330052301		Lave Beck till Gladsax och Andrarum Stamfar Friis-Beck linje	Lave Beck	till Gladsax och Andrarum Stamfar Friis-Beck linje
4793179		Lars Tomasson till Årby	Lars Tomasson	till Årby
4815734714150052580		Gebuin de Dijon comte de Dijon	Gebuin de Dijon	comte de Dijon
4820861505150043074		Einudd Ap ap Gwrddwfyn King of Cernyw	Einudd Ap ap Gwrddwfyn	King of Cernyw
4821628772810061070	Q4291189	Merfyn Mawr ap Cynfyn King of the Isle of Man	Merfyn Mawr ap Cynfyn	King of the Isle of Man
4821632678580082296	Q20559009	Cynfyn ap Anllech King of Isle of Man	Cynfyn ap Anllech	King of Isle of Man
4826094642570025861		Marguerite Robert Dame de Magnac	Marguerite Robert	Dame de Magnac
4826120019960025871		Philippa de Sully, dame de Beaujeu en Berry	Philippa de Sully,	dame de Beaujeu en Berry
4827573383450061824		Thibaut III de Mathefelon baron de Mathefelon et de Durtal	Thibaut III de Mathefelon	baron de Mathefelon et de Durtal
4837650136270040359		Sybille von Sachsen-Lauenburg Herzogin zu Sachsen-Lauenburg	Sybille von Sachsen-Lauenburg	Herzogin zu Sachsen-Lauenburg
4852872483250094913		Olof Bengtsson Schwartz till Pålstorp	Olof Bengtsson Schwartz	till Pålstorp
4864943567840045229		Christiern Stygge til Frøstrup	Christiern Stygge	til Frøstrup
4882826131650020929		Robert Essex Lord of Rayleigh	Robert Essex	Lord of Rayleigh
4890806838260083639		Niels Ottesen Munk (Vinranke) til Gjesinggaard	Niels Ottesen Munk (Vinranke)	til Gjesinggaard
4897214037180033881		Louis de Châlon-Auxerre Comte de Tonnerre	Louis de Châlon-Auxerre	Comte de Tonnerre
4898260990080022408		Guillaume Crespin Baron de Dangu, du Bec & d'Etrépagny	Guillaume Crespin	Baron de Dangu, du Bec & d'Etrépagny
4898270131620129215		Guillaume Crespin baron de Dangu	Guillaume Crespin	baron de Dangu
4910709855150064263		Edith Basset Lady of Headington	Edith Basset	Lady of Headington
4922464856720066618	Q5349865	Eirik Vatnarsson King of Hordaland, Norway	Eirik Vatnarsson	King of Hordaland, Norway
4924870419470035934	Q129308	"John I ""Lackland"", King of England"	"John I ""Lackland"","	King of England
4932522491620040585	Q2527781	Willa, Queen of Upper Burgundy	Willa,	Queen of Upper Burgundy
4932557422030107014		Theobald, count of Arles	Theobald,	count of Arles
4932952221030036762		Conrad d'Auxerre Graf von Linz und Argengau, Comte de Paris	Conrad d'Auxerre	Graf von Linz und Argengau, Comte de Paris
4933310044310027177		Leudesius Herzog von Alemannien	Leudesius	Herzog von Alemannien
4939296218090052294		Olav Eriksen til Tronstad	Olav Eriksen	til Tronstad
4941517624840069392		Mette Pedersdatter til Smithorp~Smerup	Mette Pedersdatter	til Smithorp~Smerup
4947248545210089938	Q2183430	Bengta Ebbesdotter Ebbesdatter Hvide Queen of Sweden	Bengta Ebbesdotter Ebbesdatter Hvide	Queen of Sweden
4951476631580041873	Q533927	Roricon i comte du Maine	Roricon	i comte du Maine
4951855306350069506		John de Cantilupe Lord of Smithfield	John de Cantilupe	Lord of Smithfield
4953782120960028442		Constantine Asen-Tych Tsar of Bulgaria	Constantine Asen-Tych	Tsar of Bulgaria
4953790471090069116		Ivan II, tsar of Bulgaria	Ivan II,	tsar of Bulgaria
4953926232780130809	Q285508	Ivan III Asen tsar of Bulgaria	Ivan III Asen	tsar of Bulgaria
4956106785230077527	Q103782013	Joachim Hermansson Flemming till Knudstrup	Joachim Hermansson Flemming	till Knudstrup
4956185014380080110		Anders Albertsen Skeel til Hegnet, Raastrup, Jungetgaard m.m.	Anders Albertsen Skeel	til Hegnet, Raastrup, Jungetgaard m.m.
4956197313950089851		Albrecht Andersen Skeel til Hegnet	Albrecht Andersen Skeel	til Hegnet
4956378524930130673	Q111989048	Anders Jørgensen Skeel til stamhuset Birkelse	Anders Jørgensen Skeel	til stamhuset Birkelse
4957925890120125479	Q451377	Otto, count of Savoy	Otto,	count of Savoy
4958047653390077861		Otto Guillaume I d'Ivrea comte de Mâcon & de Nevers, contested Duke of Burgundy	Otto Guillaume I d'Ivrea	comte de Mâcon & de Nevers, contested Duke of Burgundy
