token	first_given	later_given	family
Bulhões	0	0	16
Buli	0	0	5
Buli-Rosseland	0	0	1
Buli-shad	1	0	0
Bulich	0	0	7
Bulick	0	0	1
Bulie	0	0	12
Bulien	0	0	2
Bulin	0	0	1
Bulitt	0	0	1
Buliyarka	0	1	0
Buljo	0	0	38
Bulka	0	0	1
Bulkakov	0	0	1
Bulkakov-Galitsyn	0	0	2
Bulkeley	0	3	252
Bulkely	0	0	3
Bulkey	0	0	1
Bulkley	0	0	42
Bull	1	110	1143
Bull,	0	0	2
Bull-Gundersen	0	0	2
Bull-Hansen	0	0	9
Bull-Njaa	0	0	1
Bull-Tornøe	0	0	17
Bulla	0	0	2
Bullard	0	2	170
Bullarenaesia	0	0	1
Bulle	0	0	1
Bullen	0	0	1
Buller	1	0	26
Buller,	0	0	1
Bullernaesia	0	0	5
Bullernaesius	0	0	5
Bullernæsia	0	0	4
Bullernæsius	0	0	10
Bullers	0	0	1
Bulles	0	0	4
Bullibak	0	1	0
Bullich	0	0	5
Bulling	0	0	3
Bullinger	0	0	1
Bullington	0	0	1
Bullis	0	0	1
Bullman	0	0	2
Bulloch	0	0	1
Bullock	1	0	77
Bullon	0	0	9
Bully	0	0	4
Bullón	0	0	3
Bulmer	0	1	38
Bulmerincq	0	0	2
Bulmering	0	0	16
bulmïsh	0	2	0
Bulnes	0	0	4
Bulo	0	1	0
Bulo-Bulo	0	4	3
Bulobulo	0	1	0
Bulochi	1	0	0
Bulomabassung	0	1	0
Bulow	1	0	8
Bulquq	1	0	0
Bulteel	0	1	1
Bultegu	1	0	0
BULTERUD	0	0	1
Bulterud	0	0	13
Bultinck	0	0	1
Bulu	0	4	0
Bulu]	0	1	0
Bulubangi	0	1	0
Bulugan	1	0	0
Buluggin	0	0	2
Bulughan	2	0	0
Buluh	0	1	0
Bulujin	1	0	0
Bulung	0	0	1
Buluqan	2	0	0
Bulus	0	1	0
Buluzhdin	1	0	0
Bulér	0	0	1
Buma	0	1	0
Bumbun	0	1	0
Bumgarner	0	0	2
Bumgarten	0	0	1
Bumi	0	6	0
Bumidirdja	0	2	0
Bumidirja	0	1	0
Bumidirjo	0	3	0
Bumijo	0	1	0
Buminata	0	1	0
Buminoto	0	5	0
Bumistead	0	0	1
Bummel	0	0	7
Bumpas	0	0	1
Bumpass	0	0	1
Bumpstead	0	0	1
Bumpus	0	0	7
Bumsla	0	0	4
Bun	0	6	2
Bun'emon	5	0	0
Buna	6	5	0
Bunao	1	0	0
Bunava	6	0	13
Bunbury	0	0	2
Bunc	0	0	3
Bunce	0	0	4
Bunch	0	0	4
Bunchen	1	0	0
Bunchrew	0	0	2
Buncoes	0	0	3
Bundan	0	1	0
Bunde	0	0	1
Bundegaard	0	0	2
Bunden-LilleSchoff	0	0	1
Bunden-Lilleschoff	0	0	2
Bundesdatter	0	0	1
Bundgaard	0	7	36
Bundhund	0	0	12
Bundhundt	0	0	1
Bundi	1	0	1
Bundorff	0	0	1
Bundrant	0	0	1
Bundsen	0	0	12
Bundtmager	0	0	1
Bundtzen	0	1	0
Bundy	0	1	25
Bune	4	1	0
Buneb	1	0	0
Bunefer	1	0	0
Bunele	1	0	0
Bunelen	1	0	0
Bunem	1	4	0
Bunems	0	1	1
Bunes	0	0	8
Buneset	0	0	1
Bung	0	0	1
Bunga	0	4	0
bunga	0	1	0
Bungane/Bungum	0	0	1
Bungawali	0	1	0
Bungbulang	0	2	0
Bunge	0	0	38
Bungencrona	0	0	4
Bunger	0	0	1
Bungert	0	0	1
Bungkasa	0	1	0
Bungkus	0	1	0
Bungman	0	0	1
Bungsu	0	17	5
Bunguh	0	1	0
Bungum	0	0	19
Buni	1	0	0
Bunigne	1	0	0
Bunikasih/	0	1	0
Bunim	0	10	2
Bunim's	1	0	1
Bunim-Meisels	0	0	2
Bunims	0	1	0
Buninge	0	0	1
Bunisora	0	1	0
bunisora	0	1	0
Bunisora[tercemar]	0	1	0
Buniwangi	0	3	0
Buniyat	0	1	0
Bunjar	0	1	0
Bunke	0	0	1
Bunkelin	0	0	1
Bunker	0	0	4
Bunla	1	0	0
Bunle	12	1	0
Bunlichen	1	0	0
Bunlin	2	1	0
Bunlé	0	1	0
Bunn	0	0	4
Bunne/Arg	0	1	0
Bunnell	0	0	4
Bunner	0	0	1
Bunseo	1	0	0
Bunsow	0	0	1
Bunstad	0	0	1
Bunt	0	0	7
Buntal	0	0	1
Buntek	0	1	0
bunten	0	0	1
Bunth	0	0	3
Bunthund	0	0	1
Buntin	0	0	1
Bunting	0	0	13
Buntoro	0	1	0
Buntz	0	0	6
Buntzen	0	3	10
Bunya	1	1	0
Bunyamin	0	1	0
Bunyan	0	4	0
Bunyon	0	2	0
Bunz	0	0	1
Bunzel	0	0	27
Bunzl	0	0	4
Bunzlau	0	0	11
Buné	0	1	0
Buob	0	0	4
Buonaccorsi	0	0	19
Buonaccorso	4	0	0
Buonagrazia	0	0	1
Buonaguidi	0	0	1
Buonaiuti	0	0	1
Buonalbergo	0	0	3
Buonaparte	0	2	91
Buonaventura	0	1	0
BUONCONTE	1	0	0
Buonconte	1	0	0
Buoncristiani	0	0	3
Buondas	0	0	1
Buondelmonte	3	0	0
Buondelmonti	0	0	112
Buondi	0	0	14
Buonfio	0	0	1
Buoni	0	0	1
Buonincontro	0	0	1
Buoninsegna	1	0	0
Buonocore	0	0	1
Buonoparte	0	0	8
Buonvisi	0	0	2
Buoso	1	0	0
Buotila	0	0	1
Bupari	0	1	0
BUPATI	0	0	1
Bupati	2	36	15
bupati	4	1	0
BUQA	0	0	1
Buqa	4	2	1
Buqa,	0	0	1
Buqal	0	1	0
Buqatu-Saldjï	1	0	0
Buqa~Temür	1	0	0
Buqhol	0	1	1
Buqu-Qatagï	1	0	0
Bur	1	0	7
Buraas	0	0	1
Burachar	1	0	0
Burah	0	0	4
Buralghi	2	0	0
Buralun	1	0	0
Buralun-Khatun	1	0	0
Buralyghi	3	0	0
Buran	3	0	1
Buraq	1	0	0
Buras	0	0	1
Burat	0	0	2
Bura’ne	0	3	0
Burbank	0	1	18
Burberg	0	0	1
BURBERT	0	0	1
Burbidge	0	0	6
Burbonų	0	0	1
Burc	0	0	1
Burcardus	1	0	0
BURCH	0	0	6
Burch	1	1	584
burch	0	0	1
Burcham	0	1	0
Burchard	106	27	90
Burchardi	0	0	4
Burchardine	0	1	0
Burchardinger	0	0	1
Burchards	0	0	1
Burchardsdatter	0	0	1
Burchardt	1	1	16
Burchardus	0	0	2
Burchart	3	1	15
Burcharth	0	0	1
Burchell	1	0	0
Burchgrave	0	0	1
Burchhard	0	1	0
Burchhardt	0	0	1
Burchill	0	0	11
Burcht	0	0	2
Burchtorff	0	0	5
Burci	0	0	2
Burcia	1	0	0
Burck	0	0	2
Burckard	2	0	1
Burcket	0	0	1
Burckhard	2	3	4
Burckhardt	0	0	46
Burcktorff	0	0	1
Burcombe	0	0	1
Burd	0	1	0
Burda	0	2	0
Burdell	0	2	0
Burdella	0	1	0
Burden	0	1	2
Burdet	0	0	2
Burdett	0	1	12
Burdette	1	4	0
Burdick	0	2	82
Burdiex	0	0	1
Burdine	0	1	0
Burdon	1	0	12
Burdsal	0	0	6
Burdsall	0	1	0
Burdsell	0	0	1
Burdsey	1	0	0
Burdukhan	1	0	0
Bure	2	2	181
Burea	0	0	7
Bureau	1	0	1
Bureba	0	0	7
Burela	0	0	3
Burelia	0	0	6
Burelius	0	0	1
Buren	1	9	21
Buren,	0	0	2
Buren-Gelre	0	0	1
Burenius	0	0	7
Burensköld	0	0	26
Burenstam	0	0	24
Burenstrand	0	0	2
Burensund	0	0	3
Burenæus	0	0	21
Bures	0	0	8
Bureström	0	0	2
Burett	0	2	0
Bureus	0	0	19
Bureus)	0	0	2
Bureva	0	0	4
Burén	0	0	2
Burford	0	1	10
Burg	0	0	71
Burg-Lengenfeld	0	0	4
Burga	4	0	1
Burgandy	0	1	1
Burgardus	0	1	0
Burgart	0	1	0
Burgate	0	0	5
Burgau	0	0	14
Burge	0	0	1
Burgelm	0	0	2
Burgener	0	0	2
Burgenilda	1	0	0
Burgeois	0	0	1
BURGER	0	0	1
Burger	0	3	37
Burger-Scheidlin	0	0	11
Burgera	0	0	2
Burgeria	0	0	2
Burgers	0	0	2
Burgert	2	1	0
Burgerus	0	0	7
Burges	0	0	9
Burgess	3	11	46
Burgesser	0	0	2
Burgester	0	1	2
Burgett	0	0	4
Burggraaf	0	1	1
burggraaf	0	1	0
Burggraf	0	11	58
Burggräfin	0	0	43
Burgh	1	3	83
Burghalter	0	0	3
Burghard	1	0	0
Burghardt	0	0	13
Burghardt/Burkhardt/Burgstaller/Burchardt	0	0	1
Burghausen	0	0	66
Burgheard	1	0	0
Burghersh	0	0	6
Burghill	0	0	1
Burgin	0	0	2
Burgio	0	0	14
Burgis	0	0	1
Burgk	0	0	5
Burglen	0	0	2
Burglio	0	0	2
Burgman	0	1	22
Burgmann	0	1	0
Burgo	0	0	7
Burgodion	1	0	0
Burgondes	0	1	10
Burgondie	1	0	13
Burgondion	3	0	0
Burgos	0	0	95
"Burgos"""	0	0	1
Burgoyne	0	0	2
Burgraaf	0	0	1
Burgraf	0	2	0
Burgravine	1	4	0
Burgrund	0	0	1
Burgræd	1	0	0
Burgsdorf	0	0	1
Burgsdorff	0	0	2
Burgue	1	0	0
Burgueno	0	0	1
Burguer	0	0	6
Burguette	0	0	2
Burgueño	0	0	1
Burgulillon	0	0	2
Burgund	0	0	17
Burgundia	0	1	2
Burgundian	0	1	2
Burgundians	0	0	21
Burgundione	1	0	0
Burgundský	0	0	1
Burgundy	0	0	87
Burgundė	0	0	2
Burgéreus	0	0	1
Burham	0	1	0
Burhan	6	0	0
burhan	0	1	0
Burhani	1	0	0
Burhanuddin	1	1	0
Burhard	0	1	0
Burheim	0	0	1
Burholeie	0	0	1
Burholm	0	0	6
Buri	2	2	1
Buri-Timur	1	0	0
Burian	9	0	3
Burianová	0	0	1
Buriasz	0	1	0
Burich	0	0	6
Burich-Trier	0	0	1
Burin	0	0	7
Buringhtay	1	0	0
Burio	0	1	0
Buris	1	0	0
Burislav	2	0	0
Burislavsdatter	0	0	4
Burislaw	1	0	0
Burislawssdotter	0	0	1
Burislev	1	0	0
Burisláfr	1	0	0
Burisláfsdóttir	0	0	1
Burizleifmeita	0	2	1
Burić	0	0	13
Burk	0	2	1
Burkard	3	0	0
Burke	1	4	9
Burkeland	0	0	27
Burkell	0	0	2
Burkemo	0	0	1
Burkert	0	0	8
Burkett	0	0	11
Burkhammer	0	0	1
Burkhan	1	0	0
Burkhard	56	3	0
Burkhard,	1	0	0
Burkhardt	2	0	4
Burkhart	1	2	80
Burkholder	0	0	66
Burkhow	0	0	2
Burkhuk	1	0	0
Burkland	0	0	1
Burklegh	0	0	1
Burklund	0	0	1
Burks	0	0	49
Burksinde	1	0	0
Burkul	0	1	0
Burl	2	3	0
BURLACE	0	0	1
Burlamacchi	0	0	104
Burlamachi	0	1	5
Burlamaque	0	1	2
BURLAMAQUI	0	1	1
Burlamaqui	0	0	240
BURLAMARQUI	0	0	3
Burlase	0	0	2
Burle	1	0	0
Burleigh	0	0	5
Burleson	0	0	32
Burlew	0	1	0
Burley	1	1	9
Burling	0	1	20
Burlingame	0	0	3
Burlingham	0	1	3
Burlyuk	1	0	0
Burmah	0	1	0
BURMAN	0	0	3
Burman	0	4	647
Burmania	0	0	6
Burmann	0	0	9
Burmarck	0	0	3
Burmeister	0	0	18
Burmester	0	0	2
Burn	0	1	5
Burn/Burr	0	1	0
Burna-Buriasch	1	0	0
Burna-Buriash	0	1	0
Burnaburiash	1	0	0
Burnam	0	0	2
Burnard	0	0	2
Burnash	1	0	0
Burnay	0	9	51
Burnay,	0	0	1
Burnašas	1	0	0
Burnbank	0	0	2
Burnby	0	0	1
Burnell	1	0	9
Burnelle	0	1	0
BURNES	0	0	1
Burness	0	0	1
Burnet	0	4	67
Burneta	2	0	0
Burnete	0	0	1
Burnett	3	4	142
Burnett,	0	0	1
Burnetta	1	0	0
Burnette	0	4	5
Burnettie	1	0	0
Burney	0	0	2
BURNHAM	0	0	7
Burnham	4	18	763
burnham	0	0	1
Burni	1	0	0
Burnick	0	0	1
Burningham	0	1	11
Burnley	0	0	1
Burnos	0	1	0
Burns	0	2	19
Burnside	0	2	9
Burnson	0	0	1
Burok	0	2	1
Buroner	0	0	1
Burouk	1	0	1
Burović	0	0	1
Burpee	1	0	0
Burr	1	2	104
Burrafirth	0	0	2
Burrel	1	0	0
Burrell	4	0	21
Burren	0	0	1
Burress	0	1	0
Burridge	0	0	3
Burrill	0	1	0
Burris	0	1	4
Burritt	0	0	3
Burrough	0	0	2
Burroughs	0	1	34
Burrow	0	1	0
Burrows	0	0	22
Burrup	0	0	1
Burrus	0	0	9
Burruss	0	0	1
Bursch	0	0	1
Burscheid	0	0	2
Burscheidt	0	0	1
Bursda	0	0	1
Burse	0	1	0
Burselia	0	0	5
Burselius	0	0	8
Bursell	0	0	6
Burserus	0	0	4
Bursi	0	0	2
Bursie	0	0	104
Burslie	0	0	2
Burstedt	0	0	17
Burstein	0	0	3
Burston	0	0	1
Burstrand	0	0	9
Burstrom	0	0	6
BURSTRÖM	0	0	5
Burström	0	0	112
Burstrøm	0	2	0
Burstyn	0	0	31
Burstyn/Taubes	0	0	1
Bursy	0	0	2
Bursztyn	0	0	5
Burt	5	6	104
Burtch	0	0	15
Burtenbach	0	0	3
Burth,	0	0	1
Burtis	0	1	1
Burtle	1	0	0
Burtness	0	0	2
Burton	15	26	220
Burton-Verdun	0	0	1
Burtrand	0	0	6
Burträsk	0	0	5
Burtscheid,	0	0	3
Burtus	0	0	1
Burtz	0	0	8
Buru	1	0	0
Burud	0	0	4
Burudjul	0	0	1
Burujul	0	1	0
Buruk	0	1	0
buruk	0	1	0
Buruld	0	0	7
Buruldstuen	0	0	1
Burultay	1	0	0
Burum	0	0	33
Burut	0	1	0
Buruturán	0	0	3
Burverow	0	0	1
Burway	0	0	1
Burwell	6	9	19
Burwood	0	1	0
Bury	0	0	2
Burzell	0	0	5
Burzykowski	0	0	1
Burås	0	0	17
Burén	0	0	78
Burø	0	0	2
Burøy	0	0	2
Bus	0	0	2
Busac	0	1	1
Busacca	0	0	1
Busack	0	0	1
Busard	0	0	1
Busboom	0	0	1
Busbridge	0	0	1
Busby	0	0	9
Busc	0	0	3
Busca	0	0	13
Busch	0	22	544
Busch-Christensen	0	0	1
Busch-Jensen	0	0	1
Buschart	0	0	1
Busche	0	2	13
Buschenfeldt	0	0	1
Buschenfelt	0	0	7
Buschenström	0	0	1
Buschera	0	0	10
Buschert	0	0	3
Buscherus	0	0	23
Buschfeld	0	0	11
Buschfeld]	0	0	1
Buschmann	0	9	51
Buschovius	0	0	1
Busck	0	2	171
Busck-Nielsen	0	0	5
Buscombe	0	0	1
Buse	0	0	6
Buseck	0	0	23
Buselli	0	0	1
Busen	0	0	3
Busendr	0	0	1
Busendr.	0	0	1
Busengdal	0	0	4
Busenius	0	0	2
Buser	0	0	28
Buserød	0	0	1
Buset	0	0	2
Bush	0	3	82
Busha	0	0	1
Bushee	0	0	6
Bushell	0	0	1
Bushey	0	1	0
Bushfield	0	1	1
Bushka	0	1	12
Bushman	0	0	12
Bushnell	0	0	20
Bushong	0	0	1
Bushrod	8	8	17
Businelli	0	0	1
Businello	0	0	2
Busini	0	0	2
Busir	0	1	0
Busiri	0	0	3
BUSK	0	0	2
Busk	1	0	19
Buskagria	0	0	2
Buskagrius	0	0	1
Buskebakke	0	0	2
Buskelsrud	0	0	13
Busker	0	0	1
Buskirk	0	0	8
Busklein	0	1	1
Buskum	0	0	1
Buslet	0	0	1
Busleyden	0	0	4
Busli	0	0	11
Busoli	0	0	1
Busott	0	0	1
Buspidneck	0	0	1
Buspidnick	0	5	4
Busra	1	0	0
Buss	0	0	14
Bussa	0	1	0
Bussche	0	0	14
Bussche-Haddenhausen	0	0	3
Bussche-Ippenberg	0	0	1
Bussche-Ippenburg	0	0	4
Busse	2	0	2
Busseck	0	0	9
Bussell	0	0	4
Bussenheim	0	0	1
Bussenius	0	0	4
Busser	0	0	8
Busset	0	0	26
Bussey	0	0	17
Bussi	0	0	1
Bussiere	0	0	1
Bussierre	0	0	2
Bussman	0	0	1
Bussnang	0	0	2
Busso	11	2	0
Bussone	0	0	9
Bussue	0	0	4
Bussy	0	0	4
Bussæus	0	0	2
Bustad	0	0	1
Bustadlykkja	0	0	2
Bustam	0	1	0
Bustamam	1	0	0
Bustamante	0	1	60
bustamante	0	0	2
Bustanai	3	0	3
Bustard	0	0	1
Bustelo	0	0	3
Bustenai	0	0	3
Buster	0	2	4
Busterud	0	0	6
Busterå	0	0	2
Bustetun	0	0	16
Bustgaard	0	0	27
Bustgård	0	0	10
Bustian	1	0	0
Bustillo	0	1	32
Bustillos	0	0	12
Bustinza	0	0	6
Bustios	0	0	11
Bustnes	0	0	2
Bustnes?	0	0	1
Bustnesli	0	0	2
Busto	0	0	18
Bustomi,	0	1	0
Buston	0	0	8
Bustos	0	0	21
Bustrup	0	0	1
Bustus	0	1	0
Bustvik	0	0	1
Bustíos	0	0	6
Busu	13	10	25
buSuroto	1	0	0
Busvargus	0	0	9
Busvol	0	0	1
Busvold	0	0	7
Busvoll	0	1	15
Busweiler	0	0	1
Buszkowa	0	1	0
but	0	1	0
Buta	1	0	0
Butakov	0	0	8
Butakova	0	0	1
Butala	0	0	1
Butauld	0	0	1
Butautas-Henrikas	1	0	0
Butautas-Henryk	1	0	0
Butch	0	1	0
Butcher	0	1	18
Bute	0	0	1
Buteler	0	0	1
Butendieck	0	0	1
Butendorff	0	0	6
Buteneva	0	0	2
Butenschön	0	0	5
Butenschøn	0	3	45
Buterwiech	0	0	1
Buteux	0	0	2
Buth	0	0	15
Buthe	0	0	4
Buthelia	0	0	3
Buthmann	0	0	1
Buthu	1	0	0
Butigeidaitė	0	0	1
Butigeidis	2	0	1
Butilin	2	1	0
Butiran	1	0	0
Butivydas	0	1	0
Butkens	0	0	2
Butlar	0	0	6
Butler	1	19	249
Butman	0	0	4
Butnesli	0	0	1
Buto	0	1	0
Buton	0	0	1
Butow	1	0	2
Butowt-Henryk	1	0	0
Butrimas	2	0	0
Butron	0	0	12
Butrym	1	0	0
Butrón	0	0	57
Butsch	0	0	7
Butschkowski	0	0	1
Butson	0	0	3
Butt	0	0	4
Butta	0	1	2
Butteler	0	0	6
Buttenbruck	0	0	1
Buttenheim	0	0	1
Buttenshaw	0	0	49
Buttenweis	0	0	1
Buttenwiesen	0	0	3
Buttenwieser	0	0	1
Butter	0	0	7
Buttered-bread	0	1	0
Butterfield	0	0	31
Buttergask	0	0	4
Buttersack	0	0	1
Butterup	0	0	2
Butterworth	0	0	4
Buttge	0	0	3
Buttingsrud	0	0	1
Buttirdene	0	0	2
Buttlar	0	0	94
Buttlar,	0	0	1
Buttlar-Brandenfels	0	0	1
Buttlar-Erlenberg	0	0	1
Buttler	0	0	3
Buttner	0	0	1
Buttolph	0	0	1
Button	0	0	41
Buttrick	0	0	1
Butts	0	0	23
Butu-Gurghen	1	0	0
Butuh	0	3	0
Buturlin	0	0	4
Buturlya	0	1	0
Butvydas	5	1	0
Butygejd	2	0	0
Butze	0	0	2
Butzel	0	0	1
Butzleben	0	0	1
Butzow	0	0	4
Buultjens	0	0	1
Buur	0	0	11
Buus	0	0	17
Buval	0	1	0
Buvig	0	0	4
Buvigen	0	0	1
Buvik	0	0	24
Buvika	0	0	1
Buviken	0	0	4
Buvina	1	0	0
Buvinich	0	0	3
Buvinić	0	0	3
BUWANA	0	4	0
Buwana	0	2	0
Buwang	0	0	1
Buwayh	1	0	0
Buwayhids	0	1	0
Buwei	0	1	0
Buwono	0	14	9
buwono	0	1	0
Buxhoevden	0	0	3
Buxhoeveden	0	0	59
Buxhoeweden	0	0	3
Buxhövden	0	0	7
Buxhöveden	0	0	2
Buxhöwden,	0	0	1
Buxi	0	0	5
Buxlund	0	0	44
Buxones	0	0	1
Buxthoeven	0	0	2
Buxton	0	0	2
Buxtorf	0	0	5
Buy	0	1	1
Buya	0	1	7
Buyan	2	0	0
Buyanbald	1	0	0
Buyck	0	0	2
Buyeng	0	3	0
Buyeo	0	0	13
Buyeo扶餘	0	0	10
Buyers	0	0	1
Buyid	0	0	13
Buyo	0	0	1
Buyruk	1	0	0
Buys	0	0	87
Buys.	0	0	1
Buyser	0	0	7
Buyskes	0	0	7
Buyssy	0	0	4
Buyten	0	0	1
Buyuang	0	1	0
Buyung	0	1	0
Buyurukh-Khan	0	1	0
Buyut	6	11	0
Buyute	1	0	0
Buyuwawa	1	0	0
Buzablo	0	0	2
Buzaglo	0	6	36
Buzalgo	0	0	1
Buzan	1	0	0
Buzio	3	0	0
Buzolić	0	0	4
Buzurg	0	1	1
Buzzacarini	0	0	13
BUZZARD	0	0	1
Buzzard	0	0	1
Buzzi	0	0	1
Buzzi-Sinobad	0	0	1
Buås	0	0	1
Buïru'ut	0	1	0
Buðladóttur	0	0	1
Buø	0	0	1
Buøen	0	1	4
Bučakas	2	0	0
Bučar	0	0	1
Bučatska?	0	0	1
Bučić	0	0	2
Bülow	0	1	0
Bürger	0	0	4
Bvira	1	0	0
Bwl	0	1	2
Bwlch	0	1	1
Bwn	0	1	0
Bwr	0	1	0
By	0	3	59
by	0	3	19
Byaler	0	0	4
Byam	0	0	2
Byan	0	0	1
Byar	0	1	0
Byard	0	1	0
Byars	0	0	4
Byateris	1	0	0
Bybee	0	0	2
Byberg	0	2	368
Byberg/Svedin	0	0	1
Byberget	0	0	2
Bycere	0	0	1
Bychowiec	0	0	1
Bychowska	0	0	3
Bychowski	0	0	1
Byckling	0	0	1
Bydal	0	0	2
Bydalen	0	0	6
Bydelsbak	0	0	36
Bydges	0	0	2
Bye	0	13	104
Byeberget	0	0	1
Byerfalck	0	0	1
Byerly	0	0	7
Byern	0	0	1
Byers	0	0	12
Byers-Barr	0	0	3
Byfeldt	0	0	7
Byford	0	0	1
Byfält	0	0	1
Bygbal	0	1	0
Bygball	0	3	0
Bygd	0	0	10
Bygd)	0	0	1
Bygdeman	0	0	12
Bygden	0	0	25
Bygdén	0	0	1
Bygdén	0	0	71
Byggar	0	0	2
Byggmästar	0	0	161
Byggmästar,	0	0	2
Byggmästar-Hästö	0	0	1
Byggmästars	0	0	18
Byggningsbacka	0	0	37
Bygland	0	0	17
Bygland-Lykkedrang	0	0	1
Bygland-Lykkedrange	0	0	1
Bygnes	0	0	12
Bygod	1	0	1
Bygom	0	2	0
Bygum	0	6	5
Byhlin	0	0	4
Byhring	0	0	3
Byhrø	0	0	3
Byington	0	0	12
Byk	0	0	18
Bykebury	0	0	1
Bykenore	0	0	2
Bykerk	0	0	2
Bykhovets	0	0	1
Bykowski	0	0	1
Byl	0	0	1
Byland	0	0	3
Bylander	0	0	1
BYLANDT	0	0	2
Bylandt	0	0	51
Bylandt-Rheidt	0	0	1
Bylant	0	0	6
Byler	0	0	1
Bylin	0	0	26
Bylkas	0	0	1
Bylterud	0	0	1
Bylund	0	0	102
Bylykhdji	1	0	0
Byman	0	0	61
Byna	0	0	1
Bynna	1	0	0
Bynon	0	0	1
Bynum	0	1	1
Byordderch	1	0	1
Byram	2	0	3
Byran	0	1	0
Byrberget	0	0	5
Byrd	4	19	41
Byrde	0	0	3
Byre	0	5	88
Byre,	0	0	1
Byre-	0	0	2
Byrelia	0	0	2
Byrelius	0	0	3
Byremo	0	0	2
Byres	0	0	6
Byrge	7	0	0
Byrgedtr	0	1	0
Byrgesdatter	0	0	4
Byrgesen	0	0	4
Byrhtnoð	1	0	0
Byrhtwynne	1	0	0
Byrial	2	0	0
Byrialdsen	0	0	1
Byrialsdatter	0	0	3
Byrialsen	0	0	6
Byriet	2	0	0
Byring	0	0	5
Byrkedal	0	0	3
Byrkejland	0	0	1
Byrkja	0	0	33
Byrkjdedal	0	0	2
Byrkje	0	0	1
Byrkjedal	0	0	53
Byrkjeland	0	1	157
Byrkjeland/	0	0	1
Byrkjelo	0	0	17
Byrkjetveit	0	0	7
Byrkjevoll	0	0	2
Byrkjo	0	0	2
Byrknes	0	0	3
Byrl	0	1	0
Byrn	0	0	1
Byrne	0	1	1
Byrnes	0	0	3
Byrnhom	1	0	0
Byrom	1	0	0
Byron	25	17	16
Byrons	0	0	1
Byrse	0	0	2
Byrt	0	0	3
Byrte	0	0	3
Byrtharsvein	0	1	0
Byrum	0	3	1
Byrø	0	0	1
Bysance	0	0	1
Bysanten	0	0	1
Byschoff	0	0	9
Byschou	0	0	5
Byseim	0	0	4
Bysem	0	0	4
Bysemb	0	0	1
Bysere	0	0	2
Bysheim	0	0	80
Bysing	0	0	9
Byskata	0	0	93
Byskata,	0	0	4
Byskata-	0	1	0
Byskata-Björkvik	0	0	3
Byskman	0	0	3
Byskriver	1	0	0
Byssing	0	0	5
Bystad	0	0	7
Bystedt	0	0	27
Bystram	0	0	9
Byström	0	0	70
Bysæter	0	0	1
Byting	1	0	16
bytomska	0	2	2
Bytomski	0	0	1
bytomski	0	4	0
Byts	0	1	0
bytt	0	0	1
Byttet	0	0	8
Byvall	0	0	12
Bywdeg	1	0	2
Bywell	0	0	1
Bywyn	1	0	1
Bywyr	1	0	2
Byzance	0	0	5
Byzance,Doukas	0	0	2
Byzance,Doukas,Lydos	0	0	1
Byzantine	0	1	6
Byzantine-Armenian	1	0	0
Byzantium	0	1	9
Byzanz	0	0	2
Byzewski	0	0	2
B	0	0	1
Bà	1	0	0
Bàhàn	1	0	0
Bào	0	2	0
Bàshāng	1	0	0
Bàzhōu	1	0	0
Báetáin	0	0	2
Báetán	3	0	2
Báez	0	0	38
bágyoni	0	0	1
Bái	0	0	1
Bálint	1	0	0
Bánffy	0	0	43
BÁRBARA	0	1	0
Bárbara	107	33	1
Bárbaro	1	0	0
Bárbola	4	0	0
Báreksson	0	0	1
Bárekur	1	0	0
Bárkány	0	0	15
Bárðar	1	0	0
Bárðardóttir	0	0	4
Bárðarson	0	0	8
Bárðr	1	0	0
Bárður	3	0	0
báró	0	0	2
Báthori	0	0	2
Bâeatrice	1	0	0
Bâerangáere	1	0	0
Bâeziers	0	0	3
Bâgé	0	0	4
Bâtard	0	0	4
bâtard	0	3	11
Bâtarde	0	2	2
bâtarde	0	3	7
Bâtisseur	0	1	0
Bä'gyinggön	0	1	0
Bäck	0	0	415
Bäcka	0	1	0
Bäckdahl	0	0	8
Bäckelin	0	0	2
Bäcker	0	0	6
Bäcki	0	0	1
Bäckilä	0	0	12
Bäcklin	0	0	3
Bäcklund	0	0	58
Bäckman	0	2	175
Bäckman,	0	0	1
Bäckmand	0	0	1
Bäckmann	0	0	5
Bäcks	0	0	4
Bäcksbacka	0	0	1
Bäckstadia	0	0	1
Bäckstadius	0	0	2
Bäcksten	0	0	2
Bäckstrand	0	0	1
Bäckström	0	0	292
Bäckström,	0	0	1
Bäckvall	0	0	4
Bäckwall	0	0	1
Bäddrang	0	0	1
Bäfverfeldt	0	0	23
bäg	0	1	0
Bähncke	0	0	4
Bähr	0	1	51
Bähren	0	0	1
Bähring	0	0	1
Bäk	0	0	10
Bäk/Gädda	0	0	1
Bäkkila	0	0	1
Bäkkilä	0	0	20
Bäkorzän	0	1	0
Bäktär	1	0	0
Bälgünüt	1	0	0
Bälgünütäi	1	0	0
Bälgütäi	1	0	0
Bälmer	0	1	0
Bälter	0	0	5
Bängt	2	0	0
Bänhof	0	0	1
Bänhoppen	0	0	1
Bär	5	1	44
Bärcklar	0	0	2
Bärendt	1	0	0
Bärengren	0	0	1
Bärensohn	0	0	4
Bärentz	0	0	8
Bärfelt	0	0	1
Bärg	0	0	2
Bärgen,	0	0	6
Bärgs	0	0	1
Bärklar	0	0	10
Bärklar,	0	0	1
Bärkä	1	0	0
