geni_id	qid	en_label	n_cjk_forms	candidate_label	given|surname|_MARNM per record	display_join_forms
6000000074684968724	Q45632368	Zhang Kegong	3	張克恭	克恭||張 ;; || ;; 克恭|張|	克恭 | Zhang Kegong 張克恭 | 克恭 張
6000000074684983885	Q45354843	Chen Shixiu	2	陳世修	世修|開封|陳 ;; || ;; 世修|開封|陳	世修 開封 | Chen Shixiu 陳世修
6000000074684997642	Q45480023	Zhang Kecong	2	張克從	克從|京兆萬年|張 ;; || ;; 克從|京兆萬年|張	克從 京兆萬年 | Zhang Kecong 張克從
6000000074685008833	Q45379334	Chen Yougu	2	陳遊古	遊古|鄭州管城|陳 ;; || ;; 遊古|鄭州管城|陳	遊古 鄭州管城 | Chen Yougu 陳遊古
6000000074685159391	Q45378521	Zhang Shao	2	張䙼	䙼|劍州沙縣|張 ;; || ;; 䙼|劍州沙縣|張	䙼 劍州沙縣 | Zhang Shao 張䙼
6000000074685192139	Q45382132	Qiang Xingfu	2	強行父	行父 幼安|杭州錢塘|強 ;; || ;; 行父 幼安|杭州錢塘|強	行父 幼安 杭州錢塘 | Qiang Xingfu 強行父
6000000074685193440	Q45378249	Zhang Kedu	2	張可度	可度|青州益都|張 ;; || ;; 可度|青州益都|張	可度 青州益都 | Zhang Kedu 張可度
6000000074685266054	Q45382130	Qiang Zhiming	2	強陟明	陟明|杭州錢塘|強 ;; || ;; 陟明|杭州錢塘|強	陟明 杭州錢塘 | Qiang Zhiming 強陟明
6000000074685272409	Q45480089	Zhang Keqin	2	張克勤	克勤|京兆萬年|張 ;; || ;; 克勤|京兆萬年|張	克勤 京兆萬年 | Zhang Keqin 張克勤
6000000074685282439	Q11069030	Zhang Maozhao	3	張茂昭	茂昭 豐明||張 ;; || ;; 茂昭 豐明|張|	茂昭 豐明 | Zhang Maozhao 張茂昭 | 茂昭 豐明 張
6000000074685307278	Q45360777	Zhang Kui	2	張奎	奎|劍州沙縣|張 ;; || ;; 奎|劍州沙縣|張	奎 劍州沙縣 | Zhang Kui 張奎
6000000074685377893	Q45355018	Qiang Junming	2	強浚明	浚明|杭州錢塘|強 ;; || ;; 浚明|杭州錢塘|強	浚明 杭州錢塘 | Qiang Junming 強浚明
6000000074685389192	Q45355288	Zhang Huiyan	2	張徽言	徽言|秀州華亭|張 ;; || ;; 徽言|秀州華亭|張	徽言 秀州華亭 | Zhang Huiyan 張徽言
6000000074685390857	Q45363816	Cheng Shi	2	程	|河南洛陽|程 ;; || ;; |河南洛陽|程	河南洛陽 | Cheng Shi (wife of Han Zhen) 程氏(韓縝妻)
6000000074685458194	Q45378247	Zhang Kedao	2	張可道	可道|青州益都|張 ;; || ;; 可道|青州益都|張	可道 青州益都 | Zhang Kedao 張可道
6000000074685466173	Q45360791	Zhang Maohe	2	張茂和	茂和|京兆長安|張 ;; || ;; 茂和|京兆長安|張	茂和 京兆長安 | Zhang Maohe 張茂和
6000000074685493204	Q45378296	Zhang Yuan	2	張元	元|京兆長安|張 ;; || ;; 元|京兆長安|張	元 京兆長安 | Zhang Yuan 張元
6000000074685570974	Q45378292	Zhang Mihuang	2	張	|幽州薊縣|張 ;; || ;; |幽州薊縣|張	幽州薊縣 | Zhang Mihuang 張
6000000074685599986	Q45378300	Zhang Chi	2	張持	持|京兆長安|張 ;; || ;; 持|京兆長安|張	持 京兆長安 | Zhang Chi 張持
6000000074685616939	Q45378289	Zhang Xunyi	2	張	|幽州薊縣|張 ;; || ;; |幽州薊縣|張	幽州薊縣 | Zhang Xunyi 張
6000000074685644963	Q45580380	Zhang Judang	2	張居黨	居黨|宋州襄邑|張 ;; || ;; 居黨|宋州襄邑|張	居黨 宋州襄邑 | Zhang Judang 張居黨
6000000074685653067	Q45580570	Zhang Ansui	2	張安隨	安隨|宋州襄邑|張 ;; || ;; 安隨|宋州襄邑|張	安隨 宋州襄邑 | Zhang Ansui 張安隨
6000000074685660970	Q45580442	Zhang Anwen	2	張安汶	安汶|宋州襄邑|張 ;; || ;; 安汶|宋州襄邑|張	安汶 宋州襄邑 | Zhang Anwen 張安汶
6000000074685665001	Q45480152	Zhang Kezheng	2	張克正	克正|京兆萬年|張 ;; || ;; 克正|京兆萬年|張	克正 京兆萬年 | Zhang Kezheng 張克正
6000000074685671922	Q45632307	Zhang Kerang	3	張克讓	克讓||張 ;; || ;; 克讓|張|	克讓 | Zhang Kerang 張克讓 | 克讓 張
6000000074685682944	Q45366216	Zhang Hong	2	張宏	宏 巨卿|青州益都|張 ;; || ;; 宏 巨卿|青州益都|張	宏 巨卿 青州益都 | Zhang Hong 張宏
6000000074685715899	Q45355315	Zhang Kejiu	2	張可久	可久|青州益都|張 ;; || ;; 可久|青州益都|張	可久 青州益都 | Zhang Kejiu 張可久
6000000074685744866	Q45378304	Zhang Qiao	2	張峭	峭|青州益都|張 ;; || ;; 峭|青州益都|張	峭 青州益都 | Zhang Qiao 張峭
6000000074685744873	Q45363912	Zhang Shi	2	張	|青州益都|張 ;; || ;; |青州益都|張	青州益都 | Zhang Shi (wife of Liang Yanchang) 張氏(梁彥昌妻)
6000000074685758871	Q45479958	Shi Hongxin	2	釋弘信	弘信|京兆萬年|釋 ;; || ;; 弘信|京兆萬年|釋	弘信 京兆萬年 | Shi Hongxin 釋弘信
6000000074685775881	Q45378413	Zhang Da	2	張達	達 通遠|宋州襄邑|張 ;; || ;; 達 通遠|宋州襄邑|張	達 通遠 宋州襄邑 | Zhang Da 張達
6000000074685788853	Q1567169	Zhang Xiaozhong	2	張孝忠	孝忠|京兆長安|張 ;; || ;; 孝忠|京兆長安|張	孝忠 京兆長安 | Zhang Xiaozhong 張孝忠
6000000074685811870	Q45580507	Zhang Ansi	2	張安嗣	安嗣|宋州襄邑|張 ;; || ;; 安嗣|宋州襄邑|張	安嗣 宋州襄邑 | Zhang Ansi 張安嗣
6000000074686582384	Q45524063	Zhao Qingsi	2	趙慶嗣	慶嗣|汾州孝義|趙 ;; || ;; 慶嗣|汾州孝義|趙	慶嗣 汾州孝義 | Zhao Qingsi 趙慶嗣
6000000074686757016	Q45430697	Zhang Shi	2	張	|邠州新平|張 ;; || ;; |邠州新平|張	邠州新平 | Zhang Shi (wife of Sima Pu) 張氏(司馬朴妻)
6000000074689518806	Q45382965	Zhu Zhengci	2	朱正辭	正辭|江陵|朱 ;; || ;; 正辭|江陵|朱	正辭 江陵 | Zhu Zhengci 朱正辭
6000000074689971747	Q45361049	Zhu Baoguang	2	朱葆光	葆光|衡州衡山|朱 ;; || ;; 葆光|衡州衡山|朱	葆光 衡州衡山 | Zhu Baoguang 朱葆光
6000000074690026346	Q45426877	Jia Gonghui	2	賈公迴	公迴|開封|賈 ;; || ;; 公迴|開封|賈	公迴 開封 | Jia Gonghui 賈公迴
6000000074690340083	Q45372433	Jia Gui	2	賈圭	圭 信卿|開封|賈 ;; || ;; 圭 信卿|開封|賈	圭 信卿 開封 | Jia Gui 賈圭
6000000074690366098	Q45426708	Jia Gongsheng	2	賈公盛	公盛|開封|賈 ;; || ;; 公盛|開封|賈	公盛 開封 | Jia Gongsheng 賈公盛
6000000074690385380	Q45382960	Zhu Zhengyi	2	朱正彝	正彝|江陵|朱 ;; || ;; 正彝|江陵|朱	正彝 江陵 | Zhu Zhengyi 朱正彝
6000000074690429020	Q45426750	Jia Gongjing	2	賈公靖	公靖|開封|賈 ;; || ;; 公靖|開封|賈	公靖 開封 | Jia Gongjing 賈公靖
6000000074690485980	Q45372436	Jia Zhang	2	賈章	章|開封|賈 ;; || ;; 章|開封|賈	章 開封 | Jia Zhang 賈章
6000000074690544325	Q45418025	Zhou Wan	2	周琬	琬 東玉|青州益都|周 ;; || ;; 琬 東玉|青州益都|周	琬 東玉 青州益都 | Zhou Wan 周琬
6000000074690592930	Q45426667	Jia Gongding	2	賈公定	公定|開封|賈 ;; || ;; 公定|開封|賈	公定 開封 | Jia Gongding 賈公定
6000000074690614945	Q45355835	Jia Qing	2	賈青	青 春卿|同州韓城|賈 ;; || ;; 青 春卿|同州韓城|賈	青 春卿 同州韓城 | Jia Qing 賈青
6000000074690658293	Q45427362	Zhu Zhengyong	2	朱正用	正用|江陵|朱 ;; || ;; 正用|江陵|朱	正用 江陵 | Zhu Zhengyong 朱正用
6000000074690693308	Q45377531	Fu Zhuanshi	2	傅傳師	傳師|越州山陰|傅 ;; || ;; 傳師|越州山陰|傅	傳師 越州山陰 | Fu Zhuanshi 傅傳師
6000000074690740899	Q45426792	Jia Gongyong	2	賈公詠	公詠|開封|賈 ;; || ;; 公詠|開封|賈	公詠 開封 | Jia Gongyong 賈公詠
6000000074690746875	Q45426834	Jia Gongzheng	2	賈公正	公正|開封|賈 ;; || ;; 公正|開封|賈	公正 開封 | Jia Gongzheng 賈公正
6000000074690771845	Q10535272	Jia Changchao	2	賈昌朝	昌朝 子明|開封|賈 ;; || ;; 昌朝 子明|開封|賈	昌朝 子明 開封 | Jia Changchao 賈昌朝
6000000074690867256	Q45429087	Fang Shi	2	方	|婺州武義|方 ;; || ;; |婺州武義|方	婺州武義 | Fang Shi (concubine of Lü Daqi) 方氏(呂大器妾)
6000000074690923234	Q45384010	Fan Changyou	2	范昌祐	昌祐|成都華陽|范 ;; || ;; 昌祐|成都華陽|范	昌祐 成都華陽 | Fan Changyou 范昌祐
6000000074690987026	Q45361029	Zhou Yanxian	2	周彥先	彥先 師古|泰州海陵|周 ;; || ;; 彥先 師古|泰州海陵|周	彥先 師古 泰州海陵 | Zhou Yanxian 周彥先
6000000074691006057	Q45355946	Zhou Zhi	2	周秩	秩 重實|婺州金華|周 ;; || ;; 秩 重實|婺州金華|周	秩 重實 婺州金華 | Zhou Zhi 周秩
6000000074691183036	Q45356064	Zhu Xun	2	朱巽	巽 順之|盱貽天長|朱 ;; || ;; 巽 順之|盱貽天長|朱	巽 順之 盱貽天長 | Zhu Xun 朱巽
6000000074691266041	Q45384011	Fan Sui	2	范璲	璲|成都華陽|范 ;; || ;; 璲|成都華陽|范	璲 成都華陽 | Fan Sui 范璲
6000000074691325032	Q45384094	Fan Zhongwei	2	范仲微	仲微 希元|開封|范 ;; || ;; 仲微 希元|開封|范	仲微 希元 開封 | Fan Zhongwei 范仲微
6000000074691340916	Q45382963	Zhu Zhengji	2	朱正基	正基|江陵|朱 ;; || ;; 正基|江陵|朱	正基 江陵 | Zhu Zhengji 朱正基
6000000074691343982	Q45382948	Zhu Duan	2	朱端	端|京兆長安|朱 ;; || ;; 端|京兆長安|朱	端 京兆長安 | Zhu Duan 朱端
6000000074691377855	Q45367406	Zhou Gang	2	周	|泰州海陵|周 ;; || ;; |泰州海陵|周	泰州海陵 | Zhou Gang 周
6000000074691421065	Q45361204	Feng Shen	2	馮諶	諶|鄂州武昌|馮 ;; || ;; 諶|鄂州武昌|馮	諶 鄂州武昌 | Feng Shen 馮諶
6000000074691437975	Q45404171	Fan Hong	2	范洪	洪|開封|范 ;; || ;; 洪|開封|范	洪 開封 | Fan Hong 范洪
6000000074691449925	Q45427320	Zhu Zhengji	2	朱正紀	正紀|江陵|朱 ;; || ;; 正紀|江陵|朱	正紀 江陵 | Zhu Zhengji 朱正紀
6000000074691497821	Q45355955	Zhou Tong	2	周穜	穜 仁熟|婺州金華|周 ;; || ;; 穜 仁熟|婺州金華|周	穜 仁熟 婺州金華 | Zhou Tong 周穜
6000000074691505127	Q45425545	Fu Tianqi	2	傅天啟	天啟|越州山陰|傅 ;; || ;; 天啟|越州山陰|傅	天啟 越州山陰 | Fu Tianqi 傅天啟
6000000074691542050	Q45361080	Fan Shide	2	范世德	世德 彥武|青州益都|范 ;; || ;; 世德 彥武|青州益都|范	世德 彥武 青州益都 | Fan Shide 范世德
6000000074691545888	Q45382991	Zhu Xie	2	朱協	協|江陵|朱 ;; || ;; 協|江陵|朱	協 江陵 | Zhu Xie 朱協
6000000074691555052	Q45377483	Fu Guangbi	2	傅光弼	光弼|越州山陰|傅 ;; || ;; 光弼|越州山陰|傅	光弼 越州山陰 | Fu Guangbi 傅光弼
6000000074691624853	Q45363796	Zhu Shi	2	朱	|江陵|朱 ;; || ;; |江陵|朱	江陵 | Zhu Shi (mother of Feng Jing) 朱氏(馮京母)
6000000074691627840	Q45382958	Zhu Bi	2	朱祕	祕|鄧州南陽|朱 ;; || ;; 祕|鄧州南陽|朱	祕 鄧州南陽 | Zhu Bi 朱祕
6000000074691634843	Q45382955	Zhu Qi	2	朱起	起|京兆長安|朱 ;; || ;; 起|京兆長安|朱	起 京兆長安 | Zhu Qi 朱起
6000000074691634903	Q45364077	Zhu Shi	2	朱	|盱貽天長|朱 ;; || ;; |盱貽天長|朱	盱貽天長 | Zhu Shi (wife of Zeng Gongwang) 朱氏(曾公望妻)
6000000074691661835	Q45382953	Zhu Yi	2	朱頤	頤|京兆長安|朱 ;; || ;; 頤|京兆長安|朱	頤 京兆長安 | Zhu Yi 朱頤
6000000074691673915	Q45378702	Fan Zhongjiao	2	范仲較	仲較 世卿|開封祥符|范 ;; || ;; 仲較 世卿|開封祥符|范	仲較 世卿 開封祥符 | Fan Zhongjiao 范仲較
6000000074691677822	Q45382950	Zhu E	2	朱鄂	鄂|京兆長安|朱 ;; || ;; 鄂|京兆長安|朱	鄂 京兆長安 | Zhu E 朱鄂
6000000074691745019	Q45377491	Fu Zongyi	2	傅宗翊	宗翊|越州山陰|傅 ;; || ;; 宗翊|越州山陰|傅	宗翊 越州山陰 | Fu Zongyi 傅宗翊
6000000074691772869	Q45384016	Fan Du	2	范度	度|成都華陽|范 ;; || ;; 度|成都華陽|范	度 成都華陽 | Fan Du 范度
6000000074691773051	Q45425938	Han Yan	2	韓曮	曮|信州上饒|韓 ;; || ;; 曮|信州上饒|韓	曮 信州上饒 | Han Yan 韓曮
6000000074691792857	Q45404166	Fan Wo	2	范渥	渥|開封|范 ;; || ;; 渥|開封|范	渥 開封 | Fan Wo 范渥
6000000074691806017	Q45356325	Han Qiu	2	韓球	球 美成|信州上饒|韓 ;; || ;; 球 美成|信州上饒|韓	球 美成 信州上饒 | Han Qiu 韓球
6000000074691842879	Q45404168	Fan Zuren	2	范祖仁	祖仁|開封|范 ;; || ;; 祖仁|開封|范	祖仁 開封 | Fan Zuren 范祖仁
6000000074691900889	Q45384130	Fan Xi	2	范禧	禧|青州益都|范 ;; || ;; 禧|青州益都|范	禧 青州益都 | Fan Xi 范禧
6000000074691941039	Q45425979	Han Li	2	韓歷	歷|信州上饒|韓 ;; || ;; 歷|信州上饒|韓	歷 信州上饒 | Han Li 韓歷
6000000074691955933	Q45377495	Fu Jue	2	傅玨	玨|越州山陰|傅 ;; || ;; 玨|越州山陰|傅	玨 越州山陰 | Fu Jue 傅玨
6000000074691962954	Q45377528	Fu Moqing	2	傅墨卿	墨卿 國華|越州山陰|傅 ;; || ;; 墨卿 國華|越州山陰|傅	墨卿 國華 越州山陰 | Fu Moqing 傅墨卿
6000000074691995903	Q45377486	Fu Lin	2	傅霖	霖|越州山陰|傅 ;; || ;; 霖|越州山陰|傅	霖 越州山陰 | Fu Lin 傅霖
6000000074692006933	Q45377513	Fu Ying	2	傅瑩	瑩|越州山陰|傅 ;; || ;; 瑩|越州山陰|傅	瑩 越州山陰 | Fu Ying 傅瑩
6000000074692008821	Q45361121	Fan Shen	2	范紳	紳|青州益都|范 ;; || ;; 紳|青州益都|范	紳 青州益都 | Fan Shen 范紳
6000000074692014988	Q45425584	Fu Tianqin	2	傅天勤	天勤|越州山陰|傅 ;; || ;; 天勤|越州山陰|傅	天勤 越州山陰 | Fu Tianqin 傅天勤
6000000074692015899	Q45425626	Fu Tianxu	2	傅天敘	天敘|越州山陰|傅 ;; || ;; 天敘|越州山陰|傅	天敘 越州山陰 | Fu Tianxu 傅天敘
6000000074692071847	Q45363949	Fang Shi	2	方	|嚴州桐廬|方 ;; || ;; |嚴州桐廬|方	嚴州桐廬 | Fang Shi (wife of Lü Datong) 方氏(呂大同妻)
6000000074692099847	Q45425461	Fu Tianzhi	2	傅天秩	天秩|越州山陰|傅 ;; || ;; 天秩|越州山陰|傅	天秩 越州山陰 | Fu Tianzhi 傅天秩
6000000074692100867	Q45364495	Fu Shi	2	傅	|越州山陰|傅 ;; || ;; |越州山陰|傅	越州山陰 | Fu Shi of Liu Wo ) 傅氏(劉握妻)
6000000074692124898	Q45377479	Fu Ye	2	傅鄴	鄴|越州山陰|傅 ;; || ;; 鄴|越州山陰|傅	鄴 越州山陰 | Fu Ye 傅鄴
6000000074692148831	Q45382985	Feng Xiang	2	馮	|鄂州武昌|馮 ;; || ;; |鄂州武昌|馮	鄂州武昌 | Feng Xiang 馮
6000000074692168857	Q45364965	Fu Shi	2	傅	|越州山陰|傅 ;; || ;; |越州山陰|傅	越州山陰 | Fu Shi (wife of Guan Lu) 傅氏(關魯妻)
6000000074692179863	Q45377489	Fu Ansui	2	傅安遂	安遂|越州山陰|傅 ;; || ;; 安遂|越州山陰|傅	安遂 越州山陰 | Fu Ansui 傅安遂
6000000074692216916	Q65820396	Han Shi	3	韓螺	螺||韓 ;; || ;; 螺|韓|	螺 | Han Shi (Lü Zuqian's Wife 2) 韓氏(呂祖謙妻2) | 螺 韓
6000000074692243826	Q45356303	Fu Zhuanzheng	2	傅傳正	傳正|越州山陰|傅 ;; || ;; 傳正|越州山陰|傅	傳正 越州山陰 | Fu Zhuanzheng 傅傳正
6000000074692251821	Q45377481	Fu Shibi	2	傅仕弼	仕弼|越州山陰|傅 ;; || ;; 仕弼|越州山陰|傅	仕弼 越州山陰 | Fu Shibi 傅仕弼
6000000074692259000	Q45365674	Xianyu Qun	2	鮮于群	群 無黨|閬州閬中|鮮于 ;; || ;; 群 無黨|閬州閬中|鮮于	群 無黨 閬州閬中 | Xianyu Qun 鮮于群
6000000074692259829	Q45425503	Fu Tianmu	2	傅天牧	天牧|越州山陰|傅 ;; || ;; 天牧|越州山陰|傅	天牧 越州山陰 | Fu Tianmu 傅天牧
6000000074692799846	Q45356737	Xu Mao	2	許懋	懋 敏修|興化仙遊|許 ;; || ;; 懋 敏修|興化仙遊|許	懋 敏修 興化仙遊 | Xu Mao 許懋
6000000074698241821	Q45356829	Hu Yixiu	2	胡奕脩	奕脩 叔微|常州武進|胡 ;; || ;; 奕脩 叔微|常州武進|胡	奕脩 叔微 常州武進 | Hu Yixiu 胡奕脩
6000000074698440419	Q45363800	Li Shi	2	李	|開封|李 ;; || ;; |開封|李	開封 | Li Shi (wife of Han Qiu) 李氏(韓球妻)
6000000074698458434	Q45364109	Li Shi	2	李	|開封|李 ;; || ;; |開封|李	開封 | Li Shi (wife of Wang Bi) 李氏(王毖妻)
6000000074698517247	Q45377390	Guan Jingren	2	關景仁	景仁 彥長|越州會稽|關 ;; || ;; 景仁 彥長|越州會稽|關	景仁 彥長 越州會稽 | Guan Jingren 關景仁
6000000074698613112	Q45377459	Guan Jingyuan	2	關景元	景元|越州會稽|關 ;; || ;; 景元|越州會稽|關	景元 越州會稽 | Guan Jingyuan 關景元
6000000074698645102	Q45377470	Guan Zhu	2	關注	注 子東|越州會稽|關 ;; || ;; 注 子東|越州會稽|關	注 子東 越州會稽 | Guan Zhu 關注
6000000074698647128	Q45377452	Guan Lu	2	關魯	魯|越州會稽|關 ;; || ;; 魯|越州會稽|關	魯 越州會稽 | Guan Lu 關魯
6000000074698755408	Q45562125	Li Qu	2	李璩	璩|京兆長安|李 ;; || ;; 璩|京兆長安|李	璩 京兆長安 | Li Qu 李璩
6000000074698836945	Q45357159	Guan Qi	2	關杞	杞|越州會稽|關 ;; || ;; 杞|越州會稽|關	杞 越州會稽 | Guan Qi 關杞
6000000074698882911	Q45377456	Guan Jingfen	2	關景芬	景芬|越州會稽|關 ;; || ;; 景芬|越州會稽|關	景芬 越州會稽 | Guan Jingfen 關景芬
6000000074698890926	Q45377462	Guan Xisheng	2	關希聲	希聲|越州會稽|關 ;; || ;; 希聲|越州會稽|關	希聲 越州會稽 | Guan Xisheng 關希聲
6000000074698910917	Q45365747	Guan Jinghui	2	關景暉	景暉|越州會稽|關 ;; || ;; 景暉|越州會稽|關	景暉 越州會稽 | Guan Jinghui 關景暉
6000000074698913019	Q45561805	Li Yi	2	李懿	懿|京兆長安|李 ;; || ;; 懿|京兆長安|李	懿 京兆長安 | Li Yi 李懿
6000000074698936872	Q45377469	Guan Xie	2	關澥	澥 子容|越州會稽|關 ;; || ;; 澥 子容|越州會稽|關	澥 子容 越州會稽 | Guan Xie 關澥
6000000074698960849	Q45377466	Guan Jingshan	2	關景山	景山 彥瞻|越州會稽|關 ;; || ;; 景山 彥瞻|越州會稽|關	景山 彥瞻 越州會稽 | Guan Jingshan 關景山
6000000074698987250	Q45561489	Li Cong	2	李聰	聰|京兆長安|李 ;; || ;; 聰|京兆長安|李	聰 京兆長安 | Li Cong 李聰
6000000074699087194	Q45562187	Li ?	2	李㻌	㻌|京兆長安|李 ;; || ;; 㻌|京兆長安|李	㻌 京兆長安 | Li ? 李㻌
6000000074699120201	Q45561553	Li Zong	2	李揔	揔|京兆長安|李 ;; || ;; 揔|京兆長安|李	揔 京兆長安 | Li Zong 李揔
6000000074699131195	Q65803760	Li Shi	2	李	||李 ;; || ;; |李|	李 | Li Shi of Li Ting) 李氏(李聽女)
6000000074699136117	Q45361691	Li Xiaoxian	2	李孝先	孝先 介叔 玠叔|宣州宣城|李 ;; || ;; 孝先 介叔 玠叔|宣州宣城|李	孝先 介叔 玠叔 宣州宣城 | Li Xiaoxian 李孝先
6000000074699158118	Q11096098	Li Xian	2	李憲	憲|京兆長安|李 ;; || ;; 憲|京兆長安|李	憲 京兆長安 | Li Xian 李憲
6000000074699276861	Q45357328	Li Zhi	2	李稙	稙 元直|泗州臨淮|李 ;; || ;; 稙 元直|泗州臨淮|李	稙 元直 泗州臨淮 | Li Zhi 李稙
6000000074699287996	Q45561678	Li Ping	2	李憑	憑|京兆長安|李 ;; || ;; 憑|京兆長安|李	憑 京兆長安 | Li Ping 李憑
6000000074699294048	Q45392819	Li Qin	2	李欽	欽|臨州狄道|李 ;; || ;; 欽|臨州狄道|李	欽 臨州狄道 | Li Qin 李欽
6000000074699315063	Q45602475	Li Mou	2	李某	某|京兆長安|李 ;; || ;; 某|京兆長安|李	某 京兆長安 | Li Mou 李某
6000000074699315067	Q45602538	Li Dang	2	李璫	璫|京兆長安|李 ;; || ;; 璫|京兆長安|李	璫 京兆長安 | Li Dang 李璫
6000000074699317105	Q45357396	Li Hanzhang	2	李含章	含章 明用|宣州宣城|李 ;; || ;; 含章 明用|宣州宣城|李	含章 明用 宣州宣城 | Li Hanzhang 李含章
6000000074699354035	Q45553927	Li Mou	2	李某	某|京兆長安|李 ;; || ;; 某|京兆長安|李	某 京兆長安 | Li Mou 李某
6000000074699360972	Q45576762	Li Yan	2	李琂	琂|青州益都|李 ;; || ;; 琂|青州益都|李	琂 青州益都 | Li Yan 李琂
6000000074699376988	Q45561616	Li Xun	2	李愻	愻|京兆長安|李 ;; || ;; 愻|京兆長安|李	愻 京兆長安 | Li Xun 李愻
6000000074699382937	Q45392816	Li Sigong	2	李思恭	思恭|臨州狄道|李 ;; || ;; 思恭|臨州狄道|李	思恭 臨州狄道 | Li Sigong 李思恭
6000000074699384927	Q45392831	Li Pan	2	李磻	磻|宣州宣城|李 ;; || ;; 磻|宣州宣城|李	磻 宣州宣城 | Li Pan 李磻
6000000074699386971	Q45561997	Li Zhang	2	李璋	璋|京兆長安|李 ;; || ;; 璋|京兆長安|李	璋 京兆長安 | Li Zhang 李璋
6000000074699410983	Q45603560	Li Fu	2	李怤	怤|京兆長安|李 ;; || ;; 怤|京兆長安|李	怤 京兆長安 | Li Fu 李怤
6000000074699462923	Q45562439	Li Yin	2	李慇	慇|京兆長安|李 ;; || ;; 慇|京兆長安|李	慇 京兆長安 | Li Yin 李慇
6000000074699491861	Q45651325	Li Pi	2	李玭	玭|慈州文城|李 ;; || ;; 玭|慈州文城|李	玭 慈州文城 | Li Pi 李玭
6000000074699504882	Q45363562	Li You	2	李游	游|袁州宜春|李 ;; || ;; 游|袁州宜春|李	游 袁州宜春 | Li You 李游
6000000074699507871	Q45561742	Li Shu	2	李恕	恕|京兆長安|李 ;; || ;; 恕|京兆長安|李	恕 京兆長安 | Li Shu 李恕
6000000074699511888	Q45562061	Li Jin	2	李瑾	瑾|京兆長安|李 ;; || ;; 瑾|京兆長安|李	瑾 京兆長安 | Li Jin 李瑾
6000000074699523847	Q45612760	Li Chu	2	李除	除|京兆長安|李 ;; || ;; 除|京兆長安|李	除 京兆長安 | Li Chu 李除
6000000074699523856	Q45562375	Li Ji	2	李惎	惎|京兆長安|李 ;; || ;; 惎|京兆長安|李	惎 京兆長安 | Li Ji 李惎
6000000074699526868	Q45363564	Li Xianyong	2	李咸用	咸用|吉州廬陵|李 ;; || ;; 咸用|吉州廬陵|李	咸用 吉州廬陵 | Li Xianyong 李咸用
6000000074699554875	Q45392830	Li Shiwen	2	李師文	師文|宣州宣城|李 ;; || ;; 師文|宣州宣城|李	師文 宣州宣城 | Li Shiwen 李師文
6000000074699560848	Q45448080	Li Gao	3	李縞	縞 縞||李 ;; || ;; 縞 縞|李|	縞 縞 | Li Gao 李縞 | 縞 縞 李
6000000074699570821	Q45392826	Li Zhaoyi	2	李昭逸	昭逸|吉州廬陵|李 ;; || ;; 昭逸|吉州廬陵|李	昭逸 吉州廬陵 | Li Zhaoyi 李昭逸
6000000074699570876	Q45561935	Li Zhuo	2	李琢	琢|京兆長安|李 ;; || ;; 琢|京兆長安|李	琢 京兆長安 | Li Zhuo 李琢
6000000074699583864	Q45562312	Li Yu	2	李琟	琟|京兆長安|李 ;; || ;; 琟|京兆長安|李	琟 京兆長安 | Li Yu 李琟
6000000074699597833	Q45562249	Li Qiong	2	李瓊	瓊|京兆長安|李 ;; || ;; 瓊|京兆長安|李	瓊 京兆長安 | Li Qiong 李瓊
6000000074699600849	Q18118511	Li Ting	2	李聽	聽|京兆長安|李 ;; || ;; 聽|京兆長安|李	聽 京兆長安 | Li Ting 李聽
6000000074699610835	Q45553863	Li Xi	2	李係	係|京兆長安|李 ;; || ;; 係|京兆長安|李	係 京兆長安 | Li Xi 李係
6000000074700392405	Q45377016	Liu Mengrong	2	劉孟容	孟容 公度|隆興府|劉 ;; || ;; 孟容 公度|隆興府|劉	孟容 公度 隆興府 | Liu Mengrong 劉孟容
6000000074700522180	Q45377009	Liu Guicong	2	劉龜從	龜從|臨江清江|劉 ;; || ;; 龜從|臨江清江|劉	龜從 臨江清江 | Liu Guicong 劉龜從
6000000074700844933	Q45377006	Liu Guinian	2	劉龜年	龜年 且老|臨江清江|劉 ;; || ;; 龜年 且老|臨江清江|劉	龜年 且老 臨江清江 | Liu Guinian 劉龜年
6000000074700873422	Q10897425	Liu Cen	2	劉岑	岑 季高|江寧溧陽|劉 ;; || ;; 岑 季高|江寧溧陽|劉	岑 季高 江寧溧陽 | Liu Cen 劉岑
6000000074700925175	Q45383513	Liu Wu	2	劉握	握|湖州長興|劉 ;; || ;; 握|湖州長興|劉	握 湖州長興 | Liu Wu 劉握
6000000074700925190	Q45383569	Liu Song	2	劉崧	崧 伯高|湖州歸安|劉 ;; || ;; 崧 伯高|湖州歸安|劉	崧 伯高 湖州歸安 | Liu Song 劉崧
6000000074700947308	Q45361929	Liu Qiao	2	劉嶠	嶠 仲高|湖州歸安|劉 ;; || ;; 嶠 仲高|湖州歸安|劉	嶠 仲高 湖州歸安 | Liu Qiao 劉嶠
6000000074700990853	Q45377012	Liu Guixi	2	劉龜習	龜習|臨江清江|劉 ;; || ;; 龜習|臨江清江|劉	龜習 臨江清江 | Liu Guixi 劉龜習
6000000074701003519	Q45358317	Meng Chong	3	孟充	充||孟 ;; || ;; 充|孟|	充 | Meng Chong 孟充 | 充 孟
