geni_id	person	token	father_geni	father_qid	father_p735	p144_targets	status	person_qid
6000000002237757397	Jørgen Eilersen Grubbe af Tostrup	eilersen	6000000002237838637	Q19560631	Q30147472	Q30147472	RESOLVES	Q110304692
6000000002237838637	Eiler Sivertsen Grubbe	sivertsen	6000000002660069175	Q108840616		Q19869345 Q30643295	father has no P735 given name object	Q19560631
6000000002238234683	Poul Petersen Vogt	petersen	6000000011230083984	Q109835986	Q2793400	Q10622039 Q15897204 Q21148379 Q10625184 Q65824536	P735 not among the patronymic's P144 values	Q109835574
6000000002238741924	Anne Cathrine Christiansdatter af Slesvig og Holsten	christiansdatter	4104731	Q153586	Q18001597	Q12794332 Q21034625 Q11279730	P735 not among the patronymic's P144 values	Q4575564
6000000002238942335	Breide Henriksen Rantzau til Brændegård og Lindholm	henriksen	6000000005677143001	Q514079	Q594279	Q594279 Q2018484 Q1619450	RESOLVES	Q12304330
6000000002240813932	Eadgyth Gōdwinesdatter Queen of England	gōdwinesdatter	6000000001156548017	Q318142	Q16561310		patronymic item has no P144 derivation	
6000000002244599188	Susanne Thomasdatter Wegner	thomasdatter	6000000005421141184	Q12006062	Q16428906 Q1546318	Q16428906 Q30585163	RESOLVES	
6000000002244599202	Christen Tomasson Wegner	tomasson	6000000005421141184	Q12006062	Q16428906 Q1546318	Q16428906 Q3300071	RESOLVES	
6000000002244827382	Elisabeth Augusta Christiansdatter af Danmark og Norge von Oldenburg	christiansdatter	4104731	Q153586	Q18001597	Q12794332 Q21034625 Q11279730	P735 not among the patronymic's P144 values	Q1755340
6000000002244843391	Hedwig Christina Christiansdatter Munk	christiansdatter	4104731	Q153586	Q18001597	Q12794332 Q21034625 Q11279730	P735 not among the patronymic's P144 values	Q2411320
6000000002245265100	Frands Mikkelsen Brockenhuus Til Bramstrup og Egeskov	mikkelsen	4974657752030131736	Q110549514	Q1459707	Q1459707 Q14626626 Q4927524 Q32731373	RESOLVES	Q5586964
6000000002248519594	Henrik Breidesen Rantzau	breidesen	6000000002238942335	Q12304330			father has no P735 given name object	
6000000002249410881	Magdalene Margrethe Nielsdatter Randulf	nielsdatter	6000000002893766729	Q115858654		Q2001572 Q16423038 Q2001572 Q2001572	father has no P735 given name object	
6000000002257463358	Margareta Eriksdotter Slang till Skäggböle	eriksdotter	6000000001343384419	Q112970890		Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	father has no P735 given name object	
6000000002262185474	Ólafur Gudrødsson Guðröðarson	gudrødsson	6000000000351045913	Q16573125			father has no P735 given name object	
6000000002269317146	Måns Eriksson Ulfsparre af Broxvik d.y.	eriksson	6000000178141848830	Q98930292	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q15277207 Q19798835 Q19828986	RESOLVES	Q128803951
6000000002278350800	Ingeborg Andersdatter Winther	andersdatter	6000000001763979372	Q112540646		Q8843357 Q4926263 Q8843357 Q490500	father has no P735 given name object	Q122926311
6000000002278350819	Dorothe Andersdatter Huitfeldt	andersdatter	6000000001763979372	Q112540646		Q8843357 Q4926263 Q8843357 Q490500	father has no P735 given name object	Q122925496
6000000002278354079	Gundel Vincentdatter Lunge	vincentdatter	6000000001138991039	Q1337903	Q75083186	Q48780702 Q114752157	P735 not among the patronymic's P144 values	
6000000002278421040	Margrete Jakobsdatter Huitfeldt	jakobsdatter	6000000001764021158	Q96244118	Q16747395	Q16747395 Q25999604 Q16747395	RESOLVES	
6000000002278421046	Eiler Jakobsen Huitfeldt	jakobsen	6000000001764021158	Q96244118	Q16747395	Q16747395 Q25999604 Q16747395	RESOLVES	
6000000002278421052	Dorethe Jakobsdatter Huitfeldt	jakobsdatter	6000000001764021158	Q96244118	Q16747395	Q16747395 Q25999604 Q16747395	RESOLVES	
6000000002278421058	Sophia Jakobsdatter Huitfeldt	jakobsdatter	6000000001764021158	Q96244118	Q16747395	Q16747395 Q25999604 Q16747395	RESOLVES	
6000000002278421166	Eiler Henrichsen Brockenhuus	henrichsen	6000000008625075458	Q103780730	Q594279	Q594279 Q2018484 Q21147934 Q1619450	RESOLVES	
6000000002278454460	Cornelius Hansen Blom	hansen	6000000011701067393	Q31661581	Q632842	Q632842 Q632842	RESOLVES	
6000000002289696069	Karen Torbjørnsdatter Ebna	torbjørnsdatter	6000000000573841785	Q110302794		Q19828989 Q30129148	father has no P735 given name object	
6000000002294838133	Maria Samuelsdotter Hartman	samuelsdotter	6000000002294857103	Q23040131	Q629347	Q629347 Q18760965	RESOLVES	Q115974109
6000000002294859611	Simon Henriksson Justander	henriksson	6000000000199997693	Q115974107		Q594279 Q21147934 Q16908634 Q2018484 Q117829414 Q1619450	father has no P735 given name object	
6000000002300936974	Jep Andersen Lunge Til Næsby	andersen	5002357788950031467	Q110302974		Q8843357 Q4926263 Q511666 Q8843357 Q8843357	father has no P735 given name object	
6000000002303218764	Jens Andersen Bernhoft	andersen	6000000000262325607	Q140556714		Q8843357 Q4926263 Q511666 Q8843357 Q8843357	father has no P735 given name object	
6000000002322154651	Beata Persdotter Gyllensvärd	persdotter	6000000001985522486	Q140936267	Q13582800	Q13582800 Q19869349 Q15897150	RESOLVES	
6000000002322160030	Virginia Persdotter Örnvinge	persdotter	6000000001985522486	Q140936267	Q13582800	Q13582800 Q19869349 Q15897150	RESOLVES	
6000000002322328040	Harold I Harefoot Knutsson King of England	knutsson	347803456540001332	Q134128	Q18565341	Q943881 Q18565341 Q28798237 Q943881 Q98669211	RESOLVES	
6000000002324372558	Catharina Elisabeth Gabrielsdotter Wallenius	gabrielsdotter	4209346513620126540	Q18688664	Q4925914	Q4925914	RESOLVES	
6000000002325798114	Karen Bentsdatter Bille	bentsdatter	6000000000781629074	Q110549451		Q818202	father has no P735 given name object	Q110303313
6000000002325801413	Bodil Håkonsdatter Håkonsdatter	håkonsdatter	3624768	Q31721	Q15711061	Q15711061 Q9383939	RESOLVES	Q101248740
6000000002325812089	Ermegard Eggertsdotter Frille	eggertsdotter	6000000001504748457	Q110549453		Q55375963	father has no P735 given name object	Q110549452
6000000002325812550	Peder Erichsen Bredal	erichsen	6000000000704969473	Q14523631	Q750186	Q15277196 Q750186 Q12788459 Q19798835	RESOLVES	
6000000002325844196	Gyrid Andresdatter Stovreim	andresdatter	6000000003645734242	Q101248133	Q18091406	Q4926263 Q8843357	P735 not among the patronymic's P144 values	Q101247947
6000000002325844220	Gregorius Andresson Stovreim	andresson	6000000003645672596	Q28717826	Q18091406	Q8843357	P735 not among the patronymic's P144 values	Q75393579
6000000002325846313	N.N. Henriksdatter Gyldenløve	henriksdatter	6000000004533114060	Q17131005	Q594279	Q594279 Q2018484 Q117829414	RESOLVES	
6000000002325846407	Eline Nicolausdatter	nicolausdatter	6000000001464688164	Q103781649		Q1986777 Q86008977	father has no P735 given name object	Q103781633
6000000002325846848	Elisabeth Lauritzdatter Torgilsen Årvollstre	lauritzdatter	6000000007507630375	Q110302783		Q13695998 Q21061253	father has no P735 given name object	
6000000002328658631	Tønnes Christiansen	christiansen	6000000011329696852	Q141242389		Q12794332 Q11279730 Q21034625 Q14639862	father has no P735 given name object	
6000000002330809317	Bjørn Lauritsen Bjørheim	lauritsen	6000000003422289517	Q141216489	Q21061253	Q21061253 Q13695998 Q107723833	RESOLVES	
6000000002334308324	Birger Magnusson	magnusson	317651825030005113	Q350220	Q18109457	Q18109457	RESOLVES	
6000000002335691955	Rakel Maria Govertsdatter Årsvoll	govertsdatter	6000000008174080446	Q141216470	Q20725207		patronymic item has no P144 derivation	Q141225244
6000000002340148279	Elsebeth Malene Magnusdotter Mel	magnusdotter	6000000002340123964	Q1079343	Q18111651 Q18109457	Q18109457	RESOLVES	
6000000002349109318	Inger Hermansdatter Flemming	hermansdatter	4956155249690042111	Q103782487	Q16276646	Q16276646 Q1158570	RESOLVES	Q103780848
6000000002349465441	Birgitte Joachimsdatter Flemming	joachimsdatter	4956106785230077527	Q103782013		Q4926961 Q16429390	father has no P735 given name object	
6000000002349480748	Corfitz Tønnesen Rønnow	tønnesen	6000000002813303200	Q110549507		Q12008141 Q51171141	father has no P735 given name object	Q110549506
6000000002350088553	Cecilie Olufsdatter Lunge	olufsdatter	6000000003375343789	Q96240721		Q2021323 Q18089653 Q3881452 Q2021323	father has no P735 given name object	
6000000002351502713	Jakob Sørensen Stage	sørensen	6000000000175785551	Q136108760	Q7174941	Q7174941 Q18572206 Q50875453	RESOLVES	
6000000002355501583	Helena Elisabeth Henriksdotter Argillander	henriksdotter	6000000001924768548	Q56875343	Q594279	Q594279 Q21147934 Q16908634 Q2018484	RESOLVES	Q141103841
6000000002360157423	Nils Axelsson Posse d.ä.	axelsson	6000000002736610064	Q5562890	Q5407300		patronymic item has no P144 derivation	Q110548953
6000000002360166365	Elin Nilsdotter Posse	nilsdotter	6000000002360157423	Q110548953	Q16423038	Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	RESOLVES	
6000000002370570195	Karl Reinhold Jakobsson Bonsdorff	jakobsson	6000000000199598898	Q5581976	Q16747395 Q25999604	Q16747395 Q25999604 Q15921890	RESOLVES	
6000000002370640619	Viktor Lorentsson Runeberg	lorentsson	6000000000636541705	Q72550371	Q15635254	Q21061236 Q6680483	P735 not among the patronymic's P144 values	
6000000002374397365	Svorker Svensson	svensson	6000000006513568001	Q31709	Q2370957 Q2604429	Q2370957 Q18953711 Q25929427 Q2370957	RESOLVES	
6000000002383370670	Nils Henrik Larsson Sacklén	larsson	6000000001389335105	Q105705577	Q15635262	Q15635262 Q1303231 Q15635262	RESOLVES	
6000000002383541255	Maria Kristina Samuelsdotter Forsén	samuelsdotter	6000000001283826782	Q5737734	Q629347	Q629347 Q18760965	RESOLVES	
6000000002383810792	Pehr Gabrielsson Wallenius	gabrielsson	4209346513620126540	Q18688664	Q4925914	Q4925914	RESOLVES	
6000000002391761511	Eline Eriksdatter Orm til Kjærland	eriksdatter	6000000002391786177	Q110302808		Q750186 Q15277196 Q19798835 Q12788459	father has no P735 given name object	
6000000002395389417	Erik Pedersson Brahe till Visingsborg	pedersson	6000000002410580955	Q1357329	Q13582800	Q10622039 Q15897708 Q15897204	P735 not among the patronymic's P144 values	Q5584481
6000000002396124293	Hedvig Charlotta Carlsdotter Cronstedt	carlsdotter	6000000006127594445	Q1039964	Q2529610	Q2529610 Q15731830 Q1044619 Q1719508 Q4259083 Q2958359	RESOLVES	
6000000002401032449	Samuel Johansson Alopaeus	johansson	6000000005736964297	Q128043662		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	
6000000002411140917	Jonas ~ Hansson (Svinhufvud)	hansson	6000000006127713586	Q136383909		Q632842 Q4413537	father has no P735 given name object	
6000000002411965383	Johan Ottesen Rud til Møgelkjær	ottesen	5468385692850038021	Q4357070	Q18029644	Q21144023 Q18029644 Q2037285 Q1757370	RESOLVES	
6000000002412019125	Erik Eilersen Hardenberg slægtens sidste mand	eilersen	6000000001504827410	Q5790142	Q30147472	Q30147472	RESOLVES	
6000000002413719274	Torbjørn Pederson Foss	pederson	6000000002482240141	Q141206080	Q10622039	Q10622039 Q10622039 Q15897204	RESOLVES	
6000000002420608127	Margareta Johansdotter Wegelius	johansdotter	6000000000695557087	Q112968272		Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	father has no P735 given name object	
6000000002422454125	Charlotta Urbansdotter Hjärne	urbansdotter	6000000013255684540	Q246091	Q15732140	Q15732140	RESOLVES	
6000000002424322085	Ide Bondesdatter Due til Bondemosegaard	bondesdatter	6000000007749612586	Q108840737			father has no P735 given name object	Q108840736
6000000002424754907	Inger Dorthea Petersdatter von Zernichow	petersdatter	6000000000289853864	Q138676072		Q15897204 Q10622039 Q21148379 Q1237447	father has no P735 given name object	
6000000002424898026	Jens Petersen Brun	petersen	6000000000289853864	Q138676072		Q10622039 Q15897204 Q21148379 Q10625184 Q65824536	father has no P735 given name object	
6000000002424947217	Hans Jacob Petersen Brun	petersen	6000000000289853864	Q138676072		Q10622039 Q15897204 Q21148379 Q10625184 Q65824536	father has no P735 given name object	Q5588206
6000000002425076154	Nicolai Petersen Brun	petersen	6000000000289853864	Q138676072		Q10622039 Q15897204 Q21148379 Q10625184 Q65824536	father has no P735 given name object	
6000000002439067399	Lars Persson Svinhufvud	persson	6000000008021420765	Q136383908		Q13582800 Q19869349	father has no P735 given name object	
6000000002439205009	Carl Persson Svinhufvud	persson	6000000008021420765	Q136383908		Q13582800 Q19869349	father has no P735 given name object	
6000000002451149356	Anna Cathrine Pedersen Winstrup	pedersen	6000000003421222325	Q1769511	Q10622039	Q10622039 Q15897204 Q21148379 Q10622039 Q15897708	RESOLVES	Q140450754
6000000002451749197	Carl Gustafsson Bonde af Björnö	gustafsson	6000000001343726648	Q5581559	Q15646212	Q15646212 Q15646212	RESOLVES	Q5581536
6000000002451838496	Börge Birger Birgersson Trolle	birgersson	6000000003645923222	Q6215594	Q773057	Q773057	RESOLVES	Q6215590
6000000002451873607	Kristina Knutsdotter (Aspenäs)	knutsdotter	6000000001948803083	Q86457118	Q943881	Q943881 Q18565341 Q943881 Q28798237	RESOLVES	Q86457952
6000000002452584645	Dorthea Toresdotter Toresdtr	toresdotter	6000000003043756033	Q141219336	Q1548096	Q1548096 Q23047611	RESOLVES	
6000000002456974112	Johan Nilsson Gyllenstierna af Lundholm till Lundholmen	nilsson	6000000006127174653	Q5779478	Q16423038	Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	RESOLVES	Q5779494
6000000002457041158	Casimir Johansson Gyllenstierna af Lundholm	johansson	6000000002456974112	Q5779494	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	Q122903814
6000000002457081001	Johan Johansson Gyllenstierna af Lundholm	johansson	6000000002456974112	Q5779494	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	Q101247556
6000000002463510938	Lagmann Gunnbjørn Toresson Tengs	toresson	6000000002572701505	Q141205942	Q1548096	Q1548096 Q23047611 Q19818192	RESOLVES	Q141199851
6000000002466220585	Elisabeth Catrine Svendsdatter Bruun	svendsdatter	6000000002466173963	Q137439862		Q960175	father has no P735 given name object	
6000000002481819312	Bergitte Gunnbjørnsdatter Aukland	gunnbjørnsdatter	6000000002463510938	Q141199851	Q136849653	Q136849653	RESOLVES	Q141198835
6000000002482084257	Guri Pedersdatter Foss	pedersdatter	6000000002482240141	Q141206080	Q10622039	Q10622039 Q15897204 Q10622039 Q21148379	RESOLVES	Q141216371
6000000002483150293	Anton Vilhelm Johansson von Schantz	johansson	6000000002325358170	Q62916833	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	Q104550322
6000000002503637565	Jørgen Ottesen Brahe	ottesen	6000000002525617303	Q2630476	Q21144023	Q21144023 Q18029644 Q2037285 Q1757370	RESOLVES	
6000000002503637637	Torben Bentsen Bille til Sandholt	bentsen	6000000000781629074	Q110549451		Q818202 Q100870516	father has no P735 given name object	
6000000002503637767	Anne Holgersdatter Ulfstand	holgersdatter	6000000003367470180	Q17131009	Q1624466	Q1624466	RESOLVES	
6000000002503661218	Kristina Valdemarsdatter	valdemarsdatter	5305294636990124817	Q297194	Q19966563	Q19966563	RESOLVES	
6000000002503668411	Herluf Jørgensen Marsvin	jørgensen	6000000002059215188	Q110457777	Q13409273	Q13409273 Q87362746	RESOLVES	
6000000002503668639	Rigborg Jørgensdatter Marsvin	jørgensdatter	6000000002059215188	Q110457777	Q13409273	Q13409273	RESOLVES	
6000000002503678686	Lene Mogensdatter Gyldenstierne	mogensdatter	2399215	Q110303305		Q937447	father has no P735 given name object	Q110303302
6000000002503678763	Christence Holgersdatter Ulfstand	holgersdatter	6000000003367470180	Q17131009	Q1624466	Q1624466	RESOLVES	
6000000002503681467	Ingeborg Valdemarsdatter Parsberg	valdemarsdatter	6000000002955359096	Q12340468	Q19966563	Q19966563	RESOLVES	
6000000002503682049	Axel Tygesson Brahe	tygesson	6000000002525584585	Q3429122	Q63474218	Q18941424	P735 not among the patronymic's P144 values	
6000000002503682998	Jørgen Lagesen Urne till Boserup	lagesen	6000000007443250368	Q12323567	Q11982930	Q11982930	RESOLVES	
6000000002503684291	Peder Tygesen Brahe	tygesen	6000000002525584585	Q3429122	Q63474218	Q18941424 Q63474218	RESOLVES	
6000000002504345388	Elsebye Hermansdatter Bohn	hermansdatter	6000000002551832127	Q128043275		Q16276646 Q1158570	father has no P735 given name object	
6000000002510946396	Carl Johan Jacobsson Tawaststjerna	jacobsson	5598280500850074178	Q141103870		Q25999604 Q16747395 Q15921890 Q25999604 Q21142021	father has no P735 given name object	
6000000002512230364	Abraham Petersen Dreyer	petersen	6000000008217231969	Q17130826	Q10622039	Q10622039 Q15897204 Q21148379 Q10625184 Q65824536	RESOLVES	Q4668838
6000000002512236626	Jytte Axelsdatter Thott	axelsdatter	6000000003646032832	Q103783739			father has no P735 given name object	
6000000002512236887	Jens Rasmussen Finne	rasmussen	6000000001169157872	Q133287826		Q1785744	father has no P735 given name object	Q133287824
6000000002512241178	Haakon Agmundsen Bolt	agmundsen	6000000001669607946	Q101248603		Q29550239	father has no P735 given name object	
6000000002512241437	Anders Jonson Benkestok	jonson	6000000002017898070	Q6271694	Q13501137	Q14436586 Q123820137	P735 not among the patronymic's P144 values	
6000000002512241707	Lucia Jørgensdatter Bull	jørgensdatter	6000000001833540464	Q71413060	Q13409273	Q13409273	RESOLVES	
6000000002512241894	Elisabeth Thomasdatter Hammond	thomasdatter	3939620	Q7790380	Q16428906	Q16428906 Q30585163	RESOLVES	
6000000002512246767	Johanne Theodorusdatter Bergmann	theodorusdatter	5154909213780106592	Q81733413	Q15885228	Q15885228	RESOLVES	
6000000002512252060	Margrete Lorentzdatter Frost	lorentzdatter	4348267	Q16166401	Q21061236	Q21061236 Q6680483	RESOLVES	Q140667985
6000000002512252133	Anna Jonsdatter Benkestok	jonsdatter	6000000002017898070	Q6271694	Q13501137	Q11978684 Q14436586 Q2246251 Q47526977	P735 not among the patronymic's P144 values	
6000000002512252210	Anders Pettersen Dass	pettersen	349753054790012626	Q558590	Q15897204	Q15897204 Q10622039 Q65824536	RESOLVES	
6000000002512264794	Gunhild Sveinsdatter	sveinsdatter	6000000006513568001	Q31709	Q2370957 Q2604429	Q18953711 Q2370957	RESOLVES	Q2656291
6000000002512272005	Berdla-Kåre Vemundsson	vemundsson	6000000008248363844	Q15983010	Q19397711	Q19397711	RESOLVES	Q3638589
6000000002512272392	Ragnvald II Brusasson Earl of Orkney	brusasson	6000000001041560317	Q2927059			father has no P735 given name object	
6000000002512272407	Tora Torbergsdatter	torbergsdatter	6000000010120948699	Q4571352	Q16421261	Q35028031 Q16428916	P735 not among the patronymic's P144 values	Q3356544
6000000002512279285	Johannes Leonhardsen Borchgrevink	leonhardsen	6000000001827603016	Q66132655	Q18226374 Q18001597	Q18226374	RESOLVES	
6000000002512279484	Johannes Henningsen Irgens	henningsen	6000000006802626827	Q135941752		Q18607880	father has no P735 given name object	Q135941750
6000000002512340834	Else Knudsdatter Urne til Aasemark	knudsdatter	3940197	Q12322263	Q18565341	Q18565341 Q943881 Q28798237	RESOLVES	Q108840607
6000000002512340903	Inger Axelsdatter Gøye	axelsdatter	6000000002897173063	Q108840744	Q5407300		patronymic item has no P144 derivation	Q108840743
6000000002512346142	Christopher Knudsen Urne til Aarsmarke	knudsen	3940197	Q12322263	Q18565341	Q18565341 Q943881	RESOLVES	Q7061312
6000000002512346178	Sofia Volodarsdatter af Minsk Queen of Denmark	volodarsdatter	6000000007171629271	Q2632610			father has no P735 given name object	Q2026887
6000000002512346294	Katharine Eriksdatter	eriksdatter	5304611081740076756	Q359588	Q750186	Q750186 Q15277196 Q19798835 Q12788459	RESOLVES	
6000000002513087788	Gyrid Bårdsdatter Lydvo På Torsnes	bårdsdatter	6000000003783023344	Q110302987		Q3482542 Q30134538	father has no P735 given name object	
6000000002513744206	Jørgen Christophersen Bernhoft	christophersen	6000000002871086108	Q140557628		Q1084472 Q1789415 Q1084384	father has no P735 given name object	Q140557625
6000000002514999649	Anne Tomasdatter Hammond	tomasdatter	3939620	Q7790380	Q16428906	Q16428906	RESOLVES	
6000000002515579037	Elizabeth Henrichsdatter Hammond	henrichsdatter	3940424	Q112540616		Q594279 Q2018484	father has no P735 given name object	Q96244136
6000000002515749552	Claus Ottesen Limbek kaldet Mulerch	ottesen	6000000003645760991	Q101248387		Q21144023 Q18029644 Q2037285 Q1757370	father has no P735 given name object	Q12306503
6000000002516170638	Margrethe Pedersdatter Falch	pedersdatter	6000000003575251883	Q11995526	Q15897204	Q10622039 Q15897204 Q10622039 Q21148379	RESOLVES	
6000000002516211905	Erik Björnsson	björnsson	6000000004654517884	Q879668	Q8851571	Q8851571 Q18918290	RESOLVES	
6000000002516982741	Karen Katrine Andersdatter Daae	andersdatter	6000000002517159065	Q7474062	Q8843357	Q8843357 Q4926263 Q8843357 Q490500	RESOLVES	
6000000002517104386	Birgitte Ludvigsdatter Munthe	ludvigsdatter	6000000002517133281	Q140440277		Q14159020	father has no P735 given name object	Q140440266
6000000002517213513	Anna Pedersdotter Leganger	pedersdotter	6000000002517258162	Q11995009	Q10622039	Q10622039 Q15897708	RESOLVES	Q133287729
6000000002517312586	Margrethe Clausdatter Bille	clausdatter	6000000002517327915	Q96240778		Q18177178 Q15635230 Q19818179	father has no P735 given name object	Q96240777
6000000002517348398	Birgitta Kristiernsdotter Vasa	kristiernsdotter	6000000002515809784	Q5923254	Q2121964 Q1078504		patronymic item has no P144 derivation	Q4959889
6000000002525465512	Beate Clausdatter Bille til Allinde	clausdatter	6000000002935668702	Q3371291	Q18177178	Q18177178 Q15635230 Q19818179	RESOLVES	Q2917684
6000000002525617303	Otte Tygesen Brahe til Knudstrup	tygesen	6000000002525584585	Q3429122	Q63474218	Q18941424 Q63474218	RESOLVES	Q2630476
6000000002527704016	Sigrid Finnsdatter Austrått	finnsdatter	6000000000307274596	Q1775368	Q1940938	Q1940938	RESOLVES	Q98697974
6000000002527867184	Ragnhild Håkonsdatter	håkonsdatter	6000000001200100841	Q31704	Q15711061	Q15711061 Q9383939	RESOLVES	
6000000002528641796	Margareta Hedvig Henriksdotter Argillander	henriksdotter	6000000001924768548	Q56875343	Q594279	Q594279 Q21147934 Q16908634 Q2018484	RESOLVES	
6000000002528724846	Anna Kristina Henriksdotter Argillander	henriksdotter	6000000001924768548	Q56875343	Q594279	Q594279 Q21147934 Q16908634 Q2018484	RESOLVES	
6000000002528947203	Johan Herman Henricsson Argillander	henricsson	6000000001924768548	Q56875343	Q594279	Q594279 Q21147934 Q16908634 Q2018484	RESOLVES	
6000000002529859387	Stinchen Henrichsdatter Sommerschield	henrichsdatter	3940424	Q112540616		Q594279 Q2018484	father has no P735 given name object	
6000000002540217638	Fredrika Henriksdotter Justander	henriksdotter	6000000000199997693	Q115974107		Q594279 Q21147934 Q16908634 Q2018484	father has no P735 given name object	Q141104119
6000000002545426326	Ingrid Skulesdotter	skulesdotter	6000000001198751004	Q725206	Q96478843	Q122958929	P735 not among the patronymic's P144 values	
6000000002550225209	Svein Toreson Toresen	toreson	6000000002572701505	Q141205942	Q1548096	Q1548096 Q23047611 Q130733980 Q2428812	RESOLVES	
6000000002552327009	Axel Wilhelm Adolfsson Granström	adolfsson	6000000007756580978	Q106223973		Q18145837 Q18526132	father has no P735 given name object	Q20251538
6000000002553629374	Finn Håreksson av Tjøtta	håreksson	6000000006906224300	Q5493526	Q30225589	Q30225589	RESOLVES	Q101247287
6000000002553678283	Amund Hallkjellson	hallkjellson	6000000001023157027	Q116977061		Q26970862	father has no P735 given name object	
6000000002553678303	Finn Eyvindsson Tjøtta	eyvindsson	6000000002512264965	Q1793048	Q8079337	Q1385925 Q3358418	P735 not among the patronymic's P144 values	
6000000002562094005	Jon Pedersen Foss	pedersen	6000000002482240141	Q141206080	Q10622039	Q10622039 Q15897204 Q21148379 Q10622039 Q15897708	RESOLVES	
6000000002567020255	Petrus Königsson Kenicius	königsson	6000000003562241294	Q115631696			father has no P735 given name object	Q1345250
6000000002572699392	Knut Algotsson	algotsson	6000000005795638082	Q19842232	Q10405157	Q10405157	RESOLVES	Q5915800
6000000002572701505	Tore II Gardson Gard	gardson	6000000002572728015	Q141216369	Q12717105	Q12717105	RESOLVES	Q141205942
6000000002572920173	Magnus Bengtsson (Folkungaätten)	bengtsson	6000000003353148560	Q5569987	Q817199	Q817199	RESOLVES	Q5971771
6000000002577615845	Rasmus Nielssen Schielderup	nielssen	6000000001353347294	Q140450639		Q2001572 Q16423038	father has no P735 given name object	
6000000002588972293	Maria Christina Johansdotter Alopaeus	johansdotter	6000000011888036678	Q21558159	Q594279	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	P735 not among the patronymic's P144 values	
6000000002597322357	Jytte Vitusdatter Bering	vitusdatter	6000000012888446737	Q4084893	Q17142334	Q17142334	RESOLVES	
6000000002599670824	Sogneprest i Førde Henrik Pedersen Finde	pedersen	6000000002517258162	Q11995009	Q10622039	Q10622039 Q15897204 Q21148379 Q10622039 Q15897708	RESOLVES	
6000000002600591917	Maren Iversdatter Leganger	iversdatter	6000000002517301054	Q6098700	Q11977747	Q11977747 Q127069	RESOLVES	
6000000002600963474	Barbara Pedersdatter Finde	pedersdatter	6000000002517258162	Q11995009	Q10622039	Q10622039 Q15897204 Q10622039 Q21148379	RESOLVES	
6000000002601063220	Otto Pedersen Finde	pedersen	6000000002517258162	Q11995009	Q10622039	Q10622039 Q15897204 Q21148379 Q10622039 Q15897708	RESOLVES	
6000000002601349017	Maren Pedersdatter Bugge	pedersdatter	6000000002517258162	Q11995009	Q10622039	Q10622039 Q15897204 Q10622039 Q21148379	RESOLVES	
6000000002601894005	Ulf Gudmarsson (Ulvåsa)	gudmarsson	6000000005037358032	Q5775141	Q10510277	Q10510277	RESOLVES	
6000000002602030056	Claes Claesson	claesson	6000000002370565612	Q29886227	Q19818179	Q19818179 Q16274791 Q19818183 Q18177178 Q15635230 Q31522621	RESOLVES	Q5605720
6000000002603751241	prins Christoffer Eriksen +	eriksen	6000000001651460598	Q350226	Q750186	Q750186 Q15277196 Q19798835 Q12788459	RESOLVES	
6000000002603751252	prins Knud Eriksen Plogpenning	eriksen	6000000001651460598	Q350226	Q750186	Q750186 Q15277196 Q19798835 Q12788459	RESOLVES	
6000000002610612342	Erik Henriksson Justander	henriksson	6000000000199997693	Q115974107		Q594279 Q21147934 Q16908634 Q2018484 Q117829414 Q1619450	father has no P735 given name object	
6000000002624398997	Wilhelm Mortensen Orning	mortensen	6000000002851006049	Q108133389		Q1586063 Q18002399 Q17520926 Q16421983 Q18964343	father has no P735 given name object	
6000000002624570392	Anna Andersdatter Munch	andersdatter	6000000002624659095	Q67203946	Q8843357	Q8843357 Q4926263 Q8843357 Q490500	RESOLVES	
6000000002625054159	Blanceflor Catharine Berntsdatter Orning	berntsdatter	6000000001169087683	Q107147764		Q18086583 Q63341347	father has no P735 given name object	Q110302760
6000000002626553863	Ulrika Eleonora Larsdotter Hierta	larsdotter	6000000008325024229	Q5805065	Q15635262	Q15635262 Q1303231 Q15635262	RESOLVES	
6000000002646517565	Jens Munthe Johansen Bull	johansen	6000000002860666998	Q135639769		Q10989273 Q2117521 Q4925477 Q11122389 Q20730411	father has no P735 given name object	Q135639737
6000000002648096487	Jørgen Pedersen Finde	pedersen	6000000002517258162	Q11995009	Q10622039	Q10622039 Q15897204 Q21148379 Q10622039 Q15897708	RESOLVES	
6000000002650204798	Brita Eriksdotter Leijonhufvud	eriksdotter	3137562	Q5715509	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	RESOLVES	Q61989246
