geni_id,field,value,numeral_tokens,found_in
6000000001744825392,NICK,Count Reinier III de Hainaut,III,exports/8-19 exports/export-Forest-6000000227297393968.ged
6000000001744825938,GIVN,Humphrey V,V,exports/chain-seeds/export-Forest-6000000227298391886.ged
6000000001744835577,GIVN,Eustache IV,IV,exports/abul-hamza/export-Forest-6000000227676734863.ged
6000000001744835871,GIVN,Guillaume VIII Geoffroy,VIII,exports/8-19 exports/export-Forest-6000000227297393968.ged
6000000001744842862,NICK,Arnoul I,I,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001744855935,GIVN,Hugues II,II,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744855935,NICK,Hugo II van Maine,II,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744858581,GIVN,Enguerrand I,I,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744871718,GIVN,Guifré I,I,exports/fleshing-out/export-geni/export-Forest-20.ged
6000000001744871718,GIVN,Guifré I 'el Pilós',I,exports/fleshing-out/export-geni/export-Forest-20.ged
6000000001744871718,GIVN,"Wilfred I ""El Melenudo""",I,exports/fleshing-out/export-geni/export-Forest-20.ged
6000000001744871718,NICK,Wilfred I de Barcelona,I,exports/fleshing-out/export-geni/export-Forest-20.ged
6000000001744871756,GIVN,Sunyer I,I,exports/fleshing-out/export-geni/export-Forest-20.ged
6000000001744871756,NICK,Sunyer II,II,exports/fleshing-out/export-geni/export-Forest-20.ged
6000000001744877127,GIVN,Robert II,II,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744877163,GIVN,Eudes I,I,exports/descendants/export-Descendants-6000000227086506866.ged
6000000001744877163,NICK,Eudon I de Porhoët,I,exports/descendants/export-Descendants-6000000227086506866.ged
6000000001744886712,NICK,Lord of Eye & High Sheriff of Suffolk,&,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000001744894808,GIVN,Gérard V,V,exports/chain-seeds/export-Forest-6000000227322001858.ged
6000000001744894844,GIVN,Gerhard III Count Of,III,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744898533,NICK,: Pfalzgraf in Schwaben,:,exports/chain-seeds/export-Forest-6000000227298391886.ged
6000000001744902183,GIVN,Federico I,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001744902380,GIVN,Renaud II,II,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744902450,GIVN,Gérard III,III,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744902450,NICK,Gérard I of Bouzonville,I,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001744915229,NICK,Guillaume I,I,exports/archive/export-geni/export-Forest-19.ged
6000000001744948552,GIVN,Thomas VI,VI,exports/8-19 exports/export-Descendants-6000000227258314174.ged
6000000001744974942,GIVN,Henry III,III,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744974942,NICK,Henry III Duke of Bavaria,III,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744974942,NICK,Henry III Duke of Saxony,III,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744974942,NICK,as Henry III,III,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744974942,NICK,as Henry XII,XII,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744974942,NICK,from 1142,1142,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001744977554,GIVN,Carlo I,I,exports/8-19 exports/export-Forest-6000000227297762830.ged
6000000001744977554,GIVN,Carlos I,I,exports/8-19 exports/export-Forest-6000000227297762830.ged
6000000001744977554,GIVN,Charles I,I,exports/8-19 exports/export-Forest-6000000227297762830.ged
6000000001744977554,GIVN,Karli I,I,exports/8-19 exports/export-Forest-6000000227297762830.ged
6000000001744977554,NICK,Karl I. von Anjou,I.,exports/8-19 exports/export-Forest-6000000227297762830.ged
6000000001744977554,NICK,Károly I.,I.,exports/8-19 exports/export-Forest-6000000227297762830.ged
6000000001744982414,GIVN,NN daughter of Walter & Eva,&,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001744982483,NICK,Bernard II Baliol,II,exports/midpoints/export-Forest-6000000227258314174.ged
6000000001744982683,NICK,9758,9758,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001744991050,GIVN,Hugues II (III),II (III),exports/gaps/export-Forest-6000000227086380915.ged
6000000001744991582,GIVN,Raoul IV,IV,exports/gaps/export-Descendants-6000000227086455824.ged
6000000001745008327,GIVN,John (II),(II),exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001745008573,NICK,King Björn II av Svea Rike,II,exports/gaps/export-Forest-6000000227227035828.ged
6000000001745022008,GIVN,Roger I,I,exports/midpoints/export-Forest-6000000227258314174.ged
6000000001745028784,GIVN,Godefroid II (VI),II (VI),exports/chain-seeds/export-Forest-6000000227322001858.ged
6000000001745028784,GIVN,Godfrey II 'der Bucklige',II,exports/n n/export-geni (1)/export-Forest.ged
6000000001745028784,GIVN,Godfrey II II,II II,exports/chain-seeds/export-Forest-6000000227322001858.ged
6000000001745028784,GIVN,Godfried II (VI),II (VI),exports/chain-seeds/export-Forest-6000000227322001858.ged
6000000001745028784,GIVN,Gottfried II (VII) 'der Bucklige',II (VII),exports/chain-seeds/export-Forest-6000000227322001858.ged
6000000001745033558,GIVN,Iziaslav I.,I.,exports/abul-hamza/export-Forest-6000000227676734863.ged
6000000001745033558,GIVN,Izjaslav I / Dmitri,I /,exports/abul-hamza/export-Forest-6000000227676734863.ged
6000000001745038323,GIVN,Alaxandair III,III,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001745043401,NICK,13196,13196,exports/8-19 exports/export-Forest-6000000227295142836.ged
6000000001745043401,NICK,8347,8347,exports/8-19 exports/export-Forest-6000000227295142836.ged
6000000001745043673,GIVN,Chrodbertus IV,IV,exports/archive/export-geni/export-Forest-13.ged
6000000001745058525,NICK,Thierry III de Flandres,III,exports/chain-seeds/export-Forest-6000000227297843999.ged
6000000001745082373,NICK,[1] nicknamed An Ionsaighthigh,[1],exports/gaps/export-Forest-6000000227086506866.ged
6000000001745092033,GIVN,Nicholas IV,IV,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001745096296,GIVN,Piers I,I,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000001745096712,GIVN,"Alain II ""le Noir""",II,exports/descendants/export-Descendants-6000000227086506866.ged
6000000001745096712,NICK,Alain III ‘le Noir’  Comte de Bretagne,III,exports/descendants/export-Descendants-6000000227086506866.ged
6000000001745103321,GIVN,Arnould III,III,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001745430723,GIVN,Matilda / Maud,/,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000001748636294,NICK,Antonia (1673–1694) Galvan de Lara Botello,(1673–1694),exports/fleshing-out/export-geni/export-Forest-0.ged
6000000001751623223,GIVN,？？,？？,exports/edges/export-Forest-6000000227252593825.ged
6000000001751623223,SURN,？？,？？,exports/edges/export-Forest-6000000227252593825.ged
6000000001751623223,_MARNM,？？,？？,exports/edges/export-Forest-6000000227252593825.ged
6000000001751947378,GIVN,千 天樹院,千,exports/archive/export-geni/export-Forest-50.ged
6000000001753021493,NICK,Navnet Bernhoft er tilføjet den 6. september 1924,6. 1924,exports/chain-seeds/export-Forest-6000000227299323845.ged
6000000001754040121,GIVN,十世,十世,exports/archive/export-geni/export-Forest-14.ged
6000000001755388997,GIVN,Anna / Annika,/,exports/chain-seeds/export-Forest-6000000227298012899.ged
6000000001755668064,SURN,Keith / Keitz,/,exports/edges/export-Forest-6000000227258246190.ged
6000000001756061146,GIVN,Albert III,III,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001756108202,GIVN,"Otto I (V) ""der Rotkopf""",I (V),exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001756108202,NICK,Otto V von Wittelsbach,V,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001758859465,NICK,IV S. de Oropesa,IV,exports/archive/export-geni/export-Forest-41.ged
6000000001759411383,_MARNM,Prameswari Raja Singasari I,I,exports/archive/export-geni/export-Forest-32.ged
6000000001759593823,GIVN,Mahisa Cempaka / Ratu Angabhaya / Batara Narasinga,/ /,exports/archive/export-geni/export-Forest-32.ged
6000000001762182170,GIVN,八十,八十,exports/descendants/export-Descendants-6000000227040613855.ged
6000000001776103931,SURN,Kragh / Kock,/,exports/hiuler/export-Forest-6000000227675436876.ged
6000000001776103931,_MARNM,Kragh / Kock,/,exports/hiuler/export-Forest-6000000227675436876.ged
6000000001776767264,GIVN,千万 春光院,千万,exports/descendants/export-Descendants-6000000227040613855.ged
6000000001777536029,NICK,Elisabeth (?) Michaela,(?),exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001781668493,_MARNM,Harryett / Hargett,/,exports/edges/export-Forest-6000000227254292863.ged
6000000001782408723,GIVN,Cölestin I. Friedrich Adolf Karl,I.,exports/chain-seeds/export-Forest-6000000227315856887.ged
6000000001783257907,NICK,[Son of Alan de Bocland & Alice de Bocland],&,exports/8-19 exports/export-Forest-6000000227290951877.ged
6000000001783522688,NICK,(I),(I),exports/edges/export-Forest-6000000227254345871.ged
6000000001784260204,GIVN,David #2,#2,exports/fleshing-out/export-geni/export-Forest-15.ged
6000000001789016029,GIVN,Friedrich I,I,exports/chain-seeds/export-Forest-6000000227297843999.ged
6000000001789016172,GIVN,Wilhelm I,I,exports/chain-seeds/export-Forest-6000000227297843999.ged
6000000001789016172,NICK,Guillaume I de Neufchâtel-Arberg,I,exports/chain-seeds/export-Forest-6000000227297843999.ged
6000000001789021677,SURN,X,X,exports/chain-seeds/export-Forest-6000000227298315838.ged
6000000001789021677,_MARNM,X,X,exports/chain-seeds/export-Forest-6000000227298315838.ged
6000000001789022318,GIVN,Rudolf III,III,exports/chain-seeds/export-Forest-6000000227298315838.ged
6000000001789097386,GIVN,Thomas IV,IV,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000001789097386,NICK,Thomas IV Leigh,IV,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000001790747471,GIVN,Female ?,?,exports/fleshing-out/export-geni/export-Forest-15.ged
6000000001793317174,SURN,Mason / Quire,/,exports/post-merge/export-Forest-6000000227413852831.ged
6000000001793317270,SURN,Brookes / Cox,/,exports/post-merge/export-Forest-6000000227413852831.ged
6000000001794809481,NICK,Bridgar Haynie II,II,exports/Wife of John Harvey/export-Forest-6000000227143930843.ged
6000000001810798226,NICK,Datuk Bandaro Putih 7,7,exports/narayana/export-Descendants-6000000227727683980.ged
6000000001810798226,NICK,Raja Bagewang (Tuan Titah 3),3),exports/narayana/export-Descendants-6000000227727683980.ged
6000000001810798226,SURN,Tuanku Rajo di Buo 3,3,exports/narayana/export-Descendants-6000000227727683980.ged
6000000001810844640,NICK,Raja Bagewang 4,4,exports/narayana/export-Descendants-6000000227727683980.ged
6000000001811013257,GIVN,Majlis Basa IV Balai (XXI) Raja Dua Selo [BUKAN PROFILE],IV (XXI),exports/adasi/export-Descendants-6000000227712700862.ged
6000000001811088282,NICK,RAJA MALAYAPURA II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000001817802666,GIVN,Margrete V.,V.,exports/northern-dfa/export-Descendants-6000000227725842871.ged
6000000001818324729,GIVN,Clemens 4,4,exports/chain-seeds/export-Forest-6000000227314318922.ged
6000000001821102369,GIVN,Bela III,III,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001822302424,GIVN,Opu Daeng Cella' @ Engku Haji Ali Bin,@,exports/sparse_filling/export-Forest-6000000227380708902.ged
6000000001822465749,GIVN,"Daeng Merewah @ Sultan Alauddin Riayat Shah ""Kelana Jaya Putera""",@,exports/sparse_filling/export-Forest-6000000227380708902.ged
6000000001824792339,GIVN,"Erik III ""Lam""",III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000001825486056,GIVN,Lage I.,I.,exports/stragglers/export-geni/export-Forest-41.ged
6000000001827268333,NICK,‎,‎,exports/archive/export-geni/export-Forest-35.ged
6000000001828075759,NICK,Muawiya II bin Yazid,II,exports/chain-seeds/export-Forest-6000000227313868821.ged
6000000001828950711,GIVN,Jaromar I,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001828950711,GIVN,Jaromar I (Fürst),I,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001828950711,GIVN,Jaromir I,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001828950711,NICK,Jaromar I Fürst von Rügen,I,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000001830120614,GIVN,Herman II,II,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001830120614,GIVN,Herman II (aka Hendrik) ‘Herimanno’,II,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001830120614,NICK,Herman II van Malsen,II,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001830120614,NICK,Hermannus (II) de Cuke,(II),exports/gaps/export-Descendants-6000000227086244080.ged
6000000001831655614,SURN,de Mahaut / de Montalt,/,exports/midpoints/export-Forest-6000000227258314174.ged
6000000001831655614,_MARNM,de Mahaut / de Montalt,/,exports/midpoints/export-Forest-6000000227258314174.ged
6000000001841099388,GIVN,Jean VIII,VIII,exports/8-19 exports/export-Forest-6000000227295542846.ged
6000000001841099388,GIVN,John VIII,VIII,exports/8-19 exports/export-Forest-6000000227295542846.ged
6000000001841472088,GIVN,Enrico II,II,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001841472088,GIVN,Henri II,II,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001841472088,GIVN,Henry II,II,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001841499218,GIVN,Louis III,III,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001841499218,NICK,крал Луи II Монпансие и Бурбон,II,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001842544359,GIVN,Henri I I,I I,exports/abul-hamza/export-Descendants-6000000227676734863.ged
6000000001842851360,GIVN,Charles III,III,exports/abul-hamza-descendants/export-Descendants-6000000227683654853.ged
6000000001842977160,_MARNM,Shuler / Schuler,/,exports/chain-seeds/export-Forest-6000000227315748873.ged
6000000001845187870,GIVN,Guillaume III,III,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001845187870,GIVN,"Guillaume III ""le Jeune""",III,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001845187870,GIVN,Willem III,III,exports/gaps/export-Descendants-6000000227086244080.ged
6000000001845206367,NICK,John Bissell II,II,exports/chain-seeds/export-Forest-6000000227315967852.ged
6000000001845206367,NICK,Lt. (1620-1689),(1620-1689),exports/chain-seeds/export-Forest-6000000227315967852.ged
6000000001845212749,_MARNM,Hatton of Aldersey & Mollington,&,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000001846817008,GIVN,Constantine I,I,exports/northern-dfa/export-Descendants-6000000227726280959.ged
6000000001850359485,GIVN,R Djaswadi / R Ngb Soemodikoro,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000001850359485,NICK,[IKS 3.29] CH#29,3.29],exports/archive/export-geni/export-BloodTree-38.ged
6000000001851827666,GIVN,"Willem I ""de Zwijger""",I,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001851827666,GIVN,"William I ""the Silent""",I,exports/8-19 exports/export-Descendants-6000000227326510857.ged
6000000001864317742,GIVN,Cadelon I,I,exports/gaps/export-Forest-6000000227086455824.ged
6000000001864317742,GIVN,Cadelon II,II,exports/gaps/export-Forest-6000000227086455824.ged
6000000001864342219,GIVN,Eberhard I,I,exports/8-19 exports/export-Forest-6000000227297393968.ged
6000000001864356234,NICK,Gonçalo Mendes Chancinho – chanceler régio,–,exports/archive/export-geni/export-Forest-19.ged
6000000001864373498,SURN,de Abreu II,II,exports/fleshing-out/export-geni/export-Forest-24.ged
6000000001864373732,SURN,?,?,exports/archive/export-geni/export-Forest-13.ged
6000000001869948604,_MARNM,Scott / Wilson,/,exports/chain-seeds/export-Forest-6000000227312490920.ged
6000000001872992425,GIVN,Robert IV,IV,exports/8-19 exports/export-Descendants-6000000227326680842.ged
6000000001872992425,GIVN,Robrecht IV,IV,exports/8-19 exports/export-Descendants-6000000227326680842.ged
6000000001873406252,GIVN,Jan I,I,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000001873406252,GIVN,Johann I,I,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000001876715533,GIVN,Theudebert II,II,exports/gaps/export-Forest-6000000227086455824.ged
6000000001877465050,GIVN,N.N. (1),(1),exports/gaps/export-Forest-6000000227226600829.ged
6000000001877509532,GIVN,?,?,exports/northern-dfa/export-Descendants-6000000227725863956.ged
6000000001879417810,GIVN,?,?,exports/archive/export-geni/export-Forest-32.ged
6000000001882217152,GIVN,万,万,exports/descendants/export-Descendants-6000000210455376824.ged
