given_name,records,looks_placeholder
Фёдор Иванович,20,no
Svein,20,no
Chester,20,no
Marion,20,no
보,20,no
유,20,no
恪,20,no
長,20,no
Habib,20,no
خالد,20,no
Василий Иванович,20,no
순,20,no
ישראל,20,no
Rahel,20,no
Maria Ana,20,no
Lina,20,no
Endre,20,no
Aslaug,20,no
Gerd,20,no
Sven Olsen,20,no
Kirsten Olsdatter,20,no
Ola Rasmussen,20,no
Kristen Olsen,20,no
Hans Kristian,20,no
Wouter,20,no
Wolfgang,20,no
Marte,20,no
Berte,20,no
Måns,20,no
Menachem Mendel,20,no
Fromet,20,no
Haim,20,no
Judle,20,no
Rechle,20,no
Rebecka,20,no
Halla,20,no
Marquesa,19,no
Payo,19,no
Emilia,19,no
Cristina,19,no
Gracia,19,no
Damiana,19,no
Pere,19,no
Lázaro,19,no
María Catalina,19,no
Rafaela,19,no
Pedro Pablo,19,no
Roque,19,no
Erik Pedersen,19,no
Anne Eriksdatter,19,no
Lisbeth,19,no
Anne Jørgensdatter,19,no
Björn,19,no
Karen Hansdatter,19,no
Berenguer,19,no
Clothilde,19,no
俊,19,no
Laodice,19,no
(unk),19,yes
Heilwig,19,no
Guillaume III,19,no
Gisèle,19,no
Hugues III,19,no
Eustachie,19,no
Dawud,19,no
Ishaq,19,no
Øystein,19,no
Jadwiga,19,no
Андрей Иванович,19,no
Minnie,19,no
Calvin,19,no
Virginia,19,no
Charles Henry,19,no
濟,19,no
廣,19,no
Beatriu,19,no
Anna Sophia,19,no
Yehoshua,19,no
عمر,19,no
Leonel,19,no
Thomas Jefferson,19,no
清,19,no
Johan Fredrik,19,no
Anders Gustaf,19,no
Tønnes,19,no
Severin,19,no
Reidar,19,no
Odd,19,no
Rasmus Olson,19,no
Sven Svensen,19,no
Mari Olsdatter,19,no
Erik Erikson,19,no
Guri Larsdatter,19,no
Karen Larsdatter,19,no
Halvard,19,no
Morris,19,no
Johann Jakob,19,no
Eirik,19,no
Rannveig,19,no
Úrsula,19,no
Winifred,19,no
Cadwallon,19,no
Seisyll,19,no
Ifor,19,no
Tabitha,19,no
Johanne Olsdatter,19,no
Gutlin,19,no
Simcha,19,no
Shimshon,19,no
Schönchen,19,no
יהודה לייב,19,no
Lazar,19,no
Jidle,19,no
Roeschen,19,no
Jettchen,19,no
Eugène,19,no
Donnchad,19,no
Nanny,19,no
Quintus,18,no
Publius,18,no
Adi,18,no
Gontinha,18,no
Estevainha,18,no
Tereza,18,no
Galindo,18,no
Justa,18,no
Justina,18,no
Laurence,18,no
Mas Ajeng,18,no
Maria Juana,18,no
Juan Miguel,18,no
Luis Antonio,18,no
CHANDRA,18,no
Anne Jensdatter,18,no
Lisbet,18,no
Gudmund,18,no
Jens Jensen,18,no
Lars Pedersen,18,no
Aleksander,18,no
Norman,18,no
融,18,no
菊,18,no
Ptolemy,18,no
Rufus,18,no
Uknf,18,no
Ingeborg Larsdatter,18,no
Thor,18,no
Ivan,18,no
Hélie,18,no
Thérèse,18,no
Aliénor,18,no
Flore,18,no
القاسم,18,no
Idris,18,no
Zaynab,18,no
جعفر,18,no
Sofija,18,no
Анна,18,no
Enrico,18,no
Mikołaj,18,no
Olava,18,no
Vidal,18,no
Martha Ann,18,no
한,18,no
琮,18,no
معاوية,18,no
حبيب,18,no
Yehudah,18,no
Pinchas,18,no
Joseph Miguel,18,no
Charles William,18,no
華,18,no
崇,18,no
泰,18,no
Ragnar,18,no
Tore Toreson,18,no
Enok,18,no
Ola Pederson,18,no
Peder Olson,18,no
Elen Olsdatter,18,no
Magnhild,18,no
Sissel Olsdatter,18,no
Lars Rasmussen,18,no
Anna Eriksdatter,18,no
Rasmus Larsen,18,no
Thore,18,no
Malena Olsdatter,18,no
Franz,18,no
Johann Georg,18,no
Johann Ludwig,18,no
Isabel Maria,18,no
Adrien,18,no
Jonet,18,no
Thorvald,18,no
震,18,no
Orm,18,no
Pétronille,18,no
Greta,18,no
Snorri,18,no
Guðrún,18,no
Þorsteinn,18,no
Hindchen,18,no
Brendel,18,no
Yehuda Leib,18,no
Bendit,18,no
Beila,18,no
Chava,18,no
Frommet,18,no
Brianda,17,no
Denis,17,no
María Josepha,17,no
Juana Isabel,17,no
Rosa María,17,no
María Josefa Josefa,17,no
Maria Josepha,17,no
Bonifacio,17,no
Christiern,17,no
Pernille,17,no
Karen Eriksdatter,17,no
Anne Henriksdatter,17,no
Amund,17,no
Vincent,17,no
Anselme,17,no
Boniface,17,no
Honoré,17,no
Berenice,17,no
Doris,17,no
Jason,17,no
שמעון,17,no
Anne Margrethe,17,no
Arnould,17,no
Thibaut,17,no
Abdul-Aziz,17,no
Zaid,17,no
István,17,no
Teodor,17,no
Mikael,17,no
Иван Фёдорович,17,no
Jared,17,no
Lemuel,17,no
James Henry,17,no
Hepzibah,17,no
Erastus,17,no
숙,17,no
絢,17,no
詡,17,no
식,17,no
Katarzyna,17,no
Ferdinando,17,no
제,17,no
厚,17,no
ثعلبة,17,no
Dinah,17,no
Inez,17,no
Denise,17,no
Justin,17,no
Hester,17,no
嘉,17,no
榮,17,no
寧,17,no
潤,17,no
Herborg,17,no
Hans Petter,17,no
Berit,17,no
Anna Johannesdatter,17,no
Ingvald,17,no
Marta Larsdatter,17,no
Siri Olsdatter,17,no
Marita,17,no
Maria Rita,17,no
Brás,17,no
Brunette,17,no
Gwrgan,17,no
Idnerth,17,no
Tudur,17,no
Ole Jensen,17,no
Sampson,17,no
Phineas,17,no
*,17,no
Willa,17,no
Anna Stina,17,no
Anna Charlotta,17,no
Jone,17,no
Þuríður,17,no
Helgi,17,no
Chaya,17,no
Reizchen,17,no
Aryeh Leib,17,no
Golde,17,no
Rechel,17,no
Phillis,17,no
Dórdia,16,no
Fruela,16,no
Mãe Incógnita,16,no
N.N,16,yes
Alda,16,no
Antão,16,no
Ordoño,16,no
Cosme,16,no
Ángela,16,no
Jose Francisco,16,no
Paulina,16,no
María Gertrudis Gertrudis,16,no
Erik Nielsen,16,no
Ingeborg Andersdatter,16,no
Berethe,16,no
Sivert,16,no
Lage,16,no
Beate,16,no
Johanne Hansdatter,16,no
Bertel,16,no
Guri Pedersdatter,16,no
Aage,16,no
Johannes Larsson,16,no
Niels Eriksen,16,no
Domenico,16,no
Oberto,16,no
Boson,16,no
Adelaida,16,no
X,16,no
Gregory,16,no
Guigues,16,no
Adelais,16,no
Ermengarda,16,no
Guillem,16,no
연,16,no
祐,16,no
安,16,no
Mithridates,16,no
Demetrius,16,no
Flavia,16,no
First wife,16,no
Carin,16,no
Johann II,16,no
Johann I,16,no
إسماعيل,16,no
Abu Bakr,16,no
عيسى,16,no
Theodoros,16,no
Hermann II,16,no
Torbjørg,16,no
Luther,16,no
Agnese,16,no
Allen,16,no
Thomas William,16,no
Asenath,16,no
Obadiah,16,no
Edna,16,no
석,16,no
이,16,no
亮,16,no
福,16,no
珪,16,no
銳,16,no
緯,16,no
衡,16,no
敏,16,no
Lucrezia,16,no
Clemence,16,no
Ippolita,16,no
Melchior,16,no
Elionor,16,no
كعب,16,no
Иван Федорович,16,no
Natan,16,no
Menachem,16,no
לא ידוע,16,no
Diane,16,no
Maria de Jesus,16,no
Nancy Ann,16,no
弼,16,no
Ingeborg Rasmusdatter,16,no
Andreas Olsen,16,no
Elisabet Olsdatter,16,no
Tobias,16,no
Nils Nilsen,16,no
Gunvor,16,no
Justine,16,no
Pål,16,no
Ingeborg Jonsdatter,16,no
Inger Pedersdatter,16,no
Marta Rasmusdatter,16,no
Peder Larsen,16,no
Dirk,16,no
Anna Larsdotter,16,no
María Catarina,16,no
Bento,16,no
Nicolau,16,no
Rhun,16,no
Lleucu,16,no
Sian,16,no
Hervé,16,no
Maren Johanne,16,no
Elsie,16,no
李氏,16,no
Mats,16,no
ukjent,16,no
Åsa,16,no
Julia Ann,16,no
Milton,16,no
Electa,16,no
Alma,16,no
Þóra,16,no
William James,16,no
Frederick William,16,no
Maier,16,no
Zacharias,16,no
Fradche,16,no
Hanne,16,no
Mindel,16,no
Mindle,16,no
Thordis,16,no
The,15,no
Daughter 1,15,no
D. Pedro,15,no
Inácio,15,no
Ermesenda,15,no
Raymonde,15,no
Mafalda,15,no
Alan,15,no
Edgar,15,no
Manuel Antonio,15,no
Miguel Antonio,15,no
Alejo,15,no
Eduardo,15,no
José Vicente,15,no
María Antonia Antonia,15,no
Pedro Jose,15,no
Tomasina,15,no
Lilly,15,no
Anders Nielsen,15,no
Tyge,15,no
Vilhelm,15,no
Eiler,15,no
Margrethe Nielsdatter,15,no
Asser,15,no
Just,15,no
Steen,15,no
Christence,15,no
Girard,15,no
Godfrey,15,no
Bernat,15,no
Arnau,15,no
Alexandra,15,no
Marquise,15,no
Konrad I,15,no
Tachibana no,15,no
湛,15,no
直,15,no
Cyrus,15,no
Smbat,15,no
Dorthea,15,no
Lauritz,15,no
Ermengard,15,no
Haakon,15,no
Aymar,15,no
Amicie,15,no
Amaury,15,no
Francois,15,no
Colette,15,no
عثمان,15,no
Husayn,15,no
Petra,15,no
Елена,15,no
Nikephoros,15,no
Jelena,15,no
Riccardo,15,no
Robert I,15,no
Leonardo,15,no
Mary A,15,no
Enoch,15,no
Harvey,15,no
純,15,no
真,15,no
續,15,no
淑,15,no
Xiao Mou 蕭某,15,no
준,15,no
Otto III,15,no
Renée,15,no
Friedrich II,15,no
신,15,no
سليمان,15,no
Дмитрий Иванович,15,no
소,15,no
Eliyahu,15,no
יונה,15,no
יהושע,15,no
Ambrosio,15,no
Julio,15,no
Javier,15,no
Infant,15,no
Eliza Jane,15,no
Mary Ellen,15,no
Gladys,15,no
Wife 1:,15,no
慶,15,no
和,15,no
康,15,no
壽,15,no
平,15,no
章,15,no
禮,15,no
愿,15,no
Yang Mou 楊某,15,no
恕,15,no
嵩,15,no
Johanna Matilda,15,no
Karl Gustav,15,no
Jon Olson,15,no
Halfdan,15,no
Ole Kristian,15,no
Egil,15,no
Dagny,15,no
Olaug,15,no
Lisa,15,no
Lars Andersen,15,no
Ragnhild Olsdatter,15,no
Christoph,15,no
Adrienne,15,no
Johann Friedrich,15,no
Georg Friedrich,15,no
Anne Elisabeth,15,no
Charlotte Amalie,15,no
Jorunn,15,no
Maria Nicolasa,15,no
Agostinho,15,no
Achille,15,no
Cesare,15,no
Cadifor,15,no
Tangwystl,15,no
Annes,15,no
Adda,15,no
Torborg,15,no
楷,15,no
Britta,15,no
Zerviah,15,no
Eliphalet,15,no
Havoise,15,no
Philadelphia,15,no
지,15,no
Maja,15,no
Anna Lotta,15,no
Johan Peter,15,no
Dag,15,no
Hans Martin,15,no
Johannes Andersen,15,no
Östen,15,no
Hubert,15,no
Janet,15,no
Benjamin Wolf,15,no
Seligman,15,no
Selig,15,no
Fradel,15,no
Yitzchak,15,no
Salomon Abraham,15,no
Koppel,15,no
Thekla,15,no
Augustine,15,no
Merlé,15,no
Halldóra,15,no
(unknown),15,yes
Daughter 2,14,no
Ouroana,14,no
Hernán,14,no
Estêvão,14,no
<Private>,14,yes
Oneca,14,no
Adélaïs,14,no
Blasco,14,no
Mas,14,no
Agueda,14,no
Francisco Jose,14,no
Casilda,14,no
Jose Joaquin,14,no
Martina,14,no
María Mercedes,14,no
Polonia,14,no
NN .,14,no
Gyde,14,no
Nils Andersen,14,no
Niels Nielsen,14,no
Henneke,14,no
Valdemar,14,no
Enevold,14,no
Vibeke,14,no
Sophie Amalie,14,no
Anne Sophie,14,no
Raimond,14,no
Berthilde,14,no
Julienne,14,no
Judit,14,no
Abe no,14,no
定,14,no
Azariah,14,no
Filip,14,no
Johan August,14,no
Elle,14,no
Heinrich III,14,no
Béraud,14,no
Lancelot,14,no
Jean IV,14,no
Louis I,14,no
Guillaume IV,14,no
Ugo,14,no
Annette,14,no
Giacomo,14,no
Lodewijk,14,no
Mahmud,14,no
Al-Abbas,14,no
al-Hasan,14,no
Syed,14,no
Константин,14,no
Anastazja,14,no
Иван Юрьевич,14,no
Ирина,14,no
Richenza,14,no
Ketil,14,no
Friedrich I,14,no
Юрий Иванович,14,no
Rudolf I,14,no
Warren,14,no
Sylvester,14,no
Minerva,14,no
William H,14,no
Lucretia,14,no
Molly,14,no
Elihu,14,no
고,14,no
繹,14,no
茂,14,no
詵,14,no
琰,14,no
綸,14,no
의,14,no
順,14,no
秀,14,no
Liu Mou 柳某,14,no
澤,14,no
Agnieszka,14,no
Salma,14,no
قيس,14,no
Yazid,14,no
현,14,no
????,14,yes
פנחס,14,no
Alonzo,14,no
Hernan,14,no
(Unknown),14,yes
Matiana,14,no
Juana Gertrudis,14,no
Maria Micaela,14,no
Joseph Henry,14,no
Joseph Manuel,14,no
勝,14,no
正,14,no
啟,14,no
肅,14,no
恆,14,no
德,14,no
Johanna Sofia,14,no
Karl Gustaf,14,no
Anna Mathilda,14,no
Gustaf Adolf,14,no
Inger Maria,14,no
Anna Jakobsdatter,14,no
Karen Rasmusdatter,14,no
Aase,14,no
Johannes Larsen,14,no
Berta Larsdatter,14,no
Ole Olson,14,no
Roald,14,no
Eli Olsdatter,14,no
Håvard,14,no
Peder Nilsen,14,no
Hans Larsen,14,no
Ole Nilsen,14,no
Johannes Johannesson,14,no
Mons,14,no
Torger,14,no
Engelbert,14,no
Wilhelmina,14,no
Stein,14,no
Sissel,14,no
Alis,14,no
Lars Johannesson,14,no
Ashikaga,14,no
Maria Catarina,14,no
Arddun,14,no
Griffri,14,no
Benoît,14,no
Anne Larsdatter,14,no
Tarald,14,no
Cui Mou 崔某,14,no
Temperance,14,no
Godfried,14,no
Charles Edward,14,no
Valentine,14,no
Nina,14,no
Eustace,14,no
Leonhard,14,no
Johan Martin,14,no
Lovise,14,no
Kälug,14,no
Geile,14,no
Jessie,14,no
Nechama,14,no
לאה,14,no
Zeev Wolf,14,no
יחיאל,14,no
Yechiel,14,no
Naftali Hirsch,14,no
Gershon,14,no
Rebeka,14,no
Treinle,14,no
Recha,14,no
Jutle,14,no
Léa,14,no
Léonie,14,no
Wife 2:,14,no
Thomas Henry,14,no
Rawleigh,14,no
Gnaeus,13,no
Osorio,13,no
Pelayo,13,no
Hermenegildo,13,no
Nuña,13,no
Velasquita,13,no
Gabriela,13,no
Michaela,13,no
Maria Catalina,13,no
Mario,13,no
Apolonia,13,no
Anastacia,13,no
Ramona,13,no
Pedro Antonio,13,no
Bernabe,13,no
Toribio,13,no
Joseph Francisco,13,no
Victoria,13,no
Maria Rosalia,13,no
JUAN,13,no
Matías,13,no
Niels Andersen,13,no
Karen Andersdatter,13,no
Lene,13,no
Marine,13,no
Ingeborg Nielsdatter,13,no
Erik Jensen,13,no
Kirsten Pedersdatter,13,no
Palle,13,no
Ingeborg Eriksdatter,13,no
Kirsten Jensdatter,13,no
Willum,13,no
Hans Jørgensen,13,no
Inger Eriksdatter,13,no
Ulrik,13,no
Almodis,13,no
Desconocida,13,no
Richardis,13,no
Estefania,13,no
Bérenger,13,no
明,13,no
Camilla,13,no
Sigismund,13,no
Märta,13,no
Jørgen Jørgensen,13,no
Bendix,13,no
Luitgarde,13,no
Aimery,13,no
Bona,13,no
Ludovico,13,no
Amina,13,no
Salih,13,no
Mansur,13,no
Gyda,13,no
Teodoras,13,no
Katalin,13,no
Alexis,13,no
Cordelia,13,no
George W.,13,no
Lyman,13,no
Lovisa,13,no
Mary A.,13,no
Jehiel,13,no
Emeline,13,no
해,13,no
최,13,no
강,13,no
綽,13,no
諒,13,no
愔,13,no
諶,13,no
欽,13,no
韶,13,no
綜,13,no
熙,13,no
實,13,no
義,13,no
Иван Александрович,13,no
Michal,13,no
Stanisław,13,no
Ercole,13,no
Eleazar,13,no
Wahb,13,no
Saeed,13,no
يزيد,13,no
Isaiah,13,no
Mama,13,no
Juana Manuela,13,no
James William,13,no
英,13,no
高,13,no
元,13,no
顥,13,no
忠,13,no
宣,13,no
渾,13,no
澄,13,no
Anna Matilda,13,no
Augusta Charlotta,13,no
Elen Larsdatter,13,no
Aagot,13,no
Hjalmar,13,no
Tollef,13,no
Josefine,13,no
Ole Andreas,13,no
Grete,13,no
Berte Olsdatter,13,no
Lars Eriksen,13,no
Inger Larsdatter,13,no
Sven Olson,13,no
Kari Rasmusdatter,13,no
Lars Andersson,13,no
Sven Svenson,13,no
Ole Eriksen,13,no
Gabriel Olsen,13,no
Rasmus Jonsen,13,no
Anne Maria Olsdatter,13,no
Anna Olsdotter,13,no
Johanna Olsdatter,13,no
Kjell,13,no
Ottilie,13,no
Anna Sofie,13,no
Amelie,13,no
Anna Christina,13,no
Ola Nilsson,13,no
Ingjald,13,no
Iver Olsen,13,no
Antonia Margarita,13,no
Leão,13,no
Germaine,13,no
Lettice,13,no
Ambrose,13,no
Penelope,13,no
Dyfnwal,13,no
Gwerfyl,13,no
Hwfa,13,no
鈞,13,no
約,13,no
Shubael,13,no
Ichabod,13,no
Hulda,13,no
Alicia,13,no
간,13,no
Sidney,13,no
Maren Lovise,13,no
Bjørg,13,no
Valgerður,13,no
Albert Edward,13,no
Perl,13,no
William George,13,no
גיטל,13,no
Michle,13,no
שאול,13,no
Shlomo Zalman,13,no
Hindche,13,no
Benedikt,13,no
Zerle,13,no
Salomon Samuel,13,no
נתן,13,no
Clémentine,13,no
Fleurette,13,no
Þorvaldur,13,no
Ekki vitad,13,no
Johann Rudolf,13,no
Putri,12,no
Rodrigo Afonso,12,no
Luiz,12,no
Munia,12,no
Leonarda,12,no
María Rosalía,12,no
Adrian,12,no
Delia,12,no
Juan Luis,12,no
Juan Esteban,12,no
Juan Nicolás,12,no
Camila,12,no
José Salvador,12,no
Joaquina,12,no
Lazaro,12,no
Roma,12,no
Niels Hansen,12,no
Cathrine,12,no
Margrethe Jensdatter,12,no
Jesper,12,no
Ebbe,12,no
Peder Eriksen,12,no
Johanne Pedersdatter,12,no
Ingeborg Jensdatter,12,no
Stig,12,no
Markvard,12,no
Elene,12,no
Theodoric,12,no
Poppo,12,no
Artal,12,no
八重,12,no
弘,12,no
부여,12,no
경,12,no
邕,12,no
Cleopatra,12,no
Antiochus,12,no
Matthias,12,no
Arnulf,12,no
Sten,12,no
Beata,12,no
Erik Hansen,12,no
Maren Jensdatter,12,no
Anne Iversdatter,12,no
Ingeborg Hansdatter,12,no
Laurentius,12,no
Gersende,12,no
Amalric,12,no
Luce,12,no
Claudine,12,no
Guy I,12,no
Briande,12,no
Odon,12,no
Bertrande,12,no
Hélix,12,no
Mabile,12,no
Bertrand II,12,no
Louis II,12,no
Miles,12,no
Geneviève,12,no
Girolamo,12,no
Ashot,12,no
يوسف,12,no
Safiyya,12,no
Tamar,12,no
Zoe,12,no
Sibylla,12,no
Vratislav,12,no
Balian,12,no
Elisabetta,12,no
Йоан,12,no
홍,12,no
Sabina,12,no
May,12,no
Maude,12,no
Hattie,12,no
Kate,12,no
Nellie,12,no
Tryphena,12,no
Rebekah,12,no
Mary Frances,12,no
환,12,no
顒,12,no
惲,12,no
翼,12,no
幹,12,no
萬,12,no
績,12,no
文,12,no
주,12,no
Marco,12,no
Aleksandra,12,no
Фёдор Михайлович,12,no
Iwan,12,no
Александр Иванович,12,no
Heinrich IV,12,no
호,12,no
عدي,12,no
Ghanam,12,no
غنم,12,no
Sabra,12,no
سعيد,12,no
هند,12,no
عبيد الله,12,no
Григорий Иванович,12,no
Федор Иванович,12,no
Elazar,12,no
2nd Wife,12,no
Isaac Abraham,12,no
אהרן,12,no
Fernand,12,no
דבורה,12,no
Diego Alonso,12,no
Mara,12,no
Martha Elizabeth,12,no
Carrie,12,no
庶,12,no
申,12,no
輝,12,no
達,12,no
蘭,12,no
仁,12,no
昂,12,no
纘,12,no
懿,12,no
儉,12,no
悅,12,no
朗,12,no
Augusta Mathilda,12,no
Ida Charlotta,12,no
Tore Olsen,12,no
Hans Jonsen,12,no
Lars Rasmusson,12,no
Inger Andersdatter,12,no
Jakob Jakobsen,12,no
Ola Johannesson,12,no
Kristian Olsen,12,no
Elisabeth Olsdatter,12,no
Anna Toresdatter,12,no
Astri,12,no
Signy,12,no
Else Marie,12,no
Finn,12,no
Borgny,12,no
Rasmus Larsson,12,no
Jon Larsson,12,no
Elen Rasmusdatter,12,no
Kari Jonsdatter,12,no
Malena Pedersdatter,12,no
Hans Eriksen,12,no
Ole Rasmussen,12,no
Ingeborg Nilsdatter,12,no
Maria Olsdatter,12,no
Martin Olsen,12,no
Åse,12,no
Walram,12,no
Marie Elisabeth,12,no
Anna Margareta,12,no
Karel,12,no
Friedrich Wilhelm,12,no
Tormod,12,no
Giovanni Battista,12,no
Jacquette,12,no
Paolo,12,no
Vittoria,12,no
Cadell,12,no
Heilin,12,no
Cadwaladr,12,no
Benoit,12,no
Ednywain,12,no
Syver,12,no
汶,12,no
Simen,12,no
Almira,12,no
Jennifer,12,no
Levy,12,no
Margaret Ann,12,no
Nelson,12,no
Eliza Ann,12,no
Liutgard,12,no
Annika,12,no
Stina Cajsa,12,no
Ulrika,12,no
Johanne Larsdatter,12,no
Johan Anton,12,no
Turid,12,no
Ketill,12,no
Thorstein,12,no
Estelle,12,no
George Henry,12,no
Blandine,12,no
Hortense,12,no
Simon Wolf,12,no
Elchanan,12,no
Naftali,12,no
David Salomon,12,no
Bejle,12,no
זכריה,12,no
Reizche,12,no
Sprintz,12,no
Samuel Salomon,12,no
Feile,12,no
Lippmann,12,no
נתן נטע,12,no
Mirjam,12,no
Abraham Salomon,12,no
Heinemann,12,no
Isaie,12,no
Breinlé,12,no
Kendlé,12,no
Hayem,12,no
Marcel,12,no
Muirchertach,12,no
Wife :,12,no
Loveday,12,no
Adosinda,11,no
Joao,11,no
Lourença,11,no
Berengária,11,no
Guterre,11,no
Germineza,11,no
N N,11,yes
Fernan,11,no
'Ali,11,no
Eugenia,11,no
José Santiago,11,no
Juan Gregorio,11,no
Juan Nepomuceno,11,no
Narcisa,11,no
Juana de Dios,11,no
Manuel José,11,no
Julián,11,no
Pedro Ignacio,11,no
Florentina,11,no
Jens Eriksen,11,no
Arild,11,no
Helle,11,no
Eggert,11,no
Margrethe Pedersdatter,11,no
Jens Hansen,11,no
Aksel,11,no
Jasper,11,no
Frederik Christian,11,no
Hans Rasmussen,11,no
Anna Jensdatter,11,no
Johanne Andersdatter,11,no
Sune,11,no
Stéphanie,11,no
Stephanie,11,no
Felicia,11,no
Othon,11,no
石,11,no
貞子,11,no
Taira no,11,no
Vasak,11,no
Iver Pedersen,11,no
Hugues I,11,no
Aude,11,no
Henri II,11,no
Alasie,11,no
Hugues IV,11,no
Aymon,11,no
Milon,11,no
Marie Louise,11,no
Yves,11,no
Magne,11,no
Christophe,11,no
Asma,11,no
عبد العزيز,11,no
الحسين,11,no
Amir,11,no
Vladimir,11,no
Grim,11,no
Василий Андреевич,11,no
Bernhard I,11,no
Michał,11,no
Vera,11,no
Richza,11,no
Mykolas,11,no
Elžbieta,11,no
Małgorzata,11,no
daughter,11,no
Floris,11,no
Robert III,11,no
László,11,no
Dennis,11,no
John Wesley,11,no
Ashbel,11,no
Alvin,11,no
Philo,11,no
Martha Jane,11,no
Lillian,11,no
Zachariah,11,no
Anson,11,no
Sophronia,11,no
Ethel,11,no
우,11,no
창,11,no
염,11,no
貞,11,no
慎,11,no
延,11,no
發,11,no
爽,11,no
循,11,no
寓,11,no
瑾,11,no
整,11,no
昌,11,no
鎮,11,no
Ulrich I,11,no
Jurgis,11,no
Aline,11,no
Иван,11,no
Lionel,11,no
Konrad II,11,no
Cäcilie,11,no
Nicola,11,no
政信,11,no
Ubayd,11,no
Layla,11,no
عاتكة,11,no
Murra,11,no
Abd,11,no
وهب,11,no
Umm Kulthum,11,no
Василий Дмитриевич,11,no
Василий Васильевич,11,no
상,11,no
Иван Григорьевич,11,no
Nachman,11,no
Juan de,11,no
Antonio José,11,no
Susana,11,no
Marcela,11,no
Ana María Maria,11,no
César,11,no
Yvonne,11,no
William M,11,no
Miguel Jeronimo,11,no
偃,11,no
修,11,no
晉,11,no
興,11,no
襄,11,no
端,11,no
綰,11,no
充,11,no
紳,11,no
鼎,11,no
良,11,no
暢,11,no
怡,11,no
說,11,no
夫人,11,no
經,11,no
長政,11,no
Anders Petter,11,no
Adolf Fredrik,11,no
Elisabet Larsdatter,11,no
Rasmus Pederson,11,no
Torger Torgerson,11,no
Maren Rasmusdatter,11,no
Ådne,11,no
Liv,11,no
Dagfinn,11,no
Thorbjørn,11,no
Kirsti Olsdatter,11,no
Guri Rasmusdatter,11,no
Gunnar Larsson,11,no
Gunnar Gunnarson,11,no
Anna Gunnarsdatter,11,no
Rasmus Hansen,11,no
Peder Rasmussen,11,no
Anders Larsen,11,no
Kirsten Larsdatter,11,no
Gabriel Gabrielson,11,no
Anna Olsdtr.,11,no
Knut Olsen,11,no
Stanley,11,no
Kuno,11,no
Maria Elisabeth,11,no
Maximilian,11,no
Olav Olavson,11,no
Ranveig,11,no
Sjur Larsson,11,no
Christen Jensen,11,no
Knut Knutson,11,no
Shiba,11,no
Isshiki,11,no
Maria Josefa Josefa,11,no
Gerald,11,no
Fergus,11,no
Bledri,11,no
Cynddelw,11,no
Hoedliw,11,no
Sioned,11,no
Dyddgu,11,no
Clementia,11,no
Maria Nilsdatter,11,no
Ottar,11,no
Salman,11,no
憬,11,no
復,11,no
絳,11,no
Jonah,11,no
Orrin,11,no
"Mary ""Polly""",11,no
Abiah,11,no
Ottone,11,no
Thomasine,11,no
Ita,11,no
Hippolyte,11,no
Brita Maja,11,no
Brita Stina,11,no
Carl Fredrik,11,no
Gunhild Maria,11,no
Marte Andersdatter,11,no
Ole Peter,11,no
Hilde,11,no
Þorgils,11,no
Hallbera,11,no
Yngvildur,11,no
Þorgeir,11,no
Þorkell,11,no
Hartwig,11,no
Serle,11,no
Willy,11,no
Spencer,11,no
Richard Henry,11,no
Sprinz,11,no
אריה לייב,11,no
Hersch,11,no
Gelche,11,no
Salomon Moses,11,no
Reizel,11,no
יואל,11,no
Gelle,11,no
Beillé,11,no
Baer,11,no
Elieser,11,no
Golda,11,no
Lehmann,11,no
Fanni,11,no
Catiche,11,no
Sylvain,11,no
Célestine,11,no
Céline,11,no
Surname:,11,no
Jórunn,11,no
Ormur,11,no
Jón,11,no
Titus,10,no
Publius Cornelius,10,no
Diederik,10,no
Klaus,10,no
Raimundo,10,no
Lucrécia,10,no
Domingas,10,no
Izabel,10,no
Usenda,10,no
Diogo Afonso,10,no
Damião,10,no
Jimeno,10,no
Iago,10,no
Sancia,10,no
William II,10,no
Fadrique,10,no
Isabel María,10,no
Dominga,10,no
Jacoba,10,no
Simona,10,no
José Francisco,10,no
Angel,10,no
Dolores,10,no
Jose Vicente,10,no
Julian,10,no
Beatríz,10,no
José Tomás,10,no
Miguel Jerónimo,10,no
José Nicolás,10,no
Eugenio,10,no
Maria Ines,10,no
Francisco Francisco,10,no
DHARMA,10,no
Kirsten Andersdatter,10,no
Henrik Henriksen,10,no
Karen Nielsdatter,10,no
Bo,10,no
Maren Eriksdatter,10,no
Peder Jørgensen,10,no
Else Pedersdatter,10,no
Kirsten Nielsdatter,10,no
Johannes Jensen,10,no
Timme,10,no
Albret,10,no
Bente,10,no
Hilleborg,10,no
Lasse,10,no
Falk,10,no
Mette Eriksdatter,10,no
Thorkel,10,no
Vogn,10,no
Hughes,10,no
Flavius,10,no
Wauthier,10,no
Doda,10,no
Garsenda,10,no
Ermessenda,10,no
Théodore,10,no
Señora,10,no
Alberic,10,no
Aélis,10,no
Etiennette,10,no
Isnard,10,no
紀,10,no
信,10,no
静子,10,no
菊姫,10,no
Valeria,10,no
Hortensia,10,no
יוחנן,10,no
Eudoxia,10,no
Isteri,10,no
Gunther,10,no
Giulio,10,no
Ingibjörg,10,no
Lars Nilsson,10,no
Maren Nielsdatter,10,no
Ingegerd,10,no
Göran,10,no
Clara Maria,10,no
Albrecht III,10,no
Unkown,10,no
