kind,name,occurrences,verdict,qids
family,López,34,ambiguous — several items share the label,Q1158701 | Q26078995
family,Bildt,34,resolved,Q27183239
family,斎藤,34,no item,
family,土岐,34,no item,
family,Coutinho,34,resolved,Q21507583
family,Colt,34,resolved,Q16865695
family,Egypt,34,no item,
family,Justus,34,resolved,Q16871225
family,Rockwell,34,resolved,Q25114481
family,부여,34,no item,
family,熊,34,no item,
family,韋,34,no item,
family,신,34,no item,
family,汴州開封,34,no item,
family,會稽餘姚,34,no item,
family,趙州,34,no item,
family,京兆高陵,34,no item,
family,樂浪,34,no item,
family,Kvåle,33,no item,
family,de Béarn,33,resolved,Q105818540
family,Magnusson,33,ambiguous — several items share the label,Q15833356 | Q23536498
family,Reno,33,resolved,Q18331503
family,von Kleve,33,no item,
family,Tyng,33,resolved,Q21513102
family,Morley,33,resolved,Q16279729
family,Linnell,33,resolved,Q21510742
family,Huitfeldt,33,resolved,Q1636179
family,Suleskar,33,no item,
family,Cockrell,33,resolved,Q1105306
family,de Valois,33,resolved,Q105348467
family,van Limburg,33,no item,
family,ab Owain,33,no item,
family,Njå,33,no item,
family,Foss,33,resolved,Q16870001
family,秋山,33,no item,
family,久我,33,no item,
family,Craig,33,resolved,Q15278582
family,Al-Kinani,33,no item,
family,de Léon,33,ambiguous — several items share the label,Q134266098 | Q92953002
family,Chamberlain,33,resolved,Q14917207
family,Al-Taghlibi,33,no item,
family,Halvorsen,33,resolved,Q21507466
family,廣東香縣山縣庫充鄉,33,no item,
family,de Brito,33,resolved,Q28123003
family,McCue,33,no item,
family,Hofland,33,resolved,Q28200003
family,Carafa,33,resolved,Q21502021
family,薛,33,no item,
family,Iwamura,33,no item,
family,岩村,33,no item,
family,Neville,32,resolved,Q18809734
family,Rodríguez,32,ambiguous — several items share the label,Q1654058 | Q37519455 | Q63315319
family,Claypool,32,resolved,Q16861748
family,Vatne,32,resolved,Q30134985
family,Hackley,32,resolved,Q37514936
family,Combs,32,resolved,Q16865708
family,Buonaparte,32,resolved,Q111720922
family,de la Garza Falcón,32,no item,
family,Brace,32,resolved,Q16860319
family,Hopkins,32,resolved,Q1627663
family,Shipman,32,resolved,Q37502344
family,Berg,32,resolved,Q12785738
family,Linga,32,no item,
family,de La Rochefoucauld,32,resolved,Q47002551
family,Price,32,resolved,Q21242872
family,Turner,32,resolved,Q12804512
family,土方,32,no item,
family,六角,32,no item,
family,勧修寺,32,no item,
family,安藤,32,no item,
family,Gilman,32,resolved,Q16275984
family,Kolnes,32,resolved,Q30087644
family,القيدري,32,no item,
family,Caracciolo,32,resolved,Q47543396
family,Cardoso,32,resolved,Q13553738
family,Davenport,32,resolved,Q16869432
family,الحميري,32,no item,
family,Cantu del Rio,32,no item,
family,Mascarenhas,32,resolved,Q13582530
family,Шехонский,32,no item,
family,Sì 姒,32,no item,
family,南陽順陽,32,no item,
family,越州會稽,32,no item,
family,滑州匡城,32,no item,
family,Gyldenstjerne,31,resolved,Q54997273
family,Gonzalez,31,ambiguous — several items share the label,Q37108481 | Q5576697
family,Ben Yosef,31,no item,
family,Haaland,31,resolved,Q21496546
family,Bonde,31,resolved,Q27133759
family,Rage,31,no item,
family,Seefeld,31,resolved,Q37487485
family,Cornel,31,no item,
family,de Magalhães,31,resolved,Q109590735
family,Adams,31,resolved,Q351735
family,Gui 媯,31,no item,
family,Kibbe,31,no item,
family,Beach,31,resolved,Q26234661
family,van Gent,31,no item,
family,Skram,31,resolved,Q40190249
family,de Meulan,31,resolved,Q106352415
family,de Luna,31,resolved,Q47519207
family,Stone,31,resolved,Q12803555
family,Jī 姬,31,no item,
family,Al-Amiri,31,no item,
family,Wettin,31,no item,
family,Mix,31,resolved,Q16877244
family,吉良,31,no item,
family,今川,31,no item,
family,Годунова,31,no item,
family,幽州薊縣,31,no item,
family,青山,31,no item,
family,Helle,31,resolved,Q18509050
family,Arenfeldt,31,resolved,Q49966902
family,Rasmusdatter,31,no item,
family,ap Gruffudd,31,no item,
family,廣東清山縣后衙,31,no item,
family,von Mansfeld,31,no item,
family,Johannesdatter,31,no item,
family,Reeds,31,no item,
family,SEET,31,no item,
family,Thorstensen,31,no item,
family,Al-Bakri,31,no item,
family,Шаховской,31,no item,
family,鄭 Zhèng,31,no item,
family,Söderberg,31,ambiguous — several items share the label,Q23540757 | Q32780777
family,Жировой-Засекин,31,no item,
family,손,31,no item,
family,Due,30,resolved,Q30872569
family,Harding,30,resolved,Q16870507
family,Асен,30,no item,
family,d'Albret,30,resolved,Q98889757
family,Dunbar,30,resolved,Q21452734
family,de Cornouaille,30,no item,
family,von Schwarzburg,30,resolved,Q128748650
family,de León,30,ambiguous — several items share the label,Q134266098 | Q92953002
family,Daa,30,resolved,Q30512469
family,Alger,30,resolved,Q16002491
family,de Vere,30,resolved,Q5244793
family,Garborg,30,resolved,Q30250555
family,Manley,30,resolved,Q21488998
family,de França,30,no item,
family,ap Rhys,30,no item,
family,de Almeida,30,resolved,Q63759813
family,Raunes,30,no item,
family,Haug,30,resolved,Q16777571
family,von Nassau-Dillenburg,30,no item,
family,蘇我,30,no item,
family,忌部,30,no item,
family,von Jülich,30,no item,
family,Lippe,30,resolved,Q16872209
family,Martinez,30,ambiguous — several items share the label,Q28812761 | Q906471
family,Langballe,30,resolved,Q44925998
family,Nesset,30,no item,
family,Gütermann,30,ambiguous — several items share the label,Q101039851 | Q106079207
family,van der Noot,30,resolved,Q56546875
family,安定臨涇,30,no item,
family,염,30,no item,
family,기,30,no item,
family,江陵,30,no item,
family,廣平列人,30,no item,
family,北海中山,30,no item,
family,d'Amboise,29,resolved,Q21491535
family,Bernadotte,29,resolved,Q21502260
family,梁,29,no item,
family,Duque Salazar,29,no item,
family,Økland,29,resolved,Q21502318
family,Himmelreich,29,no item,
family,Jacobsen,29,resolved,Q1677742
family,de Castelnau,29,resolved,Q98890782
family,de Ventadour,29,resolved,Q104814564
family,Hohenstaufen,29,no item,
family,d'Aquitaine,29,no item,
family,Hansdotter,29,resolved,Q5650985
family,Goodale,29,resolved,Q20827227
family,de Nevers,29,resolved,Q73941606
family,NG,29,resolved,Q37188616
family,von Hoya,29,no item,
family,de Saunhac,29,no item,
family,Haugen,29,resolved,Q16870574
family,Frey,29,resolved,Q14787975
family,Eaton,29,resolved,Q5331334
family,Totland,29,resolved,Q30080120
family,Parsberg,29,resolved,Q49469265
family,d'Astarac,29,resolved,Q104825201
family,de Treviño,29,no item,
family,d'Apchier,29,no item,
family,Fuglestad,29,no item,
family,隴西成紀,29,no item,
family,Gómez Hoyos,29,no item,
family,Lozano de la Garza,29,no item,
family,Thunholm,29,no item,
family,Reuß zu Weida,29,no item,
family,Львов,29,no item,
family,Ersdotter,28,no item,
family,...,28,no item,
family,Mecklenburg,28,resolved,Q37484532
family,de Mello,28,resolved,Q21508071
family,Madsen,28,resolved,Q16876242
family,Kotromanić,28,resolved,Q105715914
family,Miller,28,resolved,Q1605060
family,van Holland,28,no item,
family,Stuart,28,resolved,Q23041619
family,Butler,28,ambiguous — several items share the label,Q2664624 | Q75632295
family,Zähringen,28,no item,
family,di Salerno,28,no item,
family,Skinkel,28,no item,
family,Livermore,28,resolved,Q16872368
family,Andreasen,28,resolved,Q21450547
family,Andreasdatter,28,no item,
family,de Mercoeur,28,no item,
family,徳大寺,28,no item,
family,中川,28,no item,
family,相馬,28,no item,
family,Borjigin dynasty,28,no item,
family,I,28,no item,
family,Årsvoll,28,no item,
family,Preston,28,resolved,Q2109026
family,Hodne,28,no item,
family,de Vilhena,28,no item,
family,Lǐ 李,28,no item,
family,von Auersperg,28,no item,
family,de Eça,28,resolved,Q101014655
family,Hayden,28,resolved,Q16841766
family,Watkins,28,resolved,Q17034171
family,Rabe von Pappenheim,28,no item,
family,濟陽考城,28,no item,
family,Esslinger,28,resolved,Q37511886
family,Al-Atrafi,28,no item,
family,الأطرفي,28,no item,
family,汝南安成,28,no item,
family,Malheiro,28,no item,
family,廬州合肥,28,no item,
family,Белосельский,28,no item,
family,宣州宣城,28,no item,
family,青州益都,28,no item,
family,ARRIGHI DE CASANOVA,28,no item,
family,Viffert,27,no item,
family,Peterson,27,resolved,Q12191064
family,Oftedal,27,resolved,Q27892877
family,Undheim,27,no item,
family,Комитопул,27,no item,
family,d'Orléans,27,resolved,Q104540073
family,Bower,27,resolved,Q16860304
family,Hayes,27,resolved,Q1591888
family,d'Este,27,ambiguous — several items share the label,Q105701477 | Q99907709
family,de Navarra,27,no item,
family,Johansen,27,resolved,Q21452143
family,Reedtz,27,resolved,Q37592064
family,Tveit,27,resolved,Q27888842
family,Afonso,27,resolved,Q24451787
family,Thu,27,resolved,Q36868008
family,de Bretagne,27,resolved,Q105418240
family,Rurykowicz,27,no item,
family,de Roucy,27,resolved,Q104832231
family,Ainsworth,27,resolved,Q21500603
family,da Fonseca,27,resolved,Q56706796
family,van Loon,27,resolved,Q7913500
family,de Andrade,27,resolved,Q97980435
family,Semeleng,27,no item,
family,Torp,27,resolved,Q30079156
family,Richards,27,resolved,Q608991
family,Dal,27,ambiguous — several items share the label,Q16726211 | Q30250614
family,Urup,27,resolved,Q50332008
family,Risley,27,resolved,Q37274399
family,Clary,27,resolved,Q26986600
family,吉川,27,no item,
family,三浦,27,no item,
family,正田,27,no item,
family,伊東,27,no item,
family,Ellsworth,27,resolved,Q16869812
family,Aga,27,resolved,Q30264780
family,Hecht,27,resolved,Q230229
family,Nærland,27,no item,
family,Windsor,27,resolved,Q27235787
family,de Faria,27,resolved,Q41587866
family,البكري,27,no item,
family,de Araújo,27,ambiguous — several items share the label,Q66572320 | Q66799762
family,錢,27,no item,
family,Сверчков-Сабуров,27,no item,
family,차,27,no item,
family,Holmes,26,resolved,Q1762298
family,Walker,26,resolved,Q1158605
family,ab Einion,26,no item,
family,Radcliffe,26,resolved,Q27680785
family,di Benevento,26,no item,
family,Basse,26,resolved,Q37260730
family,Lund,26,no item,
family,von Wittelsbach,26,no item,
family,Vestby,26,no item,
family,Jonsdatter,26,no item,
family,Fosdick,26,resolved,Q21450898
family,Vognsen,26,resolved,Q49612724
family,Burt,26,resolved,Q16865207
family,Eikeskog,26,no item,
family,de Tolosa,26,no item,
family,Thurston,26,resolved,Q16282084
family,Ross,26,resolved,Q908629
family,Schønnebøl,26,no item,
family,Stafford,26,ambiguous — several items share the label,Q19871023 | Q28654382
family,de GLANDEVES,26,no item,
family,Spencer,26,resolved,Q1261064
family,Thoresen,26,resolved,Q12006194
family,de Ataíde,26,no item,
family,New,26,resolved,Q16877982
family,Galde,26,no item,
family,Björklund,26,resolved,Q21508481
family,保科,26,no item,
family,和田,26,no item,
family,d'Estouteville,26,resolved,Q73936045
family,Kinsey,26,resolved,Q16871415
family,渡辺,26,no item,
family,氏家,26,no item,
family,大伴,26,no item,
family,الكندي,26,no item,
family,Rodriguez,26,ambiguous — several items share the label,Q1654058 | Q37519455 | Q63315319
family,Moncada,26,resolved,Q37441893
family,Toney,26,no item,
family,Horpestad,26,no item,
family,Searl,26,no item,
family,Al-Jumhi,26,no item,
family,de Sá,26,no item,
family,Robertson,26,resolved,Q2159662
family,Gutmann,26,resolved,Q21509580
family,杨,26,no item,
family,吳,26,no item,
family,Conrad,26,resolved,Q12652033
family,濟州東阿,26,no item,
family,진,26,no item,
family,Mathisdatter,26,no item,
family,Nicholson,26,resolved,Q16878076
family,Annis,26,resolved,Q28136871
family,應天宋城,26,no item,
family,Traveller,26,no item,
family,Harden,26,resolved,Q19158868
family,河南偃師,26,no item,
family,广东省江门市台山市都斛镇南村村,26,no item,
family,"143, 131, 78, 74, 39, 18世",26,no item,
family,Al-Shaybani,26,no item,
family,Rasmussen,25,resolved,Q1634177
family,Malmqvist,25,resolved,Q38684665
family,Palaiologina,25,resolved,Q76151788
family,Габсбург,25,no item,
family,von Nassau-Weilburg,25,no item,
family,von Henneberg,25,resolved,Q111819000
family,Bang,25,ambiguous — several items share the label,Q12360193 | Q47003669
family,de Castilla y León,25,no item,
family,Li,25,ambiguous — several items share the label,8 items
family,القرشي,25,no item,
family,Gøye,25,resolved,Q54597087
family,Auglend,25,no item,
family,Varela de Losada,25,no item,
family,de Tavora,25,no item,
family,de Soissons,25,resolved,Q68924705
family,d'Harcourt,25,resolved,Q42418557
family,de Nesle,25,no item,
family,Komnene,25,no item,
family,Adhémar de Monteil,25,no item,
family,de Rohan,25,resolved,Q55984158
family,Sheffield,25,ambiguous — several items share the label,Q16883153 | Q42448
family,McGregory,25,no item,
family,de la Garza Rentería,25,no item,
family,ap Madog,25,no item,
family,de Porhoët,25,no item,
family,Grant,25,resolved,Q17864440
family,Pehrsdotter,25,resolved,Q54490983
family,Glascock,25,resolved,Q21430291
family,Frøyland,25,no item,
family,Hak,25,no item,
family,Ahlefeldt,25,resolved,Q23269693
family,Mund,25,resolved,Q37011441
family,Bua,25,no item,
family,小早川,25,no item,
family,奥平,25,no item,
family,正親町三条,25,no item,
family,三条西,25,no item,
family,von Henneberg-Schleusingen,25,no item,
family,久世,25,no item,
family,岩城,25,no item,
family,Al-Fihri,25,no item,
family,高階,25,no item,
family,Сабурова,25,no item,
family,坂上,25,no item,
family,Bertelsen,25,resolved,Q21506729
family,Zhāng 張,25,no item,
family,de Durfort,25,resolved,Q104605209
family,de Oliveira,25,resolved,Q62565586
family,柳沢,25,no item,
family,Alvarez Tostado,25,no item,
family,Jenkins,25,no item,
family,Grünwald,25,resolved,Q83496407
family,Fredriksson,25,resolved,Q1453326
family,Sweatland,25,no item,
family,麻生,25,no item,
family,Acquaviva d'Aragona,25,resolved,Q16265454
family,Kuroda,25,resolved,Q21431250
family,Kotłowski,25,no item,
family,Акинфов,25,no item,
family,Al-Buwahyi,25,no item,
family,Fjelland,25,no item,
family,الشيبي,25,no item,
family,الهباري,25,no item,
family,Kristiansen,24,resolved,Q21449135
family,Bing,24,ambiguous — several items share the label,Q14915263 | Q65925698
family,הלוי,24,no item,
family,Thornton,24,resolved,Q16884655
family,Whitney,24,ambiguous — several items share the label,Q10719911 | Q17144522
family,Bennett,24,resolved,Q449411
family,Strand,24,resolved,Q16883899
family,Sola,24,resolved,Q37465014
family,Bielke,24,resolved,Q37547315
family,Devereux,24,resolved,Q16886993
family,Høynes,24,no item,
family,Mendes,24,ambiguous — several items share the label,Q108678738 | Q31212549
family,Romero,24,resolved,Q1158224
family,de Guînes,24,resolved,Q104832186
family,Grubb,24,resolved,Q21492810
family,Jakobsson,24,resolved,Q731903
family,Brewster,24,resolved,Q16860422
family,de Meneses,24,no item,
family,Booth,24,resolved,Q13156704
family,Staur,24,no item,
family,ap Hywel,24,no item,
family,N,24,no item,
family,de Albuquerque,24,no item,
family,Baca,24,ambiguous — several items share the label,Q12762989 | Q16479854
family,de Vienne,24,resolved,Q106626275
family,Baden,24,resolved,Q20519374
family,de Simiane,24,resolved,Q105483536
family,de Fos,24,no item,
family,de Tournon,24,resolved,Q105770924
family,von Zähringen,24,no item,
family,Orning,24,resolved,Q33126187
family,Brandvik,24,no item,
family,de Montfaucon,24,resolved,Q104825235
family,Rønnow,24,resolved,Q48573798
family,Holck,24,resolved,Q30417204
family,Bishop,24,resolved,Q1158188
family,Sheldon,24,resolved,Q3959346
family,Martin,24,ambiguous — several items share the label,Q12035675 | Q17542020 | Q56627907
family,von Sponheim,24,no item,
family,甘露寺,24,no item,
family,Palacio Restrepo,24,no item,
family,建部,24,no item,
family,中山,24,no item,
family,Lilienthal,24,resolved,Q16872157
family,Kohn,24,ambiguous — several items share the label,Q21065981 | Q34676487
family,Frank,24,resolved,Q13560458
family,Friestad,24,no item,
family,Skas,24,no item,
family,d'Avaugour,24,resolved,Q104594088
family,Al-Sulami,24,no item,
