kind,name,occurrences,verdict,qids
family,Pulido Luque,6,no item,
family,Rodríguez Forero,6,no item,
family,Mathisdtr,6,no item,
family,朔州鄯陽,6,no item,
family,廣信貴溪,6,no item,
family,Timurid,6,no item,
family,Zaleskis,6,no item,
family,Kostrowicki h. Baybuza,6,no item,
family,Macdonald,6,ambiguous — several items share the label,Q2778569 | Q52984204
family,Berm,6,no item,
family,Flores de Valdez Arizpe,6,no item,
family,Antonsen,6,no item,
family,Gonzáles de Mendoza,6,no item,
family,DE GAFFORI,6,no item,
family,Andersen Bjørnstad,6,no item,
family,Zuluaga,6,no item,
family,Moreno de Ortega y Hernández Gamiño,6,no item,
family,Franco Arias,6,no item,
family,Sølvskudt,6,no item,
family,Gaitán Matiz,6,no item,
family,de La Torre Sánchez,6,no item,
family,de Laverde y Silva,6,no item,
family,Valdez,6,resolved,Q20998174
family,Davila Martinez,6,no item,
family,ששפורטש,6,no item,
family,Moya Prieto,6,no item,
family,Clout,6,no item,
family,Roldan Ruiz,6,no item,
family,Garces Gomez,6,no item,
family,de la Garza Cantu,6,no item,
family,Hendrick,6,resolved,Q5713671
family,Hane,6,no item,
family,Kristiansen Orud,6,no item,
family,Romo de Vivar Villalobos,6,no item,
family,Rodriguez de la Garza,6,no item,
family,Villarreal Gutiérrez,6,no item,
family,Torelli,6,resolved,Q21492164
family,Pringle,6,resolved,Q21428216
family,魏州觀城,6,no item,
family,趙郡,6,no item,
family,卞,6,no item,
family,Masias,6,resolved,Q89396804
family,Alvarez De Luna,6,no item,
family,Rodriguez- De- Portugal,6,no item,
family,Lechuga,6,no item,
family,GÓMEZ DE CASTRO Y HOYOS,6,no item,
family,De Goez Aguirre,6,no item,
family,Fango,6,no item,
family,Blom,6,resolved,Q884944
family,", 135, 123, 70, 66, 31, 10世",6,no item,
family,Cederlund,6,resolved,Q27888575
family,Gonzalez Urrutia,6,no item,
family,Rodriguez de Montemayor Saenz,6,no item,
family,Ronquillo Rangel,6,no item,
family,Chaing,6,no item,
family,Huh,6,no item,
family,Gonzalez Hidalgo Treviño,6,no item,
family,Papper,6,no item,
family,Murray/Morrow,6,no item,
family,de Quievremont,6,no item,
family,Montoya Correa,6,no item,
family,Tirado Toro,6,no item,
family,Aldape de la Garza,6,no item,
family,Hayashi,6,ambiguous — several items share the label,Q279372 | Q65683742
family,BETANCOURT HENAO,6,no item,
family,Ohrem,6,no item,
family,Dempster,6,resolved,Q28037769
family,Tolleivsen,6,no item,
family,Villacreses Godoy,6,no item,
family,Romo de Vivar y Moran,6,no item,
family,Balcom,6,no item,
family,Zereceda,6,no item,
family,Devoe,6,resolved,Q64569185
family,الشيباني,6,no item,
family,Al-Sa'di,6,no item,
family,Alborta Maceda,6,no item,
family,Trevino Mendiola,6,no item,
family,Cavazos Fernandez de Castro,6,no item,
family,d'Halluin,6,no item,
family,الدرامي,6,no item,
family,d'Agrain,6,no item,
family,Ribbens,6,no item,
family,الداري,6,no item,
family,Arçrouni,6,no item,
family,الحميدي,6,no item,
family,Daingerfield,5,no item,
family,Luxembourg,5,resolved,Q83370535
family,Stampe,5,resolved,Q37492160
family,Londrigan,5,no item,
family,von Ungarn,5,no item,
family,Folkesson,5,resolved,Q27882010
family,Stavland,5,no item,
family,Hoel,5,resolved,Q30135304
family,Bernheim,5,resolved,Q24514233
family,Steptoe,5,resolved,Q37178404
family,Borg,5,resolved,Q1260736
family,Sveinsdatter,5,no item,
family,Ólafsdóttir,5,no item,
family,Tostesdotter,5,no item,
family,Andersson Burman,5,no item,
family,Strangesen Bild,5,no item,
family,Вельяминова,5,no item,
family,Владимирская,5,no item,
family,de la Marche,5,no item,
family,Saliba,5,no item,
family,Gode,5,no item,
family,Laskarina,5,resolved,Q76413203
family,Шишман-Асен,5,no item,
family,Skleraina,5,no item,
family,Tascher de la Pagerie,5,no item,
family,de Tascher de la Pagerie,5,no item,
family,Velásquez Betancur,5,no item,
family,Uribe Sánchez,5,no item,
family,d'Ostrevant,5,no item,
family,de Lodève,5,no item,
family,Orseolo,5,ambiguous — several items share the label,Q125964559 | Q2293671
family,Hoadley,5,resolved,Q5874279
family,Romanov Holstein-Gottorp,5,no item,
family,Salinas Lanza,5,no item,
family,Bedoya Ballivián,5,no item,
family,Fernandez Uribe,5,no item,
family,Fernandez Correa,5,no item,
family,Hákonardóttir,5,no item,
family,Correa de Soto,5,no item,
family,Væbner,5,no item,
family,Bugge,5,resolved,Q27892715
family,Jiménez de Pamplona,5,no item,
family,de Spoleto,5,no item,
family,de Collantes,5,no item,
family,Ponce de León y Naharro Humanés,5,no item,
family,Peláez Graciano,5,no item,
family,Peláez Echeverri,5,no item,
family,Lituaniae,5,no item,
family,Skreaa,5,no item,
family,Ramírez de Arellano y Zúñiga,5,no item,
family,Hundevad,5,no item,
family,Naumburg,5,resolved,Q115151430
family,Torsteinsdatter,5,no item,
family,Mieszkówna,5,no item,
family,Flaínez,5,no item,
family,Velez de Rivero Toro,5,no item,
family,Vélez de Rivero,5,no item,
family,Pelaez,5,resolved,Q21493893
family,de Chimay,5,no item,
family,Martinsdatter,5,no item,
family,van Valckenier,5,no item,
family,Shelley,5,resolved,Q21448105
family,Волконский,5,no item,
family,iš Aragono,5,no item,
family,Guterres,5,resolved,Q21507303
family,Creswell,5,resolved,Q16865863
family,Nielsdatter Munk,5,no item,
family,Escórcio Drummond,5,no item,
family,Lucas,5,resolved,Q1873014
family,Violant d'Aragón,5,no item,
family,of Flanders,5,no item,
family,d'Angelica,5,no item,
family,Borchgrevink,5,resolved,Q21450561
family,ECHEVERRI OSSA,5,no item,
family,Burgundy,5,no item,
family,degli Arduinici,5,no item,
family,de Gâtinais,5,no item,
family,Lourenço de Valadares,5,no item,
family,Romero de Chávez y González de Hermosillo,5,no item,
family,de Cerdanya,5,no item,
family,de Montferrat,5,no item,
family,Vladislavić,5,no item,
family,Jofre de Loaisa,5,no item,
family,de Aguirre y Aguirre,5,no item,
family,Arias Rengel Hidalgo,5,no item,
family,Borbon-Orléans,5,no item,
family,Bernal,5,resolved,Q28800611
family,Jakobsdotter Grubb,5,no item,
family,Gris,5,resolved,Q37505304
family,Matthews,5,resolved,Q1158535
family,Tobey,5,resolved,Q21493217
family,Gale,5,resolved,Q13553571
family,de Poitou,5,no item,
family,Meade,5,resolved,Q16876728
family,de Paredes,5,no item,
family,Nilsdtr,5,no item,
family,Birling von Würtemberg,5,no item,
family,de Neustria,5,no item,
family,Ulvestad,5,no item,
family,de Araníbar y Fernández-Cornejo,5,no item,
family,de Monthermer,5,no item,
family,Soares de Valadares,5,no item,
family,de Valadares,5,no item,
family,Chichorro,5,no item,
family,Fernandes de Lima,5,no item,
family,Iñiguez de Pamplona,5,no item,
family,de Riba de Vizela,5,no item,
family,Anes Coelho,5,no item,
family,Gonçalves de Morais,5,no item,
family,Forcioli,5,no item,
family,Costa,5,resolved,Q2671589
family,de Chartres,5,no item,
family,von Löwen,5,resolved,Q42293824
family,de Béthune,5,ambiguous — several items share the label,Q104832162 | Q62554116
family,Sibley,5,resolved,Q16883297
family,de Anjou,5,no item,
family,of Aragon,5,no item,
family,de Gournay,5,no item,
family,Tallman,5,resolved,Q1436700
family,Olafsson,5,resolved,Q21446387
family,Grøsfjell,5,no item,
family,des Barres,5,resolved,Q104539949
family,de Déols,5,no item,
family,de la Vega,5,no item,
family,de Baugé,5,no item,
family,Betts,5,resolved,Q21509348
family,de Gant,5,no item,
family,du Cambout,5,no item,
family,Goyon De Matignon,5,no item,
family,González de Carvajal,5,no item,
family,Casanova Argaiz,5,no item,
family,González Girón,5,no item,
family,Jakobsson Grubb,5,no item,
family,of England,5,no item,
family,García Rodríguez,5,no item,
family,Mogensen Gøye,5,no item,
family,Astruc,5,resolved,Q21451086
family,Provenzale,5,no item,
family,Medina Montalvo Y Chavero,5,no item,
family,López de Aragón,5,no item,
family,Jaramillo,5,resolved,Q6159497
family,Sada Muguerza,5,no item,
family,García Farias,5,no item,
family,Lesguisé de Dormans,5,no item,
family,Ordoñez,5,resolved,Q11044990
family,Alfonso de León,5,no item,
family,des Burgondes,5,no item,
family,Comyn,5,resolved,Q54871338
family,mac Ruaidrí,5,no item,
family,Ullestad,5,no item,
family,Person,5,resolved,Q16881132
family,Eivindson,5,no item,
family,Черниговская,5,no item,
family,Champernowne,5,resolved,Q57251022
family,DE MONS,5,resolved,Q104802478
family,De Limbourg Arlon,5,no item,
family,D'Ostrogothie,5,no item,
family,de Donzy,5,no item,
family,of Huntingdon,5,no item,
family,Torquatus,5,no item,
family,Ayala de Ovalle,5,no item,
family,Lascaris de Vintimille,5,no item,
family,de Blâmont,5,no item,
family,de Thiern,5,no item,
family,d'Hautpoul,5,resolved,Q104537806
family,de Albizu,5,no item,
family,Haukamork,5,no item,
family,Soares da Maia,5,no item,
family,de La Roüe,5,no item,
family,芈,5,no item,
family,Uribe Mejía,5,no item,
family,Wickham,5,resolved,Q28946499
family,de La Marck,5,resolved,Q105611809
family,Premyslid,5,no item,
family,Rome,5,resolved,Q37571708
family,Hanebrekke,5,no item,
family,de SABRAN,5,ambiguous — several items share the label,Q105128446 | Q99908086
family,X,5,resolved,Q104211601
family,KARTOHADIPRODJO,5,no item,
family,Halicka,5,no item,
family,Δαλασσηνή,5,no item,
family,Schytte,5,resolved,Q30132664
family,Holstein-Gottorp Romanov,5,no item,
family,Esfandiary,5,resolved,Q37573729
family,de Marsan,5,no item,
family,Håkansson,5,resolved,Q23645735
family,von Fürstenberg-Heiligenberg,5,no item,
family,Øystese,5,no item,
family,von Oberlothringen,5,no item,
family,mac Fergus,5,no item,
family,van Arkel,5,resolved,Q1483373
family,de Urioste Arana,5,no item,
family,Lemaitre Zamora,5,no item,
family,de Lévis Mirepoix,5,no item,
family,Lara Carrillo,5,no item,
family,Martínez de Luna,5,resolved,Q112040334
family,Arango Zafra,5,no item,
family,Quintero Príncipe Hernández,5,no item,
family,Sierra Restrepo,5,no item,
family,Kamp,5,no item,
family,Moltke-Huitfeldt,5,resolved,Q49444556
family,Høg,5,resolved,Q49524985
family,Schancke,5,no item,
family,Seland,5,resolved,Q30225138
family,Benkestok,5,resolved,Q42857954
family,de Vera,5,resolved,Q112200324
family,Naustdal,5,no item,
family,Skriver,5,no item,
family,Lara,5,resolved,Q17496645
family,Adelhead,5,no item,
family,Chapa,5,resolved,Q18324542
family,von Österreich-Habsburg,5,no item,
family,Carvajal,5,resolved,Q37508939
family,Boucher,5,resolved,Q16860286
family,Aguenin,5,no item,
family,Kirkpatrick,5,resolved,Q16277998
family,Angel de Prado,5,no item,
family,Barney,5,resolved,Q16479501
family,Velez Restrepo,5,no item,
family,Kęstutaitė,5,no item,
family,Mogudo,5,no item,
family,Martins de Bulhao,5,no item,
family,Viegas de Penagate,5,no item,
family,de Melgueil,5,resolved,Q104832201
family,Menezes,5,resolved,Q21449173
family,Kingsley,5,resolved,Q21492540
family,Holene,5,no item,
family,Gråbøl,5,no item,
family,Navarre,5,resolved,Q27696134
family,Aragón,5,ambiguous — several items share the label,Q37466624 | Q48688573
family,von Tübingen,5,no item,
family,Sully,5,resolved,Q27651517
family,Avesnes,5,no item,
family,Lorraine,5,resolved,Q18355916
family,Изенберг,5,no item,
family,Henriksdatter Huitfeldt,5,no item,
family,Ged,5,no item,
family,Hollunger,5,no item,
family,Tidemand,5,resolved,Q30136148
family,Eriksdatter Rosenkrantz,5,no item,
family,Clausdatter,5,resolved,Q122835796
family,von Braunschweig-Göttingen,5,no item,
family,de Zúñiga,5,ambiguous — several items share the label,Q133254410 | Q99981154
family,Blamont,5,no item,
family,du Perche,5,no item,
family,Hungary,5,no item,
family,Törnflycht,5,resolved,Q45086802
family,Vélez Montoya,5,no item,
family,Dresselberg,5,no item,
family,Lundberg,5,resolved,Q21513119
family,Ferreira de Azevedo,5,no item,
family,Bigod,5,resolved,Q4907006
family,Tawast,5,resolved,Q28150911
family,von Öhningen,5,no item,
family,de Berkeley,5,resolved,Q114558866
family,von Ringelheim,5,no item,
family,of Northumbria,5,no item,
family,土田,5,no item,
family,富田,5,no item,
family,宍戸,5,no item,
family,von Sachsen-Lauenburg,5,resolved,Q130342382
family,von Rautenkrantz,5,no item,
family,Øyarhavn,5,no item,
family,Velez Roldan,5,no item,
family,Pires Escórcio,5,no item,
family,de Rochechouart de Mortemart,5,resolved,Q124387317
family,Lissperg,5,no item,
family,verch Gronwy,5,no item,
family,中御門,5,no item,
family,櫛笥,5,no item,
family,長野,5,no item,
family,Evarts,5,resolved,Q37015204
family,d'Aumâle,5,no item,
family,Pomponius,5,no item,
family,Zalles Monje,5,no item,
family,ap Rhydderch,5,no item,
family,van Haspengouw,5,no item,
family,de Bray,5,resolved,Q5244282
family,de Vitré,5,no item,
family,Ranesson,5,no item,
family,Klausdatter,5,no item,
family,de Breteuil,5,resolved,Q104605399
family,von Pfirt,5,no item,
family,Неманич,5,no item,
family,Diessen,5,no item,
family,mac Cináeda,5,no item,
family,of Egypt,5,no item,
family,Mitanni,5,no item,
family,of Macedonia,5,no item,
family,von Gleiberg,5,no item,
family,d'Ardres,5,no item,
family,von der Mark,5,no item,
family,Kourkouas,5,no item,
family,von Bilstein,5,no item,
family,Волынский,5,no item,
family,Рязанская,5,no item,
family,Туровский,5,no item,
family,de Bethune,5,ambiguous — several items share the label,Q104832162 | Q62554116
family,Astarac,5,no item,
family,Sinclair,5,resolved,Q16883357
family,of Orkney,5,no item,
family,Empire,5,no item,
family,de Vignory,5,no item,
family,Herzogin von Oppeln,5,no item,
family,van Bronkhorst,5,no item,
family,де Гейе,5,no item,
family,耶律 (Yélǜ),5,no item,
family,Hoya,5,resolved,Q37498485
family,Oldenburg-Delmenhorst,5,no item,
family,Beichlingen,5,no item,
family,verch Amlawdd,5,no item,
family,di Borbone-Due Sicilie,5,no item,
family,Armagnac,5,resolved,Q104921761
family,Borbon,5,ambiguous — several items share the label,Q28800556 | Q37029342
family,von Nassau-Hadamar,5,no item,
family,Czartoryska h. Pogoń Litewska,5,no item,
family,von Magdeburg,5,no item,
family,Saarbrücken,5,no item,
family,van Lotharingen,5,no item,
family,de Monfort,5,no item,
family,de Chatillon,5,ambiguous — several items share the label,Q104825290 | Q105128269
family,de Monteil,5,no item,
family,Crispin,5,resolved,Q16865872
family,Allwein,5,no item,
family,高橋,5,no item,
family,Eustace,5,resolved,Q18915237
family,Jøgersen,5,no item,
family,Munson,5,resolved,Q16674157
family,Sandvin,5,no item,
family,van Egmond,5,ambiguous — several items share the label,Q115058368 | Q657042
family,Fosen,5,no item,
family,of Hungary,5,no item,
family,Mikaelsdotter,5,no item,
family,Skaga,5,no item,
family,Hård,5,ambiguous — several items share the label,Q16796569 | Q27888722
family,Guerra Cañamar de la Garza,5,no item,
family,Rodríguez Colares y Escobar,5,no item,
family,Булгаков,5,no item,
family,von Plessen,5,resolved,Q49469082
family,verch Calpurnius,5,no item,
family,van Teisterbant,5,no item,
family,中島,5,no item,
family,松尾,5,no item,
family,藤掛,5,no item,
family,武藤,5,no item,
family,Waller,5,resolved,Q17126171
family,徳永,5,no item,
family,Burnside,5,resolved,Q37524650
family,ap Cynwyd,5,no item,
family,ukjent,5,no item,
family,Øen,5,resolved,Q30132305
family,Toresen,5,resolved,Q40469214
family,Claudius,5,resolved,Q28745087
family,Hvit,5,no item,
family,du Bec,5,resolved,Q106294710
family,Königsson,5,no item,
family,下間,5,no item,
family,Arias Rengel y Aguirre,5,no item,
family,Gliński h. wł,5,no item,
family,De Treviño,5,no item,
family,de Recavarren,5,no item,
family,Gjøen,5,no item,
family,Mogensen,5,resolved,Q21492494
family,de Bracquemont,5,resolved,Q105818145
family,Ibn Yachya,5,no item,
family,平岡,5,no item,
family,由良,5,no item,
family,Lossensis,5,no item,
family,閑院宮,5,no item,
family,De Recor,5,no item,
family,Proudfit,5,resolved,Q37538784
family,Vaca y Pérez de Zamora,5,no item,
family,Brewer,5,resolved,Q13552882
family,NORRINGTON,5,no item,
family,Rafos,5,no item,
family,of Rome,5,no item,
family,Hanover,5,resolved,Q36880649
family,文室,5,no item,
family,粟田,5,no item,
family,Taraldsen,5,resolved,Q30323295
family,Økland Indre,5,no item,
family,Førde,5,resolved,Q27889368
family,Tinhuus Skinkel,5,no item,
family,nic Uilliam,5,no item,
family,Swan,5,resolved,Q16884096
family,Gother,5,resolved,Q45415267
family,Hausbu,5,no item,
family,Fernández Maldonado y Fernández Dávila,5,no item,
family,Bertelsdatter Kjærulf,5,no item,
family,Myles,5,no item,
family,Mæland,5,resolved,Q27888877
family,Fleishhacker,5,resolved,Q96477130
family,Penry,5,resolved,Q36941998
family,de Camville,5,no item,
family,Forsand,5,no item,
family,Skruss-Eikeland,5,no item,
family,Gunderson,5,resolved,Q37172102
family,Thorsteinsdotter,5,no item,
family,Higgins,5,resolved,Q15868032
family,de Castries,5,resolved,Q104539928
family,de Louet,5,no item,
family,Nevland,5,no item,
family,Gonçalves da Fonseca,5,no item,
family,Bengtsdotter,5,no item,
family,de Pacy,5,no item,
family,Helgesdatter,5,no item,
family,Skarp,5,no item,
family,Grihamar,5,no item,
family,Jacobs,5,resolved,Q1158566
family,Andersdatter Kjærulf,5,no item,
family,Lasocki h. Dołęga,5,no item,
family,des Vergers de Sannois,5,no item,
family,Folcker,5,resolved,Q49406684
family,van Munte,5,no item,
family,Bjälboätten,5,no item,
family,Nordhuglo,5,no item,
family,Fairman,5,resolved,Q21451987
family,Ostrogski h. wł.,5,no item,
family,Острожский,5,no item,
family,Møller,5,resolved,Q3869252
family,Ringøy,5,no item,
family,陶唐氏,5,no item,
family,Pedersdtr.,5,no item,
family,Taksdal,5,no item,
family,Øystre Bore,5,no item,
family,Vistnes,5,no item,
family,Tollefsen,5,resolved,Q19414237
family,Skjelnes,5,no item,
family,Carrillo,5,resolved,Q16543786
family,Fernandez de Hijar y Cabrera,5,no item,
family,Esberg,5,no item,
family,von Kyrburg,5,no item,
family,von Gilching,5,no item,
family,Crassus,5,no item,
family,of the Vandals,5,no item,
family,of Nabataea,5,no item,
family,Koretska,5,no item,
family,Lourenço da Cunha,5,no item,
family,Ponce de Cabrera,5,no item,
family,McCranney,5,no item,
family,González de Figueroa,5,no item,
family,Suárez de Figueroa,5,resolved,Q62729711
family,Zhū 朱,5,no item,
family,ap Ieuaf,5,no item,
family,Horn,5,resolved,Q735211
family,Čartoriskis h. Vytis,5,no item,
family,Czartoryski h. Pogoń Litewska,5,no item,
family,Perestrelo,5,resolved,Q112063557
family,de Pallars,5,no item,
family,de Laon,5,no item,
family,Ellingsdatter,5,no item,
family,de Canillac,5,resolved,Q104594161
family,Burggräfin von Meißen,5,no item,
family,von Bolanden-Falkenstein,5,no item,
family,de Colembert,5,no item,
family,du Puiset,5,resolved,Q105418239
family,van Brienen,5,no item,
family,von Sommerschenburg,5,no item,
family,zu Solms-Hohensolms,5,no item,
family,von Leiningen-Dagsburg-Falkenburg,5,no item,
family,von Beichlingen,5,no item,
family,von Laufen,5,no item,
family,von Werdenberg-Heiligenberg-Bludenz,5,no item,
family,de Mareuïl,5,no item,
family,De Chateaubriand,5,resolved,Q28123273
family,Embriaco,5,resolved,Q99908601
family,von Dachsburg,5,no item,
family,de Lavieu,5,no item,
family,von Vianden,5,no item,
family,von Rauschenburg,5,no item,
family,van Coevorden,5,no item,
family,Kranichfeld,5,resolved,Q135936807
family,le Flamenc,5,no item,
family,des Essarts,5,resolved,Q104537841
family,de Douai,5,no item,
family,de Parroye,5,no item,
family,de Murviel,5,no item,
family,d'Hennebont,5,no item,
family,Meulan,5,no item,
family,Cornelius,5,resolved,Q18536476
family,Acilius,5,no item,
family,Hosidius,5,no item,
family,Goriška,5,no item,
family,of Boulogne,5,no item,
family,黃氏,5,no item,
family,de Frioul,5,no item,
family,di Gaeta,5,no item,
family,de Mallorca,5,no item,
family,Alvares,5,ambiguous — several items share the label,Q104837822 | Q2605629
family,de Soto,5,resolved,Q16869458
family,Saxtrup,5,no item,
family,Munk (Bjelke),5,no item,
family,Bradley,5,resolved,Q896987
family,Fernández de Villamayor,5,no item,
family,Blümlein,5,ambiguous — several items share the label,Q21492032 | Q83496212
family,Dysvik,5,no item,
family,Голицына,5,no item,
family,Supplee,5,resolved,Q37515290
family,Lampton,5,no item,
family,Levie Maduro y de Crasto,5,no item,
family,Pinheiro de Lacerda,5,no item,
family,von Sagan,5,no item,
family,Artsrouni,5,no item,
family,Ulfsson,5,resolved,Q27870062
family,Čingizidas,5,no item,
family,чингизид,5,no item,
family,Barsebek,5,no item,
family,Eik,5,resolved,Q30740136
family,Ganteaume,5,no item,
family,de Châteauneuf du Tournel,5,no item,
family,di Isle-Jourdain,5,no item,
family,de Luzech,5,no item,
family,de Saint-Floret,5,no item,
family,de Thézan,5,no item,
family,de Pont Euxin,5,no item,
family,Chosroide,5,no item,
family,de Terride,5,no item,
family,de-Riquet-de-Caraman-Chimay,5,no item,
family,Huáng 黃,5,no item,
family,Tolfsby,5,no item,
family,Pérez Coronel,5,no item,
family,Langeland,5,resolved,Q30081153
family,Lucero de Godoy,5,no item,
family,Matsdotter,5,no item,
family,López de Restrepo Peláez,5,no item,
family,Mosafinn,5,resolved,Q122837694
family,Baardsen,5,no item,
family,Stillman,5,resolved,Q16883852
family,Thommessen,5,resolved,Q29652545
family,Flystveit,5,no item,
family,Stiernman,5,resolved,Q47456923
family,Gädda,5,ambiguous — several items share the label,Q55087761 | Q61950814
family,ap Dynod,5,no item,
family,de Hainault,5,no item,
family,Skeiane,5,no item,
family,Herikstad,5,no item,
family,Bollestad,5,no item,
family,Njølstad,5,no item,
family,Refve,5,no item,
family,Wåland,5,no item,
family,Mele,5,resolved,Q37454686
family,Oxenstierna,5,resolved,Q41905671
family,Isaksdatter,5,no item,
family,Egito,5,no item,
family,Gutiérrez Rubio y González Florida,5,no item,
family,Homstøl,5,no item,
family,Álvarez del Pino y Tabares,5,no item,
family,Otterson,5,resolved,Q1340418
family,Valentine,5,resolved,Q26742258
family,Стародубский,5,no item,
family,Ярославская,5,no item,
family,Grip,5,resolved,Q27887807
family,von Nassau-Wiesbaden,5,no item,
family,Fernández de Rueda y Ramírez de Hermosillo,5,no item,
family,Gómez Centurión,5,no item,
family,de Molina y Toledo,5,no item,
family,Nuñez,5,ambiguous — several items share the label,Q12667104 | Q28800757 | Q37519592
family,Beyt Kedar,5,no item,
family,ap Urien,5,no item,
family,ap Sawyl,5,no item,
family,ap Glywys,5,no item,
family,Skipstad,5,no item,
family,Svarterud,5,no item,
family,Lacerda,5,resolved,Q28800720
family,von Criechingen,5,no item,
family,De Roye,5,resolved,Q105128445
family,Sanguška h. Vytis,5,no item,
family,Sanguszko h. Pogoń Litewska,5,no item,
family,Gjerde,5,resolved,Q27892849
family,de Roubaix,5,resolved,Q106358755
family,Simcocke,5,no item,
family,Koreckis h. Vytis,5,no item,
family,Esteves de Azambuja,5,no item,
family,von Solms-Laubach,5,no item,
family,zu Solms-Laubach,5,no item,
family,von Mansfeld-Arnstein,5,no item,
family,Regenstein,5,resolved,Q106120897
family,Reuß von Plauen,5,no item,
family,Mazovietė,5,no item,
family,Algirdaitis,5,no item,
family,Reuß zu Gera,5,no item,
family,Olshanska,5,no item,
family,von Manderscheid-Blankenheim,5,no item,
family,von Daun-Falkenstein,5,resolved,Q116679373
family,von Reuss,5,no item,
family,de Morales,5,no item,
family,van Horne,5,ambiguous — several items share the label,Q115054068 | Q24469364
family,Hørby,5,no item,
family,de Kergorlay,5,resolved,Q87349517
family,Van Verduin en Ename,5,no item,
family,在原,5,no item,
family,Bergsagel,5,no item,
family,Joensdotter,5,no item,
family,日置,5,no item,
family,今枝,5,no item,
family,de Carvalhal,5,no item,
family,de Mortagne,5,no item,
family,de Ballieu Dit d'Ypres,5,no item,
family,Nunez,5,ambiguous — several items share the label,Q12667104 | Q28800757 | Q37519592
family,Martinsson,5,resolved,Q1310261
family,河鰭,5,no item,
family,第8世长林衍派,5,no item,
family,第7世长林衍派,5,no item,
family,Gutiérrez de Lara,5,no item,
family,To,5,no item,
family,Dagestad,5,resolved,Q17764425
family,d'Empúries,5,no item,
family,Modérus,5,no item,
family,Denis de Lagarde,5,no item,
family,Echeverri Ruiz de la Parra,5,no item,
family,Cano Pelaez,5,no item,
family,Velasquez de la Parra,5,no item,
family,Arnedo Paladines,5,no item,
family,Ruiz de la Parra Martinez,5,no item,
family,Munchegaard,5,no item,
family,Munck af Fulkila,5,no item,
family,Venegas,5,resolved,Q21029129
family,de los Santos Coy Morales,5,no item,
family,Moon,5,ambiguous — several items share the label,Q16877383 | Q18128173
family,Orr,5,resolved,Q21453128
family,Hidle,5,resolved,Q37522378
family,de Moctezuma,5,no item,
family,Correa de Soto y Hernández Mohedano,5,no item,
family,Guiterman,5,no item,
family,Nielsen Dyre,5,no item,
family,Fitz Eudo,5,no item,
family,Kaas (Mur),5,no item,
family,Fjell,5,resolved,Q38887837
family,Hirschmann,5,resolved,Q37495357
family,Kurki,5,resolved,Q27891102
family,Forbes,5,resolved,Q16275858
family,Perdomo,5,no item,
family,Morán de Ledesma e Ibarra,5,no item,
family,Skofteby,5,no item,
family,of Bourbon-Vendome,5,no item,
family,Šubić Bribirski,5,no item,
family,Flateland,5,no item,
family,LIM,5,resolved,Q36945972
family,Hodge,5,resolved,Q16870816
family,Gram,5,resolved,Q30135061
family,Arctædia,5,no item,
family,Moum,5,no item,
family,Batthyány de Németújvár,5,no item,
family,Kusugiya,5,no item,
family,Högquist,5,no item,
family,Smidt,5,resolved,Q28745164
family,武茂,5,no item,
family,Machado da Maia,5,no item,
family,de Salm,5,resolved,Q104802492
family,González Ochoa,5,no item,
family,de Rieux,5,resolved,Q106294673
family,Fadnes,5,no item,
family,Markmand,5,no item,
family,De Medina y Fernandez de Siordia,5,no item,
family,Wynston,5,no item,
family,Звенигородский,5,no item,
family,Rodrigues de Briteiros,5,no item,
family,Jepsen,5,resolved,Q21452132
family,Белоозерский,5,no item,
family,из рода Икирес,5,no item,
family,平野,5,no item,
family,Камица,5,no item,
family,Coya,5,no item,
family,Henao Rengifo,5,no item,
family,Lim,5,resolved,Q36945972
family,Kjærvoll,5,no item,
family,de Moreuil,5,no item,
family,van Saksen,5,no item,
family,de Quercy,5,no item,
family,de Montcavrel,5,no item,
family,Klepper,5,no item,
family,García de Quintanilla Saldívar,5,no item,
family,Saldivar Sosa,5,no item,
family,de Arispe Cuellar,5,no item,
family,Romo de Vivar Muñoz de la Barba,5,no item,
family,de Sosa,5,no item,
family,Pac,5,resolved,Q27987772
family,七条,5,no item,
family,de Hinojosa Cantú,5,no item,
family,de Cárdenas,5,resolved,Q94340659
family,Christiansson,5,resolved,Q27882035
family,舘,5,no item,
family,Solano y Benavides,5,no item,
family,Hallenius,5,no item,
family,Planting,5,resolved,Q37260307
family,de Segura,5,no item,
family,Балшич,5,no item,
family,Moreno de Ortega y Villegas,5,no item,
family,Álvarez de Vadillo,5,no item,
family,Fernández de Traba,5,no item,
family,Zuluaga Salazar,5,no item,
family,von Schalksberg,5,no item,
family,Tonstad,5,no item,
family,Levy Maduro,5,no item,
family,de Aulnay,5,no item,
family,из племени Онгут,5,no item,
family,Martin del Campo Gavilan,5,no item,
family,Bergerud,5,no item,
family,Al-Rumi,5,no item,
family,小菅,5,no item,
family,ben Zakkai,5,no item,
family,Gonzalez Hidalgo Ballesteros,5,no item,
family,Rodríguez Fernández,5,no item,
family,Ruiz de Rivera,5,no item,
family,García de Pruneda,5,no item,
family,Flores De Abrego,5,no item,
family,de Aguirre Ramos,5,no item,
family,García de Sepúlveda de la Garza,5,no item,
family,de la Garza Falcón Villarreal,5,no item,
family,González de Paredes Villarreal,5,no item,
family,von Pfeffel,5,no item,
family,Cárdenas Villarreal,5,no item,
family,Ochoa de la Garza,5,no item,
