role,name,people,kind,item_state,qids
family,Дуглат,3,non-Latin script (CYRILLIC),no item found,
family,Elliot,3,ordinary Western surname,ambiguous,Q29179325 | Q8113084
family,Xxx,3,not a name,no item found,
family,Lozano y González de Gardea,3,ordinary Western surname,no item found,
family,Treviño Guajardo,3,ordinary Western surname,no item found,
family,Henriksdotter,3,patronymic,no item found,
family,Gonzalez Garcia,3,ordinary Western surname,no item found,
family,Clifford Kocq van Breugel,3,ordinary Western surname,no item found,
family,Noonan,3,ordinary Western surname,exists,Q21489023
family,Mendez,3,ordinary Western surname,ambiguous,Q19848883 | Q5653265
family,Gonzalez Hidalgo Cantu,3,ordinary Western surname,no item found,
family,Prieto Guerra,3,ordinary Western surname,no item found,
family,Melberg,3,ordinary Western surname,no item found,
family,Sundell,3,ordinary Western surname,exists,Q27881897
family,González de Hermosillo de la Mora,3,ordinary Western surname,no item found,
family,Пильёмов-Сабуров,3,non-Latin script (CYRILLIC),no item found,
family,Löwenfeld,3,ordinary Western surname,ambiguous,Q106119542 | Q21509270
family,Ayala Garza,3,ordinary Western surname,no item found,
family,de Penthievre,3,toponymic or territorial byname,exists,Q104871041
family,Rodriguez de Carbajal Cantu,3,ordinary Western surname,no item found,
family,Figueira,3,ordinary Western surname,exists,Q37239050
family,Turley,3,ordinary Western surname,exists,Q21492838
family,Tornielli,3,ordinary Western surname,exists,Q97738513
family,Fernández Uribe,3,ordinary Western surname,no item found,
family,Hummel,3,ordinary Western surname,exists,Q10527108
family,Saldivar Rodríguez,3,ordinary Western surname,no item found,
family,Muñoz Tiscareño,3,ordinary Western surname,no item found,
family,Хотетовский,3,non-Latin script (CYRILLIC),no item found,
family,de Plour,3,toponymic or territorial byname,no item found,
family,de Polanco Calderón,3,toponymic or territorial byname,no item found,
family,e Vasconcelos,3,ordinary Western surname,no item found,
family,de Funes y Salinas,3,toponymic or territorial byname,no item found,
family,Freiin von Egloffstein,3,ordinary Western surname,no item found,
family,Nemira,3,ordinary Western surname,no item found,
family,Niemirowicz h. Jastrzębiec,3,ordinary Western surname,no item found,
family,Chacón,3,ordinary Western surname,exists,Q21492862
family,Álvarez de Luna,3,ordinary Western surname,no item found,
family,Crespo Flores,3,ordinary Western surname,no item found,
family,Sánchez de Zamora Fernández,3,ordinary Western surname,no item found,
family,ap Gloyw,3,ordinary Western surname,no item found,
family,Львов-Романовский,3,non-Latin script (CYRILLIC),no item found,
family,ap Fragan,3,ordinary Western surname,no item found,
family,Eneroth,3,ordinary Western surname,exists,Q24969175
family,Мезецкий,3,non-Latin script (CYRILLIC),no item found,
family,Gulliksrud,3,ordinary Western surname,no item found,
family,Schik von Markenau,3,ordinary Western surname,no item found,
family,Perez de Bocanegra,3,ordinary Western surname,no item found,
family,Ludolfingowie,3,ordinary Western surname,no item found,
family,de SAINT-CHAMANS,3,toponymic or territorial byname,no item found,
family,Burggräfin von Meissen,3,patronymic,no item found,
family,FILLIPINI,3,ordinary Western surname,no item found,
family,Luporum,3,ordinary Western surname,no item found,
family,Van Saksen Lauenburg,3,toponymic or territorial byname,no item found,
family,Ramos,3,ordinary Western surname,exists,Q1643088
family,Øyusen,3,patronymic,no item found,
family,Arias de Sotelo y Cervantes,3,ordinary Western surname,no item found,
family,Pérez Franco y Martín del Campo,3,ordinary Western surname,no item found,
family,Andersdtr Wouer,3,ordinary Western surname,no item found,
family,Buchman,3,ordinary Western surname,exists,Q21507033
family,de LA TRÉMOILLE,3,toponymic or territorial byname,ambiguous,Q104854532 | Q98890780
family,Velásquez Tamayo,3,ordinary Western surname,no item found,
family,Laurberg,3,ordinary Western surname,exists,Q48176662
family,Kwan,3,ordinary Western surname,exists,Q37444345
family,Løge,3,ordinary Western surname,no item found,
family,van Heinsberg Neufchâteau,3,toponymic or territorial byname,no item found,
family,Траханиотова,3,non-Latin script (CYRILLIC),no item found,
family,Jenks,3,ordinary Western surname,exists,Q36862852
family,Vargish,3,ordinary Western surname,no item found,
family,Ende,3,ordinary Western surname,exists,Q37144180
family,Aadneson,3,patronymic,no item found,
family,Bourrel,3,ordinary Western surname,no item found,
family,Kvakkestad,3,ordinary Western surname,no item found,
family,Evensen Brænde,3,ordinary Western surname,no item found,
family,Perez de Frias,3,ordinary Western surname,no item found,
family,De Frias,3,toponymic or territorial byname,no item found,
family,van Nassau van Merwen,3,toponymic or territorial byname,no item found,
family,Kleven,3,ordinary Western surname,no item found,
family,PUY-MONTBRUN (du),3,ordinary Western surname,no item found,
family,de Salamanca e Isunza,3,toponymic or territorial byname,no item found,
family,Willet,3,ordinary Western surname,exists,Q37550539
family,Villegas,3,ordinary Western surname,exists,Q28800802
family,de Marmont,3,toponymic or territorial byname,exists,Q104837931
family,Tunholm,3,ordinary Western surname,no item found,
family,Johansson Söderberg,3,ordinary Western surname,no item found,
family,Justice,3,ordinary Western surname,exists,Q30584355
family,Løyning,3,ordinary Western surname,exists,Q39000024
family,Valdes Velasquez,3,ordinary Western surname,no item found,
family,Villarreal Cantu,3,ordinary Western surname,no item found,
family,Franco Arteaga,3,ordinary Western surname,no item found,
family,Giraldo Trujillo,3,ordinary Western surname,no item found,
family,Arntsdatter,3,patronymic,no item found,
family,Trulsdatter,3,patronymic,no item found,
family,Stendardo,3,ordinary Western surname,no item found,
family,Rasmusdatter Mellebye,3,ordinary Western surname,no item found,
family,Ørseng,3,ordinary Western surname,no item found,
family,Leal de León de la Garza,3,ordinary Western surname,no item found,
family,Калитин,3,non-Latin script (CYRILLIC),no item found,
family,Cordero de Cobos,3,ordinary Western surname,no item found,
family,Marquez de Ulloa,3,ordinary Western surname,no item found,
family,Jiménez de Paz Luna y Cárdenas,3,ordinary Western surname,no item found,
family,Ramrez Montalvo Villarroel,3,ordinary Western surname,no item found,
family,de Goux,3,toponymic or territorial byname,no item found,
family,Lopez De Elizalde,3,ordinary Western surname,no item found,
family,Jonsdotter Forslund,3,ordinary Western surname,no item found,
family,De Montemayor,3,toponymic or territorial byname,no item found,
family,Ruiz de Salcedo,3,ordinary Western surname,no item found,
family,de Cervantes Leonel,3,toponymic or territorial byname,no item found,
family,Kjøstølsdatter,3,patronymic,no item found,
family,Aseguinolaza Unamuno,3,ordinary Western surname,no item found,
family,VILLARREAL Flores de Ábrego,3,ordinary Western surname,no item found,
family,Perez de Moya Prieto,3,ordinary Western surname,no item found,
family,Vilhelmsen,3,patronymic,no item found,
family,Ruiz De Esparza,3,ordinary Western surname,no item found,
family,Collett,3,ordinary Western surname,exists,Q16275226
family,Kristiansdtr,3,patronymic,no item found,
family,Delk,3,ordinary Western surname,no item found,
family,Legarda Garcia,3,ordinary Western surname,no item found,
family,Garces Rendon,3,ordinary Western surname,no item found,
family,Villa Franco,3,ordinary Western surname,no item found,
family,Roldán Peláez,3,ordinary Western surname,no item found,
family,Macias Velasquez,3,ordinary Western surname,no item found,
family,Olasdatter Kyllingstad,3,ordinary Western surname,no item found,
family,Olasson Kyllingstad,3,ordinary Western surname,no item found,
family,Kristensdtr,3,patronymic,no item found,
family,Åmot,3,ordinary Western surname,no item found,
family,Chilvers,3,ordinary Western surname,exists,Q21494060
family,Stringer,3,ordinary Western surname,exists,Q16883926
family,Cully,3,ordinary Western surname,no item found,
family,Evensdatter,3,patronymic,no item found,
family,Guajardo de la Garza,3,ordinary Western surname,no item found,
family,Jensdtr,3,patronymic,no item found,
family,Laurel Fernández de Castro,3,ordinary Western surname,no item found,
family,Ramos Arriola Guajardo,3,ordinary Western surname,no item found,
family,Treviño de Ayala,3,ordinary Western surname,no item found,
family,Treviño Amaya,3,ordinary Western surname,no item found,
family,Perezlindo,3,ordinary Western surname,no item found,
family,de la Garza Gutierrez,3,toponymic or territorial byname,no item found,
family,Bermúdez Flores,3,ordinary Western surname,no item found,
family,Treviño Caballero,3,ordinary Western surname,no item found,
family,Rasmusson Sømme,3,ordinary Western surname,no item found,
family,Ommundsdotter,3,patronymic,no item found,
family,Helgesdotter,3,patronymic,no item found,
family,Guzmán de la Garza,3,ordinary Western surname,no item found,
family,Sveningsen,3,patronymic,no item found,
family,Pettersdtr,3,patronymic,no item found,
family,Esparza,3,ordinary Western surname,exists,Q37557477
family,Wellborn,3,ordinary Western surname,exists,Q36922589
family,Castaño Duque,3,ordinary Western surname,no item found,
family,Карамышев,3,non-Latin script (CYRILLIC),no item found,
family,de Valdivieso y Vadillo,3,toponymic or territorial byname,no item found,
family,Buschera,3,ordinary Western surname,no item found,
family,Menendez de Rivera y Falcón,3,ordinary Western surname,no item found,
family,Wraight,3,ordinary Western surname,no item found,
family,da Ceccano,3,toponymic or territorial byname,no item found,
family,Centelles,3,ordinary Western surname,no item found,
family,Lisarraras y Cuellar de los Santos Coy,3,ordinary Western surname,no item found,
family,尉遲,3,CJK clan name,no item found,
family,symonds,3,ordinary Western surname,exists,Q21450569
family,Ruiz de Esparza Rangel,3,ordinary Western surname,no item found,
family,Gonsales,3,ordinary Western surname,no item found,
family,Silveira de Miranda,3,ordinary Western surname,no item found,
family,Moudgil,3,ordinary Western surname,no item found,
family,van Peize,3,toponymic or territorial byname,no item found,
family,魚,3,CJK clan name,no item found,
family,叱羅,3,CJK clan name,no item found,
family,閭,3,CJK clan name,no item found,
family,Martinez de Sotomayor,3,ordinary Western surname,no item found,
family,Romo Martin,3,ordinary Western surname,no item found,
family,Munoz De Villalobos,3,ordinary Western surname,no item found,
family,Torjusen,3,patronymic,no item found,
family,ap Cowryd,3,ordinary Western surname,no item found,
family,Villegas Restrepo,3,ordinary Western surname,no item found,
family,Tamayo y Rengifo,3,ordinary Western surname,no item found,
family,Paredes Masias,3,ordinary Western surname,no item found,
family,Peres Macias,3,ordinary Western surname,no item found,
family,Munos Masias,3,ordinary Western surname,no item found,
family,Romo Lomellin,3,ordinary Western surname,no item found,
family,Benavides Cortez,3,ordinary Western surname,no item found,
family,Cornejo González,3,ordinary Western surname,no item found,
family,Rodriguez Portugal,3,ordinary Western surname,no item found,
family,De Tiscareno,3,toponymic or territorial byname,no item found,
family,Carreon,3,ordinary Western surname,exists,Q37451450
family,Zenteno Muoz de Nava,3,ordinary Western surname,no item found,
family,Lopes de la Cerda y Cobos,3,ordinary Western surname,no item found,
family,Tiscareno Santacruz,3,ordinary Western surname,no item found,
family,Padilla Romo,3,ordinary Western surname,no item found,
family,Gomes Padilla,3,ordinary Western surname,no item found,
family,Gonzales Romo,3,ordinary Western surname,no item found,
family,Romo de Vivar y Martn del Campo,3,ordinary Western surname,no item found,
family,Martín del Campo Franco,3,ordinary Western surname,no item found,
family,Prez Franco,3,ordinary Western surname,no item found,
family,Martín del Campo y Estévez de Guzmán,3,ordinary Western surname,no item found,
family,Gonsales Calvillo,3,ordinary Western surname,no item found,
family,Rundström,3,ordinary Western surname,no item found,
family,toro alzate,3,ordinary Western surname,no item found,
