cut	rank	people	max_dist	min_dist	median_dist	p2600_linked	common	farthest	farthest_geni
60	745	1	60	60	60	0	tan 100% 植公 100% 陳 100%	植公 TAN 陳	6000000039684913444
60	746	1	60	60	60	0	tan 100% 架公 100% 陳 100%	架公 TAN 陳	6000000039684848337
60	747	1	60	60	60	0	tan 100% 萬族 100% 陳 100%	萬族 TAN 陳	6000000039684868466
60	748	1	60	60	60	0	tan 100% 萬子 100% 陳 100%	萬子 TAN 陳	6000000039685093114
60	749	1	60	60	60	0	tan 100% 萬孫 100% 陳 100%	萬孫 TAN 陳	6000000039685122004
60	750	1	60	60	60	0	tan 100% 通公 100% 陳 100%	通公 TAN 陳	6000000039715268822
60	751	1	60	60	60	0	tan 100% 陳 100% 陳達公 100%	陳達公 TAN 陳	6000000039717347424
60	752	1	60	60	60	0	tan 100% 蘧公 100% 陳 100%	蘧公 TAN 陳	6000000039716114515
60	753	1	60	60	60	0	tan 100% 逵公 100% 陳 100%	逵公 TAN 陳	6000000039717691993
60	754	1	60	60	60	0	tan 100% 道公 100% 陳 100%	道公 TAN 陳	6000000039717311308
60	755	1	60	60	60	0	tan 100% 達公 100% 陳 100%	達公 TAN 陳	6000000039717698971
60	756	1	60	60	60	0	緣臻 100% 陳 100%	緣臻 陳	6000000023390236716
60	757	1	60	60	60	0	緣淮 100% 陳 100%	緣淮 陳	6000000023390865573
60	758	1	60	60	60	0	atlan 100% gabriel 100%	Gabriel Atlan	6000000040202713481
60	759	1	60	60	60	0	cohen 100% nessim 100%	Nessim Cohen	6000000045961012113
60	760	1	60	60	60	0		(no label)	6000000203955943253
60	761	1	60	60	60	0		(no label)	6000000203955943273
60	762	1	60	60	60	0	kraïf 100% liaou 100%	Liaou Kraïf	6000000047879795839
60	763	1	60	60	60	0	deray 100% judas 100% rené 100%	Judas René Deray	6000000215478233826
60	764	1	60	60	60	0	diamanti 100% guedj 100%	Diamanti Guedj	6000000040234121985
60	765	1	60	60	60	0	dewawarman 100%	Dewawarman	6000000041013160495
60	766	1	60	60	60	0	bin 100% jayasingawarman 100% nagawarman 100%	Nagawarman bin Jayasingawarman	6000000040312382171
60	767	1	60	60	60	0	amudrawarman 100% bint 100% fulan 100% istri 100%	Istri Amudrawarman bint Fulan	6000000040977726827
60	768	1	60	60	60	0	bint 100% ke-1 100% putri 100% satyaguna 100%	Putri ke-1 Satyaguna bint Satyaguna	6000000040322644655
60	769	1	60	60	60	0	bint 100% ke-2 100% putri 100% satyaguna 100%	Putri ke-2 Satyaguna bint Satyaguna	6000000040322985869
60	770	1	60	60	60	0	bin 100% ke-1 100% putra 100% satyaguna 100%	Putra ke-1 Satyaguna bin Satyaguna	6000000040323502881
60	771	1	60	60	60	0	bint 100% cucu 100% fulan 100% istri 100% satyaguna 100%	Istri Cucu Satyaguna bint Fulan	6000000040957600941
60	772	1	60	60	60	0	amhagergis 100% bokru 100%	Bokru Amhagergis	6000000008079782350
60	773	1	60	60	60	0	amhagergis 100% imuna 100%	Imuna Amhagergis	6000000008079738583
60	774	1	60	60	60	0	dadoun 100% georgette 100% sacia 100%	Sacia Georgette Dadoun	6000000023795343962
60	775	1	60	60	60	0	chén 100% wěi 100% 偉 100% 陳 100%	Wěi 偉 Chén 陳	6000000018814274192
60	776	1	60	60	60	0	chén 100% yǎng 100% 仰 100% 陳 100%	Yǎng 仰 Chén 陳	6000000018813804628
60	777	1	60	60	60	0	chén 100% jiàn 100% 健 100% 陳 100%	Jiàn 健 Chén 陳	6000000018813868967
60	778	1	60	60	60	0	chén 100% qiáo 100% 喬 100% 陳 100%	Qiáo 喬 Chén 陳	6000000018819315294
60	779	1	60	60	60	0	chén 100% shì'ān 100% 士安 100% 陳 100%	Shì'ān 士安 Chén 陳 135, 95, 48, 11	6000000018819087296
60	780	1	60	60	60	0	chén 100% yuánluó 100% 元騾 100% 陳 100%	Yuánluó 元騾 Chén 陳	6000000018814269435
60	781	1	60	60	60	0	nagawarman 100%	Nagawarman	6000000041021617078
60	782	1	60	60	60	0		NN	6000000041021638338
60	783	1	60	60	60	0		NN	6000000041021318742
60	784	1	60	60	60	0	kosala 100%	Kosala	6000000041037531819
60	785	1	60	60	60	0		NN	6000000041038182017
60	786	1	60	60	60	0	atalya 100%	Atalya	6000000035997296652
60	787	1	60	60	60	0	sin-ahhe-eriba 100%	Sin-ahhe-eriba	6000000006101370387
60	788	1	60	60	60	0		NN	6000000019354997716
60	789	1	60	60	60	0	abhisara 100%	Abhisara IV	6000000006101386459
60	790	1	60	60	60	0	aila 100% king 100% nahus 100%	King Nahus of Aila	6000000001094205257
60	791	1	60	60	60	0	der 100% ostrogothen 100% walaravans 100%	Walaravans Ostrogothen, der	6000000042011253122
60	792	1	60	60	60	0		(no label)	6000000012612009208
60	793	1	60	60	60	0	freha 100% guedj 100%	Freha Guedj	6000000017129643657
60	794	1	60	60	60	0	doukhan 100% edouard 100% jacob 100% saül 100%	Saül Jacob Edouard Doukhan	6000000060121860075
60	795	1	60	60	60	0	khalifa 100% nessim 100% simon 100%	Simon Nessim Khalifa	6000000047410616997
60	796	1	60	60	60	0	泣沢女神 100%	泣沢女神	6000000001830396497
60	797	1	60	60	60	0	衝立船戸神 100%	衝立船戸神	6000000001830419451
60	798	1	60	60	60	0	道之長乳歯神 100%	道之長乳歯神	6000000001830701024
60	799	1	60	60	60	0	時量師神 100%	時量師神	6000000001830699195
60	800	1	60	60	60	0	和豆良比能宇斯能神 100%	和豆良比能宇斯能神	6000000001830445938
60	801	1	60	60	60	0	道俣神 100%	道俣神	6000000001830703272
60	802	1	60	60	60	0	飽咋之宇斯能神 100%	飽咋之宇斯能神	6000000001830609590
60	803	1	60	60	60	0	奥疎神 100%	奥疎神	6000000001830621542
60	804	1	60	60	60	0	奥津那芸佐毘古神 100%	奥津那芸佐毘古神	6000000001830537767
60	805	1	60	60	60	0	奥津甲斐弁羅神 100%	奥津甲斐弁羅神	6000000001830789068
60	806	1	60	60	60	0	辺疎神 100%	辺疎神	6000000001830724639
60	807	1	60	60	60	0	辺津那芸佐毘古神 100%	辺津那芸佐毘古神	6000000001830596922
60	808	1	60	60	60	0	辺津甲斐弁羅神 100%	辺津甲斐弁羅神	6000000001830817003
60	809	1	60	60	60	0	神直毘神 100%	神直毘神	6000000001830593926
60	810	1	60	60	60	0	大直毘神 100%	大直毘神	6000000001830820139
60	811	1	60	60	60	0	伊豆能売 100%	伊豆能売	6000000001830805167
60	812	1	60	60	60	0	底津綿津見神 100%	底津綿津見神	6000000001830605878
60	813	1	60	60	60	0	底筒之男神 100%	底筒之男神	6000000001830734508
60	814	1	60	60	60	0	意富加牟豆美命 100%	意富加牟豆美命	6000000001830677079
60	815	1	60	60	60	0	道返之大神 100%	道返之大神	6000000001831469175
60	816	1	60	60	60	0	中津綿津見神 100%	中津綿津見神	6000000001830788311
60	817	1	60	60	60	0	中筒之男神 100%	中筒之男神	6000000001830768564
60	818	1	60	60	60	0	八十禍津日神 100%	八十禍津日神	6000000001830789436
60	819	1	60	60	60	0	大禍津日神 100%	大禍津日神	6000000001830738396
60	820	1	60	60	60	0	上津綿津見神 100%	上津綿津見神	6000000001830920755
60	821	1	60	60	60	0	上筒之男神 100%	上筒之男神	6000000001830816667
60	822	1	60	60	60	0	tsukuyomi月読命 100%	Tsukuyomi月読命	6000000001830900672
60	823	1	60	60	60	0	susanoo 100% 建速須佐之男命 100%	Susanoo 建速須佐之男命	6000000199302189883
60	824	1	60	60	60	0	isukeyorihime 100%	Isukeyorihime	6000000011630415841
60	825	1	60	60	60	0	hikoyai-no-mikoto 100% mikoto 100% no 100%	Hikoyai-no-mikoto no Mikoto	6000000091171372366
60	826	1	60	60	60	0	kishimi 100% mikoto 100% mino 100%	Kishimi Mino Mikoto	6000000160120470833
60	827	1	60	60	60	0		(private)	6000000043655951039
60	828	1	60	60	60	0		(private)	6000000001890304074
70	1	4283	183	70	102	51	譚 12%	少昊 | 顓頊 | 女修 | 大業 | 皋陶	6000000130212161823 | 6000000130211774865 | 6000000130211225989 | 6000000130210607017 | 6000000130211271984
70	2	1138	129	70	85	5	egypt 30% pharaoh 11%	Scorpion I | Khentneith | Pharaoh Crocodile | (no label) | Irinetjer	6000000209058145828 | 6000000005747697198 | 6000000209058166828 | 6000000004869093741 | 6000000005747697188
70	3	499	79	70	77	0	neo 21% see 13% lee 11% tan 10%	(private) | (private) | (private) | Agnes Kim Lwi TAN | Alfred Siew Sin TAN SSM SPMS JP	6000000025835485785 | 6000000015512031474 | 6000000002662610143 | 6000000002574115095 | 6000000209286802825
70	4	378	78	70	75	1	wong 25% 黄 15%	(private) | (no label) | (private) | (private) | (private)	6000000182280720832 | 6000000180027505874 | 6000000180024387029 | 6000000011513510488 | 6000000011513706382
70	5	317	79	70	78	0	khoo 26% 邱 13%	(no label) | (private) | (private) | (private) | (private)	6000000226305361857 | 6000000226305597823 | 6000000226287817837 | 6000000226287792880 | 6000000226287794834
70	6	293	168	70	128	18	samaritan 69% itamar 40% line 39% generation 39% priest 31% high 30%	79th generation Samaritan Itamar line | 78th generation Samaritan Itamar line | 80th generation Samaritan Itamar line | 77th generation Samaritan Itamar line | 81st generation Samaritan Itamar line	6000000227239042863 | 6000000227239037863 | 6000000227239040856 | 6000000227239108835 | 6000000227239042848
70	7	281	94	70	92	0	曾 25% zēng 24% hong 10%	(private) | (private) | (private) | (private) | (private)	6000000196610423823 | 6000000224148455837 | 6000000120386687883 | 6000000120386100935 | 6000000025929022418
70	8	228	79	70	77	0	邱 23%	(no label) | (no label) | (no label) | (no label) | (no label)	6000000176577381876 | 6000000176579072835 | 6000000176576584920 | 6000000176578146850 | 6000000176578958826
70	9	158	79	70	77	0	<private> 34% wong 30% 黃 18%	(private) | (private) | (private) | (private) | (private)	6000000026618396987 | 6000000021150702368 | 6000000022711961958 | 6000000021150737477 | 6000000021150737473
70	10	151	89	70	75	1	ben 14% exilarch 11% ibn 11%	Addai | Andronikos | Assia | James 9th Apostle | Judas	6000000005747693751 | 6000000005747693746 | 6000000005747693761 | 6000000003242945002 | 6000000003242970981
70	11	146	79	70	78	0	曾 21% zēng 15%	(private) | (private) | (private) | (private) | (private)	6000000001223825296 | 6000000001223825288 | 6000000004076710113 | 6000000003922607882 | 6000000003922660943
70	12	137	79	70	75	0	邱 41% khoo 20% qiū 19% 曾 16%	(private) | Gaik Choo KHOO | Gaik Kim KHOO 邱 | Hong Cheng KHOO 邱 | Hong Chow KHOO	6000000176500394848 | 6000000028351468878 | 6000000016831166615 | 6000000028349516618 | 6000000028348537565
70	13	129	79	70	77	25	lee 11%	(private) | (no label) | (no label) | (private) | (private)	6000000052333924088 | 6000000052333873041 | 6000000052333781013 | 6000000204932367848 | 6000000205272754910
70	14	129	78	70	75	0	khoo 31% 邱 29% neo 20%	(private) | (private) | (private) | (private) | (private)	6000000182406814845 | 6000000182407144821 | 6000000190505609821 | 6000000190506921871 | 6000000190506921860
70	15	113	81	70	78	0	bhattacharya 61%	(private) | (private) | (private) | (private) | (private)	6000000225648525436 | 6000000022421611951 | 6000000022421296931 | 6000000022421024380 | 6000000022421075473
70	16	109	93	70	82	0	曾 99% zēng 31%	Surname: Zēng 曾 | 台貴 曾 | 坤貴 曾 | 堂貴 曾 | 壇貴 曾	6000000046407352850 | 6000000046406688366 | 6000000046407333931 | 6000000046407409845 | 6000000046401715842
70	17	108	79	70	75	0	邱 39%	(private) | (private) | (private) | (private) | (private)	6000000226816992826 | 6000000226816936905 | 6000000226816923984 | 6000000226816921870 | 6000000226817201874
70	18	103	79	70	77	0	黄 26% huang 23% wong 21% <private> 20% lee 13%	(private) | (private) | (private) | (private) | (private)	6000000017788120715 | 6000000017768769759 | 6000000017768765185 | 6000000017768654614 | 6000000017768739915
70	19	102	88	70	77	1	assyria 41% king 38% van 14%	(no label) | Iptar-Sin King of Assyria | NN Babylonië, van | Sharma-Adad I King of Assyria | (no label)	6000000002187705881 | 6000000008222154165 | 6000000042323040091 | 6000000002517733482 | 6000000002187705815
70	20	96	93	70	87	1	jatavallabha 46% award 13% by 13% maharaja 13%	Appan Jatavallabha | Aprameya Iyengar Jatavallabha | Krishnaswamy Iyengar Jatavallabha | Narasimhachar Jatavallabha | Rangachar Jatavallabha	6000000130992202003 | 6000000013197879711 | 6000000013197986429 | 6000000013197695960 | 6000000013198001319
70	21	93	153	70	112	0	king 98% axum 97%	Makeda Queen of Sheba | Solomon King of Israel | Menelik I Dawit I King of Axum | Handeyon I King of Axum | Sera I Tomai King of Axum	6000000210521076830 | 6000000210521125824 | 6000000210521110821 | 6000000210521072828 | 6000000210521031851
70	22	55	78	70	74	0	黃 83% huáng 81% <private> 72% huang 21% hua2ng 16% zhen 14%	Mike Wong,Huang Cheng Bao 黄成宝 142,136, 32 世 Wong | (private) | (no label) | <private> HUÁNG 黃 | <private> HUÁNG 黃	6000000215821370840 | 6000000216653717822 | 6000000216653492856 | 6000000217244586821 | 6000000217106892865
70	23	53	79	70	77	0	黄 30% huang 15% wong 13% <private> 11%	(private) | (private) | (no label) | (no label) | (no label)	6000000093419376032 | 6000000093418360268 | 6000000093677926901 | 6000000093678250839 | 6000000093678019834
70	24	47	79	70	77	0	胡 74%	(private) | Margaret Margaret Hu | 治平 程 | Ssu-Du Hu | Tsu-wang Hu	6000000014042390153 | 6000000014042302182 | 6000000014118987482 | 6000000014041726438 | 6000000014041541820
70	25	46	79	70	73	0	熊 36%	安 孫 | 敖 孫叔 艾猎 蔿 | 姬 | 賈 伯嬴 蔿 | 鄖夫人	6000000144725549180 | 6000000144727591876 | 6000000144728026823 | 6000000144727730859 | 6000000144728103827
70	26	43	75	70	73	0		(no label) | (private) | (private) | (private) | (private)	6000000188013687821 | 6000000188013469843 | 6000000188013217876 | 6000000188013558821 | 6000000188013482836
70	27	42	78	70	74	0	hadgay 19% mosi 19% menaghi 11% meron 11% senbetmehari 11%	Degnai Akeletzion | Guzay TeKletzion | TSinAi Akeletzion | Akeletzion MaluK | Hanis Hadgay	6000000017858604816 | 6000000017859076315 | 6000000017858768372 | 6000000017858786992 | 6000000017858809619
70	28	38	86	70	78	0	kosala 44% king 34%	Vasundhara Paurava | Mahswan | Shasvant, King of Kosala | Visrutavant, King of Kosala | Amarshan of Kosala	6000000018545949232 | 6000000009710681423 | 6000000018520992116 | 6000000019331294749 | 6000000018545723821
70	29	37	103	70	85	0	ng 89% 伍 83% duk 10%	Tin 天 Sek 錫 Gwun Choong 君 寵 NG 伍 34gen. | Kuen 權 Duk Joong 得 中 NG 伍 33gen. | Wung 宏 Gwun Dai 君 大 NG 伍 32gen. | Go 高 Yut Mun 逸 民 NG 伍 31gen. | Gee 志 Jing 正 NG 伍 30gen.	6000000000608922520 | 6000000000608922512 | 6000000000608922504 | 6000000000608922496 | 6000000000608922488
70	30	37	97	70	88	0	曾 94%	(private) | 繁山 靜齋 曾 | 繁琪 曾 | 倩源 養泉 曾 | 慶潼 曾	6000000106991188914 | 6000000106989823958 | 6000000106990966057 | 6000000106989954900 | 6000000106990625013
70	31	36	80	70	74	0	忌部 41% 斎部 19%	豊止美 忌部 | 宇都庭麿 忌部 | 達奈弖 | 佐賀斯 忌部 | 色夫知 忌部	6000000001920617261 | 6000000001920673480 | 6000000001920873042 | 6000000001920607716 | 6000000001921140566
70	32	35	88	70	80	1	king 51% sparta 51% archidamus 11%	Archidamus III King of Sparta | Eupolia | Proauga | Agesilaus II King of Sparta | Cynisca	6000000020703919494 | 6000000020706293712 | 6000000020707602384 | 6000000020704012140 | 6000000020704050113
70	33	35	88	70	85	0	moudgil 31% sharma 17%	(private) | Ojus Sharma | Rajeev Sharma | Rashmi Atray | Sandeep Sharma	6000000143549158918 | 6000000143546594619 | 6000000143548746997 | 6000000143547949155 | 6000000143549323895
70	34	31	76	70	75	0	黄 93% huang 87% <private> 54%	(no label) | <private> HUANG 黄 | <private> HUANG 黄 | <private> HUANG 黄 | <private> HUANG 黄	6000000133330734821 | 6000000133331782821 | 6000000133306094833 | 6000000133286989361 | 6000000133098097946
70	35	29	98	70	84	0	施 100%	天錫 施 | 允憑 施 | 道先 施 | 仕亮 施 | 子引 施	6000000020472611141 | 6000000020472399073 | 6000000020472274633 | 6000000020472551171 | 6000000020472593171
70	36	29	81	70	76	0		Jimut VYOM | Vikruti JIMUT | Bhimrath VIKRUTI | Vyom DASHAI | Dashai NIVRUTTI	6000000009705991122 | 6000000009706364570 | 6000000009706326038 | 6000000009706344869 | 6000000009706285040
70	37	28	88	70	83	1	sparta 21% king 17%	Cleombrotus I King of Sparta | Pausanias King of Sparta | Cleomenes | Pleistoanax King of Sparta | Agesipolis II King of Sparta	6000000020745551038 | 6000000020745549017 | 6000000020745564071 | 6000000010660133650 | 6000000010661675307
70	38	27	91	70	81	0	韓 92%	安 韓 | 然 韓 | 咎 韓 | 嬰 韓 | 蟣蝨 韓	6000000144719916920 | 6000000144717791494 | 6000000144718684237 | 6000000144719114131 | 6000000144720029850
70	39	27	84	70	78	0	jarlung 29% tsenpo 29% kuru 11%	Esho Leg Jarlung | Lorepind | Gawal | Pude Gunggyal Jarlung | Drigum Tsenpo Jarlung	6000000202476782821 | 6000000009746315289 | 6000000009745974489 | 6000000202476730829 | 6000000202476682837
70	40	26	79	70	77	0	邱 23% 颗馒等公家谱 23% pang 19% soo 19% khoo 11%	(private) | (no label) | (private) | (no label) | (no label)	6000000182861735828 | 6000000182861058848 | 6000000182862023821 | 6000000182861909822 | 6000000182861864824
70	41	24	93	70	82	0		Dhravsen | Dronsen | Dharsen | Vijaisen 2 | Somdutt	6000000009719466364 | 6000000009719533096 | 6000000009719559570 | 6000000009719459579 | 6000000009719513458
70	42	24	93	70	82	0	de 66% loboš 66% labuc 33%	Lorenzo de Loboš | Nicolas de Loboš | Diego de Loboš | Islan de Loboš | Emilio de Loboš	6000000006596717585 | 6000000006596910231 | 6000000006596914228 | 6000000006596643734 | 6000000006596558991
70	43	23	92	70	81	0	秦 52% 長宗我部 26% chōsokabe 17%	信能 長宗我部 | 重宗 長宗我部 | 重高 長宗我部 | Shigetoshi Chōsokabe | 兼光 長宗我部	6000000001952320032 | 6000000001952335094 | 6000000001952063951 | 6000000001952356038 | 6000000001952184791
70	44	23	92	70	81	0	曾 100%	廣蘇 受之 福時 曾 | 紀鑣 汝霖 志一 曾 | 傳進 曾 | 毓郯 曾 | 興樗 白廬 曾	6000000106987610011 | 6000000106987697876 | 6000000106987678000 | 6000000106986787234 | 6000000106986532129
70	45	23	86	70	79	22	張 100%	永紹 張 | 永緒 張 | 彥頨 士瞻 湛然 張 | 玄慶 張 | 元吉 張	6000000143880649866 | 6000000143880361895 | 6000000143880905827 | 6000000143877971319 | 6000000143880760847
70	46	23	77	70	74	0	hittites 30% tudhaliya 21% king 17% arnuwanda 13% khatti 13%	Nikal-mati | Walanni | Muwatalli I of the Hittites | Tudhaliya II Hittite Empire | Ashmu-Nikkal Queen of the Hittites	6000000008222394226 | 6000000058830605914 | 6000000002187991136 | 6000000008222353391 | 6000000003223277534
70	47	23	76	70	72	0	vijaya 82% tissa 13%	Damilidevi Vijaya | Chandamukha Siva Vijaya | Mahamatta Vijaya | Yassalalaka Tissa Vijaya | Chulabhaya Vijaya	6000000186315892858 | 6000000186315917867 | 6000000186316701835 | 6000000186316684826 | 6000000186315853876
70	48	22	77	70	73	0	anuradhapura 86% king 77% tissa 22%	Damilidevi | Subharaja Vijaya King of Anuradhapura | Chandamukha King of Anuradhapura | Mahamatta | Yassalalaka Tissa King of Anuradhapura	6000000198872179875 | 6000000198904180858 | 6000000192641257898 | 6000000192642432837 | 6000000192644857831
70	49	21	73	70	72	0		(no label) | (no label) | (no label) | (private) | (no label)	6000000226848994935 | 6000000226849147823 | 6000000226849120831 | 6000000226849117828 | 6000000226849141844
70	50	20	79	70	76	0	huáng 55% 黃 55% guì 15% lán 10% yì 10% ān 10%	(no label) | (private) | (no label) | (no label) | (private)	6000000036358902787 | 6000000036359518075 | 6000000036359537895 | 6000000036358649758 | 6000000036353156253
70	51	20	75	70	73	0	邱 45%	妈兜 邱 | 斗娘 杨 | 藕娘 林 | 枣娘 颜 | 紫晚	6000000176536644836 | 6000000176536211839 | 6000000176537232826 | 6000000176537272826 | 6000000176535528916
70	52	19	88	70	79	0		Kriti | Bahulaashwa | Dhriti | Veetahavya | Sunaya	6000000009708959926 | 6000000009709101281 | 6000000009709106254 | 6000000009708971557 | 6000000009709056341
70	53	19	77	70	74	0		(no label) | (no label) | (no label) | (no label) | (no label)	6000000012931637200 | 6000000012932006314 | 6000000012932029204 | 6000000012931993501 | 6000000012931863863
70	54	18	78	70	75	0	黃 61% <private> 50% huáng 50%	黄炳滏 | (private) | <private> HUÁNG 黃 | <private> HUÁNG 黃 | <private> HUÁNG 黃	6000000215545373837 | 6000000215549008821 | 6000000215943689839 | 6000000215943856822 | 6000000215943900824
70	55	17	86	70	78	0	shahriyar 23% rustam 17% dara 11% kinhwan 11% surhab 11%	Surhab | Rustam | Sharwin | Shahriyar | Rustam	6000000010375498153 | 6000000010375687768 | 6000000010375755089 | 6000000010375498747 | 6000000010375803693
70	56	15	74	70	73	0	neo 33%	Li Neo TAN | Gek Neo CHEE | Han Neo CHEW | Yin Neo CHEAH | 心地 邱	6000000197591368832 | 6000000176561047841 | 6000000176561858821 | 6000000176561282837 | 6000000176561302823
70	57	15	72	70	71	0	曾 93%	涇 曾 | 涵 曾 | 渭 曾 | 湘 曾 | 潔 曾	6000000013860172157 | 6000000013860096564 | 6000000013860203069 | 6000000013860095534 | 6000000013860088972
70	58	13	74	70	73	0	曾 100%	國海 曾 | 國癸 曾 | 國魯 曾 | 三江 曾 | 夢祐 曾	6000000178181167831 | 6000000178180632908 | 6000000178180363859 | 6000000178181596830 | 6000000178180979864
70	59	12	78	70	76	0	邱 58% khoo 25% lim 16%	思妮 邱 | Eng Liat YEOH | Tiang Lim KHOO 邱 | Saw Wan LIM | Siew Tin KHOO	6000000013735725976 | 6000000198603659850 | 6000000084307674117 | 6000000198603259854 | 6000000198603608840
70	60	12	76	70	72	0	izumo 100%	Chikuni 31 Izumo | Kunikami 28 Izumo | Kuninari 29 Izumo | Otoyama 26 Izumo | Ka'an 24 Izumo	6000000227334372830 | 6000000227334396821 | 6000000227334231868 | 6000000227334262869 | 6000000227331924854
70	61	12	74	70	73	0	曾 100%	眞保 曾 | 眞祐 曾 | 眞育 曾 | 光 曾 | 榮 曾	6000000178341588881 | 6000000178343234822 | 6000000178342885827 | 6000000178339748917 | 6000000178343377821
70	62	11	75	70	74	0		(no label) | Kush | LUV | (no label) | (no label)	6000000038624631390 | 6000000038625036917 | 6000000038624816204 | 6000000038624632317 | 6000000038624980985
70	63	10	75	70	74	0	李 60% lee 30% 乾聪 10% 兴 10% 发 10% 憲文 10%	(private) | (no label) | (private) | 憲文 LEE 李 | 登輝 李	6000000041426668975 | 6000000041426535345 | 6000000041426249661 | 6000000041426672995 | 6000000041426138623
70	64	10	74	70	72	0	armenia 100% kuno 100% raja 100% n/a 50% permaisuri 50% sm 50%	Hrant (Raja Armenia Kuno XXVI (1267-1242 SM)) | N/A (Permaisuri Raja Armenia Kuno XXVI) | Endzak Raja Armenia Kuno XXVI (1242-1197 SM) | N/A (Permaisuri Raja Armenia Kuno XXVII) | Geghak (Raja Armenia Kuno XXVIII (1197-1194 SM))	6000000018950861577 | 6000000018951769898 | 6000000018980474045 | 6000000018951973933 | 6000000018951179138
70	65	10	74	70	73	0	曾 100% 和生 10% 天與 10% 天賜 10% 天錫 10% 德彰 10%	眞忠 曾 | 眞恕 曾 | 眞惠 曾 | 眞懋 曾 | 德彰 曾	6000000178343859821 | 6000000178342741832 | 6000000178343635831 | 6000000178343546832 | 6000000178343227832
70	66	10	72	70	72	0	曾 100% 南有 10% 南祥 10% 南箕 10% 南紀 10% 子淳 10%	子淳 曾 | 子淵 曾 | 子淸 曾 | 子源 曾 | 子漠 曾	6000000178361436822 | 6000000178361474821 | 6000000178361479821 | 6000000178361243823 | 6000000178359745875
70	67	9	78	70	74	0	邱 88% khoo 33% boo 11% char 11% chye 11% gong 11%	(private) | 漢鼎 邱 | 水萍 邱 | 衡梗 邱 | 台流 邱	6000000083531042278 | 6000000083532023962 | 6000000083532284851 | 6000000083531168425 | 6000000083531050437
70	68	9	73	70	72	0	曾 100% 基哲 11% 守詳 11% 汝諒 11% 汝貴 11% 汝顯 11%	守詳 曾 | 添吉 曾 | 添喜 曾 | 汝諒 曾 | 汝貴 曾	6000000178181199834 | 6000000178181549825 | 6000000178180847876 | 6000000178181590822 | 6000000178181293847
70	69	8	77	70	74	0	<private> 75% huáng 75% 黃 75%	(no label) | (no label) | <private> HUÁNG 黃 | <private> HUÁNG 黃 | <private> HUÁNG 黃	6000000222397943877 | 6000000222397851868 | 6000000222397079148 | 6000000222397742845 | 6000000222397285960
70	70	8	77	70	74	0	bhārg 25% dharmaketu 25% dhrishtaketu 25% niketan 25% satyaketu 25% sukumār 25%	BHĀRGABHUMI Bhārg | BHĀRG Vītihotra | VĪTIHOTRA Sukumār | SUKUMĀR Dhrishtaketu | DHRISHTAKETU Satyaketu	6000000009705390539 | 6000000009705295763 | 6000000009705425207 | 6000000009705357681 | 6000000009705421241
70	71	7	76	70	73	0	de 100% macedonia 100% rey 100% alcetas 14% alejandro 14% amintas 14%	Alejandro I Filoheleno Rey de Macedonia | Amintas I Rey de Macedonia | Alcetas I Rey de Macedonia | Aéropo I Rey de Macedonia | Filipo I Rey de Macedonia	6000000006277557057 | 6000000006277557067 | 6000000006277557052 | 6000000006277557047 | 6000000006277557092
70	72	7	76	70	73	0	小槻 85% 奉親 14% 孝信 14% 当平 14% 忠臣 14% 祐俊 14%	祐俊 小槻 | 孝信 小槻 | 貞行 小槻 | 奉親 小槻 | 忠臣 小槻	6000000006956251423 | 6000000006824265185 | 6000000006957490086 | 6000000006957479061 | 6000000006824304127
70	73	7	73	70	72	0	駟 85% ‎ 14% ‏‏‎ 14% 乞 14% 偃 14% 夏 14%	弘 子般 駟 | 絲 駟 | 偃 子游 駟 | 歂 子然 駟 | 乞 子瑕 駟	6000000016961667811 | 6000000016961480781 | 6000000016961426043 | 6000000016961695557 | 6000000016961710620
70	74	6	73	70	72	0	san 100% ahmose 16% ahmose-meritamon 16% ahmose-nefertari 16% amenhotep 16% mutnofret 16%	Ahmose-Nefertari san | Ahmose I san | Ahmose-Meritamon san | Amenhotep I san | Mutnofret san	6000000005015904619 | 6000000005015952387 | 6000000005016176011 | 6000000005016011183 | 6000000005021926198
70	75	6	72	70	71	0	hu 83% juju 16% mao 16% tu 16% yan 16% yigu 16%	Juju Hu | Yigu Hu | Mao Hu | Yan Hu | 伯 大狐	6000000012696725490 | 6000000012696910446 | 6000000012696774685 | 6000000012696816867 | 6000000145764420861
70	76	6	71	70	71	0	<private> 100% huáng 100% 黃 100%	<private> HUÁNG 黃 | <private> HUÁNG 黃 | <private> HUÁNG 黃 | <private> HUÁNG 黃 | <private> HUÁNG 黃	6000000222498322988 | 6000000222498636853 | 6000000222498594861 | 6000000222498648829 | 6000000222498595828
70	77	5	74	70	72	0	adhirath 20% dhritavrat 20% dhriti 20% satkarma 20% vijay 20%	Adhirath | Satkarma | Dhritavrat | Dhriti | Vijay	6000000009710353437 | 6000000009710325892 | 6000000009710181868 | 6000000009710316617 | 6000000009710415336
70	78	5	73	70	71	0	罕 80% ‎ 20% ‏‏‎ 20% 嬰齊 20% 子姚 20% 子展 20%	達 子姚 罕 | 嬰齊 子齹 罕 | 虎 子皮 罕 | 魋 罕 | 舍之 子展 ‏‏‎ ‎	6000000016961776044 | 6000000016961709380 | 6000000016961585015 | 6000000016961392487 | 6000000016961567112
