token,usage,bearers,script,marker,existing_qid,action
Candida,given,13,Latin,,Q831189,link
Cars,family,13,Latin,,,create
Cathrina,given,13,Latin,,,create
Chavarriaga,family,13,Latin,,,create
Chim,given,13,Latin,,Q69523570,link
Clawson,family,13,Latin,,Q16865619,link
Clementia,given,13,Latin,,Q20139208,link
Cotys,given,13,Latin,,,create
Dawid,given,13,Latin,,Q19830589,link
Desconocida,given,13,Latin,,,create
Dyddgu,given,13,Latin,,,create
Eidel,given,13,Latin,,,create
Elisabetha,given,13,Latin,,Q19968515,link
Elsebeth,given,13,Latin,,Q5367718,link
Emanuele,given,13,Latin,,Q18179872,link
Emmy,given,13,Latin,,Q18201887,link
Engelson,given,13,Latin,,,create
Ermessenda,given,13,Latin,,Q21082239,link
Eveline,given,13,Latin,,Q18182698,link
FNU,given,13,Latin,,,create
Fanni,given,13,Latin,,Q20000156,link
Fiodoras,given,13,Latin,,,create
Frantz,given,13,Latin,,Q16275875,link
Friederich,given,13,Latin,,Q18606091,link
GBPH,given,13,Latin,,,create
Garman,given,13,Latin,,,create
Garnier,given,13,Latin,,Q24472266,link
Gavilan,family,13,Latin,,,create
Gediminds,family,13,Latin,,,create
Geir,given,13,Latin,,Q1498800,link
Gelche,given,13,Latin,,,create
Ghanam,given,13,Latin,,,create
Giselbert,given,13,Latin,,Q65120788,link
Gjermundsdatter,patronymic,13,Latin,sdatter,,create
Gjermundson,given,13,Latin,,,create
Godefroy,given,13,Latin,,Q18546206,link
Goffredo,given,13,Latin,,Q1311598,link
Gulleikson,given,13,Latin,,,create
Haraldsdotter,patronymic,13,Latin,sdotter,,create
Hedwige,given,13,Latin,,Q65177200,link
Helgadóttir,patronymic,13,Latin,dóttir,Q21450108,link
Helje,given,13,Latin,,Q11974854,link
Hendrich,given,13,Latin,,,create
Heribert,given,13,Latin,,Q16276631,link
Herluf,given,13,Latin,,Q16427638,link
Hersh,given,13,Latin,,,create
Hortensia,given,13,Latin,,Q18091390,link
IGNACIO,given,13,Latin,,Q18220016,link
Ichabod,given,13,Latin,,Q23891289,link
Ingeleiv,given,13,Latin,,,create
Issac,given,13,Latin,,Q17128284,link
Ivarsdotter,patronymic,13,Latin,sdotter,,create
Izabel,given,13,Latin,,Q17525248,link
"Jeune""",given,13,Latin,,,create
Jochum,given,13,Latin,,Q16429390,link
Julianna,given,13,Latin,,Q15731628,link
Jullus,given,13,Latin,,,create
Jurijus,given,13,Latin,,,create
Jörgen,given,13,Latin,,,create
Kaspara,given,13,Latin,,Q108159759,link
Katalin,given,13,Latin,,Q3409323,link
Kathrine,given,13,Latin,,Q27229814,link
Kazimieras,given,13,Latin,,Q527995,link
Keillé,given,13,Latin,,,create
Kendel,given,13,Latin,,Q98669268,link
Kijevo,family,13,Latin,,,create
Kjeld,given,13,Latin,,Q11739584,link
Knendle,given,13,Latin,,,create
Kosasih,given,13,Latin,,,create
Lavina,given,13,Latin,,Q21142470,link
Leonore,given,13,Latin,,Q1819492,link
Lukas,given,13,Latin,,Q20790,link
Luke,given,13,Latin,,Q4927045,link
Magdela,given,13,Latin,,,create
Marcelina,given,13,Latin,,Q15489583,link
Marentius,given,13,Latin,,,create
Marite,given,13,Latin,,,create
Menahem,given,13,Latin,,Q3854614,link
Michailovičius,given,13,Latin,,,create
Mikalojus,given,13,Latin,,Q1236710,link
Mimi,given,13,Latin,,Q15303153,link
Mirel,given,13,Latin,,Q112123734,link
Monsdotter,patronymic,13,Latin,sdotter,,create
Murra,given,13,Latin,,,create
Måneskiöld,family,13,Latin,,,create
NRA,given,13,Latin,,,create
Nentié,given,13,Latin,,,create
Nieves,given,13,Latin,,Q18704418,link
Oliana,given,13,Latin,,,create
Osrhoene,family,13,Latin,,,create
Otton,given,13,Latin,,Q20087931,link
Petrea,given,13,Latin,,,create
Phelipe,given,13,Latin,,,create
Pålsdatter,patronymic,13,Latin,sdatter,,create
R.M.Ng.,given,13,Latin,,,create
RNg,given,13,Latin,,,create
Radjaningrat,given,13,Latin,,,create
Rifke,given,13,Latin,,,create
Rosetta,given,13,Latin,,Q16281020,link
Sallie,given,13,Latin,,Q20898957,link
Salomonsdotter,patronymic,13,Latin,sdotter,,create
Saly,given,13,Latin,,,create
Scharzfeld,family,13,Latin,,,create
Scribonius,given,13,Latin,,,create
Shih,given,13,Latin,,,create
Shèng,given,13,Latin,,,create
Sibille,given,13,Latin,,,create
Sigbjørnsdatter,patronymic,13,Latin,sdatter,,create
Sikke,given,13,Latin,,,create
Sim,given,13,Latin,,Q52073000,link
Simonas,given,13,Latin,,Q1297491,link
Sorel,given,13,Latin,,Q60589688,link
Sprinz,given,13,Latin,,,create
Steinar,given,13,Latin,,Q3480261,link
Steinsdtr.,given,13,Latin,,,create
Sufyan,given,13,Latin,,,create
Sumedang,given,13,Latin,,,create
Sygni,given,13,Latin,,,create
Synva,given,13,Latin,,,create
Søre-Sunde,family,13,Latin,,,create
TANOEWIDJAJA,given,13,Latin,,,create
Tabitta,given,13,Latin,,,create
Tagesdatter,patronymic,13,Latin,sdatter,,create
Theophilus,given,13,Latin,,Q19873223,link
Tjøstelsdatter,patronymic,13,Latin,sdatter,,create
Toke,given,13,Latin,,Q10699292,link
Torkildsdatter,patronymic,13,Latin,sdatter,,create
Torkjell,given,13,Latin,,Q12007082,link
Trulsen,given,13,Latin,,,create
Una,given,13,Latin,,Q16429379,link
VI.,given,13,Latin,,,create
Vladimiras,given,13,Latin,,Q2529443,link
Vlll,given,13,Latin,,,create
Weirman,family,13,Latin,,,create
Wenzel,given,13,Latin,,Q19597963,link
Wulan,given,13,Latin,,,create
Xian,given,13,Latin,,,"AMBIGUOUS - review, do not create"
Yao,given,13,Latin,,,"AMBIGUOUS - review, do not create"
Ygnacia,given,13,Latin,,,create
Yngvildur,given,13,Latin,,,create
Yossef,given,13,Latin,,Q113806071,link
Yurevich,patronymic,13,Latin,evich,,create
Zipora,given,13,Latin,,,create
ad-Din,given,13,Latin,,,create
al-Mulk,given,13,Latin,,,create
child,given,13,Latin,,,create
ep,given,13,Latin,,,create
ke-3,given,13,Latin,,,create
maria,given,13,Latin,,,"AMBIGUOUS - review, do not create"
pomorska,given,13,Latin,,,create
«el,given,13,Latin,,,create
«le,given,13,Latin,,,create
Åmund,given,13,Latin,,,create
Øyvind,given,13,Latin,,Q8079337,link
Þorgeir,given,13,Latin,,,create
Богдан,given,13,Cyrillic,,,create
Княжна,family,13,Cyrillic,,,create
Меньшой,given,13,Cyrillic,,,create
Сонцов-Засекин,family,13,Cyrillic,,,create
Софья,given,13,Cyrillic,,,create
גייגר,family,13,Hebrew,,,create
וואלף,given,13,Hebrew,,,create
מדלין,given,13,Hebrew,,,create
الأكبر,given,13,Arabic,,,create
الحلواني,family,13,Arabic,,,create
الشافعي,family,13,Arabic,,,create
الناشري,family,13,Arabic,,,create
هند,given,13,Arabic,,,create
يحيى,given,13,Arabic,,,create
充,given,13,Han,,,create
光,given,13,Han,,,create
古田,family,13,Han,,,create
大内,family,13,Han,,,create
孚,given,13,Han,,,create
宣,given,13,Han,,,create
尚,given,13,Han,,,create
山口,family,13,Han,,,create
广东省江门市台山市都斛镇南村村,family,13,Han,,,create
廣東省江門市台山市都斛鎮南村村,family,13,Han,,,create
延,given,13,Han,,,create
彪,given,13,Han,,,create
惠,given,13,Han,,,create
愔,given,13,Han,,,create
憲,given,13,Han,,,create
應天宋城,family,13,Han,,,create
戸沢,family,13,Han,,,create
昱,given,13,Han,,,create
杉原,family,13,Han,,,create
永,given,13,Han,,,create
河南偃師,family,13,Han,,,create
濟州東阿,family,13,Han,,,create
瓊,given,13,Han,,,create
真,given,13,Han,,,create
綜,given,13,Han,,,create
綽,given,13,Han,,,create
苏,family,13,Han,,,create
輝,given,13,Han,,,create
遠山,family,13,Han,,,create
遵,given,13,Han,,,create
顒,given,13,Han,,,create
顗,given,13,Han,,,create
鼎,given,13,Han,,,create
龍山曾,family,13,Han,,,create
González,given,12,Latin,,,create
Frances,family,12,Latin,,Q37493566,link
Muñoz,given,12,Latin,,,create
Noronha,given,12,Latin,,,create
Arthur,family,12,Latin,,,create
Michel,family,12,Latin,,Q12036851,link
Carlsson,given,12,Latin,,,create
Berg,given,12,Latin,,Q16420693,link
윤,given,12,Hangul,,,create
Diaz,given,12,Latin,,,create
Carter,given,12,Latin,,Q1045829,link
司馬,family,12,Han,,,create
Høeg,given,12,Latin,,,create
杜,family,12,Han,,,create
ou,family,12,Latin,,,create
Clausen,family,12,Latin,,Q21482987,link
Kristensen,family,12,Latin,,Q1492489,link
Ribeiro,given,12,Latin,,,create
Clifford,given,12,Latin,,Q16542374,link
Barton,given,12,Latin,,Q24276574,link
Teles,family,12,Latin,,Q1554826,link
Bactria,given,12,Latin,,,create
Sanches,given,12,Latin,,,create
Nogueira,family,12,Latin,,Q21506668,link
Rhiwallon,family,12,Latin,,,create
Ulf,family,12,Latin,,,create
Mikkelsen,family,12,Latin,,Q21492486,link
Andreasen,given,12,Latin,,,create
Harrison,family,12,Latin,,Q2712864,link
Annes,family,12,Latin,,,create
Ifor,family,12,Latin,,,create
Stygge,given,12,Latin,,,create
Aadnesen,family,12,Latin,,Q122835230,link
中臣,family,12,Han,,,create
Berger,given,12,Latin,,,create
Zárate,family,12,Latin,,,create
Lilleheier,family,12,Latin,,,create
Annis,given,12,Latin,,Q64605206,link
Knoph,family,12,Latin,,Q30151007,link
Pommern,family,12,Latin,,,create
Ángel,given,12,Latin,,Q2605655,link
Bradley,given,12,Latin,,Q538847,link
Enersen,family,12,Latin,,Q39000093,link
Danielsson,family,12,Latin,,Q23597719,link
Ortíz,family,12,Latin,,Q123020460,link
Reyes,family,12,Latin,,,create
Søgård,family,12,Latin,,,create
Ulmann,family,12,Latin,,Q21484554,link
Alagón,family,12,Latin,,,create
Carlebach,family,12,Latin,,Q21492840,link
Grunsfeld,family,12,Latin,,,create
Lunov,family,12,Latin,,,create
Schick,family,12,Latin,,Q41783031,link
וולף,family,12,Hebrew,,,create
Bustamante,family,12,Latin,,Q19926428,link
Hassarfati,family,12,Latin,,,create
Borgen,family,12,Latin,,Q30081208,link
Mawr,given,12,Latin,,,create
Mormand,family,12,Latin,,,create
Mule,family,12,Latin,,,create
Rodez,family,12,Latin,,,create
Bagratuni,family,12,Latin,,,create
Barnes,family,12,Latin,,Q2658970,link
Bledri,given,12,Latin,,,create
Hauser,family,12,Latin,,Q15069942,link
Hjelm,family,12,Latin,,Q27877517,link
Rani,family,12,Latin,,Q37531500,link
Teck,family,12,Latin,,,create
Rhodri,given,12,Latin,,Q20824652,link
Al-Tamimi,family,12,Latin,,,create
Anhalt-Zerbst,family,12,Latin,,,create
Leser,given,12,Latin,,,create
Seymour,family,12,Latin,,Q21500595,link
Elmer,given,12,Latin,,Q4357927,link
Folkedal,family,12,Latin,,,create
Hus,family,12,Latin,,Q15119657,link
Moncure,family,12,Latin,,,create
Roco,family,12,Latin,,,create
Bennetts,family,12,Latin,,,create
Gattilusio,family,12,Latin,,Q101039381,link
Gimre,family,12,Latin,,,create
Halvdansson,given,12,Latin,,,create
Rice,family,12,Latin,,Q13557324,link
Gamboa,family,12,Latin,,,create
Grotwohl,family,12,Latin,,,create
Tudwal,given,12,Latin,,,create
Borse,family,12,Latin,,,create
Fischel,family,12,Latin,,Q21510549,link
Mestad,family,12,Latin,,,create
Sanabria,family,12,Latin,,,create
Østre,family,12,Latin,,,create
Andresen,family,12,Latin,,Q21501897,link
Bærheim,family,12,Latin,,Q40246530,link
Empire,given,12,Latin,,,create
Koll,family,12,Latin,,,create
Long,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Snorrason,family,12,Latin,,,create
Berliner,family,12,Latin,,,create
Ketilsson,family,12,Latin,,,create
Mellard,family,12,Latin,,Q37464312,link
Powell,family,12,Latin,,Q1158612,link
Quiroga,family,12,Latin,,Q1259831,link
Wheeler,family,12,Latin,,Q13400757,link
Winther,family,12,Latin,,Q30135891,link
Arbeláez,family,12,Latin,,,create
Bejar,family,12,Latin,,,create
Cynddelw,given,12,Latin,,,create
Hoedliw,given,12,Latin,,,create
Pereyra,family,12,Latin,,Q21501551,link
Rabinowitz,family,12,Latin,,Q21491987,link
Rykkje,family,12,Latin,,,create
Blingel,family,12,Latin,,,create
Freundstein,family,12,Latin,,,create
Fú,given,12,Latin,,,create
Gundersheim,family,12,Latin,,,create
Klepp,family,12,Latin,,,create
Marcellus,given,12,Latin,,Q20205189,link
Marmolejo,family,12,Latin,,,create
Uppheim,family,12,Latin,,,create
Vasudeva,given,12,Latin,,,create
Veal,family,12,Latin,,,create
Veiga,family,12,Latin,,Q37568798,link
d'Urgell,family,12,Latin,,,create
de',family,12,Latin,,,create
Amasa,given,12,Latin,,Q55194924,link
Bergersen,family,12,Latin,,Q27824335,link
Clay,family,12,Latin,,Q12787061,link
Didisheim,family,12,Latin,,,create
Engebretsen,given,12,Latin,,,create
Hamel,family,12,Latin,,,create
Idwal,given,12,Latin,,Q21020650,link
Katzenelnbogen,family,12,Latin,,,create
Kleven,family,12,Latin,,,create
Moser,family,12,Latin,,Q14777025,link
Nygaard,family,12,Latin,,Q16880608,link
Olafsson,family,12,Latin,,,create
Shakhovskoy,family,12,Latin,,Q21482705,link
Solis,family,12,Latin,,,create
Bermudez,family,12,Latin,,,create
Beveren,family,12,Latin,,,create
Blaa,family,12,Latin,,,create
Cantelmo,family,12,Latin,,Q37439685,link
Cavalleria,family,12,Latin,,,create
Day,family,12,Latin,,Q5242796,link
Espeland,family,12,Latin,,,create
Gersdorff,family,12,Latin,,Q49642038,link
Goddard,family,12,Latin,,Q20726813,link
Hvas,family,12,Latin,,,create
Karpeles,family,12,Latin,,Q21491233,link
Leffmann,family,12,Latin,,Q106079585,link
Nord-,family,12,Latin,,,create
Reiso,family,12,Latin,,,create
Rettedal,family,12,Latin,,Q122838224,link
Thiers,family,12,Latin,,,create
Titterud,family,12,Latin,,,create
Tveter,family,12,Latin,,,create
Villavicencio,family,12,Latin,,,create
Væhle,family,12,Latin,,,create
Aldegonde,family,12,Latin,,,create
Baena,family,12,Latin,,Q42593965,link
Barry,family,12,Latin,,Q808994,link
Bearn,family,12,Latin,,,create
Bolt,family,12,Latin,,Q16860206,link
Chick,family,12,Latin,,Q16865552,link
Esquivel,family,12,Latin,,,create
Gilla,given,12,Latin,,,create
Grandson,family,12,Latin,,,create
Guttormsson,family,12,Latin,,Q1491220,link
Haber,family,12,Latin,,Q21482720,link
Hayward,family,12,Latin,,Q16870619,link
Krautter,family,12,Latin,,,create
Königsberger,family,12,Latin,,Q106069829,link
Mansfield,family,12,Latin,,Q16876392,link
Rico,family,12,Latin,,,create
Rincón,family,12,Latin,,,create
Salm-Kyrburg,family,12,Latin,,,create
Simonsson,family,12,Latin,,Q2288253,link
Vaaland,family,12,Latin,,,create
성,given,12,Hangul,,,create
Aeddan,given,12,Latin,,Q133500515,link
Bassøe,family,12,Latin,,Q55295116,link
Bauer,family,12,Latin,,Q1965022,link
Bronckhorst,family,12,Latin,,,create
Dade,family,12,Latin,,Q16869380,link
Davies,family,12,Latin,,Q1177810,link
Dinkelspiel,family,12,Latin,,Q58415386,link
FitzHugh,family,12,Latin,,Q5455643,link
Görz,family,12,Latin,,,create
Harcourt,family,12,Latin,,Q16870500,link
Harestad,family,12,Latin,,,create
Heim,family,12,Latin,,Q14181409,link
Käfernburg,family,12,Latin,,,create
Nash,family,12,Latin,,Q1965666,link
Pinós,family,12,Latin,,,create
Pressburg,family,12,Latin,,Q106120759,link
Simson,given,12,Latin,,Q21148515,link
Strøm,family,12,Latin,,Q1804061,link
Taksdal,family,12,Latin,,,create
Turique,family,12,Latin,,,create
Yun,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Burg,family,12,Latin,,Q1010638,link
Colvin,family,12,Latin,,Q16865704,link
Eik,family,12,Latin,,Q30740136,link
Guaxardo,family,12,Latin,,,create
Lineros,family,12,Latin,,,create
Marstrander,family,12,Latin,,Q47456735,link
Neuberger,family,12,Latin,,Q120050,link
Nonius,given,12,Latin,,,create
Osaland,family,12,Latin,,,create
Packard,family,12,Latin,,Q19836286,link
Qonqirat,family,12,Latin,,,create
Ring,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Sens,family,12,Latin,,,create
Undem,family,12,Latin,,,create
萬,given,12,Han,,,create
종,given,12,Hangul,,,create
Al-Rassi,family,12,Latin,,,create
Arreola,family,12,Latin,,,create
Barber,family,12,Latin,,Q15785531,link
Berlaer,family,12,Latin,,,create
Bodell,family,12,Latin,,,create
Chayot,family,12,Latin,,,create
Coligny,family,12,Latin,,,create
Crabbe,family,12,Latin,,Q21493270,link
Diest,family,12,Latin,,,create
Erevik,family,12,Latin,,,create
Friedland,family,12,Latin,,Q16797105,link
Gascuña,family,12,Latin,,,create
Grimm,family,12,Latin,,Q1422706,link
Haagensen,family,12,Latin,,,create
Helgason,family,12,Latin,,Q53700486,link
Henrichsen,given,12,Latin,,,create
Hoidale,family,12,Latin,,Q110740403,link
Lumley,family,12,Latin,,Q21449044,link
Mantes,family,12,Latin,,,create
Opsal,family,12,Latin,,Q30250650,link
Paez,family,12,Latin,,,create
Rey,family,12,Latin,,,create
Romney,family,12,Latin,,Q20202261,link
Sand,family,12,Latin,,Q21513187,link
Semur,family,12,Latin,,,create
Sætre,family,12,Latin,,Q30514042,link
Thomasson,given,12,Latin,,,create
Thordsson,family,12,Latin,,,create
Tong,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Torjeison,given,12,Latin,,,create
Wernigerode,family,12,Latin,,,create
Westberg,family,12,Latin,,Q27877653,link
Wile,family,12,Latin,,Q37023119,link
Würzburg,family,12,Latin,,Q105991855,link
贏,family,12,Han,,,create
'Ali,given,12,Latin,,,create
Albertsen,given,12,Latin,,,create
Alden,given,12,Latin,,Q19550817,link
Altena,family,12,Latin,,,create
Bates,family,12,Latin,,Q16479442,link
Bee,given,12,Latin,,Q19968476,link
Bowden,family,12,Latin,,Q16860302,link
Bryant,family,12,Latin,,Q13552870,link
Bårdsson,given,12,Latin,,,create
Carrington,family,12,Latin,,Q16275175,link
Condé,family,12,Latin,,Q55451974,link
Corbie,family,12,Latin,,,create
Crowe,family,12,Latin,,Q16865897,link
Dæli,family,12,Latin,,,create
Ellertsen,family,12,Latin,,,create
Farelo,family,12,Latin,,,create
Harif,family,12,Latin,,,create
Human,family,12,Latin,,,create
Kirk,family,12,Latin,,Q1743473,link
Oberndoerffer,family,12,Latin,,,create
Philibert,given,12,Latin,,Q19832214,link
Robles,family,12,Latin,,Q26736096,link
Samsonsen,given,12,Latin,,,create
Sanz,family,12,Latin,,Q6121665,link
Schlick,family,12,Latin,,Q21488950,link
Sirkis,family,12,Latin,,Q37315877,link
Takeda武田,family,12,mixed:Han+Latin,,,create
Ulv,given,12,Latin,,,create
Valderrama,family,12,Latin,,,create
Walley,family,12,Latin,,Q56037340,link
d'Aulnay,family,12,Latin,,,create
d'Aurillac,family,12,Latin,,Q104605362,link
העשיל,given,12,Hebrew,,,create
'Amr,given,12,Latin,,,create
(Sultan,given,12,Latin,,,create
Brodersen,given,12,Latin,,,create
Carrizo,family,12,Latin,,,create
Caylus,family,12,Latin,,,create
Darling,family,12,Latin,,Q16869417,link
Dit,family,12,Latin,,,create
Flürscheim,family,12,Latin,,,create
Goldman,family,12,Latin,,Q1535908,link
Grose,family,12,Latin,,Q5610441,link
Guī,family,12,Latin,,,"AMBIGUOUS - review, do not create"
Gyldenløve,family,12,Latin,,Q56484489,link
Hoo,family,12,Latin,,Q36932800,link
Jespersen,given,12,Latin,,,create
Jurado,family,12,Latin,,,create
Klingenberg,family,12,Latin,,Q28470506,link
Mathisdtr,family,12,Latin,,,create
Maurya,given,12,Latin,,,create
McDowell,family,12,Latin,,,create
Nordgau,family,12,Latin,,,create
Ochse-Landau,family,12,Latin,,,create
Oddson,given,12,Latin,,,create
Ransdall,family,12,Latin,,,create
Saxstrup,family,12,Latin,,,create
Sjursdtr,given,12,Latin,,,create
Sukka,family,12,Latin,,,create
Talaru,family,12,Latin,,,create
Toresdtr.,given,12,Latin,,,create
Uren,family,12,Latin,,,create
Villela,family,12,Latin,,,create
Waag,family,12,Latin,,Q37520488,link
Zadok,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Багратион,family,12,Cyrillic,,,create
園,family,12,Han,,,create
土師,family,12,Han,,,create
章,given,12,Han,,,create
Baptista,given,12,Latin,,Q18920951,link
Battershell,family,12,Latin,,,create
Bibi,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Boteler,family,12,Latin,,Q4948555,link
Brioude,family,12,Latin,,,create
Brodsky,family,12,Latin,,Q21484906,link
Bruhl,family,12,Latin,,,create
Béthencourt,family,12,Latin,,,create
Celje,family,12,Latin,,,create
Centurión,family,12,Latin,,,create
Châteaudun,family,12,Latin,,,create
Cornell,family,12,Latin,,Q37067124,link
Dagsburg,family,12,Latin,,,create
Fatman,family,12,Latin,,,create
Gold,family,12,Latin,,Q13553585,link
Hamon,given,12,Latin,,Q42062759,link
Haraldsen,given,12,Latin,,,create
Humanes,family,12,Latin,,,create
Julianus,given,12,Latin,,Q18704203,link
Kröger,family,12,Latin,,Q27863267,link
Kühl,family,12,Latin,,Q1796918,link
Montlezun,family,12,Latin,,,create
Nyrop,family,12,Latin,,Q54596941,link
Peilstein,family,12,Latin,,,create
Pengging,given,12,Latin,,,create
Pompadour,family,12,Latin,,,create
Quinctius,given,12,Latin,,,create
Reina,given,12,Latin,,Q18324380,link
Rouergue,family,12,Latin,,,create
Sender,given,12,Latin,,,create
Simonson,given,12,Latin,,,create
d'Adhémar,family,12,Latin,,,create
d'Aubusson,family,12,Latin,,Q105418167,link
הירץ,given,12,Hebrew,,,create
יפה,family,12,Hebrew,,,create
לנדא,family,12,Hebrew,,,create
莊,given,12,Han,,,create
아,given,12,Hangul,,,create
예,given,12,Hangul,,,create
"""de",given,12,Latin,,,create
Albina,given,12,Latin,,Q1072980,link
Aom,given,12,Latin,,,create
Aubrey,given,12,Latin,,Q19672745,link
Barr,family,12,Latin,,Q16479546,link
Bogoria,family,12,Latin,,,create
Byrd,given,12,Latin,,Q91708249,link
Capitan,given,12,Latin,,,create
Clisson,family,12,Latin,,,create
Constantino,given,12,Latin,,Q18061171,link
Echague,family,12,Latin,,,create
Feige,given,12,Latin,,,create
Forchhammer,family,12,Latin,,Q30430125,link
Fureberg,family,12,Latin,,,create
G.son,family,12,Latin,,,create
Gauksheim,family,12,Latin,,,create
Gwathmey,family,12,Latin,,,create
Hallenia,family,12,Latin,,,create
Haveskerke,family,12,Latin,,,create
Holmberg,family,12,Latin,,Q20828209,link
Jahangir,given,12,Latin,,Q6123134,link
Kolltveit,family,12,Latin,,,create
Lapham,family,12,Latin,,Q28752909,link
Lincoln,given,12,Latin,,Q18610169,link
László,given,12,Latin,,Q15813127,link
Mateus,given,12,Latin,,Q17484323,link
Olavsdtr.,given,12,Latin,,,create
Oseland,family,12,Latin,,,create
Philbrick,family,12,Latin,,Q37479420,link
RAA,given,12,Latin,,,create
Randolph,given,12,Latin,,Q21485499,link
Sanwil,given,12,Latin,,,create
Schielderup,family,12,Latin,,,create
Severson,family,12,Latin,,Q7458006,link
Taira平,family,12,mixed:Han+Latin,,,create
Tang,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Tochter,given,12,Latin,,,create
Valli,family,12,Latin,,,create
Vibius,given,12,Latin,,,create
Yang,given,12,Latin,,,"AMBIGUOUS - review, do not create"
Комнина,family,12,Cyrillic,,,create
החשמונאי,family,12,Hebrew,,,create
الجالوت,given,12,Arabic,,,create
الجالوت,family,12,Arabic,,,create
رأس,given,12,Arabic,,,create
رأس,family,12,Arabic,,,create
良,given,12,Han,,,create
錫,given,12,Han,,,create
(1st,given,12,Latin,,,create
(2nd,given,12,Latin,,,create
(Ratu,given,12,Latin,,,create
Bardaxi,family,12,Latin,,,create
Burroughs,family,12,Latin,,Q16865203,link
CASTRO,family,12,Latin,,,create
Chabannes,family,12,Latin,,,create
Cheinnselaig,family,12,Latin,,,create
Chief,given,12,Latin,,,create
Columbus,given,12,Latin,,Q65679927,link
Conall,given,12,Latin,,,create
Egito,family,12,Latin,,,create
Escoto,family,12,Latin,,,create
Fakhr,given,12,Latin,,,create
Fougères,family,12,Latin,,,create
Gidley,family,12,Latin,,,create
Gnendel,given,12,Latin,,,create
Griego,family,12,Latin,,,create
Haldorson,given,12,Latin,,,create
Hammant,family,12,Latin,,,create
Herod,given,12,Latin,,,create
Hock,given,12,Latin,,,create
Irving,given,12,Latin,,Q19819747,link
Islam,given,12,Latin,,Q3802541,link
Jafar,given,12,Latin,,Q19970526,link
Jameson,family,12,Latin,,Q16871131,link
Josel,given,12,Latin,,,create
KOESOEMADILAGA,given,12,Latin,,,create
Liutgard,given,12,Latin,,,create
Moros,family,12,Latin,,,create
Napoli,family,12,Latin,,,create
Northeim,family,12,Latin,,,create
Notodiningrat,given,12,Latin,,,create
Polla,given,12,Latin,,,create
Povey,family,12,Latin,,Q7235879,link
Provenza,family,12,Latin,,,create
Rosales,family,12,Latin,,,create
Río,family,12,Latin,,,create
Svensdtr.,given,12,Latin,,,create
Séverac,family,12,Latin,,,create
Tørresen,given,12,Latin,,,create
Vitellius,given,12,Latin,,,create
Wahltuch,family,12,Latin,,Q140690463,link
Yonah,given,12,Latin,,Q86873203,link
Yoseph,given,12,Latin,,,create
Zuylen,family,12,Latin,,,create
Årsand,family,12,Latin,,,create
Šternberka,family,12,Latin,,,create
Бурбон,family,12,Cyrillic,,,create
Голицына,family,12,Cyrillic,,,create
南陽,family,12,Han,,,create
爽,given,12,Han,,,create
葉室,family,12,Han,,,create
順,given,12,Han,,,create
#5,given,12,none,,,create
'der,given,12,Latin,,,create
(Patih,given,12,Latin,,,create
(Penghulu,given,12,Latin,,,create
(Weyerman),family,12,Latin,,,create
//,given,12,none,,,create
Aban,given,12,Latin,,Q54857315,link
Abiah,given,12,Latin,,Q113389380,link
Adriane,given,12,Latin,,Q3229101,link
Agata,given,12,Latin,,Q18638495,link
Albertiner,family,12,Latin,,,create
Aleksandrovich,patronymic,12,Latin,ovich,Q59102957,link
Alfonsa,given,12,Latin,,Q9147588,link
Alšėniškis,family,12,Latin,,,create
Amyntas,given,12,Latin,,,create
Anatole,given,12,Latin,,Q16154178,link
Andreevich,patronymic,12,Latin,evich,,create
Annika,given,12,Latin,,Q567094,link
Apoen,given,12,Latin,,,create
Ariarathes,given,12,Latin,,,create
Asencio,given,12,Latin,,,create
Asinia,given,12,Latin,,,create
Assersdatter,patronymic,12,Latin,sdatter,,create
Atlaksdatter,patronymic,12,Latin,sdatter,,create
Axelsdotter,patronymic,12,Latin,sdotter,,create
Aélis,given,12,Latin,,,create
BERR,family,12,Latin,,Q21508796,link
Balaputradewa,given,12,Latin,,,create
Ballieu,family,12,Latin,,,create
Berengária,given,12,Latin,,,create
Beryl,given,12,Latin,,Q21034720,link
Betje,given,12,Latin,,Q18415588,link
Blamont,family,12,Latin,,,create
Blitar,given,12,Latin,,,create
Bogislaw,given,12,Latin,,Q74897999,link
Bogusław,given,12,Latin,,Q493190,link
Brattabø,family,12,Latin,,,create
Brigida,given,12,Latin,,Q16739659,link
Buijs,family,12,Latin,,Q21507042,link
Cantù,family,12,Latin,,Q5034092,link
Carol,given,12,Latin,,,create
Cassandra,given,12,Latin,,Q1043866,link
Cheile,given,12,Latin,,,create
Constantia,given,12,Latin,,Q1127708,link
Céline,given,12,Latin,,Q18147692,link
Damião,given,12,Latin,,Q21286062,link
Dionisia,given,12,Latin,,Q20641746,link
Dorethe,given,12,Latin,,,create
Drogo,given,12,Latin,,Q103703891,link
Eiliv,given,12,Latin,,Q124751105,link
Elfriede,given,12,Latin,,Q18327552,link
