round	geni_id	fs_id	slot	method	from_geni	from_fs_id	evidence
2	6000000000628840982	K2XP-XR4	child	date	6000000001669640549	LJLK-967	born 1116 vs 1116
2	6000000000640493673	GX56-KLT	mother	solo	6000000006131047120	2Z98-QKN	position
2	6000000000701225390	L8TY-B3W	father	solo	3953135291130122872	LYVQ-999	position
2	6000000000701225901	L1DD-JMP	father	solo	6000000009437997026	KDQH-DJG	position
2	6000000000728657032	MFDV-SRR	mother	solo	6000000002187891645	GW9Y-7PZ	position
2	6000000000728689157	LCFL-9DP	mother	solo	4927683959580122814	9CZC-GSR	position
2	6000000000759796872	M8X3-PH2	spouse	solo	6000000001381395280	LVD6-PLK	position
2	6000000000768857361	LD91-95X	spouse	solo	6000000000599365568	LD91-95N	position
2	6000000000768959047	LTY9-1SH	father	solo	6000000000768942057	LYJ7-NW3	position
2	6000000000769993869	LZ1V-K9Q	spouse	name	6000000005791896564	LZBY-5LP	shared: adèle,champagne
2	6000000000771264665	GPF5-9T5	spouse	name	6000000000771264415	L83J-7F5	shared: ingrid
2	6000000000782970211	MF8N-9B6	spouse	date	6000000001828950711	G64G-CVS	born 1155 vs 1155
2	6000000000804907642	PDT6-T58	father	solo	6000000010506987053	LZ8D-9DK	position
2	6000000000923023748	P3WH-QCH	child	date	6000000001669640549	LJLK-967	born 1121 vs 1121
2	6000000001052002306	KFPX-KY8	spouse	solo	6000000001052011900	LZX2-BDJ	position
2	6000000001053442747	PW5D-DXC	spouse	name	6000000000350890514	9MTF-W16	shared: styrbjörn
2	6000000001084436332	PH7P-1KZ	child	date	6000000001209415397	LDMB-Q59	born 850 vs 850
2	6000000001088848284	27P5-QDR	mother	solo	6000000010120948699	LR37-798	position
2	6000000001142236246	GKJ3-4SW	child	date	6000000002441723192	LDSS-6H5	born 1013 vs 1013
2	6000000001156811632	LDSH-3GG	mother	solo	3953135291130122872	LYVQ-999	position
2	6000000001196707179	L4HF-2RY	father	solo	6000000000444676198	9C72-WGJ	position
2	6000000001205324797	G1MS-GVM	mother	solo	4921273998360102568	P9JR-7RG	position
2	6000000001209426947	PF5F-B71	father	solo	6000000001209415397	LDMB-Q59	position
2	6000000001210422424	LDSH-MS8	father	solo	4776106	LDSW-YMB	position
2	6000000001351760995	LB2S-LKH	mother	solo	6000000004533384157	L2Z5-9TF	position
2	6000000001412935350	LD95-VV6	spouse	solo	6000000003051245269	LDS9-GP7	position
2	6000000001500369237	G94Q-8SY	father	solo	6000000008575928428	GDCF-ZCT	position
2	6000000001501062181	GZ2W-P4B	child	date	6000000005229750431	GSX8-53N	born 1166 vs 1166
2	6000000001510656080	GBSN-SL2	spouse	name	6000000006906506405	9HPQ-N9H	shared: gersende
2	6000000001578953401	GKZC-D3H	child	solo	6000000010842463260	GKZC-RGL	position
2	6000000001588558532	GX7N-S5J	child	date	6000000000135924403	93QC-WRW	born 1103 vs 1103
2	6000000001595814236	GGT4-LF5	child	date	6000000002240801354	L8WY-4FQ	born 1123 vs 1123
2	6000000001596613512	P3J8-DFF	child	date	6000000001610448055	LYNR-DH4	born 1071 vs 1071
2	6000000001631291699	L8MB-CBW	child	date	6000000002266231326	LDSV-PC1	born 1003 vs 1003
2	6000000001744810203	GRTY-LD6	spouse	date	6000000003146957188	LDMT-RFL	born 1078 vs 1078
2	6000000001744822677	GJ8K-PWG	spouse	solo	6000000002135188575	G9DY-MG4	position
2	6000000001744902183	G4B1-M6Z	father	solo	6000000000125394145	9CCY-L2W	position
2	6000000001744971301	GS8K-8LB	spouse	solo	6000000009432364977	KDQW-JTJ	position
2	6000000001744974942	GQL2-CJ4	spouse	solo	6000000003423576250	K12W-5TN	position
2	6000000001744991593	LDSS-ZMJ	child	name	6000000006714534494	LDSS-ZMD	shared: huntingdon
2	6000000001783502550	GYVY-YSQ	child	name	6000000004556835744	G4B1-4C5	shared: mechtild
2	6000000001827562107	GBHV-6JR	mother	solo	6000000001200506171	LDSS-LB3	position
2	6000000002017581317	GSQ7-Z2P	mother	solo	6000000000758079676	L6L1-BHL	position
2	6000000002017898070	LCM4-NB4	child	name	6000000001050631452	LTW1-ZVD	shared: jon
2	6000000002043192249	LRHH-9JN	father	solo	6000000006714534494	LDSS-ZMD	position
2	6000000002043192285	LBSY-43P	spouse	solo	6000000002043184119	L8M6-YWJ	position
2	6000000002043201668	9WQY-5BR	child	date	6000000000162314682	M897-QTS	born 1066 vs 1066
2	6000000002043263403	LDSQ-F68	spouse	name	6000000006906506405	9HPQ-N9H	shared: gerberge
2	6000000002078126382	LHPZ-F11	child	date	6000000007635631030	GLX4-X45	born 1635 vs 1635
2	6000000002131803922	KDQJ-H9Z	child	date	4224136108080121326	LZLV-QGZ	born 1136 vs 1136
2	6000000002172910618	GTW1-PMP	child	date	4224136108080121326	LZLV-QGZ	born 1133 vs 1133
2	6000000002174734835	G52F-MJG	child	date	6000000005406630017	LDSS-ZCS	born 1085 vs 1085
2	6000000002187656492	GT66-TGF	child	name	6000000004556835744	G4B1-4C5	shared: grimelda
2	6000000002187690229	PZ1R-KJ2	child	name	6000000000687202972	GMNS-Q4L	shared: levente
2	6000000002187690247	MLPW-GL9	father	solo	6000000000687202972	GMNS-Q4L	position
2	6000000002187798551	GM68-JR5	mother	solo	6000000002240804449	GWSC-F6G	position
2	6000000002187818092	G2SL-73M	child	date	6000000001789016114	MYBX-C2G	born 1071 vs 1071
2	6000000002187891758	G51R-46P	child	date	6000000000424683032	LBQ7-VCK	born 1027 vs 1027
2	6000000002188021209	GVH6-59K	father	solo	6000000007584617218	GNJ6-513	position
2	6000000002188286851	GBQH-QLK	child	name	6000000008640464512	LDSW-YSL	shared: judith,speyer
2	6000000002188303602	L5T1-8SR	child	date	6000000001610448055	LYNR-DH4	born 1070 vs 1070
2	6000000002188658436	9HPX-CFH	father	solo	6000000003004153810	MMHP-PG4	position
2	6000000002197369635	LKPF-K3S	spouse	date	6000000013446125614	LV7M-MT9	born 1044 vs 1044
2	6000000002197928430	M1RT-6CM	child	name	3953135291130122872	LYVQ-999	shared: emma
2	6000000002266209421	GSV1-FZ8	spouse	name	6000000002266231326	LDSV-PC1	shared: brun
2	6000000002266243417	GG3J-2F1	father	solo	6000000006906550197	GSZ8-DPY	position
2	6000000002311282143	GHLZ-TF8	father	solo	6000000003378081904	G7NJ-FCN	position
2	6000000002342409509	LVZ4-NRQ	father	solo	6000000001050631452	LTW1-ZVD	position
2	6000000002342416311	LJR7-MF9	father	solo	6000000000758079676	L6L1-BHL	position
2	6000000002388389079	MDQQ-52X	child	date	6000000002043260887	GH8T-KQM	born 1025 vs 1025
2	6000000002434073593	LZ56-WY6	mother	solo	6000000000437327174	94BP-X4Z	position
2	6000000002434214184	LBGF-H83	father	solo	6000000000437327174	94BP-X4Z	position
2	6000000002447185479	9QZ9-C18	spouse	solo	6000000002447185492	LHKK-GP5	position
2	6000000002447185585	LYJ2-LF5	mother	solo	6000000003146957188	LDMT-RFL	position
2	6000000002453715498	KH8N-T92	mother	solo	6000000002441723192	LDSS-6H5	position
2	6000000002459917785	2M5Y-8QP	child	date	4224136108080121326	LZLV-QGZ	born 1126 vs 1126
2	6000000002469127338	GRLD-ZLC	father	solo	4224136108080121326	LZLV-QGZ	position
2	6000000002478474242	9H15-KVQ	spouse	name	6000000000537043368	LBDD-T2H	shared: hainaut,herman
2	6000000002512252466	LHXN-S9G	mother	solo	6000000001050631452	LTW1-ZVD	position
2	6000000002512346178	LHDL-6WG	mother	solo	6000000001544616895	GT4W-3NK	position
2	6000000002527594337	LZLK-72Q	child	solo	6000000007281071419	LBNC-GSG	position
2	6000000002527618911	P9XK-K3X	father	solo	6000000010120948699	LR37-798	position
2	6000000002572783163	L6MJ-PHZ	spouse	solo	6000000002572699392	GRJF-9K6	position
2	6000000002690518458	G52F-MYT	mother	solo	6000000009437997026	KDQH-DJG	position
2	6000000002763543792	LT73-M6W	spouse	date	6000000000738376486	L1RP-F94	born 1116 vs 1116
2	6000000002893611154	LCM4-NYR	child	name	6000000001050631452	LTW1-ZVD	shared: tord
2	6000000002893736126	GZF7-L3S	mother	solo	6000000002893470105	L2PF-C5T	position
2	6000000002893824752	KP7J-TNX	spouse	date	6000000002893824744	9K4K-WPT	born 1590 vs 1590
2	6000000002893824758	G6S2-46S	child	date	6000000002893824744	9K4K-WPT	born 1632 vs 1632
2	6000000002936528955	949X-7G7	father	solo	6000000001156548017	LY66-YCC	position
2	6000000002979930748	L1QM-QVR	mother	solo	6000000002240801354	L8WY-4FQ	position
2	6000000003026008879	L51Z-XMG	father	solo	6000000003051273715	LCP1-19Y	position
2	6000000003051107082	G638-ZX8	spouse	solo	6000000001744815307	93T9-M9Z	position
2	6000000003051188582	G6RR-Z64	father	solo	6000000003051188566	GXBH-ZYB	position
2	6000000003051190270	P9X6-VKJ	mother	solo	6000000007626385063	G991-B92	position
2	6000000003051199039	G1SQ-K8Z	mother	solo	6000000003051188566	GXBH-ZYB	position
2	6000000003086914582	GNWB-SRC	child	name	6000000004556835744	G4B1-4C5	shared: sarolta
2	6000000003086996239	GZSZ-M9K	child	name	6000000003601184398	LYKJ-7K2	shared: anna
2	6000000003087173499	LYR1-PNZ	child	name	6000000003601184398	LYKJ-7K2	shared: theodora
2	6000000003122365056	K1T8-5D3	spouse	solo	6000000005587789441	L8WY-7T9	position
2	6000000003146107101	LZGK-6BD	mother	solo	6000000006714534494	LDSS-ZMD	position
2	6000000003146948304	932C-Q9B	spouse	solo	4647274	9H6Q-VVW	position
2	6000000003176940942	L2YQ-9CS	father	solo	6000000002240804449	GWSC-F6G	position
2	6000000003219686363	GB2K-NTX	mother	solo	6000000004827276873	L8WB-D2Z	position
2	6000000003232714158	K4TL-WH7	child	date	6000000003243400214	L5JM-54G	born 970 vs 970
2	6000000003243439507	9CXC-BT8	spouse	solo	6000000002043186152	L8MP-T1Y	position
2	6000000003243483198	MMHP-PRZ	child	name	6000000005417076176	L8YY-5HK	shared: astrid
2	6000000003243483210	GX26-56G	spouse	name	6000000005417076176	L8YY-5HK	shared: edla
2	6000000003243493009	GVQ9-F2D	child	date	6000000000537043368	LBDD-T2H	born 1055 vs 1055
2	6000000003411662895	LHTJ-B79	child	name	6000000001828950711	G64G-CVS	shared: lucia
2	6000000003494694473	LRCL-JD2	mother	solo	6000000001744815307	93T9-M9Z	position
2	6000000003494757665	MW9F-FGX	father	solo	6000000002240801938	LRM1-QF5	position
2	6000000003601184376	PXWT-R1T	spouse	solo	6000000010842463260	GKZC-RGL	position
2	6000000003726054418	LDW5-JN2	mother	solo	6000000006906506405	9HPQ-N9H	position
2	6000000003816015830	GTCZ-TWJ	child	date	6000000001669640549	LJLK-967	born 1113 vs 1113
2	6000000003820948410	L1KM-Y45	spouse	solo	6000000003820948401	GPJC-3LQ	position
2	6000000003820985002	GS23-YND	spouse	solo	6000000204756670829	GHLZ-26K	position
2	6000000003827368566	GNL5-LPZ	spouse	solo	6000000000125394145	9CCY-L2W	position
2	6000000003827445600	G8SK-NLF	father	solo	6000000003881721241	PM6T-JBF	position
2	6000000003827445607	GXFX-GS1	mother	solo	6000000003881721241	PM6T-JBF	position
2	6000000003827467045	LYZ9-HQJ	spouse	solo	6000000001789016114	MYBX-C2G	position
2	6000000003828353061	LZ85-BPW	child	date	6000000007626385063	G991-B92	born 1235 vs 1235
2	6000000003858579100	L8BY-9XF	father	solo	6000000006727871963	LBNJ-3C7	position
2	6000000003858704239	LBNJ-Z5Z	spouse	solo	6000000003897541628	9CFX-SL9	position
2	6000000003858725545	LBP9-BPY	mother	solo	6000000001704006610	94Y9-XDF	position
2	6000000003858746697	L1Q2-3Q3	mother	solo	6000000000537218162	9CMB-MBB	position
2	6000000004054600299	2RY4-9Z9	father	solo	6000000001200506171	LDSS-LB3	position
2	6000000004271557737	L2RQ-6PC	father	solo	5473900890130120000	G3TC-Q79	position
2	6000000004286199184	L18P-6ZG	mother	solo	6000000009909505293	MXKR-J9R	position
2	6000000004377298032	G5PG-BSC	spouse	solo	6000000003828361119	GRS8-CLQ	position
2	6000000004390407448	GTHY-KJS	child	date	6000000001669640549	LJLK-967	born 1114 vs 1114
2	6000000004533221195	GXZ9-6D2	father	solo	6000000003423576250	K12W-5TN	position
2	6000000004533221202	G2C3-Q32	mother	solo	6000000003423576250	K12W-5TN	position
2	6000000004533384241	LHF2-4VW	spouse	solo	6000000004533384157	L2Z5-9TF	position
2	6000000004533664872	GSCM-XFK	mother	solo	6000000002667382661	P4PJ-4VV	position
2	6000000004648710071	GTCW-QCQ	child	date	4921273998360102568	P9JR-7RG	born 1027 vs 1027
2	6000000004828956170	LDW5-N39	mother	solo	6000000005861973018	MXWH-HJ8	position
2	6000000004840999361	LR21-FBB	mother	solo	6000000005406630017	LDSS-ZCS	position
2	6000000004875411358	GR5J-RV9	child	date	6000000002441723192	LDSS-6H5	born 1007 vs 1007
2	6000000004990387956	94BN-P8D	child	date	6000000006111890476	KZ48-P15	born 1137 vs 1137
2	6000000005059424801	G2D7-8DJ	father	solo	6000000007281071419	LBNC-GSG	position
2	6000000005059632369	G3WC-9DP	father	solo	6000000007280726030	LBNC-B75	position
2	6000000005406581101	L1ZD-ZXF	father	solo	6000000005406630017	LDSS-ZCS	position
2	6000000005406862960	LYNX-745	mother	solo	6000000005407291287	L8YY-PP2	position
2	6000000005598859036	LCRQ-JS4	child	date	6000000003146957188	LDMT-RFL	born 1108 vs 1108
2	6000000005598867316	L5NV-7ZQ	mother	solo	6000000000135924403	93QC-WRW	position
2	6000000005598904003	KZTY-WSH	mother	solo	6000000003051273715	LCP1-19Y	position
2	6000000005599170844	M1VV-TDQ	mother	solo	4224136108080121326	LZLV-QGZ	position
2	6000000005609398502	LCTN-SCZ	father	solo	6000000003477158307	LCTF-1WT	position
2	6000000005795638082	GSF7-TXP	father	solo	6000000002572699392	GRJF-9K6	position
2	6000000005913940193	L8TG-1DR	mother	solo	6000000000444676198	9C72-WGJ	position
2	6000000005936931116	K4BW-2FF	spouse	name	6000000001669654269	9W1F-TP6	shared: bertila
2	6000000006026602016	L1Q8-65G	spouse	solo	6000000005861973018	MXWH-HJ8	position
2	6000000006036670007	L4SB-2FB	father	solo	4647274	9H6Q-VVW	position
2	6000000006349827979	LCR6-ZDY	mother	solo	6000000003477158307	LCTF-1WT	position
2	6000000006417079440	PHTN-R59	father	solo	6000000000424570082	LBDX-4LG	position
2	6000000006422183306	GYY1-T6F	father	solo	6000000004543138179	LSDK-D33	position
2	6000000006422214851	LCRK-52L	mother	solo	6000000004543138179	LSDK-D33	position
2	6000000006442576107	LCTX-HKP	spouse	solo	6000000005598859553	LTK5-9GP	position
2	6000000006442576168	LB3C-NWX	child	date	6000000005864637017	LDW5-FB6	born 1082 vs 1082
2	6000000006589075895	GXDS-K6L	mother	solo	6000000003243400214	L5JM-54G	position
2	6000000006727885966	LHPQ-WV3	spouse	date	6000000003858710950	LDSM-QNV	born 1074 vs 1074
2	6000000006727888646	PH1K-814	father	solo	6000000004827276873	L8WB-D2Z	position
2	6000000006727908860	P3LX-PQ6	child	date	6000000001068387165	LZB4-2C7	born 1148 vs 1148
2	6000000006727915303	LY6M-DJJ	child	name	6000000000717229053	9WYV-M96	shared: ermentrude
2	6000000006906412491	LTLM-4ZK	mother	solo	6000000002553595095	9HZG-67F	position
2	6000000006906412508	GLMJ-3LW	father	solo	6000000002553595095	9HZG-67F	position
2	6000000006906428267	GDJ5-CW7	child	date	6000000002553595095	9HZG-67F	born 790 vs 790
2	6000000006906570538	GZRS-MDS	child	name	6000000006906550197	GSZ8-DPY	shared: hermann
2	6000000006906578280	GJ4X-8TJ	child	name	6000000006906550197	GSZ8-DPY	shared: gebhard
2	6000000006988758746	9CZ9-W2D	father	solo	6000000009909505293	MXKR-J9R	position
2	6000000007215687165	G69C-LP6	mother	solo	6000000006727871963	LBNJ-3C7	position
2	6000000007220632437	LCFX-MCB	mother	solo	6000000006346873253	LCF6-W5H	position
2	6000000007353584504	KN8P-Q1K	mother	solo	6000000000768942057	LYJ7-NW3	position
2	6000000007376207986	GMS4-2NJ	mother	solo	6000000003004153810	MMHP-PG4	position
2	6000000007377612201	GVXQ-HG9	spouse	date	6000000005407291287	L8YY-PP2	born 935 vs 935
2	6000000007515757560	GZMP-KCV	child	solo	6000000003820948401	GPJC-3LQ	position
2	6000000007549091857	GY31-S7N	father	solo	6000000000172095492	GWDP-YVK	position
2	6000000007549360530	P31X-4V2	mother	solo	6000000007280726030	LBNC-B75	position
2	6000000007588187311	GZFW-3DS	father	solo	6000000002893470105	L2PF-C5T	position
2	6000000007626602378	G5H8-KYT	spouse	solo	6000000007626385063	G991-B92	position
2	6000000007635630874	MBDF-S1V	spouse	name	6000000007635631030	GLX4-X45	shared: heiberg,laurits
2	6000000007688249371	KLL6-BWR	father	solo	6000000006346873253	LCF6-W5H	position
2	6000000008054210247	PQZP-BFV	spouse	solo	6000000003063208081	KHGT-4CW	position
2	6000000008115048412	L4QT-YZF	spouse	name	6000000007635631030	GLX4-X45	shared: gjertsen,henrik,miltzow
2	6000000008213886532	PXHZ-VX4	child	date	6000000003531090432	LZ18-LSK	born 1070 vs 1070
2	6000000008266067033	PS46-182	mother	solo	6000000039470976848	LDPY-RQZ	position
2	6000000008277759278	LHQW-87C	child	date	6000000004533384157	L2Z5-9TF	born 890 vs 890
2	6000000008377916933	PMLF-8SW	child	name	6000000000717229053	9WYV-M96	shared: hugues
2	6000000008482892635	P7PN-Q4J	mother	solo	6000000010821867444	LT5Z-556	position
2	6000000008482904946	GS83-FSL	father	solo	6000000010821867444	LT5Z-556	position
2	6000000008592343633	L142-WBW	child	date	6000000001669654269	9W1F-TP6	born 876 vs 876
2	6000000008799884985	9MC4-P9B	spouse	solo	6000000001669649063	9W15-B8Y	position
2	6000000008806951044	GYQ7-RP9	spouse	name	385035064430011809	P3B7-DLM	shared: oda
2	6000000008933954768	GBLX-B5X	child	date	6000000018832085528	LDSM-4M1	born 1055 vs 1055
2	6000000009097288101	LH73-MK4	spouse	name	385035064430011809	P3B7-DLM	shared: cecilia,dithmarschen
2	6000000009248895254	9J3R-78X	child	date	6000000029422424863	L64M-MBC	born 1610 vs 1610
2	6000000009304861130	L133-HLP	father	solo	6000000002441723192	LDSS-6H5	position
2	6000000009304949016	LYVW-YSS	father	solo	6000000011637315646	M33Z-FHV	position
2	6000000009432535049	9H2F-HV5	mother	solo	6000000000769899870	GPQX-JZG	position
2	6000000009616135019	LR6N-PTF	spouse	solo	6000000003645832264	L8W6-ZVQ	position
2	6000000009751578555	LDSM-H39	mother	solo	6000000018832085528	LDSM-4M1	position
2	6000000009756433107	LDSH-S2T	spouse	date	6000000005910721929	9ZZL-PZY	born 964 vs 967
2	6000000010162215406	G1PM-M7G	spouse	solo	6000000010195903044	L179-W5T	position
2	6000000010218558380	KHQ6-TFB	father	solo	6000000018832085528	LDSM-4M1	position
2	6000000010588909536	PZ8S-QGD	spouse	name	6000000001669654269	9W1F-TP6	shared: anna
2	6000000010667918576	GNLG-LJ7	spouse	solo	6000000000437316601	GKND-VN7	position
2	6000000010744785348	LZD1-94T	child	name	6000000003051273715	LCP1-19Y	shared: guillaume
2	6000000011078183170	GZ27-517	child	date	6000000011078807545	LRDC-13Y	born 1792 vs 1792
2	6000000011078617825	M9JS-V71	mother	solo	6000000011078807545	LRDC-13Y	position
2	6000000011078829655	LRP6-L37	father	solo	6000000011078726908	LRDZ-9HG	position
2	6000000011078886609	GZV8-PQK	father	solo	6000000011078807545	LRDC-13Y	position
2	6000000011240920854	LDSV-RG8	mother	solo	6000000002266231326	LDSV-PC1	position
2	6000000011511306547	2MRF-3P5	mother	solo	6000000003726141100	9HPT-832	position
2	6000000011852487175	GJZ7-GJL	mother	solo	6000000007281071419	LBNC-GSG	position
2	6000000011867136664	L4LT-717	spouse	solo	6000000004211549396	L4LT-7BM	position
2	6000000012359979222	LD9R-5G3	spouse	solo	6000000000162314682	M897-QTS	position
2	6000000012397140348	GSV7-NV5	father	solo	6000000002667382661	P4PJ-4VV	position
2	6000000013005079391	M1XR-W87	spouse	solo	5287530087430075153	LD38-423	position
2	6000000013036181746	PQLR-P19	child	date	5287530087430075153	LD38-423	born 1073 vs 1073
2	6000000013084119175	G5KT-1QL	spouse	solo	6000000000444676198	9C72-WGJ	position
2	6000000013097782273	9QCB-JQ7	spouse	date	6000000003243447745	9Q3T-ZKY	born 1144 vs 1144
2	6000000013097783884	LH1Y-NLV	child	name	6000000003601184398	LYKJ-7K2	shared: maria
2	6000000014536837729	GZ5R-Y9N	father	solo	6000000003243400214	L5JM-54G	position
2	6000000015212249570	G6RT-9MK	mother	solo	6000000008575928428	GDCF-ZCT	position
2	6000000015841563258	GZF7-RBV	mother	solo	6000000002893736112	GZF7-Y6N	position
2	6000000015841626494	G6HP-V83	father	solo	6000000015841751013	GZFW-9Q6	position
2	6000000015841679064	GZF7-RBH	father	solo	6000000002893736112	GZF7-Y6N	position
2	6000000016573134824	PDT6-4V1	mother	solo	6000000010506987053	LZ8D-9DK	position
2	6000000016573711842	PXM2-16H	child	name	6000000010506987053	LZ8D-9DK	shared: enoguen
2	6000000018346341363	PF9F-4QL	spouse	solo	6000000018346329342	PF9F-6KV	position
2	6000000018359459045	PQLR-Q1M	child	date	5287530087430075153	LD38-423	born 1070 vs 1070
2	6000000021274381997	LTLP-LGB	spouse	solo	6000000001669640549	LJLK-967	position
2	6000000021528103181	G6SK-YJ3	child	date	6000000002893824744	9K4K-WPT	born 1627 vs 1627
2	6000000021652410546	2YRS-55B	spouse	date	6000000177921458863	G8PW-127	born 1855 vs 1855
2	6000000021807161192	G6S2-9BB	child	date	6000000002893824744	9K4K-WPT	born 1635 vs 1635
2	6000000021807201967	G6SK-JGP	child	date	6000000002893824744	9K4K-WPT	born 1630 vs 1630
2	6000000023181639375	LHKS-7CR	child	date	4921273998360102568	P9JR-7RG	born 1013 vs 1013
