round	geni_id	fs_id	slot	method	from_geni	from_fs_id	evidence
3	5235605714220070458	KJZ9-65G	mother	solo	6000000002512346178	LHDL-6WG	position
3	5508648457330119210	L8WY-474	spouse	name	6000000000424810067	LYGH-JR3	shared: semur
3	5512359337980087028	LZTJ-58T	mother	solo	6000000002342416311	LJR7-MF9	position
3	6000000000125596647	LYRL-5JV	father	solo	6000000000125674313	L5P9-GVV	position
3	6000000000186469135	LYCT-Y9Q	spouse	solo	6000000008592343633	L142-WBW	position
3	6000000000190145716	GCPY-QXQ	spouse	solo	6000000084240532869	LRLW-YZ5	position
3	6000000000196235833	LZ48-4FD	father	solo	4957925890120125479	MGTC-QTS	position
3	6000000000424685255	L1TH-HRK	mother	solo	6000000005598867316	L5NV-7ZQ	position
3	6000000000437115455	LYSL-M94	spouse	name	6000000005598904003	KZTY-WSH	shared: alberto,azzo
3	6000000000437343166	PX98-7X7	child	date	6000000001744902183	G4B1-M6Z	born 1098 vs 1098
3	6000000000437626271	G1MS-763	child	date	6000000001088848284	27P5-QDR	born 990 vs 990
3	6000000000452602421	GMSP-9XR	father	solo	6000000003243439507	9CXC-BT8	position
3	6000000000469888989	KND9-P91	mother	solo	6000000011240920854	LDSV-RG8	position
3	6000000000536230092	PHN3-DC6	father	solo	6000000006727888646	PH1K-814	position
3	6000000000595794863	LB27-YWT	father	solo	6000000000728689157	LCFL-9DP	position
3	6000000000628842070	PF83-Y19	father	solo	6000000000436429336	LDSK-W5H	position
3	6000000000640482990	GQ5K-8HW	father	solo	6000000000640493673	GX56-KLT	position
3	6000000000641939711	G584-LRZ	mother	solo	6000000000436429336	LDSK-W5H	position
3	6000000000670389262	L8WY-4K5	father	solo	6000000002979930748	L1QM-QVR	position
3	6000000000676856258	LDSH-S6J	father	solo	6000000011240920854	LDSV-RG8	position
3	6000000000681295359	LYR1-TPB	mother	solo	6000000000125674313	L5P9-GVV	position
3	6000000000769470073	LDMK-PYT	father	solo	6000000007353584504	KN8P-Q1K	position
3	6000000000769560303	L4BQ-YTJ	mother	solo	6000000000768959047	LTY9-1SH	position
3	6000000000769654031	LY2Z-QRH	father	solo	6000000000768959047	LTY9-1SH	position
3	6000000000769902407	GJ15-2NP	spouse	date	6000000003146107101	LZGK-6BD	born 1030 vs 1030
3	6000000000782781239	LY1P-166	child	date	6000000002512346178	LHDL-6WG	born 1161 vs 1161
3	6000000000891680343	LC38-LVM	child	date	6000000002512346178	LHDL-6WG	born 1170 vs 1170
3	6000000000936840801	G7BH-PLM	father	solo	6000000000728657032	MFDV-SRR	position
3	6000000000945071204	GTMB-KSX	father	solo	6000000003827467045	LYZ9-HQJ	position
3	6000000000945074775	G6T7-827	father	solo	6000000000229962057	GX5X-MJM	position
3	6000000000966157341	KFX1-BZD	mother	solo	6000000006988758746	9CZ9-W2D	position
3	6000000001009241218	PHG3-QD3	child	date	6000000163441491887	K8LC-VF4	born 1042 vs 1042
3	6000000001041474621	LD3S-HB7	father	solo	6000000001052002306	KFPX-KY8	position
3	6000000001136798072	LTW1-8GN	father	solo	6000000002342409509	LVZ4-NRQ	position
3	6000000001169084883	GYQM-TGR	child	name	6000000006906428267	GDJ5-CW7	shared: helgason
3	6000000001169154590	GTDT-KWC	father	solo	6000000029519237024	GK65-3F3	position
3	6000000001169154793	G71D-L6C	spouse	name	6000000000771264665	GPF5-9T5	shared: brynjulfsson,svein
3	6000000001169186866	GZYB-Y8B	father	solo	6000000001351760995	LB2S-LKH	position
3	6000000001169186884	LTZX-636	child	name	6000000001351760995	LB2S-LKH	shared: helgi,ketilsson
3	6000000001200091331	KF5H-44Z	spouse	date	6000000003243483198	MMHP-PRZ	born 995 vs 995
3	6000000001205606328	L5JQ-P4G	child	date	5381202464070053447	LR28-FV9	born 1090 vs 1090
3	6000000001209857715	LD9Y-KN3	father	solo	6000000004286199184	L18P-6ZG	position
3	6000000001210444666	LJ4D-ZCK	father	solo	6000000005598904003	KZTY-WSH	position
3	6000000001412937598	LD9Y-C7T	father	solo	5411162182100027072	M15L-V4Q	position
3	6000000001412952663	M1VS-25N	father	solo	6000000002043192249	LRHH-9JN	position
3	6000000001501026484	L8WB-ZLG	child	date	6000000001595814236	GGT4-LF5	born 1145 vs 1145
3	6000000001501032819	GTZM-FLW	child	date	6000000003858746697	L1Q2-3Q3	born 1176 vs 1176
3	6000000001501069795	GX9V-FG4	child	name	4321093289530030615	G6BF-K29	shared: mathilde
3	6000000001531205518	P6BT-6YN	mother	solo	4129523906020033754	LH73-3ML	position
3	6000000001588481943	PSS7-R57	child	date	6000000000196218118	LYX7-C8M	born 1063 vs 1063
3	6000000001593637951	GS7W-2TG	father	solo	6000000003827445607	GXFX-GS1	position
3	6000000001593972605	MKG4-RM3	mother	solo	6000000002979930748	L1QM-QVR	position
3	6000000001744821523	LJYH-M8G	spouse	name	6000000001744822677	GJ8K-PWG	shared: auvergne,ermengarde
3	6000000001744898533	LYRC-SWK	father	solo	6000000001744902183	G4B1-M6Z	position
3	6000000001744902477	K8M3-FZQ	child	name	6000000050940028912	GTHS-BYJ	shared: adalbert
3	6000000001745033558	L4BB-Z8Y	father	solo	6000000003494757665	MW9F-FGX	position
3	6000000001745033960	GNMN-MLB	child	date	6000000001744822677	GJ8K-PWG	born 1020 vs 1020
3	6000000001745043247	L1HG-MKV	mother	solo	6000000003858704239	LBNJ-Z5Z	position
3	6000000001745058666	GX7R-ZR4	mother	solo	6000000003858725545	LBP9-BPY	position
3	6000000001756108202	9Q9Q-1Z3	father	solo	6000000002187798551	GM68-JR5	position
3	6000000001827562083	GXDG-BZQ	father	solo	6000000006589075895	GXDS-K6L	position
3	6000000001827562115	GX85-9B7	father	solo	6000000001827562107	GBHV-6JR	position
3	6000000001827575240	9447-2N6	mother	solo	6000000003827445607	GXFX-GS1	position
3	6000000001934674984	LYQ5-YDP	child	date	6000000002512346178	LHDL-6WG	born 1178 vs 1178
3	6000000002006386304	P94R-2CC	mother	solo	6000000002342409509	LVZ4-NRQ	position
3	6000000002041979038	P6PD-BQC	mother	solo	6000000004828956170	LDW5-N39	position
3	6000000002043186380	GZ6V-343	mother	solo	6000000006589075895	GXDS-K6L	position
3	6000000002043186469	LDSK-NZJ	father	solo	6000000001744822677	GJ8K-PWG	position
3	6000000002043195323	LDW2-QLB	mother	solo	5020469289250100933	LD78-CYZ	position
3	6000000002043204377	MBWQ-SF3	mother	solo	6000000012359979222	LD9R-5G3	position
3	6000000002043204669	LBW5-Q1V	child	solo	6000000009432535049	9H2F-HV5	position
3	6000000002043214910	LDW2-7WW	child	date	6000000000333911909	LD9Y-CW9	born 937 vs 937
3	6000000002043219697	KCXK-S69	father	solo	6000000004828956170	LDW5-N39	position
3	6000000002043232552	LVNP-BKR	mother	solo	6000000000469455971	LDSV-RVD	position
3	6000000002043260221	LB29-Z1M	spouse	solo	6000000006727915303	LY6M-DJJ	position
3	6000000002043263445	9HMZ-FQH	mother	solo	4957925890120125479	MGTC-QTS	position
3	6000000002134762341	LZZ9-DZP	father	solo	6000000002266243417	GG3J-2F1	position
3	6000000002135079868	LB72-KMS	child	date	6000000000768959047	LTY9-1SH	born 1016 vs 1016
3	6000000002176664000	G52J-ZNC	father	solo	6000000076237655606	KC21-XJJ	position
3	6000000002187588144	G2S2-CC2	child	date	6000000006906578280	GJ4X-8TJ	born 1052 vs 1052
3	6000000002187684775	GK68-JP5	child	date	6000000011240920854	LDSV-RG8	born 984 vs 984
3	6000000002187696379	GVSD-T87	spouse	name	6000000002266209421	GSV1-FZ8	shared: stade
3	6000000002187818499	9CXH-LPK	spouse	solo	6000000005598859036	LCRQ-JS4	position
3	6000000002187818953	9ZCZ-4Y2	child	date	6000000006727915303	LY6M-DJJ	born 1085 vs 1085
3	6000000002187820036	GM8X-3JZ	child	date	6000000011240920854	LDSV-RG8	born 992 vs 992
3	6000000002187820571	LBR1-8CL	spouse	name	6000000000129346032	9915-HS3	shared: komnenos
3	6000000002187823066	LTZY-FHB	spouse	date	6000000002434073593	LZ56-WY6	born 925 vs 922
3	6000000002187823190	GYQM-MHH	mother	solo	6000000007215687165	G69C-LP6	position
3	6000000002187823667	GTHZ-Q4X	spouse	solo	6000000002512346178	LHDL-6WG	position
3	6000000002187845246	K8Y4-QHG	child	name	6000000004828956170	LDW5-N39	shared: mathilde
3	6000000002187845869	G3WG-W75	child	date	6000000001595814236	GGT4-LF5	born 1155 vs 1155
3	6000000002187845876	LBTS-MV9	child	date	6000000001595814236	GGT4-LF5	born 1143 vs 1143
3	6000000002187891028	GDC9-3MK	child	date	6000000004533221202	G2C3-Q32	born 1135 vs 1135
3	6000000002187891941	LHRG-1DZ	child	date	6000000003858579100	L8BY-9XF	born 1107 vs 1107
3	6000000002187891981	LTBR-4SS	father	solo	6000000007215687165	G69C-LP6	position
3	6000000002187893009	PFW7-1QT	spouse	solo	6000000007215687165	G69C-LP6	position
3	6000000002187893033	LK53-XQC	father	solo	6000000003858579100	L8BY-9XF	position
3	6000000002187914912	GZG9-5WJ	mother	solo	6000000002527618911	P9XK-K3X	position
3	6000000002188018778	P6F9-ZV9	spouse	date	6000000001744974942	GQL2-CJ4	born 1130 vs 1130
3	6000000002188021217	97H8-T1C	spouse	solo	6000000002188021209	GVH6-59K	position
3	6000000002188021222	L19P-XK1	father	solo	6000000002188021209	GVH6-59K	position
3	6000000002188059749	9CNJ-1WL	spouse	solo	6000000002043201668	9WQY-5BR	position
3	6000000002188110554	GRQ5-662	mother	solo	6000000030315918225	GXQ4-MHV	position
3	6000000002188110562	GHXK-SXN	spouse	date	6000000002434214184	LBGF-H83	born 927 vs 929
3	6000000002188113436	GXZ9-T38	child	date	6000000004533221202	G2C3-Q32	born 1148 vs 1148
3	6000000002188140599	GYMS-ZZD	mother	solo	6000000000640493673	GX56-KLT	position
3	6000000002188303650	PWC6-RST	father	solo	6000000002434073593	LZ56-WY6	position
3	6000000002192078283	K8DP-8PD	spouse	solo	6000000002572783163	L6MJ-PHZ	position
3	6000000002198946285	LD95-VVH	father	solo	6000000001412935350	LD95-VV6	position
3	6000000002212152431	LT1B-6DX	mother	solo	6000000004533664872	GSCM-XFK	position
3	6000000002212535092	L6JX-69T	father	solo	6000000004533664872	GSCM-XFK	position
3	6000000002215326285	LBL3-PTN	father	solo	6000000002469127338	GRLD-ZLC	position
3	6000000002224166476	LZG2-MSS	mother	solo	6000000002469127338	GRLD-ZLC	position
3	6000000002266382242	L25G-NDR	child	solo	6000000002266243417	GG3J-2F1	position
3	6000000002294729415	9HYM-7GZ	spouse	date	6000000002453715498	KH8N-T92	born 950 vs 947
3	6000000002311622834	GKZZ-8KV	mother	solo	6000000001210422424	LDSH-MS8	position
3	6000000002315826000	LDZN-ZVF	mother	solo	6000000004533221202	G2C3-Q32	position
3	6000000002325842230	MQ6H-1KM	spouse	date	4927821238910067084	9CZJ-FHN	born 1025 vs 1026
3	6000000002434111282	9Z8T-W1P	child	date	6000000002434073593	LZ56-WY6	born 958 vs 958
3	6000000002434114228	L5VF-6MD	mother	solo	6000000002434214184	LBGF-H83	position
3	6000000002434151612	LH73-QN3	child	date	6000000002434073593	LZ56-WY6	born 960 vs 960
3	6000000002474813579	GCH5-SRC	spouse	solo	6000000004990387956	94BN-P8D	position
3	6000000002512241437	LXM8-9P7	child	date	6000000002017898070	LCM4-NB4	born 1560 vs 1560
3	6000000002553705181	GTQ4-3GV	child	name	6000000004648710071	GTCW-QCQ	shared: ulfsdatter
3	6000000002566610371	KH4Q-2SB	mother	solo	6000000010218558380	KHQ6-TFB	position
3	6000000002601894005	LZ6T-9S4	father	solo	6000000002572783163	L6MJ-PHZ	position
3	6000000002603390248	KDM4-ZV2	spouse	date	6000000006442576168	LB3C-NWX	born 1098 vs 1099
3	6000000002893017593	G54W-4D2	mother	solo	5381202464070053447	LR28-FV9	position
3	6000000002893299341	LZLK-7KK	spouse	solo	6000000002527594337	LZLK-72Q	position
3	6000000002893316227	LZRG-6P6	father	solo	6000000002342416311	LJR7-MF9	position
3	6000000002893327285	9HFS-5T6	mother	solo	6000000007549091857	GY31-S7N	position
3	6000000002893842140	GZF7-T9S	child	solo	6000000007588187311	GZFW-3DS	position
3	6000000002916836425	LD9R-SHL	mother	solo	6000000009432535049	9H2F-HV5	position
3	6000000003051155925	9CCG-XPQ	father	solo	6000000002043263403	LDSQ-F68	position
3	6000000003051193769	PDTX-V84	mother	solo	6000000003051188582	G6RR-Z64	position
3	6000000003051199072	G6G7-B83	father	solo	6000000003051199039	G1SQ-K8Z	position
3	6000000003086812448	G4D7-7YN	mother	solo	6000000001351760995	LB2S-LKH	position
3	6000000003087077872	L198-514	child	date	6000000006727915303	LY6M-DJJ	born 1089 vs 1089
3	6000000003087080306	LJLB-5ML	child	date	3696730	9ZC4-8MC	born 1043 vs 1043
3	6000000003087154173	G5FS-MBR	child	solo	6000000002936528955	949X-7G7	position
3	6000000003098078015	LD9R-RCZ	father	solo	6000000012359979222	LD9R-5G3	position
3	6000000003153143621	G1RX-XBB	child	solo	6000000000351011289	9CNQ-BYP	position
3	6000000003210257574	LZXN-VL1	mother	solo	6000000002188658436	9HPX-CFH	position
3	6000000003218167955	2RY4-PJW	spouse	solo	6000000004054600299	2RY4-9Z9	position
3	6000000003219792396	9WSR-JJH	spouse	date	6000000002197928430	M1RT-6CM	born 941 vs 941
3	6000000003220313434	GTWB-MML	father	solo	6000000002527618911	P9XK-K3X	position
3	6000000003220314873	GX9W-492	father	solo	6000000004533384241	LHF2-4VW	position
3	6000000003232509458	LD9R-RBH	child	date	5411162182100027072	M15L-V4Q	born 970 vs 970
3	6000000003377660936	GY31-R5M	father	solo	340342479380013975	GY3L-PT8	position
3	6000000003378683243	G3WC-ZRH	child	name	6000000005059424801	G2D7-8DJ	shared: ragnhild
3	6000000003413439886	G7H5-ZGK	child	date	6000000011240920854	LDSV-RG8	born 983 vs 983
3	6000000003423203044	PXKF-DLM	father	solo	6000000002266209421	GSV1-FZ8	position
3	6000000003466164629	LH73-93S	spouse	date	6000000002434073593	LZ56-WY6	born 912 vs 912
3	6000000003481830669	94T6-749	father	solo	6000000009304861130	L133-HLP	position
3	6000000003495351521	9QC7-7VX	child	date	6000000002187656492	GT66-TGF	born 1015 vs 1015
3	6000000003495384814	GZVB-RMT	spouse	solo	6000000002187656492	GT66-TGF	position
3	6000000003513602927	L7DH-8LR	child	name	6000000010218558380	KHQ6-TFB	shared: ordulf
3	6000000003513731919	9S8J-84Z	child	name	347655337870012697	LZBY-TS8	shared: eriksdotter,holmfrid
3	6000000003531113316	LZ18-2BL	spouse	solo	6000000000146368622	LZ18-L3N	position
3	6000000003645683278	LD7H-357	father	solo	6000000001205324797	G1MS-GVM	position
3	6000000003645683288	GGW7-FCM	mother	solo	6000000001205324797	G1MS-GVM	position
3	6000000003645683608	GT4W-W4W	child	date	4927821238910067084	9CZJ-FHN	born 1052 vs 1052
3	6000000003645724700	L1WB-GXK	mother	solo	6000000007353584504	KN8P-Q1K	position
3	6000000003645782768	G93L-29T	father	solo	6000000001210422424	LDSH-MS8	position
3	6000000003645839886	LVFW-HCH	father	solo	6000000007549091857	GY31-S7N	position
3	6000000003649687777	LDW2-4JB	mother	solo	6000000000112134992	LYJ2-TZG	position
3	6000000003743377648	L4QC-N6S	mother	solo	6000000002572783163	L6MJ-PHZ	position
3	6000000003768392839	LYX6-GC4	father	solo	6000000000701225390	L8TY-B3W	position
3	6000000003820948433	KVL6-LXM	child	name	6000000007515757560	GZMP-KCV	shared: gøysa
3	6000000003820973837	G1M3-9GP	child	date	6000000001205324797	G1MS-GVM	born 999 vs 999
3	6000000003821039383	KJC1-H72	child	name	6000000002893611154	LCM4-NYR	shared: trond
3	6000000003827161754	GKBL-S1T	spouse	date	6000000006442576107	LCTX-HKP	born 1117 vs 1117
3	6000000003827237365	GVFK-GRW	mother	solo	6000000003243439507	9CXC-BT8	position
3	6000000003827294480	L8P6-YWQ	father	solo	6000000004533221195	GXZ9-6D2	position
3	6000000003827305535	99PT-57M	mother	solo	6000000003827445600	G8SK-NLF	position
3	6000000003827305543	LZ4V-QT7	father	solo	6000000003827445600	G8SK-NLF	position
3	6000000003827315938	G6TT-TC7	child	date	6000000006727915303	LY6M-DJJ	born 1080 vs 1080
3	6000000003827330467	GYQM-95Y	child	date	6000000001578953401	GKZC-D3H	born 1062 vs 1062
3	6000000003827339236	GJH4-VMH	child	name	6000000003146107101	LZGK-6BD	shared: étienne
3	6000000003827368538	LB5L-87N	father	solo	6000000003176940942	L2YQ-9CS	position
3	6000000003827368620	GNDW-WZC	child	date	6000000003827445607	GXFX-GS1	born 1162 vs 1162
3	6000000003827438055	LZYR-DY5	spouse	name	6000000003176940942	L2YQ-9CS	shared: sommerschenburg,sophia
3	6000000003827445193	GV82-LSR	child	date	6000000006906578280	GJ4X-8TJ	born 1058 vs 1058
3	6000000003827618989	GW7K-BYR	child	name	6000000003827467045	LYZ9-HQJ	shared: bertha
3	6000000003827928374	G94T-HX7	child	date	6000000003494694473	LRCL-JD2	born 1100 vs 1100
3	6000000003828074670	G11B-NQT	child	name	6000000003051188582	G6RR-Z64	shared: agnès
3	6000000003828107656	PZSV-32Z	child	date	6000000009304861130	L133-HLP	born 978 vs 978
3	6000000003828256244	KN8K-7G6	mother	solo	6000000000804907642	PDT6-T58	position
3	6000000003828353054	KLL4-C6H	spouse	solo	6000000003828353061	LZ85-BPW	position
3	6000000003858668623	L62Z-6SV	mother	solo	4321093289530030615	G6BF-K29	position
3	6000000003858716884	LYQN-TM8	father	solo	6000000003858725545	LBP9-BPY	position
3	6000000003858786875	PMGY-PFC	child	date	6000000007376207986	GMS4-2NJ	born 1172 vs 1172
3	6000000003876848843	G1MS-N9P	child	date	6000000001205324797	G1MS-GVM	born 997 vs 997
3	6000000003911374038	LLSD-JPT	spouse	date	6000000002512252466	LHXN-S9G	born 1460 vs 1461
3	6000000003937176481	GT4F-ZZ1	child	date	6000000002512346178	LHDL-6WG	born 1181 vs 1181
3	6000000003937334608	GFHN-W5X	child	date	6000000001205324797	G1MS-GVM	born 1006 vs 1006
3	6000000003948123319	GY31-PMT	father	solo	6000000002311282143	GHLZ-TF8	position
3	6000000003949917419	LZ1V-K5X	spouse	solo	6000000002197369635	LKPF-K3S	position
3	6000000003962980836	GKFN-S2H	father	solo	6000000003827368566	GNL5-LPZ	position
3	6000000004093135189	LTYC-DNP	mother	solo	6000000001052002306	KFPX-KY8	position
3	6000000004148977344	M1TK-CR7	spouse	solo	6000000000162318926	GH7M-SN1	position
3	6000000004201608684	PHFW-LFT	spouse	solo	6000000009304861130	L133-HLP	position
3	6000000004270866114	GBNM-Q6H	child	date	6000000002512346178	LHDL-6WG	born 1182 vs 1182
3	6000000004287490622	GQGR-WRJ	child	name	6000000004828956170	LDW5-N39	shared: agnès
3	6000000004533138548	G1MS-8FW	child	date	6000000001088848284	27P5-QDR	born 994 vs 994
3	6000000004533196565	K1TD-CZC	child	date	6000000003176940942	L2YQ-9CS	born 1184 vs 1184
3	6000000004533205994	MYXR-KZ5	child	date	6000000002979930748	L1QM-QVR	born 1115 vs 1115
3	6000000004533321345	GZ5X-JF3	father	solo	6000000005936931116	K4BW-2FF	position
3	6000000004533604973	GFXG-FRX	child	name	6000000006988758746	9CZ9-W2D	shared: gerberga
3	6000000004533699752	GVHR-CKT	child	name	6000000002188021209	GVH6-59K	shared: warcisławówna,wojsława
3	6000000004644158138	LCT9-CFP	child	name	340342479380013975	GY3L-PT8	shared: algotsson,bengt
3	6000000004827150892	GYQ7-BFS	child	date	6000000000768959047	LTY9-1SH	born 1025 vs 1025
3	6000000004868995922	PX9D-KH1	mother	solo	6000000000728657032	MFDV-SRR	position
3	6000000005036973529	GNHW-88R	spouse	solo	340342479380013975	GY3L-PT8	position
3	6000000005566669474	LZVR-GMG	spouse	name	6000000000424810067	LYGH-JR3	shared: anjou,ermengarde
3	6000000005577158936	PXTQ-P6Y	father	solo	347655337870012697	LZBY-TS8	position
3	6000000005587855694	LD97-CH9	father	solo	6000000010218558380	KHQ6-TFB	position
3	6000000005597728020	LDSK-V77	spouse	solo	6000000002043263403	LDSQ-F68	position
3	6000000005598872395	9SCY-T9Y	child	solo	4957925890120125479	MGTC-QTS	position
3	6000000005598872880	KCZD-JKX	father	solo	6000000004533221202	G2C3-Q32	position
3	6000000005598888382	G1WY-LNK	spouse	solo	6000000003858746697	L1Q2-3Q3	position
3	6000000005599009107	L25G-FKQ	child	name	6000000003827368566	GNL5-LPZ	shared: konrad
3	6000000005609398517	21M9-XPT	father	solo	6000000005609398502	LCTN-SCZ	position
3	6000000005609398525	KZ8X-W2R	mother	solo	6000000005609398502	LCTN-SCZ	position
3	6000000005620702283	L6K4-L5D	spouse	solo	6000000002017898070	LCM4-NB4	position
3	6000000005704400010	GWZB-NNM	mother	solo	6000000000728689157	LCFL-9DP	position
3	6000000005912110182	L1DW-Q5N	father	solo	6000000006988758746	9CZ9-W2D	position
3	6000000005934528029	GKWG-KQ5	mother	solo	340342479380013975	GY3L-PT8	position
3	6000000005936551695	L8RR-S6X	child	date	6000000008592343633	L142-WBW	born 900 vs 900
3	6000000005936863007	MBGG-7NP	father	solo	6000000009432535049	9H2F-HV5	position
3	6000000006277488391	P7XJ-8FH	spouse	name	6000000005598904003	KZTY-WSH	shared: geoffroy,mayenne
3	6000000006277556378	LVJV-DX6	father	solo	6000000030315918225	GXQ4-MHV	position
3	6000000006365407973	GNVF-KMX	spouse	solo	6000000001595814236	GGT4-LF5	position
3	6000000006442576070	MD76-4HZ	child	name	6000000004828956170	LDW5-N39	shared: constance
3	6000000006445909058	GS9N-DG4	father	solo	6000000002188658436	9HPX-CFH	position
3	6000000006727873891	G6MT-Z2P	mother	solo	6000000001744902183	G4B1-M6Z	position
3	6000000006882977275	PCKX-BSY	child	name	6000000008277759278	LHQW-87C	shared: helgi
3	6000000006906506387	LYB4-75S	mother	solo	6000000009304861130	L133-HLP	position
3	6000000006906517236	LYXN-DBC	mother	solo	6000000002266243417	GG3J-2F1	position
3	6000000006906543824	LDMS-GK1	child	date	6000000001088848284	27P5-QDR	born 1011 vs 1011
3	6000000006906543984	LDMS-G2H	child	date	6000000001088848284	27P5-QDR	born 1013 vs 1013
3	6000000006906578116	GMN5-T3J	spouse	date	6000000003827467045	LYZ9-HQJ	born 1048 vs 1045
3	6000000006906605390	PQXV-YCR	child	name	6000000076237655606	KC21-XJJ	shared: anna
3	6000000006906624436	G5P8-T1K	child	name	6000000004828956170	LDW5-N39	shared: henri
3	6000000006906624617	GBLD-ZBR	child	name	6000000004828956170	LDW5-N39	shared: simon
3	6000000006906655766	LDSM-3YT	spouse	date	6000000006442576107	LCTX-HKP	born 1126 vs 1125
3	6000000006906676716	GQS4-M2M	child	solo	6000000013097783884	LH1Y-NLV	position
3	6000000006906728258	GTZM-QD3	child	date	6000000003858746697	L1Q2-3Q3	born 1174 vs 1174
3	6000000006906738715	P4VM-ZW6	child	name	4321093289530030615	G6BF-K29	shared: alix
3	6000000006906738766	9QQF-599	child	name	4321093289530030615	G6BF-K29	shared: guillaume
3	6000000006910546216	GKCT-6P8	mother	solo	6000000007220632437	LCFX-MCB	position
3	6000000006969071691	LVST-L96	father	solo	6000000000804907642	PDT6-T58	position
3	6000000006997472376	GN6X-2ZY	child	name	6000000008266067033	PS46-182	shared: eriksøn
3	6000000007150906456	M1S9-5V6	father	solo	6000000002447185585	LYJ2-LF5	position
3	6000000007171629271	GTDP-7W2	father	solo	6000000002512346178	LHDL-6WG	position
3	6000000007381773296	GDGS-F33	father	solo	6000000011852487175	GJZ7-GJL	position
3	6000000007384849270	LJ2J-M54	child	date	6000000003858579100	L8BY-9XF	born 1110 vs 1110
3	6000000007398909436	GVBY-YGK	child	date	6000000002979930748	L1QM-QVR	born 1117 vs 1117
3	6000000007398909446	G29C-K7P	child	date	6000000002979930748	L1QM-QVR	born 1110 vs 1110
3	6000000007401330590	GJJS-S7M	child	name	6000000031472823299	GJJS-G4C	shared: ole
3	6000000007458398667	GP3R-9H6	child	date	3696730	9ZC4-8MC	born 1042 vs 1042
3	6000000007458867515	G5PG-VJL	child	date	3696730	9ZC4-8MC	born 1045 vs 1045
3	6000000007462278739	LC23-1J4	child	date	6000000003827445607	GXFX-GS1	born 1158 vs 1158
3	6000000007636368233	LZ67-N1L	child	name	6000000007635630874	MBDF-S1V	shared: hans
3	6000000007692128954	LLSD-LVZ	child	date	6000000002512252466	LHXN-S9G	born 1484 vs 1484
3	6000000007955928234	GT47-H5Q	child	date	6000000002512346178	LHDL-6WG	born 1175 vs 1175
3	6000000007958767639	KZQ4-4G7	mother	solo	5305294636990124817	LZF8-9QB	position
3	6000000007980718220	LTQ4-CJJ	spouse	solo	6000000002342416311	LJR7-MF9	position
3	6000000008115020929	218G-SRP	spouse	solo	6000000002078126382	LHPZ-F11	position
3	6000000008220656748	LZPL-NGQ	father	solo	6000000007220632437	LCFX-MCB	position
3	6000000008248136587	G1MS-B1W	child	date	6000000001088848284	27P5-QDR	born 1000 vs 1000
3	6000000008248188631	PHSZ-2KZ	spouse	date	6000000002187891758	G51R-46P	born 1033 vs 1033
3	6000000008248206507	GKZ8-9CY	mother	solo	6000000001827562107	GBHV-6JR	position
3	6000000008267486007	MR8J-BT5	spouse	solo	6000000004648710071	GTCW-QCQ	position
3	6000000008277327163	2RYF-BMB	spouse	solo	6000000008277759278	LHQW-87C	position
3	6000000008370026190	GPNH-RYZ	spouse	solo	6000000006988758746	9CZ9-W2D	position
3	6000000008377340344	G9D8-663	spouse	solo	6000000040887614871	KZ4C-CR9	position
3	6000000008492280357	G6XQ-7VH	child	date	6000000004533221202	G2C3-Q32	born 1134 vs 1134
3	6000000008505396227	GX7F-STG	spouse	solo	6000000001588558532	GX7N-S5J	position
3	6000000008616446591	LJYJ-Z6W	mother	solo	6000000000229962057	GX5X-MJM	position
3	6000000008630635519	L198-LRM	spouse	solo	6000000000728689157	LCFL-9DP	position
3	6000000008640434825	LDSS-KHY	mother	solo	6000000002043192249	LRHH-9JN	position
3	6000000008643949504	G4CF-4XM	spouse	solo	6000000001578953401	GKZC-D3H	position
3	6000000008753496331	GCFD-H2J	child	date	6000000009248895254	9J3R-78X	born 1637 vs 1637
3	6000000008885018299	LJ2J-MPV	child	date	6000000003858579100	L8BY-9XF	born 1102 vs 1102
3	6000000009035919441	GZ5R-1T8	father	solo	6000000004054600299	2RY4-9Z9	position
3	6000000009117409257	GVD1-RVH	child	date	6000000003858579100	L8BY-9XF	born 1104 vs 1104
3	6000000009168368782	GL9Y-QR9	child	date	6000000003494757665	MW9F-FGX	born 1104 vs 1104
3	6000000009232806925	9QXL-7LB	mother	solo	6000000004286199184	L18P-6ZG	position
3	6000000009248757753	GQKX-TT3	spouse	solo	6000000009248895254	9J3R-78X	position
3	6000000009304954003	LDW2-QX1	father	solo	6000000010667918576	GNLG-LJ7	position
3	6000000009304958398	9S1L-ZP2	mother	solo	6000000005598904003	KZTY-WSH	position
3	6000000009441818725	GYQ9-7JN	spouse	name	6000000006906428267	GDJ5-CW7	shared: ekki
3	6000000009496321921	L8MM-D11	child	date	4958047653390077861	LDSQ-XRK	born 982 vs 982
3	6000000009602440603	GLNK-VCN	child	date	6000000008482892635	P7PN-Q4J	born 940 vs 940
3	6000000009726660856	P7Y6-WQC	father	solo	6000000009751578555	LDSM-H39	position
3	6000000009782507443	G8WY-6L8	mother	solo	6000000009751578555	LDSM-H39	position
3	6000000010480824449	LYH5-74F	child	date	6000000001744902183	G4B1-M6Z	born 1091 vs 1091
3	6000000010521965469	9QXX-JY4	mother	solo	6000000021274381997	LTLP-LGB	position
3	6000000010744846285	GFPJ-VNZ	spouse	solo	6000000010744785348	LZD1-94T	position
