geni_id,qid,wikidata_en,latin_name_count,first_latin_name,first_verdict,first_token_diff,best_latin_name,best_verdict
6000000011811131684,Q1334779,Emanuel Silva-Tarouca,2,Manuel Teles da Silva Meneses e Castro Duque Silva-Tarouca,"overlap, half or more",7,"Emanuel Teles da Silva, Graf von Silva-Tarouca",Geni is a superset
6000000011816577338,Q104790915,Caecilia,1,Caecilia Metella,Geni is a superset,1,Caecilia Metella,Geni is a superset
6000000011818793271,Q286609,Émile Worms,1,Emile Worms,identical bar case/diacritics,0,Emile Worms,identical bar case/diacritics
6000000011827176549,Q1278949,Manius Pomponius Matho,2,Manius Pomponius Matho,identical,0,Manius Pomponius Matho,identical
6000000011828446309,Q311733,Titus Pomponius Atticus,1,Titus Pomponius Atticus,identical,0,Titus Pomponius Atticus,identical
6000000011829567918,Q71412934,Jesper Andreas Kolderup,2,Jesper Andreas Peterssøn Kolderup,Geni is a superset,1,Jesper Andreas Peterssøn Kolderup,Geni is a superset
6000000011835630616,Q2577157,Tautvilas,4,Tautvilas,identical,0,Tautvilas,identical
6000000011836703068,Q2069501,Daumantas of Pskov,5,Dovmont Timothy Duke of Nalsha and Pskov St.,"overlap, half or more",5,Dovmont Timothy Duke of Nalsha and Pskov St.,"overlap, half or more"
6000000011837651596,Q324493,Shvarn,4,"Shvarn ""Lightning"" Jonas Rurikid",Geni is a superset,3,"Shvarn ""Lightning"" Jonas Rurikid",Geni is a superset
6000000011839137036,Q18327491,Johan Casimir Lewenhaupt,3,Johan Casimir Lewenhaupt Count of Raseborg,Geni is a superset,3,Johan Casimir Lewenhaupt Count of Raseborg,Geni is a superset
6000000011842024678,Q94791567,Saul Raphael Landau,2,Saul Rafael Landau,"overlap, half or more",0,Saul Rafael Landau,"overlap, half or more"
6000000011851507259,Q75384609,William de Féchamp,2,Guillaume de Normandie de Fecamp,"overlap, under half",1,"William of Normandy, de Fecamp","overlap, half or more"
6000000011852373485,Q8007174,William Courtenay,2,"William Courtenay MP, de jure 3rd Earl of Devon",Geni is a superset,7,"William Courtenay MP, de jure 3rd Earl of Devon",Geni is a superset
6000000011855024217,Q2464872,Dausprungas,3,Dausprungas of Lithuania,Geni is a superset,2,Dausprungas,identical
6000000011874574643,Q111826073,Rosa Schiff,1,Rosa Warburg,"overlap, half or more",0,Rosa Warburg,"overlap, half or more"
6000000011889823608,Q135528854,Ketill Þorlaksson,2,Ketill Þorláksson,identical bar case/diacritics,0,Ketill Þorláksson,identical bar case/diacritics
6000000011902372767,Q18576644,Louisa de Rothschild,2,Louisa Montefiore Lady de Rothschild,Geni is a superset,2,Louisa de Rothschild,identical
6000000011904021223,Q7526023,"Sir Anthony de Rothschild, 1st Baronet",2,Anthony Nathan de Rothschild 1st Baronet of Tring Park,"overlap, half or more",3,"Sir Anthony de Rothschild, 1st Baronet of Tring Park",Geni is a superset
6000000011905717283,Q86835643,Elizabeth Morzsinay de Marsina,1,Erzsébet Morzsinai - Morzsinay demsusi,"overlap, under half",1,Erzsébet Morzsinai - Morzsinay demsusi,"overlap, under half"
6000000011926990323,Q610458,"Frederick I, Duke of Upper Lorraine",4,"Frederick I (913-978) of Upper Lorraine Count of Bar, Duke of Upper Lorraine",Geni is a superset,3,"Frederick I (913-978) of Upper Lorraine Count of Bar, Duke of Upper Lorraine",Geni is a superset
6000000011927175372,Q688914,Wigeric of Lotharingia,5,Wigerich of Lotharingia,"overlap, half or more",0,Wigerich of Lotharingia,"overlap, half or more"
6000000011942734396,Q112669201,Hanna Magdalena Frisak Ebbesen,1,Hanna Magdalena Frisak Ebbesen,identical,0,Hanna Magdalena Frisak Ebbesen,identical
6000000011943423477,Q6321584,Jørgen Tandberg Ebbesen,2,Jørgen Tandberg Ebbesen,identical,0,Jørgen Tandberg Ebbesen,identical
6000000011943699252,Q108840589,Johanne Antonette Kuhlmann,1,Johanne Anthonette Kuhlmann,"overlap, half or more",0,Johanne Anthonette Kuhlmann,"overlap, half or more"
6000000011943804233,Q108840588,Fredrich Christian Bing,1,Friderich Christian Bing,"overlap, half or more",0,Friderich Christian Bing,"overlap, half or more"
6000000011946489855,Q2836747,Dala-Kollur Veðrar-Grímsson,2,Dala-Kollur Veðrar-Grímsson,identical,0,Dala-Kollur Veðrar-Grímsson,identical
6000000011958407032,Q4464149,Sof'ja Sergeevna Trubeckaja,2,"Sofia Sergeïevna Troubetzkoy Duchesse de Morny, marquesa de Alcañices",nothing in common,5,"Sofia Sergeïevna Troubetzkoy Duchesse de Morny, marquesa de Alcañices",nothing in common
6000000011972333126,Q1232403,Émilien de Nieuwerkerke,2,Émilien de Nieuwerkerke,identical,0,Émilien de Nieuwerkerke,identical
6000000011979336569,Q55086830,Auguste Johanna von Sayn-Wittgenstein-Hohenstein,2,Auguste Johanna von Sayn-Wittgenstein-Hohenstein,identical,0,Auguste Johanna von Sayn-Wittgenstein-Hohenstein,identical
6000000012002444297,Q3810762,Juan Alonso Pimentel de Herrera,1,Juan Alonso Pimentel de Herrera y Quiñones V Duque de Benavente,Geni is a superset,5,Juan Alonso Pimentel de Herrera y Quiñones V Duque de Benavente,Geni is a superset
6000000012009561326,Q54855182,Anne Augusta of Waldeck-Wildungen,1,Anna Augusta von Waldeck-Wildungen,"overlap, half or more",0,Anna Augusta von Waldeck-Wildungen,"overlap, half or more"
6000000012009899274,Q31192943,Gustav Graf zu Sayn-Wittgenstein-Hohenstein,1,Gustav zu Sayn-Wittgenstein-Hohenstein,Wikidata is a superset,-1,Gustav zu Sayn-Wittgenstein-Hohenstein,Wikidata is a superset
6000000012010207011,Q75291864,Harald Sigurdsson,1,Harald Sigurdsson,identical,0,Harald Sigurdsson,identical
6000000012011576430,Q450708,Gaius Asinius Gallus,2,Gaius Asinius Gallus Saloninus Asinius Gallus Saloninus Consul of the Roman Empire,Geni is a superset,6,Gaius Asinius Gallus Saloninus Asinius Gallus Saloninus Consul of the Roman Empire,Geni is a superset
6000000012011702512,Q6485329,Julia,1,Julia,identical,0,Julia,identical
6000000012011805638,Q7244120,Kaya Kuninori,1,Kaya Kuninori,identical,0,Kaya Kuninori,identical
6000000012013421034,Q2016270,"Luis Guillermo de Moncada, 7th Duke of Montalto",2,Luis Guillén de Moncada y de la Cerda,"overlap, under half",-1,"Luis Guillén de Moncada y de la Cerda, VII. duque de Montalto","overlap, half or more"
6000000012015909525,Q11905640,Anna Catherine von Sayn-Wittgenstein,1,Anna Katharina von Sayn-Wittgenstein Gräfin,"overlap, half or more",1,Anna Katharina von Sayn-Wittgenstein Gräfin,"overlap, half or more"
6000000012015925424,Q86695,"Philip VII, Count of Waldeck",1,Philipp VI VII Count Of von Waldeck-Wildungen Graf,"overlap, half or more",3,Philipp VI VII Count Of von Waldeck-Wildungen Graf,"overlap, half or more"
6000000012018918731,Q4830998,Ayauhcihuatl,1,Ayaucíhuatl ( Mahuehxochtzin) of Ecatepec ( Azcapotzalco),nothing in common,4,Ayaucíhuatl ( Mahuehxochtzin) of Ecatepec ( Azcapotzalco),nothing in common
6000000012019038766,Q335525,Acamapichtli,2,Acamapichtli 1st Aztec Emperor,Geni is a superset,3,Acamapichtli 1st Aztec Emperor,Geni is a superset
6000000012032376330,Q115861186,Sarah Standish,1,Sarah Cary,"overlap, half or more",0,Sarah Cary,"overlap, half or more"
6000000012035377162,Q11551398,Egashira Yasutarō,1,Yasutaro Egashira,"overlap, half or more",0,Yasutaro Egashira,"overlap, half or more"
6000000012035508955,Q299179,Emperor Kōmei,1,Osahito Komei-tennō,nothing in common,0,Osahito Komei-tennō,nothing in common
6000000012038017523,Q11551401,Yutaka Egashira,1,Yutaka Egashira,identical,0,Yutaka Egashira,identical
6000000012040024379,Q6275625,Kisaburō Koga,1,Kisaburo Hirao,"overlap, half or more",0,Kisaburo Hirao,"overlap, half or more"
6000000012040209265,Q8048003,Yamaya Tanin,1,Tanin Yamaya,"overlap, half or more",0,Tanin Yamaya,"overlap, half or more"
6000000012042496861,Q134986343,Beatriz de Moura,1,Beatriz de Moura,identical,0,Beatriz de Moura,identical
6000000012042716995,Q110586547,Doña Ana Téllez-Girón,1,Ana Girón,"overlap, half or more",-1,Ana Girón,"overlap, half or more"
6000000012042726859,Q1762520,"Fernando Afán de Ribera, duke of Alcalá de los Gazules",1,Fernando Afan,Wikidata is a superset,-7,Fernando Afan,Wikidata is a superset
6000000012042929644,Q134392683,"María Enríquez de Ribera, Duchess of Montalto",1,María Afan,"overlap, half or more",-5,María Afan,"overlap, half or more"
6000000012050337094,Q134985963,Leonor de Moctezuma,2,Leonor de Moctezuma,identical,0,Leonor de Moctezuma,identical
6000000012056738350,Q6218220,Olof Törnflycht,2,Olof Olofsson Törnflycht,Geni is a superset,1,Olof Olofsson Törnflycht,Geni is a superset
6000000012060506669,Q134985823,Tezozomoctli Acolnahuacatl,1,Tezozomoctli Acolnahuacatl,identical,0,Tezozomoctli Acolnahuacatl,identical
6000000012060878096,Q3457338,Diego de Alvarado Huanitzin,2,Huanitzin 15a Tlatoani de Tenochtitlan,"overlap, half or more",1,Huanitzin 15a Tlatoani de Tenochtitlan,"overlap, half or more"
6000000012061523118,Q7810713,Tlapalizquixochtzin,1,Tlapalizquixochtzin,identical,0,Tlapalizquixochtzin,identical
6000000012062122208,Q134986332,Tlacuilolxochtzin,1,Tlacuilolxochtzin,identical,0,Tlacuilolxochtzin,identical
6000000012062852380,Q35043186,Hancock Lee,2,Hancock Lee,identical,0,Hancock Lee,identical
6000000012091722534,Q233077,Fulvia,2,Fadia Fadia,nothing in common,0,Fadia Fadia,nothing in common
6000000012099498633,Q102416305,Rubellius Drusus,1,Rubellius Drusus,identical,0,Rubellius Drusus,identical
6000000012114525635,Q2856397,Henrik Bjelke,2,"Henrik Jenssøn Bielke til Tersløsegaard, Nysbyholm, Østraat","overlap, half or more",5,"Henrik Jenssøn Bielke til Tersløsegaard, Nysbyholm, Østraat","overlap, half or more"
6000000012114625200,Q110304723,Edel Ulfeldt,1,Edel Christophersdatter Ulfeldt,Geni is a superset,1,Edel Christophersdatter Ulfeldt,Geni is a superset
6000000012116401591,Q103780773,"Kristin Eiriksdottir 'Gyldenhorn', heiress of Elingaard & Kanestraum",1,Kirsten Eriksdatter Gyldenhorn til Elin,nothing in common,-3,Kirsten Eriksdatter Gyldenhorn til Elin,nothing in common
6000000012116814340,Q103780717,"Sofia Henriksdottir Brockenhuus, heiress of Elingaard",2,"Sophie Henriksdatter Brockenhuus til Elin, Strøm og Hovindsholm","overlap, under half",2,"Sophie Henriksdatter Brockenhuus til Elin, Strøm og Hovindsholm","overlap, under half"
6000000012116876542,Q3356793,Jens Bjelke,2,"Jens Ovesen Bjelke til Østraat, Tøndel, Holden",Geni is a superset,5,"Jens Ovesen Bjelke til Østraat, Tøndel, Holden",Geni is a superset
6000000012136439392,Q319107,Alexander Jannaeus,3,Alexander Jannaeus Hasmonean King and High Priest,Geni is a superset,5,Alexander Jannaeus Hasmonean King and High Priest,Geni is a superset
6000000012136844843,Q886634,Henrik Gøye til Skjørringe,1,Henrik Eskildsen Gøye til Turebyholm,"overlap, half or more",1,Henrik Eskildsen Gøye til Turebyholm,"overlap, half or more"
6000000012137915513,Q318645,Erwig,5,Ervigio Rey de los Visigodos de Hispania,nothing in common,5,Ervigio Rey de los Visigodos de Hispania,nothing in common
6000000012137940258,Q26868983,Sophie Maria Margarethe of Solms-Baruth-Wildenfels,1,Sophie Maria Margarethe von Solms-Baruth-Wildenfels Markgräfin zu Brandenburg-Bayreuth,"overlap, half or more",3,Sophie Maria Margarethe von Solms-Baruth-Wildenfels Markgräfin zu Brandenburg-Bayreuth,"overlap, half or more"
6000000012149396705,Q83778094,Nikoline Harbitz,1,Nikoline Annette Nilsdatter Dahl,"overlap, half or more",2,Nikoline Annette Nilsdatter Dahl,"overlap, half or more"
6000000012177384035,Q3936025,Ingeltrude of Madrie,4,Ringardis,nothing in common,-2,Ringardis of Madrie,"overlap, half or more"
6000000012221665802,Q107145463,Lucy Page Armistead,1,Lucinda Page Baylor,"overlap, under half",0,Lucinda Page Baylor,"overlap, under half"
6000000012225603128,Q134986337,Luis de Guzmán y Córdoba IV Marqués de la Algaba,1,Luis de Guzmán y Córdoba IV Marqués de la Algaba,identical,0,Luis de Guzmán y Córdoba IV Marqués de la Algaba,identical
6000000012225970508,Q134986476,Antonia Portocarrero,1,Antonia Portocarrero,identical,0,Antonia Portocarrero,identical
6000000012228920656,Q134986477,Pedro Andrés Ramírez de Guzmán y Portocarrero V Marqués de la Algaba,1,Pedro Andrés Ramírez de Guzmán y Portocarrero V Marqués de la Algaba,identical,0,Pedro Andrés Ramírez de Guzmán y Portocarrero V Marqués de la Algaba,identical
6000000012229648812,Q65554736,Pedro Portocarrero y Guzmán,1,"Pedro ""Patriarca de las Indias"" Portocarrero y Guzmán Arzobispo de Tyro",Geni is a superset,6,"Pedro ""Patriarca de las Indias"" Portocarrero y Guzmán Arzobispo de Tyro",Geni is a superset
6000000012242833513,Q1082891,Christiane of Saxe-Merseburg,1,Christiane Herzogin von Sachsen-Merseburg Herzogin zu Sachsen-Eisenberg,"overlap, under half",3,Christiane Herzogin von Sachsen-Merseburg Herzogin zu Sachsen-Eisenberg,"overlap, under half"
6000000012242952208,Q109808361,Frederik Hans Walter Harbou,1,Frederik Hans Walter Harbou,identical,0,Frederik Hans Walter Harbou,identical
6000000012249002035,Q114406441,Sarah Ewell,1,Sarah Ball,"overlap, half or more",0,Sarah Ball,"overlap, half or more"
6000000012250325142,Q114406429,Jesse Ewell,1,Jesse Ewell,identical,0,Jesse Ewell,identical
6000000012251529415,Q104398383,Thomas Ewell,1,Thomas Ewell,identical,0,Thomas Ewell,identical
6000000012251886278,Q431200,Richard S. Ewell,1,Richard Stoddert Ewell,"overlap, half or more",0,Richard Stoddert Ewell,"overlap, half or more"
6000000012252142332,Q4889259,Benjamin Stoddert Ewell,1,Benjamin Stoddert Ewell,identical,0,Benjamin Stoddert Ewell,identical
6000000012261956048,Q713011,Henri Bernstein,2,Henri Léon Gustave Charles Bernstein,Geni is a superset,3,Henri Bernstein,identical
6000000012293402157,Q4985231,Laurids Lindenov,1,Laurids Henriksen Lindenov,Geni is a superset,1,Laurids Henriksen Lindenov,Geni is a superset
6000000012297001581,Q126710818,Armistead Long,1,Armistead Long,identical,0,Armistead Long,identical
6000000012297033576,Q126710833,Elizabeth Burgess Long,1,Elizabeth Burgess Ball,"overlap, half or more",0,Elizabeth Burgess Ball,"overlap, half or more"
6000000012301103568,Q110377778,"Kristina Magnusdotter av Sundboholm, heiress of Sundboholm manor",1,Kristina Magnusdotter Hammersta,"overlap, half or more",-4,Kristina Magnusdotter Hammersta,"overlap, half or more"
6000000012301816513,Q12282692,Cassia Longina,1,Cassia Longina,identical,0,Cassia Longina,identical
6000000012303301082,Q3127394,"Hartnid, Count of Ponthieu",1,Hartnid,Wikidata is a superset,-3,Hartnid,Wikidata is a superset
6000000012359979222,Q979358,"Roger de Montgomerie, 1st Earl of Shrewsbury",3,"Roger II ""The Great"" de Montgomery 1st Earl of Shrewsbury, and Arundel, seigneur of Montgomery","overlap, half or more",6,"Roger II ""The Great"" de Montgomery 1st Earl of Shrewsbury, and Arundel, seigneur of Montgomery","overlap, half or more"
6000000012381493035,Q104208243,Salomon Adler,1,Salomon Adler,identical,0,Salomon Adler,identical
6000000012390135272,Q479379,"Frederick William, Prince of Hohenzollern-Hechingen",1,Friedrich Wilhelm I von Hohenzollern-Hechingen 4'er Fürst zu Hohenzollern-Hechingen,"overlap, under half",3,Friedrich Wilhelm I von Hohenzollern-Hechingen 4'er Fürst zu Hohenzollern-Hechingen,"overlap, under half"
6000000012390505839,Q8006077,"William Brydges, 4th Baron Chandos",1,William Brydges 4th Baron Chandos,identical bar case/diacritics,0,William Brydges 4th Baron Chandos,identical bar case/diacritics
6000000012399126734,Q6215503,Johan von Mangelsen,1,Johan Von von Mengelsen,"overlap, half or more",0,Johan Von von Mengelsen,"overlap, half or more"
6000000012400479084,Q129566127,Manco Sapaca,1,Manco Sapaca,identical,0,Manco Sapaca,identical
6000000012403063724,Q110304724,Maren Ovesdatter Urup til Ugerup,1,Maren Ovesdatter Urup til Ugerup og Ovesholm,Geni is a superset,2,Maren Ovesdatter Urup til Ugerup og Ovesholm,Geni is a superset
6000000012403128885,Q4954982,Beate Huitfeldt,1,Beate Christophersdatter Huitfeldt,Geni is a superset,1,Beate Christophersdatter Huitfeldt,Geni is a superset
6000000012408649979,Q21262911,Ana María Enríquez de Ribera y Portocarrero,1,Ana María Luisa Enríquez de Ribera y Portocarrero V duquesa de Alcalá de los Gazules,Geni is a superset,6,Ana María Luisa Enríquez de Ribera y Portocarrero V duquesa de Alcalá de los Gazules,Geni is a superset
6000000012408650408,Q3263852,Louise of Brézé,2,Louise de Brézé Lady of Anet,Geni is a superset,3,Louise de Brézé Lady of Anet,Geni is a superset
6000000012408690697,Q2055059,Florent de Ligne,2,Florent de Ligne,identical,0,Florent de Ligne,identical
6000000012408952416,Q4777075,"Antonio de la Cerda, 7th Duke of Medinaceli",1,"Antonio Juan de la Cerda y Toledo VII Duque de Medinacelli, Virrey de Valencia","overlap, half or more",4,"Antonio Juan de la Cerda y Toledo VII Duque de Medinacelli, Virrey de Valencia","overlap, half or more"
6000000012419353640,Q2464815,Willem I van Beieren-Schagen,2,Willem van Beieren van Beieren-Schagen,"overlap, half or more",0,Willem van Beieren van Beieren-Schagen,"overlap, half or more"
6000000012420303760,Q60439622,Eleonora Batthyány,2,Marie Eleonore Batthyány de Németújvár Gräfin,"overlap, half or more",4,Marie Eleonore Batthyány de Németújvár Gräfin,"overlap, half or more"
6000000012421497276,Q134882391,Anna Moore,1,Anna Loomis,"overlap, half or more",0,Anna Loomis,"overlap, half or more"
6000000012427945634,Q102070208,"Ferenc, Graf Batthyány de Német-Ujvár",3,Ferenc Batthyány de Németújvár,"overlap, half or more",-1,Ferenc Batthyány,Wikidata is a superset
6000000012439465257,Q26714723,Kailikin,5,Koylikin or Goyligin c.o.a. Swan,nothing in common,6,Koylikin or Goyligin c.o.a. Swan,nothing in common
6000000012444002489,Q125968549,Zirel Cohn,1,Zirel Nathan,"overlap, half or more",0,Zirel Nathan,"overlap, half or more"
6000000012444017655,Q125968501,Zadok Isaac Jonathan Cohn,1,Zadok Isaac Jonathan Cohn,identical,0,Zadok Isaac Jonathan Cohn,identical
6000000012444017694,Q124838464,Juda Löb Levin Nathan,1,Juda Loeb (Levin) Nathan,"overlap, half or more",0,Juda Loeb (Levin) Nathan,"overlap, half or more"
6000000012444025785,Q125142428,Shmarjahu Simon Berendt,1,Shmarjahu Simon Berendt,identical,0,Shmarjahu Simon Berendt,identical
6000000012444078335,Q125148959,Hendel Löb,1,Hendel Berend,"overlap, half or more",0,Hendel Berend,"overlap, half or more"
6000000012444085280,Q55911965,he-Ḥasid Jehiel Michael ben Judah Leib,1,Michael Chassid,"overlap, half or more",-4,Michael Chassid,"overlap, half or more"
6000000012444123472,Q125149142,Hinde Chassid,1,Hinde Benjamin Wolf,"overlap, half or more",1,Hinde Benjamin Wolf,"overlap, half or more"
6000000012444165273,Q124859412,Lea Nathan,1,Lea Michel,"overlap, half or more",0,Lea Michel,"overlap, half or more"
6000000012461503835,Q124044139,Agathe,1,Agathe de Genève,Geni is a superset,2,Agathe de Genève,Geni is a superset
6000000012462609908,Q18646112,Bárid,1,Barid mac Ímair King of Dublin,Geni is a superset,5,Barid mac Ímair King of Dublin,Geni is a superset
6000000012468581950,Q354934,Adelaide of Tours,2,Adélaïs Aélis de Tours,"overlap, under half",1,Adélaïs Aélis de Tours,"overlap, under half"
6000000012469454652,Q1811683,Clementia of Aquitaine,2,Clémence from Poitou to Bouzonville,nothing in common,2,Clémence from Poitou to Bouzonville,nothing in common
6000000012481742068,Q104717485,Fryderyk Sapieha,1,Fryderyk Sapieha-Koden,"overlap, half or more",0,Fryderyk Sapieha-Koden,"overlap, half or more"
6000000012481885973,Q104722172,Michał Sapieha,3,Michal Sapieha-Koden,nothing in common,0,Michał Sapieha h. Lis,Geni is a superset
6000000012489268023,Q28718180,Sigurd Havtoresson,2,Sigurd Haftorsson Havtoresson,Geni is a superset,1,Sigurd Haftorsson Havtoresson,Geni is a superset
6000000012489503487,Q101247946,Ingebjørg Erlingsdatter,1,Ingeborg Erlingsdotter Bjarkøy,nothing in common,1,Ingeborg Erlingsdotter Bjarkøy,nothing in common
6000000012493577097,Q107183068,"Lt. John Sprague, of Duxbury & Lebanon",2,John Sprague Jr.,"overlap, half or more",-4,"Lt. John Sprague, of Duxbury & Lebanon",identical
6000000012502759517,Q16203434,Quintus Marcius Barea Sura,2,Quintus Marcius Barea Sura,identical,0,Quintus Marcius Barea Sura,identical
6000000012504678272,Q12340195,Ulrik Christian Kaas,1,Ulrik Christian Kaas af Mur,Geni is a superset,2,Ulrik Christian Kaas af Mur,Geni is a superset
6000000012514136568,Q134986371,María Altamirano,1,María Altamirano,identical,0,María Altamirano,identical
6000000012524461281,Q5218275,Daniel Norton,2,Daniel Norton MP,Geni is a superset,1,Daniel Norton MP,Geni is a superset
6000000012526397120,Q5562885,Johan Axehielm,1,Johan Hindersson Axehielm,Geni is a superset,1,Johan Hindersson Axehielm,Geni is a superset
6000000012526829690,Q16165426,Catharina Burea,1,Catharina Burea,identical,0,Catharina Burea,identical
6000000012569845028,Q629767,Toshimichi Takatsukasa,1,Toshimichi Takatsukasa,identical,0,Toshimichi Takatsukasa,identical
6000000012569873925,Q106968428,Maximus,2,Maximus .,identical bar case/diacritics,0,Maximus,identical
6000000012569901407,Q1030373,Kazuko Takatsukasa,1,Kazuko Takatsukasa (Takanomiya),Geni is a superset,1,Kazuko Takatsukasa (Takanomiya),Geni is a superset
6000000012569926375,Q3324086,Morihiro Higashikuni,1,Morihiro Higashikuni,identical,0,Morihiro Higashikuni,identical
6000000012570700607,Q11551817,Nobumasa Ikeda,1,Nobumasa Ikeda,identical,0,Nobumasa Ikeda,identical
6000000012570768600,Q11606006,Moritatsu Hosokawa,1,Moritatsu Hosokawa,identical,0,Moritatsu Hosokawa,identical
6000000012570796504,Q1030368,"Nobuhito, Prince Takamatsu",1,Nobuhito Takamatsunomiya,"overlap, half or more",-1,Nobuhito Takamatsunomiya,"overlap, half or more"
6000000012570820989,Q4121055,Tsuneo Matsudaira,2,Tsuneo Matsudaira,identical,0,Tsuneo Matsudaira,identical
6000000012570835514,Q467655,"Kikuko, Princess Takamatsu",2,Kikuko Tokugawa Princess,"overlap, half or more",0,Kikuko Tokugawa Princess,"overlap, half or more"
6000000012570859903,Q11670097,Masanari Takagi,2,Masanari Takagi,identical,0,Masanari Takagi,identical
6000000012570892621,Q11530329,Nobuko Nabeshima,1,Nobuko Matsudaira (Nabeshima),Geni is a superset,1,Nobuko Matsudaira (Nabeshima),Geni is a superset
6000000012570987379,Q7005143,Yoshihisa Tokugawa,1,Yoshihisa Tokugawa,identical,0,Yoshihisa Tokugawa,identical
6000000012571036273,Q11670089,Takagi Masayoshi,1,Masayoshi Takagi,"overlap, half or more",0,Masayoshi Takagi,"overlap, half or more"
6000000012571143240,Q752852,Takakichi Asō,1,Takakichi Asō,identical,0,Takakichi Asō,identical
6000000012574720426,Q656135,Shimazu Hisamitsu,1,Hisamitsu Shimazu,"overlap, half or more",0,Hisamitsu Shimazu,"overlap, half or more"
6000000012580936405,Q126871766,Lucy Willis,1,Lucy Douglas,"overlap, half or more",0,Lucy Douglas,"overlap, half or more"
6000000012582260156,Q2562821,David of Grodno,4,David Grodnenskiy Daumantaitis of Grodno,Geni is a superset,2,David Grodnenskiy Daumantaitis of Grodno,Geni is a superset
6000000012589217100,Q11905407,Amelie of Nassau-Siegen,1,Amalia Magdalena Nassau Pfalzgräfin und Herzogin zu Pfalz-Sulzbach,nothing in common,5,Amalia Magdalena Nassau Pfalzgräfin und Herzogin zu Pfalz-Sulzbach,nothing in common
6000000012591478303,Q132778725,Suzanne d'Escars,1,Suzanne d'Escars,identical,0,Suzanne d'Escars,identical
6000000012592351467,Q7827709,Toshiko Higashikuni,1,Toshiko Higashikuni (Yasunomiya),Geni is a superset,1,Toshiko Higashikuni (Yasunomiya),Geni is a superset
6000000012592351491,Q7244767,Princess Nobuko Asaka,1,Nobuko (Fuminomiya),"overlap, half or more",-1,Nobuko (Fuminomiya),"overlap, half or more"
6000000012592516583,Q52237555,Michał Zasławski,5,Mikhail Javnutovich Gediminids I,nothing in common,2,Michał Jawnutowicz,"overlap, half or more"
6000000012593379481,Q11650682,Naoyasu Nabeshima,1,Naoyasu Nabeshima,identical,0,Naoyasu Nabeshima,identical
6000000012593409379,Q11604942,Kikuko Nabeshima,1,Kikuko Nabeshima,identical,0,Kikuko Nabeshima,identical
6000000012593410349,Q6636943,Tokugawa Yoshichika,1,Yoshichika Tokugawa,"overlap, half or more",0,Yoshichika Tokugawa,"overlap, half or more"
6000000012593557727,Q315717,Naruhiko Higashikuni,1,Naruhiko Higashikuni (Higashikuninomiya),Geni is a superset,1,Naruhiko Higashikuni (Higashikuninomiya),Geni is a superset
6000000012594239785,Q11123561,Ōgimachi Naoko,1,Naoko Oogimachi,"overlap, half or more",0,Naoko Oogimachi,"overlap, half or more"
6000000012596831896,Q5360455,Konoe Hisako,1,Hisako Konoe,"overlap, half or more",0,Hisako Konoe,"overlap, half or more"
6000000012597044700,Q10943125,Empress Dowager Kaimei,1,Sadako Anegakoji,nothing in common,-1,Sadako Anegakoji,nothing in common
6000000012597119721,Q7138920,Ichijō Tomiko,1,Tomiko Ichijo,"overlap, half or more",0,Tomiko Ichijo,"overlap, half or more"
6000000012597184314,Q7137131,Konoe Koreko,1,Koreko Konoe,"overlap, half or more",0,Koreko Konoe,"overlap, half or more"
6000000012597187618,Q378987,Yoshiko-naishinnō,1,Yoshiko,nothing in common,0,Yoshiko,nothing in common
6000000012597216267,Q924830,Takatsukasa Fusasuke,1,Fusasuke Takatsukasa,"overlap, half or more",0,Fusasuke Takatsukasa,"overlap, half or more"
6000000012598122895,Q3919008,Giedrius,7,Giedrius Romantaitis of Giedraičiai,Geni is a superset,3,Giedrius Romantaitis of Giedraičiai,Geni is a superset
6000000012601239669,Q83489237,John Augustine Washington,2,John Augustine Washington Ill,Geni is a superset,1,John Augustine Washington Ill,Geni is a superset
6000000012601378833,Q2659844,Vainius,3,"Vainius, Prince of Polotsk Polocko Kunigaikštis",Geni is a superset,5,Vainius,identical
6000000012609093819,Q1027517,Charles E. Phelps,1,Charles Edward Phelps (USA),"overlap, half or more",1,Charles Edward Phelps (USA),"overlap, half or more"
6000000012609755337,Q3182670,John W. Phelps,1,John Wolcott Phelps USA,"overlap, half or more",1,John Wolcott Phelps USA,"overlap, half or more"
6000000012609955026,Q911334,Tokugawa Masako,1,Masako Tokugawa,"overlap, half or more",0,Masako Tokugawa,"overlap, half or more"
6000000012619118875,Q108324646,Margarethe Oppenheimer,2,Margarethe Knapp,"overlap, half or more",0,Margarethe Knapp,"overlap, half or more"
6000000012619570290,Q108324069,Franz Oppenheimer,1,Franz Oppenheimer,identical,0,Franz Oppenheimer,identical
6000000012619900888,Q1194944,Tokugawa Mitsukuni,1,Mitsukuni Tokugawa,"overlap, half or more",0,Mitsukuni Tokugawa,"overlap, half or more"
6000000012619954458,Q923621,Konoe Nobuhiro,1,Nobuhiro Konoe,"overlap, half or more",0,Nobuhiro Konoe,"overlap, half or more"
6000000012619983302,Q3072642,Konoe Hisatsugu,1,Hisatsugu Konoe,"overlap, half or more",0,Hisatsugu Konoe,"overlap, half or more"
6000000012620311372,Q11374482,Kyōgoku Takatomo,1,Takatomo Kyogoku,"overlap, half or more",0,Takatomo Kyogoku,"overlap, half or more"
