file	subject	cards	with_relation
6000000006444270409.html	6000000006444270409	12	12
6000000006444357812.html	6000000006444357812	12	12
6000000006444364312.html	6000000006444364312	12	12
6000000006565863003.html	6000000006565863003	12	12
6000000006565930017.html	6000000006565930017	12	12
6000000006575266506.html	6000000006575266506	6	6
6000000006589193197.html	6000000006589193197	12	12
6000000006589193210.html	6000000006589193210	12	12
6000000006589193224.html	6000000006589193224	12	12
6000000006589193735.html	6000000006589193735	12	12
6000000006589193752.html	6000000006589193752	12	12
6000000006589261586.html	6000000006589261586	12	12
6000000006589261605.html	6000000006589261605	12	12
6000000006589261737.html	6000000006589261737	12	12
6000000006602653847.html	6000000006602653847	12	12
6000000006727823308.html	6000000006727823308	12	12
6000000006744570542.html	6000000006744570542	12	12
6000000006769001160.html	6000000006769001160	12	12
6000000006769847598.html	6000000006769847598	12	12
6000000006776171892.html	6000000006776171892	12	12
6000000006776187362.html	6000000006776187362	11	11
6000000006776187394.html	6000000006776187394	8	8
6000000006776187410.html	6000000006776187410	11	11
6000000006792569099.html	6000000006792569099	12	12
6000000006802626827.html	6000000006802626827	12	12
6000000006802748484.html	6000000006802748484	12	12
6000000006804155423.html	6000000006804155423	12	12
6000000006807994202.html	6000000006807994202	6	6
6000000006828562507.html	6000000006828562507	12	12
6000000006828783137.html	6000000006828783137	12	12
6000000006845609473.html	6000000006845609473	12	12
6000000006892741240.html	6000000006892741240	11	11
6000000006909919760.html	6000000006909919760	5	5
6000000006909980800.html	6000000006909980800	5	5
6000000006910119673.html	6000000006910119673	6	6
6000000006910218376.html	6000000006910218376	5	5
6000000006910371360.html	6000000006910371360	4	4
6000000006910524128.html	6000000006910524128	7	7
6000000006927613398.html	6000000006927613398	12	12
6000000006932496197.html	6000000006932496197	12	12
6000000006963936279.html	6000000006963936279	12	12
6000000006964093867.html	6000000006964093867	12	12
6000000006991041605.html	6000000006991041605	12	12
6000000007006053264.html	6000000007006053264	12	12
6000000007020763500.html	6000000007020763500	12	12
6000000007035211375.html	6000000007035211375	11	11
6000000007040744781.html	6000000007040744781	9	9
6000000007051275051.html	6000000007051275051	7	7
6000000007051737771.html	6000000007051737771	12	12
6000000007058475918.html	6000000007058475918	12	12
6000000007058802262.html	6000000007058802262	12	12
6000000007059008284.html	6000000007059008284	12	12
6000000007059036372.html	6000000007059036372	12	12
6000000007060635081.html	6000000007060635081	12	12
6000000007062931743.html	6000000007062931743	11	11
6000000007062987558.html	6000000007062987558	10	10
6000000007090217253.html	6000000007090217253	7	7
6000000007096021931.html	6000000007096021931	12	12
6000000007114444629.html	6000000007114444629	10	10
6000000007149829030.html	6000000007149829030	9	9
6000000007150056822.html	6000000007150056822	8	8
6000000007159201467.html	6000000007159201467	12	12
6000000007168006559.html	6000000007168006559	12	12
6000000007168150360.html	6000000007168150360	9	9
6000000007182167503.html	6000000007182167503	7	7
6000000007182299647.html	6000000007182299647	8	8
6000000007182710798.html	6000000007182710798	12	12
6000000007182829201.html	6000000007182829201	12	12
6000000007188279318.html	6000000007188279318	0	0
6000000007210899736.html	6000000007210899736	13	13
6000000007211481443.html	6000000007211481443	12	12
6000000007218725750.html	6000000007218725750	12	12
6000000007225974316.html	6000000007225974316	8	8
6000000007243462851.html	6000000007243462851	12	12
6000000007243504597.html	6000000007243504597	12	12
6000000007243779310.html	6000000007243779310	11	11
6000000007259558393.html	6000000007259558393	9	9
6000000007272507672.html	6000000007272507672	12	12
6000000007279272308.html	6000000007279272308	10	10
6000000007295507866.html	6000000007295507866	12	12
6000000007304150583.html	6000000007304150583	12	12
6000000007335375262.html	6000000007335375262	0	0
6000000007335744612.html	6000000007335744612	12	12
6000000007335974610.html	6000000007335974610	12	12
6000000007339101221.html	6000000007339101221	6	6
6000000007367810201.html	6000000007367810201	12	12
6000000007392290792.html	6000000007392290792	12	12
6000000007393382928.html	6000000007393382928	12	12
6000000007404085354.html	6000000007404085354	12	12
6000000007404267211.html	6000000007404267211	11	11
6000000007425369965.html	6000000007425369965	8	8
6000000007507069278.html	6000000007507069278	12	12
6000000007507095358.html	6000000007507095358	12	12
6000000007511564057.html	6000000007511564057	11	11
6000000007511564070.html	6000000007511564070	9	9
6000000007511832794.html	6000000007511832794	12	12
6000000007538343204.html	6000000007538343204	12	12
6000000007549179716.html	6000000007549179716	13	13
6000000007549309545.html	6000000007549309545	9	9
6000000007559278400.html	6000000007559278400	12	12
6000000007581296353.html	6000000007581296353	12	12
6000000007581383931.html	6000000007581383931	12	12
6000000007587529657.html	6000000007587529657	0	0
6000000007587625693.html	6000000007587625693	12	12
6000000007587694720.html	6000000007587694720	12	12
6000000007587872256.html	6000000007587872256	0	0
6000000007588187341.html	6000000007588187341	4	4
6000000007588187344.html	6000000007588187344	7	7
6000000007588356972.html	6000000007588356972	12	12
6000000007589095312.html	6000000007589095312	12	12
6000000007589095414.html	6000000007589095414	12	12
6000000007604938431.html	6000000007604938431	12	12
6000000007604938444.html	6000000007604938444	12	12
6000000007614477274.html	6000000007614477274	12	12
6000000007618351978.html	6000000007618351978	12	12
6000000007630944209.html	6000000007630944209	8	8
6000000007632160030.html	6000000007632160030	9	9
6000000007635630874.html	6000000007635630874	12	12
6000000007635630965.html	6000000007635630965	12	12
6000000007635631030.html	6000000007635631030	12	12
6000000007661859262.html	6000000007661859262	12	12
6000000007676113728.html	6000000007676113728	11	11
6000000007676466396.html	6000000007676466396	11	11
6000000007770332213.html	6000000007770332213	6	6
6000000007773104021.html	6000000007773104021	10	10
6000000007782302849.html	6000000007782302849	12	12
6000000007826003451.html	6000000007826003451	8	8
6000000007826127365.html	6000000007826127365	12	12
6000000007958767639.html	6000000007958767639	12	12
6000000007959631642.html	6000000007959631642	12	12
6000000007959864423.html	6000000007959864423	11	11
6000000007980369200.html	6000000007980369200	11	11
6000000007980520044.html	6000000007980520044	10	10
6000000007980693054.html	6000000007980693054	12	12
6000000008008010549.html	6000000008008010549	12	12
6000000008019682504.html	6000000008019682504	12	12
6000000008034160064.html	6000000008034160064	12	12
6000000008034415513.html	6000000008034415513	12	12
6000000008063252550.html	6000000008063252550	12	12
6000000008100776194.html	6000000008100776194	12	12
6000000008101228513.html	6000000008101228513	12	12
6000000008106241912.html	6000000008106241912	12	12
6000000008115020929.html	6000000008115020929	12	12
6000000008115048412.html	6000000008115048412	12	12
6000000008205346192.html	6000000008205346192	9	9
6000000008205535747.html	6000000008205535747	11	11
6000000008286490755.html	6000000008286490755	12	12
6000000008286846382.html	6000000008286846382	13	13
6000000008352466911.html	6000000008352466911	10	10
6000000008366453417.html	6000000008366453417	12	12
6000000008379218961.html	6000000008379218961	12	12
6000000008406419757.html	6000000008406419757	12	12
6000000008406511750.html	6000000008406511750	12	12
6000000008469756742.html	6000000008469756742	12	12
6000000008477543238.html	6000000008477543238	13	13
6000000008507821635.html	6000000008507821635	12	12
6000000008516116524.html	6000000008516116524	12	12
6000000008630356444.html	6000000008630356444	12	12
6000000008630356466.html	6000000008630356466	13	13
6000000008630587231.html	6000000008630587231	12	12
6000000008687044864.html	6000000008687044864	8	8
6000000008687180600.html	6000000008687180600	12	12
6000000008715164518.html	6000000008715164518	9	9
6000000008764977184.html	6000000008764977184	7	7
6000000008765237558.html	6000000008765237558	10	10
6000000008765536305.html	6000000008765536305	12	12
6000000008787687730.html	6000000008787687730	12	12
6000000008787855478.html	6000000008787855478	12	12
6000000008798323789.html	6000000008798323789	8	8
6000000008798575043.html	6000000008798575043	9	9
6000000008798585431.html	6000000008798585431	12	12
6000000008931923941.html	6000000008931923941	12	12
6000000008933309505.html	6000000008933309505	12	12
6000000008961666136.html	6000000008961666136	12	12
6000000008975808174.html	6000000008975808174	12	12
6000000009006496259.html	6000000009006496259	7	7
6000000009099803774.html	6000000009099803774	12	12
6000000009100005728.html	6000000009100005728	12	12
6000000009110468637.html	6000000009110468637	6	6
6000000009134934503.html	6000000009134934503	12	12
6000000009134991508.html	6000000009134991508	12	12
6000000009170017937.html	6000000009170017937	9	9
6000000009189190206.html	6000000009189190206	12	12
6000000009196500176.html	6000000009196500176	12	12
6000000009196991377.html	6000000009196991377	8	8
6000000009214903611.html	6000000009214903611	12	12
6000000009217651803.html	6000000009217651803	7	7
6000000009288970429.html	6000000009288970429	12	12
6000000009412979361.html	6000000009412979361	11	11
6000000009465627532.html	6000000009465627532	12	12
6000000009499609049.html	6000000009499609049	12	12
6000000009500754533.html	6000000009500754533	12	12
6000000009511458815.html	6000000009511458815	12	12
6000000009512037044.html	6000000009512037044	12	12
6000000009512050024.html	6000000009512050024	5	5
6000000009512394794.html	6000000009512394794	8	8
6000000009512397570.html	6000000009512397570	12	12
6000000009512632295.html	6000000009512632295	10	10
6000000009544774015.html	6000000009544774015	4	4
6000000009551480095.html	6000000009551480095	12	12
6000000009657862393.html	6000000009657862393	10	10
6000000009706835506.html	6000000009706835506	12	12
6000000009875160931.html	6000000009875160931	6	6
6000000009875224601.html	6000000009875224601	11	11
6000000009875303979.html	6000000009875303979	10	10
6000000009875660232.html	6000000009875660232	0	0
6000000009879586250.html	6000000009879586250	9	9
6000000009916465367.html	6000000009916465367	12	12
6000000009916611254.html	6000000009916611254	8	8
6000000010076488689.html	6000000010076488689	12	12
6000000010160609967.html	6000000010160609967	12	12
6000000010222435520.html	6000000010222435520	8	8
6000000010226740465.html	6000000010226740465	12	12
6000000010229568198.html	6000000010229568198	12	12
6000000010229747719.html	6000000010229747719	10	10
6000000010239991822.html	6000000010239991822	11	11
6000000010240000883.html	6000000010240000883	10	10
6000000010240260367.html	6000000010240260367	9	9
6000000010259352985.html	6000000010259352985	7	7
6000000010288168143.html	6000000010288168143	4	4
6000000010288326033.html	6000000010288326033	9	9
6000000010288779197.html	6000000010288779197	4	4
6000000010288870971.html	6000000010288870971	4	4
6000000010288911760.html	6000000010288911760	4	4
6000000010288921953.html	6000000010288921953	4	4
6000000010289043219.html	6000000010289043219	4	4
6000000010289067232.html	6000000010289067232	4	4
6000000010289095311.html	6000000010289095311	7	7
6000000010331432922.html	6000000010331432922	12	12
6000000010331792637.html	6000000010331792637	2	2
6000000010341338258.html	6000000010341338258	12	12
6000000010351510999.html	6000000010351510999	12	12
6000000010407268537.html	6000000010407268537	12	12
6000000010449304150.html	6000000010449304150	6	6
6000000010449454103.html	6000000010449454103	3	3
6000000010449616852.html	6000000010449616852	6	6
6000000010449889350.html	6000000010449889350	7	7
6000000010463529059.html	6000000010463529059	12	12
6000000010513431062.html	6000000010513431062	12	12
6000000010534596447.html	6000000010534596447	9	9
6000000010546157120.html	6000000010546157120	12	12
6000000010546205936.html	6000000010546205936	12	12
6000000010598672967.html	6000000010598672967	10	10
6000000010642992694.html	6000000010642992694	2	2
6000000010644712727.html	6000000010644712727	3	3
6000000010659609679.html	6000000010659609679	12	12
6000000010659664086.html	6000000010659664086	12	12
6000000010671353360.html	6000000010671353360	9	9
6000000010680123679.html	6000000010680123679	12	12
6000000010680345246.html	6000000010680345246	12	12
6000000010807476638.html	6000000010807476638	12	12
6000000010888314829.html	6000000010888314829	7	7
6000000010888345851.html	6000000010888345851	4	4
6000000010888345895.html	6000000010888345895	7	7
6000000011036078569.html	6000000011036078569	11	11
6000000011040229514.html	6000000011040229514	12	12
6000000011043803107.html	6000000011043803107	12	12
6000000011048419126.html	6000000011048419126	12	12
6000000011078549071.html	6000000011078549071	12	12
6000000011078726908.html	6000000011078726908	12	12
6000000011078807545.html	6000000011078807545	12	12
6000000011078829655.html	6000000011078829655	10	10
6000000011078886609.html	6000000011078886609	12	12
6000000011078918407.html	6000000011078918407	12	12
6000000011079271617.html	6000000011079271617	7	7
6000000011079343735.html	6000000011079343735	5	5
6000000011169272123.html	6000000011169272123	11	11
6000000011169570980.html	6000000011169570980	11	11
6000000011183696687.html	6000000011183696687	12	12
6000000011239201122.html	6000000011239201122	12	12
6000000011239402589.html	6000000011239402589	12	12
6000000011239545575.html	6000000011239545575	12	12
6000000011244838043.html	6000000011244838043	11	11
6000000011245746417.html	6000000011245746417	8	8
6000000011252874344.html	6000000011252874344	12	12
6000000011274338852.html	6000000011274338852	8	8
6000000011276917624.html	6000000011276917624	10	10
6000000011315288524.html	6000000011315288524	7	7
6000000011330161333.html	6000000011330161333	12	12
6000000011380063304.html	6000000011380063304	12	12
6000000011392245825.html	6000000011392245825	12	12
6000000011399221611.html	6000000011399221611	12	12
6000000011428579002.html	6000000011428579002	11	11
6000000011429638227.html	6000000011429638227	13	13
6000000011433727968.html	6000000011433727968	6	6
6000000011460254487.html	6000000011460254487	11	11
6000000011489252646.html	6000000011489252646	12	12
6000000011536465369.html	6000000011536465369	10	10
6000000011540389372.html	6000000011540389372	12	12
6000000011546841461.html	6000000011546841461	12	12
6000000011568319792.html	6000000011568319792	12	12
6000000011568373884.html	6000000011568373884	12	12
6000000011570928590.html	6000000011570928590	12	12
6000000011570983149.html	6000000011570983149	12	12
6000000011601412945.html	6000000011601412945	12	12
6000000011613442175.html	6000000011613442175	9	9
6000000011623099406.html	6000000011623099406	12	12
6000000011647607597.html	6000000011647607597	12	12
6000000011648048242.html	6000000011648048242	12	12
6000000011769042441.html	6000000011769042441	12	12
6000000011774471387.html	6000000011774471387	11	11
6000000011807777264.html	6000000011807777264	8	8
6000000011811245484.html	6000000011811245484	9	9
6000000011821706820.html	6000000011821706820	12	12
6000000011843556332.html	6000000011843556332	12	12
6000000011870629601.html	6000000011870629601	12	12
6000000011970410034.html	6000000011970410034	7	7
6000000012013655297.html	6000000012013655297	10	10
6000000012108249741.html	6000000012108249741	12	12
6000000012139250763.html	6000000012139250763	12	12
6000000012139788237.html	6000000012139788237	7	7
6000000012198494299.html	6000000012198494299	12	12
6000000012242523692.html	6000000012242523692	5	5
6000000012243172431.html	6000000012243172431	11	11
6000000012245669731.html	6000000012245669731	8	8
6000000012293585755.html	6000000012293585755	12	12
6000000012293596475.html	6000000012293596475	11	11
6000000012294304415.html	6000000012294304415	12	12
6000000012307860943.html	6000000012307860943	12	12
6000000012308553479.html	6000000012308553479	12	12
6000000012336650452.html	6000000012336650452	12	12
6000000012337711888.html	6000000012337711888	12	12
6000000012455272755.html	6000000012455272755	11	11
6000000012493923485.html	6000000012493923485	0	0
6000000012503281124.html	6000000012503281124	12	12
6000000012504273407.html	6000000012504273407	12	12
6000000012566391180.html	6000000012566391180	12	12
6000000012587690898.html	6000000012587690898	12	12
6000000012591881202.html	6000000012591881202	9	9
6000000012617461291.html	6000000012617461291	12	12
6000000012640023947.html	6000000012640023947	12	12
6000000012640245221.html	6000000012640245221	12	12
6000000012641619750.html	6000000012641619750	12	12
6000000012724604098.html	6000000012724604098	12	12
6000000012754388121.html	6000000012754388121	12	12
6000000012878346373.html	6000000012878346373	12	12
6000000012904227535.html	6000000012904227535	12	12
6000000012952101595.html	6000000012952101595	12	12
6000000012987643357.html	6000000012987643357	12	12
6000000013019602706.html	6000000013019602706	9	9
6000000013021605891.html	6000000013021605891	12	12
6000000013071838546.html	6000000013071838546	12	12
6000000013122624376.html	6000000013122624376	12	12
6000000013166100337.html	6000000013166100337	10	10
6000000013184965702.html	6000000013184965702	12	12
6000000013195069123.html	6000000013195069123	12	12
6000000013205833004.html	6000000013205833004	12	12
6000000013214852442.html	6000000013214852442	9	9
6000000013214878518.html	6000000013214878518	11	11
6000000013281880387.html	6000000013281880387	12	12
6000000013291844252.html	6000000013291844252	5	5
6000000013487830550.html	6000000013487830550	12	12
6000000013538823820.html	6000000013538823820	8	8
6000000013618082642.html	6000000013618082642	7	7
6000000013694127827.html	6000000013694127827	9	9
6000000013694337126.html	6000000013694337126	12	12
6000000013938289487.html	6000000013938289487	11	11
6000000013986579880.html	6000000013986579880	12	12
6000000014024359812.html	6000000014024359812	12	12
6000000014044436728.html	6000000014044436728	12	12
6000000014044440566.html	6000000014044440566	9	9
6000000014044468426.html	6000000014044468426	12	12
6000000014164331457.html	6000000014164331457	12	12
6000000014224378935.html	6000000014224378935	9	9
6000000014253280113.html	6000000014253280113	12	12
6000000014265035290.html	6000000014265035290	10	10
6000000014287203465.html	6000000014287203465	12	12
6000000014287321085.html	6000000014287321085	7	7
6000000014300507795.html	6000000014300507795	11	11
6000000014300629210.html	6000000014300629210	5	5
6000000014300860839.html	6000000014300860839	9	9
6000000014301252922.html	6000000014301252922	7	7
6000000014301322889.html	6000000014301322889	12	12
6000000014301339457.html	6000000014301339457	12	12
6000000014301359938.html	6000000014301359938	12	12
6000000014349023517.html	6000000014349023517	9	9
6000000014360883324.html	6000000014360883324	12	12
6000000014394601788.html	6000000014394601788	12	12
6000000014493706045.html	6000000014493706045	12	12
6000000014507656819.html	6000000014507656819	6	6
6000000014512537406.html	6000000014512537406	8	8
6000000014522158621.html	6000000014522158621	12	12
6000000014545722296.html	6000000014545722296	12	12
6000000014652275852.html	6000000014652275852	12	12
6000000014652351128.html	6000000014652351128	12	12
6000000014814372062.html	6000000014814372062	12	12
6000000014846941321.html	6000000014846941321	6	6
6000000014853129253.html	6000000014853129253	9	9
6000000014946390383.html	6000000014946390383	12	12
6000000015117399351.html	6000000015117399351	12	12
6000000015117490925.html	6000000015117490925	12	12
6000000015117958521.html	6000000015117958521	6	6
6000000015204381777.html	6000000015204381777	12	12
6000000015211178776.html	6000000015211178776	12	12
6000000015245604334.html	6000000015245604334	12	12
6000000015302506749.html	6000000015302506749	12	12
6000000015309255172.html	6000000015309255172	12	12
6000000015309299285.html	6000000015309299285	12	12
6000000015319810478.html	6000000015319810478	7	7
6000000015357707513.html	6000000015357707513	11	11
6000000015394330678.html	6000000015394330678	10	10
6000000015399099546.html	6000000015399099546	12	12
6000000015399620672.html	6000000015399620672	7	7
6000000015423318064.html	6000000015423318064	10	10
6000000015423592428.html	6000000015423592428	4	4
6000000015423722158.html	6000000015423722158	4	4
6000000015423962219.html	6000000015423962219	9	9
6000000015485735160.html	6000000015485735160	7	7
6000000015518649039.html	6000000015518649039	6	6
6000000015518684068.html	6000000015518684068	9	9
6000000015518685084.html	6000000015518685084	7	7
6000000015521070849.html	6000000015521070849	10	10
6000000015521370780.html	6000000015521370780	9	9
6000000015521590083.html	6000000015521590083	12	12
6000000015593753615.html	6000000015593753615	12	12
6000000015694585880.html	6000000015694585880	6	6
6000000015770704042.html	6000000015770704042	12	12
6000000015843590321.html	6000000015843590321	7	7
6000000015851698695.html	6000000015851698695	12	12
6000000015998729022.html	6000000015998729022	12	12
6000000016303264136.html	6000000016303264136	12	12
6000000016303283134.html	6000000016303283134	12	12
6000000016360042741.html	6000000016360042741	12	12
6000000016425918956.html	6000000016425918956	5	5
6000000016426352456.html	6000000016426352456	4	4
6000000016426580160.html	6000000016426580160	9	9
6000000016476125295.html	6000000016476125295	12	12
6000000016479087543.html	6000000016479087543	10	10
6000000016524697799.html	6000000016524697799	10	10
6000000016524856961.html	6000000016524856961	6	6
6000000016582078281.html	6000000016582078281	12	12
6000000016623538002.html	6000000016623538002	12	12
6000000016662825611.html	6000000016662825611	12	12
6000000016772114903.html	6000000016772114903	12	12
6000000016959316252.html	6000000016959316252	11	11
6000000016982342071.html	6000000016982342071	10	10
6000000017093875188.html	6000000017093875188	8	8
6000000017335445640.html	6000000017335445640	12	12
6000000017394131513.html	6000000017394131513	11	11
6000000017512579814.html	6000000017512579814	4	4
6000000017512587298.html	6000000017512587298	6	6
6000000017512648427.html	6000000017512648427	6	6
6000000017512682319.html	6000000017512682319	4	4
6000000017512797708.html	6000000017512797708	6	6
6000000017513039586.html	6000000017513039586	7	7
6000000017535961052.html	6000000017535961052	9	9
6000000017625357021.html	6000000017625357021	12	12
6000000017627448734.html	6000000017627448734	12	12
6000000017799612472.html	6000000017799612472	7	7
6000000017871912470.html	6000000017871912470	12	12
6000000018110421350.html	6000000018110421350	12	12
6000000018145628151.html	6000000018145628151	12	12
6000000018212260392.html	6000000018212260392	6	6
6000000018212464007.html	6000000018212464007	12	12
6000000018348056712.html	6000000018348056712	12	12
6000000018426488633.html	6000000018426488633	12	12
6000000018448055702.html	6000000018448055702	3	3
6000000018448271481.html	6000000018448271481	12	12
6000000018464035156.html	6000000018464035156	12	12
6000000018528235866.html	6000000018528235866	12	12
6000000018752060667.html	6000000018752060667	12	12
6000000018821123732.html	6000000018821123732	7	7
6000000018908930497.html	6000000018908930497	12	12
6000000018909038179.html	6000000018909038179	10	10
6000000018909112139.html	6000000018909112139	10	10
6000000019023540872.html	6000000019023540872	12	12
6000000019023649207.html	6000000019023649207	11	11
6000000019032360275.html	6000000019032360275	12	12
6000000019103963083.html	6000000019103963083	10	10
6000000019382922858.html	6000000019382922858	11	11
6000000019410166019.html	6000000019410166019	12	12
6000000019509377608.html	6000000019509377608	12	12
6000000019557061076.html	6000000019557061076	8	8
6000000019594325656.html	6000000019594325656	6	6
6000000019698408474.html	6000000019698408474	12	12
6000000019775225537.html	6000000019775225537	12	12
6000000019775649283.html	6000000019775649283	12	12
6000000019857924817.html	6000000019857924817	10	10
6000000019941023277.html	6000000019941023277	12	12
6000000020013489270.html	6000000020013489270	8	8
6000000020109737178.html	6000000020109737178	12	12
6000000020146576832.html	6000000020146576832	3	3
6000000020146931228.html	6000000020146931228	6	6
6000000020182272013.html	6000000020182272013	12	12
6000000020344692199.html	6000000020344692199	11	11
6000000020344732085.html	6000000020344732085	11	11
6000000020344842981.html	6000000020344842981	12	12
6000000020377095239.html	6000000020377095239	12	12
6000000020473563984.html	6000000020473563984	12	12
6000000020475622749.html	6000000020475622749	4	4
6000000020475690473.html	6000000020475690473	7	7
6000000020492202008.html	6000000020492202008	12	12
6000000021039674210.html	6000000021039674210	12	12
6000000021039691973.html	6000000021039691973	12	12
6000000021079935250.html	6000000021079935250	12	12
6000000021131949939.html	6000000021131949939	12	12
6000000021132026143.html	6000000021132026143	10	10
6000000021139261439.html	6000000021139261439	9	9
6000000021141331709.html	6000000021141331709	0	0
6000000021143457434.html	6000000021143457434	4	4
6000000021331531124.html	6000000021331531124	12	12
6000000021331531144.html	6000000021331531144	12	12
6000000021399265460.html	6000000021399265460	12	12
6000000021423524876.html	6000000021423524876	6	6
6000000021423552972.html	6000000021423552972	10	10
6000000021438775306.html	6000000021438775306	12	12
6000000021442678985.html	6000000021442678985	7	7
6000000021499390330.html	6000000021499390330	12	12
6000000021500013763.html	6000000021500013763	12	12
6000000021501319830.html	6000000021501319830	12	12
6000000021545325820.html	6000000021545325820	12	12
6000000021546131052.html	6000000021546131052	10	10
6000000021635152223.html	6000000021635152223	12	12
6000000021649357634.html	6000000021649357634	6	6
6000000021649684059.html	6000000021649684059	6	6
6000000021651776645.html	6000000021651776645	11	11
6000000021652410546.html	6000000021652410546	12	12
6000000021656391531.html	6000000021656391531	11	11
6000000021829378478.html	6000000021829378478	7	7
6000000022067361271.html	6000000022067361271	12	12
6000000022699116782.html	6000000022699116782	12	12
6000000022823598236.html	6000000022823598236	12	12
6000000022823987873.html	6000000022823987873	12	12
6000000022826443643.html	6000000022826443643	12	12
6000000022905307808.html	6000000022905307808	7	7
6000000022905487598.html	6000000022905487598	6	6
6000000022980324190.html	6000000022980324190	11	11
6000000022981121872.html	6000000022981121872	12	12
6000000023007521972.html	6000000023007521972	11	11
6000000023045918112.html	6000000023045918112	9	9
6000000023047704443.html	6000000023047704443	6	6
6000000023093166835.html	6000000023093166835	12	12
6000000023188954676.html	6000000023188954676	9	9
6000000023189437982.html	6000000023189437982	12	12
6000000023250155337.html	6000000023250155337	12	12
6000000023666472983.html	6000000023666472983	12	12
6000000023680996844.html	6000000023680996844	12	12
6000000023738942040.html	6000000023738942040	7	7
6000000023739078847.html	6000000023739078847	12	12
6000000023768343105.html	6000000023768343105	12	12
6000000023855089493.html	6000000023855089493	12	12
6000000023858289958.html	6000000023858289958	12	12
6000000023858480076.html	6000000023858480076	12	12
6000000023921242233.html	6000000023921242233	12	12
6000000024105547515.html	6000000024105547515	12	12
6000000024106601099.html	6000000024106601099	12	12
6000000024304661912.html	6000000024304661912	12	12
6000000024431661697.html	6000000024431661697	12	12
6000000024431753429.html	6000000024431753429	10	10
6000000024431778428.html	6000000024431778428	11	11
6000000024548549483.html	6000000024548549483	12	12
6000000024583594541.html	6000000024583594541	4	4
6000000024583905275.html	6000000024583905275	4	4
6000000024617396092.html	6000000024617396092	5	5
6000000024666502056.html	6000000024666502056	9	9
6000000024841032051.html	6000000024841032051	7	7
6000000024851923471.html	6000000024851923471	12	12
6000000025124793875.html	6000000025124793875	10	10
6000000025153348204.html	6000000025153348204	12	12
6000000025592868536.html	6000000025592868536	12	12
6000000025592868542.html	6000000025592868542	8	8
6000000025819589873.html	6000000025819589873	12	12
6000000026173188815.html	6000000026173188815	4	4
6000000026173349636.html	6000000026173349636	5	5
6000000026173714009.html	6000000026173714009	6	6
6000000026191425197.html	6000000026191425197	6	6
6000000026226697810.html	6000000026226697810	10	10
6000000026241080028.html	6000000026241080028	10	10
6000000026258097510.html	6000000026258097510	12	12
6000000026534693043.html	6000000026534693043	12	12
6000000026893410996.html	6000000026893410996	12	12
6000000026972756419.html	6000000026972756419	9	9
6000000026975287820.html	6000000026975287820	9	9
6000000027109936984.html	6000000027109936984	11	11
6000000027340643370.html	6000000027340643370	12	12
6000000027438971715.html	6000000027438971715	6	6
6000000027439182158.html	6000000027439182158	4	4
6000000027507886451.html	6000000027507886451	12	12
6000000027592523666.html	6000000027592523666	12	12
6000000027593736914.html	6000000027593736914	12	12
6000000027645833651.html	6000000027645833651	12	12
6000000027654634894.html	6000000027654634894	12	12
6000000027665609376.html	6000000027665609376	12	12
6000000027842049766.html	6000000027842049766	12	12
6000000027842200337.html	6000000027842200337	11	11
6000000028278117400.html	6000000028278117400	12	12
6000000028408939773.html	6000000028408939773	7	7
6000000029363285200.html	6000000029363285200	11	11
6000000029363526786.html	6000000029363526786	9	9
6000000029364339263.html	6000000029364339263	10	10
6000000029364391060.html	6000000029364391060	12	12
6000000029742178286.html	6000000029742178286	11	11
6000000030008527586.html	6000000030008527586	11	11
6000000030008915196.html	6000000030008915196	12	12
6000000030009027971.html	6000000030009027971	9	9
6000000030042669829.html	6000000030042669829	7	7
6000000030384467074.html	6000000030384467074	11	11
6000000030756190508.html	6000000030756190508	12	12
6000000030756257752.html	6000000030756257752	12	12
6000000030775253849.html	6000000030775253849	12	12
6000000031001900951.html	6000000031001900951	10	10
6000000031009109101.html	6000000031009109101	9	9
6000000031247349696.html	6000000031247349696	10	10
6000000031495668940.html	6000000031495668940	12	12
6000000031521916552.html	6000000031521916552	6	6
6000000031522057461.html	6000000031522057461	5	5
6000000031833079710.html	6000000031833079710	12	12
6000000031873939968.html	6000000031873939968	12	12
6000000032045186110.html	6000000032045186110	12	12
6000000032068841409.html	6000000032068841409	12	12
6000000032658035873.html	6000000032658035873	12	12
6000000032943742081.html	6000000032943742081	12	12
6000000032976700619.html	6000000032976700619	12	12
6000000033096911541.html	6000000033096911541	11	11
6000000033438633013.html	6000000033438633013	8	8
6000000033442136907.html	6000000033442136907	7	7
6000000033547075516.html	6000000033547075516	12	12
6000000033547208139.html	6000000033547208139	9	9
6000000033547397933.html	6000000033547397933	5	5
6000000033864312339.html	6000000033864312339	8	8
6000000034197727224.html	6000000034197727224	12	12
6000000034255327598.html	6000000034255327598	12	12
6000000034357465956.html	6000000034357465956	7	7
6000000034357760862.html	6000000034357760862	12	12
6000000034945147419.html	6000000034945147419	12	12
6000000035169266389.html	6000000035169266389	7	7
6000000035169497997.html	6000000035169497997	4	4
6000000035306669685.html	6000000035306669685	12	12
6000000035451537211.html	6000000035451537211	12	12
6000000035525393426.html	6000000035525393426	12	12
6000000035525469386.html	6000000035525469386	11	11
6000000035525833995.html	6000000035525833995	12	12
6000000035525972877.html	6000000035525972877	12	12
6000000035842865927.html	6000000035842865927	12	12
6000000035953773820.html	6000000035953773820	12	12
