geni_id	givn	surn	numeral	evidence
6000000009257692556	Boleslavas I	Mazovietis	I	born 1208
6000000009257692556	Bolesław I	Mazowiecki	I	born 1208
5230784660820070501	Adolf Friedrich I	Mecklenburg	I	"Wikidata Q361663 ""Duke Adolf Friedrich I, Duke of Mecklenburg-Schwerin"""
6000000008033591026	Albrecht I	Mecklenburg	I	born 1230
6000000008425068850	Bernhard I	Mecklenburg	I	"Wikidata Q107872 ""Bernhard I of Werle"""
6000000003801815067	Heinrich I	Mecklenburg	I	"Wikidata Q95549 ""Henry I of Werle"""
6000000004533305594	Johan I	Mecklenburg	I	born 1235
6000000006727749566	Johann Albrecht I	Mecklenburg	I	born 1525
6000000003827400041	"Johann I ""der Theologe"""	Mecklenburg	I	born 1211
6000000001965828944	Magnus I	Mecklenburg	I	born 1345
6000000006727749366	Christian I Ludwig	Mecklenburg Schwerin	I	"Wikidata Q473885 ""Christian Louis I, Duke of Mecklenburg"""
6000000005599062972	Friedrich I Duke of	Mecklenburg-Schwerin	I	"Wikidata Q553158 ""Frederick, Duke of Mecklenburg-Grabow"""
6000000000048935301	Friedrich Wilhelm I	Mecklenburg-Schwerin	I	"Wikidata Q552274 ""Frederick William, Duke of Mecklenburg-Schwerin"""
6000000007150940332	Adam I	Medecalf	I	born 1180
6000000004533535211	Vitalis I	Micheal	I	born 1101
6000000004228925859	William I	Molyneux	I	born 1310
6000000000628860952	Dtr of Robert I de	Montfort	I	born 1180
6000000000628860945	Robert I de	Montfort	I	born 1145
6000000002188307122	Count Bertold I of	Montfort-Feldkirch	I	born 1253
6000000002187798858	Count Hilduin I of	Montreuil	I	born 934
6000000000628842227	Mojьmirъ I	Moravský	I	born 790
6000000003493396004	Jean I	Motier	I	born 1426
6000000006101322556	Gioacchino I Napoleon	Murat	I	"Wikidata Q151173 ""Joachim Murat"""
6000000006101322556	Joachim I Napoleon	Murat	I	"Wikidata Q151173 ""Joachim Murat"""
6000000005913253971	Childéric I	Mérovingiens	I	"Wikidata Q193869 ""Childeric I"""
6000000005913350166	Clovis I	Mérovingiens	I	"Wikidata Q82339 ""Clovis I"""
6000000070001225005	Georg I	Möller	I	born 1548
6000000129562486879	Svanehilde (Swanhilde) I	NN	I	born 1010
6000000006727821344	Philipp I	Nassau	I	born 1450
361036765360006534	Stefan I Prvovjenčani	Nemanjić	I	born 1165
5114126356340116124	Stefano Uroš I	Nemanjić	I	born 1221
6000000002188290674	Count Albert I of	Neuffen	I	born 1200
6000000227018471872	Magnus I	Nilsson	I	born 1106
6000000019231903000	Cordt (Conrad) I	Nolde	I	"Wikidata Q128048761 ""Cordt/Conrad Nolde"""
6000000022306127823	Conrad I	Nothafft	I	born 1270
6000000022319973246	Eckard I	Nothafft	I	born 1210
6000000000448593758	Ordoño I	Nuñez de Guzman	I	"Wikidata Q223646 ""Ordoño I of Asturias"""
6000000018481055456	Datter I	Oellesdatter	I	born 1640
6000000003378142902	Albrecht Ernst I	Oettingen	I	born 1642
6000000002188559524	Count Ludwig I of	Oettingen	I	born 1169
6000000003868996208	Pharnabazus II I	Of Daskyleion	I	born -415
6000000007453766619	Moctezuma I	Of The Aztec Empire	I	"Wikidata Q13702 ""Moctezuma I"""
6000000003645772957	Magnus I «den gode»	Olavsson	I	"Wikidata Q310999 ""Magnus the Good"""
4104333	Frederik I	Oldenborg	I	"Wikidata Q157789 ""Frederick I of Denmark"""
4103872	Christian I	Oldenburg	I	"Wikidata Q153940 ""Christian I of Denmark"""
4104333	Frederick I Koning	Oldenburg	I	"Wikidata Q157789 ""Frederick I of Denmark"""
4104333	Fredrik I	Oldenburg	I	"Wikidata Q157789 ""Frederick I of Denmark"""
6000000003827496007	Heinrich I	Oldenburg	I	born 1125
4104041	Johan (Hans) I	Oldenburg	I	"Wikidata Q157776 ""John, King of Denmark"""
4104041	John I	Oldenburg	I	"Wikidata Q157776 ""John, King of Denmark"""
6000000006592317063	Jan I	Opaliński	I	born 1480
6000000000437398819	Zariadres I	Orontid	I	born -210
6000000002188559870	Count Heinrich I of	Ortenburg	I	born 1138
6000000027006633127	Albert I	Ortenburški	I	born 1286
6000000008490038190	Friderik I	Ortenburški	I	born 1247
6000000002188559870	Henrik I	Ortenburški	I	born 1138
6000000003828015752	Herman I	Ortenburški	I	born 1196
6000000022940092981	Majnhard I	Ortenburški	I	born 1280
6000000009637751626	Oton I	Ortenburški	I	born 1088
6000000002188559941	Ulrik I	Ortenburški	I	born 1091
385240598850012788	Ahmed I	Osmanoğlu	I	"Wikidata Q114749 ""Ahmet I"""
385243882920011002	Ibrahim I	Osmanoğlu	I	"Wikidata Q168776 ""İbrahim"""
6000000024729165247	Gero I	Ostmark	I	born 905
6000000006727863510	Kazimierz I	Oświęcimski	I	"Wikidata Q479997 ""Casimir I of Oświęcim"""
6000000015117660870	Jerzy I Brzeski	P	I	born 1482
6000000006101430339	Apirat I	Pahlavuni	I	born 1021
6000000006101354838	Smbat I Hethumen	Pahlavuni	I	born 1153
6000000003887680380	Roupen I	Pakraduni	I	born 1092
6000000000628782007	Frederick I of	Palatine	I	born 1425
6000000003827520561	Teodoro I	Paleologo	I	born 1291
6000000073035077828	Galeazzo I	Pallavicino	I	born 1520
6000000019001223014	Phraates Phraates I of	Parthia	I	born -165
6000000006266125187	Fulk I	Paynel	I	born 1130
6000000002294668415	Nicolaas I	Persijn	I	born 1195
6000000003858579100	Uroš I	Petrislavić	I	born 1072
6000000002187613932	Phraortes I	Phraortes	I	born -745
6000000006906665142	"Boleslaus I ""der Lange"""	Piast	I	"Wikidata Q280053 ""Bolesław I the Tall"""
6000000006906665142	"Boleslav I ""Vysoký"""	Piast	I	"Wikidata Q280053 ""Bolesław I the Tall"""
6000000006906665142	"Bolesław I ""The Tall"""	Piast	I	"Wikidata Q280053 ""Bolesław I the Tall"""
6000000006906665142	Bolesław I Wysoki	Piast	I	"Wikidata Q280053 ""Bolesław I the Tall"""
6000000002240810096	Kazimierz I	Piast	I	"Wikidata Q936880 ""Casimir I of Kuyavia"""
6000000002135079868	"Kazimierz I ""the Restorer"""	Piast	I	"Wikidata Q53455 ""Casimir I the Restorer"""
6000000002188002590	Konrad I	Piast	I	"Wikidata Q53460 ""Konrad I of Masovia"""
6000000002188021222	Swantibor I	Piast	I	born 1040
6000000003087080306	Władysław I	Piast	I	born 1043
6000000003087080306	Władysław I Herman	Piast	I	born 1043
6000000001397740992	Janusz I Starszy	Piast-Mazowiecki	I	"Wikidata Q2975528 ""Janusz I of Warsaw"""
6000000081113232861	Leonello I	Pio di Savoia	I	born 1440
6000000015275081732	Marco I	Pio di Savoia	I	born 1418
4924870419470035934	John I	Plantagenet	I	"Wikidata Q129308 ""John, King of England"""
6000000001504844041	Wizlaw I van	Podebusk	I	born 1381
6000000010867911906	Sobieslav I	Pommern-Danzig	I	"Wikidata Q571982 ""Sobieslaw I, Duke of Pomerania"""
6000000010867911906	Sobiesław I	Pommern-Danzig	I	"Wikidata Q571982 ""Sobieslaw I, Duke of Pomerania"""
6000000002187798826	Count Hugh I of	Ponthieu-Montreuil	I	born 951
6000000017214528043	Kurshid I	Prince of Gilan	I	born 709
6000000028459382636	Arshavir I	Prince of Shirak	I	born 300
6000000028459472281	Kamsar I	Prince of Shirak	I	born 275
6000000028459578341	Spandarat I	Prince of Taron	I	born 325
6000000003513128249	Laodice I	Princess Of Syria	I	born 100
6000000001119785651	Boleslaw I	Przemyslid	I	"Wikidata Q360112 ""Boleslaus I, Duke of Bohemia"""
6000000007317272673	Otto I I.	Przemyslid	I	born 1041
6000000006906570375	Conrad I	Przemyslides	I	"Wikidata Q506317 ""Conrad I, Duke of Bohemia"""
6000000004377298032	Sobieslav Udalrich I	Przemyslides	I	born 1080
6000000012292273536	Pridbor I	Putbus	I	born 1157
6000000035549514880	Tetz I	Putbus	I	born 1310
6000000000769174075	Břetislav I	Přemyslovec	I	born 1004
6000000004377298032	Soběslav Oldřich I	Přemyslovec	I	born 1080
6000000004376727612	Vladislav I	Přemyslovec	I	"Wikidata Q454827 ""Vladislaus I"""
6000000000717697109	"Václav I ""Jednooký"""	Přemyslovec	I	"Wikidata Q175833 ""Wenceslaus I of Bohemia"""
6000000009796626556	Bahadur Shah I	Qutb ud-Din Muhammad Mu'azzam	I	born 1643
6000000002841943656	Karolina Teresa Pia c.Karola Stanisława I	Radziwill	I	"Wikidata Q6373177 ""Karolina Teresa Radziwiłł"""
6000000004180212550	Katarzyna Barbara Asella daughter of Karol Stanisław I	Radziwill	I	"Wikidata Q572886 ""Katarzyna Barbara Radziwiłł"""
6000000002028486602	"Michael-Casimir ""Little Fish"" сын Карла Станислава I"	Radziwill	I	"Wikidata Q1376667 ""Michał Kazimierz ""Rybeńko"" Radziwiłł"""
6000000002841943656	Karolina Teresa Pia c.Karola Stanisława I	Radziwiłł h.Trąby	I	"Wikidata Q6373177 ""Karolina Teresa Radziwiłł"""
6000000006727790944	Jan I Olbracht	Radziwiłłowicz	I	"Wikidata Q53451 ""John I Albert"""
6000000007159669623	Guillem I	Ramón de Montcada	I	born 1173
6000000007151682401	Matthew I	Redmayne	I	born 1190
6000000000710016864	Fernando I	Rei de Portugal	I	"Wikidata Q108442 ""Ferdinand I of Portugal"""
6000000026242734088	Heinrich I Reuß zu Plauen und Gera (Reuß)	Reuß	I	born 1226
6000000006277557052	Alcetas I	Rey de Macedonia	I	born 547
6000000006277557057	Alejandro I Filoheleno	Rey de Macedonia	I	born 454
6000000006277557067	Amintas I	Rey de Macedonia	I	born 540
6000000006277557077	Argeo I	Rey de Macedonia	I	born 640
6000000006277557092	Filipo I	Rey de Macedonia	I	born 602
6000000006277557102	Pérdicas I	Rey de Macedonia	I	born 678
6000000003122380683	Guillaume I	Rogier de Beaufort	I	born 1270
6000000000701225368	Otão I do Sacro Imperio	Romano	I	"Wikidata Q43915 ""Otto I the Great"""
6000000001449427127	Aleksander I	Romanov	I	"Wikidata Q15193 ""Alexander I of Russia"""
6000000001498830420	Aleksei I Vaikne	Romanov	I	"Wikidata Q7731 ""Alexei I of Russia"""
6000000006429292016	Costantino I	Romanov	I	"Wikidata Q161106 ""Константин Павлович"""
6000000001368045097	Katariina I	Romanov	I	"Wikidata Q15208 ""Catherine I"""
6000000001499208096	Michael I Fyodorovich	Romanov	I	"Wikidata Q181915 ""Michael I of Russia"""
6000000001499208096	Mihhail I	Romanov	I	"Wikidata Q181915 ""Michael I of Russia"""
4215182257130053771	Nikolai I	Romanov	I	"Wikidata Q130734 ""Nicholas I of Russia"""
4215182257130053771	Nikolai I Pavlovich	Romanov	I	"Wikidata Q130734 ""Nicholas I of Russia"""
6000000001449295063	Paul I	Romanov	I	"Wikidata Q15189 ""Paul I"""
6000000001449295063	Paul I Petrovich	Romanov-Holstein-Gottorp	I	"Wikidata Q15189 ""Paul I"""
6000000001449295063	Paul I Petrovitsj	Romanov-Holstein-Gottorp	I	"Wikidata Q15189 ""Paul I"""
6000000001368045097	Katariina I	Romanova	I	"Wikidata Q15208 ""Catherine I"""
6000000006101381304	Roman I Романович	Romanovich	I	born 1180
6000000004868858941	Raymond I	Rudel	I	born 1210
6000000036481265930	Jožef I	Rudež	I	"Wikidata Q60332432 ""Jožef Rudež"""
6000000093074050839	Pedro I	Ruiz de Villegas	I	born 1422
6000000001409107184	Leo / Lev I Danilovich	Rurikid	I	"Wikidata Q156357 ""Lev I of Galicia"""
6000000009098851287	Yaroslav I Svyatoslavich	Rurikid	I	born 1058
6000000001409039560	Andrey I Yurevich Юрієвич	Rurikids Romanovich	I	"Wikidata Q2387770 ""Andrew of Galicia"""
6000000002240822545	Daniil I / Daniel I	Rurikov	I	"Wikidata Q295186 ""Daniel of Moscow"""
6000000010503212851	Dmitri I / Vale-Dmitri I	Rurikov	I	"Wikidata Q209535 ""False Dmitriy I"""
6000000000671874700	Dmitri I Donskoi	Rurikov	I	"Wikidata Q188995 ""Дмитрий Донской"""
6000000010503212851	False Dmitry I Иванович	Rurikov	I	"Wikidata Q209535 ""False Dmitriy I"""
361298880640003460	Fjodor I Õnnistatu	Rurikov	I	"Wikidata Q186321 ""Feodor I of Russia"""
361298880640003460	Fyodor I Ivanovich 'the Blessed'	Rurikov	I	"Wikidata Q186321 ""Feodor I of Russia"""
4573114	"Iaroslav ""The Wise"" I Vladimirovich"	Rurikov	I	"Wikidata Q188943 ""Yaroslav the Wise"""
361885795230005497	"Ivan I Danilovich ""Kalita"""	Rurikov	I	"Wikidata Q185316 ""Ivan I of Moscow"""
361885795230005497	Ivan I Kalita	Rurikov	I	"Wikidata Q185316 ""Ivan I of Moscow"""
6000000001745033558	Izjaslav I / Dmitri	Rurikov	I	"Wikidata Q332516 ""Iziaslav I of Kiev"""
4573114	Jaroslav I Tark	Rurikov	I	"Wikidata Q188943 ""Yaroslav the Wise"""
6000000002187826932	Juri, Georgi I Dolgoruki	Rurikov	I	"Wikidata Q275106 ""Yuri Dolgorukiy"""
6000000003049156212	Mstislav I	Rurikov	I	"Wikidata Q41514 ""Mstislav I of Kiev"""
6000000010936026383	Rostislav I	Rurikov	I	born 1108
6000000002240822320	Svjatopolk I Neetud / Peeter	Rurikov	I	born 979
6000000005407291287	Svjatoslav I Vapper	Rurikov	I	"Wikidata Q1058572 ""Sviatoslav I of Kiev"""
6000000000671850343	Vassili I	Rurikov	I	"Wikidata Q272156 ""Vasily I of Moscow"""
6000000003897549326	Vseslav I Nutikas, Polotskist	Rurikov	I	"Wikidata Q497915 ""Vseslav of Polotsk"""
6000000001610448055	Vsevolod I / Andrei	Rurikov	I	born 1030
6000000001408871740	Jerzy I Lwowic	Rurykowicz	I	born 1253
6000000001409107184	Lew I Daniłowicz	Rurykowicz	I	"Wikidata Q156357 ""Lev I of Galicia"""
6000000001610448055	Wsiewołod / Wsewołod I	Rurykowicz	I	born 1030
6000000013237223281	Simeon I	Saddiq ben Elias	I	born -350
6000000003772369252	Lambert I	Saint-Omer	I	born 980
6000000078060074371	Kasimir I	Samborides	I	born 1124
6000000002187829104	Sambor I	Samborides	I	born 1150
6000000006597124859	Hendrik I heer van Veere en	Sandenburg	I	"Wikidata Q15876194 ""Hendrik I van Borselen"""
6000000000571768821	Aznar I	Sans de Gasconha	I	born 775
6000000003827512368	Johann I	Schauenburg-Holstein	I	born 1229
6000000007376895683	Christianus I	Scherembeke	I	born 1288
6000000007218877266	Ernst Günther I	Schleswig-Holstein, Oldenburg	I	born 1609
6000000002881564766	Friedrich Christian I	Schleswig-Holstein, Oldenburg	I	"Wikidata Q670492 ""Frederick Christian I of Schleswig-Holstein-Sonderburg-Augustenburg"""
6000000011809644752	Friedrich Wilhelm I	Schleswig-Holstein, Oldenburg	I	"Wikidata Q89288 ""Frederick William I, Duke of Schleswig-Holstein-Sonderburg-Beck"""
6000000007208681732	Joachim Ernst I	Schleswig-Holstein, Oldenburg	I	born 1595
6000000002605546398	Peter I Fredrik Ludvig	Schleswig-Holstein-Gottorp, Oldenburg	I	"Wikidata Q61274 ""Peter I of Oldenburg"""
6000000209865423824	Johannes I	Schlösser	I	born 1565
6000000008488524530	Konrad I von	Schlüsselberg	I	born 1260
4241636639810035129	Günther I (XLIII)	Schwarzburg	I	born 1678
6000000015300645112	Johann Friedrich I	Schwarzburg	I	"Wikidata Q86413 ""John Frederick, Prince of Schwarzburg-Rudolstadt"""
6000000006443762197	Ludwig Friedrich I	Schwarzburg	I	"Wikidata Q66847 ""Louis Frederick I, Prince of Schwarzburg-Rudolstadt"""
6000000015333584861	Hugo l I	Schönburg	I	born 1530
6000000013632619084	Willem I	Scriverius / Schrijver	I	born 1608
6000000026507486642	John I	Scudamore	I	born 1445
6000000015195829446	Yitzhak I Eizik	Segal Zolkower Zolkiev	I	born 1615
6000000004868982696	Guigues Meschin I	Seigneur de Villefort	I	born 1145
5114126356340116124	"Stefan Uroš I Stefan ""the Great"" , King of"	Serbia	I	born 1221
6000000002187699949	Sextus Cocceius Severianus I of	Severianus I	I	born 170
6000000040984246143	Bhre Pandansalas I	Singhawikramawardhana	I	born 1468
6000000205109189834	Piran I	Siounides	I	born 591
6000000205109046841	Serge I	Siounides	I	born 595
6000000002188294637	Vasak I	Siounides	I	born 451
6000000205200405880	Artaschir I	Siounie	I	born 524
6000000205060383847	Isaac I	Siounie	I	born 608
6000000001368045097	Ekaterina I Алексеевна	Skavronskaya	I	"Wikidata Q15208 ""Catherine I"""
6000000001368045097	Ekaterina I Alekseevna	Skowrońska	I	"Wikidata Q15208 ""Catherine I"""
6000000039020000549	Bertram I	Smiterlow	I	born 1500
6000000014513056076	Friedrich Sigismund I	Solms	I	born 1627
6000000015888434397	Ettore I	Spinelli	I	born 1578
6000000015342873975	Giovanni Battista Battista I	Spinelli	I	born 1600
6000000009688774424	Heinrich I	Sponheim-Starkenburg	I	born 1235
6000000007278203354	Matthias I	Staudt	I	born 1580
6000000008489966889	Ivan I Blagajski	Stjepanović	I	born 1280
6000000059484164993	Conrad I	Stromer von Reichenbach	I	born 1319
6000000010503212851	Dymitr Samozwaniec I	Suweren, Car i Wielki Książę całej Rosji	I	"Wikidata Q209535 ""False Dmitriy I"""
6000000002188261663	Berthold I	Swabia	I	born 1066
6000000221730084821	Racibor I	Swantiborides	I	born 1097
6000000006727878303	Ratibor I	Swantiborides	I	born 1098
6000000078059904325	Swantopolk I	Swantiborides	I	born 1067
6000000002188021209	Wartislaw I	Swantiborides	I	born 1091
6000000221729891834	Wartislaw I	Swantiborides	I	born 1091
6000000002713142517	Eric I - 'the Good'	Sweynsøn	I	"Wikidata Q318478 ""Eric I of Denmark"""
6000000013042218251	García I	Sánchez	I	born 919
6000000000128732566	Ramiro I	Sánchez	I	born 1015
6000000109277085832	Francesco I	Tarallo	I	born 1600
6000000001529617371	Chilperic I	The Burgundian	I	born 413
6000000000401104944	Lancelot I de	Threlkeld	I	born 1390
6000000015318518455	Marsilio I	Torelli d'Aragona Visconti	I	born 1489
6000000204837897953	Per I	Toreson	I	born 1591
6000000012461347465	Pagano I	Torriani	I	born 1175
6000000006438153187	1. VERGENTLIN I Hana	Treves	I	born 1220
6000000010449848282	Gojislav I	Trpimirović	I	born 980
6000000003867333182	Olav I	Tryggvason	I	"Wikidata Q213801 ""Olaf I of Norway"""
6000000000437398754	Artaxias I I	Unknown	I	born -42
6000000000437388522	Aschawir I	Unknown	I	born 590
6000000002188179188	Count Guillaume I of	Urgel	I	born 1004
6000000002187887450	Count Rupert I of	Ursin	I	born 998
6000000020396897163	Johann Rudolf I	Vaesch	I	born 1510
4077656	Margrethe I	Valdemardatter	I	"Wikidata Q202266 ""Margaret I of Denmark"""
4077656	Margrete I	Valdemarsdatter	I	"Wikidata Q202266 ""Margaret I of Denmark"""
6000000003828256230	Orscand I de	Vannes	I	born 900
4369969	Gustav I Eriksson	Vasa	I	"Wikidata Q52947 ""Gustav I of Sweden"""
4369969	Gustavo I	Vasa	I	"Wikidata Q52947 ""Gustav I of Sweden"""
6000000100127011061	M I	Velez de Guevara	I	born 1613
6000000015165413862	"Giovanni I ""il grand signore"""	Ventimiglia	I	born 1383
6000000015532406251	Giuseppe I	Ventimiglia	I	born 1564
6000000015165736101	Simone I	Ventimiglia	I	born 1485
6000000002187881628	Count Heinrich I of	Veringen	I	born 1136
6000000002187988322	Wolfrat I	Veringen	I	born 925
6000000009665697080	Hermann I Hermann I (?-1112)	Virneburg	I	born 1112
6000000010503212851	Dmitrijus I Apsišaukėlis	Visos Rusijos Suverenas, Caras ir Didysis Kunigaikštis	I	"Wikidata Q209535 ""False Dmitriy I"""
5120807990010045353	Stjepan Tvrtko I	Vladislavić	I	born 1338
6000000010462842083	Constantin Bodin I	Vojislavljević	I	born 1023
6000000003827524912	Ulrik I	Vovbrški	I	born 1138
6000000026123325932	Dervan I	Vévoda Lužických Srbů	I	born 590
6000000003827474743	Josias I	Waldeck	I	"Wikidata Q829673 ""Josias I, Count of Waldeck-Eisenberg"""
4369969	Gustaaf I	Wasa	I	"Wikidata Q52947 ""Gustav I of Sweden"""
6000000004402473166	"Erich I ""The Elder"""	Welf	I	born 1470
6000000009004933414	"Erich I ""der Sieger"""	Welf	I	born 1383
6000000004402473166	"Erich I ""der Ältere"""	Welf	I	born 1470
6000000017824487111	Georg I Ludwig	Welf	I	"Wikidata Q130805 ""George I of Great Britain"""
6000000001500248316	Heinrich I Welf	Welf	I	"Wikidata Q65819 ""Henry, Duke of Brunswick-Dannenberg"""
6000000003463376811	Karl I	Welf	I	"Wikidata Q543311 ""Charles I, Duke of Brunswick-Wolfenbüttel"""
6000000003827363859	"Magnus I ""der Fromme"""	Welf	I	born 1304
6000000000182030406	Otto I	Welf	I	born 1495
6000000003827477589	Philipp I	Welf	I	"Wikidata Q78143 ""Philip I, Duke of Brunswick-Grubenhagen"""
4932952221030036762	Konrad I	Welfen	I	born 805
6000000006727845414	Johann I	Wertheim	I	born 1334
6000000006727827297	Michael I	Wertheim	I	born 1393
6000000001534937306	"Ernst I ""der Fromme"""	Wettin Ernestiner	I	born 1601
6000000000019716907	Albert I Friedrich August (Albert) Anton Ferdinand Joseph Karl Maria Baptist Nepomuk Wilhelm Xaver Georg Fidelis	Wettin, Albertiner	I	"Wikidata Q168657 ""Albert I (1828-1902)"""
4104540	August I	Wettin, Albertiner	I	"Wikidata Q435016 ""Augustus, Elector of Saxony"""
6000000003827359120	Christian I	Wettin, Albertiner	I	"Wikidata Q705358 ""Christian I, Elector of Saxony"""
6000000007271062531	"Christian I ""der Ältere"""	Wettin, Albertiner	I	"Wikidata Q68262 ""Christian I, Duke of Saxe-Merseburg"""
6000000001470080006	"Friedrich Augustus I ""der Starke"""	Wettin, Albertiner	I	"Wikidata Q53437 ""Augustus II the Strong"""
6000000002188370353	Georg I Ludwig Wilhelm Maximilian Karl Maria Nepomuk Baptist Xaver Cyriacus Romanus	Wettin, Albertiner	I	"Wikidata Q276578 ""Georg I (1832-1904)"""
6000000003827359091	Johann Georg I Jurgis	Wettin, Albertiner	I	"Wikidata Q366652 ""Johann Georg I, Elector of Saxony"""
5231895820310043211	Albert I Léopold Clément Marie Meinrad	Wettin, Ernestiner	I	"Wikidata Q55008046 ""Albert I of Belgium"""
6000000005599137867	Bernhard I	Wettin, Ernestiner	I	born 1649
6000000006101411215	Christian Ernst I	Wettin, Ernestiner	I	born 1683
6000000005599165663	Ernst August I	Wettin, Ernestiner	I	"Wikidata Q65885 ""Ernest Augustus I, Duke of Saxe-Weimar-Eisenach"""
6000000006727741160	Ernst Friedrich I	Wettin, Ernestiner	I	"Wikidata Q169080 ""Ernest Frederick I, Duke of Saxe-Hildburghausen"""
6000000006443599410	Ernst Ludwig I	Wettin, Ernestiner	I	born 1672
6000000001535043017	Franz I Josias	Wettin, Ernestiner	I	"Wikidata Q62273 ""Francis Josias, Duke of Saxe-Coburg-Saalfeld"""
6000000005599165417	Friedrich I	Wettin, Ernestiner	I	born 1646
6000000003827359343	Friedrich Wilhelm I Plalatinate-Zwiebruken-Neuburg	Wettin, Ernestiner	I	born 1562
6000000005599165607	Georg I Friedrich Karl	Wettin, Ernestiner	I	"Wikidata Q215880 ""George I of Saxe-Meiningen"""
6000000001534887771	Johann Ernst I	Wettin, Ernestiner	I	born 1658
6000000001504709338	"Johann Ernst I ""der Jüngere"""	Wettin, Ernestiner	I	"Wikidata Q69449 ""John Ernest I, Duke of Saxe-Weimar"""
6000000015520062854	Johann Georg I	Wettin, Ernestiner	I	"Wikidata Q698672 ""John George I, Duke of Saxe-Eisenach"""
6000000002188424870	Wilhelm I Friedrich Heinrich	Wied	I	"Wikidata Q57594 ""William, Prince of Albania"""
6000000001397735060	Christian I	Wittelsbach	I	born 1598
6000000006727823484	"Friedrich I ""der Siegreiche"""	Wittelsbach	I	born 1425
6000000006727849179	Georg Johann I	Wittelsbach	I	born 1543
6000000001369733240	Johann I	Wittelsbach	I	"Wikidata Q657636 ""John I, Count Palatine of Zweibrücken"""
6000000006127682296	"Johann I ""Das Kind"""	Wittelsbach	I	born 1329
6000000006250934792	Karl I	Wittelsbach	I	"Wikidata Q66645 ""Charles I, Count Palatine of Zweibrücken-Birkenfeld"""
304435320540004195	Karl I Ludwig	Wittelsbach	I	"Wikidata Q57989 ""Charles I Louis, Elector Palatine"""
6000000001278610141	"Ludwig I ""der Kelheimer"""	Wittelsbach	I	"Wikidata Q552286 ""Louis I, Duke of Bavaria"""
6000000004120270057	Maximilian I	Wittelsbach	I	born 1573
6000000003827438365	Otto I	Wittelsbach	I	born 1387
6000000000632204218	Otto I Wilhelm Luitpold Adalbert Waldemar	Wittelsbach	I	"Wikidata Q44825 ""Otto, King of Bavaria"""
6000000015136578685	Stephan I	Wittelsbach	I	born 1271
6000000000468305114	Wilhelm I	Wittelsbach	I	born 1330
6000000007281756316	Christian Ulrich I	Württemberg	I	born 1652
6000000003194170320	Georg I	Württemberg	I	born 1498
6000000004190005756	Heinrich I	Württemberg	I	born 1448
6000000006727853160	Manfred I	Württemberg	I	born 1626
6000000007273660146	Silvius I Nimrod	Württemberg	I	"Wikidata Q471228 ""Silvius I Nimrod, Duke of Württemberg-Oels"""
6000000000685205542	"Magnus I ""den Starke"""	Ylvingaätten	I	"Wikidata Q347954 ""Magnus I of Sweden"""
6000000140295101979	Magdalena I	Zeller von Ettmannsdorf	I	born 1500
6000000003827464797	Gozmar I	Ziegenhain	I	born 1062
6000000003827359559	Christoph I	Zähringen	I	"Wikidata Q66602 ""Christopher I, Margrave of Baden"""
6000000009428540756	Philipp I	Zähringen	I	born 1479
6000000000682909923	Raimon I	comte de Tolosa	I	born 815
6000000000641104244	Emanuele I	conte di Ventimiglia	I	born 1210
6000000006444072224	Ferdinando I	de'Medici	I	"Wikidata Q297483 ""Ferdinando I de' Medici"""
6000000004173966093	Francesco I	de'Medici	I	"Wikidata Q299675 ""Francesco I de' Medici"""
6000000008062742436	"Giovanni I ""il Giusto"""	degli Aleramici	I	born 1275
6000000003828361520	Alberto Azzo I	degli Obertenghi	I	born 1029
6000000005912902306	Dagobert I	der Franken	I	"Wikidata Q109860 ""Dagobert I"""
6000000002441720163	Robrecht I	graaf van Vlaanderen	I	"Wikidata Q333346 ""Robert I, Count of Flanders"""
6000000009304989015	Robert Henry I	heer van St-Venant	I	born 1167
6000000002188271651	Rudolf I	im Lahngau	I	born 860
6000000009298600014	Hermann I	im Leinegau	I	born 950
6000000000437107945	Alainas I	iš Hoelių	I	born 560
6000000002240810096	Kazimieras I Kujavietis	iš Piastų	I	"Wikidata Q936880 ""Casimir I of Kuyavia"""
6000000003317437763	Traidenis I	kun Mazowiecki	I	born 1284
6000000000474064328	Jean I	l'Archevêque de Parthenay	I	born 1285
6000000089009007269	Gergely I	nagybarcsai Barcsay	I	born 1686
6000000002188625450	Joanna I	of Anjou	I	born 1325
6000000001119785651	Bolesław I Srogi	of Bohemia	I	"Wikidata Q360112 ""Boleslaus I, Duke of Bohemia"""
6000000003146960055	Hugh I	of Breteuil / Creil	I	born 1030
6000000015426256114	"Landolf I ""the Old"""	of Capua	I	born 770
6000000003858749925	Hermann I	of Celje	I	born 1340
6000000010559453078	Ulrich I	of Celje	I	born 1331
6000000015275059110	Odile I	of Claerhout	I	born 1595
6000000002187796202	Dietrich I	of Cleves	I	born 1015
6000000010995204353	Arnaud I	of Comminges	I	born 957
6000000003645832264	Henry I	of France	I	"Wikidata Q178908 ""Henry I of France"""
6000000005747722963	Deiotarus I Philoromaios	of Galatia	I	born -105
6000000006906728258	Philip I	of Hainaut	I	"Wikidata Q646297 ""Philip I of Namur"""
6000000177524980865	William I count	of Holland	I	"Wikidata Q77251 ""William I, Count of Holland"""
6000000003827342068	Meribanes I	of Iberia	I	born -109
6000000003827151318	Sauromaces I	of Iberia	I	born -159
6000000000040540200	François I	of Lorraine	I	born 1517
