qid,en,initial,unambiguous,ja,ja_verdict,zh,zh_verdict,ko,ko_verdict,ru,ru_verdict,el,el_verdict,hi,hi_verdict,uk,uk_verdict,bg,bg_verdict,sr,sr_verdict,he,he_verdict,ar,ar_verdict,fa,fa_verdict,ta,ta_verdict
Q5545704,George W. Morgan,W,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,جورج دبليو. مورغان,expanded,جورج دبلیو. مورگان,expanded,,no label
Q8016273,William O. Goodman,O,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,وليم أو. غودمان,script_initial,,no label,,no label
Q41652,Michael I Rangabe,I,0,ミカエル1世ランガベー,dropped,米海尔一世,dropped,미카엘 1세 랑가베,expanded,Михаил I Рангаве,latin_initial,Μιχαήλ Α´,dropped,,no label,Михаїл I Рангаве,latin_initial,Михаил I Рангаве,latin_initial,Михаило I Рангабе,latin_initial,מיכאל הראשון רנגבס,expanded,ميخائيل الأول رانجابي,expanded,میخائیل یکم,dropped,,no label
Q900732,Kriszta D. Tóth,D,0,,no label,,no label,D. 토트 크리스터,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q2150142,Richard M. Kleberg,M,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,ריצ'רד קלברג,dropped,,no label,,no label,,no label
Q957661,George E. P. Box,E,1,ジョージ・ボックス,dropped,喬治·愛德華·佩勒姆·巴克斯,expanded,조지 박스,dropped,Джордж Бокс,dropped,,no label,,no label,Джордж Бокс,dropped,,no label,,no label,ג'ורג' א. פ. בוקס,script_initial,جورج بوكس,dropped,جورج باکس,dropped,,no label
Q110589505,Federico I Borromeo,I,0,,no label,,no label,,no label,Федерико I Борромео,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q573389,Anthony A. Hyman,A,1,,no label,,no label,,no label,Энтони Хайман,dropped,,no label,,no label,,no label,,no label,,no label,,no label,أنتوني أ. هايمان,script_initial,آنتونی ا. هایمن,script_initial,,no label
Q5342512,Edward D. Townsend,D,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,إدوارد د. تاونسند,script_initial,ادوارد دی. تاونزند,script_initial,,no label
Q27057691,Antolin A. Oreta III,A,1,アントリン・オレン,dropped,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,أنطولين أوريتة,dropped,,no label,,no label
Q5544179,Georgios S. Mercouris,S,1,ゲオルギオス・メルクリス,dropped,,no label,게오르기우스 메르코우리스,dropped,Георгиос Меркурис,dropped,Γεώργιος Μερκούρης,dropped,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q3281573,Malatesta I Malatesta,I,0,,no label,,no label,,no label,Малатеста I Малатеста,latin_initial,,no label,,no label,,no label,Малатеста I Малатеста,latin_initial,,no label,,no label,,no label,,no label,,no label
Q981716,Giovanni I Bentivoglio,I,0,,no label,,no label,조반니 1세 벤티볼리오,expanded,"Бентивольо, Джованни I",latin_initial,Τζοβάννι Α΄ Μπεντιβόλιο,expanded,,no label,,no label,Джовани I Бентивольо,latin_initial,,no label,,no label,,no label,,no label,,no label
Q4971501,Briton C. Busch,C,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,بوش، بریتن کوپر,expanded,,no label
Q2255988,Louis H. Chrispijn,H,1,,no label,,no label,,no label,Луис Хриспейн,dropped,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q2477969,Ulysses S. Stone,S,1,ユリシーズ・S・ストーン,latin_initial,,no label,율리시스 S. 스톤,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,יוליסס ס. סטון,script_initial,,no label,,no label,,no label
Q5937039,Joseph L. Henderson,L,0,,no label,約瑟夫·韓德生,dropped,,no label,,no label,,no label,,no label,,no label,Джоузеф Хендерсън,dropped,,no label,,no label,جوزيف إل. هندرسون,script_initial,,no label,,no label
Q6851465,Miles M. O'Brien,M,0,,no label,,no label,,no label,Майлз О’Брайен,dropped,,no label,,no label,,no label,,no label,,no label,,no label,مايلز إم. أوبراين,script_initial,,no label,,no label
Q19971893,Georgios D. Rallis,D,0,,no label,,no label,,no label,Георгиос Раллис,dropped,Γεώργιος Δ. Ράλλης,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q29518994,Leonídas K. Mavromichális,K,1,,no label,,no label,,no label,,no label,Λεωνίδας Κ. Μαυρομιχάλης,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q12882524,Petros K. Mavromichalis,K,1,,no label,,no label,,no label,Петрос Мавромихалис,dropped,Πέτρος Κ. Μαυρομιχάλης,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q135298783,Marko M. Milošević,M,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,Марко Милошевић,dropped,,no label,,no label,,no label,,no label
Q670150,Raymond I Trencavel,I,0,レーモン1世・トランカヴェル,dropped,,no label,,no label,Раймон I Транкавель,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q86895177,György M Csákány,M,0,,no label,,no label,,no label,Дьёрдь М. Чакань,script_initial,,no label,,no label,,no label,,no label,,no label,מתיאש ג'רג' צ'אקאן,expanded,,no label,,no label,,no label
Q75788811,Mary C. Caldwell,C,0,メアリー・C・コールドウェル,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q4155715,Nicholas L. Dvigubsky,L,0,ニコライ・ドヴィグブスキー,dropped,尼古拉·德维古斯基,dropped,니콜라이 드비굽스키,dropped,Николай Львович Двигубский,expanded,,no label,,no label,,no label,Николай Двигубски,dropped,,no label,,no label,,no label,,no label,,no label
Q3740815,Martin T. Barlow,T,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,مارتن تي بارلو,expanded,,no label,,no label
Q17003117,Charles F. Mayer,F,1,,no label,,no label,,no label,,no label,,no label,,no label,Чарльз Фредерік Майєр (сенатор),expanded,,no label,,no label,,no label,,no label,چارلز اف. مایر,script_initial,,no label
Q75411025,Douglas F. Kennard,F,1,,no label,,no label,,no label,Дуглас Ф. Кеннард,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q48996486,Hormizd I Kushanshah,I,0,ホルミズド1世,dropped,貴霜王荷姆茲一世,dropped,,no label,Хормизд I,latin_initial,Ορμίσδας Α΄ Κουσανσάχ,expanded,होरमज़्द प्रथम कुषाणशाह,expanded,Ормізд I (кушаншах),latin_initial,,no label,,no label,,no label,هرمز الأول كوشانشاه,expanded,هرمز یکم کوشانشاه,expanded,முதலாம் ஹோர்மிஸ்டு குசான்ஷா,expanded
Q2506439,Donatus I Lupus of Bigorre,I,0,,no label,,no label,,no label,Донат Луп,dropped,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q703767,Booker T. Jones,T,1,ブッカー・T・ジョーンズ,latin_initial,布克爾·T·瓊斯,latin_initial,부커 T. 존스,latin_initial,Букер Ти Джонс,expanded,,no label,,no label,,no label,,no label,,no label,בוקר טי. ג'ונס,script_initial,بوكر تي جونز,expanded,بوکر تی. جونز,script_initial,,no label
Q37076,Alexios V Doukas,V,0,アレクシオス5世ドゥーカス,dropped,阿历克塞五世,dropped,알렉시오스 5세,dropped,Алексей V Дука,latin_initial,Αλέξιος Ε΄ Μούρτζουφλος,expanded,,no label,Олексій V Дука,latin_initial,Алексий V Дука,latin_initial,Алексије V Дука Мурзуфл,latin_initial,אלכסיוס החמישי דוקס,expanded,ألكسيوس الخامس دوكاس,expanded,آلکسیوس پنجم,dropped,,no label
Q337177,Frank K. Edmondson,K,1,フランク・エドモンソン,dropped,,no label,프랭크 K. 에드먼드슨,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,فرانك ك. إدموندسون,script_initial,,no label,,no label
Q6234576,John G. Preston,G,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,جون جي. برستون,script_initial,جان جی. پرستون,script_initial,,no label
Q5234502,David H. Bagley,H,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,ديفيد إتش باغلي,expanded,,no label,,no label
Q1884352,Norberto L. Romuáldez,L,0,,no label,,no label,,no label,Норберто Ромуальдес,dropped,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q2274502,Miguel L. Romuáldez,L,0,,no label,米格爾·羅穆爾茲,dropped,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q60800222,Walter I Schenk von Schüpf-Limpurg,I,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,Валтер I Шенк фон Шюпф-Лимпург,latin_initial,,no label,,no label,,no label,,no label,,no label
Q7343744,Robert E. Clary,E,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,روبرت إي. كلاري,script_initial,,no label,,no label
Q6519669,Leigh S. J. Hunt,S,1,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,لي إس. جاي هنت,script_initial,,no label,,no label
Q3430778,Richard G. Gotti,G,1,,no label,理查·G·高蒂,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,ريتشارد جي. غوتي,script_initial,,no label,,no label
Q6775370,Martin E. Thompson,E,1,マーティン・E・トンプソン,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,مارتن إي. تومسون,script_initial,مارتین ئی. تامپسون,script_initial,,no label
Q65224661,Sieghard X Graf von Schala und Burghausen,X,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,Зигхард X фон Шала-Бургхаузен,latin_initial,,no label,,no label,,no label,,no label,,no label
Q124637306,Berthold I. Graf von Bogen,I,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,Бертхолд I фон Боген,latin_initial,,no label,,no label,,no label,,no label,,no label
Q7962738,Wallace B. Smith,B,1,ウォーレス・Ｂ・スミス,expanded,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,والاس سميث,dropped,,no label,,no label
Q7184328,Philip S. Foner,S,1,,no label,菲利普·福纳,dropped,,no label,Филип Шелдон Фонер,expanded,Φίλιπ Σ. Φόνερ,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q568309,Mark R. Hughes,R,1,マーク・R・ヒューズ,latin_initial,马克·休斯,dropped,,no label,Марк Рейнольдс Хьюз,expanded,,no label,,no label,,no label,Марк Р. Хюз,script_initial,,no label,מארק יוז,dropped,مارك ر. هيوز,script_initial,مارک آر. هیوز,script_initial,,no label
Q901599,Charles A. Kraus,A,1,チャールズ・クラウス,dropped,查尔斯·A·克劳斯,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,تشارلز أ. كراوس,script_initial,,no label,,no label
Q44191556,Ernst I Graf und Vogt von Tonna,I,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,Ернст I фон Глайхен,latin_initial,,no label,,no label,,no label,,no label,,no label
Q112066074,Christopher J. Barber,J,1,クリストファー・J・バーバー,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q25457640,William I du Guesclin,I,0,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label,Вилијам I ди Геклен,latin_initial,,no label,,no label,,no label,,no label
Q16331236,Konstantis M. Kolokotronis,M,0,,no label,,no label,,no label,,no label,Κωνσταντής Μ. Κολοκοτρώνης,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,,no label,,no label
Q5233964,David G. Wilson,G,1,デヴィッド・G・ウィルソン,latin_initial,,no label,데이비드 G. 윌슨,latin_initial,,no label,,no label,,no label,,no label,,no label,,no label,דייוויד וילסון,dropped,دايفيد ويلسون,dropped,دیوید جی. ویلسون,script_initial,,no label
Q365672,Edmund S. Morgan,S,1,,no label,埃德蒙·摩根,dropped,,no label,Э. Морган,script_initial,,no label,,no label,,no label,,no label,,no label,,no label,إدموند مورغان,dropped,ادموند مورگان,dropped,,no label
