qid	geni_id	en_label	en_description
Q10564247	6000000047502989238	Qian Xie	Song dynasty person CBDB = 145
Q10564258	6000000014042433326	Qian Jingzhen	Song dynasty person (CBDB = 7141)
Q10564259	6000000014042520931	Qian Xuan	Song dynasty person (CBDB = 7142)
Q10564545	6000000075500208253	Yan Shougong	Song dynasty person CBDB = 52148
Q10564550	6000000075499817515	Yan Rixin	Song dynasty person CBDB = 52142
Q10564901	6000000075404219479	Ruan Yue	Song dynasty person CBDB = 33284
Q10565026	6000000075486046861	Lu Juren	Yuan dynasty person CBDB = 108395
Q10565028	6000000074753698821	Lu Chizhi	Song dynasty person (CBDB = 20637)
Q10565030	6000000074789315892	Lu Wengui	Yuan dynasty person CBDB = 28416
Q10565049	6000000075485219000	Chen Yunping	Song dynasty person CBDB = 47753
Q10565256	6000000075485280983	Chen Dazhen	Yuan dynasty person CBDB = 47712
Q10565372	6000000074749537082	Chen He	Song dynasty person (CBDB = 18808)
Q10565383	6000000074749617057	Chen Mi	Song dynasty person CBDB = 18802
Q10565385	6000000075419654339	Chen Xuan	Song dynasty person CBDB = 38097
Q10565456	6000000074727742870	Chen Ke	Song dynasty person (CBDB = 10549)
Q10565459	6000000074737444031	Chen Gongfu	Song dynasty person CBDB = 24814
Q10565468	6000000074734478907	Chen Shuqing	Tang dynasty person CBDB = 172299
Q10565470	6000000074734221999	Chen Shubiao	Tang dynasty person CBDB = 172322
Q10565472	6000000074734503866	Chen Shuming	Sui dynasty person CBDB = 32752
Q10565478	6000000075484349157	Chen Shan	Song dynasty person CBDB = 47509
Q10565528	6000000075484951366	Chen Zhensun	Song dynasty person (CBDB = 47935)
Q10565629	6000000074786612248	Chen Shunyu	Song dynasty person CBDB = 27761
Q10565643	6000000074685203986	Chen Gou	Song dynasty person (CBDB = 47585)
Q10565646	6000000074792570892	Chen Yu	Song dynasty person CBDB = 29582
Q10565667	6000000074785301333	Tao Bi	Song dynasty person CBDB = 26942
Q10565911	6000000074724969212	Huo Duanyou	Song dynasty person CBDB = 19485
Q10566044	6000000075328438258	Wei Dan	Tang dynasty person CBDB = 92153
Q10566046	6000000075406140894	Wei Ao	Tang dynasty person CBDB = 33625
Q10566059	6000000074711749911	Han Xing	Yuan dynasty person CBDB = 17789
Q10566063	6000000038103572025	Han Wei	Song dynasty person (CBDB = 8051)
Q10566064	6000000074730425667	Han Ju	Song dynasty person (CBDB = 11957)
Q10566086		Han Gun	Tang dynasty person CBDB = 178390
Q10566119	6000000020601831750	Yuansun Yan	Tang dynasty person CBDB = 32433
Q10566122	6000000020601979689	Yan Silu	Sui dynasty person CBDB = 32427
Q10566145	6000000075406203946	Gu Yin	Tang dynasty person CBDB = 33685
Q10566153	6000000074749009116	Xiang Anshi	Song dynasty person (CBDB = 18449)
Q10566301	6000000075424175958	Shoushan Xingnian	Song dynasty person (CBDB = 40332)
Q10566505	6000000075397955886	Ma Huaisu	Tang dynasty person CBDB = 32009
Q10566512	6000000075428942891	Zhao Liangsi	Song dynasty person (CBDB = 43379)
Q10566566	6000000075327093893	Feng Ang	Tang dynasty person CBDB = 30587
Q10566608	6000000074715059009	Ma Liao	Eastern Han Dynasty person CBDB = 24680
Q10566624	6000000074769576149	Zuchang Ma	Yuan dynasty person CBDB = 24523
Q10566694	6000000074735951046	Gao Sisun	Song dynasty person (CBDB = 13584)
Q10566744		Gao Wenmin	Tang dynasty person CBDB = 172877
Q10566811	6000000074698779896	Gao Jixuan	Song dynasty person (CBDB = 7113)
Q10566814	6000000074769047148	Gao Zhu	Song dynasty person (CBDB = 30227)
Q10566821	6000000075049404437	Gao Ruona	Song dynasty person CBDB = 911
Q10566822	6000000075429016122	Gao He	Song dynasty person CBDB = 0043949; poet of the Jiangxi Poetry School
Q10566842	6000000075063259870	Gao Zunyu	Song dynasty person (CBDB = 11697)
Q10566889		Gao Zhen	Tang dynasty person CBDB=141226
Q10566913	6000000074717708200	Wei Xianxin	Song dynasty person (CBDB = 7093)
Q10566915	6000000074705265132	Wei Anxing	Song dynasty person CBDB = 1940
Q10566932	6000000074758087905	Wei Ye	Song dynasty person (CBDB = 21214)
Q10566948	6000000074707158488	Yu Zhouxun	Song dynasty person CBDB = 2090
Q10566966	6000000075326324236	Xianyu Qujin	Yuan dynasty person CBDB = 30355
Q10566997	6000000075426497934	Bao Yunlong	Yuan dynasty person CBDB = 41906
Q10567154	6000000075486952113	Huang Shiyi	Song dynasty person CBDB=48709
Q10567174	6000000074727874040	Huang Gan	Song dynasty person CBDB = 10742
Q10567184	6000000075326672908	Chaoying Huang	Song dynasty person (CBDB = 30223)
Q10567193	6000000074749924008	Huang Huan	Song dynasty person CBDB = 18994
Q10567228	6000000075486725342	Huang Yigang	Song dynasty person (CBDB = 48820)
Q10567246	6000000074750111835	Huang Shiyong	Song dynasty person CBDB = 18972
Q10567264	6000000074749810034	Huang You	Song dynasty person CBDB = 18954
Q10567376	6000000075431272845	Long Dayuan	Song dynasty person CBDB = 44875
Q10567407	6000000074698637159	Gong Yuan	Song dynasty person CBDB = 941
Q10567410	6000000074727205096	Gong Yizheng	Song dynasty person CBDB = 10189
Q10593949	6000000074791961050	Yelü Lage	person, CBDB = 43489
Q1060250		Shō On	King of Ryūkyū. Qing dynasty person CBDB = 62511
Q10658829	6000000074792115883	Yelü Yindidan	Liao dynasty person CBDB=43475
Q1067326		Behter	Yuan dynasty person CBDB = 114140
Q10742819	6000000057294314037	Pei Shuye	Northern Wei person CBDB = 31876
Q10743129	6000000075501777319	Baiyun Shouduan	Song dynasty person (CBDB = 53174)
Q10771770	6000000074725376484	Hou Renbao	Song dynasty person CBDB = 7236
Q10788073		Li Yanshou	Tang dynasty person CBDB = 0092937
Q10788156	6000000074699059879	Li Changling	Song dynasty person (CBDB = 974)
Q108048019	6000000075503319862	Fojian Huiqin	Song dynasty person (CBDB = 53855)
Q10827258	6000000021150725082	Xiao Yi	Liang dynasty person CBDB = 32065
Q10864131		Ding Bing	Qing dynasty person CBDB = 30235
Q10864136	6000000075505989862	Ding Qianxue	Ming dynasty politician; CBDB ID = 126320
Q10864137	6000000075508602848	Ding Renchang	Republic of China person CBDB = 58623
Q10864139		Ding Yici	Republic of China person CBDB = 70621
Q10864187	6000000074753856840	Ding Gu	Eastern Wu person CBDB = 20614
Q10864242	6000000051947208931	Ding Baochen	Song dynasty person (CBDB = 21619)
Q10864243	6000000075508580835	Ding Baoquan	Republic of China person CBDB = 57819
Q10864264	6000000050037661311	Yu Shileng	Qing dynasty person CBDB = 344443
Q10864322	6000000075508654834	Ding Huai	Republic of China person CBDB = 58610
Q10864354	6000000075503575947	Ding Yu	Ming dynasty person CBDB = 54135
Q10864445	6000000075406591220	Ding Henian	Ming dynasty person CBDB = 34903
Q10864996	6000000074750446079	Wanshou	Tang dynasty person CBDB = 194165
Q10867334	6000000074702619170	Shangguan Ning	Song dynasty person (CBDB = 3716)
Q10867338	6000000075050108967	Shangguan Jun	Song dynasty person (CBDB = 3712)
Q10867344		Shangguan Tingzhi	Tang dynasty person CBDB = 134615
Q10877044		Kong Xun	Tang dynasty person CBDB = 184774
Q10877280	6000000074783483825	Sun Daofu	Song dynasty person CBDB = 25175
Q10879719		Yeku	Yuan dynasty person CBDB = 117464
Q10880605	6000000075507917116	Yu Shimei	Republic of China person CBDB = 57808
Q10881168	6000000074749816694	Li Mou	Tang dynasty person CBDB = 194201
Q10882472	6000000074690990833	Jing Du	Song dynasty person CBDB = 474
Q10883269	6000000058103125021	Jing Tang	Song dynasty person CBDB = 16302
Q10884622	6000000074725351013	Ren Boyu	Song dynasty person CBDB = 19076
Q10884632	6000000075503684833	Ren Zhaolin	Qing dynasty person CBDB = 54055
Q10884676	6000000074748986762	Ren Xiyi	Song dynasty person CBDB = 19078
Q10884704	6000000075327446878	Ren Fang	Liang dynasty person CBDB = 30841
Q10884739	6000000074750825033	Ren Fu	Song dynasty person CBDB = 19438
Q10885650		Buyannemekü	Qing dynasty person CBDB = 63164
Q10886013	6000000074726031087	He Li	Song dynasty person (CBDB = 8052)
Q10886032	6000000065514245857	He Jun	Qing dynasty person CBDB = 78675
Q10886102	6000000074787583902	He Menggui	Song dynasty person CBDB=27826
Q10886241	6000000074692228886	He Changyan	Song dynasty person CBDB = 673
Q10886401	6000000075326717935	He Wei	Song dynasty person (CBDB = 30305)
Q10886484	6000000074717854885	Yu Zhong	Song dynasty person CBDB=4133
Q10886521	6000000074727463142	Yu Tianren	Song dynasty person CBDB = 10387
Q10886522	6000000074727128389	Yu Tianxi	Song dynasty person (CBDB = 10386)
Q10886638	6000000075426328930	Yu Jie	Yuan dynasty person CBDB = 41850
Q10886662	6000000029287521426	Yu Zhaokang	Republic of China person CBDB = 78996
Q10886680	6000000074789305011	Yu Que	Yuan dynasty person CBDB=28450
Q10886706	6000000075501960092	Shi Liaoyuan	Song dynasty person (CBDB = 53002)
Q10886783	6000000075502321513	Shi Huiyuan	Song dynasty person (CBDB = 53853)
Q10886870	6000000075504157841	Tong Jingwen	Qing dynasty person CBDB = 54661
Q10887307		Hou Fangxia	Qing dynasty person CBDB = 63799
Q10887379		Hou Zhenyang	Ming dynasty person CBDB = 129271
Q10887771	6000000074707920827	Yu Chong	Song dynasty person (CBDB = 2082)
Q10887805	6000000074707644028	Yu Xidan	Song dynasty person CBDB = 2086
Q10887831	6000000075429306859	Yu Wenbao	Song dynasty person CBDB = 43551
Q10887861	6000000074707808906	Yu Xianke	Song dynasty person (CBDB = 2088)
Q10887897	6000000029164217552	Biyun Yu	person, CBDB = 56112
Q10888130		Houling	Qing dynasty person CBDB = 59853
Q10888349	6000000074770488422	Ni Si	Song dynasty person (CBDB = 24788)
Q10888383		Ni Liangyao	Qing dynasty person CBDB = 63947
Q10889004		Fu Boshou	Song dynasty person CBDB = 14450
Q10889005		Fu Bocheng	Song dynasty person (CBDB = 14451)
Q10889027	6000000075610986822	Fu Jianian	Republic of China person CBDB = 54953
Q10889040	6000000028794990301	Fu Shoutong	Qing dynasty person CBDB = 350252 (1818–1887)
Q10889061	6000000074692075876	Fu Songqing	Song dynasty person CBDB = 624
Q10889114	6000000074725505451	Fu Ji	Ming dynasty person (CBDB = 7225)
Q10889139	6000000075488225848	Fu Qian	Song dynasty person CBDB = 49056
Q10889159	6000000074728573853	Fu Zhi	Western Jin dynasty person CBDB = 11156
Q10889177		Fu Zide	Song dynasty person (CBDB = 3309)
Q10889256		Chu Fangqing	Qing dynasty person CBDB=90201
Q10889485	6000000075506338902	Chu Zhaofeng	Qing dynasty person CBDB = 56061
Q10889489		Chu Zaiwen	Qing dynasty person CBDB = 90204
Q10889491	6000000075612192006	Chu Dawen	Qing dynasty person CBDB = 55777
Q10889495		Chu Baoshu	Qing dynasty person CBDB = 65295
Q10889499		Chu Jinguan	Qing dynasty person CBDB = 90211
Q10889501		Chu Mishu	Qing dynasty person CBDB = 350447
Q10889504		Chu Yuwen	Qing dynasty person CBDB = 350459
Q10889520	6000000075502261003	Shi Yunkan	Song dynasty person CBDB = 53094
Q10889559		Yuan Shao	Northern Wei person CBDB = 339591
Q10889796	6000000075402812863	Yuan Jie	Tang dynasty person CBDB = 32889
Q10889803		Yuan Yu	Northern Wei person CBDB = 339593
Q10889877		Chongbao	Qing dynasty person CBDB = 124222
Q10893110	6000000075507404034	Liushiqi	Qing dynasty person CBDB = 57059
Q10894958	6000000211880717821	Mao Guangsheng	Qing dynasty person CBDB = 120760
Q10894962	6000000075505884323	Mao Xiang	Qing dynasty person CBDB = 56236 (1611–1693)
Q10895352	6000000047502280188	Feng Zheng	Song dynasty person (CBDB = 606)
Q10895355	6000000075326567994	Feng Shike	Ming dynasty person CBDB = 30243
Q10895376	6000000075485869291	Feng Mengde	Song dynasty person CBDB = 48381
Q10895694	6000000074726889389	Shi Jingyuan	Song dynasty person (CBDB = 10145)
Q10897041		Liu Shih-heng	Republic of China person CBDB = 74966 (1875–1926)
Q10897086	6000000074789287110	Liu Renben	Yuan dynasty person CBDB = 28457
Q10897091	6000000075405432851	Liu Xianlun	Song dynasty person CBDB = 33352
Q10897177	6000000019472378152	Liu Mianzhi	Song dynasty person CBDB = 11864
Q10897209	6000000074792886892	Liu Taigong	Qing dynasty person CBDB = 29703
Q10897315	6000000074725440821	Liu Anjie	Song dynasty person (CBDB = 17480)
Q10897343	6000000075499066578	Liu Zai	Song dynasty person CBDB = 11800
Q10897425	6000000074700873422	Liu Cen	Song dynasty person CBDB = 1238
Q10897491	6000000075500458942	Liu Tingrang	Song dynasty person CBDB = 51973
Q10897492		Liu Jian	Western Han Dynasty person CBDB = 135007
Q10897501	6000000074729802850	Liu Yi	Song dynasty person CBDB = 1201
Q10897770	6000000074752994843	Liu Wen Sou	person, CBDB = 3602
Q10897853	6000000074790473050	Liu Qi	Yuan dynasty person CBDB = 28855
Q10897896	6000000074752877271	Liu Xizhong	Song dynasty person (CBDB = 20457)
Q10897951	6000000074717584102	Liu Mengsou	Song dynasty person (CBDB = 18391)
Q10897989	6000000074787342015	Liu Guo	Song dynasty person (CBDB = 27720)
Q10898037		Liu Jinzao	Republic of China person CBDB = 75325
Q10899334	6000000074789844821	Liu Sanwu	Ming dynasty person CBDB = 28545
Q10899418		Liu Zhuan	Later Han dynasty person CBDB = 339661
Q10899496	6000000019150224561	Liu Zhaoyang	Qing dynasty person CBDB = 74988
Q10899517	6000000075506341834	Liu Siwan	person, CBDB ID = 55980
Q10899556	6000000075500442828	Liu Kui	Song dynasty person CBDB = 51873
Q10899600	6000000074731094015	Zihui Liu	Song dynasty person (CBDB = 11827)
Q10899619	6000000075508910889	Liu Xueqian	Republic of China person CBDB = 60655
Q10899629	6000000074768573858	Liu Anren	Tang dynasty person CBDB = 194604
Q10899676	6000000075346206974	Liu Shenli	Tang dynasty person CBDB=16631
Q10899693	6000000019152033093	Liu Lvxuan	Qing dynasty person CBDB = 75368
Q10899749	6000000075506713819	Liu Pengnian	Republic of China person CBDB = 60658
Q10899754	6000000040034083356	Liu Fu	person, CBDB ID = 369653
Q10899765	6000000075345603283	Liu Dewei	Tang dynasty person CBDB = 16630
Q10899845	6000000051565801969	Zhi Liu	Song dynasty person (CBDB = 8089)
Q10899846	6000000039025031998	Liu Ban	Song dynasty person (CBDB = 1220)
Q10899898		Liu Ang	Later Han dynasty person CBDB = 339660
Q10899914	6000000050095879945	Liu Xingwei	Qing dynasty person CBDB = 56862
Q10899970	6000000075376918822	Liu Qichu	Tang dynasty person CBDB = 92664
Q10900037	6000000068782596870	Liu Yongzuo	Ming dynasty person CBDB = 132687
Q10900041		Liu Rumo	Qing dynasty person CBDB = 75057
Q10900049	6000000074700151413	Liu Hang	Song dynasty person (CBDB = 8090)
Q10900077		Liu Tuan	Later Han dynasty person CBDB = 339659
Q10900121	6000000068782697052	Liu Xuan	Qing dynasty person CBDB = 60282
Q10900135	6000000074717949828	Liu Xigu	Song dynasty person CBDB = 8091
Q10900137		Liu Xizuo	Ming dynasty person CBDB = 60480
Q10900175		Liu Dian	Later Han dynasty person CBDB = 339662
Q10900189	6000000075615211933	Liu Ruiqi	Qing dynasty person CBDB = 60634
Q10900190		Liu Jui-fen	Qing dynasty person CBDB = 58139
Q10900194	6000000074787461218	Liu Lian	Ming dynasty person CBDB = 34419
Q10900201	6000000074787856886	Liu Jing	Ming dynasty person CBDB = 34461
Q10900203	6000000019509994747	Liu Yonghe	person, CBDB ID = 391842
Q10900216	6000000019152083001	Liu Zhanhan	person, CBDB ID = 370366
Q10900237	6000000050095962883	Liu Zhongzhi	Qing dynasty person CBDB = 60484
Q10900270	6000000068742822043	Liu Weilie	Qing dynasty person CBDB = 75284
Q10900301	6000000075500712887	Liu Xisou	Song dynasty person CBDB = 52087
Q10900304	6000000074733085842	Liu Qiao	China person CBDB = 12173
Q10900354	6000000075508660002	Liu Ruoceng	Republic of China person CBDB = 61019
Q10900362	6000000075508746915	Liu Hua	Republic of China person CBDB = 60668
Q10900370	6000000074738687939	Liu Fen	Tang dynasty person CBDB = 15132
Q10900416	6000000050096164859	Liu Jinzhi	Qing dynasty person CBDB=75336
Q10900435	6000000074712838871	Liu Qi	Song dynasty person (CBDB = 3583)
Q10900438		Liu Yueyun	Qing dynasty person CBDB = 57817
Q10900444	6000000074784752567	Liu Hui	Song dynasty person CBDB = 26913
Q10900552	6000000075346339935	Liu Su	Tang dynasty person CBDB = 31725
Q10900561	6000000013011443945	Liu Tiqian	Republic of China person CBDB = 75085
Q10900562	6000000075407329038	Liu Tiren	Qing dynasty person CBDB = 35180
Q10901287		Lekdehun	Qing dynasty person CBDB = 65841
Q10901319		Lerbei	Qing dynasty person CBDB = 124220
Q10901320		Lergiyen	Qing dynasty person CBDB = 59363
Q10901590	6000000074727465108	Bao Hui	Song dynasty person (CBDB = 10767)
Q10906067	6000000018175548157	Zhuo Xiaofu	Republic of China person CBDB = 82784
Q10909656	6000000075505270898	Bian Yongyu	Qing dynasty person CBDB = 55247
Q10909660	6000000045592542887	Bian Yiqing	person, CBDB ID = 387226
Q10910059		Lu Yanqing	Tang dynasty person CBDB = 178702
Q10910066		Lu Wenchao	Qing dynasty person CBDB = 33851
Q10910112		Lu Zhao	Tang dynasty person CBDB = 92366
Q10910495	6000000075423282910	Wei Zhaode	Song dynasty person CBDB = 39598
Q10910882	6000000074783791867	Li Wenweng	Song dynasty person CBDB = 25508
Q10913327	6000000075422188834	Gu Chengzhi	person, CBDB = 38957
Q10915998	6000000074758629933	Shi Dan	Eastern Han Dynasty person CBDB = 31742
Q10916035	6000000074757228711	Shi Zhaizhi	Song dynasty person CBDB = 3729
Q10916036	6000000074758461869	Shi Yuzhi	Song dynasty person (CBDB = 18205)
Q10916037	6000000074758146143	Shi Shouzhi	Song dynasty person CBDB = 18235
Q10916068	6000000074727921853	Shi Yaobi	Song dynasty person CBDB = 10640
Q10916072	6000000074758105177	Shi Shizhong	Song dynasty person (CBDB = 10381)
Q10916081	6000000074758280928	Shi Migong	Song dynasty person (CBDB = 18137)
Q10916082	6000000075060219823	Shi Mizhong	Song dynasty person (CBDB = 10383)
Q10916085	6000000074758347855	Shi Miying	Song dynasty person CBDB=10427
Q10916101	6000000074757522287	Shi Cai	Song dynasty person (CBDB = 8114)
Q10916151	6000000074758282048	Shi Hao	Song dynasty person (CBDB = 8113)
Q10916164		Shi Jirong	Qing dynasty person CBDB = 29982
Q10916196	6000000074758118000	Shi Mengqing	Song dynasty person (CBDB = 18159)
Q10916215	6000000075422340029	Shi Dazu	Song dynasty person (CBDB = 39168)
Q10916228	6000000074758523984	Shi Gao	Western Han Dynasty person CBDB = 31741
Q10916233	6000000050096320956	Shi Heling	person, CBDB ID = 366807
Q10916334	6000000075490251847	Ye Daqing	Song dynasty person CBDB = 49818
Q10916366	6000000031975758128	Ye Jingchang	Qing dynasty person CBDB = 73185
Q10916390	6000000074749042867	Ye Mengding	Song dynasty person CBDB=18198
Q10916427	6000000074738367822	Ye Zuxia	Song dynasty person CBDB = 14584
Q10916597	6000000074715690997	Sima Ji	Song dynasty person (CBDB = 16081)
Q10916665	6000000023619649947	Sima Jin	China person CBDB = 30901
Q10918067	6000000038239696218	Xiang Zhuanshi	Song dynasty person (CBDB = 17291)
Q10918129	6000000038239713036	Xiang Minzhong	Song dynasty person (CBDB = 705)
Q10918378	6000000074753723051	Lü Wenhuan	Yuan dynasty person CBDB = 20655
Q10918439	6000000038027305519	Lü Mengzheng	Song dynasty person (CBDB = 8101)
Q10918454	6000000074701664922	Lü Yihao	Song dynasty person (CBDB = 1310)
Q10918600	6000000075407516923	Wu Renjie	Song dynasty person CBDB = 35109
Q10918625		Wu Jie	Qing dynasty person CBDB = 61632
Q10918638	6000000037590973447	Wu Chong	Song dynasty person (CBDB = 1960)
Q10918644		Wu Zhaoqian	Qing dynasty person CBDB=34247
Q10918673	6000000074759074115	Wu Shiqing	Song dynasty person CBDB = 22383
Q10918692	6000000022572130691	Wu Sijue	Qing dynasty person CBDB = 58914
