qid	geni_id	en_label	en_description
Q15920127		Mandahai	Qing dynasty person CBDB = 64157
Q15920128	6000000047826215890	Zhuang Kai	Qing dynasty person CBDB = 67343
Q15920161	6000000075508778919	Zheng Shuchen	Republic of China person CBDB = 60372
Q15920322		Pei Kai	person, CBDB = 195411
Q15920424		Li Xingshi	Tang dynasty person CBDB = 173652
Q15920442		Zhao Cengzhong	Republic of China person CBDB = 84360
Q15920460	6000000075373460821	Yuan Zigong	Eastern Wei person CBDB = 31837
Q15920586	6000000075508872897	Zhao Xi	Republic of China person CBDB = 60414
Q15920690	6000000063343421225	Wang Quanbin	Song dynasty person (CBDB = 11689)
Q15920865	6000000075554685822	Wang Rongshang	Republic of China person CBDB = 61928
Q15921143	6000000075611626021	Yuan Lizhun	Republic of China person CBDB = 63547
Q15921160	6000000037667785418	Ye Zaiqi	Qing dynasty person CBDB = 65066
Q15921272		Fan Shijing	Song dynasty person CBDB = 580
Q15921464	6000000075508698826	Rao Zhixiang	Republic of China person CBDB = 58756
Q15921642	6000000006582015956	Zhao Yuanwo	Song dynasty person (CBDB = 10530)
Q15921654	6000000064849118831	Fan Zongjie	Song dynasty person CBDB=585
Q15922027	6000000025457969913	Pan Hongding	Qing dynasty person CBDB = 355756
Q15922281	6000000038242041869	Zhao Yun	Song dynasty person (CBDB = 26320)
Q15922968		Aixinjueluo Yurui	Qing dynasty person CBDB = 58312
Q15923621		Wang  Zhan	China person CBDB = 134623
Q15923626	6000000075345372890	Lu Qin	Western Jin dynasty person CBDB = 31523
Q15924217	6000000045467750822	Tong Huai	Qing dynasty person CBDB = 338752
Q15924364	6000000012967356967	Kong Sizhe	Tang dynasty person CBDB=184744
Q15924768	6000000075329035874	Wei Kuangbo	Sui dynasty person CBDB = 31034
Q15924962	6000000021651887195	Chen Yaozi	Song dynasty person (CBDB = 99)
Q15924980	6000000046994848902	Chen Zhizhong	Song dynasty person CBDB = 34
Q15924993	6000000075606955845	Ye Shaoben	Qing dynasty person CBDB = 54392
Q15925063	6000000075428794038	Gao Yongneng	Song dynasty person CBDB = 43654
Q15925134	6000000074733424213	Chen Chen	Eastern Han Dynasty person CBDB = 12825
Q15925238	6000000045294474078	Qian Junxiang	Republic of China person CBDB = 64123
Q15925365	6000000074738277832	Chen Yong	Tang dynasty person CBDB = 14549
Q15925400	6000000075407667940	Yin Keng	Chen dynasty person CBDB = 35198
Q15925537		Jiang Zhou	Qing dynasty person CBDB = 59114
Q15925727	6000000211119633850	Chen Zhu	person, CBDB ID = 371928
Q15925794	6000000011626675023	Fei Shuwei	Republic of China person CBDB = 85450
Q15925837	6000000013883463189	Chen Yuanyan	person, CBDB ID = 371622
Q15925902	6000000075405011367	Dajing Luo	Song dynasty person CBDB = 33647
Q15925937	6000000044347094296	Feng Ruqi	Qing dynasty person CBDB = 355275
Q15925973		Chen Jiayan	person, CBDB ID = 371885
Q15925977	6000000075553067157	Wang Qingping	Republic of China person CBDB = 62003
Q15926087	6000000046994188835	Zhao Cai	Song dynasty person (CBDB = 42625)
Q15926186	6000000075344839959	Cui Qiao	Tang dynasty person CBDB = 31369
Q15926246	6000000075607122924	Guo Cengxin	Republic of China person CBDB = 54539
Q15926257	6000000074727812855	Quan Hu	Song dynasty person (CBDB = 10565)
Q15926312		Xin Chang	Cao Wei person CBDB = 135474
Q15926320	6000000021151556917	Changsun Si	Northern Zhou person CBDB = 173161
Q15926375		Wei Yuanzhao	Tang dynasty person CBDB = 180984
Q15926392	6000000075491277925	Zhao Zhen	Song dynasty person (CBDB = 50164)
Q15926612	6000000075507909301	Zhao Yuan	Republic of China person CBDB = 60422
Q15926645	6000000186832942860	Chen Xun	person, CBDB ID = 371619
Q15926684	6000000147224501978	Hu Jiayu	Qing dynasty person CBDB=61369
Q15926717	6000000074728217885	Chen Ji	Ming dynasty person CBDB = 26193
Q15927038	6000000075503135090	Gan Rulai	Qing dynasty person CBDB=54007
Q15927489	6000000074748547893	Tang Jin	Northern Zhou person CBDB = 17867
Q15927705		Yan Wan	Tang dynasty person CBDB = 142893
Q15927730		Zhangsun Cheng	person, CBDB = 162109
Q15927765		Fan Zhen	Song dynasty person CBDB=3279
Q15927794		Amurlingkui	Republic of China person CBDB = 62510
Q15927808	6000000075423322936	Wang Yan	Song dynasty person CBDB = 39692
Q15927853	6000000075048790451	Zhao Chen	Song dynasty person (CBDB = 50183)
Q15927921	6000000074725619419	Qian Ruoshui	Song dynasty person CBDB = 8005
Q15928092	6000000031960812557	Guo Cengzhun	Republic of China person CBDB = 87562
Q15928574	6000000075507665850	Jueluo Suku	Qing dynasty person CBDB = 69478
Q15928636	6000000074737740882	Chong E	Song dynasty person CBDB = 14315
Q15928646	6000000011626915020	Wu Daheng	Qing dynasty person CBDB = 351990
Q15928686	6000000075508739917	Zhao Shangfu	Republic of China person CBDB = 60409
Q15929089	6000000075504003931	Gu Guangxu	Qing dynasty person CBDB = 54591
Q15929190		Guo Decheng	Ming dynasty person CBDB = 130197
Q15929259		Na'ertu	Qing dynasty person CBDB = 124200
Q15929562	6000000074714363314	Ma Zhijie	Song dynasty person CBDB=8103
Q15929761	6000000074745293881	Zhao Kui	Song dynasty person (CBDB = 15219)
Q15929767	6000000074710243148	Cheng Dachang	Song dynasty person (CBDB = 3109)
Q15930040	6000000075333581106	Tuoba Shu	Northern Wei person CBDB = 32886
Q15930128	6000000171849823850	Wei Qing	Ming dynasty person CBDB = 67604
Q15930164		Doulu Jian	Tang dynasty person CBDB = 182027
Q15930590		Wang E	Tang dynasty person CBDB = 186698
Q15930684	6000000039003349325	Su Yijian	Song dynasty person (CBDB = 8115)
Q15930778	6000000074737324976	Chong Shizhong	Song dynasty person CBDB = 14318
Q15931088	6000000046994059949	Zhao Yu	Song dynasty person (CBDB = 42624)
Q15931099	6000000075508535976	Cai Jintai	Republic of China person CBDB = 60550
Q15931117	6000000074692219112	Xu Jiang	Song dynasty person CBDB = 781
Q15931255	6000000075509178836	Wang Qingmu	Republic of China person CBDB = 61593
Q15931510	6000000075337493078	Li Chongjie	Sui dynasty person CBDB = 31126
Q15931531	6000000074758649477	Shi Yannian	Song dynasty person CBDB = 22278
Q15931601	6000000074728943835	Wang Shengui	person, CBDB = 194932
Q15931690	6000000074753540949	Lu Jiuling	Song dynasty person CBDB = 20584
Q15931704	6000000075607235899	Wang Wen-chih	Qing dynasty person CBDB = 54580 (1730–1802)
Q15931809		Wang Xingwu	Qing dynasty person CBDB = 69625
Q15931854	6000000044379158615	Zhuang Zhongji	Qing dynasty person CBDB = 361043
Q15931900	6000000045928767319	Tong Xiangxiong	Republic of China person CBDB = 90305
Q15931964	6000000074734375920	Chen Shujian	Tang dynasty person CBDB = 172296
Q15931993	6000000039081235524	Han Chongyun	Song dynasty person CBDB = 14917
Q15932008	6000000075612226898	Lu Zhenfen	Qing dynasty person CBDB = 55770
Q15932036	6000000075491249911	Zhao Qu	Song dynasty person CBDB = 50196
Q15932087	6000000074751021128	Xu Zhie	Southern Tang person CBDB = 19621
Q15932139		Jiang Tingfu	Republic of China person CBDB = 89618
Q15932258	6000000074787534138	Wu Chen	Ming dynasty person CBDB = 27985
Q15932262	6000000075507580963	Jin Shenghuan	Qing dynasty person CBDB = 57084
Q15932959	6000000039151552475	Wang Gongchen	Song dynasty person (CBDB = 1847)
Q15932962	6000000074736809176	Chong Shiheng	Song dynasty person (CBDB = 14312)
Q15933137		Cui Yao	Tang dynasty person CBDB = 143002
Q15933146		Wang Chengxun	Ming dynasty person CBDB = 30377
Q15933159	6000000074736246915	Gao Wenhu	Song dynasty person (CBDB = 13583)
Q15933218		Nasantsogt	Qing dynasty person CBDB = 61688
Q15933270	6000000074688657913	Zhao Yuanjie	Song dynasty person (CBDB = 10509)
Q15933335		Jiang Jixun	Qing dynasty person CBDB = 56871
Q15933350		Wang Shu	Ming dynasty person CBDB = 34718
Q15933392		Ji Chu	person, CBDB = 134616
Q15933502	6000000074727555330	Chen Junqing	Song dynasty person (CBDB = 10884)
Q15933785	6000000063343180879	Song Minqiu	Song dynasty person (CBDB = 1571)
Q15933956	6000000075554450045	Qin Shusheng	Republic of China person CBDB = 62042 (1861–1926)
Q15934242	6000000048997312989	Shifen Wu	Qing dynasty person CBDB = 60717
Q15934322	6000000075506109880	Jiang Cheng	Qing dynasty person CBDB = 69653
Q15934399	6000000075345224901	Dugu Qingyun	Tang dynasty person CBDB = 31427
Q15934480		Xiao Cen	person (CBDB = 150172)
Q15934548	6000000075507947176	Jiang Shifen	Republic of China person CBDB = 60528
Q15934593	6000000075420545992	Zheng Xingzhi	Song dynasty person (CBDB = 38224)
Q15934778	6000000074733352942	Xie Yi	Song dynasty person (CBDB = 12331)
Q15934970	6000000074728020841	Wang Wei	Ming dynasty person CBDB = 10726
Q15935209	6000000074704646082	Wang Dayou	Song dynasty person (CBDB = 10349)
Q15935359	6000000074728365863	Zheng Qiao	Song dynasty person CBDB = 11053
Q15935402	6000000074718595117	Yuan Xie	Song dynasty person (CBDB = 10289)
Q15935475	6000000074746596885	Di Jianmo	Tang dynasty person CBDB = 16436
Q15935581		Lu Shangzhi	person, CBDB = 179298
Q15935606	6000000074687941082	Zhao Yunning	Song dynasty person (CBDB = 10496)
Q15935641	6000000074792520944	Zheng Shanfu	Ming dynasty person CBDB=29591
Q15935736	6000000075343771367	Li Keshi	Tang dynasty person CBDB = 31313
Q15935748	6000000075612043886	Zhong Junsheng	Qing dynasty person CBDB = 55694
Q15935788	6000000037677852292	Fan Mengling	Wuyue person CBDB = 16742
Q15935845	6000000171849688843	Wei Ying	Ming dynasty person CBDB = 67605
Q15936038	6000000049896353990	Zhao Xiongzhao	Qing dynasty person CBDB = 84376 (1663–1721)
Q15936221		Tao Dalin	Ming dynasty person CBDB = 68324
Q15936293		Pei Zhongjiang	Tang dynasty person CBDB = 142868
Q15936320		Qian Rucheng	person, CBDB = 58013 (1722–1779)
Q15936346		Doulu Guangzuo	Tang dynasty person CBDB = 153459
Q15936430	6000000037591073857	Wang Pang	Song dynasty person (CBDB = 3968)
Q15936468	6000000074785783884	Tao Yue	Song dynasty person (CBDB = 26941)
Q15936507	6000000058101096991	Cai Shen	Song dynasty person CBDB = 10058
Q15936682		Xiao Yu	person, CBDB = 193952
Q15936923		Zaifu	Qing dynasty person CBDB = 125297
Q15937086	6000000075049885951	Zhao Bi	Song dynasty person (CBDB = 42263)
Q15937160	6000000074381916822	Qian Weijun	Song dynasty person (CBDB = 14698)
Q15937652	6000000075492954979	Zhao Yanhui	Song dynasty person (CBDB = 50816)
Q15937771	6000000074728192924	Chen Qi	Song dynasty person (CBDB = 10880)
Q15937984		Zhao Ercui	Qing dynasty person CBDB = 366132
Q15937988	6000000019156191017	Chen Maoding	Republic of China person CBDB = 82246
Q15938097	6000000031942306522	Lin Fuxi	Qing dynasty person CBDB = 364026
Q15938101	6000000044388390067	Zhuang Peiyin	Qing dynasty person CBDB = 74707
Q15938142	6000000075507894854	Wang Denglian	Qing dynasty person CBDB = 57191
Q15938144		Xu Naizhao	Qing dynasty person CBDB = 54708
Q15938146	6000000074684928882	Chen Guan	Song dynasty person (CBDB = 7128)
Q15938278		Quan Yi	person, CBDB = 142374
Q15938363		Oja	Qing dynasty person CBDB = 124279
Q15938420		Qu Ruji	Ming dynasty person CBDB = 30185
Q15938456	6000000074745297039	Zheng Xia	Song dynasty person (CBDB = 15296)
Q15938477		Wu Zhen	Tang dynasty person CBDB = 93661
Q15938554		Li Hui	person, CBDB = 175276
Q15938728	6000000074758863242	Han Gonggao	Western Han Dynasty person CBDB = 22438
Q15938817	6000000075329041879	Wei Xiong	Northern Zhou person CBDB = 31004
Q15938830	6000000074750205869	Rao Huchen	Song dynasty person CBDB = 19139
Q15938844	6000000075607281023	Chen Luan	Qing dynasty person CBDB = 54654
Q15938863		Lu Guangxi	Qing dynasty person CBDB = 81176
Q15938930	6000000075375636849	Pei Zhouxian	Tang dynasty person CBDB = 146140
Q15938957	6000000075610578821	Hu Pengshou	Qing dynasty person CBDB = 341372
Q15939320	6000000074750287176	Xu Zhijian	Southern Tang person CBDB=19616
Q15939330		Li Xianggu	Tang dynasty person CBDB = 141125
Q15940058	6000000006582015964	Zhao Yuancheng	Song dynasty person (CBDB = 15975)
Q15940340	6000000074724810553	Wang Shenqi	Song dynasty person (CBDB = 3976)
Q15940782	6000000074783160926	Xiao Guoliang	Song dynasty person CBDB = 25115
Q15940958	6000000129575486906	Li Cong	Tang dynasty person CBDB = 188285
Q15941139	6000000019509862338	Chen Yongguang	Qing dynasty person CBDB = 61033
Q15941348	6000000029723867548	Sun Ji	Qing dynasty person CBDB = 75946
Q15941419	6000000074706342876	Yan Yi	Song dynasty person CBDB = 2064
Q15941504	6000000075492399922	Zhao Kuangji	Song dynasty person (CBDB = 50519)
Q15941515	6000000075344944384	Lu Min	Northern Wei person CBDB=31632
Q15941767	6000000075610207222	Wang Pengyun	Qing dynasty person CBDB = 54979
Q15941891	6000000011573226485	Mingan	person, CBDB ID = 375316
Q15941897	6000000075334579859	Li Yu	Northern Wei person CBDB = 31123
Q15941902	6000000074770998968	Ma Tong	Western Han Dynasty person CBDB = 24674
Q15942258	6000000074705675932	Wu Zhongfu	Song dynasty person (CBDB = 1967)
Q15942322		Shi Yimo	Qing dynasty person CBDB = 61485
Q15942345	6000000011627484550	Zhao Yun	Qing dynasty person CBDB = 84079
Q15942370	6000000037911156223	Cai Tao	Song dynasty person CBDB=10838
Q15942472	6000000075502503997	Shi Shengchang	Song dynasty person CBDB = 53418
Q15942590		Qin Jiamu	Republic of China person CBDB = 85750
Q15942599	6000000074792586997	Ruan Kuisheng	Qing dynasty person CBDB = 29645
Q15942617	6000000075430188837	Yelv Pode	Liao dynasty person CBDB=44190
Q15942689		Dongge	Qing dynasty person CBDB = 63180
Q15942786	6000000075429067821	Hu Shunzhi	Song dynasty person CBDB = 43373
Q15942801	6000000075421586891	Tian Qinzuo	Song dynasty person (CBDB = 38869)
Q15942806	6000000075327206850	Fan Xiaocai	Liang dynasty person CBDB = 135255
Q15942916	6000000038131972555	Xie Jingwen	Song dynasty person CBDB = 728
Q15942938	6000000196366608824	Hu Shao	Tang dynasty person CBDB = 178595
Q15942965		Chen Zhuang	Tang dynasty person CBDB = 172287
Q15943020		Tao Mo	Qing dynasty person CBDB = 60673
Q15943465	6000000020181592536	Wang Jen-kan	Qing dynasty person CBDB = 55786 (1848–1893)
Q15943656		Ye Dahan	Qing dynasty person CBDB = 73091
Q15943662	6000000045775755888	Ye Dachen	Qing dynasty person CBDB = 363551
Q15943975	6000000039001130876	Bi Shian	Song dynasty person CBDB = 8107
Q15944550		Li Junxuan	Sui dynasty person CBDB = 138893
Q15944660		Wang Zhengyi	Ming dynasty person CBDB = 30375
Q15944710	6000000023701103686	Wang Yue	China person CBDB = 25789
Q15944827	6000000074747488087	Luo Ruji	Song dynasty person (CBDB = 17511)
Q15944956	6000000018571543630	Weng Tongjue	Qing dynasty person CBDB=55019
Q15945051		Qian Dazhao	Qing dynasty person CBDB = 29878
Q15945259		Chen Yuguang	person, CBDB ID = 372389
Q15945284		Chen Xianqing	person, CBDB ID = 372131
Q15949680		Li Xin	Tang dynasty person CBDB = 188576
Q15950136		Xu Naiji	Qing dynasty person CBDB = 54704
Q15950562		Mou Yuexiang	Sui dynasty person CBDB = 138709
Q15951258	6000000216047751834	Jiang Yuanyi	Qing dynasty person CBDB = 59101
Q15951465	6000000075505369943	Yan Guangmin	Qing dynasty person CBDB=35174
Q15951492	6000000012860217219	Wang Mingluan	Qing dynasty person CBDB = 60478
Q15951565	6000000074792048925	Chen Fu	Yuan dynasty person CBDB = 29308
Q15951980		Tao Baolian	Qing dynasty person CBDB = 120346
Q15952242		Wang Yongni	Qing dynasty person CBDB = 341670
Q15952572	6000000029741558967	Zhao Fengchang	Republic of China person CBDB = 84171
Q15952839	6000000075482345641	Zhang Zhao	Song dynasty person (CBDB = 46698)
Q15953066		Wei Zhou	Tang dynasty person CBDB = 181087
Q15953288	6000000074735477871	Li Huan	Tang dynasty person CBDB = 32163
Q15953305	6000000074791843876	Yelü Talu	Liao dynasty person CBDB = 43339
Q15953455		Xiao Yan	Tang dynasty person CBDB = 146573
Q15953734	6000000075049750933	Zhao Shu	Song dynasty person (CBDB = 50175)
Q15953920	6000000074788769957	Zheng Yi	Ming dynasty person CBDB = 28215
Q15954120	6000000075617024839	Guan Tinge	Republic of China person CBDB = 62650
Q15954134	6000000074725733916	Chen Xiang	Song dynasty person (CBDB = 7005)
Q15954405	6000000075414262924	Lu Qi	Yuan dynasty person CBDB = 35455
Q15954569	6000000075506193539	Wang Jin	Ming dynasty person CBDB = 56705
Q15954826		Wang Tongjiao	person, CBDB = 154781
Q15954845	6000000074750788964	Li Mou	Tang dynasty person CBDB = 194224
Q15954893	6000000074731392943	Zhu Mu	Song dynasty person (CBDB = 11898)
Q15955419	6000000051917869501	Lu Dian	Song dynasty person (CBDB = 8098)
Q15955462		Xu Yougong	Tang dynasty person CBDB = 184656
Q15955816	6000000037677741285	Fan Zanshi	Song dynasty person (CBDB = 16743)
Q15956138	6000000075507703894	Wang Shiren	Qing dynasty person CBDB = 57114
Q15956180	6000000074745981908	Cheng Yuanfeng	Song dynasty person (CBDB = 15772)
Q15956338	6000000046994336373	Chen Shu	Song dynasty person (CBDB = 83)
Q15956380	6000000074735895970	Zheng Xie	Song dynasty person CBDB = 13378
Q15956404	6000000075506601165	Shen Sanzeng	Qing dynasty person CBDB = 56644
Q15956474		Li Yu	Tang dynasty person CBDB=188984
Q15956496		Doulu Huairang	Tang dynasty person CBDB = 147546
Q16001157	6000000074725964358	Pengnian Chen	Song dynasty person (CBDB = 8177)
Q16002176	6000000074746720834	Zeng Ju	Xin dynasty person CBDB = 16576
Q16002300	6000000049404677840	Zhang Tianfu	Ming dynasty person CBDB = 130339
Q16002593	6000000075405798374	Zhang Zongyan	Yuan dynasty person CBDB = 34427
Q16002595	6000000075406663026	Zhang Yudi	Yuan dynasty person CBDB = 34437
Q16002602	6000000075406665959	Zhang Side	Yuan dynasty person CBDB = 34440
Q16002603	6000000075406293159	Zhang Zhengyan	Yuan dynasty person CBDB=34441
Q16002605	6000000075406786954	Zhang Zhengchang	Ming dynasty person CBDB = 34442
Q16002607	6000000075406753947	Zhang Yuqing	Ming dynasty person CBDB = 34444
Q16002625		Zhang Yulong	Qing dynasty person CBDB = 346023
Q16075278		Xiao Dazhuang	person (CBDB = 193963)
Q16075283	6000000075049404240	Zhao Cheng	Song dynasty person (CBDB = 50197)
Q16075286	6000000074792061872	Yelü Houabu	Liao dynasty person CBDB = 43196
Q16075296	6000000075049516050	Zhao Jin	Song dynasty person (CBDB = 50157)
Q16075297	6000000075049804987	Zhao Jun	Song dynasty person (CBDB = 50078)
Q16075301		Xiao Yang	Sui dynasty person CBDB = 145961
Q16075304	6000000075049960881	Zhao Yi	Song dynasty person (CBDB = 50063)
Q16075305	6000000074688158851	Zhao Jun	Song dynasty person (CBDB = 119608)
Q16075307	6000000075049529102	Zhao Di	Song dynasty person (CBDB = 50120)
Q16075318	6000000075049795978	Zhao E	Song dynasty person (CBDB = 50145)
Q16075322	6000000074727717843	Qiu Chong	Song dynasty person CBDB = 39257
Q16075345	6000000074791684072	Yelü Ding	Liao dynasty person CBDB = 43345
Q16075361		Xiao Jing	Tang dynasty person CBDB = 171681
Q16075365	6000000075049909866	Zhao Shi	Song dynasty person (CBDB = 50093)
Q16075366	6000000075490983984	Zhao Ti	Song dynasty person (CBDB = 50098)
Q16075373	6000000075491103924	Zhao Mu	Song dynasty person (CBDB = 50176)
Q16075380		Xiao Jian	person, CBDB = 193954
Q16075402	6000000075490962045	Zhao Yu	Song dynasty person (CBDB = 50119)
Q16075403	6000000075491329875	Zhao Chun	Song dynasty person (CBDB = 50146)
Q16075422	6000000075382412833	Cui Jian	Tang dynasty person CBDB = 32793
Q16075430		Zhang Zhongfang	Tang dynasty person CBDB = 12387
Q16075431	6000000074791722007	Yelü Xinilie	Liao dynasty person CBDB = 43342
Q16075444		Xiao ??	person, CBDB = 193953
Q16075447	6000000074684963187	Chen Shixi	Song dynasty person CBDB = 79
Q16075454	6000000075490696137	Zhao Shen	Song dynasty person (CBDB = 50049)
Q16075464	6000000074704206114	Cai Juhou	Song dynasty person CBDB = 1650
Q16075465	6000000074791931190	Zhang Jie	Song dynasty person CBDB = 29548
Q16075467	6000000039000753942	Bi Zhongyou	Song dynasty person CBDB = 1417
Q16075501	6000000074684505433	Chen Xian	Song dynasty person CBDB = 3066
Q16075503	6000000038223324080	Cai Kan	Song dynasty person CBDB = 3860
Q16075511	6000000074727388830	Chen Ye	Song dynasty person CBDB = 10016
Q16075514	6000000074684660599	Cheng Zhicai	Song dynasty person CBDB = 113
Q16075524	6000000075606232842	Cai Zhiding	Qing dynasty person CBDB = 54088
Q16075525	6000000074730155001	Chen Li	Yuan dynasty person CBDB=11585
Q16075531	6000000074727761119	Cai Songnian	Jin dynasty person CBDB = 10837
Q16075544	6000000074727805093	Cheng Bi	Song dynasty person (CBDB = 10755)
Q16075561	6000000074789454038	Cheng Duanxue	Yuan dynasty person CBDB = 28476
Q16075579	6000000074381834831	Qian Weiji	Song dynasty person (CBDB = 14699)
Q16075587	6000000074730403879	Chen Kui	Song dynasty person (CBDB = 11582)
Q16075590	6000000074791706846	Dong Wenbing	Yuan dynasty person CBDB = 29238
Q16075602	6000000074727260302	Chen Shilong	Yuan dynasty person CBDB = 10550
Q16075617	6000000074790879101	Dong Wenyong	Yuan dynasty person CBDB = 29291
Q16075640	6000000074790945308	Dong Wenwei	Yuan dynasty person CBDB = 29290
Q16075658	6000000075420395824	Ding Fu	Song dynasty person CBDB = 37959
Q16075669	6000000075553829105	Chen Bangrui	Republic of China person CBDB = 62001
Q16075684	6000000074716907883	Di Guangsi	Tang dynasty person CBDB = 16435
Q16075693		Cheng Xu	Ming dynasty person CBDB = 66539
Q16075730	6000000074716965880	Di Jinghui	Tang dynasty person CBDB = 181716
Q16075752	6000000074758975922	Dong Shu	Song dynasty person CBDB = 21915
Q16075766		Fan Zheng	Song dynasty person CBDB = 119656
Q16075784	6000000074690575447	Fan Zhengci	Song dynasty person (CBDB = 566)
Q16075792	6000000074716803003	Dou Yi	Song dynasty person (CBDB = 21629)
Q16075801		Dou Cong	person, CBDB = 162726
Q16075819	6000000075502102821	Dou Zhengu	Song dynasty person (CBDB = 52864)
Q16075826	6000000075607284841	Feng Guangyu	Qing dynasty person CBDB = 54551
Q16075838	6000000074691564032	Fan Tong	Song dynasty person CBDB = 584
Q16075840	6000000074758254166	Deng Zhongchen	Song dynasty person CBDB = 21560
Q16075845	6000000074726291842	Fan Zongyin	Song dynasty person (CBDB = 8044)
Q16075877	6000000075429089889	Fan Tingzhao	Song dynasty person (CBDB = 43592)
Q16075904	6000000074691707877	Fan Xiang	Song dynasty person (CBDB = 571)
Q16075921		Ji Mou	person, CBDB = 134614
Q16075925	6000000075326760863	Feng En	Ming dynasty politician CBDB = 30241
Q16075938	6000000074691690970	Fan Laoqian	Song dynasty person CBDB = 16793
Q16075951		Guan Genglin	Republic of China person CBDB = 75418
Q16075953	6000000038045643543	Fan Chong	Song dynasty person CBDB = 562
Q16075955		Feng Pu	Sui dynasty person CBDB = 135179
Q16075961	6000000037699843681	Fan Chunyou	Song dynasty person (CBDB = 16745)
Q16075968	6000000037678045908	Fan Chunli	Song dynasty person (CBDB = 560)
Q16075978	6000000074725837451	Fan Zhixu	Song dynasty person CBDB = 8042
Q16075990	6000000038103475036	Han Yi	Song dynasty person (CBDB = 8049)
Q16076000	6000000075326750840	Fan Xiwen	Yuan dynasty person CBDB = 30193
Q16076002	6000000074725739007	Fan Gao	Song dynasty person (CBDB = 7024)
Q16076021	6000000074691425992	Fan Feng	Song dynasty person (CBDB = 569)
Q16076024	6000000074712047958	Ge Shengzhong	Song dynasty person (CBDB = 7263)
Q16076101		Han Chang	Tang dynasty person CBDB = 22459
Q16076106	6000000074691378298	Xu Zhongxuan	Song dynasty person (CBDB = 783)
Q16076119	6000000075481502110	Xu Wenwei	Song dynasty person CBDB = 45415
Q16076122	6000000075428709930	Zi Hu	Song dynasty person (CBDB = 44714)
Q16076136	6000000075423763924	Hu Shen	Song dynasty person CBDB = 40010
Q16076139	6000000074748280777	Xu Xun	Eastern Jin dynasty person CBDB = 18629
Q16076161	6000000039081348355	Han Chongxun	Song dynasty person CBDB = 8048
Q16076165	6000000074746383821	Jiang Yi	Tang dynasty person CBDB = 16128
Q16076172	6000000075501141926	Ying Fasun	Song dynasty person CBDB = 52361
Q16076183	6000000074697951384	Huangfu Xuan	Song dynasty person CBDB = 867
Q16076190	6000000075326812085	Hu Juren	Ming dynasty person CBDB = 30631
Q16076197	6000000074711943962	Hu Xian	Song dynasty person CBDB = 11872
Q16076226	6000000074746987831	Hu Yi	Song dynasty person CBDB = 16647
Q16076227	6000000074692122905	Han Zhi	Song dynasty person CBDB = 638
Q16076318	6000000074718176263	Xu Dong	Song dynasty person CBDB=18654
Q16076337	6000000074717046280	Gao Side	Song dynasty person CBDB = 13847
Q16076367	6000000074690543944	Jia Dan	Song dynasty person CBDB = 433
Q16076375	6000000075406346927	Linghu Ting	Song dynasty person CBDB = 34017
Q16076396	6000000074753458045	Lu Jiushao	Song dynasty person CBDB = 20582
Q16076397	6000000074726991362	Gao Kang	Song dynasty person (CBDB = 10224)
Q16076435	6000000018366021273	Jiang Jixi	Qing dynasty person CBDB = 55820
Q16076438	6000000074759831959	Wei Jingjun	Tang dynasty person CBDB = 32084
Q16076440	6000000074733952766	Luo Yangui	Song dynasty person CBDB = 52841
Q16076444	6000000074690697903	Jiang Tang	Song dynasty person (CBDB = 465)
Q16076458	6000000075505989595	Lin Gudu	Qing dynasty person CBDB = 56627
Q16076481	6000000031525165147	Lu Kentang	Qing dynasty person CBDB = 81209
Q16076491	6000000075344848839	Li Lingwen	Tang dynasty person CBDB = 31314
Q16076492	6000000075482949054	Guo Gao	Song dynasty person CBDB = 46495
Q16076499	6000000013103388351	Jiang Yuying	person, CBDB ID = 438456
Q16076500	6000000074725099041	Guo Congyi	person, CBDB = 15967
Q16076505	6000000075610512876	Guo Lin	Qing dynasty person CBDB=54705
Q16076514	6000000075060923880	Li Yong	person, CBDB = 166401
Q16076521	6000000018360629267	Jiang Zhiji	Song dynasty person CBDB = 461
Q16076527	6000000074749234832	Meng Xuanjue	Song dynasty person (CBDB = 18323)
Q16076555	6000000074701425082	Lu Shizong	Song dynasty person CBDB = 3626
Q16076569		Li Sixiao	person, CBDB = 194737
Q16076573		Li Sijing	person, CBDB = 194738
Q16076578	6000000075346020862	Lu Huan	Tang dynasty person CBDB = 31734
Q16076583	6000000074726172997	Lu Duoxun	Song dynasty person (CBDB = 8095)
Q16076608	6000000010031605545	Lu Zhongqi	Qing dynasty person CBDB = 61553
Q16076618	6000000074725496645	Lu Yundi	Song dynasty person CBDB = 8097
Q16076622	6000000074752894759	Mou Zicai	Song dynasty person CBDB = 20742
Q16076627		Lu Congyuan	Tang dynasty person CBDB = 170551
Q16076638	6000000074699089870	Lei Youlin	Song dynasty person CBDB = 19523
Q16076643	6000000075429785915	Ma Shao	Song dynasty person CBDB=44090
Q16076683		Nuoluobu	Qing dynasty person CBDB = 124203
Q16076692	6000000075506248896	Liu Wanhuai	Qing dynasty person CBDB = 55978
Q16076710		Ma Yuanfeng	Tang dynasty person CBDB = 170280
Q16076725	6000000075060951888	Li Zezhi	Tang dynasty person CBDB = 188011
Q16076726	6000000075061227891	Li Zhifang	Tang dynasty person CBDB = 188626
Q16076733	6000000075060992864	Li Yannian	Tang dynasty person CBDB = 187932
Q16076735	6000000074767693968	Li Chengcai	Tang dynasty person CBDB = 188908
