qid,references,as_given_name,as_family_name,in_store
Q125352503,5,yes,no,no
Q111048193,5,yes,no,no
Q110817217,5,yes,no,no
Q105623581,5,yes,no,no
Q105627075,5,yes,no,no
Q96335552,5,yes,no,no
Q110707546,5,yes,no,no
Q125102799,5,yes,no,no
Q124517843,5,yes,no,no
Q107021163,5,yes,no,no
Q110920895,5,yes,no,no
Q104326227,5,yes,no,no
Q65926047,5,no,yes,no
Q13220171,5,no,yes,no
Q105627983,5,yes,no,no
Q16078436,5,no,yes,no
Q12010490,5,no,yes,no
Q125147289,5,yes,no,no
Q110624765,5,yes,no,no
Q15898952,5,no,yes,no
Q4527100,5,no,yes,no
Q21493073,5,no,yes,no
Q11151574,5,no,yes,no
Q104373216,5,yes,no,no
Q15943536,5,no,yes,no
Q16078212,5,no,yes,no
Q124414202,5,yes,no,no
Q125053051,5,yes,no,no
Q105661826,5,yes,no,no
Q37480568,5,no,yes,no
Q28800802,5,no,yes,no
Q19855556,5,no,yes,no
Q37510115,5,no,yes,no
Q16277955,5,no,yes,no
Q59773443,5,no,yes,no
Q37299606,5,no,yes,no
Q37563036,5,no,yes,no
Q43400415,5,yes,no,no
Q107441964,5,no,yes,no
Q20000782,5,yes,no,no
Q65101199,5,no,yes,no
Q42593773,5,no,yes,no
Q27887247,5,no,yes,no
Q47454644,5,no,yes,no
Q43066496,5,no,yes,no
Q16882305,5,no,yes,no
Q3611630,5,yes,no,no
Q56245422,5,no,yes,no
Q21510848,5,no,yes,no
Q37571775,5,no,yes,no
Q21396329,5,yes,no,no
Q46995245,5,no,yes,no
Q10983405,5,no,yes,no
Q21079815,5,yes,no,no
Q20027829,5,no,yes,no
Q20824652,5,yes,no,no
Q20755525,5,yes,no,no
Q21512168,5,no,yes,no
Q112599651,5,no,yes,no
Q37436999,5,no,yes,no
Q62430014,5,yes,no,no
Q21475353,5,no,yes,no
Q37173359,5,no,yes,no
Q100965044,5,yes,no,no
Q113626172,5,yes,no,no
Q117599,5,yes,no,no
Q1538862,5,no,yes,no
Q5671524,5,yes,no,no
Q27688908,5,yes,no,no
Q23135212,5,no,yes,no
Q37437145,5,no,yes,no
Q28922279,5,no,yes,no
Q54869239,5,no,yes,no
Q115416383,5,yes,no,no
Q20996210,5,no,yes,no
Q37549174,5,no,yes,no
Q716501,5,yes,no,no
Q30132871,5,no,yes,no
Q33084482,5,no,yes,no
Q18142989,5,yes,no,no
Q66263994,5,yes,no,no
Q95104804,5,yes,no,no
Q37499647,5,no,yes,no
Q39365079,5,yes,no,no
Q66627480,5,no,yes,no
Q36898199,5,no,yes,no
Q34999998,5,no,yes,no
Q16870189,5,no,yes,no
Q21483046,5,no,yes,no
Q21446326,5,no,yes,no
Q54556419,5,no,yes,no
Q27887844,5,no,yes,no
Q39303939,5,no,yes,no
Q37469337,5,no,yes,no
Q47456711,5,yes,no,no
Q29841624,5,no,yes,no
Q42293730,5,no,yes,no
Q108531559,5,yes,no,no
Q41660524,5,no,yes,no
Q9258184,5,yes,no,no
Q37502571,5,no,yes,no
Q4587552,5,yes,no,no
Q42255079,5,no,yes,no
Q21481580,5,no,yes,no
Q45415007,5,no,yes,no
Q18340793,5,yes,no,no
Q30315265,5,no,yes,no
Q50282248,5,yes,no,no
Q55644161,5,yes,no,no
Q83345919,5,no,yes,no
Q6710268,5,no,yes,no
Q50376874,5,no,yes,no
Q37074096,5,no,yes,no
Q30330126,5,no,yes,no
Q24649174,5,no,yes,no
Q37491935,5,no,yes,no
Q37520518,5,no,yes,no
Q16869072,5,no,yes,no
Q37461379,5,no,yes,no
Q67155367,5,no,yes,no
Q12798318,5,no,yes,no
Q98400292,5,yes,no,no
Q110900546,5,yes,no,no
Q37472071,5,no,yes,no
Q105533730,5,no,yes,no
Q66741542,5,no,yes,no
Q18180135,5,yes,no,no
Q30669621,5,no,yes,no
Q21450733,5,no,yes,no
Q41156912,5,yes,no,no
Q21488904,5,no,yes,no
Q54559423,5,no,yes,no
Q61121693,5,no,yes,no
Q95665860,5,no,yes,no
Q34521152,5,no,yes,no
Q21396396,5,yes,no,no
Q18001806,5,yes,no,no
Q3480276,5,yes,no,no
Q56571106,5,yes,no,no
Q122910442,5,yes,no,no
Q30440302,5,no,yes,no
Q21498292,5,no,yes,no
Q25114277,5,yes,no,no
Q7110318,5,no,yes,no
Q98785939,5,yes,no,no
Q20000794,5,yes,no,no
Q21507573,5,no,yes,no
Q21507443,5,no,yes,no
Q37470092,5,no,yes,no
Q16870481,5,no,yes,no
Q103833088,5,yes,no,no
Q6871198,5,no,yes,no
Q122924884,5,no,yes,no
Q37328662,5,no,yes,no
Q61742441,5,yes,no,no
Q37512767,5,no,yes,no
Q50541586,5,yes,no,no
Q116194009,5,yes,no,no
Q36906561,5,no,yes,no
Q98433501,5,yes,no,no
Q19872562,5,yes,no,no
Q7530944,5,no,yes,no
Q37495644,5,no,yes,no
Q43667661,5,no,yes,no
Q53656504,5,no,yes,no
Q107096103,5,yes,no,no
Q34665445,5,no,yes,no
Q37522182,5,no,yes,no
Q20020130,5,yes,no,no
Q28736236,5,no,yes,no
Q26944093,5,no,yes,no
Q42589853,5,no,yes,no
Q66458491,5,yes,no,no
Q17183215,5,no,yes,no
Q111048112,5,yes,no,no
Q25114602,5,no,yes,no
Q55260562,5,no,yes,no
Q37515373,5,no,yes,no
Q837521,5,yes,no,yes
Q4821926,5,no,yes,no
Q96030350,5,no,yes,no
Q61315398,5,yes,no,no
Q37170304,5,no,yes,no
Q94572788,5,no,yes,no
Q95161156,5,yes,no,no
Q18331016,5,no,yes,no
Q37524136,5,no,yes,no
Q37514234,5,no,yes,no
Q30132635,5,no,yes,no
Q19860316,5,yes,no,no
Q37556351,5,no,yes,no
Q20899021,5,yes,no,no
Q20519417,5,no,yes,no
Q37506996,5,no,yes,no
Q41415413,5,yes,no,no
Q91116229,5,no,yes,no
Q110923186,5,yes,no,no
Q108319262,5,no,yes,no
Q4926416,5,no,yes,no
Q123357435,5,no,yes,no
Q112600242,5,no,yes,no
Q104152927,5,no,yes,no
Q33126119,5,no,yes,no
Q56340791,5,no,yes,no
Q27887703,5,no,yes,no
Q113128304,5,yes,no,no
Q28800782,5,no,yes,no
Q4881233,5,no,yes,no
Q37508664,5,no,yes,no
Q47469065,5,no,yes,no
Q10419790,5,no,yes,no
Q20036099,5,no,yes,no
Q37030880,5,no,yes,no
Q111048131,5,yes,no,no
Q21431240,5,no,yes,no
Q42947669,5,yes,no,no
Q37426396,5,no,yes,no
Q123036372,5,yes,no,no
Q53850108,5,yes,no,no
Q63036730,5,no,yes,no
Q24017918,5,no,yes,no
Q83441073,5,no,yes,no
Q56538456,5,no,yes,no
Q37508451,5,no,yes,no
Q21493079,5,no,yes,no
Q37485297,5,no,yes,no
Q121878805,5,no,yes,no
Q12085527,5,no,yes,no
Q37501283,5,no,yes,no
Q30078413,5,yes,no,no
Q101019826,5,no,yes,no
Q18061171,5,yes,no,no
Q111072603,5,yes,no,no
Q85956876,5,no,yes,no
Q55262499,5,no,yes,no
Q121493796,5,no,yes,no
Q36962150,5,no,yes,no
Q20000378,5,yes,no,no
Q50374904,5,no,yes,no
Q37537853,5,no,yes,no
Q140301928,5,yes,no,no
Q37489663,5,no,yes,no
Q18043422,5,no,yes,no
Q5000494,5,no,yes,no
Q105611809,5,no,yes,no
Q5713173,5,yes,no,no
Q21450249,5,no,yes,no
Q37492533,5,no,yes,no
Q42305224,5,yes,no,no
Q39324298,5,no,yes,no
Q6378759,5,no,yes,no
Q24417996,5,no,yes,no
Q112976585,5,yes,no,no
Q21484614,5,no,yes,no
Q16867311,5,no,yes,no
Q37142024,5,no,yes,no
Q37560894,5,no,yes,no
Q56246027,5,no,yes,no
Q107359514,5,yes,no,no
Q21507178,5,no,yes,no
Q10510277,5,yes,no,no
Q19968500,5,yes,no,no
Q37213528,5,no,yes,no
Q27987820,5,no,yes,no
Q51791393,5,yes,no,no
Q18180952,5,yes,no,no
Q33204800,5,no,yes,no
Q5021886,5,no,yes,no
Q58456695,5,no,yes,no
Q21401507,5,yes,no,no
Q10541110,5,no,yes,no
Q36899660,5,no,yes,no
Q27899333,5,no,yes,no
Q23805992,5,no,yes,no
Q37017483,5,no,yes,no
Q107768468,5,no,yes,no
Q27888658,5,no,yes,no
Q30087860,5,no,yes,no
Q16479633,5,no,yes,no
Q21449073,5,no,yes,no
Q13100165,5,no,yes,no
Q130711014,5,no,yes,no
Q37539420,5,no,yes,no
Q21401527,5,yes,no,no
Q124731298,5,yes,no,no
Q47543338,5,no,yes,no
Q37038078,5,no,yes,no
Q36907412,5,no,yes,no
Q47461642,5,no,yes,no
Q82004689,5,no,yes,no
Q27891332,5,no,yes,no
Q38882323,5,no,yes,no
Q84925879,5,no,yes,no
Q104434364,5,yes,no,no
Q4950519,5,no,yes,no
Q15042967,5,no,yes,no
Q30086935,5,no,yes,no
Q38898894,5,no,yes,no
Q110699806,5,yes,no,no
Q65114468,5,no,yes,no
Q38779569,5,no,yes,no
Q55271013,5,no,yes,no
Q1323496,5,yes,no,no
Q61022579,5,yes,no,no
Q36975659,5,no,yes,no
Q27254237,5,no,yes,no
Q96009758,5,yes,no,no
Q28733205,5,no,yes,no
Q37114092,5,no,yes,no
Q6822143,5,no,yes,no
Q16290316,5,yes,no,no
Q110968550,5,yes,no,no
Q8079578,5,yes,no,no
Q119805602,5,no,yes,no
Q31658634,5,no,yes,no
Q16884111,5,no,yes,no
Q111983882,5,no,yes,no
Q131564566,5,no,yes,no
Q111836054,5,yes,no,no
Q21504729,5,no,yes,no
Q93902579,5,yes,no,no
Q7319458,5,no,yes,no
Q94176225,5,no,yes,no
Q86189159,5,no,yes,no
Q21487455,5,no,yes,no
Q21510525,5,no,yes,no
Q7577335,5,no,yes,no
Q36871895,5,no,yes,no
Q131709353,5,no,yes,no
Q111316084,5,no,yes,no
Q105534566,5,no,yes,no
Q104628352,5,yes,no,no
Q96632016,5,no,yes,no
Q37549739,5,no,yes,no
Q114263566,5,no,yes,no
Q27206004,5,no,yes,no
Q37555070,5,no,yes,no
Q24688896,5,no,yes,no
Q21507239,5,no,yes,no
Q98462906,5,no,yes,no
Q1104990,5,no,yes,no
Q126889644,5,no,yes,no
Q6725865,5,yes,no,no
Q47543184,5,no,yes,no
Q64541480,5,no,yes,no
Q37540118,5,no,yes,no
Q105612581,5,no,yes,no
Q75135349,5,no,yes,no
Q131552903,5,no,yes,no
Q27477160,5,no,yes,no
Q21493573,5,no,yes,no
Q124363340,5,no,yes,no
Q131619822,5,no,yes,no
Q112063607,5,no,yes,no
Q6275269,5,no,yes,no
Q52420,5,no,yes,no
Q6711435,5,yes,no,no
Q65064467,5,no,yes,no
Q16869752,5,no,yes,no
Q37518287,5,no,yes,no
Q130218232,5,no,yes,no
Q37516857,5,no,yes,no
Q21449007,5,no,yes,no
Q5801333,5,yes,no,no
Q130111263,5,no,yes,no
Q16884002,5,no,yes,no
Q56675715,5,no,yes,no
Q115683823,5,yes,no,no
Q6791796,5,yes,no,no
Q28134423,5,no,yes,no
Q193383,5,no,yes,no
Q96677777,5,yes,no,no
Q7199063,5,no,yes,no
Q18201510,5,yes,no,no
Q117822512,5,no,yes,no
Q37105873,5,no,yes,no
Q21475198,5,no,yes,no
Q37004142,5,no,yes,no
Q37452585,5,no,yes,no
Q21506653,5,no,yes,no
Q40703810,5,no,yes,no
Q37438599,5,no,yes,no
Q37484871,5,no,yes,no
Q37212176,5,no,yes,no
Q107138776,5,yes,no,no
Q41987777,5,no,yes,no
Q30308820,5,no,yes,no
Q37484674,5,no,yes,no
Q56669308,5,yes,no,no
Q107018977,5,no,yes,no
Q21476689,5,no,yes,no
Q21508155,5,no,yes,no
Q114755577,5,yes,no,no
Q21021626,5,yes,no,no
Q14639636,5,no,yes,no
Q56541074,5,no,yes,no
Q25114225,5,no,yes,no
Q97958847,5,yes,no,no
Q7095539,5,yes,no,no
Q37097046,5,no,yes,no
Q25126046,5,no,yes,no
Q55476035,5,no,yes,no
Q21484719,5,no,yes,no
Q16871677,5,no,yes,no
Q111086935,5,no,yes,no
Q1180676,5,no,yes,no
Q105771646,5,no,yes,no
Q5731348,5,no,yes,no
Q113128318,5,yes,no,no
Q16865417,5,no,yes,no
Q1321129,5,yes,no,no
Q37461516,5,no,yes,no
Q29511622,5,yes,no,no
Q110772344,5,yes,no,no
Q139043966,5,no,yes,no
Q37523375,5,no,yes,no
Q16209292,5,no,yes,no
Q16870011,5,no,yes,no
Q107086865,5,no,yes,no
Q37542250,5,no,yes,no
Q16859739,5,no,yes,no
Q21430961,5,no,yes,no
Q97095682,5,yes,no,no
Q20155848,5,no,yes,no
Q21507793,5,no,yes,no
Q111048144,5,yes,no,no
Q66741608,5,no,yes,no
Q37087466,5,no,yes,no
Q19818116,5,yes,no,no
Q87682208,5,yes,no,no
Q109544698,5,no,yes,no
Q21079769,5,yes,no,no
Q60895663,5,yes,no,no
Q56576253,5,yes,no,no
Q25114745,5,yes,no,no
Q78187216,5,yes,no,no
Q94176585,5,no,yes,no
Q56244041,5,no,yes,no
Q27638441,5,yes,no,no
Q55202041,5,no,yes,no
Q118313060,5,yes,no,no
Q96656886,5,yes,no,no
Q91715641,5,no,yes,no
Q18330994,5,no,yes,no
Q37503654,5,no,yes,no
Q65101271,5,no,yes,no
Q28401463,5,no,yes,no
Q37193502,5,no,yes,no
Q28150682,5,no,yes,no
Q121078506,5,yes,no,no
Q2593162,5,no,yes,no
Q97499704,5,yes,no,no
Q37446340,5,no,yes,no
Q222412,5,yes,no,no
Q101243618,5,no,yes,no
Q37563230,5,no,yes,no
Q19968464,5,yes,no,no
Q100700592,5,no,yes,no
Q48980063,5,no,yes,no
Q54784442,5,yes,no,no
Q94176086,5,no,yes,no
Q66749986,5,no,yes,no
Q96111331,5,no,yes,no
Q16002359,5,yes,no,no
Q115440154,5,yes,no,no
Q113128054,5,yes,no,no
Q60438359,5,yes,no,no
Q21493559,5,no,yes,no
Q37568959,5,no,yes,no
Q127059626,5,no,yes,no
Q134444064,5,yes,no,no
Q112600891,5,no,yes,no
Q98669655,5,yes,no,no
Q108117692,5,no,yes,no
Q93803921,5,yes,no,no
Q115726173,5,yes,no,no
Q91561782,5,yes,no,no
Q6185284,5,no,yes,no
Q106834475,5,no,yes,no
Q37189395,5,no,yes,no
Q17462168,5,yes,no,no
Q16877364,5,no,yes,no
Q37492675,5,no,yes,no
Q110931227,5,yes,no,no
Q16871910,5,yes,yes,no
Q36901443,5,no,yes,no
Q112909046,5,yes,no,no
Q5002230,5,no,yes,no
Q112594912,5,no,yes,no
Q21481576,5,no,yes,no
Q112600075,5,no,yes,no
Q7810252,5,no,yes,no
Q20024760,5,yes,no,no
Q110770359,5,yes,no,no
Q53623690,5,no,yes,no
Q21450396,5,no,yes,no
Q6177675,5,no,yes,no
Q60941299,5,yes,no,no
Q96477297,5,no,yes,no
Q16869666,5,no,yes,no
Q41488614,5,yes,no,no
Q7842332,5,no,yes,no
Q77047461,5,no,yes,no
Q111046421,5,yes,no,no
Q37525059,5,no,yes,no
Q55644489,5,no,yes,no
Q64995868,5,yes,no,no
Q113127968,5,yes,no,no
Q112600994,5,no,yes,no
Q112600659,5,no,yes,no
Q36962511,5,no,yes,no
Q16876123,5,no,yes,no
Q7928880,5,no,yes,no
Q47524216,5,no,yes,no
Q113128014,5,yes,no,no
Q112591925,5,no,yes,no
Q137368615,5,no,yes,no
Q37553675,5,no,yes,no
Q5318861,5,no,yes,no
Q37561180,5,no,yes,no
Q82300134,5,yes,no,no
Q112596144,5,no,yes,no
Q37505361,5,no,yes,no
Q37003469,5,no,yes,no
Q7959680,5,no,yes,no
Q18331243,5,no,yes,no
Q16861240,5,no,yes,no
Q112591668,5,no,yes,no
Q94144309,5,no,yes,no
Q104632029,5,yes,no,no
Q78094689,5,no,yes,no
Q30420154,5,no,yes,no
Q57810173,5,no,yes,no
Q42417194,5,no,yes,no
Q18331025,5,no,yes,no
Q54487974,5,no,yes,no
Q37452583,5,no,yes,no
Q111154608,5,no,yes,no
Q112595582,5,no,yes,no
Q7598036,5,no,yes,no
Q37490858,5,no,yes,no
Q29021084,5,no,yes,no
Q42307116,5,yes,no,no
Q37490713,5,no,yes,no
Q140389568,5,no,yes,no
Q136472284,5,no,yes,no
Q27892774,5,no,yes,no
Q21450717,5,no,yes,no
Q37544874,5,no,yes,no
Q6797973,5,no,yes,no
Q92250024,5,yes,no,no
Q4998178,5,no,yes,no
Q58813176,5,no,yes,no
Q60701583,5,yes,no,no
Q112591267,5,no,yes,no
Q94176644,5,no,yes,no
Q37493311,5,no,yes,no
Q29876331,5,no,yes,no
Q112595230,5,no,yes,no
Q112601030,5,no,yes,no
Q100870803,5,no,yes,no
Q74801834,5,no,yes,no
Q37536602,5,no,yes,no
Q16865552,5,no,yes,no
Q112591512,5,no,yes,no
Q20998170,5,no,yes,no
Q108118367,5,no,yes,no
Q121410738,5,no,yes,no
Q7271240,5,no,yes,no
Q112589641,5,no,yes,no
Q37109445,5,no,yes,no
Q1316789,5,no,yes,no
Q37549853,5,no,yes,no
Q5677816,5,no,yes,no
Q112595256,5,no,yes,no
Q37151320,5,no,yes,no
Q112591315,5,no,yes,no
Q20004079,5,yes,no,no
Q112589696,5,no,yes,no
Q37217765,5,no,yes,no
Q16867888,5,no,yes,no
Q36922561,5,no,yes,no
Q16883235,5,no,yes,no
Q56561497,5,no,yes,no
Q98636150,5,no,yes,no
Q89395404,5,yes,no,no
Q47493342,5,no,yes,no
Q113883066,5,no,yes,no
Q373803,5,yes,no,no
Q97666064,5,yes,no,no
Q16869744,5,no,yes,no
Q7059586,5,no,yes,no
Q112595702,5,no,yes,no
Q22085301,5,no,yes,no
Q104450513,5,no,yes,no
Q95163146,5,no,yes,no
Q51272360,5,no,yes,no
Q106492666,5,no,yes,no
Q56423268,5,yes,no,no
Q79612219,5,no,yes,no
Q79611968,5,no,yes,no
Q17264862,5,no,yes,no
Q66811874,5,yes,no,no
Q79612259,5,no,yes,no
Q64578401,5,yes,no,no
Q75169981,5,yes,no,no
Q16869858,5,no,yes,no
Q37101750,5,no,yes,no
Q64198486,5,yes,no,no
Q122889033,5,no,yes,no
Q37235327,5,no,yes,no
Q133205699,5,no,yes,no
Q84687607,5,yes,no,no
Q37467018,5,no,yes,no
Q37472161,5,no,yes,no
Q8064727,5,yes,no,no
Q118563171,5,yes,no,no
Q89147514,5,no,yes,no
Q66900118,5,yes,no,no
Q116364726,5,yes,no,no
Q19810271,5,yes,no,no
Q20968039,5,no,yes,no
Q91156995,5,no,yes,no
Q37257194,5,no,yes,no
Q21147577,5,yes,no,no
Q106570653,5,no,yes,no
Q135907444,5,no,yes,no
Q135907526,5,no,yes,no
Q10000747,5,no,yes,no
Q105996130,5,no,yes,no
Q114837773,5,no,yes,no
Q113363051,5,no,yes,no
Q5317514,5,no,yes,no
Q96096052,5,no,yes,no
Q37192035,5,no,yes,no
Q107559764,5,yes,no,no
Q37548614,5,no,yes,no
Q26995306,5,no,yes,no
Q27974057,5,no,yes,no
Q64782205,5,no,yes,no
Q95153939,5,no,yes,no
Q50332593,5,no,yes,no
Q37194252,5,no,yes,no
Q116214324,5,no,yes,no
Q21500734,5,no,yes,no
Q21482980,5,no,yes,no
Q112598990,5,no,yes,no
Q47906912,5,no,yes,no
Q104832170,5,no,yes,no
Q27680886,5,no,yes,no
Q62846645,5,no,yes,no
Q37530911,5,no,yes,no
Q28133788,5,no,yes,no
Q112703913,5,no,yes,no
Q48979966,5,yes,no,no
Q16892450,5,no,yes,no
Q37561233,5,no,yes,no
Q97338153,5,yes,no,no
Q18289289,5,yes,no,no
Q119347312,5,no,yes,no
Q88542528,5,yes,no,no
Q16525566,5,yes,no,no
Q50418518,5,no,yes,no
Q37570441,5,no,yes,no
Q94801352,5,no,yes,no
Q37271735,5,no,yes,no
Q98637497,5,yes,yes,no
Q37516818,5,no,yes,no
Q105748652,5,no,yes,no
Q37128477,5,no,yes,no
Q37441328,5,no,yes,no
Q111048129,5,yes,no,no
Q42310386,5,no,yes,no
Q119424249,5,no,yes,no
Q21482604,5,no,yes,no
Q50013427,5,no,yes,no
Q136703786,5,no,yes,no
Q43381394,5,yes,no,no
Q36918323,5,no,yes,no
Q21487943,5,no,yes,no
Q118916008,5,no,yes,no
Q37545522,5,no,yes,no
Q28192106,5,no,yes,no
Q20140356,5,yes,no,no
Q1045962,5,no,yes,no
Q56246443,5,no,yes,no
Q22572347,5,no,yes,no
Q7990161,5,no,yes,no
Q1737707,5,no,yes,no
Q110155708,5,no,yes,no
Q116943400,5,yes,no,no
Q50265495,5,yes,no,no
Q136762347,5,no,yes,no
Q27436267,5,no,yes,no
Q9161797,5,yes,no,no
Q112595734,5,no,yes,no
Q37523805,5,no,yes,no
Q30307936,5,yes,no,no
Q123808000,5,no,yes,no
Q123465943,5,no,yes,no
Q119793586,5,no,yes,no
Q112599952,5,no,yes,no
Q46156829,5,no,yes,no
Q53954659,5,no,yes,no
Q16277327,5,yes,no,no
Q37569873,5,no,yes,no
Q104595410,5,no,yes,no
Q42181335,5,no,yes,no
Q4832783,5,no,yes,no
Q125463684,5,no,yes,no
Q15945380,5,no,yes,no
Q21112655,5,yes,no,no
Q37127376,5,no,yes,no
Q37473259,5,no,yes,no
Q111364538,5,no,yes,no
Q139997616,5,no,yes,no
Q99145953,5,no,yes,no
Q134838824,5,no,yes,no
Q9396707,5,yes,no,no
Q55217533,5,no,yes,no
Q119936732,5,yes,no,no
Q29614842,5,yes,no,no
Q3292309,5,yes,no,no
Q112062720,5,no,yes,no
Q99519436,5,no,yes,no
Q19689439,5,yes,no,no
Q10477588,5,no,yes,no
Q8056328,5,yes,no,no
Q24090501,5,no,yes,no
Q90979186,5,no,yes,no
Q26985935,5,no,yes,no
Q37297611,5,no,yes,no
Q21146223,5,yes,no,no
Q33160885,5,no,yes,no
Q97665585,5,yes,no,no
Q115733397,5,yes,no,no
Q21069182,5,yes,no,no
Q26960293,5,yes,no,no
Q41796385,5,no,yes,no
Q16800417,5,no,yes,no
Q36943227,5,no,yes,no
Q19381004,5,yes,no,no
Q1806961,5,yes,no,no
Q111263872,5,yes,no,no
Q71317148,5,yes,no,no
Q64667670,5,no,yes,no
Q56537405,5,no,yes,no
Q125122734,5,yes,no,no
Q63382872,5,yes,no,no
Q111048150,5,yes,no,no
Q125984152,5,no,yes,no
Q37547703,5,no,yes,no
Q133970595,5,no,yes,no
Q136873370,5,no,yes,no
Q62131272,5,yes,no,no
Q28943642,5,no,yes,no
Q120539135,5,no,yes,no
Q106653856,5,yes,no,no
Q56742321,5,yes,no,no
Q97657367,5,yes,no,no
Q21493468,5,no,yes,no
Q73645454,5,yes,no,no
Q361650,5,yes,no,no
Q36858326,5,no,yes,no
Q20727006,5,yes,no,no
Q4563473,5,yes,no,no
Q134837474,5,no,yes,no
Q4338392,5,no,yes,no
Q132731816,5,no,yes,no
Q4441431,5,no,yes,no
Q23304597,5,no,yes,no
Q29804262,5,no,yes,no
Q477265,5,no,yes,no
Q50280709,5,yes,no,no
Q113954440,5,no,yes,no
Q19967479,5,yes,no,no
Q136306431,5,no,yes,no
Q28470596,5,no,yes,no
Q16275717,5,yes,no,no
Q133284928,5,no,yes,no
Q45853531,5,no,yes,no
Q32360882,5,no,yes,no
Q21018748,5,yes,no,no
Q16421882,5,yes,no,no
Q110856662,5,no,yes,no
Q16419987,5,yes,no,no
Q104837848,5,no,yes,no
Q36898966,5,no,yes,no
Q28946495,5,no,yes,no
Q37020223,5,no,yes,no
Q107311731,5,yes,no,no
Q18074045,5,yes,no,no
Q113446783,5,yes,no,no
Q37559369,5,no,yes,no
Q19689448,5,yes,no,no
Q2472988,5,yes,no,no
Q20021702,5,no,yes,no
Q37531280,5,no,yes,no
Q29812506,5,no,yes,no
Q21511188,5,no,yes,no
Q37512903,5,no,yes,no
Q133268980,5,yes,no,no
Q66125166,5,no,yes,no
Q112589611,5,no,yes,no
Q792844,5,yes,no,no
Q48723472,5,no,yes,no
Q133164133,5,yes,no,no
Q20727019,5,no,yes,no
Q37238615,5,no,yes,no
Q54503365,5,no,yes,no
Q37268845,5,no,yes,no
Q95807788,5,no,yes,no
Q124607339,5,yes,no,no
Q1533615,5,no,yes,no
Q106957252,5,yes,no,no
Q37318344,5,no,yes,no
Q120488474,5,yes,no,no
Q18177251,5,yes,no,no
Q28042676,5,yes,no,no
Q104537824,5,no,yes,no
Q112600237,5,no,yes,no
Q2123576,5,no,yes,no
Q11783605,5,yes,no,no
Q64516686,5,no,yes,no
Q56244132,5,no,yes,no
Q37494042,5,no,yes,no
Q94144144,5,no,yes,no
Q21509597,5,no,yes,no
Q36906383,5,no,yes,no
Q98777109,5,yes,no,no
Q20024509,5,yes,no,no
Q108111763,5,yes,no,no
Q140620445,5,yes,no,no
Q57911541,5,yes,no,no
Q1933102,5,yes,no,no
Q93241039,5,no,yes,no
Q16871939,5,no,yes,no
Q37535363,5,no,yes,no
Q16865492,5,no,yes,no
Q37169724,5,no,yes,no
Q5285426,5,no,yes,no
Q37305043,5,no,yes,no
Q26736572,5,no,yes,no
Q1251762,5,no,yes,no
Q36973265,5,no,yes,no
Q104808221,5,no,yes,no
Q20727478,5,yes,no,no
Q16885092,5,no,yes,no
Q27116634,5,yes,no,no
Q113542044,5,no,yes,no
Q64623702,5,yes,no,no
Q112598896,5,no,yes,no
Q27887512,5,no,yes,no
Q37557426,5,no,yes,no
Q132445725,5,no,yes,no
Q18003622,5,no,yes,no
Q132717203,5,yes,no,no
Q21400428,5,yes,no,no
Q110875683,5,no,yes,no
Q37458564,5,no,yes,no
Q21494362,5,no,yes,no
Q113127986,5,yes,no,no
Q112595595,5,no,yes,no
Q20996690,5,no,yes,no
Q96476526,5,no,yes,no
Q21451065,5,no,yes,no
Q37468537,5,no,yes,no
Q21674683,5,yes,no,no
Q50316275,5,yes,no,no
Q107402039,5,no,yes,no
Q21491401,5,no,yes,no
Q21296592,5,yes,no,no
Q29600945,5,no,yes,no
Q11978684,5,yes,no,no
Q121611474,5,no,yes,no
Q98841944,5,yes,no,no
Q37544720,5,no,yes,no
Q56546703,5,no,yes,no
Q21484618,5,no,yes,no
Q9164249,5,yes,no,no
Q37250065,5,no,yes,no
Q115753549,5,yes,no,no
Q24706560,5,no,yes,no
Q21142553,5,yes,no,no
Q105778750,5,yes,no,no
Q19961155,5,no,yes,no
Q16870551,5,no,yes,no
Q105107559,5,no,yes,no
Q7677481,5,yes,no,no
Q26000707,5,no,yes,no
Q2069597,5,no,yes,no
Q27941545,5,no,yes,no
Q21492585,5,no,yes,no
Q24247881,5,no,yes,no
Q37501906,5,no,yes,no
Q56538229,5,no,yes,no
Q112601144,5,no,yes,no
Q101039381,5,no,yes,no
Q16278756,5,yes,no,no
Q106248786,5,no,yes,no
Q37434402,5,no,yes,no
Q21735936,5,no,yes,no
Q137655642,5,no,yes,no
Q130316860,5,no,yes,no
Q4880613,5,no,yes,no
Q104269190,5,yes,no,no
Q37084761,5,no,yes,no
Q17505775,5,yes,no,no
Q21449684,5,no,yes,no
Q16870595,5,no,yes,no
Q135792339,5,no,yes,no
Q56539303,5,no,yes,no
Q127162023,5,no,yes,no
Q109486176,5,yes,no,no
Q56245346,5,no,yes,no
Q5226544,5,no,yes,no
Q3837133,5,yes,no,no
Q85887028,5,no,yes,no
Q19757723,5,no,yes,no
Q1486413,5,no,yes,no
Q37310797,5,no,yes,no
Q112591663,5,no,yes,no
Q101445895,5,yes,no,no
Q122142571,5,yes,no,no
Q112601046,5,no,yes,no
Q107899873,5,no,yes,no
Q37521330,5,no,yes,no
Q6510241,5,no,yes,no
Q120053015,5,yes,no,no
Q63453858,5,no,yes,no
Q112600231,5,no,yes,no
Q28854553,5,yes,no,no
