from	to	kind	when	permalink
Emma Leonhart 命玥	Giséle of Cysoing	blood	August 18, 2026 at 7:08 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gis%C3%A9le-of-Cysoing?from=6000000087535357291&path_type=blood&to=6000000000424624719
Emma Leonhart 命玥	Louis I, The Pious	blood	August 18, 2026 at 7:08 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Louis-I-The-Pious?from=6000000087535357291&path_type=blood&to=6000000001266578142
Emma Leonhart 命玥	Charlemagne	blood	today at 3:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Charlemagne?from=6000000087535357291&path_type=blood&to=6000000002457013227
Emma Leonhart 命玥	Anders Olofsson	blood	yesterday at 6:03 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anders-Olofsson?from=6000000087535357291&path_type=blood&to=6000000003562237688
Emma Leonhart 命玥	Gamle Olof	blood	yesterday at 1:19 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gamle-Olof?from=6000000087535357291&path_type=blood&to=5328189268700111491
Emma Leonhart 命玥	Elizabeth II, Queen of the United Kingdom	in-law	August 7, 2026 at 9:47 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Elizabeth-II-Queen-of-the-United-Kingdom?from=6000000087535357291&path_type=inlaw&to=6000000003075071669
Emma Leonhart 命玥	Elizabeth II, Queen of the United Kingdom	blood	August 7, 2026 at 9:45 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Elizabeth-II-Queen-of-the-United-Kingdom?from=6000000087535357291&path_type=blood&to=6000000003075071669
Emma Leonhart 命玥	Александр Кравченко-Свиньин	in-law	August 6, 2026 at 10:13 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D0%9A%D1%80%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE-%D0%A1%D0%B2%D0%B8%D0%BD%D1%8C%D0%B8%D0%BD?from=6000000087535357291&path_type=inlaw&to=6000000087751192917
Emma Leonhart 命玥	Александр Кравченко-Свиньин	blood	August 6, 2026 at 10:13 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D0%9A%D1%80%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE-%D0%A1%D0%B2%D0%B8%D0%BD%D1%8C%D0%B8%D0%BD?from=6000000087535357291&path_type=blood&to=6000000087751192917
Emma Leonhart 命玥	Nn daught. of Mutarrif Ibn Lope	in-law	August 6, 2026 at 9:42 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Nn-Mutarrif-Ibn-Lope?from=6000000087535357291&path_type=inlaw&to=6000000007150899481
Emma Leonhart 命玥	Barbro Olsdatter Hernes	blood	August 6, 2026 at 9:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Barbro-Hernes?from=6000000087535357291&path_type=blood&to=6000000178418577840
Emma Leonhart 命玥	Knut Osmundsen Kommedal	blood	August 6, 2026 at 9:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Knut-Kommedal?from=6000000087535357291&path_type=blood&to=6000000008686159495
Emma Leonhart 命玥	Ragnhild Olsdatter Brådland	blood	August 6, 2026 at 9:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ragnhild-Br%C3%A5dland?from=6000000087535357291&path_type=blood&to=6000000008686159501
Emma Leonhart 命玥	Magne Knutson Hjørnevik	blood	August 6, 2026 at 9:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Magne-Hj%C3%B8rnevik?from=6000000087535357291&path_type=blood&to=6000000014016878942
Emma Leonhart 命玥	Torsten Kolvsen Stryker	blood	August 6, 2026 at 9:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Torsten-Stryker?from=6000000087535357291&path_type=blood&to=6000000023662339292
Emma Leonhart 命玥	Marta Jakobsdatter Horvik	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Marta-Horvik?from=6000000087535357291&path_type=blood&to=6000000007307863545
Emma Leonhart 命玥	Johannes Jakobson Bolstad	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johannes-Bolstad?from=6000000087535357291&path_type=blood&to=6000000007310854271
Emma Leonhart 命玥	Gjertrud Jakobsdatter Bjørgo	in-law	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gjertrud-Bj%C3%B8rgo?from=6000000087535357291&path_type=inlaw&to=6000000002834094538
Emma Leonhart 命玥	Haldor Knutson Bjørgo	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Haldor-Bj%C3%B8rgo?from=6000000087535357291&path_type=blood&to=6000000002834048221
Emma Leonhart 命玥	Jøran Olsdatter	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+J%C3%B8ran?from=6000000087535357291&path_type=blood&to=6000000019368329335
Emma Leonhart 命玥	Hans Monsen Erte	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hans-Erte?from=6000000087535357291&path_type=blood&to=6000000019367301499
Emma Leonhart 命玥	Daniel Olsen Vik	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Daniel-Vik?from=6000000087535357291&path_type=blood&to=6000000009655252095
Emma Leonhart 命玥	Siri Danielsdatter Vik	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Siri-Vik?from=6000000087535357291&path_type=blood&to=6000000002105204474
Emma Leonhart 命玥	Berte Paulsdatter Vik	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Berte-Vik?from=6000000087535357291&path_type=blood&to=6000000042644926827
Emma Leonhart 命玥	Pål Jørgenson Vestly	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+P%C3%A5l-Vestly?from=6000000087535357291&path_type=blood&to=6000000025170500054
Emma Leonhart 命玥	Sara Jørgensdatter Wiig	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Sara-Wiig?from=6000000087535357291&path_type=blood&to=6000000016334067801
Emma Leonhart 命玥	Helga Jørgensdatter Vik	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Helga-Vik?from=6000000087535357291&path_type=blood&to=6000000026959526085
Emma Leonhart 命玥	Karine Nilsdatter Torsnes	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Karine-Torsnes?from=6000000087535357291&path_type=blood&to=6000000013618082642
Emma Leonhart 命玥	Ola Rasmusson Auestad, d. y.	in-law	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ola-Auestad-d-y?from=6000000087535357291&path_type=inlaw&to=6000000005609571802
Emma Leonhart 命玥	Birgitte Eriksdatter	blood	August 6, 2026 at 9:36 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Birgitte?from=6000000087535357291&path_type=blood&to=6000000059763681849
Emma Leonhart 命玥	Svein Trones, Hoyland	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Svein-Trones-Hoyland?from=6000000087535357291&path_type=blood&to=6000000014563661204
Emma Leonhart 命玥	Paul Gjermundsen Vik	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Paul-Gjermundsen-Vik?from=6000000087535357291&path_type=blood&to=6000000002105227321
Emma Leonhart 命玥	Ola Gjermundson Orre	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ola-Orre?from=6000000087535357291&path_type=blood&to=6000000014563457733
Emma Leonhart 命玥	Helga Svensdatter Orre	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Helga-Svensdatter-Orre?from=6000000087535357291&path_type=blood&to=6000000003492077393
Emma Leonhart 命玥	Svein Olson Orre	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Svein-Orre?from=6000000087535357291&path_type=blood&to=6000000012588293590
Emma Leonhart 命玥	Elen Tollaksdatter Sørbø	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Elen-S%C3%B8rb%C3%B8?from=6000000087535357291&path_type=blood&to=6000000003492033761
Emma Leonhart 命玥	Johannes Olavson Skjelnes	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johannes-Skjelnes?from=6000000087535357291&path_type=blood&to=6000000089859872927
Emma Leonhart 命玥	Gulaug Hamre	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gulaug-Hamre?from=6000000087535357291&path_type=blood&to=6000000177946809822
Emma Leonhart 命玥	Barbru Gunnarsdtr. Rød	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Barbru-R%C3%B8d?from=6000000087535357291&path_type=blood&to=6000000024431997166
Emma Leonhart 命玥	Olav Johannessen Torpe	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Olav-Torpe?from=6000000087535357291&path_type=blood&to=6000000013618793710
Emma Leonhart 命玥	Einivoldur Olesen Sjúrðarson	blood	August 6, 2026 at 9:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Einivoldur-Sj%C3%BAr%C3%B0arson?from=6000000087535357291&path_type=blood&to=6000000003539392006
Emma Leonhart 命玥	N.N.	blood	August 6, 2026 at 9:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+N-N?from=6000000087535357291&path_type=blood&to=6000000018085437706
Emma Leonhart 命玥	Erling Torleiksson Berge	blood	August 6, 2026 at 9:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Erling-Berge?from=6000000087535357291&path_type=blood&to=6000000003390264867
Emma Leonhart 命玥	Lendmann Åsulf Guttormsson på Rein	blood	August 7, 2026 at 6:41 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lendmann-%C3%85sulf-p%C3%A5-Rein?from=6000000087535357291&path_type=blood&to=6000000004533762620
Emma Leonhart 命玥	Eline Toresdatter Bratt	in-law	August 6, 2026 at 9:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eline-Bratt?from=6000000087535357291&path_type=inlaw&to=6000000001195477514
Emma Leonhart 命玥	Olav Stein	in-law	August 6, 2026 at 9:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Olav-Stein?from=6000000087535357291&path_type=inlaw&to=6000000002512230550
Emma Leonhart 命玥	Tolleiv Øysteinson Bore	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tolleiv-Bore?from=6000000087535357291&path_type=blood&to=6000000005609226788
Emma Leonhart 命玥	Tore Torkildsen Kold	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tore-Torkildsen-Kold?from=6000000087535357291&path_type=blood&to=6000000177944943851
Emma Leonhart 命玥	Eivind	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eivind?from=6000000087535357291&path_type=blood&to=6000000177945806827
Emma Leonhart 命玥	Mons Alfsen Erte	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mons-Erte?from=6000000087535357291&path_type=blood&to=6000000009326617021
Emma Leonhart 命玥	Berit Endresdatter Kjosavik	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Berit-Kjosavik?from=6000000087535357291&path_type=blood&to=4592505
Emma Leonhart 命玥	Gunhild Knutdsdatter Molaug	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gunhild-Molaug?from=6000000087535357291&path_type=blood&to=6000000002735003819
Emma Leonhart 命玥	Rasmus Sveinson Eikeland	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Rasmus-Eikeland?from=6000000087535357291&path_type=blood&to=6000000003095195002
Emma Leonhart 命玥	Kristoffer Øysteinson Nese	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kristoffer-Nese?from=6000000087535357291&path_type=blood&to=6000000005609265258
Emma Leonhart 命玥	Rannveig Olsdatter Nese	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Rannveig-Nese?from=6000000087535357291&path_type=blood&to=6000000009243757359
Emma Leonhart 命玥	Ola Johannesson Øystre Bore, d.e	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ola-%C3%98ystre-Bore-d-e?from=6000000087535357291&path_type=blood&to=6000000016793999710
Emma Leonhart 命玥	Lars Osmundsen Nese	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lars-Nese?from=6000000087535357291&path_type=blood&to=6000000010480210324
Emma Leonhart 命玥	Taletta Tollaksdatter Nese	blood	August 6, 2026 at 9:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Taletta-Nese?from=6000000087535357291&path_type=blood&to=6000000010478680927
Emma Leonhart 命玥	Bonde Rasmus Andersson Litle Vatne	blood	August 19, 2026 at 2:11 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bonde-Rasmus-Litle-Vatne?from=6000000087535357291&path_type=blood&to=6000000003094916337
Emma Leonhart 命玥	Herborg Enevoldsdatter Ríka	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Herborg-R%C3%ADka?from=6000000087535357291&path_type=blood&to=6000000002726949480
Emma Leonhart 命玥	Endre Toresen Kjosavik	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Endre-Kjosavik?from=6000000087535357291&path_type=blood&to=6000000003094916237
Emma Leonhart 命玥	Jacob Knutson Skiftun	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jacob-Skiftun?from=6000000087535357291&path_type=blood&to=6000000177945982827
Emma Leonhart 命玥	Torer Fevoll	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Torer-Fevoll?from=6000000087535357291&path_type=blood&to=6000000177944484848
Emma Leonhart 命玥	Johan Jonson Haland	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johan-Jonson-Haland?from=6000000087535357291&path_type=blood&to=6000000063300979653
Emma Leonhart 命玥	Roald Abu Ingjald	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Roald-Abu-Ingjald?from=6000000087535357291&path_type=blood&to=6000000177944754840
Emma Leonhart 命玥	Tollach Larsen Sørbøe	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tollach-S%C3%B8rb%C3%B8e?from=6000000087535357291&path_type=blood&to=6000000010479781937
Emma Leonhart 命玥	Lars Jönsson	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lars-J%C3%B6nsson?from=6000000087535357291&path_type=blood&to=6000000116230340988
Emma Leonhart 命玥	Eudokia Komnene	blood	August 6, 2026 at 9:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eudokia-Komnene?from=6000000087535357291&path_type=blood&to=6000000003087173515
Emma Leonhart 命玥	Thorgil Vikingsson Måge	blood	August 19, 2026 at 1:26 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Thorgil-M%C3%A5ge?from=6000000087535357291&path_type=blood&to=6000000002527461568
Emma Leonhart 命玥	Jakob Helgeson Bolstad	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jakob-Bolstad?from=6000000087535357291&path_type=blood&to=6000000006741906431
Emma Leonhart 命玥	Mons Pederson Folkvår	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mons-Folkv%C3%A5r?from=6000000087535357291&path_type=blood&to=6000000003492057200
Emma Leonhart 命玥	Lennsman Tosten Frøiland	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lennsman-Tosten-Fr%C3%B8iland?from=6000000087535357291&path_type=blood&to=6000000177946139860
Emma Leonhart 命玥	Anna Malena Foss-Eikeland	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anna-Malena-Foss-Eikeland?from=6000000087535357291&path_type=blood&to=6000000037336304480
Emma Leonhart 命玥	NN ektefelle Ola Arneson Madland	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-ektefelle-Madland?from=6000000087535357291&path_type=blood&to=6000000002951550914
Emma Leonhart 命玥	Væpner Gunnar Geirlaugsson Seim	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+V%C3%A6pner-Gunnar-Holtason?from=6000000087535357291&path_type=blood&to=6000000019092784883
Emma Leonhart 命玥	Ingeborg Pedersdatter Vestly	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ingeborg-Pedersdatter-Vestly?from=6000000087535357291&path_type=blood&to=6000000025170379012
Emma Leonhart 命玥	Earl of Östergötland Folke den Digre Ingevaldsson (Bjälboätten) den Tjocke	blood	August 6, 2026 at 9:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jarl-Folke-den-tjocke-Ingevaldsson-Bj%C3%A4lbo%C3%A4tten?from=6000000087535357291&path_type=blood&to=6000000003049548759
Emma Leonhart 命玥	Futaji Irihime	in-law	August 6, 2026 at 8:57 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Futaji-Irihime?from=6000000087535357291&path_type=inlaw&to=6000000209931920826
Emma Leonhart 命玥	NN NN	blood	August 6, 2026 at 8:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-NN?from=6000000087535357291&path_type=blood&to=6000000025527604698
Emma Leonhart 命玥	Ceolweald	blood	August 6, 2026 at 8:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ceolweald?from=6000000087535357291&path_type=blood&to=6000000002142178772
Emma Leonhart 命玥	Ingild	blood	August 6, 2026 at 8:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ingild?from=6000000087535357291&path_type=blood&to=6000000001184035610
Emma Leonhart 命玥	Egbert, king of Wessex	blood	August 6, 2026 at 8:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Egbert-king-of-Wessex?from=6000000087535357291&path_type=blood&to=6000000002142373595
Emma Leonhart 命玥	Daniel Danielson Nerabø	in-law	August 6, 2026 at 8:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Daniel-Nerab%C3%B8?from=6000000087535357291&path_type=inlaw&to=6000000004105285975
Emma Leonhart 命玥	Daniel Danielson Nerabø	blood	August 6, 2026 at 8:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Daniel-Nerab%C3%B8?from=6000000087535357291&path_type=blood&to=6000000004105285975
Emma Leonhart 命玥	NN der Alemannen	blood	August 6, 2026 at 8:27 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-der-Alemannen?from=6000000087535357291&path_type=blood&to=6000000227086455824
Emma Leonhart 命玥	Leutharis III, duke of the Alemannians	blood	August 6, 2026 at 8:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Leutharis-III-duke-of-the-Alemannians?from=6000000087535357291&path_type=blood&to=6000000010011384542
Emma Leonhart 命玥	Hnabi - Nebi, Duke of Alamannia	blood	August 6, 2026 at 8:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hnabi-Nebi-Duke-of-Alamannia?from=6000000087535357291&path_type=blood&to=6000000005588774140
Emma Leonhart 命玥	Hildegard	blood	August 6, 2026 at 8:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hildegard?from=6000000087535357291&path_type=blood&to=6000000003715297906
Emma Leonhart 命玥	Emma of Alemannia, duchess of Swabia	blood	August 6, 2026 at 8:24 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Emma-of-Alemannia-duchess-of-Swabia?from=6000000087535357291&path_type=blood&to=6000000009025970491
Emma Leonhart 命玥	Bjarte Øgård	blood	August 12, 2026 at 7:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bjarte-%C3%98g%C3%A5rd?from=6000000087535357291&path_type=blood&to=6000000019199365178
Emma Leonhart 命玥	Mabel Borsheim	in-law	August 12, 2026 at 7:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mabel-Borsheim?from=6000000087535357291&path_type=inlaw&to=6000000002030965572
Emma Leonhart 命玥	Tor Ove Grøtteland	blood	August 12, 2026 at 7:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tor-Ove-Gr%C3%B8tteland?from=6000000087535357291&path_type=blood&to=330635845780005962
Emma Leonhart 命玥	"Pandulf II-III ""the Old"", prince of Benevento & Capua"	blood	August 5, 2026 at 2:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Pandulf-II-III-prince-of-Benevento-Capua?from=6000000087535357291&path_type=blood&to=4958306130180027976
Emma Leonhart 命玥	Guaimar IV, prince of Salerno	blood	August 5, 2026 at 2:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Guaimar-IV-prince-of-Salerno?from=6000000087535357291&path_type=blood&to=6000000000936840801
Emma Leonhart 命玥	Princess Sikelgaita of Salerno	blood	August 5, 2026 at 2:14 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Princess-Sikelgaita-of-Salerno?from=6000000087535357291&path_type=blood&to=6000000000728657032
Emma Leonhart 命玥	Maud of Apulia	blood	August 5, 2026 at 2:14 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Maud-of-Apulia?from=6000000087535357291&path_type=blood&to=6000000002106275821
Emma Leonhart 命玥	"Ramon Berenguer III ""the Great"" count of Barcelona"	blood	August 5, 2026 at 2:13 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ramon-Berenguer-III-the-Great-count-of-Barcelona?from=6000000087535357291&path_type=blood&to=6000000000011075006
Emma Leonhart 命玥	"Ramon Berenguer IV ""the Saint"" count of Barcelona"	blood	August 19, 2026 at 1:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ramon-Berenguer-IV-the-Saint-count-of-Barcelona?from=6000000087535357291&path_type=blood&to=6000000010463529059
Emma Leonhart 命玥	Dulce de Aragão, rainha-consorte de Portugal	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Dulce-de-Arag%C3%A3o-rainha-consorte-de-Portugal?from=6000000087535357291&path_type=blood&to=6000000000728299766
Emma Leonhart 命玥	Adelaide ....	blood	August 5, 2026 at 2:12 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Adelaide?from=6000000087535357291&path_type=blood&to=6000000110500057853
Emma Leonhart 命玥	Berengária af Portugal, Dronning af Danmark	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bereng%C3%A1ria-af-Portugal-Dronning-af-Danmark?from=6000000087535357291&path_type=blood&to=6000000003805720033
Emma Leonhart 命玥	Queen Ingeborg Eriksdatter af Danmark	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Queen-Ingeborg-av-Norge?from=6000000087535357291&path_type=blood&to=6000000001651502714
