qid,geni_id,label,countries,occupation_count
Q108595216,6000000018633738572,Georgius Holstenius,Sweden,1
Q108598350,6000000068976707977,Anders Sahlén,Sweden,2
Q108608303,6000000014300839519,John Harald Bergman,Sweden,1
Q10861028,6000000025024573583,Armand Stang,Norway,1
Q10861388,6000000011923800262,Erling Bjørn,Norway,1
Q108614768,6000000039805750219,Harald Bræin,Norway,1
Q108641487,6000000002576250482,Hjalmar Gustaf Ferdinand Höglund,Sweden,1
Q108673035,6000000076733993469,Gustaf Hjalmar Sommelius,Sweden,1
Q1087036,6000000079567491028,Christopher Tärnström,Sweden,4
Q108762989,6000000022876797862,Adolf Larsson,Sweden,1
Q108783030,6000000039814883582,Peder Ødegård,Norway,1
Q108788322,6000000032629399900,Olof Grentzelius,Sweden,1
Q108801997,6000000039425329010,Fredrik Mauritz von Krusenstjerna,Sweden,1
Q108807386,6000000012378398542,Bernhard Salomon Bursell,Sweden,0
Q108807404,6000000003503682945,Johan Fredrik Tenggren,Sweden,0
Q108807518,6000000081487137170,Victor Norén,Sweden,2
Q108811068,6000000050681720148,Axel von Heijne,Sweden,1
Q108818106,6000000042754759061,Gustaf Leonard Sparrman,Sweden,1
Q108821956,4863930072860123486,Bent Berntzen,Norway,1
Q108828240,6000000016521031116,Hadar Sandström,Sweden,0
Q108837795,6000000000501363724,Fredrik Wilhelm Wennberg,Sweden,1
Q108838262,4151706,Herman Salomon Krook,Sweden,2
Q108841143,6000000176878061829,Victoria Berglund,Sweden,1
Q108844849,6000000008496908571,Lars Vilhelm Löhman,Sweden,2
Q108869242,6000000081751991913,Mortimer Hærén,Sweden,1
Q108870772,6000000016649726098,Carl Gustaf Albrekt Hård af Segerstad,Sweden,0
Q108884537,6000000009232806513,Oddmund Husum,Norway,2
Q108896293,6000000065039910925,Hedvig Aurora Ekström,Sweden,1
Q108897592,6000000038546392136,David Malmqvist,Sweden,1
Q108897617,6000000174276862999,Sven Broman,Sweden,1
Q108910303,6000000043884277197,Elina Björkengren,Finland,0
Q108910308,6000000019310144025,Fritz Øien,Norway,2
Q108910496,6000000113529936905,Knut Olav Winther,Norway,1
Q108912354,6000000017092336340,Sara Carolina Gadolin,Sweden,1
Q108916337,6000000028566353092,Inga Schenfelt,Sweden,1
Q108916554,6000000014189070866,Anders Herman Hallin,Sweden,1
Q108922782,6000000017836398288,Erik Johan Huss,Sweden,0
Q108934740,6000000181215119821,Carl Philip Theodor Behrling,Sweden,1
Q108935439,6000000132871130823,Anders Fridlund,Sweden,2
Q108937410,6000000007634515218,Borgar Brubakken,Norway,1
Q108937858,6000000045912884248,Uuno Kansa,Finland,0
Q108937873,6000000056734421895,Heimo Turunen,Finland,0
Q109017965,5239310018540114912,Anders Johan Ahlsell,Sweden,1
Q109037975,6000000023895389140,Helge Kjærsten,Norway,1
Q10906751,6000000016459442974,Christen Bang,Norway,1
Q109120764,6000000173309208926,Marianne Montgomery,Sweden,0
Q10914281,6000000183014835835,Richard Bodin,Norway,2
Q109157915,6000000016756993399,Per Nordenmark,Sweden,1
Q109184671,6000000007819059751,Atte Willberg,Finland,1
Q109255528,6000000179252554822,Yngve Ollus,Finland,0
Q109256584,6000000035541292661,Erkki Hakapää,Finland,0
Q109265429,6000000175039863959,Erkki Nummi,Finland,0
Q109265466,6000000028888214302,Asser Aromaa,Finland,0
Q109287461,6000000006127401947,Carl Henrik Leijonhielm,Sweden,0
Q109310518,6000000021179801945,Per Thurmann-Moe,Norway,1
Q109310896,6000000045729526249,Frans Mauritz Berndtsson,Sweden,1
Q109319733,6000000052307753823,Carl Gustaf Lekholm,Sweden,1
Q109323600,6000000128723020053,Sten Kalling,Sweden,1
Q109324374,6000000051216724089,Christian Henrik Granqvist,Sweden,2
Q109324456,6000000120151819887,Anders Hellberg,Sweden,2
Q109341041,6000000002836915150,Kåre Grimsby,Norway,1
Q109342224,6000000019642788129,Jens Carl Hørbye,Norway,2
Q109370807,6000000004144935570,Leif Glöersen,Finland,0
Q109380579,6000000010651998239,Anna Sofia Klementine Aurén,Sweden,0
Q109381871,4428845704730031343,Herman Hallendorff,Sweden,1
Q109402258,6000000016422255325,Anders Gustaf de Jounge,Sweden,1
Q109410749,6000000022894920209,Thorvald Storesund,Norway,1
Q109427982,4273523271140043210,Edvard Gyldenstolpe,Sweden,3
Q109440588,6000000018812552117,Karin Elfverson,Sweden,1
Q1094666,6000000015459257023,Claes Egnell,Sweden,4
Q109476000,6000000011014731723,Irmelin Christensen,Norway,1
Q109480897,6000000023363887488,Karl Oskar Roos,Sweden,1
Q109498008,6000000042862303758,Karen Elise Moe,Norway,1
Q109498946,6000000102855469833,Olli Calonius,Finland,0
Q109507405,6000000016399644664,Fredrich Lemke,Sweden,0
Q109510922,6000000007216982132,Arne Stuland,Norway,1
Q109520333,6000000084758173010,Artturi Sola,Finland,0
Q109520345,6000000176006876825,Andrzej Kulwieć,Grand Duchy of Finland,3
Q109521903,6000000035915513222,Hans Blich Holst,Norway,1
Q109523665,6000000030846961840,Folke Petersson,Sweden,1
Q109528319,6000000077511834847,Richard Alvær,Norway,1
Q109540513,6000000035907798155,Magnus Daniel Ruuth,Sweden,2
Q109558584,6000000180289394884,Anna-Leena Pyykkönen,Finland,1
Q109560191,6000000194509367822,Adolf Otto Angell,Norway,1
Q109561008,6000000018232074477,Ole Nilsen Kolkind,Norway,2
Q109561224,6000000014929562853,Nils Andreas Nilsen Skarra,Norway,2
Q109562229,6000000020446961548,Rasmus Larsen Næss,Norway,2
Q109562911,1545799,Carl Axel Juel,Sweden,0
Q109569572,6000000030451157378,Knut Digernæs,Norway,1
Q109587310,6000000026681164064,Allan Kull,Sweden,1
Q109587586,6000000122772132986,Esa Hannula,Finland,0
Q109592276,6000000084709351159,August Ryding,Sweden,0
Q109616273,6000000055249415397,Karl Gösta Gilstring,Sweden,1
Q109628753,6000000152515084821,Henning Arntz,Sweden,1
Q109629383,6000000010628494201,August Sandsund,Finland,1
Q109638904,6000000006311013001,Adolf Bay,Norway,1
Q10966201,5537875141950088874,Juhana Cajanus,Finland,3
Q109668242,6000000035597443991,Otto Magnus Francke,Sweden,1
Q109677966,6000000026562474901,August Gerhard Zethraeus,Sweden,2
Q109678164,6000000029604652601,Albert Wilhelm Möller,Sweden,0
Q109678650,6000000017923481654,August Edvard Lilliestierna,Sweden,1
Q109748208,5410064495110138761,Bertil August Ramsten,Sweden,1
Q109806764,6000000110256840828,Abraham Alnoor,Sweden,1
Q109808564,6000000018764204253,Axel Cronhjelm,Sweden,1
Q109829291,6000000065985539008,Jens Lauritz Boétius,Norway,3
Q109829603,6000000033127408727,Anders Edvard Andersson Gorton,Sweden,1
Q109830058,6000000147183236835,Cornelius Alexander Sjöcrona,Sweden,0
Q1098513,6000000029335798514,Claus Fasting,Norway,3
Q109869339,6000000019935022462,Johan Martin Omberg,Sweden,2
Q109885942,6000000017950190584,David van Mollem,Denmark-Norway,2
Q10990704,6000000016312850788,Aslaug Høydal,Norway,4
Q10991050,6000000008529438853,Martin Nag,Norway,5
Q1099161,6000000139312968935,Carl Julius Evensen,Norway,1
Q109925158,6000000024789604081,Wilhelm Berg,Norway,1
Q109925339,6000000027462289573,Martha Langsholt,Norway,1
Q109929641,6000000080074699068,Olaug Madsen,Norway,1
Q109930131,6000000011645176020,Anna Bekkevold,Norway,1
Q109934632,6000000019595162875,Immanuel Solberg,Norway,1
Q109935607,6000000167359596917,Kurt Söderlund,Sweden,1
Q109943335,6000000116866311997,Axel Eurén,Sweden,2
Q109969565,6000000019913058091,Johan Wilhelm Lannerstierna,Sweden,0
Q109981338,6000000018079100222,Olga Rinman,Sweden,1
Q110014178,6000000132561609025,Ennu Oka,Finland,1
Q110051805,6000000009744018047,Junno Laanti,Finland,1
Q11006010,6000000019194638666,Knut Sverre,Norway,1
Q110061303,6000000010374050561,Johan Teodor Isotupa,Finland,0
Q110061360,6000000003571721287,Viljami Huumo,Finland,0
Q110061373,6000000053308024237,Gunnar Artkoski,Finland,0
Q110082798,6000000036621045153,Abraham Siewertsz van Reesema,Denmark-Norway,3
Q110083388,6000000019625862189,Mattheus Augustijnsz. Steyn,Denmark-Norway,1
Q11009032,6000000025560889866,Harald Trefall,Norway,2
Q11009418,6000000006934841336,Carsten Tank-Nielsen,Norway,2
Q110139148,6000000080322248885,Czesław Januszewski,Grand Duchy of Finland,1
Q110158163,6000000019378542660,Anders Wulff,Norway,1
Q110158248,6000000021504152467,Jan-Henrik Bodvin,Norway,1
Q110180061,6000000042112102273,Eino Uusitalo,Finland,0
Q110212189,6000000014176790354,Olav Kolltveit,Norway,0
Q110212343,6000000026366292509,Ingeborg Zethelius,Sweden,0
Q110212391,6000000002986676785,Knut Kastman,Sweden,1
Q110213236,6000000011784742917,Johannes Fogelberg,Sweden,1
Q110264327,6000000032144179058,Stellan Dahlstedt,Sweden,8
Q110272066,6000000006849839522,Johan Hägglund,Sweden,1
Q110278052,6000000004694903168,Kristian Urdal,Norway,1
Q110278976,6000000026627372209,Fredrik Ernst August Block,Sweden,2
Q11029470,74369,Magnus Bernhardsen,Norway,2
Q110310692,6000000001399832170,Manne Torgersson,Sweden,2
Q11031412,6000000183926180861,Magnus Ulleland,Norway,4
Q110317071,6000000003603512408,Per Silfversparre,Sweden,1
Q110322322,6000000038211584602,Kaarlo Rautio,Finland,0
Q110322443,6000000041179550389,Lauri Junnila,Finland,0
Q110322580,6000000143566108907,Kustaa Latvala,Finland,0
Q110322595,6000000105509617962,Maija-Liisa Fredman,Finland,1
Q110322599,6000000110973728991,Eino Laitakari,Finland,1
Q110366969,6000000019307568599,Julius Marcussen,Norway,1
Q11036838,6000000014417066993,Anders Jørgensen Reitan,Norway,2
Q110379034,6000000025674791225,Carl Francke,Sweden,1
Q110391142,6000000006796090067,Mauritz Aminoff,Sweden,1
Q110391572,6000000053996467894,Frans Gustaf Andersson,Sweden,1
Q110392979,6000000103845491951,Frans Otto Strömman,Sweden,1
Q110393021,6000000056900215914,Oskar Ferdinand Larsson,Sweden,0
Q110393854,6000000008192295591,Hans Halvorsen,Norway,1
Q11040483,6000000119108862019,Eivind Nielsen,Norway,4
Q110408385,6000000179193480866,Ragnar Sjöberg,Sweden,1
Q110436560,6000000015240549656,Johannes Hedström,Sweden,2
Q110438978,6000000010192154627,Kustaa Varmavuori,Finland,1
Q110467944,6000000025422973128,Fredrik Julin,Sweden,4
Q1104690,6000000148710021232,Kari Piippo,Finland,3
Q110472170,6000000018859483240,Iisakki Turunen,Finland,1
Q110499484,6000000004118248073,Johan Petter Holmström,Sweden,2
Q110515331,6000000007636126860,Oddmund Tragethon,Norway,1
Q11054402,6000000057006818045,Aukusti Niemi,Finland,3
Q110583995,6000000053972164335,Einar Holt,Norway,2
Q110588328,6000000015700590096,Jacob Örngrehn,Sweden,2
Q110620812,6000000010639437944,Nestor Nordenstedt,Sweden,2
Q110624146,6000000088268723859,Hans Olaus Saxlund,Norway,2
Q110629772,6000000007572611621,Jacques Virgin,Sweden,1
Q1106692,6000000017799804233,Coenraad van Heemskerk,Denmark-Norway,5
Q110688218,6000000005441336896,Rolf Rode Koren,Norway,1
Q110714303,6000000015600736829,Kaare Melhuus,Norway,1
Q110727843,6000000002272274710,Gullan Wahlström,Finland,1
Q110744426,6000000024433722848,Fredrik Holmberg,Sweden,1
Q110760886,4958825542930028123,Fridolf Björling,Sweden,3
Q110761051,6000000052051187887,August Theodor Paban,Sweden,3
Q110761229,6000000161868918856,August Cederqvist,Sweden,2
Q110811413,6000000097615355906,Widar Stener,Sweden,2
Q11084899,6000000012667377216,Jørund Telnes,Norway,3
Q1109017,6000000064678935057,Reidar Liaklev,Norway,1
Q110914879,6000000001178664702,Christen Jensen Hveding,Norway,2
Q110934620,6000000024935125716,Lorentz Nødtvedt,Norway,1
Q110944597,6000000000698433581,Thor Bautz,Norway,2
Q110951824,6000000009894903775,Tove Bærheim,Norway,2
Q110952835,6000000168688022879,Arne Sandberg,Norway,1
Q110961884,6000000088669676895,Carl-Fredric von Gerber,Sweden,1
Q110964823,6000000001154511397,Christina Wilhelmina Ouchterlony,Sweden,1
Q110970024,6000000148770660912,Sigurd Some,Norway,1
Q110971555,6000000035941871009,Sievä Juuri-Oja,Finland,1
Q110973275,6000000079241658774,Sven Waara-Grape,Sweden,1
Q110974534,6000000043952570286,Adolf Burgman,Finland,1
Q110978853,6000000017790888001,Nils Johan Nilsson,Sweden,2
Q110983251,6000000056096948982,Osmo Tuomi,Finland,2
Q111014232,6000000027209383530,Wilma Eho,Finland,0
Q111045071,6000000008807586939,Gustaf August Coyet,Sweden,2
Q111066994,6000000055466132976,Jonas Rosling,Sweden,1
Q111082947,6000000021028474429,Gottlieb Piltz,Sweden,1
Q111096116,6000000008192265362,Ernst Poignant,Sweden,1
Q111096128,6000000040379330553,Tage von Porat,Sweden,1
Q111141061,6000000020469287774,Øyvin Lange,Norway,3
Q111142224,6000000104653735866,Anna Brita Morottaja,Finland,4
Q111154219,6000000038355449725,Edvin Kajanne,Finland,1
Q111156562,6000000057299767974,Katarina Brita Boding,Sweden,0
Q111163152,6000000001286079309,Ragnar Moltzau,Norway,2
Q111230754,6000000136819896083,A. M. Opsahl,Norway,2
Q111273678,6000000012419579345,Georg Burchard Baade,Norway,1
Q111284155,6000000078217466644,Clemens Schmidt,Norway,1
Q111291143,6000000039054882093,Harald Berggren,Sweden,0
Q111295656,6000000008242265025,Michael Hegglund Kildal,Norway,1
Q111306744,6000000051613560591,Johan Julius Prachen Westervaldt,Norway,1
Q111307674,6000000009861464554,Claus Struve,Norway,1
Q111308048,6000000119031949829,Veikko Sorsakivi,Finland,1
Q111312616,6000000025581357619,Parlow Grip,Norway,1
Q111312628,6000000019757708346,Andreas Høyem,Norway,1
Q111334847,6000000088081964939,Salve Lihme,Norway,1
Q111335248,6000000010725062256,Mathias Lind,Norway,1
Q111337354,6000000001169126011,Claus Finde,Norway,1
Q111338385,6000000007305254501,Eric Luther,Finland,1
Q111340283,6000000000128269578,Jacob Thode,Norway,1
Q11135100,6000000145016755940,Magnus Fische,Norway,3
Q111351081,6000000016979800220,Jacob Klæboe,Norway,1
Q111353500,6000000043814187542,Uno Steinholtz,Sweden,2
Q11135478,6000000013089913239,Alf Andreas Øverli,Norway,1
Q111357608,6000000007829061774,Lars Lund Finckenhagen,Norway,1
Q11135787,6000000032377225955,Józef Siemiradzki,Grand Duchy of Finland,4
Q111364567,6000000002502414657,Rasmus Schjelderup,Norway,1
Q111365393,6000000003012057661,Henning Junghans,Norway,1
Q111369521,6000000009508161570,Morten Andreas Leigh,Norway,1
Q111369618,6000000011156431610,Axel Rosenqwist,Sweden,5
Q111372039,6000000010180558582,Andreas Fuglesang Dircks,Norway,1
Q111372376,6000000007086441013,Cecilie Wiborg Bonafede,Norway,1
Q111381814,6000000025564189079,Peder Tønder,Norway,1
Q111383574,6000000003012345396,Eiler Hagerup Kaurin,Norway,1
Q111395988,6000000019462063513,Rasmus Tonning,Norway,1
Q111442455,6000000031046365490,Bendix Heide,Norway,1
Q111443374,6000000019184695678,Adam Gorayski,Grand Duchy of Finland,0
Q111462461,6000000037533365259,Yrjö Sjöblom,Finland,0
Q111473969,6000000008260238995,Morten Smidt Petersen von Fyren,Norway,1
Q111487918,6000000002513997058,Christian Ulrik Tønder,Norway,2
Q111495984,6000000003964337699,Johan Barclay-Nitter,Norway,2
Q11151845,6000000141031710948,Elis Ask,Finland,1
Q111525168,6000000017983889671,Salme Paasilinna,Finland,1
Q111602682,6000000083246288183,Gunnar Wimnell,Sweden,1
Q111603635,6000000002797995233,Gustaf Smith,Sweden,1
Q111605047,6000000005758011418,Frantz Henrik Blichfeldt,Norway,1
Q111626084,2925816,Veikko Valtonen,Finland,2
Q111632068,6000000012958402243,Johan Henrik Wolff,Norway,1
Q111647283,6000000009545000258,Jens Hejdemark,Norway,1
Q111652977,6000000007980435974,Erik Anker Bruun,Norway,1
Q111658975,6000000006434751225,Otto V. Juell,Norway,1
Q11166780,6000000002954490672,Lorens Berg,Norway,1
Q111670672,6000000008314540902,Tobias Brodtkorb,Norway,1
Q11167329,6000000010637494092,Aarne Pelkonen,Finland,1
Q111694583,6000000082473524622,Hans Daniel Hammer,Norway,1
Q111699912,6000000015724892624,Johan Jacob Røring,Norway,1
Q111715943,6000000007209903720,Osmund Gunsteinsen Stray,Norway,1
Q111731409,6000000164258015877,Toivo Tuovinen,Finland,1
Q111731590,6000000006981780302,Elias Heltberg,Norway,1
Q111733224,6000000009043241823,Ola Eines,Norway,1
Q111745155,6000000002853322209,Hartmann Emil Bollerød,Norway,1
Q111746057,6000000012616116687,Just Wiide Coldevin,Norway,1
Q111788638,6000000017895632016,Erik Leganger,Norway,1
Q111804020,6000000035512553647,Hans Tulle,Norway,1
Q111804827,6000000175704059847,Johan Rosing,Norway,1
Q1119070,6000000159303011852,Eino Purje,Finland,2
Q1119119,6000000046858949836,Kjeld Kjos,Norway,1
Q112025497,6000000013031825168,Sigurd Hansen Moen,Norway,0
Q112025729,6000000015971587275,Olaf Pedersen,Norway,0
Q112025936,6000000005609495656,Knud Paust Rommetvedt,Norway,0
Q112026234,6000000015972112552,Simon Sivertsen Sæther,Norway,0
Q112026236,6000000015972266637,Peter Andreas Lauritz Andersen Søholt,Norway,0
Q112078783,6000000030520656716,Wilhelm Kielland,Norway,1
Q112081382,6000000008634049014,Rickard Floer Killengren,Norway,2
Q11211502,6000000179186385828,Heikki Konttinen,Finland,2
Q112134534,6000000029198344238,Gösta Kempe,Sweden,2
Q11216735,6000000043925907850,Oskari Jauhiainen,Finland,2
Q11217951,6000000021303267252,Edvard Ruud,Norway,1
Q11221793,6000000015842328349,Olaus Abelseth,Norway,0
Q11224898,6000000031282780114,Liina Reiman,Finland,3
Q112270052,6000000024654355959,Hans Ewerlöf,Sweden,2
Q11232516,6000000006157502504,Michael von Sundt,Norway,1
Q112547092,6000000017718940666,Amelis van den Bouchorst,Denmark-Norway,3
Q11256636,6000000072034558978,Jyrki Otila,Finland,1
Q112629867,6000000006952612472,Lars Hesselgren,Sweden,4
Q112631122,6000000012639683600,Hedvig Billing,Sweden,1
Q112663085,6000000018879153604,Anton Werner Lignell,Finland,1
Q112663957,6000000001528843479,Carl Håkan Håkansson,Sweden,3
Q11277953,6000000041429367734,Uuras Saarnivaara,Finland,2
Q112796817,6000000120696303826,Carl Christian Heffermehl,Norway,1
Q112940132,6000000055129281821,Hanna Sjøtun,Norway,1
Q112970289,6000000192677590822,Stanisław Maciej Krosnowski,Grand Duchy of Finland,1
Q112998972,6000000017393874037,Carl Dubbenhjelm,Sweden,2
Q113016012,6000000041582883685,Gunnar Rollefsen,Norway,0
Q113217008,6000000041322360258,Maja Bernmark,Sweden,1
Q113252902,6000000008150014215,Birger Agering,Sweden,3
Q113277396,6000000034266054975,Hans Rudolf Herlitz (Söderberg),Sweden,2
Q113324661,6000000007265482794,Herved Linse,Sweden,1
Q1133599,6000000018892620009,Cornelis Valkenier,Denmark-Norway,1
Q113427669,6000000022890641169,Tollef Lem Ravn,Norway,1
Q113435818,6000000003593852131,Abraham Simers Kiosterud,Norway,2
Q113444953,6000000116551277026,Ernst Jönson,Sweden,2
Q113447062,6000000017839029204,Karl-Olof Mikael Åkerstedt,Sweden,1
Q11346146,3087305,Johan Westrin,Sweden,1
Q113468979,6000000028901421316,Magnus Blidberg,Sweden,2
Q113486851,6000000011359879456,Gunvor Bull-Teilman,Norway,3
Q113519149,6000000070647103883,Valentina Anvik,Norway,2
Q113537,6000000023021716723,Halvdan Sivertsen,Norway,6
Q1135506,6000000078285530878,Harald Strøm,Norway,2
Q113575451,6000000203982643848,Thomas Nils Emil Gamborg,Norway,2
Q113581521,6000000012963463622,Anton Levedal,Sweden,6
Q113587676,6000000008889002121,Anders Sebastian Trolander,Sweden,1
Q113587862,6000000008688251787,Albin Torckell,Finland,2
Q113601849,326541533250007387,Oscar Malmström,Sweden,2
Q113646569,6000000019381524463,Arthur Oxaas,Norway,1
Q113853493,6000000024515236815,Gunnar Oskar Ernst Brander,Finland,1
Q113992369,6000000026364456619,Carl Gustaf Rollin,Sweden,1
Q114001881,6000000011892257942,Peter Schönström,Sweden,1
Q114119654,6000000109742164835,Carl Fredric Ljungberg,Sweden,3
Q114123361,6000000080242126528,Peter Rubens,Sweden,0
Q114244432,6000000109161296821,Hans Olaf Nilsen,Norway,1
Q114245785,6000000018445186115,Bjarne Berg,Norway,2
Q114310654,6000000010292165632,Wiktor Hässler,Sweden,0
Q114314897,6000000018109820504,Andreas Olsen,Norway,2
Q114630784,6000000016409411811,Arnoldus von Westen Sylow,Norway,2
Q114662499,6000000125972727821,Sten Neikter,Sweden,0
Q114694996,6000000012939184329,Fredrik Thure Wessman,Finland,0
