qid,geni_id,label,countries,occupation_count
Q16029340,6000000019549283076,Karl Kildal,Norway,1
Q16030071,6000000009234522824,Knut Lindberg,Finland,1
Q16030171,6000000019496300284,Nils Otto Hesselberg,Norway,1
Q16030402,6000000022147125751,Andreas Meling,Norway,2
Q16030923,6000000090289162265,Henrik Spangelo,Norway,5
Q16031012,6000000026336274522,Mathias Eckhoff,Norway,1
Q16031856,6000000011937977221,Kullervo Kalske,Finland,2
Q16043386,6000000016442596663,Theodor Kellgren,Sweden,1
Q16043415,6000000039915610114,Ivar Nyqvist,Sweden,1
Q16043420,6000000101124737821,Gustaf Kaunitz,Sweden,1
Q16043423,6000000017512945091,Karl Güettler,Sweden,1
Q16043426,6000000089092096938,Dag Melin,Sweden,1
Q16043663,6000000019439665050,Sofie Borchgrevink,Norway,2
Q1605025,6000000173720505995,Hendrik Constantijn Cras,Denmark-Norway,2
Q16059558,6000000146232438964,Kalle Viljamaa,Finland,2
Q1606267,6000000034007786233,Henrik Flöjt,Finland,1
Q16063523,6000000029653738175,Lyder Kvantoland,Norway,3
Q16063850,6000000002810345341,Hans Nicolai Arctander,Norway,2
Q16064986,6000000001598005698,Peter Jessen,Norway,1
Q16065099,6000000000782776594,Reinhold von Hoven,Norway,1
Q16066486,6000000008887939974,Wilhelm Aarstad,Norway,2
Q1606867,6000000022967238313,Henry Hermansen,Norway,2
Q1607476,6000000012155567568,Henrik Johan Bull,Norway,3
Q1607842,6000000092799079060,Jalmari Eskola,Finland,2
Q1607896,6000000019078439785,Johan Arckenholtz,Finland | Sweden,3
Q16079053,6000000006764979093,Alf Gowart Olsen,Norway,2
Q16089076,6000000175624562853,Frank Weylert,Norway,2
Q16091354,6000000038212609604,Knut Wang,Norway,1
Q16104594,6000000011358237371,Erik Amundsen,Norway,1
Q161336,6000000018279430142,Peter Lely,Denmark-Norway,3
Q1615304,6000000042683664577,Henrik Greve Blessing,Norway,4
Q16157107,6000000018054831478,Per-Olof Ahl,Sweden,0
Q16157890,6000000081965291194,Gust Aakula,Finland,1
Q16157919,6000000136604632885,Jaakko Aalto,Finland,2
Q16158471,6000000029530660649,Helmer Adler,Finland,3
Q16158605,6000000071240984147,Olof Magni Arenius,Sweden,1
Q1615861,6000000025221798965,Jørgen Graabak,Norway,1
Q16158635,6000000006588305109,Hugo Ahlberg,Finland,3
Q16158677,6000000177493026831,Lauri Ahlgrén,Finland,3
Q16158740,6000000002722996409,Gabriel Ahlman,Finland,2
Q16158848,6000000024172714965,Lars Isak Ahlstubbe,Finland,2
Q16158945,6000000038238813676,Matti L. Aho,Finland,0
Q161590,6000000018953973078,Roman Dmowski,Grand Duchy of Finland,5
Q16159019,6000000179031212825,Jaakko Ahokas,Finland,4
Q16159483,6000000021244291053,Mauri Ahtosalo,Finland,1
Q16159538,6000000048950022828,Olga Aikala,Finland,3
Q16159640,6000000066269336939,Harry Bagge,Sweden,1
Q16159712,6000000038111942268,Widar Bagge,Sweden,1
Q16159881,6000000037133771032,Abraham Bandholtz,Sweden,1
Q16160136,6000000037484608641,Juho Alanko,Finland,1
Q16160759,6000000036626986169,Matti Ali-Melkkilä,Finland,1
Q16160937,6000000037885565297,Gotfred Bentzen,Norway,1
Q16161076,6000000000104845851,Torsten Aminoff,Finland,1
Q16161944,6000000012819677325,Johan Anttila,Finland,3
Q16162001,6000000010963583085,Reijo Anttila,Finland,0
Q16162313,6000000178877736011,Walter Appelqvist,Finland,1
Q16162976,6000000042635654942,Ingeborg Björklund,Sweden,1
Q16163104,6000000038677308941,Veli Arvonen,Finland,0
Q16163140,6000000002854908757,Vilho Askola,Finland,2
Q16163375,6000000003599930326,Heikki Asunta,Finland,4
Q16163578,6000000013583169981,Olli Aulanko,Finland,1
Q16163789,6000000143192505822,Matti Autio,Finland,2
Q16164705,6000000011050682504,Sverre S. Amundsen,Norway,2
Q16165411,6000000069195253833,Göran Bundy,Sweden,2
Q16165489,6000000003966342388,Abraham Laurentii Burman,Sweden,1
Q16165739,6000000000487036379,Sigurd Björkstén,Finland,1
Q16165826,6000000026972179647,Gregers Bönnelycke,Sweden,1
Q16166057,6000000180410983822,Tadeusz Benedyk,Grand Duchy of Finland,1
Q16166189,6000000022352838020,Edvard von Boehm,Finland,1
Q16166279,6000000003399309316,Oscar Bomanson,Finland,1
Q16166792,6000000024517788776,Signe Brander,Finland,1
Q16167290,6000000004135023777,Karl Bruhn,Finland,1
Q16167438,6000000053481725223,Tuomas Bryggari,Finland,1
Q16167530,6000000053281275940,Carl Fredrik von Burghausen,Sweden,1
Q16167725,6000000037213236095,Yngve Bützow,Finland,1
Q16167757,6000000009432467903,Håkan Bäck,Finland,2
Q16167784,6000000171885761834,Yngve Bäck,Finland,1
Q16168005,6000000004158053483,Werner Cajanus,Finland,1
Q16168320,6000000009605885822,Hilde Louise Asbjørnsen,Norway,2
Q16168478,6000000006579107268,Henrik Carstenius,Sweden | Finland,4
Q16168523,6000000000033730738,Ilmari Caselius,Finland,1
Q16168592,4093173155560040658,John Catani,Finland,2
Q16168683,6000000001790839304,Axel Cederberg,Finland,1
Q16168757,6000000122710139847,Johan Olaus Asmundvaag,Norway,4
Q16169161,6000000002376086404,Paul Runar Collander,Finland,1
Q16169208,6000000015068381040,Per Augdahl,Norway,2
Q16169444,6000000003809866091,Runa Cronström,Finland,1
Q16169530,6000000022693755338,Sivert Austad,Norway,1
Q16170098,6000000005013479447,Thomas Bache-Gabrielsen,Norway,0
Q16170257,6000000040418137841,Karl Dikert,Finland,1
Q16170389,6000000004137501757,Trygve Alexander Bagn,Norway,2
Q16171253,6000000000399429756,Victor Ek,Finland,1
Q16171280,6000000067028557941,Gregorius Ekholm,Finland,1
Q16171328,6000000015351977032,Thorvald Ekholm,Finland,1
Q16172079,6000000068326447821,Annanias Batalden,Norway,0
Q16172733,6000000007980333080,Anders Bendssøn Dall,Norway,1
Q16175645,6000000005585261176,Carl August Bjurstedt,Norway,1
Q16176311,6000000019578371601,Theodor Blackstad,Norway,2
Q16176470,6000000025123544143,Ivar Johannesson Bleiklie,Norway,3
Q16176482,6000000037898557776,Ingvald Bleken,Norway,2
Q16176597,6000000011483402281,Elias R. Blindheim,Norway,1
Q16177690,6000000014972056039,Christian Borchsenius,Norway,1
Q16177778,6000000057214043836,Knut Borge,Norway,4
Q16179268,6000000011308222910,Ole Brattekaas,Norway,1
Q16179618,6000000011176560852,Peder Albert Bredvei,Norway,2
Q16179682,6000000034865915936,Anne Marie Breien,Norway,0
Q16179921,6000000037406817870,Sverre Brenden,Norway,1
Q16180392,6000000011253924161,Thor Brodtkorb,Norway,1
Q16181575,6000000000894845554,Daniel Brændeland,Norway,1
Q16182026,6000000002278454042,Anders Berg Bull,Norway,1
Q16183062,6000000141079693123,Ragnar Baartvedt,Norway,3
Q16183201,6000000177872191823,Hans Bærewahr-Hansen,Norway,2
Q16183352,6000000018417564291,Adam Fredrik Trampe Bødtker,Norway,2
Q16183750,6000000008862034142,Christian Børs,Norway,0
Q16184241,6000000009943943480,Diderik Cappelen,Norway,3
Q16185070,6000000069501344977,Haaken Christensen,Norway,2
Q16187486,6000000174762255065,Kristian Albert Christiansen,Norway,1
Q16187538,6000000100281761826,Christopher Lange,Norway,3
Q16188062,5672165776720060217,Knud Dahl,Norway,1
Q16188311,6000000030982555909,Sigurd Danifer,Norway,1
Q16234318,6000000011829037832,Kristian Støback Wilhelmsen,Norway,2
Q16269354,6000000067125546974,Bo Grefberg,Sweden,1
Q16297946,6000000175197890007,Oiva Arvola,Finland,2
Q16298157,6000000015465909515,Pentti Fagerholm,Finland,1
Q16298565,6000000019594701310,Hannu Hautala,Finland,4
Q16298988,6000000179394102835,Risto Hiltunen,Finland,4
Q16299127,6000000097308172590,Leo Houtsonen,Finland,2
Q16299208,6000000122538131857,Risto Hyvärinen,Finland,1
Q16299224,6000000172096720162,Perttu Häkkinen,Finland,2
Q16299271,6000000000295855329,Jouko Ignatius,Finland,1
Q16299512,6000000081918783252,Klaus Järvinen,Finland,3
Q16299702,6000000084753254150,Antti Karppinen,Finland,1
Q16299863,6000000174403560918,Jarkko Kinnunen,Finland,1
Q16299875,6000000081500235771,Pekka Kivalo,Finland,1
Q16300041,6000000104143719993,J. Juhani Kortesalmi,Finland,2
Q16300076,6000000002648251431,Helena Koskinen,Finland,2
Q16310890,6000000004533725989,Balthazar Schnitler,Norway,2
Q16322463,6000000069241251952,Leon Bodd,Norway,2
Q16322464,6000000024172608964,Alf Kvasbø,Norway,2
Q16323040,6000000015777799379,Georg Wiese,Norway,1
Q16323050,6000000044074353566,Jacob Stolt,Norway,2
Q16323101,6000000009736522788,Christian Thaulow,Norway,3
Q16323494,6000000007279119115,Gustaf Richard Mallander,Sweden,1
Q16324036,6000000018725520837,Artur Proos,Sweden,2
Q16324348,6000000036622280104,Simon Nordström,Sweden,0
Q16333922,6000000026780203944,Varpu Vilkuna,Finland,2
Q16333923,6000000172374724985,Juhani Wallenius,Finland,1
Q16338147,6000000020051678206,Paul Jerima,Finland,2
Q16338288,6000000009117591999,Niilo Tammisalo,Finland,5
Q16338290,6000000001721028001,Holger Thorn,Finland,2
Q16338326,6000000001453488993,John Österholm,Finland,1
Q16363221,6000000178996278835,Hilja Aaltonen,Finland,2
Q16363241,6000000026781198801,Sven-Olof Hultin,Finland,2
Q16363263,6000000177540234886,Ilmari Laukkonen,Finland,2
Q16363289,6000000178255597869,Klaus Mäkelä,Finland,1
Q16363323,6000000050499220143,Heikki Tavela,Finland,1
Q16363325,6000000040958734654,Martti Tienari,Finland,2
Q16363336,6000000180721046923,Heikki Värtsi,Finland,3
Q16402989,6000000014599982390,Amanda Jasmiin,Sweden,1
Q16403041,6000000008328161228,Andres Joasalu,Sweden,1
Q16403178,5126503049830083468,Karin Aasma,Sweden,2
Q16403548,6000000007187959694,Reinhold Kleitsman,Sweden,2
Q16403663,6000000021700984271,Alfred Pisuke,Sweden,2
Q16403755,6000000039675232027,Olaus Georg Salenius,Sweden,3
Q16403807,6000000008228239598,Herbert Salu,Sweden,2
Q16404110,6000000032123529192,Harry Mutvei,Sweden,3
Q16405008,6000000015751368091,Mart Järvik,Sweden,3
Q16405201,6000000180614517834,Antti Sovijärvi,Finland,4
Q16405215,6000000039675582916,Lorenz Quist,Sweden,1
Q16405435,6000000026638751775,Renate Kaasik,Sweden,1
Q16405488,6000000015903796991,August Raidur,Sweden,1
Q16405980,6000000010772435945,Theodor Tallmeister,Sweden,5
Q16406496,6000000003102325204,Eero Tarjus,Sweden,2
Q16406557,6000000000369295822,Artur Reintamm,Sweden,1
Q16406777,6000000009119247680,Rudolf Linnuste,Sweden,1
Q16406949,6000000012631969861,Ivar Paulson,Sweden,4
Q16407774,6000000028910276388,Helmi Eller,Sweden,4
Q16407910,6000000002745178671,Anton Heidrich,Sweden,5
Q1641719,6000000006126927054,Hans Granfelt,Sweden,2
Q1644377,6000000132553877218,Olli Huttunen,Finland,4
Q1645364,6000000022733346641,Nils Linde,Sweden,1
Q16466366,6000000001911841081,Alfred Høy,Norway,1
Q16467524,2614981,Carl Areskoug,Sweden,0
Q16467536,6000000024319115041,Lennart Finnmark,Sweden,1
Q16497302,6000000003591397306,Herman Asplöf,Sweden,3
Q16497667,6000000059454035997,Axel Lyström,Sweden,2
Q16497896,6000000012522125506,Ragnvald Bagge,Sweden,1
Q16497917,6000000012557081101,Johan Christian von Bahr,Sweden,1
Q16498501,391038366740012846,Holger Bengtsson,Sweden,1
Q16498512,6000000004575255470,Simon Berchelt,Sweden,1
Q16503016,6000000170027162665,Johan Adolf Bladin,Sweden,1
Q16503233,6000000023109991856,Johan Emil Blomén,Sweden,1
Q1650449,6000000016645354674,Nils Olof Holst,Sweden,2
Q16516365,6000000020276657458,Henrik Leonard Victorin,Sweden,0
Q1651867,6000000006847595060,Egil Lærum,Norway,3
Q16521100,6000000163845360832,Martti Matilainen,Finland,2
Q16529432,6000000183138000858,Antin Vasynchuk,Grand Duchy of Finland,2
Q16530269,6000000015081823385,Artur Dobiecki,Grand Duchy of Finland,2
Q16533636,6000000084996278128,Bronisław Hieronim Gładysz,Grand Duchy of Finland,3
Q16539124,6000000025804471092,David Theander,Sweden,1
Q16539666,6000000096074335949,Detlow von Braun,Sweden,1
Q1654148,6000000078569653402,Rauno Lehtinen,Finland,3
Q16545906,6000000089168415969,Franciszek Fischoeder,Grand Duchy of Finland,2
Q16556154,6000000007208719947,Gustaf Stiernspetz,Sweden,1
Q16557436,6000000013488171325,Henryk Glück,Grand Duchy of Finland,3
Q16557489,6000000024268432308,Henryk Mikolasch,Grand Duchy of Finland,3
Q16568644,6000000007826003451,Karsten Johannessen,Norway,1
Q16570777,6000000020628810224,Lars Lundström,Sweden,1
Q16571471,6000000168180261852,Leon Surzyński,Grand Duchy of Finland,2
Q16586785,6000000183073705842,Paweł Prabucki,Grand Duchy of Finland,1
Q1658963,6000000041503247426,Ilmari Manninen,Finland,3
Q1658966,6000000019494609090,Ilmari Weneskoski,Finland,4
Q16590972,6000000029135109455,Bure Holmbäck,Sweden,1
Q16591845,6000000050257826861,Frank Stubb Micaelsen,Norway,1
Q16591850,6000000016963088475,Per Pynten,Norway,1
Q16594463,5390498316400081840,Anna Cassel,Sweden,1
Q16594740,6000000036599214181,Helena Escholin,Finland,0
Q16594758,335969911140011698,Ruth Ettlinger,Sweden,2
Q16594779,6000000019426608456,Evelina Fahnehjelm,Sweden,1
Q16595031,6000000035113004386,Mathilda Hall,Sweden,2
Q16595083,6000000039836961691,Ingalisa Munck,Sweden,1
Q16595323,6000000023781675937,Dora Jacobsohn,Sweden,3
Q16595392,6000000006818330796,Greta Lisa Jäderholm-Snellman,Finland,2
Q16596119,6000000048131769811,Kaisa Pöyry,Finland,2
Q16596156,6000000000356344491,Anette Reuterskiöld,Finland,1
Q16596306,6000000014532557083,Hulda Schenson,Sweden,1
Q16596454,6000000025473882444,Aurore Storckenfeldt,Sweden,2
Q16596500,6000000093910374822,Christine Sundberg,Sweden,1
Q16596504,6000000014123480292,Elin Sundberg,Sweden,0
Q16596643,6000000035800375321,Louise Vinge,Sweden,1
Q16602155,6000000000875078529,Gertrud Grenander Nyberg,Sweden,2
Q16604147,6000000008675879811,Andreas Bjørkum,Norway | Sweden,2
Q16606070,6000000006706334818,Stanisław Niemczycki,Grand Duchy of Finland,3
Q1661043,6000000002588976151,Didrik Petri,Sweden,1
Q16610899,6000000048132853079,Tomasz Chmieliński,Grand Duchy of Finland,0
Q16616041,6000000178910223845,Ingeborg Walin,Sweden,2
Q16616395,6000000004274346632,Tormod Kjellsen,Norway,2
Q16617532,6000000038369318144,Władysław Bukowiński,Grand Duchy of Finland,3
Q16620696,6000000042596645994,Zygmunt Nowicki,Grand Duchy of Finland,1
Q1662534,6000000026605736053,Julius Fritzner,Norway,1
Q1662749,6000000061516077891,Inge Bengtsson,Sweden,1
Q1662766,6000000007094395618,Inge Edler,Sweden,2
Q1662949,6000000001541001870,Ingebrigt Bjørø,Norway,2
Q16632855,6000000101637913897,Henrik Cervin,Sweden,2
Q16633133,6000000176993626847,Lennart Kaijser,Sweden,1
Q16633374,6000000023098651412,Bertil Rehnberg,Sweden,1
Q16637049,6000000194666545822,Józef Głowinkowski,Grand Duchy of Finland,1
Q16637077,6000000008093818429,Sven Bertil Gunvald Lindquist,Sweden,2
Q16649063,6000000011591117871,Anders Bratt,Sweden,1
Q16649107,6000000071379985913,Birger Dahlberg,Sweden,2
Q16649115,6000000002685092459,Ragnar Darell,Sweden,3
Q16649119,6000000008814677696,Georg Christian de Frese,Sweden,2
Q16649229,6000000001179870832,Ragnar Fleege,Finland,2
Q16649230,6000000029309166377,Erhard Fliesberg,Sweden,1
Q16649238,6000000074093283889,Carl Fors,Sweden,1
Q16649253,6000000007281865233,Carl Frisk,Sweden,1
Q16649333,6000000019978326743,Nicolaus Olai Hambræus,Sweden,1
Q16649367,6000000079779946956,David Hellström,Sweden,1
Q16649382,6000000011656937972,Hugo Heyman,Sweden,1
Q16649403,6000000007643596303,Gustaf Birger Anders Holm,Sweden,1
Q16649408,6000000034210477875,Nils Fredrik Holm,Sweden,1
Q16649414,6000000076479337829,Carl Holmdahl,Sweden,1
Q16649421,6000000000598165158,Ruben Holmström,Sweden,1
Q16649442,6000000022792451870,Emil Hultmark,Sweden,2
Q16649447,6000000019540148550,Carl Gustaf Husberg,Sweden,0
Q16649457,6000000029309429325,Ingvar Hårdstedt,Sweden,1
Q16649485,6000000003647097974,Otto Janse,Sweden,3
Q16649538,6000000063692683437,Kurt Kaijser,Sweden,2
Q16649541,6000000019250140885,Martin Wilhelmsson Kammecker,Sweden,0
Q16649547,6000000009708310415,Gunnar Kassman,Sweden,1
Q16649554,6000000028376718156,Sune Kempe,Sweden,1
Q16649627,6000000015140637073,Wilhelm Lassen,Norway,2
Q16649660,6000000019198558550,Gustaf Lidberg,Sweden,1
Q16649664,6000000020019980089,Hildemar Lidholm,Sweden,1
Q16649700,6000000180025865928,Thore Lindfors,Sweden,1
Q16649703,3676118,Erik Lindgren,Sweden,1
Q16649713,4582420721710050642,Carl Lindhe,Sweden,1
Q16649729,6000000042559050283,Gustaf Lindström,Sweden,1
Q16649748,6000000001541002866,Gustaf Ljungdahl,Sweden,1
Q16649760,6000000041055193606,Johan Olsson Longberg,Sweden,3
Q16649774,6000000220528027841,Nicolai Lund,Norway,2
Q16649778,6000000182506383853,Alrik Lundberg,Sweden,1
Q16649806,6000000023127890284,Emil Lundqvist,Sweden,3
Q16649824,6000000182710251842,Erik Lönnerholm,Sweden,1
Q16649838,6000000008767154516,Hilding Magnusson,Sweden,1
Q16649871,6000000041931920958,Rolf Maurin,Sweden,2
Q16649873,6000000026875287005,Claes Mebius,Sweden,1
Q16649889,6000000020948104695,Einar Modig,Sweden,1
Q16649906,6000000022783455189,Gösta Morin,Sweden,2
Q16649956,6000000022731426403,Otto Natt och Dag,Sweden,6
Q16649959,6000000023266193791,John Nauckhoff,Sweden,2
Q16649975,6000000019358972697,Daniel Georg Nescher,Sweden,1
Q16650004,6000000015842967270,Ossian Nilsson,Sweden,1
Q16650086,6000000080676991821,Eskil Olán,Sweden,2
Q16650094,6000000011340198463,Olof Sörndal,Sweden,1
Q16650110,6000000027541396248,Johan Otter,Sweden,4
Q16650155,6000000009640498723,Zacharias Nicolai Plantin,Sweden,1
Q16650161,6000000022698794402,Harald Pousette,Sweden,1
Q16650165,6000000041635107338,Nicolaus Nicolai Prytz,Sweden,3
Q16650195,6000000079635028054,Gunnar Reuterskiöld,Sweden,1
Q16650236,6000000025386216114,Anders Roswall,Sweden,1
Q16650244,6000000010524332776,Albert Runbäck,Sweden,1
Q16650264,6000000011230105237,Nicky Sahlström,Sweden,1
Q16650298,6000000005242025909,Christian Gottlieb Scherber,Sweden,2
Q16650339,6000000016640244102,Jacob Silvén,Sweden,2
Q16650362,6000000005219673175,William Snell,Sweden,1
Q16650407,6000000012165270564,Johan Strömer,Finland | Sweden,1
Q16650422,6000000022145227029,Arvid Werner Sundblad,Sweden,1
Q16650438,6000000019731807269,Peter Reinhold Svensson,Sweden,2
Q16650445,6000000035053841446,Gustaf Volmar Sylvander,Sweden,1
Q16650457,6000000176995984831,Fredrik Tamm,Sweden,1
Q16650482,6000000079081488289,Anders Lauritz Thuröe,Sweden,1
Q16650504,6000000074281148824,Ossian Treutiger,Sweden,1
Q16650507,6000000033596250141,John Trägårdh,Sweden,1
Q16650511,6000000176699530830,Erik Tuvén,Sweden,1
Q16650520,6000000008427686074,Vilhelm Kristian Uchermann,Norway,3
Q16650524,6000000091985268828,Gustaf Ullberg,Sweden,3
Q16650538,6000000066453503977,Claes Virgin,Sweden,2
Q16650548,6000000039266949698,Fredrik Vult von Steijern,Sweden,3
Q16650579,3954430825960064836,Harald Wejryd,Sweden,1
Q16650598,6000000020746718621,Sofus Widerøe,Norway,1
Q16650604,6000000029075670122,Nils August Wilander,Sweden,1
Q16650605,6000000061824468012,Sven Wilskman,Sweden,1
Q16650611,6000000096487362827,Anders Winbom,Sweden,3
Q16656986,6000000181358792846,Johan Erik Remmer,Sweden,1
Q16658250,6000000002421989190,Bertel Hintze,Finland,1
Q16658266,6000000003623872297,Risto Solanko,Finland,2
Q16658267,5448424726590110770,Holger Sumelius,Finland,1
Q16658270,6000000040017661161,Ilmari Turja,Finland,2
Q16658335,6000000039546981267,Joar Eimhjellen,Norway,3
Q16658336,6000000084918592946,Helge Essmar,Norway,1
Q16658337,6000000063538909200,Gunnar Havstad,Norway,1
Q16658344,6000000016861325203,Carl Fredrik Lühr,Norway,2
Q1668375,6000000103429370031,Albert Nordengen,Norway,1
Q16683763,6000000082534888039,Yrjö Armas Waskinen,Finland,1
Q1669655,6000000025807997232,Jacob Nicolai Wilse,Norway,6
Q167167,6000000027896280387,Tor Hogne Aarøy,Norway,1
Q1673308,6000000022411409439,Irwin Goodman,Finland,3
Q1673475,6000000020610480232,Isaac de Pinto,Denmark-Norway,3
Q16736202,6000000007831375683,Lars Wilhelm Åberg,Finland,3
Q16737292,6000000000233923588,Karl Henrik Jakob Ignatius,Finland,2
Q16737297,6000000019842157953,Kustaa Heinikkala,Finland,0
Q16737299,6000000002936135965,Mårten Johan Lindforss,Finland,1
Q16737437,6000000006967828140,Sylvester Sivertson,Norway,2
Q16739676,6000000001209968541,Gitta Jønsson,Norway,1
Q16743969,6000000028266539042,Johan Thoresen,Norway,4
Q16744979,6000000028627872192,Jakob Sigurd Holmgard,Norway,2
Q16749723,6000000018882500006,Anna Hagman,Norway,0
Q1675364,6000000088332676834,Kalle Achté,Finland,3
Q1675675,6000000181272483821,Ivar Hellman,Sweden,2
Q1675681,6000000019644306540,Ivar Hallström,Sweden,5
Q16760660,6000000015916757472,Ludvig Drevland,Norway,3
Q16760663,6000000035193969888,Fredrik Enge,Norway,2
Q16760666,4826374776660083108,Engelbrecht Finne,Norway,2
Q16760671,6000000069637706952,Wilhelm Foss,Norway,3
Q16760674,6000000024206195001,Gunder Paulsen Frilseth,Norway,2
Q16760681,6000000015702472659,Ole Torgersen Gillebo,Norway,1
Q16760683,6000000011391976412,Even Larsen Glestad,Norway,4
Q16760689,6000000023852798255,Hans Christian Grønn,Norway,3
Q16760692,6000000005403819823,Martin Hannestad,Norway,2
Q16760695,6000000019070293096,Lars Pedersen Hektoen,Norway,2
Q16760707,6000000008418928066,Ole Høstmark,Norway,1
Q16760717,6000000007980500236,Hans Kjelsberg,Norway,3
Q16760718,6000000020019549723,Olaus Klaveness,Norway,2
Q16760720,6000000001712418419,Hans Kofoed,Norway,1
Q16760724,6000000003150035288,Ludvig Kyhn,Norway,2
Q16760731,6000000008718864143,Morten Lundberg,Norway,4
Q16760739,6000000015558274151,Nils J. Melhus,Norway,2
Q16760750,6000000105416598113,Nils Christian Nilsen,Norway,2
Q16760762,6000000011137647461,Ole Randers,Norway,2
Q16760773,6000000034796956887,Georg Robert Schirmer,Norway,2
Q16760804,6000000027873096716,Halfdan Torp,Norway,2
Q16760815,6000000014922276001,Sivert Aasen,Norway,2
Q16760823,6000000027487841693,Jacob Krog Borch,Norway,1
Q16760824,6000000009315097783,Christian Christiansen,Norway,2
Q16760825,6000000029098489924,Wilhelm Dietrichson,Norway,4
Q16760828,6000000010596967499,Johan Hoff Ellingsen,Norway,1
Q16760830,6000000011919030904,Ole Iver Evjenth,Norway,1
Q16760840,6000000036955604785,Einar Greve,Norway,4
Q16760842,6000000006443595453,Christian Torberg Hegge Grüner,Norway,2
Q16760844,6000000095344042076,Hans Kristian Hauan,Norway,2
Q16760853,6000000025755625806,Kristoffer Høgset,Norway,1
Q16760854,6000000008591210293,Sigurd Iversen,Norway,2
Q16760859,6000000006408830518,Anton Jakobsen,Norway,1
Q16760866,6000000000159325320,Ola Langset,Norway,1
Q16760875,6000000025457418378,Knut Markhus,Norway,5
Q16760881,6000000003040961997,Johan Martin Mjøen,Norway,1
Q16760883,6000000011503252293,Albert Moen,Norway,3
Q16760887,6000000030877607827,Christen Styhr Nannestad,Norway,1
Q16760894,6000000019176949330,Julius Bastian Olsen,Norway,2
Q16760923,6000000166002293977,Robert Sæther,Norway,3
Q16760936,6000000019114971550,Johan Christian Wildhagen,Norway,3
Q16760938,6000000172249310690,Endre Magnus Witzøe,Norway,3
Q16760942,6000000175429028537,Ivar Aarseth,Norway,1
Q16760946,6000000039815150511,Ivar Ødegaard,Norway,1
Q16766095,6000000037165564821,Sven Liljeblad,Sweden,4
Q1677771,6000000025245927982,Jacob Odé,Denmark-Norway,7
Q16801946,6000000080713571826,Börje Årman,Sweden,2
Q16801988,6000000109278161833,Janne Romson,Sweden,1
Q1681712,6000000013695485364,Jan Deyman,Denmark-Norway,3
Q1682341,6000000026089074832,Jan Wallgren,Norway | Sweden,2
Q1683516,6000000183232030843,Jarkko Sipilä,Finland,3
Q1683523,6000000018982057256,Jarl Borssén,Sweden,3
Q1684957,6000000011247927559,Jean-Louis Bretteville,Norway,1
Q16853455,6000000008312638275,Jens Peter Gløersen Debes,Norway,4
Q16853678,6000000007161220448,Kyösti Kylälä,Finland,2
Q16853993,6000000175823285902,Thor Porko,Finland,1
Q16854158,6000000001287532136,Jens Schanche,Norway,2
Q1685510,6000000017685808272,Jean Eric Rehn,Sweden,3
Q168832,6000000079077644080,Johann Adam Reincken,Denmark-Norway,4
Q16887251,6000000003399048685,Rafael Blomstedt,Finland,1
Q16890291,6000000020703525514,Amélie Ulrika Sofia von Schwerin,Sweden,1
Q16897765,6000000000951042494,Erkki Paavolainen,Finland,1
Q16898021,6000000000685125230,Harald Skjervold,Norway,1
Q16898660,6000000039870513846,Astow Ericson,Norway,2
Q16898739,6000000165599194992,Knut Fjæstad,Norway,1
Q16899018,6000000053756028440,Thrond Sjursen Haukenæs,Norway,1
Q16899129,6000000002464434863,Ronald Holmberg,Norway,2
Q16899563,5172989483660106589,Gordon Johnsen,Norway,1
Q16904287,6000000014034280276,Astri Riddervold,Norway,2
Q16904361,4148172,Kåre Rodahl,Norway,7
Q16905904,6000000002561556022,Hans Jacob Wille,Norway,2
Q16905917,6000000019924849092,Per Wollebæk,Norway,4
Q1691913,6000000023747138676,Johan Adrian Jacobsen,Norway,5
Q1691914,6000000021770113050,Johan Alfred Eklund,Sweden,3
Q1692032,6000000022975272454,Johan Lefstad,Norway,1
Q1692040,6000000008792893751,Johan Lorentz Aschan,Sweden,4
Q1692077,6000000003263116803,Johan Runius,Sweden,1
Q16920893,6000000031117011140,Lorentz Fisker,Norway,0
Q16945067,6000000011377124704,Rolf Arfwedson,Sweden,1
Q16945217,6000000182575587881,Johan Fardelin,Sweden,2
Q16945280,6000000004009651359,Krister Holmström,Sweden,1
Q16945431,6000000017735458580,Oscar Osterman,Sweden,1
Q16945530,6000000042556037824,Sven Erik Täckmark,Sweden,1
Q16945549,6000000016558468771,Hugo Ärnfast,Sweden,1
Q16946324,6000000038797917945,Mathilda Lundberg,Sweden,1
Q16946474,6000000064017716834,Ruth Wedin Rothstein,Sweden,2
Q16947635,6000000006821066402,Jan P. Jansen,Norway,4
Q16979,6000000077480083440,Erkki Rajala,Finland,1
Q16983,6000000001324939272,Rolf Turkka,Finland,2
Q16986,6000000034175063910,Väinö Tiihonen,Finland,1
Q16987629,6000000048949687954,Marjatta Metsovaara,Finland,1
Q16989027,6000000074902719994,Kai Mäkelä,Finland,1
Q16989067,6000000176895076825,Solmu Mäkelä,Finland,3
Q16989433,6000000086680973036,Paavo Noponen,Finland,3
Q16989498,6000000220145513835,Jukka Nykänen,Finland,3
Q16989516,6000000179335989903,Pertti Nättilä,Finland,2
Q16989568,6000000023341495147,Reino Orasmala,Finland,2
Q16989725,6000000107293207911,Pekka Peltokallio,Finland,1
Q16989862,6000000041778634298,Kaarlo Pitsinki,Finland,1
