geni_id,qid,geni_cjk_name,wikidata_ja,wikidata_zh,wikidata_ko,wikidata_en
4957925890120125479,Q451377,,オッドーネ・ディ・サヴォイア,奥托伯爵,,"Otto I, Count of Savoy"
4957925920090125485,Q275998,,アデライデ・ディ・スーザ,苏萨的阿德莱德,,Adelaide of Susa
4992526501010127680,Q466283,,マリー・ド・シャンパーニュ,香槟的玛丽,,Marie of Champagne
5004670726100034697,Q1398489,,テーリョ伯,特洛·阿方索,,"Tello de Castilla, Lord of Aguilar de Campoo"
5005151048670058255,Q1396437,,パウリュ・トゥパック・ユパンキ,保柳·印卡,파울루 잉카,Paullu Inca
5010318635100119312,Q229214,,エリザベス・ウッドヴィル,伊丽莎白·伍德维尔,엘리자베스 우드빌,Elizabeth Woodville
5020155500120110724,Q121130,,フィリップ,菲利普,슈바벤의 필립,Philip of Swabia
5020177483010087236,Q79789,,フリードリヒ1世,腓特烈一世,프리드리히 1세,Frederick Barbarossa
5020469289250100933,Q60094,,ハインリヒ4世,亨利四世,하인리히 4세,Henry IV
5020588832990036045,Q465426,,,邁森的伊莉莎白,,Elisabeth of Meissen
5027356653020040914,Q82674,,メアリー1世,玛丽一世,메리 1세,Mary I
5028249596360123553,Q82448,,イシュトヴァーン2世,伊什特萬二世,이슈트반 2세,Stephen II of Hungary
5053093620620112310,Q233728,,マリーア・クレメンティーナ・ダウストリア,瑪麗亞·克萊門汀娜,오스트리아 여대공 마리아 클레멘티나,"Maria Clementina of Austria, Duchess of Calabria"
5059366907170102189,Q384917,,スヴァンテ・ニルソン・ストゥーレ,斯萬特·尼爾松,,Svante Nilsson
5068703666160126959,Q151083,,エリザ・ボナパルト,埃莉萨·波拿巴,,Elisa Bonaparte
5070437819180114900,Q764398,,ピエール＝ナポレオン・ボナパルト,皮埃尔·拿破仑·波拿巴,,Pierre Napoleon Bonaparte
5090996261350044094,Q221145,,マリア2世,瑪麗亞二世,마리아 2세,Maria II of Portugal
5102404071680114676,Q314978,,アリー・ザイヌルアービディーン,阿里·宰因·阿比丁,,Ali ibn al-Husayn Zayn al-'Abidin
5104803485940063952,Q153023,,ハインリヒ3世,亨利三世,하인리히 3세,Henry III
5111879481690102566,Q207953,,エリザベス・オブ・ヨーク,約克的伊麗莎白,요크의 엘리자베스,Elizabeth of York
5130530354530117640,Q787932,,ヤドヴィガ・ヤギェロンカ,立陶宛雅德维加,,Hedwig Jagiellon
5145210727590105956,Q132440,,シャーロット・オーガスタ・オブ・ウェールズ,夏洛特公主,웨일스 공녀 샬럿 오거스타,Princess Charlotte Augusta of Wales
5156110937780025265,Q205289,,ルイ5世,路易五世,루이 5세,Louis V of France
5167035790980047641,Q1280318,,アンリ・ド・ロレーヌ,阿爾庫爾公爵亨利·德·洛林,,"Henri of Lorraine, Count of Harcourt"
5167106335910074581,Q2002601,,ギルバート・ド・クレア (第8代グロスター伯),吉爾伯特·德克萊爾,,"Gilbert de Clare, 8th Earl of Gloucester"
5218673968020054433,Q547887,,,加斯帕尔一世·德科利尼,,Gaspard I de Coligny
5218782742890054384,Q356952,,アンヌ・ド・モンモランシー,安内,안 드 몽모랑시,Anne de Montmorency
5218811648840135507,Q580292,,フランソワ (モンモランシー公),弗朗索瓦 (蒙莫朗西公爵),프랑수아 드 몽모랑시,François de Montmorency
5231695373890033957,Q939,,ペドロ1世,佩德罗一世,페드루 1세,Pedro I of Brazil
5231729471730128390,Q60721,,フェルナンド2世,費爾南多二世,페르난두 2세,Ferdinand II of Portugal
5231968728610070481,Q154971,,シャルロッテ・フォン・ベルギエン,卡洛塔皇后,벨기에의 카를로타,Charlotte of Belgium
5232212414880064431,Q242159,,フランソワーズ・ド・ブラガンス,弗朗西絲卡公主 (巴西),,Princess Francisca of Brazil
5232225520280117433,Q454337,,フランソワ・ドルレアン,弗朗索瓦·奥尔良,,"Prince François, Prince of Joinville"
5232261967330102641,Q209353,,テレサ・クリスティナ・デ・ボルボン＝シシリアス,特麗薩·克里斯蒂娜 (兩西西里),양시칠리아의 테레사 크리스티나,Teresa Cristina of the Two Sicilies
5233386757510064451,Q344802,,サンチョ1世,桑喬一世,,Sancho Ramírez
5234730292680079851,Q453251,,ホレイショ・アルジャー,霍瑞修·愛爾傑,허레이쇼 앨저,Horatio Alger
5234818062140033220,Q262305,,スウェーデン王女マルグレーテ,瑪格麗特·弗雷庫拉,,Margaret Fredkulla
5235605714220070458,Q2241510,,ポーランド王女リクザ,波兰的里基莎,,"Richeza of Poland, Queen of Sweden"
5262115733400120592,Q3930103,,カウント・ラニエリ・カンペッロ・デッラ・スピナ,,,Ranieri di Campello
5271489662630023717,Q316768,,フェルナンド2世,斐迪南二世,페르난도 2세,Ferdinand II of León
5285841649060074948,Q190091,,ハーデクヌーズ,哈德克努特,하르덱누드,Harthacanute
5287530087430075153,Q82687,,ゲーザ1世,蓋薩一世,게저 1세,Géza I of Hungary
5287783676380075255,Q514315,,,G. 谢恩赫尔姆,,Georg Stiernhielm
5291323691250086261,Q262989,,レオノーラ・クリスティーナ,,,Leonora Christina Ulfeldt
5304606047970088500,Q350186,,クリストファ2世,克里斯托弗二世,크리스토페르 2세,Christopher II of Denmark
5304611081740076756,Q359588,,エーリク5世 (デンマーク王),埃里克五世,에리크 5세,Eric V of Denmark
5305294636990124817,Q297194,,ヴァルデマー1世,瓦爾德馬一世,덴마크의 발데마르 1세,Valdemar I of Denmark
5311616200170125363,Q263412,,ボヘミア王女ダグマール,,,Dagmar of Bohemia
5318257919690026486,Q151075,,フランツ1世,弗朗茨一世,프란츠 1세,"Francis I, Holy Roman Emperor"
5319372978170089688,Q51056,,フランツ・ヨーゼフ1世,弗朗茨·约瑟夫一世,프란츠 요제프 1세,Franz Joseph I of Austria
5332810693860046806,Q132286,,,西蒙一世·德蒙特福,,Simon I de Montfort
5364986739170034579,Q220994,,ロベール2世,罗贝尔二世,로베르 2세,Robert Curthose
5365042495540103778,Q102005,,ウィリアム2世,威廉二世,윌리엄 2세,William II of England
5365308074870051638,Q211396,,マグヌス・マクシムス,马格努斯·马格西穆斯,마그누스 막시무스,Magnus Maximus
5365378662660125863,Q314550,,ジョフロワ2世,若弗鲁瓦二世,제프리 2세,Geoffrey II
5366053834650040358,Q257968,,ジョアン・オブ・エイカー,喬安,,Joan of Acre
5381159762450127210,Q350498,,シグル2世,西居爾二世,시구르 2세,Sigurd II of Norway
5381202464070053447,Q311996,,マグヌス3世,馬格努斯三世,망누스 3세,Magnus Barefoot
5395089047110110491,Q167782,,シャルル5世,查理五世,샤를 5세,Charles V of France
5406067539320083175,Q150966,,フリードリヒ3世,腓特烈三世,프리드리히 3세,"Frederick III, Holy Roman Emperor"
5411162182100027072,Q232425,,アデライード・ダキテーヌ,阿德莱德,,Adelaide of Aquitaine
5411162384740027078,Q159575,,ユーグ・カペー,于格·卡佩,위그 카페,Hugh Capet of France
5431953631410060409,Q469633,,ボードゥアン7世,博杜安七世,,"Baldwin VII, Count of Flanders"
5432707656870033217,Q694358,,フリードリヒ1世,邁森藩侯腓特烈一世,,Frederick I Margrave of Meissen
5441256111580089903,Q566714,,ルドルフ2世 (ザクセン選帝侯),魯道夫二世,,Rudolf II
5441266921810062407,Q598379,,ヴェンツェル,文策爾一世 (薩克森-維滕堡),,Wenceslas I
5467103038060065040,Q465561,,,伊莎贝尔·蒙特苏马,테키치포,Isabel Moctezuma
5468234594300054938,Q3365710,,アンデルス・ビレ,,,Anders Bille
5473365398850111070,Q2470857,,シャフリル,苏丹·夏赫里尔,수탄 샤리르,Sutan Sjahrir
5475363828490111452,Q81212,,ピピン3世,丕平,피핀 3세,Pepin the Short
5477986759650138256,Q984685,,シャリベール・ド・ラン,,,Caribert of Laon
5478155622450039203,Q309919,,クロヴィス2世,克洛维二世,클로비스 2세,Clovis II
5508684470320086533,Q1847459,,サンチャ・デ・レオン,雷昂的桑查,산차,Sancha of León
5521229670270108580,Q5477184,,フォックスホール・パーカー,,,"Foxhall A. Parker, Sr."
5522265801180023798,Q725253,,エスバーン・スネール,,,Esbern Snare
5535353244920040751,Q91392,,ピピン2世,丕平二世,피핀 2세,Pepin of Herstal
5535400391550125499,Q453739,,アンセギゼル,安塞吉塞,,Ansegisel
5543873214050042343,Q271974,,フランシスコ・バスケス・デ・コロナド,弗朗西斯科·巴斯克斯·德·科羅納多,프란시스코 바스케스 데 코로나도,Francisco Vázquez de Coronado
5544182020970135787,Q209118,,クロタール2世,克洛泰尔二世,클로타르 2세,Chlothar II
5547505078420042154,Q552696,,ブラチスラフ1世 (ボヘミア公),弗拉季斯拉夫一世,브라티슬라프 1세,"Vratislaus I, Duke of Bohemia"
5566580638230026755,Q541658,,ジャン3世 (ブラバント公),让三世 (布拉班特),,John III
5566679525130124570,Q4216185,,メアリー・オブ・ウッドストック,伍德斯托克的玛丽,,Mary of Woodstock
5580033191070128781,Q2058767,,エミリア・バトラー,,,"Emilia Butler, Countess of Ossory"
5597271884650100378,Q102140,,ヘンリー2世,亨利二世,헨리 2세,Henry II of England
5597288619460126496,Q42305,,リチャード1世,理查一世,리처드 1세,Richard I of England
5597380726000028489,Q37594,,ウィリアム1世,威廉一世,윌리엄 1세,William the Conqueror
5665970332140110758,Q47412,,フェルナンド1世,費爾南多一世 (那不勒斯),페르난도 1세 데 아라곤,Ferdinand I of Aragon
5666804980580048343,Q220444,,ブランカ・ガルセス・デ・ナバラ,納瓦拉的布蘭卡,,"Blanche of Navarre, Queen of Castile"
5666856869970026974,Q43958,,エル・シッド,熙德,엘 시드,Rodrigo Díaz de Vivar
5667678941080027324,Q475142,,ニールス・ユール,,,Niels Juel
5690292675140034936,Q365035,,インゲ2世,英格二世,잉에 2세,Inge II of Norway
6000000000008770128,Q2351549,,アンリ・ド・ブルゴーニュ,亨利,,Henry of Burgundy
6000000000010527647,Q373007,,フアン・マヌエル,胡安·曼努埃尔,,Don Juan Manuel
6000000000010678591,Q243122,,フェルナンド3世 (カスティーリャ王),斐迪南三世,페르난도 3세,Ferdinand III of Castille
6000000000011075006,Q367001,,ラモン・バランゲー3世,拉蒙·貝倫格爾三世,,Ramon Berenguer III
6000000000011284066,Q819030,,バランゲー・ラモン1世,貝倫格爾·拉蒙一世,,"Berenguer Ramon I, Count of Barcelona"
6000000000011333058,Q536326,,ラモン・バランゲー1世,拉蒙·贝伦格尔一世,,"Ramon Berenguer I, Count of Barcelona"
6000000000011361541,Q203792,,ロベルト・イル・グイスカルド,羅貝爾·吉斯卡爾,로베르 기스카르,Robert Guiscard
6000000000011769369,Q3047749,,エドモン・ブラン,,,Edmond Blanc
6000000000013017126,Q332136,,マルカム2世,马尔科姆二世,말 콜룸 막 키나다,Malcolm II of Scotland
6000000000020542201,Q242287,,ジョーン・オブ・イングランド,喬安,,Joan of England
6000000000023930647,Q270438,,シャルル,查理,발루아의 샤를,Charles of Valois
6000000000024008449,Q172203,,フィリップ3世,腓力三世,필리프 3세,Philip III of France
6000000000033235630,Q333676,,オルドーニョ2世,奥多尼奥二世,,Ordoño II of León
6000000000033298652,Q168363,,ラミロ1世,拉米羅一世,,Ramiro I of Asturias
6000000000033381061,Q225113,,ラミロ2世,拉米罗二世,,Ramiro II of León
6000000000033480178,Q379783,,ベルムード1世,貝爾穆多一世,,Bermudo I of Asturias
6000000000033687086,Q1627093,,ヒメナ・ガルセス,,,Jimena of Asturias
6000000000037773272,Q1231049,,ガルシア・イニゲス,加西亞·伊尼格斯,,García Íñiguez of Pamplona
6000000000047868106,Q165284,,ルイ8世,路易八世,루이 8세,Louis VIII of France
6000000000065187287,Q313910,,カラノス,卡拉諾斯,카라노스,Caranus of Macedon
6000000000088627808,Q2093810,,マンクヌゴロ2世,,,Mangkunegara II
6000000000090846094,Q450181,,ジョゼフ・フェッシュ,约瑟夫·费施,,Joseph Fesch
6000000000090846739,Q675151,,フェリーチェ・バチョッキ,费利切·巴奇奥奇,,Felice Pasquale Baciocchi
6000000000090846796,Q152782,,カロリーヌ・ボナパルト,卡羅琳·波拿巴,,Caroline Bonaparte
6000000000107264196,Q151457,,オットー4世,奥托四世,오토 4세,"Otto IV, Holy Roman Emperor"
6000000000109941736,Q212890,,ディニス1世,迪尼什一世,디니스,Denis I of Portugal
6000000000109943404,Q312110,,サンチョ4世,桑喬四世,산초 4세,Sancho IV of León and Castile
6000000000111086524,Q272903,,アフォンソ4世,阿方索四世,아폰수 4세,Afonso IV of Portugal
6000000000111122332,Q298808,,アルフォンソ11世,阿方索十一世,알폰소 11세,Alfonso XI of Castile and Leon
6000000000112096314,Q2104024,,クレメンティア・ド・ブルゴーニュ,勃艮第的克萊門絲,,Clementia of Burgundy
6000000000112122272,Q926335,,ルノー・ド・ダンマルタン,達馬爾坦伯爵雷諾一世,,"Renaud I, Count of Dammartin"
6000000000112134992,Q919329,,,亨利二世 (魯汶),,Henry II
6000000000114257798,Q2620695,,ウラカ・ガルセス・デ・ナバラ,,,Urraca Garcés
6000000000115658521,Q462856,,アルドギース,埃尔德吉斯,,Ealdgyth
6000000000115658620,Q2601233,,ロバート・ド・フェラーズ (第2代ダービー伯),第二代德比伯爵罗伯特·费勒斯,,"Robert de Ferrers, 2nd Earl of Derby"
6000000000120326597,Q465451,,アルフォンス2世,普羅旺斯伯爵阿方索二世,,"Alfonso II, Count of Provence"
6000000000123057197,Q262363,,エンリケ2世,恩里克二世,엔리케 2세,Henry II of Castile
6000000000124012386,Q453327,,,蒙福尔的阿莫里一世,,Amaury I de Montfort
6000000000124890646,Q235657,,マリア・デ・ポルトゥガル,瑪麗亞太后,,Maria of Portugal
6000000000125308523,Q234219,,ベアトリス1世,蒂娜·瑪麗·哈蒙,,"Beatrice I, Countess of Burgundy"
6000000000125394145,Q552414,,フリードリヒ2世 (シュヴァーベン大公),腓特烈二世,,"Frederick II, Duke of Swabia"
6000000000125517845,Q232714,,エイレーネー・ドゥーカイナ,伊琳娜·杜卡伊娜,이레네 두카니아,Irene Doukaina
6000000000125565519,Q37135,,イサキオス2世アンゲロス,伊萨克二世·安格洛斯,이사키오스 2세,Isaac II Angelos
6000000000125596647,Q3767041,,ヨハネス・コムネノス,约翰·科穆宁 (禁卫军教导军团),,John Komnenos
6000000000125674313,Q41600,,アレクシオス1世コムネノス,阿历克塞一世,알렉시오스 1세,Alexios I Komnenos
6000000000125816242,Q315058,,ペドロ2世,彼得二世 (阿拉貢),페로 2세,Peter II of Aragon
6000000000125864381,Q299156,,アルフォンソ2世,阿方索二世,아라곤의 알폰소 2세,Alfonso II of Aragon
6000000000128221491,Q126521,,エレオノーラ・ダンジョ,埃莉诺,,"Eleanor of Anjou, Queen of Sicily"
6000000000129435686,Q1944965,,ウラカ・フェルナンデス,烏拉卡·費爾南德斯,,Urraca Fernández
6000000000134496318,Q277612,,エマール・タイユフェル,艾梅，昂古莱姆伯爵,,"Aymer, Count of Angoulême"
6000000000134665152,Q527404,,アリス・ド・クルトネー,爱丽丝,,Alice of Courtenay
6000000000138342103,Q603883,,ジャンヌ・ド・ダンマルタン,珍妮,,"Joan, Countess of Ponthieu"
6000000000138405383,Q4129783,,エセルフリーダ・オブ・ダマーハム,,,Æthelflæd of Damerham
6000000000138688134,Q295268,,アルフォンソ8世,阿方索八世,알폰소 8세,Alfonso VIII of Castile
6000000000138721614,Q286537,,コンスタンサ・デ・シシリア,亞拉貢王后康斯坦斯,,Constance of Sicily
6000000000138722743,Q316859,,フェルナンド4世,斐迪南四世,,Ferdinand IV of Castile
6000000000138741416,Q294607,,ドゥアルテ1世,杜阿爾特一世,포르투갈의 두아르트,Edward I of Portugal
6000000000146368622,Q242187,,アグネス・フォン・ヴァイプリンゲン,懷布林根的阿格妮絲,,Agnes of Waiblingen
6000000000146388320,Q54051,,ヴワディスワフ2世ヴィグナニェツ,瓦迪斯瓦夫二世,브와디스와프 2세 비그나니에츠,Władysław II the Exile
6000000000146450453,Q2228389,,アグネス・フォン・バーベンベルク,巴奔堡的阿格妮絲,,Agnes of Babenberg
