geni_id	name	qid	label	slot	ours_n	theirs_n	ours	theirs	ours_names	theirs_labels	pair_from
5381159762450127210	Sigurd II Munn Haraldsøn Konge av Norge	Q350498	Sigurd II of Norway	father	2	1	6000000018329271956;6000000223524555848	Q260543	"Harald IV ""Gille"" Magnusson king of Norway | Harald IV Gille"	Harald IV of Norway	wikidata-p2600
6000000005747654261	Tarquinia	Q3515798	Tarquinia	father	1	2	6000000012851822899	Q13030457;Q212671	Lucius Tarquinius Priscus	Gnaeus Tarquinius | Lucius Tarquinius Priscus	wikidata-p2600
6000000021623395130	Marc Antoine Marie de Bombelles	Q356899	Marc-Marie de Bombelles	mother	1	2	6000000025902091507	Q107305168;Q112053901	Marie Jeanne Armande Gaudion de La Vamerie Baronne de la Motte-Saint-Lié	Genevieve Charlotte de Bradins de la Moisiere | Marie-Françoise-Suzanne de Surirey de Saint-Rémy	wikidata-p2600
6000000011627126557	Norihito Takakura-tenno	Q357261	Takakura	mother	2	1	6000000001896703385;6000000002189590553	Q11061157	 | 	Taira no Shigeko	wikidata-p2600
6000000003828385238	Marcus Licinius Crassus Frugi Crassus Frugi	Q3622613	Marcus Licinius Crassus Frugi	father	1	2	6000000003828385245	Q11768202;Q770792	Marcus Licinius Piso Frugi	Marcus Pupius Piso Frugi | Marcus Licinius Crassus	wikidata-p2600
6000000015210261432	Gianfrancesco Gonzaga signore di Luzzara	Q3763023	Gianfrancesco Gonzaga	mother	1	2	6000000015210480121	Q3663523;Q15411245	Caterina Pico	Caterina Pico | Antonia Malatesta	wikidata-p2600
6000000007816340913	"Alessandro ""il Moro"" de'Medici duca di Firenze"	Q378232	Alessandro de' Medici	father	2	2	6000000003122354841;6000000001063172991	Q312612;Q83159	Giulio de' Medici | Lorenzo Duca di Urbino dei Medici II	Lorenzo de' Medici, Duke of Urbino | Clement VII	wikidata-p2600
6000000003242819650	Hugh de Mortimer Lord of Wigmore	Q4151497	Hugh de Mortimer	father	0	2		Q3419321;Q19358260		Ranulph de Mortimer | Hugh de Mortimer	wikidata-p2600
6000000000437064603	Leo	Q41618	Leo VI the Wise	father	1	2	6000000002434099128	Q41592;Q41622	Basil l “the Macedonian”	Basil I | Michael III	wikidata-p2600
6000000003645853347	Flavius Petrus Sabbatius Justinianus Augustus von Byzanz Eastern Roman Emperor	Q41866	Justinian I	father	1	2	6000000006101423534	Q183445;Q139813100	Sabbatius	Justin I | Sabbatius	wikidata-p2600
6000000000277018290	Gonzalo Pizarro González Conquistador español	Q435292	Gonzalo Pizarro	mother	1	2	6000000000276666574	Q133284529;Q134986726	Francisca González Mateos “La Ropera”	Doña Francisca González y Mateos | Maria de Biedma	wikidata-p2600
4246515	Federico da Montefeltro	Q435501	Federico da Montefeltro	mother	2	1	6000000168920067178;6000000015132400550	Q28374108	Elisabetta degli Accomanducci | Giovanna Alidosi	Elisabetta degli Accomanducci	wikidata-p2600
6000000031597017046	Margier Radziwil Priscus	Q4382390	Margiris	father	2	1	6000000020985906917;6000000179697104858	Q638646	Pucuwerus Butvydas of Lithuania | Butvydas Pukuveras	Butvydas	wikidata-p2600
6000000006410225247	Edmund de Stafford 1st Baron Stafford	Q4441326	Edmund de Stafford, 1st Baron Stafford	mother	0	2		Q61896210;Q140287535		Eleanor de Clinton | NN de Langley	wikidata-p2600
6000000046926641863		Q45354856	Chen Shugu	father	1	2	6000000046926455971	Q13407967;Q15924962		Chen Yaozuo | Chen Yaozi	wikidata-p2600
6000000038980523416		Q45359065	Cai Kang	father	1	2	6000000038980366493	Q15936507;Q45400269		Cai Shen | Cai Xiyan	wikidata-p2600
6000000046846493860		Q45359093	Cai Yu	father	1	2	6000000038980523416	Q45359065;Q45359088		Cai Kang | Cai Ting	wikidata-p2600
6000000074382342878		Q45359416	Wang Jing	father	1	2	6000000038200641951	Q45365269;Q45387413		Wang Yong | Wang Chong	wikidata-p2600
6000000074300073897		Q45360443	Chao Zongjian	father	1	2	6000000074299943040	Q10317793;Q45360436		Chao Jiong | Chao Di	wikidata-p2600
6000000074354785827		Q45361235	Han Zonghou	father	1	2	6000000038103757899	Q15912964;Q45361238		Han Jiang | Han Wei	wikidata-p2600
6000000074699136117		Q45361691	Li Xiaoxian	father	1	2	6000000074699317105	Q45357396;Q45392830		Li Hanzhang | Li Shiwen	wikidata-p2600
6000000074730292930		Q45371988	Su Zhen	father	1	2	6000000074730317895	Q18906829;Q45683363		Su Shen | Su Mou	wikidata-p2600
6000000019864296842		Q45375499	Zeng Gongdu	mother	2	0	6000000019868368425;6000000019868548074		 | 		wikidata-p2600
6000000046926514088		Q45379340	Chen Bogu	father	1	2	6000000046926455971	Q13407967;Q15924962		Chen Yaozuo | Chen Yaozi	wikidata-p2600
6000000074745661959		Q45380979	Wei Zhao	father	1	2	6000000074745352073	Q45418715;Q45380980		Wei Chu | Wei Yan	wikidata-p2600
6000000074380737235		Q45387425	Wang Cong	father	1	2	6000000038200744990	Q45362936;Q45387422		Wang Zhen | Wang Yang	wikidata-p2600
6000000058104022070		Q45402912	Ye Zhu	mother	0	2		Q65799021;Q65799022		Liu Shi | Xie Shi	wikidata-p2600
6000000003827018968	Cynric	Q454047	Cynric of Wessex	father	1	2	6000000002142188519	Q5184195;Q366048	Crioda	Creoda of Wessex | Cerdic of Wessex	wikidata-p2600
6000000074788168966		Q45413415	Zheng Bolin	father	1	2	6000000074787981100	Q26157944;Q65822422		Zheng Shimao | Zheng Mao	wikidata-p2600
6000000075343786136		Q45418905	Wei Dan	father	1	2	6000000075344278912	Q45419343;Q45653755		Wei Xijian | Wei Xiaojian	wikidata-p2600
6000000075333961926		Q45419037	Changsun Lan	father	1	2	6000000021151483149	Q45419027;Q45528924		Changsun Shaoyuan | Changsun Shaoyuan	wikidata-p2600
6000000075332731332		Q45419038	Changsun Cao	father	1	2	6000000075333961926	Q45419036;Q45419037		Changsun Qi | Changsun Lan	wikidata-p2600
6000000075328902821		Q45419275	Wei Hui	father	1	2	6000000075327800264	Q45419273;Q45472335		Wei Guan | Wei Xu	wikidata-p2600
6000000074758945207		Q45419351	Wei Huaijing	father	0	2		Q45419349;Q45653399		Wei Zhen | Wei Zhen	wikidata-p2600
6000000075344182016		Q45419403	Cui Gongye	father	1	2	6000000055814444128	Q45419399;Q45501618		Cui Xuandu | Cui Xuandu	wikidata-p2600
6000000075344387147		Q45419430	Song Qinren	father	2	1	6000000075344753859;6000000075344883836	Q45419428	 | 	Song Ji	wikidata-p2600
6000000074749540083		Q45419899	Xue Renwei	father	1	2	6000000074749011461	Q45419898;Q45626813		Xue Xing | Xue Xingcheng	wikidata-p2600
6000000074735807023		Q45420117	Quan Ji	father	0	2		Q45378261;Q45469788		Quan Wushi | Quan Wudai	wikidata-p2600
6000000074736012954		Q45420125	Quan Shaocheng	father	1	2	6000000074735282246	Q45420116;Q45485970		Quan Ji | Quan Sun	wikidata-p2600
6000000074736207920		Q45420128	Quan Shaoqing	father	1	2	6000000074735282246	Q45420116;Q45485970		Quan Ji | Quan Sun	wikidata-p2600
6000000074747073825		Q45420205	Liu Sengli	father	1	2	6000000074746843980	Q45420198;Q45420197		Liu Gai | Liu Min	wikidata-p2600
6000000057291153896		Q45420506	Pei Datong	father	1	2	6000000075375389838	Q45420504;Q45637491		Pei Rensu | Pei Lun	wikidata-p2600
6000000075372804874		Q45420655	Pei Cheng	father	2	2	6000000057599940245;6000000075376589821	Q45420652;Q45528382	 | 	Pei Du | Pei Dehuan	wikidata-p2600
6000000057601086840		Q45420687	Pei Xiren	father	2	2	6000000057600703025;6000000075377623821	Q45420685;Q45664539	 | 	Pei Zhiyin | Pei Zhishuang	wikidata-p2600
6000000057600940941		Q45420689	Pei Xichun	father	1	2	6000000075377623821	Q45420685;Q45664539		Pei Zhiyin | Pei Zhishuang	wikidata-p2600
6000000075377049838		Q45420698	Pei Xizhuang	father	2	2	6000000057600703025;6000000075377623821	Q45420685;Q45664539	 | 	Pei Zhiyin | Pei Zhishuang	wikidata-p2600
6000000075328623992		Q45420728	Wei Jun	father	1	2	6000000075328568083	Q45420424;Q45608602		Wei Yao | Wei Fan	wikidata-p2600
6000000075344702854		Q45420892	Cui Junzhao	father	1	2	6000000075344440932	Q45420891;Q20063233		Cui Zhongyan | Cui Zhongzhe	wikidata-p2600
6000000075343475428		Q45420894	Cui Junsheng	father	1	2	6000000075344440932	Q45420891;Q45489625		Cui Zhongyan | Cui Zhongyan	wikidata-p2600
6000000075344158168		Q45420901	Cui Wucong	father	1	2	6000000075344731833	Q45420898;Q45493483		Cui Xuanliang | Cui Xuanliang	wikidata-p2600
6000000075375116861		Q45421055	Pei Jing	father	1	2	6000000057292039869	Q45421054;Q45640170		Pei Ying | Pei Ying	wikidata-p2600
6000000075343580349		Q45421239	Cui Leng	father	1	2	6000000075344308987	Q45421242;Q45664292		Cui Yifu | Cui Yifu	wikidata-p2600
6000000075343999143		Q45421249	Cui Song	father	1	2	6000000075344249988	Q45421246;Q45497952		Cui Yingfu | Cui Mou	wikidata-p2600
6000000075344599837		Q45421319	Cui Nai	father	1	2	6000000075343580349	Q45421239;Q45463584		Cui Leng | Cui Xia	wikidata-p2600
6000000075344573854		Q45421322	Cui Xun	father	1	2	6000000075343580349	Q45421239;Q45463584		Cui Leng | Cui Xia	wikidata-p2600
6000000074738406026		Q45421594	Li Zhongtong	father	1	2	6000000074738867903	Q45421593;Q45570187		Li Jingyang | Li Jingyi	wikidata-p2600
6000000075346137830		Q45422008	Lu Yu	father	1	3	6000000075345892923	Q45420724;Q45459396;Q45572186		Lu Congyuan | Lu Congyuan | Lu Congyuan	wikidata-p2600
6000000075060845895		Q45422037	Li Mengchou	father	1	2	6000000075060318079	Q22813496;Q45442084		Li Jing | Li Jing	wikidata-p2600
6000000075401887958		Q45422104	Li Shanggong	father	1	2	6000000075402115882	Q45422102;Q45547538		Li Bizhi | Li Bi	wikidata-p2600
6000000074738574200		Q45422132	Li Zhenjian	father	1	2	6000000074739788821	Q45422131;Q45497852		Li Jin | Li Jinke	wikidata-p2600
6000000057628495857		Q45422206	Pei Qian	father	2	1	6000000057628015909;6000000075375326821	Q45422204	 | 	Pei Zhen	wikidata-p2600
6000000075338049956		Q45422258	Yang Xian	father	1	2	6000000075337755074	Q45422257;Q45495689		Yang Siqian | Yang Mou	wikidata-p2600
6000000075402409022		Q45422420	Dugu Jun	father	1	2	6000000075401855207	Q45422416;Q45607470		Dugu Wenhui | Dugu Jie	wikidata-p2600
6000000075403144837		Q45422470	Dugu Renzheng	father	1	2	6000000075403112871	Q45422474;Q45562902		Dugu Shibin | Dugu Shiyun	wikidata-p2600
6000000075060987839		Q45422558	Li Shu	father	1	2	6000000075060991823	Q18906149;Q45568096		Li Xiyan | Li Xiyan	wikidata-p2600
6000000074788367080		Q45422573	Zheng Jiusi	father	1	2	6000000074788646821	Q45422570;Q45528569		Zheng Bi | Zheng Bicheng	wikidata-p2600
6000000057600964027		Q45422592	Pei Ding	father	1	2	6000000057601097835	Q45420691;Q45664595		Pei Sijin | Pei Sijin	wikidata-p2600
6000000074749802862		Q45422628	Xue Yu	father	1	2	6000000074749739920	Q45422627;Q45638646		Xue Shan | Xue Shanzhou	wikidata-p2600
6000000074749847835		Q45422641	Xue Deru	father	1	2	6000000074749269219	Q45422640;Q45646244		Xue Daoxian | Xue Daoshi	wikidata-p2600
6000000074749680821		Q45422673	Xue Ji	father	1	2	6000000074749493980	Q11622236;Q45623416		Xue Chuguba | Xue Honglong	wikidata-p2600
6000000075405412190		Q45424422	Liu Xu	father	1	2	6000000075406230849	Q45424402;Q45567345		Liu Huang | Liu Yun	wikidata-p2600
6000000075378647831		Q45426923	Pei Shidao	father	1	2	6000000057602803872	Q45422266;Q45461100		Pei Hong | Pei Hongzhi	wikidata-p2600
6000000074749200183		Q45467925	Xue Gongda	father	2	0	6000000074749273180;6000000074749686837		 | 		wikidata-p2600
6000000074735317910		Q45470652	Li Ti	father	1	2	6000000074734774120	Q45699918;Q45470588		Li Mou | Li Mou	wikidata-p2600
6000000074717230825		Q45483356	Cui Xiu	father	1	2	6000000074717002990	Q15926186;Q45464561		Cui Qiao | Cui Daoyou	wikidata-p2600
6000000075061437918		Q45489082	Li Chong	father	1	2	6000000075060123320	Q4307810;Q45523610		Li Zhen | Li Zhen	wikidata-p2600
6000000074735253898		Q45490536	Li Rui	father	1	2	6000000074734832149	Q45699052;Q45490472		Li Mou | Li Mou	wikidata-p2600
6000000074705834152		Q45497515	Yang Deli	father	1	2	6000000074705692211	Q45497705;Q45503737		Yang Jun | Yang Anren	wikidata-p2600
6000000006101322420	Lucius Ceionius Commodus Verus Aelius Caesar	Q455034	Lucius Aelius Caesar	father	1	2	6000000003645864073	Q545266;Q1427	Lucius Ceionius Commodus Verus	Lucius Ceionius Commodus | Hadrian	wikidata-p2600
6000000074712749954		Q45507593	Liu Xu	father	2	1	6000000075345880181;6000000115336721841	Q11534311	 | 	Liu Daiwei	wikidata-p2600
6000000074749721579		Q45566244	Li Jian	father	1	2	6000000074750216204	Q45566180;Q11098007		Li Baozhen | Li Chen	wikidata-p2600
6000000075404225209		Q45566614	Zhao Huang	mother	0	2		Q45543627;Q65806500		Liu Moran | Liu Shi	wikidata-p2600
6000000074749172215		Q45627063	Xue Huangtong	father	1	2	6000000074749503970	Q15938899;Q45627001		Xue Yao | Xue Yao	wikidata-p2600
6000000074749235214		Q45627507	Xue Jintong	father	1	2	6000000074749503970	Q15938899;Q45627001		Xue Yao | Xue Yao	wikidata-p2600
6000000074749473995		Q45627879	Xue Xiangtong	father	1	2	6000000074749503970	Q15938899;Q45627001		Xue Yao | Xue Yao	wikidata-p2600
6000000074749695862		Q45628384	Xue Yuntong	father	1	2	6000000074749503970	Q15938899;Q45627001		Xue Yao | Xue Yao	wikidata-p2600
6000000074759422331		Q45661619	Wei Wan	father	1	2	6000000074759874944	Q45568612;Q45619914		Wei Yan | Wei Yan	wikidata-p2600
6000000074787932142		Q45668060	Zheng Guoting	father	1	2	6000000074787612662	Q45453354;Q45516147		Zheng Hong | Zheng Xuan	wikidata-p2600
6000000074735242823		Q45692909	Li Mou	father	2	1	6000000074735148982;6000000074735220836	Q45692881	 | 	Li Mou	wikidata-p2600
6000000074734566061		Q45692991	Li Mou	father	1	2	6000000074734908904	Q45692090;Q45692964		Li Mou | Li Mou	wikidata-p2600
6000000074735206954		Q45699766	Li Mou	father	2	1	6000000074734918065;6000000074734329258	Q45699740	 | 	Li Mou	wikidata-p2600
6000000074734774120		Q45699789	Li Mou	father	2	1	6000000074735206954;6000000074733774373	Q45699766	 | 	Li Mou	wikidata-p2600
6000000011530297299	Peder Ludvig Kolstad	Q457244	Peder Kolstad	mother	2	0	6000000181587571841;6000000221951219984		Anne Kirstine Pettersdtr Kolstad | 		wikidata-p2600
6000000002188456327	Maria Anna Chartoryska	Q458975	Princess Maria Czartoryska	father	0	2		Q349948;Q54019		Adam Kazimierz Czartoryski | Stanisław August Poniatowski	wikidata-p2600
6000000000115658521	Ealdgyth	Q462856	Ealdgyth	mother	1	2	6000000007345723540	Q21155612;Q96088549	Ælfgifu	Ælfflæd | Ælfgifu	wikidata-p2600
6000000002142070034	Robert de Caen 1st Earl of Gloucester	Q462997	Robert, 1st Earl of Gloucester	mother	1	2	6000000008481458843	Q2001541;Q117303291	Unknown Woman de Caen Concubine #1 of Henry I of England	Sybilla Corbet | NN	wikidata-p2600
5431953631410060409	"Boudewijn ""met de Bijl"" van Vlaanderen"	Q469633	Baldwin VII, Count of Flanders	father	1	2	6000000000695580826	Q333306;Q333384	Robrecht II van Vlaanderen	Robert II | Baldwin V, Count of Flanders	wikidata-p2600
6000000020100937312	Aisha Sultan Begum	Q4699149	Aisha Sultan Begum	father	2	1	6000000006843762484;6000000075952808828	Q224851	Umar Gurkani | Ahmad Mirza Timurid	Sultan Ahmed Mirza	wikidata-p2600
6000000020100937312	Aisha Sultan Begum	Q4699149	Aisha Sultan Begum	mother	2	0	6000000009777244662;6000000173874318046		Qutluq Negār Nigar Khānum | Qatak Begum Timurid		wikidata-p2600
6000000001412384166	Publius Cornelius Scipio Nasica Corculum	Q503320	Publius Cornelius Scipio Nasica Corculum	father	2	1	6000000012693987231;6000000041215742425	Q453860	Publius Cornelius Scipio Nasica Consul of the Roman Republic | Publius Cornelius Scipio Nasica	Publius Cornelius Scipio Nasica	wikidata-p2600
5090785799070043757	Domitília de Castro do Canto e Melo 1ª marquesa de Santos	Q508648	Domitila de Castro, Marchioness of Santos	mother	1	2	5090833952240053741	Q75444556;Q131731259	Escolástica Bonifácia de Toledo Ribas viscondessa de Castro	Escolástica Bonifacio de Oliveira Toledo Ribas | Escolastica Bonifacia de Toledo Ribas	wikidata-p2600
6000000075344796899		Q5192711	Cui Yin	father	1	2	6000000075345008860	Q45419598;Q5192698		Cui Shen | Cui Shenyou	wikidata-p2600
6000000075344491853		Q5192727	Cui Zhi	father	1	2	6000000075344620821	Q5192716;Q45421246		Cui Youfu | Cui Yingfu	wikidata-p2600
6000000006444081338	Elizabeth Comyn	Q5363796	Elizabeth de Comyn	mother	1	2	6000000006596558501	Q734662;Q64831095	Joan de Valence	Joan de Munchensi | Joan de Valence	wikidata-p2600
6000000003827474568	Maria Marie Margarethe Margaretha von Öttingen	Q55453455	Maria von Oettingen	father	1	2	6000000002188559437	Q20500235;Q94758802	Friedrich I von Öttingen	Frederick I of Oettingen | Ludwig IV. Oettingen	wikidata-p2600
6000000052102247014		Q559414	Yu Shinan	father	2	1	6000000074768794922;6000000074768449078	Q10514395	 | 	Yu Li	wikidata-p2600
6000000001500907061	Marguerite de Narbonne	Q57231616	Margaret of Narbonne	father	1	2	6000000007361143654	Q3614149;Q14643182	Aimery IV Viscount of Narbonne	Aimery IV of Narbonne | Amalric I of Narbonne	wikidata-p2600
6000000001500907061	Marguerite de Narbonne	Q57231616	Margaret of Narbonne	mother	1	2	6000000007361285243	Q27822040;Q62567204	Sibilla de Fois vescomtessa consort de Narbona	Sybille of Foix | Philippa of Anduze	wikidata-p2600
6000000003827521681	Margarethe von Werdenberg-Sargans	Q57303406	Margaret of Werdenberg-Sargans	mother	1	2	6000000194605491821	Q354772;Q110562264	N N von Aspermont	Udilhild of Burgau | NN von Aspermont	wikidata-p2600
6000000020776418625	Torvald Magnusson Höjer	Q5821143	Torvald Höjer Sr.	father	0	2		Q5821117;Q101095577		Magnus Höjer | Anna Höjer	wikidata-p2600
6000000001758859465	Fernando Álvarez de Toledo Herrera	Q5860561	Fernando Álvarez de Toledo y Herrera	father	1	2	6000000211607340843	Q116004574;Q107115950	García Álvarez de Toledo y Ayala, III señor de Oropesa, Jarandilla, Tornavacas	Garcia II Alvarez de Toledo, Señor d'Oropesa | Garcia Alvarez de Toledo	wikidata-p2600
6000000001758859465	Fernando Álvarez de Toledo Herrera	Q5860561	Fernando Álvarez de Toledo y Herrera	mother	1	2	6000000004714811001	Q101402688;Q116004575	Juana de Herrera y Guzmán	Juana Ramirez de Arellano y Zúñiga | Juana de Herrera	wikidata-p2600
5266269364970111657	Francisco Álvarez de Toledo y Pacheco	Q5868284	Francisco Álvarez de Toledo y Pacheco	father	1	2	5266305885070130046	Q5860568;Q5860561	Fernando Alvarez de Toledo Zuñiga de Oropesa I Conde de Oropesa	Fernando Álvarez de Toledo y Zúñiga | Fernando Álvarez de Toledo y Herrera	wikidata-p2600
6000000006283846358	Giuseppe Michele Saverio Francesco Giovanni Luci	Q598388	Jozef Michal Poniatowski	mother	1	2	6000000006231574546	Q104538139;Q3661959	Cassandra Luci	Cassandra Luci | Cassandra Luci	wikidata-p2600
6000000019008009221	Irina Scanderbeg Castreotti	Q60447673	Irene Castriota Scanderbeg	father	1	2	6000000019007464696	Q71566970;Q110459576	Ferrante Scanderbeg Castreotti	Ferdinand Castriota Scanderbeg | Ferrante Scanderbegh Castriota, 3.Duca di San Pietro in Galatina	wikidata-p2600
6000000003827746857	Otto von Bickenbach Graf von Bickenbach	Q61140367	Otto of Bickenbach	father	1	2	6000000003827167160	Q61140375;Q61140380	Gottfried von Bickenbach Graf von Bickenbach	Gottfried I von Bickenbach | Conrad II von Bickenbach	wikidata-p2600
6000000003827746857	Otto von Bickenbach Graf von Bickenbach	Q61140367	Otto of Bickenbach	mother	1	2	6000000003827746817	Q97014037;Q116029985	Agnes von Dhaun-Kyrburg	Guda von Falkenstein, Frau von Klingenberg | Agnes, Wildgräfin in Dhaun	wikidata-p2600
6000000071020253821	Oberto IV conte di Aucia	Q61853936	Oberto IV conte di Aucia	father	1	2	6000000082983514312	Q29846862;Q99836893	Adalberto II marchese di Massa	Adalberto II Pallavicino | Adalberto III	wikidata-p2600
6000000002569716400	Karl (Carl) Wilhelm Törnegren	Q6218100	Karl Wilhelm Törnegren	father	1	2	6000000008201346843	Q23040503;Q6218252	Johan Agapetus Törngren	Carl Johan Idestam | Johan Agapetus Törngren	wikidata-p2600
6000000000728657032	Sikelgaita of Salerno	Q640793	Sikelgaita	mother	1	2	6000000004868995922	Q76346725;Q124485830	Gemma Capua di Marsico	Porpora de Tabellaria | Gemma of Capua	wikidata-p2600
6000000003262466281	Knud Plesner Ibsen	Q6423780	Knud Ibsen	father	2	1	6000000003262471326;6000000001503587544	Q11975025	Henrich Johan Ibsen | Ole Corneliussen Paus	Henrich Ibsen	wikidata-p2600
6000000000700952838	Theodo	Q656226	Theodo II of Bavaria	father	0	2		Q393812;Q2417172		Agilolf von Bayern | Theodo I of Bavaria	wikidata-p2600
6000000075402660917		Q6653479	Liu Congyi	father	1	2	6000000075402748856	Q18908183;Q45438436		Liu Ruzhi | Liu Lizhi	wikidata-p2600
6000000002881721409	Christian August Schleswig-Holstein, Oldenburg Kronprins av Sverige	Q675107	Carl August, Crown Prince of Sweden	father	1	2	6000000002881564766	Q670492;Q52928	Friedrich Christian I Schleswig-Holstein, Oldenburg Herzog	Frederick Christian I of Schleswig-Holstein-Sonderburg-Augustenburg | Charles XIII of Sweden	wikidata-p2600
6000000003828204054	Gnaeus Domitius Lucanus	Q684275	Gnaeus Domitius Tullus	father	1	2	6000000142106995839	Q107638081;Q868066	Sextus Curvius Tullus	Sextus Curvius Tullus | Gnaeus Domitius Afer	wikidata-p2600
6000000003828196721	Lucius Caecilius Metellus Calvus Consul (142 BCE)	Q703354	Lucius Caecilius Metellus Calvus	father	1	2	6000000008404729735	Q897091;Q929498	Quintus Caecilius Metellus Consul (206 BCE)	Marcus Caecilius Metellus | Quintus Caecilius Metellus	wikidata-p2600
6000000009783557218	Konrad von Öhningen Duke of Swabia	Q704902	Conrad I of Swabia	father	0	2		Q2473209;Q76299666		Odo, Count of Wetterau | Konrad Herzog von Elsass	wikidata-p2600
6000000002188289146	Publius Licinius Crassus Dives Mucianus	Q715499	Publius Licinius Crassus Dives Mucianus	father	3	2	6000000002188289154;6000000032668355208;6000000012691447665	Q2066659;Q746582	Publius Mucius Scaevola Mucius-Scaevola consul 175 BC | Publius Licinius-Crassus consul 171 BC | Publius Licinius Crassus	Publius Mucius Scaevola | Publius Licinius Crassus	wikidata-p2600
6000000002188289146	Publius Licinius Crassus Dives Mucianus	Q715499	Publius Licinius Crassus Dives Mucianus	mother	2	1	6000000002188289159;6000000041178118628	Q12284962	Licinia Licinia | NN (Wife of Publius Licinius Crassus)	Licinia	wikidata-p2600
6000000012057130479	Carl Philip Sack till Hacksta	Q71600375	Carl Philip von Sack the elder	father	1	2	6000000008209157832	Q109829989;Q110561244	Otto von Sack till Sackenhof	Otto von Sack | colonel Otte von Sack, castellan of Riga, 1.Lord of Hacksta	wikidata-p2600
6000000075326768888		Q7299	Emperor Ling of Han	father	2	1	6000000012580185185;6000000012577666190	Q10897926	 | 	Liu Chang	wikidata-p2600
6000000075326768888		Q7299	Emperor Ling of Han	mother	2	1	6000000012580385251;6000000037220431992	Q461094	 | 	Empress Dowager Dong	wikidata-p2600
3970714729430045179	Åslaug Sigurdsdatter {Ragnars Saga}	Q732678	Aslaug	father	3	1	6000000078950852922;6000000078951253975;6000000078951568835	Q537554	"Sigurd ""Fafnirsbane"" {Ragnars Saga} | Åke {Ragnars Saga} | Heimir {Ragnars Saga}"	Sigurd	wikidata-p2600
3970714729430045179	Åslaug Sigurdsdatter {Ragnars Saga}	Q732678	Aslaug	mother	2	1	6000000078951236891;6000000078951052889	Q850506	Brynhild Budlisdatter {Ragnars Saga} | Grima {Ragnars Saga}	Brynhild	wikidata-p2600
6000000001180725082	Amangkurat IV(Amangkurat Jawi)	Q748484	Amangkurat IV of Mataram	father	2	1	6000000020359886765;6000000188291991845	Q2439218	P. Puger R. M. Darajat Pakubuwana-1 | Susuhunan Pakubuwono 1 Pangeran Puger	Pakubuwono I	wikidata-p2600
6000000012653136468		Q7486	Emperor Huizong of Song	mother	0	2		Q8251789;Q65798878		Qinci | Chen Shi	wikidata-p2600
6000000013420152346	Ida de Longespee	Q75241923	Ida Longespée	father	1	2	6000000006232319371	Q2493013;Q1121970	"William ""Longespée"" Plantagenet 3rd Earl of Salisbury"	William II Longespée | William Longespée, 3rd Earl of Salisbury	wikidata-p2600
6000000013420152346	Ida de Longespee	Q75241923	Ida Longespée	mother	1	2	6000000006232415242	Q61896406;Q3721101	Ela Fitzpatrick de Salisbury	Idoine de Camville | Ela of Salisbury, 3rd Countess of Salisbury	wikidata-p2600
6000000003828116989	Margaret Gospatrick of Dunbar	Q75244878	Sybil (Dunbar) Angus (1124 - 1154)	father	1	2	6000000005383008240	Q5587363;Q5587362	Gospatrick III de Dunbar 2nd Earl of Lothian	Gospatric III, Earl of Lothian | Gospatric II, Earl of Lothian	wikidata-p2600
6000000004533774264	Richeza von Stade	Q75247087	Richeza of Dithmarschen	father	1	2	6000000019045045622	Q75247088;Q96115459	Etheler von Stade Graf in Dithmarschen	Dedo, Count in Dithmarschen | Etheler von Stade	wikidata-p2600
6000000007266742377	Jean Stewart	Q75257559	Lady Janet Stewart	father	1	2	6000000005560006354	Q1240207;Q1701828	John Stewart	John Stewart, 1st Earl of Atholl | John Stewart, 2nd Earl of Atholl	wikidata-p2600
6000000012571143240	Takakichi Asō	Q752852	Takakichi Asō	father	2	1	6000000031450713060;6000000192800144833	Q17348897	 | Tarō Asō	Tarō Asō	wikidata-p2600
6000000002043178550	Papia de Normandie	Q75384680	Papia de Normandie	father	1	2	6000000010211396295	Q312613;Q333359	Richard 'Sans-Peur’	Richard II | Richard I of Normandy	wikidata-p2600
6000000012106885801	Alexis Marie de Noailles de Mouchy de Poix Vicomte de Noailles	Q75539155	Alexis, Viscount of Noailles	father	1	2	6000000003872248758	Q3380987;Q966273	Philippe Marie François Armand de Noailles VIII Duc de Mouchy, VIII Prince-Duc de Poix	Philippe François Armand Marie de Noailles | Duke of Mouchy	wikidata-p2600
6000000006444239775	Edmund Cornwall Kt., of Burford	Q75776429	Edmund Cornwall	mother	0	2		Q75776427;Q99800370		Cecilia Merbury | Cecilia Seymour	wikidata-p2600
6000000003649677344	Llewelyn Ddiriaid ap Rhys	Q76154270	Llywelyn Ddiriaid	father	1	2	6000000002043193692	Q1381003;Q116052807	Rhys ap Tewdwr of Deheubarth	Rhys ap Tewdwr | Rhirid ap Rhys Gryg of Llanymddyfri	wikidata-p2600
6000000006444159540	Catherine Ferrers	Q76319430	Katherine Ferrers	mother	1	2	6000000006378413602	Q76319432;Q111466273	Margaret Hungerford	Margaret Hungerford | Maud Stanley, of Elford	wikidata-p2600
6000000007456333287	Tezozomoc of Tenochitlan	Q778550	Tezozomoc	father	1	2	6000000007453720795	Q2626652;Q3604589	Itzcoatl 4th Tlatotani Of Tenochitlan 4to Tlatoani de Tenochtitlan	Acolnahuácatl | Acolnahuacatl	wikidata-p2600
