our_geni	wd_qid	child_geni	child_qid	role
6000000003648758291	Q75387482	6000000006444136780	Q15286509	father
6000000002235950530	Q201406	6000000006905976078	Q152877	father
6000000003827324405	Q546422	6000000006905976078	Q152877	mother
6000000001062958477	Q48547	6000000003076761744	Q1529833	father
6000000001062969490	Q237717	6000000003076761744	Q1529833	mother
6000000009653909880	Q11934081	6000000009654053608	Q153600	father
6000000015844446866	Q3656046	6000000009654053608	Q153600	mother
6000000010103755336	Q25480356	6000000015712460390	Q1536020	father
6000000003827435879	Q101509233	6000000015712460390	Q1536020	mother
6000000006444283100	Q84303	6000000003484265294	Q153819	mother
6000000007833965837	Q110622114	6000000006964034797	Q15392097	mother
6000000007878001774	Q16269080	6000000007834199370	Q15392109	father
6000000000679344754	Q564115	4103872	Q153940	father
6000000000679344754	Q456669	4103872	Q153940	mother
6000000003827355907	Q454769	6000000003285093567	Q153956	mother
6000000006727878810	Q63171	6000000003979848930	Q154064	father
6000000005598897143	Q271801	6000000003979848930	Q154064	mother
6000000002187699688	Q1219455	6000000000316744035	Q1542092	father
6000000006444097446	Q75389483	6000000006444214285	Q15428729	mother
6000000003087186297	Q6760056	6000000006444097428	Q15428896	mother
6000000021528729991	Q695924	6000000021714100176	Q15440964	father
6000000002602775978	Q231166	6000000002322305180	Q154412	mother
6000000025307631867	Q130374371	6000000024115774455	Q15447402	mother
6000000003897426330	Q66818919	6000000006727840724	Q15449868	mother
6000000018685263883	Q101453	6000000023921274422	Q1549818	father
4591227	Q18326069	4591407	Q155127	mother
6000000016144429497	Q7529547	6000000033529766558	Q15527003	father
6000000017527108490	Q75248062	6000000033529766558	Q15527003	mother
6000000006444493674	Q237501	294507970270007973	Q155473	mother
6000000013302506574	Q24019502	6000000002602429616	Q1555416	mother
6000000222558054825	Q150320	6000000001500929000	Q155581	father
6000000002576603716	Q174504	6000000001500929000	Q155581	mother
6000000018558785679	Q98806	6000000013343432154	Q1556427	father
6000000004145008253	Q110304321	6000000004145011187	Q1556539	mother
6000000002244423853	Q254322	6000000000717690363	Q155669	mother
6000000172778694648	Q55857592	6000000151987398843	Q1556728	father
6000000000348861377	Q131349296	6000000000348784692	Q1557224	mother
6000000049073643824	Q136126111	6000000110304437917	Q1557629	mother
6000000016524697799	Q116473974	6000000016524856961	Q155956	father
6000000016525074253	Q116473975	6000000016524856961	Q155956	mother
6000000001199993264	Q695735	6000000001593637951	Q156041	father
6000000001300715021	Q469619	6000000001593637951	Q156041	mother
6000000003827470441	Q55155617	6000000003827470429	Q1561945	father
6000000003827470435	Q101518808	6000000003827470429	Q1561945	mother
6000000002188005065	Q16738581	6000000001409107184	Q156357	mother
6000000006727817857	Q431221	6000000006727817864	Q1563911	mother
6000000003285211232	Q158434	298742409800006343	Q156404	father
6000000003827368048	Q455002	298742409800006343	Q156404	mother
6000000074788367110	Q45422861	6000000074787972360	Q1564641	father
6000000000857016008	Q1962578	6000000010261340311	Q15647104	mother
6000000002187837098	Q497962	6000000002187837106	Q15650645	father
6000000021151039635	Q45418662	6000000075327208147	Q1567152	father
6000000005794085315	Q671572	6000000007316403023	Q1567543	father
6000000009025970491	Q3052481	6000000007316403023	Q1567543	mother
6000000001882580286	Q110386164	6000000006127557400	Q15695129	mother
6000000012641674386	Q123353210	6000000009843993807	Q15695146	father
6000000009546576788	Q1801636	6000000009546508852	Q1570475	father
6000000014117599915	Q110370322	6000000009546508852	Q1570475	mother
6000000011629557114	Q8193045	6000000011626767474	Q157052	mother
6000000011631622292	Q8193045	6000000011626767474	Q157052	mother
6000000012592118612	Q8193045	6000000011626767474	Q157052	mother
6000000001472560078	Q466300	6000000001896459321	Q157073	mother
6000000001599919033	Q171136	6000000001095667515	Q157077	mother
6000000008630635932	Q152463	6000000002240775853	Q157084	father
6000000001722690298	Q235668	6000000002240775853	Q157084	mother
6000000080002744704	Q154936	6000000002188028136	Q157099	father
6000000002187639569	Q265436	6000000002188028136	Q157099	mother
6000000003858604746	Q455065	6000000001521816731	Q157112	mother
6000000016680231736	Q130683256	6000000025112187104	Q1571198	father
6000000025115545952	Q116032687	6000000025112187104	Q1571198	mother
6000000000064294716	Q110561236	5543051983480079773	Q1572141	mother
6000000000064412280	Q741666	5542972092570064181	Q1572148	father
6000000011139546368	Q12336451	6000000011139569327	Q15731855	mother
6000000003216145222	Q66606816	6000000003216090058	Q157501	mother
6000000002512346178	Q2026887	6000000000891680343	Q157799	mother
6000000001599919033	Q171136	4104191	Q157884	mother
6000000016648211781	Q40037593	6000000016648357339	Q1578995	mother
6000000008640414008	Q1526	6000000000351094258	Q157918	father
6000000008640414027	Q299633	6000000000351094258	Q157918	mother
6000000032796355880	Q139497413	6000000032812509290	Q1579369	mother
6000000002187608792	Q157962	6000000008630614793	Q158025	father
6000000003645797161	Q181985	6000000008630614793	Q158025	mother
6000000076920185307	Q136140264	6000000076919668565	Q1580556	father
6000000076920238165	Q136140276	6000000076919668565	Q1580556	mother
6000000059941117213	Q139540142	6000000059942179069	Q15819408	mother
6000000002802407838	Q108709332	6000000002802407850	Q1582054	mother
6000000007574272324	Q94839173	6000000007499164735	Q15821183	father
6000000002244391295	Q157179	6000000000350865415	Q158246	father
298732052860003667	Q261237	6000000000350865415	Q158246	mother
6000000034415982874	Q89478591	6000000070872194900	Q1582804	father
6000000013280309275	Q105796178	6000000011371285425	Q1582958	mother
6000000007980605089	Q15782228	6000000007980590039	Q15842663	father
6000000006721024152	Q75512485	6000000007980590039	Q15842663	mother
6000000018163335777	Q18171523	6000000026149635379	Q15845523	mother
6000000015160638038	Q110151544	6000000018001152244	Q1585616	father
6000000015160511196	Q105488533	6000000018001152244	Q1585616	mother
6000000014339290483	Q116150225	6000000014339385122	Q1586219	mother
6000000004884976588	Q124425003	6000000010173153540	Q15869867	father
6000000001062958477	Q48547	6000000014279932459	Q1587522	father
6000000014280180318	Q3721837	6000000014279932459	Q1587522	mother
6000000205711278830	Q76096122	6000000006597124859	Q15876194	mother
6000000003772396356	Q1588868	6000000004533048198	Q1588852	father
6000000003051240545	Q112962480	6000000004533048198	Q1588852	mother
3137692	Q14841647	3137665	Q15901190	father
6000000148532576834	Q11087614	6000000075328511887	Q15902511	mother
6000000074717421141	Q15908012	6000000074706130908	Q15904558	father
6000000074717421141	Q15908012	6000000074705461423	Q15905448	father
6000000020504918591	Q45379363	6000000046926751887	Q15905993	father
6000000055770528571	Q11077197	6000000133728441833	Q15908186	father
6000000023531496132	Q26124994	6000000023531439343	Q15909080	father
6000000074717421141	Q15908012	6000000074705589245	Q15910881	father
6000000038103633821	Q45362961	6000000038103238377	Q15912341	father
6000000186285688286	Q12598947	6000000075060861895	Q15914382	mother
6000000010801495047	Q9749	6000000074750951895	Q15914778	father
6000000007513370423	Q712325	6000000074767375914	Q15916852	father
6000000021441741585	Q15936373	6000000034280054388	Q15917035	father
6000000023605262697	Q5359187	6000000075345372890	Q15923626	father
6000000010801040068	Q9761	6000000074750434127	Q15923998	father
6000000021238047074	Q5374477	6000000074750434127	Q15923998	mother
6000000052115290015	Q16908087	6000000075329035874	Q15924768	father
6000000023701548172	Q15905263	6000000023701407225	Q15928529	mother
6000000052114798068	Q15938817	6000000055771992821	Q15934434	father
6000000037591065886	Q45429732	6000000037591073857	Q15936430	mother
6000000075375875826	Q45524937	6000000075375636849	Q15938930	father
6000000023615654668	Q18236398	6000000052128024860	Q15941515	father
6000000074735059038	Q11097545	6000000074735477871	Q15953288	father
6000000010801237168	Q9755	6000000074750677999	Q15954431	father
6000000002949293219	Q60971020	6000000000945043546	Q15965327	father
6000000027816522473	Q101248207	6000000000945043546	Q15965327	mother
6000000008510783714	Q2563017	6000000000641011774	Q15967081	father
6000000008510581064	Q2851163	6000000000641011774	Q15967081	mother
6000000021193311246	Q15968608	6000000020774790061	Q15968609	father
6000000047131673001	Q1606000	6000000047126985075	Q15971665	father
6000000004122198949	Q2469918	6000000027467747707	Q15971893	father
6000000015493631321	Q110503615	6000000015492866853	Q1597257	mother
6000000010481785277	Q873100	6000000004533205391	Q1597726	father
6000000004533205429	Q116150017	6000000004533205391	Q1597726	mother
6000000041683163874	Q19513731	6000000047585286937	Q1597765	father
6000000001594051535	Q271104	6000000003243447534	Q159862	father
6000000015287963344	Q16268421	6000000015153548993	Q15992483	father
6000000015288035662	Q94998322	6000000015153548993	Q15992483	mother
6000000006998189368	Q18286696	6000000006998291498	Q15993809	father
6000000012272863546	Q565727	6000000014361160296	Q1599395	father
6000000005768761797	Q3292923	6000000007103673380	Q1599703	mother
6000000014710505960	Q131562357	6000000014710768414	Q16026364	father
6000000014710848243	Q131562358	6000000014710768414	Q16026364	mother
6000000000769996633	Q231794	6000000003988189324	Q160349	mother
4259064	Q5290415	4259086	Q160369	father
6000000001062599699	Q97783170	4259086	Q160369	mother
6000000013821465681	Q130359450	6000000014428706209	Q1605048	mother
6000000012448742478	Q44847358	6000000000628798005	Q1605895	mother
6000000008778292502	Q107305310	6000000003732527911	Q1606280	mother
6000000007980453987	Q16063517	6000000016498996552	Q16063503	father
6000000005644459010	Q16063868	6000000005638239320	Q16063706	father
6000000021138103485	Q109012641	357364789940012594	Q16063771	father
6000000021138344860	Q109012642	357364789940012594	Q16063771	mother
6000000004028287194	Q28942978	6000000002814610465	Q16063986	father
6000000005431421568	Q16064158	6000000017080315207	Q16065016	father
6000000001504666774	Q111989063	6000000011755236480	Q16065155	mother
6000000054111889986	Q15941346	6000000054111969933	Q16075986	father
6000000075061019879	Q22813470	6000000075060923880	Q16076514	father
6000000002188101055	Q701556	6000000074735329037	Q16076771	father
6000000023701548172	Q15905263	6000000023701404124	Q16077602	mother
6000000027896801361	Q6314586	6000000027896915227	Q1610483	mother
6000000002181368497	Q2721001	6000000006444272490	Q161136	mother
6000000000138678323	Q241245	6000000000648177790	Q161149	mother
6000000037893564582	Q110261948	6000000025899905982	Q1613050	father
6000000025899827128	Q110540828	6000000025899905982	Q1613050	mother
6000000046300049846	Q130215523	6000000000140095350	Q1613168	mother
6000000001063331071	Q2859526	6000000001143966322	Q161351	father
6000000001063194930	Q116473995	6000000001143966322	Q161351	mother
6000000001019157079	Q50824425	6000000001018967205	Q16146131	mother
6000000003649663961	Q75299035	6000000000167620243	Q16150122	father
6000000024445071910	Q99085788	6000000000167620243	Q16150122	mother
6000000006444174547	Q6229276	6000000006444128533	Q16154520	father
6000000002447388495	Q75435325	6000000006444128533	Q16154520	mother
6000000006127417399	Q116775321	6000000002774344984	Q16162593	father
6000000000839811133	Q123036366	6000000002787884952	Q16162603	mother
6000000042871380830	Q5559529	6000000001200187654	Q16174021	mother
6000000021617264265	Q136487988	6000000021439282805	Q1617567	mother
4948464926690019696	Q108866546	6000000010308251535	Q16184361	father
6000000022470622574	Q111488219	6000000010308251535	Q16184361	mother
6000000003827368730	Q2401530	6000000004066544553	Q16187518	father
6000000003827464637	Q1868984	6000000004066544553	Q16187518	mother
6000000002797753112	Q677904	6000000001936543821	Q161958	father
6000000001009244901	Q4965774	6000000001936543821	Q161958	mother
6000000006444235208	Q100900759	6000000004586536000	Q16197731	mother
6000000020732127016	Q110381683	6000000020732320970	Q16197764	father
6000000003747936001	Q4614620	6000000000796830953	Q16209208	father
6000000000314922113	Q61911714	6000000000796830953	Q16209208	mother
6000000002274643322	Q234022	6000000007264355619	Q1621235	mother
6000000003049548759	Q1435433	3080341	Q1621801	father
6000000024822035443	Q1227381	6000000024824265604	Q16219301	father
6000000025676913805	Q47529146	6000000025676769269	Q16219348	father
6000000006444092680	Q75791706	6000000000757564553	Q16239546	father
6000000003243294006	Q61971028	6000000003770004055	Q16239749	father
6000000003243294016	Q61971033	6000000003770004055	Q16239749	mother
6000000010801495047	Q9749	6000000074750415954	Q16260668	father
6000000015287963344	Q16268421	6000000116699525849	Q16268420	father
6000000015288035662	Q94998322	6000000116699525849	Q16268420	mother
6000000015275905314	Q16487783	6000000026547068129	Q16268424	father
6000000015275672596	Q16558999	6000000009431228101	Q16268427	father
6000000024279022933	Q110549840	6000000009431228101	Q16268427	mother
6000000015195036177	Q16268847	6000000081800715614	Q16268643	mother
6000000008603865503	Q98698510	6000000002065909222	Q16269077	mother
6000000000506368644	Q23770630	6000000000506594378	Q1627492	father
6000000006727871574	Q234253	6000000002322291872	Q163102	mother
6000000017445181982	Q16034251	6000000017445246872	Q1631516	father
6000000013611104985	Q50749985	6000000013610836755	Q1634925	father
6000000012288590066	Q55237355	6000000009956095001	Q16356127	father
6000000000743414023	Q1386404	6000000000743413001	Q1635800	father
6000000018826830005	Q107387116	6000000012170606707	Q1637987	father
6000000007309368511	Q64691009	6000000040409995614	Q16402934	father
6000000008041185755	Q16408286	6000000018891521041	Q16403623	father
6000000008041115899	Q94773753	6000000018891521041	Q16403623	mother
6000000009991268316	Q12360840	6000000015817321941	Q16403691	father
6000000018825717441	Q105276290	6000000010421930080	Q16403739	father
6000000013514881819	Q110729476	6000000013514775600	Q16404597	mother
6000000008951079029	Q322735	6000000003071371245	Q16404960	father
6000000012588026366	Q94773747	6000000015802738402	Q16406018	mother
6000000009823895383	Q111989725	6000000009824019441	Q16406832	father
6000000009875398936	Q111989726	6000000009824019441	Q16406832	mother
6000000015709124896	Q4089979	6000000011271327314	Q16407686	father
6000000032466802584	Q11924266	6000000068438352383	Q1642936	father
6000000002188005065	Q16738581	6000000003827731756	Q1643316	mother
6000000015290763685	Q88853	6000000015487727825	Q164377	father
6000000015290648792	Q55360543	6000000015487727825	Q164377	mother
6000000002765826927	Q23306665	6000000002802906875	Q164425	father
6000000032791992450	Q140465834	6000000028067137290	Q1647474	father
6000000032791992450	Q140465956	6000000028067137290	Q1647474	mother
6000000162654010855	Q122358795	6000000019705548210	Q1648106	mother
6000000004148984190	Q272199	6000000001455982151	Q164889	mother
6000000001615077348	Q75243171	6000000001923674361	Q164925	mother
6000000011623680626	Q94937630	6000000012345289217	Q16496065	father
6000000030727636831	Q16163297	6000000019870110261	Q16503015	mother
6000000000759893323	Q778149	6000000006277488555	Q16531682	father
6000000000759890348	Q3769178	6000000006277488555	Q16531682	mother
6000000003232714442	Q130493230	6000000029815587639	Q16539531	father
6000000004089151161	Q25616099	6000000008173864486	Q165479	father
6000000002188327899	Q25616100	6000000008173864486	Q165479	mother
6000000008595651956	Q139558095	6000000020677696523	Q1655406	mother
6000000009054476328	Q94935783	6000000024503598646	Q16557008	father
6000000022986139364	Q3080981	6000000081617593848	Q16557269	father
6000000004533503253	Q55227268	6000000081617593848	Q16557269	mother
6000000009431183746	Q110549842	6000000015275325897	Q16559082	mother
6000000004969602540	Q75494753	6000000001264823464	Q165593	mother
6000000015957459947	Q136222143	6000000014777322476	Q16563712	mother
6000000006727781306	Q70811	6000000008914053084	Q16566720	father
6000000007606027251	Q1744428	6000000008914053084	Q16566720	mother
6000000001922162428	Q16302427	6000000004682824741	Q1657297	father
6000000019648247141	Q220799;Q2561491	6000000002212152431	Q16584942	father
6000000010023701315	Q108743045	6000000009944170309	Q16590997	mother
6000000007141651300	Q2054995	6000000008630617323	Q16593877	mother
6000000007038272790	Q109296112	6000000006127601380	Q16594560	father
6000000012056688348	Q131726950	6000000006127824600	Q16594649	mother
6000000008657116736	Q131582626	6000000006127732720	Q16594800	mother
6000000011830481494	Q103788219	6000000003962022836	Q16595197	mother
6000000003406776592	Q101247661	6000000006127291626	Q16595801	mother
6000000007464133558	Q109843720	6000000022734732570	Q16595847	father
6000000007464309273	Q109843724	6000000022734732570	Q16595847	mother
6000000010048729122	Q105476054	6000000010048831579	Q16596085	mother
6000000003888152911	Q19842254	6000000003889029032	Q16596166	father
6000000003889126034	Q22671003	6000000003889029032	Q16596166	mother
6000000006127594073	Q740096	5335366355750074303	Q16596225	father
6000000039074567045	Q135473399	6000000039074542185	Q16596290	father
6000000014532109601	Q140138634	6000000076787298961	Q16596302	father
6000000014532453043	Q29470060	6000000076787298961	Q16596302	mother
6000000006007552003	Q99301910	6000000003238844017	Q16596393	father
6000000006733672169	Q99301913	6000000003238844017	Q16596393	mother
6000000007484036461	Q109296034	6000000082727578858	Q16596439	mother
6000000010665023581	Q14554946	6000000005817625016	Q16602147	father
6000000071476588607	Q47067921	6000000071477660846	Q16602183	father
6000000071477219069	Q4959704	6000000071477660846	Q16602183	mother
6000000010801040068	Q9761	6000000074750863829	Q16603339	father
6000000010801040068	Q9761	6000000074750786894	Q16603539	father
6000000010801040068	Q9761	6000000074750821838	Q16603545	father
6000000010801237168	Q9755	6000000074750825910	Q16603663	father
6000000010801040068	Q9761	6000000074750574043	Q16603665	father
6000000010801040068	Q9761	6000000074750180432	Q16603711	father
342026151920011851	Q29246906	6000000004213760892	Q16616050	mother
339446815790012895	Q130359469	339435131070013659	Q1663709	father
6000000000498370708	Q512999	6000000003086748894	Q16644056	father
6000000001500928259	Q2906029	6000000003086748894	Q16644056	mother
6000000006083976219	Q101247348	6000000001846212371	Q16649469	father
4083563	Q6008802	6000000001686278344	Q16649474	father
6000000001933350513	Q99301989	6000000001686278344	Q16649474	mother
6000000003125729049	Q121204047	6000000004028320232	Q16649635	father
6000000003125729049	Q121204047	4592410796700031770	Q16649637	father
6000000001460046108	Q110548941	6000000007121644827	Q16649655	mother
6000000005393641057	Q6003542	6000000013020967973	Q16649958	father
6000000018985534304	Q16649961	311815313480004654	Q16649960	father
6000000007356131219	Q135479898	6000000006127174051	Q16649971	father
6000000007356140213	Q135479902	6000000006127174051	Q16649971	mother
6000000016670144161	Q116150313	6000000006727858565	Q16650006	father
6000000006727826380	Q110548790	6000000006727858565	Q16650006	mother
6000000010459795393	Q127270620	6000000024876338633	Q16650062	father
6000000024875888516	Q127270621	6000000024876338633	Q16650062	mother
6000000006953053214	Q127270393	6000000006952952307	Q16650077	father
283163048380005890	Q127270394	6000000006952952307	Q16650077	mother
6000000006127758745	Q6033990	6000000002309876660	Q16650121	father
6000000009014627733	Q20250108	6000000001720825110	Q16650163	father
6000000023025260921	Q16466645	6000000023038375841	Q16650171	mother
6000000023025260921	Q16466645	6000000023038401921	Q16650172	mother
6000000012536651166	Q117841901	6000000012536285136	Q16650183	mother
6000000035341981926	Q111382828	6000000042293853728	Q16650212	father
6000000011483423445	Q98545721	6000000013354826156	Q16650255	mother
6000000001934768081	Q101247183	321248926590006355	Q16650335	mother
6000000015168641991	Q108485588	6000000015168951145	Q16650368	father
6000000054566981980	Q16650465	6000000177853846840	Q16650464	father
6000000013397856067	Q110457060	3047562	Q16650467	mother
6000000029078162970	Q117839033	6000000029069080040	Q16650500	father
6000000007602060023	Q105477382	6000000007602353206	Q16650519	father
6000000008427171213	Q109296486	6000000018254901917	Q16650653	mother
6000000009054476328	Q94935783	6000000010541026483	Q16691467	father
6000000003569012547	Q4232958	6000000006619121005	Q16702611	father
6000000018230661609	Q138684668	6000000018230635308	Q16719650	father
6000000006727853775	Q238227	4040216435970129981	Q167236	mother
6000000010018784061	Q5891441	6000000003220313927	Q16726140	father
6000000009687902964	Q111917780	6000000000438011181	Q16738452	father
6000000000591496174	Q16738451	6000000000438011181	Q16738452	mother
6000000011835207917	Q16738576	6000000009825249397	Q16738577	mother
312092994390004595	Q238458	4138652783200125692	Q167433	mother
6000000003293303841	Q40334107	6000000007067430427	Q1675683	father
6000000014409276342	Q75516756	6000000014409234637	Q16760643	mother
6000000003827363425	Q62953	6000000006727778454	Q1679854	father
6000000006727778388	Q525125	6000000006727778454	Q1679854	mother
6000000034934391284	Q26904985	6000000012883938069	Q168004	father
6000000012885624239	Q116302491	6000000012883938069	Q168004	mother
6000000003645818905	Q75388475	6000000002116086748	Q1680289	mother
6000000000701222071	Q592380	6000000016574276023	Q1680292	father
6000000006727958158	Q75388021	6000000016574276023	Q1680292	mother
6000000012887958196	Q75382159	5260071237400138842	Q1680516	mother
6000000011450649368	Q75879935	6000000011450473927	Q1681078	father
6000000046631331005	Q75879936	6000000011450473927	Q1681078	mother
6000000048562685952	Q11718567	6000000026185427504	Q168135	father
6000000013821734339	Q116047005	6000000017871186108	Q1681733	mother
6000000002802407838	Q108709332	6000000002802407857	Q1682101	mother
6000000003858746204	Q241653	6000000001500929797	Q168254	mother
6000000011568547454	Q16864776	6000000000435641916	Q16829521	mother
6000000003409035410	Q5339846	6000000003440524838	Q16833892	father
340831793700006589	Q16064115	340821498810006584	Q168356	father
6000000000114656112	Q104534938	6000000000033298652	Q168363	mother
6000000012918633186	Q61971022	6000000003769829431	Q16840267	mother
6000000005052397118	Q76064593	6000000006264010574	Q16842103	mother
6000000001531288456	Q17515586	6000000003077432039	Q16843025	father
6000000025960609803	Q16203453	6000000025966150305	Q16843956	mother
6000000001581032234	Q4719150	6000000004227526187	Q16844561	father
6000000002447429231	Q75446916	6000000008630690793	Q16845643	mother
6000000019398152015	Q14946951	6000000019357918452	Q16848716	father
6000000019398043116	Q75776615	6000000019357918452	Q16848716	mother
6000000031547354464	Q925104	6000000048540426821	Q16850053	father
6000000006727913630	Q20724809	6000000003219768111	Q16850609	father
6000000001563200627	Q61964693	6000000003219768111	Q16850609	mother
6000000002188088486	Q16200005	6000000005380767801	Q16854092	father
6000000005380808740	Q75263441	6000000005380767801	Q16854092	mother
6000000004526385004	Q26206624	6000000003827624202	Q16854422	mother
6000000001517866371	Q110578320	6000000002043260623	Q168558	mother
6000000003827305543	Q531805	6000000002188556282	Q16855964	father
6000000003827305535	Q75247175	6000000002188556282	Q16855964	mother
6000000002188409864	Q724225	6000000011515043076	Q1685921	father
6000000003216108573	Q75299375	6000000003904573736	Q16859685	mother
5190884585660088175	Q18576385	6000000019840767335	Q16859687	father
5202009888810053546	Q75262170	6000000019840767335	Q16859687	mother
6000000001892137550	Q267040	6000000002006128806	Q16863335	father
6000000001892025404	Q3290801	6000000002006128806	Q16863335	mother
6000000002644696115	Q75586826	6000000007153236299	Q16863364	mother
6000000003495391930	Q5561304	6000000000351005168	Q16863369	father
6000000003495391945	Q6787487	6000000000351005168	Q16863369	mother
6000000001783474468	Q16863452	6000000015799286233	Q16863453	father
6000000008908477824	Q75389691	6000000015799286233	Q16863453	mother
6000000002188088804	Q75388160	6000000002116138010	Q16863476	father
6000000003645966120	Q75532227	6000000002116138010	Q16863476	mother
376411602640013414	Q181261	1354718	Q168691	father
376406918790013422	Q234568	1354718	Q168691	mother
6000000006727862245	Q107211491	6000000017853801272	Q1690979	mother
6000000006727794857	Q1975637	6000000006727800485	Q1690982	mother
6000000006198920238	Q12309469	6000000016118814367	Q1691977	father
6000000013641880301	Q1681879	6000000013640774632	Q1691998	father
6000000013641880301	Q106072296	6000000013640774632	Q1691998	mother
6000000012046753124	Q135665615	6000000012056283649	Q1692015	mother
6000000003827496053	Q110371294	6000000003827496045	Q1693249	mother
6000000000759893323	Q778149	6000000000728894976	Q169329	father
6000000000759890348	Q3769178	6000000000728894976	Q169329	mother
6000000058353999857	Q97207794	6000000058353967906	Q1693377	father
6000000014024808964	Q140223521	6000000058353967906	Q1693377	mother
6000000023135141280	Q107092144	6000000023453181905	Q1693986	father
6000000017425559123	Q66711908	6000000017424989989	Q16945159	mother
6000000008151349039	Q5589959	6000000138783072822	Q16945169	father
6000000138755587213	Q3359192	6000000138783072822	Q16945169	mother
6000000195099193822	Q127270762	6000000001950561785	Q16945404	mother
6000000019611933861	Q107863278	6000000074314519031	Q16945429	father
6000000002187298826	Q5916003	6000000006127177884	Q16945475	father
6000000002191542293	Q103787340	6000000006127177884	Q16945475	mother
6000000007433599436	Q6070125	6000000007433632615	Q16945477	father
6000000003827484424	Q75246969	6000000002188021418	Q1694708	mother
6000000005895908004	Q18164973	6000000000904661585	Q169547	mother
6000000037688388509	Q95219595	6000000037688433263	Q1695852	father
6000000060225343924	Q2050801	6000000017284424363	Q1696243	father
6000000060225590840	Q110506123	6000000017284424363	Q1696243	mother
6000000006727823903	Q1352482	6000000006727823933	Q1696440	father
6000000001504361269	Q1312279	6000000032851563867	Q1696742	father
6000000010154485497	Q1692481	6000000175470766099	Q1696749	father
6000000010154504999	Q136089064	6000000175470766099	Q1696749	mother
6000000001916774819	Q78420	6000000003827158482	Q1697011	father
6000000003827467189	Q104187	6000000003827158482	Q1697011	mother
6000000000506115567	Q110459294	6000000007282646983	Q169911	father
6000000003243427815	Q61927377	6000000002181960304	Q1699295	father
6000000004532600932	Q231742	6000000004526603037	Q169992	mother
6000000003219753374	Q1700394	6000000001578880910	Q1700393	father
6000000006444391900	Q4768427	6000000001578880910	Q1700393	mother
6000000002176677784	Q75394669	6000000007993571922	Q170172	father
6000000003466454695	Q6260910	6000000006444097853	Q1701944	father
6000000003858771895	Q266519	6000000001376129927	Q170202	mother
6000000001412949016	Q178502	6000000001544446082	Q170335	mother
6000000006444496614	Q235174	6000000002188309480	Q170353	mother
6000000001744873862	Q65065220	6000000003146930404	Q1703908	father
6000000002043258261	Q75518347	6000000003146930404	Q1703908	mother
6000000000717229053	Q2878505	6000000005016701444	Q170654	mother
6000000012461347465	Q18086211	6000000174836805911	Q1706973	father
6000000003122380683	Q97784772	6000000003122380695	Q170863	father
6000000003122415930	Q97784778	6000000003122380695	Q170863	mother
6000000002999793047	Q16206630	6000000003000124336	Q17087605	father
6000000026942195632	Q109533667	6000000017358821128	Q1708801	mother
6000000089882924018	Q55887125	6000000022172437010	Q1709725	father
6000000001116944664	Q136006548	6000000001514999918	Q1710390	father
6000000001117003612	Q136006549	6000000001514999918	Q1710390	mother
6000000000113714608	Q47519715	6000000000113799252	Q1710698	mother
6000000012967303075	Q720358	6000000002188289069	Q171083	father
6000000007463857776	Q28650179	6000000003309985583	Q17130870	father
6000000001504580485	Q110304683	6000000003309985583	Q17130870	mother
5269498957060121279	Q110304359	6000000002858496665	Q17130962	father
6000000002858499457	Q110304360	6000000002858496665	Q17130962	mother
6000000003515703368	Q110303989	6000000003367470180	Q17131009	mother
6000000001748382730	Q1153962	6000000008261026303	Q171411	father
6000000001748661095	Q4207778	6000000008261026303	Q171411	mother
6000000015350311505	Q3081089	6000000015350503911	Q171622	father
6000000015350311505	Q116470984	6000000015350503911	Q171622	mother
6000000005222940225	Q1064935	6000000001751290215	Q171977	father
6000000005222715671	Q5366163	6000000001751290215	Q171977	mother
6000000003827799227	Q43107	6000000006101378871	Q172168	father
6000000002187720024	Q403377	6000000002187720008	Q172353	father
6000000002187720035	Q3239160	6000000002187720008	Q172353	mother
6000000003827512064	Q924212	6000000013591617159	Q172502	father
6000000014827331372	Q102858239	6000000013591617159	Q172502	mother
6000000014984372027	Q116180684	6000000020707737894	Q17280328	father
6000000014984234698	Q116180698	6000000020707737894	Q17280328	mother
6000000013492626054	Q55076471	6000000013492565199	Q17285543	mother
6000000013735548825	Q1133631	6000000013754708528	Q172965	father
6000000013754652789	Q104538265	6000000013754708528	Q172965	mother
6000000013019478361	Q113882982	6000000013019348091	Q17301406	mother
6000000003827611232	Q1230476	6000000015349443567	Q1732204	father
6000000003827611226	Q110370565	6000000015349443567	Q1732204	mother
6000000011082119237	Q31192740	6000000089435321862	Q17322877	father
6000000003827496356	Q75956066	6000000089435321862	Q17322877	mother
6000000049534369012	Q3805781	6000000054757519850	Q1735130	father
6000000032589298467	Q110367050	6000000054757519850	Q1735130	mother
6000000013642469480	Q6149116	6000000013951090843	Q17351347	father
6000000002116164237	Q6242824	6000000007009464697	Q17352665	father
6000000002116164243	Q50824408	6000000007009464697	Q17352665	mother
6000000015639430583	Q67106207	6000000015639766088	Q17354615	father
6000000015639964088	Q108941989	6000000015639766088	Q17354615	mother
6000000001784140013	Q1189486	6000000001784203123	Q1736803	mother
6000000007710742258	Q18632383	6000000055265800009	Q17379978	father
6000000000711466176	Q5547802	6000000000711398639	Q17380006	father
6000000000711511065	Q5547802	6000000000711398639	Q17380006	father
6000000007782302849	Q17380034	6000000006262863491	Q17380035	father
